Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47)
0.00025881144896257194,0.5660012155064513,1.0196994448736329e-08,8.969703306736436e-09,1.7197741902018157e-09,7.375576357729168e-07,0.0,0.0,4.117147420348287e-06,2.5278048764487163e-08,1.9275251730950057e-07,2.8665098233769285e-08,2.5305410989711515e-10,1.4439440378689748e-26,6.683897804303046e-19,3.9449224481596495e-12,7.394077683416485e-10,3.948208537262897e-05,1.4321111660899849e-22,2.651448724075266e-18,1.414082357454647e-20,2.1595861095904417e-23,7.247623017247244e-14,3.580900599060868e-14,9.669995172588045e-15,5.43917352202006e-18,7.502843115627274e-25,2.035484553850445e-16,3.4465897077743864e-16,1.0917055823296454e-19,1.686523206795387e-13,9.02056592376151e-22,1.2570235514918205e-21,2.0299536446571462e-17,3.76,0.0,0.5876928208265422,0.999828864124754,9.693506182019814e-07,5.094939436341844e-09,0.018413028376546427,0.01845328865024606,0.00012685941414381364,8.009734109612155e-14,3.951671110188279e-05,2.319518749408609e-06,2.465641012955202e-07,1.4880493419645492e-09,2.2588121826352093e-14,1.001828996992018e-08,3.289572872736406e-08,4.909431813981673e-08,3.8555933109238715e-14,6.751021110636776e-08,3.89743269743672e-09,2.388292168073723e-08,1.8061564085196427e-07,2.363071356125969e-06,4.843126819017877e-11,2.615432601003398e-12,2.5290683074378816e-09,5.888589567537224e-10,6.32280147977935e-09,1.088270457311708e-09,6.996307441343096e-11,2.264090938916411e-16,2.198506141278599e-11,2.93801265385032e-14,4.8292508776740085e-09,9.271346706310005e-11,2.0466171374811636e-17,1.5467701149594894e-13,4.873150247111063e-15,4.292918144801294e-15,2.6252832866737145e-11,2.2685647027381943e-16,1.2540907402626002e-10,1.9769264272282204e-11,5.4918536781598e-12
0.00026642011552419526,0.5660573470998072,1.0561028514817801e-08,9.176512373604465e-09,1.7895690187060919e-09,7.844199546379646e-07,0.0,0.0,4.28455706230454e-06,2.6722910680569306e-08,2.094778999622141e-07,3.1237826360530504e-08,2.6739796824974484e-10,1.6265373046574057e-26,7.26830054896111e-19,4.1421335196784105e-12,7.873031926228886e-10,4.182324240768283e-05,1.617710206949612e-22,2.88998223242139e-18,1.6376919711011503e-20,2.4052538653003967e-23,7.531540373148097e-14,4.047559581518021e-14,1.0445880899459349e-14,6.378903267547495e-18,8.745008769828757e-25,2.3428016728590897e-16,4.0049060850963163e-16,1.237886841228856e-19,1.8563603074386834e-13,1.0290779124985277e-21,1.4160775282973974e-21,2.343732597531551e-17,3.76,0.0,0.587158699898637,0.9998263079124539,1.0336116594483942e-06,5.562941898003886e-09,0.018944553397414608,0.018987206805760465,0.00012685908886186058,8.240111381258716e-14,4.186155931249427e-05,2.3876959487085042e-06,2.6119693536381154e-07,1.531633071220092e-09,2.3932220989651536e-14,1.031285653277383e-08,3.556004909088639e-08,5.347369790220479e-08,3.974216258946126e-14,7.175404226288488e-08,4.137292231061841e-09,2.458729466637086e-08,1.9590974597953043e-07,2.502394183409518e-06,5.147352575033391e-11,2.779958158459227e-12,2.6841608781531693e-09,6.282277749073493e-10,6.661667282625811e-09,1.1876048460280036e-09,7.424715357543598e-11,2.4027181275958876e-16,2.3856714831684203e-11,3.187906159642175e-14,5.233137006313463e-09,9.843057987747557e-11,2.1719223086931184e-17,1.6413866900305333e-13,5.286062178521994e-15,4.5773293167036744e-15,2.7657150649502072e-11,2.3901038711503064e-16,1.3377889031021969e-10,2.1030273874010538e-11,6.104744384941067e-12
0.0002740287820858186,0.5661134280699605,1.0930102185144479e-08,9.384165139975663e-09,1.8609046059163867e-09,8.329356521328616e-07,0.0,0.0,4.454501343864077e-06,2.8212026522251676e-08,2.2713927083104404e-07,3.396446786615256e-08,2.8216963151627436e-10,1.8275869557353412e-26,7.889656937581737e-19,4.344588726116171e-12,8.370870861509555e-10,4.423100118565186e-05,1.8223834316779527e-22,3.1422720469393736e-18,1.890655027431929e-20,2.673116380837047e-23,7.823042873971888e-14,4.5602555584892017e-14,1.1267080494463377e-14,7.44981986120173e-18,1.0162301672966215e-24,2.686886165028584e-16,4.636881293227537e-16,1.3995671789927372e-19,2.0382080623694295e-13,1.1703821204095818e-21,1.5907532872387058e-21,2.696223689230533e-17,3.76,0.0,0.5866250592901862,0.9998236804339471,1.100420181629276e-06,6.060623619324469e-09,0.019475524997317844,0.019520640125995865,0.00012685875453875617,8.47020124496594e-14,4.4273264022560875e-05,2.4562317269563404e-06,2.762470117036394e-07,1.5754379374029097e-09,2.5314746189267638e-14,1.0608972374308209e-08,3.8357560043153745e-08,5.811050247107853e-08,4.0931897516292544e-14,7.614205059334047e-08,4.386113150452978e-09,2.5295364206311887e-08,2.1203176440988247e-07,2.645761804766774e-06,5.4630229798634014e-11,2.9506796541995963e-12,2.8447673584659287e-09,6.691576437991487e-10,7.009587349632179e-09,1.2960962815512853e-09,7.868293409578752e-11,2.5462539532567225e-16,2.583001166974997e-11,3.451359737930469e-14,5.65804613048981e-09,1.0436121151565958e-10,2.301664269279275e-17,1.7393476640922616e-13,5.722075676686625e-15,4.872804312740081e-15,2.909877472903759e-11,2.5148947053742467e-16,1.4248026748387681e-10,2.2332105541345023e-11,6.766290961038988e-12
0.0002816374486474419,0.5661694584688234,1.1304318643564144e-08,9.592808466425479e-09,1.9338159197227856e-09,8.831272912433446e-07,0.0,0.0,4.626978315367147e-06,2.9746154090600196e-08,2.457640701506774e-07,3.6850365242964515e-08,2.9737508876330404e-10,2.0477956888767458e-26,8.549725096294969e-19,4.552377904711672e-12,8.887950234266508e-10,4.6705297573174876e-05,2.047656178517958e-22,3.408688587526901e-18,2.176081056763193e-20,2.964792659502906e-23,8.122260555438456e-14,5.122175932349148e-14,1.2135480110022578e-14,8.666304292081136e-18,1.1775649138699188e-24,3.0710851624839077e-16,5.350217225942894e-16,1.5780025752569821e-19,2.232585162988613e-13,1.327217579966168e-21,1.7822067826074285e-21,3.0911219507025076e-17,3.76,0.0,0.586091898495242,0.9998209817022192,1.1698303994693495e-06,6.58912052818965e-09,0.020005943647264966,0.02005358904612608,0.00012685841117612568,8.700004004489264e-14,4.6751770316549406e-05,2.5251561428498564e-06,2.917139552479192e-07,1.6194831543859608e-09,2.6735662884131507e-14,1.0906767401721297e-08,4.1291010035954734e-08,6.301351601762329e-08,4.2125186914374003e-14,8.067574583799052e-08,4.644052166616355e-09,2.6007441843496407e-08,2.2900504489253162e-07,2.7931958228969847e-06,5.79039141992367e-11,3.1277342053141116e-12,3.0110043959263086e-09,7.116776919083706e-10,7.3667128267206595e-09,1.4144471545077283e-09,8.3273597006665e-11,2.6948013476679277e-16,2.790780828606311e-11,3.728754265286698e-14,6.104520362813733e-09,1.1050904478719592e-10,2.435936057987857e-17,1.8407229574724483e-13,6.181973854825441e-15,5.179525035957475e-15,3.057832120472008e-11,2.642992580133279e-16,1.5151938550805328e-10,2.3675127272431134e-11,7.479016623723828e-12
0.0002892461152090652,0.5662254383483772,1.1683778788700805e-08,9.802579863476881e-09,2.008337800842415e-09,9.350178630458521e-07,0.0,0.0,4.80198701649523e-06,3.1326083348121544e-08,2.6538009102728036e-07,3.9900972230475884e-08,3.130204565380207e-10,2.2901529543646656e-26,9.250264776631838e-19,4.765592208612818e-12,9.424628581399862e-10,4.924606800720843e-05,2.295144320423574e-22,3.689601065741157e-18,2.4973343528083462e-20,3.2819532787105054e-23,8.429325222250758e-14,5.736643125150167e-14,1.3053022400759893e-14,1.004394036203173e-17,1.3608076359344495e-24,3.4989655539369194e-16,6.15323182856914e-16,1.774523489126704e-19,2.440020356096282e-13,1.500912330173363e-21,1.991657030662813e-21,3.5323860671670276e-17,3.76,0.0,0.5855592170066539,0.9998182117277219,1.2418977164359138e-06,7.149588619301709e-09,0.020535809816973505,0.020586054000837073,0.00012685805877531937,8.929519962833784e-14,4.9297023991102215e-05,2.5944986809636933e-06,3.0759739116540747e-07,1.6637875600225243e-09,2.819493655488475e-14,1.1206369043821398e-08,4.4363133716795124e-08,6.819176118572396e-08,4.3322080785312504e-14,8.535666847319228e-08,4.911267008042613e-09,2.6723833241300444e-08,2.46853230607688e-07,2.944719602025208e-06,6.129717405092835e-11,3.31126235640736e-12,3.182991692490561e-09,7.558174157269221e-10,7.733199367798767e-09,1.5433948769556951e-09,8.802240668938048e-11,2.8484659384020107e-16,3.009299635015875e-11,4.020475325705014e-14,6.573110643942783e-09,1.168777848608467e-10,2.5748331495301375e-17,1.9455843191139427e-13,6.666558785572811e-15,5.497673625140235e-15,3.209642471736212e-11,2.774454572682348e-16,1.6090250120643029e-10,2.5059736273164912e-11,8.245531569825218e-12
0.00029685478177068854,0.5662813677606716,1.2068581354597984e-08,1.0013607462261116e-08,2.084504978062739e-09,9.886307765448658e-07,0.0,0.0,4.979527464331949e-06,3.295263596414044e-08,2.860154892880822e-07,4.312185668972928e-08,3.291120243487272e-10,2.5559637083486259e-26,9.993084852488192e-19,4.9843256784535715e-12,9.981267300967876e-10,5.185324949953364e-05,2.5665533858625794e-22,3.9853774883039274e-18,2.858048779518334e-20,3.6263484236998536e-23,8.744372927871931e-14,6.407117249015225e-14,1.402170863295322e-14,1.1599587320768966e-17,1.5684874651136543e-24,3.974323588380453e-16,7.054895180983885e-16,1.9905379745283793e-19,2.661052556913714e-13,1.6928794312406263e-21,2.220386345091308e-21,4.0242519323879993e-17,3.76,0.0,0.5850270143161062,0.9998153705183703,1.3166787177847926e-06,7.743204086596508e-09,0.02106512397486023,0.021118035424325172,0.00012685769733734113,9.158749422162782e-14,5.190897156863873e-05,2.6642882283764372e-06,3.238969448616396e-07,1.7083696014217968e-09,2.969253270396589e-14,1.150790215004863e-08,4.757665388068951e-08,7.365451028471789e-08,4.4522630121609556e-14,9.018639014988114e-08,5.187916452728806e-09,2.7444837938028317e-08,2.656002617132264e-07,3.100358232790695e-06,6.481266670391534e-11,3.5014080330212425e-12,3.360851970410906e-09,8.016066653476744e-10,8.109207142590704e-09,1.6837128739958357e-09,9.293270977971384e-11,3.007356014423932e-16,3.2388503115593843e-11,4.3269132475114944e-14,7.064377016528532e-09,1.2347116008671064e-10,2.7184534241188993e-17,2.0540053070420384e-13,7.176653080732357e-15,5.827433684663053e-15,3.365373837913387e-11,2.9093394598260673e-16,1.7063594595981098e-10,2.648635929798197e-11,9.06853614724746e-12
0.00030446344833231186,0.5663372467578217,1.245882285096328e-08,1.0226012628341463e-08,2.162352137704572e-09,1.0439898485479601e-06,0.0,0.0,5.159600637524835e-06,3.462666493838755e-08,3.076987912317265e-07,4.6518703320933295e-08,3.456562195177245e-10,2.845785532288899e-26,1.0780174947646933e-18,5.208674536789048e-12,1.055823074038447e-09,5.452677963843512e-05,2.863705929532582e-22,4.296384660745113e-18,3.2621435959929855e-20,3.999898574063892e-23,9.067542983106002e-14,7.137198814396691e-14,1.5043600516448334e-14,1.3351463270102806e-17,1.8033836180053128e-24,4.501195173276434e-16,8.064867067324951e-16,2.227534872576772e-19,2.896230955556187e-13,1.9046262270441743e-21,2.469748849659772e-21,4.5712471593605716e-17,3.76,0.0,0.5844952899141501,0.9998124580795463,1.3942311654535802e-06,8.37116346030981e-09,0.021593886588036834,0.021649533750295196,0.00012685732686284074,9.38769268368772e-14,5.458756030991922e-05,2.734553057478352e-06,3.4061224197991554e-07,1.7532473241329163e-09,3.1228416855700393e-14,1.1811488915950267e-08,5.0934283387323906e-08,7.941129625565243e-08,4.572688692049798e-14,9.51665141283008e-08,5.474160386668964e-09,2.8170749160877104e-08,2.85270374973009e-07,3.260138495940438e-06,6.845311098231163e-11,3.698318369564021e-12,3.5447107864908156e-09,8.490756463890783e-10,8.494899693347478e-09,1.8362115897883088e-09,9.800792997719674e-11,3.1715823579717356e-16,3.4797291454408256e-11,4.64846310613822e-14,7.578888837400434e-09,1.302929234175463e-10,2.8668970154171234e-17,2.1660611717716262e-13,7.71309717663254e-15,6.168990110317442e-15,3.525092898147293e-11,3.0477073074913134e-16,1.8072612594572975e-10,2.795545299443034e-11,9.950824626474747e-12
0.0003120721148939352,0.5663930753920065,1.2854597912808418e-08,1.0439906589229072e-08,2.2419138704083553e-09,1.1011192945193735e-06,0.0,0.0,5.342208461005045e-06,3.634905429314395e-08,3.3045890474945947e-07,5.009731647100003e-08,3.626596735736193e-10,3.163378692615699e-26,1.1613504306210165e-18,5.4387382446192205e-12,1.1155886245898636e-09,5.7266596595273404e-05,3.1885266022380353e-22,4.622988190402913e-18,3.713839340946339e-20,4.4045696052390004e-23,9.398979197146848e-14,7.930631481522186e-14,1.6120820148360432e-14,1.531922710844139e-17,2.0685420742007486e-24,5.083865972471982e-16,9.193536089171884e-16,2.487087162307703e-19,3.146115110863901e-13,2.1377504752241542e-21,2.7411690717713114e-21,5.1782056060767325e-17,3.76,0.0,0.583964043290238,0.9998094744140992,1.4746139926336948e-06,9.034683747588397e-09,0.022122098122296787,0.02218054941195873,0.00012685694735220884,9.616350047890817e-14,5.733273822747536e-05,2.8053208088535608e-06,3.5774290840229463e-07,1.7984383612633972e-09,3.280255455639229e-14,1.2117248809106663e-08,5.4438727052378967e-08,8.547192343686137e-08,4.6934904197268076e-14,1.0029867569578312e-07,5.770159799393969e-09,2.8901853651618058e-08,3.0588810825301447e-07,3.424088824978501e-06,7.222128724090618e-11,3.90214392641207e-12,3.734696707303615e-09,8.982548961485887e-10,8.890445429514749e-09,2.001739497389934e-09,1.0325157285280914e-10,3.3412584008787105e-16,3.7322360221874836e-11,4.985524776013389e-14,8.117225058704659e-09,1.373468523246996e-10,3.0202664522185104e-17,2.28182896791456e-13,8.276756207617764e-15,6.522528709615851e-15,3.688868334160309e-11,3.189620021669643e-16,1.91179516951037e-10,2.946750426985104e-11,1.0895288433246525e-11
0.00031891991479939615,0.5664432781456159,1.3215602995589943e-08,1.0633773740552923e-08,2.3150140264712825e-09,1.1540697932764054e-06,0.0,0.0,5.508724964599774e-06,3.7941308281679094e-08,3.5188788470630314e-07,5.347837439824259e-08,3.7836089177964973e-10,3.4739838102866385e-26,1.2404686716215244e-18,5.650761615894574e-12,1.1711774022502302e-09,5.978905645265462e-05,3.5061936893583777e-22,4.930567464519936e-18,4.164808504076637e-20,4.7970693750825675e-23,9.704454847720412e-14,8.702097763477196e-14,1.713942767518325e-14,1.729227380187207e-17,2.335805979054738e-24,5.659729763368472e-16,1.0320029700362364e-15,2.7413395823959178e-19,3.3840552081321504e-13,2.3672391864238545e-21,3.0055423904016425e-21,5.779990878738639e-17,3.76,0.0,0.5834863294061138,0.9998067282167546,1.549428161339702e-06,9.663279058977887e-09,0.022597017714574903,0.02265805118712434,0.00012685659806678927,9.821897481142e-14,5.9860289746418684e-05,2.869464111759452e-06,3.7351533992219416e-07,1.8393924152408846e-09,3.4251956813180926e-14,1.2394387244743107e-08,5.7720482959689664e-08,9.119460247704716e-08,4.802537960314974e-14,1.0504899095438199e-07,6.045034262500155e-09,2.956451961199108e-08,3.2527480318006576e-07,3.575234329549721e-06,7.572419661275497e-11,4.091626244326743e-12,3.911031032344713e-09,9.440040369986414e-10,9.255001669382758e-09,2.1625872952645027e-09,1.0811780632196648e-10,3.498721897197129e-16,3.969684928609615e-11,5.302477216560601e-14,8.622583872748236e-09,1.4389703435662175e-10,3.1625969205172114e-17,2.389258590939389e-13,8.808043534397642e-15,6.851111910405095e-15,3.8397917581908065e-11,3.3204240709487997e-16,2.0090352867520377e-10,3.08655062481612e-11,1.1800936701285046e-11
0.000325082934714311,0.5664884258126849,1.3544458496958974e-08,1.080942223953093e-08,2.382036497157982e-09,1.202983387348859e-06,0.0,0.0,5.660349375703928e-06,3.940903033800657e-08,3.719578664369276e-07,5.665495235407065e-08,3.9281880244654235e-10,3.7746073678586666e-26,1.3151493919305934e-18,5.845670788498608e-12,1.2226884794328656e-09,6.210509825960801e-05,3.8139526544353856e-22,5.218661355503519e-18,4.6097074953865974e-20,5.174635693210266e-23,9.985296268034094e-14,9.445409917122196e-14,1.8097356851215636e-14,1.9245845601693962e-17,2.6017890017439008e-24,6.22268664943335e-16,1.143097104554121e-15,2.9879876347034214e-19,3.609129855370492e-13,2.5908388456853378e-21,3.260736242430388e-21,6.369986327752859e-17,3.76,0.0,0.5830567171324273,0.9998042073101909,1.618799568452599e-06,1.0255256739099174e-08,0.023024064298728494,0.02308746907573341,0.00012685627745180036,1.0006692560377779e-13,6.218113653221451e-05,2.9275759974024984e-06,3.8799770823579563e-07,1.8764901149544896e-09,3.5582866760457463e-14,1.2645466449205088e-08,6.077923183189477e-08,9.65686610603441e-08,4.900948235369682e-14,1.0943174614742992e-07,6.29938815265461e-09,3.01648747576384e-08,3.4341142809607325e-07,3.714193042279617e-06,7.896898214566597e-11,4.267150127390897e-12,4.0741465393246735e-09,9.864028955683473e-10,9.590148071473802e-09,2.317545024693959e-09,1.1261872732080976e-10,3.6443643336481156e-16,4.1918368934381375e-11,5.599003743964005e-14,9.094674189573393e-09,1.4995792632213654e-10,3.294242312229718e-17,2.4886185860302483e-13,9.306200416086936e-15,7.155377951857899e-15,3.978522571525307e-11,3.440684429039594e-16,2.0991520241009864e-10,3.2154145515476173e-11,1.2663011993347744e-11
0.0003312459546292259,0.5665335405295939,1.3877106211365008e-08,1.0986227789122143e-08,2.450245492419761e-09,1.2531028390202608e-06,0.0,0.0,5.813643187900715e-06,4.0910154059208036e-08,3.927870278515085e-07,5.996151291347168e-08,4.075902381975207e-10,4.097199725342067e-26,1.393246622880679e-18,6.0445118732698115e-12,1.2756235059845792e-09,6.446452282808134e-05,4.143669533678082e-22,5.5176341668871685e-18,5.0944166658506156e-20,5.576523727565757e-23,1.0271825050367102e-13,1.0237426883059249e-13,1.9095568826358397e-14,2.1381190064835705e-17,2.8940336131311687e-24,6.830747784342912e-16,1.264086229820677e-15,3.2525245167106906e-19,3.84488252980539e-13,2.8316406442206823e-21,3.5331853543878616e-21,7.00900305882086e-17,3.76,0.0,0.5826274174176748,0.9998016396686433,1.6901366023134756e-06,1.0872797715860415e-08,0.02345075014386825,0.023516571056928032,0.00012685595090778902,1.0191300593738973e-13,6.454558256532001e-05,2.986064885100456e-06,4.027519359449342e-07,1.9138233562127325e-09,3.693881367403998e-14,1.2898174743104203e-08,6.393909765872947e-08,1.0216044583651721e-07,4.999615002346163e-14,1.1391726796873605e-07,6.56043282611509e-09,3.0769125324675034e-08,3.622143931036025e-07,3.855943515417933e-06,8.230270854884753e-11,4.447489128287041e-12,4.241519433778442e-09,1.0299792814078609e-09,9.932067623402653e-09,2.4826898089201376e-09,1.172366221258439e-10,3.793791725142825e-16,4.422162949867744e-11,5.90643418891161e-14,9.583457365547028e-09,1.5617794745559025e-10,3.429308829802836e-17,2.590556226765131e-13,9.823813890867645e-15,7.467840340988931e-15,4.120040540165094e-11,3.563384177565133e-16,2.191769301153997e-10,3.3471936152762457e-11,1.3571359289108554e-11
0.0003374089745441408,0.566578622324192,1.4213592592116568e-08,1.1164238920460819e-08,2.5196594351294856e-09,1.3044417435490022e-06,0.0,0.0,5.968609147972257e-06,4.244520796710169e-08,4.143914970464624e-07,6.340138184498462e-08,4.2267870199838216e-10,4.4424008457102915e-26,1.4748661991877695e-18,6.247333484271494e-12,1.3300026117991927e-09,6.686729842603713e-05,4.49657565996727e-22,5.827677911151526e-18,5.621833571082804e-20,6.003909147026971e-23,1.0564111409736576e-13,1.1080425696585381e-13,2.0135315253069173e-14,2.371191833183118e-17,3.2147677581666316e-24,7.486718446774838e-16,1.3956810256160192e-15,3.5359631585500637e-19,4.0916310700445033e-13,3.0906895442873852e-21,3.823792306466864e-21,7.700268245275034e-17,3.76,0.0,0.5821984299885345,0.9997990252887962,1.7634728226807166e-06,1.1516588752335654e-08,0.023877075494986966,0.02394535735997929,0.0001268556184343511,1.0375721739367343e-13,6.695360171352812e-05,3.0449442170511032e-06,4.1777782469141766e-07,1.9514006973192676e-09,3.8319779286479934e-14,1.3152570230546057e-08,6.720151040340357e-08,1.079757345025387e-07,5.0985412800791365e-14,1.1850648882847935e-07,6.8282562105036335e-09,3.137741087150853e-08,3.8169731336992563e-07,4.000503865217953e-06,8.572695323024905e-11,4.632728983894458e-12,4.413223208352972e-09,1.0747500775478532e-09,1.0280855521779023e-08,2.658550189603896e-09,1.219734945172483e-10,3.9470689019035004e-16,4.660829369530016e-11,6.224990255938917e-14,1.0089260286917423e-08,1.6255915837591243e-10,3.5678550676997425e-17,2.6951155274637334e-13,1.0361378795446894e-14,7.788598017109272e-15,4.2643844882179325e-11,3.688558451472646e-16,2.2869228964316326e-10,3.481919677352487e-11,1.4527717843047894e-11
0.0003429556924675642,0.5666191678137911,1.4519750268414082e-08,1.1325520107670048e-08,2.5831775527559088e-09,1.351700750741926e-06,0.0,0.0,6.109510760339422e-06,4.385621412292961e-08,4.3451187928920344e-07,6.661403662534056e-08,4.365326442637664e-10,4.7734803738811965e-26,1.5514451655003739e-18,6.433326381898511e-12,1.380195247574977e-09,6.906683557060277e-05,4.8350985147458145e-22,6.116341216765382e-18,6.135550748730151e-20,6.411491579314324e-23,1.0832164483148347e-13,1.1884650215724141e-13,2.1107657651932162e-14,2.59885213022139e-17,3.529764789590361e-24,8.120477170761055e-16,1.5238036362114617e-15,3.80809088233497e-19,4.323372735958357e-13,3.3403456934314095e-21,4.1016414760092316e-21,8.369878289595466e-17,3.76,0.0,0.5818126080802601,0.9997966323820846,1.8312128675220352e-06,1.2119019435414125e-08,0.024260460290632505,0.02433099531723158,0.00012685531413812086,1.0541541111632083e-13,6.915805264023988e-05,3.098280330395975e-06,4.315332308916715e-07,1.9854359365677702e-09,3.958402423493446e-14,1.3383015769925397e-08,7.022654132296236e-08,1.1340547557352712e-07,5.187799344148779e-14,1.2272623266527906e-07,7.075166151669511e-09,3.192843078701054e-08,3.9982465765652184e-07,4.1330261105727714e-06,8.888750407273235e-11,4.80370723972922e-12,4.5715210051258396e-09,1.1160790619157283e-09,1.0600715702280668e-08,2.826438032402897e-09,1.263400811443267e-10,4.088364149653875e-16,4.882898794664991e-11,6.521387979165096e-14,1.0559308523726631e-08,1.6844177824907698e-10,3.6955708547097515e-17,2.7914972590881625e-13,1.0862661892889048e-14,8.084457855797155e-15,4.39674228706791e-11,3.803360052511397e-16,2.3747594826359703e-10,3.605720263205237e-11,1.5430966999232937e-11
0.00034850241039098757,0.5666596866792323,1.4829087378621202e-08,1.1487849291136814e-08,2.6477002181910317e-09,1.3999687788671173e-06,0.0,0.0,6.251771838608564e-06,4.529554604861828e-08,4.5528547684218977e-07,6.993991500167784e-08,4.5064952923891046e-10,5.125702444497558e-26,1.6310874701374151e-18,6.622637660716908e-12,1.4315888882665206e-09,7.130143877489818e-05,5.194484575408439e-22,6.41426635685005e-18,6.688689127300182e-20,6.841905626670908e-23,1.1105017550288329e-13,1.2733824180033682e-13,2.2115635593216665e-14,2.844613823689144e-17,3.871647983127333e-24,8.797649293413287e-16,1.6617000621812769e-15,4.0971846523313667e-19,4.564520735447378e-13,3.6065179110544394e-21,4.395683323349476e-21,9.087143589154658e-17,3.76,0.0,0.5814270387017426,0.9997942016098742,1.900625016767219e-06,1.2743789842399135e-08,0.024643553461892377,0.024716377927556966,0.000126855005038088,1.0707209347072555e-13,7.139775834163834e-05,3.151952770539263e-06,4.4550837749196284e-07,2.019681664052436e-09,4.0868506237311964e-14,1.3614914677943605e-08,7.333683626606645e-08,1.1902545237208557e-07,5.2772723610493334e-14,1.2703144014439027e-07,7.327703390451641e-09,3.2482927408706076e-08,4.185240012582977e-07,4.267853639617177e-06,9.212388522486865e-11,4.978790786084605e-12,4.733442262876997e-09,1.158401790079169e-09,1.092628731427892e-08,3.003860007585772e-09,1.3080618519140365e-10,4.2328795116676265e-16,5.111983162708884e-11,6.827143136577809e-14,1.1043655688677097e-08,1.7445816079698506e-10,3.826197222488969e-17,2.890071697282052e-13,1.1380893073280506e-14,8.387196074109532e-15,4.531449458301158e-11,3.920220712684413e-16,2.46470619870998e-10,3.731960029219826e-11,1.6375891748456204e-11
0.00035404912831441096,0.5667001789408688,1.514163634904315e-08,1.1651256262103854e-08,2.713240906165386e-09,1.449256055388119e-06,0.0,0.0,6.395395124689869e-06,4.6763616116755516e-08,4.7672442401223825e-07,7.338156024650663e-08,4.650319617956735e-10,5.499445278250666e-26,1.7138699689057104e-18,6.815302303778765e-12,1.4841985113333309e-09,7.357108543722053e-05,5.575743797662347e-22,6.721592253254358e-18,7.28371543024069e-20,7.296070966964596e-23,1.1382721060758755e-13,1.3629749199503387e-13,2.316022326707666e-14,3.109643484332579e-17,4.242395353717015e-24,9.520556532196188e-16,1.809974437084648e-15,4.404075241161812e-19,4.815316645964276e-13,3.890070188758607e-21,4.706653088473392e-21,9.854769377764435e-17,3.76,0.0,0.5810417216528594,0.9997917329675247,1.9717347776046498e-06,1.3391419658614052e-08,0.025026355186164632,0.02510150535764483,0.00012685469113368045,1.0872726560229264e-13,7.367270049423222e-05,3.205970750452196e-06,4.597031201079539e-07,2.0541437372886354e-09,4.217321199678114e-14,1.3848306779949926e-08,7.653343869243374e-08,1.2484016751937622e-07,5.3669626286500395e-14,1.3142282154895148e-07,7.585933198891936e-09,3.3040996436495444e-08,4.3780553769871296e-07,4.405000954488674e-06,9.543729381349839e-11,5.1580448761530054e-12,4.899042958223881e-09,1.2017308544677561e-09,1.1257642606839904e-08,3.1912403654695446e-09,1.3537333262089405e-10,4.3806643568805014e-16,5.348206886523042e-11,7.142421618477732e-14,1.1542549477036791e-08,1.8060983464406385e-10,3.9597787901865623e-17,2.9908723538519226e-13,1.1916454852604209e-14,8.696885346111759e-15,4.668535467741797e-11,4.0391671654852776e-16,2.5567897268053073e-10,3.860665107027841e-11,1.7363864882912378e-11
