Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55)
5.873677110439994e-10,0.8990083367365089,1.2312956010795836e-11,1.6522763572204418e-12,8.62070640287767e-15,1.5224082557302062e-14,0.0,0.0,1.0357482456682584e-08,1.8028233858191797e-14,1.3435198941283452e-16,7.288853817616149e-21,3.201404398797683e-17,2.0435803019635356e-31,3.8746660330006253e-22,1.6071670483120802e-17,1.0133697150388557e-13,2.93596037144853e-11,2.6462830836034098e-36,5.389572429660152e-21,4.7484593576789515e-35,1.867652169681714e-36,6.575749532365596e-16,2.4630635826612684e-31,9.99091943231697e-20,1.1612657121060872e-34,3.4048514922372047e-37,3.265977814211108e-31,8.792015114107655e-31,1.0119999383794487e-30,9.383440096919917e-20,2.2640926929313722e-34,7.153054372952207e-36,3.298749080457147e-35,3.76,0.0,0.7898240329254288,0.997772347735508,3.544191213604149e-17,2.215013845741765e-17,0.0002923839611312735,0.0002923871165485121,0.002227641876387122,1.1805328102662606e-13,2.9359622345108124e-11,1.0401071460991267e-08,1.4590699477599293e-09,2.2679868705227976e-14,5.71192353546072e-16,1.987578797904827e-11,5.351420027405806e-13,4.951632301277584e-17,1.3665222935363618e-10,1.2837853791586493e-14,8.550546395730747e-12,6.19456382150091e-11,9.349629451354348e-12,1.0218070508037316e-13,7.988352731906366e-13
5.981006988974523e-10,0.8990092019592834,1.2691635218830181e-11,1.6956580322557241e-12,8.99279283650143e-15,1.5909359563790013e-14,0.0,0.0,1.054652475290142e-08,1.8692551851575674e-14,1.423091783642572e-16,7.848617589938793e-21,3.3908541421489236e-17,2.23538569117279e-31,4.162452395325902e-22,1.6997114751639748e-17,1.069222761067483e-13,3.0542213711341764e-11,2.9604509891649435e-36,5.794250008242515e-21,5.386772404120821e-35,2.1267874967727778e-36,6.816392272952958e-16,2.741975678076018e-31,1.0713819660077041e-19,1.3215714495516372e-34,3.890715773075299e-37,3.650827697613839e-31,9.96838947427887e-31,1.1472971914938276e-30,9.937815470308681e-20,2.574007680254236e-34,8.139638830503732e-36,3.753958737587459e-35,3.76,0.0,0.7898186909686794,0.997754002454586,3.757325724878329e-17,2.3801054952973574e-17,0.0002977256636633112,0.0002977289354924244,0.0022459869670447283,1.2274482171062067e-13,3.0542233153151936e-11,1.0591588224932652e-08,1.5128776119644472e-09,2.3459127075124156e-14,6.030229600499959e-16,2.0583612207843753e-11,5.576409435317862e-13,5.1370582357277316e-17,1.417157596462348e-10,1.3376634681148595e-14,8.840137008829362e-12,6.417304064308496e-11,9.69346708713314e-12,1.0780170417686591e-13,8.427429885975238e-13
6.088336867509051e-10,0.899010067176365,1.307824250843788e-11,1.739567626806806e-12,9.375362552989141e-15,1.6615679142905332e-14,0.0,0.0,1.073556163880808e-08,1.9368871284641902e-14,1.5058397340515633e-16,8.440304772223428e-21,3.587854693529168e-17,2.4412776556514667e-31,4.465883272431435e-22,1.79579842812647e-17,1.127064975381393e-13,3.1749867521602414e-11,3.3053862684742155e-36,6.2212927652195074e-21,6.097859633292299e-35,2.4163104379017256e-36,7.061291506018866e-16,3.0471224192226173e-31,1.147482442804748e-19,1.500538220467126e-34,4.435526253314809e-37,4.0730346744055295e-31,1.1276717186810751e-30,1.2977543318638015e-30,1.0514213893962059e-19,2.9196184205696914e-34,9.241003790630035e-36,4.2621636232845645e-35,3.76,0.0,0.7898133490480206,0.9977361225498462,3.97959104175681e-17,2.5542096426274017e-17,0.00030306732893229174,0.0003030707192816077,0.002263866681499694,1.2750641683830895e-13,3.174988779084611e-11,1.0782124293794931e-08,1.5676594521574719e-09,2.4249625927939284e-14,6.360125451844139e-16,2.130293840161372e-11,5.80646953456166e-13,5.3259957690934633e-17,1.4687215800132695e-10,1.3927493724746368e-14,9.133692714458535e-12,6.643775085316208e-11,1.0043476565844291e-11,1.1362254880401897e-13,8.882060303648439e-13
6.19566674604358e-10,0.8990109323877539,1.347290008919345e-11,1.784006296144318e-12,9.768603886591557e-15,1.7343480513208343e-14,0.0,0.0,1.0924593201725002e-08,2.0057191329908225e-14,1.591830408471413e-16,9.065125529617895e-21,3.792563984095976e-17,2.6620116754440014e-31,4.785507164962556e-22,1.8954968288934594e-17,1.1869293357127125e-13,3.298260136104812e-11,3.683484661165472e-36,6.671509306998592e-21,6.888586180889594e-35,2.739152789244122e-36,7.310443686236658e-16,3.38049883726745e-31,1.2275214676599167e-19,1.6999471658526224e-34,5.0452185364856094e-37,4.535477371787821e-31,1.2729038532317964e-30,1.464752544252733e-30,1.111309161708521e-19,3.3042846727520955e-34,1.0468104132764998e-35,4.828426435716822e-35,3.76,0.0,0.7898080071634517,0.9977186962409905,4.2112428919992045e-17,2.73764421107258e-17,0.00030840895693853084,0.0003084124679163003,0.0022812928000504316,1.3233637861512976e-13,3.298262247378241e-11,1.0972679773886772e-08,1.6234154629647657e-09,2.5051278598768615e-14,6.701816828902646e-16,2.203372341246742e-11,6.041609816495576e-13,5.51845046658932e-17,1.5212145897708354e-10,1.449045042364516e-14,9.43117589770239e-12,6.873966673439339e-11,1.0399655861581704e-11,1.196465487023155e-13,9.352497646538046e-13
6.302996624578109e-10,0.8990117975934502,1.3875729816584652e-11,1.828975159556948e-12,1.017270784042879e-14,1.8093209414092515e-14,0.0,0.0,1.111361952715831e-08,2.075751116443805e-14,1.6811305258614196e-16,9.724313607356765e-21,4.0051400606844304e-17,2.8983711812442657e-31,5.121881312660227e-22,1.9988755921350164e-17,1.2488487299818624e-13,3.42404500477665e-11,4.097286290337609e-36,7.145722546334258e-21,7.766337390068677e-35,3.0984728251891044e-36,7.563845270738748e-16,3.744221891439231e-31,1.3116289809616825e-19,1.9217139558448487e-34,5.726211076416993e-37,5.041204158542721e-31,1.4338255255826812e-30,1.6497715967233727e-30,1.1734905015669852e-19,3.7316156927249117e-34,1.1832725829624484e-35,5.458194508319677e-35,3.76,0.0,0.7898026653149725,0.9977017119936863,4.4525418838547836e-17,2.930732275246937e-17,0.00031375054768234534,0.0003137541813967414,0.0022982768570290295,1.3723305576061761e-13,3.424047201985655e-11,1.116325476962305e-08,1.6801456390121752e-09,2.586399909069814e-14,7.055509392771802e-16,2.277592426448074e-11,6.28183939673244e-13,5.714427897180789e-17,1.574636968118898e-10,1.5065523368188784e-14,9.732549283445382e-12,7.107868644953976e-11,1.0762002942320216e-11,1.2587700469251521e-13,9.83899476323552e-13
6.410326503112637e-10,0.8990126627934536,1.4286853183240359e-11,1.8744752379340743e-12,1.0587868178625821e-14,1.88653182722893e-14,0.0,0.0,1.1302640698037612e-08,2.1469829971725787e-14,1.7738069363694325e-16,1.0419125781337098e-20,4.225741259509579e-17,3.151164152999079e-31,5.47557192530006e-22,2.106003676994575e-17,1.3128559543166146e-13,3.5523444852142825e-11,4.5494737025363e-36,7.644769717926294e-21,8.739043159013715e-35,3.497663211505419e-36,7.821492719187008e-16,4.140529757271211e-31,1.3999368561162148e-19,2.167894732009741e-34,6.485428612239052e-37,5.593433649829273e-31,1.611816190471021e-30,1.8543934243237138e-30,1.2380111132444122e-19,4.205479544825841e-34,1.3347517590220158e-35,6.157314475041165e-35,3.76,0.0,0.7897973235025826,0.9976851586224654,4.7037529576041797e-17,3.133802178133947e-17,0.0003190921011640555,0.00031909585972316926,0.002314830037903954,1.4219477610857816e-13,3.552346769925525e-11,1.135384938275911e-08,1.7378499749256302e-09,2.6687702139341366e-14,7.421408726015722e-16,2.352949816173812e-11,6.527166405875718e-13,5.913933633978618e-17,1.628989053942824e-10,1.5652728759153422e-14,1.0037775968315878e-11,7.345470844103225e-11,1.1130515770496626e-11,1.3231720849239772e-13,1.0341803661145328e-12
6.517656381647166e-10,0.8990135279877647,1.4706391330608233e-11,1.9205075252293084e-12,1.1014281306982961e-14,1.9660265980811808e-14,0.0,0.0,1.1491656795639017e-08,2.2194146939407634e-14,1.869926530370567e-16,1.1150842451967922e-20,4.454525995997595e-17,3.4212276334942073e-31,5.847153874376328e-22,2.216950025062868e-17,1.3789837156980382e-13,3.6831615961383376e-11,5.042885978808391e-36,8.169502356774544e-21,9.815214120747707e-35,3.94036955138304e-36,8.08338249370465e-16,4.5717939369427445e-31,1.4925787860517138e-19,2.4406953140729534e-34,7.330339729362405e-37,6.195567972173271e-31,1.808350470115238e-30,2.0803088251673497e-30,1.304916702630912e-19,4.7300211319663585e-34,1.502605366029724e-35,6.932061421201457e-35,3.76,0.0,0.7897919817262817,0.997669025165777,4.9651461119423305e-17,3.3471873747141304e-17,0.00032443361738398254,0.0003244375028958231,0.0023309633042253243,1.4721990960104654e-13,3.68316396989841e-11,1.1544463713320792e-08,1.7965284653311455e-09,2.7522303131032975e-14,7.799720332964022e-16,2.4294402477945283e-11,6.777598687142645e-13,6.116973253751325e-17,1.6842711830179456e-10,1.6252082101155266e-14,1.0346819379411091e-11,7.586763142288201e-11,1.150519230234975e-11,1.3897044296334366e-13,1.0861175543622004e-12
6.624986260181695e-10,0.8990143931763833,1.513446504076419e-11,1.967072932130865e-12,1.1452146358041395e-14,2.0478518054063948e-14,0.0,0.0,1.1680667898883383e-08,2.2930461261001915e-14,1.9695563048951398e-16,1.1920767134521685e-20,4.691652917243585e-17,3.7094245529401845e-31,6.237210908794427e-22,2.3317836057598588e-17,1.447264630110348e-13,3.816499053828255e-11,5.580517785875099e-36,8.720786312726613e-21,1.100397132682683e-34,4.430500463568127e-36,8.349511058946305e-16,5.0405196131701524e-31,1.5896903638015324e-19,2.7424783965754136e-34,8.268985521316168e-37,6.8511945156788606e-31,2.025002010243856e-30,2.3293218647792627e-30,1.3742530248800848e-19,5.309673638235858e-34,1.6882873042464035e-35,7.789157070840504e-35,3.76,0.0,0.7897866399860696,0.9976533009809787,5.23699589191966e-17,3.5712265413362545e-17,0.00032977509634245027,0.0003297791109149411,0.002346687298635897,1.5230681737930936e-13,3.816501518163144e-11,1.173509785889754e-08,1.8561811048548176e-09,2.8367718162568967e-14,8.190649639507097e-16,2.507059476391091e-11,7.033143246517349e-13,6.323552337292007e-17,1.7404836877295313e-10,1.6863596868321315e-14,1.0659643304051887e-11,7.831735438634329e-11,1.1886030488452489e-11,1.4583998193846784e-13,1.1397360783694458e-12
6.732316138716224e-10,0.8990152583593096,1.5571194741546027e-11,2.0141723143149795e-12,1.1901665139497999e-14,2.132054653084042e-14,0.0,0.0,1.186967408472049e-08,2.367877213495637e-14,2.0727633262658662e-16,1.2730226688362856e-20,4.9372808156718595e-17,4.0166457096826675e-31,6.646335519110515e-22,2.4505733908890038e-17,1.5177312237062987e-13,3.9523593696318846e-11,6.165528338565101e-36,9.299501740763249e-21,1.2315079485657438e-34,4.972243093175393e-36,8.619874882072832e-16,5.549353778576211e-31,1.691409033074135e-19,3.0757718473241646e-34,9.310013856984183e-37,7.5640950332470435e-31,2.2634485278631918e-30,2.603355618740794e-30,1.4460658577150086e-19,5.949173948823661e-34,1.8933533346886284e-35,8.73579478843237e-35,3.76,0.0,0.789781298281946,0.9976379756923293,5.519581707420655e-17,3.806263506851095e-17,0.00033511653803978443,0.0003351206837807625,0.002362012396876543,1.5745387600488602e-13,3.952361926046609e-11,1.1925751915029538e-08,1.916807888122827e-09,2.922386400631771e-14,8.594401993228445e-16,2.585803274305793e-11,7.293806528575477e-13,6.533676469212422e-17,1.7976268972405937e-10,1.748728517392138e-14,1.0976211871951743e-11,8.080377659635164e-11,1.2273028273449263e-11,1.5292909033172276e-13,1.1950608940303576e-12
6.839646017250752e-10,0.8990161235365435,1.6016700507382876e-11,2.061806474572185e-12,1.2363042126497057e-14,2.218682995871638e-14,0.0,0.0,1.2058675428168115e-08,2.443907876455108e-14,2.179614725531114e-16,1.358057131590897e-20,5.1915686181129794e-17,4.34381008622858e-31,7.075128915360444e-22,2.5733883515685118e-17,1.5904159329978737e-13,4.0907448573759296e-11,6.801246537873534e-36,9.90654309917358e-21,1.37589756826233e-34,5.5700753726192435e-36,8.894470432755891e-16,6.101090284950349e-31,1.7978740806871993e-19,3.4432757855877922e-34,1.0462708434483258e-36,8.338251634027818e-31,2.525475958803777e-30,2.9044568967078533e-30,1.5204009982177896e-19,6.6535752595310975e-34,2.1194654557802463e-35,9.779659891024818e-35,3.76,0.0,0.7897759566139103,0.9976230391856964,5.8131878835729e-17,4.052647241354314e-17,0.0003404579424763123,0.0003404622214935256,0.0023769487130799183,1.6265947862242796e-13,4.090747507354195e-11,1.2116425975247195e-08,1.9784088097614393e-09,3.0090658105557625e-14,9.011182663427746e-16,2.6656674310781244e-11,7.559594437261253e-13,6.74735123792057e-17,1.8557011375157824e-10,1.8123157820929984e-14,1.1296489552678745e-11,8.33267975909435e-11,1.2666183596042817e-11,1.602410241560471e-13,1.2521168760829036e-12
7.054305774319811e-10,0.8990178538739345,1.6934518775265514e-11,2.1586821036094457e-12,1.3322201858966934e-14,2.399410820733365e-14,0.0,0.0,1.2436663878830059e-08,2.5995676126643817e-14,2.404519452832882e-16,1.5409433386479955e-20,5.726760190191594e-17,5.0617893078648265e-31,7.9941702263490265e-22,2.831369645168103e-17,1.7425689988924202e-13,4.3750997124050504e-11,8.239024631531472e-36,1.1209252934617383e-20,1.7090542619441302e-34,6.953503762934342e-36,9.45634260805754e-16,7.345233842371352e-31,2.0256095788161722e-19,4.292650690435233e-34,1.3143716096851058e-36,1.0087326088404188e-30,3.1280016171479564e-30,3.5967171244900454e-30,1.6768214501398411e-19,8.279006559485588e-34,2.6420530311249695e-35,1.2192486304986469e-34,3.76,0.0,0.7897652733861024,0.9975942932990336,6.434623827264411e-17,4.5808764633703014e-17,0.000351140639568267,0.00035114519146083235,0.002405694218819759,1.7323998698340253e-13,4.3751025538748505e-11,1.2497834472541224e-08,2.1045330466559393e-09,3.185586413893608e-14,9.884649639325264e-16,2.8287400645237905e-11,8.106565316503643e-13,7.18537505801026e-17,1.9746439985290414e-10,1.9431493454660448e-14,1.194803179788579e-11,8.848223544427412e-11,1.347095857891337e-11,1.7554634787186334e-13,1.3715214357092404e-12
7.268965531388869e-10,0.8990195841885568,1.7888873415326476e-11,2.257705282673322e-12,1.433131430701801e-14,2.5904310537715142e-14,0.0,0.0,1.281463381439781e-08,2.7600247065142146e-14,2.644808623479864e-16,1.7418621840070447e-20,6.298501247866807e-17,5.871294392022922e-31,8.999317744356866e-22,3.1062791036398496e-17,1.9039815371137558e-13,4.6695785244161765e-11,9.924135026845401e-36,1.2636357456264984e-20,2.109706452678665e-34,8.623045546392386e-36,1.0035099392602587e-15,8.798494158548743e-31,2.274047618642544e-19,5.316004423393593e-34,1.6400470825190295e-36,1.2134579730786917e-30,3.849238283927234e-30,4.4251877893753076e-30,1.8438809994367073e-19,1.0233349961927543e-33,3.2716912199557276e-35,1.5099981520982473e-34,3.76,0.0,0.7897545903026426,0.9975669873656914,7.103679284660348e-17,5.158808200311594e-17,0.000361823187620965,0.00036182802081877115,0.0024329997711539262,1.8403586493200695e-13,4.669581563049406e-11,1.2879324060873842e-08,2.2345537725500902e-09,3.366268898522724e-14,1.081269115713531e-15,2.996244033618844e-11,8.674093268976292e-13,7.63766857956221e-17,2.0973148157717564e-10,2.0788666337263318e-14,1.2613992460216052e-11,9.378286968206801e-11,1.4300338827198909e-11,1.9178182413068875e-13,1.4981471453185491e-12
7.483625288457928e-10,0.8990213144804109,1.8880712402699815e-11,2.358880731030588e-12,1.5392110374069132e-14,2.792149772806997e-14,0.0,0.0,1.3192585769907963e-08,2.925278536922272e-14,2.9010211588717697e-16,1.961977820481005e-20,6.90806695691291e-17,6.780730790598136e-31,1.0095692309191975e-21,3.398668165865656e-17,2.0749098362755383e-13,4.974193397233713e-11,1.188997420314948e-35,1.419552702286203e-20,2.5889997109258027e-34,1.0626595918920517e-35,1.0630712634625076e-15,1.0489165581539879e-30,2.5443679226147583e-19,6.54205732700524e-34,2.033396372361326e-36,1.4519842130563238e-30,4.707903953938585e-30,5.411306206808322e-30,2.021946399031614e-19,1.2570045698047549e-33,4.0260698989454074e-35,1.8583982110200702e-34,3.76,0.0,0.7897439073635293,0.9975410492883557,7.822812023169056e-17,5.789417905370619e-17,0.00037250558663708057,0.00037251070956925177,0.0024589374673957254,1.9503492724596898e-13,4.974196638521719e-11,1.3260895420628543e-08,2.3684709444569884e-09,3.551049578914902e-14,1.179694655591058e-15,3.1681462659865076e-11,9.262208026871305e-13,8.104276643866444e-17,2.2237160847123753e-10,2.219472050145911e-14,1.3294099223642607e-11,9.922790636844087e-11,1.5154307635477857e-11,2.0897318286360909e-13,1.632190112235807e-12
7.698285045526986e-10,0.8990230447494972,1.9910978167480155e-11,2.4622125263339234e-12,1.6506362657411497e-14,3.0049832647143565e-14,0.0,0.0,1.357052025408061e-08,3.095328489397984e-14,3.173696546957944e-16,2.2024916830893587e-20,7.556733516061784e-17,7.798996527569676e-31,1.1288551338855163e-21,3.709087946865505e-17,2.2556087759768385e-13,5.288953992122715e-11,1.4173386877202584e-35,1.5894660602340257e-20,3.1595833935782197e-34,1.3018525306673333e-35,1.1243154223054219e-15,1.2448635516876622e-30,2.837778717532292e-19,8.003326978281305e-34,2.505974522588433e-36,1.7286996864889913e-30,5.7250516526164824e-30,6.579175975927222e-30,2.2113843829383046e-19,1.5349433876980969e-33,4.925224447857229e-35,2.2737194986815594e-34,3.76,0.0,0.7897332245687595,0.9975164105330732,8.594565096940586e-17,6.475761801778916e-17,0.0003831878366193085,0.0003831932577141838,0.00248357584149792,2.0622532176212425e-13,5.2889574413730226e-11,1.364254920467626e-08,2.5062845193910412e-09,3.739865784404137e-14,1.2839053925248184e-15,3.344413956134165e-11,9.870932672415625e-13,8.585244150218083e-17,2.3538502527082764e-10,2.364968388449755e-14,1.3988084884373579e-11,1.0481655586029126e-10,1.6032848202238468e-11,2.2714601401179504e-13,1.773845178399011e-12
7.912944802596045e-10,0.8990247749958166,2.0980607613675393e-11,2.5677041490409802e-12,1.7675885277414233e-14,3.229357990011541e-14,0.0,0.0,1.3948437750150805e-08,3.270173955836288e-14,3.4633747676255077e-16,2.4646424889602746e-20,8.245777981423055e-17,8.93548940684644e-31,1.2583288321919745e-21,4.0380891880659734e-17,2.4463318311689263e-13,5.613867682911999e-11,1.6814788607737415e-35,1.7741885730330526e-20,3.8356863653303525e-34,1.5859999614792488e-35,1.1872396087558486e-15,1.471151496961648e-30,3.1555165632681416e-19,9.736308231755432e-34,3.070871439356627e-36,2.0484121542404118e-30,6.924172132655021e-30,7.955683565553058e-30,2.4125616137961955e-19,1.8639067994960185e-33,5.991647838257254e-35,2.7663718669356386e-34,3.76,0.0,0.7897225419183309,0.9974930060166595,9.421568000029259e-17,7.220976624971329e-17,0.0003938699375703621,0.00039387566525547676,0.0025069799766444328,2.1759555110506436e-13,5.613871345245377e-11,1.4024286039215318e-08,2.6479944543679693e-09,3.9326558488744185e-14,1.3940650105822362e-15,3.525014564010432e-11,1.050028407205466e-12,9.080616055435959e-17,2.487719719536378e-10,2.5153569383259526e-14,1.4695687294472718e-11,1.1054803279399565e-10,1.693594362965423e-11,2.463257679474018e-13,1.9233059260983293e-12
8.127604559665104e-10,0.899026505219369,2.209053215215591e-11,2.675358544912998e-12,1.8902533584940316e-14,3.465710521383821e-14,0.0,0.0,1.4326338717182946e-08,3.4498143341915646e-14,3.770596176453019e-16,2.749706218130733e-20,8.976477991370247e-17,1.0200119522211478e-30,1.3985431933610022e-21,4.386222180250224e-17,2.647331079761233e-13,5.948939775255208e-11,1.985840213744041e-35,1.9745558436739056e-20,4.633265685391234e-34,1.921960611783918e-35,1.2518410198656511e-15,1.731589243882236e-30,3.498846057512455e-19,1.178182566657744e-33,3.742867092752519e-36,2.4163757617976058e-30,8.331394377397007e-30,9.570725987993882e-30,2.625844601478329e-19,2.2514329894278475e-33,7.250509937518414e-35,3.34800629895458e-34,3.76,0.0,0.7897118594122411,0.997470773928698,1.0306538665941964e-16,8.028279173551632e-17,0.00040455188949297126,0.0004045579321950404,0.0025292116832510824,2.2913449427939516e-13,5.948943655603262e-11,1.4406106525100062e-08,2.7936007064047935e-09,4.1293590934263915e-14,1.5103370690320611e-15,3.7099158125444485e-11,1.1150273487655224e-12,9.590437373085723e-17,2.6253268382958456e-10,2.670637634027126e-14,1.5416649265940982e-11,1.1642155606224363e-10,1.7863576923359833e-11,2.665377562092243e-13,2.0807646878965333e-12
8.342264316734162e-10,0.899028235420155,2.324167774796645e-11,2.7851781995593177e-12,2.0188203746687832e-14,3.714487455514928e-14,0.0,0.0,1.4704223591782133e-08,3.6342490280530644e-14,4.095901355384836e-16,3.058996060855625e-20,9.750111410797168e-17,1.1603327186670454e-30,1.5500644764603687e-21,4.7540366652117804e-17,2.858857213562696e-13,6.294173769547766e-11,2.335262537430155e-35,2.191426313852226e-20,5.570240865541307e-34,2.317433739035215e-35,1.3181168567921768e-15,2.0303731395280845e-30,3.8690594151032543e-19,1.4185587565527552e-33,4.538676125757379e-36,2.8383332230648005e-30,9.975800340022478e-30,1.1457568095037119e-29,2.851599599049406e-19,2.7059393019742388e-33,8.730001969221355e-35,4.031675104863366e-34,3.76,0.0,0.7897011770504879,0.9974496554997654,1.125228633190162e-16,8.900965663409312e-17,0.0004152336923898795,0.00041524005853478416,0.0025503297307412306,2.4083141993386485e-13,6.294177872651189e-11,1.478801123957189e-08,2.9431032325198283e-09,4.329915802221513e-14,1.6328850024801841e-15,3.899085684177263e-11,1.1820907305934455e-12,1.0114753172453328e-16,2.76667391667669e-10,2.8308092317827083e-14,1.6150718435920934e-11,1.2243634878072833e-10,1.881573099235249e-11,2.8780715256426867e-13,2.246412560795116e-12
8.556924073803221e-10,0.899029965598175,2.4434964946882238e-11,2.8971651698992694e-12,2.153483251599189e-14,3.976145363678185e-14,0.0,0.0,1.5082092788946907e-08,3.8234774464333396e-14,4.4398310416602256e-16,3.393862374662987e-20,1.0567956160775931e-16,1.3156092973522105e-30,1.7134722606160724e-21,5.142081789364042e-17,3.0811595444367407e-13,6.649571472857589e-11,2.735025864314264e-35,2.4256812578422273e-20,6.66664241553804e-34,2.781021216066666e-35,1.3860643248113572e-15,2.372112030968139e-30,4.26747623392814e-19,1.6998534100213167e-33,5.477103671789664e-36,3.320541869454071e-30,1.1889621668518684e-29,1.3653065733579668e-29,3.0901925535756174e-19,3.2367823673234444e-33,1.0461553042848164e-34,4.831932670814197e-34,3.76,0.0,0.7896904948330687,0.9974295948859294,1.2261713142834462e-16,9.842411364414462e-17,0.0004259153462638433,0.00042592204427661744,0.0025703899630460892,2.5267598348623593e-13,6.649575803264733e-11,1.517000073712257e-08,3.096501989732672e-09,4.534267209427236e-14,1.7618721209468476e-15,4.092492418955483e-11,1.2512187346657806e-12,1.0653608578021085e-16,2.9117632176524103e-10,2.9958693848101274e-14,1.6897647193099566e-11,1.2859163826941362e-10,1.9792388649072215e-11,3.101589936072858e-13,2.420439414133368e-12
8.771583830872279e-10,0.89903169575343,2.567130888929612e-11,3.0113210928233127e-12,2.2944397115543285e-14,4.2511507659832354e-14,0.0,0.0,1.5459946702446392e-08,4.017499003674664e-14,4.802926102704379e-16,3.755692657396482e-20,1.1431290158581143e-16,1.4869942951335483e-30,1.8893594075173807e-21,5.55090608768524e-17,3.314486007531206e-13,7.015133030433031e-11,3.190864417153168e-35,2.6782247792313917e-20,7.94471026633154e-34,3.3222680360133603e-35,1.455680633323351e-15,2.761843587677153e-30,4.6954433737494015e-19,2.0277061343015907e-33,6.579150357252569e-36,3.8697893618400386e-30,1.410836385482873e-29,1.6197806308403998e-29,3.3419890889663963e-19,3.8542962894286304e-33,1.2479969874829443e-34,5.764900542919416e-34,3.76,0.0,0.7896798127599811,0.9974105391176579,1.3337814988788437e-16,1.0856070409783128e-16,0.00043659685111763094,0.00043660388942245,0.0025894453496979647,2.646582205619035e-13,7.015137592498554e-11,1.5552075549876587e-08,3.2537969350642055e-09,4.742355492797979e-14,1.897461609907853e-15,4.290104513562004e-11,1.3224110947816423e-12,1.1207048769224267e-16,3.0605969598252483e-10,3.1658146640809485e-14,1.765719264102231e-11,1.3488665604270208e-10,2.0793532609528614e-11,3.336181790775364e-13,2.6030338936781452e-12
8.986243587941338e-10,0.8990334258859197,2.695161934236825e-11,3.127647232374092e-12,2.4418914957415747e-14,4.539980071571566e-14,0.0,0.0,1.5837785705945836e-08,4.2163131191698045e-14,5.185727448536564e-16,4.145911516412904e-20,1.2341391110959114e-16,1.6756960857474505e-30,2.0783319749295724e-21,5.981057426216839e-17,3.559083168723867e-13,7.390857091920253e-11,3.7089941087793777e-35,2.9499838036163225e-20,9.42908261904345e-34,3.95174030814906e-35,1.526962995861856e-15,3.205065922771846e-30,5.154334670863133e-19,2.4083454146542256e-33,7.868213089755474e-36,4.4934245436792814e-30,1.6671047351330408e-29,1.9136382034894895e-29,3.6073544449505774e-19,4.5698671421256086e-33,1.4823706913155838e-34,6.8483931797343185e-34,3.76,0.0,0.789669130831223,0.9973924379473795,1.448368345241012e-16,1.1945475356552377e-16,0.00044727820695402175,0.00044728559397419124,0.002607546138267265,2.7676855781289765e-13,7.390861889804194e-11,1.593423618872988e-08,3.414988025536577e-09,4.9541237575858497e-14,2.039816530387656e-15,4.4918907189770866e-11,1.395667142743824e-12,1.1775118979770875e-16,3.213177318271006e-10,3.3406406705951047e-14,1.8429116508326634e-11,1.4132063778675814e-10,2.1819145493276815e-11,3.582094725835884e-13,2.7943834312144803e-12
9.200903345010396e-10,0.899035155995645,2.8276800756060308e-11,3.2461445711186225e-12,2.5960443154141357e-14,4.8431194743378323e-14,0.0,0.0,1.621561015498017e-08,4.419919216872405e-14,5.588775873325702e-16,4.565980611008353e-20,1.3299536138551673e-16,1.882980931882221e-30,2.2810090660084745e-21,6.43308289811243e-17,3.815196237593929e-13,7.776741133104404e-11,4.29615890427378e-35,3.2419080658781597e-20,1.1147106948117354e-33,4.6811543072396805e-35,1.5999086301134325e-15,3.7077898771159555e-30,5.645550440566909e-19,2.8486605278116756e-33,9.370413785150635e-36,5.199409911164314e-30,1.9620610680953e-29,2.2517846951913933e-29,3.8866533667157577e-19,5.3960568902504096e-33,1.7535314502153426e-34,8.102126546348874e-34,3.76,0.0,0.789658449046792,0.9973752435822101,1.570250920233216e-16,1.311423641983875e-16,0.00045795941377580217,0.0004579671579337505,0.0026247401216382,2.8899783464711894e-13,7.77674617077192e-11,1.6316483145346457e-08,3.5800752181731974e-09,5.1695160082071786e-14,2.189099819121208e-15,4.697820036394806e-11,1.470985897770387e-12,1.235786449646616e-16,3.369506426020464e-10,3.5203422526758645e-14,1.9213184991332566e-11,1.4789282332000746e-10,2.2869209823363323e-11,3.839575028650889e-13,2.9946742612781216e-12
