Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244)
2.2118190808380743e-10,0.5332163545653633,3.543226210012339e-17,8.675239142201313e-21,1.4650487639927345e-21,1.8116064614501155e-21,0.0,0.0,7.625190185058332e-13,5.204005617594555e-21,2.58504405716784e-22,3.00757133194621e-22,2.6462609043771704e-27,5.265652063789082e-46,2.9229571327418243e-31,8.933398102899669e-19,1.1265342549605319e-26,4.438326633741382e-18,1.0631888249970057e-44,1.2878693551283464e-41,1.3817540675984784e-40,7.422202718859433e-40,6.273169018539316e-17,4.775783391863009e-43,1.2591501682852255e-33,1.449182242416548e-45,9.190787339585029e-56,1.2773907567386226e-42,8.209434207407956e-56,2.2724403299782308e-51,4.593418590420681e-32,8.10235869880224e-54,5.472681212210068e-52,2.5307053676510768e-57,3.76,0.0,0.536102169750355,0.9999610205449547,4.289907052564085e-23,3.414736351795244e-32,4.487473068592313e-09,4.487473073080953e-09,3.897945428267908e-05,1.207752382851008e-21,4.4381958726986665e-18,7.625450462013607e-13,1.1287983278344947e-20,5.98681904923017e-18,3.2347609064083495e-32,3.087618874005892e-18,3.2629926547025946e-22,1.0689916310457166e-25,6.050544142762161e-23,2.8078870623561245e-21,2.3265793041998266e-20,3.6740698858550623e-19,2.308768574440826e-24,1.6613648789459182e-22,1.5791060883575535e-22,1.2715049140113651e-27,1.0204126019951578e-25,3.9490529849590855e-23,1.697977724110551e-32,6.362571772340812e-17,1.9417077526705657e-30
2.2991440278620602e-10,0.5332163545832009,3.6832374215592285e-17,9.095963713364469e-21,1.592166492423184e-21,1.963867174759333e-21,0.0,0.0,7.926235266476646e-13,5.62303366687984e-21,2.9025841122506015e-22,3.3770135159491405e-22,2.9811420767570632e-27,5.9111099857316255e-46,3.1568985197721085e-31,9.64879991170605e-19,1.2652925118398065e-26,4.812821014714861e-18,1.2893555864707784e-44,1.5035532317537985e-41,1.6758001789989374e-40,9.001179664843954e-40,6.51720756761961e-17,5.791946070539656e-43,1.421491870609943e-33,1.8269997972797275e-45,1.1624074274201875e-55,1.55471710295619e-42,1.0665122453280258e-55,2.865619628660875e-51,5.174485795863456e-32,1.0245965606790002e-53,6.920037198564798e-52,3.327499894357496e-57,3.76,0.0,0.5361021695731547,0.9999599162734971,4.8170850216278546e-23,3.986767637804748e-32,4.6646432310309465e-09,4.664643235898151e-09,4.0083725710031947e-05,1.3268993523433643e-21,4.8126741913387235e-18,7.926501985112896e-13,1.2196901399998429e-20,6.4676385237313764e-18,3.633214345034572e-32,3.3361230352013516e-18,3.5520274929775538e-22,1.1570316740388429e-25,6.533026501784694e-23,3.0340274706476797e-21,2.5138916357577706e-20,3.969928554494259e-19,2.4951580166034214e-24,1.8659672524824775e-22,1.706212905995929e-22,1.4122560365861e-27,1.1456485877192041e-25,4.266998195963748e-23,1.9197107944614618e-32,6.613772797098206e-17,2.2662053464631064e-30
2.3864689748860464e-10,0.5332163546010387,3.823258005025487e-17,9.523223487734136e-21,1.7252620225524613e-21,2.1227604700653635e-21,0.0,0.0,8.227280018177019e-13,6.0582848171036776e-21,3.2450457042995685e-22,3.775450675897477e-22,3.3437216377941546e-27,6.607011341202452e-46,3.399733702979286e-31,1.0391446790769652e-18,1.4150004693123245e-26,5.203483478814363e-18,1.5523800170056823e-44,1.7452512569789784e-41,2.0177935480373274e-40,1.0837499019963057e-39,6.760973000684464e-17,6.97376692125151e-43,1.597725890344865e-33,2.2834264987075023e-45,1.4573869365302713e-55,1.878523496315234e-42,1.372405689388427e-55,3.5824288454890585e-51,5.803577782802089e-32,1.28442571985179e-53,8.67424932580325e-52,4.330900634466322e-57,3.76,0.0,0.5361021693959545,0.9999588382377176,5.385671769474423e-23,4.627823838278799e-32,4.841813393394725e-09,4.841813398656819e-09,4.1161761459552755e-05,1.4522706663385672e-21,5.20331933248425e-18,8.227552888281138e-13,1.3141009889879783e-20,6.966929839469299e-18,4.0631136014904253e-32,3.594235315697589e-18,3.854815734877034e-22,1.2487083435852294e-25,7.033647412088355e-23,3.268928696833285e-21,2.7084530957824335e-20,4.277244188477426e-19,2.688820248607251e-24,2.0867101653321076e-22,1.8382357906411271e-22,1.56290905774982e-27,1.2807019387815285e-25,4.597249045924257e-23,2.1610160552601146e-32,6.864973821056359e-17,2.6297119865991273e-30
2.4737939219100323e-10,0.5332163546188764,3.9632879808113377e-17,9.9570786856399e-21,1.8644131924721966e-21,2.2883407221083905e-21,0.0,0.0,8.528324447975089e-13,6.509759049810966e-21,3.6133595956026536e-22,4.203965707445737e-22,3.735171657351378e-27,7.355215781865205e-46,3.6514506173678795e-31,1.1161305333592986e-18,1.5760738460086045e-26,5.610397772887954e-18,1.856600769726866e-44,2.0149744838031795e-41,2.4133837190629506e-40,1.2961457591878185e-39,7.004465626954054e-17,8.340757627787618e-43,1.7884918332510532e-33,2.8311121900074266e-45,1.812592599039302e-55,2.2545152003896216e-42,1.750588913718246e-55,4.44281418357061e-51,6.482722547630937e-32,1.5972387773208987e-53,1.0786008622967846e-51,5.584360911172258e-57,3.76,0.0,0.5361021692187542,0.9999577858134355,5.997217712549438e-23,5.343245855575266e-32,5.018983555683569e-09,5.018983561356965e-09,4.221418571140843e-05,1.5838778510198127e-21,5.610214995902184e-18,8.528603179449064e-13,1.4120308747975794e-20,7.484682341075252e-18,4.5256529000765474e-32,3.8619547381784996e-18,4.1714858618701655e-22,1.3440386387305027e-25,7.552367306488686e-23,3.512591134906876e-21,2.910263460757524e-20,4.59601696043795e-19,2.8897594798017096e-24,2.3242058444349037e-22,1.9751743660255228e-22,1.7237956561966707e-27,1.4259390078207e-25,4.939805224001937e-23,2.4228896541547635e-32,7.116174844215276e-17,3.035224870807028e-30
2.561118868934018e-10,0.5332163546367139,4.1033273692939226e-17,1.0397588901838587e-20,2.0096977428545013e-21,2.460662239933179e-21,0.0,0.0,8.829368563492025e-13,6.97745634698247e-21,4.0084554036308786e-22,4.663640174296705e-22,4.156670625933545e-27,8.157578891033369e-46,3.9120372125834496e-31,1.1958342172672984e-18,1.7489283483039661e-26,6.0336439503238835e-18,2.2066593160171267e-44,2.31480871560228e-41,2.8686153116929364e-40,1.5405467414165037e-39,7.247685755289165e-17,9.913793326763269e-43,1.9944364307996062e-33,3.484075336644803e-45,2.2375516950721475e-55,2.6888247595440534e-42,2.2147470210002062e-55,5.468889511381282e-51,7.2139588844839e-32,1.9713978856740241e-53,1.3311709850674145e-51,7.138006261908536e-57,3.76,0.0,0.5361021690415539,0.9999567583920029,6.653271647346783e-23,6.138573584213253e-32,5.196153717897396e-09,5.196153723998585e-09,4.3241607113943043e-05,1.7217236314718878e-21,6.033441187957567e-18,8.829652866352858e-13,1.513479797427322e-20,8.020885381023362e-18,5.022026455227682e-32,4.1392803256881016e-18,4.502160673196069e-22,1.4430395585332304e-25,8.089146704402005e-23,3.76501517800004e-21,3.119322507173977e-20,4.926247043291891e-19,3.0979799199364022e-24,2.579066457714559e-22,2.117028256230224e-22,1.8952474804789702e-27,1.581725771885712e-25,5.294666419370532e-23,2.706348035563009e-32,7.367375866574952e-17,3.485851102165608e-30
2.648443815958004e-10,0.5332163546545516,4.243376190827347e-17,1.0844813136562656e-20,2.161193317122905e-21,2.6397792670129125e-21,0.0,0.0,9.130412372162165e-13,7.461376691017717e-21,4.431261603194257e-22,5.1555543107104435e-22,4.609402992478934e-27,9.015952193214568e-46,4.181481452886501e-31,1.2782523979386537e-18,1.9339796703159422e-26,6.4732985717853024e-18,2.6075167358440386e-44,2.646914482430986e-41,3.389950013860641e-40,1.8204173119691046e-39,7.490633694192278e-17,1.1715188395164182e-42,2.2162133314548713e-33,4.257835374773646e-45,2.742837620422348e-55,3.1880383074375803e-42,2.78051875114051e-55,6.68514748338012e-51,7.999335578523873e-32,2.416198534454394e-53,1.6314034071844294e-51,9.049605443944788e-57,3.76,0.0,0.5361021688643537,0.9999557553796933,7.355380753466856e-23,7.019545905217875e-32,5.37332388003613e-09,5.373323886581678e-09,4.4244619393507985e-05,1.8658028202445964e-21,6.473074422348139e-18,9.13070195654178e-13,1.618447756875881e-20,8.575528319537683e-18,5.553428471509321e-32,4.426211101620293e-18,4.846957595320031e-22,1.5457281020640458e-25,8.643946211562423e-23,4.026201218384832e-21,3.335630011529915e-20,5.267934610225895e-19,3.31348577912415e-24,2.851904114187397e-22,2.263797085667558e-22,2.0775961490466424e-27,1.7484278514055008e-25,5.661832321216161e-23,3.012428281092017e-32,7.61857688813539e-17,3.984807490044454e-30
2.73576876298199e-10,0.5332163546723893,4.3834344657426985e-17,1.1298809816216762e-20,2.3189774615753972e-21,2.8257459813377096e-21,0.0,0.0,9.431455881237658e-13,7.961520064724552e-21,4.882705527982981e-22,5.680787023297818e-22,5.094558917677476e-27,9.932183161039778e-46,4.459771317133645e-31,1.3633817463910654e-18,2.1316434939016561e-26,6.929434839095529e-18,3.0644658250848006e-44,3.0135270231821315e-41,3.984282468973643e-40,2.1394536521841528e-39,7.733309751808345e-17,1.3768751142628697e-42,2.4544829890266445e-33,5.1695196696071405e-45,3.340158762753966e-55,3.75921511773316e-42,3.4656901782724986e-55,8.118630265588775e-51,8.840910975425996e-32,2.941939733051634e-53,1.986242182989531e-51,1.1385377054462967e-56,3.76,0.0,0.5361021686871534,0.99995477619733,8.105090595796053e-23,7.992100680427153e-32,5.550494042099699e-09,5.550494049106247e-09,4.522380172662228e-05,2.01610280217135e-21,6.9291878539895515e-18,9.431750457382853e-13,1.7269347531419294e-20,9.148600524531277e-18,6.121053143612948e-32,4.722746089712627e-18,5.205988888167818e-22,1.6521212684052133e-25,9.216726519817659e-23,4.296149647475815e-21,3.559185750330636e-20,5.621079834689834e-19,3.536281267821242e-24,3.143330864030055e-22,2.415480479069409e-22,2.271173250268217e-27,1.9264105228224094e-25,6.041302618737312e-23,3.3421883486064924e-32,7.869777908896591e-17,4.5354204394872976e-30
2.823093710005976e-10,0.533216354690227,4.5235022143481474e-17,1.1759636888666854e-20,2.4831276258298334e-21,3.018616495741402e-21,0.0,0.0,9.732499097809461e-13,8.477886451272152e-21,5.363713376254639e-22,6.240415897639417e-22,5.61333297924537e-27,1.0908115239868893e-45,4.746894798710297e-31,1.4512189374902986e-18,2.3423354886393915e-26,7.402123211701228e-18,3.583175905884612e-44,3.416956228004051e-41,4.6589988518815036e-40,2.5016149566537368e-39,7.975714235927812e-17,1.6099985763422674e-42,2.709912078428632e-33,6.238119523616877e-45,4.042569601744812e-55,4.409952916927411e-42,4.290587371158566e-55,9.799336576216581e-51,9.740750721604633e-32,3.560087451235422e-53,2.403417724118895e-51,1.4221594209776116e-56,3.76,0.0,0.5361021685099532,0.9999538202786125,8.903945132604862e-23,9.062374748564145e-32,5.7276642040880305e-09,5.7276642115722904e-09,4.617972041424082e-05,2.1726061842205866e-21,7.401851895478231e-18,9.732798376081787e-13,1.838940786224139e-20,9.740091371330947e-18,6.726094656315146e-32,5.0288843140182556e-18,5.5793625953549515e-22,1.7622360566485838e-25,9.807448406395813e-23,4.57486085583735e-21,3.789989500088495e-20,5.985682890363639e-19,3.766370596723671e-24,3.4539586989123233e-22,2.572078061433449e-22,2.4763103425304866e-27,2.1160387768418935e-25,6.433077001144719e-23,3.696708018389173e-32,8.120978928858551e-17,5.141125402674234e-30
2.910418657029962e-10,0.5332163547080646,4.663579456928894e-17,1.2227351762614917e-20,2.653721162602951e-21,3.218444857735352e-21,0.0,0.0,1.0033542028794702e-12,9.010475834219298e-21,5.875210207943476e-22,6.835517194920925e-22,6.1669250215841354e-27,1.1945587835905867e-45,5.0428399055634275e-31,1.5417606499680109e-18,2.5664713118433176e-26,7.89143101435191e-18,4.1696698804069985e-44,3.859586662745132e-41,5.4219470163221855e-40,2.9111074213046483e-39,8.217847453984921e-17,1.8735989242347778e-42,2.9831738784542693e-33,7.4844561629472e-45,4.864431959240055e-55,5.148358999893372e-42,5.2781270726742076e-55,1.1760169895784542e-50,1.0700929247304754e-31,4.283259021792081e-53,2.891435856703486e-51,1.7644857253473012e-56,3.76,0.0,0.5361021683327529,0.9999528870711216,9.753486711396628e-23,1.0236703917626768e-31,5.904834366001059e-09,5.9048343739798046e-09,4.7112927874813224e-05,2.335288979605299e-21,7.891133824771048e-18,1.0033845719670414e-12,1.9544658561211798e-20,1.0349990242848267e-17,7.369747184512812e-32,5.344624798922785e-18,5.967181939256795e-22,1.8760894658967092e-25,1.0416072734264319e-22,4.862335233180039e-21,4.028041037322996e-20,6.361743951177245e-19,4.003757976835288e-24,3.784399551774034e-22,2.733589458057385e-22,2.6933389541777584e-27,2.317677281332514e-25,6.837155157661451e-23,4.0770883738247847e-32,8.372179948021271e-17,5.8054672269529044e-30
2.997743604053948e-10,0.5332163547259022,4.8036662137472947e-17,1.2702011426935678e-20,2.830835328277483e-21,3.4252850499239526e-21,0.0,0.0,1.0334584680962776e-12,9.559288197455862e-21,6.418119951891685e-22,7.467165860349035e-22,6.756538546883602e-27,1.3046436347443497e-45,5.347594660116112e-31,1.6350035663814249e-18,2.804466608541195e-26,8.397423209153344e-18,4.830381239576992e-44,4.343877496255708e-41,6.281511029944517e-40,3.372424053408121e-39,8.459709713061557e-17,2.1705708289345003e-42,3.274947545732235e-33,8.931506887346721e-45,5.821696607935935e-55,5.983132699256775e-42,6.454336749717248e-55,1.4037457463250334e-50,1.1723526958650144e-31,5.125432995988101e-53,3.459719764280367e-51,2.1754244541307866e-56,3.76,0.0,0.5361021681555527,0.9999519760342379,1.0655256079206712e-22,1.1521622961399983e-31,6.082004527838717e-09,6.0820045363287965e-09,4.802396472832627e-05,2.5041238753000533e-21,8.39709855723834e-18,1.0334892495032757e-12,2.0735099628317208e-20,1.0978286529235114e-17,8.05320489317462e-32,5.669966569109368e-18,6.369546510989376e-22,1.9936984952603879e-25,1.1042560451199314e-22,5.158573168369973e-21,4.2733401385606323e-20,6.749263191269309e-19,4.248447619338864e-24,4.1352652972529326e-22,2.900014294471613e-22,2.9225905836363016e-27,2.53169045428076e-25,7.253536777522757e-23,4.484452993984943e-32,8.623380966384752e-17,6.532099472746928e-30
3.0850685510779337e-10,0.53321635474374,4.943762505042765e-17,1.3183672337302997e-20,3.0145472824534594e-21,3.639190989670238e-21,0.0,0.0,1.063562706091184e-12,1.0124323525255588e-20,6.993365400031451e-22,8.136435516380001e-22,7.383382245195787e-27,1.4212492140550577e-45,5.661147099334324e-31,1.7309443731480486e-18,3.0567370115012655e-26,8.920161661882497e-18,5.57210788415924e-44,4.872362552807388e-41,7.246550997529006e-40,3.8903124463338626e-39,8.701301319883915e-17,2.5039731667205655e-42,3.585918804434706e-33,1.0604278611743136e-44,6.931770424337967e-55,6.923504610854042e-42,7.848315922924209e-55,1.6670752659804759e-50,1.2810632908312485e-31,6.101877130384148e-53,4.1185605933722657e-51,2.6661254792376783e-56,3.76,0.0,0.5361021679783524,0.9999510866410197,1.1610792374270491e-22,1.292386561051608e-31,6.259174689600949e-09,6.259174698619263e-09,4.8913357916472174e-05,2.679076986862109e-21,8.91980791197917e-18,1.0635938708881495e-12,2.196073106354431e-20,1.1624969628204435e-17,8.777661937404615e-32,6.004908649590165e-18,6.786551139351427e-22,2.115080143860705e-25,1.1686872590516122e-22,5.463575049421472e-21,4.525886580335049e-20,7.148240785024462e-19,4.500443735718794e-24,4.507167751270152e-22,3.0713521965032417e-22,3.1643966993037135e-27,2.758442394432912e-25,7.682221549976236e-23,4.91994693943324e-32,8.874581983948994e-17,7.324785047442323e-30
3.1723934981019196e-10,0.5332163547615776,5.083868351031816e-17,1.3672390445805616e-20,3.204934088126997e-21,3.860216529224575e-21,0.0,0.0,1.0936669175076314e-12,1.0705581802259162e-20,7.601868209625614e-22,8.844398465327313e-22,8.048669542703372e-27,1.5445582559084076e-45,5.983485274699651e-31,1.8295797605341482e-18,3.3236981412287676e-26,9.459705333404886e-18,6.402029559214045e-44,5.447650287257687e-41,8.326425931943316e-40,4.46978697042692e-39,8.942622580823606e-17,2.8770368960749815e-42,3.916779742226869e-33,1.2529967651144218e-44,8.213632724729096e-55,7.979264299183412e-42,9.492575462112334e-55,1.970309113600989e-50,1.3964344007158869e-31,7.229255929074518e-53,4.8791897340741305e-51,3.249126893725215e-56,3.76,0.0,0.5361021678011522,0.9999502183776005,1.2621633129196615e-22,1.4450364546892925e-31,6.436344851287689e-09,6.436344860851202e-09,4.9781621305604475e-05,2.860108699274763e-21,9.459320803238556e-18,1.0936984367765526e-12,2.3221552866879752e-20,1.2290028944940498e-17,9.544312462436518e-32,6.349450065696239e-18,7.218286185906788e-22,2.240251410828043e-25,1.2348970270773055e-22,5.777341263500027e-21,4.785680139186999e-20,7.558676907061359e-19,4.759750537724944e-24,4.900718671134317e-22,3.247602790259401e-22,3.419088739586956e-27,2.998296899383756e-25,8.12320916428179e-23,5.384737098394677e-32,9.125783000713997e-17,8.187396009666691e-30
3.2597184451259056e-10,0.5332163547794152,5.223983771908085e-17,1.4168221219456036e-20,3.402072711816214e-21,4.088415455814455e-21,0.0,0.0,1.1237711029731123e-12,1.1303063013464766e-20,8.244548904831108e-22,9.592125691181008e-22,8.753618393625335e-27,1.6747530931812992e-45,6.314597252189981e-31,1.9309064226469853e-18,3.605765605963887e-26,1.0016110399387997e-17,7.327720126780265e-44,6.072423766642532e-41,9.531009894203356e-40,5.116137347792739e-39,9.183673801898392e-17,3.293170608933813e-42,4.268228715936101e-33,1.473808988232542e-44,9.687946570299843e-55,9.160780579183273e-42,1.142332212503725e-54,2.318119963425737e-50,1.5186764661166367e-31,8.525718524650179e-53,5.753838051299737e-51,3.938477840646871e-56,3.76,0.0,0.5361021676239519,0.999949370742853,1.3689314273172733e-22,1.6108251397982482e-31,6.6135150128988855e-09,6.613515023024617e-09,5.0629256022961484e-05,3.0471740595688215e-21,1.0015693360120792e-17,1.123802947807416e-12,2.4517565038310204e-20,1.2973453892043792e-17,1.0354350603630736e-31,6.703589843071922e-18,7.664837729325927e-22,2.3692292953016967e-25,1.3028814695562391e-22,6.099872196924385e-21,5.0527205916643296e-20,7.980571732226034e-19,5.0263722373559874e-24,5.316529755601978e-22,3.428765702116817e-22,3.686998112920788e-27,3.251617476867019e-25,8.576499309711626e-23,5.880012422220141e-32,9.376984016679762e-17,9.123913473373808e-30
3.3470433921498915e-10,0.5332163547972528,5.3641087878424406e-17,1.4671219744611165e-20,3.606040024075656e-21,4.3238414920203574e-21,0.0,0.0,1.1538752631015219e-12,1.1916767144175363e-20,8.92232688324075e-22,1.0380686867221134e-21,9.499449822505536e-27,1.8120156600775883e-45,6.6544711122019845e-31,2.0349210573988202e-18,3.9033550016616627e-26,1.0589430925728233e-17,8.357199005757234e-44,6.749440603968621e-41,1.0870759278720303e-39,5.834964582213774e-39,9.4244552887756e-17,3.755983722277363e-42,4.640969693728516e-33,1.7260799924618448e-44,1.137732432760066e-54,1.0479076440800818e-41,1.368103082144906e-54,2.7156005273145734e-50,1.6480004227350033e-31,1.0011107577972983e-52,6.755876952840776e-51,4.749980946933957e-56,3.76,0.0,0.5361021674467517,0.99994854324651,1.4815370141277606e-22,1.790485673304186e-31,6.790685174434482e-09,6.790685185139506e-09,5.1456752335853965e-05,3.2402256873338027e-21,1.0588979602016097e-17,1.1539074046060656e-12,2.5848767577822295e-20,1.3675233889227113e-17,1.1208970486430644e-31,7.067327007643318e-18,8.126288606514252e-22,2.502030796427407e-25,1.3726367152666227e-22,6.431168235174953e-21,5.327007714321857e-20,8.413925435554659e-19,5.3003130467426e-24,5.755212645255764e-22,3.61484055866288e-22,3.9684561978806716e-27,3.518767408589863e-25,9.042091675550101e-23,6.406984991265476e-32,9.628185031846287e-17,1.013842698949716e-29
3.4343683391738774e-10,0.5332163548150906,5.504243418982923e-17,1.518144065270702e-20,3.816912799206905e-21,4.566548295559526e-21,0.0,0.0,1.1839793984915443e-12,1.254669418003485e-20,9.636120412121734e-22,1.1211150351639607e-21,1.0287389014413052e-26,1.956527490575847e-45,7.0030949495939e-31,2.141620366529457e-18,4.216881912009425e-26,1.1179718388065448e-17,9.498901415557312e-44,7.481532990795393e-41,1.2356674084876797e-39,6.632160189513514e-39,9.664967346769973e-17,4.2692731056492386e-42,5.035712746298068e-33,2.0132837002867622e-44,1.3306274322933476e-54,1.1945791248722165e-41,1.6310505393683447e-54,3.168255263801199e-50,1.7846178916647287e-31,1.170693155016329e-52,7.899799157995643e-51,5.701226711038178e-56,3.76,0.0,0.5361021672695514,0.999947735410453,1.6001333469082567e-22,1.9847710055214448e-31,6.967855335894427e-09,6.967855347195868e-09,5.226458836280176e-05,3.4392115242568505e-21,1.1179230958115321e-17,1.184011807782609e-12,2.721516048540267e-20,1.439535836352755e-17,1.2109366226403669e-31,7.44066058563989e-18,8.602717671697526e-22,2.6386729133589977e-25,1.4441589014524737e-22,6.771229762889142e-21,5.608541283721472e-20,8.858738192299097e-19,5.581577178234884e-24,6.217378922218654e-22,3.80582698673761e-22,4.2637943431033995e-27,3.80010970478082e-25,9.519985951093859e-23,6.966889363284444e-32,9.879386046213573e-17,1.1235134993775938e-29
3.5216932861978633e-10,0.5332163548329282,5.644387685454885e-17,1.56989382513799e-20,4.0347677159160064e-21,4.8165894597657044e-21,0.0,0.0,1.2140835097296051e-12,1.3192844106961883e-20,1.0386846636764904e-21,1.2084583197257267e-21,1.1118663481197077e-26,2.1084697220398183e-45,7.360456873586825e-31,2.25100105556065e-18,4.546761908400925e-26,1.1787022519907652e-17,1.0761744042792516e-43,8.271607613415345e-41,1.4000383819160037e-39,7.51395206002219e-39,9.90521028084802e-17,4.8370526859399396e-42,5.4531732193462244e-33,2.339192770819073e-44,1.5501549693109387e-54,1.3573275313644947e-41,1.9361621734065746e-54,3.6820646878630704e-50,1.9287408593751424e-31,1.3636630351998583e-52,9.201398315339738e-51,6.811911551131544e-56,3.76,0.0,0.5361021670923511,0.9999469467663533,1.7248735404541183e-22,2.1944539798442413e-31,7.145025497278672e-09,7.145025509193706e-09,5.3053232432292124e-05,3.644078454779764e-21,1.1786497115534207e-17,1.2141161579348884e-12,2.861674376103793e-20,1.5133816748924656e-17,1.3056731929185092e-31,7.823589603554945e-18,9.09420110370068e-22,2.779172645255269e-25,1.51744417371616e-22,7.120057163872052e-21,5.897321076431968e-20,9.315010177880148e-19,5.870168844255408e-24,6.703640110644123e-22,4.0017246133596505e-22,4.573343867428693e-27,4.0960071843559766e-25,1.0010181825651635e-22,7.560983919780982e-32,1.0130587059781622e-16,1.241834402893617e-29
3.609018233221849e-10,0.5332163548507659,5.784541607360878e-17,1.6223766390099784e-20,4.2596813567475635e-21,5.074018513169682e-21,0.0,0.0,1.244187597386967e-12,1.3855216911215016e-20,1.1175421573186876e-21,1.300205114302994e-21,1.1994504962589412e-26,2.2680230921629074e-45,7.726545007848687e-31,2.3630598338385413e-18,4.8934105499670067e-26,1.2411390443280668e-17,1.2155067300197227e-43,9.122645719348725e-41,1.5814072221415304e-39,8.486864155730221e-39,1.0145184395623945e-16,5.463527474488645e-42,5.894072590576665e-33,2.707861027252862e-44,1.7991973865893532e-54,1.5374513749722107e-41,2.2889246217287712e-54,4.263457843918333e-50,2.0805820095226847e-31,1.5825470896415535e-52,1.0677697525850801e-50,8.10381600765916e-56,3.76,0.0,0.5361021669151509,0.9999461768579946,1.85591054975407e-22,2.4203273318089882e-31,7.322195658587171e-09,7.322195671133017e-09,5.3823140760844376e-05,3.854768411633e-21,1.2410825149963461e-17,1.2442204556455745e-12,3.0053517404714725e-20,1.589059848672495e-17,1.4052261690549193e-31,8.216113088184505e-18,9.600811065671058e-22,2.9235469912828687e-25,1.592488686110128e-22,7.477650821087358e-21,6.193346869029225e-20,9.782741567933595e-19,6.166092257451639e-24,7.214607676200145e-22,4.202533065802162e-22,4.897436059759251e-27,4.406822392707192e-25,1.0512678988544462e-22,8.190549634572128e-32,1.038178807255043e-16,1.369246953357996e-29
3.696343180245835e-10,0.5332163548686034,5.924705204780681e-17,1.675597848928941e-20,4.491730208274646e-21,5.338888919635343e-21,0.0,0.0,1.2742916620204941e-12,1.4533812579375468e-20,1.200276011049876e-21,1.3964618616805134e-21,1.2916148967169567e-26,2.4353679400316646e-45,8.10134749046531e-31,2.4777934145217746e-18,5.257243383571362e-26,1.3052866856873279e-17,1.3688653688680648e-43,1.0037703091020176e-40,1.7810501382709287e-39,9.55772935281401e-39,1.038488999536078e-16,6.153101869635558e-42,6.359138262305128e-33,3.1236422635100153e-44,2.0808579953976276e-54,1.7363155766503135e-41,2.695370183760137e-54,4.919342594397275e-50,2.2403546428457117e-31,1.8300676657869966e-52,1.2347036366915374e-50,9.601011324574525e-56,3.76,0.0,0.5361021667379506,0.999945425240658,1.9933971703253671e-22,2.663203688546471e-31,7.499365819819877e-09,7.499365833013806e-09,5.4574758067529576e-05,4.071219208757531e-21,1.3052259713813769e-17,1.2743247014829335e-12,3.1525481416419633e-20,1.6665693025472455e-17,1.5097149596401766e-31,8.61823006661701e-18,1.0122615995126367e-21,3.0718129506151704e-25,1.669288601105497e-22,7.844011116660423e-21,6.496618438096183e-20,1.0261932538297997e-18,6.469351630659201e-24,7.750893026173842e-22,4.408251971576405e-22,5.236402179099019e-27,4.732917619484652e-25,1.1027477129105644e-22,8.85689043318191e-32,1.0632989084519998e-16,1.506203564256713e-29
3.783668127269821e-10,0.5332163548864411,6.064878497771332e-17,1.7295627556875234e-20,4.730990661227175e-21,5.611254078450526e-21,0.0,0.0,1.3043957041730356e-12,1.522863109833862e-20,1.2869776012488342e-21,1.4973348737163127e-21,1.3884834597208836e-26,2.610684206854015e-45,8.484852473920733e-31,2.5951985145739466e-18,5.638675943808633e-26,1.3711494143061943e-17,1.537274017541772e-43,1.1019910026875705e-40,2.0003028059638044e-39,1.0733698091041744e-38,1.0624327383971114e-16,6.910385262915481e-42,6.849103481911808e-33,3.591205531515365e-44,2.3984744654086348e-54,1.9553535423699108e-41,3.162116129843298e-54,5.657130271392027e-50,2.408272646612898e-31,2.1091533411112407e-52,1.4229142143789385e-50,1.133003402540813e-55,3.76,0.0,0.5361021665607504,0.9999446914808185,2.1374860384365965e-22,2.9239155682049825e-31,7.67653598097675e-09,7.676535994836064e-09,5.5308517876888054e-05,4.293364857324294e-21,1.371084314324039e-17,1.304428896001208e-12,3.303263579613925e-20,1.7459089820898935e-17,1.6192589722777625e-31,9.029939566228238e-18,1.065968076870368e-21,3.2239875224319297e-25,1.7478400895707787e-22,8.219138431880415e-21,6.80713556022281e-20,1.0752583265008707e-18,6.779951176887844e-24,8.31310750952573e-22,4.61888095842243e-22,5.590573454569143e-27,5.074654908686017e-25,1.155457593668074e-22,9.561333425287676e-32,1.0884190095690328e-16,1.653167510364703e-29
