Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244)
0.00956374643493961,0.5497817342275287,2.1623190643285692e-07,8.780796418799399e-08,3.0766900913126364e-07,0.00046426192854862925,0.0,0.0,0.0002187280144414475,4.588751586536236e-05,0.0016843735546962014,4.3679338473049435e-06,8.580927622876881e-08,4.469781189335249e-22,9.539380096829217e-16,2.578854825504516e-10,1.5191363410602202e-07,0.007924477403323422,8.047696989069497e-17,5.213463180018012e-16,3.8333042573415565e-14,1.2960672929398752e-18,3.2430878064363404e-12,2.5998858752084823e-09,4.73193778524435e-11,9.851514500299669e-11,2.9711126322478525e-17,1.707533871759386e-10,6.766059678672449e-10,1.1786104652380596e-14,1.2163100295674175e-09,1.000324795747748e-15,5.073739231997873e-16,5.589423875836112e-11,3.76,0.0,0.37094598620140706,0.9887947270911513,0.0027583372023690773,2.306837937897275e-05,0.15374609800098807,0.16252989362406728,8.450902181957146e-05,3.538574236383206e-13,0.009328263908076074,5.227073452503223e-05,1.853907030070588e-05,5.445599109574533e-08,7.598086226232076e-13,1.720653798172184e-07,1.2534900875407918e-07,0.0007750644867213506,2.014613465489091e-13,9.423470000845937e-06,1.224955642722016e-06,3.780554825538502e-07,0.00017372974999548872,0.0009094248079111168,2.1792635676498866e-08,1.0282537579084927e-09,6.274915563548409e-06,2.1232601175049637e-07,2.1329411770602716e-06,0.00013240445732075028,3.714319480417428e-07
0.00959943512930028,0.5498345110634477,2.1718525869583757e-07,8.840306396770513e-08,3.1065133959668207e-07,0.0004688657296158719,0.0,0.0,0.00021957206854676518,4.62928403792145e-05,0.001708159319202034,4.432140336530556e-06,8.673169737007933e-08,4.551980208504247e-22,9.67128149716778e-16,2.6038827368053115e-10,1.5298089253778288e-07,0.007973088165223017,8.291157820686554e-17,5.265787238472752e-16,3.934230797143438e-14,1.3203913251470577e-18,3.274487212814056e-12,2.6524226058420105e-09,4.7824501160062366e-11,1.0117672902236288e-10,3.054463458955174e-17,1.7391706701276528e-10,6.888203333314893e-10,1.201268839537581e-14,1.2286126715447204e-09,1.0213912584848492e-15,5.193951028685164e-16,5.708413715015801e-11,3.76,0.0,0.37041626709335584,0.9887044246778908,0.002794369376443897,2.331883242856595e-05,0.15418482819246895,0.16302979967619644,8.450130350529882e-05,3.548007222532933e-13,0.009397737412004987,5.250171580645681e-05,1.8670268404771044e-05,5.46863843949582e-08,7.651862719065739e-13,1.7283620061649452e-07,1.2644850621449164e-07,0.0007852321626883079,2.0298392215394594e-13,9.52176447063324e-06,1.2333425293495185e-06,3.7993440848215825e-07,0.00017513335076696382,0.0009169818144183805,2.204856583407166e-08,1.040293234506504e-09,6.347072147372624e-06,2.1381279137317992e-07,2.1510824426263695e-06,0.0001342224924042537,3.7563281701139814e-07
0.00963512382366095,0.5498872363406718,2.1814022293286794e-07,8.900176703592605e-08,3.1365418643672516e-07,0.000473498439190453,0.0,0.0,0.0002204168924440989,4.670030610445418e-05,0.0017321950466529829,4.497155136259843e-06,8.766121490607493e-08,4.635496812679192e-22,9.804709171834691e-16,2.6291051388072464e-10,1.5405173243542148e-07,0.00802175067595625,8.541540007653997e-17,5.318422847247876e-16,4.0374807222051674e-14,1.3450834287603816e-18,3.3061293940602513e-12,2.705817515622996e-09,4.833322973436256e-11,1.0390134468411994e-10,3.139867482404761e-17,1.7712736880028403e-10,7.012025043931612e-10,1.2243177946603418e-14,1.2409881785705523e-09,1.0428243317562299e-15,5.316677090314067e-16,5.829477057439547e-11,3.76,0.0,0.3698870475297001,0.9886136609552764,0.0028307347894291597,2.3570888154606337e-05,0.1546226374976167,0.16352898576146638,8.449354576560996e-05,3.5574140406135665e-13,0.009467490467216061,5.2732876819151386e-05,1.880189610779686e-05,5.491685621915422e-08,7.70581531585559e-13,1.7360774133480795e-07,1.2755640486984364e-07,0.00079548786991994,2.0451575864453992e-13,9.620791298891073e-06,1.2417558634857512e-06,3.8181716044018855e-07,0.00017654395554363581,0.0009245659610123116,2.2306741020239663e-08,1.0524377313451013e-09,6.419841333494645e-06,2.153045317953022e-07,2.1693383062593055e-06,0.00013605799258768736,3.7986820733796327e-07
0.009670812518021621,0.5499399102535465,2.1909680858971263e-07,8.960408671973208e-08,3.1667764451207105e-07,0.00047816016974352044,0.0,0.0,0.0002212624898728194,4.7109916098800794e-05,0.0017564825839004121,4.562987741485417e-06,8.859786306942366e-08,4.72035110569108e-22,9.939677988695076e-16,2.6545231929976146e-10,1.5512615565143797e-07,0.008070463828015465,8.799032792240888e-17,5.371370557845631e-16,4.1431006798482233e-14,1.370148067091719e-18,3.3380157771512746e-12,2.7600817900039772e-09,4.884557800173228e-11,1.0669029092382142e-10,3.227369340936201e-17,1.8038482883609638e-10,7.137541277052666e-10,1.2477635383335286e-14,1.2534366019016863e-09,1.0646291842240897e-15,5.441964264193119e-16,5.952642731534008e-11,3.76,0.0,0.36935832589362266,0.9885224341675438,0.002867435565428616,2.3824550266530046e-05,0.15505952638581305,0.16402745256009135,8.44857484504448e-05,3.566794695676116e-13,0.009537523685251828,5.2964217032954735e-05,1.893395344721533e-05,5.5147405567991394e-08,7.759944031846882e-13,1.7438000081953884e-07,1.2867275754041136e-07,0.0008058320432596873,2.0605690930435769e-13,9.720554484176215e-06,1.2501956422782884e-06,3.837037458984306e-07,0.00017796159014478395,0.0009321772004189943,2.256717493826613e-08,1.0646878816954858e-09,6.493226625781402e-06,2.1680123502311237e-07,2.1877092569183895e-06,0.00013791107262336235,3.841383006472995e-07
0.009706501212382292,0.5499925329943867,2.2005502486283533e-07,9.021004091467117e-08,3.1972180964420583e-07,0.0004828510339047201,0.0,0.0,0.00022210886412859176,4.7521673269059184e-05,0.0017810237894380228,4.62964779926867e-06,8.954167642429951e-08,4.8065610324203375e-22,1.0076202951313624e-15,2.680138063584707e-10,1.5620416400740365e-07,0.00811922651172496,9.06382322584564e-17,5.424630916614927e-16,4.251138499319363e-14,1.3955897469088802e-18,3.370147792802026e-12,2.8152267745574193e-09,4.936156075947128e-11,1.0954489976779756e-10,3.3170137357496245e-17,1.8368999034045598e-10,7.264768637161956e-10,1.2716122871839482e-14,1.2659580034628428e-09,1.086810981636654e-15,5.569859332908168e-16,6.077939995764275e-11,3.76,0.0,0.36883010056949767,0.9884307425438343,0.002904473840619755,2.407982245761714e-05,0.1554954953156193,0.16452520074978205,8.447791140845348e-05,3.576149192544817e-13,0.009607837687177972,5.3195735770609635e-05,1.9066440471988683e-05,5.537803125618869e-08,7.814248887012501e-13,1.751529774546931e-07,1.2979761693441625e-07,0.0008162651182494659,2.0760742774323587e-13,9.821058050030138e-06,1.2586618681217742e-06,3.8559417165031446e-07,0.00017938627983257705,0.0009398154847901295,2.2829881342057707e-08,1.077044322193664e-09,6.567231528006461e-06,2.183029039743988e-07,2.2061957786160054e-06,0.00013978184791328324,3.8844327851610573e-07
0.009742189906742962,0.5500451047583979,2.210148807883596e-07,9.081964406279036e-08,3.227867773068088e-07,0.0004875711443674758,0.0,0.0,0.00022295601841761914,4.793558041048828e-05,0.0018058205273811174,4.697145032392541e-06,9.04926896230389e-08,4.894144717408831e-22,1.021429928783433e-15,2.705950930940098e-10,1.572857592016133e-07,0.00816803761640049,9.336106381458305e-17,5.478204470701248e-16,4.361642607141496e-14,1.4214130152130693e-18,3.402526891364778e-12,2.8712638939250974e-09,4.9881192640472206e-11,1.124665199000176e-10,3.408846651810701e-17,1.870433999615661e-10,7.393723795605185e-10,1.295870395054275e-14,1.2785524384325854e-09,1.109374973623859e-15,5.700410379721384e-16,6.205398321039959e-11,3.76,0.0,0.3683023699424032,0.9883385843059331,0.002941851756944847,2.433670841287171e-05,0.15593054474022913,0.165022231007047,8.447003448765734e-05,3.5854775357897997e-13,0.009678433098642955,5.342743235096682e-05,1.9199357236762656e-05,5.560873210357944e-08,7.868729903654354e-13,1.7592666960655646e-07,1.3093103570470258e-07,0.0008267875306732982,2.0916736772370247e-13,9.922306031701402e-06,1.2671545411224702e-06,3.874884443482682e-07,0.00018081804966310733,0.0009474807660012733,2.309487411005107e-08,1.0895076949713486e-09,6.641859550258176e-06,2.1980954122549945e-07,2.224798359540209e-06,0.00014167043415917952,3.9278332251395384e-07
0.009777878601103632,0.5500976257391612,2.2197638519379825e-07,9.14329165810159e-08,3.258726417505413e-07,0.0004923206139205662,0.0,0.0,0.00022380395564024992,4.83516402115798e-05,0.0018308746699391733,4.765489272223713e-06,9.14509367125678e-08,4.983123003839026e-22,1.0353982310971871e-15,2.7319629542813807e-10,1.5837094284898608e-07,0.008216896029873074,9.616086583640018e-17,5.532091770213485e-16,4.474662285656383e-14,1.4476224769344574e-18,3.435154495208748e-12,2.928204686120944e-09,5.040448798918757e-11,1.1545652392882478e-10,3.502915408212096e-17,1.9044560927371274e-10,7.524423520182274e-10,1.3205443336751958e-14,1.2912199494083146e-09,1.132326501373787e-15,5.833666430580729e-16,6.33504748298678e-11,3.76,0.0,0.367775132398322,0.9882459576651101,0.0029795714647171323,2.459521180553375e-05,0.15636467510526783,0.16551854400665614,8.446211753517897e-05,3.5947797296528215e-13,0.009749310551964246,5.3659306015112375e-05,1.9332703804380526e-05,5.583950685962478e-08,7.923387107432587e-13,1.767010753759676e-07,1.320730663951152e-07,0.0008373997167636095,2.1073678323481143e-13,1.0024302481792261e-05,1.2756736558586692e-06,3.8938656993349544e-07,0.00018225692429470785,0.0009551729955075529,2.3362167005873387e-08,1.1020786359492026e-09,6.717114193640709e-06,2.213211483887264e-07,2.2435174779050094e-06,0.0001435769475072742,3.971586132139984e-07
0.009813567295464303,0.5501500961308741,2.2293954662038425e-07,9.204987402387812e-08,3.2897949749375377e-07,0.0004970995554522138,0.0,0.0,0.00022465267840009252,4.876985522695918e-05,0.0018561880988446603,4.8346904798769725e-06,9.241645202094756e-08,5.073515053120393e-22,1.0495267213312512e-15,2.758175299263435e-10,1.594597164748579e-07,0.008265800638254404,9.903964447729442e-17,5.586293361459406e-16,4.590247846211937e-14,1.4742227667583218e-18,3.4680320355387387e-12,2.9860608241844402e-09,5.093146141723273e-11,1.18516313175433e-10,3.599267024458857e-17,1.9389717571630083e-10,7.656884692545252e-10,1.3456405752304451e-14,1.3039605866171515e-09,1.1556708895427456e-15,5.969676518196529e-16,6.466917619839034e-11,3.76,0.0,0.36724838632444096,0.9881528608202372,0.0030176351240116988,2.4855336294490422e-05,0.15679788684732676,0.16601414042134555,8.445416039708143e-05,3.6040557782071764e-13,0.009820470687300265,5.389135593494975e-05,1.946648024739599e-05,5.607035418330924e-08,7.978220527989351e-13,1.7747619264930248e-07,1.3322376144868138e-07,0.0008481021132042838,2.123157285286523e-13,1.0127051473065444e-05,1.2842192100951433e-06,3.912885540614793e-07,0.00018370292795684252,0.0009628921242624667,2.3631773773127215e-08,1.1147577808689328e-09,6.7929989561410175e-06,2.2283772763925382e-07,2.262353611065769e-06,0.00014550150461203036,4.015693311020647e-07
0.009849255989824973,0.5502025161281288,2.2390437344730925e-07,9.267052970898801e-08,3.321074387122335e-07,0.0005019080819374385,0.0,0.0,0.00022550218904803781,4.9190227879785166e-05,0.0018817627054214209,4.904758749099353e-06,9.338926990220795e-08,5.165340261802606e-22,1.0638169474108206e-15,2.78458913857986e-10,1.6055208150834785e-07,0.008314750325929352,1.0199948782955171e-16,5.640809791627405e-16,4.708450659806155e-14,1.5012185800041606e-18,3.501160951499701e-12,3.0448441184823405e-09,5.146212738247532e-11,1.2164731849504147e-10,3.697949886599957e-17,1.9739866270591139e-10,7.791124309024626e-10,1.3711657265974194e-14,1.3167743941398788e-09,1.1794135487592395e-15,6.108490880935743e-16,6.601039238461423e-11,3.76,0.0,0.36672213010932136,0.9880592919576938,0.003056044904634847,2.511708552372304e-05,0.15723018039385153,0.1665090209218172,8.444616291836005e-05,3.613305685175873e-13,0.009891914152709114,5.4123581166228453e-05,1.960068664823793e-05,5.6301272611580734e-08,8.033230199013678e-13,1.7825201893031467e-07,1.3438317322089776e-07,0.0008588951570880275,2.139042581203811e-13,1.0230557098450159e-05,1.2927911994846937e-06,3.93194401550011e-07,0.00018515608446212782,0.0009706381026894343,2.3903708267357572e-08,1.127545770219572e-09,6.869517336235638e-06,2.2435928082067123e-07,2.2813072368527954e-06,0.00014744422262706803,4.0601565625528165e-07
0.009884944684185644,0.5502548859267167,2.248708738923687e-07,9.329490294873788e-08,3.352565589795781e-07,0.0005067463063824805,0.0,0.0,0.00022635248984846635,4.961276051145914e-05,0.0019076003852827434,4.975704234743382e-06,9.43694243095425e-08,5.258619105775094e-22,1.0782704771898688e-15,2.8112056343489135e-10,1.616480392458837e-07,0.008363743976532945,1.050426216743283e-16,5.695641610150733e-16,4.8293225934258454e-14,1.5286146583530817e-18,3.53454266760137e-12,3.104566442100457e-09,5.1996500048896046e-11,1.2485098451448048e-10,3.799014428041853e-17,2.0095063640435604e-10,7.927159417629337e-10,1.3971265642113826e-14,1.3296614047112003e-09,1.2035600076865948e-15,6.250161246445429e-16,6.737443014222206e-11,3.76,0.0,0.36619636214216145,0.9879652492582381,0.003094802980757414,2.538046313025121e-05,0.15766155616812672,0.16700318617786017,8.443812494352979e-05,3.622529454005683e-13,0.009963641599802965,5.435598079660456e-05,1.9735323093868303e-05,5.653226072532975e-08,8.088416156051232e-13,1.7902855181782735e-07,1.355513539852217e-07,0.0008697792856427157,2.155024266408336e-13,1.0334823459747877e-05,1.301389615941925e-06,3.951041172425867e-07,0.0001866164174488459,0.0009784108809722113,2.4177984338786707e-08,1.1404432439277573e-09,6.946672827413034e-06,2.2588580915676315e-07,2.3003788286395568e-06,0.00014940521892403195,4.1049776790898174e-07
0.009920633378546314,0.5503072057209953,2.2583905612245175e-07,9.392300982520964e-08,3.3842695201681964e-07,0.000511614341858151,0.0,0.0,0.00022720358283982928,5.0037455332189544e-05,0.0019337030427764895,5.047537216007831e-06,9.535694941049059e-08,5.353371769172839e-22,1.0928888614864357e-15,2.838025957032461e-10,1.627475909537245e-07,0.008412780472170717,1.081712034254507e-16,5.750789362561907e-16,4.952916521188681e-14,1.556415768511611e-18,3.5681786195502892e-12,3.1652397959398705e-09,5.2534593904414105e-11,1.2812878386911691e-10,3.902510244699075e-17,2.0455366855825652e-10,8.06500717170011e-10,1.4235298324883127e-14,1.3426216589307696e-09,1.2281157564882962e-15,6.394739044991823e-16,6.876159965715215e-11,3.76,0.0,0.36567108081346633,0.9878707308912025,0.0031339115354169756,2.5645472736856763e-05,0.15809201458498318,0.16749663685740793,8.443004631612908e-05,3.6317270880285583e-13,0.010035653687446147,5.458855388601062e-05,1.987038968044311e-05,5.6763317062566474e-08,8.143778438417555e-13,1.7980578883069608e-07,1.3672835590221142e-07,0.0008807549364054084,2.1711028895920954e-13,1.0439854677039612e-05,1.3100144543549384e-06,3.970177059868983e-07,0.00018808395017378486,0.0009862104088148751,2.445461576633824e-08,1.1534508392497989e-09,7.024468921668822e-06,2.2741731437674194e-07,2.3195688579160854e-06,0.0001513846113213823,4.1501584536271267e-07
0.009956322072906984,0.550359475706408,2.268089280234815e-07,9.455486454449857e-08,3.4161871135489134e-07,0.0005165123015024917,0.0,0.0,0.00022805546979356723,5.046431442777071e-05,0.0019600725923947723,5.120268117073648e-06,9.635187945863148e-08,5.449618271587522e-22,1.1076736757739432e-15,2.865051280968033e-10,1.6385073787295324e-07,0.008461858693151718,1.1138744165456928e-16,5.806253594462114e-16,5.079286493919657e-14,1.584626735169068e-18,3.602070247314542e-12,3.2268763295931052e-09,5.307642340345851e-11,1.3148222192605918e-10,4.008487874942819e-17,2.0820833741232326e-10,8.204684846426465e-10,1.4503823800994092e-14,1.3556551945038997e-09,1.2530863510494142e-15,6.542276599631374e-16,7.017221510421096e-11,3.76,0.0,0.3651462845154036,0.9877757350126977,0.0031733727618347496,2.591211794967628e-05,0.15852155604948567,0.16798937362626087,8.442192687856627e-05,3.64089859025009e-13,0.01010795108291156,5.482129931584722e-05,2.0005886514801824e-05,5.6994439965409036e-08,8.199317089806899e-13,1.805837269049924e-07,1.379142310442836e-07,0.0008918225472891642,2.1872790022342908e-13,1.054565489177599e-05,1.3186657086891207e-06,3.989351714451299e-07,0.00018955870545142147,0.000994036635320462,2.4733616420329282e-08,1.1665691972355667e-09,7.102909113453913e-06,2.2895379808182726e-07,2.3388777951985883e-06,0.00015338251814872686,4.195700677387214e-07
0.009992010767267655,0.5504116960789301,2.277804974583043e-07,9.51904851668303e-08,3.448319295595633e-07,0.0005214402984920142,0.0,0.0,0.0002289081523457819,5.0893339774070196e-05,0.001986710955586961,5.193907464230188e-06,9.735424822490105e-08,5.547379699946524e-22,1.122626529689285e-15,2.8922827674830915e-10,1.6495748113312487e-07,0.008510977518598093,1.146937517575421e-16,5.862034856737726e-16,5.2084874017436146e-14,1.6132524566685176e-18,3.6362189725269334e-12,3.2894882967424542e-09,5.362200250348494e-11,1.3491282732009097e-10,4.1170009643526567e-17,2.1191522577795696e-10,8.346209801718178e-10,1.4776912916581138e-14,1.3687620315352535e-09,1.2784775199261497e-15,6.692828251478465e-16,7.160659345463038e-11,3.76,0.0,0.36462197164127536,0.9876802597696756,0.0032131888602575345,2.6180402362995048e-05,0.15895018095983138,0.16848139714874547,8.441376647246713e-05,3.650043963234558e-13,0.0101805344592856,5.505421606751006e-05,2.014181371128301e-05,5.722562790727863e-08,8.255032156985258e-13,1.8136236328720523e-07,1.3910903136892754e-07,0.0009029825563481068,2.2035531576563691e-13,1.0652228259546825e-05,1.3273433669260166e-06,4.0085651763848377e-07,0.0001910407058035024,0.0010018895092138093,2.5015000255494187e-08,1.1797989618049099e-09,7.181996892357363e-06,2.304952608752365e-07,2.3583061086210463e-06,0.00015539905807746387,4.2416061307303834e-07
0.009999999999999998,0.5504638670340162,2.2799822524875798e-07,9.533329185568127e-08,3.4555418606814847e-07,0.000522547600785173,0.0,0.0,0.00022909914207872544,5.098967786460269e-05,0.0019927112103902004,5.210517812647104e-06,9.757965984389826e-08,5.569474190807781e-22,1.1259970389214399e-15,2.898407138058193e-10,1.6520572824382388e-07,0.008521978654326134,1.154464814301433e-16,5.87456547451197e-16,5.2378036337657e-14,1.619717895275501e-18,3.6438988325535104e-12,3.3036394196387424e-09,5.3744650330534545e-11,1.3569152733796856e-10,4.141645339016204e-17,2.127522587922617e-10,8.3781462485257e-10,1.4838678705629174e-14,1.3717061576006744e-09,1.2842197521558821e-15,6.726949004508878e-16,7.193097949604569e-11,3.76,0.0,0.36450466558445016,0.9876588209292259,0.003222150885792915,2.6240685134299913e-05,0.15904600695601953,0.16859144336790086,8.441193406446488e-05,3.6520876575070627e-13,0.010196822140120932,5.510637991064973e-05,2.0172301193168147e-05,5.727739012723672e-08,8.267528643520855e-13,1.8153676331872553e-07,1.3937772597721344e-07,0.0009054935257229738,2.2072097594391915e-13,1.0676191993518388e-05,1.3292895540356532e-06,4.012871600517046e-07,0.00019137345953825987,0.0010036510901823051,2.5078318397003793e-08,1.1827758883641862e-09,7.199790461486799e-06,2.3084101322565404e-07,2.3626717099771254e-06,0.0001558530430931796,4.251932413976981e-07
0.010027699461628325,0.5504638670340162,2.287537718648409e-07,9.582988523849797e-08,3.480666989066653e-07,0.0005263984460424644,0.0,0.0,0.00022976163191351754,5.1324533244226416e-05,0.002013620062294152,5.268465908284068e-06,9.836408943823679e-08,5.646677848930343e-22,1.137748995377153e-15,2.919721577977911e-10,1.6606782176978493e-07,0.00856013582615107,1.1809253449187933e-16,5.918133697561971e-16,5.340575158679659e-14,1.6422978609591431e-18,3.670626217463778e-12,3.35308807765347e-09,5.417134536810563e-11,1.3842215707117186e-10,4.228102933966048e-17,2.1567492202169705e-10,8.489599499869342e-10,1.5054636580308667e-14,1.381942194037159e-09,1.3042949675611797e-15,6.846448529107446e-16,7.30650550718484e-11,3.76,0.0,0.36409814058589585,0.9875843032980193,0.003253362039395905,2.645032955664058e-05,0.1593778897059978,0.16897270808741277,8.44055649385112e-05,3.659163209411818e-13,0.010253404496728102,5.528730293185904e-05,2.0278171393329218e-05,5.745687913616055e-08,8.310923690451168e-13,1.821416946104341e-07,1.4031280874543456e-07,0.0009142354019262576,2.2199259115217792e-13,1.0759578953898785e-05,1.3360474186274876e-06,4.0278174744919935e-07,0.0001925299733873854,0.0010097689786886606,2.5298780977753083e-08,1.193140766829824e-09,7.2617357403126305e-06,2.3204170362284894e-07,2.377854261785919e-06,0.00015743435019542883,4.287876590703276e-07
0.010063388155988996,0.550515988768034,2.297287587736064e-07,9.647308170143632e-08,3.51323112577318e-07,0.0005313868573897187,0.0,0.0,0.00023061590973371792,5.1757896607933155e-05,0.0020408018500132244,5.343954213793531e-06,9.938143728664956e-08,5.747532665682846e-22,1.153042681087445e-15,2.947368892095853e-10,1.6718176077464927e-07,0.008609332492156622,1.2158610749906057e-16,5.974550660491967e-16,5.475606625118949e-14,1.6717679003504935e-18,3.705293427745652e-12,3.4176881675382608e-09,5.472446647835524e-11,1.4201179439597973e-10,4.341846210646667e-17,2.1948801957116716e-10,8.634871494881292e-10,1.5337065668939128e-14,1.3951957159645262e-09,1.3305443828246215e-15,7.00319194357957e-16,7.4547923400199e-11,3.76,0.0,0.36357478974554314,0.9874878637237471,0.0032938945154467538,2.67219030969991e-05,0.15980468267051373,0.16946330710324004,8.43973221165351e-05,3.6682563310940535e-13,0.010326561881717853,5.552055862591145e-05,2.0414959692643152e-05,5.768819181406239e-08,8.366991744090506e-13,1.8292171727551918e-07,1.4152561494626328e-07,0.0009255815225336852,2.23639782153839e-13,1.0867711164064032e-05,1.34477785689797e-06,4.0471086341407103e-07,0.00019402653004573663,0.0010176749914407484,2.5584972508474307e-08,1.2065952556173458e-09,7.3421291407737254e-06,2.3359312781024382e-07,2.3975227168659003e-06,0.00015948851394909352,4.3345138352690266e-07
0.010099076850349666,0.5505680614773045,2.3070546561491126e-07,9.712009207870518e-08,3.5460126260558984e-07,0.000536405645786717,0.0,0.0,0.00023147098689653095,5.219343151267473e-05,0.002068258264384083,5.42038327048654e-06,1.0040632550078007e-07,5.8499660394169465e-22,1.1685092253253936e-15,2.975225880327375e-10,1.6829929908837287e-07,0.008658566391615146,1.2517701953703604e-16,6.031286295753492e-16,5.6136397111575066e-14,1.7016676145857641e-18,3.740222035188644e-12,3.4833011875996942e-09,5.528137978542849e-11,1.4568335153642204e-10,4.45828680265451e-17,2.2335511741119302e-10,8.782043440607214e-10,1.5624273510433084e-14,1.4085226109131628e-09,1.3572316426376372e-15,7.163114961255672e-16,7.605552526437323e-11,3.76,0.0,0.36305191751805743,0.9873909391621387,0.0033347885127151832,2.6995126535578858e-05,0.1602305602277199,0.16995319485550028,8.43890378454576e-05,3.677323330094201e-13,0.01040000730759406,5.5753981980631046e-05,2.0552178749969252e-05,5.791956424918327e-08,8.423236375492059e-13,1.8370242803884472e-07,1.4274750161880894e-07,0.000937021356754772,2.252969447558288e-13,1.0976629095738967e-05,1.353534668280689e-06,4.0664386855137106e-07,0.00019553039729061205,0.0010256074946761156,2.5873588854667306e-08,1.2201630743794617e-09,7.423180579001113e-06,2.3514953384867176e-07,2.4173119364573603e-06,0.0001615616691621388,4.381519634887781e-07
0.010134765544710336,0.5506200853579974,2.316838995857846e-07,9.7770929511343e-08,3.579012407354966e-07,0.0005414549245001257,0.0,0.0,0.00023232686433833085,5.2631139509944014e-05,0.002095991258985852,5.497764090022924e-06,1.014387877536085e-07,5.9540000340605015e-22,1.1841502455614631e-15,3.0032937086358687e-10,1.6942043761246492e-07,0.008707836398197452,1.2886783689180684e-16,6.088341151628476e-16,5.754733350549478e-14,1.7320020785919628e-18,3.775413466141685e-12,3.5499398814909886e-09,5.584209935926592e-11,1.4943846902639923e-10,4.577480952528118e-17,2.272768199326566e-10,8.931133087724142e-10,1.5916333928323127e-14,1.4219228939049371e-09,1.3843626300592612e-15,7.326274623418021e-16,7.758819077089218e-11,3.76,0.0,0.3625295223028664,0.987293527718044,0.0033760462633461337,2.727000340944401e-05,0.1606555227440659,0.17044237200181855,8.438071196330603e-05,3.686364208051197e-13,0.010473741474375377,5.5987571745381946e-05,2.0689828714854296e-05,5.81509946428458e-08,8.479657645853465e-13,1.8448382339641326e-07,1.4397852032395866e-07,0.0009485553433093143,2.2696413515664513e-13,1.1086336970988571e-05,1.3623178400718773e-06,4.0858076542417503e-07,0.0001970415963055318,0.001033566435113402,2.6164643839872705e-08,1.2338448619051298e-09,7.504893535761426e-06,2.3671092227622646e-07,2.4372223810090085e-06,0.0001636539360267061,4.428895757058371e-07
0.010170454239071007,0.5506720606074615,2.3266406788551464e-07,9.842561496058577e-08,3.612231387683545e-07,0.0005465348067991873,0.0,0.0,0.00023318354287348386,5.30710220573848e-05,0.0021240027933588576,5.576107777671167e-06,1.0247885759877892e-07,6.059656295131187e-22,1.1999673696821698e-15,3.031573538650097e-10,1.7054517717229275e-07,0.008757141384596146,1.326611755076415e-16,6.145715775750253e-16,5.898947271123556e-14,1.7627764025313166e-18,3.8108691412536146e-12,3.6176170863993885e-09,5.64066392989372e-11,1.5327880926572259e-10,4.699485624930265e-17,2.3125373566563177e-10,9.082158260248126e-10,1.6213321656480487e-14,1.4353965795735128e-09,1.4119432804554108e-15,7.492728820943073e-16,7.914625253077963e-11,3.76,0.0,0.362007602500613,0.9871956274884692,0.0034176700053916388,2.7546537244500874e-05,0.16107957058003072,0.17093083919857793,8.437234430743749e-05,3.6953789664075754e-13,0.010547765087120688,5.622132664380267e-05,2.082790974354243e-05,5.838248116496912e-08,8.53625561911834e-13,1.8526589976045286e-07,1.4521872250540624e-07,0.0009601839210022604,2.286414097164603e-13,1.1196839024284666e-05,1.371127359708774e-06,4.1052155640365713e-07,0.00019856014803274917,0.0010415517590874933,2.6458151297012414e-08,1.2476412574483162e-09,7.587271487450322e-06,2.3827729365226237e-07,2.457254504760837e-06,0.00016576543500761682,4.476643964282011e-07
