Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42)
0.00019789838697805586,0.5776720558005687,8.775171933399839e-09,7.018823501173932e-09,1.1156480491955009e-09,5.709038278809785e-07,0.0,0.0,3.4381580963665662e-06,2.0984989346296826e-08,1.180931283259421e-07,1.1037639314920366e-09,2.0910595072690212e-10,8.101026718977345e-27,4.357883309263257e-19,2.9958022438203666e-12,4.993498720684575e-10,2.790695838602013e-05,7.715690080987594e-23,1.911559502073684e-18,6.0280084390237715e-21,1.1680954527825076e-23,6.31636922291464e-14,5.962027815186524e-16,6.04856899732174e-15,1.934515523401866e-18,3.0026328357643807e-25,8.009926981588577e-17,1.2384829606165694e-16,4.8312069880952384e-20,9.628657253817724e-14,4.2909962675053e-22,6.73650956681172e-22,8.698985843740284e-18,3.76,0.0,0.6937499827365706,0.9998398536286714,5.893187580009784e-07,3.2087861636624752e-09,0.017171511750152177,0.01719993447601399,0.0001284195951779605,7.472015328042614e-14,2.7900021506668815e-05,2.132925157331762e-06,1.8395058138685648e-07,1.3215683369784495e-09,1.725270020455252e-14,9.294833469069422e-09,2.8164201344758586e-09,3.132638374504731e-08,3.692690053498696e-14,4.5625945184233835e-08,3.2893853224507655e-09,2.2278168335967946e-08,1.086595623327912e-07,1.6847642486111833e-06,3.692091703436014e-11,1.9989194500286987e-12,4.863437477714849e-09,4.632489678614358e-10,2.0372504098043697e-08,1.0221050915105827e-09
0.0002054532069089117,0.5777403033727284,9.158579096403133e-09,7.196240208345956e-09,1.1658754597097483e-09,6.173377984241168e-07,0.0,0.0,3.6149041789791294e-06,2.251653147045188e-08,1.314893322667528e-07,1.206790638278991e-09,2.2415764328925397e-10,9.340002801912808e-27,4.814492806124749e-19,3.1712875373863985e-12,5.389093401480198e-10,3.0066100228022516e-05,8.938541485290743e-23,2.137245656158513e-18,7.218356917192385e-21,1.3237252861681633e-23,6.569645381123825e-14,6.947743426855248e-16,6.637439350242074e-15,2.3654383321020434e-18,3.5913882070571626e-25,9.542920670967303e-17,1.4884569337594797e-16,5.628208458825053e-20,1.0902422822727596e-13,5.043970089189384e-22,7.804393975445501e-22,1.0415895584762027e-17,3.76,0.0,0.6931014751652842,0.9998374849954944,6.374114293444193e-07,3.5769323080282956e-09,0.017817615819961014,0.01784824076818894,0.00012841928980444098,7.75222733197195e-14,3.005961128319612e-05,2.210818269060232e-06,1.982046355681119e-07,1.3696688162725591e-09,1.8594183215948458e-14,9.63443691838328e-09,2.9866666387087615e-09,3.4951062376959724e-08,3.8376240796670797e-14,4.9168413766769697e-08,3.538108433236989e-09,2.309568394487651e-08,1.204875551837772e-07,1.8138346989171814e-06,3.97710950573761e-11,2.1535236176112063e-12,5.2495795657637164e-09,5.026004591430963e-10,2.1903726543137213e-08,1.137134043626542e-09
0.00021300802683976751,0.5778084875759709,9.546730708207504e-09,7.371609588239958e-09,1.2168982925199417e-09,6.657653586452816e-07,0.0,0.0,3.7948685928976528e-06,2.4103044261501446e-08,1.4583394989335361e-07,1.3157835691957891e-09,2.397111073645677e-10,1.0723267953059251e-26,5.302724263517029e-19,3.3510147868531506e-12,5.803197077318617e-10,3.230470829000926e-05,1.0308563690342549e-22,2.379893541423404e-18,8.603473184754386e-21,1.494920881743276e-23,6.829086278226947e-14,8.058527963223003e-16,7.266965632553513e-15,2.872046162730121e-18,4.27544840001956e-25,1.1304041948433465e-16,1.7789030598924963e-16,6.527675791031455e-20,1.2292674735532855e-13,5.899925351431503e-22,8.999465439449574e-22,1.2397171342502407e-17,3.76,0.0,0.6924535685216945,0.9998350320156028,6.87608989323349e-07,3.973567495926422e-09,0.018463032993800223,0.018495941556856188,0.000128418973598914,8.0320731840991e-14,3.229882151245238e-05,2.2886457804098683e-06,2.1298606706070008e-07,1.417717075466279e-09,1.9985465244060334e-14,9.97375499937659e-09,3.15919487267039e-09,3.883961783321428e-08,3.9828487591883644e-14,5.2842706821686305e-08,3.797907345257917e-09,2.3912513079748626e-08,1.3309152869291683e-07,1.94753499993428e-06,4.273727436465003e-11,2.3144296272011232e-12,5.650875165862327e-09,5.438391503012108e-10,2.3477754496710054e-08,1.2643711621733381e-09
0.00022056284677062334,0.5778766084747071,9.939753861451718e-09,7.545175624987158e-09,1.268739127117599e-09,7.162108168144607e-07,0.0,0.0,3.978038063700908e-06,2.574524894709964e-08,1.6115820545971111e-07,1.4308864301921894e-09,2.557698120255479e-10,1.2262815102479162e-26,5.823904341203415e-19,3.5349911196149273e-12,6.236200050782749e-10,3.462267772167582e-05,1.1838543506418686e-22,2.6400981200164817e-18,1.0208969016682113e-20,1.6828318466126747e-23,7.094702372720686e-14,9.306146458737722e-16,7.939082314809522e-15,3.4643723956666897e-18,5.0674620085553815e-25,1.3318425787043187e-16,2.1149358049355744e-16,7.539493894067901e-20,1.3805743702027637e-13,6.869461168118778e-22,1.0332576095980526e-21,1.4673337962926875e-17,3.76,0.0,0.6918062622008939,0.999832494769152,7.399429564285399e-07,4.399984541373009e-09,0.019107763914831224,0.01914303740227144,0.00012841864657168114,8.311553316777912e-14,3.4617558458091976e-05,2.36643606938821e-06,2.2829440279836992e-07,1.4657307146361096e-09,2.142650161976527e-14,1.0312911436600541e-08,3.3338634928577137e-09,4.300109357803475e-08,4.128364017680719e-14,5.664876190708772e-08,4.068998517889773e-09,2.4728953632024236e-08,1.4649254359402095e-07,2.085861440485997e-06,4.582112875894428e-11,2.4817282818624955e-12,6.067491529882901e-09,5.870006549857889e-10,2.5094130123558335e-08,1.4048029320923314e-09
0.00022811766670147916,0.5779446661334081,1.0337772216404374e-08,7.717161568021144e-09,1.3214202499129645e-09,7.686990910213004e-07,0.0,0.0,4.164399942302278e-06,2.7443917693307473e-08,1.7749352045768054e-07,1.5522432590536757e-09,2.723375627595949e-10,1.39691314347521e-26,6.379403544852557e-19,3.723228837042011e-12,6.688493566661101e-10,3.7019903719688695e-05,1.3542025295137152e-22,2.918452356708317e-18,1.2063045612766622e-20,1.8886750727180602e-23,7.36651163420113e-14,1.0703160362881581e-15,8.655785045288667e-15,4.153394828057052e-18,5.981444676870884e-25,1.5613116870418387e-16,2.502155248491948e-16,8.674223827451254e-20,1.5448095450910403e-13,7.9639612288662745e-22,1.1815210058890179e-21,1.7277431409923227e-17,3.76,0.0,0.6911595555967435,0.9998298733350228,7.944457394585832e-07,4.857501745159129e-09,0.019751809225454164,0.019789528864097693,0.00012841830873284988,8.590668161642388e-14,3.701572844545795e-05,2.444217444948329e-06,2.441291699683075e-07,1.5137272826779993e-09,2.2917247697863252e-14,1.0652029659121304e-08,3.510540687194561e-09,4.744461513331948e-08,4.274169783775259e-14,6.058651754719422e-08,4.351598594605683e-09,2.5545302907457934e-08,1.6071172796822415e-07,2.2288119953838594e-06,4.9024399341792976e-11,2.6555140426284525e-12,6.499607759850796e-09,6.32121045626089e-10,2.6752493636342153e-08,1.5594592193891364e-09
0.000235672486632335,0.5780126606165995,1.0740905978483174e-08,7.887771905281402e-09,1.3749636754210191e-09,8.232556907317848e-07,0.0,0.0,4.353942240945978e-06,2.919987130979401e-08,1.9487153229602173e-07,1.679998589579145e-09,2.8941847515752957e-10,1.5859051572460758e-26,6.970637813119646e-19,3.915744865560907e-12,7.160469836466372e-10,3.949628154112615e-05,1.5433342751816102e-22,3.2155472239872662e-18,1.4196678983373074e-20,2.1137370787982502e-23,7.64453874974998e-14,1.2262966208113159e-15,9.419131906539459e-15,4.951094333679635e-18,7.032897545981112e-25,1.8217160126156334e-16,2.9466797830146536e-16,9.943132628703188e-20,1.7226330307706245e-13,9.19563389268074e-22,1.3459508592066913e-21,2.0245137806357312e-17,3.76,0.0,0.6905134481019477,0.9998271677907667,8.51150623595819e-07,5.347462907058405e-09,0.020395169567289262,0.02043541650140351,0.00012841796009239036,8.869418149682752e-14,3.9493237883474884e-05,2.5220180557388365e-06,2.6048989601196584e-07,1.5617242208382568e-09,2.44576588571552e-14,1.0991232402249773e-08,3.689103569318535e-09,5.217940315975969e-08,4.420265989483681e-14,6.465591334573939e-08,4.645924424154826e-09,2.6361856656491084e-08,1.7577029648291355e-07,2.376386318568035e-06,5.234889238036989e-11,2.8358849138647558e-12,6.947414103966156e-09,6.792368315701254e-10,2.845257332185366e-08,1.7294143846756312e-09
0.00024322730656319082,0.5780805919888622,1.1149271898864794e-08,8.057194146935162e-09,1.429391165753462e-09,8.799066983478311e-07,0.0,0.0,4.546653661884371e-06,3.101397723168706e-08,2.1332411128096145e-07,1.814297594814196e-09,3.070169474716448e-10,1.7947594999990038e-26,7.599070058478036e-19,4.112560153233399e-12,7.652522066707347e-10,4.2051706514864266e-05,1.7527651536583997e-22,3.531971707166741e-18,1.6643813205917138e-20,2.3593774811496274e-23,7.928814246780074e-14,1.399983565038746e-15,1.0231244577735751e-14,5.870515986910713e-18,8.238934252984208e-25,2.1161693692944603e-16,3.455180252256264e-16,1.1358223898588277e-19,1.9147182847658047e-13,1.057755298580026e-21,1.5278296003915218e-21,2.3614937598151915e-17,3.76,0.0,0.6898679391081242,0.9998243782125622,9.100917574442466e-07,5.8712373399162734e-09,0.021037845581161507,0.02108070087266129,0.00012841760066010092,9.147803711220408e-14,4.204999328439756e-05,2.5998658095169318e-06,2.773761086259067e-07,1.6097388128616228e-09,2.604769050052238e-14,1.1330641355796287e-08,3.869437610203096e-09,5.721478611563064e-08,4.5666525705557475e-14,6.885689009612038e-08,4.952193081073622e-09,2.71789082174018e-08,1.9168956724759573e-07,2.5285857309023433e-06,5.5796477228145e-11,3.0229423293668546e-12,7.4111113121894246e-09,7.283849382030317e-10,3.0194176289961323e-08,1.9157884284616317e-09
0.00025078212649404664,0.5781484603148281,1.1562983294388994e-08,8.225600405408383e-09,1.4847242476183995e-09,9.386787508897881e-07,0.0,0.0,4.742523619623102e-06,3.28871477381064e-08,2.3288337616615258e-07,1.955286212835171e-09,3.2513763527584135e-10,2.0246632260076158e-26,8.266209197611992e-19,4.313699111149855e-12,8.165044489938936e-10,4.468607405124694e-05,1.9840958637413543e-22,3.8683128094079315e-18,1.9441561292818605e-20,2.6270303847553437e-23,8.219373678957454e-14,1.5928956895031337e-15,1.1094309472711058e-14,6.925832588481002e-18,9.618417468799805e-25,2.4480044190581017e-16,4.034915546984116e-16,1.2932269284237244e-19,2.121752169565587e-13,1.2123698887649224e-21,1.72851046716579e-21,2.7428254770595997e-17,3.76,0.0,0.6892230280058681,0.9998215046751773,9.713041408635186e-07,6.4302198859072215e-09,0.021679837907088058,0.021725382535745564,0.00012841723044555367,9.425825275801466e-14,4.468590128161964e-05,2.6777883019192025e-06,2.9478733576265865e-07,1.6577881409777807e-09,2.768729805500735e-14,1.1670376853154587e-08,4.051436104420995e-09,6.256021248891202e-08,4.713329466826145e-14,7.318938988821492e-08,5.270621889371161e-09,2.7996747758603523e-08,2.084909766598176e-07,2.6854132033992806e-06,5.936908419769156e-11,3.21679103605892e-12,7.890910044972065e-09,7.796026868176616e-10,3.1977179987442465e-08,2.1197481619889532e-09
0.0002583369464249025,0.5782162656591796,1.198215008254698e-08,8.393148826965604e-09,1.5409842292617612e-09,9.99599021904727e-07,0.0,0.0,4.941542257327688e-06,3.482033837825863e-08,2.535817084135368e-07,2.10311125686821e-09,3.437854340433116e-10,2.2777577026108697e-26,8.973612103069802e-19,4.519189271246758e-12,8.698432398093227e-10,4.739927965022267e-05,2.239015803352071e-22,4.225155556727853e-18,2.26304142333088e-20,2.918209711587271e-23,8.51625713417666e-14,1.806647753648287e-15,1.2010579048841312e-14,8.13241076063935e-18,1.1192103366320495e-24,2.8207824437937883e-16,4.693769693174136e-16,1.4678840608690584e-19,2.3444349397719795e-13,1.3849002977675728e-21,1.9494202452527406e-21,3.1729611375987954e-17,3.76,0.0,0.6885787141848144,0.9998185472519419,1.0348236135575876e-06,7.025830935138945e-09,0.022321147184268024,0.02236946204793142,0.00012841684945817512,9.703483272312713e-14,4.740086864570746e-05,2.7558127537765386e-06,3.127231056315908e-07,1.7058890472356018e-09,2.937643697189631e-14,1.2010557597660074e-08,4.234999668945631e-09,6.822526259445827e-08,4.8602966225510984e-14,7.765335621176237e-08,5.60142844787902e-09,2.8815661611420432e-08,2.2619609244324608e-07,2.8468733364672823e-06,6.306870254219939e-11,3.417538984978534e-12,8.387030325446407e-09,8.329277754448193e-10,3.380152444550943e-08,2.34250839962474e-09
0.00026589176635575835,0.578284008086646,1.2406878831076252e-08,8.559984836675797e-09,1.5981922151700486e-09,1.0626952036760615e-06,0.0,0.0,5.143700458011644e-06,3.681454658082313e-08,2.7545176537131144e-07,2.257920512494486e-09,3.6296546133151256e-10,2.555454251095171e-26,9.722886013679244e-19,4.729060907572445e-12,9.25308217775129e-10,5.0191218908201124e-05,2.5193068821181923e-22,4.603083003043543e-18,2.6254458339792062e-20,3.234514272973813e-23,8.819508683830132e-14,2.0429548845035617e-15,1.2982373016350711e-14,9.506879757305598e-18,1.2982795901939707e-24,3.2383033651312437e-16,5.440290465389807e-16,1.6612342728735852e-19,2.5834802329418826e-13,1.5769392872045684e-21,2.19206216469717e-21,3.656678750783941e-17,3.76,0.0,0.6879349970336943,0.9998155060147257,1.1006868443268156e-06,7.659516446736406e-09,0.022961774051074278,0.02301293996589295,0.00012841645770722093,9.980778128992261e-14,5.019480229884144e-05,2.8339659561002096e-06,3.3118294669980493e-07,1.7540580995770792e-09,3.111506272680309e-14,1.2351300422429443e-08,4.4200357726919745e-09,7.421965993640594e-08,5.007553986733898e-14,8.224873405628086e-08,5.9448306529947704e-09,2.9635931684183987e-08,2.4482662515082755e-07,3.0129723356854312e-06,6.689737864100079e-11,3.6252972313538444e-12,8.899701037122138e-09,8.883982607841369e-10,3.5667205263392724e-08,2.5853331691048926e-09
0.0002734465862866142,0.5783516876620018,1.2837272814820805e-08,8.726242319143387e-09,1.6563691218282265e-09,1.127995489777598e-06,0.0,0.0,5.348989850884836e-06,3.887081042858428e-08,2.9852649241262945e-07,2.4198628224015912e-09,3.826830353447975e-10,2.85936845435628e-26,1.0515685598693527e-18,4.943346552053045e-12,9.829391346443066e-10,5.306178752367099e-05,2.8268463510426213e-22,5.002676235116091e-18,3.036160043456504e-20,3.5776237858817816e-23,9.129175674300815e-14,2.3036371525610198e-15,1.4012079476362571e-14,1.1067202858035703e-17,1.5015511796283666e-24,3.7046159964567363e-16,6.283729565070171e-16,1.8748047355397611e-19,2.8396150754588096e-13,1.7901836479853446e-21,2.4580185283226628e-21,4.199098666226331e-17,3.76,0.0,0.6872918759403904,0.9998123810339218,1.1689313210147934e-06,8.332747972487677e-09,0.023601719145047013,0.02365581684570173,0.0001284160552016927,1.0257710273239584e-13,5.30676093278068e-05,2.912274222259004e-06,3.5016638769304685e-07,1.8023115623914094e-09,3.290313081975511e-14,1.2692720081564172e-08,4.6064582950482864e-09,8.05532821360281e-08,5.155101513438908e-14,8.697547000750252e-08,6.30104672371539e-09,3.045783495225006e-08,2.6440443818717143e-07,3.1837179845030276e-06,7.085721395933083e-11,3.840179824720066e-12,9.429159455002648e-09,9.460525410318882e-10,3.757426721578735e-08,2.849536937363086e-09
0.00028100140621747005,0.5784193044500654,1.3273432087331978e-08,8.892044577478169e-09,1.7155356902690433e-09,1.1955285580293095e-06,0.0,0.0,5.557402813378866e-06,4.099020758072945e-08,3.2283913423799956e-07,2.589088161474513e-09,4.0294366690139613e-10,3.19225239923509e-26,1.1353714884455e-18,5.162080880974723e-12,1.0427758589086962e-09,5.6010881301867524e-05,3.1636104818767237e-22,5.424514377468873e-18,3.5003801404135477e-20,3.9493065535979825e-23,9.44530856916471e-14,2.5906242993859794e-15,1.5102156282978732e-14,1.2832751458873587e-17,1.731765503971594e-24,4.2240285380839267e-16,7.234084401208688e-16,2.1102127603437952e-19,3.1135798947032483e-13,2.026439078719776e-21,2.748953571132293e-21,4.8057006690534203e-17,3.76,0.0,0.6866493502919879,0.9998091723784386,1.2395953410537045e-06,9.047022683093873e-09,0.024240983102888733,0.024298093242825374,0.00012841564195044421,1.0534280131777318e-13,5.601919699568851e-05,2.990763346602329e-06,3.696729575966358e-07,1.8506653711193805e-09,3.4740596775281036e-14,1.3034929069488031e-08,4.79418711214113e-09,8.723617143033403e-08,5.302939162095231e-14,9.183351234035137e-08,6.670295227229391e-09,3.128164301660503e-08,2.8495155665438536e-07,3.359119614247471e-06,7.495036330798484e-11,4.062303713360334e-12,9.975650820703016e-09,1.005929339021665e-09,3.9522798540350035e-08,3.136485849389979e-09
0.0002885562261483259,0.5784868585156955,1.3715453548232191e-08,9.057505400942346e-09,1.7757125052799518e-09,1.2653235538624898e-06,0.0,0.0,5.768932469126534e-06,4.3173854325698276e-08,3.4842324524249554e-07,2.7657477005456414e-09,4.2375304278945207e-10,3.5561827575195626e-26,1.2238732913035564e-18,5.3853003479637405e-12,1.104858379569117e-09,5.90383961583123e-05,3.53167965926561e-22,5.869174597402581e-18,4.0237318546779745e-20,4.35142894676073e-23,9.767960416052405e-14,2.905960618754311e-15,1.6255132320537963e-14,1.4824382365104896e-17,1.9919203515628817e-24,4.801119348413375e-16,8.302141510721721e-16,2.369169324158049e-19,3.4061285307990056e-13,2.2876253266051868e-21,3.066616891389127e-21,5.482341685091722e-17,3.76,0.0,0.6860074194748221,0.9998058801156914,1.3127180027490929e-06,9.803863397066044e-09,0.02487956656046085,0.024939769712126143,0.00012841521796217427,1.0810488130741917e-13,5.90494727523797e-05,3.0694585692952413e-06,3.8970218565641516e-07,1.899135110676462e-09,3.6627416142500265e-14,1.3378037467367597e-08,4.983147708594509e-09,9.427854474668905e-08,5.4510668977894e-14,9.682281110849401e-08,7.052795102921092e-09,3.2107621727666775e-08,3.06490174850856e-07,3.5391880718270243e-06,7.917903307091247e-11,4.2917886470791896e-12,1.0539427931705482e-08,1.0680676876077927e-09,4.151292566629798e-08,3.447598978530096e-09
0.00029611104607918176,0.5785543499237905,1.4163431039877243e-08,9.222729623058011e-09,1.8369200001642937e-09,1.3374100741910652e-06,0.0,0.0,5.9835726826335785e-06,4.54229047484121e-08,3.7531269944719225e-07,2.949993865998686e-09,4.45117018266201e-10,3.9518503580343626e-26,1.317254599752967e-18,5.613043038482776e-12,1.1692268096487787e-09,6.214422812191771e-05,3.933240290352653e-22,6.337232109837049e-18,4.612295623470557e-20,4.785947020786177e-23,1.0097186626909718e-13,3.2518099976598117e-15,1.7473608621136525e-14,1.706451760832278e-17,2.2852906174587283e-24,5.440747920762397e-16,9.499521655699599e-16,2.653482696368964e-19,3.718028262372911e-13,2.5757807104932945e-21,3.412845994439475e-21,6.23527402429419e-17,3.76,0.0,0.6853660828745249,0.9998025043116056,1.3883391970050387e-06,1.0604818612189825e-08,0.02551747015278075,0.02558084680785953,0.0001284147832453014,1.108633469535325e-13,6.215834424406608e-05,3.1483845462233595e-06,4.102536013797226e-07,1.9477359970208487e-09,3.856354449521434e-14,1.3722152811706276e-08,5.1732708144375795e-09,1.0169080336341036e-07,5.599484691546387e-14,1.019433182305244e-07,7.448765682074064e-09,3.293603086386987e-08,3.2904266314095556e-07,3.723935685480972e-06,8.354547979865013e-11,4.528757100508531e-12,1.1120750793934148e-08,1.1325069136287943e-09,4.3544808724490754e-08,3.7843495853059396e-09
0.0003036658660100376,0.578621778739286,1.461745539632412e-08,9.387814469347158e-09,1.899178489657689e-09,1.411818151677128e-06,0.0,0.0,6.201318050345023e-06,4.7738549998340104e-08,4.0354169923099927e-07,3.1419803838083883e-09,4.670415905212126e-10,4.3839872229378134e-26,1.4157011920218347e-18,5.845348065415611e-12,1.2359213899425901e-09,6.532827333656372e-05,4.370589462713311e-22,6.8292601821889605e-18,5.272632550875978e-20,5.254913734540197e-23,1.0433044108406059e-13,3.630461112883635e-15,1.8760259798532792e-14,1.957722743670259e-17,2.615449230405852e-24,6.148066153285411e-16,1.0838726633889229e-15,2.9650621424260423e-19,4.0500598405861554e-13,2.8930676607759343e-21,3.789569611259222e-21,7.071164277887133e-17,3.76,0.0,0.6847253398760654,0.9997990450306163,1.4664996000560428e-06,1.1451462539619253e-08,0.02615469451402126,0.026221325083672992,0.00012841433780809558,1.1361820250116311e-13,6.534571932171987e-05,3.2275653247005884e-06,4.313267345363822e-07,1.9964828623883674e-09,4.054893743200061e-14,1.4067379988137747e-08,5.364492063170536e-09,1.0948354216286067e-07,5.748192520601121e-14,1.071949875728371e-07,7.858426718925671e-09,3.376712386939365e-08,3.526315730921265e-07,3.91337622891771e-06,8.805200766403801e-11,4.7733341410299555e-12,1.1719886227888019e-08,1.199286626624156e-09,4.5618637012036735e-08,4.148266385157324e-09
0.00031122068594089346,0.5786891450271525,1.5077614609923458e-08,9.552848927953136e-09,1.9625081426520304e-09,1.4885782397009384e-06,0.0,0.0,6.422163889857134e-06,5.01220176465981e-08,4.3314478472597157e-07,3.3418623353159557e-09,4.8953293763539e-10,4.8536087470733016e-26,1.5194044976464259e-18,6.082256637515554e-12,1.304982491911415e-09,6.859042806380503e-05,4.846139177797954e-22,7.345830139314491e-18,6.01181119218125e-20,5.760491009450781e-23,1.0775592818756982e-13,4.0443328049529455e-15,2.011783535600284e-14,2.2388316111865386e-17,2.9862894926605465e-24,6.928529806407397e-16,1.2333187844163785e-15,3.3059217086747146e-19,4.403017513279004e-13,3.241778138971698e-21,4.198810789858661e-21,7.99711274182499e-17,3.76,0.0,0.6840851898637932,0.9997955023356768,1.5472406659468928e-06,1.2345395140235039e-08,0.02679124027750771,0.026861205092604614,0.00012841388165870258,1.1636945219072404e-13,6.861150604888874e-05,3.3070243219103443e-06,4.5292111515971487e-07,2.045390142168364e-09,4.2583550576307375e-14,1.441382113740166e-08,5.556751675106317e-09,1.1766755849430363e-07,5.897190368659103e-14,1.125777750292955e-07,8.281998395786094e-09,3.460114762602594e-08,3.7727964358789473e-07,4.107524884078509e-06,9.270096905863362e-11,5.025647441302759e-12,1.233710765860998e-08,1.2684466991777058e-09,4.773462605684731e-08,4.540934819505084e-09
0.0003187755058717493,0.5787564488523944,1.554399373732341e-08,9.717917410695081e-09,2.02692909210222e-09,1.5677211973698567e-06,0.0,0.0,6.646106224440501e-06,5.257457112229036e-08,4.641568399216359e-07,3.5497961663050053e-09,5.125972986891971e-10,5.362029446356274e-26,1.628561734286386e-18,6.323808963582732e-12,1.3764506222108782e-09,7.193058868097546e-05,5.362423951831585e-22,7.887511368413284e-18,6.837435439137765e-20,6.304948279902921e-23,1.1124891251055082e-13,4.495979592195134e-15,2.1549160897818244e-14,2.5525412577561265e-17,3.402048855985196e-24,7.787910417714491e-16,1.399731664042219e-15,3.6781840834051284e-19,4.777709071305939e-13,3.624339437094067e-21,4.642691794800337e-21,9.020673737489445e-17,3.76,0.0,0.683445632221472,0.9997918762882694,1.6306046215702406e-06,1.3288242163780215e-08,0.027427108075723003,0.02750048738708187,0.00012841341480496218,1.1911710025254206e-13,7.19556127084649e-05,3.3867843116130882e-06,4.7503627354757814e-07,2.09447186689966e-09,4.4667339576551696e-14,1.476157559682625e-08,5.749994152405534e-09,1.262538606437157e-07,6.046478226147135e-14,1.1809163859772661e-07,8.719701376896533e-09,3.543834230078778e-08,4.0300980210094306e-07,4.306398202876407e-06,9.749475874763181e-11,5.285826999886743e-12,1.2972694567009379e-08,1.3400272706897874e-09,4.989301243067624e-08,4.963998338746323e-09
0.00032469200562526963,0.5788091137601235,1.5913631511695367e-08,9.847262124084483e-09,2.0781547655867593e-09,1.631385416519812e-06,0.0,0.0,6.823644865554655e-06,5.4544347383013366e-08,4.894502888920672e-07,3.718362221791779e-09,5.310642942882567e-10,5.791534528022078e-26,1.7179848549797744e-18,6.516250497647299e-12,1.4341273193019197e-09,7.460080884255139e-05,5.796901364895627e-22,8.329625914106448e-18,7.549645438426897e-20,6.76000639746912e-23,1.140319708705722e-13,4.8778000928649224e-15,2.272346448334171e-14,2.822890046287099e-17,3.761981072189707e-24,8.519968658211754e-16,1.5428998679167725e-15,3.993088714650756e-19,5.086852673307281e-13,3.94923200998965e-21,5.01593487587838e-21,9.895606891885234e-17,3.76,0.0,0.6829451807287996,0.999788978416797,1.6977496646125404e-06,1.4061847928777723e-08,0.02792461013974129,0.028000719469462813,0.0001284130417229274,1.2126638790940996e-13,7.462915023273953e-05,3.44947225105621e-06,4.927189087026802e-07,2.133040483668201e-09,4.633355028565889e-14,1.503489643709015e-08,5.9019833040530875e-09,1.3326630946767405e-07,6.16359436652206e-14,1.2250127393511712e-07,9.072495193751521e-09,3.609635033402845e-08,4.239306945643187e-07,4.465454756269337e-06,1.0135168400854516e-10,5.495162930768296e-12,1.3483457708532528e-08,1.3978012437643586e-09,5.1613105196040353e-08,5.317640829106823e-09
0.00033060850537878995,0.5788617404299116,1.6287173141052798e-08,9.976707725502435e-09,2.1300715182010096e-09,1.6965454103411238e-06,0.0,0.0,7.003079307964152e-06,5.6557929478499615e-08,5.15646560550812e-07,3.892039855343213e-09,5.498898084796305e-10,6.248641908220283e-26,1.8109761789017395e-18,6.7115870108330275e-12,1.4933247805376316e-09,7.731875780944377e-05,6.259315841765886e-22,8.787761297351873e-18,8.324046741412374e-20,7.241553487722684e-23,1.168571084531436e-13,5.285796706257739e-15,2.394620682800187e-14,3.1165458791594325e-17,4.154660177540753e-24,9.307235923919574e-16,1.6982070124162794e-15,4.3297451321953403e-19,5.410229766051086e-13,4.297753093531473e-21,5.4128952537314606e-21,1.0839388919782376e-16,3.76,0.0,0.6824450918689925,0.999786029489303,1.7665506851566156e-06,1.4867270266961153e-08,0.028421697089941342,0.028500585569620148,0.0001284126620841747,1.2341347126187838e-13,7.735062234945883e-05,3.512368703787995e-06,5.107204298359146e-07,2.1717308085221186e-09,4.802987267143846e-14,1.5309127049344195e-08,6.05452049155484e-09,1.4053785583451921e-07,6.280888373234726e-14,1.2699125718808884e-07,9.434197935085353e-09,3.6756555407262914e-08,4.4554061424775e-07,4.627429088805781e-06,1.0530012109858571e-10,5.709469199409349e-12,1.400579940365294e-08,1.4571039877549756e-09,5.335948958523858e-08,5.691811819065376e-09
