Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512)
8.193530521634836e-06,0.7501681694566381,4.746697094511263e-06,1.8701863486287148e-06,5.756081483230654e-07,2.915400646106853e-05,0.0,0.0,1.4132148821482426e-05,3.280575334688117e-08,8.041376819503028e-06,3.6659035131472023e-07,4.2167330568965726e-07,6.013414747841874e-18,6.352477714081627e-13,1.2714035599969496e-08,3.7517023545002373e-07,5.9979611013781356e-05,1.5373803575873896e-16,9.951626181595862e-13,6.959209956960658e-15,4.1982258875808046e-16,4.387982875396299e-10,7.766847903752665e-12,7.645668877236043e-12,1.541027748326389e-14,4.544171568447915e-18,1.087452357081091e-12,6.58976407294968e-13,5.684348561001313e-15,1.3069105990778723e-10,2.411379088517193e-16,2.1083285834826494e-16,9.878232216551309e-14,3.76,0.0,0.6680435699038854,0.9991153687655203,1.9988835771093082e-05,3.7589090645765277e-07,0.12333408375572034,0.12353555508727274,0.0007961233307689706,1.1801063008294717e-11,5.609243398216527e-05,3.0724829901891924e-05,5.978239404577096e-05,1.7912991078454195e-09,2.3089683932513592e-10,3.8950853607792336e-07,1.6938591622428505e-07,1.4218949154056744e-07,1.7773167578088125e-10,1.080029818659099e-05,3.397541402577222e-07,9.005762627564514e-07,8.675065524439655e-06,3.6918369639167685e-05,3.219501145817918e-07,3.133796439923511e-08,7.982712451229759e-07,6.858973321363974e-08,4.283665147132048e-06,7.536543893683776e-08,1.279792633824393e-09,2.1500688617332144e-14,1.0337822170295616e-09,1.1263490765063951e-11,4.4927051357788426e-07,3.2772148869171305e-10,3.0441267291675378e-15,5.2939915021928554e-11,1.3026418865274066e-09,5.068231708571838e-12,9.016611611256324e-10,7.22313296563677e-14,1.841925659985433e-08,1.6604627148782685e-09,2.5012828051874113e-09,1.9437718918645746e-13,2.907636062607586e-10
8.339829550205266e-06,0.750435766829607,4.901605025262489e-06,1.917740540701935e-06,5.949824581367469e-07,3.055628832619977e-05,0.0,0.0,1.4690584403719964e-05,3.441005747734061e-08,8.563465556169976e-06,3.895672814777322e-07,4.4133643656134964e-07,6.662079847777487e-18,6.814340477292327e-13,1.3205590998587786e-08,3.93584860885121e-07,6.219236978497074e-05,1.6951774733675202e-16,1.047570774487043e-12,7.676549965333438e-15,4.532540277146195e-16,4.525179030754563e-10,8.350674016365586e-12,8.060233912627376e-12,1.7355938166675234e-14,5.094642212257349e-18,1.2020326137425795e-12,7.348360281572929e-13,6.257061674810395e-15,1.3742842646706083e-10,2.647514308806833e-16,2.3166457323351597e-16,1.101278444041059e-13,3.76,0.0,0.6660208319820942,0.999111864809819,2.0975609708448868e-05,3.9961080326513764e-07,0.12534853334713297,0.12555749940527303,0.0007961205091140883,1.1989500853305372e-11,5.808156903851569e-05,3.1708812371803625e-05,6.188570632993883e-05,1.8480221451401225e-09,2.391195976952249e-10,4.0200166218046473e-07,1.774396585141855e-07,1.5399922418999745e-07,1.8104907443885086e-10,1.1197636297293897e-05,3.538098386430942e-07,9.296856874248393e-07,9.225843012339303e-06,3.8762268515245275e-05,3.3831783008983106e-07,3.294240773051859e-08,8.395347807879013e-07,7.195918156059269e-08,4.529002297959708e-06,7.868319372514798e-08,1.3455349465359704e-09,2.2604694258783968e-14,1.101048346377302e-09,1.199236235629538e-11,4.810652809991041e-07,3.41195798746056e-10,3.2003929055134674e-15,5.558754565055424e-11,1.391950120689555e-09,5.316554321161833e-12,9.529922466819037e-10,7.634765634712686e-14,1.9319373127020623e-08,1.7521059018926602e-09,2.7485296321835807e-09,2.0503429797537162e-13,2.9998549366468136e-10
8.486128578775695e-06,0.7507025708058201,5.059131945236459e-06,1.965772851076426e-06,6.147327629853332e-07,3.2001383650150115e-05,0.0,0.0,1.526708100745031e-05,3.608148133559361e-08,9.109405685024626e-06,4.1360423749889834e-07,4.6157110218370334e-07,7.369643606606052e-18,7.302363499204505e-13,1.3708881536423589e-08,4.126460448080888e-07,6.444786418168157e-05,1.866527137102819e-16,1.101708342021617e-12,8.456803423863064e-15,4.888266114934749e-16,4.665722463925394e-10,8.9698365477686e-12,8.493067655356886e-12,1.9510600832610948e-14,5.704322056302726e-18,1.3269064634984084e-12,8.182352297753152e-13,6.87882713983102e-15,1.444055724926414e-10,2.9027885648171627e-16,2.5420034219784123e-16,1.2257163903919542e-13,3.76,0.0,0.6640041348049857,0.9991082738132151,2.1994144560390354e-05,4.244597810328122e-07,0.12735675284207723,0.12757336242125994,0.0007961176182429663,1.2177219116378521e-11,6.010503132395513e-05,3.270679263496426e-05,6.402359560812392e-05,1.90552229147212e-09,2.474792571881646e-10,4.146728492497381e-07,1.858169943319323e-07,1.665653058800704e-07,1.8437305528243282e-10,1.1602738127424313e-05,3.682717089048276e-07,9.592135020735654e-07,9.80139149445652e-06,4.0664937888592075e-05,3.5523728998312145e-07,3.4601266339062794e-08,8.821787253624621e-07,7.543498119878125e-08,4.783424312832907e-06,8.2232597794228e-08,1.4134473199259084e-09,2.374512810610293e-14,1.1713971632802501e-09,1.2754466559623858e-11,5.144693857268768e-07,3.550556151145767e-10,3.361814110380653e-15,5.831971522092846e-11,1.4856146253798017e-09,5.5738808723747995e-12,1.0062006755166023e-09,8.061502414094963e-14,2.0247923994446057e-08,1.846982657720088e-09,3.015320104585195e-09,2.160624138708974e-13,3.0933398396660194e-10
8.632427607346124e-06,0.7509685839688568,5.2192924506913615e-06,2.0142900425214424e-06,6.348635836380343e-07,3.348990153679184e-05,0.0,0.0,1.586205507589512e-05,3.782260515598096e-08,9.679872963766456e-06,4.387326158242648e-07,4.823861975175301e-07,8.140516944775819e-18,7.817641682215e-13,1.4224029746816934e-08,4.323678191762541e-07,6.674628421089389e-05,2.0523801768704244e-16,1.1575982139129818e-12,9.304483858457311e-15,5.26646047593509e-16,4.80964868038328e-10,9.626086826518313e-12,8.944870037154907e-12,2.1892976658223317e-14,6.378848948270187e-18,1.4628446589130845e-12,9.098107680849134e-13,7.55313035407526e-15,1.5162806588051819e-10,3.1784554590141404e-16,2.785530137218864e-16,1.3620164692542518e-13,3.76,0.0,0.6619934592346237,0.9991045945696296,2.304500220295438e-05,4.504756547431996e-07,0.129358759584181,0.12958316231256362,0.0007961146571765301,1.2364220710906052e-11,6.216284747948425e-05,3.371872786087724e-05,6.619597299253531e-05,1.9637963688382144e-09,2.5597546598744044e-10,4.2752155658839153e-07,1.9453020056762134e-07,1.7992214711025652e-07,1.8770372622955834e-10,1.201564956709803e-05,3.831465210728012e-07,9.89158430308544e-07,1.0402411577491365e-05,4.2627208216617684e-05,3.7271902682471446e-07,3.6315581984664374e-08,9.262280631580523e-07,7.901878285687395e-08,5.0470964720086315e-06,8.602972810921678e-08,1.4835677201485875e-09,2.492262737281975e-14,1.2449161274521305e-09,1.3550742410807827e-11,5.495331918235334e-07,3.69307242815112e-10,3.5284805069647516e-15,6.113785638459501e-11,1.5837702802758304e-09,5.840459779223119e-12,1.061319390392988e-09,8.50361320651949e-14,2.1205356135535133e-08,1.9451432326979557e-09,3.3028363407086506e-09,2.274670491237545e-13,3.1880856296834616e-10
8.778726635916554e-06,0.75123380889615,5.38210160447463e-06,2.0632989443084447e-06,6.553795278153815e-07,3.502245232495526e-05,0.0,0.0,1.647592550439168e-05,3.9636089282179104e-08,1.027555329588439e-05,4.649843012016369e-07,5.037907354253369e-07,8.979379009817501e-18,8.361303112182766e-13,1.4751160413119883e-08,4.527643205400073e-07,6.908782414428726e-05,2.253740328202205e-16,1.2152630569859124e-12,1.0224358199791992e-14,5.668220030912513e-16,4.9569938358396e-10,1.0321251778538991e-11,9.416367501668868e-12,2.4523140115582425e-14,7.124333278883593e-18,1.6106646663714775e-12,1.010243961254115e-12,8.283654464892839e-15,1.5910158072448472e-10,3.475832985214201e-16,3.0484132795013606e-16,1.511114930129429e-13,3.76,0.0,0.6599887861883517,0.9991008258578837,2.412875032127684e-05,4.776969876012089e-07,0.13135457084315993,0.13158691719903726,0.0007961116248985162,1.255050845921098e-11,6.425504722580431e-05,3.4744577464878986e-05,6.840274978156228e-05,2.0228413379766325e-09,2.646078730073857e-10,4.4054727227516004e-07,2.035918930729216e-07,1.9410510573401317e-07,1.9104119711252182e-10,1.2436417579255282e-05,3.9844108694515243e-07,1.0195192639839641e-06,1.1029614689009276e-05,4.464990733256359e-05,3.9077369234253504e-07,3.808640810123411e-08,9.717080454513271e-07,8.271224661608528e-08,5.320184648561661e-06,9.009140214492098e-08,1.5559344984032288e-09,2.6137835734544066e-14,1.321693994299934e-09,1.4382142849829902e-11,5.863077315409243e-07,3.839570236588826e-10,3.7004831736117365e-15,6.404341710614534e-11,1.686554266512235e-09,6.116544144111522e-12,1.118381421542279e-09,8.961369011066764e-14,2.2192119119900703e-08,2.046637885505735e-09,3.612312026335456e-09,2.3925371094404776e-13,3.2840873924934567e-10
8.925025664486983e-06,0.7514982481590482,5.547574938452478e-06,2.112806455491623e-06,6.7628529159749e-07,3.659964772584706e-05,0.0,0.0,1.7109113642987383e-05,4.152467620895028e-08,1.089714286714272e-05,4.923916724788555e-07,5.257938491155083e-07,9.89119070253844e-18,8.934509933170807e-13,1.5290400600038552e-08,4.7384979157833817e-07,7.147268258383144e-05,2.4716665234740165e-16,1.274725313749633e-12,1.1221457346202112e-14,6.094682290658849e-16,5.107794745477513e-10,1.1057236900057264e-11,9.908314072336334e-12,2.7422608022299935e-14,7.947392578414715e-18,1.7712328775299896e-12,1.1202631743050069e-12,9.074288873287954e-15,1.668319000300214e-10,3.7963059912221757e-16,3.331901556402508e-16,1.674007738214769e-13,3.76,0.0,0.6579900966384479,0.9990969664413755,2.5245962534744152e-05,5.061630946392358e-07,0.13334420381478662,0.1335846451432344,0.0007961085204862066,1.273608532496406e-11,6.638166338365966e-05,3.57843031040289e-05,7.064383746174492e-05,2.0826542978031052e-09,2.7337612790087314e-10,4.537495131187338e-07,2.1301502754914525e-07,2.091504977539134e-07,1.9438557968890605e-10,1.286509020534495e-05,4.141622620622138e-07,1.050294863120475e-06,1.1683723221818526e-05,4.673386057667769e-05,4.094120604876759e-07,3.991481009810616e-08,1.0186441976753322e-06,8.651704245279766e-08,5.602855337864697e-06,9.443519872889856e-08,1.6305864020390231e-09,2.7391403524353686e-14,1.4018208318078251e-09,1.5249634901894646e-11,6.248447062369524e-07,3.9901133806480354e-10,3.877914130138159e-15,6.703786111301524e-11,1.7941060971398701e-09,6.402391758704643e-12,1.1774198929726968e-09,9.43504199251619e-14,2.3208665291981047e-08,2.1515169296599405e-09,3.9450339502097325e-09,2.5142790697925783e-13,3.3813404407666225e-10
9.071324693057412e-06,0.7517619043228791,5.715728455934043e-06,2.1628195479897975e-06,6.97585660835312e-07,3.822210096020538e-05,0.0,0.0,1.7762043300451732e-05,4.349119270834654e-08,1.1545348284952945e-05,5.209876085420742e-07,5.484047946192557e-07,1.0881208551437098e-17,9.538459249089109e-13,1.5841879685253335e-08,4.956385827806039e-07,7.390106252800045e-05,2.7072752630138074e-16,1.3360072044058884e-12,1.230108704019921e-14,6.547026890604791e-16,5.262088893529056e-10,1.1836029330260325e-11,1.0421492450308372e-11,3.06144222324189e-14,8.855188313942651e-18,1.9454669004920764e-12,1.2406464083028055e-12,9.929138008076448e-15,1.748249184678897e-10,4.141328811381008e-16,3.637307452311984e-16,1.8517535600884676e-13,3.76,0.0,0.655997371611782,0.9990930150680611,2.6397218523869564e-05,5.359140464148342e-07,0.13532767562085468,0.13557636415058516,0.000796105342932023,1.2920954187350569e-11,6.854273189487623e-05,3.6837868672372715e-05,7.29191477097839e-05,2.143232484862822e-09,2.822798810671566e-10,4.671278246037951e-07,2.2281290037952956e-07,2.2509560825377536e-07,1.9773698765252477e-10,1.3301716571325938e-05,4.3031694766709434e-07,1.0814841558057235e-06,1.2365470681174088e-05,4.8879890927075344e-05,4.2864503051807265e-07,4.180186566395423e-08,1.067062326696964e-06,9.043485075040883e-08,5.895275686904884e-06,9.90794791633727e-08,1.7075625857683371e-09,2.868398791385936e-14,1.4853880377631125e-09,1.6154199862976835e-11,6.651964875809414e-07,4.1447660696856265e-10,4.060866364362919e-15,7.012266827807557e-11,1.9065676479421124e-09,6.6982651537119224e-12,1.2384680287181414e-09,9.924905552145898e-14,2.4255449911436365e-08,2.259830781677627e-09,4.302343575086197e-09,2.6399515096577357e-13,3.479840313208211e-10
9.217623721627842e-06,0.7520247799470114,5.8865786340528454e-06,2.2133452694777963e-06,7.19285512565245e-07,3.989042689518918e-05,0.0,0.0,1.8435140749687335e-05,4.553855204172794e-08,1.2220886720668784e-05,5.5080549439541e-07,5.716329532985683e-07,1.1954999167198334e-17,1.0174384051609439e-12,1.6405729391399106e-08,5.181451542642545e-07,7.637317143841863e-05,2.961743070711e-16,1.399130728855078e-12,1.3468839066070945e-14,7.026476916659924e-16,5.41991444267322e-10,1.2659701026641318e-11,1.0956715148399645e-11,3.412323610923756e-14,9.855465008073968e-18,2.1343379330625274e-12,1.3722239973312507e-12,1.0852530377526238e-14,1.8308664516752784e-10,4.512428002640595e-16,3.9660097830606887e-16,2.0454768637972578e-13,3.76,0.0,0.6540105921894727,0.9990889704702391,2.758310415889159e-05,5.669906728091136e-07,0.1373050033091381,0.13756209216957135,0.000796102091158013,1.3105117765923218e-11,7.073829184391549e-05,3.790524029554229e-05,7.522859239459081e-05,2.2045732726818422e-09,2.913187836598704e-10,4.80681780829068e-07,2.3299914940893326e-07,2.4197870247823136e-07,2.0109553664499151e-10,1.3746346893983479e-05,4.4691209267227093e-07,1.1130861380763368e-06,1.3075601834824416e-05,5.108881913024767e-05,4.4848363010807425e-07,4.374866507313523e-08,1.1169885281732963e-06,9.446736278809584e-08,6.19761352343963e-06,1.0404340863247238e-07,1.786902623006069e-09,3.001625309955124e-14,1.5724883573277433e-09,1.7096833489188063e-11,7.074161190471414e-07,4.303592936880441e-10,4.249433859199857e-15,7.329933503529585e-11,2.0240831885897156e-09,7.0044315648141e-12,1.3015591589654375e-09,1.0431234398374439e-13,2.5332931296387486e-08,2.371630010922682e-09,4.685638645397641e-09,2.7696096858218903e-13,3.5795827735999224e-10
9.5102217787687e-06,0.7525481997842487,6.236437263465642e-06,2.3159631847726078e-06,7.639036360803451e-07,4.336716538653687e-05,0.0,0.0,1.9843556481242796e-05,4.988789879997263e-08,1.3656885032931657e-05,6.142432239181386e-07,6.199790775435679e-07,1.4377808500613256e-17,1.1547277299994758e-12,1.7571079474096845e-08,5.653700387618508e-07,8.144942873077277e-05,3.532277639144778e-16,1.5309895892799871e-12,1.609257779459586e-14,8.071811143764207e-16,5.746315843743766e-10,1.4450414204413945e-11,1.2096699686001561e-11,4.2199090412624733e-14,1.2167609704545301e-17,2.560158816277092e-12,1.6725624879094234e-12,1.2923435816645601e-14,2.0044084928358117e-10,5.339339206874193e-16,4.69916671473184e-16,2.485702527041329e-13,3.76,0.0,0.6500547947515981,0.9990805964499448,3.0061139584147764e-05,6.332880894448699e-07,0.1412412941530587,0.1415156467526841,0.0007960953610592515,1.3471340671303355e-11,7.523305824746316e-05,4.008127732781685e-05,7.99495335239199e-05,2.3295328254241306e-09,3.098006455605909e-10,5.083150665091857e-07,2.545930390073463e-07,2.787168718783012e-07,2.078345300999996e-10,1.4659825771481693e-05,4.814518064950292e-07,1.177524494368413e-06,1.4584051535905988e-05,5.569864170189099e-05,4.900224896002554e-07,4.7825921306086915e-08,1.2214710198513178e-06,1.0288332083918731e-07,6.8327165472043296e-06,1.1501102605071649e-07,1.952834714010195e-09,3.280251897873539e-14,1.7576661635609427e-09,1.9100363227878914e-11,7.976744769602337e-07,4.6340299636401336e-10,4.643795700904399e-15,7.993431864872605e-11,2.2748654772993138e-09,7.648735924633083e-12,1.4340042912485498e-09,1.1494393741724356e-13,2.7581833748076167e-08,2.605887957801039e-09,5.5360675150186915e-09,3.041105239629997e-13,3.782779632080398e-10
9.773560030195472e-06,0.7530166337478424,6.56070768946421e-06,2.410144845833317e-06,8.054770209865596e-07,4.665932154644262e-05,0.0,0.0,2.118443157911367e-05,5.410987332186233e-08,1.5050178592401886e-05,6.758617528742227e-07,6.656982284383927e-07,1.6907586201463835e-17,1.2905375900681212e-12,1.8663572665119642e-08,6.104746231326642e-07,8.61697884086312e-05,4.1233804877391005e-16,1.656177214699135e-12,1.8817689590867892e-14,9.118521409622727e-16,6.052551572559873e-10,1.623818414009955e-11,1.3206880899970384e-11,5.083510541907745e-14,1.4655978333026464e-17,3.0043853502845683e-12,1.990655127948336e-12,1.507001607698077e-14,2.1704134364985252e-10,6.189632207265494e-16,5.453967364603418e-16,2.949293088270078e-13,3.76,0.0,0.6465147223288671,0.9990727279562547,3.241581368376928e-05,6.979148645002006e-07,0.1447631125358068,0.14505353559663606,0.0007960890399064867,1.3798557628621376e-11,7.93967659934543e-05,4.2086632995220886e-05,8.431424019340121e-05,2.4445809489311025e-09,3.268930484208715e-10,5.337820391347991e-07,2.754996173353211e-07,3.1539347501056216e-07,2.1392524698039945e-10,1.550985664333986e-05,5.141146759568841e-07,1.2369217275333986e-06,1.6046436075449122e-05,6.007078530089917e-05,5.2959208636077e-07,5.171098213988814e-08,1.3209308386243907e-06,1.1086717818847187e-07,7.4399256835873655e-06,1.2618457963187697e-07,2.1106639536593112e-09,3.5452680611004345e-14,1.937368085383542e-09,2.1044027201120666e-11,8.858410028759658e-07,4.946356687989712e-10,5.0188897215853066e-15,8.623533076255245e-11,2.519351628138306e-09,8.266589532682436e-12,1.5605287095817407e-09,1.2510333573817e-13,2.9715494219982596e-08,2.8291524023801322e-09,6.4055572917333744e-09,3.2996414113670447e-13,3.969868527699917e-10
9.999999999999997e-06,0.7534825783005187,6.8467470070193835e-06,2.49254714166598e-06,8.423231653083527e-07,4.96166194511845e-05,0.0,0.0,2.239497404618924e-05,5.7988566654577345e-08,1.63282102140343e-05,7.324386079543669e-07,7.067296804240787e-07,1.938018086596052e-17,1.417243556992258e-12,1.963673354895376e-08,6.512996311578753e-07,9.034473579458359e-05,4.697226355426561e-16,1.7688564207040934e-12,2.1468651626712486e-14,1.0105386584540088e-15,6.325518615881017e-10,1.792031422232483e-11,1.4229696358104035e-11,5.944808243608452e-14,1.715404607010982e-17,3.4382532751916023e-12,2.3054083084200954e-12,1.7154979551204855e-14,2.3208969192667194e-10,7.009773741214769e-16,6.182772721110245e-16,3.405652583981792e-13,3.76,0.0,0.6434858506018502,0.9990657043847204,3.4537664004168115e-05,7.574469071424801e-07,0.1477757500257288,0.14808040015471743,0.000796083399386192,1.4078132630303121e-11,8.306701768498096e-05,4.384643692702553e-05,8.815474217204486e-05,2.5454572858048056e-09,3.4193642238628195e-10,5.561315113709901e-07,2.946617802038868e-07,3.498642653387091e-07,2.1918253218298287e-10,1.6262172925595512e-05,5.434288065879024e-07,1.2890557027453836e-06,1.7386962401778285e-05,6.400323292516966e-05,5.653259046845831e-07,5.522025517717521e-08,1.4106914092414545e-06,1.180506266504074e-07,7.989825706109715e-06,1.3688499851808626e-07,2.2530021415767564e-09,3.784269383768937e-14,2.1022265684592255e-09,2.282667225548886e-11,9.671651340336136e-07,5.226541703964269e-10,5.357160368695682e-15,9.191035809321155e-11,2.744524850219197e-09,8.82797060997932e-12,1.675029383664291e-09,1.3429989663568243e-13,3.163544075105124e-08,3.0307911856343175e-09,7.239741007334529e-09,3.532962892894302e-13,4.1339184459975724e-10
1.0036898281622244e-05,0.7534825783005187,6.89399344230353e-06,2.5061007637552543e-06,8.484248949627687e-07,5.01097573370197e-05,0.0,0.0,2.2597393204414003e-05,5.8643291473637744e-08,1.6543683093329843e-05,7.419824087084857e-07,7.135690477856047e-07,1.9811215813584356e-17,1.438799491032736e-12,1.9798305814074145e-08,6.58134927545702e-07,9.103526761839049e-05,4.796906151094377e-16,1.7876640193400897e-12,2.1929610680264355e-14,1.0274210009074062e-15,6.370854569228693e-10,1.820782159976979e-11,1.4402611800366191e-11,6.096527555138726e-14,1.7595751862189496e-17,3.5138586910029614e-12,2.3606322988544222e-12,1.7517253522992335e-14,2.3461144326186756e-10,7.151754733027791e-16,6.309012447282536e-16,3.485499616199233e-13,3.76,0.0,0.6429936218813473,0.9990645369581389,3.4892096159928094e-05,7.675069430121939e-07,0.1482652857154666,0.14857229018863294,0.0007960824620096418,1.4123532886108281e-11,8.367297997846418e-05,4.4136294737634925e-05,8.87881808346279e-05,2.562065238452742e-09,3.444179455253856e-10,5.598127764279421e-07,2.978923101668792e-07,3.557502523119454e-07,2.2004098965694446e-10,1.6386651897728363e-05,5.483150860349471e-07,1.2976435501399399e-06,1.761289764846294e-05,6.465939390133305e-05,5.713016282825937e-07,5.580717708883665e-08,1.4256966431642168e-06,1.19249530664336e-07,8.081911699061588e-06,1.3873092218186852e-07,2.2767878772826877e-09,3.8242079403127796e-14,2.1300231830167642e-09,2.3127201309989626e-11,9.809152198012005e-07,5.2732341925819e-10,5.413687173530114e-15,9.285804400102522e-11,2.782569159409666e-09,8.922164609075204e-12,1.694196276977051e-09,1.3583960465699923e-13,3.1955894297808596e-08,3.0645085467366175e-09,7.383728278935452e-09,3.571962759593368e-13,4.160927697490945e-10
1.0300236533049016e-05,0.7539460481614944,7.236408038610977e-06,2.603875102918828e-06,8.927791861728553e-07,5.3722136137076294e-05,0.0,0.0,2.4085017681809613e-05,6.350859490507274e-08,1.8141982904722804e-05,8.128190472077724e-07,7.636511188426919e-07,2.313454649854257e-17,1.6003755672272307e-12,2.097613618943846e-08,7.084395289054045e-07,9.604724675964729e-05,5.562243722889996e-16,1.925570605469948e-12,2.547289546786563e-14,1.1547772174290839e-15,6.701473198786855e-10,2.0374935980389683e-11,1.5689871481920064e-11,7.28045638006011e-14,2.105930833545106e-17,4.096525603481853e-12,2.7896266588371435e-12,2.0299797026814257e-14,2.5319071721163726e-10,8.237606354086729e-16,7.275111992000452e-16,4.103712960079668e-13,3.76,0.0,0.6394913849910212,0.9990560154650451,3.7493645196423e-05,8.423304441989729e-07,0.15174791043109137,0.1520720131679341,0.0007960756213551335,1.444628290633788e-11,8.806204497879369e-05,4.623014471013365e-05,9.337084870376903e-05,2.681975232707399e-09,3.623733307966493e-10,5.864058176163492e-07,3.2186308751566956e-07,4.000473305706167e-07,2.2618250475012529e-10,1.729054478766205e-05,5.840955391836038e-07,1.3596865408429026e-06,1.9288207797922555e-05,6.946919043954352e-05,6.152204903269536e-07,6.012136092537302e-08,1.5359320586800555e-06,1.2804070254922824e-07,8.759681761994627e-06,1.5279382419777786e-07,2.451453939277108e-09,4.1174868747847147e-14,2.336223508402821e-09,2.5356241907508417e-11,1.0832310703704908e-06,5.615057098319716e-10,5.828775758833143e-15,9.981184214886665e-11,3.065450221857119e-09,9.61719089409323e-12,1.835206010377115e-09,1.4716933214753467e-13,3.4305835550310384e-08,3.3122640426359683e-09,8.480993450843726e-09,3.858404254297868e-13,4.355940423423733e-10
1.0563574784475789e-05,0.754407057992513,7.588070134073771e-06,2.7035130020802076e-06,9.385728946095494e-07,5.750014943143784e-05,0.0,0.0,2.564990809035646e-05,6.872734120403569e-08,1.9849785693826286e-05,8.885913726429466e-07,8.16005548336079e-07,2.6928086908592184e-17,1.776174037152072e-12,2.219794826569891e-08,7.614783374707745e-07,0.00010120715868643451,6.429641300228314e-16,2.0700154228748037e-12,2.94961154513192e-14,1.2948680759329075e-15,7.044663719550114e-10,2.2756319797254693e-11,1.7075054901624585e-11,8.659324346949663e-14,2.5129229872436398e-17,4.761116225982182e-12,3.2855768420497745e-12,2.3455475402452192e-14,2.728201749598464e-10,9.46009048297296e-16,8.364008854095525e-16,4.814306137996222e-13,3.76,0.0,0.6360079037825088,0.9990471553043194,4.0224194812071985e-05,9.226598037794008e-07,0.1552110826397766,0.15555280658972995,0.00079606851118025,1.4766823049455344e-11,9.256434081186596e-05,4.836808779969032e-05,9.806173925445746e-05,2.8043018445757885e-09,3.8075720677664907e-10,6.135599940466585e-07,3.475075524781845e-07,4.485560721196395e-07,2.3235056046587486e-10,1.822188062854441e-05,6.214991894567134e-07,1.4230479746987975e-06,2.1077269263984466e-05,7.450488466484976e-05,6.61419651326794e-07,6.466054575359726e-08,1.6518043499732049e-06,1.3725117217375336e-07,9.47425245285423e-06,1.685273103646302e-07,2.634914919379553e-09,4.4255291418914134e-14,2.5565767807832536e-09,2.7737673511645472e-11,1.1931297683190475e-06,5.972225885993953e-10,6.264755832787807e-15,1.0710631766100639e-10,3.3689546743824686e-09,1.0353448268691927e-11,1.983758516573837e-09,1.591093011000823e-13,3.676816249878569e-08,3.5727327361986954e-09,9.70849890418466e-09,4.159307450610626e-13,4.5548922508900247e-10
1.082691303590256e-05,0.7548656223991274,7.949103554541488e-06,2.805060607176887e-06,9.858401198541085e-07,6.144751934610166e-05,0.0,0.0,2.729469457611767e-05,7.432226152493856e-08,2.1671925632517913e-05,9.69525077420876e-07,8.706950170789494e-07,3.124740826404498e-17,1.967151469406025e-12,2.3464654336701957e-08,8.173426471087799e-07,0.00010651649009529911,7.410269493287853e-16,2.221114806812477e-12,3.4052132440374076e-14,1.448701936551945e-15,7.400690466468287e-10,2.5370028952766403e-11,1.8565000627115646e-11,1.0259931350422211e-13,2.9899561217674306e-17,5.517205092622366e-12,3.8572997457787434e-12,2.7025523001729137e-14,2.935423271341073e-10,1.0833181427156554e-15,9.58844397825169e-16,5.628715642116505e-13,3.76,0.0,0.6325430709168407,0.9990379481160093,4.308755758212828e-05,1.0087778679346605e-06,0.15865489751507753,0.1590147719283388,0.0007960611245674572,1.5085168413473282e-11,9.718028290057875e-05,5.0550051387418445e-05,0.00010286035018495075,2.92903734192359e-09,3.9956758481044483e-10,6.412744263093834e-07,3.7492495033410117e-07,5.01559317236646e-07,2.3854594691380203e-10,1.9181016968988797e-05,6.60569876792032e-07,1.4877258170693143e-06,2.2985119304633868e-05,7.977117550660089e-05,7.099717562443773e-07,6.94319071445804e-08,1.7734845694267603e-06,1.4689158089934967e-07,1.0226650283317296e-05,1.8609611877614577e-07,2.827429147354961e-09,4.748768336575406e-14,2.7917067777028787e-09,3.027819300471257e-11,1.3109598750393625e-06,6.345147211762612e-10,6.722240937688762e-15,1.1475128018340499e-10,3.6940707101789985e-09,1.113276682048099e-11,2.1400560998702027e-09,1.7167650336768275e-13,3.9345765087067206e-08,3.84623591826743e-09,1.1078161443324157e-08,4.475021928998636e-13,4.757770958714559e-10
