Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131)
0.2643716875668928,0.4795697168627717,1.1972696114486768e-08,3.7709787513730154e-08,1.3074231972129995e-07,0.0006644173556738816,0.0,0.0,9.568421912859481e-05,0.0001879474056561244,0.018814894589317212,0.001353138518017994,2.9375398655796996e-08,2.3429746445804405e-26,6.166055437749158e-19,2.4631408453999416e-12,2.0748737472851397e-09,0.01968940814182051,3.1791206893192045e-13,3.5136790461001584e-19,1.7371476621307687e-14,5.144043703709646e-21,5.77431390691742e-14,2.2682394760959372e-08,4.4733105461521836e-12,2.325586552038075e-07,2.5763836901739043e-18,5.96080445743176e-11,6.161156329613478e-12,7.152935436869351e-17,4.1680415847474235e-10,4.307396367063089e-16,7.659820384759745e-15,1.5751813288026002e-11,3.76,0.0,0.45993699988633635,0.943530371031777,0.0331614692265559,4.404563261109107e-06,0.06495702609228542,0.0945227024726503,2.0854079910209252e-05,2.3004093749890998e-14,0.03774120083704926,3.08288214523532e-05,1.2010899885498355e-06,1.7780519054521843e-07,3.0791910259005605e-15,3.847783357958518e-08,0.0002062659384878299,0.01058601018960634,2.988329704011531e-14,4.4622366136950586e-05,1.4500799608828914e-07,8.510525013561924e-08,7.115791869446089e-05,0.003288421899781841,1.4856123663935674e-09,7.285626927339979e-11,1.0596974571079255e-07,2.2087436108833968e-08,2.983563484165515e-08,0.0009968794701342564,3.924642753358634e-08,2.1728688609289372e-14,9.197079059543643e-09,1.6891541854054502e-12,1.6766881783428124e-05,6.714762961661885e-08,1.3641140532955897e-15,8.313232345648752e-12,1.134801241315632e-14,1.7071937252691398e-14,1.450089794860671e-09,2.9776286352733838e-15,2.4671622141685446e-09,1.506554882209335e-06,1.6504319412426064e-06,2.852688164592314e-08,9.294761494488706e-09,1.1140720670655576e-05,6.839664250594732e-13,2.2299225500871396e-08,4.156239019868597e-10,5.0695348812389705e-17,3.9233171942894766e-06,7.01239692420126e-12,0.001035579105225757,1.3874227051919126e-09,2.0111681497335968e-15,5.0508948142486043e-17,4.186097507226465e-17,5.04145331099878e-23,1.8332378082516112e-09,2.0696519404816215e-09,4.284986112980846e-12,1.7543040307080537e-07,5.736871065307565e-07,3.75527194262504e-09,1.2276092922342126e-09,4.4033897816014626e-15
0.2661143602623561,0.47964486363601355,1.2075696703066083e-08,3.7860136600928404e-08,1.319981619159868e-07,0.000677434160347946,0.0,0.0,9.612350029564614e-05,0.00018969800587275576,0.019203974235874482,0.0013830409773925286,2.9705654236120913e-08,2.3698955290061526e-26,6.2689175404905845e-19,2.48350132136358e-12,2.0957915809554385e-09,0.01978233921905019,3.2544517249096156e-13,3.571620095766756e-19,1.8159195271762612e-14,5.273535200963027e-21,5.817533476988952e-14,2.3111699436444958e-08,4.533318268854326e-12,2.402605253615562e-07,2.6657070540029424e-18,6.103457615902141e-11,6.325994655990041e-12,7.395285457496968e-17,4.2106912588661055e-10,4.449557750870833e-16,7.961379502566651e-15,1.6210641978335326e-11,3.76,0.0,0.4589646824474775,0.9427038015054211,0.03378723537356916,4.475746023015262e-06,0.06517709708501121,0.09506618405656836,2.0835810874452124e-05,2.3058196490968522e-14,0.03822060731192365,3.0949390485139264e-05,1.214053999096715e-06,1.7831625770110794e-07,3.112427134692054e-15,3.868528987936226e-08,0.00020792932861908388,0.010776462373659333,3.046139935487986e-14,4.549269935891019e-05,1.4630414908469556e-07,8.618951087248379e-08,7.15868673193856e-05,0.003319278479805676,1.5055687740484127e-09,7.427794120546212e-11,1.0735937022081606e-07,2.229427019015625e-08,3.008932496573861e-08,0.0010131663418827754,3.9720029402699084e-08,2.1990896806405676e-14,9.242981055891822e-09,1.6975844932303875e-12,1.7028614805134544e-05,6.767779971444399e-08,1.3805753090971967e-15,8.412787749872138e-12,1.1503583677711507e-14,1.7200850167799317e-14,1.4609106593570725e-09,3.0034141038164228e-15,2.4924267255505636e-09,1.5422513378973768e-06,1.6665745706236269e-06,2.9172646128045347e-08,9.336084876749396e-09,1.1370169400511564e-05,6.903843792524112e-13,2.2829415730960312e-08,4.190629596126352e-10,5.106208336967425e-17,3.979126129602593e-06,7.134996109487764e-12,0.0010513944006697443,1.4067807953202272e-09,2.0261506468838455e-15,5.088520714115392e-17,4.324732549772392e-17,5.208412271642552e-23,1.854679198675656e-09,2.116672612590621e-09,4.367872000890221e-12,1.7671285401682737e-07,5.85826933040485e-07,3.828046904060534e-09,1.2346389105062617e-09,4.4777829075849026e-15
0.26734342789933974,0.4796979479541924,1.2147974646250754e-08,3.796518910854948e-08,1.3287749882770242e-07,0.0006866931359032088,0.0,0.0,9.642846090245174e-05,0.00019091760318806154,0.019480748337547277,0.0014043663977607566,2.993712932270821e-08,2.424896178416768e-26,6.341724600986548e-19,2.4978145867914245e-12,2.1105315690841795e-09,0.01984681412204625,3.3082005114223497e-13,3.6127824227550154e-19,1.8731626753641822e-14,5.3660700951694494e-21,5.84784315557575e-14,2.3416061727497777e-08,4.575488927897397e-12,2.4579859992132593e-07,2.7298978046366603e-18,6.205220374510798e-11,6.444004081054598e-12,7.569536500446371e-17,4.2404984878158235e-10,4.551692912010425e-16,8.179121066984418e-15,1.653898378667278e-11,3.76,0.0,0.4582778869127383,0.9421175817372671,0.03423193365809293,4.526290759015193e-06,0.06533096152924289,0.09544880381565611,2.0822854106601513e-05,2.309570159317372e-14,0.038560161467801043,3.1032953667761565e-05,1.2232226047291175e-06,1.7866675271349439e-07,3.135932887278646e-15,3.88300270156484e-08,0.00020909130234081849,0.010911634638781018,3.087270145360207e-14,4.611193338417814e-05,1.4721252021461797e-07,8.695390398921725e-08,7.18875355073159e-05,0.003341002611349145,1.5196221084231938e-09,7.528829025870487e-11,1.08337832500258e-07,2.2439355084891148e-08,3.026781506089151e-08,0.0010247100221402298,4.005267845692359e-08,2.2175066912821102e-14,9.275014060651461e-09,1.7034676368447852e-12,1.7214189292503664e-05,6.804806728099828e-08,1.392137385340626e-15,8.482710437761517e-12,1.1613530455204968e-14,1.7291018569743358e-14,1.4685010483496063e-09,3.0214939382859668e-15,2.5101900125651415e-09,1.5676859142322778e-06,1.6779068370200054e-06,2.9632037314227775e-08,9.364757971354982e-09,1.1533453273901013e-05,6.949028477148885e-13,2.3207365112335595e-08,4.2148067414827485e-10,5.1319089261147303e-17,4.0186730299382055e-06,7.221860702766154e-12,0.0010625930069698003,1.4204952069072234e-09,2.0366426540345232e-15,5.1148695630847534e-17,4.42441888389689e-17,5.32846488203662e-23,1.8697592321599767e-09,2.1501389847617233e-09,4.4267662683408184e-12,1.7761566604722235e-07,5.944809308757024e-07,3.8797928126778754e-09,1.2395520897673093e-09,4.530567154759128e-15
0.2685724955363234,0.47975110130724774,1.2219944744073186e-08,3.8069422530313925e-08,1.3375147373757169e-07,0.0006960165346057735,0.0,0.0,9.672940261265978e-05,0.00019212458805243626,0.019759461525966346,0.0014258866807641815,3.0167379820969386e-08,2.4690281555203548e-26,6.4147393600210705e-19,2.512088354478496e-12,2.125260096875348e-09,0.019910411296491005,3.3624611657736836e-13,3.6541902347027576e-19,1.9318281784171803e-14,5.459605089833375e-21,5.87800811671337e-14,2.3721697053405346e-08,4.617528403090641e-12,2.5142506276388523e-07,2.7950787398393774e-18,6.307934005474399e-11,6.563468078475089e-12,7.746555021469883e-17,4.270077070761584e-10,4.65538365333475e-16,8.401088777972117e-15,1.687123603363313e-11,3.76,0.0,0.4575902519295181,0.9415286920145024,0.034679383019359813,4.577115729789656e-06,0.06548371401278186,0.09583085637474562,2.0809838327219374e-05,2.313266897265295e-14,0.038900895797640736,3.1115302709100776e-05,1.2324119225964214e-06,1.790090522176238e-07,3.159491743498849e-15,3.8973456304719065e-08,0.00021024391278707941,0.011047500143319294,3.128694297881406e-14,4.673560801859084e-05,1.4811603558868218e-07,8.771796084362251e-08,7.218666087624783e-05,0.0033626942711620965,1.5336559098047337e-09,7.630490858532438e-11,1.0931484158845004e-07,2.2583773363677963e-08,3.044593583298712e-08,0.0010362999487518775,4.0384146843657494e-08,2.2358583344861575e-14,9.306765109885521e-09,1.709298995771233e-12,1.7400562965602723e-05,6.841528322018026e-08,1.4036584242591798e-15,8.552382377242128e-12,1.1723653520132588e-14,1.738055819733679e-14,1.4760566765478832e-09,3.0394842887701243e-15,2.5279061390107714e-09,1.5933326718182248e-06,1.6891938025131987e-06,3.0094646725653317e-08,9.393040903569708e-09,1.1697936560998783e-05,6.994145623500425e-13,2.3588617317858623e-08,4.23891784668817e-10,5.157471518695456e-17,4.0583719843407825e-06,7.30904558088189e-12,0.0010738275734921356,1.4342599963981578e-09,2.0470719502968026e-15,5.1410609437838886e-17,4.525696222913564e-17,5.450433373370392e-23,1.8848026478512043e-09,2.1838536699185703e-09,4.486018276083448e-12,1.785170411477593e-07,6.032111128837806e-07,3.931883547755813e-09,1.2444282491334717e-09,4.583610330338698e-15
0.2696786564096087,0.47979899742133647,1.2284451007820585e-08,3.816252940729695e-08,1.34533405998074e-07,0.0007044622877950753,0.0,0.0,9.699681316881499e-05,0.00019319998554439167,0.020011948645891304,0.0014454213342536015,3.0373537874506003e-08,2.5092612431472105e-26,6.480624079055399e-19,2.52490022710804e-12,2.1385054109814377e-09,0.019966902146666892,3.411732825671011e-13,3.69166649864484e-19,1.9858627954549414e-14,5.544642691147577e-21,5.905031124197545e-14,2.3997830587118604e-08,4.655247383852134e-12,2.565648822682195e-07,2.8545903411477943e-18,6.401187271093921e-11,6.672232675544958e-12,7.908248100621615e-17,4.2964999755775825e-10,4.75003992178612e-16,8.604501944424719e-15,1.7173597969789025e-11,3.76,0.0,0.4569706791075872,0.9409964273352308,0.03508441915247785,4.623096373374358e-06,0.06562024195464812,0.09617421861373988,2.0798074088257864e-05,2.3165481241551645e-14,0.039208557972912714,3.118838127381427e-05,1.2406998088959656e-06,1.793101433644206e-07,3.180739582574606e-15,3.910142213667804e-08,0.00021127317518565246,0.011170364228110784,3.166225753795182e-14,4.7300687735951444e-05,1.4892498929440206e-07,8.840526446930346e-08,7.245455153233792e-05,0.0033821884557537194,1.5462683311978627e-09,7.722516256602705e-11,1.1019281850464794e-07,2.2713170323493067e-08,3.0605919963841266e-08,0.0010467698154510347,4.068142533146013e-08,2.2523170643988662e-14,9.335099899069871e-09,1.7145029276595378e-12,1.7568974146059772e-05,6.874314409194915e-08,1.4139911047197167e-15,8.614865705694503e-12,1.1822907202085124e-14,1.746060067718197e-14,1.4828265995957218e-09,3.0555977908668893e-15,2.543809199794776e-09,1.6165948534375262e-06,1.699312168023913e-06,3.0513711850998175e-08,9.418161892123327e-09,1.1846991587252837e-05,7.034692174522267e-13,2.3934553321163698e-08,4.2605601216802714e-10,5.180358394903635e-17,4.094229659562998e-06,7.38777917672262e-12,0.0010839688500890506,1.4466909629222904e-09,2.0564040950352227e-15,5.164497033943922e-17,4.6182138946444925e-17,5.561852431432356e-23,1.898309061588734e-09,2.214407047293468e-09,4.539648109865249e-12,1.7932701127810962e-07,6.111334381873731e-07,3.979058501200337e-09,1.2487850824179536e-09,4.63156849653635e-15
0.270784817282894,0.47984694770875647,1.2348701308303766e-08,3.825496766187847e-08,1.3531088480067054e-07,0.0007129594968515203,0.0,0.0,9.726096799854047e-05,0.00019426497652731255,0.02026598268553005,0.001465113421987598,3.057866670280024e-08,2.5522523349192308e-26,6.54666554947018e-19,2.537678724638286e-12,2.151740390400444e-09,0.020022689326113462,3.4614179370141667e-13,3.7293403669949914e-19,2.0410860049782536e-14,5.630492183336694e-21,5.93193373710452e-14,2.4274945512691473e-08,4.6928520159090465e-12,2.6177708980307377e-07,2.914907782502224e-18,6.495206945191471e-11,6.782181581158116e-12,8.072201376554618e-17,4.3227334520032423e-10,4.845964446131118e-16,8.811391511000748e-15,1.747911087744008e-11,3.76,0.0,0.4563504569068082,0.9404620352939143,0.035491645364900334,4.669301330185486e-06,0.06575587189365706,0.0965171212295132,2.0786262830188085e-05,2.319786054219851e-14,0.03951716157541131,3.126048135161117e-05,1.2490040808891354e-06,1.7960465088534713e-07,3.2020294326724085e-15,3.922832471407517e-08,0.00021229470498735945,0.011293775667921386,3.203992287708765e-14,4.7869318850830496e-05,1.497299030301757e-07,8.909218506039386e-08,7.272118699290431e-05,0.003401655336255415,1.5588625271284276e-09,7.815037669199323e-11,1.1106945353194016e-07,2.2842009855172014e-08,3.076558863786616e-08,0.0010572760079480463,4.0977685423589206e-08,2.2687194109414262e-14,9.363206179732089e-09,1.7196648911241161e-12,1.7738016922543535e-05,6.906848908251696e-08,1.4242883879590114e-15,8.677132948229123e-12,1.1922289145735138e-14,1.7540123676370893e-14,1.4895675884019622e-09,3.0716364228945088e-15,2.5596719782111738e-09,1.6400264131254438e-06,1.7093916873434277e-06,3.09353181014672e-08,9.442966825264931e-09,1.1997007933861071e-05,7.075181935448964e-13,2.4283136192520253e-08,4.2821465755743883e-10,5.2031307805864007e-17,4.130207901115343e-06,7.466759838558659e-12,0.0010941381745368252,1.459161952321896e-09,2.06568433595702e-15,5.187802792233549e-17,4.712034563865476e-17,5.67484054530368e-23,1.911783333099881e-09,2.2451575115423254e-09,4.593562403366151e-12,1.8013574584044554e-07,6.191175128847662e-07,4.026509878129771e-09,1.2531118328779654e-09,4.6797325104706056e-15
0.2718909781561793,0.47989495133572824,1.2412692746452504e-08,3.834673519246736e-08,1.3608386204415794e-07,0.0007215078098483025,0.0,0.0,9.752186831923309e-05,0.00019531947869342608,0.020521552190241803,0.0014849627300750291,3.07827497849599e-08,2.5910525766613287e-26,6.612858460805025e-19,2.550423217665691e-12,2.164964551341442e-09,0.02007777645299012,3.5115159093745287e-13,3.7672112313671264e-19,2.0975152009601417e-14,5.717154284707102e-21,5.958714525458425e-14,2.4553018208446038e-08,4.730338654711664e-12,2.670620483637103e-07,2.976032666207149e-18,6.589991119390044e-11,6.893317524050979e-12,8.23842325844845e-17,4.3487756912215264e-10,4.943160871581316e-16,9.021782176792735e-15,1.7787766048431836e-11,3.76,0.0,0.45572959987906725,0.9399255328073399,0.03590104325500101,4.715729314710992e-06,0.06589060512666522,0.0968595641460879,2.077440492690742e-05,2.322980812427782e-14,0.03982669966790178,3.1331605613815256e-05,1.2573245497343566e-06,1.798926019610333e-07,3.223360809676527e-15,3.935416275103474e-08,0.000213308436581941,0.011417727700173252,3.2419924263051844e-14,4.844147913522118e-05,1.505307299782057e-07,8.977867276432708e-08,7.298656498072953e-05,0.003421094458739162,1.5714373977042716e-09,7.908049509813544e-11,1.1194467088153315e-07,2.297028423874766e-08,3.092493436240748e-08,0.0010678179867406078,4.127289892818503e-08,2.2850638133493043e-14,9.391083943112552e-09,1.7247848845508095e-12,1.7907683769936288e-05,6.939129924510505e-08,1.4345492941777864e-15,8.739178210502731e-12,1.202179253217489e-14,1.7619122736123618e-14,1.4962792907429962e-09,3.087599125513395e-15,2.575493542512616e-09,1.6636261334462994e-06,1.719431381108951e-06,3.135943383677688e-08,9.467455803559938e-09,1.2147980637237292e-05,7.115613962129003e-13,2.46343516447501e-08,4.3036761428721997e-10,5.2257874499494686e-17,4.166305465743891e-06,7.545981760561162e-12,0.0011043350335324267,1.4716725880020518e-09,2.0749121794797135e-15,5.210976979107627e-17,4.807164764555677e-17,5.789405578723169e-23,1.9252243488652015e-09,2.2761030903431087e-09,4.647758697709617e-12,1.8094321196060027e-07,6.271633495493464e-07,4.074236271432857e-09,1.2574084711018527e-09,4.728100505062145e-15
0.2729971390294646,0.47994300745925206,1.2476422523341432e-08,3.843783005013364e-08,1.3685229110406322e-07,0.0007301068702554157,0.0,0.0,9.777951626146382e-05,0.00019636341459322934,0.02077864558020174,0.0015049690307248607,3.098577097574588e-08,2.630866264697499e-26,6.679197477707213e-19,2.56313308584478e-12,2.178177431025475e-09,0.020132167245201088,3.5620261132296736e-13,3.805278464025723e-19,2.1551678446794343e-14,5.804629709098887e-21,5.985372084021328e-14,2.48320250366321e-08,4.767703710214422e-12,2.7242011262829467e-07,3.037966470264093e-18,6.68553781776744e-11,7.005643129835477e-12,8.40692177999407e-17,4.37462493058046e-10,5.041632617485764e-16,9.235698023632454e-15,1.809955421182225e-11,3.76,0.0,0.45510812261246913,0.9393869369080974,0.03631259426570653,4.762379030975239e-06,0.06602444296763445,0.09720154729676113,2.0762500754872733e-05,2.326132525372108e-14,0.04013716527577933,3.140175692715858e-05,1.2656610244383456e-06,1.801740256198753e-07,3.2447332239542836e-15,3.9478935126470756e-08,0.00021431430725435166,0.01154221353372653,3.280224668612774e-14,4.9017145943933596e-05,1.5132742380645238e-07,9.046467758889493e-08,7.32506834922152e-05,0.0034405053823144075,1.5839918567617976e-09,8.001546069054285e-11,1.1281839623610227e-07,2.30979858378911e-08,3.108394978965704e-08,0.0010783952109789487,4.156703814358381e-08,2.3013487378484637e-14,9.418733225462716e-09,1.729862914623064e-12,1.8077967123612846e-05,6.97115559995433e-08,1.4447728604384815e-15,8.80099569947081e-12,1.2121410538045226e-14,1.7697593483773864e-14,1.5029613615623632e-09,3.1034848486982083e-15,2.5912729665727873e-09,1.6873927890497025e-06,1.7294302947487548e-06,3.178602724870824e-08,9.491629008532417e-09,1.2299904653873506e-05,7.155987337527721e-13,2.498818542111339e-08,4.325147780257758e-10,5.248327208773812e-17,4.202521102427001e-06,7.625439153274066e-12,0.0011145589127982654,1.484222491239733e-09,2.084087143749565e-15,5.2340183844278413e-17,4.9036108809851286e-17,5.905555215760735e-23,1.938630997066065e-09,2.307241802942474e-09,4.702234464763567e-12,1.8174937729618798e-07,6.352709566300272e-07,4.1222362488694075e-09,1.2616749736039271e-09,4.776670598873806e-15
0.2741032999027499,0.47999111523165994,1.2539887951893403e-08,3.8528250482449254e-08,1.376161275399353e-07,0.000738756317114703,0.0,0.0,9.803391490092477e-05,0.00019739671151369024,0.0210372511560765,0.0015251320824840218,3.1187714692143784e-08,2.6745604445200203e-26,6.745677258918214e-19,2.5758077205381526e-12,2.191378571568857e-09,0.020185865516410592,3.612947859186965e-13,3.843541421881057e-19,2.2140614619489898e-14,5.8929191129963985e-21,6.011905044215162e-14,2.51119423530344e-08,4.80494367163492e-12,2.7785162891552905e-07,3.100710507297009e-18,6.781844998401794e-11,7.119160921726295e-12,8.577704581007676e-17,4.4002794998254447e-10,5.141382875946428e-16,9.453162628062192e-15,1.8414465541934396e-11,3.76,0.0,0.4544860397261218,0.9388462647386316,0.03672627969279955,4.809249173005724e-06,0.06615738674839768,0.09754307062405093,2.0750550692968944e-05,2.3292413212258863e-14,0.04044855138874936,3.14709383757378e-05,1.274013311918657e-06,1.8044895204999256e-07,3.2661461805163473e-15,3.9602641036814165e-08,0.00021531225710585782,0.01166722635152079,3.3186874867045935e-14,4.959629622513799e-05,1.5211993988124726e-07,9.115015047123046e-08,7.351354077053661e-05,0.003459887678963507,1.5965248345731116e-09,8.095521551190012e-11,1.1369055616023155e-07,2.3225107260294127e-08,3.124262768550097e-08,0.0010890071386271698,4.186007587561372e-08,2.3175726788470026e-14,9.446154101080108e-09,1.734898994999554e-12,1.8248859381718063e-05,7.002924175136316e-08,1.4549581415432796e-15,8.862579729923178e-12,1.2221136356322515e-14,1.7775531732482153e-14,1.5096134641487535e-09,3.1192925770162257e-15,2.607009345144842e-09,1.7113251322397238e-06,1.7393874978772793e-06,3.221506620205507e-08,9.51548670077523e-09,1.2452774862833028e-05,7.196301171385366e-13,2.5344623004497922e-08,4.346560459853015e-10,5.270748891232143e-17,4.2388535526767686e-06,7.705126246598279e-12,0.0011248092971866991,1.496811278870937e-09,2.093208763004105e-15,5.2569258384840035e-17,5.001379146951981e-17,6.023296958928243e-23,1.9520021938143808e-09,2.338571651064176e-09,4.756987162764627e-12,1.8255421022868323e-07,6.434403384695343e-07,4.170508353551382e-09,1.2659113259577803e-09,4.8254408985707296e-15
0.2752094607760352,0.4800392737996757,1.2603086507434992e-08,3.8617994957874865e-08,1.3837532953268266e-07,0.0007474557852154359,0.0,0.0,9.828506823960135e-05,0.0001984193014672709,0.021297357104583484,0.0015454516304819594,3.138856616621126e-08,2.716052390814301e-26,6.812292606704043e-19,2.5884465321717177e-12,2.204567528944269e-09,0.020238875172099918,3.6642804638747025e-13,3.8819994489745105e-19,2.2742136406673394e-14,5.982023060811485e-21,6.038312089607119e-14,2.539274651620302e-08,4.842055171400251e-12,2.833569351417138e-07,3.1642660125665494e-18,6.878910554942624e-11,7.233873321468642e-12,8.750779160947649e-17,4.42573786359982e-10,5.242414707839104e-16,9.674199287282711e-15,1.873248966853759e-11,3.76,0.0,0.4538633658652614,0.9383035335454223,0.03714208069286744,4.856338425301e-06,0.06628943781928212,0.09788413407964701,2.0738555122380325e-05,2.332307329719607e-14,0.04076085096247873,3.153915322149998e-05,1.2823812170771843e-06,1.8071741212064513e-07,3.2875991792042754e-15,3.97252800250597e-08,0.00021630222904798962,0.011792759313065294,3.357379326448642e-14,5.017890653167475e-05,1.5290823634646444e-07,9.183504430095684e-08,7.377513526056602e-05,0.003479240933370667,1.6090352919076321e-09,8.189970217782112e-11,1.145610790559632e-07,2.3351641528311073e-08,3.1400960999944356e-08,0.0010996532266118538,4.215198580987007e-08,2.33373417952691e-14,9.473346674951085e-09,1.7398931449543182e-12,1.84203529073677e-05,7.034434021215685e-08,1.4651042229508467e-15,8.923924802091824e-12,1.2320963247729505e-14,1.7852933540942086e-14,1.5162352735950044e-09,3.135021344304252e-15,2.6227018157594308e-09,1.7354218963572488e-06,1.749302084663538e-06,3.264651831686515e-08,9.539029207681455e-09,1.260658606806698e-05,7.236554599861551e-13,2.5703649465739776e-08,4.367913182713447e-10,5.2930513739672613e-17,4.275301550841441e-06,7.785037320828018e-12,0.0011350856707780712,1.5094385648314798e-09,2.1022765930270176e-15,5.2796982256832495e-17,5.1004756450096187e-17,6.142638128345536e-23,1.965336898073605e-09,2.370090612533547e-09,4.812014315901722e-12,1.8335767986155273e-07,6.516714953190932e-07,4.219051104341486e-09,1.2701175241607552e-09,4.874409499314196e-15
0.2763156216493205,0.4800874823053245,1.266601577512914e-08,3.870706208753567e-08,1.3912985694189985e-07,0.0007562049052647958,0.0,0.0,9.853298115569221e-05,0.00019943112118387058,0.02155895150385083,0.0015659274066661137,3.158831110095222e-08,2.7567293224243304e-26,6.879038346752343e-19,2.6010489415715634e-12,2.2177438786706746e-09,0.020291200205785107,3.716023219180268e-13,3.9206518719412883e-19,2.335642028380037e-14,6.071942098505757e-21,6.064591931966101e-14,2.5674413896450773e-08,4.879034920197479e-12,2.889363607787922e-07,3.2286341142906085e-18,6.97673231821306e-11,7.349782650724048e-12,8.92615271274845e-17,4.450998551606303e-10,5.344730993711715e-16,9.898830761899638e-15,1.9053615687788108e-11,3.76,0.0,0.45324011569649914,0.9377587606733672,0.037559978291015095,4.903645463288961e-06,0.06642059754969482,0.09822473762436738,2.0726514426466422e-05,2.335330682192087e-14,0.041074056920180714,3.160640490410657e-05,1.2907645428780728e-06,1.8097943820893738e-07,3.3090917148908485e-15,3.984685182765484e-08,0.00021728416880629852,0.01191880555684103,3.396298608237113e-14,5.076495303204783e-05,1.5369227235784151e-07,9.25193123534719e-08,7.403546560240132e-05,0.0034985647427660544,1.621522207790294e-09,8.284886256473084e-11,1.1542989497305532e-07,2.3477581825879132e-08,3.1558942826957055e-08,0.0011103329309578274,4.244274222426213e-08,2.3498318157504263e-14,9.500311085119294e-09,1.7448453898570388e-12,1.8592440030815788e-05,7.065683566347149e-08,1.475210210573545e-15,8.985025539232214e-12,1.2420884484272162e-14,1.7929795084255287e-14,1.5228264724960007e-09,3.1506702009174834e-15,2.638349530905934e-09,1.7596818042146262e-06,1.7591731742188633e-06,3.3080351019755044e-08,9.56225693165316e-09,1.2761333000346695e-05,7.276746785210584e-13,2.606524973904225e-08,4.389204972858826e-10,5.315233565742513e-17,4.311863824399294e-06,7.865166679179463e-12,0.0011453875169713937,1.5221039610036735e-09,2.111290202433143e-15,5.3023344626167246e-17,5.2009063057115594e-17,6.2635858615718e-23,1.9786340805552824e-09,2.4017966466730782e-09,4.867313416233628e-12,1.8415975574773463e-07,6.599644233484875e-07,4.267862996159537e-09,1.2742935708689428e-09,4.92357448397108e-15
0.2774217825226058,0.4801357398860558,1.2728673437378516e-08,3.8795450646350224e-08,1.3987967152928471e-07,0.0007650033040567817,0.0,0.0,9.877765936274925e-05,0.00020043211205413275,0.021822022328765227,0.001586559130035566,3.1786935669018804e-08,2.800557388004717e-26,6.945909274789071e-19,2.6136143789025488e-12,2.2309072042420118e-09,0.020342844695272946,3.768175352334071e-13,3.959498001660975e-19,2.398364329667662e-14,6.162676713427633e-21,6.090743313041416e-14,2.5956920884810203e-08,4.915879694869444e-12,2.945902268177261e-07,3.2938157720083974e-18,7.075308057799758e-11,7.466891132322715e-12,9.103832005736253e-17,4.4760601656661416e-10,5.448334384865782e-16,1.0127079237197673e-14,1.937783217238703e-11,3.76,0.0,0.4526163039029924,0.9372119635601749,0.03797995338864126,4.951168953790919e-06,0.06655086732873108,0.09856488122811441,2.071442899063809e-05,2.3383115115684588e-14,0.0413881621541991,3.167269705680068e-05,1.2991630904250281e-06,1.8123506390703434e-07,3.330623277678618e-15,3.9967356436702385e-08,0.00021825802489855038,0.012045358202742657,3.435443727702594e-14,5.135441152122196e-05,1.5447200827450544e-07,9.32029084717277e-08,7.429453064961675e-05,0.0035178587167766437,1.6339845753147838e-09,8.380263747590388e-11,1.1629693490496089e-07,2.3602921511715332e-08,3.171656636496967e-08,0.0011210457069237248,4.273231986971939e-08,2.3658641895920253e-14,9.527047503605057e-09,1.7497557613179415e-12,1.8765113051646363e-05,7.096671315140267e-08,1.4852752267927164e-15,9.045876664382278e-12,1.2520893345892176e-14,1.800611268502188e-14,1.5293867506741748e-09,3.1662382228465887e-15,2.653951656895758e-09,1.7841035625886364e-06,1.7689999106143922e-06,3.351653150475086e-08,9.58517034971557e-09,1.2917010319291952e-05,7.316876915471333e-13,2.6429408603368203e-08,4.4104348689473316e-10,5.337294401673696e-17,4.348539094254153e-06,7.945508648180236e-12,0.0011557143185753924,1.534807075691481e-09,2.120249173377103e-15,5.324833499880393e-17,5.302676906952119e-17,6.38614711216634e-23,1.9918927324664894e-09,2.433687699831396e-09,4.922881921535476e-12,1.8496040801880242e-07,6.683191146561796e-07,4.31694250028731e-09,1.2784394761511041e-09,4.972933922901102e-15
