Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894)
5.4360818682274094e-05,0.6560737498093283,5.455072877651658e-07,2.4832553470341703e-07,7.66739654842992e-08,1.3854458473762511e-05,0.0,0.0,1.3828735508309802e-05,5.714963204651525e-08,4.2155948031401634e-06,3.6904382636706266e-07,2.974316065617326e-08,5.551540651070679e-21,4.943370736657418e-15,6.884330145126052e-10,5.99079439458865e-08,9.704540122629415e-05,1.7046934891021437e-18,8.26212972872022e-15,1.2408222539734799e-16,8.796923646456819e-19,1.596374901707299e-11,1.509748130736286e-12,1.0777597064732189e-12,3.1880941469141885e-15,2.724482845276465e-20,1.0158995894890268e-13,2.319656478881266e-13,2.98299461950802e-16,7.60718772298173e-12,3.798990382470995e-18,4.888003709893862e-18,1.737349668704425e-14,3.76,0.0,0.6362517719672877,0.9995361084182576,1.2697007458979424e-05,1.9554694908567865e-07,0.07513446736455061,0.07525794817867248,0.0003442617240007705,1.663117810653516e-12,9.611719495109355e-05,1.6719502520381532e-05,9.71547121168394e-06,2.8925936537946424e-09,6.853189846069535e-12,1.3696543292927825e-07,1.3249105799800663e-07,3.48047465512431e-07,5.56789832325257e-12,2.0707421933528112e-06,1.0899755763797652e-07,3.4509260278141933e-07,4.502915239244779e-06,2.1255253245810348e-05,1.3467230931428256e-08,1.0087812326761485e-09,1.7491926656588404e-07,2.180712326146354e-08,9.536851023454641e-07,4.300645196899592e-08,1.0264777441850953e-09,8.436851105434283e-15,5.429502409843558e-10,2.2575772908894075e-12,2.9780121674903155e-07,4.485177993178369e-10,9.636776639279664e-16,9.720621131399567e-12,1.5398890848510724e-11,4.655792614396622e-13,8.102656633560561e-10,2.2824364827200183e-14
5.537457808459649e-05,0.6562306290104809,5.61572825027816e-07,2.5325279199001844e-07,7.910792473882753e-08,1.4490965755382143e-05,0.0,0.0,1.4330860424035984e-05,5.98659383899114e-08,4.464157039719908e-06,3.9236972967419384e-07,3.0964966326301346e-08,6.0975185427514585e-21,5.274093173720961e-15,7.134893255004616e-10,6.268729269712467e-08,0.00010067120519093685,1.86516929931929e-18,8.719538414673797e-15,1.3723725016848221e-16,9.464766964770253e-19,1.6480291307800973e-11,1.6346777248756377e-12,1.1400283915982231e-12,3.5650866843971575e-15,3.0475893379788303e-20,1.1197405781028798e-13,2.5768017893843875e-13,3.266266082687262e-16,8.067827233891288e-12,4.1463038148428874e-18,5.327918781358427e-18,1.922043934901716e-14,3.76,0.0,0.6349253351595779,0.9995315362907304,1.3299310364136188e-05,2.0761686190580861e-07,0.07645500438796227,0.07658318704136657,0.00034426014192065685,1.6919359975857093e-12,9.970714126161521e-05,1.7201614640643795e-05,1.0075319348886547e-05,2.9752854139572957e-09,7.1081141623492e-12,1.4091717355515014e-07,1.3966119024168902e-07,3.74862028300762e-07,5.6775142028957845e-12,2.1473502891170794e-06,1.136654283143701e-07,3.5508851665440665e-07,4.764695120432206e-06,2.2259963377242263e-05,1.4113329529941832e-08,1.0572837433405185e-09,1.8315373152709235e-07,2.284259599537879e-08,9.942401370701675e-07,4.63193920619659e-08,1.0745575757974144e-09,8.831974027641738e-15,5.747000784418444e-10,2.3893719725137425e-12,3.1593049533654206e-07,4.677116824408344e-10,1.0088057443786992e-15,1.0172941257319368e-11,1.6317277265156852e-11,4.882100423354223e-13,8.445230729229231e-10,2.3791040980670548e-14
5.613934527906945e-05,0.6563487635145884,5.73842080029133e-07,2.5699343267721484e-07,8.097369773236061e-08,1.4982878628376218e-05,0.0,0.0,1.4717626270601958e-05,6.198132562994111e-08,4.658296464134839e-06,4.1065790442451986e-07,3.1906891279472305e-08,6.538672102321455e-21,5.534669318428215e-15,7.327402142270375e-10,6.484203059727406e-08,0.00010344997152509498,1.9943808793047325e-18,9.07521634257752e-15,1.479303389625224e-16,9.995112027364027e-19,1.687721419121442e-11,1.7344780348700144e-12,1.1889659641583362e-12,3.873942632648652e-15,3.3136344348050693e-20,1.2038822515601865e-13,2.786671844540972e-13,3.4947121850498e-16,8.42947760139283e-12,4.425500414564099e-18,5.681129595015073e-18,2.072116509626033e-14,3.76,0.0,0.6339264914901015,0.9995280255021621,1.3765803008068627e-05,2.170809904994095e-07,0.07744931691417938,0.0775811064159216,0.00034425892720448096,1.7136255473360577e-12,0.0001024585139262894,1.756878847692796e-05,1.0350970729755892e-05,3.0382421391958664e-09,7.303404646486829e-12,1.4392681725934048e-07,1.4526255924923675e-07,3.961102829036342e-07,5.760343315279989e-12,2.2060346885947007e-06,1.1727572482811956e-07,3.6270170358899444e-07,4.969038791690124e-06,2.3036907048014068e-05,1.4614137085347369e-08,1.0948808601112957e-09,1.8952969658366704e-07,2.3644229408388237e-08,1.025446420538621e-06,4.896707104077709e-08,1.1117757888010436e-09,9.137834675021456e-15,5.994845987249481e-10,2.4922483207930675e-12,3.300839859301688e-07,4.825560107664935e-10,1.043738876143781e-15,1.052301096446684e-11,1.7035339656170176e-11,5.057944988467667e-13,8.708756077694671e-10,2.4534768775511398e-14
5.6904112473542405e-05,0.656466715040037,5.862408618407787e-07,2.607549195350026e-07,8.286525665555764e-08,1.5484990187993746e-05,0.0,0.0,1.511131126961988e-05,6.415513245936644e-08,4.858251538111694e-06,4.295548794309351e-07,3.2866420595860725e-08,7.006414742265757e-21,5.805075651642589e-15,7.522940865730727e-10,6.704747580417805e-08,0.00010626614657148779,2.1309639718618318e-18,9.4401377344133e-15,1.5932476707240384e-16,1.054917341407138e-18,1.728043631370044e-11,1.8392726253020647e-12,1.2396498249780769e-12,4.205242338379743e-15,3.600331969809419e-20,1.2933041683018726e-13,3.0110900601671507e-13,3.736525058433135e-16,8.8036531293311e-12,4.720225894196184e-18,6.053607050982091e-18,2.231981690390501e-14,3.76,0.0,0.6329291958295411,0.9995244614958361,1.4242868829791127e-05,2.2686139852530116e-07,0.07844201196976146,0.0785774598771872,0.0003442576941700461,1.7352717455224683e-12,0.00010524700538685229,1.7938940596404936e-05,1.0630217070620816e-05,3.1016914986025238e-09,7.501253040498536e-12,1.4696089091655975e-07,1.5103319613958282e-07,4.1826407051127966e-07,5.843289542673371e-12,2.2654855046016205e-06,1.2096358117676237e-07,3.703769446783034e-07,5.1793999465941465e-06,2.383034067526859e-05,1.5126645047023835e-08,1.1333576877026816e-09,1.9604874425795688e-07,2.4463707193410854e-08,1.0571830388029613e-06,5.174783627377249e-08,1.1498203362628629e-09,9.45048545149839e-15,6.24999484794883e-10,2.598151952851656e-12,3.4465468444656626e-07,4.977184282110748e-10,1.0794474770484884e-15,1.0880795084449225e-11,1.777559778678315e-11,5.238275372302799e-13,8.97669139971039e-10,2.5291043362900847e-14
5.766887966801536e-05,0.656584483899572,5.987699679005189e-07,2.6453773297329336e-07,8.478288415909559e-08,1.599739326291223e-05,0.0,0.0,1.551197405415113e-05,6.638869418850558e-08,5.0641283743865995e-06,4.490736258059768e-07,3.38437631807516e-08,7.502067803483662e-21,6.085590800183924e-15,7.721539075559223e-10,6.930435589985682e-08,0.00010911972540498244,2.2752578441157486e-18,9.814405603636057e-15,1.7145820380379122e-16,1.1127795179224823e-18,1.769001953379744e-11,1.9492642328766817e-12,1.292134058572364e-12,4.560324753307696e-15,3.909102249293176e-20,1.3882774879902605e-13,3.250899902882391e-13,3.9923458377924085e-16,9.190681919652138e-12,5.031183472057139e-18,6.446204037360151e-18,2.4021635963936082e-14,3.76,0.0,0.6319334455644285,0.9995208440779807,1.473064222894702e-05,2.3696518844650667e-07,0.07943309189463271,0.07957224985217345,0.0003442564427505812,1.7568746810596754e-12,0.00010807261540406249,1.8312062851822607e-05,1.0913053456174368e-05,3.1656318523369483e-09,7.70165584736146e-12,1.5001932780744912e-07,1.5697663220563536e-07,4.4134964921463933e-07,5.926352804744643e-12,2.325701937537732e-06,1.2472999190744598e-07,3.7811406892494074e-07,5.395885966081474e-06,2.4640396646247054e-05,1.5651015780950418e-08,1.1727264166692794e-09,2.027127520928536e-07,2.5301235633663563e-08,1.089453663328518e-06,5.466671499341746e-08,1.1887018055648263e-09,9.770013357321557e-15,6.512576140571761e-10,2.707136197569514e-12,3.5964893600773105e-07,5.132029715503938e-10,1.1159414831196862e-15,1.1246392122686793e-11,1.853849910168868e-11,5.423166038278244e-13,9.249065620334945e-10,2.60599527500724e-14
5.843364686248832e-05,0.6567020704056679,6.114302150627263e-07,2.6834233338588944e-07,8.672686630293957e-08,1.6520181139503754e-05,0.0,0.0,1.591967275244802e-05,6.868336926047212e-08,5.276034294615464e-06,4.6922727746498254e-07,3.4839125562564637e-08,8.027010931098108e-21,6.37650088554453e-15,7.923224754680226e-10,7.161340461956096e-08,0.00011201070394054153,2.4276141453993093e-18,1.0198122403442608e-14,1.8436991177492658e-16,1.1731850457211706e-18,1.810602221538114e-11,2.064662266015368e-12,1.3464742296045146e-12,4.9405930595481566e-15,4.241451858998775e-20,1.4890845411413672e-13,3.5069848842643077e-13,4.2628403336266526e-16,9.590897965084812e-12,5.3591027784421635e-18,6.859804535247453e-18,2.583208944329249e-14,3.76,0.0,0.6309392380841106,0.9995171730529943,1.5229258950155314e-05,2.4739955557372e-07,0.08042255902277559,0.08056547876379552,0.00034425517287870415,1.7784344425473938e-12,0.00011093534460838692,1.86881477609225e-05,1.1199474976214112e-05,3.2300616772879634e-09,7.904609573676158e-12,1.5310206667999947e-07,1.6309642771727492e-07,4.653937050385785e-07,6.0095330239357415e-12,2.3866831986268037e-06,1.2857596072510071e-07,3.8591291938336605e-07,5.6186054051085395e-06,2.546720696923358e-05,1.6187413194622622e-08,1.2129993793042315e-09,2.0952362293968755e-07,2.6157023287257094e-08,1.1222620719330182e-06,5.772885673155555e-08,1.2284309270714951e-09,1.0096506562030167e-14,6.782720002004483e-10,2.8192549482675305e-12,3.7507312142580624e-07,5.290137128937417e-10,1.153230963535758e-15,1.1619901817724467e-11,1.9324498771331458e-11,5.612691065833519e-13,9.525908551734884e-10,2.6841587681933205e-14
5.9198414056961276e-05,0.6568194748705332,6.242224361648437e-07,2.721692070074648e-07,8.869749466984115e-08,1.705344757474709e-05,0.0,0.0,1.63344649823387e-05,7.10405395704358e-08,5.494077820290117e-06,4.900291324987772e-07,3.585271511022931e-08,8.582672510599458e-21,6.678093391058667e-15,8.128025838818177e-10,7.397536202914744e-08,0.00011493907891624256,2.588397505885974e-18,1.0591390027795856e-14,1.9810079981731686e-16,1.2362222133007797e-18,1.852850270851022e-11,2.18568298117798e-12,1.4027274150338387e-12,5.347517069652164e-15,4.598977107757873e-20,1.596019212979621e-13,3.78027006666121e-13,4.54869978988435e-16,1.000464140417148e-11,5.704736164097059e-18,7.295324060011167e-18,2.775687855489559e-14,3.76,0.0,0.6299465707807127,0.9995134482234191,1.5738856107648657e-05,2.5817178874190834e-07,0.08141041568226828,0.08155714903087836,0.0003442538844863837,1.7999511182700562e-12,0.00011383519451228095,1.906718850246536e-05,1.1489476725675649e-05,3.294979566214382e-09,8.110110729690571e-12,1.5620905171031327e-07,1.69396171290124e-07,4.904233553542393e-07,6.092830125489662e-12,2.448428510003241e-06,1.325024990172491e-07,3.9377335294744425e-07,5.847667980952197e-06,2.6310903303247327e-05,1.6736002796774193e-08,1.2541890154759997e-09,2.164832809597802e-07,2.7031280140002766e-08,1.1556121250870227e-06,6.093953525950009e-08,1.2690185489724324e-09,1.0430054205024682e-14,7.06055793352204e-10,2.9345626623302853e-12,3.9093365794719835e-07,5.451547543270127e-10,1.191326098364225e-15,1.2001424987537863e-11,2.0134056768437022e-11,5.806925508186119e-13,9.807250689101911e-10,2.7636041072099276e-14
5.988670453198694e-05,0.6569249835014873,6.358489765303194e-07,2.756328562286957e-07,9.049408898916794e-08,1.7542424412321967e-05,0.0,0.0,1.6713890168813404e-05,7.321658756895683e-08,5.695655306088122e-06,5.093161401399335e-07,3.678070898308235e-08,9.11026244145296e-21,6.958907982441622e-15,8.315035964902609e-10,7.614697745886235e-08,0.00011760658831862438,2.7406201285246524e-18,1.0953580611199271e-14,2.111941774471275e-16,1.2952823320534346e-18,1.891432689035421e-11,2.299593417650321e-12,1.455039330726342e-12,5.737809849039986e-15,4.943671874196689e-20,1.6977520484963984e-13,4.041732199034478e-13,4.819702822460848e-16,1.0388862824488385e-11,6.03159919118267e-18,7.70681614145223e-18,2.959185292776106e-14,3.76,0.0,0.6290544849057029,0.9995100497091618,1.6206996279430133e-05,2.681617741977087e-07,0.08229811164451316,0.08244832162603825,0.00034425270904155726,1.8192793608013668e-12,0.00011647679959317137,1.9410847313748213e-05,1.1753535346476018e-05,3.353821893165492e-09,8.297236941174447e-12,1.590260270375467e-07,1.7522278446827842e-07,5.138154868421164e-07,6.1678973917995545e-12,2.5046519191948833e-06,1.3610611187564214e-07,4.0090028977228085e-07,6.059339302955739e-06,2.708477610182025e-05,1.7240296603488065e-08,1.2920538505333806e-09,2.228757934423149e-07,2.783407738619906e-08,1.1860935315917145e-06,6.39606053357574e-08,1.3062904851515153e-09,1.0736353067244159e-14,7.317300277893859e-10,3.0411116293196477e-12,4.0558655478046766e-07,5.599675096413898e-10,1.2263090557141283e-15,1.235173164760682e-11,2.0883185515036283e-11,5.98582590699745e-13,1.006433114983129e-09,2.8362087341838252e-14
6.05749950070126e-05,0.6570303451589512,6.475837431219226e-07,2.791153036939311e-07,9.231272814601386e-08,1.8040034255958367e-05,0.0,0.0,1.7099148685582106e-05,7.544543641148346e-08,5.902373965198095e-06,5.291490274147302e-07,3.772380379050406e-08,9.665096414956062e-21,7.248843726366488e-15,8.50461752484813e-10,7.836260209752999e-08,0.00012030438567393785,2.9002604631517643e-18,1.1323662943967178e-14,2.2501785350460416e-16,1.3566193129964638e-18,1.9305498131630958e-11,2.4184067739053567e-12,1.5089920856869326e-12,6.152111143166133e-15,5.311433163597695e-20,1.8049273022825658e-13,4.3186469314563816e-13,5.104274113266753e-16,1.078457917994741e-11,6.3740374571927206e-18,8.137546616175072e-18,3.152875638722293e-14,3.76,0.0,0.6281636425664877,0.9995066073050672,1.6684244758048916e-05,2.7843685816585994e-07,0.08318450669689754,0.08333823543263107,0.00034425151848901497,1.8385728390282783e-12,0.00011914847675882195,1.9756891344316063e-05,1.2020486415700841e-05,3.41305764727469e-09,8.486421208143562e-12,1.6186256810109136e-07,1.8120073970079384e-07,5.380486509455627e-07,6.243059224058605e-12,2.5614930364520205e-06,1.3977655933968134e-07,4.0807691984696056e-07,6.276320042042405e-06,2.7872528503593957e-05,1.775472639251677e-08,1.3306807241741865e-09,2.2939183555312178e-07,2.865216222294784e-08,1.2170198003889999e-06,6.711038777588701e-08,1.3442747827099255e-09,1.1048505521541438e-14,7.580480223681209e-10,3.150328720269163e-12,4.2060285574499706e-07,5.750541844397242e-10,1.2619605245745657e-15,1.270868719193686e-11,2.1652118171752944e-11,6.16865756161199e-13,1.0325104466698454e-09,2.9098664533182646e-14
6.126328548203826e-05,0.6571355600699885,6.594273863482603e-07,2.8261687656406917e-07,9.415363386981198e-08,1.8546346493839478e-05,0.0,0.0,1.7490281551391617e-05,7.772814352843234e-08,6.1143154986524925e-06,5.495378382336344e-07,3.868215787718563e-08,1.0248326660904285e-20,7.548121420286191e-15,8.69679195520806e-10,8.062278879955464e-08,0.00012303247038523437,3.067612758898561e-18,1.1701710155262972e-14,2.396052821091587e-16,1.4203022087802899e-18,1.97020611548122e-11,2.542295683745186e-12,1.5646305670509885e-12,6.591641409756433e-15,5.703632749163645e-20,1.9177847823595347e-13,4.611781399023268e-13,5.402973639016154e-16,1.1192051392143211e-11,6.7326553219076855e-18,8.588252479771335e-18,3.357226453329746e-14,3.76,0.0,0.6272740418675354,0.9995031208631194,1.7170704455848998e-05,2.89002551285321e-07,0.08406960252416991,0.08422689220550048,0.0003442503127777623,1.8578316166528882e-12,0.0001218502289972071,2.0105316982964658e-05,1.2290326368353108e-05,3.4726860408192426e-09,8.6776609942329e-12,1.647186453954679e-07,1.8733270972280416e-07,5.631435272825472e-07,6.3183155736857966e-12,2.618951317747496e-06,1.4351459616252634e-07,4.1530316747030257e-07,6.498692687364809e-06,2.8674255879945715e-05,1.827941722572948e-08,1.3700790592744084e-09,2.3603286246969479e-07,2.948569188866219e-08,1.2483939453166513e-06,7.039299294676051e-08,1.3829796433697253e-09,1.136657896044303e-14,7.850196526493492e-10,3.2622548332556108e-12,4.3598731978256145e-07,5.904178359915882e-10,1.2982882013742517e-15,1.30723678692254e-11,2.2441205643900576e-11,6.355475913366421e-13,1.058959452977943e-09,2.984584558826541e-14
6.195157595706392e-05,0.6572406284615006,6.713805652971878e-07,2.8613792265364106e-07,9.601703173570173e-08,1.906143086187314e-05,0.0,0.0,1.78873294874125e-05,8.00657825676703e-08,6.331562439839885e-06,5.704927295541167e-07,3.965593154116111e-08,1.0861138053766134e-20,7.856971141982488e-15,8.891581307814143e-10,8.292809477853023e-08,0.00012579084241921671,3.2429805970718927e-18,1.2087795012699359e-14,2.549911300043272e-16,1.4864032438947955e-18,2.0104062088061822e-11,2.6714377508058275e-12,1.6220007419599975e-12,7.057671439472013e-15,6.121714262249407e-20,2.0365728610813335e-13,4.921934089811524e-13,5.716380091684337e-16,1.1611544776559785e-11,7.108081088940744e-18,9.059693717635971e-18,3.572722752820529e-14,3.76,0.0,0.6263856809150581,0.9994995902339586,1.7666479240971533e-05,2.998644272978742e-07,0.08495340080715413,0.08511429369681807,0.00034424909185632786,1.8770557571660608e-12,0.00012458205990985944,2.0456121024388e-05,1.256305164288593e-05,3.53270635702477e-09,8.870953765526452e-12,1.6759423275015118e-07,1.9362138445103096e-07,5.891210880185855e-07,6.3936663940033744e-12,2.677026226448491e-06,1.473209817885021e-07,4.2257896545777294e-07,6.726540527967124e-06,2.9490053444680987e-05,1.881449530272518e-08,1.410258328785548e-09,2.4280034386075155e-07,3.033482452321552e-08,1.2802190317445798e-06,7.381261760094231e-08,1.4224133487067667e-09,1.169064143546546e-14,8.126548884563313e-10,3.3769312558499717e-12,4.517447328807741e-07,6.060615398488871e-10,1.3352998579996642e-15,1.3442850677277992e-11,2.3250801983381936e-11,6.546337313725201e-13,1.0857825653210874e-09,3.060370482096496e-14
6.263986643208958e-05,0.6573455505602271,6.834439499502003e-07,2.8967880843339404e-07,9.790315198876802e-08,1.9585357448342023e-05,0.0,0.0,1.8290332912987826e-05,8.245944359743092e-08,6.554198149539649e-06,5.920239719367314e-07,4.0645292302381847e-08,1.1504863463893942e-20,8.175637354668469e-15,9.089009742601076e-10,8.527908162245787e-08,0.00012857950230149936,3.4266779087173455e-18,1.248198992451064e-14,2.712113093070058e-16,1.5549997458139117e-18,2.051155130816035e-11,2.8060156649266782e-12,1.6811496765922223e-12,7.551524064797284e-15,6.567200383223502e-20,2.161548722467892e-13,5.24993587686841e-13,6.045091419932381e-16,1.2043329081756527e-11,7.500969144380181e-18,9.552656293934468e-18,3.799867538408309e-14,3.76,0.0,0.6254985578169636,0.999496015266873,1.8171673964396352e-05,3.11028123479737e-07,0.0858359032227581,0.0860004416560859,0.00034424785567279694,1.8962453238539714e-12,0.00012734397371668715,2.080930068961778e-05,1.2838658681222089e-05,3.593117953446221e-09,9.066296990572003e-12,1.7048930749408468e-07,2.0006947067288207e-07,6.160026001218039e-07,6.469111640253956e-12,2.735717233373634e-06,1.5119648040771692e-07,4.2990425548301655e-07,6.959947649788132e-06,3.0320016271909097e-05,1.9360088770542174e-08,1.4512281248948711e-09,2.4969576327097913e-07,3.119971986328939e-08,1.3124981701279016e-06,7.73735461453463e-08,1.462584256419614e-09,1.2020761623492886e-14,8.409637920784614e-10,3.494399658482926e-12,4.678799081574634e-07,6.219883885351236e-10,1.3730033377227087e-15,1.3820213407412294e-11,2.4081264404984596e-11,6.741297769276184e-13,1.112982252052452e-09,3.137231776796523e-14
6.332815690711523e-05,0.6574503265927468,6.956182257343505e-07,2.932398773582224e-07,9.981222721977222e-08,2.0118196705686658e-05,0.0,0.0,1.8699331975791842e-05,8.49102333148734e-08,6.782306855245216e-06,6.141419515225593e-07,4.165040963679417e-08,1.2180795431632233e-20,8.504356819225166e-15,9.289101361894236e-10,8.767631525929682e-08,0.00013139845114733243,3.619028831030016e-18,1.2884366941183617e-14,2.8830301361611987e-16,1.626167342843477e-18,2.0924578999495876e-11,2.946217327998236e-12,1.742125553975112e-12,8.074575971407988e-15,7.041691661790449e-20,2.292978623914067e-13,5.596651094113228e-13,6.389725300151952e-16,1.2487678031397783e-11,7.911983394017253e-18,1.0067950937789015e-17,4.039182349753514e-14,3.76,0.0,0.624612670682845,0.9994923958097426,1.8686394472792295e-05,3.224993410610277e-07,0.0867171114439073,0.08688533783013919,0.00034424660417476706,1.915400379798215e-12,0.0001301359752655406,2.1164853613696952e-05,1.3117143928770903e-05,3.653920259800219e-09,9.263688140392777e-12,1.7340385036049118e-07,2.066796917648581e-07,6.43809627873446e-07,6.544651269613808e-12,2.7950238168537032e-06,1.5514186264243574e-07,4.372789879433922e-07,7.198998969603921e-06,3.116423931288114e-05,1.9916327386365006e-08,1.4929982066121108e-09,2.5672062281355727e-07,3.208053912623801e-08,1.3452345370460564e-06,8.108015179597449e-08,1.5035008283311993e-09,1.235700905629411e-14,8.699565207342687e-10,3.6147021058219717e-12,4.843976870598359e-07,6.382014993434661e-10,1.4114065814133867e-15,1.4204534829490048e-11,2.49329562691204e-11,6.940413536217039e-13,1.1405610364648074e-09,3.2151761698952414e-14
6.401644738214089e-05,0.6575549567854863,7.079040907024271e-07,2.968214497788079e-07,1.0174449153765563e-07,2.066001946315764e-05,0.0,0.0,1.911436657591123e-05,8.741927526428425e-08,7.015973680577253e-06,6.368571721877825e-07,4.267145037950719e-08,1.2890172609202731e-20,8.843367847730273e-15,9.491879015661723e-10,9.012036602788006e-08,0.00013424769068001802,3.8203671968131145e-18,1.3294997755982469e-14,3.0630475265850804e-16,1.6999820143147475e-18,2.134319294919467e-11,3.0922359815613354e-12,1.804977700293724e-12,8.628259453135207e-15,7.546867859048033e-20,2.431138159809252e-13,5.962978633622227e-13,6.750919637490215e-16,1.2944869581633888e-11,8.341809752426696e-18,1.0606411371627897e-17,4.291207830745134e-14,3.76,0.0,0.6237280176239928,0.9994887317089841,1.9210747607034274e-05,3.342838456483908e-07,0.08759702713950596,0.0877689839631489,0.0003442453373093058,1.934520987865587e-12,0.00013295807004462068,2.1522777808012027e-05,1.339850383444798e-05,3.7151127715087577e-09,9.463124688500523e-12,1.7633784518272835e-07,2.1345478739482278e-07,6.725640356098326e-07,6.620285241209374e-12,2.854945462796559e-06,1.5915790539547762e-07,4.4470312127612533e-07,7.443780258402979e-06,3.202281741001441e-05,2.0483341765937995e-08,1.535578418245496e-09,2.6387644437839013e-07,3.297744456340383e-08,1.3784313825508913e-06,8.493689774111938e-08,1.545171637809471e-09,1.2699454183095431e-14,8.996433307188205e-10,3.7378810731195895e-12,5.013029408192118e-07,6.547040148837145e-10,1.4505176347991043e-15,1.45958946724351e-11,2.5806247337721444e-11,7.143741856374156e-13,1.1685215030045564e-09,3.294211579554511e-14
6.470473785716654e-05,0.6576594413647211,7.203022500234546e-07,3.004238674769317e-07,1.0370018305925143e-07,2.1210896931371763e-05,0.0,0.0,1.95354763531335e-05,8.998771005648552e-08,7.25528462732807e-06,6.60180256177122e-07,4.3708583755681695e-08,1.3634525556288793e-20,9.192931048309472e-15,9.69736625002209e-10,9.261180879588588e-08,0.00013712722320946924,4.031037309864106e-18,1.3713953706290065e-14,3.252563848461122e-16,1.7765270505595865e-18,2.176744234264969e-11,3.244270329463729e-12,1.8697566068526735e-12,9.214064153237994e-15,8.08449984358753e-20,2.5763125185868837e-13,6.349853057312445e-13,7.12933314821595e-16,1.3415186320708884e-11,8.791168818432352e-18,1.1168897534409693e-17,4.55650429149082e-14,3.76,0.0,0.6228445967533736,0.9994850228095498,1.9744841216983143e-05,3.4638746767229946e-07,0.08847565197448266,0.08865138179662449,0.00034424405502300547,1.953607210717255e-12,0.00013581026418953824,2.1883071659711043e-05,1.368273485069863e-05,3.776695049526581e-09,9.66460411091221e-12,1.792912788822963e-07,2.2039751321251836e-07,7.022879903083024e-07,6.696013516138815e-12,2.9154816647511122e-06,1.6324539012216279e-07,4.521766218222549e-07,7.694378123223363e-06,3.2895845311616605e-05,2.1061263791177176e-08,1.5789786448550663e-09,2.7116476500748213e-07,3.389059981956272e-08,1.4120920068118324e-06,8.894833848027958e-08,1.5876053425195055e-09,1.3048168142961548e-14,9.3003457693632e-10,3.86397944288555e-12,5.186005706232389e-07,6.714990942799834e-10,1.4903446221568152e-15,1.499437343987802e-11,2.6701510663465738e-11,7.351339377536014e-13,1.1968662771206269e-09,3.374346058999305e-14
6.53930283321922e-05,0.6577637805565739,7.328134187162796e-07,3.0404749610360785e-07,1.0567954473583492e-07,2.177090070552254e-05,0.0,0.0,1.996270067912813e-05,9.261669558421769e-08,7.500326566252395e-06,6.841219444900037e-07,4.476198575334402e-08,1.4415370983872992e-20,9.553304638029019e-15,9.90558842239532e-10,9.515122295605028e-08,0.0001400370516218811,4.251394971667312e-18,1.4141305775511741e-14,3.4519915353384873e-16,1.8558866618459423e-18,2.2197379954926975e-11,3.402524663239672e-12,1.936513946201705e-12,9.833538994044325e-15,8.65645123779222e-20,2.728796751332433e-13,6.758245739197819e-13,7.525645925797121e-16,1.3898915125506453e-11,9.260791563369529e-18,1.1756298577759933e-17,4.8356522860598606e-14,3.76,0.0,0.6219624061855754,0.9994812689549231,2.028878419267227e-05,3.588161028373558e-07,0.08935298760981046,0.08953253306941632,0.000344242757261958,1.9726591108146895e-12,0.00013869256448701415,2.2245733960198724e-05,1.3969833433518933e-05,3.8386667250621805e-09,9.86812388616591e-12,1.8226414169764792e-07,2.275106405742078e-07,7.330039639998276e-07,6.77183605749123e-12,2.9766319239688467e-06,1.6740510326565853e-07,4.596994643105885e-07,7.950879998154384e-06,3.3783417689526146e-05,2.1650227369220346e-08,1.6232089099286684e-09,2.785871358456853e-07,3.482016996799786e-08,1.4462197500278753e-06,9.311912119977819e-08,1.6308106769138413e-09,1.340322270734113e-14,9.611407104431708e-10,3.993040495664433e-12,5.362955074188475e-07,6.885899148079476e-10,1.5308957400956565e-15,1.5400052452395938e-11,2.761912227996527e-11,7.56326303606273e-13,1.2255980166684276e-09,3.4555877726520444e-14
