Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894)
6.728440076919453e-08,0.6471811489233926,1.0091981143885556e-11,7.681505827825459e-13,8.540108010767893e-13,8.539053497642184e-13,0.0,0.0,7.760989538183581e-09,1.0121598217964793e-13,1.0097183861871704e-12,1.1744463548665409e-12,3.240327070208019e-16,3.482256849705396e-32,9.160325108690368e-22,9.100888575213525e-12,2.1207148563329707e-14,1.5148317865984938e-10,1.9494207322440523e-27,4.46596822934409e-24,1.4356482835340956e-23,4.907486678827741e-23,2.0638579328813168e-12,9.392268709876177e-24,1.2413509795184044e-19,1.3283340559642137e-26,6.045907594400004e-34,7.470082983148291e-25,3.078609662173365e-29,1.2981150216597903e-29,5.950181676147732e-20,4.3447652714524655e-32,1.6208598898331487e-31,6.709275481046054e-32,3.76,0.0,0.7114407607890263,0.9996556887504858,3.120103934219862e-13,7.549940866680261e-17,9.843470425043419e-05,9.843489620728663e-05,0.00034430333322662995,2.1997654818979878e-15,1.50972889097017e-10,7.706434543066178e-09,1.5356603685393238e-11,1.24275611089433e-12,9.999041268972036e-19,4.073692037822886e-11,1.0910757139855198e-13,1.3583389162213687e-16,6.27967290368953e-15,3.2863927015994515e-12,6.775710998272457e-12,1.8784301402648862e-11,2.636351179059563e-14,4.851204451569564e-12,2.70434951989785e-14,3.0028978796065703e-16,3.56826792455989e-15,1.2886186514701207e-14,9.622403263312455e-18,1.385443441389585e-11,9.28462689837197e-18,1.0909591591114767e-22,9.823379824595028e-20,2.498532536000135e-21,1.8676509251040303e-19,2.1017449598813414e-14,1.493937963176945e-23,1.6301323023316705e-19,7.31509248388442e-24,7.179707937145472e-19,4.774201359359124e-21,1.344013443363593e-25
7.474755374367257e-08,0.6471824402390861,1.2675233487110996e-11,9.73315591570382e-13,1.0607424870682036e-12,1.0987767362276432e-12,0.0,0.0,8.6217419596051e-09,1.248918323066347e-13,1.2540173387752807e-12,1.4585538624468751e-12,4.4311933682816406e-16,4.762010571990632e-32,1.150686334311643e-21,9.967973343345294e-12,2.862012650431086e-14,1.869554707025651e-10,2.7428400554595272e-27,6.636279965883118e-24,2.0065143122667914e-23,6.488161385970759e-23,2.082088034398101e-12,1.443702767423304e-23,1.777604230690686e-19,2.0487947539801036e-26,1.0688692449241415e-33,1.1924466576606456e-24,6.252672562992682e-29,2.2280429193320375e-29,8.23104419147881e-20,7.607087651123559e-32,2.7127433114425336e-31,1.378694466232234e-31,3.76,0.0,0.7114298424143848,0.9996556878538437,4.098576172256804e-13,1.1353300428148147e-16,0.00010935217302978282,0.00010935240976572032,0.0003443033328527855,2.4447726529396555e-15,1.8632178175699834e-10,8.557194660588594e-09,1.8952150730282233e-11,1.3920788252000585e-12,1.3602272078487013e-18,4.717293920028166e-11,1.346610853898102e-13,1.843349367280281e-16,7.001037890632657e-15,4.056593395637475e-12,8.194656343926597e-12,2.3078845494995772e-11,3.503878959631926e-14,6.353682271321737e-12,3.2897330521553934e-14,4.01830013434529e-16,4.831672731940066e-15,1.5306573666613713e-14,1.507809154383278e-17,1.5390444471417487e-11,1.3400623169865943e-17,1.525017992967621e-22,1.4471368003396665e-19,3.374100891312405e-21,2.930757829263987e-19,2.6173308989075843e-14,2.0584293713589408e-23,2.233228009366576e-19,1.0417375600415265e-23,8.2821659652779475e-19,7.835604155204385e-21,2.2056823347611796e-25
8.14643914207028e-08,0.6471836024063403,1.527984487224963e-11,1.1809882738105987e-12,1.263479543426416e-12,1.351078668106581e-12,0.0,0.0,9.396413499394474e-09,1.483213885011057e-13,1.4923085607619909e-12,1.7356584101875734e-12,5.722958277673773e-16,6.325805706592794e-32,1.4102586624499498e-21,1.0700516570997243e-11,3.653169965582603e-14,2.2206571615549584e-10,3.612823613920315e-27,9.160644089826045e-24,2.6230828237632885e-23,8.075296461830901e-23,2.0971918360825478e-12,2.0518452010899038e-23,2.3764345543506436e-19,2.901309672354572e-26,1.698937763317513e-33,1.7438094333501635e-24,1.1140266926682107e-28,3.4684915035524534e-29,1.0726826457615519e-19,1.1985749022915591e-31,4.117889804595978e-31,2.482059991720547e-31,3.76,0.0,0.7114200160202663,0.9996556870436252,5.120885076595205e-13,1.5836195529544336e-16,0.0001191777480152858,0.00011917802903665859,0.0003443033325206786,2.665274973393246e-15,2.2131168338228923e-10,9.322446412584412e-09,2.2511191895940897e-11,1.526386652607159e-12,1.74856930710301e-18,5.304724418285305e-11,1.599569054945133e-13,2.3679424071440764e-16,7.650265818458164e-15,4.819036869362052e-12,9.559887040828278e-12,2.7289792331744843e-11,4.421761727812507e-14,7.906632534204285e-12,3.85768670141629e-14,5.09044844384637e-16,6.186080559266853e-15,1.7600523424447786e-14,2.175822608105193e-17,1.6772731130184202e-11,1.80361715942943e-17,2.0026938754063604e-22,1.9867976464905908e-19,4.3177692992713845e-21,4.2346254316557376e-19,3.12110769829561e-14,2.6729500547254996e-23,2.8863597253592487e-19,1.3993782924740532e-23,9.32328041918555e-19,1.1715756567227611e-20,3.2977487289738777e-25
8.818122909773304e-08,0.6471847645576132,1.8151688712599475e-11,1.4111419805159411e-12,1.4815841832609698e-12,1.6352626989064702e-12,0.0,0.0,1.0171081548492289e-08,1.7375959194778e-13,1.7470035344830237e-12,2.0318208778509994e-12,7.241477764483461e-16,8.404609593666141e-32,1.7219384504676462e-21,1.139030392380081e-11,4.5691479605215144e-14,2.6019291407922175e-10,4.642108461964782e-27,1.230925023845394e-23,3.341184501640961e-23,9.801337901172034e-23,2.111307778402261e-12,2.83528662072534e-23,3.09599465174003e-19,3.976011798718448e-26,2.5971823097908845e-33,2.4692371587135885e-24,1.8926403590491468e-28,5.218763684479837e-29,1.3680420178967025e-19,1.816783755842634e-31,6.028543275362413e-31,4.260334305640947e-31,3.76,0.0,0.711410189761672,0.9996556862303406,6.284469530917515e-13,2.1496546917018794e-16,0.0001290031838243244,0.00012900351290060066,0.00034430333218863084,2.8857733798249973e-15,2.5931027548528706e-10,1.0087315039421665e-08,2.6376275639382824e-11,1.660619495253648e-12,2.2023180412523104e-18,5.897984343357936e-11,1.8742972389197004e-13,2.9834974603846384e-16,8.299500538222868e-15,5.647096754805388e-12,1.1003577389990329e-11,3.1819685177645146e-11,5.477290070948312e-14,9.654444439439311e-12,4.463025509080982e-14,6.319209055070245e-16,7.760828930762554e-15,1.9999519601218444e-14,3.048582273447919e-17,1.8154901846028358e-11,2.3649517660658457e-17,2.5704005090818134e-22,2.6597529891768903e-19,5.42173812548214e-21,5.940812043196548e-19,3.660276734539705e-14,3.396813760743853e-23,3.652329191710343e-19,1.8461470635958854e-23,1.0410791207465924e-18,1.6929018067808592e-20,4.764965559019288e-25
9.489806677476328e-08,0.647185926692906,2.1292333154451078e-11,1.6644566298687974e-12,1.7147185306562143e-12,1.9529633740744892e-12,0.0,0.0,1.0945747792013227e-08,2.0120548649226965e-13,2.0171485232029623e-12,2.345928754910406e-12,9.004276332248675e-16,1.1143023444292469e-31,2.0913362224306576e-21,1.2039763514577178e-11,5.6165926906467025e-14,3.0133652571062016e-10,5.84111440523088e-27,1.616513171019139e-23,4.1638717623778916e-23,1.1649098182425065e-22,2.1245604468418966e-12,3.8246878331120216e-23,3.946035608346042e-19,5.300504643873491e-26,3.8408718094906686e-33,3.401886078301004e-24,3.087644054607879e-28,7.62973377000479e-29,1.7127747024892692e-19,2.665270288008269e-31,8.559070401049249e-31,7.021137440710109e-31,3.76,0.0,0.7114003636385968,0.9996556854140001,7.596010652274869e-13,2.8511273456277607e-16,0.00013882848046338237,0.00013882886135941456,0.00034430333184629183,3.1062678678426724e-15,3.003175048374633e-10,1.0851821876967855e-08,3.054739841454061e-11,1.7947850176928474e-12,2.7258949671539574e-18,6.495680178103638e-11,2.1707980094280385e-13,3.6972551330415323e-16,8.94875454155858e-15,6.540772059407913e-12,1.2521126597203249e-11,3.666016653993538e-11,6.67751240105661e-14,1.1601139751465775e-11,5.104321804972827e-14,7.710164603722731e-16,9.569219815463629e-15,2.250057456411631e-14,4.165938169006902e-17,1.9536956626995587e-11,3.0330148209401685e-17,3.235199140830018e-22,3.4845473345594916e-19,6.698327226610925e-21,8.128590505457954e-19,4.232773655797898e-14,4.2378786080374397e-23,4.538828396243311e-19,2.398534144827626e-23,1.1544774112599347e-18,2.376662506608032e-20,6.689279008499309e-25
9.999999999999998e-08,0.6471870888122192,2.3858190922150712e-11,1.8727811516798773e-12,1.9016777637846454e-12,2.2177076397921212e-12,0.0,0.0,1.153416367336534e-08,2.233937466653067e-13,2.232113244314136e-12,2.595861568575468e-12,1.0517178108355183e-15,1.376759272167893e-31,2.413679863897909e-21,1.2507574533952736e-11,6.503906294249331e-14,3.346035730661388e-10,6.871265984255425e-27,1.9619025596369083e-23,4.860040131026923e-23,1.3123235333653327e-22,2.1340875747051865e-12,4.734021703911859e-23,4.684604841052795e-19,6.490213968910116e-26,5.071394098365471e-33,4.270633733938526e-24,4.37344068044228e-28,1.0013200473788526e-28,2.0097854377717128e-19,3.4990624400534237e-31,1.0972904514986814e-30,1.002112814677996e-30,3.76,0.0,0.7113929000645269,0.9996556847918802,8.695159098028516e-13,3.4858457341171357e-16,0.00014629142435548627,0.00014629184712567261,0.0003443033315856949,3.2737470636839533e-15,3.334760457202649e-10,1.1432290666808196e-08,3.3920185926902665e-11,1.8966526448536097e-12,3.1728974488694993e-18,6.951984384460476e-11,2.4105636085251255e-13,4.309479797255092e-16,9.44192075544117e-15,7.263432068387953e-12,1.3720503476150323e-11,4.05393337201667e-11,7.689969145601326e-14,1.3214943775887095e-11,5.614625950601038e-14,8.878083605602006e-16,1.1106806575348084e-14,2.446729149250113e-14,5.20500804126749e-17,2.058665161613656e-11,3.617116952485252e-17,3.8092405474287937e-22,4.224353393386225e-19,7.790885772747996e-21,1.016584979624028e-18,4.688696110982333e-14,4.959709096048813e-23,5.297292790465455e-19,2.900196114443076e-23,1.2437211490486824e-18,3.024430315876834e-20,8.512255551937731e-25
1.0161490445179353e-07,0.6471870888122192,2.4702855590699284e-11,1.9416428301770886e-12,1.962614278048152e-12,2.3058573695025505e-12,0.0,0.0,1.1720413828575002e-08,2.3065812076814215e-13,2.3018438520249244e-12,2.676932332913678e-12,1.1028725361922487e-15,1.471147076578436e-31,2.5236097292339375e-21,1.2651244684097964e-11,6.8017402232322e-14,3.4549603963877264e-10,7.219562037130358e-27,2.081369553550459e-23,5.0933523882993463e-23,1.360116115259661e-22,2.1370091494691636e-12,5.05300589274998e-23,4.935808017405232e-19,6.901975116445748e-26,5.520299754070642e-33,4.577453955290684e-24,4.864081286323166e-28,1.0883436843921138e-28,2.1104012826378075e-19,3.802171681974941e-31,1.183624697280401e-30,1.1172133282984135e-30,3.76,0.0,0.7113905376510362,0.9996556845945899,9.062114152715929e-13,3.7066180054400796e-16,0.00014865363793867324,0.0001486540744149682,0.0003443033315066401,3.3267584400402484e-15,3.443333182231788e-10,1.1615985120634728e-08,3.502455667563591e-11,1.928889399625281e-12,3.3235931659492005e-18,7.096763676218254e-11,2.489073969038322e-13,4.51645099944146e-16,9.598020780047765e-15,7.500061810365816e-12,1.4108205519304521e-11,4.1802963237483035e-11,8.029085597235241e-14,1.3750341548960098e-11,5.780218518034621e-14,9.268148192572992e-16,1.1623984006309083e-14,2.5101755537534748e-14,5.571910961040789e-17,2.091889548113192e-11,3.816469483333105e-17,4.003898615232396e-22,4.480494191903031e-19,8.15979785562567e-21,1.0885768392670375e-18,4.836648285366923e-14,5.203705358620147e-23,5.553253774719538e-19,3.075404834723886e-23,1.2725289188725498e-18,3.2553622741944276e-20,9.162146729290421e-25
1.0833174212882377e-07,0.647188250915554,2.8383934921373326e-11,2.243439038306029e-12,2.225065966518794e-12,2.695658963859361e-12,0.0,0.0,1.2495081179935334e-08,2.6211654798074986e-13,2.6002424667413036e-12,3.023843029224375e-12,1.3332053588108001e-15,1.9307955670484018e-31,3.0234487701774213e-21,1.3226967666257324e-11,8.130440936142322e-14,3.926709710822335e-10,8.78647732232851e-27,2.6342424855572142e-23,6.131070398912858e-23,1.5640345130985905e-22,2.1487020957244823e-12,6.555452664717694e-23,6.074065439001339e-19,8.807016819527019e-26,7.739520434732742e-33,6.034037060762236e-24,7.4327228967504795e-28,1.5197290312237792e-28,2.564381164884776e-19,5.294399853690183e-31,1.599917401239386e-30,1.7242182720196405e-30,3.76,0.0,0.7113807117989849,0.9996556837721072,1.0689343444768067e-12,4.735540767471746e-16,0.00015847865625615644,0.0001584791520691296,0.0003443033311723395,3.547245100925932e-15,3.9135766244341915e-10,1.237982057584136e-08,3.980774687716744e-11,2.0629345415943002e-12,3.999580974978754e-18,7.700445236410307e-11,2.829127719411989e-13,5.448315809253631e-16,1.0247291191049998e-14,8.524965036295611e-12,1.5760740609254542e-11,4.7239921915578396e-11,9.538298695124815e-14,1.6105357235652533e-11,6.48942575759188e-14,1.0997302626635671e-15,1.3937309838014451e-14,2.7801991509966175e-14,7.314861461882589e-17,2.230071841648383e-11,4.7236819327510584e-17,4.883054732903882e-22,5.667613120614453e-19,9.818350491450177e-21,1.4309067735860232e-18,5.4700630937914693e-14,6.301561867424968e-23,6.702714532202688e-19,3.898237945355801e-23,1.3952395957555436e-18,4.365023844640489e-20,1.2284924124011238e-24
1.1504857980585401e-07,0.6471894130029108,3.2335921791831145e-11,2.5706085767872082e-12,2.5019241258675504e-12,3.124115580900975e-12,0.0,0.0,1.3269751298858004e-08,2.9557982571374563e-13,2.91154747386379e-12,3.3857305253587006e-12,1.593135827648347e-15,2.5159537096501774e-31,3.595071906966396e-21,1.376901147553249e-11,9.608182361390825e-14,4.428608606453058e-10,1.0550232154281314e-26,3.284061865013631e-23,7.277780871443696e-23,1.7750031012254523e-22,2.1596950727742114e-12,8.369460875862927e-23,7.369074440473257e-19,1.1041485637174018e-25,1.0617004349817226e-32,7.811977291450535e-24,1.1057876966820995e-27,2.0828572349359537e-28,3.0781239900824564e-19,7.218211014423353e-31,2.1199139162883416e-30,2.5904894205797167e-30,3.76,0.0,0.7113708860824383,0.9996556829465665,1.2484247557440896e-12,5.958091617503446e-16,0.0001683035354215524,0.00016830409432376655,0.00034430333082845346,3.767727844373826e-15,4.4139048431388713e-10,1.3143342221799378e-08,4.489696547389976e-11,2.196921209803351e-12,4.757905611213617e-18,8.306128373175444e-11,3.190961861368353e-13,6.500075692161807e-16,1.0896570990297855e-14,9.615480753083852e-12,1.7474898841718272e-11,5.296303438389451e-11,1.1211095183730939e-13,1.8669241802955795e-11,7.23071756813369e-14,1.2901135678746116e-15,1.6520870466978913e-14,3.060091694548138e-14,9.447665319778426e-17,2.3682425441098272e-11,5.762716526532277e-17,5.8789727601836e-22,7.066570805790061e-19,1.1686122910134393e-20,1.8504516956608203e-18,6.131289022908631e-14,7.538429765852204e-23,7.994042107782598e-19,4.8913732059016143e-23,1.522616924273207e-18,5.745330909257775e-20,1.6169265823068784e-24
1.2176541748288425e-07,0.6471905750742903,3.655889109834924e-11,2.9239365610527964e-12,2.793088372102892e-12,3.5930034180481274e-12,0.0,0.0,1.4044425575535495e-08,3.3104701575482427e-13,3.2350088963385954e-12,3.761718992753777e-12,1.884361688748216e-15,3.2523489079970656e-31,4.242237974550589e-21,1.4279332113807469e-11,1.1240110692949064e-13,4.960652726797597e-10,1.251854372034858e-26,4.0399163928809876e-23,8.533624370336346e-23,1.9914409118874165e-22,2.170041896248296e-12,1.0534657174793936e-22,8.828629624982073e-19,1.3630395208775e-25,1.428622060644327e-32,9.953715310455564e-24,1.6065746196026672e-27,2.807915400979425e-28,3.655001237349883e-19,9.65977632112927e-31,2.7599487501470683e-30,3.800456195795305e-30,3.76,0.0,0.7113610605013909,0.9996556821179582,1.4453384572193174e-12,7.39519975723016e-16,0.00017812827544035664,0.0001781289011807468,0.00034430333048394215,3.988206670748425e-15,4.944317306652749e-10,1.3906562630499237e-08,5.02922089208524e-11,2.3308518542430562e-12,5.602496690397081e-18,8.913361121892564e-11,3.5745789949749416e-13,7.678952364021295e-16,1.154586467314682e-14,1.0771607977697285e-11,1.924707354568181e-11,5.896445481479996e-11,1.3053094010580913e-13,2.1444845230122206e-11,8.002928855748513e-14,1.4982571692473178e-15,1.9385849816674805e-14,3.349874548470507e-14,1.2027891394126433e-16,2.5064016563022736e-11,6.941336145152526e-17,6.997712374186639e-22,8.698625864150792e-19,1.3775188477696412e-20,2.358785211766252e-18,6.818699012324309e-14,8.921012832298378e-23,9.433800454710994e-19,6.082267236858289e-23,1.6546688329855734e-18,7.43977511352526e-20,2.0937539145685134e-24
1.284822551599145e-07,0.6471917371296932,4.1052681566065665e-11,3.304227146608503e-12,3.0985012088772757e-12,4.104123591506277e-12,0.0,0.0,1.4819105342813253e-08,3.6851718393824926e-13,3.5699205700391124e-12,4.150983482265358e-12,2.2085699176251326e-15,4.168818704921175e-31,4.968261941826842e-21,1.4759781402442273e-11,1.3031050991627192e-13,5.522837937178751e-10,1.469849900993563e-26,4.9110337642650807e-23,9.898197063759638e-23,2.2118640684167934e-22,2.1797838602208105e-12,1.3092842565278491e-22,1.0460072224358154e-18,1.6597836365944876e-25,1.889614506792417e-32,1.2503639595328303e-23,2.285332072054953e-27,3.7300439100585657e-28,4.2983579055134754e-19,1.2715759364638173e-30,3.5375464246434656e-30,5.45845667378432e-30,3.76,0.0,0.7113512350558383,0.9996556812862731,1.660334176017329e-12,9.068481884825058e-16,0.0001879528763178531,0.00018795357264193816,0.0003443033301472969,4.2086815874661426e-15,5.504813483436472e-10,1.4669493271670027e-08,5.599347367328974e-11,2.464729774934121e-12,6.5371696421530375e-18,9.521801161045959e-11,3.9799817196368647e-13,8.992163331241666e-16,1.2195168222590706e-14,1.1993345735860617e-11,2.1073871097521812e-11,6.523651038285418e-11,1.506960933498496e-13,2.443484702399836e-11,8.804952474850784e-14,1.7243999637142372e-15,2.2542967225957465e-14,3.6496169443160036e-14,1.5117983837021278e-16,2.644549179030524e-11,8.26700662285553e-17,8.245094477696616e-22,1.0585577271860312e-18,1.6097554660260117e-20,2.9684927625368195e-18,7.53076124879683e-14,1.0455746613207534e-22,1.1028296869093643e-18,7.501758551624683e-23,1.791402762619114e-18,9.495807124335974e-20,2.672324901084445e-24
1.3519909283694474e-07,0.6471928991691205,4.581692797201113e-11,3.712301261917938e-12,3.4181428428399156e-12,4.659298934949047e-12,0.0,0.0,1.5593791880606137e-08,4.07989400000113e-13,3.915617671257875e-12,4.552747047743905e-12,2.5674379576694455e-15,5.297365027733281e-31,5.776032280565548e-21,1.5212110374919356e-11,1.4985526196085484e-13,6.115160312204918e-10,1.7096591070630622e-26,5.906763346552267e-23,1.1370617046615539e-22,2.4348959832763474e-22,2.1889529425224415e-12,1.6087980192974183e-22,1.2270310135678981e-18,1.9966917284277027e-25,2.461169836727285e-32,1.5507935712215806e-23,3.189776645287073e-27,4.88984832800021e-28,5.011523724904996e-19,1.6493895986069663e-30,4.4714048606233385e-30,7.691823640099412e-30,3.76,0.0,0.7113414097457754,0.9996556804515275,1.8940753406203923e-12,1.1000199192280212e-15,0.00019777733805912646,0.00019777810870920816,0.00034430332980204246,4.429152587815608e-15,6.095392842066511e-10,1.5432144743894995e-08,6.200075618671118e-11,2.5985572744911662e-12,7.565629025464659e-18,1.013118964316204e-10,4.407172634134656e-13,1.0446922093350617e-15,1.2844479201952248e-14,1.3280693052061065e-11,2.295209838978051e-11,7.177170780286834e-11,1.7265669131149269e-13,2.76417825753793e-11,9.635736464752308e-14,1.9687317915844753e-15,2.6002500904918962e-14,3.959427810413535e-14,1.8785447020904293e-16,2.7826851130994397e-11,9.746903574348058e-17,9.626709031361028e-22,1.2749716120741348e-18,1.8665161734350762e-20,3.6932134748531305e-18,8.266033645403654e-14,1.2148808640656276e-22,1.2783592974913568e-18,9.184341462481273e-23,1.9328264356939826e-18,1.1964991110896724e-19,3.36714724571771e-24
1.4191593051397498e-07,0.6471940611925724,5.085108806966757e-11,4.148994635965206e-12,3.752026673479228e-12,5.260371207508244e-12,0.0,0.0,1.636848641973784e-08,4.4946273744387566e-13,4.27147458054013e-12,4.966278260867398e-12,2.962634975804492e-15,6.673180183536898e-31,6.668030872639826e-21,1.5637966337049377e-11,1.7107775017206728e-13,6.737616124993614e-10,1.9718758279967474e-26,7.036560992946856e-23,1.294958593829995e-22,2.659273023540231e-22,2.1975804449298945e-12,1.9566190307493958e-22,1.4265838280377533e-18,2.3759722268383066e-25,3.1614114774510927e-32,1.901443898554364e-23,4.376627881508185e-27,6.333926882068265e-28,5.797823557479143e-19,2.1113573465035464e-30,5.5813794881724545e-30,1.0654218805273506e-29,3.76,0.0,0.7113315845711972,0.9996556796137159,2.1472316374019275e-12,1.3213216902693183e-15,0.00020760166066907407,0.00020760250938442446,0.00034430332945215426,4.649619669090145e-15,6.716054851239097e-10,1.6194526953902692e-08,6.831405291684204e-11,2.7323356268926377e-12,8.691471747896564e-18,1.0741330834648725e-10,4.856154336708905e-13,1.2050438341068257e-15,1.3493800572041256e-14,1.4633648945755976e-11,2.4878751028339646e-11,7.85627371883796e-11,1.9646032714980108e-13,3.106806404054206e-11,1.0494281427271611e-13,2.2313976147865914e-15,2.9774310271404246e-14,4.279449034062691e-14,2.3103032668109224e-16,2.920809459313944e-11,1.1387920629858615e-16,1.1147923408907804e-21,1.5213780486547905e-18,2.1489881683247578e-20,4.547682675797709e-18,9.023159208418817e-14,1.4006128867691326e-22,1.4705515639004382e-18,1.1168448854042947e-22,2.0789483986399125e-18,1.4903162097422592e-19,4.193930124438683e-24
1.4863276819100523e-07,0.6471952232000495,5.6154464622393744e-11,4.615155903307593e-12,4.100195060399958e-12,5.909198452780544e-12,0.0,0.0,1.7143190145311967e-08,4.929362734148927e-13,4.6369026877093814e-12,5.390888657492324e-12,3.3958231256196387e-15,8.334647383087105e-31,7.64635777952921e-21,1.6038895937575076e-11,1.9401768787850687e-13,7.390201836133654e-10,2.257040303968716e-26,8.309975714771586e-23,1.4633446542461345e-22,2.8838470982744303e-22,2.2056997801367614e-12,2.3575751696360417e-22,1.6452758947428054e-18,2.799729050480248e-25,4.010124685068197e-32,2.3072496233633896e-23,5.912636980171356e-27,8.115411709076258e-28,6.660586810787926e-19,2.670641330896607e-30,6.888470675015378e-30,1.452921653511389e-29,3.76,0.0,0.7113217595320989,0.9996556787728237,2.42048032840487e-12,1.5730966187162069e-15,0.00021742584415241695,0.00021742677466945445,0.0003443033291120768,4.87008284252468e-15,7.366798979810505e-10,1.695664925586515e-08,7.493336031962461e-11,2.8660661978034376e-12,9.918190191823547e-18,1.1352076265652251e-10,5.326929425185685e-13,1.3809918150687434e-15,1.414313356540132e-14,1.6052212438396024e-11,2.6851002220996203e-11,8.56024738632715e-11,2.2215207260912848e-13,3.4715996961797504e-11,1.137963803893861e-13,2.5125014128355237e-15,3.386785723307775e-14,4.6098498755129515e-14,2.814892853155025e-16,3.058922218479022e-11,1.3196678631383355e-16,1.2813891054988133e-21,1.800091321196771e-18,2.45835172660664e-20,5.547774945711523e-18,9.800861390457083e-14,1.6033400160147673e-22,1.6799667725417007e-18,1.349674368522544e-22,2.2297774878012796e-18,1.837058549897447e-19,5.169629059704479e-24
1.5534960586803547e-07,0.6471963851915526,6.172622300780153e-11,5.111644769909617e-12,4.462715327571859e-12,6.607652484250813e-12,0.0,0.0,1.7917904199659898e-08,5.384090885832877e-13,5.0113481232893915e-12,5.8259300983083975e-12,3.868658812669154e-15,1.0323319722791698e-30,8.712758495784425e-21,1.6416354509079738e-11,2.1871227319949863e-13,8.072914082191317e-10,2.5656404485709848e-26,9.736638015571113e-23,1.6420236002934973e-22,3.1075854375919338e-22,2.213343185109897e-12,2.8167108891702347e-22,1.883680208627093e-18,3.269960955866141e-25,5.028781094103646e-32,2.7732834654002264e-23,7.875656107182623e-27,1.0294520659462761e-27,7.60315592792021e-19,3.3416863223895944e-30,8.414813920206493e-30,1.9534139358857961e-29,3.76,0.0,0.7113119346284753,0.9996556779288654,2.714507347507202e-12,1.857740833798101e-15,0.00022724988851371015,0.00022725090456616575,0.00034430332876614784,5.090542101918606e-15,8.047624696753957e-10,1.7718520556941197e-08,8.185867485120985e-11,2.999750844576912e-12,1.1249175250007245e-17,1.1963312881670254e-10,5.819500497004091e-13,1.5732564175057034e-15,1.4792476078463017e-14,1.7536382554996432e-11,2.886619232404804e-11,9.288397837144794e-11,2.4977463360435333e-13,3.85877931023372e-11,1.2290904689476674e-13,2.812109812128789e-15,3.82922264628392e-14,4.950822378497853e-14,3.4006948342293326e-16,3.197023391399727e-11,1.5179535615156216e-16,1.4629560362819402e-21,2.1134622452596708e-18,2.7957801250082186e-20,6.71054765812098e-18,1.059793921060974e-13,1.8236088789061316e-22,1.907143866303621e-18,1.6216419235120216e-22,2.3853225264621008e-18,2.243211834855794e-19,6.3124912712031755e-24
1.620664435450657e-07,0.6471975471670819,6.756540556660847e-11,5.639330333497598e-12,4.839676164147349e-12,7.35761659434654e-12,0.0,0.0,1.869262968492979e-08,5.858802670343438e-13,5.394289632470278e-12,6.270792295274342e-12,4.382793956947433e-15,1.268387695272469e-30,9.868650196667999e-21,1.677171456076319e-11,2.451963382259066e-13,8.785749664960869e-10,2.898114312321152e-26,1.1326249695880169e-22,1.8307734166481396e-22,3.329567886547472e-22,2.220538902319778e-12,3.339288453311174e-22,2.1423345340498885e-18,3.7885617777382304e-25,6.240557825740203e-32,3.3047434715757984e-23,1.0355745462652005e-26,1.2939116165768358e-27,8.628894012539069e-19,4.1402797462639544e-30,1.0183671644536705e-29,2.592414691186372e-29,3.76,0.0,0.7113021098603219,0.9996556770818434,3.0300082157836046e-12,2.177700107320806e-15,0.0002370737937573524,0.00023707489907642552,0.00034430332841138344,5.310997439239201e-15,8.758531471140133e-10,1.848014939587327e-08,8.908999296794947e-11,3.1333914063531375e-12,1.2687719272907046e-17,1.2574954422729013e-10,6.333870149269044e-13,1.7825575831429954e-15,1.5441827565399542e-14,1.9086158319283982e-11,3.092181900624047e-11,1.0040049506107806e-10,2.7936849675632673e-13,4.268558021914211e-11,1.3227225238243984e-13,3.1302554643615328e-15,4.305614471694744e-14,5.3025776135576253e-14,4.0766722763525837e-16,3.33511297888118e-11,1.7342597325667464e-16,1.6599683650803807e-21,2.4638744831623465e-18,3.1624395796700317e-20,8.05428495796003e-18,1.1413262560088337e-13,2.061944483555039e-22,2.1526014779038478e-18,1.9379508085961986e-22,2.5455926956030708e-18,2.7157371866985265e-19,7.642101404599151e-24
