Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174)
0.0006712956860850525,0.5648238899158943,6.660785071907941e-09,4.8047558607807605e-09,1.1360203810266738e-09,1.243010410119998e-06,0.0,0.0,6.994929446508426e-06,8.398015686545804e-08,3.9094171185648985e-07,6.390729775684393e-08,2.1637439867868103e-10,3.8165207635462924e-27,2.678326446170561e-19,2.2503091974451314e-12,5.620219536517366e-10,8.828405103325086e-05,9.784343983209969e-23,1.1184763354166749e-18,1.693192935351613e-20,9.095569534393735e-24,3.3206229988041975e-14,2.2399139029348607e-13,1.0391381418914189e-14,1.635945625610793e-17,7.60803720948415e-25,5.215738406851909e-16,5.570868578564838e-16,8.125316770771535e-20,4.548673534588264e-13,1.0963998897606906e-21,1.1136632966118034e-21,3.829622370425407e-17,3.76,0.0,0.7688657499016549,0.9998129656654899,1.6423455554001575e-06,9.370191415442159e-09,0.023350391811635184,0.023439593459369475,9.048550048346923e-05,5.80426594110853e-14,8.835902871248227e-05,2.7309627411711443e-06,2.2362119322428088e-07,2.616468198480928e-09,1.0277373167552596e-14,9.313945210803615e-09,1.2104500621870963e-07,1.7887378809233637e-07,1.5030269547098545e-14,5.757857552331015e-08,6.35785222180885e-09,1.991206226614715e-08,3.427373393453501e-07,4.501323533049396e-06,3.7786876174902364e-11,1.8235470289204917e-12,2.3131711592643812e-09,9.54623034388904e-10,1.834044617884166e-08,4.427948064619301e-09,1.034596155146879e-10,2.4068302114727473e-16,4.0781030023592096e-11,3.710470661065325e-14,2.4476475132514502e-08,2.6293248545861193e-10,2.0184444073465647e-17,1.4274267582165557e-13,1.2075708913647042e-15,4.087888644102736e-15
0.000676049828478505,0.5648404565458779,6.726318140000799e-09,4.842358849575808e-09,1.1501285487642314e-09,1.2628350212219246e-06,0.0,0.0,7.0628480628513905e-06,8.515147565073876e-08,3.993988628830165e-07,6.531815164229908e-08,2.1964840531300376e-10,3.948542131990784e-27,2.743753770059204e-19,2.2828623739154798e-12,5.711915511320999e-10,8.953105360580887e-05,1.0121878158925957e-22,1.1421753439563678e-18,1.762898805660971e-20,9.395052673516709e-24,3.3623202642726686e-14,2.3088056638986797e-13,1.062121020196092e-14,1.7059838587007456e-17,7.945399336638394e-25,5.40701205666705e-16,5.790225732172952e-16,8.392821450971526e-20,4.657469971095854e-13,1.1363010770389174e-21,1.1496956408388208e-21,3.975615684171374e-17,3.76,0.0,0.7687021602342929,0.9998116272523984,1.6718176878474115e-06,9.583075196276349e-09,0.023512632125642433,0.023603096682480524,9.048537916603521e-05,5.844415190358929e-14,8.960769822286906e-05,2.751265341494415e-06,2.2678285087438418e-07,2.6358389925153687e-09,1.0422895056364761e-14,9.383203506798272e-09,1.2336506532331382e-07,1.8254768094030475e-07,1.5141042020964835e-14,5.8398631923450834e-08,6.459232079192975e-09,2.0060435178779305e-08,3.502173381422409e-07,4.562904843138824e-06,3.839542521978907e-11,1.85293556921761e-12,2.35012022499716e-09,9.70633846037333e-10,1.8619530842173473e-08,4.565159125095304e-09,1.0510922972116334e-10,2.445204570570703e-16,4.16730434577036e-11,3.7915930437722203e-14,2.5005735327530343e-08,2.6712286477682956e-10,2.0506255612679976e-17,1.450175452853521e-13,1.2343984240182334e-15,4.155019992501675e-15
0.0006808039708719574,0.5648570196958326,6.792175145794096e-09,4.880129959827809e-09,1.1643483205113858e-09,1.2828543549022005e-06,0.0,0.0,7.131008108438621e-06,8.633246062326555e-08,4.0798275082776803e-07,6.675136052419356e-08,2.229526817883084e-10,4.084111550467918e-27,2.810456465824648e-19,2.315728137586594e-12,5.804537217378686e-10,9.078670129814492e-05,1.0469229601846201e-22,1.1662034622255628e-18,1.8350253702864892e-20,9.702755915245177e-24,3.4044187268756116e-14,2.3793279967195753e-13,1.0854880201851565e-14,1.7785687636812478e-17,8.29588443063163e-25,5.604014270249364e-16,6.016769396530672e-16,8.667427579088647e-20,4.768122837454732e-13,1.1774034962154341e-21,1.1866739142628587e-21,4.12621690510157e-17,3.76,0.0,0.7685386047096154,0.999810279650432,1.701650858314011e-06,9.799392103486879e-09,0.023674828852187017,0.02376656513637842,9.048525701704787e-05,5.88455112461282e-14,9.086503906752549e-05,2.771646826527965e-06,2.2996646269357807e-07,2.6552841628948917e-09,1.0569428939780113e-14,9.452730998813605e-09,1.2571239154826576e-07,1.8627616535712035e-07,1.525187638806505e-14,5.922453980448399e-08,6.5616054479784585e-09,2.0209386550071987e-08,3.578095484932934e-07,4.624942069882869e-06,3.901059161424961e-11,1.8826437429327925e-12,2.3874643553225314e-09,9.86812388794681e-10,1.8901304802603918e-08,4.705946152716348e-09,1.0677641541242141e-10,2.4839876787683494e-16,4.2578450142324315e-11,3.873932897981297e-14,2.5542939381765157e-08,2.713541616012751e-10,2.0831494910001928e-17,1.4731662139923783e-13,1.2616633127171094e-15,4.222819509315849e-15
0.0006855581132654098,0.5648735793667646,6.858356915625595e-09,4.918069895269036e-09,1.1786802793902586e-09,1.3030693635874682e-06,0.0,0.0,7.199409911910249e-06,8.75231726716686e-08,4.166945211119656e-07,6.820716110194734e-08,2.262874023795454e-10,4.223678166369506e-27,2.8784644064737525e-19,2.3489088387397867e-12,5.898089039508575e-10,9.205099227818592e-05,1.0826683496977847e-22,1.1905628680879771e-18,1.909641303423321e-20,1.0018898463926592e-23,3.446921384665969e-14,2.451508313570308e-13,1.1092437570715975e-14,1.8537775663412206e-17,8.659938006519033e-25,5.806879649678481e-16,6.250689363373856e-16,8.949281217276262e-20,4.880651908003104e-13,1.2197366514363492e-21,1.2246194793958727e-21,4.281543003257672e-17,3.76,0.0,0.7683750833167082,0.9998089228586109,1.7318478513191376e-06,1.0019176063777715e-08,0.02383698199944187,0.02392999882825914,9.048513403641841e-05,5.92467374673093e-14,9.213104972385675e-05,2.7921078399006324e-06,2.3317202369530737e-07,2.674804319188294e-09,1.0716974587943974e-14,9.522529884283055e-09,1.2808711145874585e-07,1.9005985751714425e-07,1.536277268698005e-14,6.005630140818874e-08,6.664976791071913e-09,2.0358921129604424e-08,3.6551491346104043e-07,4.687436970788601e-06,3.9632424665378036e-11,1.9126739516573275e-12,2.425206370392049e-09,1.0031595151245328e-09,1.918578427545348e-08,4.85038183116688e-09,1.0846129697934256e-10,2.5231824304642053e-16,4.349736223893538e-11,3.9575004150483937e-14,2.6088162410544912e-08,2.756265567789172e-10,2.116018624233383e-17,1.4964007541556844e-13,1.289370771653401e-15,4.2912901799967676e-15
0.0006903122556588622,0.5648901355596803,6.924864228337689e-09,4.956179596002172e-09,1.1931250041119285e-09,1.3234810018845753e-06,0.0,0.0,7.268053809938814e-06,8.872367330785988e-08,4.2553532451855533e-07,6.968579172700396e-08,2.296526652849837e-10,4.3673665961252945e-27,2.947775610962025e-19,2.3824050440216924e-12,5.99257537524028e-10,9.332392472067493e-05,1.1194427707116444e-22,1.2152557376879074e-18,1.9868168102399507e-20,1.0343583749570568e-23,3.4898289811616835e-14,2.52537431187165e-13,1.133392882652414e-14,1.9316894187878117e-17,9.038009033095949e-25,6.015745159786731e-16,6.492179314099412e-16,9.238530635615545e-20,4.9950770462197e-13,1.2633289202721367e-21,1.2635518109443929e-21,4.441713275581393e-17,3.76,0.0,0.7682115960446437,0.9998075568759249,1.7624114655269596e-06,1.0242461155367283e-08,0.023999091575570224,0.02409339776531559,9.04850102240555e-05,5.964783059570679e-14,9.340572868024638e-05,2.8126490132004463e-06,2.3639952889367022e-07,2.6944000593792328e-09,1.0865531771031967e-14,9.592602319564776e-09,1.304893517360637e-07,1.9389938002926182e-07,1.547373095689028e-14,6.089391901652776e-08,6.769350587421702e-09,2.0509043579834024e-08,3.7333437764587127e-07,4.750391317534943e-06,4.0260969599140355e-11,1.9430284735603543e-12,2.4633490935563965e-09,1.0196760815471272e-09,1.9472985387948055e-08,4.998539886328167e-09,1.1016399940207078e-10,2.562791730857724e-16,4.442989210379875e-11,4.042305803726837e-14,2.6641479963546542e-08,2.7994023179478285e-10,2.1492353960558128e-17,1.5198807865884166e-13,1.317525641740934e-15,4.360434650274933e-15
0.0006950663980523147,0.5649066882755867,6.99169787369996e-09,4.994459894882023e-09,1.2076830855974218e-09,1.3440902266158176e-06,0.0,0.0,7.336940147139181e-06,8.993402466533824e-08,4.345063173390681e-07,7.118749242412971e-08,2.330486503132154e-10,4.51515884913878e-27,3.0184173013637753e-19,2.4162193718461813e-12,6.08800063303097e-10,9.460549680760186e-05,1.1572705393926906e-22,1.2402842450017824e-18,2.0666236174854604e-20,1.0677027287116282e-23,3.533144881684623e-14,2.6009539751188403e-13,1.1579400920816403e-14,2.0123853698368974e-17,9.430567962394798e-25,6.230750090291594e-16,6.74143685247711e-16,9.53532635426129e-20,5.111418256915603e-13,1.30821091775019e-21,1.3034904498151206e-21,4.606849323852867e-17,3.76,0.0,0.768048142882482,0.9998061817013362,1.7933445134379443e-06,1.046928160816577e-08,0.024161157588724926,0.02425676195473765,9.048488557986509e-05,6.00487906598568e-14,9.46890744361443e-05,2.8332709654223256e-06,2.396489733034175e-07,2.7140719693297647e-09,1.1015100259249757e-14,9.662950418057989e-09,1.3291923918264491e-07,1.9779536195873022e-07,1.5584751237577384e-14,6.173739495178369e-08,6.874731322899302e-09,2.0659758471070508e-08,3.8126888761228927e-07,4.813806895812712e-06,4.0896276010283055e-11,1.9737096296326414e-12,2.5018953598095282e-09,1.0363629430800996e-09,1.9762924408836825e-08,5.150495090132385e-09,1.1188464772788283e-10,2.6028184895371177e-16,4.537615231340314e-11,4.1283592928014226e-14,2.7202968037365305e-08,2.8429536842029533e-10,2.1828022468632968e-17,1.5436080329920515e-13,1.3461329229981423e-15,4.430256108950985e-15
0.0006998205404457671,0.5649232375154918,7.058858638126764e-09,5.032911592595326e-09,1.2223551181235421e-09,1.364897996818687e-06,0.0,0.0,7.40606927573256e-06,9.115428949532235e-08,4.4360866148685463e-07,7.271250490247832e-08,2.3647553641446795e-10,4.66726691685663e-27,3.0904238908603525e-19,2.450354339963601e-12,6.184369233692286e-10,9.58957067282005e-05,1.1961807104775365e-22,1.2656505621952151e-18,2.1491350315952085e-20,1.1019473650094637e-23,3.576872309457184e-14,2.6782755748772916e-13,1.1828901208074767e-14,2.095948498940656e-17,9.838100769663312e-25,6.452036155181704e-16,6.998663584606421e-16,9.839821177399125e-20,5.229695650610992e-13,1.354414137552757e-21,1.3444566248012804e-21,4.7770751470915644e-17,3.76,0.0,0.7678847238192715,0.9998047973337776,1.8246498214462274e-06,1.0699671804205118e-08,0.024323180047048414,0.024420091403712096,9.048476010375069e-05,6.044961768826172e-14,9.598108550213135e-05,2.853974303232441e-06,2.429203519399581e-07,2.733820623009914e-09,1.116567982283319e-14,9.733576251100715e-09,1.3537690073412453e-07,2.017484388725847e-07,1.56958335694287e-14,6.258673157685827e-08,6.981123498321449e-09,2.081107028311294e-08,3.8931939186937504e-07,4.87768550493616e-06,4.153839407471265e-11,2.0047198017045816e-12,2.5408480195320584e-09,1.0532209585311677e-09,2.005561772438527e-08,5.306323272147795e-09,1.1362336765787157e-10,2.643265631380805e-16,4.6336255662717876e-11,4.215671130928383e-14,2.7772703080368516e-08,2.886921490097806e-10,2.2167216299144414e-17,1.5675842240337783e-13,1.375197733925743e-15,4.5007576656253646e-15
0.0007045746828392195,0.5649397832804042,7.1263472883387984e-09,5.071535757924139e-09,1.237141696806172e-09,1.3859052736509526e-06,0.0,0.0,7.475441555212704e-06,9.238453116438369e-08,4.5284352424361085e-07,7.426107253726158e-08,2.399334307194861e-10,4.8239140819195694e-27,3.16379637087971e-19,2.484810624385537e-12,6.281685609676409e-10,9.719455267845059e-05,1.2361970896355855e-22,1.2913568598579407e-18,2.2344259138977876e-20,1.137104435959244e-23,3.621012125457848e-14,2.757367671685977e-13,1.2082477397471544e-14,2.1824638061337877e-17,1.0261098476940004e-24,6.679747400069593e-16,7.264065156197716e-16,1.015217020845316e-19,5.3499294145945e-13,1.4019687134318009e-21,1.386471434496483e-21,4.9525170857819275e-17,3.76,0.0,0.7677213388440473,0.9998034037721527,1.8563302302957594e-06,1.0933666277954174e-08,0.02448515895867354,0.024583386119422655,9.0484633795613e-05,6.085031170939463e-14,9.728176039985736e-05,2.874759621943545e-06,2.4621365981935717e-07,2.7536465834302634e-09,1.13172702320484e-14,9.804481851267085e-09,1.3786246346351462e-07,2.0575925285816354e-07,1.5806977993439702e-14,6.344193129540157e-08,7.088531629933134e-09,2.0962983411914453e-08,3.9748684036228877e-07,4.942028957688055e-06,4.218737018938412e-11,2.0360613532470006e-12,2.580209918369784e-09,1.0702509907974304e-09,2.0351081573616126e-08,5.466101326361525e-09,1.1538028503448575e-10,2.6841360821036446e-16,4.7310315118901135e-11,4.304251582248118e-14,2.835076197877669e-08,2.9313075651320255e-10,2.250995997755451e-17,1.5918110857832369e-13,1.4047251047487404e-15,4.5719419373241676e-15
0.000709328825232672,0.5649563255713332,7.1941645956359805e-09,5.1103332719512115e-09,1.2520434190260783e-09,1.4071130204061903e-06,0.0,0.0,7.545057352098271e-06,9.362481365107197e-08,4.6221207841221745e-07,7.583344038649761e-08,2.4342249978130337e-10,4.9847812050164305e-27,3.238545854629646e-19,2.5195905228631433e-12,6.379954206333286e-10,9.850203286145623e-05,1.2773411109918797e-22,1.3174053064717861e-18,2.3225727416696816e-20,1.1731901181987442e-23,3.665567298597985e-14,2.8382591169045537e-13,1.2340177603802433e-14,2.2720183229200394e-17,1.0700067285549089e-24,6.91403032278516e-16,7.53785132660311e-16,1.0472530848383396e-19,5.472139869721235e-13,1.4509060717812933e-21,1.4295553239755961e-21,5.1333039216732786e-17,3.76,0.0,0.7675579879458314,0.9998020010153376,1.8883885950021945e-06,1.1171299716768327e-08,0.024647094331723,0.02474664610904995,9.048450665535025e-05,6.125087275169004e-14,9.859109766212052e-05,2.8956275054769736e-06,2.4952889195834063e-07,2.7735504026323955e-09,1.1469871257192075e-14,9.87566921229439e-09,1.4037605459234784e-07,2.0982845256886464e-07,1.5918184551218077e-14,6.430299655210473e-08,7.1969602397229745e-09,2.111550217055402e-08,4.0577218483868316e-07,5.006839079977221e-06,4.284325316174183e-11,2.0677366102149248e-12,2.619983918185859e-09,1.08745389997057e-09,2.064933226767988e-08,5.629907220464333e-09,1.1715552616354428e-10,2.7254327799466843e-16,4.8298443840718687e-11,4.394110928437772e-14,2.8937222065506958e-08,2.976113741415678e-10,2.2856278144565428e-17,1.616290355813483e-13,1.4347201548228378e-15,4.64381210995425e-15
0.0007140829676261244,0.5649728643892888,7.262311331467297e-09,5.149304732616193e-09,1.2670608819632087e-09,1.4285222025280296e-06,0.0,0.0,7.614917039701681e-06,9.48752015417474e-08,4.7171550257232506e-07,7.742985521556488e-08,2.4694294165087734e-10,5.150111614342734e-27,3.314719178707323e-19,2.5546970368305103e-12,6.479179482849812e-10,9.9818145487726e-05,1.3196437000073879e-22,1.343798068582016e-18,2.413653678885535e-20,1.2102342327677801e-23,3.7105416825559495e-14,2.920979055084181e-13,1.2602050385632929e-14,2.3647012977287572e-17,1.1155537480199039e-24,7.155034000763742e-16,7.820236064332926e-16,1.080106286812838e-19,5.596347460622872e-13,1.5012601277818098e-21,1.4737304809997596e-21,5.31956699617548e-17,3.76,0.0,0.7673946711136347,0.9998005890621795,1.9208277846256523e-06,1.1412606961495244e-08,0.024808986174308732,0.024909871379771506,9.048437868285817e-05,6.165130084354744e-14,9.990909583296444e-05,2.9165785260446916e-06,2.528660433743025e-07,2.7935326213730396e-09,1.1623482668591518e-14,9.94714028801355e-09,1.4291780150338038e-07,2.1395669327815523e-07,1.6029453284988636e-14,6.516992983305076e-08,7.3064138636058065e-09,2.126863078742072e-08,4.1417637911244533e-07,5.072117710426669e-06,4.3506094733976526e-11,2.0997479678619704e-12,2.660172911267504e-09,1.1048305495238275e-09,2.0950386339449347e-08,5.797820008771151e-09,1.189492185071861e-10,2.7671586912440605e-16,4.930075521084673e-11,4.4852594716447083e-14,2.9532161129093768e-08,3.0213418564580193e-10,2.320619568327545e-17,1.6410237904074522e-13,1.4651881333904577e-15,4.71637147505907e-15
0.0007188371100195768,0.564989399735282,7.3307882386406876e-09,5.188451276289115e-09,1.282194693789566e-09,1.4501337875328048e-06,0.0,0.0,7.685020997720039e-06,9.613576002984027e-08,4.813549806183834e-07,7.905056547030175e-08,2.504948679160953e-10,5.320674187205402e-27,3.392333308381356e-19,2.590130824850302e-12,6.579365910373689e-10,0.00010114288877431463,1.3631350785879235e-22,1.3705373112238936e-18,2.507748534867312e-20,1.2482556738815631e-23,3.755936085217913e-14,3.005556924103208e-13,1.2868144684480961e-14,2.460604099740254e-17,1.1628049454734502e-24,7.4029099682944295e-16,8.111437554775772e-16,1.113792844105735e-19,5.72257270530578e-13,1.553063559546396e-21,1.5190193547625036e-21,5.511440132655796e-17,3.76,0.0,0.767231388336454,0.9997991679114981,1.9536506827903678e-06,1.1657623006566294e-08,0.024970834494533495,0.025073061938761763,9.04842498780299e-05,6.205159601333926e-14,0.00010123575346758334,2.937613245221864e-06,2.5622510908530395e-07,2.81359377014493e-09,1.1778104236604694e-14,1.0018896995900538e-08,1.4548783173872285e-07,2.1814463687935644e-07,1.6140784237594443e-14,6.60427336657274e-08,7.416897055417342e-09,2.142237341190218e-08,4.2270037819857543e-07,5.13786670037441e-06,4.417594302179303e-11,2.132097850689784e-12,2.70077977375228e-09,1.1223818093656898e-09,2.125426005020894e-08,5.969919835250114e-09,1.207614891524925e-10,2.809316770986888e-16,5.031736277551968e-11,4.577707528482816e-14,3.013565739533539e-08,3.0669937543998263e-10,2.3559737366410783e-17,1.6660131332080295e-13,1.4961341037334004e-15,4.78962254590665e-15
0.0007235912524130293,0.5650059316103239,7.399596086007047e-09,5.227773580119442e-09,1.297445455062244e-09,1.4719487450637377e-06,0.0,0.0,7.75536961223775e-06,9.740655491189167e-08,4.911317022427139e-07,8.069582131249527e-08,2.5407846443866785e-10,5.495796394854248e-27,3.47139761122379e-19,2.6258946916335965e-12,6.680517972055392e-10,0.00010247626094572515,1.407838646042077e-22,1.3976251973036303e-18,2.604938815700131e-20,1.2872706748309225e-23,3.801754150857427e-14,3.092022457396577e-13,1.3138509811176007e-14,2.5598202754752087e-17,1.211815177786379e-24,7.657812299004336e-16,8.411678290954322e-16,1.148329209988876e-19,5.850836254930496e-13,1.6063494676533555e-21,1.5654440043545983e-21,5.709059709660746e-17,3.76,0.0,0.7670681396032741,0.9997977375620856,1.9868601873490755e-06,1.1906383000546658e-08,0.02513263930048924,0.025236217793192045,9.048412024075611e-05,6.245175828939606e-14,0.00010257106913246044,2.9587322133642564e-06,2.5960608411007544e-07,2.833734368625197e-09,1.1933735731620564e-14,1.0090941215206975e-08,1.4808627301215718e-07,2.2239295194066421e-07,1.6252177452501113e-14,6.692141061937425e-08,7.528414371459115e-09,2.1576734111703846e-08,4.3134513920408036e-07,5.204087913488397e-06,4.485284778940738e-11,2.1647886342604527e-12,2.7418074152520016e-09,1.140108543592303e-09,2.1560969918499344e-08,6.146287943876121e-09,1.2259246644064674e-10,2.8519100052222777e-16,5.134838028949726e-11,4.6714654348596705e-14,3.074778954573657e-08,3.1130712811208947e-10,2.3916928238298102e-17,1.6912601512293853e-13,1.5275634132819705e-15,4.8635687611748905e-15
0.0007283453948064817,0.5650224600154268,7.468735603041158e-09,5.267272736432934e-09,1.312813780341878e-09,1.4939680467981614e-06,0.0,0.0,7.825963275109647e-06,9.868765258479657e-08,5.010468625045493e-07,8.236587460061099e-08,2.5769387683515004e-10,5.67584106855546e-27,3.5519403332362997e-19,2.661990235841893e-12,6.782640164301075e-10,0.00010381826023306963,1.4537826815184681e-22,1.4250638879930662e-18,2.7053077611641053e-20,1.327302833993301e-23,3.847997911437367e-14,3.18040568548656e-13,1.341319553369726e-14,2.6624456192452958e-17,1.262641545633574e-24,7.919897665677991e-16,8.721185137903287e-16,1.1837320807383347e-19,5.981158864076931e-13,1.6611524651907825e-21,1.6130270196011829e-21,5.91256472068795e-17,3.76,0.0,0.7669049249030669,0.9997962980127061,2.0204592108611496e-06,1.2158922246576196e-08,0.025294400600258636,0.025399338950230547,9.048398977092499e-05,6.28517877000196e-14,0.0001039150414053107,2.9799359706784767e-06,2.630089634680204e-07,2.8539549267186034e-09,1.2090376924059062e-14,1.0163274790519008e-08,1.5071325321456342e-07,2.267023137358584e-07,1.6363632973800886e-14,6.780596330519594e-08,7.640970387670953e-09,2.1731716879759697e-08,4.401116204716299e-07,5.270783225536183e-06,4.55368586928931e-11,2.1978227034561722e-12,2.7832587312307423e-09,1.158011624050297e-09,2.1870532232329803e-08,6.327006689148636e-09,1.2444227817336863e-10,2.894941366444786e-16,5.239392166720199e-11,4.766543540881108e-14,3.1368636701180787e-08,3.159576289738117e-10,2.427779322360658e-17,1.7167666006588539e-13,1.5594812132049816e-15,4.938212973974851e-15
0.0007330995371999341,0.5650389849516033,7.538207554844625e-09,5.306949249256762e-09,1.3283002706096234e-09,1.5161926665408624e-06,0.0,0.0,7.896802384215035e-06,9.997912004315007e-08,5.111016624639736e-07,8.406097892686183e-08,2.6134127740403366e-10,5.8609822139750584e-27,3.6339811769212833e-19,2.6984197354184395e-12,6.885736994929379e-10,0.00010516888487507296,1.500996693839513e-22,1.4528555426258565e-18,2.808940355308028e-20,1.3683727905188077e-23,3.894670295524121e-14,3.2707369374087007e-13,1.3692251991578102e-14,2.7685781813607493e-17,1.3153426017981076e-24,8.189325326767276e-16,9.04018939173728e-16,1.2200184002397088e-19,6.113561395851211e-13,1.7175072846081558e-21,1.6617914619900287e-21,6.12209677990721e-17,3.76,0.0,0.7667417442247918,0.9997948492620963,2.0544506801135674e-06,1.2415276202655674e-08,0.02545611840191323,0.02556242541704234,9.048385846842209e-05,6.325168427347485e-14,0.00010526766887521694,3.001225046295758e-06,2.6643374217921667e-07,2.8742559436365532e-09,1.2248027584371121e-14,1.0235899528705742e-08,1.5336890042157132e-07,2.3107340428101798e-07,1.6475150846214982e-14,6.869639437658955e-08,7.754569685047869e-09,2.188732562918695e-08,4.490007825781538e-07,5.337954524142626e-06,4.622802630500271e-11,2.2312025049686286e-12,2.8251366611317936e-09,1.1760919200962411e-09,2.218296363169899e-08,6.512159541841576e-09,1.2631105400259598e-10,2.9384138709687364e-16,5.345410104603394e-11,4.8629522172926036e-14,3.1998278442832334e-08,3.2065106354980283e-10,2.464235761903282e-17,1.7425342654213403e-13,1.5918929535963186e-15,5.013558330392718e-15
0.0007378536795933866,0.5650555064198672,7.608012655740777e-09,5.3468042282891736e-09,1.3439055451481957e-09,1.5386235801030297e-06,0.0,0.0,7.967887342684446e-06,1.0128102487674116e-07,5.212973085167753e-07,8.578138959110982e-08,2.6502080892367406e-10,6.051276009002721e-27,3.717542720058944e-19,2.7351847477049712e-12,6.989812984720768e-10,0.00010652813311697592,1.5495100329990732e-22,1.4810023186720916e-18,2.9159233587119175e-20,1.4105025233951864e-23,3.94177330069381e-14,3.363046842140996e-13,1.397572977031736e-14,2.878318330193538e-17,1.3699784252194196e-24,8.466257173515429e-16,9.36892684114722e-16,1.257205358551036e-19,6.248064825965055e-13,1.7754494863398273e-21,1.7117608660270992e-21,6.337800174313089e-17,3.76,0.0,0.7665785975573948,0.9997933913089659,2.088837536670235e-06,1.2675480482075819e-08,0.025617792713515455,0.02572547720078938,9.04837263331307e-05,6.365144803799425e-14,0.00010662895014255414,3.022599959484463e-06,2.698804152644201e-07,2.894637909105093e-09,1.2406687483038901e-14,1.0308817202926493e-08,1.5605334289738328e-07,2.3550691236109149e-07,1.658673111509768e-14,6.959270652933648e-08,7.869216863958368e-09,2.2043564199971038e-08,4.580135872210086e-07,5.405603708586724e-06,4.692640022585438e-11,2.2649304494023616e-12,2.8674441226362572e-09,1.1943503073682164e-09,2.2498280462387885e-08,6.701831099646154e-09,1.2819892272886895e-10,2.9823305143384094e-16,5.452903272245589e-11,4.9607018488280594e-14,3.2636794792071756e-08,3.2538761812933895e-10,2.501064654153918e-17,1.768564915036615e-13,1.6248038144173006e-15,5.089607760625494e-15
0.000742607821986839,0.5650720244212328,7.67815166614088e-09,5.386838109950784e-09,1.359630209252958e-09,1.5612617654117638e-06,0.0,0.0,8.039218559245353e-06,1.0259343526777758e-07,5.316350131692036e-07,8.752736364465532e-08,2.6873265397853415e-10,6.246878836041558e-27,3.8026466926860617e-19,2.77228779664037e-12,7.094872665635556e-10,0.00010789600321174791,1.5993520225813317e-22,1.5095063717630713e-18,3.026345327915748e-20,1.453713930529847e-23,3.9893101703116065e-14,3.4573663301827655e-13,1.4263679831337904e-14,2.991768777832138e-17,1.4266108132622357e-24,8.750857738461891e-16,9.707637833294028e-16,1.2953103970134769e-19,6.38469024074446e-13,1.835015166495713e-21,1.7629589711322797e-21,6.559821884672102e-17,3.76,0.0,0.7664154848898102,0.9997919241519977,2.1236227363474387e-06,1.2939570853726847e-08,0.025779423543116426,0.02588849430863046,9.048359336493158e-05,6.405107902177366e-14,0.00010799888381914891,3.0440612186258463e-06,2.7334897774506674e-07,2.9151013023360676e-09,1.2566356390575913e-14,1.0382029549269893e-08,1.5876670910296497e-07,2.400035335699954e-07,1.6698373826438733e-14,7.049490250184985e-08,7.984916527232872e-09,2.2200436353448334e-08,4.6715099842499583e-07,5.473732689538639e-06,4.763203166393989e-11,2.2990089892287127e-12,2.9101840815715836e-09,1.21278765762635e-09,2.281649948064003e-08,6.896107093309713e-09,1.3010601512269726e-10,3.026694339093543e-16,5.5618831219635137e-11,5.059802841288365e-14,3.328426623542094e-08,3.3016747910143867e-10,2.5382685508933067e-17,1.794860349510805e-13,1.6582193571395788e-15,5.166364487347021e-15
