Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318)
8.562055197926769e-07,0.8396335256917249,1.149168637105447e-05,3.886479914395605e-06,1.557608698804086e-06,1.0735296612370327e-05,0.0,0.0,5.636277275491076e-06,5.860675519692243e-09,1.232934570606616e-06,4.0387818935488926e-07,6.330081987178243e-07,1.8836029184838116e-17,8.928238180406619e-13,7.877208292556028e-09,3.8736067593203986e-07,1.778454217941763e-05,3.3013482395010893e-10,7.199107534591756e-11,9.582066746025741e-15,2.3739631242754993e-16,4.555083630691618e-09,6.956903450236165e-12,1.1700808138072996e-11,5.448441594669782e-13,9.105549803666538e-18,1.1482690116772026e-13,3.702683146683267e-14,2.8623468211459895e-15,7.961261645336219e-10,3.0218419865017226e-16,1.5174704475427643e-16,5.697559167386376e-15,3.76,0.0,0.4646531224228774,0.9978372400239633,6.34131560834186e-06,8.847201454489592e-08,0.12406633480328436,0.12466872524027978,0.0021322480291119995,7.72678052882455e-11,1.6987667030033708e-05,1.5983951329085982e-05,0.0002743134214971533,2.805437154439889e-10,7.4457098474461455e-09,2.839739632569522e-07,1.4292442892942684e-07,4.081479678740508e-09,5.706537170414964e-09,3.13300814513307e-05,2.5225779657002846e-07,6.007424010879051e-07,2.06423360513913e-06,1.6271581471236643e-05,1.1674330288240936e-06,1.4538679200397874e-07,3.5253153713756446e-07,3.081707297598899e-08,1.1797486256826683e-06,2.439506817404339e-07,1.30706054627394e-10,4.512362528433012e-15,2.1489002638181315e-10,7.603116071727016e-12,6.8310734576623e-08,4.746149169298444e-11,8.55392981325878e-16,3.902629365986536e-10,9.08276601649713e-09,1.6869891174210283e-11,4.7065202435278964e-11,1.3910543290470885e-14,7.979971780951224e-09,3.0892327638604773e-10,1.6875589139349926e-10,9.548330842907795e-15,4.619252735039412e-11,8.72779839010695e-11,1.1145080679613633e-10,1.0901993939855174e-10,8.41141180442962e-09,5.6355701374766195e-15,1.5452355817659613e-10,1.8586364669470743e-08,1.851695049268651e-10,1.8304760448586593e-10,8.334592396888254e-15,5.393194780119346e-15
8.710633824133891e-07,0.8399279131031206,1.183401513396406e-05,4.0208012115867405e-06,1.6104189135524679e-06,1.1231122537137534e-05,0.0,0.0,5.768927189979803e-06,6.065996383834666e-09,1.3320710658456405e-06,4.157687738059056e-07,6.718263226764842e-07,2.047385798518627e-17,9.420503742247062e-13,8.06070867070787e-09,4.0168566127615273e-07,1.841076434382645e-05,3.579477947402083e-10,7.584479470860378e-11,1.0692028713218282e-14,2.4846440630017756e-16,4.551891716388e-09,7.430964627953695e-12,1.2138761395590244e-11,6.102851132378584e-13,1.008238359679356e-17,1.2318588379781814e-13,4.0408269599972e-14,3.0808196812594467e-15,8.366681278624435e-10,3.3252408986890594e-16,1.6758544305028362e-16,6.386066419459301e-15,3.76,0.0,0.4627432028288119,0.9978361578596328,6.672210536793633e-06,9.31607986082478e-08,0.12596381881397853,0.12658670940788816,0.0021322456199406397,7.842242830069861e-11,1.755833630945947e-05,1.6425885922174633e-05,0.00028358683464881914,2.8821491727018153e-10,7.70909816534031e-09,2.918539194554328e-07,1.4695694152191627e-07,4.385638332965519e-09,5.80332485637862e-09,3.2378089369069546e-05,2.5848410319897215e-07,6.17740041997047e-07,2.1971914145999317e-06,1.701160504665712e-05,1.2347012864654785e-06,1.5403890599724463e-07,3.7445267025233966e-07,3.219958512945113e-08,1.2639063999339213e-06,2.4633510292213924e-07,1.3882021404286067e-10,4.792033479494221e-15,2.2984265738570605e-10,8.122813165163892e-12,7.344562380125516e-08,4.862122236368065e-11,9.083466190061146e-16,4.018133246978862e-10,9.872686623203728e-09,1.753768850187635e-11,5.041363523143462e-11,1.490045878596019e-14,8.320204763390353e-09,3.226591897899081e-10,1.8773422935404047e-10,9.970057543909385e-15,4.746008996198002e-11,9.26195101565174e-11,1.1656052672610513e-10,1.1375611729324799e-10,9.004703869488777e-09,6.031208063550127e-15,1.684203417491018e-10,1.9233084677361006e-08,2.033722238880609e-10,1.946012091097614e-10,8.523847911616842e-15,5.516693645489886e-15
8.859212450341013e-07,0.8402211236081297,1.218071501863813e-05,4.156690860225975e-06,1.6640208961285805e-06,1.1740771680478077e-05,0.0,0.0,5.904538545949878e-06,6.2760911176671174e-09,1.4370753759037531e-06,4.280112341693989e-07,7.121257506729738e-07,2.2237315551426843e-17,9.937075576345507e-13,8.249869476279629e-09,4.163331943815989e-07,1.90483930880233e-05,3.8752938460245793e-10,7.982641729037292e-11,1.191242962342072e-14,2.6017524304067317e-16,4.549125065202012e-09,7.927460058583953e-12,1.2586834060705358e-11,6.82201118372755e-13,1.1146182065013436e-17,1.3207327290756925e-13,4.404046621779451e-14,3.31252509877941e-15,8.784559498990135e-10,3.652652341268767e-16,1.8472984038508442e-16,7.142829388061375e-15,3.76,0.0,0.4608411039811652,0.9978350516259022,7.013922382257098e-06,9.801812888951977e-08,0.12785327513227518,0.12849699119503447,0.0021322431598390238,7.957135100901736e-11,1.8137725788756158e-05,1.6871786759645674e-05,0.0002930032235307115,2.959510776554204e-10,7.976757135946634e-09,2.9980502516837055e-07,1.5102247856950533e-07,4.7068841242936815e-09,5.9000343689652175e-09,3.344175476034146e-05,2.6480575412195623e-07,6.348963447437951e-07,2.33662814048903e-06,1.7772128651756906e-05,1.3044836810124727e-06,1.6302607476358284e-07,3.9725227817671727e-07,3.3618868519413245e-08,1.3522370611796595e-06,2.486741757554241e-07,1.4725731269464515e-10,5.082815538266234e-15,2.4559747903514335e-10,8.669813474697963e-12,7.885849988432957e-08,4.979837230792237e-11,9.634013572107221e-16,4.137496162342297e-10,1.0713940258766398e-08,1.822320290500378e-11,5.3927033083323126e-11,1.593917882841181e-14,8.669336554798363e-09,3.367245679543646e-10,2.0843361300091756e-10,1.0401714284911253e-14,4.8738453036081615e-11,9.818205378000999e-11,1.2181302857731877e-10,1.1860179998011082e-10,9.6269472040936e-09,6.445985611940744e-15,1.8326584807328227e-10,1.9891758904815953e-08,2.230406307331141e-10,2.066527338390668e-10,8.719102668848285e-15,5.644001036715459e-15
9.156369702755257e-07,0.8408040334757121,1.2887173139224765e-05,4.433061956146621e-06,1.7735900141968632e-06,1.2802106090140186e-05,0.0,0.0,6.185100043798414e-06,6.711182716296236e-09,1.6655549154318718e-06,4.535982437110897e-07,7.972451934437178e-07,2.6174445519820728e-17,1.1046952511766418e-12,8.645229170802127e-09,4.466142272302376e-07,2.0358034832134712e-05,4.523054628497854e-10,8.81795980420998e-11,1.4720412605241713e-14,2.856394484627437e-16,4.544871501070051e-09,8.99015095085016e-12,1.3513980348324306e-11,8.475112420180191e-13,1.3560033531138175e-17,1.515513690886097e-13,5.2117014427072177e-14,3.818180738714587e-15,9.658206653299504e-10,4.3852177364738497e-16,2.2326039869804925e-16,8.882765518707415e-15,3.76,0.0,0.45706023976395876,0.9978327656913181,7.730383492208025e-06,1.0825293109675529e-07,0.13160823402184996,0.13229457389729846,0.0021322380841451902,8.185221681044111e-11,1.932255185316821e-05,1.7775149229821458e-05,0.0003122628103469701,3.1161217433850945e-10,8.52482390540843e-09,3.1591464682972525e-07,1.5925122153024973e-07,5.403205862491724e-09,6.093219614206978e-09,3.561577454697662e-05,2.7774021501661453e-07,6.696716579404564e-07,2.6357463999171655e-06,1.9355410563070832e-05,1.4517557416569976e-06,1.820285812714893e-07,4.45545507843847e-07,3.656891742331412e-08,1.5418696453510542e-06,2.532199606981075e-07,1.6512113256857518e-10,5.698427127373796e-15,2.7962826430789686e-10,9.849517203952784e-12,9.055488919007913e-08,5.220588164791924e-11,1.0799489507689508e-15,4.387898421032886e-10,1.255922508955171e-08,1.964861604816082e-11,6.146627134786541e-11,1.816823979972869e-14,9.394606730807786e-09,3.658429176517003e-10,2.5547512472386155e-10,1.129475950673454e-14,5.132657056068457e-11,1.0998887263115846e-10,1.3275156901729345e-10,1.2862098395380288e-10,1.0961324173642324e-08,7.334921627812463e-15,2.1597969103166336e-10,2.1245040078833603e-08,2.671423991395141e-10,2.3229534931978848e-10,9.127654464617653e-15,5.910066916825112e-15
9.423811229928076e-07,0.8413246762765608,1.353779512600946e-05,4.686886342756862e-06,1.8748852707165536e-06,1.3805994088305558e-05,0.0,0.0,6.448881032960961e-06,7.120598295539911e-09,1.8934508173966837e-06,4.779470658388591e-07,8.79107819096658e-07,3.0234487112323694e-17,1.2138685894958793e-12,9.020547646311937e-09,4.7501665380299005e-07,2.157613836753289e-05,5.174362165724588e-10,9.615031473108767e-11,1.771954307945585e-14,3.110498397239179e-16,4.542507153459959e-09,1.0029337358125481e-11,1.4384655479833907e-11,1.0238191531553696e-12,1.6096368821027646e-17,1.7119582523714646e-13,6.03992642518303e-14,4.325108450918808e-15,1.0488375076958979e-09,5.141412415730187e-16,2.6324321202153355e-16,1.0738933103670648e-14,3.76,0.0,0.45368388706015883,0.9978306228536191,8.413657215395999e-06,1.1807743360464998e-07,0.13496056559387276,0.13568637183624302,0.0021322333350215082,8.38858036211812e-11,2.0418436639813085e-05,1.8600898898729395e-05,0.00033008011528616723,3.259141537281144e-10,9.032531658235754e-09,3.3064160780791396e-07,1.6676682804791892e-07,6.094860628284441e-09,6.266820846950305e-09,3.762523336165597e-05,2.897199745345746e-07,7.014790066216948e-07,2.929153638720937e-06,2.085228574862519e-05,1.5933095618780732e-06,2.003340244667935e-07,4.921593113903274e-07,3.935259863741342e-08,1.7279470596804577e-06,2.571653796456944e-07,1.823546256629597e-10,6.2922488855403995e-15,3.132897179683447e-10,1.101423360189796e-11,1.0212510616850749e-07,5.443456598990896e-11,1.1923619406763786e-15,4.6267015050128346e-10,1.4417876003258837e-08,2.0995230325438177e-11,6.885980552738071e-11,2.0354378030391457e-14,1.0078549632087313e-08,3.931732601412767e-10,3.0494576247060604e-10,1.213228629660454e-14,5.369030258947227e-11,1.2141768986527485e-10,1.4309737042968543e-10,1.3801070526619715e-10,1.22688954094239e-08,8.205340225557027e-15,2.491178294573011e-10,2.250405219598503e-08,3.128002752852143e-10,2.5719161350936437e-10,9.515972346263831e-15,6.162611027964771e-15
9.691252757100896e-07,0.8418415814914055,1.4202360578007562e-05,4.945386874987446e-06,1.9787085796557023e-06,1.4856841726102823e-05,0.0,0.0,6.7240490489074175e-06,7.547906579373435e-09,2.143799080928568e-06,5.036184748473563e-07,9.660575866597172e-07,3.4842569364462195e-17,1.3324498594354557e-12,9.414407289656207e-09,5.045367581247164e-07,2.2831848167477474e-05,5.895358852176064e-10,1.045590199953072e-10,2.123048887722543e-14,3.390130091394734e-16,4.541534653378332e-09,1.1150620656374652e-11,1.5290692611838052e-11,1.2298833801376549e-12,1.9022719958503096e-17,1.930480431567785e-13,6.974567382294609e-14,4.885466407538882e-15,1.136086633116449e-09,5.999116478653842e-16,3.088062340250453e-16,1.2908896721832251e-14,3.76,0.0,0.45033237649062463,0.9978283970649635,9.134237544992226e-06,1.2850567558459613e-07,0.13828738670991508,0.13905370157840174,0.0021322284102346014,8.590138783117232e-11,2.1542143136299252e-05,1.9438206837758983e-05,0.0003483524663176471,3.4040332421757147e-10,9.553832061334455e-09,3.455759985742342e-07,1.7438501941779495e-07,6.852143348185509e-09,6.440171703702779e-09,3.968433119412332e-05,3.0202795676217164e-07,7.337496134607111e-07,3.2467477798817558e-06,2.2418335017192344e-05,1.743640769949436e-06,2.1981318307026412e-07,5.418424984007657e-07,4.225979405252515e-08,1.9293097331881886e-06,2.609784127988236e-07,2.007134511262954e-10,6.9247827499220834e-15,3.5000523717948054e-10,1.228246226162969e-11,1.1474111755027686e-07,5.672327461932731e-11,1.3120944907475246e-15,4.878375289334967e-10,1.6478026113742e-08,2.2404234174876793e-11,7.685614345865444e-11,2.2718926567804066e-14,1.0792490773038601e-08,4.215649179609088e-10,3.620063962536866e-10,1.3001667679303656e-14,5.608517386061095e-11,1.336350834021289e-10,1.539252497424218e-10,1.4775152348134507e-10,1.368208364247127e-08,9.145391777468716e-15,2.860430163434375e-10,2.38020685849337e-08,3.647410095548347e-10,2.8387968914692803e-10,9.923876814854082e-15,6.4275807451470485e-15
9.958694284273715e-07,0.8423547770903099,1.488078409122394e-05,5.20843613910223e-06,2.0850475462801115e-06,1.595544201698156e-05,0.0,0.0,7.01129303782807e-06,7.994140943088704e-09,2.4179373882884243e-06,5.306822029483917e-07,1.0581955104384686e-06,4.006029904065403e-17,1.4610497202940315e-12,9.826872822318872e-09,5.352026954855966e-07,2.4125414037544687e-05,6.691013184443933e-10,1.1341411250227975e-10,2.5322246477987454e-14,3.6972451729067304e-16,4.541958489949345e-09,1.2357593538553919e-11,1.623311184214605e-11,1.4696063936797435e-12,2.238716631009412e-17,2.1732193929767659e-13,8.026519037477472e-14,5.503710468546247e-15,1.227638338951238e-09,6.968374462572967e-16,3.6052319698435994e-16,1.5433969347205035e-14,3.76,0.0,0.44700552419192174,0.9978260864132527,9.892957282952534e-06,1.3956020529201436e-07,0.14158888203071424,0.14239674348420683,0.0021322233056848554,8.789914060650198e-11,2.269351627142131e-05,2.028660447273295e-05,0.0003670768192103776,3.550712838656543e-10,1.0088634373294684e-08,3.6070944399560443e-07,1.8210489339163914e-07,7.679100211920023e-09,6.613273293300624e-09,4.179266650438963e-05,3.1467095754455714e-07,7.664650387116976e-07,3.5897647669296303e-06,2.4054518375208457e-05,1.9029795236914279e-06,2.4049817746438234e-07,5.94675489106292e-07,4.529202514411488e-08,2.1466230751378752e-06,2.646646883693427e-07,2.2022593023498745e-10,7.597000928066673e-15,3.899520690501848e-10,1.366005677445553e-11,1.284591255546134e-07,5.907327114908423e-11,1.4393301394268837e-15,5.143045957754969e-10,1.8753612801460106e-08,2.387764001597578e-11,8.548095573676456e-11,2.5269515239539335e-14,1.1536838999256738e-08,4.510134968392991e-10,4.2752436669259325e-10,1.3902721286603801e-14,5.850979276901072e-11,1.4666815437345755e-10,1.6524199489689926e-10,1.5784137136462958e-10,1.5205323543107712e-08,1.0157926847080035e-14,3.2704156372389977e-10,2.5139192642034466e-08,4.23617434548283e-10,3.124268335873898e-10,1.0351410170660289e-14,6.705001039546502e-15
9.999999999999997e-07,0.8428642908379465,1.4986794926399274e-05,5.249461494211232e-06,2.101694873459223e-06,1.6129425615167443e-05,0.0,0.0,7.056778319918016e-06,8.064817760614703e-09,2.4624852114282907e-06,5.349907570469231e-07,1.0728948254106305e-06,4.092472207965552e-17,1.4818449293386854e-12,9.89223984706023e-09,5.40042954731841e-07,2.4328593313917848e-05,6.820883013854064e-10,1.1482208216432626e-10,2.6010748889806698e-14,3.747259286795139e-16,4.542148709420394e-09,1.255187875343949e-11,1.6381976577943093e-11,1.509900075748363e-12,2.2949161341357475e-17,2.2130142114573287e-13,8.200190623678588e-14,5.604657515382118e-15,1.2421662851929657e-09,7.12869638363217e-16,3.690981301422779e-16,1.5858464555777275e-14,3.76,0.0,0.44649388627287695,0.9978257218491711,1.001359286522225e-05,1.4132485562782017e-07,0.14209654416412593,0.14291091465262412,0.0021322225010078424,8.820610999946367e-11,2.2873799912336496e-05,2.0418596614570136e-05,0.0003700088537980787,3.5735212637024564e-10,1.0172431255429196e-08,3.630639870318969e-07,1.8330623792861678e-07,7.813297594272126e-09,6.639986276351406e-09,4.212265800596506e-05,3.166539295476506e-07,7.715563524434981e-07,3.64508954938649e-06,2.4313535054056764e-05,1.9284066049067046e-06,2.4380245869297546e-07,6.031212915865244e-07,4.5771587326363176e-08,2.181651313000518e-06,2.6522309029657395e-07,2.2334421500311685e-10,7.704422407294477e-15,3.964213610090688e-10,1.3882953395531954e-11,1.3067973016351918e-07,5.944176517412839e-11,1.4596618234471472e-15,5.185090231782472e-10,1.9125190676196452e-08,2.4111078516929163e-11,8.687071127531712e-11,2.568052234442264e-14,1.1654538055017158e-08,4.556556509628327e-10,4.384562661809302e-10,1.4044697220488863e-14,5.888683393156154e-11,1.4875553428608843e-10,1.6703384311699417e-10,1.5943069120726316e-10,1.5450679537518903e-08,1.0320954743853829e-14,3.337556853065524e-10,2.5349201487918746e-08,4.3337314016250067e-10,3.170059239798586e-10,1.0419194094671828e-14,6.748959410775498e-15
1.0226135811446533e-06,0.8428642908379465,1.5572978859523652e-05,5.475919462579691e-06,2.1938906479825404e-06,1.710257613728528e-05,0.0,0.0,7.311310370635674e-06,8.460404898327075e-09,2.7172282142557104e-06,5.592086490746282e-07,1.1556193598485924e-06,4.5954519895714726e-17,1.6002986363544092e-12,1.0258005619762212e-08,5.670430621611952e-07,2.54570891553129e-05,7.566471667517991e-10,1.2272375200031367e-10,3.007067459450735e-14,4.0339093999558633e-16,4.543782911078126e-09,1.3653883750280197e-11,1.7212962793309352e-11,1.7472599618140116e-12,2.624238318326447e-17,2.4424833116506817e-13,9.207561863192165e-14,6.184592581261431e-15,1.323561371987583e-09,8.059910808702901e-16,4.1900789149646693e-16,1.835947626066629e-14,3.76,0.0,0.44370314768695107,0.9978236889604587,1.0690641784477151e-05,1.5126409663235372e-07,0.14486523481831637,0.14571567657316858,0.002132218017217357,8.987923110018664e-11,2.387240469044611e-05,2.114563244788209e-05,0.00038625014573357157,3.699098154555591e-10,1.0636848326166756e-08,3.7603373294818626e-07,1.899259593676644e-07,8.579881384397853e-09,6.786126734293309e-09,4.394984188436963e-05,3.276555346828342e-07,7.996071962712871e-07,3.959460587655452e-06,2.5761756828166536e-05,2.071552408227935e-06,2.6242062781819506e-07,6.50737026105382e-07,4.845074950346304e-08,2.3805541485352853e-06,2.6822994579339943e-07,2.4091971126986496e-10,8.309852547310651e-15,4.3331090962811707e-10,1.5152980074678314e-11,1.433362851791395e-07,6.148577600050354e-11,1.5742480711585164e-15,5.420834887068125e-10,2.1258971673941933e-08,2.5417541621267344e-11,9.475993151088026e-11,2.8013784505969035e-14,1.2311987893703623e-08,4.815135475250299e-10,5.024326617931044e-10,1.4835233213098947e-14,6.096279819277515e-11,1.6054399311645955e-10,1.7705411962137764e-10,1.6827784066305997e-10,1.6843050526190257e-08,1.12457912077555e-14,3.72410021414991e-10,2.6515529321682602e-08,4.901273960511328e-10,3.42900447028248e-10,1.079861030113408e-14,6.994894694763725e-15
1.0493577338619352e-06,0.8433701502951726,1.6278856989409086e-05,5.747734295480186e-06,2.305227232566983e-06,1.829901352468967e-05,0.0,0.0,7.624806300849133e-06,8.947873252494122e-09,3.0430580350080655e-06,5.892688555802667e-07,1.258423992830692e-06,5.259759513497732e-17,1.7508469027954132e-12,1.0707865105144813e-08,6.00086853508418e-07,2.68271299977415e-05,8.527058293324844e-10,1.3249586349356492e-10,3.5558938399269714e-14,4.4023014952015694e-16,4.54701201939924e-09,1.5043154231838336e-11,1.8231324406066284e-11,2.067506664022146e-12,3.064596434693892e-17,2.7407592789751867e-13,1.053041926476856e-13,6.933175434801605e-15,1.423923027093999e-09,9.285159130882249e-16,4.849158985544245e-16,2.1735021706540137e-14,3.76,0.0,0.4404250658737407,0.99782120274354,1.1528109359798214e-05,1.6364095611570372e-07,0.14811662694679828,0.1490106785340957,0.0021322125406238756,9.184182648041136e-11,2.5078660724987963e-05,2.201484081025649e-05,0.0004058694336509018,3.8491088880518677e-10,1.119838412537771e-08,3.9154082172191754e-07,1.9784813565923264e-07,9.558737982931213e-09,6.958733154384364e-09,4.6155463996944424e-05,3.409880137117035e-07,8.331583618500571e-07,4.357110834528623e-06,2.7540933154380624e-05,2.2495825235872664e-06,2.8561166485911325e-07,7.101042502058795e-07,5.1737362487077745e-08,2.6317715579418024e-06,2.716800454284919e-07,2.628218007522818e-10,9.064264727356456e-15,4.802657801514776e-10,1.676730066747192e-11,1.5943068700507886e-07,6.396196759600481e-11,1.7170233188084858e-15,5.711859537247152e-10,2.4008828684969093e-08,2.702611521202781e-11,1.0471877468769619e-10,3.095938478162399e-14,1.3118316136543405e-08,5.130586279780531e-10,5.877323588759799e-10,1.5798960015449242e-14,6.34428598938676e-11,1.7528970869653435e-10,1.8936786881183688e-10,1.790582042196056e-10,1.8599700248039548e-08,1.2411825611898978e-14,4.224550614162421e-10,2.793118573485335e-08,5.650151583002257e-10,3.7536806040756125e-10,1.1265512354234754e-14,7.297283283884265e-15
1.076101886579217e-06,0.8438723828205855,1.6998329838420505e-05,6.023789548430847e-06,2.4190475161178524e-06,1.95455119996037e-05,0.0,0.0,7.952493472901344e-06,9.457793278789112e-09,3.3968366219173087e-06,6.209344895586459e-07,1.3667016672820524e-06,6.006769713784398e-17,1.9133646927947925e-12,1.1176509936187397e-08,6.343634239092063e-07,2.823579630201122e-05,9.578273985875897e-10,1.427381413624958e-10,4.1877966886665e-14,4.804716041360704e-16,4.5516498548610824e-09,1.652910349062835e-11,1.928930483463857e-11,2.435421838698541e-12,3.5660759402445077e-17,3.0707236218803984e-13,1.2008817502835694e-13,7.754847456456408e-15,1.5287892435203498e-09,1.0656292322727912e-15,5.589463668532275e-16,2.5614766973703872e-14,3.76,0.0,0.43717109901434126,0.9978186257752746,1.240617167140799e-05,1.767149289084053e-07,0.15134323891279608,0.15228192573523058,0.0021322068716447015,9.378709195810614e-11,2.63121403662786e-05,2.289378916213133e-05,0.0004259316867126742,4.00066662519578e-10,1.1773152449585816e-08,4.0722283684146856e-07,2.0587174669598374e-07,1.0620019020565013e-08,7.131093689883261e-09,4.840914351618246e-05,3.54674494309089e-07,8.671011797859964e-07,4.78401031629526e-06,2.939289269404133e-05,2.437289579139941e-06,3.1010194176809017e-07,7.72852775194724e-07,5.515319904861369e-08,2.9009453820057244e-06,2.7502097825048256e-07,2.859585941221095e-10,9.861143633194487e-15,5.310039144243282e-10,1.850918920675009e-11,1.7680134240589225e-07,6.650298365966809e-11,1.867826962191736e-15,6.016234235809683e-10,2.7018292669718847e-08,2.8705620134706258e-11,1.15383201958667e-10,3.411397632753976e-14,1.3956187913491403e-08,5.456413643779699e-10,6.844950683216318e-10,1.679363066499985e-14,6.594867882443665e-11,1.9093246471009364e-10,2.0218922402509583e-10,1.9017943777029355e-10,2.0479708423106607e-08,1.3658865774635406e-14,4.774933629191227e-10,2.93862717430778e-08,6.490727862196407e-10,4.098973255195452e-10,1.1752150182455648e-14,7.612188001158216e-15
1.1028460392964989e-06,0.8443710155720859,1.7731308368158425e-05,6.304004906017723e-06,2.5353425804850797e-06,2.0842817909415514e-05,0.0,0.0,8.295091475945182e-06,9.991485904171675e-09,3.7799964117458896e-06,6.54277828051972e-07,1.480542329042308e-06,6.844910448647726e-17,2.0885421258344535e-12,1.1663998995964023e-08,6.699024485742592e-07,2.9683351053077243e-05,1.072579602540337e-09,1.534580534313232e-10,4.9126922852347775e-14,5.243566472508042e-16,4.557700463547496e-09,1.81154661899216e-11,2.0388041437830298e-11,2.8565159368426953e-12,4.1355226584143094e-17,3.435252636338263e-13,1.3657548354220245e-13,8.655338145019894e-15,1.638224698892205e-09,1.218625315784673e-15,6.418438350093045e-16,3.0057719942962946e-14,3.76,0.0,0.43394106872381927,0.9978159560450185,1.3325634126688048e-05,1.9051070404872765e-07,0.15454524984586257,0.15552959323430224,0.0021322010059701803,9.571519081452835e-11,2.7572703241283474e-05,2.3782046784810106e-05,0.0004464339246460929,4.1536948524438944e-10,1.2361064450476152e-08,4.230720773662946e-07,2.1399752015242725e-07,1.1768168330992114e-08,7.303209485170237e-09,5.071049506879455e-05,3.6872085725094804e-07,9.014186686517125e-07,5.2414727132890755e-06,3.131844415081765e-05,2.6348899936547615e-06,3.3592164700744256e-07,8.390567608475299e-07,5.869953567069749e-08,3.1887471417241952e-06,2.782588755466451e-07,3.1035590564173216e-10,1.0701375501901625e-14,5.857156563964691e-10,2.0384915391414155e-11,1.9550817080617638e-07,6.910992263528766e-11,2.0268263222926902e-15,6.334070854323358e-10,3.0302848263665535e-08,3.0458399267920024e-11,1.2677894227244155e-10,3.7485229591334584e-14,1.4825953374476914e-08,5.792535108426696e-10,7.938653816204405e-10,1.7818948454045924e-14,6.847898734889559e-11,2.0749952129200397e-10,2.1552390906440363e-10,2.016382413950525e-10,2.248751089489809e-08,1.498974253312348e-14,5.378514986449052e-10,3.088090054979808e-08,7.431415054043103e-10,4.465560071492933e-10,1.2258557544785007e-14,7.939630345700133e-15
1.1295901920137808e-06,0.8448660755084327,1.847770350573332e-05,6.588310125725695e-06,2.6541043703814356e-06,2.2191666296381666e-05,0.0,0.0,8.65332644103781e-06,1.0550346921389953e-08,4.193991949575056e-06,6.893717468147074e-07,1.6000338760848058e-06,7.783250618967358e-17,2.2770893524517253e-12,1.2170392213629606e-08,7.067338872602561e-07,3.1170060494951165e-05,1.1975477458898005e-09,1.646628449836601e-10,5.741368559636696e-14,5.721388165236468e-16,4.5651679548089556e-09,1.9806013952224268e-11,2.1528700869319062e-11,3.3367572791850493e-12,4.780380111676462e-17,3.8374337505820816e-13,1.549253461285314e-13,9.640733715406954e-15,1.7522929009348138e-09,1.3888785564868427e-15,7.344000952730708e-16,3.5128036548702475e-14,3.76,0.0,0.4307347979593517,0.9978131915193936,1.4287296265791565e-05,2.0505351884849744e-07,0.15772283751866142,0.15875385478849513,0.002132194939242191,9.762628442797984e-11,2.8860212591457836e-05,2.4679192735590175e-05,0.0004673731831436324,4.308118964670762e-10,1.2962031752497468e-08,4.390810167026012e-07,2.22226584000829e-07,1.3007721485177306e-08,7.475081692176098e-09,5.305913717691175e-05,3.831327718721458e-07,9.3609422573452e-07,5.7308302735461485e-06,3.331836040421754e-05,2.842597000304935e-06,3.6310051797260546e-07,9.087889839203989e-07,6.237759251136495e-08,3.4958498004372866e-06,2.814000186022784e-07,3.360389974072345e-10,1.1585827637984659e-14,6.445943676002404e-10,2.2400845166223345e-11,2.1561198887373534e-07,7.178384517446847e-11,2.1941851490407865e-15,6.665479397850997e-10,3.3878349201662884e-08,3.228687911886512e-11,1.3893173756941443e-10,4.108082594846621e-14,1.5727949126559392e-08,6.138860078231365e-10,9.170633256723008e-10,1.887459285301203e-14,7.103254938975663e-11,2.2501828349779557e-10,2.2937739564469287e-10,2.1343106062175907e-10,2.462754393193822e-08,1.640728214642356e-14,6.038658231251961e-10,3.2415189286589594e-08,8.481130396050199e-10,4.854119771533666e-10,1.2784769097813677e-14,8.27963269127189e-15
