Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318)
4.35420316346085e-09,0.820614731367021,2.0931542598060038e-10,8.40592206497666e-12,1.5476338490725223e-12,1.5565363109956287e-12,0.0,0.0,2.8342351558638987e-08,1.8628880772835477e-13,1.2810445265497973e-12,2.7373309285177866e-11,2.3105450509915356e-15,7.115305799107957e-24,2.69813524285623e-16,2.810274563218801e-10,2.621578943061814e-12,4.768166518279931e-10,4.757724229090213e-23,2.971105187789099e-19,9.289285942585335e-22,5.550781112170839e-21,1.6074731434227331e-09,1.6922071257580345e-22,1.2234331078391048e-17,4.011730583345524e-26,2.4708240484320336e-29,1.5367621165469005e-22,7.117656595063313e-27,6.573132692389135e-27,3.342489755256311e-18,3.350808190371026e-30,1.3448610323015683e-30,7.2008638788712595e-31,3.76,0.0,0.5883707104657863,0.9978676992807103,2.345600798654803e-13,2.5988440337404194e-15,0.0007101708134100676,0.0007101876632989177,0.0021322718539673524,4.2144205073335796e-13,4.76166222034891e-10,2.841402851876829e-08,7.584483583163957e-09,3.310852980137257e-13,8.307576336854058e-15,1.968350588714342e-10,5.6663431334378865e-12,4.012438866632119e-16,2.151483879156902e-11,8.658782005330294e-10,3.4636037469899094e-10,1.0973858252341228e-10,5.834888270781782e-12,3.7674543147775076e-11,1.0120416800296373e-12,7.688444423910514e-15,1.048562710966153e-14,1.0512649952269463e-12,8.974295450881925e-17,1.924137411905949e-09,1.2479738365447177e-18,6.756870326824074e-23,7.38727294084316e-18,3.8830044119676445e-18,3.548497429409933e-18,3.07603155827836e-14,1.7909007313579803e-23,9.540129114157437e-12,6.097307804766644e-20,6.288611959562903e-15,4.190434904331295e-21,1.4433868936562982e-24,3.1157788405121257e-13,1.7427336849603377e-17,1.8585736104984402e-22,2.502932996444967e-22,1.826451512771844e-14,2.7012464354435734e-20,3.785728398118447e-17,8.359140911248511e-18,2.038684089182385e-17,1.0130433690366281e-23,2.5566225218764403e-21,4.336706983706218e-11,1.570843735838492e-20,4.960890089697025e-19,1.764921293743104e-17,1.0107762656875805e-16
4.474978156988514e-09,0.820617751186356,2.2499752397384128e-10,8.872987758531743e-12,1.6805684640210453e-12,1.6990876221956314e-12,0.0,0.0,2.9127599965059295e-08,1.96755958276189e-13,1.383473521422749e-12,2.9793354503729314e-11,2.5129778383596e-15,7.680817438121755e-24,2.8361983848842555e-16,2.947766065026416e-10,2.82229215985723e-12,5.03852099740878e-10,5.603873466493443e-23,3.2964371458798325e-19,1.053456819806787e-21,6.289177806641574e-21,1.6440468021522238e-09,1.892630232547327e-22,1.3481421727767841e-17,4.654456479220097e-26,2.878169385343919e-29,1.7611002589358805e-22,8.477070982103001e-27,7.775060484184573e-27,3.638742190481822e-18,3.991756211628506e-30,1.581293431998786e-30,8.665882962499448e-31,3.76,0.0,0.5883510231455544,0.9978676861950352,2.5419414603430916e-13,2.8746723090261072e-15,0.0007298567515168891,0.0007298745473525544,0.0021322841238725757,4.3399689932549934e-13,5.031496537195755e-10,2.9203930882976604e-08,8.010992807502292e-09,3.443023373783272e-13,9.011140334141918e-15,2.0616197888970948e-10,5.9879673795516595e-12,4.263540140841798e-16,2.2316652279303353e-11,9.149571708255536e-10,3.6274412072563507e-10,1.1577874263709217e-10,6.216655799214634e-12,4.066487450206687e-11,1.0690437718808084e-12,8.334796689068665e-15,1.1214321032188747e-14,1.098178395276091e-12,9.96122054127028e-17,1.977384207430246e-09,1.3606277725352337e-18,7.316768157549267e-23,8.143544767503918e-18,4.172328370088232e-18,3.9473133207891735e-18,3.275626305922825e-14,1.9276413730199185e-23,1.0070189207903685e-11,6.694859694013973e-20,6.595141510007356e-15,4.5562653701206714e-21,1.5709935904088572e-24,3.3412037631640585e-13,1.934481007953167e-17,2.0832675503201954e-22,2.8240227138576594e-22,1.9419606889138388e-14,3.0835309479329367e-20,4.189750943003849e-17,9.277301523325581e-18,2.2137734154411323e-17,1.109029521702569e-23,2.854534564132528e-21,4.453414083909234e-11,1.7662893869071632e-20,5.448668234624799e-19,1.918608737305504e-17,1.076368333653503e-16
4.595753150516178e-09,0.8206207709065306,2.41405546380083e-10,9.354899627743216e-12,1.8210268966621843e-12,1.8506393329919593e-12,0.0,0.0,2.9912808985510476e-08,2.075086918748039e-13,1.4908391888735684e-12,3.2344792440061535e-11,2.727019054713851e-15,8.2732272723271e-24,2.977001757004585e-16,3.0875044973450494e-10,3.0323649560767647e-12,5.316280991126693e-10,6.572282054390668e-23,3.647636915661193e-19,1.1903525697356386e-21,7.099980656166448e-21,1.6802445393337876e-09,2.1105724917881679e-22,1.4816464558786606e-17,5.378635003104248e-26,3.3387772852848264e-29,2.0109538776984331e-22,1.0049379058567475e-26,9.156320496821413e-27,3.9526937661800534e-18,4.7322710007438054e-30,1.851051899724645e-30,1.0377489257429196e-30,3.76,0.0,0.5883313364834646,0.9978676762756845,2.7487945681675844e-13,3.171316510087066e-15,0.0007495420168353797,0.0007495607843532671,0.0021322932265927116,4.465497276860275e-13,5.308711294915124e-10,2.999398106760394e-08,8.449164274427507e-09,3.5759048483533875e-13,9.752949020467552e-15,2.1562637346443573e-10,6.318357306142484e-12,4.523615798124535e-16,2.3120663037824363e-11,9.653967685542172e-10,3.7940972678356425e-10,1.219723329375252e-10,6.6127617041496856e-12,4.379799849458844e-11,1.127616908993704e-12,9.015915440028949e-15,1.197383774985718e-14,1.1456682516331933e-12,1.1028698454422351e-16,2.0306243128936694e-09,1.4799637011640968e-18,7.905991232201826e-23,8.953447004389984e-18,4.474506377352254e-18,4.3795585852733475e-18,3.481519715280668e-14,2.070838765251913e-23,1.0610897599708515e-11,7.335187959212748e-20,6.9063519008618325e-15,4.945714041108502e-21,1.7068575137402125e-24,3.575811285105324e-13,2.1411202615190106e-17,2.328110336774146e-22,3.1750954559072306e-22,2.06057415808147e-14,3.507170533135826e-20,4.6235105802211803e-17,1.0266556443240676e-17,2.39858970313906e-17,1.2109447014882649e-23,3.1776840789003833e-21,4.569939723252701e-11,1.9800366677343856e-20,5.970273608983933e-19,2.0805995366773845e-17,1.143857576855057e-16
4.7165281440438424e-09,0.8206237905275497,2.585513320644358e-10,9.851857513317871e-12,1.969225853003583e-12,2.0115168773452066e-12,0.0,0.0,3.069797866974873e-08,2.1854697035353244e-13,1.6032207748632195e-12,3.503018000803269e-11,2.9530083478460217e-15,8.89294033685503e-24,3.1204987376953647e-16,3.2294260459386786e-10,3.251955655477481e-12,5.60144646930175e-10,7.676761720059888e-23,4.0260269617281755e-19,1.340420445016267e-21,7.987779468520797e-21,1.7160703488572892e-09,2.347067679240473e-22,1.6242941761661917e-17,6.19198344844147e-26,3.85786681831641e-29,2.2884330735699104e-22,1.1860928025382667e-26,1.0737906877254586e-26,4.284963271239549e-18,5.584395324361329e-30,2.157730891427198e-30,1.2368990757339628e-30,3.76,0.0,0.5883116504794947,0.9978676687016372,2.966425840681825e-13,3.4897330848127432e-15,0.0007692266093932743,0.0007692463743227389,0.0021322999831455713,4.591008702345903e-13,5.593306060718364e-10,3.0784181727263476e-08,8.898997650900096e-09,3.7094492120822623e-13,1.053397305376739e-14,2.2522421310453357e-10,6.657510894850306e-12,4.792779772914058e-16,2.3926667357875472e-11,1.017197141235769e-09,3.963517640180169e-10,1.2831864700926083e-10,7.023365620303157e-12,4.7076226122102844e-11,1.1877621939327734e-12,9.732663760564768e-15,1.276475473758438e-14,1.1937187106358553e-12,1.2181226860452455e-16,2.08385772893581e-09,1.60618485980366e-18,8.525268358514848e-23,9.819176088658732e-18,4.7897469040485426e-18,4.8471618976922525e-18,3.693661771620348e-14,2.2206333457242954e-23,1.1161966103520608e-11,8.020411108715533e-20,7.22211667615936e-15,5.359925498225961e-21,1.8513648362523704e-24,3.819666526209299e-13,2.3633411131455053e-17,2.594323273551243e-22,3.557922016326048e-22,2.182228440034786e-14,3.9753189659259094e-20,5.088221635920785e-17,1.1330175597581526e-17,2.5933990080547003e-17,1.318970203022876e-23,3.5274549786362065e-21,4.686284753664006e-11,2.213268011818325e-20,6.527155019504819e-19,2.2510524943032628e-17,1.2132119647971339e-16
4.837303137571507e-09,0.8206268100494184,2.764464254287577e-10,1.0364062740528266e-11,2.125382405806515e-12,2.1820488455665095e-12,0.0,0.0,3.148310906629975e-08,2.298707555629434e-13,1.7206952847075453e-12,3.785200433096485e-11,3.1912869833680574e-15,9.540348710359584e-24,3.2666433068994004e-16,3.3734680203207277e-10,3.4812195334333e-12,5.894017420859305e-10,8.932266579813479e-23,4.432961634447283e-19,1.5044885922385443e-21,8.957286180113698e-21,1.7515281805457533e-09,2.6031853511008375e-22,1.7764357965095373e-17,7.102709871396154e-26,4.4410004228254064e-29,2.5957577166336115e-22,1.3940478227383108e-26,1.2542611611383304e-26,4.6361818159837674e-18,6.561223151409022e-30,2.5051978370182215e-30,1.467712190206489e-30,3.76,0.0,0.5882919651336226,0.9978676628703563,3.1951012025378435e-13,3.830894380040801e-15,0.0007889105292182009,0.0007889313172826534,0.002132304996066153,4.716505874520928e-13,5.885280432236757e-10,3.15745354520998e-08,9.360492603894034e-09,3.843611717460503e-13,1.1355179988857968e-14,2.3495159273008506e-10,7.005426177830055e-12,5.071146133822809e-16,2.4734480528413453e-11,1.0703584183278683e-09,4.1356490725920427e-10,1.3481697565549966e-10,7.448624136825412e-12,5.0501815249370554e-11,1.2494807638752232e-12,1.048590147799506e-14,1.358764959300675e-14,1.2423147445878204e-12,1.3423452913680373e-16,2.1370844561962098e-09,1.739495201137606e-18,9.175329715518943e-23,1.0742954813548654e-17,5.118256271584644e-18,5.3521186794220176e-18,3.9119995880705193e-14,2.3771657244269465e-23,1.1723111379480483e-11,8.752720520922741e-20,7.542313158177433e-15,5.800089191866837e-21,2.0049154794452593e-24,4.0728294865815173e-13,2.6018433868923358e-17,2.8831693361616894e-22,3.9743150626107456e-22,2.3068598320862124e-14,4.4912725832029664e-20,5.585105066251617e-17,1.247147534006751e-17,2.798468023024314e-17,1.433287683721501e-23,3.905268561215537e-21,4.802450019596026e-11,2.4672096408630075e-20,7.1207892066205405e-19,2.430120615416857e-17,1.2843988381735755e-16
4.958078131099171e-09,0.820629829472141,2.951020833537086e-10,1.0891718052669282e-11,2.289713957102519e-12,2.3625668811672247e-12,0.0,0.0,3.2268200222644925e-08,2.414800093743556e-13,1.843337529042125e-12,4.081268411494779e-11,3.4421978705113994e-15,1.0215831820938256e-23,3.4153900385818976e-16,3.519568833913569e-10,3.720308884081482e-12,6.193993845517273e-10,1.0354965850006937e-22,4.869827088061307e-19,1.6834081501014124e-21,1.001333074715178e-20,1.7866219407390463e-09,2.8800316752206423e-22,1.938423794047046e-17,8.119531860604486e-26,5.094097306973927e-29,2.9352599869481865e-22,1.6319374460996556e-26,1.4595140637898827e-26,5.006993259940288e-18,7.676966925574893e-30,2.8976076892856697e-30,1.734233622325728e-30,3.76,0.0,0.5882722804458256,0.9978676583333029,3.4350868672418755e-13,4.1957882846552865e-15,0.0008085937763376861,0.000808615613254693,0.0021323087138908985,4.84199083275868e-13,6.184634029022927e-10,3.2365044770238366e-08,9.833648800396633e-09,3.9783507777418e-13,1.2217534288859606e-14,2.4480472720100987e-10,7.36210122364664e-12,5.35882908337623e-16,2.5543934785993512e-11,1.1248807131793479e-09,4.310439327209207e-10,1.4146660719096148e-10,7.888690864895229e-12,5.4076972404097464e-11,1.312773790282101e-12,1.127648520582271e-14,1.4443100033547875e-14,1.2914420954873499e-12,1.4760175964127667e-16,2.1903044953143585e-09,1.8800993629335345e-18,9.856906792146069e-23,1.1727031655830737e-17,5.460238707434658e-18,5.8964923717652595e-18,4.136477707525202e-14,2.5405766705969754e-23,1.229405489242402e-11,9.534382843856521e-20,7.866822285334896e-15,6.2674407022947604e-21,2.167923472183944e-24,4.3353552495286533e-13,2.8573367387399824e-17,3.1959537560147438e-22,4.426128000662614e-22,2.4344046081103718e-14,5.058472586683499e-20,6.115387594663883e-17,1.3693816846899387e-17,3.0140641082815374e-17,1.554079184046913e-23,4.3125836134370445e-21,4.9184363582124547e-11,2.743132087184559e-20,7.752680833840143e-19,2.617951135420043e-17,1.3573850261718286e-16
5.199628118154499e-09,0.8206358680201687,3.347387144444857e-10,1.1994196718434615e-11,2.643773141182572e-12,2.754902526125716e-12,0.0,0.0,3.383826500000344e-08,2.655547703903214e-13,2.104413701669699e-12,4.715994918810813e-11,3.983296376032591e-15,1.1652478121064502e-23,3.720511220715095e-16,3.8177060605280516e-10,4.228558580278407e-12,6.816163144471524e-10,1.3773062601312147e-22,5.839053588170961e-19,2.089318191943726e-21,1.2404922873106198e-20,1.8557326572884892e-09,3.50052217004529e-22,2.293357880268042e-17,1.0508968988108895e-25,6.635704358713117e-29,3.7206989900153617e-22,2.2114363869121928e-26,1.9552640166115008e-26,5.810036030034828e-18,1.0387976131728637e-29,3.8353845095263166e-30,2.3925931388883383e-30,3.76,0.0,0.5882329130443686,0.9978676519242956,3.950055779013577e-13,5.0008015584978606e-15,0.0008479582525699368,0.0008479822643218739,0.0021323134818256816,5.09293002754719e-13,6.805477462643194e-10,3.394653999948141e-08,1.0814943591942735e-08,4.2494068520654047e-13,1.4069527431376002e-14,2.64873699882687e-10,8.101723021161265e-12,5.962602227045244e-16,2.7167172169500876e-11,1.2380087366906263e-09,4.667792315766303e-10,1.5521692104068548e-10,8.813848818983462e-12,6.168456823193797e-11,1.4440880682217449e-12,1.2973101275844517e-14,1.6253979172391007e-14,1.3912373287824026e-12,1.773708440897705e-16,2.296724511681597e-09,2.1840109923255302e-18,1.1317540353787328e-22,1.3885198960605975e-17,6.1854294611474584e-18,7.112090449670795e-18,4.603621442221998e-14,2.888598096777616e-23,1.3464246252056814e-11,1.125522084217306e-19,8.528319651490339e-15,7.288886026834546e-21,2.524039829375784e-24,4.88869183551735e-13,3.4221830069011704e-17,3.8987726652956103e-22,5.443625605929713e-22,2.6979800549939102e-14,6.361111171318287e-20,7.281081912204429e-17,1.6395286789704104e-17,3.477910417269644e-17,1.8158144185240068e-23,5.221741248831265e-21,5.1498755665375776e-11,3.366225470813443e-20,9.137394623095931e-19,3.020459674050467e-17,1.5086205747057332e-16
5.4017231478442495e-09,0.8206409199225357,3.703335677289981e-10,1.2965903995923829e-11,2.967061051646421e-12,3.1168429893059796e-12,0.0,0.0,3.515175401930703e-08,2.8657413851718333e-13,2.3393541427482034e-12,5.291749447709291e-11,4.477911252367191e-15,1.2943896523475835e-23,3.9833977683396777e-16,4.0729448434123374e-10,4.68528863130322e-12,7.359466262886905e-10,1.7314034894464868e-22,6.754836140866509e-19,2.482528742749132e-21,1.4716747230956423e-20,1.9124698156781597e-09,4.0938730189060787e-22,2.6237402280522365e-17,1.2921229032735507e-25,8.19983802334706e-29,4.499528545654543e-22,2.8212113124711124e-26,2.4718860858489398e-26,6.548084102777723e-18,1.3231166561402983e-29,4.800550507231496e-30,3.0965618765346436e-30,3.76,0.0,0.5881999779662815,0.9978676482642983,4.418041976671124e-13,5.756308260483041e-15,0.0008808908383228537,0.0008809167486585759,0.002132315766115328,5.302854285400155e-13,7.347587431226555e-10,3.527021220091202e-08,1.167178867699952e-08,4.4776411252270153e-13,1.5753987947705013e-14,2.820194833791968e-10,8.747439226328326e-12,6.497404541764281e-16,2.8529081362112805e-11,1.3368419411828985e-09,4.974499831515565e-10,1.6717988869397524e-10,9.634714319913136e-12,6.852793320413402e-11,1.5588031889878786e-12,1.4514921678316565e-14,1.7874257031826045e-14,1.4762506579485666e-12,2.056359825043111e-16,2.385741253087338e-09,2.462527496959651e-18,1.2642972237039273e-22,1.589658637971269e-17,6.835352420214347e-18,8.269856622861764e-18,5.0128007193729555e-14,3.2021668465298075e-23,1.4471020497906043e-11,1.2868202212539122e-19,9.094024929338679e-15,8.23887999265134e-21,2.8549934814491017e-24,5.380827134227782e-13,3.953459471625338e-17,4.572731262964112e-22,6.420949869092673e-22,2.926894130863822e-14,7.64169596019937e-20,8.369999613460056e-17,1.893519221404733e-17,3.900733042836259e-17,2.0563191882084044e-23,6.086699218670899e-21,5.3429687320071687e-11,3.9671910011506184e-20,1.0427374218222802e-18,3.385357847716641e-17,1.6403817034898396e-16
5.603818177534e-09,0.8206459715473571,4.081949755260153e-10,1.3983573514866296e-11,3.3160935335866944e-12,3.5111916683802665e-12,0.0,0.0,3.6465133756401516e-08,3.083923190630639e-13,2.5896638989965995e-12,5.909301083419652e-11,5.012446942579131e-15,1.431843508966948e-23,4.252997726434355e-16,4.3331825627958336e-10,5.171415420615538e-12,7.923504747472835e-10,2.1585813919375224e-22,7.773751007552936e-19,2.9292811163038612e-21,1.7338200492504523e-20,1.968237099395241e-09,4.7611756631314255e-22,2.986365100274231e-17,1.5765078571935002e-25,1.0051653758843631e-28,5.403356334585014e-22,3.5668138910888155e-26,3.0982781919289506e-26,7.34992576795926e-18,1.6696269120733819e-29,5.957785633152448e-30,3.969695021722513e-30,3.76,0.0,0.5881670447305103,0.9978676454878183,4.921196873492419e-13,6.591752073532287e-15,0.0009138215408605871,0.0009138494217163093,0.0021323171644264164,5.512758137716125e-13,7.910354699336392e-10,3.65943509735269e-08,1.2561280825772598e-08,4.707047044936101e-13,1.7566165875845733e-14,2.9947205638584367e-10,9.417658257789484e-12,7.059792638233134e-16,2.9893908319017636e-11,1.4394869791742334e-09,5.288004981622505e-10,1.7955711685089158e-10,1.0498945587840553e-11,7.581715279270594e-11,1.6779433725935577e-12,1.6172402052051774e-14,1.9593254992265398e-14,1.5625905186584972e-12,2.3723411822990904e-16,2.474739276095729e-09,2.7641681616664774e-18,1.406626509760643e-22,1.8107148712817986e-17,7.525597176750952e-18,9.567635466903908e-18,5.438369325661738e-14,3.5368429351158535e-23,1.5501761414751917e-11,1.4652032294771962e-19,9.670373666962509e-15,9.282987256613358e-21,3.218399911097791e-24,5.899727858351387e-13,4.541944373630225e-17,5.332424564787233e-22,7.523152697248369e-22,3.163142060246133e-14,9.116390298438548e-20,9.568647364216053e-17,2.174757186066914e-17,4.356557174518792e-17,2.3173490751036082e-23,7.054765076379839e-21,5.535571595158831e-11,4.64802639488354e-20,1.1845210730356938e-18,3.776503987991864e-17,1.7767345350618418e-16
5.80591320722375e-09,0.8206510228946544,4.4836813391608645e-10,1.5048190429454562e-11,3.691895538074705e-12,3.939580244332952e-12,0.0,0.0,3.7778404412428586e-08,3.310091339382711e-13,2.855635374475079e-12,6.569601609528038e-11,5.588558506006634e-15,1.577753994522928e-23,4.529114378826176e-16,4.598160152599422e-10,5.6875738786720934e-12,8.508278579971854e-10,2.670496863532759e-22,8.903181425004391e-19,3.434159234634595e-21,2.02948659397874e-20,2.023051633777066e-09,5.508719565346223e-22,3.3829231436632025e-17,1.9097272356250428e-25,1.2230035854351115e-28,6.446465800474062e-22,4.4717680071947595e-26,3.8524460636299175e-26,8.21897194707376e-18,2.0887353722787945e-29,7.335929733435518e-30,5.044206517107159e-30,3.76,0.0,0.5881341133369511,0.9978676432315767,5.460782408165649e-13,7.512170801990604e-15,0.0009467503603094388,0.0009467802835966431,0.0021323180400284044,5.722643729901074e-13,8.49377776211116e-10,3.791896659724167e-08,1.3483418478364742e-08,4.937499405169761e-13,1.9510493892352138e-14,3.1721671861912354e-10,1.0112371530528955e-11,7.650305341769794e-16,3.126121303004243e-11,1.5459440528577748e-09,5.608089736294905e-10,1.9234522317912436e-10,1.140718385014566e-11,8.356125758758722e-11,1.801515046195613e-12,1.794946886213474e-14,2.1413684012568466e-14,1.650207839786467e-12,2.724352834003173e-16,2.563718583701505e-09,3.089908817717095e-18,1.5590878799952299e-22,2.0528090779032582e-17,8.257065666312808e-18,1.101711884961363e-17,5.880016214548254e-14,3.8932897816449715e-23,1.6555294274038432e-11,1.6619660326237044e-19,1.0256898825070863e-14,1.0428399566808014e-20,3.616625683336964e-24,6.445529175938001e-13,5.191214434134017e-17,6.1852076019432805e-22,8.75997289366884e-22,3.406436837559168e-14,1.0805573616529406e-19,1.0882871038057996e-16,2.4849312075583558e-17,4.846656903079615e-17,2.5997695251136503e-23,8.133839058426748e-21,5.727687887415051e-11,5.415972986160913e-20,1.3398739205940315e-18,4.194429758078536e-17,1.9175169242018582e-16
6.0080082369135e-09,0.8206560739644496,4.908962945632546e-10,1.6160748468628873e-11,4.095492977747816e-12,4.403659769349765e-12,0.0,0.0,3.909156618375881e-08,3.5442440520012225e-13,3.1375458601554346e-12,7.273555550161486e-11,6.207915136868499e-15,1.7322571989537228e-23,4.811555318052549e-16,4.867626293221194e-10,6.234378569725588e-12,9.113787696948719e-10,3.2801570104352514e-22,1.0150756020555712e-18,4.00189634716342e-21,2.3613032220351826e-20,2.076930230294541e-09,6.343126980318364e-22,3.815111132463695e-17,2.2979460293937646e-25,1.4777298502675651e-28,7.644127327320561e-22,5.562565143661538e-26,4.754518794660823e-26,9.158753760027394e-18,2.5920836818439434e-29,8.966833180277056e-30,6.356948435623077e-30,3.76,0.0,0.5881011837854991,0.9978676413039798,6.038066439560538e-13,8.522708109808316e-15,0.0009796772967950239,0.0009797093344011403,0.0021323185845061004,5.932512382050002e-13,9.097855146113889e-10,3.92440689648763e-08,1.443820007497601e-08,5.16888768422845e-13,2.1591380984056837e-14,3.352395202373442e-10,1.0831570513212612e-11,8.2694825195713075e-16,3.2630622139951895e-11,1.6562133010545532e-09,5.934542983981781e-10,2.0554081802515124e-10,1.2360050012550955e-11,9.176895209515179e-11,1.929524890464805e-12,1.985002536937811e-14,2.3338256618248113e-14,1.7390575021543663e-12,3.1152279386207916e-16,2.6526791788989958e-09,3.4407294530498192e-18,1.7220281283696208e-22,2.3170788878082032e-17,9.030645617726228e-18,1.2630595472664142e-17,6.337421352059723e-14,4.2721717973629385e-23,1.7630478871711832e-11,1.878474981729636e-19,1.0853155821028565e-14,1.1682730009056601e-20,4.0521649306156375e-24,7.018336298379759e-13,5.904909537951081e-17,7.138795788027399e-22,1.0141416487286257e-21,3.6564972644815546e-14,1.2730859306239345e-19,1.2318526901759602e-16,2.825758187252767e-17,5.37231308258553e-17,2.9044500117195984e-23,9.332121314056711e-21,5.919321291009227e-11,6.278642259085753e-20,1.509601301193465e-18,4.639624541731212e-17,2.0625666207472418e-16
6.21010326660325e-09,0.8206611247567634,5.358208328882519e-10,1.7322249400896645e-11,4.527912380404153e-12,4.905099668109163e-12,0.0,0.0,4.040461926239466e-08,3.7863795504991963e-13,3.4356580036106684e-12,8.022021612700117e-11,6.8722004641802195e-15,1.8954810026946252e-23,5.100132365263433e-16,5.141337206863255e-10,6.812424356504726e-12,9.740031973101918e-10,4.002022858839109e-22,1.152434787883904e-18,4.6373671394798715e-21,2.731963878225399e-20,2.129889392708674e-09,7.271364934131632e-22,4.284629954908382e-17,2.7478397751144272e-25,1.773933101294255e-28,9.012619923756845e-22,6.868909800025649e-26,5.826907994329314e-26,1.0172927221722699e-17,3.192638960466804e-29,1.0885546309465912e-29,7.949886886535416e-30,3.76,0.0,0.5880682560760502,0.9978676395883338,6.654323544244484e-13,9.628609984085413e-15,0.0010126023504422985,0.0010126365742313586,0.002132318914543649,6.142364907487134e-13,9.7225853902552e-10,4.056966760266366e-08,1.542562405590236e-08,5.40111423286331e-13,2.3813212577346036e-14,3.535272218151754e-10,1.1575246696432531e-11,8.917865079680488e-16,3.4001818087782095e-11,1.7702948095239503e-09,6.267160303687776e-10,2.1914050693073248e-10,1.33581453278106e-11,1.0044863087691157e-10,2.0619798361449517e-12,2.18779520878177e-14,2.5369687086105764e-14,1.8290979508623176e-12,3.547935767758428e-16,2.7416210646821277e-09,3.817613974303519e-18,1.8957948193878592e-22,2.60467842104961e-17,9.847211018036362e-18,1.442096629253986e-17,6.810257777311727e-14,4.674154362328809e-23,1.8726208710878865e-11,2.1161709541909828e-19,1.1458721329760185e-14,1.3054026996293623e-20,4.5276433439099886e-24,7.618226290185129e-13,6.686729772489376e-17,8.201271988508773e-22,1.1677745134606949e-21,3.913048820639331e-14,1.491511549656489e-19,1.38814746413104e-16,3.1989818321253166e-17,5.934813682059593e-17,3.232264281475698e-23,1.065811353473918e-20,6.110475440681151e-11,7.244020752848934e-20,1.6945303688187081e-18,5.112536370999939e-17,2.2117219199926662e-16
6.412198296293e-09,0.8206661752716171,5.831813108929968e-10,1.853370256875063e-11,4.990180575273558e-12,5.4455868207639295e-12,0.0,0.0,4.171756383620462e-08,4.0364960583032653e-13,3.750220246750671e-12,8.815814036930677e-11,7.583112843014224e-15,2.067545368389913e-23,5.394661494472997e-16,5.419056466277189e-10,7.422287014407905e-12,1.0387011220635077e-09,4.852114464044662e-22,1.3032073645767562e-18,5.345579858724843e-21,3.144222220331694e-20,2.1819453228586954e-09,8.300757361308479e-22,4.793182819785448e-17,3.2666145901461254e-25,2.1165734579696953e-28,1.0569250087279747e-21,8.423968039449528e-26,7.094467283703296e-26,1.1265277702878051e-17,3.904784813109071e-29,1.3130507318140633e-29,9.87059894547504e-30,3.76,0.0,0.5880353302084994,0.9978676380052541,7.310835747290421e-13,1.0835221466489741e-14,0.0010455255213755788,0.0010455620031888499,0.0021323191095179734,6.352201839506666e-13,1.0367967042939026e-09,4.189577168850361e-08,1.6445688861534456e-08,5.634092806493938e-13,2.6180350662043186e-14,3.7206725839692334e-10,1.2343391588274501e-11,9.595994970454595e-16,3.5374530852557875e-11,1.8881886187936414e-09,6.605743754623681e-10,2.331408928627795e-10,1.4402052013503491e-11,1.0960839306337648e-10,2.1988870608350333e-12,2.4037107217010537e-14,2.7510691664960603e-14,1.920290873264978e-12,4.0255848954197794e-16,2.8305442440444234e-09,4.221550003808824e-18,2.080736260007038e-22,2.9167776808646414e-17,1.0707622531993729e-17,1.6401759541053223e-17,7.29819329939423e-14,5.099903819241543e-23,1.984141019416438e-11,2.3765724220136126e-19,1.2073192265704937e-14,1.455078766956199e-20,5.045822012927922e-24,8.245249694714292e-13,7.540432753081948e-17,9.381093418086687e-22,1.337946540462502e-21,4.175824249460544e-14,1.7382483747375672e-19,1.5577571303997748e-16,3.606371335569317e-17,6.535454135946585e-17,3.5840905928749946e-23,1.2120620636902883e-20,6.301153925209871e-11,8.3204745138308e-20,1.895510080196889e-18,5.613572917083856e-17,2.364822159971814e-16
