Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58)
4.7662434262380504e-11,0.46285630378122405,1.4040347381079202e-20,1.9306820275115577e-25,3.6356019359014465e-26,6.868102991198379e-26,0.0,0.0,3.0788372539832615e-15,8.34105454677602e-25,1.7098476003876512e-35,3.7300604535032893e-50,1.0546840173094327e-33,2.630137604479916e-79,9.880149960778734e-57,5.365728996644567e-59,1.0421185255179124e-58,1.9638696471973336e-22,8.31791457908827e-83,7.48561796221196e-54,3.1445105888682965e-77,2.321745938963133e-88,1.2049745216365539e-61,4.377073028542628e-59,2.0848082650693426e-41,7.377764920611605e-80,2.2262642006066815e-78,2.490111596945634e-88,2.709255540180841e-120,5.2885287621292054e-101,1.70146441550196e-39,2.62531539641021e-97,2.379587313421306e-78,3.460363491711455e-95,3.76,0.0,0.716552204567296,0.9999982390050931,1.6659310247964892e-30,1.5864514384225835e-77,6.242837263796219e-12,6.242837263992646e-12,1.760994903547729e-06,3.2955776816559395e-26,1.9638696472080515e-22,3.0788512961725748e-15,3.6371110856719446e-27
5.588106399912289e-11,0.4628563037813151,1.6461493325354304e-20,2.3371014939359244e-25,4.9974879210107957e-26,9.440948883365184e-26,0.0,0.0,3.609733303048427e-15,1.1465627054492228e-24,2.7668495414554224e-35,7.070866479627061e-50,1.7049149734390145e-33,6.821042013483509e-79,1.8727553130306077e-56,1.0170738102453351e-58,1.9755204408001553e-58,2.7102208578093837e-22,2.5085895712286786e-82,1.4142790751985556e-53,8.133585732942018e-77,7.0393935533e-88,2.2914052937692897e-61,9.711537930732583e-59,3.370153848974855e-41,2.2371402351811992e-79,5.793804694777212e-78,7.556603436725046e-88,1.1022084686516064e-119,1.6050065487453955e-100,2.750360352555924e-39,9.261472351471406e-97,7.215128105338316e-78,1.2207708666268338e-94,3.76,0.0,0.7165522045662189,0.9999979581497562,2.684857594287812e-30,4.115173723262663e-77,7.31931539106153e-12,7.319315391332605e-12,2.041850239755427e-06,4.5893520747457104e-26,2.7102208578267095e-22,3.609749767073678e-15,4.999579280085271e-27
6.409969373586528e-11,0.4628563037814061,1.888267193394483e-20,2.765142662223234e-25,6.575561784451363e-26,1.2422247405782301e-25,0.0,0.0,4.140629204602399e-15,1.5086216741799977e-24,4.192759708156279e-35,1.2281020651730852e-49,2.5808945719773716e-33,1.5517774129457532e-78,3.252328637289784e-56,1.7663311074202815e-58,3.43116542693782e-58,3.579868033899824e-22,6.499926207192526e-82,2.448305304013881e-53,1.84560267264326e-76,1.83339923114343e-87,3.992194384606325e-61,1.9313668244462615e-58,5.101765684743349e-41,5.827282826763873e-79,1.3225016331492768e-77,1.9699634297156639e-87,3.713588901338421e-119,4.184490092322472e-100,4.163355727837608e-39,2.751481296430272e-96,1.879269671507512e-77,3.6268871330687455e-94,3.76,0.0,0.7165522045651419,0.9999976836124325,4.0522293428618476e-30,9.363863954173788e-77,8.395793518312885e-12,8.395793518670948e-12,2.3163875629488657e-06,6.11387301753161e-26,3.5798680339260523e-22,4.140648090605785e-15,6.578335736059863e-27
7.231832347260766e-11,0.46285630378149706,2.1303883206580755e-20,3.2148058022908993e-25,8.36982135274753e-26,1.5812004068985912e-25,0.0,0.0,4.671524961961482e-15,1.9202823471592053e-24,6.044992737002289e-35,1.9961441618550218e-49,3.717235297036727e-33,3.1991870627159597e-78,5.285603631946528e-56,2.8706390284230117e-58,5.5768442871764306e-58,4.574009825771704e-22,1.5032156413206418e-81,3.9664887875222007e-53,3.795229450319746e-76,4.26167836216467e-87,6.50880995562698e-61,3.53617479262747e-58,7.348074213760096e-41,1.3546930104859884e-78,2.735426272133277e-77,4.583500261393166e-87,1.0869283780054856e-118,9.736796188684152e-100,5.996249598746791e-39,7.189113433773351e-96,4.3685285160945765e-77,9.476677241850593e-94,3.76,0.0,0.7165522045640649,0.9999974152509957,5.8192913522841666e-30,1.9308722101822348e-76,9.472271645550176e-12,9.472271646007673e-12,2.5847489991293076e-06,7.874743914625743e-26,4.57400982580948e-22,4.671546270085203e-15,8.37338045359279e-27
8.053695320935005e-11,0.46285630378158815,2.372512714299212e-20,3.6860911843922364e-25,1.038026445621709e-25,1.9610224383467107e-25,0.0,0.0,5.202420578367413e-15,2.3815447109823614e-24,8.381724064078237e-35,3.0800428666393354e-49,5.1488762615324774e-33,6.105982789539652e-78,8.154430577747474e-56,4.4287786273678555e-58,8.604670556031513e-58,5.693803432788271e-22,3.180171142679132e-81,6.100531263957932e-53,7.225286366869227e-76,9.061410471601284e-87,1.0073607347214906e-60,6.068310206634436e-58,1.017815756035724e-40,2.880751520242579e-78,5.237614018472113e-77,9.75493356514983e-87,2.846982182527884e-118,2.072419881473471e-99,8.305360958373411e-39,1.6982108734924526e-95,9.289044455416504e-77,2.2386476870868463e-93,3.76,0.0,0.7165522045629878,0.9999971529265158,8.037288187066116e-30,3.6860225817458037e-76,1.054874977277328e-11,1.0548749773342779e-11,2.847073478467697e-06,9.87712248658497e-26,5.693803432840598e-22,5.202444308753668e-15,1.0384713432681202e-26
9.697421268283482e-11,0.46285630378176995,2.856771300606155e-20,4.693529757329085e-25,1.5049692608268456e-25,2.843207800800148e-25,0.0,0.0,6.264211400923414e-15,3.45287445903463e-24,1.474509576365364e-34,6.515066691112503e-49,9.039384106988255e-33,1.8664575528595165e-77,1.72424705665723e-55,9.364888704616885e-58,1.8198407791875913e-57,8.314774732630597e-22,1.1639727143495654e-80,1.282224614524756e-52,2.1975399659985372e-75,3.350437129049016e-86,2.143594467560623e-60,1.5420762409930447e-57,1.7869072423563887e-40,1.0653885582280176e-77,1.611169972951308e-76,3.6136767422322726e-86,1.5399530881673169e-117,7.67846357691053e-99,1.45800075222757e-38,7.578608129037118e-95,3.434896985394353e-76,9.991096340425198e-93,3.76,0.0,0.7165522045608338,0.999996645848278,1.4031062022356098e-29,1.1271993964216936e-75,1.2701706027176484e-11,1.2701706028008138e-11,3.3541517152711766e-06,1.462490992984419e-25,8.314774732722464e-22,6.264239976261337e-15,1.5056244175512965e-26
9.999999999999999e-11,0.46285630378195186,2.9459155339238344e-20,4.888406219792265e-25,1.600348501867633e-25,3.0234082681143438e-25,0.0,0.0,6.459666869298657e-15,3.6717089531466406e-24,1.6191348802444684e-34,7.375450359718258e-49,9.922273399365654e-33,2.2459362989572625e-77,1.9518073448768432e-55,1.0600892893733037e-57,2.0600986267430643e-57,8.853186386898363e-22,1.4432442566412981e-80,1.4498749438631527e-52,2.6419159012147726e-75,4.162053156660221e-86,2.4293173602076976e-60,1.7995213483968937e-57,1.9614423297434606e-40,1.3235226728514858e-77,1.9409719292371054e-76,4.490583285085329e-86,2.0391486415821835e-117,9.542037511666486e-99,1.6003873265642384e-38,9.716151013120746e-95,4.2670341750685815e-76,1.280924623628019e-92,3.76,0.0,0.7165522045604372,0.9999965549935577,1.5385845021153216e-29,1.3564804807356032e-75,1.3098024387873387e-11,1.3098024388758892e-11,3.445006435474168e-06,1.560890651154407e-25,8.853186386999206e-22,6.459696336562163e-15,1.6010471602938693e-26
1.1341147215631959e-10,0.46285630378195186,3.3410429520994516e-20,5.7874605493878455e-25,2.05838289547878e-25,3.888785236241375e-25,0.0,0.0,7.326001696775144e-15,4.722610816969806e-24,2.376289426566371e-34,1.226279151791728e-48,1.453804204437816e-32,4.794071483944599e-77,3.2440139894984435e-55,1.761971133334151e-57,3.4246000655848224e-57,1.145125700412461e-21,3.477209314925825e-80,2.3983970362542834e-52,5.617097497909736e-75,1.0107087035710923e-85,4.058416525424791e-60,3.388124014022526e-57,2.8739256312386273e-40,3.2145591816653985e-77,4.163660642110581e-76,1.092030897137354e-85,6.345974777365756e-117,2.3207599545501288e-98,2.3447563530396023e-38,2.6732300299808805e-94,1.0362626782039422e-75,3.524430462970955e-92,3.76,0.0,0.7165522045586797,0.9999961613275263,2.2443497087022321e-29,2.896457478403846e-75,1.4854662281521656e-11,1.4854662282667027e-11,3.838672465859711e-06,2.0390269373165909e-25,1.1451257004272368e-21,7.326035117633527e-15,2.059292796453298e-26
1.2984873162980435e-10,0.4628563037821339,3.8253276685633366e-20,6.967885733652421e-25,2.698265626367096e-25,5.097759152901174e-25,0.0,0.0,8.38779148933748e-15,6.190753687896229e-24,3.592632293681653e-34,2.1199667555872022e-48,2.1935005445506327e-32,1.0843135284086324e-76,5.605393521817961e-55,3.0446351562109734e-57,5.91870124974916e-57,1.5111138873775298e-21,8.953418725538987e-80,4.12096259854619e-52,1.2645068325638489e-74,2.6270180371760177e-85,7.056501151786696e-60,6.69488501623218e-57,4.336244619333338e-40,8.356837832320291e-77,9.472738807859104e-76,2.843051032862903e-85,2.1513835458772765e-116,6.042953870842873e-98,3.537549135665867e-38,7.944841425829009e-94,2.6936131671433116e-75,1.0475293071662595e-91,3.76,0.0,0.7165522045565257,0.9999956983607763,3.368453144309698e-29,6.55385544286324e-75,1.7007618535808005e-11,1.7007618537319442e-11,4.301639214881733e-06,2.7200230534664745e-25,1.5111138873998245e-21,8.387829756285117e-15,2.6994764799718556e-26
1.4628599110328912e-10,0.4628563037823158,4.309625449782139e-20,8.234807487641285e-25,3.424615735332671e-25,6.470133958938217e-25,0.0,0.0,9.449580800983646e-15,7.857302979199507e-24,5.173731765963509e-34,3.435227920224094e-48,3.152464458026604e-32,2.2259770211466017e-76,9.077973020278792e-55,4.9309573230991933e-57,9.587431507030483e-57,1.9301757735578593e-21,2.0593015538743383e-79,6.637641716273141e-52,2.5841031141421187e-74,6.097457966026212e-85,1.1498997265454225e-59,1.22020710503844e-56,6.232074473848895e-40,1.940025233728411e-76,1.955709435526715e-75,6.60907287135726e-85,6.309390758014299e-116,1.4049926691323346e-97,5.083793513451031e-38,2.074845471704811e-93,6.252407604948132e-75,2.735865210636029e-91,3.76,0.0,0.7165522045543716,0.9999952559891847,4.816409500318252e-29,1.3459892372365717e-74,1.916057479003479e-11,1.916057479196539e-11,4.74401080541951e-06,3.5076325901808053e-25,1.9301757735899013e-21,9.449623914589337e-15,3.426175468104621e-26
1.627232505767739e-10,0.4628563037824979,4.7939362955402865e-20,9.588227993028581e-25,4.237431508965115e-25,8.005914062439044e-25,0.0,0.0,1.0511369653091426e-14,9.722258602352947e-24,7.170812106474709e-34,5.290051069990703e-48,4.36052466456302e-32,4.234224800884593e-76,1.3970872564245605e-54,7.588906640152963e-57,1.4758080975373265e-56,2.4029933050217332e-21,4.334811784106481e-79,1.016146962367129e-51,4.893774202081319e-74,1.294936709610215e-84,1.7805773284869628e-59,2.0868837495653915e-56,8.620403176667471e-40,4.1208209925649505e-76,3.7406052492713406e-75,1.4056382723914163e-84,1.6529253371420383e-115,2.98865558999281e-97,7.031523833948095e-38,4.897430676960483e-93,1.3279198895085329e-74,6.458105618856854e-91,3.76,0.0,0.7165522045522176,0.9999948332965705,6.629210954548378e-29,2.561378072568559e-74,2.131353104420134e-11,2.1313531046604863e-11,5.166703418488861e-06,4.403506378254252e-25,2.402993305066056e-21,1.0511417613923956e-14,4.239389760849208e-26
1.7916051005025867e-10,0.4628563037826798,5.278260205622305e-20,1.1028149435379772e-24,5.13671123831566e-25,9.705103871418075e-25,0.0,0.0,1.1573158066087492e-14,1.1785620472735456e-23,9.63608796078026e-34,7.818060037585292e-48,5.847873420227608e-32,7.573367406763182e-76,2.0633287509556894e-54,1.120824310724049e-56,2.1800560339580867e-56,2.9301997942075796e-21,8.495316072497817e-79,1.493078270544067e-51,8.715547678694958e-74,2.5598204625447865e-84,2.645762116257235e-59,3.3903908945700048e-56,1.156094080870919e-39,8.147394083735069e-76,6.726166588356166e-75,2.7824911497988066e-84,3.953880936839096e-115,5.917044664500922e-97,9.429348795355334e-38,1.0654622086398648e-92,2.6251646380880958e-74,1.4050858602879512e-90,3.76,0.0,0.7165522045500635,0.9999944294075136,8.847848873159694e-29,4.583188773262926e-74,2.346648729830702e-11,2.3466487301237865e-11,5.5705924744226755e-06,5.4088371462054805e-25,2.930199794267022e-21,1.1573210874715657e-14,5.139119358203227e-26
1.9559776952374344e-10,0.46285630378286163,5.76259717981282e-20,1.2554574003901996e-24,6.122453218625721e-25,1.1567707793817585e-24,0.0,0.0,1.2634946059489872e-14,1.4047388509457233e-23,1.2622726410838815e-33,1.1168808492033561e-47,7.645040031365967e-32,1.287518285224006e-75,2.9454981748003835e-54,1.6000789407771006e-56,3.112796703564335e-56,3.512382906428132e-21,1.5696114222391283e-78,2.1209205447209494e-51,1.475529430097621e-73,4.769562270476191e-84,3.799841799164574e-59,5.279608551226077e-56,1.5114067232963763e-39,1.5183059502798665e-75,1.1494020262621753e-74,5.19122153666312e-84,8.772993211300596e-115,1.1041024028551339e-96,1.2326408568317223e-37,2.1670755289601514e-92,4.891569775165673e-74,2.858031037545835e-90,3.76,0.0,0.7165522045479095,0.9999940434855356,1.1513313812960965e-28,7.79491084162022e-74,2.5619443552351236e-11,2.5619443555864395e-11,5.956514451584029e-06,6.524400845836162e-25,3.512382906505846e-21,1.2635003716482463e-14,6.125364260164279e-26
2.1203502899722821e-10,0.4628563037830436,6.24694721789656e-20,1.416750389120946e-24,7.194655749071454e-25,1.3593730237507739e-24,0.0,0.0,1.3696733651948383e-14,1.6507562635193684e-23,1.6184811409399125e-33,1.550806285994859e-47,9.782866064467213e-32,2.0975719044737256e-75,4.086673187082558e-54,2.220067601880636e-56,4.319710018666671e-56,4.150087470274169e-21,2.760102475553172e-78,2.928563779079851e-51,2.3941539855447256e-73,8.456177469406753e-84,5.303724158656363e-59,7.934505817363693e-56,1.9340783126970723e-39,2.692303905377756e-75,1.881945524610937e-74,9.215113918533837e-84,1.8272116438412057e-114,1.960239735901044e-96,1.5772334664821545e-37,4.165260067588721e-92,8.67292499937152e-74,5.493678108934539e-90,3.76,0.0,0.7165522045457554,0.9999936747313661,1.466659552365285e-28,1.2704385866344987e-73,2.7772399806333448e-11,2.7772399810484453e-11,6.325268619684056e-06,7.750594966738751e-25,4.1500874703736175e-21,1.3696796157874192e-14,7.198124466729937e-26
2.2847228847071299e-10,0.46285630378322573,6.731310319658353e-20,1.586694129310286e-24,8.3533171325234e-25,1.5783175610286533e-24,0.0,0.0,1.47585208612832e-14,1.9166142776026966e-23,2.0377310435132214e-33,2.1018074208235513e-47,1.2292482144257914e-31,3.2955991276305735e-75,5.534072486653985e-54,3.0064561164399483e-56,5.8508927018621795e-56,4.843818122394394e-21,4.65345431763719e-78,3.9474242351037494e-51,3.7468041071647126e-73,1.437124875300007e-83,7.225044232215676e-59,1.156925183099997e-55,2.430266415192506e-39,4.576268516540218e-75,2.9711880419804948e-74,1.5679307082392522e-83,3.605547623172584e-114,3.3358304184091054e-96,1.9817212379974986e-37,7.629026088594992e-92,1.4740320881515678e-73,1.0062791536835695e-89,3.76,0.0,0.7165522045436014,0.9999933223812918,1.8348682949639686e-28,1.9968722259543376e-73,2.9925356060253155e-11,2.992535606509805e-11,6.677618692902822e-06,9.087474035043334e-25,4.843818122519356e-21,1.4758588216711015e-14,8.357399977897744e-26
2.4490954794419773e-10,0.46285630378340764,7.215686484883126e-20,1.7652888408361594e-24,9.598435675319758e-25,1.8136048319879833e-24,0.0,0.0,1.582030770452174e-14,2.2023128861294612e-23,2.5256043146013734e-33,2.789784026959447e-47,1.5205286181824924e-31,5.018659087356519e-75,7.339091427332791e-54,3.9871828278449382e-56,7.760900593295702e-56,5.594041802376314e-21,7.566179877991349e-78,5.2114431375363856e-51,5.684011012350489e-73,2.3549163476813207e-83,9.638367686309777e-59,1.6435355733872884e-55,3.0061817945979606e-39,7.499932608466398e-75,4.5459560377047225e-74,2.5720837269995162e-83,6.790495814078201e-114,5.47306664208528e-96,2.451154555044609e-37,1.340400621264605e-91,2.4155056748426605e-73,1.768122534664668e-89,3.76,0.0,0.7165522045414473,0.9999929857055735,2.2600564231568784e-28,3.042164201414685e-73,3.207831231410987e-11,3.207831231970517e-11,7.014294410317898e-06,1.0534782584376218e-24,5.594041802530893e-21,1.582037991002035e-14,9.603190793665219e-26
2.613468074176825e-10,0.4628563037835896,7.70007571335591e-20,1.952534743854779e-24,1.0930009687052326e-24,2.0652352773941345e-24,0.0,0.0,1.688209419793394e-14,2.507852082344467e-23,3.0877651889124045e-33,3.6363358546382613e-47,1.8552922927337467e-31,7.437620208123749e-75,9.55733391504148e-54,5.192476333935632e-56,1.0108787079567233e-55,6.401190108324933e-21,1.1919855206605052e-77,6.757085367067202e-51,8.392465731446353e-73,3.738190117713047e-83,1.2625390764749056e-58,2.2824833091510005e-55,3.668084373358754e-39,1.1907103508903304e-74,6.767866585423819e-74,4.0871552453177756e-83,1.2279337008497912e-113,8.698316683446822e-96,2.9906223458640292e-37,2.2712419211178826e-91,3.8345409108001946e-73,2.996191392574425e-89,3.76,0.0,0.7165522045392932,0.9999926640069349,2.746322670785462e-28,4.5103264496066624e-73,3.423126856790319e-11,3.4231268574305815e-11,7.335993047881361e-06,1.2091985803542714e-24,6.401190108513548e-21,1.6882171254072136e-14,1.0935496914029874e-25
2.777840668911672e-10,0.46285630378377146,8.184478004861842e-20,2.1484320587821726e-24,1.2348037480364613e-24,2.3332093380052646e-24,0.0,0.0,1.794388035706598e-14,2.833231859789722e-23,3.729957399863943e-33,4.6647870921310275e-47,2.2367264795448984e-31,1.0762404175482264e-74,1.2248640858233652e-53,6.654871354227042e-56,1.2958137924541707e-55,7.265661518397523e-21,1.826535252416367e-77,8.623338165220394e-51,1.2100394496230745e-72,5.7706431269301156e-83,1.6275136936571457e-58,3.1073394994065035e-55,4.422279444839287e-39,1.838357226294607e-74,9.836668794253154e-74,6.3155081171807595e-83,2.1424961562979398e-113,1.3442830809202615e-95,3.6052489798386865e-37,3.7278526084235735e-91,5.919634991583095e-73,4.918054617142743e-89,3.76,0.0,0.7165522045371392,0.9999923566191181,3.2977656916223333e-28,6.529234296735514e-73,3.638422482163269e-11,3.6384224828899995e-11,7.643380863449436e-06,1.375829797172819e-24,7.265661518624924e-21,1.7943962264412547e-14,1.2354318338989199e-25
2.9422132636465197e-10,0.4628563037839534,8.668893359186152e-20,2.3529810062768215e-24,1.3852517370761672e-24,2.6175274545723184e-24,0.0,0.0,1.9005666196772455e-14,3.178452212291215e-23,4.458001581059442e-33,5.900210007871811e-47,2.668039391209394e-31,1.5247624940970379e-74,1.5477115379158433e-53,8.409222842965864e-56,1.6377102716202558e-55,8.187823483425422e-21,2.73105408228346e-77,1.085170984671281e-50,1.7083306306894734e-72,8.690580946021985e-83,2.0684150330127406e-58,4.156365681878832e-55,5.275114126839296e-39,2.768940425883673e-74,1.3996027402280657e-73,9.519906837716057e-83,3.621624442886372e-113,2.0266716595492374e-95,4.300191361906469e-37,5.948374727671434e-91,8.915333336569678e-73,7.848043869462817e-89,3.76,0.0,0.7165522045349851,0.9999920629055037,3.918484059516938e-28,9.25409775212474e-73,3.853718107529803e-11,3.853718108348769e-11,7.93709447670684e-06,1.5532708784740201e-24,8.187823483696682e-21,1.9005752955896182e-14,1.3859655068540677e-25
3.106585858381367e-10,0.4628563037841355,9.153321776114176e-20,2.5661818072233226e-24,1.5443447676430958e-24,2.918190067839026e-24,0.0,0.0,2.0067451731247186e-14,3.543513133946291e-23,5.277792829063115e-33,7.36944782096254e-47,3.1524585309122575e-31,2.1198624824138086e-74,1.931114502832418e-53,1.0492718479127275e-55,2.043842318205059e-55,9.168014397939946e-21,3.995168767173823e-77,1.3486228509530853e-50,2.367011332273103e-72,1.280250705734957e-82,2.5956686141176013e-58,5.472836476066337e-55,6.232974041810058e-39,4.079596342914524e-74,1.953975326770722e-73,1.403638990201253e-82,5.95123162535806e-113,2.9886447099750225e-95,5.080636212904787e-37,9.255595615164366e-91,1.3134127932471784e-72,1.2212258357033517e-88,3.76,0.0,0.7165522045328311,0.9999917822577923,4.612576268526725e-28,1.287118239795946e-72,4.069013732889885e-11,4.069013733806893e-11,8.21774218719972e-06,1.7414007710592427e-24,9.168014398260468e-21,2.0067543342716847e-14,1.5451507102681758e-25
3.2709584531162146e-10,0.4628563037843174,9.637763255431347e-20,2.78803468271702e-24,1.712082671807358e-24,3.235197618541907e-24,0.0,0.0,2.112923697405253e-14,3.9284146191115753e-23,6.195298416506582e-33,9.101136857389462e-47,3.6932291187996595e-31,2.8977908466977833e-74,2.382342127006459e-53,1.2944889678357866e-55,2.5219458652891405e-55,1.0206545457461556e-20,5.730879295954118e-77,1.6573440741014186e-50,3.2249623680304026e-72,1.8490301526799562e-82,3.2204898249600234e-58,7.105363853001647e-55,7.302280208213464e-39,5.892802223844018e-74,2.6818483857338528e-73,2.0288912753140806e-82,9.534224116020891e-113,4.3206165089746295e-95,5.951797523085186e-37,1.4079780638720225e-90,1.8969988134325702e-72,1.8578730129259683e-88,3.76,0.0,0.716552204530677,0.9999915140947445,5.384140733037397e-28,1.7601781040076901e-72,4.2843093582434845e-11,4.2843093592643695e-11,8.485905233943265e-06,1.940080652167349e-24,1.0206545457837074e-20,2.112933343843693e-14,1.7129874441409897e-25
3.435331047851062e-10,0.4628563037844994,1.0122217796923192e-19,3.0185398540495426e-24,1.888465281874525e-24,3.5685505474102706e-24,0.0,0.0,2.219102193814756e-14,4.3331566623914416e-23,7.216555646526223e-33,1.1125728041771757e-46,4.2936126187049226e-31,3.901197484916094e-74,2.909095648066574e-53,1.5807621257506532e-55,3.0802208926616533e-55,1.1303702408632557e-20,8.076508417843711e-77,2.0162410324125744e-50,4.3277406114018895e-72,2.6232099197568337e-82,3.954902423485563e-58,9.108222836072444e-55,8.489486130090531e-39,8.361131099929738e-74,3.624681601472803e-73,2.880588322541972e-82,1.492831960805897e-112,6.135304704643e-95,6.918914168184003e-37,2.09859296673073e-90,2.6913637115593964e-72,2.76934389191969e-88,3.76,0.0,0.716552204528523,0.9999912578609781,6.237275787877171e-28,2.3706436953824517e-72,4.499604983590573e-11,4.499604984721198e-11,8.742138999339498e-06,2.1491560128204254e-24,1.1303702409069135e-20,2.2191123256015477e-14,1.8894757084722529e-25
3.5997036425859096e-10,0.46285630378468123,1.0606685400375351e-19,3.2576975426952003e-24,2.0734924303706486e-24,3.918249295166214e-24,0.0,0.0,2.3252806635914838e-14,4.7577392586269925e-23,8.347669841180018e-33,1.347550776341902e-46,4.956885359886469e-31,5.179854769913893e-74,3.519509865917401e-53,1.9125159859966207e-55,3.727333473991048e-55,1.2459747197601477e-20,1.1201090363743687e-76,2.430471694652322e-50,5.728302617721792e-72,3.661697839715724e-82,4.811756792631251e-58,1.154167843838006e-54,9.801075074285502e-39,1.1672586289998257e-73,4.83108931496257e-73,4.0238712001007605e-82,2.2893194589753723e-112,8.571699228063694e-95,7.98724767938821e-37,3.070601268429824e-90,3.7569688043680104e-72,4.0522912210466255e-88,3.76,0.0,0.7165522045263689,0.9999910130258168,7.1760796884258e-28,3.148941963847092e-72,4.7149006089311254e-11,4.71490061017738e-11,8.986974159576687e-06,2.368458581582915e-24,1.2459747198105511e-20,2.3252912807835047e-14,2.0746155032617086e-25
3.764076237320757e-10,0.4628563037848632,1.1091166065573552e-19,3.5055079702981975e-24,2.2671639500281603e-24,4.284294302524627e-24,0.0,0.0,2.4314591079186094e-14,5.202162402885524e-23,9.594812456678385e-33,1.6184618152021099e-46,5.686337248622097e-31,6.791420470851132e-74,4.22215440310847e-53,2.294412123928709e-55,4.472417603519942e-55,1.3674919521881402e-20,1.5309221868621764e-76,2.905445491143056e-50,7.487765415427658e-72,5.0363571852017733e-82,5.804747961359922e-58,1.447231366616384e-54,1.1243557525144102e-38,1.605655134796839e-73,6.357644878471992e-73,5.538250110729572e-82,3.444862181711982e-112,1.1799490391140668e-94,9.162080158843758e-37,4.417677523203975e-90,5.167575478063341e-72,5.830419315066267e-88,3.76,0.0,0.7165522045242149,0.9999907790821917,8.204650610716677e-28,4.1303454040924887e-72,4.930196234265117e-11,4.930196235632916e-11,9.220917783694038e-06,2.597808098511625e-24,1.3674919522459632e-20,2.4314702105727387e-14,2.2684068285090983e-25
3.9284488320556045e-10,0.4628563037850452,1.157565979230361e-19,3.761971358660619e-24,2.469479673772597e-24,4.666686010193193e-24,0.0,0.0,2.537637527926672e-14,5.666426090450465e-23,1.0964219317972467e-32,1.928907679990974e-46,6.485270564312705e-31,8.802240569170597e-74,5.026034772229432e-53,2.7313496497039315e-55,5.325076820762371e-55,1.4949438291086173e-20,2.0646398573525604e-76,3.446823184857447e-50,9.67620446670352e-72,6.83407117762996e-82,6.948433405414476e-58,1.7973358446743e-54,1.2823468806126416e-38,2.1790391426667998e-73,8.269730787934064e-73,7.519899354308397e-82,5.094544979313975e-112,1.602398289060247e-94,1.0448712332044522e-36,6.258373957097981e-90,7.01236521886798e-72,8.26030058003202e-88,3.76,0.0,0.7165522045220608,0.9999905555455907,9.327086651531428e-28,5.35547040508416e-72,5.145491859592524e-11,5.145491861087803e-11,9.444454383668605e-06,2.8370139492669166e-24,1.4949438291745666e-20,2.5376491160997876e-14,2.470849684214161e-25
4.092821426790452e-10,0.4628563037852272,1.2060166580351455e-19,4.027087929731132e-24,2.6804394347101084e-24,5.065424858872387e-24,0.0,0.0,2.6438159246959197e-14,6.150530316811764e-23,1.2462188965474798e-32,2.2826795967829952e-46,7.3569988348988535e-31,1.1288191946773207e-73,5.940593267487186e-53,3.2284657367767e-55,6.295385651088236e-55,1.628350300179751e-20,2.7504859819084125e-76,4.060516742495971e-50,1.237348877969139e-71,9.159022115861988e-82,8.258250641571915e-58,2.21250193533003e-54,1.4547366858071763e-38,2.9206742058448246e-73,1.0642434678876724e-72,1.0084190690842702e-81,7.415147889290302e-112,2.1491522425089785e-94,1.1852461728682465e-36,8.741206254593519e-90,9.398280117962355e-72,1.153809939888555e-87,3.76,0.0,0.7165522045199068,0.9999903419530555,1.0547485828487936e-27,6.870801084850274e-72,5.3607874849133285e-11,5.360787486542044e-11,9.658046917834113e-06,3.0858766690211997e-24,1.6283503002545672e-20,2.6438279984449e-14,2.6819440703766383e-25
4.2571940215252994e-10,0.4628563037854092,1.2544686429503087e-19,4.300857905594373e-24,2.9000430661157e-24,5.480511289255483e-24,0.0,0.0,2.7499942992585437e-14,6.654475077656699e-23,1.4095081107356486e-32,2.683760130805365e-46,8.304845786862572e-31,1.433556490241131e-73,6.975709696153032e-53,3.7911360635929346e-55,7.393890878540002e-55,1.7677295031360108e-20,3.6229964809033517e-76,4.752689205625935e-50,1.5670153151042964e-71,1.2135196335066521e-81,9.750534627658418e-58,2.701481000291418e-54,1.642183016477941e-38,3.8701521388846606e-73,1.3561491234152197e-72,1.3368477369930752e-81,1.0635450252198024e-111,2.849546161897821e-94,1.3378660984299113e-36,1.2050494628115612e-89,1.2452595372954031e-71,1.5907295688513944e-87,3.76,0.0,0.7165522045177527,0.9999901378622225,1.1869946080122972e-27,8.729238655582482e-72,5.5760831102275136e-11,5.576083111995637e-11,9.862137749724963e-06,3.3441893249314745e-24,1.767729503220469e-20,2.750006858640267e-14,2.901689986996269e-25
