Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58)
9.57540276824051e-09,0.4628563038866955,2.8427022082529697e-18,1.5062067812151702e-21,1.4619250662506986e-21,2.7865209783967603e-21,0.0,0.0,6.185316955036471e-13,3.366486145256855e-20,3.8647755626952633e-28,1.547561190731392e-40,1.0716098522250074e-26,1.969074864207035e-65,2.0056480531606815e-47,1.1140090255879045e-49,2.3898846508503354e-49,1.003074424156842e-17,1.1145093751998479e-66,1.1678475976937458e-44,2.1264264587402618e-63,4.959671137238737e-72,1.0056328772659408e-51,1.8015868501280278e-47,2.136388341769648e-34,1.6366568503749275e-63,2.410530688335644e-64,5.654440744027618e-72,2.9940296484210645e-99,1.3139552020294944e-84,1.6669748455680877e-32,1.2599047054869304e-78,5.104906837437103e-62,1.7378295220507894e-76,3.76,0.0,0.716552203318735,0.999985754113721,1.3534177289056417e-23,1.519213987685435e-63,1.2541885787881877e-09,1.2541885888194999e-09,1.4245885660599514e-05,2.7411225439671027e-22,1.0030744252671013e-17,6.185346125976021e-13,1.4679735238169392e-22
9.999999999999999e-09,0.4628563039194029,2.9703309678227456e-18,1.6796487108741283e-21,1.6309145396152058e-21,3.1116833336245862e-21,0.0,0.0,6.459589138987635e-13,3.757165912227047e-20,5.255298310548791e-28,2.6049837833349582e-40,1.3237983374075914e-26,4.054253776489487e-65,2.8030601578916394e-47,1.5676908390744969e-49,3.437400916861651e-49,1.119559056832144e-17,3.1950035128461786e-66,1.6221557903411827e-44,4.7272077720365964e-63,1.4218929044862615e-71,1.560610534679534e-51,3.096224787081402e-47,2.6431738310110005e-34,4.8279454317703894e-63,5.222017772943198e-64,1.670181478289579e-71,2.169145730684037e-98,4.0470063188997266e-84,2.0463129576676263e-32,5.167460123685585e-78,1.482850934695656e-61,7.502767650146218e-76,3.76,0.0,0.7165522032630937,0.9999857541136911,1.676454870727137e-23,3.558842524751171e-63,1.3098024264662328e-09,1.309802437662438e-09,1.424588566307854e-05,2.8685125704766577e-22,1.1195590582084975e-17,6.459619672608457e-13,1.63833167526837e-22
1.2530016593810135e-08,0.4628563039194029,3.730823159966487e-18,2.7131245022287403e-21,2.637859804000774e-21,5.049204572281136e-21,0.0,0.0,8.093874821307053e-13,6.085080979417959e-20,1.3540904911330108e-27,8.905770754720992e-40,2.82649549262879e-26,1.647905745991502e-64,7.554541576444971e-47,4.271011611267221e-49,9.679159781638894e-49,1.8136475518775605e-17,1.5591892370924095e-65,4.3292089224091396e-44,2.0224293921760437e-62,6.939139462025235e-71,4.867515472876628e-51,1.0810489550172299e-46,5.662919607425049e-34,2.384364422262079e-62,2.197462105267723e-63,8.25289976887796e-71,1.3310245742414945e-97,2.0332238911583698e-83,4.306647332198075e-32,2.8451125936361662e-77,7.276783127506844e-61,4.185388450959863e-75,3.76,0.0,0.7165522029315481,0.9999857541135129,3.601312755077011e-23,1.57122285056283e-62,1.64118460926573e-09,1.641184627403099e-09,1.424588567785013e-05,3.6275822413256976e-22,1.8136475548394695e-17,8.093913474637492e-13,2.6534323820649788e-22
1.8439244244949384e-08,0.4628563039848177,5.523649603252167e-18,6.276632887103279e-21,6.083850944150417e-21,1.1749212425625141e-20,0.0,0.0,1.1910990093657936e-12,1.4086472377355502e-19,7.841619436268581e-27,9.412946938356579e-39,1.0752399239718348e-25,2.1599451773846193e-63,4.3330052357836174e-46,2.5359541682995896e-48,6.330623923404023e-48,4.199344015273323e-17,3.854932860078907e-64,2.41371184388839e-43,3.230838867924201e-61,1.8092255983732513e-69,3.62784992516219e-50,1.0759759089524448e-45,2.176280419815484e-33,6.642195493339814e-61,3.564752056234176e-62,2.197793842672856e-69,1.1317433007398375e-95,5.959581119258748e-82,1.5720393988325093e-31,1.2531357581849762e-75,1.951565055850882e-59,2.0377429362701655e-73,3.76,0.0,0.7165522021571743,0.9999857541131292,1.397021730327797e-22,2.8892753208395777e-61,2.4151766617387518e-09,2.415176703733961e-09,1.4245885679832398e-05,5.4005016177008985e-22,4.1993440268099e-17,1.1911048446064013e-12,6.1424884602297165e-22
3.0257699547227884e-08,0.4628563041156471,9.174880020799755e-18,1.808263933917101e-20,1.729377087322919e-20,3.400687954910421e-20,0.0,0.0,1.9545218802773407e-12,4.034603391537681e-19,6.708955958711799e-26,1.5524059346370718e-37,5.3951474060438465e-25,4.060788967517738e-62,3.470886915350515e-45,2.1631438971036308e-47,6.331627209920526e-47,1.2028937692871506e-16,1.6229737049120623e-62,1.8422389326928753e-42,8.209991618404415e-60,7.89437988571849e-68,3.6592894028046425e-49,1.587053372077707e-44,1.1138048381965631e-32,3.2800814309900858e-59,9.434904611308657e-61,1.0567938526660588e-67,2.143684319881564e-93,3.3525225137363646e-80,7.321921562113393e-31,1.0440617619107341e-73,8.97331055875493e-58,2.0220274722485196e-71,3.76,0.0,0.7165522006084267,0.9999857541123656,7.291888671105601e-22,9.256952431851376e-60,3.963160732756546e-09,3.9631608530503365e-09,1.424588567993922e-05,8.946340290862688e-22,1.2028937753532008e-16,1.954531948843274e-12,1.7593153966529056e-21
5.3894610151784885e-08,0.4628563043773059,1.6733703912068183e-17,6.103668247005013e-20,5.653354282719546e-20,1.1519667509347453e-19,0.0,0.0,3.481366891912046e-12,1.3389204665942622e-18,7.1927717358597065e-25,3.282125005770934e-36,3.1479152092545274e-24,9.149835644717009e-61,3.3658878604722534e-44,2.3209456515351912e-46,8.588527953493864e-46,3.992092740471593e-16,9.247620650313496e-61,1.6574487704829384e-41,2.8037442750017624e-58,4.311772454165601e-66,4.2180185605948644e-48,2.891789132323881e-43,6.737484012914174e-32,2.2183440259841557e-57,3.2545671535824743e-59,7.48695409770717e-66,7.226827887871841e-91,2.987780179212078e-78,3.796963283064378e-30,1.2419408366210483e-71,5.397707244349619e-56,3.1823990273751715e-69,3.76,0.0,0.7165521975109316,0.9999857541108385,4.5832668871555636e-21,4.426081916204017e-58,7.059128739079139e-09,7.0591291383016995e-09,1.4245885679920583e-05,1.6038017320210643e-21,3.9920927791435556e-16,3.4813865995457317e-12,5.8384697605369186e-21
7.753152075634189e-08,0.46285630463896477,2.4543078623405966e-17,1.2394288825363101e-19,1.1215724349882444e-19,2.34276587260697e-19,0.0,0.0,5.008211177312766e-12,2.6846472891722684e-18,2.3579688025427428e-24,1.3532835415625058e-35,8.047051367715794e-24,3.9564968240581746e-60,1.0930295288139402e-43,7.868473486588365e-46,3.1990886232949204e-45,8.004571882319732e-16,4.6740880401161235e-60,5.220414257212586e-41,1.37138080669285e-57,1.9697301594812755e-65,1.438504494280204e-47,1.163336208961828e-42,1.7579268866191798e-31,1.097150348440452e-56,1.4519095878272779e-58,3.964539760966964e-65,4.708919619719136e-90,1.6535505151294499e-77,9.134918046801082e-30,6.231808896991034e-71,2.6262325171165513e-55,1.7374046546126917e-68,3.76,0.0,0.7165521944134364,0.9999857541093112,1.2229395956293035e-20,2.422875834278757e-57,1.0155096609688745e-08,1.0155097410171668e-08,1.4245885679898452e-05,2.3129694030687114e-21,8.004571986370027e-16,5.0082416948424144e-12,1.1706645310034165e-20
9.999999999999998e-08,0.46285630490062374,3.219918229933158e-17,2.0327052833363744e-19,1.8020525768449527e-19,3.8461656055710522e-19,0.0,0.0,6.4595790602912865e-12,4.353835582141217e-18,5.367014795815982e-24,3.6357970822620355e-35,1.5317630206214022e-23,1.2398606888531474e-59,2.56614994148143e-43,1.909277348855211e-45,8.368903493655114e-45,1.2981514510126711e-15,1.939025861136195e-59,1.1898857260127656e-40,4.701406655829965e-57,8.416889908006184e-65,3.5602753261749683e-47,3.1958803859332075e-42,3.403695642548714e-31,4.779398424958891e-56,5.142059271845186e-58,1.7586361381720527e-64,3.173948648993574e-89,7.829196987333688e-77,1.6621480385207457e-29,3.6655556592286803e-70,1.0900939719725482e-54,1.0273683874302036e-67,3.76,0.0,0.7165521914690581,0.9999857541078594,2.4136615246486556e-20,8.896217833629102e-57,1.3098022948681159e-08,1.3098024246873586e-08,1.4245885679877359e-05,2.9870811195803393e-21,1.298151471697333e-15,6.4596209648303076e-12,1.8985327666430997e-20
1.0116843136089889e-07,0.46285630490062374,3.259732369289162e-17,2.0739581431540867e-19,1.837439677573576e-19,3.9243471049468096e-19,0.0,0.0,6.535054740344364e-12,4.4406386063957724e-18,5.523494621032458e-24,3.754494942215441e-35,1.569572309958094e-23,1.2837623078480114e-59,2.6427568212740114e-43,1.9676472277607173e-45,8.637750074639243e-45,1.324033112983032e-15,2.0155545617274223e-59,1.2246157233657656e-40,4.8745784398453003e-57,8.752162427218976e-65,3.6706140613310716e-47,3.301579055301591e-42,3.4892807774553597e-31,4.970886869038978e-56,5.333958624287328e-58,1.8294738811347932e-64,3.3145160709874354e-89,8.150349964965e-77,1.7010805097692735e-29,3.823768685298493e-70,1.1331250436037683e-54,1.0717597155548693e-67,3.76,0.0,0.7165521913159413,0.9999857541077839,2.4755827979528534e-20,9.232851911967976e-57,1.3251064344585366e-08,1.3251065668660248e-08,1.4245885679876263e-05,3.022137042225567e-21,1.324033134202267e-15,6.5350972370435715e-12,1.936384196813373e-20
1.4844225257001287e-07,0.46285630542394146,4.926339079388474e-17,4.243085541543848e-19,3.631319721635244e-19,8.040455962113149e-19,0.0,0.0,9.588740182698694e-12,8.915480234064567e-18,1.7392440624754488e-23,1.491317762798956e-34,3.8590900233852217e-23,8.496781327025854e-59,9.401993976719073e-43,7.360245614587506e-45,3.633498839404491e-44,2.6582812935372843e-15,2.1448913421406437e-58,4.128521320665571e-40,3.6317683427826265e-56,8.258814651483602e-64,1.4273518165880314e-46,1.471221156656979e-41,8.813831218047744e-31,5.0692599288844904e-55,3.7931613094336985e-57,2.2794003005458202e-63,1.2151475347801882e-87,1.1677362241628942e-75,3.9408020751026903e-29,7.508425961958462e-69,1.0497370802751387e-53,2.2283771478216708e-66,3.76,0.0,0.7165521851209511,0.999985754104729,6.453044939628201e-20,7.6825142984849745e-56,1.944299949586856e-08,1.9443002154232105e-08,1.4245885679831883e-05,4.440472245176255e-21,2.6582813495206653e-15,9.588809377260642e-12,3.88769580565792e-20
1.9571607377912688e-07,0.4628563059472591,6.678458928868041e-17,7.215000875183534e-19,5.979292397920067e-19,1.3688449590055654e-18,0.0,0.0,1.2642422999495954e-11,1.4898992795521512e-17,4.034030078464544e-23,4.071912714683261e-34,7.443278738848956e-23,2.75989046683435e-58,2.3230163672474794e-42,1.893071671960187e-44,1.016479007139494e-43,4.442373143855679e-15,9.027702516393638e-58,9.79164569856657e-40,1.360453834927173e-55,3.1655911131810834e-63,3.6443775552513456e-46,4.2216523744390633e-41,1.7394639883042307e-30,2.0880093273118837e-54,1.3319688907821588e-56,1.030472374554988e-62,7.9684505076926235e-87,5.572516138835271e-75,7.267445607188931e-29,3.678109508079531e-68,4.1653537742670567e-53,1.1834435080147844e-65,3.76,0.0,0.7165521789259609,0.9999857541016735,1.3089755167710215e-19,3.0479055351883286e-55,2.5634934148086763e-08,2.5634938590595818e-08,1.4245885679787497e-05,5.858807330585022e-21,4.442373258628843e-15,1.2642523179329977e-11,6.496894219072701e-20
2.9026371619735485e-07,0.46285630699389463,1.0442485888937043e-16,1.6011421106638216e-18,1.2347139375682265e-18,3.04540029330219e-18,0.0,0.0,1.8749780154628335e-11,3.18198750723715e-17,1.5548999891542113e-22,2.33298072343388e-33,1.9711296397904708e-22,1.9196560036057073e-57,9.161233582018856e-42,8.249746430412176e-44,5.623909598895942e-43,9.487685947677105e-15,1.1457552424113095e-56,3.527515293317624e-39,1.4393148031840824e-54,2.87617317919988e-62,1.5174913919801344e-45,2.400321534955041e-40,4.84637753674438e-30,2.6273804626257613e-53,1.0524837185434625e-55,1.8200962899715402e-61,6.331513430719052e-85,1.2918196608702154e-73,1.7880147614745254e-28,7.597229836319927e-67,4.712560301439834e-52,3.625338221995542e-64,3.76,0.0,0.7165521665359808,0.9999857540955611,3.9074350290330903e-19,4.478791764697058e-54,3.801880181376839e-08,3.8018811301740896e-08,1.4245885679698706e-05,8.695477116384986e-21,9.487686300280253e-15,1.8749956325730798e-11,1.3875561034331953e-19
3.8481135861558285e-07,0.4628563080405301,1.4529291618210393e-16,2.876850686896869e-18,2.0785137141329217e-18,5.484103601667388e-18,0.0,0.0,2.4857126267304508e-11,5.5270854649282206e-17,3.989188733224883e-22,7.599546642041469e-33,3.9190489565100436e-22,6.929658781267628e-57,2.3906926256456874e-41,2.2871805721154106e-43,1.8095131175766378e-42,1.64801544270699e-14,5.481418058069852e-56,8.619142686021389e-39,6.381802535704712e-54,1.2039412010739894e-61,4.132550498130503e-45,7.721738575938373e-40,1.0020709823942062e-29,1.2695501380432855e-52,4.07392425984825e-55,1.0087658913283415e-60,5.439379675713693e-84,7.936808491539375e-73,3.4095672444610797e-28,4.533485009290254e-66,2.174390163276817e-51,2.4593705160697894e-63,3.76,0.0,0.7165521541460008,0.9999857540894468,8.552231498994532e-19,2.2437229585795598e-53,5.040266731923887e-08,5.040268379988765e-08,1.4245885679609886e-05,1.1532146394497058e-20,1.648015521789402e-14,2.4857396857907456e-11,2.410190180820767e-19
5.739066434520388e-07,0.46285631013380074,2.353790229316902e-16,6.7597038942824805e-18,4.299673082743455e-18,1.2946698279815861e-17,0.0,0.0,3.707178615045579e-11,1.2185263837173534e-16,1.5800594545381009e-21,4.663246600286049e-32,1.0188326259971679e-21,4.723762407954082e-56,9.449998424715602e-41,1.0014569343534888e-42,1.0818357419950184e-41,3.633346728630194e-14,-3.786142436428133e-52,-1.670420063079172e-35,1.4108101310162543e-36,4.940869805194188e-36,1.7558263055335734e-44,4.517181432056986e-39,2.781004531283065e-29,1.0177889653037828e-51,3.001787836579618e-52,1.8067173994234073e-52,2.32695586571082e-78,3.1254618121758165e-67,8.56570996074335e-28,8.696678143575895e-65,2.3677602468049505e-50,7.223698916220307e-62,3.76,0.0,0.7165521293660416,0.9999857540772125,2.6599869365818682e-18,3.398307449194251e-52,7.517039181969262e-08,7.517042815424246e-08,1.4245885679432165e-05,1.720548342082593e-20,3.6333469885194897e-14,3.707230074362002e-11,5.313695948230262e-19
9.520972131249508e-07,0.46285631432034197,4.420883662936145e-16,2.0503691771546477e-17,1.0453883759627868e-17,3.9652441916663694e-17,0.0,0.0,6.150098119216005e-11,3.337509357510479e-16,8.810134288461863e-21,4.684162241712935e-31,3.2504475213670997e-21,-7.47589889129935e-50,-7.615816472543969e-35,6.372558308525363e-42,1.1068823700758897e-40,9.951956304815584e-14,9.009538754075943e-52,-1.3010248415025293e-36,1.3586471529051317e-35,2.0771515540298614e-35,1.1052943508851524e-43,4.371072487962564e-38,9.628791515171561e-29,-5.2814555927778955e-46,7.722604307972537e-52,1.2112840624207751e-51,1.476138221850274e-76,5.857608188431955e-66,2.7933137471598152e-27,-4.202434928520851e-61,4.485455708100201e-49,4.59175570192161e-60,3.76,0.0,0.7165520798061255,0.9999857540527203,1.1075789360753924e-17,1.0950765986425143e-50,1.2470581477202846e-07,1.2470591429454307e-07,1.4245885679076388e-05,2.8552151352385276e-20,9.951957510874056e-14,6.150220267187346e-11,1.4554530895815916e-18
9.999999999999997e-07,0.4628563226934238,4.699165485452775e-16,2.2887124513674848e-17,1.1344813363757607e-17,4.434012590046523e-17,0.0,0.0,6.459524729807146e-11,3.6808240285689746e-16,1.0595528046865174e-20,6.368237059670889e-31,3.627161702426928e-21,-7.842208481746549e-50,-8.037951227598056e-35,7.89719846235912e-42,1.5557581399827843e-40,1.0975729124428793e-13,1.1057921927153351e-51,-1.0100228903108185e-37,1.4453633653603678e-35,2.1363199545423147e-35,1.3769685349827149e-43,6.03193002750595e-38,1.0830638263116996e-28,-5.433939878230214e-46,7.425704786486012e-52,1.488314779502851e-51,5.293460539013834e-76,1.0316535601160612e-65,3.1516810759834497e-27,-4.189399460326257e-61,7.758564256911479e-49,1.654449337370668e-59,3.76,0.0,0.7165520735287134,0.9999857540496156,1.2773485920771491e-17,2.537326740057095e-50,1.3098012212194317e-07,1.30980231882489e-07,1.4245885679031292e-05,2.998935481264509e-20,1.0975730546698097e-13,6.45965789266445e-11,1.6051777383900411e-18
1.7084783524707748e-06,0.4628563226934238,9.247009380817566e-16,7.500835509897809e-17,2.7446807205878675e-17,1.4793392018383935e-16,0.0,0.0,1.1035889742635265e-10,1.0725338863922356e-15,5.9832430549615e-20,6.146365140839558e-30,1.1667982926886228e-20,1.983695356754007e-50,-3.804590620229613e-37,5.261359566654255e-41,1.665841508182501e-39,3.198347731270445e-13,5.258083501430213e-51,-2.069575450761342e-36,9.556010365144318e-36,-6.995736273046463e-36,9.435924725349676e-43,6.116700176919278e-37,3.738754703189061e-28,5.870756560213308e-46,-2.0459216995370634e-51,9.431585116411304e-51,1.5714131475730544e-74,1.748901919937595e-64,1.1420054366532531e-26,1.0323556349144748e-60,1.2797218717839494e-47,4.9210672938566025e-58,3.76,0.0,0.7165519806863032,0.9999857540036419,5.446782806270254e-17,5.820484543836704e-49,2.237765564544963e-07,2.2377687629874723e-07,1.4245885678363487e-05,5.1245462724712655e-20,3.1983484462746983e-13,1.1036239931403438e-10,4.677517397245319e-18
2.4648594918165986e-06,0.46285633106650437,1.4680080520210148e-15,1.6765117170486507e-16,4.8891789142765207e-17,3.359779523640037e-16,0.0,0.0,1.5921620336164068e-10,2.231254765586344e-15,1.8189590641230367e-19,2.4912416169504404e-29,2.5364142877944867e-20,1.5329513118707977e-48,4.904791626858177e-34,1.952019823934529e-40,7.86831628141428e-39,6.654085251625452e-13,-8.651468230370887e-50,-7.517149093213332e-36,-3.813199366449966e-34,-3.4105035331438835e-34,3.637415834229133e-42,2.756369860597661e-36,8.45477001783395e-28,6.755263782137431e-44,5.070895396078174e-50,-1.0984428453208756e-49,-3.048694118836998e-74,-8.28266525542047e-64,2.848755786629042e-26,1.0593507981614873e-58,8.013121780105637e-47,4.6720075683523996e-57,3.76,0.0,0.7165518815664942,0.9999857539544384,1.4003824767871811e-16,4.2171175898194333e-48,3.2284715917267526e-07,3.2284782460094463e-07,1.4245885677648807e-05,7.393874144233684e-20,6.654087324226239e-13,1.5922313441425715e-10,9.731462512674224e-18
3.977621770508247e-06,0.46285634781266244,2.6167195025126767e-15,4.700412775937063e-16,9.835619227330097e-17,9.764574608169526e-16,0.0,0.0,2.5692906616948846e-10,5.808190048262543e-15,8.074599997849375e-19,1.8286782665239614e-28,6.859639136313404e-20,1.2175051204131852e-50,3.885233820760195e-35,1.0893410071392267e-39,7.600831624846657e-38,1.732343554237857e-12,-9.040518752384601e-49,1.8302876224064845e-36,-5.603646141456674e-34,-2.0754276155221798e-35,2.2043939094898167e-41,2.5984814635676214e-35,2.396030596340649e-27,1.203828187305272e-43,-2.0413491155525845e-48,-4.456908112279454e-49,-1.2134608567274981e-71,-2.954367835082965e-62,9.848949141411066e-26,4.8127039277252446e-58,1.2990369246628312e-45,2.6720105765567565e-55,3.76,0.0,0.7165516833269155,0.9999857538556561,4.691168509368291e-16,1.2639859858141705e-46,5.209879477026866e-07,5.209896800979068e-07,1.4245885676214096e-05,1.1932520091036156e-19,1.7323444302943493e-12,2.5694628709038707e-10,2.5335172230170866e-17
5.490384049199895e-06,0.4628563645588158,3.807031579087346e-15,9.224761445495546e-16,1.5415164853282879e-16,1.978073381969738e-15,0.0,0.0,3.5463962520682096e-10,1.1064073325118093e-14,2.1162481840018824e-18,6.281817354471426e-28,1.329461738255038e-19,-4.1382213189863535e-48,3.082360709049981e-34,3.4609376340205086e-39,3.1209612713078097e-37,3.3003274806568952e-12,-9.079367410077429e-49,-7.84854228093553e-35,-4.030463225589478e-34,9.499577330489358e-35,7.357222196191665e-41,1.0524477118626667e-34,4.7925427777179064e-27,-9.18269474467836e-43,-1.60969219325634e-48,1.6238276661523401e-47,3.717801158437754e-70,9.722998889653544e-61,2.3325162966616715e-25,-2.8490915969812517e-57,6.925959901044071e-45,2.1299387959633067e-54,3.76,0.0,0.7165514850873895,0.9999857537563732,1.0271943344363437e-15,7.950966612422908e-46,7.191281803585402e-07,7.191314807849683e-07,1.424588567477225e-05,1.647115297556e-19,3.3003297298514916e-12,3.546717207066893e-10,4.82666278047042e-17
8.51590860658319e-06,0.46285639805110856,6.1931661614210465e-15,2.216502749074723e-15,2.765702077465797e-16,5.089654880603977e-15,0.0,0.0,5.50053915358279e-10,2.6609782283759466e-14,8.1390789458849e-18,3.8502042247497764e-27,3.250028783420798e-19,-1.6996208799240515e-48,-1.1561676670711292e-34,1.6817882900673968e-38,2.6316095145259228e-36,7.93943898330472e-12,-3.2070428032236136e-48,1.0370432233707132e-34,-4.593152010632413e-34,-1.0731193335726284e-35,3.938486689642638e-40,8.970547085643233e-34,1.2297383805480501e-26,-1.5285976675698484e-42,-2.688876672681983e-48,1.9216063317776842e-47,1.2348217820692368e-68,6.544067788839113e-60,7.80647458238677e-25,-3.7432905387205994e-57,9.32623461743142e-44,8.845774672659517e-53,3.76,0.0,0.7165510886084947,0.9999857535563055,2.9318449011344666e-15,1.8966188334191633e-44,1.1154069780489035e-06,1.115414917728832e-06,1.4245885671867175e-05,2.554837955777665e-19,7.939447447387337e-12,5.501296310556191e-10,1.1611275652421362e-16
9.999999999999997e-06,0.462856431543383,7.364502063954612e-15,3.0175232878050403e-15,3.4121505064075425e-16,7.15656847714681e-15,0.0,0.0,6.459059230781876e-10,3.668788901062503e-14,1.3264063559194542e-17,7.373158990779243e-27,4.500965003961144e-19,-3.8848569237177977e-48,-1.049804434547334e-34,3.0692355431218844e-38,5.715350993686683e-36,1.0947699058990182e-11,-4.7528861955692726e-48,1.5923891077654084e-34,-3.6046319458002255e-34,4.6576561233682424e-36,7.428694420082842e-40,1.957665003384216e-33,1.7404513785429167e-26,-4.159622609639999e-42,-3.762502859794201e-48,1.6640656423740625e-48,1.8565361286547127e-68,3.9996932318329533e-60,1.2345283938136376e-24,-7.999688230078587e-57,2.4016788543224474e-43,3.069957041832853e-52,3.76,0.0,0.7165508941262909,0.9999857534574355,4.277187903408826e-15,5.556357418347819e-44,1.3097902932833088e-06,1.3098012413165981e-06,1.4245885670431737e-05,3.0000954905286467e-19,1.0947712773151499e-11,6.460098451078622e-10,1.601080132626377e-16
1.1541433163966486e-05,0.462856431543383,8.581709109547426e-15,3.9653547471562286e-15,4.1155998627238263e-16,9.680054003349151e-15,0.0,0.0,7.454591073183129e-10,4.886440670348728e-14,2.009962920390832e-17,1.2385803077662118e-26,6.015451389963299e-19,-8.510796243160479e-48,5.835578681819099e-35,5.020547491358428e-38,1.0274242715170128e-35,1.4582732930812585e-11,-6.649785110831629e-48,1.933429122661478e-34,-1.6967571917833733e-34,6.750303090352307e-35,1.2391089763465803e-39,3.527668215890673e-33,2.370252697161381e-26,-8.517057742221388e-42,-5.256867119940882e-48,-2.981464942169517e-47,2.5261326196714247e-68,-2.3204672905714662e-60,1.83511732272189e-24,-1.508087086958297e-56,4.656066353219489e-43,6.567529379467772e-52,3.76,0.0,0.7165506921298096,0.9999857533542352,5.960954367216235e-15,1.1286598868634198e-43,1.5116835522519081e-06,1.511698135432426e-06,1.4245885668933573e-05,3.462555389102807e-19,1.4582753631988796e-11,7.455970706167551e-10,2.132697343368885e-16
1.4566957721349782e-05,0.4628564650356392,1.0966001690628706e-14,6.087039153086966e-15,5.567007977696815e-16,1.5750642473304493e-14,0.0,0.0,9.408552089953448e-10,7.782361606632114e-14,4.001187792119617e-17,3.008735741713452e-26,9.62584346680881e-19,1.0510412603300526e-47,1.361819708967997e-34,1.1644427761911189e-37,2.9483659433623533e-35,2.3230196867375522e-11,6.590717207454777e-48,7.004291408292943e-34,-2.9937205542087226e-34,-4.952103245929411e-35,3.029676072719266e-39,1.0204266223933969e-32,3.9357718572231074e-26,-4.320908202681317e-42,4.8660853841181687e-48,3.1363140028423446e-48,-1.7544432995543971e-68,-2.0409639200858114e-59,3.562520562169173e-24,7.973357038093309e-56,1.636566410621347e-42,3.2887280249129966e-51,3.76,0.0,0.7165502956513341,0.9999857531501624,1.0209229560353698e-14,4.571996555856231e-43,1.9079579029780365e-06,1.9079811338957897e-06,1.4245885665971438e-05,4.370267597551229e-19,2.3230237841841418e-11,9.410742176876965e-10,3.3973741546436415e-16
1.759248227873308e-05,0.46285649852787697,1.3348065272890452e-14,8.510840826481605e-15,7.103352182783139e-16,2.330097564405828e-14,0.0,0.0,1.1362422224880387e-09,1.1348296345471946e-13,6.994489986785308e-17,6.196326255736228e-26,1.4081317803365486e-18,1.1418698517112745e-48,-5.727417745647488e-35,2.302331636142403e-37,7.037113859475954e-35,3.3881817552533616e-11,-6.161271125891565e-48,1.004784651954086e-33,-4.032967924022821e-34,-1.3284671496233544e-35,6.29482566270339e-39,2.4544842683577313e-32,5.960469877026781e-26,-1.0215812228100837e-42,-5.95021545122515e-48,-1.1226392370235286e-46,-9.852990514115558e-69,-1.584425099656859e-59,6.128208189915984e-24,9.339255842039583e-55,4.627358697528424e-42,1.2989392304742477e-50,3.76,0.0,0.7165498991730681,0.9999857529440869,1.5757649394230686e-14,1.488051101177891e-42,2.3042300302385484e-06,2.3042639131190136e-06,1.4245885662980776e-05,5.277974581144514e-19,3.388188890557151e-11,1.1365612227675905e-09,4.955156436474618e-16
2.3643531393499672e-05,0.4628565655122976,1.811060900566902e-14,1.4069613829826167e-14,1.0384830094206512e-15,4.283972740971423e-14,0.0,0.0,1.526988994299199e-09,2.048856403923435e-13,1.6752703982920922e-16,1.9276889392265672e-25,2.5527963843410503e-18,9.511759851074862e-48,7.831593501499955e-35,6.695243873711318e-37,2.8339027887457522e-34,6.119747953086543e-11,-3.1899320267148577e-47,2.2520350528640174e-33,-1.4155005569194944e-33,4.750979152913001e-35,1.995740093458433e-38,1.000999241752224e-31,1.152741033686045e-25,1.7642315160751706e-42,-3.3250700617751414e-47,-3.793422643579366e-46,2.39418544790093e-66,5.319981701138224e-58,1.4435004612444167e-23,6.122463050305511e-54,2.4533115197279216e-41,1.315903795540147e-49,3.76,0.0,0.7165491062171637,0.9999857525259286,3.098702975675743e-14,1.0648664116231872e-41,3.0967676144051157e-06,3.096828813845442e-06,1.4245885656913874e-05,7.093372873845953e-19,6.119764961071638e-11,1.52756523057947e-09,8.950031535066364e-16
2.9694580508266264e-05,0.4628566324966451,2.2872924213642606e-14,2.0268774684067024e-14,1.3868682228860872e-15,6.829538415382819e-14,0.0,0.0,1.9176994481112376e-09,3.2303690971613126e-13,3.2940385919653667e-16,4.63962534410634e-25,4.035629439017046e-18,7.58841944505911e-47,-1.549484833615314e-33,1.523038103039332e-36,8.271449033677311e-34,9.652961151005666e-11,-2.9927195701880774e-46,4.6220468284568314e-33,-2.731065047352642e-33,1.6701103404611287e-34,4.865369553653903e-38,2.9454393361784386e-31,1.9352488415996674e-25,1.908636954944012e-40,-1.0568127327649989e-46,-1.4846579272182964e-45,5.100725256399244e-65,4.387450688010582e-58,2.807971723328824e-23,3.617245394011724e-53,8.593786336700082e-41,6.726084011190692e-49,3.76,0.0,0.7165483132620957,0.99998575209976,5.2102667429914836e-14,4.4750571392791665e-41,3.889296304843279e-06,3.889392837612583e-06,1.4245885650732836e-05,8.90875026738345e-19,9.652994494957405e-11,1.9186099149829535e-09,1.4117309929769532e-15
