Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125)
4.217170816946644e-20,0.8779605067609257,4.778423902743419e-22,8.864277749643924e-23,4.3475701081075944e-35,5.727560932838813e-35,0.0,0.0,6.526674786536968e-19,9.32228588333466e-35,7.971991739972123e-47,1.4664913821167634e-65,1.9269874471296295e-47,5.195705543699134e-96,1.3903225499350591e-70,5.773226811071633e-70,4.676367131707495e-71,1.256583339428514e-31,1.1717144828995715e-131,4.1387003508374954e-123,3.822123418456011e-114,9.518107790528516e-117,1.2582558243681813e-72,4.1623707934832e-82,5.940145123363735e-51,7.444176550467877e-103,1.926837992063649e-101,5.130085322916076e-116,1.3288487267355093e-154,3.661522815028445e-123,4.720632880279053e-50,8.131027324770314e-132,5.685135510563451e-111,1.5999935060519227e-131,3.76,0.0,0.6386322239116321,0.9999999999996957,1.9886337715263397e-47,4.4324847619548845e-102,1.7992024158871142e-14,1.7992024158871142e-14,3.043329829644382e-13,1.3230817960897145e-36,1.256583339428515e-31,6.531453210439716e-19
8.438005552934946e-20,0.8779605067609284,9.560999346768225e-22,1.7736256870055553e-22,1.7401610527215522e-34,2.2925170186157274e-34,0.0,0.0,1.3059020011634365e-18,3.7313438111484843e-34,6.382440704635648e-46,2.3482969096875052e-64,1.5427616486615721e-46,1.6646784952079084e-94,2.2271048727012988e-69,9.245090060164728e-69,7.489710705971177e-70,5.029608108737666e-31,3.007351961252492e-129,5.308294398875718e-121,4.90099651351075e-112,1.2207918909128765e-114,2.0155522024668114e-71,1.333603079487452e-80,4.755727961502018e-50,4.7726578785967024e-101,1.2353466444280554e-99,6.578933970293472e-114,6.820805044208948e-152,4.696374945435099e-121,3.7793766513362724e-49,2.086521371889957e-129,7.291750844500094e-109,4.105779642499315e-129,3.76,0.0,0.6386322239116141,0.999999999999391,1.5921161919810026e-46,2.840942031413288e-100,3.599967996340526e-14,3.599967996340526e-14,6.089303733449029e-13,5.2957759249277326e-36,5.029608108737673e-31,1.3068581010981145e-18
1.687967502491155e-19,0.8779605067609342,1.9126150235110235e-21,3.548021511088923e-22,6.962910875700189e-34,9.173054216349569e-34,0.0,0.0,2.612371046182007e-18,1.4930235544974132e-33,5.107892318362739e-45,3.758804377168969e-63,1.2346781958399602e-45,5.3302582278122224e-93,3.5654401885424064e-68,1.4798489160843193e-67,1.198955936664393e-68,2.012498380554958e-30,7.708773533418826e-127,6.801510437435042e-119,6.278835406749057e-110,1.564198999529676e-112,3.226759059893801e-70,4.270162871516615e-79,3.8060277324538235e-49,3.0571868714553727e-99,7.913170476321947e-98,8.428996117485074e-112,3.496636521326009e-149,6.017527891792938e-119,3.024649951152684e-48,5.347876642571094e-127,9.342910312754885e-107,1.0523354013556031e-126,3.76,0.0,0.6386322239115781,0.9999999999987819,1.2741768303245346e-45,1.819532669146026e-98,7.201499157247147e-14,7.201499157247147e-14,1.218125153982969e-12,2.119000728826779e-35,2.012498380554964e-30,2.6142836612055233e-18
3.376301396886475e-19,0.8779605067609461,3.825645201296386e-21,7.096813159259821e-22,2.7856177478686348e-33,3.6698190001070886e-33,0.0,0.0,5.225309136215513e-18,5.973066416536327e-33,4.0870899231290753e-44,6.015310766948997e-62,9.879301476997315e-45,1.706208927738605e-91,5.7063627598920095e-67,2.3682660046651355e-66,1.91881142203362e-67,8.051303984587176e-30,1.974720972972995e-124,8.710347998447328e-117,8.040469433931534e-108,2.0031899899137568e-110,5.164315417903052e-69,1.366873556795718e-77,3.0454004553486624e-48,1.9574594911201054e-97,5.066654835062254e-96,1.0794212654779578e-109,1.7914011678367617e-146,7.706385596503126e-117,2.4201795115854715e-47,1.3698739234012794e-124,1.1964989258629772e-104,2.6955872797604954e-124,3.76,0.0,0.6386322239115061,0.9999999999975635,1.0195350563359606e-44,1.1649266263631398e-96,1.4404561479059576e-13,1.4404561479059576e-13,2.436514714767649e-12,8.47738714321515e-35,8.051303984587226e-30,5.229134781416832e-18
6.7529691856771155e-19,0.8779605067609696,7.651705557334948e-21,1.419439645561826e-21,1.114337785159795e-32,1.4680470713531235e-32,0.0,0.0,1.0451185316267983e-17,2.389421020167362e-32,3.2699824002505626e-43,9.62547636335245e-61,7.904191628768075e-44,5.460711912371046e-90,9.131507403644874e-66,3.789631853301328e-65,3.0704838727851205e-66,3.2207837062470095e-29,5.056918285088062e-122,1.1152071686519099e-114,1.0294079928719157e-105,2.5647331625193367e-108,8.264105608397042e-68,4.3746698079150696e-76,2.4365516975862066e-47,1.2530493104358695e-95,3.2433715068308697e-94,1.3819855586936806e-107,9.174850677503308e-144,9.86670226994809e-115,1.93632744987229e-46,3.507924043601103e-122,1.5319068456583641e-102,6.902763290669552e-122,3.76,0.0,0.638632223911362,0.9999999999951267,8.157054901971308e-44,7.456893016544715e-95,2.8810686122681185e-13,2.881068612268118e-13,4.873293834371201e-12,3.3912343734511265e-34,3.2207837062470504e-29,1.0458837021825408e-17
1.3506304763258398e-18,0.8779605067610164,1.5303826271283433e-20,2.8389563048401728e-21,4.4575325194149244e-32,5.872427237252656e-32,0.0,0.0,2.090293767631477e-17,9.55807300159007e-32,2.6161101134640094e-42,1.5401545550113792e-59,6.323653502546381e-43,1.7475634742802184e-88,1.4611473535537622e-64,6.0637359876234923e-64,4.913082701429922e-65,1.2883659078662306e-28,1.2947800967699975e-119,1.4276460854557988e-112,1.3177881103162343e-103,3.2832745004325387e-106,1.3223529821228597e-66,1.4000022576309923e-74,1.9493338976803772e-46,8.020396476867919e-94,2.0759857672174862e-92,1.7691504029742665e-105,4.698260131470297e-141,1.2630997539295186e-112,1.5491355011874067e-45,8.981625717404912e-120,1.961089264277538e-100,1.7673711155601543e-119,3.76,0.0,0.6386322239110739,0.9999999999902531,6.5259537190345035e-43,4.7728476179598135e-93,5.762293540991138e-13,5.762293540991141e-13,9.746852065715064e-12,1.3565517753228388e-33,1.2883659078662631e-28,2.0918241502586404e-17
2.7012975918420964e-18,0.87796050676111,3.060806770666581e-20,5.677989623423502e-21,1.7830492844013682e-31,2.3490186866892505e-31,0.0,0.0,4.18064423961757e-17,3.8233069861788196e-31,2.0929377724940394e-41,2.464309962975038e-58,5.059042892465882e-42,5.592424763088283e-87,2.3379207083443287e-63,9.702237620480735e-63,7.861179147969342e-64,5.1535684922138285e-28,3.3149046233498366e-117,1.8275027848973292e-110,1.686862154148959e-101,4.202857664568595e-104,2.115841647906966e-65,4.480179909269263e-73,1.5595041371312095e-45,5.1333356798392776e-92,1.3287038597912027e-90,2.2646462187067375e-103,2.405697777488015e-138,1.6168712895605023e-110,1.2393378200438368e-44,2.2994677461105864e-117,2.51035331761687e-98,4.5248076513933084e-117,3.76,0.0,0.6386322239104976,0.999999999980506,5.2208868981567895e-42,3.054762036115008e-91,1.1524743398431978e-12,1.1524743398431984e-12,1.949396849694984e-11,5.426340121093615e-33,5.153568492214089e-28,4.1837050463883776e-17
5.402631822874609e-18,0.8779605067612974,6.121655060737225e-20,1.1356056260696703e-20,7.132269693397673e-31,9.396170335739116e-31,0.0,0.0,8.361345183496706e-17,1.5293383516976898e-30,1.6743700958950175e-40,3.9429460927205483e-57,4.0472823626406077e-41,1.789614316737986e-85,3.7407411016819388e-62,1.5523788272811935e-61,1.257808414092994e-62,2.061448375739961e-27,8.486498393255982e-115,2.3392776880241256e-108,2.1592433286806375e-99,5.379828277164078e-102,3.385408156845051e-64,1.4336852052464242e-71,1.2476181209436298e-44,3.285425098375659e-90,8.503938252690922e-89,2.898832746707398e-101,1.2317655497624639e-135,2.0696615705745736e-108,9.91482026697819e-44,5.886857066376161e-115,3.213354063522385e-96,1.1583939786328623e-114,3.76,0.0,0.638632223909345,0.9999999999610117,4.176759089378196e-41,1.9550923699173465e-89,2.304964311329285e-12,2.3049643113292874e-12,3.898820123360759e-11,2.1705762253559397e-32,2.061448375740169e-27,8.367466838558007e-17
1.0805300284939633e-17,0.8779605067616723,1.2243351652855187e-19,2.2712189535669274e-20,2.8529223900825718e-30,3.7584872558211086e-30,0.0,0.0,1.6722747070882758e-16,6.117384521214578e-30,1.339504035841533e-39,6.308753906118591e-56,3.237845128676032e-40,5.726845984641595e-84,5.985240178914784e-61,2.483822784398689e-60,2.012509275813353e-61,8.245835512999299e-27,2.1725874593837443e-112,2.9943229096284907e-106,2.7638697426467154e-97,6.886289360382071e-100,5.416702324336001e-63,4.587836898189444e-70,9.98100426803837e-44,2.1027010006437693e-88,5.442595273568298e-87,3.710560727981263e-99,6.3067632982408244e-133,2.649209282837063e-106,7.931903342437024e-43,1.507063536445674e-112,4.113158403991351e-94,2.9655439367724963e-112,3.76,0.0,0.63863222390704,0.9999999999220232,3.341427101606841e-40,1.2512734181944405e-87,4.609944254293137e-12,4.609944254293145e-12,7.79766662036759e-11,8.682493837546073e-32,8.245835513000962e-27,1.6734990422537874e-16
2.1610637209069686e-17,0.877960506762422,2.44867448849978e-19,4.542445608731908e-20,1.1411718597845729e-29,1.5033987295572124e-29,0.0,0.0,3.3445550844166014e-16,2.4469600312508582e-29,1.0716064249941118e-38,1.0094038490959043e-54,2.590283828740887e-39,1.8326155376238407e-82,9.576427950672912e-60,3.9741298291597236e-59,3.220027532876751e-60,3.2983426489414213e-26,5.561880165156554e-110,3.8327637792317947e-104,3.537777842019469e-95,8.814520414189831e-98,8.666763319366814e-62,1.4681149027539611e-68,7.984827222928374e-43,1.345737968365325e-86,3.483284978649136e-85,4.749552903373807e-97,3.229094537541373e-130,3.391015133648645e-104,6.345541598977055e-42,3.8581187251724545e-110,5.264884585947702e-92,7.591863475950053e-110,3.76,0.0,0.6386322239024299,0.9999999998440461,2.673149615962955e-39,8.008195742120237e-86,9.219904140187552e-12,9.219904140187582e-12,1.559535941308238e-10,3.473122187928333e-31,3.2983426489427523e-26,3.3470037589060057e-16
4.3221311057329784e-17,0.8779605067639216,4.897353154090979e-19,9.08489891974374e-20,4.5646932562509253e-29,6.013602596016245e-29,0.0,0.0,6.689115838477708e-16,9.787852569478659e-29,8.57286438781871e-38,1.6150487745981549e-53,2.0722302018762483e-38,5.864486212895954e-81,1.5322320093635506e-58,6.3586185725570896e-58,5.152054340662166e-59,1.3193387816988914e-25,3.07764212441128e-107,8.587997797853015e-102,5.972084298024115e-93,1.975052108375731e-95,1.3866853591362013e-60,4.6979791477947106e-67,6.387871442914167e-42,1.1380250214680447e-84,2.9456440030761942e-83,8.759380460039727e-95,2.5262886027180915e-127,6.253894322295618e-102,5.076440966681674e-41,2.1348731365302726e-107,1.1796467936784098e-89,4.200927038699163e-107,3.76,0.0,0.6386322238932096,0.999999999688092,2.138522870821526e-38,5.125260084445946e-84,1.8439823911843218e-11,1.8439823911843347e-11,3.1190744193316507e-10,1.3893432982795203e-30,1.3193387816999562e-25,6.694013191635416e-16
8.644265875384998e-17,0.8779605067669203,9.794710561924077e-19,1.8169805544494883e-19,1.825878473606011e-28,2.4054425926219076e-28,0.0,0.0,1.337823734421775e-15,3.9151435158329535e-28,6.858297029503171e-37,2.58408024978253e-52,1.6577854947488457e-37,1.8767033602331964e-79,2.4515741810436424e-57,1.0173798859391056e-56,8.243295597873081e-58,5.277358838018973e-25,7.895317740664997e-105,1.102947540920966e-99,7.687591073717104e-91,2.5365386809268183e-93,2.2186993446459444e-59,1.5033552289638407e-65,5.11030124601359e-41,7.311047732215233e-83,1.8923783858438322e-81,1.1238824381158584e-92,1.2970862792037844e-124,8.024132630851755e-100,4.061156036310221e-40,5.476757258659042e-105,1.5150083991280548e-87,1.0776967215098456e-104,3.76,0.0,0.6386322238747691,0.9999999993761836,1.7108195745585432e-37,3.280171359419551e-82,3.68796634546219e-11,3.6879663454622425e-11,6.23815105330033e-10,5.558117979396115e-30,5.277358838027495e-25,1.3388032054794138e-15
1.728853541468904e-16,0.8779605067729178,1.9589425684193073e-18,3.6339618804907094e-19,7.303516298095728e-28,9.621773628175938e-28,0.0,0.0,2.6756480346169153e-15,1.566057903257666e-27,5.48664034985878e-36,4.1345305442738536e-51,1.3262290534078445e-36,6.005873644911101e-78,3.9225215007457277e-56,1.6278086983830108e-55,1.3189281234467088e-56,2.1109444910339294e-24,2.02122033933623e-102,1.411811085857328e-97,9.841136635668324e-89,3.2468574238031604e-91,3.549921769764464e-58,4.810740211906161e-64,4.08824299484513e-40,4.67935367972759e-81,1.2111949594686714e-79,1.438597756841187e-90,6.64123660075544e-122,1.0271092238480096e-97,3.2489264349743405e-39,1.4020628828797306e-102,1.9392632732634667e-85,2.758929285694422e-102,3.76,0.0,0.6386322238378881,0.9999999987523671,1.3686561814952537e-36,2.0993114531957487e-80,7.375934253804867e-11,7.375934253805079e-11,1.247630303292536e-09,2.223840900847233e-29,2.1109444910407454e-24,2.677606977191121e-15
3.4577074493297124e-16,0.8779605067849131,3.917885715514229e-18,7.267924536937124e-19,2.921407049140495e-27,3.84871022221344e-27,0.0,0.0,5.3512966311957244e-15,6.264232601408159e-27,4.38931420007911e-35,6.615251790633398e-50,1.0609837046648133e-35,1.9221484816169153e-76,6.276038052595008e-55,2.6044951002600565e-54,2.1102860935820405e-55,8.443781584439597e-24,5.174329514049316e-100,1.8071201491456113e-95,1.2596687446481644e-86,4.1559819662250694e-89,5.679879013871866e-57,1.539437703875353e-62,3.270595773266811e-39,2.9947941472370264e-79,7.75166160410288e-78,1.8414070238563437e-88,3.4003172962666986e-119,1.3147012410883649e-95,2.599142271533354e-38,3.5892843885035326e-100,2.4822596490936864e-83,7.062865930805037e-100,3.76,0.0,0.6386322237641261,0.9999999975047346,1.0949251710358981e-35,1.3435601739010107e-78,1.4751870069637986e-10,1.4751870069638826e-10,2.4952601838928256e-09,8.90010903279421e-29,8.443781584494131e-24,5.3552145169343844e-15
5.186561357190521e-16,0.8779605067969083,5.876828985250272e-18,1.0901887197747512e-18,6.207990365453532e-27,8.1785098382808e-27,0.0,0.0,8.026945223963063e-15,1.3311494889425814e-26,1.2550697932426668e-34,2.4348523769775156e-49,3.033750915139727e-35,8.992790889128845e-76,2.3927400110506165e-54,9.629403206217113e-54,7.919513418181725e-55,1.7943040550334183e-23,2.8131934609333707e-99,9.324071685751387e-95,7.461931412521986e-86,2.144332991997975e-88,2.16545446557061e-56,7.20183351587519e-62,9.351861669682581e-39,1.4861651047269499e-78,3.8467578307223696e-77,1.0168742801426681e-87,2.4845003532712766e-118,7.305400576626893e-95,7.431923974694223e-38,1.9440960816119957e-99,1.2807765550537561e-82,3.8255220306069335e-99,3.76,0.0,0.6386322236903641,0.9999999962571026,3.130801931521138e-35,7.588146739144037e-78,2.212780588461887e-10,2.2127805884620658e-10,3.742889549168612e-09,1.8920738715209797e-28,1.7943040550490112e-23,8.0328220529975e-15
6.915415265051329e-16,0.8779605068089036,7.835772377627436e-18,1.4535849862921876e-18,1.0590101621297819e-26,1.395157631540615e-26,0.0,0.0,1.070259381291893e-14,2.2707844762376027e-26,2.647306167090752e-34,6.175313702108254e-49,6.39906046650825e-35,2.901349735812356e-75,6.437844918823104e-54,2.4614778160387274e-53,2.0765250072861427e-54,3.0608723382263374e-23,1.969104619022555e-98,5.086605903918091e-94,3.369981892331596e-85,1.169808345164696e-87,5.826316518177118e-56,2.3233640241961415e-61,1.9725788154549464e-38,6.287036439761694e-78,1.6273222314171372e-76,5.175219118144278e-87,1.5821271918826263e-117,3.769168192154564e-94,1.5676082895245004e-37,1.341371467894288e-98,6.986919325527749e-82,2.6395030553272185e-98,3.76,0.0,0.6386322236166021,0.9999999950094711,6.603768412893798e-35,2.9206361459122266e-77,2.950374169874751e-10,2.950374169875057e-10,4.9905183991201075e-09,3.2289881566704977e-28,3.060872338259227e-23,1.0710429585380465e-14
1.0373123080772946e-15,0.8779605068328941,1.1753659450212967e-17,2.1803775203512595e-18,2.1925461264372755e-26,2.8884968552789616e-26,0.0,0.0,1.6053890981885382e-14,4.701370923263721e-26,7.2306164191867215e-34,2.159537635143359e-48,1.7477824111478208e-34,1.5973824528000314e-74,2.603897703070284e-53,8.791682618944564e-53,7.910468067860775e-54,6.337149980875507e-23,4.731257861259953e-97,7.064407877695705e-93,3.4902324145050723e-84,1.6246596338418553e-86,2.3565545839486957e-55,1.278888639343628e-60,5.387726113839457e-38,5.662980898243074e-77,1.465791281144507e-75,6.673602863972754e-86,4.810787221058707e-116,5.222898082230243e-93,4.281625724527696e-37,2.991615758677306e-97,9.703334840918997e-81,5.886795730291319e-97,3.76,0.0,0.638632223469078,0.9999999925142092,1.8036941293809306e-34,2.3039623370443378e-76,4.4255613325004644e-10,4.425561332501098e-10,7.485774889589197e-09,6.690319171826847e-28,6.33714998096534e-23,1.6065644641509315e-14
1.3830830896494563e-15,0.8779605068568844,1.567154697379364e-17,2.907170056015123e-18,3.728946821913608e-26,4.9125768655979185e-26,0.0,0.0,2.140518813683571e-14,7.995800652915579e-26,1.5128872394773735e-33,5.3960976536599004e-48,3.656946445229935e-34,5.1271490346666e-74,7.053245348970297e-53,2.2253060728431678e-52,2.0772342613768654e-53,1.077783659258953e-22,2.6037063872242408e-96,3.247409552563351e-92,1.5626084797592807e-83,7.468333214732159e-86,6.3832609024882244e-55,4.1042952408217294e-60,1.1272928214882326e-37,2.233755914649269e-76,5.78179233203215e-75,3.014757272175958e-85,2.924411613639352e-115,2.4266716988093883e-92,8.958595673279101e-37,1.6079855702996145e-96,4.460477653160855e-80,3.164137269937096e-96,3.76,0.0,0.6386322233215539,0.9999999900189492,3.7739317007491397e-34,8.819678963466635e-76,5.90074849481278e-10,5.900748494813858e-10,9.981029485028845e-09,1.1387143189441002e-27,1.0777836592777493e-22,2.1420859684104966e-14
