Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511)
1.8597682538491604e-06,0.7991983197223949,3.7367408685452836e-06,1.5012024796545158e-06,4.292595739258382e-07,7.723333842403332e-06,0.0,0.0,5.053212219778144e-06,7.0677247204642076e-09,9.07240286210333e-07,1.551020035632974e-07,2.1577598138820107e-07,6.407729647535297e-19,8.67866487607893e-14,1.4727390278866024e-09,1.7665585680336262e-06,1.5659420673745906e-05,2.7478092715685053e-11,2.380437595979813e-12,5.707341036917758e-16,6.192389024064866e-17,6.765163894977794e-10,3.6634137020512655e-12,3.9411950833907547e-11,3.995056066261066e-12,9.978301774580694e-18,2.3183195043497073e-12,6.0765690297065746e-12,9.128813200146304e-14,1.0859509730029973e-10,5.17898246422269e-16,3.441373438515433e-16,4.6760433067516824e-14,3.76,0.0,0.7261121780652139,0.9987450039127275,4.345029243691057e-06,1.2841357478180008e-06,0.09520486450267157,0.09534013231119749,0.001230528834457267,2.0281591428752415e-11,1.5097918263166078e-05,1.1719047306520447e-05,5.468596017450629e-05,3.9443569843313175e-10,4.921921270972699e-10,1.706915874316802e-07,6.28456621580575e-08,4.976644097419373e-09,6.075895519481039e-10,8.085488833880963e-06,1.6706312122114403e-07,3.3975810611844986e-07,5.525904684042921e-06,8.254076392600895e-06,2.435903736942884e-07,2.6247469000169014e-08,2.0306616532309065e-07,1.9523716035113826e-08,7.165998985683179e-07,1.5787998081673446e-07,1.6734499216050737e-10,3.9445376968134354e-15,6.071418462636286e-10,1.1130798718074777e-11,4.337574962448646e-08,7.66829853512679e-11,6.31427024109993e-16,8.048886692948112e-11,6.638234904558571e-10,3.5368693390611775e-12,7.187335351646162e-11,1.0151033403847801e-14,5.331146235395899e-09,2.0587367217591584e-10,7.04524680596966e-08,1.3125897340287378e-14,6.379079751462392e-11,2.7700177238687064e-11,1.630009751344426e-11,4.675656115567622e-11,4.4455551668616915e-09,2.4550674920675133e-15,2.0290377199670048e-10,2.6489801863145323e-09,9.483103559255568e-10,6.672759972273095e-11,3.4874072787200776e-15,1.4187042243376142e-15,7.64898619167493e-18,3.106871539715349e-21,1.9236819273226954e-11,7.559536941889716e-15,4.743556459883663e-14,2.751944043505149e-06,1.0329332292609961e-11,1.6836208558838573e-13,4.231520508007396e-06,2.032025639184944e-16,1.6169084175191139e-09
1.9076257505421974e-06,0.799522728659894,3.886940453919839e-06,1.561535410050395e-06,4.478918357825072e-07,8.230213419745385e-06,0.0,0.0,5.2294334061331965e-06,7.433747842590464e-09,1.0049426148001627e-06,1.632310048751376e-07,2.3205516356519386e-07,7.040690891919315e-19,9.169151857195998e-14,1.5284872587380605e-09,1.7932193060784124e-06,1.648236181265787e-05,3.0603014130010715e-11,2.569144618451182e-12,6.586178723617379e-16,6.602310843195595e-17,6.780696820551342e-10,4.001065283197039e-12,4.003634287469829e-11,4.562126473026411e-12,1.096034016356791e-17,2.463120387243279e-12,6.443478113992196e-12,9.409358414585063e-14,1.1612361364099087e-10,5.652605262241446e-16,3.768354600544751e-16,5.2640397390785576e-14,3.76,0.0,0.7238105698787357,0.9987437599386546,4.654136866687915e-06,1.3396861179647303e-06,0.09750086240452734,0.09764315432515101,0.00123052724409231,2.076233589815266e-11,1.5868269403275236e-05,1.2183078274872671e-05,5.7487857198276486e-05,4.099082580895361e-10,5.182957962919622e-10,1.7747578823839887e-07,6.583687559698692e-08,5.515879029238162e-09,6.233337157196862e-10,8.500443328558112e-06,1.736247484423597e-07,3.534946755774395e-07,5.924125418209341e-06,8.80295980521768e-06,2.611034291836882e-07,2.8181909273580132e-08,2.1922754439941761e-07,2.0782978961385417e-08,7.862265121084551e-07,1.6310953703412682e-07,1.8064028830571222e-10,4.257464004911732e-15,6.543101481566221e-10,1.1981898305928087e-11,4.8190277627189797e-08,7.967311965090335e-11,6.814698895174013e-16,8.429818251977933e-11,7.412185219515791e-10,3.7506868388737445e-12,7.883993012558872e-11,1.1135257344025302e-14,5.662555920777623e-09,2.204915889017193e-10,7.68744432610488e-08,1.4053101113865069e-14,6.630276987970757e-11,3.0405051659903303e-11,1.7390388865093265e-11,4.991678051456008e-11,4.873873630119135e-09,2.690577683572574e-15,2.288081347206341e-10,2.7689044141528737e-09,1.0661699720020715e-09,7.324495518911962e-11,3.6183068485921515e-15,1.4718444657997133e-15,8.723587423961646e-18,3.5845553884237885e-21,2.0007286654340368e-11,8.06776971370318e-15,5.1701487498145524e-14,2.8157214461740247e-06,1.1740684498652068e-11,1.9386111634358073e-13,4.50943195238467e-06,2.3451454098372405e-16,1.6540558052706624e-09
1.9554832472352342e-06,0.7998461268843193,4.039195631675558e-06,1.6220158551172756e-06,4.667948163365464e-07,8.756287530725216e-06,0.0,0.0,5.410107367560067e-06,7.811267119266891e-09,1.1098134376415433e-06,1.7174150582377475e-07,2.4897665553086153e-07,7.728196652149852e-19,9.686648668482138e-14,1.5859673812961688e-09,1.8194775282302065e-06,1.732693064043718e-05,3.3982520221861675e-11,2.767265467169752e-12,7.580993296941893e-16,7.028138633552544e-17,6.797264651489138e-10,4.359406808919722e-12,4.0653496449161766e-11,5.1907948354986025e-12,1.2006536226074408e-17,2.612654010162682e-12,6.821065301793051e-12,9.689503170246327e-14,1.2394994932841305e-10,6.152308945860022e-16,4.114135096721022e-16,5.904718683564743e-14,3.76,0.0,0.7215162146600287,0.9987424799547128,4.976114247469334e-06,1.3960052005793077e-06,0.09978945941753319,0.09993895286372963,0.0012305256095988724,2.1241139613138418e-11,1.6657061527970117e-05,1.2652295873387946e-05,6.035725744636961e-05,4.2554385352117e-10,5.450515033416035e-10,1.8433634360530106e-07,6.889330556584767e-08,6.097874373780504e-09,6.390832782885828e-10,8.925500799764419e-06,1.803317769319505e-07,3.6739093146207193e-07,6.340799626255799e-06,9.3734908623394e-06,2.793449484791624e-07,3.019901327654665e-08,2.3612463764222722e-07,2.20883514146386e-08,8.602201647473497e-07,1.6840036786904713e-07,1.9453564118786222e-10,4.5844905335926875e-15,7.038490981463008e-10,1.2875052715723938e-11,5.3385009381609225e-08,8.272831884640992e-11,7.337651854337231e-16,8.82416900935149e-11,8.248706104728633e-10,3.971874253255182e-12,8.624057816959493e-11,1.2180873523005188e-14,6.005889072755012e-09,2.3570312219719743e-10,8.37042931229041e-08,1.5017466178419095e-14,6.884140932534253e-11,3.330006368985324e-11,1.852395304852245e-11,5.319720502367932e-11,5.328652883923167e-09,2.940509165032022e-15,2.571256188432004e-10,2.891153768941461e-09,1.1953294985204304e-09,8.020581056067576e-11,3.753299213032407e-15,1.5266198452545622e-15,9.913804395301606e-18,4.119895035868283e-21,2.07862147073655e-11,8.595064965737151e-15,5.624178930697754e-14,2.87914766240451e-06,1.3306165926634019e-11,2.224594027650011e-13,4.798054561850321e-06,2.6972570846739386e-16,1.6909672292400804e-09
2.003340743928271e-06,0.8001685176807201,4.19346698486857e-06,1.682619370754984e-06,4.859643853485566e-07,9.301759981504402e-06,0.0,0.0,5.595393125724121e-06,8.200625157536562e-09,1.222127538671097e-06,1.8064666038394844e-07,2.6654065217115565e-07,8.47418970671024e-19,1.0232289241018463e-13,1.6451612417273416e-09,1.845361885545158e-06,1.819316356977483e-05,3.762929003770024e-11,2.9749984771368548e-12,8.704253470776783e-16,7.470119419182844e-17,6.814857179951497e-10,4.739081685367514e-12,4.1264126030498225e-11,5.885747867576883e-12,1.311909605646786e-17,2.7669487003781036e-12,7.2093104823099e-12,9.969367027152797e-14,1.3207707238189183e-10,6.678591529865275e-16,4.479090770585387e-16,6.600913875360145e-14,3.76,0.0,0.719229089276413,0.9987411635773478,5.3111223571559535e-06,1.4530794516996744e-06,0.1020706783628775,0.10222755072904452,0.0012305239305033253,2.1718011454039224e-11,1.7464250512965136e-05,1.3126493844461568e-05,6.329398216974258e-05,4.413353879538076e-10,5.724575239959268e-10,1.9127022681899369e-07,7.201555942115055e-08,6.7247469249051445e-09,6.548382922676686e-10,9.360644296586483e-06,1.8718564947636706e-07,3.8144062619122854e-07,6.776296255981858e-06,9.965909700190037e-06,2.9832263446172217e-07,3.229969113702138e-08,2.5376429810127813e-07,2.344015971899016e-08,9.38698927544356e-07,1.737531281087168e-07,2.090360981552271e-10,4.9257355149123665e-15,7.558111485647496e-10,1.3811170802650858e-11,5.897804227597609e-08,8.584920872672454e-11,7.883317592837975e-16,9.231883783108762e-11,9.150558701836321e-10,4.200538214326799e-12,9.408671311993816e-11,1.3289506577473509e-14,6.361235990402489e-09,2.5151236775329516e-10,9.095678002416148e-08,1.6019213181964996e-14,7.140555927740994e-11,3.639403532075643e-11,1.9701275755057255e-11,5.6598522232390374e-11,5.810574667948992e-09,3.2052216471695148e-15,2.879974725125208e-10,3.0157004641012134e-09,1.3365591942013542e-09,8.76276979543366e-11,3.8923356110952605e-15,1.5830109709095029e-15,1.1228361810324154e-17,4.7179981448308214e-21,2.157324177668111e-11,9.141513168157939e-15,6.106726643924294e-14,2.9422230037585075e-06,1.503855082066364e-11,2.544438835926991e-13,5.0974923694483655e-06,3.0921070026872406e-16,1.727643285899497e-09
2.051198240621308e-06,0.8004899043222342,4.349715346151698e-06,1.7433244587451022e-06,5.053966388556816e-07,9.866828402345919e-06,0.0,0.0,5.785448497249794e-06,8.602179963692721e-09,1.3421597277506588e-06,1.899595669354675e-07,2.84747220603309e-07,9.282807492299707e-19,1.0807211983788612e-13,1.7060512118031891e-09,1.8709002155785214e-06,1.9081096101759697e-05,4.155622734266913e-11,3.1925398651326016e-12,9.96944768857698e-16,7.928508975289102e-17,6.833464492799632e-10,5.140734368645085e-12,4.18689297477198e-11,6.651875788943473e-12,1.4300265380728085e-17,2.9260350015051358e-12,7.608198790491867e-12,1.0249081408319706e-13,1.4050788891385612e-10,7.2319516869159e-16,4.863596433375271e-16,7.355511451395166e-14,3.76,0.0,0.7169491706783319,0.9987398104245537,5.659318882888972e-06,1.5108962507886668e-06,0.10434454198974569,0.1045089706502376,0.0012305222063339592,2.2192960249441192e-11,1.8289792924751846e-05,1.3605470208552758e-05,6.629785291364714e-05,4.572759208525185e-10,6.005121368113903e-10,1.9827447354892797e-07,7.520433138860312e-08,7.3986460465036865e-09,6.705988109941429e-10,9.805857102277917e-06,1.941877266627493e-07,3.956376376937048e-07,7.230979240669596e-06,1.0580446866047662e-05,3.180439479942905e-07,3.4484823655889316e-08,2.721530349841977e-07,2.4838707759292183e-08,1.0217789552574615e-06,1.791685299064119e-07,2.241464141371995e-10,5.281310339681794e-15,8.102479713790497e-10,1.479114779163773e-11,6.49877660861184e-08,8.90363776145965e-11,8.451873687437802e-16,9.652907451259824e-11,1.0120510817288433e-09,4.43679017976515e-12,1.0238954164993903e-10,1.4462752609446457e-14,6.728681088931329e-09,2.679229974364939e-10,9.864675656390363e-08,1.7058535602385484e-14,7.399408847412827e-11,3.9696062234850984e-11,2.0922823369081448e-11,6.012135328969377e-11,6.320307670362655e-09,3.4850671548709106e-15,3.2156800917352806e-10,3.1425169625267805e-09,1.4906601681385012e-09,9.55283498512615e-11,4.035368579305823e-15,1.6409989949355915e-15,1.2676361635858347e-17,5.384262126153546e-21,2.2368013936861113e-11,9.70719400767451e-15,6.618885984659576e-14,3.0049477985947626e-06,1.6951342659263038e-11,2.901198387682176e-13,5.4078442345068275e-06,3.533697270608631e-16,1.7640845783049124e-09
2.0990557373143447e-06,0.8008102900701528,4.507901886643518e-06,1.8041123034177034e-06,5.250878884535196e-07,1.0451684332732966e-05,0.0,0.0,5.980430057950485e-06,9.016304724160016e-09,1.4701847937735354e-06,1.9969326863387992e-07,3.0359633259910384e-07,1.015838529391848e-18,1.1412559591271917e-13,1.7686202354406914e-09,1.8961195640493943e-06,1.999076286454751e-05,4.57764566868925e-11,3.4200837432218097e-12,1.1391140006156254e-15,8.403572238422067e-17,6.853076999455206e-10,5.565010503412479e-12,4.246858988268749e-11,7.494273941364386e-12,1.5552333934800577e-17,3.0899458334091486e-12,8.017721016339453e-12,1.0528788529024623e-13,1.49245248378764e-10,7.81289096847437e-16,5.268027566844538e-16,8.171450113891037e-14,3.76,0.0,0.7146764358987024,0.9987384201159415,6.020858399100508e-06,1.569443871941966e-06,0.10661107297552533,0.10678323528374795,0.0012305204366209518,2.2665994775782164e-11,1.913364601280357e-05,1.408902734477023e-05,6.936869151958633e-05,4.733586702541711e-10,6.292136231705656e-10,2.0534618306993715e-07,7.846040234781106e-08,8.121751750282849e-09,6.863648884837791e-10,1.026112272470328e-05,2.0133929007326554e-07,4.0997597222383817e-07,7.705207582096489e-06,1.1217323517867184e-05,3.3851612258315535e-07,3.67552640730768e-08,2.912970425987218e-07,2.6284277863142288e-08,1.1095745359807748e-06,1.8464734406539113e-07,2.3987107651114436e-10,5.6513201395965305e-15,8.672104614452444e-10,1.5815865364955057e-11,7.143285777659481e-08,9.229037789086658e-11,9.043487746362156e-16,1.0087185428279672e-10,1.1161335219067734e-09,4.680746419282184e-12,1.1116006715649674e-10,1.5702179997900015e-14,7.1083031287802296e-09,2.8493827140884947e-10,1.0678915725138856e-07,1.813560057618938e-14,7.660589136159415e-11,4.3215525323781894e-11,2.218904336616923e-11,6.376625621437685e-11,6.85850789758195e-09,3.780390251992824e-15,3.5798451467684875e-10,3.271576021836942e-09,1.6584646360168814e-09,1.0392569443669546e-10,4.182352084418216e-15,1.7005656578221557e-15,1.4267286265714957e-17,6.124381042334727e-21,2.317018513269767e-11,1.0292176938655141e-14,7.161765249118115e-14,3.0673223921249333e-06,1.9058796602840228e-11,3.298115164639207e-13,5.729203952663979e-06,4.0262960585657305e-16,1.800291716137847e-09
2.1469132340073816e-06,0.8011296781739975,4.667988196885093e-06,1.864966524176522e-06,5.45034650924922e-07,1.1056513316813996e-05,0.0,0.0,6.180493115605767e-06,9.443387592137992e-09,1.6064774701496667e-06,2.0986075420231116e-07,3.230878923210198e-07,1.110545936879358e-18,1.2049478908951768e-13,1.832851863176594e-09,1.9210462059782114e-06,2.09221976543094e-05,5.0303319758971693e-11,3.657822132300382e-12,1.2985027380852222e-15,8.895583694334494e-17,6.873685451578746e-10,6.012557076109578e-12,4.30637733622957e-11,8.41824429229499e-12,1.68776397991988e-17,3.2587166409500497e-12,8.437873976548503e-12,1.0808640419152096e-13,1.5829194842664667e-10,8.421915831982348e-16,5.692761938595998e-16,9.051721520609557e-14,3.76,0.0,0.7124108620522795,0.9987369922727906,6.395892530410897e-06,1.6287114559168894e-06,0.10887029392600082,0.10905036721357576,0.0012305186208966439,2.313712375799492e-11,1.9995767702270425e-05,1.4576972054883964e-05,7.250632012722975e-05,4.895770145447138e-10,6.585602673011161e-10,2.124825192391865e-07,8.178463955194639e-08,8.896272790057408e-09,7.021365793869603e-10,1.0726424887156371e-05,2.086415455282959e-07,4.244497666541522e-07,8.199335442484044e-06,1.1876751627518362e-05,3.597461782016606e-07,3.9111839735264877e-08,3.112022270171976e-07,2.777713169431155e-08,1.2021981435715736e-06,1.901904012690985e-07,2.562143280121296e-10,6.035864323475002e-15,9.26748742295917e-10,1.6886191789939834e-11,7.833227653945358e-08,9.561172753820937e-11,9.658318264139723e-16,1.0534664062847057e-10,1.2275808127785215e-09,4.9325279800365515e-12,1.2040909554490365e-10,1.7009330247968876e-14,7.500175449118204e-09,3.0256105041755804e-10,1.1539899040514957e-07,1.9250549735405903e-14,7.923988839788238e-11,4.696210274078071e-11,2.350036471882995e-11,6.753372917358266e-11,7.425819058560095e-09,4.091528271530281e-15,3.973971571933007e-10,3.402850735983009e-09,1.8408361582994613e-09,1.1283785106828452e-10,4.333241611280417e-15,1.7616933206520381e-15,1.6011001485953888e-17,6.944352415207969e-21,2.397941728994962e-11,1.0896521734072475e-14,7.736486709885793e-14,3.129347146464765e-06,2.137594196650529e-11,3.7386275916773144e-13,6.061660367596995e-06,4.574447997279255e-16,1.8362653157439654e-09
2.1947707307004184e-06,0.801448071871585,4.8299363600189124e-06,1.92587294419369e-06,5.652336382702214e-07,1.1681495008049736e-05,0.0,0.0,6.385791690172184e-06,9.883831480660822e-09,1.7513124109804233e-06,2.2047495907061354e-07,3.4322175982580837e-07,1.2128770052353609e-18,1.271912083682515e-13,1.8987302737661383e-09,1.9457056663185325e-06,2.187543347772917e-05,5.51503720147339e-11,3.905944975678905e-12,1.4767998351178054e-15,9.404827743719474e-17,6.895280957137925e-10,6.484022581213624e-12,4.3655132246805345e-11,9.429296832258493e-12,1.8278573685746135e-17,3.4323855324323102e-12,8.868660851462431e-12,1.1088798030069032e-13,1.67650739408801e-10,9.059539506631002e-16,6.138181128143e-16,9.999370888896282e-14,3.76,0.0,0.710152426335036,0.9987355265180836,6.784570106450811e-06,1.6886889829642342e-06,0.11112222737554052,0.11131038895154473,0.0012305167586955156,2.3606355870574807e-11,2.0876116587114425e-05,1.5069115611858666e-05,7.571056117628981e-05,5.059244937081187e-10,6.885503562943747e-10,2.1968071124351576e-07,8.517799628541083e-08,9.724444777283127e-09,7.179139389465567e-10,1.1201747519557636e-05,2.160956263582943e-07,4.3905329027777104e-07,8.713712243953434e-06,1.255893418693337e-05,3.8174093431395226e-07,4.155535366855708e-08,3.318742305742565e-07,2.9317511181779638e-08,1.299760491977884e-06,1.9579859325800899e-07,2.7318018776815566e-10,6.435037069081308e-15,9.889121741590569e-10,1.8002982081951816e-11,8.570525904537288e-08,9.900091167714327e-11,1.0296515402495155e-15,1.0995290966187428e-10,1.3466707885125335e-09,5.192260612338141e-12,1.3014724119061996e-10,1.8385718865897182e-14,7.90436620102303e-09,3.2079380821272543e-10,1.2449133026317142e-07,2.0403500049147616e-14,8.189502627018594e-11,5.094578248001589e-11,2.4857198308427914e-11,7.142421376297115e-11,8.022872958072347e-09,4.4188115485851245e-15,4.399588999673535e-10,3.536314573292498e-09,2.0386698610935664e-09,1.2228312587212705e-10,4.487994223272538e-15,1.8243649876666956e-15,1.7917759249624678e-17,7.850483872463239e-21,2.4795380398106377e-11,1.1520279034679131e-14,8.344186423294586e-14,3.1910224406803925e-06,2.3918604713065375e-11,4.2263762849896495e-13,6.405297484091005e-06,5.182984673169599e-16,1.872006000168703e-09
2.242628227393455e-06,0.8017654743891055,4.993709017412222e-06,1.9868193753916166e-06,5.856817481831728e-07,1.232680328196724e-05,0.0,0.0,6.596478500365673e-06,1.033805386263722e-08,1.9049641763156947e-06,2.3154876679162109e-07,3.639977707887095e-07,1.3233264741218666e-18,1.3422640239000375e-13,1.9662402844321434e-09,1.970122740104101e-06,2.2850502595385194e-05,6.033137956869652e-11,4.164640152699992e-12,1.6758193087240873e-15,9.931599044163213e-17,6.917854988125691e-10,6.9800571990247416e-12,4.424330421405439e-11,1.0533150872539083e-11,1.9757583168494037e-17,3.6109934085985813e-12,9.310091490280417e-12,1.1369430418678946e-13,1.7732432857131716e-10,9.72628384271613e-16,6.604671961572818e-16,1.1017497800102769e-13,3.76,0.0,0.7079011060235516,0.9987340224765313,7.187037308959286e-06,1.7493672464437103e-06,0.11336689578727695,0.11356332293756206,0.001230514849554027,2.4073699736941173e-11,2.177465192363623e-05,1.5565273794083814e-05,7.898123740835984e-05,5.223948100902244e-10,7.191821801235373e-10,2.2693805413447612e-07,8.864151146277306e-08,1.060852832219233e-08,7.336970229575885e-10,1.1687074750031213e-05,2.2370259669306959e-07,4.5378094615608363e-07,9.248682774135514e-06,1.3264065416476437e-05,4.0450702214091824e-07,4.408658606021491e-08,3.533184543181154e-07,3.0905639432815525e-08,1.402370590659029e-06,2.014728739537614e-07,2.9077247056943146e-10,6.848927774049604e-15,1.0537493639145028e-09,1.9167078198765265e-11,9.357131488259453e-08,1.024583841190051e-10,1.095822171020439e-15,1.1469015245465684e-10,1.4736813782375877e-09,5.460074690455388e-12,1.4038493300681006e-10,1.983283624875938e-14,8.320938583339367e-09,3.396386440532597e-10,1.3408130930521994e-07,2.1594544669674062e-14,8.457027803190832e-11,5.5176875476135096e-11,2.625993734187451e-11,7.543809828194791e-11,8.650289894014645e-09,4.7625636586049326e-15,4.858254169147508e-10,3.6719414110634605e-09,2.2528926404591256e-09,1.3228000746540125e-10,4.64656860159628e-15,1.888564315210652e-15,1.9998200279915048e-17,8.849399775070577e-21,2.5617752566803962e-11,1.2163490896488431e-14,8.986014062289027e-14,3.2523486708297847e-06,2.6703429961460943e-11,4.765210284532284e-13,6.760194582096765e-06,5.857035217681104e-16,1.9075143991899055e-09
2.290485724086492e-06,0.8020818889411953,5.159269426932235e-06,2.0477954196306386e-06,6.063760550009291e-07,1.2992606355980646e-05,0.0,0.0,6.812704955631947e-06,1.080648657836605e-08,2.067707225008825e-06,2.4309501066854733e-07,3.854157529057582e-07,1.4424100775703397e-18,1.4161195879259612e-13,2.0353673540797397e-09,1.9943215121316575e-06,2.384743656544901e-05,6.586031633608198e-11,4.43409349238581e-12,1.8975064790517413e-15,1.047620283230385e-16,6.941399382269718e-10,7.50131298360758e-12,4.4828913038728694e-11,1.173573624967165e-11,2.131717685566208e-17,3.794584082972882e-12,9.762182687368098e-12,1.1650714004305094e-13,1.8731538396527936e-10,1.0422680992076251e-15,7.0926278553818e-16,1.2109257191115837e-13,3.76,0.0,0.7056568784744209,0.9987324797745808,7.603437811532163e-06,1.8107378272027917e-06,0.11560432155328317,0.115809191539877,0.0012305128930108896,2.453916392992513e-11,2.26913336243507e-05,1.6065266906495613e-05,8.231817186871619e-05,5.389818287296509e-10,7.504540316614873e-10,2.3425190916870513e-07,9.217630917230479e-08,1.1550807204590715e-08,7.494858877287197e-10,1.2182390896861285e-05,2.3146345474212794e-07,4.686272720483175e-07,9.804587296700485e-06,1.3992330974869466e-05,4.2805089621569074e-07,4.6706295654503754e-08,3.7554007854549134e-07,3.2541721625902445e-08,1.5101358004056062e-06,2.0721426053134883e-07,3.0899480449463787e-10,7.277621468511886e-15,1.12130817671128e-09,2.0379309260707202e-11,1.0195022216241773e-07,1.0598456892119863e-10,1.1643572781724548e-15,1.195578768328123e-10,1.6088905032903166e-09,5.736105132606221e-12,1.5113242053336226e-10,2.135214857754914e-14,8.749951079730406e-09,3.5909729526231415e-10,1.441841107878718e-07,2.282375377939204e-14,8.726464316822785e-11,5.966602921643018e-11,2.7708957771731484e-11,7.957572099772504e-11,9.308679054457903e-09,5.123101652994113e-15,5.351550110588018e-10,3.809705566873866e-09,2.484463350919244e-09,1.4284716280412666e-10,4.808925058252279e-15,1.9542756126847787e-15,2.2263356509504968e-17,9.948047792341314e-21,2.64462200591305e-11,1.2826191335193805e-14,9.663132772757605e-14,3.3133262499993993e-06,2.9747904506071166e-11,5.359193267887216e-13,7.126426331436407e-06,6.602036987149674e-16,1.942791149347524e-09
2.338343220779529e-06,0.8023973187310116,5.326581514126173e-06,2.1087922858491775e-06,6.273138011455638e-07,1.36790669152614e-05,0.0,0.0,7.034621152604152e-06,1.1289575650933667e-08,2.2398159138161304e-06,2.551264755369486e-07,4.07475539398255e-07,1.5706648368669652e-18,1.4935950398729222e-13,2.1060975804301467e-09,2.01832537619867e-06,2.48662662872048e-05,7.175136141353142e-11,4.714488787111709e-12,2.1439442419704636e-15,1.1038955230293365e-16,6.965906341650575e-10,8.048444059610578e-12,4.541256906710428e-11,1.3043194443099693e-11,2.295992850624818e-17,3.9832043943446335e-12,1.022495843243398e-11,1.1932831894568895e-13,1.9762653810397707e-10,1.1149274900061446e-15,7.602450073169767e-16,1.3277860520003905e-13,3.76,0.0,0.7034197211236706,0.9987308980404179,8.033912912417762e-06,1.8727930686983382e-06,0.11783452699474499,0.11804801705533693,0.0012305108886070477,2.5002756973228228e-11,2.3626122252171826e-05,1.6568919789773115e-05,8.572118790808546e-05,5.556795772858331e-10,7.823642066982648e-10,2.416197039709968e-07,9.578359816748912e-08,1.2553586578032879e-08,7.652805900456297e-10,1.2687680460825923e-05,2.393791360403029e-07,4.835869409594359e-07,1.0381761665674558e-05,1.4743908170046116e-05,4.5237884527647947e-07,4.9415221068060914e-08,3.985440815550054e-07,3.4225945923097244e-08,1.6231618889529697e-06,2.130238344402971e-07,3.2785064700041817e-10,7.721199191034982e-15,1.1916357489853463e-09,2.164049179208598e-11,1.1086202327143835e-07,1.0957986190440496e-10,1.2352697852485538e-15,1.2455560892370833e-10,1.752575987304261e-09,6.020491290846053e-12,1.6239977998382335e-10,2.2945098705316444e-14,9.191457691228433e-09,3.791711497957767e-10,1.5481496149212386e-07,2.4091175434769175e-14,8.9977147595243e-11,6.442424185739435e-11,2.9204618718442464e-11,8.383737339240847e-11,9.998638910762771e-09,5.500736289084705e-15,5.881085357791344e-10,3.949581826782627e-09,2.734372978943429e-09,1.5400343315447437e-10,4.97502552793115e-15,2.021483840886219e-15,2.4724653362552305e-17,1.1153705311324297e-20,2.728047730352681e-11,1.3508406865693364e-14,1.0376719057946998e-13,3.373955608336106e-06,3.307037934266526e-11,6.012609742866905e-13,7.504062906837078e-06,7.423746329596142e-16,1.9778368939704035e-09
