Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511)
7.003573863116308e-08,0.7863085606024142,1.515390423543817e-08,6.233784550505753e-10,4.6333225729848414e-10,1.0951407679592227e-09,0.0,0.0,1.729437956876309e-07,1.2157557839959485e-11,9.63868638280482e-11,2.719810112506591e-09,9.234291014314014e-13,1.5776287282457212e-22,1.6904510576609163e-15,6.550350015649907e-10,1.1093797797589942e-07,2.2505220430634633e-08,2.300362123632665e-18,3.579291611852386e-17,2.3610294827743016e-19,7.051737033400316e-19,6.919694262388967e-10,2.015680604412688e-17,2.1204597911229953e-12,1.3736974727132525e-20,1.4524476895336183e-22,4.202727492487126e-16,7.255296211384322e-16,1.6382361866702362e-16,1.960774235492414e-14,1.362285464607376e-22,2.3610077569463272e-23,4.0947202273902288e-22,3.76,0.0,0.8176197733946947,0.9987692400153445,1.563623536961628e-10,2.6611117274145363e-09,0.0038051362003022663,0.00380533447120844,0.0012305610346668471,8.206672601474462e-13,2.2403452944934286e-08,1.761469148409834e-07,8.004307545720925e-08,5.830942397292842e-12,2.197904468472273e-13,2.2964818114779533e-09,1.1288005421724271e-10,6.532360447665575e-14,2.229270219346985e-11,1.1836906826695847e-08,3.5757783930673457e-09,2.9069718981441017e-09,2.8489291485364223e-09,3.929441983915074e-09,3.08826357224567e-11,1.2998236101335272e-12,2.492918755280511e-12,1.0855095210236762e-11,3.7473697613108154e-13,4.314417607013851e-09,1.663178064213841e-15,4.2972929437436076e-20,4.4876771548390196e-14,1.8222963130554314e-15,1.370197906958416e-14,1.5656470938206557e-12,7.302506268598757e-21,2.7301736141012952e-11,3.014135141988364e-17,8.566491926820139e-15,3.1478999336505175e-17,4.879213632386752e-21,1.1683720469481783e-11,1.167936499621801e-14,1.9207047556292682e-12,7.027750588275126e-19,8.396578923975044e-13,8.316968700811135e-17,5.57331912673819e-15,4.3714323977511316e-15,3.286242837401594e-15,1.7986340815392242e-21,5.614521128701259e-18,4.495325461841908e-11,8.448377397908186e-16,2.1890005144098427e-16,1.3630259630815312e-15,6.253219113114711e-16,6.255389357180661e-26,3.994524803164986e-30,1.606079322810468e-13,6.602698972326854e-19,7.022628503069902e-18,1.1330818706122935e-07,5.421860884876442e-18,5.9506928252027424e-21,2.6290185294858576e-09,6.543389517261298e-24,5.340282482677382e-11
7.208724311903331e-08,0.7863242167985646,1.602532186503009e-08,6.737122009107878e-10,4.982687032064883e-10,1.1926142454764896e-09,0.0,0.0,1.7799417604804292e-07,1.2875527776126967e-11,1.0053630654761522e-10,2.835879653110935e-09,1.0254997499562134e-12,1.669041484820916e-22,1.751155613374146e-15,6.563977371001665e-10,1.1410665308595337e-07,2.3840872636398975e-08,2.697524739340276e-18,3.992708472721615e-17,2.5010716881501694e-19,7.306897684933748e-19,6.92235928737564e-10,2.216005905371331e-17,2.190920006007375e-12,1.6366535664495645e-20,1.5890718224017236e-22,4.525155921652356e-16,7.903088873510303e-16,1.7647725755418184e-16,2.072506472215165e-14,1.5533606863899746e-22,2.7364138729526326e-23,4.801051632134364e-22,3.76,0.0,0.8175085656738114,0.9987692334675229,1.7220498974765308e-10,2.8178620732249414e-09,0.003916327565404329,0.0039165375357940535,0.0012305610237026076,8.447305405906926e-13,2.373383595496782e-08,1.8147011087594872e-07,8.479797559058675e-08,6.012831194804825e-12,2.38033416850868e-13,2.3737591855748916e-09,1.1955052316865402e-10,7.10275017638769e-14,2.2959978388046107e-11,1.254075780985961e-08,3.7061320918988166e-09,3.0413001109652384e-09,3.028854919943295e-09,4.2020522121835055e-09,3.296857820096606e-11,1.4129603586924281e-12,2.729504066979315e-12,1.140605758584618e-11,4.2850715626891033e-13,4.442811479636136e-09,1.8317686648888554e-15,4.7212207431939196e-20,4.9007771504771515e-14,1.956833928862827e-15,1.5664928493296398e-14,1.6262143441295294e-12,8.010314317081096e-21,2.7360301453527626e-11,3.5004884223305774e-17,8.898312566588905e-15,3.6179944891835295e-17,5.583356234488485e-21,1.2260491513441261e-11,1.2849034439815514e-14,2.1003898407809816e-12,7.749141943395429e-19,8.689690471278615e-13,9.416858035773794e-17,6.018128235226142e-15,4.799692762124319e-15,3.707548384821756e-15,2.0304554321510756e-21,6.4920888435513745e-18,4.598479850223852e-11,9.514374627501486e-16,2.4504510912502457e-16,1.384490017769645e-15,6.281425182957819e-16,7.386370292376058e-26,4.791227382212053e-30,1.6826824390947228e-13,7.268604020598314e-19,7.491616304136319e-18,1.1661548552109884e-07,6.110970529694366e-18,6.89747503553911e-21,2.7937134117200083e-09,7.585387831571749e-24,5.5374980154714115e-11
7.413874760690355e-08,0.7863398708894147,1.6917125888713793e-08,7.265376937213804e-10,5.34685475630804e-10,1.2954650710189302e-09,0.0,0.0,1.8304376533261886e-07,1.3613825206831447e-11,1.0470227819593548e-10,2.952178857814466e-09,1.136025984203431e-12,1.763106182877284e-22,1.811966661799264e-15,6.575618378916726e-10,1.1727083827011047e-07,2.5214912436150767e-08,3.148779207235159e-18,4.439646827084459e-17,2.643350838671745e-19,7.555068862783756e-19,6.924510487729133e-10,2.4299932635869506e-17,2.2612904294309462e-12,1.9417537199095096e-20,1.7336064538704493e-22,4.861835689887392e-16,8.5878283302356265e-16,1.896631316801192e-16,2.187198931423526e-14,1.7657246289504169e-22,3.1596933958008456e-23,5.606478790672809e-22,3.76,0.0,0.8173973730492015,0.9987692268792896,1.8917485232835778e-10,2.97901565818372e-09,0.004027503609528055,0.004027725612986041,0.0012305610126889688,8.6878954681877e-13,2.510250678404277e-08,1.868050911235319e-07,8.968988189433623e-08,6.195110783003325e-12,2.5717295473479954e-13,2.451225974852556e-09,1.2641015722025931e-10,7.706016410643233e-14,2.3627262769730272e-11,1.3264906642108738e-08,3.8366098988719924e-09,3.1770368626250433e-09,3.214622635984246e-09,4.484633669323389e-09,3.5139054222052937e-11,1.5323697773747198e-12,2.9815312600729697e-12,1.1972059956319528e-11,4.881802172423677e-13,4.571319780515855e-09,2.012094853504881e-15,5.173891891832271e-20,5.338279969252753e-14,2.097360394467764e-15,1.78437614322789e-14,1.6868555833519399e-12,8.765302656404554e-21,2.741027797589481e-11,4.049527923283469e-17,9.2342750388032e-15,4.141870824650986e-17,6.365869648652127e-21,1.2843239166255243e-11,1.4095443005464725e-14,2.2911536736878574e-12,8.519062601045074e-19,8.983508883711807e-13,1.0622656342344756e-16,6.482204622660045e-15,5.2548847369180355e-15,4.170858008287849e-15,2.285509066650326e-21,7.480655086820236e-18,4.701238528755698e-11,1.0679219099317831e-15,2.7345538631344306e-16,1.4043471876392704e-15,6.30663408902179e-16,8.683265467550186e-26,5.721407741252703e-30,1.7601289075616354e-13,7.977667070920145e-19,7.977050484368061e-18,1.199221359671766e-07,6.8647385742569305e-18,7.961826815702677e-21,2.9637048270267727e-09,8.756948365537995e-24,5.7349126853166964e-11
7.619025209477379e-08,0.786355522875258,1.782912625966893e-08,7.819032796678973e-10,5.725957609039215e-10,1.4038155528662566e-09,0.0,0.0,1.8809256883347945e-07,1.4372428387775906e-11,1.0888401452337246e-10,3.0686738185247233e-09,1.255497434093721e-12,1.8598729686010743e-22,1.8728784403276763e-15,6.585541182255949e-10,1.2043054082980049e-07,2.662733272564523e-08,3.6596152154085526e-18,4.921706962249495e-17,2.7877662121393716e-19,7.7962341998832665e-19,6.926224662635257e-10,2.658235926770807e-17,2.3315695304983463e-12,2.2944510352413733e-20,1.8862276572353145e-22,5.213034771037824e-16,9.310483479473067e-16,2.0338374081751202e-16,2.304917188944024e-14,2.00118552335498e-22,3.635585922623822e-23,6.521964015873839e-22,3.76,0.0,0.8172861955186544,0.9987692202506253,2.073185980683464e-10,3.144565809140661e-09,0.004138664334763384,0.004138898704822499,0.0012305610016261103,8.928442797312708e-13,2.6509458717686397e-08,1.9215200174649587e-07,9.471877950990052e-08,6.377786261942552e-12,2.7722248631846426e-13,2.528882884033358e-09,1.3345876805875754e-10,8.343158981700392e-14,2.4294555337482517e-11,1.4009350559127912e-08,3.96719558883528e-09,3.3141220499692876e-09,3.4062530763014157e-09,4.777237729472153e-09,3.739571510420728e-11,1.6582201502576335e-12,3.2496043237746053e-12,1.2553375725775697e-11,5.54215497609039e-13,4.6999424891977505e-09,2.2046411089137165e-15,5.656467144123209e-20,5.800848088768474e-14,2.2439810555423896e-15,2.0255415926881444e-14,1.7475608088612197e-12,9.569349617066918e-21,2.745282394058453e-11,4.6673945709604685e-17,9.574389558393869e-15,4.723896709066804e-17,7.232990349364605e-21,1.3431740391248252e-11,1.5421061415444278e-14,2.4933464040692448e-12,9.339116950032922e-19,9.278036353484827e-13,1.194090359748372e-16,6.965680931156174e-15,5.737773290073112e-15,4.679211675129152e-15,2.5654849249685703e-21,8.591138465917487e-18,4.8036480135936516e-11,1.1948955918644745e-15,3.0425681886776384e-16,1.4226956892373543e-15,6.329162510698075e-16,1.016506073431628e-25,6.803264115361092e-30,1.838381938932333e-13,8.73115694073092e-19,8.4790614236778e-18,1.232281386850429e-07,7.687209498951784e-18,9.154475412372812e-21,3.139011936238155e-09,1.0069917917385989e-23,5.932495749636681e-11
7.824175658264402e-08,0.7863711727563869,1.876113997921728e-08,8.39856733649468e-10,6.120120759059894e-10,1.5177869209877262e-09,0.0,0.0,1.9314059176281616e-07,1.5151315621534537e-11,1.1308091442123008e-10,3.1853352117559523e-09,1.3844207827007933e-12,1.9593939867410192e-22,1.9338858572076753e-15,6.593978899146702e-10,1.2358576800290523e-07,2.8078126497697676e-08,4.235896062166888e-18,5.4405114127079393e-17,2.9342234480483336e-19,8.030415591409902e-19,6.927567000283594e-10,2.901346296858052e-17,2.4017561022084747e-12,2.7007343981656076e-20,2.0471089725730602e-22,5.579026011220096e-16,1.0072018862450317e-15,2.176412946847066e-16,2.425733070047679e-14,2.261659690978361e-22,4.1691778634946894e-23,7.559382543238776e-22,3.76,0.0,0.8171750330799602,0.9987692135815057,2.2668330716130104e-10,3.3145058640839794e-09,0.004249809743197624,0.004250056813341257,0.0012305609905139822,9.168947402217365e-13,2.795468504450294e-08,1.9751098625864178e-07,9.988465357990032e-08,6.560862634932487e-12,2.981950058420636e-13,2.606730688177199e-09,1.4069616761304483e-10,9.015185054587908e-14,2.4961856089906887e-11,1.4774086782914747e-08,4.09787521049765e-09,3.452499235452212e-09,3.6037666886488383e-09,5.0799143308851934e-09,3.974023304681296e-11,1.790680806474492e-12,3.5343387147263345e-12,1.3150281636826815e-11,6.270940804981627e-13,4.828679585230582e-09,2.4099012252298675e-15,6.17012944540872e-20,6.289139910061088e-14,2.396800520108232e-15,2.291765189648252e-14,1.8083213975621914e-12,1.0424369291560247e-20,2.748894660294437e-11,5.3606501471589314e-17,9.918666583561783e-15,5.368656100397194e-17,8.191259691621706e-21,1.4025801047398435e-11,1.6828355144568974e-14,2.7073193701811057e-12,1.0210906077654831e-18,9.57327542024367e-13,1.3378321120132594e-16,7.468684431063317e-15,6.2491160988766376e-15,5.235787524580698e-15,2.8721501355228546e-21,9.83523679537196e-18,4.9057517302230875e-11,1.3329819545125897e-15,3.3757861731164423e-16,1.4396310573374265e-15,6.3492934447958e-16,1.185233035717145e-25,8.056914319644771e-30,1.9174069810511882e-13,9.530330429717999e-19,8.997782203073016e-18,1.2653349392186767e-07,8.58256236351955e-18,1.0486793131775206e-20,3.3196535974168487e-09,1.1536858634508337e-23,6.130220310025369e-11
8.029326107051426e-08,0.7863868205330943,1.971299024719254e-08,9.004452676991307e-10,6.529462888092804e-10,1.6374993560721629e-09,0.0,0.0,1.9818783925976965e-07,1.5950465257192432e-11,1.17292520130953e-10,3.30213769840729e-09,1.5233199350261292e-12,2.0617231233781953e-22,1.994984402410329e-15,6.601133963051791e-10,1.2673652697127183e-07,2.9567286832404627e-08,4.883871676493207e-18,5.99770419099093e-17,3.0826340212421305e-19,8.257667127145188e-19,6.928592857071582e-10,3.1599564132092634e-17,2.4718491992486423e-12,3.1671641223493896e-20,2.2164215905722e-22,5.960086712919613e-16,1.0873394679020673e-15,2.324377300700746e-16,2.5497242607520936e-14,2.5491752306009493e-22,4.7659193736712496e-23,8.731575280632342e-22,3.76,0.0,0.8170638857309093,0.9987692068719037,2.473164591648834e-10,3.488829172054884e-09,0.00436093983691575,0.004361199940579858,0.0012305609793524495,9.409409291867134e-13,2.9438179056195394e-08,2.0288218564394212e-07,1.0518748924811801e-07,6.744344813110369e-12,3.2010308969382337e-13,2.6847702219404315e-09,1.4812216805440123e-10,9.723109216805351e-14,2.5629165025709813e-11,1.5559112523640476e-08,4.228636788394604e-09,3.592115434576951e-09,3.807183620476129e-09,5.39271207282581e-09,4.217430074457622e-11,1.92992218313095e-12,3.8363614874702175e-12,1.376305715229859e-11,7.073191805117531e-13,4.957531048165172e-09,2.628378432986081e-15,6.716084205736258e-20,6.803809750873145e-14,2.5559226709488903e-15,2.5849067491591376e-14,1.8691299252540835e-12,1.1332311960189823e-20,2.7519520882473788e-11,6.136294308002631e-17,1.0267116811893758e-14,6.080953193058164e-17,9.247529611643126e-21,1.4625253395272555e-11,1.831978401749081e-14,2.9334250792516897e-12,1.1136027489896587e-18,9.869228912308352e-13,1.494180976556826e-16,7.991337467900044e-15,6.789663508367998e-15,5.8439043272121776e-15,3.2073503940313462e-21,1.1225461949593787e-17,5.0075902279693614e-11,1.4828234425280595e-15,3.7355325679494593e-16,1.455245592446244e-15,6.367279672518532e-16,1.3767322680245867e-25,9.504539191089075e-30,1.9971715892249286e-13,1.0376432231279843e-18,9.533348576556148e-18,1.298382018912173e-07,9.555111708907392e-18,1.1970817178983811e-20,3.5056483895771985e-09,1.3171070270103263e-23,6.328062831797096e-11
8.23447655583845e-08,0.7864024662056726,2.0684505723152397e-08,9.63715538513627e-10,6.954096391423974e-10,1.7630720151558733e-09,0.0,0.0,2.0323431639649868e-07,1.6769855690012448e-11,1.2151849997578847e-10,3.419059398519128e-09,1.6727361788903094e-12,2.166915773235495e-22,2.0561700705304656e-15,6.60718197075864e-10,1.2988282486724503e-07,3.109480688862362e-08,5.6101916032143435e-18,6.594950044049894e-17,3.2329147616877764e-19,8.478069772281878e-19,6.929349262151874e-10,3.434718399566514e-17,2.5418480874984404e-12,3.700908794609201e-20,2.394334530010897e-22,6.356498229758628e-16,1.171556680293444e-15,2.4777472697509094e-16,2.676973937430397e-14,2.865875721350174e-22,5.431641655655222e-23,1.005240328742392e-21,3.76,0.0,0.8169527534692937,0.9987692001217896,2.6926590986392157e-10,3.6675290930718758e-09,0.0044720546180006555,0.004472328088575586,0.0012305609681415109,9.649828475244468e-13,3.095993404758808e-08,2.0826573846499877e-07,1.1062727165948243e-07,6.928237619709899e-12,3.4295890970080436e-13,2.7630023707563877e-09,1.557365817966771e-10,1.0467953566684151e-13,2.6296482143724975e-11,1.6364424981348622e-08,4.359470063582243e-09,3.732920915519347e-09,4.016523748094016e-09,5.715678306433831e-09,4.469963100146563e-11,2.0761158831333845e-12,4.156311419831637e-12,1.4391983888284944e-11,7.954165247038874e-13,5.0864968575526615e-09,2.8605855159431497e-15,7.295559563497797e-20,7.345507843922633e-14,2.721450677723385e-15,2.906911529188456e-14,1.9299800094715143e-12,1.229516450066222e-20,2.75453059050053e-11,7.001781816723105e-17,1.0619751176527157e-14,6.865816403501877e-17,1.040896824077362e-20,1.522995376553359e-11,1.9897801838569688e-14,3.1720171894455502e-12,1.2116074854025661e-18,1.0165899899052732e-12,1.663844811182725e-16,8.533757864768945e-15,7.360158502004238e-15,6.507023905031753e-15,3.573011320044366e-21,1.2775175318929185e-17,5.1092013797768565e-11,1.6450815620993628e-15,4.1231646708813706e-16,1.4696279555936091e-15,6.383346908258628e-16,1.5934047873098253e-25,1.1170532289415172e-29,2.077645303980639e-13,1.1270694865819868e-18,1.0085898941896238e-17,1.331422627772623e-07,1.0609308458400546e-17,1.361926956597325e-20,3.6970146349620294e-09,1.498661253119652e-23,6.526002723380968e-11
8.439627004625473e-08,0.7864181097744154,2.1675519885078134e-08,1.0297136542331517e-09,7.394127572319024e-10,1.8946230543299803e-09,0.0,0.0,2.0828002818354177e-07,1.7609465361126084e-11,1.2575863331419258e-10,3.5360814321027816e-09,1.833228338077671e-12,2.275028629360187e-22,2.117439294123988e-15,6.612275088380469e-10,1.3302466877934398e-07,3.266067989656077e-08,6.4219179452361306e-18,7.233933734316755e-17,3.384987418134812e-19,8.691726722904298e-19,6.929876188685316e-10,3.726304876506206e-17,2.61175220319115e-12,4.309783316191845e-20,2.5810148091230456e-22,6.768545576713825e-16,1.25994867970723e-15,2.636537238320848e-16,2.8075704144742877e-14,3.2140239393167505e-22,6.17257462122389e-23,1.1536803989313153e-21,3.76,0.0,0.8168416362929062,0.9987691933311297,2.9257986912701294e-10,3.850598998063554e-09,0.004583154088533373,0.004583441259365435,0.0012305609568811708,9.89020496129667e-13,3.251994331664924e-08,2.1366178096187372e-07,1.1620398596005432e-07,7.112545793924595e-12,3.667742459970797e-13,2.8414280637761058e-09,1.6353922149647178e-10,1.1250747801401549e-13,2.696380744265168e-11,1.7190021347502646e-08,4.490366268107944e-09,3.874869010233625e-09,4.231806703627232e-09,6.04885921992932e-09,4.731795634504295e-11,2.229434728170402e-12,4.494839133263377e-12,1.5037345095847407e-11,8.919347276704391e-13,5.2155769929430204e-09,3.107044923578307e-15,7.90980663895271e-20,7.914880339748121e-14,2.893487008806302e-15,3.2598118350625896e-14,1.99086617278351e-12,1.3314950781575407e-20,2.7566959656960682e-11,7.965039984456202e-17,1.0976580842606977e-14,7.728502294279355e-17,1.168306543308901e-20,1.5839780387253944e-11,2.1564856052336502e-14,3.4234504932650246e-12,1.315263776221236e-18,1.046329165357349e-12,1.8475490640993657e-16,9.096059285911332e-15,7.961336683687096e-15,7.228753512502454e-15,3.971139791327614e-21,1.4498623859012186e-17,5.210620568243386e-11,1.820436943487673e-15,4.540072226071404e-16,1.4828628856713895e-15,6.397696653231612e-16,1.8378367734306344e-25,1.3081655918733783e-29,2.158799535819318e-13,1.2214338634287983e-18,1.0655574310300442e-17,1.3644567673846007e-07,1.1749740818597762e-17,1.544557708865725e-20,3.893770419957388e-09,1.6998327518359563e-23,6.724021968214827e-11
8.644777453412497e-08,0.7864337512396145,2.2685870473850394e-08,1.0984851805896264e-09,7.849656830682232e-10,2.032269648939098e-09,0.0,0.0,2.1332497957456105e-07,1.8469272757245854e-11,1.3001279745118293e-10,3.653187518225802e-09,2.0053729178662894e-12,2.386119493190933e-22,2.178788886074097e-15,6.616545060749293e-10,1.3616206575719216e-07,3.426489915133425e-08,7.326538255708848e-18,7.916359344634195e-17,3.538778262613835e-19,8.898759364039008e-19,6.930207626644712e-10,4.03540934107783e-17,2.6815611200456255e-12,5.002288134815609e-20,2.776627611070741e-22,7.196517058281585e-16,1.352610192864171e-15,2.8007593184910633e-16,2.94160680962156e-14,3.5960055857971896e-22,6.995364903422695e-23,1.3200849134229338e-21,3.76,0.0,0.8167305341995403,0.9987691864998894,3.173068796949121e-10,4.038032268808809e-09,0.004694238250593269,0.004694539454986129,0.0012305609455713587,1.0130538758958978e-12,3.411820016451327e-08,2.1907044714229693e-07,1.2191761729701253e-07,7.29727399434251e-12,3.9156049948257377e-13,2.920048268303042e-09,1.7152990005330362e-10,1.2072529304643757e-13,2.7631140921003484e-11,1.8035898806392966e-08,4.621317928976199e-09,4.01791593639157e-09,4.453051899941837e-09,6.392299918516458e-09,5.0031028641826194e-11,2.3900528070803335e-12,4.852607208203826e-12,1.5699425188993175e-11,9.974456607796393e-13,5.3447714338837316e-09,3.3682888792778566e-15,8.56009977771426e-20,8.512569313743328e-14,3.07213344287826e-15,3.6457286085860245e-14,2.0517837239690027e-12,1.4393732039957018e-20,2.7585051943339225e-11,9.0344863131858e-17,1.1337617203856661e-14,8.67449943694181e-17,1.3077638207187597e-20,1.645463137151277e-11,2.3323387432661865e-14,3.688080902303142e-12,1.424730151487856e-18,1.0761407624132546e-12,2.0460365917935302e-16,9.678351566089263e-15,8.593926270299468e-15,8.012848178696397e-15,4.403825256228029e-21,1.6410976723572656e-17,5.311880858830233e-11,2.0095894033342382e-15,4.987677324687303e-16,1.4950310184098063e-15,6.410508776109792e-16,2.112808753145636e-25,1.5267203526748782e-29,2.240607456570094e-13,1.3208571590458997e-18,1.1242518275181515e-17,1.3974844391077613e-07,1.298113518076223e-17,1.7463891373279714e-20,4.095933614725366e-09,1.9221862257582753e-23,6.922104802746726e-11
8.84992790219952e-08,0.786449390601563,2.3715399013718862e-08,1.1700751465254265e-09,8.320778846382501e-10,2.176128011625233e-09,0.0,0.0,2.1836917547054677e-07,1.9349256410396436e-11,1.342809562811309e-10,3.770363625649534e-09,2.189764243075828e-12,2.500247103240675e-22,2.2402159896512677e-15,6.62010586130446e-10,1.3929502281579803e-07,3.59074580074012e-08,8.331978373413836e-18,8.643949606266145e-17,3.694217732783127e-19,9.099303765645239e-19,6.930372488946503e-10,4.3627465152420857e-17,2.7512745227989415e-12,5.787649661371898e-20,2.981336443704037e-22,7.640703915801729e-16,1.4496355184337216e-15,2.970423485318374e-16,3.079180726573374e-14,4.014333025126851e-22,7.9070942082426e-23,1.5061804493510032e-21,3.76,0.0,0.8166194471869904,0.9987691796280318,3.434957968457373e-10,4.229822297883462e-09,0.0048053071062582,0.004805622677474105,0.0012305609342120121,1.0370829877181089e-12,3.575469789550323e-08,2.2449186886429592e-07,1.277681508186406e-07,7.482426802065541e-12,4.173287038855512e-13,2.9988639852434206e-09,1.7970843060977602e-10,1.293434323391239e-13,2.8298482577270985e-11,1.8902054536413287e-08,4.752318697757602e-09,4.1620206295546375e-09,4.680278553725458e-09,6.746044499395545e-09,5.2840618714174483e-11,2.5581455198307676e-12,5.2302902945068895e-12,1.637850931647115e-11,1.1125448155757794e-12,5.474080159918666e-09,3.6448594842606345e-15,9.247736784285331e-20,9.139212777017541e-14,3.2574910802900462e-15,4.0668730018828854e-14,2.1127286547475208e-12,1.553360724300756e-20,2.7600075805375144e-11,1.0219046335094152e-16,1.1702871879056864e-14,9.709532214143959e-17,1.4600836102643932e-20,1.7074422845327268e-11,2.517582979877136e-14,3.966265433264764e-12,1.5401646922479698e-18,1.106025141147878e-12,2.260067476892326e-16,1.0280741009867238e-14,9.258648093917106e-15,8.863213010824724e-15,4.873241024159317e-21,1.8528362470805698e-17,5.41301316112291e-11,2.2132580068180577e-15,5.467434305765751e-16,1.5062087893850156e-15,6.42194383777094e-16,2.421304985547353e-25,1.7759168532836404e-29,2.3230438969813735e-13,1.4254589530454326e-18,1.1846876980375708e-17,1.4305056441050216e-07,1.430835702305051e-17,1.9689108992609667e-20,4.303521891637349e-09,2.1673691324853675e-23,7.120237434778085e-11
9.055078350986544e-08,0.7864650278605534,2.4763950399915667e-08,1.2445280493714456e-09,8.807582757609672e-10,2.3263134085291956e-09,0.0,0.0,2.2341262072355313e-07,2.024939489766277e-11,1.3856315045807896e-10,3.887597668979641e-09,2.387014588766029e-12,2.6174709807614145e-22,2.3017180351219273e-15,6.623056016923572e-10,1.424235469392733e-07,3.758834987374638e-08,9.446615195039826e-18,9.418445249219183e-17,3.8512401092487464e-19,9.293507658072318e-19,6.930395378470022e-10,4.7090526646761607e-17,2.820892185804005e-12,6.67586186449987e-20,3.195303293825948e-22,8.101399994926658e-16,1.5511185285465294e-15,3.145537704299633e-16,3.220393954446768e-14,4.471649030004514e-22,8.91529799546612e-23,1.7138191311401933e-21,3.76,0.0,0.8165083752530522,0.9987691727155183,3.7119576888660584e-10,4.425962488612469e-09,0.004916360657604675,0.004916690928865526,0.0012305609228031018,1.0611078324906813e-12,3.742942981715341e-08,2.2992617591216233e-07,1.3375557167431451e-07,7.66800872361009e-12,4.4408953744142493e-13,3.0778762451901203e-09,1.8807462655173745e-10,1.3837242607470116e-13,2.8965832409995017e-11,1.9788485711216585e-08,4.883363202426935e-09,4.307144585004323e-09,4.913505706882275e-09,7.110136122251406e-09,5.574851595914327e-11,2.7338896173287952e-12,5.628575217004229e-12,1.7074882974499072e-11,1.2378516613901922e-12,5.603503150587087e-09,3.9373088172666564e-15,9.974039145742137e-20,9.79544469074602e-14,3.449660354220603e-15,4.525547936010616e-14,2.1736975499909383e-12,1.6736713434221367e-20,2.761245754309586e-11,1.1528171642601765e-16,1.2072356708458075e-14,1.0839564561310404e-16,1.6261146451602236e-20,1.7699087230164315e-11,2.7124609756362672e-14,4.258362195177256e-12,1.6617250124508389e-18,1.1359826749718445e-12,2.490418846239432e-16,1.0903330664394051e-14,9.95621561291523e-15,9.783905459392712e-15,5.381645534349837e-21,2.086790683337661e-17,5.51404637896435e-11,2.432181129735712e-15,5.9808296573801e-16,1.5164684057188283e-15,6.432145177291968e-16,2.7665230466657836e-25,2.0592419631498187e-29,2.40608525020302e-13,1.5353575998113449e-18,1.2468799088071288e-17,1.4635203833672134e-07,1.5736411814078053e-17,2.2136891652427704e-20,4.516552742584214e-09,2.437113956402918e-23,7.318407797014122e-11
