Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512)
1.5342062374573072e-09,0.6960940463687033,1.3000276508328897e-13,8.70533215661717e-16,2.5002858823151087e-16,2.9447220152358374e-16,0.0,0.0,4.589531472505945e-10,2.423016010147255e-16,2.0611285384680094e-16,2.3977006198333154e-16,2.7850612565149566e-20,1.7817620359251666e-34,3.7780853576031227e-23,1.2279910053636582e-13,5.1703727026160394e-18,3.219537660854552e-13,6.153050994200855e-33,1.2947070157682873e-28,3.2812737582582813e-29,1.879829225957919e-28,1.5665050926669521e-12,5.39065410326614e-29,2.0427279421085855e-24,4.795251704893896e-34,1.3812819744678887e-41,2.7488666962979527e-31,3.101794942535638e-38,6.257453346425175e-37,9.235853074732821e-24,2.137270422159618e-40,3.2126504040240814e-39,2.2911469075423803e-41,3.76,0.0,0.8802570544221143,0.9995283354453499,3.5054080871753734e-17,6.411491610237486e-22,6.991993298951607e-06,6.991993853884262e-06,0.0004716640953656027,2.1378927489203386e-16,3.218489416619828e-13,4.5887963158174596e-10,8.820664683344515e-14,8.064712807045072e-15,3.909264380937734e-22,1.8561349610417826e-13,3.7690578725016594e-16,6.077452313583721e-20,1.712450476398495e-14,3.1590783637816087e-19,4.4113647952043163e-16,3.8260644806115404e-14,4.707704432824147e-14,3.6014116835685086e-17,7.524901947700191e-16,1.0741197918170067e-16,5.788497849361681e-20,3.4934478614252856e-19,1.0375709574076946e-16,2.1214969914513146e-23,2.887706050129959e-23,1.6898240853187852e-12,1.5291201226680159e-27,2.873846068936489e-24,2.7206324711849564e-24,4.682280169903398e-25,5.5784793877159554e-18,6.408176308881744e-28,6.754063596264013e-24,1.573568489727276e-20,1.7116034040680542e-38,2.1428497292821733e-27,2.7302213953539108e-17
1.5692877218137935e-09,0.6960940661002692,1.3311597380282804e-13,9.069377260762707e-16,2.655500509945878e-16,3.1094934601392447e-16,0.0,0.0,4.6944640494496e-10,2.535082080011766e-16,2.203670292630463e-16,2.5635176501013873e-16,2.986815520916241e-20,1.9034579473312028e-34,3.9469365576130116e-23,1.2831621941740065e-13,5.532498528009031e-18,3.37359848493157e-13,6.87408505552272e-33,1.4170710613358387e-28,3.6666359011431374e-29,2.1001101787690325e-28,1.5995903393623435e-12,5.91456986992191e-29,2.223971315071336e-24,5.481302746586371e-34,1.5845107813767726e-41,3.0842516380166138e-31,3.63265444844768e-38,7.158582103467834e-37,9.903033400960853e-24,2.482316214680414e-40,3.684031488641034e-39,2.6900017936166924e-41,3.76,0.0,0.8802568945318188,0.999527616786034,3.7496943567140854e-17,7.017601974910629e-22,7.151873035790403e-06,7.151873616894047e-06,0.0004723827441724257,2.204246944298457e-16,3.3724778045968616e-13,4.6936668566938e-10,9.228666613264418e-14,8.41627900638997e-15,4.1833862162187237e-22,1.9406960036335746e-13,3.952842534295095e-16,6.380290106165432e-20,1.791888268853709e-14,3.254391314655025e-19,4.592262586639939e-16,4.002336115634317e-14,4.925677018817237e-14,3.781188696754312e-17,8.049270181894888e-16,1.123719481496729e-16,6.164146586589481e-20,3.724664406451813e-19,1.084974812107573e-16,2.3069511849732314e-23,3.1477304482800174e-23,1.7284630968182781e-12,1.6603603573637282e-27,3.115293058110174e-24,2.8839225589806894e-24,5.091779699093121e-25,5.962419584194584e-18,6.8966455410127385e-28,7.295746989858399e-24,1.625334842690571e-20,1.9442024484041737e-38,2.293252014449418e-27,2.9158633418877183e-17
1.6043692061702798e-09,0.6960940858318317,1.3623690254702934e-13,9.44180975371273e-16,2.816824678279168e-16,3.2798821918849475e-16,0.0,0.0,4.799396496383231e-10,2.6496811649637925e-16,2.3525406409293946e-16,2.7366965845514976e-16,3.1981089090339834e-20,2.0304197150579924e-34,4.1192165584055773e-23,1.3394732449209504e-13,5.91111613449045e-18,3.531224996809144e-13,7.660452653695273e-33,1.547901760000334e-28,4.0870331592807386e-29,2.3403498136580968e-28,1.6325599038088085e-12,6.475883578263803e-29,2.4168781455416142e-24,6.246755876771783e-34,1.8120961382345307e-41,3.4516879405800293e-31,4.2395170021735397e-38,8.164962603447135e-37,1.0601593665868922e-23,2.8736067735408003e-40,4.2115571000403947e-39,3.1469823397955833e-41,3.76,0.0,0.8802567346415521,0.9995269622434177,4.004996096794251e-17,7.665668265829543e-22,7.311752743081668e-06,7.311753350955471e-06,0.00047303727627917135,2.2704537052425443e-16,3.530028668933407e-13,4.798535302406937e-10,9.645892512560233e-14,8.774426352183518e-15,4.470021426121113e-22,2.0270825103335526e-13,4.14092928291925e-16,6.691447933494181e-20,1.873135545794553e-14,3.3496226498527565e-19,4.7758708871535655e-16,4.182545331965988e-14,5.148591890493732e-14,3.96589930621916e-17,8.597278397310406e-16,1.1744349472808776e-16,6.555572845227556e-20,3.9656378126830137e-19,1.1334109792497728e-16,2.5044506742802798e-23,3.424617121506896e-23,1.7671020697118095e-12,1.7994562728863385e-27,3.370791918495413e-24,3.052829735976608e-24,5.527892279397401e-25,6.363240323163316e-18,7.409426774009102e-28,7.866448659359013e-24,1.6770725524244297e-20,2.2024986806425938e-38,2.4505335892389693e-27,3.10946615577262e-17
1.6394506905267661e-09,0.6960941055633906,1.3936564303761705e-13,9.822690158047072e-16,2.9843662873872396e-16,3.4559680354154885e-16,0.0,0.0,4.904328819776346e-10,2.766813251241883e-16,2.507868747281459e-16,2.91738767363707e-16,3.4191595920466205e-20,2.1627458355217372e-34,4.294909205325441e-23,1.3969196698535053e-13,6.306589768247887e-18,3.69241353053921e-13,8.516400298656692e-33,1.6875799834313625e-28,4.5447557672696425e-29,2.6018451577247746e-28,1.665414200309353e-12,7.076333724183272e-29,2.6219282189907417e-24,7.098718659186903e-34,2.0663217675605326e-41,3.8534285350508433e-31,4.931234436513848e-38,9.286146741499112e-37,1.1332241455696458e-23,3.3161265095539902e-40,4.8004246757375234e-39,3.6689827839876867e-41,3.76,0.0,0.8802565747513144,0.9995263660971109,4.271549482755069e-17,8.357579463972295e-22,7.4716324208258055e-06,7.471633056068539e-06,0.00047363341207635063,2.3365084561778543e-16,3.691138278339131e-13,4.903401663027507e-10,1.0072342379901451e-13,9.139101734529078e-15,4.769448358875232e-22,2.1152907943968906e-13,4.3333111264565166e-16,7.010990977883525e-20,1.9561927604270316e-14,3.4447636836708423e-19,4.962143646430735e-16,4.36669004793094e-14,5.376449646906639e-14,4.155580527309247e-17,9.169432899028384e-16,1.2262659483057467e-16,6.963095944355176e-20,4.21656258056131e-19,1.182877768039044e-16,2.7145260005120265e-23,3.719057217133319e-23,1.8057410039994103e-12,1.9466810574333403e-27,3.640809667293214e-24,3.2274085403694188e-24,5.991791057516767e-25,6.781275365365156e-18,7.947114016071769e-28,8.466969489104001e-24,1.7287727180411882e-20,2.4887192368720766e-38,2.6148484269131805e-27,3.311174305814039e-17
1.6745321748832524e-09,0.6960941252949457,1.4250228678626458e-13,1.0212079117383176e-15,3.158232797489017e-16,3.6378305776177324e-16,0.0,0.0,5.009261025525064e-10,2.8864783252338274e-16,2.66978326710915e-16,3.1057405762218346e-16,3.6501855254642e-20,2.3005340326963386e-34,4.473998407518829e-23,1.4554969974031055e-13,6.719283483263103e-18,3.8571606086155634e-13,9.446344467003788e-33,1.8364949000410898e-28,5.0421867558445804e-29,2.88594511800074e-28,1.6981536416844659e-12,7.717697565731846e-29,2.8396104441325503e-24,8.044755079423825e-34,2.3496284988723356e-41,4.291830344375814e-31,5.717463610582508e-38,1.0532314291310447e-36,1.2095683319422047e-23,3.815271474119884e-40,5.456179743920862e-39,4.263535941264115e-41,3.76,0.0,0.8802564148611058,0.9995258231370872,4.5495902709209595e-17,9.095265804360167e-22,7.631512069023196e-06,7.631512732233255e-06,0.00047417636158974137,2.4024082709676796e-16,3.8558030902236487e-13,5.008265948042366e-10,1.0508016213957586e-13,9.51025247089727e-15,5.08194530217995e-22,2.2053171767625775e-13,4.529981426706504e-16,7.338984422321944e-20,2.0410603582510506e-14,3.539807579353761e-19,5.151035596545052e-16,4.554768183107995e-14,5.609250883696635e-14,4.3502693469330796e-17,9.766239055069407e-16,1.2792122437393367e-16,7.387035022373518e-20,4.477633291983607e-19,1.2333734908896888e-16,2.937720948683205e-23,4.0317547705440257e-23,1.844379899681111e-12,2.102310674585746e-27,3.925817588048797e-24,3.407712995504833e-24,6.484678503253049e-25,7.216856702020606e-18,8.510301927016134e-28,9.09811179519396e-24,1.7804279995866523e-20,2.805235075719794e-38,2.7863505115998215e-27,3.5211309504872126e-17
1.7096136592397387e-09,0.6960941450264975,1.4564692509515125e-13,1.0610037389377528e-15,3.3385312305819366e-16,3.8255491682483454e-16,0.0,0.0,5.114193119003267e-10,3.008676373463432e-16,2.8384123491597055e-16,3.301904361694731e-16,3.891404460696525e-20,2.443881262285594e-34,4.6564681377089414e-23,1.5152007721267627e-13,7.149561141405838e-18,4.0254629379582706e-13,1.0454874118451634e-32,1.9950439696929608e-28,5.581803397575018e-29,3.194051246043296e-28,1.7307786392773151e-12,8.401791068584108e-29,3.0704228313040625e-24,9.092903587295733e-34,2.664621321900371e-41,4.769356703994475e-31,6.608719953556078e-38,1.1914298988375563e-36,1.2892624815945424e-23,4.376873336682648e-40,6.184730578801163e-39,4.938856433748166e-41,3.76,0.0,0.8802562549709262,0.9995253286181524,4.8393537998898926e-17,9.880698754272788e-22,7.791391687674203e-06,7.791392379449626e-06,0.0004746708700143305,2.46815165489295e-16,4.0240197466798363e-13,5.113128166405778e-10,1.0952914013398182e-13,9.88782630265398e-15,5.40779048321581e-22,2.2971579860265547e-13,4.730933891345764e-16,7.675493450442305e-20,2.1277387771913458e-14,3.6347491269856187e-19,5.3425022386655145e-16,4.74677765832898e-14,5.846996193074546e-14,4.550002725426601e-17,1.0388201298313182e-15,1.3332735927830143e-16,7.827709037078225e-20,4.749044607450322e-19,1.2848964634196154e-16,3.174592664491117e-23,4.3634266838344616e-23,1.8830187567569435e-12,2.2666238129002375e-27,4.226291189752025e-24,3.593796652918544e-24,7.007786669006669e-25,7.670314563140484e-18,9.09958584965062e-28,9.760679276184711e-24,1.8320324530590774e-20,3.154567360690107e-38,2.9651938384788223e-27,3.739477947048429e-17
1.744695143596225e-09,0.6960941647580454,1.4879964905751885e-13,1.1016625837306614e-15,3.5253681720689675e-16,4.019202920856859e-16,0.0,0.0,5.219125105109187e-10,3.133407382578482e-16,3.013883637319319e-16,3.506027512079359e-16,4.143033956349364e-20,2.592883715878273e-34,4.8423024319721823e-23,1.5760265546505793e-13,7.59778641252763e-18,4.1973174051174983e-13,1.1546753169065482e-32,2.1636329384137864e-28,6.16617863117995e-29,3.5276184891081335e-28,1.763289602958914e-12,9.130468854044868e-29,3.314872470843208e-24,1.0251695401900972e-33,3.0140765956526246e-41,5.288579788066768e-31,7.616433314344015e-38,1.3443615075280944e-36,1.3723770560272594e-23,5.007224187186613e-40,6.992363113101911e-39,5.703885812828699e-41,3.76,0.0,0.8802560950807755,0.9995248782184692,5.14107499182035e-17,1.0715890991473906e-21,7.951271276779166e-06,7.951271997717654e-06,0.00047512125918634557,2.533738347736948e-16,4.1957850696865795e-13,5.217988326586086e-10,1.1407035776892804e-13,1.0271771391623537e-14,5.747262068658194e-22,2.3908095584158535e-13,4.936162564671847e-16,8.020583246493622e-20,2.2162284477261787e-14,3.7295845420713073e-19,5.536499829989693e-16,4.942716395677297e-14,6.089686163806062e-14,4.754817598199803e-17,1.1035823128412167e-15,1.388449754673506e-16,8.285436765732503e-20,5.030991262686168e-19,1.3374450044444153e-16,3.425711771220316e-23,4.714802704274535e-23,1.9216575752269382e-12,2.4399018366911165e-27,4.542710169205633e-24,3.785712631857841e-24,7.562377449500914e-25,8.141977425804783e-18,9.715561836305159e-28,1.0455476966445812e-23,1.8835813783629346e-20,3.539394009545126e-38,3.1515324139729478e-27,3.966355860588086e-17
1.7797766279527113e-09,0.6960941844895902,1.519605495582279e-13,1.1431905420542615e-15,3.718849772380771e-16,4.2188707137063066e-16,0.0,0.0,5.324056988307846e-10,3.2606713393397825e-16,3.196324272422546e-16,3.7182579241378996e-16,4.405291389206527e-20,2.747636825086172e-34,5.03148538951522e-23,1.637969921613575e-13,8.06432277455556e-18,4.3727210708671986e-13,1.2726922921722387e-32,2.3426758331092094e-28,6.797982464662195e-29,3.8881559280372275e-28,1.7956869411332564e-12,9.905624149541591e-29,3.573475511456094e-24,1.1530173074832945e-33,3.4009494134505434e-41,5.8521830412727e-31,8.753006164341069e-38,1.5132484305203186e-36,1.4589824268564533e-23,5.71310217164387e-40,7.885756105455118e-39,6.568339613220978e-41,3.76,0.0,0.8802559351906538,0.9995244680017894,5.4549883537167364e-17,1.1602896382447817e-21,8.111150836338415e-06,8.111151587037348e-06,0.0004755314653549828,2.599169146485614e-16,4.3710960557014066e-13,5.322846436608188e-10,1.187038150311105e-13,1.0662036316685594e-14,6.100638164690473e-22,2.486268237763623e-13,5.145661817246138e-16,8.374318995314923e-20,2.3065297930138555e-14,3.8243112833419804e-19,5.732985370898923e-16,5.1425823184864886e-14,6.337321381198557e-14,4.9647508771848996e-17,1.1709607113698941e-15,1.4447404886851496e-16,8.760536805140768e-20,5.323668064849564e-19,1.391017435971443e-16,3.691662486692955e-23,5.0866254025537416e-23,1.9602963550911266e-12,2.6224287379479635e-27,4.875558376393917e-24,3.9835136555642706e-24,8.1497428416190465e-25,8.632172022407353e-18,1.0358826670920345e-27,1.1183311191876464e-23,1.935071179588886e-20,3.962556412325064e-38,3.345520255942272e-27,4.2019039730258545e-17
1.8148581123091977e-09,0.6960942042211309,1.551297172743138e-13,1.1855937184194548e-15,3.919081748592941e-16,4.424631190691338e-16,0.0,0.0,5.428988772669702e-10,3.3904682306111626e-16,3.3858608940568443e-16,3.938742911469382e-16,4.678393964865036e-20,2.908235265665151e-34,5.2240011724529e-23,1.7010264656117976e-13,8.549533513586039e-18,4.551671164335286e-13,1.4000504454256115e-32,2.5325949562825536e-28,7.479983357463801e-29,4.277227501996829e-28,1.827971060742424e-12,1.072918874153676e-28,3.846757138567983e-24,1.293790930702834e-33,3.828381124054773e-41,6.462963616128224e-31,1.0031874200329704e-37,1.699386339983371e-36,1.5491488801941468e-23,6.5017979686850365e-40,8.871996560494009e-39,7.542756378370151e-41,3.76,0.0,0.8802557753005613,0.9995240943830491,5.781327978713101e-17,1.254380996064639e-21,8.271030366352264e-06,8.271031147408713e-06,0.0004759050735837706,2.664445746194332e-16,4.549949869789622e-13,5.427702504092248e-10,1.2342951190722516e-13,1.1058570070404762e-14,6.468196817017152e-22,2.5835303754849997e-13,5.359426334705697e-16,8.736765882311127e-20,2.3986432290170884e-14,3.918927888369815e-19,5.931916592331714e-16,5.346373351338819e-14,6.589902427089737e-14,5.179839452104709e-17,1.2410054893087595e-15,1.502145554132338e-16,9.253327571722969e-20,5.627269888431115e-19,1.4456120831939084e-16,3.973042740216102e-23,5.47965015078178e-23,1.9989350963495396e-12,2.81449108934114e-27,5.225323782605492e-24,4.187252084575989e-24,8.771205204246682e-25,9.1412233488663e-18,1.1029977887093541e-27,1.194498952771759e-23,1.9864992369835762e-20,4.4270663196010135e-38,3.547311393882332e-27,4.446260292048255e-17
1.849939596665684e-09,0.6960942239526683,1.583072426755426e-13,1.2288782248146326e-15,4.1261693860383216e-16,4.636562762253792e-16,0.0,0.0,5.533920461905833e-10,3.5227980433503883e-16,3.582619642362114e-16,4.1676292066022077e-16,4.962558727998712e-20,3.0747729616192387e-34,5.419834005586991e-23,1.7651917951426826e-13,9.053781723978517e-18,4.7341650767958e-13,1.5372800965735296e-32,2.7338208807570463e-28,8.215049581842857e-29,4.696452720199454e-28,1.860142367271669e-12,1.1603132930790117e-28,4.135251552653666e-24,1.4485026014790258e-33,4.2997070089960473e-41,7.1238348157535195e-31,1.1467569394506576e-37,1.9041471957968653e-36,1.6429466208962123e-23,7.381142114726137e-40,9.958595399458973e-39,8.63854869666434e-41,3.76,0.0,0.8802556154104977,0.9995237540970381,6.120327547354974e-17,1.3540767904746748e-21,8.430909866820996e-06,8.430910678831752e-06,0.0004762453490825632,2.7295705976208955e-16,4.732343839415466e-13,5.532556536288944e-10,1.2824744838396856e-13,1.146132205569177e-14,6.850216010877008e-22,2.6825923305537103e-13,5.577451105975052e-16,9.107989093430656e-20,2.4925691646252515e-14,4.013433825633072e-19,6.133251943371704e-16,5.5540874200638406e-14,6.847429879838027e-14,5.400120191578585e-17,1.3137667177969208e-15,1.5606647103721072e-16,9.764127301589605e-20,5.941991670927109e-19,1.5012272744849802e-16,4.2704642894802747e-23,5.894645100225422e-23,2.0375737990022077e-12,3.0163779982726943e-27,5.5924984510831736e-24,4.396979947288456e-24,9.428117518018345e-25,9.669454672799906e-18,1.1729613782461009e-27,1.2741320758239449e-23,2.0378637899564798e-20,4.936112902548079e-38,3.757059869125827e-27,4.699561559988927e-17
1.8850210810221703e-09,0.696094243684202,1.6149321602496635e-13,1.2730501795688294e-15,4.3402175399143125e-16,4.854743606295649e-16,0.0,0.0,5.638852059400024e-10,3.657660764600875e-16,3.7867261598251883e-16,4.4050629630808256e-16,5.25800257223262e-20,3.247343089287845e-34,5.61896817618578e-23,1.8304615345496473e-13,9.577430308449184e-18,4.920200355229759e-13,1.6849300081320868e-32,2.9467924444014094e-28,9.006150563670204e-29,5.147507360742668e-28,1.8922012647544786e-12,1.2529465489896876e-28,4.4395019475441504e-24,1.618221364056848e-33,4.818464116223586e-41,7.837828542023032e-31,1.3075785538517372e-37,2.1289820811030477e-36,1.740445776672078e-23,8.359533185152167e-40,1.1153503379158323e-38,9.8680562878995e-41,3.76,0.0,0.880255455520463,0.9995234441698643,6.472220328879197e-17,1.4595947516919572e-21,8.590789337744893e-06,8.59079018130647e-06,0.00047655526574428447,2.794546780277689e-16,4.918275448001943e-13,5.637408540111576e-10,1.331576244480371e-13,1.1870242082495336e-14,7.246973671056243e-22,2.7834504694793946e-13,5.799731411074111e-16,9.488053815144799e-20,2.5883080017745515e-14,4.107829361731821e-19,6.336950579046462e-16,5.765722451736985e-14,7.109904314314508e-14,5.625629944081865e-17,1.389294375410171e-15,1.6202977168068123e-16,1.0293254050617451e-19,6.268028408360908e-19,1.5578613413918982e-16,4.5845528373664516e-23,6.332391158768342e-23,2.0762124630491626e-12,3.228381061935026e-27,5.977578509992208e-24,4.6127489679932806e-24,1.0121863644873685e-24,1.0217187541667962e-17,1.2458333429778222e-27,1.357311483811978e-23,2.0891638304630647e-20,5.493069986423269e-38,3.974919735047762e-27,4.96194326265187e-17
1.9201025653786566e-09,0.6960942634157324,1.646877273794779e-13,1.3181157061908198e-15,4.561330636885162e-16,5.079251669089325e-16,0.0,0.0,5.743783568237938e-10,3.7950563814841425e-16,3.9983055930691754e-16,4.651189757546465e-16,5.564942249616946e-20,3.426038081416131e-34,5.821388033764489e-23,1.8968313239668907e-13,1.0120841978164668e-17,5.109774695744977e-13,1.843567611614469e-32,3.1719567448588337e-28,9.856358202843004e-29,5.632124156696302e-28,1.9241481557776144e-12,1.3510233623025244e-28,4.760060488707683e-24,1.8040750704125837e-33,5.388399250180488e-41,8.608097749020813e-31,1.4873446328297464e-37,2.375424082181794e-36,1.841716402052604e-23,9.445966838690332e-40,1.2465127257149246e-38,1.1244601179415464e-40,3.76,0.0,0.8802552956304573,0.9995231618929601,6.837239182491542e-17,1.571156720110802e-21,8.750668779124222e-06,8.750669654832878e-06,0.00047683753213582545,2.859377889616275e-16,5.107742328349689e-13,5.742258522165332e-10,1.381600400861276e-13,1.2285280364523832e-14,7.658747661901609e-22,2.886101166285537e-13,6.026262808687912e-16,9.877025234428535e-20,2.6858601355661635e-14,4.2021154425183903e-19,6.542972348333622e-16,5.981276374678125e-14,7.377326301896248e-14,5.856405538773654e-17,1.4676383483494204e-15,1.6810443328868642e-16,1.0841025694526074e-19,6.605575150713986e-19,1.6155126186300946e-16,4.9159481486216734e-23,6.793681968085587e-23,2.114851088490435e-12,3.450794323343847e-27,6.381064127515032e-24,4.834610592597572e-24,1.0853858587335241e-24,1.0784741790878321e-17,1.3216736685041774e-27,1.444118285535865e-23,2.1403990061044948e-20,6.101503459030477e-38,4.2010450572739005e-27,5.233539638077961e-17
1.955184049735143e-09,0.6960942831472589,1.6789086659036478e-13,1.364080932198128e-15,4.78961267667918e-16,5.310164666185271e-16,0.0,0.0,5.84871499123372e-10,3.934984881192947e-16,4.217482594637563e-16,4.90615459181183e-16,5.883594379694087e-20,3.6109496312085917e-34,6.027077989866546e-23,1.9642968192643838e-13,1.068437925283568e-17,5.302885936930958e-13,2.013779229864729e-32,3.409769134279302e-28,1.076884817351038e-28,6.152093469568594e-28,1.9559834414861392e-12,1.454752292777504e-28,5.097488291504114e-24,2.007252358976575e-33,6.013477118412378e-41,9.437918901719897e-31,1.6878776036428715e-37,2.6450912122810516e-36,1.9468284822142073e-23,1.0650065731921722e-39,1.3902346201026726e-38,1.2782545011299209e-40,3.76,0.0,0.8802551357404809,0.9995229047994127,7.215616558642024e-17,1.6889886441317283e-21,8.910548190959224e-06,8.910549099410974e-06,0.0004770946151700951,2.924067937125218e-16,5.300742255990869e-13,5.847106488773911e-10,1.4325469528493693e-13,1.2706387515996035e-14,8.085815787333555e-22,2.9905408024879935e-13,6.257041123637578e-16,1.0274968538742829e-19,2.7852259543823564e-14,4.2962935869746584e-19,6.751277782370754e-16,6.200747118450173e-14,7.64969641046095e-14,6.092483786206535e-17,1.5488484306285985e-15,1.7429043181134808e-16,1.1407759928955078e-19,6.954826997318426e-19,1.6741794440773316e-16,5.265304166366388e-23,7.279323880528737e-23,2.1534896753260563e-12,3.683914228315603e-27,6.803459488896207e-24,5.0626160122101095e-24,1.1625548747426296e-24,1.1372435551858647e-17,1.4005424192975706e-27,1.5346336995601847e-23,2.191569532293986e-20,6.765178855753451e-38,4.435589913892429e-27,5.5144836852550164e-17
1.990265534091629e-09,0.696094302878782,1.7110272330386258e-13,1.4109519879476178e-15,5.02516723368084e-16,5.54756008331679e-16,0.0,0.0,5.953646330954221e-10,4.0774462509850136e-16,4.444381324773021e-16,5.170101894929663e-16,6.21417545815698e-20,3.802168696365908e-34,6.236022517845686e-23,2.0328536919930429e-13,1.126840446081066e-17,5.499532053212553e-13,2.1961702953808688e-32,3.6606932140552952e-28,1.1746901204304723e-28,6.709263950280567e-28,1.987707521588427e-12,1.5643457359078628e-28,5.452355399412288e-24,2.22900465653412e-33,6.697888634811838e-41,1.0330694439800483e-30,1.911137281863415e-37,2.939689379038191e-36,2.0558519366587623e-23,1.1982110310658388e-39,1.547452843972836e-38,1.4497348510026631e-40,3.76,0.0,0.8802549758505333,0.9995226706424037,7.607584500297687e-17,1.813320577991474e-21,9.070427573250136e-06,9.070428515040766e-06,0.00047732876166602014,2.988621262193753e-16,5.497273142541886e-13,5.95195244600382e-10,1.4844159003116223e-13,1.3133514548420238e-14,8.52845579085935e-22,3.096765767074041e-13,6.492062434369045e-16,1.0681948916018218e-19,2.8864058400006466e-14,4.390365792738456e-19,6.961828082865586e-16,6.424132613857658e-14,7.927015204382737e-14,6.33390147893064e-17,1.6329743242620291e-15,1.8058774320414388e-16,1.1993774269542142e-19,7.315979092254328e-19,1.73386015876784e-16,5.633289128399447e-23,7.79013593572112e-23,2.1921282235560573e-12,3.92803958336245e-27,7.245272775275417e-24,5.2968161847660106e-24,1.2438412185153451e-24,1.198058526009318e-17,1.4824997390182993e-27,1.6289390507765673e-23,2.242676112856571e-20,7.488069122736586e-38,4.678708395668728e-27,5.804907172771672e-17
2.0253470184481155e-09,0.6960943226103018,1.7432338696170742e-13,1.4587350054773437e-15,5.268097458517725e-16,5.791515177302102e-16,0.0,0.0,6.058577589741055e-10,4.2224404781773453e-16,4.679125453190818e-16,5.443175525255099e-16,6.556901865100195e-20,3.999785503105124e-34,6.448206152648884e-23,2.1024976293300656e-13,1.187327973916938e-17,5.699711148255328e-13,2.3913655646702538e-32,3.9252008295608467e-28,1.279390433877069e-28,7.305543187777004e-28,2.0193207943611517e-12,1.6800199195065382e-28,5.825240762230853e-24,2.4706482028809317e-33,7.446059379596919e-41,1.1289955246518401e-30,2.1592284700942925e-37,3.261015395130457e-36,2.1688566227499785e-23,1.3453070484694274e-39,1.7191548154781588e-38,1.6405633169888502e-40,3.76,0.0,0.8802548159606146,0.999522457375571,8.013374644212816e-17,1.944386679594074e-21,9.230306925997182e-06,9.230307901722263e-06,0.0004775420179849444,3.0530424546664226e-16,5.697333029107799e-13,6.056796399686451e-10,1.537207243115007e-13,1.3566612867401139e-14,8.98694535558622e-22,3.2047724564819193e-13,6.731323060556142e-16,1.1098031554639589e-19,2.9894001677060097e-14,4.484334452251021e-19,7.174585110703106e-16,6.651430792945322e-14,8.209283244529024e-14,6.580695392003527e-17,1.7200656394513005e-15,1.8699634342817958e-16,1.2599386052001806e-19,7.689226619788078e-19,1.7945531068864785e-16,6.020585683269458e-23,8.326949836865486e-23,2.2307667331804692e-12,4.183471514480472e-27,7.70701614415937e-24,5.537261854848128e-24,1.3293958876484752e-24,1.2609505663124438e-17,1.5676058506240532e-27,1.72711576708737e-23,2.2937198684500015e-20,8.274362559792321e-38,4.9305546062631304e-27,6.104940647415394e-17
2.095509987161088e-09,0.69609436207333,1.8079149185819228e-13,1.5570614555582266e-15,5.77649540489608e-16,6.299412283917402e-16,0.0,0.0,6.268439872868288e-10,4.520027454297637e-16,5.172642141687327e-16,6.01727435977681e-16,7.27965565248065e-20,4.414569612742152e-34,6.88222918918707e-23,2.2450295243430476e-13,1.3147028099575169e-17,6.110661296239436e-13,2.822765609489574e-32,4.496895237630852e-28,1.5108848043646454e-28,8.62335675445043e-28,2.0822165038959387e-12,1.9304945622413907e-28,6.627426452353369e-24,3.01921042596394e-33,9.152606460452306e-41,1.3422713276983374e-30,2.7390977195901066e-37,3.99151122256432e-36,2.4070888285022322e-23,1.6859263082232567e-39,2.1102230110949897e-38,2.0875327345470822e-40,3.76,0.0,0.8802544961808646,0.9995220862275253,8.867346062371465e-17,2.2276785229770467e-21,9.550065542860488e-06,9.550066588240376e-06,0.0004779131450023369,3.181507673270018e-16,6.108032574891502e-13,6.266478318674611e-10,1.6455571142130719e-13,1.445053093903449e-14,9.952583599150612e-22,3.4261166326523233e-13,7.222548670484046e-16,1.195776437165037e-19,3.2008336187104255e-14,4.671972258334928e-19,7.606570021304676e-16,7.117756936532724e-14,8.788669289421267e-14,7.090558894258585e-17,1.9033425173565806e-15,2.0014731424414775e-16,1.3870670386261264e-19,8.472788883538354e-19,1.9189690958657243e-16,6.855916913331054e-23,9.481973162871587e-23,2.3080436366126493e-12,4.72947096725771e-27,8.692361537937499e-24,6.037091702842478e-24,1.5139303045961919e-24,1.3930909151718445e-17,1.7475057368320388e-27,1.9354095028055405e-23,2.3956251060443037e-20,1.0055038298512005e-37,5.461046694357718e-27,6.734353687289749e-17
