Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970)
0.036439848337140625,0.45800765959698153,9.059945880729666e-11,1.4440385763776208e-09,2.5535355692876507e-10,2.5172593971232335e-07,0.0,0.0,6.1538149525568076e-06,5.454534298975156e-07,9.886519677920566e-07,4.9315345456679576e-08,1.236712566616209e-11,-1.374206777412665e-27,1.1096233430635496e-23,4.692354502072583e-15,2.569857961400769e-12,0.00012673721426071055,7.207979030927363e-19,6.1740608492882295e-24,9.627611478287856e-24,-1.3256810725042249e-27,1.0742124001803728e-16,5.150433483781331e-13,3.837946347280623e-16,8.154866906796299e-17,2.539501550522355e-27,3.635225626644911e-17,1.1610620431081073e-18,5.246712597812585e-24,1.0851018170932821e-13,2.4328240910566265e-23,5.7193339990656916e-24,1.232425190687109e-18,3.76,0.0,0.6573834862888857,0.9998475731446229,7.046268205515357e-06,5.001017144717358e-10,0.004086806983892616,0.0042149972407275445,1.405032870287094e-05,9.312405287410944e-16,0.00012719508714795143,9.672706809925327e-07,1.7485954033989688e-09,1.0728180862585938e-08,1.770236515913665e-18,6.528105555786872e-10,1.2621881033187708e-06,8.71750546173777e-07,5.68805833491403e-18,7.361178362600399e-09,4.612820728091132e-10,1.8062539142134893e-10,5.06427867020253e-07,8.523911341349863e-06,2.904198555442151e-13,7.530263207358157e-15,3.042557885120313e-11,6.056360724907399e-11,4.9254976692571244e-11,3.0694099583838144e-08,2.3885289218761783e-11,8.201653502869903e-18,7.392862787374628e-11,8.130956733866514e-15,1.725267733030769e-09,5.017018282442971e-10,4.732353968248975e-19,3.0641248633794494e-15,3.207887356688366e-19,3.171401598995605e-17,4.716724661354358e-12,4.080590581320984e-18,4.726984662245019e-12,5.601292092819488e-12,1.0450166755476105e-11,2.1757218307946828e-13,3.492134510907604e-10,4.684587374815649e-11,6.287941486795355e-16,3.086595138734298e-13,8.921480880938753e-13,9.600970974926855e-20,6.589322816919961e-10,1.7416179753922418e-15,4.1570796946920416e-08,2.0988765740269404e-13,6.540756223867403e-18,1.22701562842707e-19,5.225235899989194e-27,4.559387993040248e-33,8.19283926731453e-12
0.036732948493638604,0.4580105202456536,9.18877757037316e-11,1.4729620374520658e-09,2.609190386396202e-10,2.570501595381309e-07,0.0,0.0,6.230362588755485e-06,5.575340676920374e-07,1.0187895794320523e-06,5.100782155935109e-08,1.2660585733557364e-11,-6.309361093887899e-28,1.1579460548677443e-23,4.823457688337445e-15,2.6218518903043075e-12,0.00012878592332278172,7.482711583369659e-19,6.3221360291111816e-24,1.0210819973857603e-23,-3.0093697953007516e-28,1.104088873987877e-16,5.339731636273337e-13,3.956560781817416e-16,8.540441902302415e-17,2.7163668932220976e-27,3.808001584434363e-17,1.2179468427990643e-18,5.470799425701543e-24,1.1163620863354396e-13,2.5576082240301768e-23,6.043202334803017e-24,1.2963706836300509e-18,3.76,0.0,0.6573494257001951,0.9998452949453854,7.248199213915108e-06,5.14099314124213e-10,0.004118521983204116,0.004248789640444816,1.405029668397438e-05,9.38459266902049e-16,0.0001292602300692855,9.825528513271013e-07,1.7765208857623184e-09,1.0897585733177086e-08,1.7985147339956734e-18,6.631453049350413e-10,1.2916275030806833e-06,9.051148853767841e-07,5.767652537187441e-18,7.563959589782532e-09,4.706433615520431e-10,1.836738708524267e-10,5.187843804144416e-07,8.708681657216928e-06,2.979022633474625e-13,7.724707710136346e-15,3.123312242418069e-11,6.179491403408402e-11,5.063120386120175e-11,3.196441466267699e-08,2.4519058037860013e-11,8.419274011661951e-18,7.573352523344047e-11,8.329453091397962e-15,1.7890467053568979e-09,5.118791734375514e-10,4.857920455835732e-19,3.1458133730598983e-15,3.3243530828173594e-19,3.2491156582373563e-17,4.848471638740248e-12,4.198829254562409e-18,4.823127884436198e-12,5.827066030996226e-12,1.08871150328063e-11,2.2634003924154216e-13,3.547394593450615e-10,4.912769295823337e-11,6.424245855731419e-16,3.1628168793783957e-13,9.170904872578863e-13,9.869307933662016e-20,6.832545119654234e-10,1.772626102095694e-15,4.32837363720458e-08,2.1525189267780386e-13,6.724876135777444e-18,1.2615554686145194e-19,5.4722823278872735e-27,4.779406440428174e-33,8.331048220272434e-12
0.03702604865013658,0.4580133809214399,9.318374273078668e-11,1.5021571556893473e-09,2.665622052344181e-10,2.6245112973620085e-07,0.0,0.0,6.3071292019177505e-06,5.698065772179007e-07,1.049638301180476e-06,5.274522458067646e-08,1.2958933868647116e-11,8.644569115951948e-28,1.2089545045293849e-23,4.956915307994633e-15,2.6744151517283206e-12,0.000130851296089941,7.7656489224305935e-19,6.472115493625153e-24,1.0831647609799422e-23,1.8628915445068163e-27,1.134501868210395e-16,5.534471506794072e-13,4.077826020153118e-16,8.941487111624345e-17,2.9040980756695552e-27,3.9875582212962095e-17,1.2771453859591316e-18,5.702528706258084e-24,1.1482450597563245e-13,2.687780467651447e-23,6.3829457584797136e-24,1.3631448932823431e-18,3.76,0.0,0.6573153617481025,0.9998429966259179,7.454509699525286e-06,5.283786812691043e-10,0.004150218382078725,0.004282580249429451,1.4050264382178911e-05,9.456736224888333e-16,0.00013134251656942477,9.979391616256046e-07,1.8046625573620165e-09,1.1068142519629862e-08,1.827011927985191e-18,6.735512399411774e-10,1.3214940718537075e-06,9.395367412327002e-07,5.848222437640508e-18,7.77082239379283e-09,4.80108292528199e-10,1.8675034015231907e-10,5.313193753475947e-07,8.896345470844188e-06,3.055172441879999e-13,7.922598227493693e-15,3.20549733707467e-11,6.303991458749536e-11,5.203193048895307e-11,3.327575371206295e-08,2.516404125329233e-11,8.640745529678492e-18,7.75645084369151e-11,8.530817983674284e-15,1.8546022886183268e-09,5.22169054880598e-10,4.985709111955939e-19,3.2289491328332944e-15,3.443904117243121e-19,3.328024137705821e-17,4.982559506434169e-12,4.3193286080111284e-18,4.920341539959937e-12,6.061854889895856e-12,1.1339159221698499e-11,2.354579039346756e-13,3.6030347024978677e-10,5.151046212142345e-11,6.562684806974537e-16,3.240726830346756e-13,9.424766973993944e-13,1.0142416214048573e-19,7.082522558011692e-10,1.8039560884591477e-15,4.5051612362154833e-08,2.2071078385914994e-13,6.912337378802235e-18,1.2967221753796364e-19,5.729240387586434e-27,5.008366201111184e-33,8.470524478285134e-12
0.03731914880663456,0.45801624162678795,9.448717053018699e-11,1.5316198463062782e-09,2.7228298535837463e-10,2.679293372316652e-07,0.0,0.0,6.384099607322339e-06,5.822714341252024e-07,1.0812098468293542e-06,5.452834520213879e-08,1.326218575153596e-11,2.3147502481313053e-27,1.26159700567241e-23,5.092714057299348e-15,2.727542853650867e-12,0.00013293334145797632,8.056960717792197e-19,6.62456977509644e-24,1.1467866896406588e-23,3.92346246555585e-27,1.1654484301656725e-16,5.734761329011706e-13,4.201768075148678e-16,9.358508453086724e-17,3.1032360318502565e-27,4.174099365382026e-17,1.3387296176871217e-18,5.942077500249655e-24,1.180755256130503e-13,2.823520319401144e-23,6.739353143601482e-24,1.4328484697568871e-18,3.76,0.0,0.6572812943687685,0.9998406781497663,7.665260243634904e-06,5.429428688545369e-10,0.004181896181199213,0.004316369066605247,1.4050231797130502e-05,9.528835973006722e-16,0.00013344196601080576,1.0134271618809067e-06,1.8330203033928825e-09,1.1239824007529617e-08,1.8557279815815927e-18,6.840267261076061e-10,1.3517880399238745e-06,9.75039872963454e-07,5.9297793542235266e-18,7.981813274375084e-09,4.896759946803664e-10,1.8985452237290143e-10,5.440327009467472e-07,9.086921742411056e-06,3.1326505815238557e-13,8.123965807516983e-15,3.289120028658537e-11,6.429849413648732e-11,5.3457218379724555e-11,3.4629043996224125e-08,2.5820300151984014e-11,8.866088780850023e-18,7.942155551415861e-11,8.735048987976849e-15,1.9219659969631136e-09,5.325705265291096e-10,5.115731716840896e-19,3.3135383656388958e-15,3.566588649940638e-19,3.408121300437746e-17,5.118997024946717e-12,4.4421013040078475e-18,5.018617009199372e-12,6.3059731416608286e-12,1.1806677280004405e-11,2.4493798248037654e-13,3.6590460864864476e-10,5.3997906118933586e-11,6.703272329156717e-16,3.320359541096771e-13,9.683086232816486e-13,1.042031613700186e-19,7.339374073529221e-10,1.835605634598403e-15,4.687565099438201e-08,2.2626526611545325e-13,7.103140544058307e-18,1.3325158028965842e-19,5.9964342058633175e-27,5.246617725302538e-33,8.611255441914772e-12
0.03761224896313254,0.4580191023641425,9.579785800797942e-11,1.5613472686719864e-09,2.780813016889408e-10,2.734852586478292e-07,0.0,0.0,6.461258429508759e-06,5.949290146994083e-07,1.1135160015533947e-06,5.635797724765849e-08,1.357027143915592e-11,-3.0081953399332087e-29,1.3094536273092865e-23,5.230716961767855e-15,2.7812298349249413e-12,0.00013503206828786803,8.356859204129461e-19,6.78133804094887e-24,1.2118657940483211e-23,6.825622655339877e-28,1.1968978925331576e-16,5.940710109478729e-13,4.328405823346092e-16,9.792028106696059e-17,3.314327607928779e-27,4.367836740180206e-17,1.4027727598527252e-18,6.189629571649202e-24,1.213897060438135e-13,2.9649938411676746e-23,7.112884707187605e-24,1.5055858733001945e-18,3.76,0.0,0.6572472234985821,0.9998383394808219,7.88051135347756e-06,5.577949021830522e-10,0.00421355538151612,0.004350156090883538,1.4050198929297893e-05,9.600892024504729e-16,0.0001355585978426847,1.0290143536844419e-06,1.8615940093459153e-09,1.1412602440826558e-08,1.884662778796498e-18,6.945700963922035e-10,1.382509469093906e-06,1.011648193138453e-06,6.012334526380526e-18,8.196978407813835e-09,4.99345490052859e-10,1.9298613108674402e-10,5.569241375473723e-07,9.280428949498316e-06,3.21144301187443e-13,8.328858785925129e-15,3.374184348830394e-11,6.557051497308741e-11,5.4906919634980796e-11,3.6025222297776475e-08,2.648789889923859e-11,9.09532444256125e-18,8.130463461506902e-11,8.942142593682846e-15,1.9911694424542356e-09,5.430825528314204e-10,5.247999449936221e-19,3.3995800917225317e-15,3.6924410689442456e-19,3.4893641438758553e-17,5.257786294253363e-12,4.567154719213499e-18,5.1179451445399064e-12,6.559742316485526e-12,1.229006468390386e-11,2.5479275400247737e-13,3.715419819411712e-10,5.659384675112703e-11,6.846022054903901e-16,3.401751158849275e-13,9.945869778077688e-13,1.0703014924251742e-19,7.603218944597054e-10,1.8675713510738667e-15,4.8757090361794175e-08,2.3191627544961265e-13,7.29722645667746e-18,1.3689247520799862e-19,6.2741983854154166e-27,5.494990321771664e-33,8.753228070324352e-12
0.03790534911963052,0.45802196313595045,9.711561532704775e-11,1.591334932071155e-09,2.839569889370916e-10,2.791193601907376e-07,0.0,0.0,6.538590113525259e-06,6.077795945598779e-07,1.1465686206884843e-06,5.8234917608626625e-08,1.3883381547981833e-11,6.748243200313795e-29,1.3630113567252786e-23,5.371162830386126e-15,2.8354706274454866e-12,0.00013714748540166716,8.665429325455275e-19,6.939253811173022e-24,1.2793027836525438e-23,8.44442482616063e-28,1.2289037944743394e-16,6.152427603324719e-13,4.457775615067516e-16,1.0242580116627696e-16,3.5380745282664515e-27,4.5689853776176073e-17,1.4693493004410293e-18,6.445356279835556e-24,1.2476745252157058e-13,3.112425371643536e-23,7.504375187470913e-24,1.5814638911233841e-18,3.76,0.0,0.6572131490741822,0.9998359805833342,8.1003234420029e-06,5.729377778267011e-10,0.004245195984245335,0.0043839413211633205,1.4050165776583513e-05,9.672904194554242e-16,0.00013769243159392135,1.0446981914668482e-06,1.890383560899641e-09,1.15864495594142e-08,1.9138162038369468e-18,7.051796510223556e-10,1.4136582513744857e-06,1.0493857591673792e-06,6.095899111293728e-18,8.416363630895557e-09,5.091159341560505e-10,1.961448683629244e-10,5.699933984313108e-07,9.476885080649876e-06,3.2915892569489893e-13,8.53724187386391e-15,3.460698192200851e-11,6.685588499856728e-11,5.638143322193875e-11,3.7465234737895273e-08,2.7166844966697304e-11,9.328457316628926e-18,8.321370389339269e-11,9.152094192290124e-15,2.0622443312935167e-09,5.537041603318613e-10,5.382516321487447e-19,3.4870899151721457e-15,3.821518316407005e-19,3.5718211493489585e-17,5.398938687015725e-12,4.694503204169752e-18,5.218316248585017e-12,6.8234912339530115e-12,1.2789718075997373e-11,2.650349799005664e-13,3.7721468018726955e-10,5.930220323899666e-11,6.990947256079413e-16,3.4849368616621213e-13,1.0213134912238042e-12,1.0990531550996566e-19,7.874176765010755e-10,1.89985335841535e-15,5.0697180374358233e-08,2.3766474857251637e-13,7.49471907970619e-18,1.4059730878703703e-19,6.562874960050708e-27,5.752976887654629e-33,8.896428838371414e-12
0.0381691392604787,0.45802453786205355,9.830746712328231e-11,1.6185437324037519e-09,2.89311131170502e-10,2.8425727231935586e-07,0.0,0.0,6.608323436246797e-06,6.195102763473914e-07,1.1769640574162793e-06,5.99652733713798e-08,1.4169438662857878e-11,-2.7805647907935066e-29,1.412327219602191e-23,5.499569639459625e-15,2.8847561261311757e-12,0.00013906563824918778,8.950718807947871e-19,7.083539323178973e-24,1.3429744200077347e-23,7.475598575299278e-28,1.258166216673231e-16,6.347996890473031e-13,4.576560889897202e-16,1.0663090323942153e-16,3.750761417193736e-27,4.7565358568862424e-17,1.531496814720773e-18,6.68264990937204e-24,1.2786210420095142e-13,3.2503566654248393e-23,7.872663282571916e-24,1.6525293754513528e-18,3.76,0.0,0.657182479001225,0.9998338402509357,8.302103793301298e-06,5.868174885252741e-10,0.004273656626986816,0.004414346493626646,1.4050135695737993e-05,9.737677695649064e-16,0.00013962760580814814,1.0588941380405744e-06,1.9164786109436185e-09,1.1743801924917248e-08,1.9402411175985345e-18,7.147834092570821e-10,1.442057315113641e-06,1.0843350650275213e-06,6.17197943680581e-18,8.617456103363833e-09,5.179947719994922e-10,1.990106741448235e-10,5.819074800021943e-07,9.656231396080259e-06,3.3648705271774494e-13,8.727797750004566e-15,3.539802598130028e-11,6.802401181350973e-11,5.7729617926052984e-11,3.8799513465241095e-08,2.7787637535020357e-11,9.541621678309687e-18,8.495404520415635e-11,9.343489519154419e-15,2.127838083279536e-09,5.633563658265587e-10,5.505511388288642e-19,3.56710341167152e-15,3.940473153186966e-19,3.6470434054288044e-17,5.527997224033296e-12,4.811084296627375e-18,5.309533603066243e-12,7.069675392588005e-12,1.3253641100136486e-11,2.7459502464291714e-13,3.823495466177042e-10,6.183915773614409e-11,7.123250642592963e-16,3.561367250019267e-13,1.0457508590530069e-12,1.1253419009367838e-19,8.124219435479695e-10,1.9291748855167876e-15,5.249445005390737e-08,2.429224806363723e-13,7.675341176172874e-18,1.4398565722316772e-19,6.832302775524415e-27,5.993943648487691e-33,9.026348090732726e-12
0.03843292940132688,0.45802711261981915,9.950472763565072e-11,1.6459575820222752e-09,2.947276611113202e-10,2.894592040336416e-07,0.0,0.0,6.6781724828450405e-06,6.313974839880429e-07,1.2079825223207316e-06,6.173518114659522e-08,1.4459555605900856e-11,-1.3399816542587563e-28,1.4629887418747473e-23,5.6298886832089314e-15,2.934481233971072e-12,0.00014099732369035367,9.24330879939353e-19,7.229793793191244e-24,1.409597195591496e-23,6.264298489853161e-28,1.2878644607755626e-16,6.54840932012298e-13,4.697592750297021e-16,1.1098244983053946e-16,3.9746705360651306e-27,4.950427372246326e-17,1.595813779059413e-18,6.9268439093133e-24,1.3100884354149314e-13,3.393405894346152e-23,8.256570792398215e-24,1.7263081855916391e-18,3.76,0.0,0.657151805952481,0.9998316834792162,8.507671224496773e-06,6.009373253768885e-10,0.004302102208151946,0.004444750211229995,1.4050105383883705e-05,9.802415711204436e-16,0.0001415767437786011,1.0731643538086892e-06,1.9427483203916246e-09,1.1901975344662946e-08,1.9668429420935832e-18,7.244380964651649e-10,1.4708019876443372e-06,1.1202363710866148e-06,6.248894360076066e-18,8.822036578068495e-09,5.269537578036583e-10,2.0189797672134675e-10,5.93965004577808e-07,9.837992916021246e-06,3.4392457470293596e-13,8.921220583450218e-15,3.620087463944732e-11,6.920273525794186e-11,5.909786817175647e-11,4.0170774057583646e-08,2.8417688119739483e-11,9.757964962798401e-18,8.671535189095278e-11,9.537190277896501e-15,2.194996667031852e-09,5.730955805807625e-10,5.630340657590401e-19,3.64830969926412e-15,4.06210263726227e-19,3.723225059642244e-17,5.658975186448119e-12,4.929536646704444e-18,5.401579772959442e-12,7.324464885831413e-12,1.3731350952829632e-11,2.8448915598546563e-13,3.875115912988614e-10,6.447341830429628e-11,7.257335771982379e-16,3.639306312374087e-13,1.0705524242834906e-12,1.1520221331480144e-19,8.380208209763764e-10,1.9587483441033484e-15,5.434117578012859e-08,2.4826060126003017e-13,7.858699658990298e-18,1.474253380973551e-19,7.11111309189783e-27,6.243452036679842e-33,9.157240424874612e-12
0.03869671954217506,0.4580296874110219,1.0070724442315164e-10,1.6735732769240964e-09,3.0020639724662126e-10,2.9472547262463754e-07,0.0,0.0,6.748125603200268e-06,6.434412031643183e-07,1.239632791629323e-06,6.354522703170596e-08,1.475375093582932e-11,-2.464185607874005e-28,1.5150250496811782e-23,5.762122285112904e-15,2.984641427142013e-12,0.00014294254803940763,9.543318015642125e-19,7.378040412593124e-24,1.4793727653494064e-23,5.283235217435357e-28,1.317999055765793e-16,6.753746331411379e-13,4.820887902377627e-16,1.154845951867161e-16,4.210303886199891e-27,5.150824456889794e-17,1.662357055090388e-18,7.178069560929377e-24,1.3420793314107484e-13,3.541720481305879e-23,8.656639772858281e-24,1.8028833480806186e-18,3.76,0.0,0.6571211298824018,0.9998295102428987,8.717069466801904e-06,6.152994074416073e-10,0.004330532729187163,0.0044751524731460116,1.4050074840664522e-05,9.867118241763157e-16,0.00014353985986417504,1.0875068940840824e-06,1.9691926063160007e-09,1.2060948223833333e-08,1.9936215933232815e-18,7.341424135723292e-10,1.4998918315892617e-06,1.1571074666661392e-06,6.326651822741495e-18,9.030137679379378e-09,5.359920922071238e-10,2.0480654023017178e-10,6.061656202210837e-07,1.002218170565305e-05,3.514718360427766e-13,9.117516826728343e-15,3.701555789663954e-11,7.039195137259606e-11,6.04862188298971e-11,4.157972479769871e-08,2.9057019358483785e-11,9.97749497071633e-18,8.849757256062284e-11,9.733190811843744e-15,2.2637433405426452e-09,5.829209330611868e-10,5.757008645427167e-19,3.73071157438077e-15,4.186438091334849e-19,3.8003645176820045e-17,5.791875871737811e-12,5.049866457696783e-18,5.494446674394342e-12,7.588114174186013e-12,1.4223141770365463e-11,2.9472724907339093e-13,3.9270011880391205e-10,6.720804647036855e-11,7.393211545987697e-16,3.718781252637016e-13,1.0957188042660748e-12,1.1790945056606717e-19,8.6422307436697e-10,1.9885719670442312e-15,5.623829212207162e-08,2.536797942579176e-13,8.044802212518987e-18,1.5091649394768603e-19,7.399572050960323e-27,6.501745845814965e-33,9.289095117849178e-12
0.03896050968302324,0.4580322622374307,1.0191486537027189e-10,1.7013877835250909e-09,3.0574713839542753e-10,3.000563880184225e-07,0.0,0.0,6.818171070654713e-06,6.556413498430883e-07,1.271923680361033e-06,6.539599843583365e-08,1.505205425359327e-11,6.26181166453189e-29,1.569155624203824e-23,5.89629062732334e-15,3.035232016841351e-12,0.0001449013175630834,9.850861557805033e-19,7.528063959988994e-24,1.5520986167514977e-23,9.508257018060534e-28,1.348574538885305e-16,6.964089770275271e-13,4.9464628708721585e-16,1.2014157824436208e-16,4.4581838198988335e-27,5.3578941671524656e-17,1.731184285983362e-18,7.436458715150062e-24,1.374596229285027e-13,3.6954526535835104e-23,9.073391469071695e-24,1.88233956431719e-18,3.76,0.0,0.6570904507456858,0.9998273205169699,8.930342113591895e-06,6.299058312529645e-10,0.004358948191714647,0.00450555327853984,1.4050044065617738e-05,9.931785275692474e-16,0.00014551696844800971,1.101919786640575e-06,1.995811385922858e-09,1.2220698663533482e-08,2.0205769874228747e-18,7.438950427860405e-10,1.5293262947848842e-06,1.1949662032108541e-06,6.405259698952851e-18,9.241791753675992e-09,5.451089527760653e-10,2.0773612270777367e-10,6.185089306392481e-07,1.0208809488640745e-05,3.5912937526305025e-13,9.316698297534921e-15,3.784210420284968e-11,7.159155421768851e-11,6.189471042513404e-11,4.3027079530844396e-08,2.9705650929900576e-11,1.0200218559273707e-17,9.030064938519758e-11,9.931484756283172e-15,2.3341013958658163e-09,5.928315219694589e-10,5.885519364069819e-19,3.814312528711985e-15,4.313512611150704e-19,3.878465559964603e-17,5.926701211837523e-12,5.172078760109178e-18,5.588125899781011e-12,7.860882225718433e-12,1.4729309309335262e-11,3.053193537661784e-13,3.9791442371544433e-10,7.004616894260528e-11,7.530886614414048e-16,3.7998193052633664e-13,1.121250422736167e-12,1.2065594680641218e-19,8.910374798803372e-10,2.018644075526434e-15,5.818674062402899e-08,2.591807437173777e-13,8.233657873370172e-18,1.5445930326788126e-19,7.697951212675155e-27,6.769015319081393e-33,9.421901171869354e-12
0.03922429982387142,0.4580348371008111,1.0312742438960377e-10,1.7293981600254769e-09,3.113496607120879e-10,3.0545225261945297e-07,0.0,0.0,6.8882970909430255e-06,6.679977696883769e-07,1.3048640402051761e-06,6.728808389714132e-08,1.5354453596371278e-11,-2.0210369725424093e-28,1.6237901199799146e-23,6.032352153293908e-15,3.086248156642093e-12,0.00014687363847485906,1.0166067792134584e-18,7.680402941747431e-24,1.6274202528873926e-23,6.739930587668013e-28,1.3795815755700653e-16,7.179521869920248e-13,5.074333216529731e-16,1.2495772913553484e-16,4.718832415829107e-27,5.571806611791543e-17,1.8023538836597038e-18,7.702143161197381e-24,1.4076415098882025e-13,3.8547500001201e-23,9.50749242978517e-24,1.964763382854671e-18,3.76,0.0,0.6570597684972947,0.999825114276688,9.14753260426374e-06,6.447586700382144e-10,0.004387348597533101,0.004535952626569275,1.4050013058656247e-05,9.99641684382499e-16,0.0001475080839306584,1.116401036151371e-06,2.0226045765630866e-09,1.238120450667415e-08,2.047709040673586e-18,7.536946506916327e-10,1.5591047098505387e-06,1.2338304862495685e-06,6.484725792475443e-18,9.45703085751773e-09,5.54303462273807e-10,2.106864766486088e-10,6.309944943262984e-07,1.0397887642753627e-05,3.668969259488056e-13,9.518768391692363e-15,3.8680527437610626e-11,7.280142713348805e-11,6.332330036698376e-11,4.451355753399799e-08,3.0363599554471704e-11,1.042614121679299e-17,9.21245179246989e-11,1.0132065019386229e-14,2.406094149858868e-09,6.028264006873077e-10,6.015875839527274e-19,3.899112014567055e-15,4.443349763792783e-19,3.957512844806357e-17,6.063451504306949e-12,5.296177169051536e-18,5.68260878305688e-12,8.143032438769585e-12,1.5250152492300845e-11,3.162756917112938e-13,4.031537922494719e-10,7.299097780689641e-11,7.670369371898408e-16,3.882448229735349e-13,1.1471473154177074e-12,1.234417037905908e-19,9.184728207267563e-10,2.048962391620196e-15,6.018746962115146e-08,2.6476413389803126e-13,8.42525712543499e-18,1.580535672012587e-19,8.006528001591406e-27,7.045641503586812e-33,9.555647332452893e-12
0.0394880899647196,0.4580374120029226,1.0434477883064808e-10,1.7576010942156996e-09,3.1701371218999764e-10,3.1091336125389906e-07,0.0,0.0,6.958491810444895e-06,6.805102375824142e-07,1.3384627575418856e-06,6.922207288068565e-08,1.566100716955206e-11,4.2067776109522395e-28,1.6812835297574965e-23,6.170371778669228e-15,3.1376848280932233e-12,0.00014885951693007792,1.0489042165025194e-18,7.834303894775418e-24,1.7059628912612955e-23,1.4891982888296042e-27,1.4110347586138703e-16,7.400125232416939e-13,5.204512762614502e-16,1.299374583656886e-16,4.9928229116025344e-27,5.792733859028446e-17,1.8759250166601506e-18,7.975255487846671e-24,1.4412174041211132e-13,4.0197750006832813e-23,9.959345984875038e-24,2.0502428597729328e-18,3.76,0.0,0.6570290830924671,0.9998228914975889,9.368684209874874e-06,6.59859973037912e-10,0.004415733948618349,0.0045663505163848934,1.4049981819050927e-05,1.006101290479771e-15,0.00014951322072361868,1.1309486265910404e-06,2.04957209570922e-09,1.2542443371636448e-08,2.0750176694829164e-18,7.63539889632385e-10,1.5892262938976819e-06,1.2737182687115356e-06,6.565057834130628e-18,9.675886746951432e-09,5.635747558413925e-10,2.1365734948144112e-10,6.436218241855824e-07,1.0589427196843877e-05,3.7477553419653335e-13,9.723743820867177e-15,3.95308568303485e-11,7.402146079975582e-11,6.477207246392536e-11,4.603988338068971e-08,3.103087967193988e-11,1.0655268246402533e-17,9.396910705292571e-11,1.033492377417572e-14,2.4797449353254725e-09,6.129046110495248e-10,6.148081323663516e-19,3.985115594686795e-15,4.575989211018695e-19,4.0375237812951497e-17,6.202128167411097e-12,5.422166040065744e-18,5.777886232499045e-12,8.434832715248648e-12,1.5785969709960383e-11,3.2760665900379765e-13,4.084175030625507e-10,7.604573061768823e-11,7.811667955678539e-16,3.9666958768394417e-13,1.1734098766766188e-12,1.2626676446158378e-19,9.46537883371672e-10,2.079525526805181e-15,6.224143406474088e-08,2.7043064899239643e-13,8.61961928842456e-18,1.616996801971289e-19,8.32558495227606e-27,7.331692765236503e-33,9.69032212514919e-12
