Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970)
2.345964982114892e-10,0.45765157784702837,5.1145017818097766e-20,1.4464859814793613e-24,7.371922545940382e-25,1.198510351682594e-24,0.0,0.0,1.3682285896501487e-14,1.67708244439973e-23,1.0074815066108975e-25,4.015791460452e-25,1.1602832476783336e-31,4.6674357446707445e-45,1.1741162368551863e-32,3.0435755115565205e-22,2.1049910857021648e-31,4.5160805532792316e-21,2.746328701088579e-52,2.1254626518689333e-50,8.249533415183775e-48,4.1048124164007584e-47,1.7797348584026164e-20,5.732910140707018e-45,2.2962390144808367e-39,3.4606266699528895e-52,7.243599844117175e-64,2.138967046388949e-49,1.0591443572347913e-64,2.670305301196597e-59,1.6916987456280456e-37,1.4522626601820053e-61,1.3432383454329352e-59,6.324727256962288e-66,3.76,0.0,0.6616097584319881,0.9999932875857876,1.671319274159333e-26,2.997921853412791e-37,2.722289902343325e-11,2.7222899027951687e-11,6.712414199322637e-06,8.48438003102011e-25,4.516029590058824e-21,1.368206799979604e-14,7.409353978325646e-26,2.6620635707458697e-19,6.4893137369491475e-40,2.7280655015306886e-21,2.3340712710688386e-26,2.890742508768481e-29,3.36592230454332e-28,1.7780446589272044e-26,1.8249510675671347e-23,1.4095230751549407e-22,6.846738202223721e-30,1.7165238324338002e-25,1.0085352746404396e-26,4.075639710203032e-33,9.04128063085894e-30,1.4640502269059636e-27,1.330846537677862e-37,1.810482041092533e-20,2.5687187703742936e-34,7.641100517922913e-39,7.114292081628149e-40,2.1070294430289377e-39,7.261283034191701e-41,6.688440638482843e-27,6.92883920524116e-39,2.5609703526576118e-24,5.035162019767783e-45,2.3608359610865913e-33,4.803481560112791e-42,3.687848322847548e-48,1.152272759325489e-31,2.66452878052845e-38,3.5244917697005734e-45,1.0376475885005523e-42,4.916162769530337e-25,5.561939159183192e-46,8.980480067890238e-40,2.3871076341705566e-39,1.4347994624616567e-39,2.7219083876826336e-47,6.543974531315178e-45,1.6897047868867203e-23,3.0796329467861635e-47,1.6923926756747718e-42,1.7905744726684135e-30,1.9591637044504125e-29,9.15871709743837e-64,2.1250814725598112e-69,7.588740570654736e-27
2.5623197437722524e-10,0.4576515778472403,5.586384611520112e-20,1.6591086703648438e-24,8.88533460388963e-25,1.4361171508602779e-24,0.0,0.0,1.494411981733386e-14,2.0006813327433003e-23,1.3107593297051777e-25,5.536585891917007e-25,1.520113286634715e-31,6.072548583306863e-45,1.3989709101088836e-32,3.6236095763474502e-22,2.5229316125456083e-31,5.422631664986981e-21,4.259506619810227e-52,2.8072638979401796e-50,1.2780877210443462e-47,6.358642859323221e-47,1.9408110416196994e-20,8.197014784073253e-45,3.007816943508831e-39,5.85631305549542e-52,1.226886861763944e-63,3.3388547189866535e-49,1.6547631412067518e-64,4.160063989878894e-59,2.2161512740715697e-37,2.472692592155678e-61,2.287692700075893e-59,1.0833848186006972e-65,3.76,0.0,0.6616097584294762,0.999992860862194,2.174615772766463e-26,3.920128033529325e-37,2.973350931534178e-11,2.973350932076723e-11,7.139137791676817e-06,1.0231767915477235e-24,5.422565360528694e-21,1.4943854761282976e-14,8.839016388435485e-26,3.175370706446068e-19,8.455395082437413e-40,3.2543388504763525e-21,2.82655393901857e-26,3.467780681308483e-29,4.012175704936975e-28,2.1211570909667726e-26,2.006918579273511e-23,1.68148473172894e-22,8.169069891235716e-30,2.2365270140506556e-25,1.2030357002509587e-26,5.308343855136599e-33,1.1778576556274329e-29,1.746516771076226e-27,1.886653977611143e-37,1.9774523127317816e-20,3.6551250031439255e-34,1.085212841376081e-38,9.805885383337074e-40,2.689622616099156e-39,9.859456449429198e-41,8.016234265317014e-27,9.69953298622586e-39,3.3006944418343648e-24,6.560650791069895e-45,2.9993605578714794e-33,6.945732550851019e-42,5.331379053581084e-48,1.3850079418774329e-31,3.7918999605812883e-38,5.0418772517633305e-45,1.612732540305583e-42,6.40530265183029e-25,8.645172566858344e-46,1.2675267161292615e-39,3.3971148205787804e-39,1.98848404419042e-39,4.0695446389377733e-47,9.923020881385156e-45,1.845586735370756e-23,4.383269833448559e-47,2.2196125918094196e-42,2.4767848599940418e-30,2.533778324550263e-29,1.683821039564708e-63,3.8840858483865623e-69,9.887059660802523e-27
2.778674505429613e-10,0.4576515778474522,6.058309130644663e-20,1.8861589211961705e-24,1.0555851352630163e-24,1.6963251275323354e-24,0.0,0.0,1.620595321498725e-14,2.3528082843399962e-23,1.6691167186385474e-25,7.441691690803936e-25,1.9488238752274987e-31,7.732883615365188e-45,1.6432044612385843e-32,4.252889067067331e-22,2.9808227193914973e-31,6.416631355727907e-21,6.374275414304314e-52,3.6283582735123857e-50,1.9105404910821424e-47,9.503854802963782e-47,2.101377744624582e-20,1.138777626392916e-44,3.8554883432333216e-39,9.494483185291914e-52,1.990994528145652e-63,5.02745980672032e-49,2.4944565481516113e-64,6.253116678553942e-59,2.840929809266676e-37,4.0326419788433825e-61,3.7319567306915864e-59,1.7775101224703544e-65,3.76,0.0,0.6616097584269643,0.9999924589473965,2.7693863253877913e-26,5.017094331583256e-37,3.22441196071533e-11,3.224411961357325e-11,7.541052587905752e-06,1.2145952391745945e-24,6.4165469238451214e-21,1.6205636435544635e-14,1.0394716421542216e-25,3.733838831228287e-19,1.0783176287978933e-39,3.82697708901589e-21,3.3714698625160695e-26,4.100771218808404e-29,4.714558746049442e-28,2.49452639994307e-26,2.1911914166223296e-23,1.977419352334936e-22,9.608302771361543e-30,2.852174811237207e-25,1.4146566865191734e-26,6.767409377774016e-33,1.5018779298277953e-29,2.0538780605029952e-27,2.600690954784906e-37,2.1444225843591083e-20,5.054277428965628e-34,1.4977735173142007e-38,1.3166156034954945e-39,3.361364368757601e-39,1.3086818992364333e-40,9.4709033168851e-27,1.319763365149723e-38,4.163951600073622e-24,8.366774573366142e-45,3.7303220884190686e-33,9.84416461056654e-42,7.554658749688992e-48,1.6410039119849704e-31,5.244011202424839e-38,7.007943692042938e-45,2.4184606754672632e-42,8.168282183803796e-25,1.2965380889623314e-45,1.740680770083466e-39,4.6980615490347286e-39,2.681153819713115e-39,5.878904069483377e-47,1.453740330215567e-44,2.001477156473156e-23,6.06272329489895e-47,2.8486358201326745e-42,3.339654758954943e-30,3.2073977907485386e-29,2.9458730739726457e-63,6.753942325700148e-69,1.2607886215696668e-26
2.995029267086974e-10,0.4576515778476641,6.530277200047514e-20,2.127872923178095e-24,1.2387210586617039e-24,1.9793956153445193e-24,0.0,0.0,1.7467786119848168e-14,2.733463287585892e-23,2.087025653178166e-25,9.787227835344434e-25,2.452775431992365e-31,9.669170770898163e-45,1.9067459313594166e-32,4.931113734542119e-22,3.4791674340581714e-31,7.498827629310013e-21,9.253351953343134e-52,4.604005699539775e-50,2.7704360970417664e-47,1.3779434602333326e-46,2.2614365875503657e-20,1.543808532761617e-44,4.8518173694290395e-39,1.484188086067292e-51,3.1155304587023825e-63,7.34166443238663e-49,3.647601464322209e-64,9.117640470201774e-59,3.57528102732812e-37,6.340183057181982e-61,5.8690504933811735e-59,2.8114324945971767e-65,3.76,0.0,0.6616097584244525,0.9999920803990656,3.463075072398505e-26,6.304865835156089e-37,3.475472989886705e-11,3.475472990636973e-11,7.919600917613958e-06,1.4224965434469464e-24,7.49872205760217e-21,1.7467413054450486e-14,1.207645407764105e-25,4.337453126311041e-19,1.3503197759877671e-39,4.445975225309409e-21,3.969714525180825e-26,4.7905379062376744e-29,5.472936145699356e-28,2.898153937132294e-26,2.3777691185023842e-23,2.297326469432586e-22,1.116449006581166e-29,3.5715379383502868e-25,1.6433939627729256e-26,8.471895388864316e-33,1.880419901529025e-29,2.3861329242848793e-27,3.5004810352292657e-37,2.3113928559745128e-20,6.821077715538385e-34,2.0175090814757502e-38,1.7287001151301748e-39,4.1261071189523904e-39,1.7036858246548294e-40,1.1054037805934918e-26,1.752914548902721e-38,5.1582800090225e-24,1.0477226760254353e-44,4.556358545096255e-33,1.3693357729823182e-41,1.0506823049152493e-47,1.9207051129552561e-31,7.077934913324679e-38,9.505176454023301e-45,3.518129585471582e-42,1.0228193644052225e-24,1.8862227851529378e-45,2.3352864318524676e-39,6.341081966846649e-39,3.531537369214553e-39,8.247960633960794e-47,2.0681959803793683e-44,2.1573760465721272e-23,8.184148752644793e-47,3.5890893505175545e-42,4.405927546555711e-30,3.9867846319439216e-29,4.940903313511728e-63,1.1257115942712526e-68,1.5786815723575546e-26
3.2113840287443344e-10,0.4576515778478761,7.002290701672935e-20,2.384484608645008e-24,1.4383127531763596e-24,2.2855884409041782e-24,0.0,0.0,1.872961856053679e-14,3.1426463315438006e-23,2.5689308245678825e-25,1.2632220885489865e-24,3.0383786851100923e-31,1.190201463959323e-44,2.189524592766138e-32,5.657984691999298e-22,4.018468684673677e-31,8.669891663906372e-21,1.3086018954998557e-51,5.750009767280479e-50,3.9136305789780455e-47,1.9462684654715174e-46,2.420989185341445e-20,2.0492588015518572e-44,6.009474023517874e-39,2.2484604285832217e-51,4.724873463263489e-63,1.0441999731383045e-48,5.196052574320862e-64,1.29509392412674e-58,4.428521908725689e-37,9.658704150773338e-61,8.94342308385299e-59,4.308653607780121e-65,3.76,0.0,0.6616097584219406,0.9999917238587159,4.263083452014865e-26,7.799688374285482e-37,3.726534019048236e-11,3.72653401991567e-11,8.276141265908666e-06,1.646631360572344e-24,8.669761715139358e-21,1.872918464810281e-14,1.3884229356727126e-25,4.98619878118504e-19,1.6645999831342295e-39,5.111328269386888e-21,4.622091340441687e-26,5.537904520182808e-29,6.287172947756199e-28,3.3320410505546016e-26,2.5666512239038569e-23,2.641205616167658e-22,1.28376850465194e-29,4.40268629962565e-25,1.889243260301537e-26,1.0440856163003148e-32,2.317712635714798e-29,2.7432801916548453e-27,4.61576007850372e-37,2.478363127577996e-20,9.014858522679277e-34,2.661324893670925e-38,2.2263727784352055e-39,4.9873520243917966e-39,2.1810000222496138e-40,1.2767227327329892e-26,2.280438614506334e-38,6.29084684893542e-24,1.2915700351851576e-44,5.479604690525987e-33,1.8719540774671827e-41,1.436126866730823e-47,2.2245559223207993e-31,9.355363606576816e-38,1.2623464498211908e-44,4.985677371781616e-42,1.2608124662934184e-24,2.6732538978555512e-45,3.070525676763714e-39,8.381450115931442e-39,4.55884781911245e-39,1.128386469137213e-46,2.868929712457688e-44,2.3132834020492568e-23,1.0819082924636299e-46,4.450712878190668e-42,5.703921160948723e-30,4.8784813059478956e-29,7.991307700213221e-63,1.8091084804977169e-68,1.9459431274883838e-26
3.427738790401695e-10,0.45765157784808796,7.474351537133241e-20,2.6562257363007676e-24,1.6547294954651543e-24,2.6151619318140527e-24,0.0,0.0,1.9991450564009293e-14,3.5803574059046473e-23,3.1192497595464777e-25,1.603846010406995e-24,3.712089347969573e-31,1.445189501174945e-44,2.491469948102417e-32,6.433204409459709e-22,4.599229299689709e-31,9.930424194322596e-21,1.809000351700751e-51,7.08271736789137e-50,5.404229292339572e-47,2.687177069930748e-46,2.5800371477712525e-20,2.6707769286014163e-44,7.341224688371031e-39,3.314640895109462e-51,6.972925504669899e-63,1.4514535582628294e-48,7.235304080588829e-64,1.7981892009792558e-58,5.410031945739621e-37,1.4315972884480004e-60,1.3259416099187834e-58,6.42441624179139e-65,3.76,0.0,0.6616097584194287,0.9999913880468474,5.17677039114747e-26,9.518008481905772e-37,3.9775950481998646e-11,3.9775950491934125e-11,8.611953133223007e-06,1.886705457692626e-24,9.930266407802862e-21,1.9990951244939122e-14,1.58180422587956e-25,5.68006099335256e-19,2.0242122762543075e-39,5.823031233084831e-21,5.329319304308097e-26,6.343694828849874e-29,7.157134521355486e-28,3.796189084981943e-26,2.757837271918395e-23,3.009056326339451e-22,1.4627941025143294e-29,5.353688990067897e-25,2.1522003122805883e-26,1.2693341140821442e-32,2.8179833176938294e-29,3.1253186919801463e-27,5.9784772523447215e-37,2.6453333991695568e-20,1.1699381445450887e-33,3.447302663190847e-38,2.8194743946906048e-39,5.948281371428326e-39,2.7513743317232435e-40,1.4612061057793942e-26,2.913759647516545e-38,7.568463151238807e-24,1.5705887956517564e-44,6.501739428876323e-33,2.5182980331064706e-41,1.9317485628883855e-47,2.5530006518535223e-31,1.214260935865166e-37,1.6460169894837907e-44,6.906506792663175e-42,1.5331158225585633e-24,3.70347437791403e-45,3.966986019321091e-39,1.087857952051352e-38,5.7826937564629584e-39,1.5102555254649176e-46,3.8930662259821343e-44,2.469199219289409e-23,1.4044447096519961e-46,5.443351327059814e-42,7.263475300707258e-30,5.888815892793494e-29,1.2522699738719133e-62,2.8166664769993525e-68,2.36613035699132e-26
3.644093552059056e-10,0.4576515778482999,7.94646162635188e-20,2.9433259688361133e-24,1.8883383270971955e-24,2.968372924618031e-24,0.0,0.0,2.125328215565459e-14,4.046596500950969e-23,3.7423729437810194e-25,2.0070358118687695e-24,4.480403220286045e-31,1.733916741672913e-44,2.812511729540329e-32,7.2564767081631385e-22,5.221952007894033e-31,1.1280961430327143e-20,2.4513332597829773e-51,8.619018325184182e-50,7.3150941124318e-47,3.636821464525507e-46,2.7385820794598515e-20,3.4252027698510613e-44,8.859923420103134e-39,4.770816850616471e-51,1.0047369738758377e-62,1.9772760242820078e-48,9.875681226593408e-64,2.4473427852036974e-58,6.529245973354295e-37,2.0713873724573392e-60,1.9190365295396296e-58,9.350984516994497e-65,3.76,0.0,0.6616097584169168,0.9999910717583539,6.211452495354157e-26,1.1476473355452935e-36,4.228656077341534e-11,4.228656078470202e-11,8.928241625566245e-06,2.142386641330058e-24,1.1280772123269585e-20,2.1252712871828873e-14,1.787789278384163e-25,6.419024968084615e-19,2.4322106740611003e-39,6.5810791299864156e-21,6.092040091648127e-26,7.208732592064475e-29,8.082686560117119e-28,4.290599381945833e-26,2.9513268017391875e-23,3.4008781343700055e-22,1.6535311344856613e-29,6.432614296247242e-25,2.4322608537021702e-26,1.5248394931033042e-32,3.38545731909988e-29,3.5322472547622494e-27,7.622796073917594e-37,2.8123036707491956e-20,1.4942835051774962e-33,4.3946885703233e-38,3.518127678434641e-39,7.01178811759963e-39,3.426279105470953e-40,1.6590127755672388e-26,3.664658377520417e-38,8.997598095302233e-24,1.887148179234576e-44,7.624029559863076e-33,3.338037309606864e-41,2.5602892220256703e-47,2.9064835475775886e-31,1.5510603294501198e-37,2.1120191994772294e-44,9.378309874112965e-42,1.842037267465804e-24,5.0293322522269283e-45,5.046660348800642e-39,1.389602280009552e-38,7.22299831730677e-39,1.982833125220702e-46,5.181665330330321e-44,2.625123494680626e-23,1.7942550430239163e-46,6.576947953662248e-42,9.11589992356938e-30,7.0239076531918e-29,1.908629454820834e-62,4.265076905956793e-68,2.8427990925977337e-26
3.8604483137164165e-10,0.4576515778485119,8.418622906260484e-20,3.24601294526417e-24,2.139504065340542e-24,3.345476772673668e-24,0.0,0.0,2.251511335938558e-14,4.54136360752245e-23,4.442663944961246e-25,2.4794816989257054e-24,5.349851690116048e-31,2.0584063660029185e-44,3.152579897967448e-32,8.127506755014646e-22,5.887139438422966e-31,1.2721980538376699e-20,3.2636164545780536e-51,1.037634502598191e-49,9.7283399134371e-47,4.835933192879415e-46,2.896625579891417e-20,4.330574161043615e-44,1.0578503951894197e-38,6.722846539436745e-51,1.4174190501167373e-62,2.6459447013533926e-48,1.3243561439821862e-63,3.272502580290883e-58,7.795647587489552e-37,2.9338812508346843e-60,2.7188334788335924e-58,1.3323391976896385e-64,3.76,0.0,0.661609758414405,0.9999907738581916,7.374404238279347e-26,1.3691930817551744e-36,4.479717106473199e-11,4.4797171077460396e-11,9.22614178646828e-06,2.413311011378847e-24,1.2721755807266297e-20,2.2514469554164733e-14,2.0063780931860347e-25,7.203075918194892e-19,2.8916491879609135e-39,7.385466975365012e-21,6.910824628766384e-26,8.133841561270234e-29,9.063695081363833e-28,4.815273279745122e-26,3.1471193526610355e-23,3.816670575275053e-22,1.8559849372876836e-29,7.647529697025072e-25,2.7294206213102735e-26,1.8125057312414463e-32,4.024358259029315e-29,3.9640647096367826e-27,9.58509545264354e-37,2.9792739423169123e-20,1.8817832964491753e-33,5.523881508369078e-38,4.3327115980544396e-39,8.180502788445708e-39,4.217918352412236e-40,1.870301576071388e-26,4.5452396107594177e-38,1.0584392763648615e-23,2.243617368846434e-44,8.84737013056145e-33,4.364724057596993e-41,3.347467171108896e-47,3.285448789782132e-31,1.953489505263292e-37,2.6716026514311583e-44,1.2511892551311712e-41,2.189884171286178e-24,6.710325529303739e-45,6.332946758670691e-39,1.750147126430582e-38,8.89992594579494e-39,2.5593390444112915e-46,6.779778150963054e-44,2.7810562246140376e-23,2.2601093251614594e-46,7.861537998840446e-42,1.1293925027671692e-29,8.289672454406323e-29,2.8384100357219804e-62,6.301366854646347e-68,3.379503928430968e-26
4.076803075373777e-10,0.45765157784872373,8.890837329550279e-20,3.564512348130078e-24,2.4085893138858883e-24,3.7467273539460025e-24,0.0,0.0,2.377694419772504e-14,5.064658716983503e-23,5.224459535458196e-25,3.0281099726578373e-24,6.326997624281539e-31,2.4206692358559485e-44,3.511604642181803e-32,9.046001057055445e-22,6.595294120774691e-31,1.4253904700148693e-20,4.2772594828200377e-51,1.237267204816624e-49,1.273581981164076e-46,6.330061089243917e-46,3.054169243431615e-20,5.406132722212498e-44,1.2509972387661862e-38,9.296528798114647e-51,1.962245174344785e-62,3.4848504784182636e-48,1.7482624703625173e-63,4.3075237488417566e-58,9.218763132260628e-37,4.07727824444073e-60,3.779447983556184e-58,1.8625669471108276e-64,3.76,0.0,0.6616097584118931,0.9999904932773027,8.672858150432345e-26,1.6181429275743085e-36,4.730778135594817e-11,4.7307781370209234e-11,9.506722673990735e-06,2.699088568604196e-24,1.425364042209596e-20,2.3776221315948558e-14,2.2375706702846833e-25,8.032199063830015e-19,3.405581822052127e-39,8.236189786131035e-21,7.786179158377849e-26,9.119845479527121e-29,1.010002642534001e-27,5.370212113453768e-26,3.3452144640804035e-23,4.256433184636667e-22,2.0701608493709793e-29,9.006501864223818e-25,3.043675353541146e-26,2.134236323574849e-32,4.738908060473034e-29,4.4207698863734976e-27,1.1903970731581216e-36,3.146244213872707e-20,2.3401411984763616e-33,6.856421456545334e-38,5.2738381349680426e-39,9.45681783853082e-39,5.1392427411317096e-40,2.095231299387559e-26,5.567902648579902e-38,1.2334673350779223e-23,2.64236550861918e-44,1.0172321493517347e-32,5.636032390761541e-41,4.3221609170494546e-47,3.6903404930345476e-31,2.4295652228161432e-37,3.336781971189697e-44,1.643199857256178e-41,2.5789634405360235e-24,8.813446922019007e-45,7.850648369299828e-39,2.17667544879511e-38,1.0833816548433144e-38,3.253734217401933e-46,8.736489255715572e-44,2.9369974054837714e-23,2.8113170310953818e-46,9.30724287107328e-42,1.3831651757224142e-29,9.691828059025456e-29,4.129703615737602e-62,9.108081373297714e-68,3.979798221675373e-26
4.293157837031138e-10,0.45765157784893573,9.363106863476323e-20,3.8990479659021495e-24,2.6959544734937527e-24,4.1723770787157186e-24,0.0,0.0,2.5038774691886392e-14,5.616481821192785e-23,6.092069814390082e-25,3.6600707113066464e-24,7.418431621033153e-31,2.822703947341538e-44,3.8895163780955785e-32,1.0011667455965617e-21,7.3469184848229625e-31,1.5877107774071663e-20,5.527243593783508e-51,1.4626515789238695e-49,1.6439599221054826e-46,8.169803447118006e-46,3.2112146593448413e-20,6.672328915927617e-44,1.466740053918998e-38,1.2639880950940513e-50,2.670932933594103e-62,4.524681086752045e-48,2.2755133371971364e-63,5.590423186495493e-58,1.0808156217895249e-36,5.570508447474631e-60,5.165003275362879e-58,2.5597564049270998e-64,3.76,0.0,0.6616097584093812,0.9999902290087805,1.0114005007059709e-25,1.8962217682276353e-36,4.9818391647063505e-11,4.981839166294854e-11,9.770991195047375e-06,2.999308225388867e-24,1.5876799608161903e-20,2.5037968179872087e-14,2.4813670096796146e-25,8.906379632275159e-19,3.977062573126171e-39,9.13324258078194e-21,8.718550828404232e-26,1.0167568081509764e-28,1.1191547254432751e-27,5.955417214928601e-26,3.545611675495488e-23,4.720165498577553e-22,2.2960642103057733e-29,1.0517596663243417e-24,3.3750207904683386e-26,2.4919342825714227e-32,5.533327002330338e-29,4.9023616148762516e-27,1.462023473690603e-36,3.3132144854165806e-20,2.8775030275190604e-33,8.41497798983578e-38,6.352331259193663e-39,1.0842909688707503e-38,6.20396246757532e-40,2.333960695714858e-26,6.745314449832487e-38,1.425396384004049e-23,3.0857617040062566e-44,1.1599143283210903e-32,7.193997851430805e-41,5.516592815626225e-47,4.121602706194104e-31,2.9877659817280736e-37,4.120341806393106e-44,2.1278132559733845e-41,3.0115815182008928e-24,1.141362833086845e-44,9.625973151087326e-39,2.676783988726594e-38,1.3045126507025824e-38,4.080670253897115e-46,1.1104946021911483e-43,3.0929470336868726e-23,3.457727404288174e-46,1.0924264826783311e-41,1.6764504822474806e-29,1.1235899277341847e-28,5.89160860166118e-62,1.29089260564177e-67,4.64723409322105e-26
4.5095125986884985e-10,0.45765157784914773,9.835433488711492e-20,4.249841750978456e-24,3.0019577525657964e-24,4.622676897204236e-24,0.0,0.0,2.630060486184979e-14,6.196832912474482e-23,7.049778329084756e-25,4.3827259513369835e-24,8.630768589286534e-31,3.2664968840085617e-44,4.2862457479472795e-32,1.1024215122598888e-21,8.142514860830643e-31,1.7591918595932033e-20,7.05229726922482e-51,1.715693409653231e-49,2.095241915362857e-46,1.041103463906089e-45,3.367763411811329e-20,8.150826443435987e-44,1.7063919843403586e-38,1.6925522156777748e-50,3.580539180786852e-62,5.799602563276828e-48,2.924324199996828e-63,7.163636247360485e-58,1.257342271703748e-36,7.494469277600012e-60,6.95079045452459e-58,3.464175899367462e-64,3.76,0.0,0.6616097584068693,0.9999899801042584,1.170499401509344e-25,2.2051745494417546e-36,5.2329001938077674e-11,5.232900195567832e-11,1.0019895716024989e-05,3.313542284345751e-24,1.7591561984568464e-20,2.6299710167393123e-14,2.7377671113703345e-25,9.825602857773695e-19,4.6091454306685345e-39,1.007662037935518e-20,9.708332847879016e-26,1.1277833093505258e-28,1.2338124552395673e-27,6.570889912817057e-26,3.7483105265062635e-23,5.207867053736831e-22,2.5337003602323583e-29,1.2188879153623424e-24,3.7234526737519917e-26,2.8875021382706184e-32,6.411833767402005e-29,5.4088387251830135e-27,1.7776918839385384e-36,3.4801847569485316e-20,3.5024565606877523e-33,1.0223338920190555e-37,7.579207858223281e-39,1.234075871545676e-38,7.426559999782632e-40,2.586648473340004e-26,8.090385220397794e-38,1.634749817972732e-23,3.576175021872248e-44,1.312782560009787e-32,9.085256958024095e-41,6.966512803182511e-47,4.57967941242538e-31,3.6370319673840107e-37,5.035841394761148e-44,2.720538256686105e-41,3.490044383943246e-24,1.4594185270161149e-44,1.1686533751263514e-38,3.25848323069605e-38,1.5554375839532267e-38,5.055438130838102e-46,1.3942376854999145e-43,3.248905105623221e-23,4.209729783887975e-46,1.2722882099743582e-41,2.0129186173129757e-29,1.292722298957081e-28,8.257659000147388e-62,1.797487199595172e-67,5.385362428282046e-26
4.725867360345859e-10,0.45765157784935967,1.0307819198247438e-19,4.617113873690026e-24,3.3269551776482616e-24,5.097876307122847e-24,0.0,0.0,2.756243472643382e-14,6.805711983591259e-23,8.10184219601931e-25,5.203638340207815e-24,9.970644624088352e-31,3.7540222696459174e-44,4.70172361952133e-32,1.208335455154522e-21,8.98258547946302e-31,1.9398624949891612e-20,8.895069374268339e-51,1.9983525898131903e-49,2.6398149075353274e-46,1.3115126347671644e-45,3.5238170799441347e-20,9.86450604526214e-44,1.9712715805869414e-38,2.2353159475742077e-50,4.734012434208113e-62,7.347438834527893e-48,3.71503376103548e-63,9.074275723946376e-58,1.4524186194981604e-36,9.943325567424608e-60,9.224489432403429e-58,4.623160482922271e-64,3.76,0.0,0.6616097584043574,0.999989745670507,1.3452932999299984e-25,2.5467662634947164e-36,5.483961222899037e-11,5.483961224839857e-11,1.0254329466059774e-05,3.6413504397102216e-24,1.9398215120132375e-20,2.756144729880719e-14,3.006770975356346e-25,1.0789853981359651e-18,5.304884376858708e-39,1.1066318203383833e-20,1.075586924755404e-25,1.245146423341026e-28,1.3539625623574786e-27,7.21663153256488e-26,3.953310556814523e-23,5.719537387247211e-22,2.783074639365388e-29,1.4028413589555034e-24,4.088966746591992e-26,3.322841938458872e-32,7.37864548671254e-29,5.9402000474658596e-27,2.1419274023191222e-36,3.6471550284685604e-20,4.2240313658388524e-33,1.230639906092077e-37,8.965660402949655e-39,1.395216741902035e-38,8.82230270680729e-40,2.853453298623095e-26,9.616246168315004e-38,1.862023198594015e-23,4.115974490570147e-44,1.4758117651789517e-32,1.1361286891047998e-40,8.711382234589994e-47,5.065014529211517e-31,4.386764997069424e-37,6.097618773040905e-44,3.438524233456279e-41,4.0166575542954445e-24,1.8447261342631158e-44,1.406134732212829e-38,3.930197361151796e-38,1.8382100906501405e-38,6.193916760333132e-46,1.7310099598994484e-43,3.4048716176954705e-23,5.078253932463038e-46,1.471344443868721e-41,2.3963629870438488e-29,1.4770953043712727e-28,1.1389576348347012e-61,2.4630723592566362e-67,6.19773287699126e-26
