Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161)
1.864123013204837e-18,0.5133118218733016,0.0,7.622767369095243e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466988,0.9999999999997052,0.0,0.0,1.2117018688807919e-17,1.2117018688807919e-17,2.947998383815701e-13
3.72986559462271e-18,0.5133118218733016,0.0,1.5252157472652387e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466988,0.9999999999994101,0.0,0.0,2.4244564761359372e-17,2.4244564761359372e-17,5.898557997059715e-13
7.461350757458456e-18,0.5133118218733017,0.0,3.0510937679757656e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466988,0.99999999999882,0.0,0.0,4.849965690646228e-17,4.849965690646228e-17,1.179967716276073e-12
1.492432108312995e-17,0.5133118218733016,0.0,6.102849809393218e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466988,0.9999999999976398,0.0,0.0,9.700984119666809e-17,9.700984119666809e-17,2.360191525101472e-12
2.985026173447293e-17,0.5133118218733016,0.0,1.2206361892213718e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466987,0.9999999999952793,0.0,0.0,1.940302097770797e-16,1.940302097770797e-16,4.720639045493056e-12
5.97021430371589e-17,0.5133118218733017,0.0,2.441338605779709e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466984,0.9999999999905584,0.0,0.0,3.880709469379028e-16,3.880709469379028e-16,9.441533697239404e-12
1.1940590564253086e-16,0.5133118218733017,0.0,4.882743438873333e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466981,0.9999999999811167,0.0,0.0,7.761524212595488e-16,7.761524212595488e-16,1.8883321444585062e-11
2.3881343085327475e-16,0.5133118218733017,0.0,9.765553104968374e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466973,0.9999999999622331,0.0,0.0,1.5523153699028401e-15,1.5523153699028401e-15,3.7766890714690315e-11
4.776284812747625e-16,0.5133118218733019,0.0,1.9531172436789634e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466958,0.999999999924466,0.0,0.0,3.1046412671894176e-15,3.1046412671894176e-15,7.553400435657291e-11
9.55258582117738e-16,0.5133118218733024,0.0,3.906241109895689e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466927,0.9999999998489318,0.0,0.0,6.209293061762556e-15,6.209293061762556e-15,1.5106813204715786e-10
1.910518783803689e-15,0.5133118218733029,0.0,7.812488841739028e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466864,0.999999999697864,0.0,0.0,1.2418596650908762e-14,1.2418596650908762e-14,3.0213598905665746e-10
2.8657789854896396e-15,0.5133118218733034,0.0,1.1718736572992264e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466802,0.9999999995467966,0.0,0.0,1.86279002400549e-14,1.86279002400549e-14,4.5320344769553717e-10
3.8210391871755904e-15,0.513311821873304,0.0,1.5624984303655392e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.556108191446674,0.9999999993957295,0.0,0.0,2.483720382920097e-14,2.483720382920097e-14,6.042705079648474e-10
5.731559590547493e-15,0.5133118218733053,0.0,2.3437479763596717e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466616,0.9999999990935964,0.0,0.0,3.725581100749294e-14,3.725581100749294e-14,9.064036935577375e-10
7.642079993919394e-15,0.5133118218733064,0.0,3.1249975221368024e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466491,0.9999999987914645,0.0,0.0,4.9674418185784655e-14,4.9674418185784655e-14,1.2085354142123665e-09
9.552600397291296e-15,0.5133118218733076,0.0,3.9062470676814323e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466367,0.9999999984893343,0.0,0.0,6.209302536407612e-14,6.209302536407612e-14,1.5106655652973089e-09
1.33736412040351e-14,0.51331182187331,0.0,5.468746158058595e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914466118,0.9999999978850789,0.0,0.0,8.693023972065817e-14,8.693023972065817e-14,2.1149210602144736e-09
1.7194682010778904e-14,0.5133118218733125,0.0,7.031245247491463e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.556108191446587,0.9999999972808298,0.0,0.0,1.1176745407723909e-13,1.1176745407723909e-13,2.7191701803832247e-09
2.483676362426651e-14,0.5133118218733173,0.0,1.0156243423524775e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914465373,0.9999999960723507,0.0,0.0,1.6144188279039765e-13,1.6144188279039765e-13,3.9276492995097255e-09
4.012092685124172e-14,0.5133118218733268,0.0,1.6406239764262106e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.556108191446438,0.999999993655469,0.0,0.0,2.607907402167014e-13,2.607907402167014e-13,6.344531055744325e-09
7.068925330519216e-14,0.5133118218733459,0.0,2.8906232400422647e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914462392,0.9999999888220114,0.0,0.0,4.594884550692558e-13,4.594884550692558e-13,1.1177988660674314e-08
1.3182590621309304e-13,0.5133118218733844,0.0,5.390621749150866e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914458419,0.9999999791563196,0.0,0.0,8.568838847741515e-13,8.568838847741515e-13,2.0843680385111062e-08
1.929625591209939e-13,0.5133118218734228,0.0,7.890620234097581e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914454445,0.999999969492259,0.0,0.0,1.2542793144787634e-12,1.2542793144787634e-12,3.0507740983737237e-08
3.1523586493679564e-13,0.5133118218734994,0.0,1.2890617131526318e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914446497,0.9999999501690298,0.0,0.0,2.0490701738871347e-12,2.0490701738871347e-12,4.9830970219491265e-08
4.3750917075259734e-13,0.5133118218735763,0.0,1.789061393235721e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914438549,0.9999999308523216,0.0,0.0,2.8438610332943708e-12,2.8438610332943708e-12,6.914767830735008e-08
5.59782476568399e-13,0.513311821873653,0.0,2.2890610636621554e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914430601,0.9999999115421325,0.0,0.0,3.638651892700471e-12,3.638651892700471e-12,8.845786736074525e-08
6.820557823842007e-13,0.5133118218737297,0.0,2.7890607244351518e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914422653,0.9999998922384604,0.0,0.0,4.4334427521054345e-12,4.4334427521054345e-12,1.0776153955062572e-07
9.266023940158041e-13,0.5133118218738832,0.0,3.789060017032719e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914406757,0.9999998536506586,0.0,0.0,6.023024470911954e-12,6.023024470911954e-12,1.4634934136602814e-07
1e-12,0.5133118218740367,0.0,4.089197286291746e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914401985,0.9999998420740944,0.0,0.0,6.500117536720548e-12,6.500117536720548e-12,1.5792590544274347e-07
1.1711490056474076e-12,0.5133118218740367,0.0,4.789059271054133e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914390861,0.9999998150888988,0.0,0.0,7.61260618971393e-12,7.61260618971393e-12,1.8491110111158513e-07
1.415695617279011e-12,0.5133118218741901,0.0,5.789058486526442e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914374965,0.9999997765531627,0.0,0.0,9.202187908511363e-12,9.202187908511363e-12,2.2344683704576624e-07
1.9047888405422178e-12,0.5133118218744971,0.0,7.789056801928821e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914343173,0.9999996995596915,0.0,0.0,1.2381351346092597e-11,1.2381351346092597e-11,3.004403084162931e-07
2.3938820638054246e-12,0.5133118218748041,0.0,9.789054963448953e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914311382,0.9999996226701032,0.0,0.0,1.5560514783655653e-11,1.5560514783655653e-11,3.77329896635509e-07
3.3720685103318386e-12,0.513311821875418,0.0,1.3789050825670416e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914247799,0.9999994692020173,0.0,0.0,2.191884165872725e-11,2.191884165872725e-11,5.307979825459325e-07
4.350254956858252e-12,0.513311821876032,0.0,1.7789046074848443e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914184215,0.9999993161477859,0.0,0.0,2.827716853372614e-11,2.827716853372614e-11,6.838522138085088e-07
6.30662784991108e-12,0.5133118218772599,0.0,2.5789034740673538e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081914057049,0.9999990112764323,0.0,0.0,4.0993822283505836e-11,4.0993822283505836e-11,9.887235674727757e-07
8.263000742963907e-12,0.5133118218784877,0.0,3.378902097409802e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081913929883,0.9999987080471486,0.0,0.0,5.371047603299474e-11,5.371047603299474e-11,1.2919528510140883e-06
1e-11,0.5133118218797157,0.0,4.089194405465825e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081913816976,0.9999984401888856,0.0,0.0,6.500117536378648e-11,6.500117536378648e-11,1.5598111141774112e-06
1.0219373636016735e-11,0.5133118218797157,0.0,4.178900478822633e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081913802717,0.9999984064510887,0.0,0.0,6.642712978219284e-11,6.642712978219284e-11,1.5935489110001727e-06
1.2175746529069562e-11,0.5133118218809435,0.0,4.9788986196090806e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081913675551,0.9999981064794543,0.0,0.0,7.914378353110016e-11,7.914378353110016e-11,1.8935205453369275e-06
1.4132119422122389e-11,0.5133118218821715,0.0,5.778896521065235e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081913548385,0.999997808123496,0.0,0.0,9.186043727971668e-11,9.186043727971668e-11,2.1918765037011134e-06
1.8044865208228044e-11,0.5133118218846272,0.0,7.378891611137814e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081913294051,0.9999972162238328,0.0,0.0,1.1729374477607732e-10,1.1729374477607732e-10,2.783776166970771e-06
2.1957610994333698e-11,0.513311821887083,0.0,8.978885759269384e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081913039718,0.9999966306830447,0.0,0.0,1.427270522712748e-10,1.427270522712748e-10,3.3693169550461496e-06
2.5870356780439352e-11,0.5133118218895388,0.0,1.0578878975578263e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081912785385,0.9999960514328249,0.0,0.0,1.6816035976530908e-10,1.6816035976530908e-10,3.948567174903844e-06
2.978310256654501e-11,0.5133118218919945,0.0,1.2178871270074534e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081912531052,0.9999954784055968,0.0,0.0,1.9359366725818024e-10,1.9359366725818024e-10,4.521594402816447e-06
3.760859413875632e-11,0.5133118218969062,0.0,1.5378853133137891e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081912022385,0.9999943507534012,0.0,0.0,2.444602822404329e-10,2.444602822404329e-10,5.649246598505746e-06
4.543408571096763e-11,0.5133118219018178,0.0,1.8578831426415873e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081911513719,0.9999932472001877,0.0,0.0,2.953268972180329e-10,2.953268972180329e-10,6.752799811944098e-06
5.325957728317894e-11,0.5133118219067293,0.0,2.1778806226197585e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081911005052,0.9999921672309423,0.0,0.0,3.461935121909801e-10,3.461935121909801e-10,7.832769057293538e-06
6.108506885539025e-11,0.5133118219116408,0.0,2.4978777607141123e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.5561081910496386,0.9999911103416617,0.0,0.0,3.970601271592747e-10,3.970601271592747e-10,8.88965833795334e-06
6.891056042760157e-11,0.5133118219165523,0.0,2.8178745642309565e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.556108190998772,0.99999007603911,0.0,0.0,4.479267421229165e-10,4.479267421229165e-10,9.923960889621087e-06
