Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511),CH2CFO(79),S(2261),C2HF5(81),CHF3O(248),C2F5(2339),S(1320),S(9273),S(960),CH2CHF(56),CFO2(459)
0.0,0.49633108380374236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6115292569530528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.321223590464274e-21,0.49633108380374236,3.979924088298848e-29,2.3005771265889617e-33,5.650105555275898e-43,6.336536622441419e-44,0.0,0.0,2.852021295792967e-24,4.179721592853265e-43,5.6122353441497696e-55,6.52956765230024e-55,1.8422845922256766e-60,8.642811022998412e-73,6.674729613400485e-51,2.602857702750437e-41,7.94180724397565e-26,1.872002459439399e-40,3.36956907449685e-89,2.0401906944188017e-76,1.7929079136127617e-69,3.313874681874509e-89,3.583236610571107e-29,3.8478706449067e-77,1.8799433089011e-44,7.804949953238123e-86,7.819628637513558e-83,5.3493358106711485e-67,7.200395109517248e-64,8.553497472386885e-66,6.011052985582487e-60,1.8698854568046385e-97,9.06218632796102e-97,3.342466640932898e-99,3.76,0.0,0.6115292569530528,0.9999999999999993,1.0224787867504819e-55,1.420515079988856e-41,1.0341380461070344e-20,1.0341380461070344e-20,5.431390243551194e-16,2.2192263918715514e-44,1.8667623103669384e-40,2.8520610950338483e-24,5.087758011118548e-44,1.6271022647754402e-39,7.07845597494595e-67,1.3716533810866313e-40,3.4181656651771e-45,2.5752500837970254e-48,1.2821434230708948e-44,2.9393538419044556e-49,2.562280464752949e-46,6.135965818253903e-32,1.1133376186482222e-41,5.06325092124835e-43,1.4706610037246568e-50,2.0851385673075348e-45,3.2424084288997715e-53,1.0936785173972889e-58,4.1178103604344855e-46,1.3290019325179634e-59,2.4355616549243947e-73,3.583236610573877e-29,9.091963099532537e-78,4.595874331200315e-62,4.515786637303286e-62,2.483750594396801e-66,6.112775503973479e-46,9.493552088296505e-78,1.572153363792819e-53,1.1784537258161621e-61,1.4118404401354013e-87,5.129749790283179e-72,4.1547852693243595e-52,1.2826734991979431e-49,4.613237272242109e-60,2.682753656205129e-73,2.7020792825716116e-83,5.676956463063364e-63,6.135965818223828e-32,2.5436307205196714e-73,1.906942988311333e-67,9.576170447205755e-84,1.9221489327064739e-81,5.8605078795396804e-58,9.744984161730142e-72,2.473125450277731e-86,1.7278553917003598e-58,1.1040760680350507e-58,6.474551187473897e-70,3.6249792467623105e-106,5.3434014642461e-82,4.061998192955985e-102,1.2066509241491127e-79,1.734099891830405e-81,6.313965161214498e-68,2.1273562352984573e-111,5.063010669049671e-43,2.680979525423614e-73,7.86937616428538e-82,7.941807243975636e-26,6.663383695531838e-51,4.312576249823618e-73,2.7838309634792884e-72,1.8808967663735638e-51,3.439017306594682e-76,1.7160597780917745e-40,2.1683833147166843e-64,1.2628221614138907e-87,1.1057392504685738e-94,8.51128143145395e-83,4.4483784912726774e-82,1.1007628036873386e-87,2.031788811936517e-96,2.323467685325537e-56,6.071496211178048e-53,1.2422101713166233e-60
1.4899426053299968e-20,0.49633108380374236,1.1143787447237083e-28,6.441615954653893e-33,3.412663755389325e-42,3.8272681199737046e-43,0.0,0.0,7.985659628220302e-24,2.5245518420833707e-42,6.662845800566408e-54,7.751902718496564e-54,2.1871604774234908e-59,1.0260745246491139e-71,4.0315366864905724e-50,1.5721260524591477e-40,2.223706028313182e-25,1.1306894855100208e-39,7.538276457598177e-88,2.422114392437095e-75,2.128540275041189e-68,9.317752097020946e-88,1.0033062509590666e-28,8.60836850545322e-76,1.1354857585762089e-43,1.7459384052565708e-84,9.283497278629802e-82,8.083916277115741e-66,1.0881237089502468e-62,1.2926045380271033e-64,7.136322104482298e-59,1.1375425798376523e-95,2.0272174598914906e-95,2.0333913778608102e-97,3.76,0.0,0.6115292569530528,0.9999999999999984,1.2138868156353408e-54,8.579911083132692e-41,2.895586529099696e-20,2.895586529099696e-20,1.5207892681684428e-15,1.3404127407877245e-43,1.1275244354702531e-39,7.985771066094766e-24,3.073005838715603e-43,9.82769767924194e-39,8.403542933455818e-66,8.284786421762957e-40,2.0645720618071684e-44,1.5554510506178487e-47,7.744146275348342e-44,1.775369720515551e-48,1.5476174007093973e-45,1.718070429120834e-31,6.724559216635268e-41,3.0582035564340114e-42,8.883070756626909e-50,1.259423694653686e-44,1.958414705608378e-52,1.302049303055859e-57,2.487157457702401e-45,8.027172261279263e-59,5.462821560960903e-72,1.0033062509607398e-28,2.0392738550082596e-76,2.9205123999045467e-61,5.361141895705892e-61,2.9505390008105635e-65,3.6921164044172693e-45,2.129347903478921e-76,1.866460473475579e-52,1.780183421578304e-60,4.4318800654599785e-86,6.090038951024165e-71,2.5157030461489758e-51,7.747347935210821e-49,2.786395312447256e-59,3.1849652254436324e-72,8.495769597111336e-82,3.428886361841853e-62,1.718070429102669e-31,3.019885031319577e-72,2.264557305412939e-66,2.142724638232516e-82,4.3009216463303e-80,6.957594954589512e-57,1.2441767063546463e-70,5.930861175697323e-85,1.0591791468729093e-57,1.3107591079643205e-57,7.686587169852792e-69,1.4959025105616827e-104,1.6800509147823018e-80,1.940465280748567e-100,3.7939035696732593e-78,5.452287515805456e-80,7.495939439445284e-67,8.778606497811742e-110,3.0580584441060055e-42,3.1829502108239947e-72,2.474257776069951e-80,2.2237060283131717e-25,4.0246837521012253e-50,9.647060567704235e-72,3.304964119866627e-71,1.1360616468902696e-50,7.692944154159865e-75,1.0365001059674207e-39,2.574308252830858e-63,2.8249600867498172e-86,2.6522701123253324e-93,2.676083062591499e-81,1.3986413717119862e-80,3.460974376841661e-86,1.1702063280880967e-94,2.7584208360180023e-55,3.6671837115711e-52,1.4747519153870767e-59
3.4055830978971355e-20,0.49633108380374236,2.547151416511479e-28,1.4723693611602954e-32,1.6430506954782556e-41,1.8426648498345957e-42,0.0,0.0,1.8252936293074954e-23,1.2154630392017275e-41,6.541621517115523e-53,7.61086406074689e-53,2.147367218260001e-58,1.0074060528367965e-70,1.9410113715718802e-49,7.56911019956653e-40,5.082756636144413e-25,5.443783152176669e-39,1.4895024640735178e-86,2.3780462734835736e-74,2.0898134641073927e-67,2.0246872638121723e-86,2.293271430759605e-28,1.700942450971087e-74,5.466875142283563e-43,3.4496823103950276e-83,9.114661241520407e-81,8.696308240789266e-65,1.1705538321639994e-61,1.39052497709098e-63,7.006483359991126e-58,5.135410962924089e-94,4.005611853000581e-94,9.179701473444324e-96,3.76,0.0,0.6115292569530528,0.9999999999999964,1.1918012738415747e-53,4.130857852607592e-40,6.61848349508502e-20,6.61848349508502e-20,3.4760897556915215e-15,6.453510348988859e-43,5.4285447986739286e-39,1.8253191008216557e-23,1.4795200296332737e-42,4.7316133859644e-38,8.250648284396955e-65,3.988768032199479e-39,9.940025754926514e-44,7.488827243747153e-47,3.728473074290369e-43,8.547640972324023e-48,7.451111591480819e-45,3.9270181237506857e-31,3.237585795029041e-40,1.4723933678990327e-41,4.277099640026272e-49,6.063582953729336e-44,9.42892392953428e-52,1.2799521973042174e-56,1.197459252814305e-44,3.864738486244286e-58,1.080766042428439e-70,2.29327143076766e-28,4.0345047135439243e-75,1.553386711449564e-60,5.263600904128948e-60,2.8976587119364688e-64,1.7775951165814207e-44,4.2127074458130085e-75,1.832501960777219e-51,1.9148005474621988e-59,9.882770604955668e-85,5.979236355553998e-70,1.217530671535115e-50,3.730014535750486e-48,1.3415293987875382e-58,3.127017906679063e-71,1.895359461962682e-80,1.6508659266862044e-61,3.9270181236632298e-31,2.9651245515854593e-71,2.2236338645578056e-65,4.234215865518554e-81,8.49900652048021e-79,6.8310079843914645e-56,1.2597852074317484e-69,1.2102786394166807e-83,5.257920833422853e-57,1.2869110648802908e-56,7.546736864375641e-68,5.917719701596588e-103,3.7481011714071006e-79,1.0103962486772214e-98,8.46399016160012e-77,1.2163753517387997e-78,7.359557792068057e-66,3.472731742142963e-108,1.4723235025596514e-41,3.125232821379561e-71,5.519932989681926e-79,5.082756636144367e-25,1.9377119786606527e-49,1.9060966012602843e-70,3.2448333711043484e-70,5.4696477966236615e-50,1.5199961276655264e-73,4.9903018346907145e-39,2.527472677507351e-62,5.581979881722763e-85,5.4151407520913626e-92,5.970194101554578e-80,3.120291961135034e-79,7.721243446799628e-85,5.2476963413982086e-93,2.7082339340139743e-54,1.765591098239915e-51,1.4479201756865995e-58
7.236864083031413e-20,0.49633108380374247,5.412696760087517e-28,3.128784892877787e-32,7.175634055241975e-41,8.047401510796458e-42,0.0,0.0,3.8787489622784176e-23,5.308246422923625e-41,5.7859901503511724e-52,6.731723077789485e-52,1.8993220229078975e-57,8.910392452188577e-70,8.47690660896715e-49,3.305629282460255e-39,1.0800857851806868e-24,2.3774431236180125e-38,2.6505436651792206e-85,2.1033549984608635e-73,1.8484163426189567e-66,3.7518829662582505e-85,4.873201790347189e-28,3.0267965959074404e-73,2.3875280023035327e-42,6.138527171266355e-82,8.061935680354113e-80,7.993405515380147e-64,1.0759406404249408e-60,1.2781320203038018e-62,6.197155186008094e-57,1.939033466685237e-92,7.128381907706319e-93,3.466080683133881e-94,3.76,0.0,0.6115292569530528,0.9999999999999926,1.0541347299892378e-52,1.804054151585845e-39,1.4064277427055666e-19,1.4064277427055666e-19,7.386690730323412e-15,2.818417519135299e-42,2.3707881342959624e-38,3.8788030892459965e-23,6.461452674120556e-42,2.066419876262142e-37,7.297604971930184e-64,1.7419997939795605e-38,4.341070395380781e-43,3.2705676064892128e-46,1.62832214730025e-42,3.732979379280639e-47,3.254096190214798e-44,8.344913513166247e-31,1.413938775683253e-39,6.430328669985534e-41,1.868170830631782e-48,2.6481259804795605e-43,4.117858930272914e-51,1.132735663392614e-55,5.229619157751347e-44,1.6878333418113521e-57,1.9243052328461665e-69,4.8732017903823685e-28,7.183440474033211e-74,8.078127115053544e-60,4.6555953909394935e-59,2.563264834868367e-63,7.763224890314291e-44,7.500730651693658e-74,1.6208272318104943e-50,1.759944769158088e-58,1.8506077446079163e-83,5.288566843790185e-69,5.372874815936339e-50,1.6289953440670155e-47,5.858811335949313e-58,2.7658122094532017e-70,3.5497985087997186e-79,7.209806909440227e-61,8.344913512784303e-31,2.6229455534971943e-70,1.966889406554181e-64,7.535009710073674e-80,1.5124428866314927e-77,6.041949203490256e-55,1.129475039196947e-68,2.1848589193235097e-82,2.4354709471202157e-56,1.1382582630565509e-55,6.675003292772283e-67,2.1120051773387183e-101,7.0197786836506275e-78,4.032226189822954e-97,1.5852116844748974e-75,2.2781364147668292e-77,6.50944552293122e-65,1.2393936699257404e-106,6.430023549693158e-41,2.7645771332756542e-70,1.0338223586854879e-77,1.0800857851806667e-24,8.462497293325381e-49,3.3917970594355705e-69,2.87001837026012e-69,2.388738893303973e-49,2.7047518960990404e-72,2.1793959181763832e-38,2.235521583835345e-61,9.934031899236021e-84,9.786125751851149e-91,1.1181512818158393e-78,5.843961513804201e-78,1.4461034449289684e-83,1.974314519274048e-91,2.395402244860124e-53,7.710800188499286e-51,1.280668998220467e-57
1.4899426053299968e-19,0.49633108380374236,1.1143787447241574e-27,6.441615957623488e-32,2.995685965444708e-40,3.3596317174847115e-41,0.0,0.0,7.98565962822023e-23,2.216088388530783e-40,4.8634733533776443e-51,5.65841887431098e-51,1.5964946175404252e-56,7.48972174740553e-69,3.5389416409786196e-48,1.3800351539687632e-38,2.223706028313175e-24,9.925357041112554e-38,4.470572194104956e-84,1.7679966129897565e-72,1.5537053114115445e-65,6.447414688938877e-84,1.0033062509468386e-27,5.105184009919689e-72,9.967459423785854e-42,1.0353524753126822e-80,6.77674606145088e-79,6.838526708719366e-63,9.204898703265488e-60,1.0934688526729255e-61,5.209082340443453e-56,6.7274078676953e-91,1.2025113425839159e-91,1.2025444159411885e-92,3.76,0.0,0.6115292569530528,0.9999999999999848,8.860637569306083e-52,7.531570954100897e-39,2.895586529099696e-19,2.895586529099696e-19,1.5207892677930117e-14,1.1766338342762377e-41,9.897573770730137e-38,7.985771066094609e-23,2.697529297495055e-41,8.626896207815382e-37,6.134076692592396e-63,7.272506226517166e-38,1.8123114362198793e-42,1.3653975944892206e-45,6.79792442912381e-42,1.5584454070309187e-46,1.3585211023927113e-43,1.7180704292620795e-30,5.90291605407297e-39,2.6845356384459913e-40,7.801326844861341e-48,1.105540468385547e-42,1.7191251520158428e-50,9.52383330829822e-55,2.1832630531019582e-43,7.046376200183947e-57,3.2465338357500146e-68,1.0033062509615251e-27,1.2119326059882321e-72,4.453962618959362e-59,3.913308446113014e-58,2.1547048302522817e-62,3.240993572447914e-43,1.2654632661105667e-72,1.3624029503816161e-49,1.5056366769647823e-57,3.1962146475574505e-82,4.445359092262469e-68,2.2895349213006654e-49,6.800734893518137e-47,2.4459384019244163e-57,2.3248322901982603e-69,6.131394151542693e-78,3.009987297931305e-60,1.7180704291026264e-30,2.2052929883896716e-69,1.6533328462201487e-63,1.2709254245586078e-78,2.5510280571169127e-76,5.078622360283067e-54,9.554559723647634e-68,3.7101960039406583e-81,1.1330940686624988e-55,9.567746552606895e-55,5.610742467211966e-66,7.136009725821819e-100,1.2124921980329648e-76,1.4331163420868678e-95,2.7380589706292774e-74,3.9349141234008174e-76,5.471581185853837e-64,4.187631700913038e-105,2.6844082567302036e-40,2.3243725207959626e-69,1.7856710311655726e-76,2.2237060283130902e-24,3.5329260353709314e-48,5.720761495690416e-68,2.4124233719292485e-68,9.972514655398127e-49,4.561959407618274e-71,9.098548943441052e-38,1.8790908386299572e-60,1.6759236191522345e-82,1.665386107477993e-89,1.9313282747955146e-77,1.0093990224505306e-76,2.4977840805864424e-82,6.836424352921514e-90,2.0134799206145347e-52,3.2191072914394473e-50,1.0764794591000293e-56
3.0224549993837077e-19,0.49633108380374236,2.2605968821557614e-27,1.3067278092357762e-31,1.2238354637266685e-39,1.3725191787927442e-40,0.0,0.0,1.619948096010373e-22,9.05344415898373e-40,3.9873692936970244e-50,4.63911367795261e-50,1.3089027495068067e-55,6.140526398320488e-68,1.4457731331417828e-47,5.637893898215634e-38,4.510946514578138e-24,4.054832208228329e-37,7.342962534183982e-83,1.449510441410526e-71,1.2738214852174114e-64,1.0685483628279032e-82,2.0352783947494884e-27,8.385319811019436e-71,4.072032404805549e-41,1.700569665853507e-79,5.556319258053263e-78,5.654226127251771e-62,7.610788253147591e-59,9.041011930042432e-61,4.270720422181678e-55,2.2405077004991403e-89,1.9758036391277577e-90,4.0049750062388885e-91,3.76,0.0,0.6115292569530528,0.9999999999999691,7.264486016360732e-51,3.076892483859045e-38,5.873904101887956e-19,5.873904101887956e-19,3.0850296566515214e-14,4.806933144878959e-41,4.04348183573122e-37,1.6199707019791558e-22,1.102028736240322e-40,3.52436858957387e-36,5.029086677890888e-62,2.97105608956537e-37,7.403883561987951e-42,5.578094692014981e-45,2.777173940110112e-41,6.366757996158182e-46,5.550001977710052e-43,3.4852285854023616e-30,2.4115338154968776e-38,1.0967204025461761e-39,3.1887974924769396e-47,4.516493542323125e-42,7.023188072179019e-50,7.809211800044396e-54,8.919341953112073e-43,2.878678066367781e-56,5.3331701969622656e-67,2.0352783948094882e-27,1.9908749397782485e-71,2.7034062141869214e-58,3.2083666952157443e-57,1.766607456817164e-61,1.3240516254668668e-42,2.0788112230970104e-71,1.116980251441911e-48,1.244876568365102e-56,5.310367261193923e-81,3.644573961120335e-67,9.733218216840852e-49,2.77832210685519e-46,9.992456462705264e-57,1.906038751302862e-68,1.0187403085993828e-76,1.2297064951547406e-59,3.485228584750942e-30,1.8089330804969678e-68,1.3555195818225585e-62,2.0875275161056864e-77,4.1901288323474363e-75,4.1637614483990513e-53,7.858087552764483e-67,6.114489642454517e-80,5.579744749396815e-55,7.844216682009464e-54,4.600025662249744e-65,2.346167386094567e-98,2.0145739213843261e-75,4.827130533457554e-94,4.5493259308488004e-73,6.537918665677063e-75,4.4859328356893944e-63,1.3768017802752622e-103,1.096668362958893e-39,1.9066103083365543e-68,2.9669191252508256e-75,4.510946514577795e-24,1.4433155619869374e-47,9.396367933308163e-67,1.9778504330281757e-67,4.0740976319079986e-48,7.493032025716506e-70,3.7170541217366086e-37,1.5405922977534669e-59,2.754036612931547e-81,2.756362172089171e-88,3.208930814177751e-76,1.677131572640766e-75,4.1501056074168474e-81,2.274521443431397e-88,1.6507724882477648e-51,1.31511036555702e-49,8.82562898719512e-56
6.087479787491129e-19,0.49633108380374236,4.55303315702214e-27,2.631860238279779e-31,4.9469386189713616e-39,5.547941968559792e-40,0.0,0.0,3.2627123623870206e-22,3.6595468811793606e-39,3.2290750334276135e-49,3.756874561933233e-49,1.0599833846876078e-54,4.9727574810460734e-67,5.844046163230986e-47,2.278926855722158e-37,9.085427487108017e-24,1.639028010166013e-36,1.1903286122086038e-81,1.1738511369152723e-70,1.031573664783209e-63,1.7398812414394153e-81,4.099222682268431e-27,1.359299674936379e-69,1.6459806042163196e-40,2.7566968040354785e-78,4.50019137492199e-77,4.597922784226916e-61,6.18896661068693e-58,7.352000752183482e-60,3.4585401237661995e-54,7.3133902978771e-88,3.205051688185036e-89,1.3072905494240003e-89,3.76,0.0,0.6115292569530528,0.9999999999999378,5.882969120355341e-50,1.2437291372540683e-37,1.1830539247464474e-18,1.1830539247464474e-18,6.213510431717222e-14,1.943039238011848e-40,1.634440008125757e-36,3.2627578927184367e-22,4.454576351118823e-40,1.4246061337028888e-35,4.07268477963299e-61,1.2009483745007456e-36,2.992768115584412e-41,2.2547550607851634e-44,1.1225781097842169e-40,2.5735453779288707e-45,2.243399536219085e-42,7.019544898680411e-30,9.747805253322818e-38,4.433119217597962e-39,1.2903380671089259e-46,1.825638902322653e-41,2.8388856289949318e-49,6.324500239662912e-53,3.60534062545486e-42,1.1636105064769922e-55,8.645881154896284e-66,4.09922268251096e-27,3.22751149627214e-70,1.8072940021061207e-57,2.5982185306162812e-56,1.4306645685080157e-60,5.352028368632643e-42,3.370069602619114e-70,9.045595669621176e-48,1.0123078267174814e-55,8.657107047328048e-80,2.951470485675792e-66,4.24131302549649e-48,1.1230422174124754e-45,4.039110668502133e-56,1.5435608603684343e-67,1.6608038199414502e-75,4.970900440057045e-59,7.019544896047266e-30,1.4663796835552912e-67,1.0977418525738156e-61,3.3839949942748407e-76,6.792425437866597e-74,3.371921973719202e-52,6.374416599490494e-66,9.929561171231894e-79,3.0240168517702545e-54,6.352450042982258e-53,3.725220046381914e-64,7.609743356159313e-97,3.2842639440537324e-74,1.5843125746823497e-92,7.416549457903544e-72,1.0658457504094229e-73,3.632824716838559e-62,4.465623725531295e-102,4.4329088652655796e-39,1.545560005035049e-67,4.836826985881726e-74,9.08542748710663e-24,5.834112267855172e-47,1.523191733125064e-65,1.6017145602895583e-66,1.6468154020641622e-47,1.214652781034662e-68,1.502492706587629e-36,1.247611624530239e-58,4.4687144511909346e-80,4.514386624023247e-87,5.231367119909737e-75,2.734147749556969e-74,6.765719572667045e-80,7.420638226641439e-87,1.3368383601420176e-50,5.31588636660476e-49,7.14722317371118e-55
1.2217529363705974e-18,0.49633108380374236,9.13790570676758e-27,5.28212510475638e-31,1.989142261368524e-38,2.2308030655811585e-39,0.0,0.0,6.54824089514011e-22,1.4714877056502575e-38,2.5990405098586965e-48,3.023859533834165e-48,8.531668457806661e-54,4.002507840528444e-66,2.349865259054444e-46,9.163464655173531e-37,1.823438943216758e-23,6.590459545111436e-36,1.916989733900204e-80,9.448175183178476e-70,8.303002303011467e-63,2.8084457945988004e-80,8.227111256960891e-27,2.189112788708559e-68,6.618415616674708e-40,4.439575294105827e-77,3.623014770623001e-76,3.708391297569229e-60,4.9916257822316605e-57,5.929654951152897e-59,2.7837339777641996e-53,2.3635613704412622e-86,5.168687045020807e-88,4.224937165848873e-88,3.76,0.0,0.6115292569530528,0.9999999999998752,4.735125354465562e-49,5.000980159703849e-37,2.3743809538617508e-18,2.3743809538617508e-18,1.247047197124334e-13,7.812875355093251e-40,6.572011390694568e-36,6.548332274196561e-22,1.791165558846329e-39,5.728278607096926e-35,3.2780510262163596e-60,4.8289605942272696e-36,1.2033788981445364e-40,9.066270933390145e-44,4.513837206668886e-40,1.034811277745721e-44,9.020610866290973e-42,1.4088177529226455e-29,3.919549619956364e-37,1.7825377398298256e-38,5.199451441524553e-46,7.340813731697567e-41,1.141504003848629e-48,5.090667013940197e-52,1.4496916086301035e-41,4.6788492340434075e-55,1.3924390811838288e-64,8.227111257936084e-27,5.197981629841226e-69,1.3013321696849385e-56,2.0912723106176874e-55,1.1515313177268135e-59,2.1520270686382788e-41,5.4275747383838e-69,7.280682338730015e-47,8.164608957337543e-55,1.3981210929696947e-78,2.375600219000277e-65,1.9522947037949848e-47,4.515703365219675e-45,1.624108635668058e-55,1.2423940989540962e-66,2.6822026059110578e-74,1.9989623093253232e-58,1.4088177518638692e-29,1.1826182526783835e-66,8.835609211546037e-61,5.449837950526198e-75,1.093902858455777e-72,2.7140161550311705e-51,5.1363976296479716e-65,1.600971214647125e-77,1.8340467030286385e-53,5.113004443387749e-52,2.998381182357749e-63,2.4515811007001425e-95,5.304095042338534e-73,5.13405911430622e-91,1.1977747185255521e-70,1.721343731852883e-72,2.924013382062389e-61,1.4386601912169104e-100,1.782453158082001e-38,1.2464762664022384e-66,7.811488502019429e-73,1.8234389432161996e-23,2.3458708835464916e-46,2.453053327001622e-64,1.2891992247630527e-65,6.621772302369653e-47,1.9561608581942922e-67,6.04145709115455e-36,1.0041863908938825e-57,7.210584738292692e-79,7.401868378443506e-86,8.448671873897448e-74,4.415655918812587e-73,1.0926655182029566e-78,2.3976093296199377e-85,1.076003814538261e-49,2.1374945286713833e-48,5.752707004561058e-54
2.4477628516135664e-18,0.49633108380374247,1.8307650806309196e-26,1.0582654871263952e-30,7.977350134563748e-38,8.946518050121551e-39,0.0,0.0,1.3119297960645468e-21,5.901323838619115e-38,2.085566326950138e-47,2.4264569132073905e-47,6.846126641714777e-53,3.2117604723379112e-65,9.424010690674841e-46,3.674959172023941e-36,3.653231332228592e-23,2.6430690457478523e-35,3.077194853066465e-79,7.581565568641082e-69,6.662636443395644e-62,4.514110594283932e-79,1.6482888404964108e-26,3.514012898168853e-67,2.6542806781421915e-39,7.126501627985198e-76,2.908636209433962e-75,2.9787815626209314e-59,4.00954528454332e-56,4.763021325233824e-58,2.2337712036598238e-52,7.600859152732646e-85,8.319521343099564e-87,1.3586764779435333e-86,3.76,0.0,0.6115292569530528,0.9999999999997501,3.799639888629563e-48,2.005616718345689e-36,4.757035012092358e-18,4.757035012092358e-18,2.498439500787444e-13,3.133312486474907e-39,2.635670510712287e-35,1.3119481037151048e-21,7.18337500935021e-39,2.297295924913624e-34,2.630429504095385e-59,1.93662917881703e-35,4.8260876182819875e-40,3.635980144533943e-43,1.8102506061820214e-39,4.1500560555737457e-44,3.6176684136235916e-41,2.822544280627832e-29,1.571914703744158e-36,7.148773596210325e-38,2.0940827654255026e-45,2.9439946323087805e-40,4.577946244089597e-48,4.085003235879675e-51,5.813911741016765e-41,1.8764459085581604e-54,2.235210355279704e-63,1.648288840887507e-26,8.344050751687817e-68,9.827958631427281e-56,1.6781143211662797e-54,9.240345626185572e-59,8.63059106838142e-41,8.712604659600263e-68,5.842289047097359e-46,6.558249764495385e-54,2.2474565233703534e-77,1.9062695656706592e-64,9.809788888993527e-47,1.8109990209832538e-44,6.513402033520634e-55,9.969462818680924e-66,4.3115623537870775e-73,8.01821763081419e-58,2.822544276381666e-29,9.527454176691038e-66,7.090031048934522e-60,8.748211521583234e-74,1.7559592963973721e-71,2.1778270416455073e-50,4.126203353758195e-64,2.572768162788044e-76,1.2313096209117555e-52,4.1028640570485405e-51,2.4060120709379055e-62,7.871514232534171e-94,8.526177868438898e-72,1.6532488387832563e-89,1.9253878777175323e-69,2.7670097685012215e-71,2.346336593330138e-60,4.6192361900188865e-99,7.148434385570344e-38,1.0041909542972271e-65,1.255673962370791e-71,3.653231332226354e-23,9.407991459417023e-46,3.937693853384639e-63,1.0345011879434721e-64,2.6556268594494625e-46,3.140071401672292e-66,2.4228945043221287e-35,8.057963435758846e-57,1.1619075364424309e-77,1.2290372313017518e-84,1.3580993289337886e-72,7.098037925300909e-72,1.75642790799441e-77,7.709365693369275e-84,8.634252967930268e-49,8.572309084000428e-48,4.616185078319878e-53
