Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577)
0.0009329762819050734,0.5231340082095663,9.888669987826207e-10,1.3203874980524465e-09,2.899635206712668e-10,1.7546092281685596e-07,0.0,0.0,2.7967440853587176e-06,2.9480549869145632e-08,6.60533097443446e-08,7.85541009455697e-09,2.579559050398584e-11,7.053779551804788e-30,3.480119957069398e-21,1.8108316067332371e-13,4.825134150215887e-11,2.8727922677917405e-05,8.810991868408988e-25,1.245871697574439e-20,8.521771141410645e-23,6.017416986526207e-26,2.541210337785881e-15,1.6763760090009333e-14,6.691304908763161e-16,3.536949535770507e-19,4.540995152032156e-27,1.508403839041046e-17,7.158210163571078e-18,8.427267221969708e-22,4.1474438320171954e-14,1.8039929970485443e-23,1.6423766564225992e-23,7.176368494329228e-19,3.76,0.0,0.6070921869790344,0.9999071814920545,4.0232762220998194e-07,6.813130843498374e-10,0.00798533069132943,0.008014224300007358,6.098421228111879e-05,1.1465067955196675e-14,2.873043336491745e-05,8.928647573073642e-07,2.3481029630257638e-08,1.4766876090110585e-09,4.805453939250623e-16,2.267007948975474e-09,6.84282728915081e-08,3.267254986680946e-08,1.2689569417265917e-15,7.344152059696009e-09,7.476188402804583e-10,3.747296696212539e-09,7.115229724851976e-08,1.451069572355113e-06,2.5287820622384567e-12,1.0707947980615909e-13,1.8211975143930482e-10,1.0827662928057236e-10,2.516470131746323e-10,3.134024952680163e-10,1.540223375044451e-11,2.418610529990139e-17,8.884597748203894e-12,5.167002878846675e-15,4.3834997764887157e-10,6.348592503795905e-11,1.8632027350226992e-18,1.240120966550235e-14,2.7038342299120444e-17,2.7899720039588793e-16,3.1103185506556105e-12,1.1749984963980621e-17,1.8279282790526213e-11,4.352970571788577e-12,8.153149491767968e-13,2.0491652049172406e-14,1.1116639231763434e-10,1.017231809795461e-12,3.0740957142695254e-15,4.391407388002501e-13,7.387371140929398e-11
0.0009471084770142009,0.5231457284311618,1.0073898027590925e-09,1.3451804120056041e-09,2.9786368070041203e-10,1.8119197762902858e-07,0.0,0.0,2.8497267040302436e-06,3.030575208009286e-08,6.9154215591606e-08,8.218698214485389e-09,2.663315097426457e-11,6.218662667869851e-30,3.661742975372044e-21,1.870284303913223e-13,4.9886672500490993e-11,2.9602616278392876e-05,9.466147208243568e-25,1.3030458609809951e-20,9.266399191548183e-23,6.464204724383991e-26,2.6075664206779606e-15,1.7861583142514764e-14,6.987132574387873e-16,3.872946727726462e-19,4.969295368592943e-27,1.6287354629779144e-17,7.762417520196404e-18,9.008944943302103e-22,4.354422716437385e-14,1.947205706751656e-23,1.7557906946747132e-23,7.768288444432768e-19,3.76,0.0,0.6069715462528396,0.999906241719539,4.1839782947832903e-07,7.145929158069038e-10,0.008105037898237981,0.00813481302414126,6.098415487367013e-05,1.1636667921426844e-14,2.960491763787879e-05,9.041828070524368e-07,2.419554555946863e-08,1.4953714931675366e-09,4.951927918090333e-16,2.2957502025422318e-09,7.130681023578579e-08,3.392605323877975e-08,1.2888403980931747e-15,7.591082341190147e-09,7.723131310259344e-10,3.794885277213436e-09,7.481086942529439e-08,1.4898456334560488e-06,2.6111227832520142e-12,1.105691225490029e-13,1.881357926856995e-10,1.1197349405971562e-10,2.602356604234934e-10,3.349369499586298e-10,1.5910736068115404e-11,2.4984576807795485e-17,9.343296900719366e-12,5.433629492472383e-15,4.5899156488297325e-10,6.558273445453237e-11,1.924712214454529e-18,1.2810546186700434e-14,2.838686895254284e-17,2.8854907722069723e-16,3.216401997065767e-12,1.2152621762752327e-17,1.8903275764731838e-11,4.475291114664586e-12,8.607344508072339e-13,2.1066993278711056e-14,1.1257322005975795e-10,1.062670207724667e-12,3.156257915611946e-15,4.5116408269799537e-13,7.73492280883577e-11
0.0009612406721233285,0.523157446358859,1.0260596905947205e-09,1.3702981084870616e-09,3.058911824921555e-10,1.8703133486739787e-07,0.0,0.0,2.902951013093989e-06,3.1141648223044715e-08,7.235474650025106e-08,8.593912196428344e-09,2.7486839026293116e-11,1.0368967151018458e-29,3.850845454677867e-21,1.9311526665813915e-13,5.1553381026783526e-11,3.049037942850192e-05,1.0162687526580663e-24,1.3619336267726395e-20,1.006594438815448e-22,6.942128633454155e-26,2.675504609310174e-15,1.9013635018232303e-14,7.292223136922302e-16,4.236099279748886e-19,5.4326786853767414e-27,1.7568343242193522e-17,8.407952662751583e-18,9.62177514249881e-22,4.568510028337823e-14,2.0996308461900376e-23,1.8754070245580967e-23,8.399844874168843e-19,3.76,0.0,0.6068509288522284,0.999905288320712,4.34901310560579e-07,7.489881576218797e-10,0.008224707902791896,0.00825537779404769,6.0984096635181435e-05,1.1808206354829735e-14,3.0492451961547908e-05,9.15584824620938e-07,2.4920702936085782e-08,1.5141933518712144e-09,5.100587017240439e-16,2.3247056988356327e-09,7.425734525151309e-08,3.521141588877583e-08,1.3087486129355882e-15,7.842856291115738e-09,7.974672521009219e-10,3.8428269968627136e-09,7.859939329116903e-08,1.5291113161561491e-06,2.6952593754509346e-12,1.1413491862817224e-13,1.942859137942021e-10,1.1574269981557968e-10,2.6902869097497815e-10,3.5782805317821444e-10,1.6430556105943312e-11,2.5800819583976818e-17,9.818350699980425e-12,5.7097574729167725e-15,4.803317344840174e-10,6.771853428396332e-11,1.987590670055822e-18,1.3228983567217177e-14,2.978621729291097e-17,2.982916100383097e-16,3.3250066381440282e-12,1.2564940972858211e-17,1.953947300049284e-11,4.599292167628144e-12,9.080399663617408e-13,2.1650218217591327e-14,1.1399043681112419e-10,1.109503489514299e-12,3.2394576421336242e-15,4.633417208756411e-13,8.094241171782618e-11
0.000975372867232456,0.5231691619936093,1.0448778804240015e-09,1.395743591412221e-09,3.140470710746118e-10,1.9297988211709915e-07,0.0,0.0,2.956417427813937e-06,3.198828582752869e-08,7.565678987071664e-08,8.981317064592689e-09,2.835684335820367e-11,8.166314482033478e-30,4.047565017821104e-21,1.9934689073068676e-13,5.325166745646828e-11,3.139121080862159e-05,1.0902726056229632e-24,1.4225597547538826e-20,1.0923724749543588e-22,7.449127867896643e-26,2.745061264547564e-15,2.0221756433833794e-14,7.606767338578859e-16,4.62824911224711e-19,5.933597720522082e-27,1.8930900178821185e-17,9.09700919212576e-18,1.0266976457383302e-21,4.7898469528739923e-14,2.2617293151210718e-23,2.0014807087136432e-23,9.073116170543985e-19,3.76,0.0,0.6067303347644228,0.9999043212917166,4.5184494159004657e-07,7.845198713470778e-10,0.008344340708798977,0.008375918614286333,6.0984037565444175e-05,1.1979683260536317e-14,3.1393034564518134e-05,9.270739808736811e-07,2.565649879660335e-08,1.5331584190564091e-09,5.251430628185769e-16,2.3538824948747977e-09,7.728044061495308e-08,3.6529281192882176e-08,1.328681839954638e-15,8.099514214172653e-09,8.230840078308942e-10,3.891135257294426e-09,8.252040608659799e-08,1.5688702856428394e-06,2.781221150568512e-12,1.1777810822993843e-13,2.00572378157817e-10,1.195847755793285e-10,2.780301992918431e-10,3.8214344851728826e-10,1.696188435007291e-11,2.663513280064859e-17,1.0310079265288618e-11,5.995572694320165e-15,5.023870216733302e-10,6.989355985114563e-11,2.0518611519533716e-18,1.365667475407518e-14,3.123792274306441e-17,3.082267211840853e-16,3.4361828174594955e-12,1.2987139818993879e-17,2.0187963302413953e-11,4.7249900863522195e-12,9.572894155490606e-13,2.2241403352859892e-14,1.1541843695825904e-10,1.1577656704243143e-12,3.323702657455475e-15,4.756749083004339e-13,8.46560546661478e-11
0.0009895050623415836,0.5231808753363676,1.063845469817588e-09,1.421521162233836e-09,3.2233239911530547e-10,1.9903851375963338e-07,0.0,0.0,3.010126474556054e-06,3.284571622233167e-08,7.906225105625645e-08,9.381182202459226e-09,2.9243257881863416e-11,7.676928827054162e-30,4.2530420188072685e-21,2.0572426338285944e-13,5.4981734123537944e-11,3.2305109140547006e-05,1.1689808318817336e-24,1.48494897878356e-20,1.184321839081422e-22,7.98275934311373e-26,2.8162467033460803e-15,2.14878241157893e-14,7.930957098271075e-16,5.051338905048541e-19,6.47474790723639e-27,2.037906003633236e-17,9.831865725543446e-18,1.0945799993656019e-21,5.018575942533981e-14,2.4340053160908214e-23,2.134285914188119e-23,9.79026046086652e-19,3.76,0.0,0.6066097639765834,0.999903340628493,4.6923565435555166e-07,8.212092472472097e-10,0.008463936320021797,0.008496435489412169,6.0983977664169e-05,1.2151098643348729e-14,3.230666373166412e-05,9.386533415921412e-07,2.6402930177824663e-08,1.5522717544937242e-09,5.404458142471726e-16,2.3832883789508283e-09,8.037665566951141e-08,3.7880310607191e-08,1.3486403349993903e-15,8.361096758244999e-09,8.49166245050482e-10,3.939823019699502e-09,8.657645058158013e-08,1.6091263416465148e-06,2.869035870028271e-12,1.2149987146650345e-13,2.0699741100200273e-10,1.235002610834878e-10,2.8724364991450226e-10,4.0795307224530867e-10,1.7504909311961127e-11,2.7487812053521463e-17,1.0818803532432292e-11,6.2912614948259885e-15,5.251742586897071e-10,7.210805011887748e-11,2.11754640763501e-18,1.4093770206087814e-14,3.2743255402080847e-17,3.183553845406919e-16,3.5499734591395227e-12,1.341938783811429e-17,2.0848836700942716e-11,4.852401912894517e-12,1.0085421136650967e-12,2.2840628233482858e-14,1.1685760161955965e-10,1.2074922101632291e-12,3.4090010104462016e-15,4.881649558695176e-13,8.849299795979545e-11
0.0009999999999999998,0.5231914153859883,1.0780286590123229e-09,1.4408825073784515e-09,3.2856971418090477e-10,2.036095758351682e-07,0.0,0.0,3.050169584234277e-06,3.348948248135705e-08,8.165928926413942e-08,9.686356744653831e-09,2.9912258958990933e-11,1.2366901472783423e-29,4.411114657631269e-21,2.1055632925873728e-13,5.628721166500695e-11,3.2992248306743065e-05,1.2305731174782728e-24,1.5324362902246738e-20,1.2568137965723135e-22,8.400932132186418e-26,2.8701844006103346e-15,2.246666405640366e-14,8.178064880109511e-16,5.386765838193399e-19,6.904267538148768e-27,2.1512359626205e-17,1.0408620886510396e-17,1.1472425960735674e-21,5.1933041029743926e-14,2.5688125762823172e-23,2.2374272791546602e-23,1.0352541994784414e-18,3.76,0.0,0.606520240025333,0.9999026035376657,4.824438735122799e-07,8.492174210483035e-10,0.008552727083405548,0.008585918981281955,6.098393264171052e-05,1.2278356383022786e-14,3.2993589567180694e-05,9.473126056362779e-07,2.6964129707414052e-08,1.5665646603350697e-09,5.519513132726113e-16,2.405278662818555e-09,8.272362801827648e-08,3.890548094494125e-08,1.3634785378352131e-15,8.558565559019341e-09,8.688384863591954e-10,3.976232825669313e-09,8.967745463962057e-08,1.6393455062254878e-06,2.935465701246131e-12,1.2431532491729097e-13,2.118597619265028e-10,1.2645581902579932e-10,2.9422488962848973e-10,4.281294908958598e-10,1.791585074975498e-11,2.813308825096846e-17,1.1207782773481698e-11,6.5173468762594155e-15,5.425803712985192e-10,7.377826688616497e-11,2.1672545693252025e-18,1.4424540987315754e-14,3.3896715043861966e-17,3.2600348917163327e-16,3.6361930069230762e-12,1.3746983820616344e-17,2.1347684708685074e-11,4.948140723322051e-12,1.047935860553133e-12,2.3290879366673063e-14,1.1793380583587324e-10,1.2453897820817457e-12,3.4730322849004698e-15,4.975426962506248e-13,9.142389949291878e-11
0.0010022240379397983,0.5231914153859883,1.0810450097840341e-09,1.4450096675817788e-09,3.2990078908271597e-10,2.0458614870710645e-07,0.0,0.0,3.0586725866326636e-06,3.362667686420461e-08,8.221717626206175e-08,9.751940406244267e-09,3.0055220854774586e-11,1.360556144814285e-29,4.4450792897054066e-21,2.1159115201588837e-13,5.656613548682578e-11,3.3138788857879986e-05,1.2439608348022029e-24,1.542627143939269e-20,1.2726533124144415e-22,8.492960095583031e-26,2.8817357469854072e-15,2.2678409464865928e-14,8.231135237194936e-16,5.460266861698624e-19,6.998433445109581e-27,2.1759047642778795e-17,1.0534349156833095e-17,1.1586548690377462e-21,5.2308709373510043e-14,2.5981513128619096e-23,2.2597904324594627e-23,1.047505299938121e-18,3.76,0.0,0.6065012701783319,0.9999024463708132,4.852753264044957e-07,8.552371053325012e-10,0.008571540571658383,0.008604880207714815,6.098392304185091e-05,1.2305319889598711e-14,3.314008342069822e-05,9.49154347584058e-07,2.708380934229371e-08,1.569604579296371e-09,5.544049639850812e-16,2.4099557853312726e-09,8.322622650964325e-08,3.912515382134261e-08,1.366624797922685e-15,8.600765475627032e-09,8.730406142033856e-10,3.983976862371299e-09,9.03444465614217e-08,1.6457850464995296e-06,2.949677779145822e-12,1.2491766816083097e-13,2.1290021930040208e-10,1.270874035093563e-10,2.957196983220488e-10,4.3251898223951973e-10,1.800378368105935e-11,2.8271163981163493e-17,1.1291452247038784e-11,6.565977503275815e-15,5.463227066951641e-10,7.41350325904815e-11,2.177891087111063e-18,1.4495318385288964e-14,3.4145126708534307e-17,3.276382185787467e-16,3.654653875208085e-12,1.381713582890635e-17,2.1454285101677758e-11,4.968552577349365e-12,1.0564325748454047e-12,2.3386873000703588e-14,1.1816270081186233e-10,1.2535286538511046e-12,3.4866770068450114e-15,4.995412427967195e-13,9.205405131939523e-11
0.001014943013538013,0.5232019535805722,1.0983673862894944e-09,1.4687745976874976e-09,3.3757574604097584e-10,2.1022434257809942e-07,0.0,0.0,3.107416272208018e-06,3.441646696824889e-08,8.545884001841068e-08,1.0133215482349238e-08,3.088080740931289e-11,1.1199499968695696e-29,4.643689160572452e-21,2.1758187074265327e-13,5.817659605864571e-11,3.398305092738906e-05,1.3230229720328487e-24,1.6017714254153e-20,1.3665555987352936e-22,9.031715632504621e-26,2.948609165779246e-15,2.3918900368501598e-14,8.539429193084616e-16,5.897492578952408e-19,7.55901617980379e-27,2.3214915595805236e-17,1.127763249362847e-17,1.2256531053700556e-21,5.449375452932789e-14,2.771299398983138e-23,2.3911825845702157e-23,1.1198893051520297e-18,3.76,0.0,0.6063927952331438,0.999901541062726,5.016879307160178e-07,8.902355713686854e-10,0.008679114701214668,0.0087133055374756,6.0983867745627525e-05,1.2459491309682318e-14,3.398406830868719e-05,9.59732925250929e-07,2.7773298718862826e-08,1.5870649362119599e-09,5.685409162670478e-16,2.436820201710913e-09,8.613587895816385e-08,4.039791868446364e-08,1.3846301265690747e-15,8.844486470835674e-09,8.972964677252383e-10,4.028457146674774e-09,9.42257399620137e-08,1.6828525255180035e-06,3.0318673229536438e-12,1.284010808857808e-13,2.1891870105267432e-10,1.3073483935329487e-10,3.0437309150998576e-10,4.584080539041972e-10,1.8512420116167414e-11,2.9069844680401257e-17,1.1778362354499743e-11,6.848978442758316e-15,5.680905312031144e-10,7.619435454277562e-11,2.2394166020278315e-18,1.490471566822061e-14,3.5592898060192986e-17,3.370811041805113e-16,3.7615214311624975e-12,1.422329761865714e-17,2.2069904465576715e-11,5.086119231742142e-12,1.1060404630739148e-12,2.3939759667213713e-14,1.1947740342318309e-10,1.3008092242477785e-12,3.565219200962996e-15,5.110467274137269e-13,9.571945120552416e-11
0.0010276619891362278,0.5232124899208211,1.115813401914412e-09,1.4928181393646029e-09,3.453580551429509e-10,2.1595376084557015e-07,0.0,0.0,3.156358128972083e-06,3.5215131678793404e-08,8.878866998009652e-08,1.0525213004327926e-08,3.1720058238461484e-11,8.783220319111906e-30,4.850084050228965e-21,2.2369643482883242e-13,5.981326869833186e-11,3.483789450453815e-05,1.4064670039162987e-24,1.662399807873476e-20,1.466317253596439e-22,9.594697317102515e-26,3.016866597522374e-15,2.521074104490892e-14,8.85598437540789e-16,6.364668616545601e-19,8.158828093172614e-27,2.4749921992334324e-17,1.2063562634082329e-17,1.2956729523711641e-21,5.674196007504341e-14,2.953863750009312e-23,2.5286719273829728e-23,1.1963534268398317e-18,3.76,0.0,0.6062843391315275,0.9999006247008634,5.184786386254266e-07,9.262203666752609e-10,0.008786658711335748,0.008821711482005126,6.098381177524637e-05,1.2613612906965423e-14,3.483861726253452e-05,9.70391108258048e-07,2.8471396148008206e-08,1.6046561799547336e-09,5.828536267500381e-16,2.4638867945049855e-09,8.910601552153684e-08,4.1699125867900966e-08,1.4026565120454856e-15,9.092290109843072e-09,9.219359530007245e-10,4.07327247343035e-09,9.822219669564643e-08,1.720331811229692e-06,3.115624824384228e-12,1.3195099583573246e-13,2.2505455967830738e-10,1.3444297226630952e-10,3.132067131725857e-10,4.85676193007826e-10,1.9030963439713973e-11,2.988408105033238e-17,1.2279769252774942e-11,7.14040099058709e-15,5.904906254886268e-10,7.828619623530649e-11,2.3021404025232245e-18,1.5322077305051644e-14,3.708756750179231e-17,3.4668447930352533e-16,3.870612032113912e-12,1.463801456997393e-17,2.269576180689402e-11,5.2051156979958556e-12,1.1574123925891588e-12,2.449935275399269e-14,1.208019621390411e-10,1.3493630800439545e-12,3.644634017020001e-15,5.226824786297876e-13,9.949137464467915e-11
0.0010403809647344425,0.5232230244074407,1.1333838765873942e-09,1.5171437434313918e-09,3.5324853079973715e-10,2.2177507319227204e-07,0.0,0.0,3.2054988159859913e-06,3.6022718529456374e-08,9.220810563320042e-08,1.0928141509524228e-08,3.2573093438696827e-11,1.5169825563165466e-29,5.063937784519722e-21,2.2993666853206923e-13,6.147630770061846e-11,3.570331877152815e-05,1.4944203420694123e-24,1.724530250073507e-20,1.5722394571281023e-22,1.01897099243356e-25,3.0865283309761033e-15,2.65554001376476e-14,9.180947247121977e-16,6.863526372545778e-19,8.80020800118982e-27,2.6367426070974953e-17,1.2894048054170971e-17,1.3688149038331655e-21,5.905439920009124e-14,3.1462288747883404e-23,2.672461971194988e-23,1.2770789012208785e-18,3.76,0.0,0.6061759018639495,0.9998996972817337,5.356526594040654e-07,9.63207301121565e-10,0.008894172604636727,0.008930098044610783,6.098375513048698e-05,1.2767684684503993e-14,3.570372918663344e-05,9.81130871521537e-07,2.9178099470410408e-08,1.6223815678197747e-09,5.973430510952456e-16,2.4911605802900637e-09,9.213703754823743e-08,4.302930845991362e-08,1.4207041469345183e-15,9.344206994263093e-09,9.469612330238492e-10,4.118431194321306e-09,1.0233568553752932e-07,1.758226013869701e-06,3.200971701124929e-12,1.355683113267186e-13,2.3130945142621776e-10,1.382122003723247e-10,3.2222300275884444e-10,5.143809100795391e-10,1.9559553063848774e-11,3.071409201241013e-17,1.2795908782576128e-11,7.440382074602162e-15,6.135360783240743e-10,8.04107393590215e-11,2.3660793535677072e-18,1.5747515130136293e-14,3.863015984150584e-17,3.564495409585226e-16,3.981955684171055e-12,1.5061405986919345e-17,2.3331924855254144e-11,5.325556229099505e-12,1.2105960026297358e-12,2.5065718881612544e-14,1.2213662228295849e-10,1.399220524494918e-12,3.724928043979486e-15,5.34449599734614e-13,1.0337203064523333e-10
0.0010530999403326573,0.523233557041137,1.1510796487346153e-09,1.5417549302426026e-09,3.612480248246835e-10,2.2768895335500904e-07,0.0,0.0,3.2548390501631755e-06,3.68392774179842e-08,9.571859698663471e-08,1.1342212305306176e-08,3.3440137035691626e-11,1.365523702620539e-29,5.284848659664688e-21,2.3630687953326913e-13,6.316586907659177e-11,3.657932293512087e-05,1.5870761446360533e-24,1.7881807064223126e-20,1.6846354886720868e-22,1.081829216617019e-25,3.1576433622848003e-15,2.7954370909443188e-14,9.514469999316646e-16,7.395880942464531e-19,9.485588115264886e-27,2.807089185791767e-17,1.377106021970801e-17,1.445181879656295e-21,6.143215401211467e-14,3.348801571280887e-23,2.822804135692062e-23,1.3622530304296193e-18,3.76,0.0,0.6060674834208277,0.9998987588017273,5.532152432035925e-07,1.0012122738102725e-09,0.009001656383706114,0.009038465228596713,6.098369781119538e-05,1.292170664591238e-14,3.657940302071688e-05,9.919541400433635e-07,2.989340652695584e-08,1.6402442740771758e-09,6.120091449682891e-16,2.518646451317301e-09,9.522934546403275e-08,4.4389012075119506e-08,1.4387732253045829e-15,9.600267962877434e-09,9.723745068603883e-10,4.163941446992126e-09,1.0656807593135959e-07,1.7965383196199123e-06,3.2879323817510776e-12,1.3925402452524143e-13,2.3768504068490623e-10,1.42042938024098e-10,3.3142465384491546e-10,5.445813463243376e-10,2.0098327516695333e-11,3.1560095669005154e-17,1.3327016800450406e-11,7.74905863561436e-15,6.37240134157125e-10,8.256816846710145e-11,2.431250289495878e-18,1.6181141312926486e-14,4.022200286280505e-17,3.663785346560965e-16,4.095584996073616e-12,1.5493601058235807e-17,2.3978463499497096e-11,5.447455504525035e-12,1.2656400034930226e-12,2.5638926853180167e-14,1.234816231194371e-10,1.4504130562008468e-12,3.806108031826303e-15,5.463492281647178e-13,1.0736365516790862e-10
0.0010645470183710507,0.5232430348278009,1.167113648772539e-09,1.5641510322467703e-09,3.685414650191299e-10,2.330911512274837e-07,0.0,0.0,3.2994165130457146e-06,3.758189463733921e-08,9.89571007613856e-08,1.172457972926425e-08,3.423245796109029e-11,1.384508706223633e-29,5.491079969801931e-21,2.421504680166435e-13,6.47092813284049e-11,3.737677186081385e-05,1.6747444045013255e-24,1.8467805581910804e-20,1.791595562298656e-22,1.1406329870323262e-25,3.22288045100782e-15,2.926113527121577e-14,9.822083673068702e-16,7.905210386554345e-19,1.0142302655657606e-26,2.968045908126516e-17,1.4601832863842432e-17,1.5167565174971843e-21,6.362888035171044e-14,3.540225287680465e-23,2.9639020017955113e-23,1.4428732118517472e-18,3.76,0.0,0.6059699229089732,0.999897904709591,5.693581608989887e-07,1.036300385312477e-09,0.00909836603931386,0.009135979128192412,6.0983645646859045e-05,1.3060283821047286e-14,3.737653905839949e-05,1.0017680264664229e-06,3.054453728619859e-08,1.656440668848783e-09,6.253596452612608e-16,2.5435690000894424e-09,9.806515240228277e-08,4.5638446978305324e-08,1.4550538916261164e-15,9.834291708982067e-09,9.955800211158266e-10,4.2052077801987134e-09,1.1048043638029218e-07,1.831379565774783e-06,3.367593598265634e-12,1.4263041964319596e-13,2.4352770200669537e-10,1.4554353470427445e-10,3.3986716621975766e-10,5.730907894915613e-10,2.0592054833269725e-11,3.233536416543858e-17,1.3818007333331418e-11,8.034415546499264e-15,6.591480000012476e-10,8.453812606888506e-11,2.4909721953708297e-18,1.6578502969631993e-14,4.1697710860103277e-17,3.754548029568367e-16,4.199837426493511e-12,1.5890228946934265e-17,2.4569276097015992e-11,5.5584245570592424e-12,1.316811426364179e-12,2.616072203300699e-14,1.247011573693632e-10,1.4976548708590476e-12,3.879933222329157e-15,5.571731543492471e-13,1.1105287166982375e-10
0.001075994096409444,0.5232525111146904,1.1832503848850399e-09,1.5867821221751675e-09,3.759244841718996e-10,2.385693752834201e-07,0.0,0.0,3.344156839674399e-06,3.833186117976953e-08,1.0227162031345728e-07,1.2116304343993523e-08,3.5036263137005276e-11,1.4642841073390458e-29,5.703657968555109e-21,2.481010598435972e-13,6.627442070363099e-11,3.818278934449296e-05,1.7665773575703092e-24,1.906639213169895e-20,1.904309825586186e-22,1.2024446948505e-25,3.2893136782587204e-15,3.061424543173779e-14,1.0136864703512594e-15,8.444660790322145e-19,1.083880835149605e-26,3.136522893989592e-17,1.5473470224658788e-17,1.591107064781582e-21,6.588019792504078e-14,3.7405894853733404e-23,3.1106485294044145e-23,1.5273990747578722e-18,3.76,0.0,0.6058723776300883,0.9998970416523205,5.858239808016389e-07,1.0722377776787313e-09,0.009195051306304642,0.009233477336183918,6.0983592935767226e-05,1.3198820649940294e-14,3.818222869598745e-05,1.0116523938734288e-06,3.120263374768039e-08,1.672752976517696e-09,6.388531796503173e-16,2.5686705572848706e-09,1.0095121572992105e-07,4.691266187426136e-08,1.4713522291943645e-15,1.0071720160332282e-08,1.019103239272495e-09,4.246770875012653e-09,1.1449199347405077e-07,1.8665645410187055e-06,3.4485953338513445e-12,1.4606364300733004e-13,2.4947079806256693e-10,1.4909458922107982e-10,3.4846428547085314e-10,6.029064620976135e-10,2.109425762430119e-11,3.3123940885636915e-17,1.4321486406626582e-11,8.327027176357509e-15,6.816101852770647e-10,8.653500925652552e-11,2.5517192694294476e-18,1.6982677641351115e-14,4.321501071075952e-17,3.8466531134498517e-16,4.30599647050602e-12,1.629420594970598e-17,2.516859949894908e-11,5.670598734143733e-12,1.369567290446724e-12,2.668816914543417e-14,1.2592942048694657e-10,1.5460293802313538e-12,3.954486772904774e-15,5.681062354245308e-13,1.1483549347791175e-10
0.0010874411744478374,0.5232619859023246,1.1994904559373735e-09,1.609650547749712e-09,3.833977063256548e-10,2.4412412539102003e-07,0.0,0.0,3.3890606682528977e-06,3.9089218242343415e-08,1.0566323963291568e-07,1.2517546556469309e-08,3.585164670769105e-11,1.5510869162514867e-29,5.9229856132976695e-21,2.541600744935835e-13,6.786140453454455e-11,3.899737486595644e-05,1.8627544252726405e-24,1.9677697271847245e-20,2.02303406546993e-22,1.2669963736957063e-25,3.3569586807073663e-15,3.201484194248268e-14,1.04589266786691e-15,9.015742933478967e-19,1.1577208747899726e-26,3.3127957123721625e-17,1.6387546275132955e-17,1.6683135671993516e-21,6.818691458269922e-14,3.9502333306193415e-23,3.263230845612976e-23,1.6159805032788717e-18,3.76,0.0,0.6057748475771004,0.9998961696270358,6.026166109339904e-07,1.109036231111743e-09,0.009291712186497601,0.009330959854973106,6.09835396777387e-05,1.3337317134949678e-14,3.899647124008123e-05,1.0216085341140849e-06,3.186769433783712e-08,1.6891833263044394e-09,6.524897158244534e-16,2.5939544053508633e-09,1.0388782628369301e-07,4.821208116870047e-08,1.4876683826457261e-15,1.031257630329651e-08,1.0429458145568488e-09,4.2886361954092884e-09,1.1860411815160656e-07,1.9020957169535066e-06,3.530954282880299e-12,1.4955441560358686e-13,2.5551557602128185e-10,1.5269640937599434e-10,3.5721790085101265e-10,6.340749536881161e-10,2.160504068360653e-11,3.39259904373028e-17,1.4837626973583057e-11,8.626993941482079e-15,7.046367825379878e-10,8.855895683078468e-11,2.61350419511241e-18,1.7393749453510132e-14,4.477482996827002e-17,3.940108920848148e-16,4.414085348415986e-12,1.6705624477303152e-17,2.5776485496761162e-11,5.783989621934924e-12,1.4239455239679785e-12,2.7221322378547507e-14,1.2716657289868433e-10,1.5955622365283017e-12,4.0297739199257304e-15,5.791493689228496e-13,1.1871322423089183e-10
