Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577)
1.7106553750144214e-05,0.522369518597484,1.5600688348412858e-11,1.7821253324479214e-11,1.6779874871040482e-12,4.9833057529879814e-11,0.0,0.0,3.07486263512788e-08,1.229897886636572e-11,7.926903463737784e-13,6.042458502995025e-13,7.588698077869367e-15,6.865551036497256e-35,2.032050138255048e-24,6.6810214447843455e-15,1.901240658285543e-14,9.718916677487093e-09,2.360601819196371e-30,7.74528873005241e-26,4.0378987027448885e-27,3.29403089754587e-29,5.977417320890676e-16,1.6357132292352366e-21,1.1242948636231278e-19,6.571231870778398e-27,2.7945900199426385e-34,2.4734088832780105e-24,2.2550864886772647e-26,1.035721163625621e-28,1.9699952878861334e-19,4.902632108986497e-31,1.704700580666549e-30,1.5773634891004893e-27,3.76,0.0,0.614960882429621,0.9999389732757465,4.7250684155616925e-11,5.3277941642088464e-15,0.00014788250492573713,0.00014789224368080172,6.098615721459045e-05,2.126381364316979e-16,9.718954869006004e-09,2.9334640237842526e-08,7.941227183571947e-12,4.85340564229198e-11,1.3609904852468835e-19,7.386419226475646e-11,9.911537455952307e-13,5.449627334804789e-13,2.2651431317610276e-17,2.0487756505861584e-12,9.829787387362085e-13,1.1191613503607966e-10,1.677372671133578e-13,7.046241334797505e-10,3.098217928764681e-15,1.2256633119887544e-16,1.0884445854944269e-13,2.5653856893778642e-14,3.6632218610350753e-14,1.1919559351820056e-12,9.008147739203001e-15,1.4217234216179285e-20,1.0864136421028007e-17,6.990712516199163e-21,1.1906133079265996e-15,8.211024048065301e-14,1.0992947157936033e-21,7.307487774925036e-18,9.79582898755244e-23,5.906406615932009e-20,4.492826796223811e-16,1.6899740113042797e-21,4.52303923784068e-15,3.090288793045291e-16,1.7223627920280517e-19,1.4535242833740578e-18,3.618408744025499e-12,1.2752236846993665e-18,1.460224194028823e-18,4.288587319498896e-17,2.791600847123632e-16
1.873290460916949e-05,0.5223708848123608,1.7193035949883523e-11,2.053466735262571e-11,1.8877790669512185e-12,6.044916768307864e-11,0.0,0.0,3.374205817547384e-08,1.4743441197469107e-11,9.5079540666808e-13,6.795556891341005e-13,9.228287490652662e-15,8.353435852556248e-35,2.2437322291138066e-24,6.692190810018876e-15,2.2610997129524828e-14,1.1654565868405318e-08,2.8378234106313335e-30,1.0176653370051986e-25,4.430518045469875e-27,3.2992863587907993e-29,5.978561180881465e-16,2.3120177427760176e-21,1.3404554907762515e-19,8.366508169713103e-27,3.766763131870559e-34,3.255729470963295e-24,3.508260117671735e-26,1.4943491780056196e-28,2.5499889108640715e-19,7.077689371120142e-31,2.3995191992179804e-30,2.5057997282294672e-27,3.76,0.0,0.6149468210020711,0.999938968332221,5.857310470344951e-11,6.964391104256e-15,0.0001619390965057566,0.00016195077483910404,6.09861569023865e-05,2.3284969347392253e-16,1.1654658420153123e-08,3.206307837076811e-08,9.522877897391057e-12,5.305344489905511e-11,1.657565250754178e-19,8.079431721107251e-11,1.2421785467923515e-12,7.135935844506976e-13,2.4806433259767812e-17,2.4576732922801995e-12,1.093448456104688e-12,1.2341577574414892e-10,2.2808407624227286e-13,8.504192968521499e-10,3.493101413309634e-15,1.3890822292377763e-16,1.2826740709568674e-13,3.07854626853361e-14,4.841609760808471e-14,1.3051158175363564e-12,1.0637777274939827e-14,1.678149359627831e-20,1.5456724488119705e-17,9.858064347282625e-21,1.6995450122293324e-15,9.138642426738783e-14,1.2971320676682657e-21,8.621589028648486e-18,1.3813454491457298e-22,7.171950107531082e-20,5.944083081184467e-16,2.2358633941094942e-21,5.407501088297264e-15,4.0530913349618226e-16,2.5087647936811163e-19,1.9067934941090377e-18,3.958782419908932e-12,1.8316663098419582e-18,1.7659277646764886e-18,5.5959819650576e-17,3.9022041501314546e-16
2.0359255468194765e-05,0.5223722509961806,1.878424508568375e-11,2.3302192184124564e-11,2.1004113148001282e-12,7.209395723550421e-11,0.0,0.0,3.674756331194408e-08,1.7408383558289407e-11,1.1325067871443573e-12,7.593188750429945e-13,1.103426733534603e-14,9.990237026786417e-35,2.456445173423168e-24,6.704776411980192e-15,2.6482831532707413e-14,1.3765844711002165e-08,3.387436194368545e-30,1.3069996485389172e-25,4.824946199433539e-27,3.3195636094195174e-29,5.979863408785345e-16,3.1778671519094853e-21,1.5737659412204758e-19,1.051690294925896e-26,4.958835748728186e-34,4.190271530974289e-24,5.251562778116138e-26,2.0850146565654336e-28,3.2333165001743517e-19,9.90768586690867e-31,3.294951429992198e-30,3.825233582025321e-27,3.76,0.0,0.61493275989235,0.9999389632000599,7.123628716253432e-11,8.895059410123103e-15,0.000175995190778859,0.0001760089846846064,6.098615657867814e-05,2.5306042947389095e-16,1.3766004505816964e-08,3.478158994429069e-08,1.124804803606733e-11,5.755636613675697e-11,1.983610096596573e-19,8.769921865159167e-11,1.5305828778449078e-12,9.134538238297934e-13,2.696159398382613e-17,2.903902251732938e-12,1.2066938095171077e-12,1.3487353155235045e-10,3.022568240071894e-13,1.0097907506415453e-09,3.905144396755772e-15,1.5597894766146259e-16,1.4907783300114683e-13,3.639081261951589e-14,6.215270820143624e-14,1.4182478432485142e-12,1.2385196241467168e-14,1.9530621727261362e-20,2.13233141866952e-17,1.349659106126949e-20,2.3463592548508673e-15,1.0089875087454665e-13,1.5092055714700094e-21,1.0030305782132546e-17,1.8836859078741189e-22,8.566535140326956e-20,7.63689802916392e-16,2.872615073014354e-21,6.371663850596872e-15,5.189172795989454e-16,3.539644697745646e-19,2.4417091366960187e-18,4.29791519845919e-12,2.5484426035094753e-18,2.1004146445479755e-18,7.128658090197961e-17,5.286529808257848e-16
2.198560632722004e-05,0.5223736171489436,2.037433282569228e-11,2.611083044907711e-11,2.3154165029293344e-12,8.476678566774592e-11,0.0,0.0,3.976509353840643e-08,2.0293578615136797e-11,1.340089460250581e-12,8.438475084363527e-13,1.3006510134160198e-14,1.1779632979200153e-34,2.6703890105892702e-24,6.718773240501581e-15,3.062136419519566e-14,1.6052746201925478e-08,4.0166531485617754e-30,1.6465458944768402e-25,5.220461059899172e-27,3.3289853270538055e-29,5.981323461124342e-16,4.2655875867585e-21,1.823930931541183e-19,1.3075726902143018e-26,6.3988167119755365e-34,5.291712209903478e-24,7.610091468492539e-26,2.8286315930693247e-28,4.028523100186967e-19,1.3511862859846003e-30,4.4274918335652536e-30,5.64611837524532e-27,3.76,0.0,0.6149186991004237,0.9999389578793138,8.525668917144593e-11,1.1141038997846834e-14,0.00019005078775676077,0.00019006687322456166,6.098615624346843e-05,2.732703444470845e-16,1.6052987094306052e-08,3.7490245674921155e-08,1.3116733048936813e-11,6.204293751929317e-11,2.3391243026204e-19,9.45790827919303e-11,1.8588089023268377e-12,1.1470689385216301e-12,2.911691372147251e-17,3.387499138403595e-12,1.3227294608992192e-12,1.4628963466661808e-10,3.9182009861284335e-13,1.1826890856721942e-09,4.334292168276037e-15,1.7377631244207943e-16,1.7125881039985753e-13,4.24714332090672e-14,7.78783512958146e-14,1.5313520859667936e-12,1.4248933094090493e-14,2.2462320455844627e-20,2.86514469707536e-17,1.8015899706442775e-20,3.1497615734599568e-15,1.106484723350433e-13,1.7353388985207225e-21,1.153247631939617e-17,2.498027837973342e-22,1.0090573887713003e-19,9.575826974167341e-16,3.60194258113523e-21,7.415786927748002e-15,6.509994025784346e-16,4.861161053308218e-19,3.063676285788653e-18,4.635816407043113e-12,3.4517273890054668e-18,2.4635800595882038e-18,8.899275367706708e-17,6.976590271646345e-16
2.3611957186245316e-05,0.5223749832706511,2.1963316946056314e-11,2.8950196151276378e-11,2.532421206970308e-12,9.846702567330937e-11,0.0,0.0,4.279460091676054e-08,2.339879770027849e-11,1.5758056552559983e-12,9.334502332063271e-13,1.5144752105409432e-14,1.3720637377576228e-34,2.885646106977448e-24,6.734179005698003e-15,3.50206376200682e-14,1.8515263345689685e-08,4.732694585544247e-30,2.040319988259739e-25,5.617104547406598e-27,3.345653830493707e-29,5.982941043864387e-16,5.610078177893412e-21,2.0906888782582839e-19,1.610155095548238e-26,8.116064018386358e-34,6.5750930128593086e-24,1.072652071759916e-25,3.7470953322879625e-28,4.944208407228839e-19,1.801919144567756e-30,5.836488342864437e-30,8.097125155811816e-27,3.76,0.0,0.6149046386262634,0.9999389523700332,1.006481130024403e-10,1.3723077072470055e-14,0.00020410588745114322,0.0002041244404662221,6.0986155896760455e-05,2.9347943840893415e-16,1.8515600164300126e-08,4.018911077619993e-08,1.5128928385431765e-11,6.651326729084455e-11,2.724107029445249e-19,1.0143407506201007e-10,2.229300996347549e-12,1.4169365831524858e-12,3.127239270438472e-17,3.90850056109633e-12,1.4415697909887247e-12,1.576643420472215e-10,4.983438641368108e-13,1.3690652189739043e-09,4.780486156947735e-15,1.9229790313909536e-16,1.9479598285530507e-13,4.9028836283529176e-14,9.561526402602226e-14,1.644428628903489e-12,1.622774365110396e-14,2.5574645345372302e-20,3.763232070898465e-17,2.352752518142429e-20,4.128583783334477e-15,1.2063681299686555e-13,1.9753827821340745e-21,1.3127116275673942e-17,3.2356448956468095e-22,1.1744386242678327e-19,1.1763669305917478e-15,4.4248989598393115e-21,8.540129275172505e-15,8.026432826688332e-16,6.523311221461305e-19,3.777824968581165e-18,4.972494171021732e-12,4.56907096847983e-18,2.8553199140714874e-18,1.0919561632588208e-16,9.004286311009822e-16
2.523830804527059e-05,0.5223763493613035,2.3551219475754672e-11,3.181200278299636e-11,2.7511279098424717e-12,1.1319406047961425e-10,0.0,0.0,4.583603776181644e-08,2.6723810843069962e-11,1.8419134255725594e-12,1.0284326938810645e-12,1.744862980616148e-14,1.5816043821402779e-34,3.102362258562294e-24,6.750984252051707e-15,3.967523605326653e-14,2.115338915227545e-08,5.542798336363711e-30,2.492337647040971e-25,6.015610940006064e-27,3.3657750785913324e-29,5.984715107117058e-16,7.248827465709414e-21,2.373809372439776e-19,1.965833606357551e-26,1.0141305233752148e-33,8.055861499703954e-24,1.4761830628813718e-25,4.863234521758976e-28,5.989029400606894e-19,2.356840728605506e-30,7.564065689392817e-30,1.1326283330537304e-26,3.76,0.0,0.6148905784698442,0.9999389466722677,1.1742223156432892e-10,1.666147241486879e-14,0.0002181604898736575,0.0002181816864168392,6.098615553855724e-05,3.136877113748399e-16,2.1153837700585348e-08,4.287824600483924e-08,1.7284629495080163e-11,7.09674562925983e-11,3.138557303508304e-19,1.0826434855638646e-10,2.6445056483610514e-12,1.7255268698966798e-12,3.342803116423865e-17,4.466943129055095e-12,1.5632290276426504e-12,1.6899794639876506e-10,6.234011087970846e-13,1.5688703628580897e-09,5.243665524744094e-15,2.1154120422829678e-16,2.1967690768214879e-13,5.606454415658638e-14,1.1537492325791162e-13,1.757477565075814e-12,1.8320552878412212e-14,2.88659151732845e-20,4.845979694237095e-17,3.014439935323162e-20,5.301703983934678e-15,1.3086498190595964e-13,2.229208097140674e-21,1.481337330819522e-17,4.107655503484198e-22,1.3528218667933768e-19,1.420188093683706e-15,5.3420319078521464e-21,9.74495007570456e-15,9.7488102922793e-16,8.579872784232386e-19,4.589022590774891e-18,5.307955974640239e-12,5.929297816176985e-18,3.27553073131646e-18,1.320037847855136e-16,1.1401349331507721e-15
2.6864658904295867e-05,0.522377715420902,2.513806203162058e-11,3.4689646889163764e-11,2.971299778953472e-12,1.2894728553795725e-10,0.0,0.0,4.888935664889614e-08,3.026838679670529e-11,2.1406657054459463e-12,1.1290978895298167e-12,1.991772879925377e-14,1.8069889199216072e-34,3.320656503462582e-24,6.769178176667903e-15,4.458024248453552e-14,2.396711663558612e-08,6.454207180471796e-30,3.006613958438582e-25,6.41649746317493e-27,3.384135649893993e-29,5.986644453579929e-16,9.221930281482376e-21,2.6730906523979613e-19,2.3815543981436796e-26,1.25066300190729e-33,9.749900712012345e-24,1.9896010331431342e-25,6.200773106649643e-28,7.171701484964518e-19,3.0307948618854795e-30,9.655037774310569e-30,1.5502084410688326e-26,3.76,0.0,0.6148765186311447,0.9999389407860678,1.3558902114035075e-10,1.997611631795291e-14,0.00023221459503592685,0.00023223861108366407,6.098615516886188e-05,3.338951633601571e-16,2.3967693690797076e-08,4.555770854919629e-08,1.9583831827505194e-11,7.540559943755144e-11,3.5824741394478333e-19,1.150700506345975e-10,3.1068713624994427e-12,2.0752826487262076e-12,3.558382933271494e-17,5.062863452961798e-12,1.6877214546742723e-12,1.8029072664649024e-10,7.685663411346836e-13,1.7820560314747034e-09,5.723768287944779e-15,2.315036358677239e-16,2.4589056724092317e-13,6.358006641208149e-14,1.3716075125872668e-13,1.8704989975366505e-12,2.0526411538410248e-14,3.233464452149378e-20,6.132963966751428e-17,3.7980446475236057e-20,6.687987070198947e-15,1.4133419596291898e-13,2.4967007045969032e-21,1.659049340396564e-17,5.125026833355014e-22,1.5442285741362395e-19,1.6890910639950675e-15,6.353510294518724e-21,1.1030507619405369e-14,1.1686915958453956e-15,1.108834412129608e-18,5.501885802129023e-18,5.642209106293526e-12,7.562412122933245e-18,3.7241096855651976e-18,1.5751782122461097e-16,1.419930423519839e-15
2.8491009763321142e-05,0.5223790814494466,2.6723861819505005e-11,3.757786879038704e-11,3.1927482479073537e-12,1.4572610987376465e-10,0.0,0.0,5.195451041629392e-08,3.4032293064151e-11,2.4743097436896423e-12,1.235746451446204e-12,2.2551605921478307e-14,2.048096766434667e-34,3.5406604759345246e-24,6.78875113707166e-15,4.97311991428575e-14,2.695643881249919e-08,7.474167887580605e-30,3.587163318715315e-25,6.819831255103456e-27,3.405389356802645e-29,5.988727997107486e-16,1.1572104946386975e-20,2.9883574179112226e-19,2.8648250818617067e-26,1.5245525484804583e-33,1.1673557179509893e-23,2.632874355090071e-25,7.784302745182975e-28,8.500999508551936e-19,3.839631699430547e-30,1.2156847116217282e-29,2.08145735325315e-26,3.76,0.0,0.6148624591101461,0.9999389347114828,1.5515711361834604e-10,2.3686530395757416e-14,0.00024626820294954916,0.0002462952144739472,6.098615478767736e-05,3.5410179438021575e-16,2.6957162122970936e-08,4.8227552755756236e-08,2.202653083242479e-11,7.982778691869092e-11,4.0558566190179593e-19,1.2185132021956376e-10,3.6188485646194755e-12,2.468619780413632e-12,3.7739787441501803e-17,5.696298145322849e-12,1.8150612916574046e-12,1.9154291716929176e-10,9.354146716367709e-13,2.0085740416519083e-09,6.22073194201497e-15,2.5218256285363394e-16,2.734270078750809e-13,7.157689853277158e-14,1.609702847351654e-13,1.98349303960318e-12,2.2844464052417672e-14,3.597949384157602e-20,7.643894013028844e-17,4.715027928329295e-20,8.30624112666141e-15,1.5204566678801315e-13,2.7777576348574858e-21,1.8457795893739298e-17,6.298583397965067e-22,1.748677544335121e-19,1.983047111327196e-15,7.45922612046176e-21,1.2397057753616866e-14,1.3850031876204964e-15,1.4109891340649562e-18,6.520791853265418e-18,5.975260416381011e-12,9.499509739651366e-18,4.200954600245647e-18,1.8583079947994957e-16,1.7429446496907618e-15
3.0117360622346417e-05,0.5223804474469387,2.8308633697002785e-11,4.0472481014015956e-11,3.415323309670071e-12,1.6352995434156977e-10,0.0,0.0,5.503145214082621e-08,3.8015295924873564e-11,2.8450868288682654e-12,1.3486768513840398e-12,2.5349803906266567e-14,2.3054384964220134e-34,3.7624912067361305e-24,6.8096924658539585e-15,5.512407110611944e-14,3.012134870240034e-08,8.609932993075458e-30,4.237999957796226e-25,7.225547715577799e-27,3.4262057964220205e-29,5.990964544211803e-16,1.434471073292849e-20,3.3194588084225594e-19,3.423725925996473e-26,1.83928611609021e-33,1.3843663804475262e-23,3.4280080282467442e-25,9.63926456934515e-28,9.985758257786187e-19,4.800178621252298e-30,1.5119498990110048e-29,2.7476410402844714e-26,3.76,0.0,0.6148483999068325,0.9999389284485615,1.7613407422897712e-10,2.7811901366166458e-14,0.0002603213136260981,0.0002603514965949387,6.098615439500668e-05,3.7430760445030856e-16,3.012223698377806e-08,5.0887830676333604e-08,2.461272195965122e-11,8.423410511777723e-11,4.558703846634805e-19,1.2860828921614917e-10,4.182889510505768e-12,2.907927403003684e-12,3.9895905722296905e-17,6.3672838207410196e-12,1.945262616722922e-12,2.027547302245978e-10,1.1255213675898037e-12,2.2483764875952643e-09,6.734494008867354e-15,2.7357532887649636e-16,3.022770913401332e-13,8.00565386688328e-14,1.8679687119845944e-13,2.0964598150853458e-12,2.527392637397711e-14,3.97992350740914e-20,9.398570008504493e-17,5.776898064621043e-20,1.0175187213382266e-14,1.6300059231818684e-13,3.072284459642092e-21,2.0414656246293255e-17,7.6390174032763555e-22,1.9661865805254413e-19,2.30197506940708e-15,8.65887415376006e-21,1.3844855278250495e-14,1.6246955642297274e-15,1.7709293710037262e-18,7.649889460979466e-18,6.307116383387721e-12,1.177269633666634e-17,4.705963888615353e-18,2.1702882902941558e-16,2.1122830758662844e-15
3.174371148137169e-05,0.5223818134133787,2.989239338883289e-11,4.337015415180823e-11,3.638906028316475e-12,1.823582494546955e-10,0.0,0.0,5.8120135112612653e-08,4.221716046060185e-11,3.2552322318484364e-12,1.468185556222677e-12,2.8311867399556735e-14,2.579104113524432e-34,3.98626713058128e-24,6.8319912081441225e-15,6.075521274739901e-14,3.3461839327091425e-08,9.868763412529063e-30,4.9631374499177835e-25,7.63375184377415e-27,3.4484627736934763e-29,5.993352872284352e-16,1.758776551130055e-20,3.666266474595924e-19,4.066922163003501e-26,2.198492138185963e-33,1.6277564677826692e-23,4.399109910584413e-25,1.1791937721896822e-27,1.163487274359957e-18,5.9302874111974756e-30,1.8595514318151858e-29,3.5723915161117224e-26,3.76,0.0,0.6148343410211881,0.999938921997354,1.9852661907758267e-10,3.2371113000421523e-14,0.0002743739270771239,0.0002744074574538882,6.098615399085289e-05,3.9451259358570616e-16,3.3462912257322526e-08,5.353859248987263e-08,2.7342400659090625e-11,8.86246373052006e-11,5.091014891356211e-19,1.353410855363728e-10,4.801448195949769e-12,3.39556819282679e-12,4.205218440681221e-17,7.075857096669811e-12,2.078339448176663e-12,2.1392638364861798e-10,1.3404617759260743e-12,2.501415715238698e-09,7.264992452506037e-15,2.956792955422243e-16,3.3243233039390705e-13,8.902048334292609e-14,2.146309713113624e-13,2.209399458516498e-12,2.781407138096701e-14,4.379272894205157e-20,1.1416854432845773e-16,6.995195486144427e-20,1.2313439934946629e-14,1.742001656767251e-13,3.3801935559299565e-21,2.2460494723081164e-17,9.156900092403656e-22,2.1967732951151687e-19,2.6457575791793538e-15,9.952013028993359e-21,1.5374155504499083e-14,1.888602238546044e-15,2.195489168966203e-18,8.893109180776759e-18,6.63778330703334e-12,1.4415011421731895e-17,5.2390364989123614e-18,2.511915395351768e-16,2.5310268384466913e-15
3.337006234039697e-05,0.5223831793487675,3.14751572181865e-11,4.6268246898343156e-11,3.8634024480643e-12,2.022104351913929e-10,0.0,0.0,6.122051282940804e-08,4.6637650578894106e-11,3.706975290563076e-12,1.5945671538292451e-12,3.143735050422303e-14,2.8694545907142916e-34,4.212113382890087e-24,6.855636974389242e-15,6.662133687495389e-14,3.697790371092548e-08,1.1257931576796642e-29,5.766589014985589e-25,8.044726801915444e-27,3.473824021541867e-29,5.995891818230447e-16,2.135196345535172e-20,4.028672815709359e-19,4.8036788407657275e-26,2.6059432551179998e-33,1.8993145499005822e-23,5.572456548449718e-25,1.4269433051738873e-27,1.345729812101663e-18,7.248832287764369e-30,2.2639902212360783e-29,4.5818105512466516e-26,3.76,0.0,0.6148202824531995,0.9999389153579082,2.2234078974676973e-10,3.738277551866749e-14,0.00028842604331415277,0.00028846309705804534,6.098615357521887e-05,4.147167618016429e-16,3.69791819243636e-08,5.617988685496445e-08,3.021556238074267e-11,9.299946422571751e-11,5.652788798672162e-19,1.4204983332422475e-10,5.476980268496277e-12,3.933878621659067e-12,4.420862372677877e-17,7.8220545941866e-12,2.214305759551493e-12,2.2505809761628986e-10,1.5818114691054911e-12,2.7676443157120094e-09,7.812165838157604e-15,3.18491852992569e-16,3.638847721756749e-13,9.847021511522416e-14,2.4446114184554705e-13,2.3223121153897026e-12,3.046421853064936e-14,4.795890886532571e-20,1.371865292527257e-16,8.381483026171159e-20,1.4739495664628526e-14,1.856455768936671e-13,3.701402875763146e-21,2.4594768323397514e-17,1.0862692306500182e-21,2.4404555682666135e-19,3.0142533798598764e-15,1.1338111479977343e-20,1.6985212569991576e-14,2.177512574360783e-15,2.6918538294463914e-18,1.0254173303275405e-17,6.96726730310379e-12,1.7460357677583712e-17,5.800071900208932e-18,2.8839252936471057e-16,3.0022330451304753e-15
3.499641319942225e-05,0.5223845452531057,3.3056940295725655e-11,4.916466862087503e-11,4.088738494042808e-12,2.2308596167101433e-10,0.0,0.0,6.433253899910341e-08,5.127652903550588e-11,4.202539563461747e-12,1.728114462949625e-12,3.472581980125674e-14,3.176735588155209e-34,4.440145859157382e-24,6.8806195804970505e-15,7.271948627693358e-14,4.066953488105033e-08,1.2784720500780833e-29,6.652367809555253e-25,8.458710547874428e-27,3.498866686476788e-29,5.998580242687961e-16,2.5690692703130562e-20,4.406589389273637e-19,5.643875853565715e-26,3.0655570338838182e-33,2.2008861610997467e-23,6.97655904293076e-25,1.709969149478509e-27,1.5462049451053255e-18,8.775721147645127e-30,2.7310128792793626e-29,5.804571989688586e-26,3.76,0.0,0.6148062242028544,0.9999389085302733,2.4758209564637554e-10,4.286525268038632e-14,0.00030247766234868783,0.0003025184154146588,6.098615314810767e-05,4.3492010911332385e-16,4.067103996184059e-08,5.8811761202879906e-08,3.323220257470009e-11,9.735866458545011e-11,6.244024628570172e-19,1.4873465317474891e-10,6.211942940456854e-12,4.5251692111371026e-12,4.636522391394827e-17,8.605912938217472e-12,2.353175432853489e-12,2.361500795090184e-10,1.8511464968130523e-12,3.047015126759527e-09,8.375953441527048e-15,3.420104142479122e-16,3.96626906949225e-13,1.0840720730822479e-13,2.762747640521364e-13,2.435197942401698e-12,3.3223725783072276e-14,5.229676839611105e-20,1.6323901919266794e-16,9.947339761958546e-20,1.7471725840373654e-14,1.973380078281295e-13,4.035834984992498e-21,2.681696447814224e-17,1.2766753229645201e-21,2.697251862992742e-19,3.407306416561853e-15,1.281658259806748e-20,1.8678278009447325e-14,2.4921737906706877e-15,3.267555071493977e-18,1.173660530974533e-17,7.295574303915376e-12,2.09434351300184e-17,6.3889700860785e-18,3.286997817374231e-16,3.5289353343252176e-15
3.662276405844753e-05,0.5223859111263942,3.46377564545918e-11,5.205776777055141e-11,4.314855911315127e-12,2.4498428894557385e-10,0.0,0.0,6.745616753480993e-08,5.6133557456772206e-11,4.7441430168938515e-12,1.869118627659349e-12,3.8176857923520944e-14,3.5012254407238195e-34,4.670479907219776e-24,6.906929089070881e-15,7.904700744078472e-14,4.4536725867712197e-08,1.445642517645948e-29,7.62448585543025e-25,8.875849723311338e-27,3.526201476345029e-29,6.00141703489548e-16,3.066005295947752e-20,4.799945440031858e-19,6.598022895476712e-26,3.581399680787216e-33,2.5343762597914328e-23,8.642229218194258e-25,2.0311486586398924e-27,1.7658201592876735e-18,1.0531923710529229e-29,3.266609090311395e-29,7.272023447349183e-26,3.76,0.0,0.6147921662701407,0.9999389015144976,2.742556284655838e-10,4.8836686741600545e-14,0.00031652878419220813,0.00031657341253097743,6.0986152709522215e-05,4.551226355359327e-16,4.453848034261542e-08,6.143426196657162e-08,3.6392316691148295e-11,1.0170231543215143e-10,6.864721458336401e-19,1.5539566313698205e-10,7.008794902815259e-12,5.1717247847049705e-12,4.852198520009389e-17,9.427468757697997e-12,2.4949622680441593e-12,2.472025238653723e-10,2.1500436953578144e-12,3.3394812270754608e-09,8.956295402282929e-15,3.6623241995666796e-16,4.3065159758737083e-13,1.1883293309996552e-13,3.100585749285004e-13,2.548057107704482e-12,3.609198336635704e-14,5.680535151770188e-20,1.925256121373361e-16,1.1704357445763877e-19,2.0528373847877642e-14,2.0927863301638193e-13,4.38341632096643e-21,2.912659618401132e-17,1.4879348277174945e-21,2.96718142692101e-19,3.824752481230134e-15,1.4386808812026308e-20,2.0453602445600283e-14,2.833292878650873e-15,3.930466365083197e-18,1.3343738915746787e-17,7.622710118429355e-12,2.4899679808202052e-17,7.005631563266393e-18,3.7217605116337724e-16,4.114144579344687e-15
3.987546577649808e-05,0.5223886427798252,3.779654401316563e-11,5.782911732342727e-11,4.769264568797057e-12,2.9184723095591974e-10,0.0,0.0,7.37380483275392e-08,6.650110518341492e-11,5.974312899583019e-12,2.174654168214424e-12,4.5565073485898085e-14,4.203220801679304e-34,5.138520537929906e-24,6.9634915933870465e-15,9.238093129630024e-14,5.2797759429638444e-08,1.8263849364189976e-29,9.8437876159547e-25,9.720366833343199e-27,3.5856996729479115e-29,6.007531559776552e-16,4.272872847236695e-20,5.632773504592719e-19,8.893456610795291e-26,4.7987965905896725e-33,3.3050444553970324e-23,1.2893425985637855e-24,2.799898702348464e-27,2.2661305539691866e-18,1.4821542291364696e-29,4.568691064037468e-29,1.1080364427320641e-25,3.76,0.0,0.614764051357565,0.9999388869187158,3.319181282654627e-10,6.231801827594941e-14,0.00034462953635200084,0.00034468244307172413,6.0986151797940275e-05,4.95525225774467e-16,5.2800084005021744e-08,6.665132440417453e-08,4.3142948492719646e-11,1.1034327001770976e-10,8.194494382534584e-19,1.686467154228961e-10,8.79800834883365e-12,6.639643173813528e-12,5.283599199654503e-17,1.1183819363789366e-11,2.7873423224036782e-12,2.69189576212646e-10,2.8428384126019536e-12,3.963512756532401e-09,1.016640785852653e-14,4.167767383912019e-16,5.025217263674582e-13,1.4115645207866184e-13,3.8348252090504055e-13,2.773696184638324e-12,4.21524508612974e-14,6.633108413093946e-20,2.6160055293642423e-16,1.5838302256149985e-19,2.768726385359096e-14,2.3390913964680235e-13,5.117749297097912e-21,3.4006329841926854e-17,1.977079133428552e-21,3.5465227463490434e-19,4.7321514557124975e-15,1.77999983187815e-20,2.4252029887758366e-14,3.597542196318057e-15,5.551095917429123e-18,1.6944547444594146e-17,8.27349092712414e-12,3.437676633798305e-17,8.32184885150042e-18,4.688625742002806e-16,5.472019498397965e-15
