Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61)
3.4071011755794755e-08,0.9550697344241901,6.481207794868749e-07,2.3473976122726873e-08,1.5379933754169378e-08,4.672165000199135e-08,0.0,0.0,9.998255780058149e-07,1.4561450127469366e-10,3.876502633309354e-09,4.367004669126948e-09,8.721794108609568e-11,6.737325558889741e-20,1.8280147005900464e-13,1.0543845157081839e-07,2.0340351787612396e-08,2.55633963886481e-07,8.05606725171746e-19,5.629895343377323e-13,1.5288502655343619e-15,7.508311319496631e-15,6.954758361529093e-08,6.572711015883748e-16,5.498750102690987e-13,8.603328019357288e-20,2.2592570453117084e-21,1.8701165537520173e-15,2.094039387171704e-18,2.175337256314836e-18,9.114772537879905e-13,1.5760439816761289e-21,2.914474809937319e-22,8.138563284352603e-22,3.76,0.0,0.8976848027643274,0.9964821418165288,4.34201146084791e-09,4.2980884076426736e-10,0.030284172887404044,0.030320726377648103,0.003516572330572593,4.7000297388252326e-11,2.535821621915852e-07,1.5369794548178987e-06,1.7299045051840583e-05,1.3292966139186229e-11,4.810243217453474e-10,2.8638256536722732e-08,6.432464827110622e-09,2.1503798445022526e-12,7.305427297790683e-09,1.542890855949344e-06,1.1255835300570482e-07,4.511312516864613e-08,2.7711521850863352e-08,1.352258690311704e-07,2.5767170988746647e-09,1.6729863843737212e-10,7.113080763548483e-11,4.691681944314043e-10,5.87766966686153e-11,1.7836594531962678e-07,9.978135921701967e-15,4.898507050752811e-19,5.034993295114643e-13,6.16356291808077e-14,3.733854029977211e-12,8.32525917940711e-12,1.1522339609457285e-19,1.2843040470160693e-14,4.139764120114748e-13,6.247563562581578e-12,8.07140350113785e-16,5.219715019827061e-19,5.505213813609716e-10,2.34360551878717e-12,2.336906269272829e-16,3.209835227745089e-17,1.9525040445458755e-12,5.86494447547483e-20
3.533775507415923e-08,0.9552549180433153,7.000586925988333e-07,2.59591485128248e-08,1.7075689509848262e-08,5.240192140823124e-08,0.0,0.0,1.0361583345799984e-06,1.5651552927261442e-10,4.242870225061346e-09,4.775876291512367e-09,1.0160508949089296e-10,8.268294879150173e-20,2.0566041913881214e-13,1.1055479994176379e-07,2.2006226495931492e-08,2.748916740453191e-07,9.28297658146251e-19,6.490969324731166e-13,1.766163468726487e-15,8.591027192033028e-15,7.020047181651371e-08,8.029750872558758e-16,6.019344078902002e-13,1.0438571641539156e-19,2.770386037448783e-21,2.201207820464708e-15,2.5485810414482816e-18,2.6127933323424525e-18,1.0739661834777155e-12,1.9953203365565227e-21,3.7345120340554173e-22,1.0607803306271682e-21,3.76,0.0,0.8965773198548452,0.9964820833722386,4.976474050164699e-09,4.833929876113395e-10,0.03139010811843833,0.031429413117804804,0.003516572019229399,4.872375512451066e-11,2.7264257664110284e-07,1.6139622895585784e-06,1.8603213478002096e-05,1.3976730958539669e-11,5.309578451018627e-10,3.0147412597842046e-08,6.90786277468621e-09,2.4147202412264076e-12,7.583865516896928e-09,1.6591155241068504e-06,1.1696149604820516e-07,4.7944015662984014e-08,2.9929867678289814e-08,1.4804321443885476e-07,2.8839385357672386e-09,1.899524736509374e-10,8.131512697919453e-11,5.000474809129463e-10,6.978142487244952e-11,1.846117080271683e-07,1.1454880659655168e-14,5.614894825881428e-19,5.640921337662905e-13,6.761693311596183e-14,4.43709389767543e-12,8.667012795430348e-12,1.3192949908076056e-19,1.491713715402828e-14,5.04621863921463e-13,6.5380170218419835e-12,9.616353996667302e-16,6.18805776553063e-19,5.776139769626035e-10,2.6525984585693877e-12,2.8428481860252603e-16,3.6440144590637377e-17,2.0579689439833396e-12,7.222354042779002e-20
3.6604498392523705e-08,0.9554398817464363,7.538923261701025e-07,2.860828464823438e-08,1.8880016024681818e-08,5.85181518357591e-08,0.0,0.0,1.0724334433542804e-06,1.678005284605409e-10,4.627044685786887e-09,5.204012759003456e-09,1.1783257659733942e-10,1.0098675024882852e-19,2.3080500290193447e-13,1.1565652176756901e-07,2.3737262565436285e-08,2.9483906687462225e-07,1.0634913158051915e-18,7.445394096014608e-13,2.0281731802417324e-15,9.771364468060039e-15,7.080920994076748e-08,9.738822247278297e-16,6.564245949345146e-13,1.2585640683731575e-19,3.3732268158797613e-21,2.574421559421561e-15,3.0788190910401264e-18,3.115411119930866e-18,1.2576227569643904e-12,2.506584755512605e-21,4.746325292788906e-22,1.3707101523812016e-21,3.76,0.0,0.8954712009385296,0.9964820240970014,5.675704238628956e-09,5.412639100177061e-10,0.03249462528654256,0.03253678063230846,0.0035165717051363135,5.0444334718460675e-11,2.9238247302973186e-07,1.6923486590636995e-06,1.9954320819330055e-05,1.467299344329086e-11,5.838628283639254e-10,3.168426442001353e-08,7.399337295182043e-09,2.7029469021017437e-12,7.862159397902573e-09,1.7794939524960565e-06,1.2135086621853826e-07,5.083973651950505e-08,3.223319639496618e-08,1.615656368615548e-07,3.217595428373293e-09,2.1487942888721194e-10,9.264373994442286e-11,5.323174508430555e-10,8.236028089805021e-11,1.908306207722275e-07,1.3103209854021174e-14,6.413505248977451e-19,6.292138003194537e-13,7.393697203322805e-14,5.2417640804975296e-12,9.007564079209472e-12,1.5053600470056063e-19,1.7252299441231824e-14,6.108823526105946e-13,6.830249804941811e-12,1.1388323251170762e-15,7.295073172696272e-19,6.048998157925825e-10,2.9888809486669316e-12,3.4396628111169274e-16,4.117473541384357e-17,2.1653696397041434e-12,8.838640669654413e-20
3.787124171088818e-08,0.9556246258078498,8.096078754739124e-07,3.1425793292223855e-08,2.079479340273539e-08,6.508515344657221e-08,0.0,0.0,1.1086511502748297e-06,1.7946852551369356e-10,5.029032630834389e-09,5.651344383218893e-09,1.3607112328411517e-10,1.2276535787915828e-19,2.5837770798814244e-13,1.2073963190681065e-07,2.5533345097751697e-08,3.1547511309407574e-07,1.2118478374092927e-18,8.4993698012791e-13,2.316182498070689e-15,1.1052454831966113e-14,7.137773077222934e-08,1.17315830812913e-15,7.133420620313708e-13,1.50857689358522e-19,4.080309484883073e-21,2.9930956198090665e-15,3.6938025458055396e-18,3.689676093284251e-18,1.4641966017944882e-12,3.1260308252833373e-21,5.986311499195719e-22,1.7569093805817146e-21,3.76,0.0,0.8943664443220153,0.99648196398657,6.443550479067317e-09,6.035844696531563e-10,0.03359772612698005,0.03364283055726434,0.0035165713882779224,5.2162041728952184e-11,3.1280073087171257e-07,1.7721358709954918e-06,2.1352320468337805e-05,1.5381723022505105e-11,6.397835627554359e-10,3.324874974137614e-08,7.90680221779177e-09,3.0165440002587353e-12,8.140309028026436e-09,1.9040192574882232e-06,1.2572666264963204e-07,5.379971594882103e-08,3.462145194187234e-08,1.7580707449925854e-07,3.5791249425908385e-09,2.422344839820282e-10,1.0521045194302444e-10,5.660251988719819e-10,9.667278546813845e-11,1.9702276608816043e-07,1.4937740154091757e-14,7.301241858970212e-19,6.990034825397083e-13,8.060240861937834e-14,6.158282839428131e-12,9.34692901619581e-12,1.712008075277332e-19,1.9872434677148285e-14,7.347705298875624e-13,7.124253357701118e-12,1.3411001601940921e-15,8.554966031099885e-19,6.323884155219154e-10,3.3537567141237702e-12,4.140646817835648e-16,4.632126132529303e-17,2.27470061612783e-12,1.07542005889328e-19
3.9137985029252655e-08,0.9558091505014986,8.671916482413302e-07,3.4416005653719475e-08,2.282180203035845e-08,7.211759513868982e-08,0.0,0.0,1.1448117012193468e-06,1.9151854790582457e-10,5.448831095312909e-09,6.117787310867987e-09,1.5650130940181022e-10,1.4855689353330148e-19,2.8852132467667605e-13,1.258005559404785e-07,2.7394357991807364e-08,3.367987859147959e-07,1.3740291990606422e-18,9.659255531504789e-13,2.6314848536015285e-15,1.2437214763487677e-14,7.190959455657204e-08,1.4042170153117804e-15,7.726829678271656e-13,1.7984339319612916e-19,4.905382308233095e-21,3.4606699432632717e-15,4.403264331785751e-18,4.342407239270126e-18,1.6954939243677476e-12,3.872039480171104e-21,7.496268422715108e-22,2.2348799920393715e-21,3.76,0.0,0.8932630483141087,0.9964819030367645,7.283921111447563e-09,6.705171314015531e-10,0.034699412372829704,0.0347475645267055,0.003516571068639053,5.387688170117934e-11,3.338962326753945e-07,1.8533211605887571e-06,2.279716583711961e-05,1.6102888499700733e-11,6.987619204696499e-10,3.48408064739757e-08,8.430171739246681e-09,3.3570514006125795e-12,8.418314494473746e-09,2.0326845661220635e-06,1.3008908448057476e-07,5.682343969271125e-08,3.709459027003411e-08,1.9078139831654337e-07,3.9699954108632235e-09,2.721781525092501e-10,1.1911363927394695e-10,6.012171987101836e-10,1.1288824407250593e-10,2.0318822631484244e-07,1.6973835558444972e-14,8.285354308399287e-19,7.735980319112628e-13,8.761980959326774e-14,7.197725768914539e-12,9.685123746431248e-12,1.9408960715613183e-19,2.2802804031795914e-14,8.784770785947409e-13,7.420021507104072e-12,1.5709575338264334e-15,9.982829507015838e-19,6.600895935520163e-10,3.748541918881721e-12,4.960637493722505e-16,5.1899035505641084e-17,2.3859563907717614e-12,1.3014567716452919e-19
4.040472834761713e-08,0.9559934561009711,9.266300712051586e-07,3.758317629710866e-08,2.4962727291201026e-08,7.963000456050693e-08,0.0,0.0,1.180915342071219e-06,2.039496239419336e-10,5.886428944055635e-09,6.603245015617164e-09,1.793137675297072e-10,1.7896088126356265e-19,3.2137859422563555e-13,1.308360913513015e-07,2.9320183881438442e-08,3.588090618293781e-07,1.550699229367777e-18,1.0931565928672907e-12,2.975362108084712e-15,1.3928344593381079e-14,7.24080244799738e-08,1.670726681929932e-15,8.344432026634737e-13,2.1331187603081877e-19,5.863484107574959e-21,3.980683086396833e-15,5.2176444242559645e-18,5.080757053885536e-18,1.9533751399311362e-12,4.765387443146806e-21,9.323981653216513e-22,2.8226514417152462e-21,3.76,0.0,0.8921610112257876,0.9964818412434685,8.200781054590674e-09,7.422239607872607e-10,0.03579968575498931,0.035850984172595406,0.00351657074620476,5.558886016672347e-11,3.5566786395584437e-07,1.9359016914503817e-06,2.4288810357335913e-05,1.6836458061590367e-11,7.608374763497754e-10,3.6460372516808685e-08,8.969360422520649e-09,3.7260654602905855e-12,8.6961758844396e-09,2.1654830161425566e-06,1.3443833022518994e-07,5.991044336370678e-08,3.96525795802976e-08,2.0650241689849383e-07,4.391705835365614e-09,3.048764460099568e-10,1.3445628752605937e-10,6.379393038620141e-10,1.3118595466560602e-10,2.0932708359889355e-07,1.922761424162375e-14,9.37344133871922e-19,8.531320618255527e-13,9.499564915823943e-14,8.371841532822156e-12,1.0022164465054048e-11,2.193759723358882e-19,2.6070046491183117e-14,1.044379680672653e-12,7.717549979628128e-12,1.8310759048710454e-15,1.1594664104510668e-18,6.880133592164521e-10,4.174564737587718e-12,5.91614748952998e-16,5.79275410006109e-17,2.4991314992047972e-12,1.567093880416314e-19
4.1671471665981605e-08,0.9561775428795034,9.879096953539797e-07,4.093148401449263e-08,2.721916402230233e-08,8.763677009684337e-08,0.0,0.0,1.216962318793895e-06,2.167607827916833e-10,6.341808157959425e-09,7.107609644182665e-09,2.047093683381495e-10,2.1464221533891337e-19,3.570918820123193e-13,1.3584337251487695e-07,3.131070408445256e-08,3.815049213335343e-07,1.742523722972516e-18,1.2322967849394302e-12,3.3490828482456474e-15,1.5528328820799396e-14,7.287593865018832e-08,1.976616670233271e-15,8.986184373331869e-13,2.5180918079909954e-19,6.971017762544238e-21,4.55676878166458e-15,6.1481127469097445e-18,5.912211248036447e-18,2.2397524992725935e-12,5.82946727748759e-21,1.1523852051571219e-21,3.541095973612579e-21,3.76,0.0,0.8910603313701996,0.9964817786026252,9.198148651246013e-09,8.188666212552822e-10,0.03689854800217865,0.03695309112483088,0.0035165704209603175,5.729798264359566e-11,3.7811451324694176e-07,2.0198745562766024e-06,2.5827207480203935e-05,1.758239928585617e-11,8.260476232369241e-10,3.810738559287524e-08,9.524283195536721e-09,4.125239817330544e-12,8.973893285111757e-09,2.3024077560195304e-06,1.3877459737440597e-07,6.30603057932256e-08,4.2295400550010525e-08,2.2298388058406016e-07,4.845785410040362e-09,3.405008351697363e-10,1.5134602591589204e-10,6.762367507572533e-10,1.5175540835329953e-10,2.1543941989390535e-07,2.1715954643316665e-14,1.057345342354188e-18,9.377380109348114e-13,1.0273631241117006e-13,9.693067210169077e-12,1.0358067358909504e-11,2.472413977821887e-19,2.9702201628710905e-14,1.2350520953005344e-12,8.016836036493376e-12,2.124282680809465e-15,1.3407396373227704e-18,7.161698347415904e-10,4.633164945005129e-12,7.025507701257404e-16,6.442642427769889e-17,2.6142204818919005e-12,1.8780738688432145e-19
4.293821498434608e-08,0.9563614111099813,1.0510172003093198e-06,4.4465032664977375e-08,2.9592620741802997e-08,9.615214282403664e-08,0.0,0.0,1.2529528775059556e-06,2.2995105452354713e-10,6.814945016236559e-09,7.6307632393634e-09,2.328993981276023e-10,2.5633510317157923e-19,3.9580287427641965e-13,1.4081983890824816e-07,3.3365798566752555e-08,4.048853495896141e-07,1.9501706387373888e-18,1.3840277081235954e-12,3.753900854348769e-15,1.7239437460681747e-14,7.33159791259859e-08,2.3260833529754255e-15,9.65204162213915e-13,2.9593230861257417e-19,8.245824709481473e-21,5.192652538686835e-15,7.206591869442442e-18,6.8445882014977945e-18,2.556587721966452e-12,7.090519166618372e-21,1.4157564764436964e-21,4.414271480091454e-21,3.76,0.0,0.8899610070626628,0.9964817151102339,1.0280092650045365e-08,9.006063713221842e-10,0.0379960008409424,0.03805388701124479,0.0035165700928912022,5.900425463627892e-11,4.012350721129967e-07,2.105236777516012e-06,2.7412310676493217e-05,1.834067914825734e-11,8.944276816725376e-10,3.978178310322456e-08,1.0094855349874452e-08,4.556286168760131e-12,9.251466783672874e-09,2.443451944954707e-06,1.4309808202599518e-07,6.627264318861377e-08,4.5023046554687023e-08,2.4023948502070093e-07,5.333793057196948e-09,3.7922820850498864e-10,1.698951579117222e-10,7.161541632198927e-10,1.7479648361453582e-10,2.2152531696067062e-07,2.445650088644814e-14,1.189369510971525e-18,1.0275462060973551e-12,1.1084809872371338e-13,1.1174543284279344e-11,1.0692848547392839e-11,2.77875354305779e-19,3.3728731244617985e-14,1.4532733497547016e-12,8.31787817920697e-12,2.4535642292702165e-15,1.5438896809703744e-18,7.445691932058715e-10,5.125693519640359e-12,8.309018592199968e-16,7.141548902205124e-17,2.731217872237486e-12,2.2408227439635537e-19
4.4204958302710554e-08,0.9565450610649413,1.115939397868585e-06,4.8187851984318846e-08,3.208452366346426e-08,1.051902384351196e-07,0.0,0.0,1.2888872645567162e-06,2.4351947013971093e-10,7.305811184488137e-09,8.172578851621716e-09,2.641057286950713e-10,3.048469673655929e-19,4.3765229743221663e-13,1.457632062322536e-07,3.548534591721138e-08,4.2894933703716454e-07,2.17431037425197e-18,1.5490455110324097e-12,4.1910537247998725e-15,1.906372827563559e-14,7.37305382743793e-08,2.7235957187884145e-15,1.0341957185923077e-12,3.46332603526767e-19,9.707260293260987e-21,5.892148290383135e-15,8.405779504701069e-18,7.886038185716744e-18,2.905889644458203e-12,8.57787435164248e-21,1.7294800830979862e-21,5.469793282863287e-21,3.76,0.0,0.8888630366206629,0.9964816507623484,1.1450729317324443e-08,9.876040616465114e-10,0.0390920459956532,0.039153373457608935,0.003516569761983082,6.070768163576974e-11,4.2502843515989867e-07,2.1919853079925224e-06,2.9044073436525885e-05,1.9111264029216735e-11,9.66011004257461e-10,4.148350199955395e-08,1.0680992539478077e-08,5.0209750380451866e-12,9.528896467301657e-09,2.5886087528793295e-06,1.474089785996631e-07,6.954710400045295e-08,4.7835523882810344e-08,2.5828287420904445e-07,5.857316976579998e-09,4.212408288586133e-10,1.9022068829750114e-10,7.577355580064063e-10,2.0051963419692984e-10,2.2758485636741514e-07,2.7467667553689408e-14,1.3342827069483915e-18,1.1226849249370842e-12,1.193372250936589e-13,1.2830128282214658e-11,1.1026524036428554e-11,3.1147533254847476e-19,3.818053990106441e-14,1.7020370388272242e-12,8.62067591384614e-12,2.8220687846879932e-15,1.7707997170222576e-18,7.732216102343306e-10,5.653512260104156e-12,9.789110246624277e-16,7.891469014748027e-17,2.8501181861611183e-12,2.662515122744774e-19
4.547170162107503e-08,0.956728493016571,1.1826632347007387e-06,5.2103898366588496e-08,3.4696220503843836e-08,1.1476503913490805e-07,0.0,0.0,1.3247657266021415e-06,2.5746506161173455e-10,7.814374713654768e-09,8.732921545245818e-09,2.9856097942539296e-10,3.6106229038335507e-19,4.8277965952854e-13,1.5067144028966184e-07,3.7669223329549245e-08,4.5369587995307726e-07,2.4156161113983776e-18,1.7280605942129186e-12,4.661761647896534e-15,2.1003049794748164e-14,7.412178260117593e-08,3.173900596853874e-15,1.1055883227268644e-12,4.037192440416317e-19,1.1376269796036014e-20,6.659155089568848e-15,9.759170787393976e-18,9.045042368204154e-18,3.289711890658771e-12,1.032421025188917e-20,2.101399231154881e-21,6.739236224929804e-21,3.76,0.0,0.8877664183638535,0.9964815855550714,1.2714219677182965e-08,1.0800201320569386e-09,0.04018668518851439,0.040251552087636776,0.0035165694282218093,6.240826911961986e-11,4.4949350004579015e-07,2.2801170314961996e-06,3.072244927018124e-05,1.989411971997238e-11,1.0408290747569358e-09,4.321247867624994e-08,1.1282610779366373e-08,5.521136531186151e-12,9.806182423173136e-09,2.7378713604425543e-06,1.5170747970438777e-07,7.288336444877554e-08,5.0732851941292663e-08,2.77127643073938e-07,6.4179742060482015e-09,4.667262878959895e-10,2.124443467243117e-10,8.010243513821347e-10,2.291460705776093e-10,2.3361811949003196e-07,3.07686438326342e-14,1.492986786801333e-18,1.2232804579903806e-12,1.2820982946076085e-13,1.4674413054720128e-11,1.1359109695919885e-11,3.482468804204802e-19,4.308999434394154e-14,1.9845607238941498e-12,8.925229572627333e-12,3.2331092486137733e-15,2.023450714982152e-18,8.021372289642681e-10,6.217993413677224e-12,1.1490511426610813e-15,8.694412801278738e-17,2.970915913387948e-12,3.151143869313606e-19
4.6738444939439504e-08,0.9569117072367106,1.2511757943226142e-06,5.621705561933667e-08,3.7428984090904885e-08,1.2489039550288892e-07,0.0,0.0,1.3605885106811292e-06,2.7178686191697563e-10,8.340600956787607e-09,9.311649307305959e-09,3.365086716087169e-10,4.2594638651976885e-19,5.313230130253236e-13,1.5554273340403526e-07,3.991730659156729e-08,4.791239809649031e-07,2.674764228212603e-18,1.921797297601028e-12,5.167226309561726e-15,2.3059045011234392e-14,7.449167425266471e-08,3.682027503361831e-15,1.1793770839727818e-12,4.688628359220076e-19,1.3275464975457927e-20,7.497653859463716e-15,1.1281080324318893e-17,1.033041161550814e-17,3.7101505720729275e-12,1.2365817421671619e-20,2.54031217995762e-21,8.25856845518843e-21,3.76,0.0,0.8866711506140534,0.9964815194845547,1.4074766875958717e-08,1.1780146085529656e-09,0.041279920139562706,0.04134842452298627,0.003516569091593408,6.410602255197721e-11,4.7462916749126487e-07,2.3696287633517927e-06,3.2447391706904796e-05,2.068921142840564e-11,1.1189116021319121e-09,4.496864887841395e-08,1.1899626444344988e-08,6.058661081010421e-12,1.008332473845864e-08,2.89123295899257e-06,1.559937761049437e-07,7.628112463834169e-08,5.3715063453464765e-08,2.9678733961356397e-07,7.017410192703244e-09,5.158774588361875e-10,2.3669260784310203e-10,8.460633665186499e-10,2.609079349779016e-10,2.396251875123177e-07,3.4379397048334747e-14,1.6664195454427322e-18,1.3294571703995666e-12,1.3747197398828354e-13,1.6722734693220276e-11,1.1690621252534988e-11,3.884036344211181e-19,4.849094181720651e-14,2.3042954242549966e-12,9.231540181600256e-12,3.690165883791373e-15,2.303923042994416e-18,8.313261356983071e-10,6.820519316168813e-12,1.344042790337316e-15,9.552404282738308e-17,3.0936055100762865e-12,3.715594461742712e-19
4.800518825780398e-08,0.9570947039968548,1.3214642985378444e-06,6.053113569441791e-08,4.028401578793676e-08,1.3558002832226668e-07,0.0,0.0,1.3963558642923177e-06,2.8648390507578686e-10,8.884453412901381e-09,9.908613870268719e-09,3.7820337515543974e-10,5.005490878536191e-19,5.834187375595922e-13,1.6037548309490772e-07,4.222947008306781e-08,5.052326495221736e-07,2.952434772005584e-18,2.130993593187834e-12,5.708629923156643e-15,2.5233155637042163e-14,7.484199044979615e-08,4.253293119517305e-15,1.255557018831255e-12,5.425991010071337e-19,1.5429200965807196e-20,8.411704199044894e-15,1.2986664019082466e-17,1.175128511540634e-17,4.1693420234067476e-12,1.4742878446549836e-20,3.056056714128079e-21,1.0068618282290195e-20,3.76,0.0,0.885577231695246,0.9964814525469946,1.5536613663981608e-08,1.2817471002880602e-09,0.042371752566670993,0.042443992383262644,0.0035165687520840668,6.580094738362678e-11,5.004343412891e-07,2.460517250976496e-06,3.421885429572117e-05,2.149650378467474e-11,1.2002866098084252e-09,4.675194762175186e-08,1.2531956267721265e-08,6.635500179684076e-12,1.0360323500325671e-08,3.048686750553376e-06,1.6026805670014339e-07,7.9740105173692e-08,5.6782204652860515e-08,3.1727546669205806e-07,7.65729837282906e-09,5.688924476877914e-10,2.6309670817612447e-10,8.92894841349758e-10,2.960484700828851e-10,2.456061414262113e-07,3.832067561322193e-14,1.855554838983357e-18,1.4413375631370072e-12,1.4712964831522711e-13,1.899119009126864e-11,1.2021074284350648e-11,4.3216734513595837e-19,5.441872729963515e-14,2.6649351964833957e-12,9.539609357969054e-12,4.196888904620645e-15,2.6143980111231063e-18,8.607983423071554e-10,7.46248204169688e-12,1.5668730344151194e-15,1.0467480922352505e-16,3.2181813923406972e-12,4.36572426916935e-19
4.9271931576168454e-08,0.9572774835681522,1.3935161084418946e-06,6.504987939694055e-08,4.3262448746467185e-08,1.468475303752878e-07,0.0,0.0,1.432068035471434e-06,3.015552261895024e-10,9.44589450628361e-09,1.0523661458088587e-08,4.2391084789807497e-10,5.8600833227746395e-19,6.392013414085664e-13,1.6516827275223828e-07,4.460558678174862e-08,5.320209023301314e-07,3.2493119889709407e-18,2.3564007827092934e-12,6.2871343686701194e-15,2.752662680753867e-14,7.517434109097249e-08,4.8933054124295905e-15,1.3341230622326948e-12,6.258326567382093e-19,1.786365340292006e-20,9.405441243841375e-15,1.4891940675722815e-17,1.3317128836192264e-17,4.669460578427589e-12,1.7499758763991947e-20,3.65959921468552e-21,1.2215575479026987e-20,3.76,0.0,0.8844846599335768,0.9964813847386308,1.710403998753612e-08,1.39137679655441e-09,0.043462184185550874,0.043538257286021176,0.0035165684096801265,6.74930490520314e-11,5.269079283135339e-07,2.5527791744362203e-06,3.603679060525073e-05,2.231596084675447e-11,1.2849805204907945e-09,4.856230912274914e-08,1.3179517340021631e-08,7.2536670995400065e-12,1.0637178795937493e-08,3.2102259477991082e-06,1.6453050848947874e-07,8.326004419750098e-08,5.993433547377765e-08,3.386054835305832e-07,8.33933975921778e-09,6.259745432138389e-10,2.9179265987923855e-10,9.415604366168502e-10,3.3482218163366716e-10,2.515610620320352e-07,4.261401142312948e-14,2.061402682525357e-18,1.5590423337669263e-12,1.5718877278136416e-13,2.1496649159149968e-11,1.2350484213719603e-11,4.797678971922847e-19,6.091020969582902e-14,3.0704267981408943e-12,9.849439226683791e-12,4.75710096683987e-15,2.957159354788283e-18,8.905637728086231e-10,8.145283061188642e-12,1.8208152039289075e-15,1.1441693097546135e-16,3.344637930554496e-12,5.112446921679965e-19
5.053867489453293e-08,0.9574600462214067,1.4673187250205772e-06,6.977695707442235e-08,4.636535099831949e-08,1.5870636820575712e-07,0.0,0.0,1.4677252728690892e-06,3.169998614792246e-10,1.0024886307285367e-08,1.1156633462879009e-08,4.739081675909168e-10,6.835536424886662e-19,6.988032806538051e-13,1.6991985412419817e-07,4.7045528275013656e-08,5.594877637490214e-07,3.5660849064439365e-18,2.5987832002737695e-12,6.9038804316687836e-15,2.994051215572925e-14,7.549018469422446e-08,5.6079674079289695e-15,1.4150700765715278e-12,7.195408810225747e-19,2.060689563005573e-20,1.0483072583464684e-14,1.701381337992318e-17,1.50377338363843e-17,5.212716389997433e-12,2.068530937294344e-20,4.363128401854044e-21,1.4751528424679782e-20,3.76,0.0,0.8833934336573529,0.996481316055744,1.8781360685981537e-08,1.507062463792147e-09,0.04455121670975554,0.04463122084677003,0.003516568064368081,6.918233298137244e-11,5.540488385290944e-07,2.6464111470060314e-06,3.790115422372973e-05,2.3147546105944676e-11,1.3730182367414929e-09,5.039966673908134e-08,1.3842227107711526e-08,7.915237602118527e-12,1.0913890712452484e-08,3.3758437740262937e-06,1.687813165548399e-07,8.684069480087577e-08,6.31715297377102e-08,3.6079080693342443e-07,9.065262535009316e-09,6.873321657830268e-10,3.2292126150526806e-10,9.921012440279786e-10,3.7749499498342085e-10,2.574900299387389e-07,4.728172172031766e-14,2.2850093238760094e-18,1.682690436751056e-12,1.6765520162380345e-13,2.425676769533002e-11,1.2678866302455584e-11,5.314433238794002e-19,6.800377700135311e-14,3.5249794309767094e-12,1.0161032353558418e-11,5.374799558061856e-15,3.334594659341049e-18,9.206322534134661e-10,8.870332908847424e-12,2.1094496749684338e-15,1.2477103585270045e-16,3.47296944449055e-12,5.967821955905209e-19
5.1805418212897404e-08,0.9576423922270787,1.5428597893701538e-06,7.471596928773967e-08,4.959372839479172e-08,1.7116988384919036e-07,0.0,0.0,1.5033278258289387e-06,3.32816848325425e-10,1.0621391199398691e-08,1.1807367057856244e-08,5.28483856675504e-10,7.9450948554373e-19,7.623547951672317e-13,1.746291314692107e-07,4.954916477630277e-08,5.876322661614583e-07,3.903447965108173e-18,2.8589179198990544e-12,7.559987133990695e-15,3.2475679189319466e-14,7.579084281568478e-08,6.4034806231729985e-15,1.4983928587664988e-12,8.247778568813094e-19,2.3688975840326164e-20,1.16488752369919e-14,1.9370090653714007e-17,1.6923214436546845e-17,5.801353297663446e-12,2.4353181448966908e-20,5.180153815899558e-21,1.773503847359649e-20,3.76,0.0,0.8823035511970388,0.9964812464946541,2.0572923290084684e-08,1.628962442639311e-09,0.045638851850682276,0.045722884678972946,0.0035165677161345618,7.086880458259024e-11,5.818559849989829e-07,2.741409715738625e-06,3.9811898759033765e-05,2.3991222492393257e-11,1.4644232175062106e-09,5.226395291955583e-08,1.452000337191819e-08,8.622350635200314e-12,1.1190459337023342e-08,3.545533463124196e-06,1.7302066407146647e-07,9.048182276634314e-08,6.649387533513258e-08,3.838448122776128e-07,9.83682165346067e-09,7.531788152340791e-10,3.566281058573942e-10,1.0445577945427753e-09,4.243444056655517e-10,2.633931255641446e-07,5.234691044043153e-14,2.527457293935154e-18,1.8123991432920709e-12,1.7853472614382802e-13,2.7289999915619005e-11,1.3006235651546815e-11,5.874398166007908e-19,7.573936045552742e-14,4.033074558001518e-12,1.0474391693633741e-11,6.0541592901425194e-15,3.749196726360938e-18,9.51013505787043e-10,9.639050856048601e-12,2.436685694994946e-15,1.3575787059810085e-16,3.6031701992576943e-12,6.945149919540494e-19
