Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65)
2.6658828051856712e-05,0.857281597299791,8.50636436048961e-06,2.3257031087082125e-05,6.739399015458174e-06,0.00019465215200774452,0.0,0.0,3.633698947100663e-05,6.645375043385459e-08,8.750115592901307e-05,2.960771300779053e-05,3.875363209415595e-07,1.18189091952514e-15,6.975218648246518e-11,8.648570511768048e-07,2.943795200671099e-08,0.0015005930689599317,4.2430024869308327e-13,1.6268357704515255e-09,2.4102903979508405e-10,2.3583724773680844e-12,2.8357022648995652e-08,3.269168511465416e-11,4.827054914109224e-12,9.694770190099248e-11,2.6746563315526102e-15,2.2287811588731816e-10,5.760556184250736e-15,1.2919588953982296e-16,4.0037188097088007e-10,2.846983728314668e-17,3.584806535550708e-15,1.8343669484109198e-14,3.76,0.0,0.13905174143405535,0.9969587130785046,0.0003001161848937092,1.7044317921229023e-10,0.5932029087776941,0.6072418091249437,0.001202348776669144,1.126757898721118e-10,0.0016186243987982405,0.00044572652436785065,0.005910665268156934,1.4320545835221526e-08,5.4255033045667516e-08,9.73670658540747e-06,8.605800461400039e-06,0.0001765561635906622,6.863607712369802e-09,0.0007650584806838232,1.132628423031496e-06
2.6843006093024787e-05,0.8575151175461514,8.54105558207517e-06,2.341543006394085e-05,6.834232986460421e-06,0.00019635327066731204,0.0,0.0,3.659008518702617e-05,6.71718144600784e-08,8.912809666499009e-05,3.0116207897581113e-05,3.9282178151536613e-07,1.2027858969872218e-15,7.069541936506322e-11,8.730100977567738e-07,3.022133161532902e-08,0.0015160269671260103,4.3703684589104773e-13,1.649130404591649e-09,2.480577428848169e-10,2.403105902139833e-12,2.862419453154227e-08,3.365313718785221e-11,4.9025877038158576e-12,1.0004943751258181e-10,2.7788284178721078e-15,2.292538744692007e-10,6.116645374125529e-15,1.344290847079444e-16,4.0718227532360845e-10,2.9630263038728214e-17,3.715388180274101e-15,1.9230135221872366e-14,3.76,0.0,0.1374506833639222,0.9969389504988709,0.00030317225662129446,1.7798973103649485e-10,0.5947099111311478,0.6089027260989857,0.0012023249116146807,1.1292904365452442e-10,0.001636199776050704,0.00044618522322436904,0.005976160696745874,1.433110471105887e-08,5.485797785726674e-08,9.74674912610587e-06,8.703233620342623e-06,0.00017914462125257754,6.908538175300049e-09,0.0007728782429837171,1.138216228237277e-06
2.7027184134192862e-05,0.8577460862322535,8.575974433814278e-06,2.3574196148803077e-05,6.9304168392902015e-06,0.00019805917695385196,0.0,0.0,3.684464720377547e-05,6.789977270718123e-08,9.077299084551851e-05,3.0629331737074464e-05,3.9814796564026636e-07,1.2239896179035468e-15,7.164715118923005e-11,8.811791746715813e-07,3.1018905786474486e-08,0.0015314855549724477,4.50072845185198e-13,1.6715164471608797e-09,2.552335168419685e-10,2.4483490661552873e-12,2.8891888239149792e-08,3.463636832633166e-11,4.978990536692858e-12,1.0322658796684449e-10,2.886528432043898e-15,2.3576220786063904e-10,6.491593844216997e-15,1.3984795144038605e-16,4.1406984824764145e-10,3.082895178122423e-17,3.849856214213324e-15,2.0152756934476548e-14,3.76,0.0,0.13586801279003852,0.9969191318728172,0.00030623638283481787,1.858079691313723e-10,0.5961983061525318,0.6105454538980891,0.0012023009793958016,1.131789500900872e-10,0.001653822384493624,0.0004466204479411229,0.006041838137441393,1.4340945071292829e-08,5.546260665852085e-08,9.756278366655602e-06,8.800998412424398e-06,0.00018173697604790214,6.95341362225047e-09,0.0007807082763533743,1.143826438712777e-06
2.7211362175360937e-05,0.8579745327170722,8.611128765488263e-06,2.3733345968480828e-05,7.0279748735021145e-06,0.00019976995048689116,0.0,0.0,3.710069790882976e-05,6.863773947492142e-08,9.24359132168188e-05,3.1147092919165945e-05,4.035153218890655e-07,1.2455093289911537e-15,7.26075550341095e-11,8.89364762469179e-07,3.183081088592426e-08,0.0015469682845102293,4.634138906587477e-13,1.6939926030739223e-09,2.625582726319805e-10,2.494107154084018e-12,2.91601195635741e-08,3.564177907207567e-11,5.056274822133823e-12,1.0648049884273558e-10,2.997865004061163e-15,2.424049206006249e-10,6.886233288489719e-15,1.454582478694891e-16,4.210352722362255e-10,3.206690120731689e-17,3.988307274264503e-15,2.1112759067866394e-14,3.76,0.0,0.13430351857312173,0.9968992575910121,0.0003093086178472582,1.9390541554257527e-10,0.5976683073847991,0.6121702014410307,0.0012022769803436465,1.1342553164343606e-10,0.0016714917599450843,0.00044703287118623533,0.006107695527446255,1.4350088748843999e-08,5.6068900367383883e-08,9.765309009368172e-06,8.89909273918907e-06,0.0001843329633403467,6.998233838062839e-09,0.000788548282041603,1.1494602610932457e-06
2.7395540216529013e-05,0.8582004859777727,8.646526377228783e-06,2.389289626063936e-05,7.126932040079579e-06,0.00020148567090258005,0.0,0.0,3.7358259738306266e-05,6.938583005024531e-08,9.411693921876738e-05,3.166950014044612e-05,4.089243132340021e-07,1.2673523535902377e-15,7.357680804892588e-11,8.975673545712149e-07,3.265718374069873e-08,0.0015624746134402052,4.770657340696686e-13,1.716557587268707e-09,2.700339349426364e-10,2.5403855346954567e-12,2.9428904582841347e-08,3.6669778436824474e-11,5.134452135798499e-12,1.0981253660461398e-10,3.1129501240984166e-15,2.491838346000336e-10,7.301424982221191e-15,1.5126588483020542e-16,4.280792278009795e-10,3.334512975307212e-17,4.130840301629103e-15,2.2111401004739584e-14,3.76,0.0,0.13275699198531443,0.9968793280354014,0.000312389018279232,2.02289738771727e-10,0.5991201259307011,0.6137771752542537,0.0012022529150444762,1.1366884631865508e-10,0.0016892074449450024,0.00044742315448774385,0.006173730826335563,1.4358557170969156e-08,5.667684010872738e-08,9.773855509791008e-06,8.997514541872584e-06,0.0001869323258242923,7.042998611415451e-09,0.000796397965005331,1.1551188963161007e-06
2.7579718257697088e-05,0.8584239747052345,8.682175021850556e-06,2.4052863873365047e-05,7.227313662671839e-06,0.00020320641784665275,0.0,0.0,3.76173551822484e-05,7.014416073090414e-08,9.581614500122342e-05,3.219656240487744e-05,4.1437541572274444e-07,1.2895262189834576e-15,7.455509141408242e-11,9.057874569407384e-07,3.3498161648623296e-08,0.001578004005101372,4.910342358758675e-13,1.7392101249141553e-09,2.776624423074381e-10,2.5871897611521902e-12,2.9698259811603077e-08,3.7720784034738755e-11,5.213534221420101e-12,1.1322408888066044e-10,3.2318991596787337e-15,2.5610078933283885e-10,7.738060232940393e-15,1.5727693037013738e-16,4.352024037884354e-10,3.466467780711716e-17,4.277556610434319e-15,2.314997758616059e-14,3.76,0.0,0.1312282266949306,0.996859343579536,0.0003154776433220643,2.1096875474986367e-10,0.6005539704679734,0.6153665794867934,0.0012022287840461852,1.1390895041080969e-10,0.001706968988721886,0.00044779194852131163,0.006239942015931166,1.4366371383023974e-08,5.728640721317743e-08,9.781932085030752e-06,9.096261801321254e-06,0.00018953481347814356,7.087707734805348e-09,0.000804257033886252,1.160803539933635e-06
2.7763896298865163e-05,0.8586450272267452,8.718082406647948e-06,2.4213265764491265e-05,7.329145084405296e-06,0.00020493227096313676,0.0,0.0,3.7878006792853835e-05,7.091284886854956e-08,9.7533607450793e-05,3.272828903074001e-05,4.198691163287507e-07,1.3120388020106038e-15,7.554259003844005e-11,9.140255877182358e-07,3.435388240499658e-08,0.0015935559283701576,5.053253653845931e-13,1.761948951439456e-09,2.854457473349856e-10,2.6345255597093894e-12,2.9968202339274665e-08,3.879522233665701e-11,5.293532991076058e-12,1.1671656491629872e-10,3.354830814293313e-15,2.6315764218438096e-10,8.197061194607982e-15,1.6349761277330673e-16,4.4240549753038165e-10,3.602660889326566e-17,4.428559924142279e-15,2.42298200135113e-14,3.76,0.0,0.12971701873791094,0.9968393045889503,0.0003185745550607164,2.1995042859569418e-10,0.6019700472779448,0.6169386159383703,0.0012022045875526631,1.1414585184818315e-10,0.0017247759471234326,0.00044813989345635026,0.00630632710006416,1.4373552082109769e-08,5.789758321492094e-08,9.789552726117058e-06,9.195332537789506e-06,0.00019214018349255808,7.13236100451132e-09,0.0008121252009668688,1.1665153820222345e-06
2.7948074340033238e-05,0.8588636715556209,8.754256195297527e-06,2.437411900089494e-05,7.432452007610473e-06,0.00020666330988089606,0.0,0.0,3.814023719426552e-05,7.169201292534842e-08,9.926940422468525e-05,3.326468965950747e-05,4.25405914622207e-07,1.3348980677617506e-15,7.653949280398302e-11,9.222822773533052e-07,3.522448433297031e-08,0.0016091298575307178,5.199452040568664e-13,1.7847728125050968e-09,2.9338581701203896e-10,2.6823988403641824e-12,3.023874949524628e-08,3.989352900983613e-11,5.3744605235696395e-12,1.2029139620093973e-10,3.4818673609209075e-15,2.7035626892159783e-10,8.679381959165137e-15,1.6993432387274562e-16,4.496892146038947e-10,3.7432008787935755e-17,4.5839564334869785e-15,2.535229710114594e-14,3.76,0.0,0.12822316648179152,0.9968192114205642,0.00032167981809608714,2.2924287694976222e-10,0.6033685602824319,0.6184934840956315,0.0012021803261123127,1.1437960588070597e-10,0.0017426278825309843,0.000448467618659837,0.0063728841042678865,1.438011957495918e-08,5.8510349848868244e-08,9.796731187685874e-06,9.29472481070736e-06,0.00019474820016470598,7.176958220512455e-09,0.0008200021821137729,1.172255606888477e-06
2.8132252381201313e-05,0.8590799353886927,8.790704009278561e-06,2.4535440757956674e-05,7.537260959753181e-06,0.0002083996142039504,0.0,0.0,3.840406909040034e-05,7.248177251802165e-08,0.00010102361377790708,3.380577426257108e-05,4.3098632570079523e-07,1.3581121499170226e-15,7.754599280952292e-11,9.305580682964355e-07,3.6110106305368623e-08,0.001624725272175201,5.348999506602903e-13,1.8076804641496765e-09,3.0148463294663843e-10,2.73081570770863e-12,3.050991897123615e-08,4.1016149197923225e-11,5.456329071527462e-12,1.2395003699129996e-10,3.613134934614303e-15,2.7769856407340257e-10,9.186009441834241e-15,1.765936232585955e-16,4.57054269228527e-10,3.8881987377689e-17,4.7438548824295605e-15,2.6518816329202222e-14,3.76,0.0,0.12674647059845243,0.9967990644231789,0.00032479349905134553,2.3885436983920114e-10,0.6047497110718352,0.6200313811597704,0.0012021560001885907,1.1461025940962284e-10,0.001760524363796423,0.00044877574229271986,0.006439611075543389,1.4386093781170692e-08,5.912468904848279e-08,9.80348097838608e-06,9.394436718515599e-06,0.00019735863480429804,7.221499186451792e-09,0.0008278876967344212,1.1780253939973998e-06
2.831643042236939e-05,0.8592938460981269,8.827433430720712e-06,2.4697248319324895e-05,7.643599085821312e-06,0.00021014126350684705,0.0,0.0,3.866952527212596e-05,7.328224844645744e-08,0.00010279631538406607,3.4351553145373686e-05,4.366108794732312e-07,1.3816894856110456e-15,7.856228712790617e-11,9.388535147097309e-07,3.7010887760563516e-08,0.0016403416571397589,5.501959250260176e-13,1.8306706728481958e-09,3.0974419153105487e-10,2.7797824544684328e-12,3.0781728957467214e-08,4.216353771615378e-11,5.539151059531324e-12,1.2769396466086653e-10,3.74876354905255e-15,2.8518644118081587e-10,9.717963964540998e-15,1.8348224138720154e-16,4.645013844113091e-10,4.0377678844391744e-17,4.908366654211396e-15,2.7730824555464058e-14,3.76,0.0,0.12528673404678004,0.9967788639375723,0.0003279156667634768,2.487933318791229e-10,0.6061136989225007,0.6215525020635887,0.0012021316101026604,1.1483783924088223e-10,0.0017784649662022345,0.0004490648715599069,0.00650650608221347,1.4391494249382838e-08,5.974058294443267e-08,9.809815368042575e-06,9.494466398555633e-06,0.00019997126566850397,7.265983709610709e-09,0.0008357814677504281,1.1838259177368667e-06
2.8500608463537464e-05,0.8595054307531468,8.864452004453869e-06,2.4859559076487156e-05,7.751493587515159e-06,0.00021188833732710988,0.0,0.0,3.893662862357094e-05,7.409356272758244e-08,0.00010458758915619339,3.490203695244848e-05,4.4228011745988983e-07,1.4056387577268383e-15,7.958857680441209e-11,9.471691823784714e-07,3.792696872368679e-08,0.001655978502432733,5.658395668969534e-13,1.8537422155833607e-09,3.181665041272991e-10,2.829305559441404e-12,3.10541980438751e-08,4.3336159263006956e-11,5.622939088635612e-12,1.3152468007656114e-10,3.888887005240825e-15,2.9282183308502594e-10,1.0276299937721759e-14,1.9060708430113285e-16,4.720312921403967e-10,4.192024153239531e-17,5.07760582473484e-15,2.898980878568605e-14,3.76,0.0,0.12384376205126531,0.9967586102963176,0.00033104639282381345,2.5906834369188674e-10,0.6074607208178477,0.6230570394922584,0.001202107156266996,1.1506238422681362e-10,0.0017964492714121474,0.0004493356032914553,0.006573567213745892,1.4396340165045484e-08,6.035801386295702e-08,9.815747399167277e-06,9.594812026931144e-06,0.0002025858778984492,7.310411600867142e-09,0.0008436832215650733,1.1896583479530842e-06
2.868478650470554e-05,0.8597147160902103,8.90176723978864e-06,2.5022390528467534e-05,7.860971868164805e-06,0.00021364091515605607,0.0,0.0,3.920540213339425e-05,7.491583865864162e-08,0.00010639751608522411,3.545723667669731e-05,4.4799459325322284e-07,1.42996877772223e-15,8.062506709084816e-11,9.555056486242607e-07,3.885848984168989e-08,0.0016716353030972288,5.818374381727818e-13,1.87689387973469e-09,3.267535974295812e-10,2.8793917014582783e-12,3.132734508499045e-08,4.453448883206465e-11,5.707705931759449e-12,1.354437083693334e-10,4.033643052266448e-15,3.006066924919766e-10,1.0862107166101981e-14,1.9797523626938106e-16,4.796447330571486e-10,4.351085878880574e-17,5.2516892223368e-15,3.029729771245772e-14,3.76,0.0,0.12241736206346546,0.9967383038239541,0.00033418575139703614,2.69688144591082e-10,0.6087909714875749,0.6245451839218478,0.0012020826391041285,1.1528393784677283e-10,0.0018144768673816632,0.0004495885238928271,0.00664079258042352,1.4400650352797223e-08,6.0976964322818e-08,9.821289886616007e-06,9.695471818264626e-06,0.00020520226338487904,7.354782674630436e-09,0.0008515926880029916,1.1955238492384752e-06
2.8868964545873614e-05,0.859921728572051,8.9393866116908e-06,2.5185760281604105e-05,7.972062073605734e-06,0.00021539907643408968,0.0,0.0,3.9475868898679465e-05,7.574920084262857e-08,0.00010822617805463102,3.6017163662902984e-05,4.5375487578246537e-07,1.4546885782330532e-15,8.167196753400161e-11,9.63863502081679e-07,3.980559239472591e-08,0.0016873115591555998,5.981962275787855e-13,1.9001244632923843e-09,3.355075136067035e-10,2.9300477613966064e-12,3.160118930125161e-08,4.575901188559254e-11,5.793464541068934e-12,1.394525992566227e-10,4.183173750888308e-15,3.0854299219622184e-10,1.1476511378978121e-14,2.0559396515909964e-16,4.873424570101868e-10,4.5150740893052027e-17,5.430736493441692e-15,3.1654862377061406e-14,3.76,0.0,0.12100734374789326,0.9967179448371252,0.0003373338186670453,2.806616336616115e-10,0.6101046434225029,0.6260171236339175,0.0012020580589463502,1.1550253186674926e-10,0.001832547348323812,0.00044982420885696713,0.006708180313219546,1.4404443269965026e-08,6.159741703414454e-08,9.826455408616041e-06,9.796444025601944e-06,0.00020782022071150463,7.3990967488206704e-09,0.0008595096002873199,1.2014235818752376e-06
2.905314258704169e-05,0.8601264943163306,8.977317563712623e-06,2.534968604922382e-05,8.084793042583543e-06,0.00021716290054316702,0.0,0.0,3.9748052137580263e-05,7.659377525303236e-08,0.00011007365788172173,3.658182961685848e-05,4.5956154947329366e-07,1.4798075097821051e-15,8.272949173293044e-11,9.722433423701188e-07,4.076841833481695e-08,0.001703006775471162,6.149227557763735e-13,1.9234327747420453e-09,3.444303106848601e-10,2.9812808177225446e-12,3.187575037906225e-08,4.7010224808558684e-11,5.880228047467256e-12,1.435529278431981e-10,4.3376255580221256e-15,3.1663272567381276e-10,1.2120675606744224e-14,2.1347072494420815e-16,4.951252230315076e-10,4.6841123956262445e-17,5.6148702208637e-15,3.3064117836248774e-14,3.76,0.0,0.11961351894364568,0.9966975336445265,0.00034049067285282087,2.9199787253589536e-10,0.6114019269133962,0.627473044753682,0.0012020334161734181,1.1571820325839673e-10,0.0018506603146211864,0.000450043222938802,0.006775728563468987,1.4407737004688812e-08,6.221935489539784e-08,9.831256307649444e-06,9.897726940173254e-06,0.00021043955500821992,7.443353644800802e-09,0.0008674336949799582,1.207358701690097e-06
2.9237320628209765e-05,0.8603290391831563,9.015567510226046e-06,2.5514185651690893e-05,8.199194017452776e-06,0.0002189324668033237,0.0,0.0,4.002197519457976e-05,7.744968925840649e-08,0.00011194003933406921,3.7151246608554585e-05,4.654152127813234e-07,1.5053351664366348e-15,8.379785745641724e-11,9.806457800983e-07,4.174711030136798e-08,0.0017187204617000545,6.320239774791489e-13,1.946817633214876e-09,3.535240626856e-10,3.033098146841759e-12,3.215104837207636e-08,4.828863509207822e-11,5.96800976447604e-12,1.4774629491215018e-10,4.497149351661289e-15,3.2487790730314467e-10,1.2795800715798967e-14,2.2161316128348713e-16,5.029937996389568e-10,4.85832709161374e-17,5.804216004934314e-15,3.452672382583239e-14,3.76,0.0,0.11823570165066814,0.996677070546956,0.0003436563944868527,3.0370608645720207e-10,0.6126830100645773,0.6289131312633996,0.0012020087111918065,1.1593099418723707e-10,0.0018688153727958452,0.00045024612048694135,0.006843435502753557,1.4410549285020521e-08,6.284276099230475e-08,9.835704697315356e-06,9.999318891313895e-06,0.00021306007789731766,7.48755318735323e-09,0.0008753647119606043,1.213330360594846e-06
2.942149866937784e-05,0.8605293887048955,9.054143837964629e-06,2.567927701636019e-05,8.315294306743658e-06,0.00022070785446884236,0.0,0.0,4.0297661548473036e-05,7.831707166610014e-08,0.00011382540715648282,3.772542707818659e-05,4.7131647599637305e-07,1.5312812766222823e-15,8.487728699271122e-11,9.890714368752602e-07,4.274181164412452e-08,0.001734452132201746,6.495069800010611e-13,1.9702778684639738e-09,3.6279085989379973e-10,3.0855072373450287e-12,3.242710354016728e-08,4.959476162938637e-11,6.056823188549962e-12,1.5203432751780631e-10,4.661900395483291e-15,3.3328057278402547e-10,1.350312637656099e-14,2.3002911512975606e-16,5.10948964810773e-10,5.0378472996575585e-17,5.998902508137111e-15,3.604438591651671e-14,3.76,0.0,0.11687370800402268,0.9966565558375138,0.00034683106673174293,3.1579566619698965e-10,0.6139480788196456,0.6303375650276513,0.0012019839442934585,1.1614093414410042e-10,0.0018870121354504271,0.0004504334458624074,0.006911299322683057,1.4412897503452887e-08,6.346761859583833e-08,9.839812474047349e-06,1.0101218246299598e-05,0.00021568160739526834,7.531695204639576e-09,0.000883302394387172,1.2193397065149881e-06
2.9605676710545915e-05,0.8607275681308302,9.093053908092885e-06,2.584497817770098e-05,8.433123658061362e-06,0.00022248914272388203,0.0,0.0,4.057513482185439e-05,7.919605278053911e-08,0.00011572984710529813,3.830438384391953e-05,4.772659632496676e-07,1.5576558884549762e-15,8.596800692429229e-11,9.975209448451328e-07,4.37526664570157e-08,0.0017502013059201855,6.673789874815612e-13,1.993812320800164e-09,3.722328092122017e-10,3.1385157907624704e-12,3.2703936595246784e-08,5.092913514537393e-11,6.146681996654006e-12,1.5641867975323538e-10,4.8320386492200995e-15,3.4184277969272573e-10,1.4243932362658385e-14,2.3872662666258387e-16,5.189915059208186e-10,5.222804932446949e-17,6.1990615323384905e-15,3.761885712135026e-14,3.76,0.0,0.11552735624143677,0.996635989801506,0.0003500147749814349,3.282761706094119e-10,0.6151973169947111,0.6317465258260162,0.0012019591158254517,1.1634805806379559e-10,0.0019052502211931042,0.000450605733203747,0.006979318234612405,1.4414798707135777e-08,6.409391115960213e-08,9.84359131251957e-06,1.020342341014086e-05,0.00021830396777844775,7.575779528143049e-09,0.0008912464886446197,1.2253878829975046e-06
2.978985475171399e-05,0.8609236024249594,9.132305057675974e-06,2.6011307277446874e-05,8.552712729059789e-06,0.0002242764106792323,0.0,0.0,4.085441878894952e-05,8.008676444954553e-08,0.00011765344597639303,3.888813010779573e-05,4.832643157112456e-07,1.5844693456558181e-15,8.707024808795358e-11,1.0059949466228075e-06,4.4779819606522455e-08,0.0017659675062904217,6.856473682991082e-13,2.0174198411970598e-09,3.818520344431383e-10,3.192131714635682e-12,3.2981568648633696e-08,5.2292298566497114e-11,6.23760005610153e-12,1.6090103335875253e-10,5.00772913857215e-15,3.5056660792588e-10,1.5019539605930886e-14,2.4771394049249293e-16,5.271222202852156e-10,5.4133348666405894e-17,6.404828133911586e-15,3.92519392497865e-14,3.76,0.0,0.11419646667871057,0.9966153727165417,0.00035320760637160903,3.4115732868307153e-10,0.6164309063037644,0.6331401913780247,0.0012019342261492983,1.165524047522442e-10,0.0019235292545811853,0.0004507635060806714,0.00704749046942518,1.4416269581769199e-08,6.472162231782743e-08,9.847052655545684e-06,1.0305932825431688e-05,0.0002209269894738352,7.61980599262532e-09,0.0008991967443058736,1.2314760303549958e-06
2.9974032792882065e-05,0.8611175162586405,9.171904602677358e-06,2.6178282564829183e-05,8.674092865234955e-06,0.00022606973737154066,0.0,0.0,4.1135537383096896e-05,8.098934009475407e-08,0.00011959629162702962,3.94766794593717e-05,4.893121907403812e-07,1.611732191587442e-15,8.818424584854405e-11,1.014494095361875e-06,4.582341674928088e-08,0.0017817502611795096,7.043196393220381e-13,2.041099291310479e-09,3.916506764723989e-10,3.246363131148111e-12,3.326002106247451e-08,5.368480726855297e-11,6.329591422233066e-12,1.6548309812545455e-10,5.18914197607083e-15,3.594541599938067e-10,1.5831310890987354e-14,2.569995094154e-16,5.353419151746686e-10,5.609574973614306e-17,6.616340732588732e-15,4.094548382437612e-14,3.76,0.0,0.11288086169401944,0.9965947048526348,0.0003564096499915923,3.5444904086563455e-10,0.6176490263743334,0.6345187373585602,0.0012019092755677452,1.1675400650483754e-10,0.0019418488660865535,0.0004509072777937578,0.007115814277399171,1.4417326467704463e-08,6.535073588413039e-08,9.850207720976195e-06,1.0408744972256912e-05,0.00022355050898588706,7.663774436101946e-09,0.0009071529141077105,1.237605285438122e-06
3.015821083405014e-05,0.861309334030183,9.21185984001984e-06,2.634592239675821e-05,8.79729549888864e-06,0.0002278692017605057,0.0,0.0,4.141851470296123e-05,8.190391474722663e-08,0.00012155847299711061,4.007004588014958e-05,4.954102582594787e-07,1.639455216977917e-15,8.931024028256969e-11,1.023019054581395e-06,4.6883604349481815e-08,0.0017975491028215606,7.234034629856587e-13,2.0648495434935737e-09,4.0163089348793193e-10,3.301218385856548e-12,3.353931549328678e-08,5.510722932096997e-11,6.422670343879901e-12,1.7016661239787313e-10,5.376452241324353e-15,3.685075613658688e-10,1.668065166646498e-14,2.6659200016730733e-16,5.436514080382113e-10,5.811666124905171e-17,6.833741177057341e-15,4.270139306799956e-14,3.76,0.0,0.11158036570851866,0.9965739864721966,0.00035962099747200024,3.6816138062550705e-10,0.6188518547665087,0.6358823374165616,0.001201884264374162,1.1695289405263983e-10,0.0019602086920526263,0.0004510375520392625,0.007184287928043694,1.4417985380131136e-08,6.59812358500087e-08,9.85306751615107e-06,1.0511858368072672e-05,0.0002261743688218748,7.707684699810083e-09,0.0009151147539214643,1.2437767822583509e-06
3.0342388875218216e-05,0.8614990798379244,9.252178049281928e-06,2.651424523848584e-05,8.922352299878925e-06,0.00022967488272858882,0.0,0.0,4.170337502360614e-05,8.283062511391542e-08,0.00012354008014856465,4.066824375177097e-05,5.015592012639062e-07,1.667649549806083e-15,9.044847583614777e-11,1.0315704977899076e-06,4.79605297192853e-08,0.0018133635676917128,7.429066507200811e-13,2.088669480664195e-09,4.1179486139909817e-10,3.3567060444359033e-12,3.381947403890808e-08,5.656014601332506e-11,6.516851258611811e-12,1.749533439870512e-10,5.569840187678501e-15,3.7772896112995624e-10,1.7569011598448815e-14,2.7650029654481626e-16,5.520515263004359e-10,6.019752281792099e-17,7.057174819816783e-15,4.45216218797402e-14,3.76,0.0,0.11029480515158835,0.9965532178300677,0.0003628417428111393,3.8230459740677796e-10,0.6200395670082625,0.6372311632097557,0.0012018591928952686,1.1714910388015606e-10,0.001978608374616152,0.000451154822935131,0.007252909709796008,1.4418262010439768e-08,6.661310638203608e-08,9.85564284002843e-06,1.061527156749523e-05,0.00022879841733763797,7.751536628147673e-09,0.0009230820226986241,1.2499916512124583e-06
3.052656691638629e-05,0.8616867775334994,9.292866493869076e-06,2.6683269663914603e-05,9.049295764617615e-06,0.00023148685907933405,0.0,0.0,4.19901428002969e-05,8.376960960532712e-08,0.0001255412042803798,4.127128785913693e-05,5.077597196159608e-07,1.6963266035188317e-15,9.159920146965159e-11,1.0401491085421596e-06,4.905434103580972e-08,0.0018291931964548043,7.62837169819017e-13,2.1125579964754676e-09,4.221447739973958e-10,3.4128348900870394e-12,3.410051915431574e-08,5.8044152091655974e-11,6.612148801802894e-12,1.7984509051734587e-10,5.769491722145571e-15,3.8712053225044834e-10,1.8497885201659396e-14,2.8673350606222136e-16,5.605431079809535e-10,6.233980745385735e-17,7.286790601804649e-15,4.640817868685166e-14,3.76,0.0,0.1090240084482023,0.9965323991736044,0.0003660719817774835,3.968891178249817e-10,0.621212336608826,0.6385653844178167,0.0012018340614313471,1.1734267026170424e-10,0.0019970475616777907,0.00045125957450818833,0.007321677929906544,1.4418171713489935e-08,6.724633182079867e-08,9.857944272782701e-06,1.0718983162223022e-05,0.0002314225086775242,7.795330068652431e-09,0.0009310544824502181,1.2562510201379333e-06
3.0710744957554366e-05,0.861872450657491,9.333932424003814e-06,2.6853014356166184e-05,9.178159177027386e-06,0.00023330520953806523,0.0,0.0,4.2278842681222766e-05,8.472100840440563e-08,0.0001275619377713888,4.187919339849934e-05,5.140125303003548e-07,1.7254980196566024e-15,9.276267103589518e-11,1.0487555804138366e-06,5.016518738026142e-08,0.0018450375338371911,7.832031486222536e-13,2.1365139951709818e-09,4.3268284339484367e-10,3.4696139382686467e-12,3.438247349720026e-08,5.955985632098318e-11,6.708577806064451e-12,1.8484368041147276e-10,5.97559852282165e-15,3.966844722637213e-10,1.9468813476630614e-14,2.9730096289976857e-16,5.69127001540492e-10,6.454502031840776e-17,7.522741206066897e-15,4.836312758894944e-14,3.76,0.0,0.10776780598430659,0.9965115307427558,0.0003693118119282318,4.119255487314779e-10,0.6223703350936698,0.6398851687767727,0.0012018088702508247,1.1753362294974416e-10,0.002015525906824849,0.00045135228092967993,0.007390590914136719,1.4417729514624692e-08,6.788089667810324e-08,9.859982177600095e-06,1.082299178082725e-05,0.00023404650261243723,7.839064871943464e-09,0.0009390318981929206,1.2625560142324935e-06
3.089492299872244e-05,0.8620561225183551,9.375383079185155e-06,2.702349810818604e-05,9.308976303602044e-06,0.00023513001275098701,0.0,0.0,4.256949951302412e-05,8.56849634938468e-08,0.00012960237419772214,4.249197598034345e-05,5.20318365822526e-07,1.755175740251308e-15,9.393914331631988e-11,1.0573906168769587e-06,5.129321874869632e-08,0.001860896128581079,8.040128776544549e-13,2.160536391689749e-09,4.4341130018861214e-10,3.527052439845999e-12,3.4665360022012456e-08,6.110788169590527e-11,6.806153306085676e-12,1.8995097329674416e-10,6.188358075247973e-15,4.0642300354205527e-10,2.0483384546474097e-14,3.0821223478762393e-16,5.778040662800428e-10,6.681469986007932e-17,7.76518316326636e-15,5.038858921440266e-14,3.76,0.0,0.10652603009438037,0.9964906127700461,0.00037256133290781735,4.274246783960808e-10,0.6235137320167797,0.6411906820910781,0.0012017836196305928,1.1772199351409093e-10,0.0020340430693042994,0.00045143340687568137,0.00745964700665315,1.4416950117269553e-08,6.851678563599718e-08,9.861766708752094e-06,1.0927296088680193e-05,0.00023667026448554647,7.88274089169976e-09,0.0009470140379301392,1.2689077566410695e-06
