Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764)
1.067738180502221e-10,0.7624658665129445,6.331673758658449e-14,1.1045520009013866e-15,5.739031545642533e-18,9.70577292272145e-18,0.0,0.0,1.7321678119159082e-10,1.4742147256689525e-17,1.5980939674542811e-18,4.1255566499014595e-18,4.707440213230563e-22,5.265229506381583e-31,2.8180469692320054e-21,1.4651556058044793e-14,3.1873124146538043e-18,1.816669922237861e-14,4.665046439559598e-35,2.311851646331311e-28,4.232178278655619e-32,2.528657983093955e-31,2.978456293992859e-12,3.1261916381922176e-31,2.389178966273788e-25,1.842448360679012e-37,8.09516770586891e-42,5.5458745704754725e-33,6.1081076854232705e-40,3.318641322137664e-39,3.9750440105498527e-25,7.9429474946565e-44,3.706382481615556e-43,9.749324396188148e-45,3.76,0.0,0.796020450130784,0.9997510773498137,2.652479472678955e-19,6.244506289057086e-23,3.557778230969299e-06,3.5577783856352043e-06,0.000248922476950406,1.6196354478112613e-17,1.8165891626046008e-14,1.7326914451667897e-10,5.882245360501655e-14,1.5011645674790098e-16,1.886853273922813e-22,1.519694668559087e-14,5.4629636296093467e-17,9.204426504327213e-21,3.821914867728619e-16,8.919878567592617e-15,5.219573857468406e-14,4.984345063797276e-15,2.631757439979657e-17,1.7908349025915502e-17,2.3392170264390017e-17,2.3245021346309185e-21,1.148093887037218e-20,3.318071872827703e-17,1.7120810170910447e-24,2.9931333040821356e-12,5.043808803461195e-26,3.700365646743258e-30,7.173531819247178e-26,6.366287615229644e-25,4.273228196728605e-26,4.1727341138797975e-19,2.2437322198066543e-30,4.204944197357527e-17,9.633775120084988e-28,7.510282946424203e-21,1.6614989293297123e-27,1.8828457548993388e-31,4.9144342301665e-19,4.731837978273972e-26,1.7306765975272588e-31,4.561136566000943e-32,9.688779487734131e-20,3.1182871638678984e-31,5.201492872034248e-26,1.7923073656885788e-26,4.47754190968744e-25,1.3747668516196384e-32,1.436766873632861e-30,4.279734086583455e-14,1.2209375714841734e-29,8.517088668966016e-27,1.0775326106102341e-23,2.441193553282088e-22,2.875333835413359e-44,7.511031534900878e-49,6.24151564770732e-21,3.779772212008205e-32
1.1717472566908334e-10,0.7624659140728184,6.955414855857319e-14,1.2196504294359176e-15,7.071159413899381e-18,1.1803606894952206e-17,0.0,0.0,1.9008767510584205e-10,1.7753947446008403e-17,2.1110090831827378e-18,5.728497261765176e-18,6.262500984859426e-22,6.954889801641658e-31,3.3922741221555255e-21,1.7633414651570264e-14,3.886007190473703e-18,2.2056040537499257e-14,7.530648554978107e-35,3.0917670388676393e-28,6.727438593902087e-32,4.019256715296365e-31,3.2670234585629142e-12,4.558382836032566e-31,3.1858456336761623e-25,2.986550958077199e-37,1.3059623983344197e-41,8.158785847969655e-33,9.924893833846622e-40,5.3361500962778894e-39,5.287260163781556e-25,1.4006065156000875e-43,6.501947136486944e-43,1.729611666521264e-44,3.76,0.0,0.7960201035489399,0.9997302922906645,3.5044593785152573e-19,8.332023537685433e-23,3.9043428806077814e-06,3.904343067051572e-06,0.00026970751922469324,2.097520400341083e-17,2.2054973732207003e-14,1.9014403379149519e-10,7.084046949233774e-14,1.8054317081990718e-16,2.4936215623294506e-22,1.8294003147760806e-14,6.682366024210415e-17,1.1094578425683271e-20,4.59274225979738e-16,1.0743274444837763e-14,5.827791383668314e-14,6.00267026457949e-15,3.1742157100269714e-17,2.3661159421148357e-17,2.817045058843665e-17,3.0148894495697022e-21,1.507033011536962e-20,3.993931309623929e-17,2.2576717591191733e-24,3.284693194126112e-12,7.272789742586475e-26,5.327702856296643e-30,9.876997136217607e-26,8.378891358726044e-25,5.672776307736139e-26,5.083103434175293e-19,3.215599566342772e-30,5.5266314107312224e-17,1.2734288148032543e-27,9.82330930105585e-21,2.0253300568052252e-27,2.3011444226264144e-31,6.006202106118962e-19,6.86120559233526e-26,2.5243864423153014e-31,7.24949484498125e-32,1.2788706119675637e-19,4.960929320730951e-31,7.534474994181328e-26,2.598842902268733e-26,6.021220489174682e-25,2.014838747483908e-32,2.1152332187620102e-30,4.696136322434919e-14,1.77292843714477e-29,1.1349707924441607e-26,1.4340233858731966e-23,3.220260640032231e-22,5.069726690692343e-44,1.3294085311796838e-48,8.238603297059195e-21,6.008471534010531e-32
1.275756332879446e-10,0.7624659616326717,7.580592559253725e-14,1.3362756682104948e-15,8.571240387066972e-18,1.4128255312484057e-17,0.0,0.0,2.069582076696259e-10,2.1045458376433143e-17,2.7231522405653084e-18,7.746465120670408e-18,8.134716303154268e-22,8.97133931166081e-31,4.019416633358347e-21,2.088903632601465e-14,4.6627862445302585e-18,2.6351947624174966e-14,1.1683585955646988e-34,4.037262496415626e-28,1.0279861568967963e-31,6.141197953392528e-31,3.5553137167934065e-12,6.439073352482322e-31,4.148134090927607e-25,4.651756703436531e-37,2.0249119845973566e-41,1.1627368946003683e-32,1.5499330094087147e-39,8.247169945980263e-39,6.866764455414059e-25,2.3556074506284526e-43,1.087908451296542e-42,2.9264296150211914e-44,3.76,0.0,0.7960197569672469,0.9997100568876288,4.521516307512603e-19,1.0855671208726784e-22,4.250907377475418e-06,4.250907598694138e-06,0.0002899429053853992,2.6536050460336945e-17,2.6350571460903723e-14,2.0701836661642158e-10,8.39747955273741e-14,2.1372907420442923e-16,3.2182279598293867e-22,2.1676565492220925e-14,8.041335185021893e-17,1.3162967687195921e-20,5.432420952774796e-16,1.2736306292674701e-14,6.453682735140049e-14,7.115577103114183e-15,3.7683839337648406e-17,3.052884680183178e-17,3.339230742885782e-17,3.829249072606534e-21,1.9318922639147884e-20,4.731999936280926e-17,2.91276797827441e-24,3.576252518311076e-12,1.0160519846386531e-25,7.432034371866836e-30,1.3255599530148037e-25,1.076933706005007e-24,7.354639583618881e-26,6.093997047297363e-19,4.4651155482081694e-30,7.093509231229996e-17,1.6437918914691847e-27,1.2547872595818963e-20,2.429831766965315e-27,2.76743510419165e-31,7.223687679765341e-19,9.638958040599199e-26,3.567076974639929e-31,1.1076358108097716e-31,1.6484598721592712e-19,7.586901993711656e-31,1.0575432390847891e-25,3.650955760084863e-26,7.902301492357925e-25,2.859738274119611e-32,3.0157474278511107e-30,5.112451812362088e-14,2.4942927239548392e-29,1.4767595209764488e-26,1.8635674118497768e-23,4.1483394369621627e-22,8.525597983260482e-44,2.2438911479435572e-48,1.0619682220900354e-20,9.181567890388654e-32
1.483774485256671e-10,0.7624660567523168,8.835457805632787e-14,1.574272439943157e-15,1.2105154319984663e-17,1.947979158884761e-17,0.0,0.0,2.406982251266052e-10,2.846758473005118e-17,4.2799025386020026e-18,1.3283358653869342e-17,1.295835969067443e-21,1.4099048859411757e-30,5.4321631235017646e-21,2.8219402363559204e-14,6.45954626568697e-18,3.618886308730104e-14,2.5558137575410218e-34,6.499342706578387e-28,2.182569777285744e-31,1.3036874295689577e-30,4.1310646236709245e-12,1.190301604018487e-30,6.640254311079997e-25,1.0249719280102075e-36,4.4241772401517124e-41,2.1875043660696055e-32,3.435253277140159e-39,1.7907853042876182e-38,1.0934947101329348e-24,5.945801587665707e-43,2.7177868689139935e-42,7.474236078117907e-44,3.76,0.0,0.7960190638043138,0.9996711772938116,7.109002855504123e-19,1.7400018269624523e-22,4.9440359128731125e-06,4.944036212658128e-06,0.0003288224654525423,4.014519837267573e-17,3.618670018087487e-14,2.407654004021127e-10,1.1359237647832996e-13,2.8833376232267956e-16,5.062757147529585e-22,2.929674349277531e-14,1.119269374552419e-16,1.7836274707699277e-20,7.316517566796045e-16,1.723145416558265e-14,7.758448714318578e-14,9.625131386742393e-15,5.1127487172485217e-17,4.800175416510122e-17,4.516658595597614e-17,5.870545868801877e-21,2.998908478845696e-20,6.394381026201741e-17,4.59787229952901e-24,4.159369469107371e-12,1.8378877771644435e-25,1.3403451144697654e-29,2.2437292080845047e-25,1.680413495511069e-24,1.167836030663931e-25,8.428059458849522e-19,7.979429487691666e-30,1.1037726915529624e-16,2.586957910708796e-27,1.9339394366944712e-20,3.365667513521617e-27,3.850291136474816e-31,1.0052254261246225e-18,1.762872063079366e-25,6.598303757549544e-31,2.3511810851551857e-31,2.5869071912601627e-19,1.6135340667219167e-30,1.9313092800428593e-25,6.677145909624325e-26,1.2833234801911284e-24,5.332179050196071e-32,5.673431944242938e-30,5.944822699648993e-14,4.574978655173158e-29,2.3603585675385793e-26,2.971872425441641e-23,6.501901615518834e-22,2.1513620940241643e-43,5.702170781428175e-48,1.6665825026814514e-20,1.9495435068650044e-31
1.6917926376338963e-10,0.7624661518718796,1.0096672646268806e-13,1.8188587458537135e-15,1.6400457105795343e-17,2.5804009321469508e-17,0.0,0.0,2.744369039435437e-10,3.7008472329939326e-17,6.3377301063273195e-18,2.1285890188338486e-17,1.943868651465039e-21,2.0876632791411244e-30,7.055718737414701e-21,3.6638330994320296e-14,8.595478595847414e-18,4.77256486276495e-14,5.0593618861225905e-34,9.852886983566797e-28,4.196513102689153e-31,2.5063015831934732e-30,4.705711228899532e-12,2.0316599316627394e-30,1.0011446808996151e-24,2.042192981605736e-36,8.747554102831506e-41,3.7993192990128854e-32,6.889789553149396e-39,3.520065303793699e-38,1.6398135447803989e-24,1.3320851553397731e-42,6.026760200369088e-42,1.6937723438960044e-43,3.76,0.0,0.7960183706419848,0.9996343268367239,1.0531042031534126e-18,2.6268092802239474e-22,5.63716383711498e-06,5.637164227527694e-06,0.00036567288878973695,5.726820208706773e-17,4.772244572893419e-14,2.745103184585849e-10,1.4767519333318098e-13,3.7384164821451173e-16,7.504030428155244e-22,3.8054558201053255e-14,1.4944954711775484e-16,2.3227981286693084e-20,9.470605232593113e-16,2.2405671811254195e-14,9.133795448052772e-14,1.2512999542687922e-14,6.666647814279245e-17,7.11117304357841e-17,5.871468285060642e-17,8.529682962784175e-21,4.386954469189183e-20,8.304449585346398e-17,6.86375188315777e-24,4.742484156477838e-12,3.0711012664168886e-25,2.2330473030094744e-29,3.5574321783983156e-25,2.470660783460349e-24,1.747641776348177e-25,1.1196238855388736e-18,1.3173922764429553e-29,1.6183080471375251e-16,3.835920969475507e-27,2.8087947346208955e-20,4.478722930032172e-27,5.144108020464756e-31,1.3432965674473865e-18,2.978027119956613e-25,1.1269639200711376e-30,4.519790008406287e-31,3.824916980779938e-19,3.107664434515683e-30,3.258702726011113e-25,1.1279559538673807e-25,1.959445935062862e-24,9.169613562720772e-32,9.843034118837368e-30,6.776847038896697e-14,7.750775535222127e-29,3.552667652313566e-26,4.4641101978035207e-23,9.601655030735121e-22,4.81810164899133e-43,1.2854019672124821e-47,2.4642315363395406e-20,3.7487954660556903e-31
1.8998107900111215e-10,0.7624662469913601,1.1364645009416958e-13,2.0703277500448336e-15,2.1516672425823317e-17,3.3144595054803757e-17,0.0,0.0,3.0817431083047584e-10,4.666806946070125e-17,8.965742143082042e-18,3.2362412704436737e-17,2.7843286402155548e-21,2.9531392371760487e-30,8.889518127741747e-21,4.614151474177252e-14,1.1088450105619088e-17,6.100654352262797e-14,9.274484798887674e-34,1.4262441159568855e-27,7.4775043930709195e-31,4.465198528507652e-30,5.2792557395539765e-12,3.2616100491683284e-30,1.441485748044264e-24,3.7654568430416396e-36,1.6017037976310297e-40,6.20550997778561e-32,1.2795486276046584e-38,6.409628397282655e-38,2.3480786131536003e-24,2.7226621543446412e-42,1.2193663448359697e-41,3.5004556158662886e-43,3.76,0.0,0.7960176774802601,0.9995993996144332,1.490344985523721e-18,3.787158146153921e-22,6.330291150157656e-06,6.330291643303354e-06,0.0004006000773295217,7.809287973629721e-17,6.100201244887816e-14,3.082531896909192e-10,1.8622324296695664e-13,4.701646509117653e-16,1.0625614133676786e-21,4.7947096919495324e-14,1.9323714973966812e-16,2.934172233767969e-20,1.189113182828895e-15,2.8259304247884258e-14,1.0579646672848053e-13,1.577917355721543e-14,8.431875742130125e-17,1.0064160907676019e-16,7.403628488105826e-17,1.1887901825447886e-20,6.131921687549768e-20,1.0461443101571698e-16,9.812480044684383e-24,5.325596580429301e-12,4.829034148702945e-25,3.500826791318432e-29,5.361244452335397e-25,3.4705181564778884e-24,2.4990658630968816e-25,1.441971399534979e-18,2.0468291991729777e-29,2.2668375141632194e-16,5.433784884194745e-27,3.89776851764129e-20,5.778834298440018e-27,6.661734790691488e-31,1.7398568996130884e-18,4.733397566807717e-25,1.8103910716110326e-30,8.05193521172679e-31,5.402771540203051e-19,5.5467489519835824e-30,5.174355032321043e-25,1.7927914938869604e-25,2.852638796259763e-24,1.4816241113071213e-31,1.6044266775607913e-29,7.608525120609908e-14,1.2354780018874799e-28,5.105833097818696e-26,6.404390121845472e-23,1.3545846168763257e-21,9.842950363363018e-43,2.6419501681011005e-47,3.480890331374957e-20,6.680361999414537e-31
2.1078289423883467e-10,0.7624663421107587,1.263978733704919e-13,2.328951010976317e-15,2.75131672667931e-17,4.154529764353741e-17,0.0,0.0,3.4191050901759404e-10,5.744632656089142e-17,1.2232769326357608e-17,4.717727014925219e-17,3.844642758909162e-21,4.028966155275797e-30,1.0932998213965402e-20,5.672466156706413e-14,1.395630843915565e-17,7.607210358696299e-14,1.599567359166713e-33,1.990229837864892e-27,1.2544389844013797e-30,7.489847079452378e-30,5.851700355721894e-12,4.987899396258925e-30,2.001081123561695e-24,6.528223784455617e-36,2.759366937733435e-40,9.653407984446582e-32,2.2356199514195224e-38,1.0984286023765407e-37,3.2412769279727995e-24,5.174244491501641e-42,2.294112309120308e-41,6.724142645357903e-43,3.76,0.0,0.7960169843191393,0.9995662952511808,2.0341757684233748e-18,5.2643288661710935e-22,7.0234178519615366e-06,7.023418459985631e-06,0.00043370440683018367,1.0275724152164805e-16,7.60659213604843e-14,3.4199407951577276e-10,2.292365222544439e-13,5.772154694633503e-16,1.451105134382495e-21,5.897145659197613e-14,2.4352418463626915e-16,3.6181133919179893e-20,1.457459196379235e-15,3.479269194760328e-14,1.2095926208559044e-13,1.9423645736093243e-14,1.0410225477427865e-16,1.3737240394882062e-16,9.113108790205751e-17,1.6026395411224257e-20,8.267918115961932e-20,1.2864602095420566e-16,1.3551854875140381e-23,5.9087067409685774e-12,7.236495400279835e-25,5.23053196352941e-29,7.7584603967627315e-25,4.7021108384596236e-24,3.4473195298979595e-25,1.81195257602581e-18,3.030978375546441e-29,3.0626013842259757e-16,7.423712333047952e-27,5.217519577371467e-20,7.275955645871688e-27,8.416172279296161e-31,2.1981726886413493e-18,7.169103036218753e-25,2.770366167209027e-30,1.3505439016380688e-30,7.360342236303197e-19,9.321112847607573e-30,7.830203564112536e-25,2.715281425031481e-25,3.9983984830379274e-24,2.2783662339285056e-31,2.4887344366814187e-29,8.439857235325543e-14,1.8765908626523094e-28,7.073900437833527e-26,8.859225616735547e-23,1.8431212678295102e-21,1.8694122455254612e-42,5.046140027958817e-47,4.742274640946807e-20,1.1208158899880766e-30
2.315847094765572e-10,0.7624664372300747,1.3922516330545492e-13,2.5949800259036337e-15,3.444915510890555e-17,5.104993140616792e-17,0.0,0.0,3.7564555843580297e-10,6.934319611130398e-17,1.6207367249362474e-17,6.644820854440206e-17,5.1528506425120024e-21,5.337681267995471e-30,1.3185598100528278e-20,6.838349462439358e-14,1.7216882033985156e-17,9.295946214677818e-14,2.6253155515006597e-33,2.6956495787862553e-27,2.004000776340728e-30,1.1963563642420297e-29,6.423047270701396e-12,7.332714764121876e-30,2.6966755644891554e-24,1.0764710936185618e-35,4.5239184132667e-40,1.4433501699585312e-31,3.716855135324254e-38,1.7918671544309603e-37,4.342890632391701e-24,9.26890229479269e-42,4.0687127075182493e-41,1.217141184187566e-42,3.76,0.0,0.7960162911586224,0.9995349186106541,2.696121431063103e-18,7.103711414145359e-22,7.716543942490498e-06,7.71654467757505e-06,0.0004650810136045187,1.3135557720263749e-16,9.29512711329785e-14,3.757330500421168e-10,2.767150280702102e-13,6.94907571542672e-16,1.924386189270679e-21,7.112474366410306e-14,3.00525101753289e-16,4.3749853189399043e-20,1.7517526368588176e-15,4.2006170896053134e-14,1.3682557958286908e-13,2.344640866802572e-14,1.2603488424737138e-16,1.820833153691616e-16,1.0999879622486971e-16,2.1026308577358563e-20,1.0827395733357282e-19,1.551317010792627e-16,1.8195404844185743e-23,6.491814638102485e-12,1.0429149282933803e-24,7.515789599338916e-29,1.0860820991680251e-24,6.18687784381517e-24,4.618680896073054e-25,2.2316578000828233e-18,4.316883917719317e-29,4.018226052149529e-16,9.848925274550465e-27,6.78307841735814e-20,8.980157388115103e-27,1.0420572081406935e-30,2.7215017790961654e-18,1.0441308187286094e-24,4.075315802947112e-30,2.1571184474216203e-30,9.737093249008667e-19,1.4916001360441196e-29,1.1395422579024094e-24,3.9545594519037014e-25,5.433517756346795e-24,3.365113741621153e-31,3.7076542710736866e-29,9.270843673593885e-14,2.7409402442781622e-28,9.512734588237505e-26,1.1897492008500598e-22,2.435300254612566e-21,3.3461804014267244e-42,9.080189024270808e-47,6.273843758474193e-20,1.7907091711110805e-30
2.523865247142797e-10,0.7624665323493087,1.5213252705790485e-13,2.8686476807119227e-15,4.238369895745044e-17,6.170237912725561e-17,0.0,0.0,4.093795158887491e-10,8.235863252853746e-17,2.0957817798532575e-17,9.094388290191584e-17,6.73755329310319e-21,6.901726193796812e-30,1.5646758999969713e-20,8.111375203027901e-14,2.088798014060427e-17,1.1170257520296696e-13,4.1352287433979006e-33,3.5618811349293674e-27,3.0743898301743203e-30,1.8351046614650748e-29,6.993298671186818e-12,1.0432976749329689e-29,3.545720704031317e-24,1.702688990398825e-35,7.118193931967992e-40,2.0882642796175225e-31,5.930088199879471e-38,2.806073115123158e-37,5.676853827148402e-24,1.581030369608064e-41,6.871649955057337e-41,2.097240610870092e-42,3.76,0.0,0.7960155979987094,0.9995051795227986,3.487678795671141e-18,9.35280307686382e-22,8.409669421711647e-06,8.40967029607212e-06,0.0004948200677069593,1.639439886182771e-16,1.1169198324781917e-13,4.0947016024343866e-10,3.2865875728862454e-13,8.231551824378211e-16,2.4907542375061778e-21,8.44040739493264e-14,3.644358074975811e-16,5.205151836267967e-20,2.07165212861706e-15,4.990007265131632e-14,1.5339465908278543e-13,2.7847455189863645e-14,1.5013454387347533e-16,2.3555173606856676e-16,1.306391220260147e-16,2.696873847701691e-20,1.384127016811562e-19,1.8406393688478462e-16,2.3862391221905416e-23,7.0749202718378425e-12,1.4552943304176603e-24,1.045648919522671e-28,1.4788252297503029e-24,7.945601891532483e-24,6.040531718531533e-25,2.703163836842646e-18,5.953517331412039e-29,5.145749374408129e-16,1.275270534304359e-26,8.607967612308014e-20,1.0901625320883187e-26,1.2688235398851416e-30,3.313093614165094e-18,1.4722184918957979e-24,5.8020259160399276e-30,3.308668236147607e-30,1.2572085258774263e-18,2.2921848002625735e-29,1.6056354484320832e-24,5.575817961350999e-25,7.195939587294935e-24,4.806547379679444e-31,5.341339759611482e-29,1.010148472596069e-13,3.87573332927992e-28,1.247994456452088e-25,1.5590384820631587e-22,3.1404992995427814e-21,5.702444824276999e-42,1.5550683234735518e-46,8.100803268560496e-20,2.7474477755614588e-30
2.731883399520022e-10,0.7624666274684604,1.6512420957523697e-13,3.1501696097828e-15,5.13757142278442e-17,7.354659490852444e-17,0.0,0.0,4.4311243521658734e-10,9.649259206367056e-17,2.655213048279743e-17,1.214814580024985e-16,8.627865082005223e-21,8.743447458021793e-30,1.831592416078986e-20,9.491118664563197e-14,2.4987392842389414e-17,1.3233245154869055e-13,6.291556713422641e-33,4.609276044074591e-27,4.5584869426182425e-30,2.7205818697614793e-29,7.56245673744333e-12,1.4440609698148652e-29,4.5663698757531615e-24,2.6002523097891466e-35,1.0818701676026145e-39,2.938729831030646e-31,9.138059340583408e-38,4.245659685943498e-37,7.267512310487198e-24,2.5878194130477923e-41,1.1137239276904403e-40,3.466702787741139e-42,3.76,0.0,0.7960149048394003,0.9994769925237492,4.42031681839839e-18,1.2061206188285022e-21,9.102794289595093e-06,9.102795315477372e-06,0.0005230070330022104,2.0054540503869902e-16,1.3231903211562362e-13,4.4320546612167555e-10,3.8506770678387757e-13,9.618732743919987e-16,3.1585566152544694e-21,9.880657250046706e-14,4.354350208103451e-16,6.10897686676889e-20,2.4168207874234027e-15,5.847472440228472e-14,1.7066574127825196e-13,3.2626778353549473e-14,1.7641911540219265e-16,2.985532571022669e-16,1.5305178479267006e-16,3.393473492843725e-20,1.7339032919114956e-19,2.1543522382664662e-16,3.0677807652525465e-23,7.658023642181472e-12,1.9763574193154717e-24,1.4158303026054194e-28,1.966861420765936e-24,9.998438111691373e-24,7.741390826957839e-25,3.2285339136463848e-18,7.991425932005289e-29,6.45664507301514e-16,1.6178394220268969e-26,1.0704314627396134e-19,1.305065993416965e-26,1.5232612111275495e-30,3.976189255874583e-18,2.019987430178785e-24,8.035815588182103e-30,4.90494742111211e-30,1.5903979087675923e-18,3.404453318519898e-29,2.2016440855417737e-24,7.650293107994848e-25,9.324622943778591e-24,6.674058323703931e-31,7.479956179084216e-29,1.0931780682950165e-13,5.33291091718643e-28,1.6034812579617601e-25,2.001137844159734e-22,3.967950914395216e-21,9.323826258861448e-42,2.5544037153253942e-46,1.0248107760659524e-19,4.0741349899684414e-30
2.939901551897247e-10,0.7624667225875298,1.7820449133686273e-13,3.439745463312965e-15,6.148397147709893e-17,8.662660686131458e-17,0.0,0.0,4.768443674510175e-10,1.1174503270633995e-16,3.3058043711226084e-17,1.5892431057847985e-16,1.0853369304580164e-20,1.0885096992936025e-29,2.1192538800177732e-20,1.0977156587108683e-13,2.953289107573519e-17,1.548773673962414e-13,9.29272628413327e-33,5.859159230836492e-27,6.565338361311874e-30,3.9177555854330205e-29,8.130523643470085e-12,1.9522786775555356e-29,5.777473167570042e-24,3.8534218219123227e-35,1.5963048285643392e-39,4.038684069860269e-31,1.36690323557964e-37,6.237683764518617e-37,9.139586320165978e-24,4.0890361082073055e-41,1.7426829217560606e-40,5.530477269710156e-42,3.76,0.0,0.7960142116806952,0.999450276609628,5.5054767711775086e-18,1.52806258351437e-21,9.79591854611372e-06,9.79591973579132e-06,0.0005497229133682004,2.411540802254892e-16,1.5486065970247816e-13,4.769390208624085e-10,4.4594187343e-13,1.1109775563238177e-15,3.936138336020338e-21,1.1432937348705482e-13,5.136855369113188e-16,7.086824430749581e-20,2.7869261612607958e-15,6.773044902627443e-14,1.8863806769160924e-13,3.778437139489055e-14,2.0490646405141713e-16,3.718616736919967e-16,1.7723651080581568e-16,4.200530075936876e-20,2.134885593264437e-19,2.492380872013316e-16,3.877237719943813e-23,8.241124749140191e-12,2.6225993064996246e-24,1.8732242934944043e-28,2.563746027719511e-24,1.2364941456114431e-23,9.750944263038607e-25,3.809817800918781e-18,1.048242170479025e-28,7.9618461084175e-16,2.0169393983200865e-26,1.3082956881586685e-19,1.5437676048307405e-26,1.8067300399271152e-30,4.714021405354764e-18,2.7078448415528827e-24,1.0870697291070286e-29,7.063033272118569e-30,1.977103928295008e-18,4.911560744694239e-29,2.9496153490920233e-24,1.0255249865881317e-24,1.1859420626155642e-23,9.04567268657275e-31,1.022393204191633e-28,1.176173183504892e-13,7.169197792668468e-28,2.0238227731398047e-25,2.5236185302582524e-22,4.926744236352645e-21,1.4715108936360724e-41,4.048936021494735e-46,1.2740463497053378e-19,5.868360996919145e-30
3.147919704274472e-10,0.7624668177065174,1.9137768619706055e-13,3.7375600851615216e-15,7.276709898401462e-17,1.00986519645649e-16,0.0,0.0,5.10575360961759e-10,1.2811591409411463e-16,4.054302601664676e-17,2.0417983244128025e-16,1.3444077150719165e-20,1.3348832614198026e-29,2.427605004145403e-20,1.2569067145533302e-13,3.454222665010238e-17,1.7936306601321848e-13,1.337806782387636e-32,7.333828656631012e-27,9.221376199320474e-30,5.501930098111532e-29,8.697501557152204e-12,2.586215166398293e-29,7.198572710563953e-24,5.563948732411792e-35,2.2957780961738286e-39,5.437687417247794e-31,1.9927339685617548e-37,8.934410014974882e-37,1.1318136161738959e-23,6.267252184315435e-41,2.64520895754972e-40,8.555927090803139e-42,3.76,0.0,0.7960135185225935,0.9994249550039357,6.754572414514352e-18,1.9064867576825564e-21,1.0489042191242979e-05,1.0489043557014487e-05,0.0005750444853044502,2.857396037602957e-16,1.7934257516557973e-13,5.106708749814882e-10,5.112812541008796e-13,1.270384463932471e-15,4.8318420913021994e-21,1.3096962007850392e-13,5.993354017851771e-16,8.139058642153919e-20,3.1816401720092655e-15,7.766756514577433e-14,2.0731088067362208e-13,4.3320227704115884e-14,2.356144382798632e-16,4.562489909667977e-16,2.0319303265986653e-16,5.126139212722895e-20,2.589768878972987e-19,2.85465082025391e-16,4.8282547295135455e-23,8.824223592720817e-12,3.411394830130309e-24,2.429425233802838e-28,3.283780859466593e-24,1.5064092823937278e-23,1.2100072352525312e-24,4.449051891561981e-18,1.3479307870561977e-28,9.671767025379705e-16,2.4769167430814034e-26,1.5753539317847136e-19,1.8073202755747667e-26,2.1206046654407473e-30,5.529814422991032e-18,3.557787242665644e-24,1.4409524370503915e-29,9.918625630405846e-30,2.4211137635571648e-18,6.910247663766439e-29,3.873292587591464e-24,1.3473967172936914e-24,1.4840968542053752e-23,1.2005948620623891e-30,1.3684178830586066e-28,1.259133847269084e-13,9.446152989986297e-28,2.5152624159792276e-25,3.134271563119535e-22,6.025826830997895e-21,2.2524173370538464e-41,6.2229060401064374e-46,1.5602331030313546e-19,8.243302887969427e-30
