Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764)
2.1639635182094866e-05,0.8286020455664052,0.00022714172546103428,6.408573089088169e-05,4.454838497954067e-05,0.0027180007422752564,0.0,0.0,0.0013500186849330377,2.6221052910956034e-05,0.0033183080124224956,0.00016085694328337873,7.751807728822663e-05,1.8308632437694736e-13,3.9783084016677887e-10,1.6767713370351653e-07,6.303745540525937e-05,0.0020378622494168436,2.0447347423272302e-07,2.936333175504648e-10,1.9155636917530982e-10,2.7784638545673475e-13,1.0180363320436954e-08,4.1892204831467983e-08,1.2890073425838505e-08,1.3132978815393603e-07,1.4886458563210955e-12,1.2277485254428796e-08,2.8538638099551745e-08,1.3378366757429902e-10,6.372945902589896e-08,6.72387107156978e-12,6.177699228708494e-12,4.553720397341241e-09,3.76,0.0,0.31852467505665294,0.9926037440782132,0.0025993132696525436,0.00014343941822538448,0.4651976619105179,0.47548287409935597,0.0010283023378742967,6.719194486415008e-11,0.0013155905941585166,0.0005450887442275262,0.0019303958425368254,2.1340015007817025e-08,1.2958279569305658e-08,7.802958730066218e-06,4.094554705975172e-05,0.00011009876314279774,3.2569739495160255e-09,0.0005242092510962753,2.8472245351064468e-05,1.7953231363375262e-05,0.003140270227248769,0.0030007708489319055,0.0001025932071202155,1.0972474766111769e-05,0.00012970817991961127,7.402842903048442e-06,0.0009304809189181393,0.00016502545615869826,1.3081868731499268e-07,2.69815384216239e-12,3.890600351052135e-07,5.633876504444858e-09,0.00022292157726772966,1.687186026982318e-08,4.103127929621425e-13,1.5370049384106807e-08,1.4356540534999417e-06,1.7830869838372246e-09,1.1784176153210849e-07,1.647473483345992e-11,2.0062865658021415e-06,2.2711199435138215e-07,2.0896559917790533e-05,1.7237211695573818e-11,3.596139683470253e-09,2.5955521878337986e-06,4.04906450613666e-09,1.0277699585360086e-07,5.793285213562057e-06,2.8354883054053065e-12,2.499718431447558e-06,2.2098774050887725e-07,2.095205342603171e-05,1.4922130653464623e-07,4.873827248201351e-13,1.70681096014266e-13,2.158818554723463e-13,9.806198663400887e-16,1.2231707573771814e-09,2.036049559093709e-11
2.1794724047336293e-05,0.8289126378508234,0.0002313894948458963,6.537200678279963e-05,4.5721174912372094e-05,0.0027824334731766033,0.0,0.0,0.0013815914447842584,2.7437390559777317e-05,0.0034246160794784305,0.00016585583363229797,7.953001568641066e-05,1.94736445619199e-13,4.1525652032767594e-10,1.7177504943171764e-07,6.459358890477432e-05,0.0020838764287160806,2.1281408646058283e-07,2.991941666991517e-10,2.0189758341832649e-10,2.934036851134414e-13,1.0444600699709301e-08,4.419145205211078e-08,1.3482627477690144e-08,1.3668785221614505e-07,1.6039772435717824e-12,1.2986982970745977e-08,3.0160076516552387e-08,1.4067191945790482e-10,6.593279766092184e-08,7.0679443795410475e-12,6.517465675386288e-12,4.815892946150256e-09,3.76,0.0,0.31637762137487746,0.992432718707759,0.0026743657796785237,0.00014783844300027063,0.4670608582829576,0.47757362789724345,0.0010281251386404563,6.74241692033758e-11,0.001344494743976286,0.0005518718126850517,0.001956332015319399,2.159380654726592e-08,1.3132855894936715e-08,7.902102020202351e-06,4.215299123881884e-05,0.00011384460668637733,3.2986870361205816e-09,0.0005348817143132011,2.9111418827413336e-05,1.8187684269869188e-05,0.0032379490642377115,0.0030616540787057086,0.00010539599033326776,1.1271958144857532e-05,0.00013317401922608246,7.5691628094335e-06,0.0009531535879435397,0.0001722129894988404,1.3424176297277777e-07,2.768747060362827e-12,4.0104650668984194e-07,5.807191294337914e-09,0.00023042602633862789,1.72440695758036e-08,4.2104721234738115e-13,1.5755023567482735e-08,1.4722147165793041e-06,1.8303428820745736e-09,1.2064952612677872e-07,1.6967848702444334e-11,2.052390191043733e-06,2.3767334982031764e-07,2.19149753115578e-05,1.802895357088053e-11,3.640037614979046e-09,2.759527266805311e-06,4.131269939622624e-09,1.0826126300778077e-07,5.953794539355722e-06,2.912453148286951e-12,2.579791286897958e-06,2.2587556482093577e-07,2.1789102188704402e-05,1.5466633461885456e-07,4.990344162621614e-13,1.7475839824975205e-13,2.257898821602614e-13,1.0390340058879995e-15,1.2384750311825999e-09,2.1435353627670893e-11
2.194981291257772e-05,0.8292218796955847,0.00023568287696638392,6.66773472550424e-05,4.692052412071729e-05,0.0028480263956618267,0.0,0.0,0.0014135633534587265,2.8701126613318583e-05,0.003533715447923557,0.00017098052377401385,8.158101717346299e-05,2.0704123610408657e-13,4.3332415442226574e-10,1.7594738307968848e-07,6.617420619653499e-05,0.002130733035342719,2.2145612496315901e-07,3.048241824526999e-10,2.1275263822456927e-10,3.0972949448157147e-13,1.0714537015334337e-08,4.660534492074183e-08,1.4097041556224888e-08,1.4223525524009178e-07,1.727489689494903e-12,1.373228433169767e-08,3.1860244004043246e-08,1.4785804862853125e-10,6.82024214020768e-08,7.426894440653114e-12,6.873775576629054e-12,5.091260559192713e-09,3.76,0.0,0.31424314974083617,0.992257925282833,0.002751295636142734,0.0001523390238998361,0.46890611104722163,0.479650835425188,0.0010279440363658223,6.765339131015912e-11,0.0013740575963078123,0.0005586576131073075,0.0019824721841914233,2.184737718367582e-08,1.3308800188978827e-08,8.001376563185849e-06,4.3383508609851055e-05,0.00011768610711677938,3.340921369632859e-09,0.0005457274109354984,2.9759135788932152e-05,1.8422718711158767e-05,0.0033380216524955624,0.003123281167287943,0.0001082569468367769,1.157763680108983e-05,0.0001367089428496641,7.737699702238868e-06,0.0009761665738057655,0.00017965156156178467,1.37730422816606e-07,2.84069255760623e-12,4.133209078059834e-07,5.984661504120115e-09,0.00023814973247695366,1.7620976377655537e-08,4.3198723517216076e-13,1.6147054838390845e-08,1.5092700244158752e-06,1.8783514673895213e-09,1.234971345482794e-07,1.7473631694667452e-11,2.0991548889491063e-06,2.486920559808804e-07,2.297665206303442e-05,1.8854463588087197e-11,3.683948553181346e-09,2.932789161739334e-06,4.2144807540096264e-09,1.1400613295177786e-07,6.117756133850041e-06,2.9910145811590855e-12,2.6619099249382557e-06,2.3084499873774724e-07,2.2653377724675443e-05,1.6031355520180045e-07,5.108888936466417e-13,1.7890657233730738e-13,2.3611237514103485e-13,1.1005860881050586e-15,1.253799545541252e-09,2.2560569800351642e-11
2.2104901777819146e-05,0.8295297912230014,0.00024002151059028084,6.800184587250767e-05,4.814686719842524e-05,0.0029147932543724052,0.0,0.0,0.0014459287600882768,3.0013576756558334e-05,0.003645662396608815,0.00017623336264792835,8.36714641511841e-05,2.200316336790066e-13,4.520516351242779e-10,1.8019477204158376e-07,6.777929036284694e-05,0.002178441962553277,2.3040912468127215e-07,3.1052414519186344e-10,2.2414568957268145e-10,3.2685603741763496e-13,1.0990257848152024e-08,4.9138904983419284e-08,1.4733818493371542e-08,1.479777927619602e-07,1.8597030862100345e-12,1.4514900928745733e-08,3.364219121174635e-08,1.5535194924600046e-10,7.053985335071479e-08,7.801217362262605e-12,7.247317369541734e-12,5.380378723987917e-09,3.76,0.0,0.31212116858718864,0.9920793023124875,0.002830142941307548,0.00015694250651872085,0.47073343456994987,0.4817145858046824,0.0010277589673485987,6.787961021655704e-11,0.0014042966714678288,0.0005654443905502537,0.002008819626404423,2.2100654819635563e-08,1.3486134174745341e-08,8.100759344586948e-06,4.463710088831874e-05,0.0001216245969727221,3.383683106241697e-09,0.0005567481676946488,3.0415347535213413e-05,1.865828822153252e-05,0.0034405272638759633,0.0031856520525875977,0.0001111767401303663,1.1889580590430556e-05,0.00014031362673021008,7.90844174501242e-06,0.0009995191318554367,0.00018734719166079502,1.4128520320031803e-07,2.914001384131744e-12,4.2588769431297037e-07,6.166351189097309e-09,0.0002460982757368541,1.8002539261132156e-08,4.431345406665623e-13,1.6546197266795044e-08,1.5468149334790958e-06,1.9271079382862773e-09,1.2638440084753537e-07,1.799235027311111e-11,2.146579442468146e-06,2.601842430016282e-07,2.4083123189829976e-05,1.971490106169892e-11,3.7278614397200145e-09,3.1157966216197213e-06,4.298696887547463e-09,1.2002176385403016e-07,6.285217769503257e-06,3.0711924762170393e-12,2.7461128057957316e-06,2.3589677723763694e-07,2.3545545455981142e-05,1.6617107855819427e-07,5.229475592767949e-13,1.831261055185646e-13,2.4686516479503883e-13,1.1654245665697268e-15,1.2691408862045569e-09,2.3738061403641167e-11
2.2259990643060573e-05,0.8298363925394819,0.0002444050135302637,6.934559103894667e-05,4.940063737146111e-05,0.0029827477963732577,0.0,0.0,0.0014786816159597824,3.1376063251262476e-05,0.0037605138468530604,0.00018161671964200728,8.580173104687568e-05,2.337396762431187e-13,4.71457103930225e-10,1.8451783786630208e-07,6.940881243390406e-05,0.0022270129902592656,2.3968287060983754e-07,3.1629485851465766e-10,2.3610199749612005e-10,3.44816592027443e-13,1.127184886244496e-08,5.179733227053138e-08,1.5393456819575435e-08,1.53921412647758e-07,2.0011658135976954e-12,1.53363926222741e-08,3.550904557159695e-08,1.6316370473049463e-10,7.294662568703827e-08,8.191418443187493e-12,7.638802112699527e-12,5.683820459131715e-09,3.76,0.0,0.31001158711056476,0.9918967879077113,0.0029109483833547876,0.0001616502239200885,0.4725428420991674,0.4837649677850021,0.0010275698674746042,6.810282471058602e-11,0.0014352299220246653,0.000572230378364041,0.0020353777495922677,2.2353566953019427e-08,1.3664880449442093e-08,8.200227183595977e-06,4.591375199238882e-05,0.000125661389745455,3.4269783258600887e-09,0.0005679457895764157,3.1080000466935566e-05,1.8894345970830234e-05,0.0035455052075465928,0.00324876648049229,0.00011415602296641551,1.2207858206860427e-05,0.00014398872918545838,8.081375888243276e-06,0.0010232103325707547,0.00019530592876833752,1.4490661920881097e-07,2.9886841513131526e-12,4.3875131180633193e-07,6.352324246979298e-09,0.00025427734392012753,1.8388713651287185e-08,4.5449074130286627e-13,1.69525028232382e-08,1.584844218357021e-06,1.9766068297363366e-09,1.2931111448669682e-07,1.8524273241941187e-11,2.194662333756578e-06,2.721663765907934e-07,2.523596158175872e-05,2.0611447343695724e-11,3.771765143729423e-09,3.309027082817486e-06,4.383918019085085e-09,1.2631858543607968e-07,6.456227093412465e-06,3.1530065453103344e-12,2.8324387347099914e-06,2.4103162639047854e-07,2.4466279792040325e-05,1.7224733731045676e-07,5.35211758885656e-13,1.8741746518164106e-13,2.5806461715254854e-13,1.233703789295884e-15,1.2844956147591323e-09,2.4969794054906946e-11
2.2415079508302e-05,0.8301417037337018,0.00024883298295445643,7.07086658314506e-05,5.0682265999014834e-05,0.003051903767254285,0.0,0.0,0.0015118154735983993,3.27899131779748e-05,0.0038783273534948853,0.0001871329840119613,8.79721838611562e-05,2.4819852082098716e-13,4.915589446745056e-10,1.8891718550062816e-07,7.106273137432771e-05,0.002276455775147703,2.492874020703391e-07,3.2213714983602743e-10,2.486479748044948e-10,3.6364551138377803e-13,1.155939575611906e-08,5.4586009229253473e-08,1.6076449845869103e-08,1.600722182808602e-07,2.152455983197565e-12,1.6198368345500026e-08,3.746401117210197e-08,1.713035860585814e-10,7.542427821271138e-08,8.598011999573432e-12,8.048963942249673e-12,6.002176573220833e-09,3.76,0.0,0.3079143152752289,0.9917103197954834,0.0029937532307955607,0.00016646349555327866,0.4743343457849947,0.4858020697503092,0.001027376672231828,6.832303334266098e-11,0.0014668757379218249,0.0005790137994685582,0.0020621500938613727,2.2606040729443182e-08,1.3845062498478442e-08,8.299756749725556e-06,4.721342760450621e-05,0.0001297977784941249,3.470813027179492e-09,0.0005793220583220205,3.175303609040233e-05,1.9130844798963425e-05,0.0036529948080601927,0.003312624004122065,0.00011719543651755789,1.2532537095176935e-05,0.00014773488983875705,8.256487871190644e-06,0.0010472390597830903,0.00020353384665191597,1.485951635525311e-07,3.0647510088601957e-12,4.5191619249642255e-07,6.54264437276952e-09,0.00026269273250666744,1.8779451816652258e-08,4.660573793287725e-13,1.7366021280321013e-08,1.6233524892699652e-06,2.0268420054120726e-09,1.3227704013944253e-07,1.9069671542033428e-11,2.243401743732405e-06,2.846552531706394e-07,2.6436780340840467e-05,2.1545305332517675e-11,3.815648469590039e-09,3.5129772050793207e-06,4.470143567046216e-09,1.3290730012025442e-07,6.630831598838068e-06,3.2364763242374274e-12,2.9209268524745733e-06,2.462502628441001e-07,2.5416263999775493e-05,1.7855109638758886e-07,5.476827793372462e-13,1.917810980566199e-13,2.697276481598007e-13,1.3055841730717128e-15,1.2998602710643596e-09,2.6257781688184226e-11
2.2570168373543426e-05,0.8304457448746552,0.00025330499571724947,7.209114783113112e-05,5.199218205601379e-05,0.00312227490720269,0.0,0.0,0.0015453234865059084,3.425645659319921e-05,0.003999161095219683,0.00019278456427003105,9.018317970595257e-05,2.634424619277162e-13,5.123757766093116e-10,1.9339340251582252e-07,7.274099409025151e-05,0.002326779840644173,2.592330169434703e-07,3.280518709846755e-10,2.618112377226952e-10,3.8337824409627785e-13,1.1852984208842503e-08,5.751050460315906e-08,1.6783284728457748e-08,1.6643647178026177e-07,2.314182716164138e-12,1.7102486891323207e-08,3.9510368525040585e-08,1.7978204990669507e-10,7.797435681762293e-08,9.021521172590139e-12,8.478560523993062e-12,6.336055913248449e-09,3.76,0.0,0.30582926381684855,0.9915198353333298,0.003078599326028484,0.00017138362616820433,0.47610795670116385,0.4878259797266551,0.001027179316725509,6.854023443221387e-11,0.0014992529513151941,0.0005857928676080231,0.0020891403338169673,2.2858002993911116e-08,1.4026704709366418e-08,8.399324579200577e-06,4.853607475124928e-05,0.00013403503445912098,3.5151931227308644e-09,0.0005908787309305709,3.2434391027567295e-05,1.9367737249674283e-05,0.0037630353829122805,0.003377223983227466,0.00012029560952234171,1.286368336120795e-05,0.00015155272852266895,8.433762225010326e-06,0.0010716040090910678,0.00021203703884060146,1.5235130544088558e-07,3.1422116215854985e-12,4.653867520198656e-07,6.737375012693841e-09,0.0002713503444485191,1.9174702877063474e-08,4.778359232346004e-13,1.7786800112350657e-08,1.6623342101095296e-06,2.0778066508467e-09,1.3528191751667143e-07,1.9628818032327007e-11,2.292795551934132e-06,2.976679943835056e-07,2.7687233085091485e-05,2.2517698929750116e-11,3.859500164537234e-09,3.7281634101831757e-06,4.55737268860033e-09,1.3979888386955862e-07,6.809078596072135e-06,3.321621156732942e-12,3.0116166254948648e-06,2.5155339328532704e-07,2.63961900628214e-05,1.8509146304855128e-07,5.603618462858951e-13,1.9621742939643605e-13,2.818717381094875e-13,1.3812323799329744e-15,1.3152313756388598e-09,2.7604086481393865e-11
2.2725257238784852e-05,0.8307485360095965,0.0002578206087092825,7.349310895001249e-05,5.3330811597435985e-05,0.0031938749470448316,0.0,0.0,0.0015791984095671397,3.577702460328433e-05,0.004123073864140778,0.00019857388754271598,9.243506633270892e-05,2.795069491660369e-13,5.339264470447938e-10,1.9794705831766472e-07,7.444353545696556e-05,0.002377994566724123,2.6953027585551804e-07,3.3403989879562424e-10,2.7562065850134247e-10,4.040513547116563e-13,1.215269982813265e-08,6.05765772492196e-08,1.7514441518070115e-08,1.7302059724799427e-07,2.486987454994817e-12,1.8050457680976134e-08,4.1651474222325726e-08,1.8860973664898948e-10,8.059841187113932e-08,9.462477717726661e-12,8.928373500670147e-12,6.68608560171316e-09,3.76,0.0,0.3037563442463659,0.9913252715244083,0.003165529078019074,0.00017641190472808438,0.4778636848673624,0.4898367853888763,0.00102697773569376,6.875442607450571e-11,0.0015323808411039671,0.0005925657885825194,0.00211635228051911,2.310938034157627e-08,1.4209832385165866e-08,8.498907091007986e-06,4.98816214028807e-05,0.00013837440567472848,3.5601244339578818e-09,0.0006026175381643594,3.312399703147522e-05,1.960497560347113e-05,0.0038756662195961714,0.0034425655837278415,0.0001234571574094349,1.3201361679820441e-05,0.00015544284415895554,8.613182277154977e-06,0.0010963036864664211,0.00022082161342525079,1.5617548943530313e-07,3.22107514575224e-12,4.791673861855331e-07,6.9365793171936e-09,0.0002802561898219394,1.9574412815110207e-08,4.898277641567792e-13,1.8214884393205728e-08,1.7017837169290346e-06,2.1294932675541143e-09,1.3832546121801233e-07,2.0201987256848965e-11,2.3428413366749365e-06,3.1122204091614384e-07,2.898901421359303e-05,2.352987244364077e-11,3.9033089261128e-09,3.955122422430676e-06,4.645604279023561e-09,1.4700458670773226e-07,6.991015182644142e-06,3.4084601781471148e-12,3.104547835355868e-06,2.5694171387468814e-07,2.7406758529651547e-05,1.9187789695163687e-07,5.732501217942247e-13,2.007268621433603e-13,2.945149462255599e-13,1.46082149563295e-15,1.330605431991977e-09,2.9010818714510088e-11
2.288034610402628e-05,0.8310500971618615,0.00026237935922548077,7.491461525419878e-05,5.469857720488484e-05,0.0032667176042562836,0.0,0.0,0.0016134326001357726,3.7352947356866556e-05,0.004250125054613451,0.00020450339889679288,9.472818165091479e-05,2.964286039938037e-13,5.562300235452615e-10,2.0257870334008342e-07,7.61702783670642e-05,0.0024301091795785414,2.8019000631191003e-07,3.401021356970016e-10,2.901064200520616e-10,4.2570254392243146e-13,1.2458628093388727e-08,6.379017988209817e-08,1.82703921964459e-08,1.798311840440722e-07,2.671545308650266e-12,1.9044041513364344e-08,4.3890760481108496e-08,1.977974682167844e-10,8.329799653839591e-08,9.921421775484444e-12,9.399208933639368e-12,7.0529112616793355e-09,3.76,0.0,0.30169546885396936,0.9911265650331379,0.003254585454073966,0.0001815496033221197,0.4796015392724317,0.4918345740673783,0.0010267718635237582,6.896560614762848e-11,0.0015662791371330816,0.0005993307614547416,0.0021437898833619354,2.336009916755039e-08,1.4394471757432178e-08,8.598480602583331e-06,5.124997609399541e-05,0.00014281711558239112,3.6056126863077984e-09,0.0006145401830586253,3.38217810070441e-05,1.9842511909689508e-05,0.00399092655216674,0.0035086477773855315,0.00012668068140087144,1.3545635200778525e-05,0.00015940581361559137,8.794730157022923e-06,0.0011213364070546857,0.00022989368769569095,1.6006813428284173e-07,3.30135020502112e-12,4.932624676569087e-07,7.140320093009928e-09,0.0002894163853319174,1.997852449117467e-08,5.020342122204547e-13,1.8650316692479146e-08,1.7416952368087956e-06,2.18189366814025e-09,1.4140736060955564e-07,2.0789455197295164e-11,2.3935363754866322e-06,3.2533514562991627e-07,3.0343859130261264e-05,2.45830899386661e-11,3.947063409450024e-09,4.194411810092845e-06,4.734836971243723e-09,1.5453593290767605e-07,7.176688212858026e-06,3.4970122988176846e-12,3.199760567893415e-06,2.624159096541359e-07,2.8448678350462244e-05,1.9892022024988495e-07,5.863487019107052e-13,2.0530977608141658e-13,3.0767592539139656e-13,1.5445312099594023e-15,1.3459789288971376e-09,3.0480136556432994e-11
2.3035434969267705e-05,0.8313504483285654,0.0002669807653500471,7.63557267834245e-05,5.60958974159585e-05,0.003340816578938573,0.0,0.0,0.0016480180198090077,3.8985551958078676e-05,0.004380374651260879,0.00021057556063298758,9.706285323712286e-05,3.1424523559984656e-13,5.793057856777581e-10,2.0728886822262945e-07,7.792113379897472e-05,0.0024831327411405143,2.912233067711389e-07,3.4623951028946376e-10,3.053000726609034e-10,4.4837066856234346e-13,1.277085429787794e-08,6.715746273532539e-08,1.905159970244336e-08,1.8687499008724892e-07,2.8685664305915912e-12,2.008505129401219e-08,4.623173457548352e-08,2.0735624582707155e-10,8.607466502246888e-08,1.0398901623297319e-11,9.891897738100354e-12,7.437197229023931e-09,3.76,0.0,0.2996465507131611,0.9909236522013899,0.0033458119706846396,0.0001867979760797396,0.4813215278984405,0.4938194327547992,0.001026561634268516,6.917377231970984e-11,0.0016009680240447798,0.0006060859797305806,0.0021714572318694914,2.3610085715714566e-08,1.4580649998622213e-08,8.698021345116413e-06,5.264102756664274e-05,0.00014736436164585097,3.6516635043452787e-09,0.0006266483394373667,3.452766503710678e-05,2.0080298017640487e-05,0.004108855537325243,0.0035754693416113316,0.00012996676759494854,1.3896565452515857e-05,0.00016344219054162086,8.978386802829178e-06,0.0011467002941735473,0.00023925938261842375,1.6402963173140443e-07,3.383044866018554e-12,5.07676342572812e-07,7.3486597543881394e-09,0.00029883715366370593,2.0386977662026375e-08,5.144564928245503e-13,1.909313696997599e-08,1.782062907017569e-06,2.234998972435415e-09,1.4452727972818225e-07,2.1391499011097506e-11,2.444877645847048e-06,3.4002536598542874e-07,3.175354442368366e-05,2.5678634530451112e-11,3.990752234385682e-09,4.44661052687156e-06,4.825069135563196e-09,1.624047208367787e-07,7.36614426665518e-06,3.587296187134901e-12,3.2972952017625355e-06,2.6797665392694614e-07,2.9522666702663122e-05,2.0622862769112588e-07,5.996586142080758e-13,2.0996652697519636e-13,3.213739370097026e-13,1.632547998739218e-15,1.3613483426047956e-09,3.201424577840476e-11
2.3190523834509132e-05,0.8316496094781853,0.0002716243263573363,7.781649736713392e-05,5.7523186137041e-05,0.0034161855497609967,0.0,0.0,0.0016829462368988283,4.0676160303085837e-05,0.0045138832161911524,0.00021679285154668074,9.943939783469273e-05,3.32995855827124e-13,6.031732163101445e-10,2.120780629721735e-07,7.96960009056769e-05,0.0025370741384796616,3.026415506521253e-07,3.5245297791659027e-10,3.212345928329623e-10,4.720957613667774e-13,1.3089463488692177e-08,7.068477712864989e-08,1.985851695035396e-08,1.9415894517977525e-07,3.0787974291678064e-12,2.1175352742558983e-08,4.867797815343957e-08,2.1729724758774404e-10,8.892997073356762e-08,1.089547340854132e-11,1.0407296110988383e-11,7.839626751103598e-09,3.76,0.0,0.2976095036849195,0.9907164690652673,0.0034392526834164565,0.00019215825808805505,0.4830236577456617,0.4957914481125497,0.0010263469816642597,6.937892205631719e-11,0.0016364681447567544,0.000612829632512523,0.002199358557401315,2.3859266126495173e-08,1.476839523391271e-08,8.797505478463291e-06,5.405464443726879e-05,0.00015201731396940815,3.698282406894552e-09,0.0006389436504367691,3.5241566413626305e-05,2.0318285606819818e-05,0.00422949223003838,0.0036430288593963874,0.0001333159860295146,1.4254212243899604e-05,0.0001675525041808294,9.16413196967178e-06,0.0011723932785114898,0.00024892481715868477,1.680603453277944e-07,3.4661666135515457e-12,5.224133271085967e-07,7.561660273433062e-09,0.00030852482267601234,2.0799709002932776e-08,5.270957428731606e-13,1.954338246865848e-08,1.8228807943896893e-06,2.2887996046749147e-09,1.4768485721283754e-07,2.2008396754953998e-11,2.496861826184377e-06,3.5531105575122297e-07,3.321988800033379e-05,2.6817807625437256e-11,4.0343639923946104e-09,4.71231945238436e-06,4.916298879553192e-09,1.706230224480662e-07,7.559429617798869e-06,3.679330252300952e-12,3.3971923964967435e-06,2.736246076095583e-07,3.0629448804833305e-05,2.1381369669974363e-07,6.131808152842872e-13,2.1469744569566792e-13,3.3562886598187826e-13,1.7250653073625922e-15,1.3767101389935122e-09,3.361539939190281e-11
2.334561269975056e-05,0.8319476005480133,0.0002763095231275686,7.929697443727464e-05,5.898085204023705e-05,0.0034928381698657992,0.0,0.0,0.0017182084296056865,4.242608684286814e-05,0.0046507118753850545,0.0002231577661550544,0.00010185812084456355,3.5272069308089735e-13,6.278519924565371e-10,2.169467761093623e-07,8.149476712335781e-05,0.002591942073071891,3.144563902679848e-07,3.5874352122450913e-10,3.379444443208274e-10,4.96919050476732e-13,1.3414540404701961e-08,7.437867893058386e-08,2.0691585843104843e-08,2.0169015435426603e-07,3.303022809690674e-12,2.231686507778114e-08,5.123314643799628e-08,2.276318259873434e-10,9.186546438663952e-08,1.141170086253442e-11,1.0946285950643118e-11,8.26090217107618e-09,3.76,0.0,0.29558424242195,0.9905049513724866,0.003534952175820052,0.000197631664314167,0.4847079348584706,0.4977507064772205,0.0010261278391484358,6.958105262807563e-11,0.0016728006035442624,0.0006195599056251699,0.0022274982347607864,2.4107566483582482e-08,1.4957736552384615e-08,8.896909105656419e-06,5.549067488879028e-05,0.00015677711392051536,3.74547480221512e-09,0.0006514277270377952,3.5963397673995555e-05,2.055642621616149e-05,0.004352875558705732,0.003711324719365517,0.0001367288897265373,1.4618633564078994e-05,0.00017173725816535884,9.351944238765923e-06,0.0011984130975291744,0.0002588961024509699,1.721606092000045e-07,3.5507223254980538e-12,5.374777039800696e-07,7.779383129648072e-09,0.00031848582443062866,2.121665213324417e-08,5.399530069576606e-13,2.000108760614669e-08,1.8641429148361574e-06,2.343285291752878e-09,1.5087970626307698e-07,2.26404270938474e-11,2.5494852971519715e-06,3.7121085598732223e-07,3.474474916842986e-05,2.800192810479459e-11,4.077887253344635e-09,4.992161930624855e-06,5.008524048112617e-09,1.7920318240646826e-07,7.756590201376656e-06,3.773132626785826e-12,3.4994930800521705e-06,2.7936041855469897e-07,3.1769757719012555e-05,2.2168639741572112e-07,6.269161882280738e-13,2.1950283733373775e-13,3.504612357938408e-13,1.822283735647862e-15,1.392060775658421e-09,3.528589720903483e-11
2.3500701564991985e-05,0.8322444414414891,0.000281035818576377,8.079719883803721e-05,6.046929794525056e-05,0.003570788062734936,0.0,0.0,0.0017537953898985731,4.4236636275528374e-05,0.0047909223042345945,0.00022967281389011372,0.00010431931580743012,3.734612051589713e-13,6.533619756688107e-10,2.2189547380051775e-07,8.331730829968173e-05,0.0026477450499523773,3.2667976067902294e-07,3.651121507089373e-10,3.5546564138897307e-10,5.228829786651465e-13,1.3746169412544648e-08,7.824593190491046e-08,2.15512362831131e-08,2.0947590124069116e-07,3.5420664474279926e-12,2.3511561679149007e-08,5.390096731177308e-08,2.3837150527715463e-10,9.48826920290388e-08,1.1948154995463746e-11,1.1509775267327313e-11,8.701745097112806e-09,3.76,0.0,0.29357068237302103,0.9902890346003878,0.0036329555473435787,0.00020321938853397968,0.4863743643521909,0.4996972938668523,0.0010259041398783665,6.97801611184933e-11,0.0017099869687035836,0.000626274982712545,0.0022558807836991564,2.4354912859583015e-08,1.5148704017525728e-08,8.996208287009949e-06,5.694894638906975e-05,0.00016164487275790152,3.793245983216203e-09,0.000664102146609468,3.669306664232876e-05,2.0794671272330298e-05,0.004479044299890661,0.0037803551159468194,0.00014020601371897982,1.4989885480527731e-05,0.00017599692929057807,9.541801027818173e-06,0.0012247572950658096,0.00026917933582242974,1.7633072682531744e-07,3.6367182474054152e-12,5.528737188925269e-07,8.001889258692742e-09,0.0003287266940534233,2.163773764540813e-08,5.530292334944895e-13,2.0466283864900327e-08,1.9058432529072515e-06,2.3984450625718365e-09,1.5411141462518323e-07,2.328786899562925e-11,2.6027441431670707e-06,3.877436852956091e-07,3.633002866966298e-05,2.923233145217507e-11,4.121310572071943e-09,5.286784305295398e-06,5.101742223684611e-09,1.8815781683990284e-07,7.957671580618599e-06,3.868721148482387e-12,3.604238435830588e-06,2.851847208461242e-07,3.294433414120802e-05,2.2985810266498414e-07,6.408655400517267e-13,2.2438298030247943e-13,3.658922236944674e-13,1.9244112238561783e-15,1.4073967039370186e-09,3.7028085323557034e-11
