Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413)
0.001789803795182915,0.5142683699194023,2.3162176768054387e-10,2.885510806250605e-10,5.861838842074327e-11,7.462149824577141e-08,0.0,0.0,2.141989528580225e-06,3.581687893752325e-08,2.7670864308692872e-08,2.6754552633429638e-09,5.905408011785553e-12,9.697394486553611e-32,9.560774109872936e-23,1.9324645350806662e-14,6.252238431094758e-12,1.9063795821689865e-05,2.3628466794861252e-26,3.137550159070539e-22,2.062099123736139e-24,1.0208377770241163e-27,2.530235224352084e-16,8.838016268802705e-15,1.0218765817939485e-16,3.3903060524863464e-20,9.426430276186306e-29,1.618704291478143e-18,2.704177781781417e-19,1.927243398168657e-23,1.3638429588286952e-14,1.0871671738058864e-24,7.424740504525641e-25,5.1476638940327134e-20,3.76,0.0,0.7860454193060852,0.9999410329293723,1.659126626063859e-07,1.491552473591219e-10,0.0047202004323184535,0.00473929916369542,3.7606469059119046e-05,3.3719049618218397e-15,1.9079145228023944e-05,5.30471032669219e-07,4.203825081476682e-09,1.5923065394786694e-09,3.194876866306472e-17,9.247927760621074e-10,1.993050346154661e-08,2.5350607360822808e-08,1.371202111965656e-16,1.1177930988012535e-09,2.7552026353873286e-10,9.578796823448308e-10,1.4422934628877567e-08,1.0256543295366507e-06,3.967085503489042e-13,1.4266133533109014e-14,2.975333963560845e-11,3.948432809789591e-11,2.2437427001290112e-10,8.024715542528128e-11,5.096283598217111e-12,4.896324788679643e-18,1.8072515371806694e-12,6.072081283034565e-16,3.82447414708839e-10,5.2517488822620735e-11,3.4129104784312986e-19,2.141447870561763e-15,4.528682829346153e-19,4.349341399641251e-17,4.6459098027689344e-11
0.0018144741700968571,0.5142743991159981,2.3547834382407013e-10,2.9358583544360784e-10,6.003110069101619e-11,7.684144024789187e-08,0.0,0.0,2.1778837555791893e-06,3.673199187743996e-08,2.8857800564184283e-08,2.7814531761792133e-09,6.07866635753039e-12,4.1845537400141335e-32,1.0077442862478798e-22,1.9903587237986404e-14,6.443453717696923e-12,1.9591589549295825e-05,2.5260939977551063e-26,3.2685840720913995e-22,2.2290871249622466e-24,1.0950534478435868e-27,2.5849745280890686e-16,9.361092344932958e-15,1.0644144105001056e-16,3.6845609471330625e-20,1.0216643598001918e-28,1.736024980079755e-18,2.9111476231394733e-19,2.047100260614718e-23,1.4250638092493422e-14,1.16695338644778e-24,7.894898057675859e-25,5.533354007459877e-20,3.76,0.0,0.7859802635544229,0.999940463895183,1.7200085916347778e-07,1.5580096993373833e-10,0.0047847979486317005,0.00480442605547163,3.7606447631389026e-05,3.4180085953490958e-15,1.9607534977707764e-05,5.350181169189022e-07,4.320257549747954e-09,1.6059358000388573e-09,3.2835016676824925e-17,9.327219452540707e-10,2.071105791308158e-08,2.6120589624619348e-08,1.3903074961240207e-16,1.148848691946001e-09,2.8383204959913336e-10,9.661143206096916e-10,1.5096358582509203e-08,1.0485090472775563e-06,4.070684879818624e-13,1.463899934373369e-14,3.0554271085943824e-11,4.0694805655444216e-11,2.3152820406638985e-10,8.500627748769946e-11,5.2334274537413205e-12,5.028083977223288e-18,1.8919849916342085e-12,6.356647915138509e-16,3.994686074092125e-10,5.41019804091663e-11,3.504749216697151e-19,2.1991055778747235e-15,4.735281169518358e-19,4.483266893292144e-17,4.794020182168218e-11
0.0018391445450107993,0.5142804278232269,2.3935635646899153e-10,2.9867261480053194e-10,6.146130392931489e-11,7.909859883869754e-08,0.0,0.0,2.2138958658288703e-06,3.765717987899244e-08,3.007924230816568e-08,2.8902975921589146e-09,6.25471125046488e-12,-1.1544116876185193e-32,1.0604796822284682e-22,2.0493230903888638e-14,6.637871144946897e-12,2.0126555410222e-05,2.6986153465140674e-26,3.403202239436514e-22,2.407416634577098e-24,1.1731406789706861e-27,2.640723061548369e-16,9.907448529779446e-15,1.1081911700504289e-16,4.0005101793931844e-20,1.1063954253837101e-28,1.8602030756117504e-18,3.1308791888985663e-19,2.1726781062957158e-23,1.4881583663124395e-14,1.2514252530949348e-24,8.389392701766364e-25,5.942335205962054e-20,3.76,0.0,0.7859151129657256,0.999939887451459,1.7823456355152458e-07,1.6264817562632313e-10,0.004849382849283762,0.004869547550072565,3.760642592500214e-05,3.464102061077653e-15,2.0143111833129356e-05,5.395791105312133e-07,4.438273418161695e-09,1.6196064613709624e-09,3.373333555389197e-17,9.40675384402426e-10,2.151008160636429e-08,2.6903779397303176e-08,1.409418474836336e-16,1.1803305042994182e-09,2.9228099997163893e-10,9.74374440224881e-10,1.5791383936831385e-08,1.071558881755481e-06,4.175897595830638e-13,1.5017750221496595e-14,3.1368480624251965e-11,4.192567640796469e-11,2.3883403285245144e-10,9.002648449863358e-11,5.37284413448451e-12,5.162026446804887e-18,1.9794475148910308e-12,6.650375641989769e-16,4.170283501936747e-10,5.571260111655232e-11,3.598109570339164e-19,2.257718299750196e-15,4.948937647539969e-19,4.619453648961709e-17,4.9452744937415924e-11
0.0018638149199247415,0.5142864560412389,2.4325591158383475e-10,3.0381221470883744e-10,6.290905497054036e-11,8.139319054931067e-08,0.0,0.0,2.250025857604529e-06,3.859244058619417e-08,3.133575067748416e-08,3.002035809302193e-09,6.433592627006786e-12,1.314530825218716e-31,1.0934182068717312e-22,2.109497115301646e-14,6.835504319419319e-12,2.066869213181455e-05,2.851265229697224e-26,3.541452263385377e-22,2.5976960445144726e-24,1.2467988628658227e-27,2.6976288576476376e-16,1.0477790506651248e-14,1.153224340756574e-16,4.339337395351419e-20,1.1961984400610147e-28,1.991537357889533e-18,3.3639760672092957e-19,2.3041631859607544e-23,1.55315864195415e-14,1.3403649001392425e-24,8.906028914763976e-25,6.37567430735024e-20,3.76,0.0,0.7858499675373749,0.9999393035980741,1.84615558250875e-07,1.697002011412746e-10,0.004913955135374374,0.004934663647913392,3.7606403939953845e-05,3.5101853592719374e-15,2.0685874736521975e-05,5.441552717858585e-07,4.557872403606819e-09,1.6333222993816891e-09,3.464372313612295e-17,9.486552882583733e-10,2.2327716706399947e-08,2.7700331566534545e-08,1.4285350517076475e-16,1.2122386893269516e-09,3.0086767830155994e-10,9.82662329519133e-10,1.6508382084427437e-08,1.094804448541034e-06,4.2827102584142215e-13,1.540231721614932e-14,3.219610544156677e-11,4.3177013581832756e-11,2.4629384350290215e-10,9.53193008761763e-11,5.514563621401626e-12,5.298179934955618e-18,2.069686217813693e-12,6.953422520485848e-16,4.351380147776841e-10,5.7349458869481064e-11,3.6930102899570873e-19,2.317297631032675e-15,5.169184357869451e-19,4.758012480211039e-17,5.099725491001843e-11
0.0018884852948386837,0.5142924837701853,2.471771179668116e-10,3.0900530153457255e-10,6.43744943351173e-11,8.37254329312845e-08,0.0,0.0,2.2862737765699598e-06,3.9537774429548805e-08,3.2627889996763895e-08,3.1167156894420117e-09,6.615503240263504e-12,1.1315598948202567e-31,1.1468041797108584e-22,2.171207140171626e-14,7.03636731296154e-12,2.121799844689626e-05,3.035286041024129e-26,3.6833817162423325e-22,2.8006071505474733e-24,1.3324925744441226e-27,2.7559849428404607e-16,1.1072835893581652e-14,1.1995426879793723e-16,4.70257671143019e-20,1.292957723807563e-28,2.130366837433377e-18,3.611062218325115e-19,2.4417596637149934e-23,1.6200970653143986e-14,1.4348283330577752e-24,9.448129618476697e-25,6.834515941634335e-20,3.76,0.0,0.7857848272667417,0.9999387123348402,1.9114563344091956e-07,1.7696039704513585e-10,0.00497851480799964,0.004999774349408738,3.760638167623655e-05,3.5562584901901315e-15,2.1235822638864796e-05,5.487478073385866e-07,4.6790542230082694e-09,1.6470869330283634e-09,3.5566177265484585e-17,9.566637615331887e-10,2.3164104047938063e-08,2.851040575394208e-08,1.4476572304952893e-16,1.2445734076081598e-09,3.09592678954502e-10,9.909801798416146e-10,1.7247724525287404e-08,1.1182464160844917e-06,4.3912392749940573e-13,1.579288469357645e-14,3.30373182950198e-11,4.4448932097777385e-11,2.539099884603429e-10,1.008966019451608e-10,5.658599049511766e-12,5.436559870882657e-18,2.162748212366408e-12,7.265946624734999e-16,4.5380913628842994e-10,5.901266492010282e-11,3.7894636886800185e-19,2.3778522917422507e-15,5.397040911878692e-19,4.898974273643281e-17,5.25740134976203e-11
0.001913155669752626,0.5142985110102173,2.511200879508282e-10,3.1425247144417294e-10,6.585766117849628e-11,8.609554459027446e-08,0.0,0.0,2.3226397142334718e-06,4.0493184590121326e-08,3.395622845139028e-08,3.2343856650776223e-09,6.8002100544612906e-12,4.933377610001737e-32,1.206659657273184e-22,2.2339252189216582e-14,7.240474035947887e-12,2.1774473093872724e-05,3.2392558810767304e-26,3.829038142935365e-22,3.0168341493447085e-24,1.4247257219296243e-27,2.815284040926661e-16,1.16933143092976e-14,1.2471691958312586e-16,5.091762612139171e-20,1.396861444671546e-28,2.2770236264441633e-18,3.8727823937046246e-19,2.585676717532848e-23,1.689006059546183e-14,1.534746037055733e-24,1.001800761745955e-24,7.320024096448355e-20,3.76,0.0,0.7857196921511869,0.9999381136615075,1.9782658713183094e-07,1.844321279862759e-10,0.005043061868251821,0.005064879654972687,3.760635913384117e-05,3.602321454091348e-15,2.1792954499869403e-05,5.533578743371697e-07,4.801818593317249e-09,1.6609038339339112e-09,3.6500695784135745e-17,9.647028226696962e-10,2.4019383206088805e-08,2.9334166281102098e-08,1.466785015107331e-16,1.277334826787126e-09,3.18456601121631e-10,9.993300931063408e-10,1.8009782972101866e-08,1.1418855035690065e-06,4.501442663549947e-13,1.6189602025884515e-14,3.3892301592512764e-11,4.5741533544980594e-11,2.616846958190309e-10,1.0677061987494265e-10,5.8049895253400795e-12,5.577202363534895e-18,2.25868062907863e-12,7.58810608172043e-16,4.730534113968982e-10,6.070233150280409e-11,3.8874941105914356e-19,2.4393965833314574e-15,5.632741325026303e-19,5.0421782369972033e-17,5.418355709545652e-11
0.001937826044666568,0.5143045377614863,2.550849258625225e-10,3.1955440348621866e-10,6.735859614413305e-11,8.850374517260991e-08,0.0,0.0,2.3591238052080167e-06,4.145867696419399e-08,3.5321337442377966e-08,3.3550947532719354e-09,6.987713089341303e-12,2.1746328772157713e-31,1.2397021911692127e-22,2.2977053383332774e-14,7.447838156742706e-12,2.2338114816692736e-05,3.417251427402454e-26,3.9784690560721227e-22,3.247017658740542e-24,1.5100732707647713e-27,2.875598780008439e-16,1.2339967440723578e-14,1.2961201838581574e-16,5.508046299941075e-20,1.5068101984643348e-28,2.4318058200214625e-18,4.149802537638628e-19,2.7361131340650916e-23,1.759918183191448e-14,1.6396582913960883e-24,1.0612758441660088e-24,7.833338586478186e-20,3.76,0.0,0.785654562188061,0.9999375075777686,2.0466022512590714e-07,1.9211877261948995e-10,0.005107596317219355,0.00512997956501876,3.7606336312756444e-05,3.648374251232967e-15,2.235726928809251e-05,5.579865823124717e-07,4.9261652314879794e-09,1.6747763312797e-09,3.7447276534448396e-17,9.72774407039695e-10,2.489369256333469e-08,3.017178214997466e-08,1.485918409602156e-16,1.3105231215491176e-09,3.274600241829568e-10,1.0077140884087486e-09,1.879492930623183e-08,1.1657224788470718e-06,4.613274980309053e-13,1.6592376199032954e-14,3.47611953956957e-11,4.705488813560085e-11,2.696201698679034e-10,1.1295394777676145e-10,5.953770621656073e-12,5.720139650323384e-18,2.357530630404045e-12,7.920059120517929e-16,4.928827068379252e-10,6.241856988811306e-11,3.987122959065327e-19,2.5019434531265385e-15,5.875612283008555e-19,5.187734308638164e-17,5.5826497155655374e-11
0.0019624964195805103,0.5143105640241451,2.5907174390631284e-10,3.249116898569198e-10,6.887749019583293e-11,9.095025541161823e-08,0.0,0.0,2.3957262247993476e-06,4.243426014244421e-08,3.6723791513295595e-08,3.4788926006703974e-09,7.178498074258465e-12,1.4158988659794587e-31,1.3058296191176628e-22,2.3635142088543434e-14,7.658474409494234e-12,2.2908922365075856e-05,3.637882966611509e-26,4.131721935237974e-22,3.491973645130717e-24,1.6133732888147322e-27,2.937837997958489e-16,1.3013549135887653e-14,1.346424579755771e-16,5.953447911748803e-20,1.6249940613693027e-28,2.595112660315698e-18,4.442810269162459e-19,2.89327825328783e-23,1.8328665545452303e-14,1.7510729012746725e-24,1.1236310961909033e-24,8.375756607681924e-20,3.76,0.0,0.7855894373747055,0.9999368940832581,2.116483610256208e-07,2.000237239789046e-10,0.005172118155986119,0.0051950740799599215,3.7606313212967815e-05,3.694416881862871e-15,2.292876598108169e-05,5.626349950678197e-07,5.052093854525898e-09,1.6887076143543658e-09,3.840591735907265e-17,9.80880370218674e-10,2.5787169375504306e-08,3.1023427019193296e-08,1.5050574181880479e-16,1.3441384735908449e-09,3.366035483321975e-10,1.0161341006333647e-09,1.9603535806817357e-08,1.1897581563907902e-06,4.726928883802682e-13,1.7001283845848702e-14,3.564417563931801e-11,4.8389103751725604e-11,2.7771906527475406e-10,1.1945954687336516e-10,6.104947927585692e-12,5.865381414470049e-18,2.4593454211848187e-12,8.261964131287487e-16,5.133090690632946e-10,6.416149361788199e-11,4.0883593925603343e-19,2.56550066844927e-15,6.126475544223175e-19,5.3358788223545055e-17,5.7503111546977925e-11
0.0019871667944944527,0.5143165897983465,2.630806518813472e-10,3.303250873425198e-10,7.04143592111101e-11,9.343529707232785e-08,0.0,0.0,2.4324471883027904e-06,4.3419945366792186e-08,3.8164169631963177e-08,3.605829423410819e-09,7.372034526441942e-12,5.575694902111866e-32,1.3761982036181142e-22,2.4301537239775297e-14,7.87239728562507e-12,2.3486894494043097e-05,3.8822032039034573e-26,4.28884423840148e-22,3.7524917389497235e-24,1.7228272529479714e-27,3.0008443790454915e-16,1.3714825462123716e-14,1.3981078028505243e-16,6.429833910735591e-20,1.7518157743973487e-28,2.7673177884897597e-18,4.752515439055149e-19,3.057402063113459e-23,1.9078841667825957e-14,1.868616931129073e-24,1.1891034208588087e-24,8.948572671794913e-20,3.76,0.0,0.7855243177084508,0.9999362731775571,2.1879281719513468e-07,2.0815038950147435e-10,0.005236627385632159,0.005260163200208577,3.76062898344601e-05,3.740449346232485e-15,2.3507443565323923e-05,5.673041340166507e-07,5.179604179458463e-09,1.702700747099762e-09,3.9376616100686445e-17,9.890224939696328e-10,2.6699949835558382e-08,3.188927918690881e-08,1.5242020452221277e-16,1.3781810715881058e-09,3.458878069775029e-10,1.0245919845780969e-09,2.043597466264202e-08,1.213993395375509e-06,4.842300270931107e-13,1.741658417294485e-14,3.654142589531525e-11,4.9744298485805656e-11,2.859836093634068e-10,1.2630075157720014e-10,6.258566259458573e-12,6.012968167558761e-18,2.5641722037878252e-12,8.61397947139085e-16,5.34344723584268e-10,6.593121983063501e-11,4.191230204321626e-19,2.630083123864767e-15,6.385852127232127e-19,5.4862169018483266e-17,5.921397545055314e-11
0.002011837169408395,0.5143226150842434,2.6711175242872647e-10,3.357952309772057e-10,7.196927889361042e-11,9.595909291740564e-08,0.0,0.0,2.4692869473492423e-06,4.441574649323022e-08,3.9643053390003066e-08,3.735956014889107e-09,7.568539268718989e-12,8.620880247449153e-32,1.4319883829068148e-22,2.4981583485836454e-14,8.089620926622878e-12,2.4072029963793243e-05,4.1136058773237446e-26,4.449883386402435e-22,4.0293211596956964e-24,1.830920369937161e-27,3.0651550696598073e-16,1.4444574786700534e-14,1.4511866258021e-16,6.938734935775646e-20,1.8862547421060422e-28,2.9487639124395594e-18,5.079650518670839e-19,3.228695120678693e-23,1.985004248282043e-14,1.992160592313727e-24,1.2574121178018737e-24,9.553064505236125e-20,3.76,0.0,0.7854592031866148,0.999935644860192,2.2609542495266628e-07,2.165021912515816e-10,0.005301124007233909,0.005325246926176551,3.7606266177215555e-05,3.786471644589761e-15,2.4093301036182227e-05,5.719949806369506e-07,5.308695923319866e-09,1.7167586735167388e-09,4.0359370602271636e-17,9.972024903371213e-10,2.7632169141684366e-08,3.276952156983653e-08,1.5433522952101052e-16,1.4126511111722788e-09,3.553133913151471e-10,1.033089527360929e-09,2.1292617856522993e-08,1.2384290977660336e-06,4.959395248751799e-13,1.78381667453171e-14,3.7453091401049955e-11,5.11205403470444e-11,2.9441599272419333e-10,1.3349127511015044e-10,6.414656519535681e-12,6.162928705187253e-18,2.672058148816724e-12,8.976263400558859e-16,5.560020641564533e-10,6.772786298291492e-11,4.2957549912485713e-19,2.695703374229577e-15,6.653118415494474e-19,5.639019515711253e-17,6.095964164415662e-11
0.0020365075443223375,0.5143286398819901,2.7116516209620105e-10,3.413226033360685e-10,7.354236759890822e-11,9.852186679740885e-08,0.0,0.0,2.5062457892539775e-06,4.542167997122628e-08,4.1161028180441334e-08,3.86932377146989e-09,7.768133638618872e-12,9.802976293097025e-32,1.4937923122983185e-22,2.567736059279287e-14,8.31016020621971e-12,2.4664327540225594e-05,4.360253367758304e-26,4.614886771781068e-22,4.323331714830804e-24,1.9466646336751846e-27,3.130959536472389e-16,1.5203587855890472e-14,1.5056873471020448e-16,7.482120699537111e-20,2.0295312424491266e-28,3.1398585526974076e-18,5.42497098325694e-19,3.407380940266817e-23,2.0642603995154377e-14,2.122406870159579e-24,1.328841474394457e-24,1.0190613151852537e-19,3.76,0.0,0.7853940938065057,0.9999350091306395,2.3355802411751485e-07,2.25082566025953e-10,0.005365608021863039,0.005390325258275099,3.760624224121426e-05,3.832483777176573e-15,2.468633739798053e-05,5.767084767710813e-07,5.4393688031712285e-09,1.7308842173777408e-09,4.135417870691743e-17,1.0054220022747411e-09,2.8583961551058374e-08,3.366434169059092e-08,1.562508172805832e-16,1.4475487949145451e-09,3.648809242790541e-10,1.0416284432393132e-09,2.217383768755648e-08,1.2630662068753923e-06,5.078284062471548e-13,1.8266094233928494e-14,3.837934266013427e-11,5.251793470365765e-11,3.0301871206697985e-10,1.41045213586361e-10,6.573240177533363e-12,6.315284974195782e-18,2.7830504525865625e-12,9.348974272719832e-16,5.782936611486529e-10,6.955154043684518e-11,4.401949784127304e-19,2.7623719733957216e-15,6.92864512778737e-19,5.79432135477296e-17,6.274054162516133e-11
0.00206117791923628,0.5143346641917406,2.7524098225831127e-10,3.4690793676168e-10,7.513371398783316e-11,1.0112384357677336e-07,0.0,0.0,2.5433240354390298e-06,4.6437764804423715e-08,4.2718683152674044e-08,4.005984684176442e-09,7.97064420457207e-12,7.287161761576429e-32,1.562789821471054e-22,2.63844258578683e-14,8.534029729388254e-12,2.526378599443066e-05,4.63034799613085e-26,4.783901760166225e-22,4.635327861711799e-24,2.0701820091792953e-27,3.1978179259161438e-16,1.5992667856297373e-14,1.5616380515268197e-16,8.061726736505427e-20,2.182884958024613e-28,3.3409627051777263e-18,5.789255937572281e-19,3.5936984258143935e-23,2.1456863825960962e-14,2.2596432560618245e-24,1.4034784974075735e-24,1.0862580150052984e-19,3.76,0.0,0.7853289895654202,0.9999343659883252,2.411824635883754e-07,2.338949652894311e-10,0.005430079430587187,0.0054553981969148865,3.760621802643471e-05,3.8784857442331535e-15,2.52865516639951e-05,5.814455270674392e-07,5.571622536102252e-09,1.7450800909536312e-09,4.236103825783836e-17,1.0136826078892876e-09,2.9555460435362712e-08,3.457393166225863e-08,1.581669682810729e-16,1.4828743322989753e-09,3.745910515231941e-10,1.0502103771628674e-09,2.3080006259965854e-08,1.2879057057908127e-06,5.198971091948463e-13,1.8700557887179416e-14,3.932035889049517e-11,5.393660186268279e-11,3.1179416521076537e-10,1.4897705373169642e-10,6.73434699307771e-12,6.470065591316441e-18,2.897196304646204e-12,9.732270407863977e-16,6.012322587791008e-10,7.140237245847749e-11,4.50983452766383e-19,2.830100944863035e-15,7.213100822820822e-19,5.951942623414048e-17,6.45571391879595e-11
0.0020858482941502224,0.5143406880136497,2.7933933612966203e-10,3.5255153041383973e-10,7.674339032913659e-11,1.037652492655019e-07,0.0,0.0,2.5805220394136787e-06,4.746402251896216e-08,4.43166111528691e-08,4.145991375165831e-09,8.176182151239437e-12,1.0015165472083483e-31,1.624400562452622e-22,2.7105560963926443e-14,8.761244349625311e-12,2.5870404103556063e-05,4.89966144629372e-26,4.956975683399961e-22,4.966159172342786e-24,2.195677997411222e-27,3.26601444127275e-16,1.6812630506489848e-14,1.6190582135314604e-16,8.679321361293996e-20,2.345642717813789e-28,3.5524570656011255e-18,6.173308348184166e-19,3.7878767643906043e-23,2.2293160859398747e-14,2.403843996193058e-24,1.4812913346835767e-24,1.157037320171814e-19,3.76,0.0,0.7852638904606447,0.9999337154326269,2.489706010194891e-07,2.429428555388413e-10,0.005494538234468561,0.005520465742505998,3.760619353285357e-05,3.9244775459970995e-15,2.5893942856646505e-05,5.862069998738142e-07,5.705456839218851e-09,1.759348898079329e-09,4.3379947098482204e-17,1.021985821978337e-09,3.054679834779874e-08,3.54984881792243e-08,1.6008368301731302e-16,1.5186279397142981e-09,3.8444439242987327e-10,1.0588369102675616e-09,2.4011496347244212e-08,1.3129486156060758e-06,5.321455848394595e-13,1.9141562387347057e-14,4.0276314790165334e-11,5.537662317119592e-11,3.2074490974610593e-10,1.5730167589759734e-10,6.8980119678877035e-12,6.627303388419646e-18,3.0145429442604933e-12,1.0126310303884192e-15,6.248307927797083e-10,7.328047784349465e-11,4.619431677162115e-19,2.8989043895448547e-15,7.506302573349929e-19,6.112045459000165e-17,6.641003179546205e-11
0.0021105186690641648,0.5143467113478731,2.8346030668686977e-10,3.582546875093443e-10,7.837152894604095e-11,1.0644631077687914e-07,0.0,0.0,2.617840184406726e-06,4.85004771346696e-08,4.595540783658536e-08,4.289397034783398e-09,8.384871830044688e-12,1.2018850082687596e-31,1.6916873035238882e-22,2.784322418108064e-14,8.991819760345128e-12,2.6484180648657314e-05,5.186457459788683e-26,5.134155844568339e-22,5.3168351156661466e-24,2.3296556131736522e-27,3.3357839683041943e-16,1.7664304148626742e-14,1.6779729794450998e-16,9.337349055023374e-20,2.51864905414431e-28,3.774807497211326e-18,6.577955824501271e-19,3.9901538367707725e-23,2.3151837291219267e-14,2.555589018609712e-24,1.5627051453804174e-24,1.2315532428866086e-19,3.76,0.0,0.7851987964894512,0.9999330574628759,2.569243045110064e-07,2.5222971862183475e-10,0.0055589844345671794,0.005585527895457916,3.760616876044552e-05,3.970459182702489e-15,2.650851000723694e-05,5.90993732046333e-07,5.840871429659754e-09,1.7736931473092603e-09,4.4410903072536486e-17,1.030333104356327e-09,3.155810707496993e-08,3.64382124989033e-08,1.6200096199890283e-16,1.554809840435663e-09,3.9444158625138263e-10,1.0675095664963275e-09,2.4968679241141516e-08,1.3381959939208702e-06,5.445789080293904e-13,1.9589126679789113e-14,4.124735864964384e-11,5.683810019842069e-11,3.298730381625868e-10,1.6603436315292893e-10,7.0642573600041846e-12,6.787020311484005e-18,3.1351375044768457e-12,1.0531252077349481e-15,6.491023607614763e-10,7.518597779004482e-11,4.730756846522914e-19,2.968792443921238e-15,7.808266632095757e-19,6.274709090273067e-17,6.82996321585393e-11
0.002135189043978107,0.5143527341945665,2.876040408940518e-10,3.6401710834650333e-10,8.001820341740629e-11,1.0916725623471296e-07,0.0,0.0,2.6552788836654278e-06,4.954715512558936e-08,4.763567373950292e-08,4.436255520083543e-09,8.596576282408658e-12,1.1121235408997316e-31,1.7651250247958454e-22,2.859371176118486e-14,9.225771184280733e-12,2.710511441784102e-05,5.494487247193827e-26,5.315489518519009e-22,5.68832989378573e-24,2.4716473274577837e-27,3.4067557952716383e-16,1.854852981086975e-14,1.738410733759796e-16,1.0038097442901146e-19,2.7033038891359362e-28,4.008449273173904e-18,7.004051056833104e-19,4.200780758344096e-23,2.4033237468744028e-14,2.7151750150631932e-24,1.6477011778164564e-24,1.3099597162889186e-19,3.76,0.0,0.7851337076491026,0.9999323920783569,2.6504545097673367e-07,2.6175905186326077e-10,0.005623418031935677,0.00565058465617953,3.7606143709183766e-05,4.0164306545786405e-15,2.7130252156293783e-05,5.958065266250377e-07,5.97786602459133e-09,1.7881152455107677e-09,4.545390402383164e-17,1.0387258560202684e-09,3.258951769882658e-08,3.739331044940571e-08,1.639188057500531e-16,1.5914202646260208e-09,4.045832932334703e-10,1.0762298081584769e-09,2.595192790231449e-08,1.3636489334796922e-06,5.571984682900055e-13,2.00434147757889e-14,4.223370246990404e-11,5.832115146740512e-11,3.3918136814283313e-10,1.7519080235971552e-10,7.233117296713074e-12,6.949249395650223e-18,3.259027196748749e-12,1.0947254148475412e-15,6.740602592326506e-10,7.711899535926677e-11,4.843833184632779e-19,3.0397792689189284e-15,8.119679816331485e-19,6.439774135106934e-17,7.022647636382414e-11
0.002157392381400655,0.5143581543398819,2.9135293476415114e-10,3.6925464771214977e-10,8.151614011213726e-11,1.1165039739768975e-07,0.0,0.0,2.6890771523324133e-06,5.0497930322914117e-08,4.918386842785245e-08,4.571425392973842e-09,8.78976312935395e-12,1.173268628781565e-31,1.831095947276523e-22,2.9281929254211445e-14,9.439226566924076e-12,2.7670073239379785e-05,5.781678410196193e-26,5.482280126007182e-22,6.0412938618959096e-24,2.6045466361969617e-27,3.4718435636512326e-16,1.9372871282670153e-14,1.7941251369573325e-16,1.0707175784432647e-19,2.8792528052128593e-28,4.228740471481577e-18,7.406601911485985e-19,4.397687797891858e-23,2.4846212304227307e-14,2.8656492876794815e-24,1.727282635254896e-24,1.3839818294382916e-19,3.76,0.0,0.7850751320773885,0.999931786892034,2.724992062209831e-07,2.7054566803167483e-10,0.005681397495099625,0.005709131130809477,3.76061209246046e-05,4.057796288525936e-15,2.7695953929231818e-05,6.001609614254415e-07,6.1025118301263216e-09,1.8011636021896496e-09,4.640290155365585e-17,1.046319318820259e-09,3.3535082146465366e-08,3.8266217187819424e-08,1.6564534845024332e-16,1.6247362302465896e-09,4.138349237480003e-10,1.08411987045337e-09,2.6859445727920073e-08,1.3867332668430379e-06,5.687160281856455e-13,2.0458052446267212e-14,4.313462776437279e-11,5.967442095502207e-11,3.4771499274990133e-10,1.8380723554185753e-10,7.38735247320779e-12,7.097427821917029e-18,3.373384296507705e-12,1.133124353798759e-15,6.971203348459356e-10,7.888234105813352e-11,4.947115880594841e-19,3.1046173833677498e-15,8.407967480305999e-19,6.590490113570701e-17,7.199294457309087e-11
