Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511)
3.0956147961284215e-07,0.5957219738925172,1.3384426202452208e-11,9.675398103221177e-13,1.0419473024337524e-12,1.3821769521691347e-12,0.0,0.0,7.85215880200554e-09,2.1706558967023219e-13,1.1292507686455446e-13,3.241170893761285e-12,6.215994861786572e-16,3.262928376254648e-29,9.113322996922166e-21,1.0612016549912378e-13,1.5081427691322822e-09,2.673989140804227e-10,1.2313374121648434e-24,4.0609083984288557e-25,7.58910197779236e-21,1.6019589694730165e-26,1.0263060653330913e-13,4.549082984434357e-20,1.2469078593165074e-14,3.1119472768566246e-26,6.3373303639475e-29,2.6974653098748666e-20,2.4221196740881905e-18,8.660802939399501e-20,6.589962572561474e-17,2.411795794305634e-27,4.4205870724003765e-28,9.821200978186207e-26,3.76,0.0,0.673950594517338,0.9998164676084262,7.176256240368457e-13,2.8076610076631743e-11,7.214842350123292e-05,7.214870392479226e-05,0.0001835242472059077,5.638208584879708e-16,2.664981150662182e-10,7.812556417048599e-09,4.692712633488981e-12,3.003092457353448e-12,1.7988674855318976e-19,3.6229279015543096e-11,7.547573116173935e-14,6.339864934853468e-16,1.1153357389655883e-12,1.0045854212740547e-19,5.158367753587168e-16,3.275361751070587e-12,2.449430119724744e-11,3.9522410744779904e-12,8.364882912953153e-12,1.3143601282849181e-14,2.630218102053923e-16,1.0157713353286828e-14,7.382359817856692e-15,5.608859478125031e-17,1.0393552194000833e-16,5.858319465162749e-12,5.5492555355638105e-22,3.972219513123641e-17,2.1200264782877224e-19,9.371661137163981e-19,3.645691761368488e-14,5.933300696596045e-23,5.2913525802193844e-15,1.0186678181908235e-20,3.4015563267474766e-22,2.2337130254854464e-24,2.8052187117000177e-13,2.859706179937104e-15,1.0402003768945735e-19,1.3919871964549335e-24,1.8038679038144464e-21,1.42203443466332e-19,1.32682996640307e-14,2.1850055176398407e-19,2.016366759364139e-20,4.9559916902044254e-26,1.4688720309209919e-21,4.073726884509901e-14,1.044015010111889e-18,9.473669739045399e-22,3.95539981752269e-18,4.0045739842565625e-19,2.227150715173647e-21,1.052016225425183e-33,3.376340495505966e-22,9.210399227842334e-28,1.4070157940527252e-19,3.298495176567809e-23,1.8509918703704997e-22,1.1767637248331747e-38,3.895454153535635e-12,3.5326092628963034e-20,6.164529053470783e-22,1.517840538017378e-09,1.0140915469882045e-17,7.002874473416162e-22,3.9725340625546494e-22,6.78898627801125e-17,1.1876355335267585e-25,1.6986478775331597e-11
3.33508053785535e-07,0.5957225857153838,1.5083280085563984e-11,1.1530875002009662e-12,1.193710701109812e-12,1.6612406440063582e-12,0.0,0.0,8.459822247388452e-09,2.519025967182699e-13,1.223515879570975e-13,3.5076630941234837e-12,7.603182460669763e-16,3.475835928302567e-29,9.680489902068492e-21,1.0612048355044712e-13,1.6224239351290661e-09,3.1036351252094487e-10,1.7505982367610437e-24,5.20804186153424e-25,1.0022358589471363e-20,1.657767231822647e-26,1.026285381992545e-13,5.480510058858433e-20,1.3530765357414316e-14,4.0840069631059576e-26,7.83521600743366e-29,3.5000618808136164e-20,3.0221612915345293e-18,1.0630323540823082e-19,7.229152179241766e-17,3.1193504076578025e-27,6.228547100939639e-28,1.3965475835109519e-25,3.76,0.0,0.6739450129400416,0.9998164669553382,8.830319261371826e-13,3.255644655047511e-11,7.772922398996273e-05,7.772954937187395e-05,0.00018352424706766286,6.074742936118102e-16,3.093225823854836e-10,8.416548179989722e-09,5.446803551580116e-12,3.2418672107435383e-12,2.222604452357573e-19,3.949919101251456e-11,8.770097227926302e-14,7.918087260641046e-16,1.2946459141846458e-12,1.0851334974278864e-19,5.561261561366563e-16,3.696571241337329e-12,2.8126787986016287e-11,4.612602524660983e-12,9.975786085231858e-12,1.476102614483097e-14,3.1344036574547193e-16,1.2341240061460718e-14,8.471059091546124e-15,7.594402667115746e-17,1.3005660955525534e-16,6.496567856018921e-12,6.864228459071499e-22,4.969981708511232e-17,2.5323731430547695e-19,1.2831745428552425e-18,4.150174261367324e-14,7.295369687827398e-23,5.291486180271498e-15,1.1578078682045103e-20,4.73783504154741e-22,2.9823516439953387e-24,3.0721585534867485e-13,3.3997563698269643e-15,1.4296540330608022e-19,1.9117368582982522e-24,2.4716084275021e-21,1.7475747135725254e-19,1.431272034335012e-14,2.8140979928782676e-19,2.7547993790346456e-20,6.772930222894839e-26,2.154790173260505e-21,5.116683415385089e-14,1.346167083183359e-18,1.2273778180866069e-21,3.9889582504996225e-18,4.028395335471932e-19,2.993086694203643e-21,1.4194419994730974e-33,4.287663383957366e-22,1.2488064258483602e-27,1.9057477192026623e-19,4.1485291992164974e-23,2.1936764945881447e-22,1.6010672147290345e-38,4.541927733418859e-12,4.3458759508729704e-20,8.1853207167817225e-22,1.6345498716895352e-09,1.1997835244435045e-17,7.0032409655326145e-22,5.39080887917615e-22,8.453481530144973e-17,1.4331278258970105e-25,1.8813667141292156e-11
3.574546279582279e-07,0.5957231975332098,1.6873033563647673e-11,1.3592618850990248e-12,1.3548417061609164e-12,1.973866692684101e-12,0.0,0.0,9.067536346210159e-09,2.893244485986901e-13,1.318212660659663e-13,3.774185192633788e-12,9.16253488435448e-16,3.6888468519514594e-29,1.0246114114836304e-20,1.0609792276874492e-13,1.736367938259027e-09,3.565271992481542e-10,2.4277375807228146e-24,6.556540218744972e-25,1.2996829952988754e-20,1.7260308242854948e-26,1.0262321822878607e-13,6.5077398391524e-20,1.458942889039258e-14,5.289799078645571e-26,9.577344525518335e-29,4.4661361058881777e-20,3.7128362084299766e-18,1.2849094278416433e-19,7.866826953081827e-17,3.965970686456259e-27,8.55942696741764e-28,1.9360652288453672e-25,3.76,0.0,0.6739394314084979,0.9998164662989629,1.0713924312655603e-12,3.73628433073411e-11,8.330997498535371e-05,8.331034865588399e-05,0.00018352424692493974,6.511272516869186e-16,3.553362112957897e-10,9.02059455610384e-09,6.257053030007499e-12,3.4806639146864404e-12,2.7041553540811924e-19,4.2772541096669766e-11,1.0085814500831378e-13,9.738825627623135e-16,1.487321949161491e-12,1.1661237568678587e-19,5.964161468903745e-16,4.131274663344787e-12,3.195873589987582e-11,5.326231021782696e-12,1.1743584546700043e-11,1.6426216952876727e-14,3.681273845720209e-16,1.477526966319977e-14,9.629563965208243e-15,1.0077198592861453e-16,1.5979980704775961e-16,7.161299426503759e-12,8.350119671420459e-22,6.120741303346465e-17,2.9905607458673914e-19,1.720804934632399e-18,4.6728316802404694e-14,8.827999046939903e-23,5.2904365648633976e-15,1.305784552479585e-20,6.441879213337961e-22,3.9263700776699255e-24,3.3394062771247386e-13,3.98386640655583e-15,1.9219898152815528e-19,2.5684679710310424e-24,3.311330449257285e-21,2.1120753085424683e-19,1.5363577753948433e-14,3.5575210120163317e-19,3.6872599671199847e-20,9.067753096685052e-26,3.0816885388031906e-21,6.325884058782472e-14,1.7037782010398126e-18,1.5598239687551507e-21,4.014442524912667e-18,4.046177501713831e-19,3.941214498524498e-21,1.8847431335460817e-33,5.352551402571267e-22,1.6578322742415917e-27,2.527644861419686e-19,5.135512251457302e-23,2.570064067867412e-22,2.152819008413817e-38,5.239592139756286e-12,5.257332361397332e-20,1.0646074897781689e-21,1.7512152808539965e-09,1.4064406607294458e-17,7.001139780835149e-22,7.16701629733712e-22,1.0367736948418426e-16,1.7036296391150168e-25,2.06572607206847e-11
3.814012021309208e-07,0.5957238093459954,1.8752446334022795e-11,1.5869620618959894e-12,1.5252569430524848e-12,2.321792150622725e-12,0.0,0.0,9.675303292887206e-09,3.2932987315612985e-13,1.4133735214860012e-13,4.0406984204111055e-12,1.0900367512997375e-15,3.9018724963685814e-29,1.0810166311755333e-20,1.0608594844822789e-13,1.849975785506757e-09,4.058899084880119e-10,3.2947911268503945e-24,8.123020531676786e-25,1.658746466438238e-20,1.8083960144654922e-26,1.0262088308340161e-13,7.632787653753383e-20,1.5645075961408396e-14,6.774920862055187e-26,1.159058437035741e-28,5.614801806063892e-20,4.500223614964036e-18,1.532530304544238e-19,8.502913759255883e-17,4.966885046249816e-27,1.150990397889036e-27,2.625486568239066e-25,3.76,0.0,0.6739338499227044,0.9998164656392795,1.2840747399302557e-12,4.2494833664010214e-11,8.889067648915407e-05,8.889110177720617e-05,0.00018352424679841231,6.947797346610487e-16,4.0453897017212103e-10,9.624704086228755e-09,7.1234606530425565e-12,3.719481291800216e-12,3.2462432239599973e-19,4.6048988157050795e-11,1.149502025737629e-13,1.1819474304251638e-15,1.6933649624878352e-12,1.247567028510347e-19,6.367067483101601e-16,4.578139889311547e-12,3.598140514394772e-11,6.093481237127292e-12,1.3670743396703846e-11,1.813588261944526e-14,4.269584028321767e-16,1.7465672692033524e-14,1.085773489105817e-14,1.3138664871985798e-16,1.9328774073626996e-16,7.852503068545308e-12,1.0012135663626704e-21,7.434868873605153e-17,3.496514471863175e-19,2.266229336352427e-18,5.2118672205587416e-14,1.0536046142435467e-22,5.2899506335253466e-15,1.4626411690050032e-20,8.577783920291279e-22,5.105396300388072e-24,3.606928946496666e-13,4.6105135253842536e-15,2.534910690506129e-19,3.385704031778518e-24,4.350794863971455e-21,2.516369851031134e-19,1.6420575033353546e-14,4.425562177614017e-19,4.8475682857216894e-20,1.1923833566696517e-25,4.310439479634353e-21,7.714003875907692e-14,2.1219732734956735e-18,1.9496446490829483e-21,4.033620752380411e-18,4.059623387783211e-19,5.098289422579264e-21,2.4673900573832757e-33,6.583560424041174e-22,2.160764851711187e-27,3.291795125278733e-19,6.270166416515361e-23,2.9812703976656196e-22,2.8647651658796077e-38,5.988661995777139e-12,6.269137833879312e-20,1.3600073020483525e-21,1.8678402930010653e-09,1.635594864420641e-17,7.000050753195538e-22,9.360164038863364e-22,1.2548638762716776e-16,1.9992708486861404e-25,2.251374163081449e-11
4.0534777630361366e-07,0.595724421153741,2.072025685382462e-11,1.8370667410047353e-12,1.7048779915130364e-12,2.7067306530146308e-12,0.0,0.0,1.0283125165654805e-08,3.7191760818299026e-13,1.509044130839605e-13,4.307199864289335e-12,1.282277114435903e-15,4.11491553535064e-29,1.1372672949244787e-20,1.0608863850341044e-13,1.963248479816605e-09,4.584515752624937e-10,4.387472608353658e-24,9.924091899735671e-25,2.087417966786187e-20,1.9067955476378651e-26,1.0262106599273243e-13,8.857786047828484e-20,1.669771048541246e-14,8.592408213853691e-26,1.3903379167786582e-28,6.965763029512325e-20,5.390347378109382e-18,1.806630749910238e-19,9.137376694700364e-17,6.137819009100332e-27,1.5185496552916247e-27,3.4923149515288123e-25,3.76,0.0,0.6739282684826586,0.9998164649763197,1.522434910805711e-12,4.795145382688947e-11,9.447132850297695e-05,9.447180873622413e-05,0.0001835242466564213,7.384317394431776e-16,4.5693082743236383e-10,1.0228884917431127e-08,8.046026005008109e-12,3.9583234105937336e-12,3.8514498024457374e-19,4.932829253012255e-11,1.2998009429590282e-13,1.417744175811461e-15,1.9127760287820786e-12,1.329474578932671e-19,6.769979601449278e-16,5.035968658202173e-12,4.0186441301177624e-11,6.914692456989057e-12,1.5759616611908784e-11,1.9887266716544973e-14,4.898042315900524e-16,2.0417820607859387e-14,1.215551117694424e-14,1.6867728666519276e-16,2.3063053268785876e-16,8.570168371530356e-12,1.1854974055016926e-21,8.922610176986737e-17,4.0521322937934947e-19,2.9372721567366065e-18,5.765664817983098e-14,1.2423907947172672e-22,5.2902455119280245e-15,1.6284228490770186e-20,1.1215192908544435e-21,6.5650853155116115e-24,3.8747017640045254e-13,5.278142583385902e-15,3.2878258231386796e-19,4.389232218998058e-24,5.6199460043578086e-21,2.96122756044546e-19,1.748344017603081e-14,5.428601012137663e-19,6.272837307619352e-20,1.5432670731962039e-25,5.912214436335025e-21,9.293766718043429e-14,2.6059442812729147e-18,2.4018448516235365e-21,4.047989565130314e-18,4.069853993000873e-19,6.49287947905675e-21,3.18959170538309e-33,7.993337452095781e-22,2.771214659031031e-27,4.218730282992238e-19,7.563289892709411e-23,3.428443681344058e-22,3.776656367102474e-38,6.7893369888768556e-12,7.383279475381294e-20,1.710227487250915e-21,1.984427712208206e-09,1.888874317442618e-17,7.000529986902185e-22,1.2034734148344507e-21,1.5012973161612391e-16,2.320148348525164e-25,2.438031470467937e-11
4.2929435047630654e-07,0.5957250329564475,2.2775167094140204e-11,2.110433376542491e-12,1.8936294074712346e-12,3.130370737093365e-12,0.0,0.0,1.0891003935584442e-08,4.170864009291393e-13,1.6052782305072216e-13,4.57370698419073e-12,1.4935666220275965e-15,4.32806699746688e-29,1.1933679582509521e-20,1.0609200485025335e-13,2.0761870202131355e-09,5.142121351378372e-10,5.745295821827419e-24,1.197635474201851e-24,2.594188221090681e-20,2.0233659711633962e-26,1.0262094831916217e-13,1.0184987422230969e-19,1.7747330744463244e-14,1.08035553340673e-25,1.6545686325488666e-28,8.539226668588055e-20,6.3891764298533726e-18,2.1078697661896242e-19,9.770191795142427e-17,7.494953837956549e-27,1.9700588120249538e-27,4.566823251339933e-25,3.76,0.0,0.6739226870883578,0.9998164643100557,1.7878179211856238e-12,5.373174288046891e-11,0.00010005193102831431,0.0001000524695333213,0.00018352424652571918,7.820832682185759e-16,5.125117515372606e-10,1.0833144867769364e-08,9.02474867027764e-12,4.1971956079029415e-12,4.522222955690441e-19,5.261026123362282e-11,1.45950765631093e-13,1.683015112355763e-15,2.1455561782639907e-12,1.4118581091368475e-19,7.1728978297525e-16,5.5036829252762e-12,4.4565860059484434e-11,7.79018952533469e-12,1.8012455118923175e-11,2.1678058252713524e-14,5.565339731644939e-16,2.363666854369028e-14,1.352290815037744e-14,2.1361082231947614e-16,2.719277556764103e-16,9.314285472550288e-12,1.3882904235430195e-21,1.0594084895611264e-16,4.659285097259649e-19,3.75347469153244e-18,6.332769761638877e-14,1.4495594684374916e-22,5.2905921917152055e-15,1.8031765057773127e-20,1.442934630221316e-21,8.35768201904059e-24,4.1427012528851406e-13,5.985199070957553e-15,4.201911323968283e-19,5.607183964938358e-24,7.150927090216963e-21,3.447365429299326e-19,1.8551922391863883e-14,6.577100574453598e-19,8.003554460408509e-20,1.9694090295037475e-25,7.969454338216983e-21,1.1077941571092553e-13,3.160946453590535e-18,2.9214915714017857e-21,4.058807338136604e-18,4.0775755183713183e-19,8.155361344106527e-21,4.0765166336825415e-33,9.594616336769732e-22,3.503760079287372e-27,5.330435917687089e-19,9.025751512044294e-23,3.912763638892835e-22,4.936165371695703e-38,7.641802737698636e-12,8.601604744739363e-20,2.1209178237764782e-21,2.1009797749162615e-09,2.1680014005062014e-17,7.001144282137763e-22,1.5260870562107611e-21,1.7777428292717828e-16,2.6663425127016095e-25,2.625475186454948e-11
4.532409246489994e-07,0.5957256447541152,2.491579142922102e-11,2.4078974550320624e-12,2.0914371048781e-12,3.5943746035436502e-12,0.0,0.0,1.1498941473210398e-08,4.648350076913432e-13,1.702127407076538e-13,4.8402266961475335e-12,1.7244843102547174e-15,4.5413912533118894e-29,1.249320453893941e-20,1.0609048515565918e-13,2.1887924018999352e-09,5.731715237055007e-10,7.411676202711854e-24,1.4296401351176438e-24,3.1880489876281916e-20,2.1602158219682703e-26,1.0261993678532377e-13,1.161676073298608e-19,1.8793939021816793e-14,1.3478720185261651e-25,1.9548887526072727e-28,1.0355863842478011e-19,7.502625128994497e-18,2.4368348992598577e-19,1.0401349060949209e-16,9.05491333034394e-27,2.517843602351758e-27,5.882126340290858e-25,3.76,0.0,0.6739171057397997,0.9998164636405132,2.0815577075160055e-12,5.983474277689205e-11,0.00010563248406654774,0.000105633084168881,0.0001835242463792792,8.257343192257585e-16,5.712817109924865e-10,1.1437491429499239e-08,1.0059628233274729e-11,4.4361011647035824e-12,5.260883167102721e-19,5.589475869499759e-11,1.6286515820823524e-13,1.9795040626314617e-15,2.3917063974984047e-12,1.4947297257052716e-19,7.575822166675569e-16,5.980313790907501e-12,4.911203128951166e-11,8.72028346035539e-12,2.0431410294098574e-11,2.350632800118317e-14,6.270169069419026e-16,2.7126814526836372e-14,1.4960011801578152e-14,2.67234140004516e-16,3.1726993633109045e-16,1.0084844960895858e-11,1.6099828359696785e-21,1.2459285824347724e-16,5.319816764075999e-19,4.736154224250734e-18,6.911874247921487e-14,1.6754784899096188e-22,5.290699232028793e-15,1.986950746914877e-20,1.8301119778760818e-21,1.0542564189961228e-23,4.4109113852893275e-13,6.730149806213317e-15,5.300165686420742e-19,7.070108481795415e-24,8.97809378724612e-21,3.975454579271102e-19,1.962578592213668e-14,7.881600555930769e-19,1.0083647024081368e-19,2.4816406263163906e-25,1.0576810935055258e-20,1.3079339421904658e-13,3.792295108828573e-18,3.513710721483595e-21,4.066988984659229e-18,4.0833610303329667e-19,1.0117916533164001e-20,5.1565053665408705e-33,1.1400212973285207e-21,4.3739547892073036e-27,6.650360065731137e-19,1.066848792460559e-22,4.435438834109423e-22,6.40011504503027e-38,8.546231348665864e-12,9.925839047687434e-20,2.5978704642922765e-21,2.2174982492760537e-09,2.4747907955196213e-17,7.0012683998932475e-22,1.9114548789540663e-21,2.0858596089895879e-16,3.0379158497589664e-25,2.8135292870892344e-11
4.771874988216923e-07,0.5957262565467443,2.7140665944477378e-11,2.7302720611663322e-12,2.298227476190006e-12,4.100377082851952e-12,0.0,0.0,1.2106939554747636e-08,5.151621934287118e-13,1.799640993301208e-13,5.106755083198212e-12,1.975599696587968e-15,4.7549048501342955e-29,1.3051246991172955e-20,1.0608792419312527e-13,2.3010656163498965e-09,6.35329676568728e-10,9.43402310203794e-24,1.690081613448613e-24,3.8784949916137345e-20,2.3194195225425409e-26,1.0261892815764025e-13,1.3155589295629636e-19,1.983754382584216e-14,1.6698132617321805e-25,2.2945713033221114e-28,1.243677896602574e-19,8.736553615011534e-18,2.794047158163564e-19,1.1030852330692295e-16,1.0834776362712468e-26,3.1751182447110923e-27,7.474252943135626e-25,3.76,0.0,0.6739115244369814,0.9998164629676641,2.4049772526581765e-12,6.625949832590176e-11,0.00011121298761895895,0.00011121365264328643,0.00018352424624385838,8.693848940859234e-16,6.332406743371205e-10,1.2041931782386245e-08,1.1150664278472546e-11,4.675042216371756e-12,6.069629655833416e-19,5.918170086502535e-11,1.8072620985702528e-13,2.308956398744932e-15,2.6512276304227542e-12,1.578101935751452e-19,7.978752613330148e-16,6.464991454506901e-12,5.3817664606400314e-11,9.705272093066778e-12,2.3018538285205353e-11,2.537047312540171e-14,7.011240357263199e-16,3.089255107548102e-14,1.6466973121516393e-14,3.306762795675635e-16,3.6673984541734854e-16,1.0881837796568829e-11,1.8509333878967615e-21,1.452807818374436e-16,6.035544285367892e-19,5.908461066322802e-18,7.501804384092016e-14,1.9204872999402286e-22,5.290766975721284e-15,2.179795826816952e-20,2.291706033068497e-21,1.3186784596299162e-23,4.679324165558113e-13,7.511499780259795e-15,6.607462592893526e-19,8.811042803766202e-24,1.1138026931315593e-20,4.546125709742809e-19,2.070480703184741e-14,9.352710628066596e-19,1.25605396507846e-19,3.091656311127247e-25,1.3842086296764328e-20,1.5310810264345808e-13,4.505362599461093e-18,4.183684141858175e-21,4.073162004649145e-18,4.087706620817802e-19,1.2414527635881008e-20,6.461280488696048e-33,1.3423021131403928e-21,5.3983323657380486e-27,8.203421341647936e-19,1.250249972206202e-22,4.997705310250833e-22,8.235499301851101e-38,9.502782001408318e-12,1.13576006937369e-19,3.1470095211924925e-21,2.3339845199143633e-09,2.8111476508114396e-17,7.001283387924897e-22,2.367773706556209e-21,2.427297403970137e-16,3.4349115509720325e-25,3.002056063790914e-11
5.011340729943852e-07,0.595726868334335,2.9448283521294046e-11,3.0783475025510374e-12,2.5139266798780833e-12,4.64998454760285e-12,0.0,0.0,1.2714999869287983e-08,5.680667313285652e-13,1.8978699492789045e-13,5.373289191387565e-12,2.247476515581216e-15,4.9686150320097557e-29,1.360780655241738e-20,1.0608769999764872e-13,2.4130076514051265e-09,7.006865295516572e-10,1.1863842169967417e-23,1.9806175527822083e-24,4.675526146086472e-20,2.503109207352243e-26,1.0261831373530407e-13,1.48040701071081e-19,2.0878155929569065e-14,2.05528460249426e-25,2.6770171049455763e-28,1.480345181443585e-19,1.0096768218564425e-17,3.17996650948118e-19,1.1658712281794128e-16,1.2852074161331923e-26,3.955986509107032e-27,9.382228991413226e-25,3.76,0.0,0.6739059431799004,0.9998164622915205,2.7593887054537307e-12,7.300505718327966e-11,0.00011679344168674045,0.00011679417495692061,0.00018352424610580862,9.130349924191047e-16,6.983886101465797e-10,1.264647282611362e-08,1.229785639039334e-11,4.914021329869729e-12,6.950547287628892e-19,6.247102892630755e-11,1.9953685464706012e-13,2.6731190875432518e-15,2.9241207796737586e-12,1.6619876213337323e-19,8.381689170942653e-16,6.956934151262153e-12,5.86757937937472e-11,1.0745440858851831e-11,2.5775806129348626e-11,2.7269157216340358e-14,7.787297092829069e-16,3.493792111017188e-14,1.804400373778409e-14,4.051509207562269e-16,4.2041386442066115e-16,1.1705255221725355e-11,2.1114749468600635e-21,1.681019889777585e-16,6.808257924330814e-19,7.295444079946312e-18,8.101505325741452e-14,2.18490200558066e-22,5.290972752405615e-15,2.3817635584964188e-20,2.8369425694806087e-21,1.6365710328070388e-23,4.947935081169265e-13,8.327809712963469e-15,8.150610729536956e-19,1.0865591117674318e-23,1.366954682711121e-20,5.159975314705628e-19,2.178877317531624e-14,1.1001102759872992e-18,1.5485215786918325e-19,3.8120287666317078e-25,1.788733723022662e-20,1.7785239674846688e-13,5.305574774464136e-18,4.93664612564169e-21,4.0777967838568936e-18,4.090992167659049e-19,1.5080973928151768e-20,8.026192522155445e-33,1.5676007590297403e-21,6.59441306169292e-27,1.0016018050864665e-18,1.4538847462416457e-22,5.6008262312819565e-22,1.0521058020588803e-37,1.0511601682797705e-11,1.2898417737039823e-19,3.774379516175689e-21,2.4504396800527695e-09,3.179065470443096e-17,7.001566234191709e-22,2.9038578820527658e-21,2.803696721460904e-16,3.8573604824401073e-25,3.1909469203273574e-11
5.49027221339771e-07,0.595728091894403,3.430557712534275e-11,3.854646946632346e-12,2.971752327898138e-12,5.886293542172083e-12,0.0,0.0,1.393131355134326e-08,6.816029954217924e-13,2.0966896478518871e-13,5.906379020565429e-12,2.8557551708629986e-15,5.396723441338303e-29,1.471648453256274e-20,1.0609329317159918e-13,2.6359021170024198e-09,8.409960804714376e-10,1.8172856216992992e-23,2.6585994545047737e-24,6.631881069672006e-20,2.952884186655867e-26,1.0261807990025667e-13,1.8440938990607866e-19,2.295043893084247e-14,3.059188567764587e-25,3.5844006592297945e-28,2.048155669907749e-19,1.3219014264028321e-17,4.0394871664588675e-19,1.2909547072146585e-16,1.7671428393649033e-26,5.949378935840512e-27,1.4317287968074211e-24,3.76,0.0,0.6738947808029412,0.9998164609293371,3.5663811947440107e-12,8.745478961617316e-11,0.0001279542013727898,0.0001279550811034068,0.00018352424582775592,1.0003337576753683e-15,8.382512736069714e-10,1.3855883320516146e-08,1.4760707152736018e-11,5.392104453197171e-12,8.936697759022282e-19,6.905664284107213e-11,2.400186413016157e-13,3.5125715923804524e-15,3.510026241854649e-12,1.8313527466408435e-19,9.187580620564968e-16,7.959878205661941e-12,6.882321615583003e-11,1.299240232307497e-11,3.180821208839629e-11,3.1165892386501734e-14,9.439558768204764e-16,4.388270666105258e-14,2.1409402151534286e-14,5.92488102367187e-16,5.4065329569336645e-16,1.343132990129666e-11,2.692555541322212e-21,2.205272956427713e-16,8.5316719860202e-19,1.0823469278559832e-17,9.326526600269024e-14,2.773117140586113e-22,5.291748816320245e-15,2.813281679622876e-20,4.218119137508479e-21,2.4674264408766547e-23,5.485733586820289e-13,1.0059884086336786e-14,1.2061671958684893e-18,1.6071182172452399e-23,2.0013896107389462e-20,6.519446023726857e-19,2.3970746119486943e-14,1.4872694790669278e-18,2.2899894560571936e-19,5.638587279262233e-25,2.8883427643193244e-20,2.351467739988186e-13,7.189386527688103e-18,6.712718030154259e-21,4.083829567431481e-18,4.095347892943486e-19,2.1675448705936724e-20,1.209732239880897e-32,2.0924729908588615e-21,9.576724215274039e-27,1.4532854798626904e-18,1.9263082204008899e-22,6.934814204719948e-22,1.6823492656049861e-37,1.2686578641142299e-11,1.631293636638223e-19,5.288540387843175e-21,2.6832599160918274e-09,4.0179887522051826e-17,7.002836774547218e-22,4.25375893896216e-21,3.667896809995854e-16,4.778713654692282e-25,3.569498941413055e-11
