Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344)
3.9102657854783775e-12,0.7456274246931456,2.5700508991735127e-15,9.664075046917176e-17,7.91774212694937e-21,1.0293484527605521e-20,0.0,0.0,6.743705573359144e-12,1.836081918475278e-20,1.2133059179487087e-22,1.4105080850755193e-22,4.334421479824299e-26,1.106322136477796e-37,3.5265040141896623e-25,2.9497694315507107e-17,8.742753666931995e-21,3.006345563118718e-17,2.503480344445319e-42,6.016450655593729e-32,7.595450527762507e-39,4.5768508311057004e-38,1.5948117235807803e-13,7.731432987056856e-37,3.0495060988929144e-29,1.4752346616370295e-45,1.9139152269499804e-49,3.0500847281064943e-38,1.6631482533141591e-46,7.679590358667635e-46,3.084745787204025e-29,7.901510628639124e-52,2.9466567029694644e-51,9.457631352556922e-53,3.76,0.0,0.5277504936067767,0.9999876571077998,2.0039243019680333e-23,5.302479926562689e-27,1.4076258714120453e-07,1.4076258755632072e-07,1.2342885456345743e-05,2.084918498319979e-21,3.0063394339848347e-17,6.746252817956755e-12,1.7206540081447408e-16,2.035457366581941e-19,3.512886472704138e-26,2.809512579437917e-17,1.09030407144505e-19,1.466925277718855e-23,1.1535417541587352e-18,2.426153121090426e-17,2.5931756312582052e-15,9.786879401831984e-18,7.803999783960007e-20,1.691813425413782e-21,5.429450722237209e-20,1.724072403304514e-24,1.255886280758532e-24,5.810185290511056e-20,1.2501189672069818e-27,1.5951060107922211e-13,2.010194247788252e-31,1.551738580170695e-35,5.818109159796434e-30,9.220827809315504e-29,6.538923149712376e-30,7.277829567969093e-22,9.387913864705909e-36,1.1565829994308666e-31,1.8391103831200654e-31,1.0160504338113643e-24,6.0851928877232866e-30,6.496275293559408e-34,1.2353756276626459e-21,1.806039105223123e-31,6.184869872421261e-37,6.33447703840149e-39,6.0658140097030346e-24,7.387285034930878e-38,3.925469237369545e-31,7.273854449752255e-32,5.940013175147636e-29,7.976410615879327e-38,7.639769894073358e-36,2.577972214416193e-15,5.324798292435546e-35
5.046667705288304e-12,0.7456274304616636,3.3173595164704967e-15,1.2477051885326705e-16,1.323904446356107e-20,1.718132678051718e-20,0.0,0.0,8.703545906625535e-12,3.0583578602998496e-20,2.6081316632592368e-22,3.0320366331927307e-22,9.326469139755141e-26,2.3780989765862308e-37,5.873808078280659e-25,4.913229313478702e-17,1.457933526504059e-20,5.01380461194665e-17,8.776074933029737e-42,1.2947179114725553e-31,2.6766852345790616e-38,1.612898538309286e-37,2.058185399107468e-13,2.1374507892063476e-36,6.560918990058842e-29,5.315972388124544e-45,6.779919930311267e-49,8.441955326197556e-38,5.87227876683575e-46,2.709114117977741e-45,6.637308197242974e-29,3.525271647080495e-51,1.314254831078823e-50,4.2223710879672885e-52,3.76,0.0,0.5277504526963359,0.9999840930385854,4.307715983978109e-23,1.140842590930218e-26,1.8167102026316676e-07,1.8167102095468772e-07,1.5906952710894543e-05,4.176163521002023e-21,5.0137914366911463e-17,8.706825278011698e-12,2.866093811160507e-16,3.3898933045869223e-19,7.55154317981495e-26,4.679540423979596e-17,1.820817691428953e-19,2.443681387209721e-23,1.9209629107381614e-18,4.041291503146676e-17,3.3524851518583968e-15,1.630197802275193e-17,1.300078161586842e-19,3.636689562562405e-21,9.043795646013184e-20,2.9665950465517868e-24,2.6974464601660116e-24,9.67729506879983e-20,2.1763926564617543e-27,2.058675574718598e-13,5.549189795846692e-31,4.2828818378240577e-35,1.2606623640515293e-29,1.9812280331121819e-28,1.4060336990109057e-29,1.213503329746008e-21,2.5898019487937864e-35,3.1916420803448158e-31,3.953571925063489e-31,2.1816165869689222e-24,1.0146470313792756e-29,1.1554183247255281e-33,2.0606300274147298e-21,4.9887535362712835e-31,1.7099481754526113e-36,2.2290829859301293e-38,1.3037062387280614e-23,2.600081918729362e-37,1.0427721171212924e-30,2.0093636619248662e-31,1.2805109956033937e-28,2.2074307026979018e-37,2.1153779841184775e-35,3.3271614844029498e-15,1.47199560261693e-34
7.319471544908156e-12,0.7456274419986983,4.812520401262667e-15,1.8109050862808091e-16,2.8061100065940285e-20,3.6290771737213336e-20,0.0,0.0,1.2623204811546193e-11,6.433348948787723e-20,7.956404176403208e-22,9.249559978735047e-22,2.8510193705207275e-25,7.254280201635957e-37,1.2354546211544905e-24,1.0334304934389653e-16,3.0737700306336864e-20,1.0572436197667313e-16,5.798823133634497e-41,3.958787338474972e-31,1.7792987693740503e-37,1.0721351439177689e-36,2.9847832200855836e-13,9.586270949945274e-36,2.0051321518019452e-28,3.7181755053370045e-44,4.5843860043537604e-48,3.791899109660449e-37,3.9212627993775204e-45,1.8052261041879554e-44,2.028834090250444e-28,3.51434588025239e-50,1.3094118392647653e-49,4.21680998984697e-51,3.76,0.0,0.5277503708754634,0.9999769958138196,1.3141598683804356e-22,3.486812292215481e-26,2.6348787687032467e-07,2.6348787832522313e-07,2.3004173556996352e-05,1.1723269095303015e-20,1.0572396004898015e-16,1.262793742393149e-11,6.028932385642918e-16,7.128372627029546e-19,2.3038232248978442e-25,9.84246677902213e-17,3.849850713130128e-19,5.141313290574832e-23,4.038746958609107e-18,8.501203728922294e-17,4.878777653690213e-15,3.429167885110076e-17,2.735458873927277e-19,1.1093922356222723e-20,1.9023777031822279e-19,6.639234098387959e-24,8.21467578208341e-24,2.0353462222343992e-19,4.975340631644975e-27,2.985814243737894e-13,2.4802730568149973e-30,1.913529083934389e-34,3.910254889662331e-29,6.038263165413395e-28,4.2919932184678566e-29,2.557843100661204e-21,1.1557339588768582e-34,1.4253716052169146e-30,1.2062148838379897e-30,6.639303486793112e-24,2.1387124970972287e-29,2.6123776608253988e-33,4.346660917727306e-21,2.2332154928884194e-30,7.669616547986889e-36,1.4934960781015108e-37,3.9758875192538224e-23,1.7427815343289517e-36,4.4600758793729865e-30,8.995576208463213e-31,3.9296499167872904e-28,9.923122727360584e-37,9.520861554261419e-35,4.825511209341472e-15,6.5937941724372556e-34
9.59227538452801e-12,0.7456274535357312,6.308409330664201e-15,2.3749210599700886e-16,4.855807192886651e-20,6.258383786946611e-20,0.0,0.0,1.6542834835369613e-11,1.104891695962019e-19,1.7906641476022552e-21,2.081697964457293e-21,6.428961027884707e-25,1.6325629002791792e-36,2.121620164280314e-24,1.7747177963082984e-16,5.2909853089426736e-20,1.8201607669359605e-16,2.1818613265082194e-40,8.929007052793845e-31,6.71326888864997e-37,4.045087264737622e-36,3.9111817054950326e-13,2.8122254962903325e-35,4.520508375170095e-28,1.4611347281982166e-43,1.7452556149346018e-47,1.113718666436298e-36,1.4851012848367946e-44,6.824921190214411e-44,4.574677218654717e-28,1.6976528613330444e-49,6.321333930671877e-49,2.0396556002989197e-50,3.76,0.0,0.5277502890546036,0.99996993960861,2.9577303408141895e-22,7.861333753050575e-26,3.4530472062833843e-07,3.453047231274955e-07,3.0060374846664593e-05,2.514166682706603e-20,1.820151721141774e-16,1.6549006009167008e-11,1.0354382788367647e-15,1.2238510744583012e-18,5.185267387008325e-25,1.6902015903460191e-16,6.645609243842148e-19,8.831558265533879e-23,6.932791471391401e-18,1.4600726105678312e-16,6.415300083864415e-15,5.889399089212248e-17,4.699208111440475e-19,2.4967539317947084e-20,3.2672062659110327e-19,1.2087625386995149e-23,1.8457775523865452e-23,3.495074227264767e-19,9.229844733664243e-27,3.912952300979508e-13,7.254886683645446e-30,5.5952495912671585e-34,8.937775219060754e-29,1.3577564885771579e-27,9.665381918835276e-29,4.401883152809659e-21,3.3760333610980404e-34,4.1663302124148876e-30,2.714983086592064e-30,1.4908483878248492e-23,3.680637462820271e-29,4.667721363894096e-33,7.485861586463317e-21,6.541058568107628e-30,2.2501224039757774e-35,5.619524575550151e-37,8.94562125011756e-23,6.559345366023761e-36,1.2761620396048072e-29,2.6348855992218718e-30,8.893480024355293e-28,2.9167592053788144e-36,2.8014260171805875e-34,6.323822517121727e-15,1.9320126980524982e-33
1e-11,0.7456274650727625,6.5768383258305144e-15,2.4761887066381346e-16,5.2844847929149696e-20,6.80671939269982e-20,0.0,0.0,1.7245985147080023e-11,1.2008153029922535e-19,2.0288227544437795e-21,2.358563469278723e-21,7.286565794087606e-25,1.8496772803436197e-36,2.305773513540218e-24,1.9287662915313825e-16,5.752665017501345e-20,1.9790384187186536e-16,2.683910132976251e-40,1.0120540538635094e-30,8.261213722226251e-37,4.977787773735033e-36,4.0773498281421895e-13,3.3207782742250543e-35,5.123329283742357e-28,1.8128255177409607e-43,2.1509733820306028e-47,1.315416141573179e-36,1.8289627792703923e-44,8.402121712606873e-44,5.184868382208606e-28,2.1837525115646845e-49,8.130132855364754e-49,2.624448999765627e-50,3.76,0.0,0.5277502743765329,0.9999686780974134,3.3511271909080143e-22,8.909749333551025e-26,3.599820709079625e-07,3.599820736241768e-07,3.132188534014595e-05,2.8295746945699996e-20,1.9790281698261848e-16,1.725241283585995e-11,1.1253326922476193e-15,1.3300230671888296e-18,5.874969204929581e-25,1.8369037056863654e-16,7.22911660447958e-19,9.598609255463397e-23,7.533989019646928e-18,1.5868395181945066e-16,6.6920231967414164e-15,6.400699282699556e-17,5.10741621763593e-19,2.828815235285646e-20,3.550851882599859e-19,1.327061098184102e-23,2.0906497634679974e-23,3.7984056121054395e-19,1.0165047354762972e-26,4.0792741164378863e-13,8.56217455342013e-30,6.60306457809046e-34,1.015466287909245e-28,1.5380901200573856e-27,1.0952083540813882e-28,4.785783081882267e-21,3.983379233099184e-34,4.9164334810035336e-30,3.076134121987682e-30,1.6884378895968274e-23,4.001647239590003e-29,5.100015138252512e-33,8.139801380255516e-21,7.721677980338877e-30,2.657063199612531e-35,6.907910540659586e-37,1.013488691172787e-22,8.06362965924007e-36,1.5017420159132605e-29,3.1104799882755252e-30,1.0086421087454055e-27,3.445463415173164e-36,3.3098648042199164e-34,6.5926046948871746e-15,2.2808656063332435e-33
1.1865079224147862e-11,0.7456274650727625,7.805030116884541e-15,2.9397650637923774e-16,7.485270634742394e-20,9.614684710768136e-20,0.0,0.0,2.0462436138513116e-11,1.69050515181343e-19,3.388701483312813e-21,3.939455965491026e-21,1.2189388923034506e-24,3.089355081862746e-36,3.2458067311353338e-24,2.7151356138000023e-16,8.113600867770386e-20,2.791591098485262e-16,6.159223721032338e-40,1.693341946815042e-30,1.8983482629415743e-36,1.1438351434158923e-35,4.83738090075286e-13,6.538912252558277e-35,8.569127515704406e-28,4.2937661579561404e-43,4.970113327524892e-47,2.5925895974090434e-36,4.215150248628062e-44,1.933769741676246e-43,8.67312434808825e-28,5.838798316889015e-49,2.172685567514501e-48,7.023923781161659e-50,3.76,0.0,0.5277502072337565,0.9999629241858141,5.597454322370232e-22,1.4902826986537927e-25,4.271215515370633e-07,4.2712155536150657e-07,3.7075793722985313e-05,4.6068405707418464e-20,2.791573979922005e-16,2.0470031198753394e-11,1.584244486373114e-15,1.8718927774573046e-18,9.813287317408927e-25,2.5857542345335575e-16,1.0219266116017243e-18,1.351496051000037e-22,1.0601903929468923e-17,2.2339973911455174e-16,7.962050819678102e-15,9.010884200171465e-17,7.191729101063079e-19,4.7248601525395046e-20,4.998855157386328e-19,1.9542495537518798e-23,3.48743181224488e-23,5.3467355517464075e-19,1.517407269763251e-26,4.840089746443757e-13,1.6822024521796769e-29,1.296961452750533e-33,1.7168619610170375e-28,2.5672129017897943e-27,1.830193895661253e-28,6.748622953424444e-21,7.81806021465926e-34,9.654055997656422e-30,5.13843084313334e-30,2.8150581110711776e-23,5.642963738201739e-29,7.3250731433647e-33,1.1485197833367006e-20,1.5186599313804106e-29,5.232295018624678e-35,1.5803788008725597e-36,1.6924409971199518e-22,1.8451434482588774e-35,2.9198801989111525e-29,6.117632082493773e-30,1.6921517949108822e-27,6.794499863544575e-36,6.532283394129802e-34,7.822095411210414e-15,4.486960484675661e-33
1.4137883063767715e-11,0.7456274766097918,9.302386571230287e-15,3.5054489523134636e-16,1.0706772132853845e-19,1.3706611914422033e-19,0.0,0.0,2.438200888044711e-11,2.400174230136258e-19,5.7325338866748305e-21,6.664213938765892e-21,2.0659063537786954e-24,5.225886008886368e-36,4.607943632781895e-24,3.8546347416442997e-16,1.1545637639015152e-19,3.972980982554425e-16,1.4534620225276804e-39,2.8706188714799924e-30,4.485121747202041e-36,2.702436856664829e-35,5.763380851255197e-13,1.311966274108207e-34,1.452032488126958e-27,1.053019572893966e-42,1.1824271064499197e-46,5.207842579843968e-36,9.996212813504381e-44,4.577974240094764e-43,1.469868403224651e-27,1.627681395379211e-48,6.052908155976787e-48,1.960592710689267e-49,3.76,0.0,0.5277501254129221,0.9999559493096885,9.469273169988911e-22,2.525408309398582e-25,5.089383695963555e-07,5.089383750272584e-07,4.405066592892111e-05,7.61123629045155e-20,3.9729520236547954e-16,2.4391013156776303e-11,2.24931184561255e-15,2.6568245425661744e-18,1.660167580526956e-24,3.670840094182857e-16,1.4581894831062795e-18,1.9192064263983076e-22,1.5044893667669527e-17,3.1719062244615755e-16,9.519028238663346e-15,1.2793616018798443e-16,1.0213425038318338e-18,7.992757759816192e-20,7.097314328738714e-19,2.9234556107304105e-23,5.890191277751114e-23,7.590152325330338e-19,2.304418807810063e-26,5.767226580130958e-13,3.365898598755298e-29,2.594244953406399e-33,2.9472355140634067e-28,4.3390789133735315e-27,3.09791969502426e-28,9.601059395347529e-21,1.5623249178853158e-33,1.930383426675816e-29,8.693364837916219e-30,4.751592680659233e-23,8.028240511550704e-29,1.0588662642279378e-32,1.6351632951607914e-20,3.0426090784099236e-29,1.0498804939344674e-34,3.713661022094646e-36,2.8622812354900946e-22,4.3368514580717887e-35,5.790723980960431e-29,1.2256738756346608e-29,2.8778740807148056e-27,1.3657112886244184e-35,1.3142887967492706e-33,9.320329895075143e-15,8.992074457362221e-33
1.6410686903387567e-11,0.7456274881468192,1.0800482504071e-14,4.0719844816514663e-16,1.4532580557341183e-19,1.8542797057566036e-19,0.0,0.0,2.8301553219704017e-11,3.233897903755984e-19,8.96490591648657e-21,1.042191193216112e-20,3.236852964793441e-24,8.172177015859953e-36,6.207960198040639e-24,5.193165997751987e-16,1.5591115941844111e-19,5.365764111010893e-16,3.026950006256424e-39,4.4987560891082385e-30,9.348962914682478e-36,5.63298363998328e-35,6.689181602377004e-13,2.375244936607199e-34,2.2745844805606054e-27,2.275972836094779e-42,2.4827489251646556e-46,9.439642369618599e-36,2.0915068188003897e-43,9.561774478914923e-43,2.302846794052711e-27,3.9166823095454685e-48,1.4555897704791186e-47,4.723967311208697e-49,3.76,0.0,0.5277500435921005,0.999949014745877,1.4809096098642944e-21,3.95622342027517e-25,5.907551748060727e-07,5.907551821247532e-07,5.098522582050576e-05,1.1685471930999727e-19,5.365718823068941e-16,2.8311952046380834e-11,3.030640340993772e-15,3.578508700043391e-18,2.5964213697914633e-24,4.945394682381567e-16,1.9744470742434868e-18,2.5863413803609512e-22,2.0260571874910317e-17,4.273810602387902e-16,1.108623071860259e-14,1.7237587360959287e-16,1.3764699083099926e-18,1.2499432659555211e-19,9.562573777132072e-19,4.139450132089185e-23,9.19683207825529e-23,1.0225146778791304e-18,3.3078336812690365e-26,6.69436280204143e-13,6.077036345637866e-29,4.682335147100122e-33,4.676230715657024e-28,6.779824726986658e-27,4.847649811829233e-28,1.2962186781864193e-20,2.8171522544239563e-33,3.482928435120201e-29,1.3596627026757056e-29,7.414389517449836e-23,1.0839024241258716e-28,1.4462913996677714e-32,2.2092127670089093e-20,5.500510062573071e-29,1.9008862694864952e-34,7.705854733623552e-36,4.475044203941183e-22,9.001081800448419e-35,1.039016610201975e-28,2.2158269600325412e-29,4.524532815323888e-27,2.4769709438448597e-35,2.386039391530669e-33,1.0818525972184405e-14,1.6260578356710985e-32
2.0956294582627273e-11,0.7456275112208692,1.3798908042174356e-14,5.207657031644757e-16,2.404617951654366e-19,3.048246601504683e-19,0.0,0.0,3.6140557319958174e-11,5.273504951993524e-19,1.8666068792234845e-20,2.1699676325148872e-20,6.764646909408638e-24,1.701383794018171e-35,1.012134972063552e-23,8.467128271544159e-16,2.553847538646347e-19,8.791186198898252e-16,1.0149804447357029e-38,9.406555408907805e-30,3.1387699654601726e-35,1.8911296951966164e-34,8.540185687878562e-13,6.299372865546265e-34,4.751807680889105e-27,8.209043071795714e-42,8.472690232208432e-46,2.509508123824297e-35,7.077176848622082e-43,3.2237302243590356e-42,4.812115696839176e-27,1.6849285608049706e-47,6.253534419662935e-47,2.0380214599385504e-48,3.76,0.0,0.5277498799504954,0.9999352656242174,3.083623153825778e-21,8.265805165111116e-25,7.543887466762186e-07,7.543887586149782e-07,6.473433964095321e-05,2.366321439937897e-19,8.791091903055771e-16,3.615370126854483e-11,4.942080677935127e-15,5.831584262811277e-18,5.4066788355795456e-24,8.06265223653588e-16,3.2512911383859963e-18,4.21910274902613e-22,3.300524716280625e-17,6.969651875162975e-16,1.4251304373711174e-14,2.810921994897618e-16,2.245759394986384e-18,2.6024764589499726e-19,1.5593453706968314e-18,7.404073225522221e-23,1.9088303710373446e-22,1.666915812885828e-18,6.060059150680601e-26,8.548633410533445e-13,1.6027521101130906e-28,1.2341116672645246e-32,1.0015779196000442e-27,1.409191201198995e-26,1.0105729963825622e-27,2.1222479367997295e-20,7.410825518714767e-33,9.173422707293077e-29,2.8315660652848604e-29,1.5369450274982951e-22,1.7747372026984824e-28,2.4060544228837056e-32,3.622312653680421e-20,1.4545457099104736e-28,5.042046183995752e-34,2.569787508581365e-35,9.312739181675733e-22,3.003173392143302e-34,2.7192134409560004e-28,5.859562984338797e-29,9.519720328382579e-27,6.592524809662822e-35,6.363098078248075e-33,1.3814802920014354e-14,4.302269688667371e-32
2.550190226186698e-11,0.7456275342949119,1.6800337195129558e-14,6.346874847158815e-16,3.6124159261223393e-19,4.550273759852953e-19,0.0,0.0,4.397944968920705e-11,7.80931817924053e-19,3.3633399711466916e-20,3.9099382065823483e-20,1.2234094178155098e-23,3.0653304535047215e-35,1.4985410289547047e-23,1.2536629419573357e-15,3.7987829095925925e-19,1.3079080216004632e-15,2.690786018463974e-38,1.7020929357062056e-29,8.327985946966184e-35,5.017514819390063e-34,1.039039351983643e-12,1.3818541376166794e-33,8.590716584983489e-27,2.32627739562972e-41,2.286434350444872e-45,5.518244947693233e-35,1.89224543909361e-42,8.588702524861988e-42,8.701853914244692e-27,5.44444497380521e-47,2.0180882414605936e-46,6.603050526636122e-48,3.76,0.0,0.5277497163089411,0.9999216749730859,5.556546953427618e-21,1.494528979515487e-24,9.180222671463875e-07,9.180222848321979e-07,7.832498293285776e-05,4.175159561708441e-19,1.3078910308218002e-15,4.399528015202689e-11,7.318565372701308e-15,8.63002126094692e-18,9.74309637893339e-24,1.1937011588387784e-15,4.861048126822244e-18,6.250215640914097e-22,4.882645595732692e-17,1.0321612789321653e-15,1.7457258812433316e-14,4.1625724783464356e-16,3.3273638211782262e-18,4.689151302632549e-19,2.309141582078937e-18,1.193263685050869e-22,3.4284890695076855e-22,2.467734946691197e-18,9.968507873878549e-26,1.0402901571922331e-12,3.4963542533168875e-28,2.690414977322696e-32,1.8551878752582303e-27,2.5347140981804517e-26,1.823159327824996e-27,3.155340368849805e-20,1.612470978240392e-32,1.9984329428061833e-28,5.103093493725379e-29,2.757042641600413e-22,2.638860028075857e-28,3.6152314296114643e-32,5.3933828702354805e-20,3.181508664892318e-28,1.1061995407160232e-33,6.790376222932478e-35,1.67713461557741e-21,7.939287975683336e-34,5.907084776832911e-28,1.2816620966692575e-28,1.7331223554820682e-26,1.4511986355814768e-34,1.4034767531028594e-32,1.681092628246454e-14,9.415388579056114e-32
3.0047509941106685e-11,0.7456275573689476,1.9804800411560436e-14,7.489728551009726e-16,5.086456413686931e-19,6.367265186901624e-19,0.0,0.0,5.1818231562873435e-11,1.084132954746594e-18,5.500750824352903e-20,6.394694940350813e-20,2.0082740290213575e-23,5.012857687780701e-35,2.0799577185022774e-23,1.7401276777667487e-15,5.297131673749752e-19,1.8240474454347308e-15,6.085351691748616e-38,2.7955670351819635e-29,1.8845266634237936e-34,1.1353711913291657e-33,1.2239805460494412e-12,2.6677229386072068e-33,1.4097231106277036e-26,5.595913566829746e-41,5.263635375169471e-45,1.0678874708694402e-34,4.314495498438339e-42,1.951432735347923e-41,1.4282763628007027e-26,1.4519735036823899e-46,5.375222160351444e-46,1.765567605912078e-47,3.76,0.0,0.5277495526674374,0.9999082409661875,9.088288359314225e-21,2.4527788543090497e-24,1.081655736215486e-06,1.0816557607764274e-06,9.175898199209137e-05,6.712040634791425e-19,1.8240196567936627e-15,5.183668996905886e-11,1.0160094300793521e-14,1.1972724007954513e-17,1.5936644743557772e-23,1.656795789891914e-15,6.812156778726761e-18,8.680115588703356e-22,6.771475371367869e-17,1.4329784640920455e-15,2.0704081066374646e-14,5.778704491303765e-16,4.621605574741055e-18,7.66893461890606e-19,3.205638169982972e-18,1.7909628670384504e-22,5.589452340968165e-22,3.424830227692165e-18,1.5230730904335489e-25,1.2257167286210634e-12,6.712481001807274e-28,5.161806331706753e-32,3.116900857152326e-27,4.1382753787123e-26,2.9855450274006773e-27,4.3978821515078924e-20,3.0876869765938815e-32,3.8314631612269496e-28,8.347838462133405e-29,4.489070154327947e-22,3.678341413484247e-28,5.077241896142553e-32,7.527982700841257e-20,6.124349469960916e-28,2.1358638828124767e-33,1.5327741386657081e-34,2.7415189284215593e-21,1.7929475229652185e-33,1.1315814144222931e-27,2.4671845426682393e-28,2.863555243918749e-26,2.811127391312186e-34,2.7240781621201943e-32,1.9806896087311996e-14,1.8134198251358135e-31
3.459311762034639e-11,0.7456275804429763,2.28123281249497e-14,8.636307296307386e-16,6.83653918871237e-19,8.506124304477354e-19,0.0,0.0,5.965690416220501e-11,1.4369531096071737e-18,8.392841161552798e-20,9.756759528479197e-20,3.075373528249715e-23,7.647669934143795e-35,2.7563285973535313e-23,2.30606780263023e-15,7.052106785918104e-19,2.4286207871450452e-15,1.2274710285469257e-37,4.283406988205598e-29,3.802951937245058e-34,2.2910960123493544e-33,1.4088421871767785e-12,4.697311313047701e-33,2.1581007008436153e-26,1.196085389118151e-40,1.0807133480784496e-44,1.8848646740646537e-34,8.772468224672701e-42,3.953911999656117e-41,2.1869397714961987e-26,3.377015624606902e-46,1.248590090077022e-45,4.1170194545500833e-47,3.76,0.0,0.5277493890259847,0.9998949617981852,1.3867401977429478e-20,3.755318618189162e-24,1.2452891538824403e-06,1.2452891864476829e-06,0.00010503814215512489,1.008992158466847e-18,2.428578387995065e-15,5.967793197765712e-11,1.3466667337710502e-14,1.5858599298252354e-17,2.431827037685886e-23,2.1954976791931447e-15,9.112909325372238e-18,1.1509238172749515e-21,8.96607247698954e-17,1.899425844617735e-15,2.399175817127281e-14,7.659312360820781e-16,6.1288069802527074e-18,1.1700695474242649e-18,4.248827361375501e-18,2.5519506387615883e-22,8.501042756937826e-22,4.538059964271766e-18,2.2047370514054313e-25,1.4111430553400871e-12,1.1753985129359673e-27,9.032699344225506e-32,4.8818472484392284e-27,6.302970102238625e-26,4.561063452024669e-27,5.852255392586992e-20,5.392700910860131e-32,6.699962454125728e-28,1.2739447178509358e-28,6.818731576817517e-22,4.895262810358796e-28,6.7955400173616e-32,1.0031667333487054e-19,1.0752848151731223e-27,3.7613488422837556e-33,3.088349947996286e-34,4.180711658321528e-21,3.614239054960024e-33,1.97956217341589e-27,4.331772088271886e-28,4.413144143068362e-26,4.966266576048493e-34,4.8220241609490624e-32,2.280271236234611e-14,3.185622833238094e-31
4.3684332978825803e-11,0.7456276265910119,2.883669870109219e-14,1.0940989361196796e-15,1.1204007690333018e-18,1.3777056465309923e-18,0.0,0.0,7.533392635331334e-11,2.291447327190422e-18,1.689677277189198e-19,1.9642549644838644e-19,6.236261452231497e-23,1.5393490475774692e-34,4.3937072920437275e-23,3.676217461483536e-15,1.134478283611392e-18,3.90731251003714e-15,3.941428651964993e-37,8.696251226507853e-29,1.221921676268438e-33,7.361017303258643e-33,1.7783269552204193e-12,1.200689061115477e-32,4.3737581557329224e-26,4.294489518931481e-40,3.600955957637435e-44,4.84169133150464e-34,2.863481221079275e-41,1.2812095807061534e-40,4.433675629732939e-26,1.3914658912991286e-45,5.130492255541049e-45,1.7059808456177652e-46,3.76,0.0,0.5277490617432316,0.9998688608603478,2.792170359863042e-20,7.612607700458049e-24,1.5725558350057134e-06,1.5725558869713317e-06,0.00013113906431386064,1.9801190363090195e-18,3.907227149434645e-15,7.535991753187729e-11,2.1474945240000223e-14,2.525550700597687e-17,4.8969419867545583e-23,3.4995177118115024e-15,1.4795801046171428e-17,1.83668938085987e-21,1.4268816778491784e-16,3.029247459073943e-15,3.068962509745912e-14,1.2213933084897381e-15,9.783377725722543e-18,2.3555138956491093e-18,6.775252798138857e-18,4.637560239999395e-22,1.7006229339959132e-21,7.23235683532517e-18,4.1161914482675563e-25,1.7819949746497308e-12,2.9709826173612084e-27,2.2800754068750257e-31,1.0334963932711243e-26,1.2645042386455612e-25,9.206472372596261e-27,9.406004401933076e-20,1.3558944964297572e-31,1.688796640911978e-27,2.565810687903095e-28,1.3605810370766127e-21,7.869805151853202e-28,1.1014905202369113e-31,1.6168491331005009e-19,2.7327465147344745e-27,9.617210108775634e-33,9.905156252068498e-34,8.407926757455281e-21,1.1603189989610731e-32,5.0053492775267406e-27,1.1008819179465283e-27,9.06000119341491e-26,1.2776797923329375e-33,1.2455775273845736e-31,2.879388443419151e-14,8.104782872111813e-31
