Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67)
5.213552513172108e-05,0.7048668893924075,8.817413504544638e-07,2.2454040914010416e-06,3.382324634474581e-07,2.6839092320534906e-05,0.0,0.0,1.5762774308539178e-05,4.0239111475171547e-08,8.228437422212677e-06,1.508060816680101e-06,2.6327945741742052e-08,4.029153477842399e-19,2.253941325262911e-13,2.2497091265830754e-08,3.276870090136139e-10,0.0005253663591881368,2.322507482928899e-16,3.931781498423592e-12,1.6547642460534755e-13,1.1810241084218755e-15,5.754675710751568e-10,2.774586455989297e-13,3.2341572130284144e-13,2.8542206397585605e-13,1.6760583120631222e-18,2.424503901663457e-12,2.405418292650186e-18,3.2979811654266583e-19,3.381369097836303e-11,2.901328213296337e-20,7.961816763439675e-18,3.999318532492123e-17,3.76,0.0,0.3154151699450854,0.9988097816588335,4.215305091903628e-05,9.518311554983457e-13,0.22340503854466912,0.22453236300690677,0.0006156320973993696,1.3813362496252306e-11,0.0005351506412866909,0.00010246828640543497,0.00027718812925681504,8.49126815303844e-09,6.45334084277826e-10,1.4086545552001968e-06,1.0248408800945725e-06,1.3639658228754676e-05,1.6834431624875944e-10,5.019105611717834e-05,2.1686053150761953e-07,4.604638685345734e-06
5.2832605702585796e-05,0.7051558160452236,8.922646933906185e-07,2.279642440808132e-06,3.4449571720314865e-07,2.7479976027656634e-05,0.0,0.0,1.596816508477889e-05,4.0957367070653316e-08,8.557981815850791e-06,1.5677178113222994e-06,2.707440189757873e-08,4.230994646622775e-19,2.338883705411913e-13,2.3070232727277836e-08,3.4842205581344453e-10,0.0005380456657522688,2.477098572870664e-16,4.070083664998694e-12,1.7712176134846426e-13,1.2420577275383054e-15,5.901259046024124e-10,2.959599375014276e-13,3.3482669656201585e-13,3.078483103517995e-13,1.810908171019125e-18,2.5817375952449006e-12,2.7570943811650655e-18,3.558270884688873e-19,3.5074961625387184e-11,3.1757849758812785e-20,8.60669878364546e-18,4.427299132342188e-17,3.76,0.0,0.31315589928672044,0.9987959164373971,4.3222668849243826e-05,1.047587478431691e-12,0.2256408676642514,0.22679565914260688,0.000615623527032955,1.3945696474546908e-11,0.0005482204071800662,0.00010393453867143296,0.00028408288878561483,8.609141241551175e-09,6.614278273401908e-10,1.4288243505859492e-06,1.0511722672227924e-06,1.4297956606150293e-05,1.7080713748850203e-10,5.142686132242086e-05,2.2057004344868137e-07,4.6708993883126605e-06
5.352968627345051e-05,0.7054426909036696,9.02792582525971e-07,2.3140028848719837e-06,3.508247691507921e-07,2.8127224040819822e-05,0.0,0.0,1.6174101066333706e-05,4.168520222363793e-08,8.896040569778805e-06,1.6288583151450263e-06,2.7831876745703125e-08,4.440216293123321e-19,2.4258635884551484e-13,2.3649830041955145e-08,3.7014624313391087e-10,0.0005508411661355469,2.6397202332710164e-16,4.211070343994699e-12,1.8940898601180665e-13,1.3053448579391194e-15,6.049492301425835e-10,3.154183302058473e-13,3.4648944636855115e-13,3.3169422864395995e-13,1.95468279019418e-18,2.746770208494048e-12,3.154103605891489e-18,3.835406429085103e-19,3.63662555124119e-11,3.471895507947817e-20,9.294123623414255e-18,4.8943162785237914e-17,3.76,0.0,0.31091277470285894,0.9987819176964468,4.4303996574198285e-05,1.1514641613580758e-12,0.2278603430607146,0.2290428629317746,0.0006156148745644263,1.4076946984415366e-11,0.0005614163800433021,0.00010538189991162513,0.00029104817461567464,8.725374497506534e-09,6.776866964463296e-10,1.448734331953019e-06,1.0778096924056456e-06,1.4974657280405876e-05,1.7327445772848677e-10,5.267485644370154e-05,2.2429746068036922e-07,4.736309884629888e-06
5.4226766844315226e-05,0.7057275286427979,9.133266073221208e-07,2.3484879992485273e-06,3.5722086082257743e-07,2.8780832105751398e-05,0.0,0.0,1.6380605602081275e-05,4.242285024603119e-08,9.242714363682765e-06,1.6914981454262125e-06,2.8600389379967578e-08,4.657024848429803e-19,2.5149090703359024e-13,2.4235883040901317e-08,3.928914093536476e-10,0.0005637517750291116,2.810677804490808e-16,4.354745146112461e-12,2.0236389161853404e-13,1.3709382489818769e-15,6.199375396993722e-10,3.3586982261744883e-13,3.5840689976509455e-13,3.570288067957863e-13,2.1078557521076647e-18,2.919872188348329e-12,3.601520985066464e-18,4.1302653453326243e-19,3.768793429013764e-11,3.7910353848382095e-20,1.002629247314794e-17,5.4033266743031506e-17,3.76,0.0,0.3086856809413067,0.9987677863812853,4.539701402256343e-05,1.2640235916589494e-12,0.23006358177887634,0.23127408940825853,0.000615606140549463,1.4207123293554053e-11,0.0005747375910532105,0.00010681013524146473,0.00029808351365066154,8.839951274821677e-09,6.941095840521448e-10,1.4683812615693953e-06,1.1047523594668145e-06,1.566975740326992e-05,1.7574623297676385e-10,5.393494321357185e-05,2.2804295213208381e-07,4.8008593216089915e-06
5.492384741517994e-05,0.7060103438331397,9.238683527325609e-07,2.3831003841399817e-06,3.636852384916865e-07,2.9440797308288964e-05,0.0,0.0,1.6587701809128602e-05,4.317054407077603e-08,9.598103681750765e-06,1.755653112214734e-06,2.9379959540110512e-08,4.88160875838416e-19,2.606048704250215e-13,2.482839292789773e-08,4.1668991900781484e-10,0.000576776416024489,2.990284431246286e-16,4.501111218459607e-12,2.1601293195963057e-13,1.4388913938835983e-15,6.350908617242706e-10,3.573513262907402e-13,3.7058203252577063e-13,3.8392343362845956e-13,2.2709202891048505e-18,3.101319472016034e-12,4.104905135776021e-18,4.44376235535105e-19,3.904036242705875e-11,4.1346470679260554e-20,1.080549214248387e-17,5.957466209741712e-17,3.76,0.0,0.3064745035671105,0.9987535234275531,4.6501703307358574e-05,1.3858584595515792e-12,0.23225070001427553,0.23348945278429023,0.0006155973256259209,1.4336234875703563e-11,0.000588183080086864,0.00010821904105778371,0.00030518843565040016,8.952857600882658e-09,7.106953892978369e-10,1.4877623322199953e-06,1.1319994871231053e-06,1.638324117628499e-05,1.782224190931473e-10,5.520702363788134e-05,2.3180669700621216e-07,4.864538264768242e-06
5.5620927986044656e-05,0.7062911509414458,9.34419398983791e-07,2.4178426635739523e-06,3.7021913238375475e-07,3.0107118044947757e-05,0.0,0.0,1.679541257583901e-05,4.392851631815137e-08,9.9623088222616e-06,1.8213390220691568e-06,3.0170607572830194e-08,5.114160411172529e-19,2.699311624555721e-13,2.5427362270805224e-08,4.4157466314193935e-10,0.0005899140215212748,3.17886112147742e-16,4.650171254956494e-12,2.303832295248346e-13,1.509258551486602e-15,6.504092570188593e-10,3.7990068247854957e-13,3.830178676943377e-13,4.1245195244236833e-13,2.4443897173139015e-18,3.2913935322205906e-12,4.670336424245657e-18,4.77685075434666e-19,4.042390725985012e-11,4.504242131971926e-20,1.1634097314244985e-17,6.560058166306726e-17,3.76,0.0,0.30427912895680137,0.9987391297614912,4.761804873318815e-05,1.5175929267867936e-12,0.23442181311952046,0.23568906645631754,0.0006155884303320811,1.4464290943973924e-11,0.000601751895642567,0.0001096084441621253,0.00031236247321859647,9.064081973897474e-09,7.274430179792192e-10,1.5068751552003365e-06,1.159550309058434e-06,1.7115080270011173e-05,1.8070297180653542e-10,5.649100000492428e-05,2.3558888445260513e-07,4.9273386590472805e-06
5.631800855690937e-05,0.7065699643314195,9.449813214602485e-07,2.452717484653707e-06,3.768238170218823e-07,3.0779793994097586e-05,0.0,0.0,1.7003760565304072e-05,4.4696999362103306e-08,1.0335429907685311e-05,1.8885716817507171e-06,3.097235487102797e-08,5.354910956368137e-19,2.7947277150330066e-13,2.6032794983175454e-08,4.675790596786678e-10,0.0006031635326330875,3.3767368796841584e-16,4.801927505838582e-12,2.455025834768191e-13,1.5820947786695326e-15,6.658928211038248e-10,4.0355667975502826e-13,3.957174792911136e-13,4.4269072109841157e-13,2.6287988640259454e-18,3.4903814233026924e-12,5.304457507534687e-18,5.130523862177087e-19,4.183893899142798e-11,4.901403487727516e-20,1.2514573126849973e-17,7.214621707673654e-17,3.76,0.0,0.3020994442927594,0.9987246062999439,4.874603672231938e-05,1.6598838223144596e-12,0.2365770356106127,0.23787304301079787,0.0006155794551849944,1.4591300403187495e-11,0.0006154430947600391,0.00011097820077454122,0.0003196051617905085,9.173615228498494e-09,7.443513825189081e-10,1.5257177467727162e-06,1.187404073992134e-06,1.7865234260406967e-05,1.8318784672926616e-10,5.7786774895209175e-05,2.393897133061075e-07,4.989253785963562e-06
5.7015089127774085e-05,0.7068467982644464,9.555556908806515e-07,2.4877275168690145e-06,3.8350066642731155e-07,3.14588260877124e-05,0.0,0.0,1.72127682201181e-05,4.547622539700142e-08,1.0717566896463482e-05,1.957366901869208e-06,3.1785224245425786e-08,5.604069046520084e-19,2.892327363375116e-13,2.664469630608906e-08,4.947370540266222e-10,0.000616523899097433,3.584249029026062e-16,4.9563817868940794e-12,2.6139947765590274e-13,1.6574559281138607e-15,6.815416867041498e-10,4.2835907307589684e-13,4.0868399215440244e-13,4.747186697392753e-13,2.8247054976925226e-18,3.698575828007358e-12,6.014516380462638e-18,5.505816533486363e-19,4.3285830796370936e-11,5.3277882378506264e-20,1.3449478297620314e-17,7.924880685214088e-17,3.76,0.0,0.2999353375576135,0.9987099539502898,4.9885655745960605e-05,1.8134218652988133e-12,0.238716481173239,0.24004149422995066,0.0006155704008256234,1.4717272497444207e-11,0.000629255742946074,0.00011232819552754099,0.0003269160396205709,9.281450644979056e-09,7.614194019373995e-10,1.54428851427388e-06,1.2155600457583993e-06,1.8633651079283717e-05,1.8567699936508677e-10,5.909425119173607e-05,2.4320939193944237e-07,5.0502782174897475e-06
5.77121696986388e-05,0.7071216669003184,9.661440733407362e-07,2.5228754515124647e-06,3.9025103972853913e-07,3.214421648378445e-05,0.0,0.0,1.7422457767421388e-05,4.626642650413275e-08,1.1108819594912428e-05,2.0277405004824776e-06,3.2609239264775734e-08,5.86182378290249e-19,2.9921414923866947e-13,2.7263072804219763e-08,5.230831195887507e-10,0.0006299940791850654,3.801743288625644e-16,5.113535489480259e-12,2.7810308863647327e-13,1.7353986671549014e-15,6.973560170061616e-10,4.543486026516104e-13,4.219205816631057e-13,5.086173549434592e-13,3.0326895829937526e-18,3.9162751053266654e-12,6.808412043988804e-18,5.903806721906267e-19,4.476495891004274e-11,5.785129693798867e-20,1.4441467799040687e-17,8.694772679126075e-17,3.76,0.0,0.29778669752851056,0.9986951736107542,5.1036896425266134e-05,1.9789329157268966e-12,0.24084026266903835,0.24219453109746925,0.0006155612677807268,1.48422162275636e-11,0.0006431889140987423,0.00011365834059791074,0.000334294647769976,9.387583739976331e-09,7.786460018240459e-10,1.5625862440462418e-06,1.2440175033784674e-06,1.9420267479210368e-05,1.8817038512876262e-10,6.041333209077134e-05,2.470481380214897e-07,5.1104077737659214e-06
5.833530311430347e-05,0.7073657249856601,9.756223641190973e-07,2.5544138000436477e-06,3.9634853212189243e-07,3.276228488194038e-05,0.0,0.0,1.7610498398981752e-05,4.698228203927362e-08,1.146636560823571e-05,2.091997812347889e-06,3.3355295746616485e-08,6.099728607464506e-19,3.083267758331961e-13,2.7821338838391924e-08,5.494564780575993e-10,0.0006421274400021304,4.00490420270366e-16,5.256304015306144e-12,2.9374203162356154e-13,1.807305434906634e-15,7.116329692451728e-10,4.786201124964715e-13,4.339842747130124e-13,5.405723480554235e-13,3.2293240996337055e-18,4.119174680263535e-12,7.596063488961179e-18,6.279706920465877e-19,4.611477710069964e-11,6.221638023422514e-20,1.5378793663278242e-17,9.436865577400214e-17,3.76,0.0,0.2958789902946,0.9986818535697786,5.207584404913731e-05,2.1376432029646884e-12,0.242725582641355,0.2441062128675466,0.0006155530373603901,1.4953042204852748e-11,0.0006557453111501496,0.00011483052893538252,0.000340947485692633,9.481015046235926e-09,7.941785500233011e-10,1.5787111018980037e-06,1.2697107918755205e-06,2.013878452548342e-05,1.9040281639573236e-10,6.160222784501881e-05,2.5049599063224216e-07,5.163398747345823e-06
5.878803987714422e-05,0.7075420727982074,9.825172430155677e-07,2.577399533347039e-06,4.0081664611976984e-07,3.321453189859732e-05,0.0,0.0,1.774748075992829e-05,4.750809740355455e-08,1.1730799458217391e-05,2.1394893423361625e-06,3.390295039554141e-08,6.277107437754022e-19,3.150614400403599e-13,2.8230199240506366e-08,5.69245448046796e-10,0.0006509970200660741,4.157838000047154e-16,5.361385988591198e-12,3.055361998725171e-13,1.860895649830501e-15,7.220889920454407e-10,4.968878157612458e-13,4.4288744955030333e-13,5.6480431140366e-13,3.37879694327346e-18,4.271633184761349e-12,8.218421008285064e-18,6.56522875349752e-19,4.7111988095538265e-11,6.555972413785054e-20,1.6090952903651446e-17,1.0009780819167483e-16,3.76,0.0,0.29450059996266514,0.9986721125675736,5.2836509079932886e-05,2.2596604548671533e-12,0.24408761007331412,0.24548751691120635,0.00061554701862489,1.5033055240319528e-11,0.0006649277200142877,0.00011567218566387269,0.00034581462927867366,9.548042829914984e-09,8.05542214998967e-10,1.590289105314509e-06,1.2885286853556238e-06,2.0669872934602656e-05,1.9202686744087875e-10,6.247174717520915e-05,2.5301078873834826e-07,5.201448474354564e-06
5.9240776639984964e-05,0.7077176066144054,9.89419703192456e-07,2.6004463628546223e-06,4.0531722926287084e-07,3.3669465510377444e-05,0.0,0.0,1.788477420663714e-05,4.803879121470309e-08,1.1999185300787143e-05,2.187663655826976e-06,3.445533369367231e-08,6.458358971493721e-19,3.2189296928522155e-13,2.864180047031624e-08,5.895735475306325e-10,0.0006599118197177182,4.3153691682177454e-16,5.467607347856716e-12,3.1770328369894876e-13,1.9156372349546107e-15,7.326150495737334e-10,5.157018891882252e-13,4.5190805586873646e-13,5.899180001920513e-13,3.534030975151499e-18,4.4284319261399484e-12,8.885979603701054e-18,6.861566949203448e-19,4.81232063481892e-11,6.905375155921263e-20,1.683022672251746e-17,1.0612502953859648e-16,3.76,0.0,0.2931286159255749,0.9986623185233091,5.3602070257355305e-05,2.3875765727633277e-12,0.2454431496645331,0.2468624364802376,0.0006155409672845513,1.5112643921348357e-11,0.0006741599896858685,0.00011650542415189709,0.0003507098556328703,9.614351684329196e-09,8.169716317295642e-10,1.6017513081941842e-06,1.307473006372928e-06,2.120855073322838e-05,1.9365265613816044e-10,6.334605830576755e-05,2.555338798037858e-07,5.239118469366916e-06
5.969351340282571e-05,0.707892330221234,9.963301692226684e-07,2.6235550446082477e-06,4.0985068173461824e-07,3.4127087386291576e-05,0.0,0.0,1.802238463848366e-05,4.8574427081484096e-08,1.2271550360541291e-05,2.2365251003258456e-06,3.5012453173958126e-08,6.64355802296289e-19,3.288222780675038e-13,2.9056145513583967e-08,6.104507092487279e-10,0.0006688715612574547,4.477600431776268e-16,5.574968100725089e-12,3.3025193201297737e-13,1.9715465178235084e-15,7.432112162120998e-10,5.350744428859271e-13,4.610470140007948e-13,6.159383072856408e-13,3.695207635808742e-18,4.589657980753902e-12,9.601606365245651e-18,7.169059904267087e-19,4.9148537793300466e-11,7.27039635030784e-20,1.759743681406928e-17,1.1246327189635038e-16,3.76,0.0,0.29176300843459707,0.9986524716746885,5.437252692715208e-05,2.521625465850143e-12,0.24679223158684058,0.24823100125438075,0.000615534883461757,1.5191810512854942e-11,0.0006834418740410584,0.00011733024367276732,0.000355633041588681,9.679942242648431e-09,8.2846651187112e-10,1.6130976991191774e-06,1.3265435715594988e-06,2.17547912542112e-05,1.952801702218513e-10,6.422513502848575e-05,2.580653314759198e-07,5.27640864629247e-06
6.0100976489382386e-05,0.708048891854128,1.0025567838061045e-06,2.644406369550035e-06,4.139591685997819e-07,3.454124708070721e-05,0.0,0.0,1.814650989743879e-05,4.9060777413484715e-08,1.252010363127914e-05,2.28109149367948e-06,3.551791620371633e-08,6.81366921691117e-19,3.3514302265157543e-13,2.9431404660546574e-08,6.297178884801986e-10,0.0006769735256108524,4.627713280536745e-16,5.672566910553394e-12,3.418792055191573e-13,2.0228768783373913e-15,7.528077767685211e-10,5.5299740379877e-13,4.693740358630661e-13,6.401527288892325e-13,3.845500435563603e-18,4.73861959426892e-12,1.0289262384581125e-17,7.455627761940797e-19,5.0083490884345787e-11,7.612736367857925e-20,1.8312505778151845e-17,1.1844468080601163e-16,3.76,0.0,0.29053938916299393,0.998643564558346,5.5070123388119003e-05,2.6477121213719934e-12,0.24800090883243492,0.24945730062053403,0.0006155293803839568,1.526270154997388e-11,0.000691837788254238,0.00011806538583478387,0.00036008771300635376,9.738360432758129e-09,8.388676378235575e-10,1.6232104693001992e-06,1.3438148696553574e-06,2.225285048866361e-05,1.9674639795986137e-10,6.50203570507641e-05,2.6035084337731423e-07,5.309645144629461e-06
6.050843957593906e-05,0.7082048030065795,1.0087905343194963e-06,2.665308966044152e-06,4.180948221548647e-07,3.4957587278240474e-05,0.0,0.0,1.827090091671745e-05,4.955122877000413e-08,1.2771921925890301e-05,2.326221162740927e-06,3.6027227222940354e-08,6.987078223947144e-19,3.4154439969264984e-13,2.980889138648494e-08,6.494453041062004e-10,0.0006851114687333987,4.781794710884906e-16,5.771088488781251e-12,3.538291441888632e-13,2.0751785577816413e-15,7.624612546849296e-10,5.713917941413326e-13,4.777983612366319e-13,6.651409634654732e-13,4.000895365906428e-18,4.891303667551039e-12,1.1020612793883569e-17,7.751771753378469e-19,5.1030039965953783e-11,7.968608955846511e-20,1.9051509730879534e-17,1.2469895840230497e-16,3.76,0.0,0.2893208894147655,0.9986346150327213,5.5771685085095795e-05,2.7791424114698495e-12,0.24920440148572595,0.2506784979741289,0.00061552385122837,1.533325434751503e-11,0.0007002735147649838,0.00011879371673863048,0.00036456484323504104,9.796198577174933e-09,8.493213479215834e-10,1.6332295414535122e-06,1.3611881494344808e-06,2.2756990892933478e-05,1.9821400437262146e-10,6.581939901145944e-05,2.6264323466287317e-07,5.342574279493031e-06
6.0915902662495737e-05,0.7083600664030447,1.0150317282080547e-06,2.6862633922573314e-06,4.222579436185015e-07,3.537610960386118e-05,0.0,0.0,1.8395561925556348e-05,5.004582759433295e-08,1.3027025054496274e-05,2.371917285643322e-06,3.6540392272314436e-08,7.163836084103291e-19,3.4802710021049866e-13,3.0188608329461155e-08,6.696403934059086e-10,0.0006932851911820575,4.93992288760036e-16,5.870532699935669e-12,3.661083234953199e-13,2.128463796125446e-15,7.72171716579582e-10,5.902668419501688e-13,4.863206820146624e-13,6.909222385767428e-13,4.161534717619208e-18,5.047775865950453e-12,1.1798082740061661e-17,8.057757579930676e-19,5.198826346206486e-11,8.338448151140278e-20,1.9815087743430825e-17,1.3123650900958733e-16,3.76,0.0,0.2881074877872063,0.9986256232677873,5.647721229787444e-05,2.916102170821356e-12,0.25040273124811857,0.251894614666268,0.0006155182960996149,1.540347059714996e-11,0.000708748877122454,0.00011951524423952148,0.00036906434350207184,9.85345783320295e-09,8.598274343397146e-10,1.643155022770987e-06,1.378663282954086e-06,2.326718974641843e-05,1.9968298051159016e-10,6.662224194096942e-05,2.649425575968758e-07,5.375196371804394e-06
6.13233657490524e-05,0.7085146847564574,1.0212806724111314e-06,2.7072702084448416e-06,4.264488315795148e-07,3.5796815807648806e-05,0.0,0.0,1.8520497131722156e-05,5.0544620362637177e-08,1.3285432817894874e-05,2.418183043820613e-06,3.7057417482402776e-08,7.343993984477348e-19,3.5459182407578036e-13,3.057055827060706e-08,6.903106557795869e-10,0.0007014944944474809,5.102177075734605e-16,5.970899365181938e-12,3.7872340560928765e-13,2.1827449439816235e-15,7.819392328180948e-10,6.096319050170301e-13,4.949416969321386e-13,7.175161331838957e-13,4.32756383229693e-18,5.2081025536374385e-12,1.2624212903124287e-17,8.3738572100150345e-19,5.2958240179934404e-11,8.722698780580246e-20,2.0603892360433083e-17,1.3806805755219685e-16,3.76,0.0,0.28689916296648466,0.9986165894324887,5.718670554877282e-05,3.0587822896160303e-12,0.2515959197291667,0.2531056719587743,0.0006155127151015536,1.5473351984456613e-11,0.0007172636998037874,0.00012022997868590244,0.00037358612535357406,9.910139561058576e-09,8.703856899985982e-10,1.652987054740202e-06,1.396240144092084e-06,2.3783423370524974e-05,2.0115331742870348e-10,6.742886691459246e-05,2.6724886537151355e-07,5.407511854409067e-06
6.173082883560908e-05,0.7086686607684815,1.0275376733137663e-06,2.728329976942042e-06,4.306677740357728e-07,3.621970776328987e-05,0.0,0.0,1.8645710721909824e-05,5.1047653588145486e-08,1.3547165008394827e-05,2.465021622220324e-06,3.7578309072220335e-08,7.527603062763534e-19,3.6123927931796203e-13,3.095474413355242e-08,7.114636528043656e-10,0.000709739180948405,5.26863763441804e-16,6.0721882629197085e-12,3.9168113995024656e-13,2.23803446291352e-15,7.917638773935214e-10,6.29496472383653e-13,5.036621115936405e-13,7.449425819930492e-13,4.4991311537464155e-18,5.372350797171409e-12,1.3501663905906228e-17,8.700349021466427e-19,5.394004931589667e-11,9.121816640500202e-20,2.141858962150959e-17,1.4520465682206176e-16,3.76,0.0,0.28569589372728676,0.9986075136947443,5.7900165609784985e-05,3.2073788081287052e-12,0.25278398844696626,0.2543116910245461,0.0006155071083373682,1.554290018519977e-11,0.0007258178082095427,0.00012093793285830908,0.0003781301006536502,9.966245316554697e-09,8.80995908563089e-10,1.662725812353256e-06,1.4139186085511934e-06,2.430566716109817e-05,2.026250061774584e-10,6.823925505331455e-05,2.695622120873884e-07,5.439521270735703e-06
6.213829192216576e-05,0.7088219971295237,1.0338030366929002e-06,2.749443262141151e-06,4.349150599736788e-07,3.6644787466573404e-05,0.0,0.0,1.877120686203154e-05,5.155497382538716e-08,1.38122414105068e-05,2.5124362095169516e-06,3.8103073439246644e-08,7.714715519793768e-19,3.679701826688995e-13,3.134116898362481e-08,7.331070082918912e-10,0.0007180190540260726,5.439386017575664e-16,6.174399129374745e-12,4.0498836374437185e-13,2.294344927200709e-15,8.016457279131212e-10,6.498701658626267e-13,5.124826385354211e-13,7.732218799288794e-13,4.6763885371064896e-18,5.540588369139353e-12,1.4433220890818756e-17,9.037517942909659e-19,5.493377045687653e-11,9.536268707109836e-20,2.2259859144426327e-17,1.526576949166446e-16,3.76,0.0,0.2844976589324775,0.9985983962214526,5.861759349017902e-05,3.3620930131116253e-12,0.25396695882854914,0.25551269294791246,0.0006155014759096242,1.561211686555978e-11,0.0007344110286591181,0.00012163912189002415,0.0003826961815835469,1.0021776844269297e-08,8.916578844403051e-10,1.6723715030051736e-06,1.4316985538630399e-06,2.4833895621067108e-05,2.0409803781395402e-10,6.905338752460421e-05,2.718826527253407e-07,5.4712252720386565e-06
6.254575500872243e-05,0.7089746965187703,1.040077067720312e-06,2.77061063044937e-06,4.3919098611393894e-07,3.7072057033843285e-05,0.0,0.0,1.889698969759544e-05,5.2066627674541916e-08,1.4080681801778518e-05,2.5604299983306476e-06,3.863171718513541e-08,7.905384384182983e-19,3.7478525976358077e-13,3.172983602675944e-08,7.552484083499864e-10,0.0007263339179384697,5.614504788705113e-16,6.277531659154649e-12,4.186520026009422e-13,2.351689025557587e-15,8.11584865581361e-10,6.707627416400499e-13,5.2140399729937e-13,8.023746867887389e-13,4.859491369918173e-18,5.712883751932319e-12,1.5421798341963382e-17,9.385655592638265e-19,5.5939483583057113e-11,9.966533329534007e-20,2.3128394405782935e-17,1.6043890301446602e-16,3.76,0.0,0.28330443753274764,0.9985892371784967,5.93389904288916e-05,3.523131537862445e-12,0.2551448522102873,0.25670869872499946,0.0006154958179202624,1.5681003682157413e-11,0.0007430431883860651,0.00012233356319177042,0.00038728428064079776,1.0076736071275578e-08,9.023714127776267e-10,1.6819243654413015e-06,1.4495798593923803e-06,2.5368082393940695e-05,2.0557240339796232e-10,6.987124554322918e-05,2.74210243132554e-07,5.502624613454273e-06
6.29532180952791e-05,0.7091267616042711,1.0463600709879897e-06,2.791832650249168e-06,4.434958539747894e-07,3.750151870058143e-05,0.0,0.0,1.9023063354120778e-05,5.258266178545342e-08,1.4352505953658707e-05,2.609006185428163e-06,3.916424708991631e-08,8.099663439606237e-19,3.8168524513242827e-13,3.2120748608400737e-08,7.778956014416799e-10,0.0007346835778549838,5.794077636929446e-16,6.381585505790541e-12,4.3267907104805324e-13,2.4100795624231586e-15,8.215813751669307e-10,6.921840917840697e-13,5.304269145087206e-13,8.324220315779178e-13,5.0485985368873e-18,5.889306141274175e-12,1.647044466996435e-17,9.745060415836375e-19,5.695726907142857e-11,1.0413100421580605e-19,2.4024903030761174e-17,1.6856036268157168e-16,3.76,0.0,0.2821162085662786,0.9985800367307478,6.0064357896671195e-05,3.690706455774947e-12,0.25631768983826664,0.2578997292640665,0.0006154901344706014,1.57495622821248e-11,0.000751714115533787,0.00012302127639087054,0.0003918943106384307,1.0131125101942606e-08,9.131362894608412e-10,1.691384668914207e-06,1.4675624063409858e-06,2.5908200294691823e-05,2.0704809399391614e-10,7.069281037200898e-05,2.7654504001534647e-07,5.5337201507734754e-06
6.336068118183578e-05,0.7092781950427959,1.0526523505222069e-06,2.8131098918566017e-06,4.4782996586166686e-07,3.7933174819621335e-05,0.0,0.0,1.9149431937662936e-05,5.3103122862735074e-08,1.4627733632591255e-05,2.658167971978166e-06,3.970067009668929e-08,8.297607303900776e-19,3.8867088230412436e-13,3.251391021232854e-08,8.010563984628698e-10,0.0007430678398495932,5.978189392756028e-16,6.486560282326563e-12,4.470766732213528e-13,2.4695294594690345e-15,8.316353449723143e-10,7.141442462011453e-13,5.395521239358121e-13,8.633853181057687e-13,5.2438724432376374e-18,6.069925450783059e-12,1.7582348234586686e-17,1.0116037847939825e-18,5.798720769888006e-11,1.0876471676452595e-19,2.4950107069837914e-17,1.770345153590831e-16,3.76,0.0,0.2809329511583155,0.9985707950420705,6.079369759908383e-05,3.865035401298508e-12,0.25748549286876227,0.2590858053859369,0.000615484425661341,1.5817794303176112e-11,0.0007604236391500592,0.00012370228325327113,0.00039652618470395235,1.0184946211327194e-08,9.239523111117683e-10,1.7007527121158708e-06,1.4856460777525674e-06,2.6454221349148996e-05,2.0852510067216784e-10,7.151806332277347e-05,2.78887100927203e-07,5.564512836990038e-06
6.417560735494913e-05,0.7095791775512438,1.0652659516099764e-06,2.8558323312838737e-06,4.565871424639895e-07,3.880308040469688e-05,0.0,0.0,1.9403070215016425e-05,5.4157513032312945e-08,1.5188478617264964e-05,2.758261171284013e-06,4.078522411207916e-08,8.704712236116714e-19,4.029021319949912e-13,3.3306995108635294e-08,8.489503604248565e-10,0.0007599393988607002,6.360374705835991e-16,6.699270877936375e-12,4.770123465585319e-13,2.5916596155681807e-15,8.519160359960885e-10,7.597217860750849e-13,5.581123906494388e-13,9.2814723227213e-13,5.653588447521235e-18,6.4440380959400204e-12,2.0009410084165985e-17,1.0893968069158548e-18,6.008386949566844e-11,1.185569361727933e-19,2.688956271399626e-17,1.950925105750538e-16,3.76,0.0,0.2785812679522627,0.9985521885923833,6.226430169201432e-05,4.234854294043125e-12,0.2598060793155439,0.2614431772261805,0.0006154729323637452,1.5953285112661263e-11,0.0007779577964761404,0.00012504427534215572,0.0004058551191163563,1.029089458780927e-08,9.457369794731565e-10,1.7192133544352787e-06,1.5221163353714744e-06,2.7563857257129656e-05,2.1148302659232913e-10,7.317955908700721e-05,2.8359324919872996e-07,5.625193938658703e-06
