Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623)
1.2914184248998678e-05,0.9786130430417981,0.0028089151927277707,0.0010397364936576903,0.0011301621048625103,0.03281631740384412,0.0,0.0,0.006535708373441799,0.0006113419285019513,0.08869450248932327,0.003693818333045236,0.0017941469054121666,1.7539024156812602e-09,2.867363236118351e-07,6.268413893244879e-06,0.0006947501894614825,0.014720843048998164,0.00013277144690859504,1.1726167488902788e-07,1.0503945499043641e-06,6.206118248622749e-10,1.2029089330730903e-06,4.434760309436011e-06,3.524404803821368e-07,2.8990427255307155e-05,5.231880250247559e-09,2.401642289752257e-06,1.0585473494328466e-06,1.1404240701866293e-08,3.6756268871042984e-06,1.3918163356164243e-09,1.6628100230528176e-09,4.837114516283277e-07,3.76,0.0,0.014635292483906374,0.8968261239990999,0.052817935373570504,0.0015500349069111174,0.5356668653697139,0.7610376286414007,0.0019428371532434847,2.647494716768579e-10,0.016676735799778672,0.00021927041932469357,0.051197277209101416,2.9339349031770567e-09,1.5487330163317589e-06,5.376986509140368e-06,0.0001364809714696703,0.0002068803113594952,1.0382163554706088e-07,0.004725256411211175,9.17922763378334e-05,1.4983664660925103e-05,0.06977808776289865,0.01300466617139719,0.004192427100131018,0.0005669444662824094,0.0011497788824056507,2.745858413637399e-05,0.009921640075882218,0.0028461447512998003,3.267894542793472e-07,1.1328093435531063e-11,8.581121962552745e-06,2.8475325486642175e-07,0.008499298548977652,1.4123300438399711e-08,2.1497333100844507e-12,3.545184887580581e-07,0.00021504290960519263,3.889763042518948e-08,3.0615518128064163e-07,5.750514060900023e-10,8.496569906523354e-06,2.5761219843328788e-06,0.0021949453506181233,6.059203661538705e-11,7.124880399295588e-10,0.0002528720212187088,9.377247574513268e-08,4.1858518245210716e-06,0.00015483311745490748,8.0607851244907e-11,2.374000385183266e-05,1.2449519281456638e-05,0.0002325505227670975,3.1938220588724734e-05,5.1459619121463346e-12,3.3008529946873515e-12,1.8841954605418792e-10
1.2965633668681878e-05,0.9788733972133656,0.002823427710761525,0.0010436103888467163,0.0011372694903949662,0.03314396994230971,0.0,0.0,0.006520746194453002,0.0006117431001731393,0.08973054008736314,0.0037362384532433138,0.0017986682505901227,1.7899230417344717e-09,2.907793654820489e-07,6.301382616554275e-06,0.0006993329562485255,0.014784239612207055,0.0001347167180962568,1.1821226870446386e-07,1.0793237666228115e-06,6.327772106512155e-10,1.219287188881802e-06,4.518794571034033e-06,3.539274325354256e-07,2.9688556212992877e-05,5.358667648956461e-09,2.449703136086585e-06,1.0765401699947097e-06,1.1578352720103862e-08,3.6914765059922787e-06,1.4048538371610017e-09,1.6893997534900093e-09,4.917109853620791e-07,3.76,0.0,0.014384627755162225,0.8957737463021297,0.05347175573184782,0.0015636525886158592,0.5342400457335227,0.7616529671564573,0.0019405574659997985,2.636643382460965e-10,0.01692656297192612,0.00021793085602677797,0.05159597045995944,2.911808882102489e-09,1.5608460354812424e-06,5.3705780670793094e-06,0.00013597672148760873,0.00020769949689315224,1.0413208860843878e-07,0.004747223382992016,9.198256023084484e-05,1.500982001037568e-05,0.07047949321639119,0.013091723037336262,0.004204550622790746,0.0005685903478940263,0.001151374868352436,2.7519742678973647e-05,0.009942499184544403,0.0028648872959820128,3.26773652589562e-07,1.1327526144011417e-11,8.65695614837518e-06,2.872589289277944e-07,0.00859787105083657,1.4125787490516123e-08,2.149622942548661e-12,3.5539294641179137e-07,0.0002159725696097855,3.8735928270501435e-08,3.063919782361212e-07,5.787310093636218e-10,8.529222693118892e-06,2.6032762652291956e-06,0.0022235592333279554,6.114280466186942e-11,7.109436849841224e-10,0.0002570557268683556,9.440087500581384e-08,4.241428480377059e-06,0.0001561661722156158,8.118513581935034e-11,2.400644307786404e-05,1.250961149178005e-05,0.00023514148445772748,3.246742028161123e-05,5.165670366166506e-12,3.313451669401287e-12,1.929549173130199e-10
1.3017083088365079e-05,0.979133628066235,0.0028379490942263583,0.0010474450116368553,0.0011443340192272883,0.033472220709333596,0.0,0.0,0.006505338854705395,0.0006120379190364407,0.09076982288604596,0.0037788096738289242,0.0018030736845685708,1.8264603102488973e-09,2.9484939480464154e-07,6.33425237931587e-06,0.000703909680425442,0.014846261098993459,0.00013667205085137566,1.1916452050612765e-07,1.10888188849821e-06,6.451130870282669e-10,1.2358038797309552e-06,4.603602167803771e-06,3.5537773183048497e-07,3.039849937163224e-05,5.4875445470801844e-09,2.4983533384032483e-06,1.094672648560851e-06,1.1753793699985582e-08,3.706990158167843e-06,1.4178443667048673e-09,1.7162321693848284e-09,4.997612919442792e-07,3.76,0.0,0.014138113048380878,0.8947189386659675,0.05412789429753564,0.001577250515220652,0.5328075547713176,0.7622662636829669,0.0019382725137791431,2.6257796010383267e-10,0.01717817665554858,0.00021661369774005383,0.05199537203684127,2.890027966037108e-09,1.5729812197653004e-06,5.364667548541002e-06,0.00013545879468875846,0.0002085011631333284,1.0443991144425909e-07,0.004769050183850714,9.216951736295882e-05,1.5037267850417929e-05,0.07118105199138589,0.013178703502227612,0.004216421046360053,0.000570202415996728,0.0011528867951655685,2.7579912473798145e-05,0.009962840430275169,0.002883294592425858,3.267320969074613e-07,1.1326066489466393e-11,8.732556406456301e-06,2.8975677975789357e-07,0.008696269133773483,1.4127632186530645e-08,2.149343285624513e-12,3.56249193412223e-07,0.00021689812929099272,3.8571734111597455e-08,3.066101240593265e-07,5.823484472884633e-10,8.561672317713954e-06,2.6303582479073033e-06,0.0022521452439445617,6.168992532677802e-11,7.09456394677366e-10,0.0002612554253557002,9.502872594369905e-08,4.297094397230674e-06,0.0001574957864812234,8.175849151668962e-11,2.4273016552102753e-05,1.2569368537451993e-05,0.00023773066523205603,3.299814198499967e-05,5.185208118025428e-12,3.3259419974779867e-12,1.9756698557085485e-10
1.306853250804828e-05,0.9793937307536407,0.0028524809204113766,0.00105124107361127,0.0011513562997745835,0.03380104811404473,0.0,0.0,0.006489500600777888,0.0006122282234726703,0.09181228215664781,0.003821530123994247,0.001807364411599782,1.8635204639495663e-09,2.9894648104559023e-07,6.367028653418047e-06,0.0007084805124908134,0.014906903455698282,0.00013863729321162481,1.2011840017450571e-07,1.1390778571001128e-06,6.576212398968049e-10,1.2524597594252668e-06,4.689177918054465e-06,3.567917854234017e-07,3.1120337857926715e-05,5.618530865021097e-09,2.5475948722200117e-06,1.1129438723934626e-06,1.1930565444085348e-08,3.7221710399953334e-06,1.430787390274356e-09,1.743308774305361e-09,5.078615787557018e-07,3.76,0.0,0.013895684091242665,0.8936617576197657,0.054786300398782045,0.0015908278345542293,0.5313695611950084,0.7628775599521377,0.0019359824190467744,2.6149045433799743e-10,0.017431559508432157,0.0002153191026027634,0.052395454660889074,2.8685932899722583e-09,1.585137732533517e-06,5.359257952230027e-06,0.000134927653222277,0.00020928548949605025,1.047450927917679e-07,0.0047907357142797,9.235321854554637e-05,1.5066015028713157e-05,0.07188271076034947,0.013265603637118224,0.004228041897166019,0.0005717811446346346,0.0011543160542945622,2.7639113595801237e-05,0.00998267552371732,0.0029013673817654237,3.266653045586704e-07,1.1323732400939947e-11,8.807915692141487e-06,2.9224657659134965e-07,0.008794476535099205,1.4128850813108554e-08,2.1488977410973852e-12,3.5708761143799215e-07,0.00021781960351401747,3.840515744288009e-08,3.068100559125859e-07,5.859036184133428e-10,8.593923611042443e-06,2.6573664367321833e-06,0.0022806984301912184,6.223337279471535e-11,7.080263592929561e-10,0.00026547033172070924,9.565600012513263e-08,4.352844870437942e-06,0.0001588218570072507,8.232787441362969e-11,2.4539687901263408e-05,1.2628795047246322e-05,0.0002403176592096014,3.3530285449679436e-05,5.2045802160901635e-12,3.3383272806282104e-12,2.0225627644668604e-10
1.311998192773148e-05,0.9796537004638086,0.002867024745985184,0.0010549992841045385,0.0011583369623850072,0.03413043076766698,0.0,0.0,0.006473245439723346,0.0006123158779755468,0.09285784987835498,0.0038643979704692157,0.0018115416409534406,1.901109827229613e-09,3.030706981700659e-07,6.399716871772159e-06,0.0007130456042707239,0.014966163119508278,0.00014061229556492402,1.210738789723852e-07,1.1699206460130536e-06,6.70303472685745e-10,1.2692556067544308e-06,4.775516616203729e-06,3.5817000782982966e-07,3.1854151327543395e-05,5.751646757852574e-09,2.5974297108641183e-06,1.1313529312100897e-06,1.2108669943573099e-08,3.7370224584440506e-06,1.4436824058280007e-09,1.7706311174541163e-09,5.160110512413258e-07,3.76,0.0,0.013657277480638937,0.8926022589311919,0.055446923965759856,0.0016043837139686908,0.5299262310570393,0.7634868967489152,0.0019336873026185113,2.604019358235796e-10,0.017686694132733716,0.0002140472158550161,0.052796191350442015,2.847505792028441e-09,1.597314746217484e-06,5.354352066080612e-06,0.00013438375422506976,0.00021005266134935488,1.0504762178561401e-07,0.004812278905040847,9.253373324516122e-05,1.5096067985206433e-05,0.07258441723534682,0.013352419597429197,0.004239416713527895,0.0005733270092951496,0.0011556640354663998,2.7697365739010914e-05,0.010002016037002428,0.0029191066261217593,3.2657379019016687e-07,1.1320541715962273e-11,8.883027147821645e-06,2.9472809483115956e-07,0.00889247726324017,1.4129459318712441e-08,2.1482896936691507e-12,3.579085775919061e-07,0.00021873701950722842,3.8236305538936505e-08,3.0699220514734506e-07,5.89396454216633e-10,8.6259813299218e-06,2.6842994457795256e-06,0.002309213948243701,6.277312433422111e-11,7.066537403602997e-10,0.0002696996650949554,9.62826697262165e-08,4.4086753399951e-06,0.00016014428342710763,8.289324251576851e-11,2.4806421038184063e-05,1.2687895823137701e-05,0.00024290206399764667,3.406375209781008e-05,5.223791760526765e-12,3.3506107754024327e-12,2.0702330600960637e-10
1.317143134741468e-05,0.9799135324234446,0.0028815821166219583,0.0010587203567756268,0.0011652766518695013,0.03446034747378631,0.0,0.0,0.006456587135870197,0.0006123027698544352,0.09390645874535283,0.003907411417572302,0.00181560658660355,1.9392347704958076e-09,3.072221295478519e-07,6.43232262049867e-06,0.0007176051088379445,0.015024037010828129,0.00014259691082222885,1.2203092942152298e-07,1.2014192602130252e-06,6.831616136037135e-10,1.2861922096221818e-06,4.862613038136102e-06,3.595128201545525e-07,3.260001795180372e-05,5.886912668559222e-09,2.647859827163998e-06,1.1498989175841586e-06,1.2288109339307056e-08,3.7515478263094377e-06,1.4565289252856559e-09,1.7982007872661431e-09,5.242089132015029e-07,3.76,0.0,0.013422830675849727,0.8915404976046556,0.05610971553725744,0.0016179173399079377,0.5284777277608019,0.764094313938722,0.0019313872836569457,2.5931251723387475e-10,0.017943563086381075,0.00021279816854102856,0.05319755544530221,2.8267661218333088e-09,1.6095114426985413e-06,5.349952420978994e-06,0.00013382754952345502,0.0002108028697248695,1.0534748795053548e-07,0.0048336787167087445,9.27111299911604e-05,1.5127432654531253e-05,0.07328612016455527,0.013439147623034456,0.004250549040821791,0.0005748404863018502,0.0011569321257930503,2.7754688366429747e-05,0.010020873398151513,0.0029365135003437924,3.2645806571446043e-07,1.1316512181304203e-11,8.957884101436613e-06,2.972011159929983e-07,0.008990255598565675,1.4129473413978599e-08,2.147522511442162e-12,3.587124567128204e-07,0.00021965039898112535,3.806528348979762e-08,3.0715699719885053e-07,5.928269190848115e-10,8.657850166502326e-06,2.7111560009979455e-06,0.0023376870639286963,6.330915532202713e-11,7.053386567482999e-10,0.00027394264918429394,9.690870753239672e-08,4.464581384311442e-06,0.00016146296823097326,8.345455573147882e-11,2.5073180173334994e-05,1.274667572564908e-05,0.00024548348080658645,3.459844507474166e-05,5.242847736367827e-12,3.362795556462462e-12,2.1186858068621045e-10
1.3222880767097881e-05,0.9801732219031586,0.0028961545665323876,0.0010624050066835678,0.0011721760293969036,0.03479077722914398,0.0,0.0,0.006439539208097158,0.000612190806098549,0.09495804217298504,0.003950568707459564,0.0018195604671506678,1.9779019080052407e-09,3.1140086858215756e-07,6.464851502920559e-06,0.0007221591804288072,0.015080522524594749,0.0001445909944398297,1.2298952535399682e-07,1.233582735505686e-06,6.961975167793717e-10,1.303270384774491e-06,4.950461945332979e-06,3.608206493673934e-07,3.335801440511283e-05,6.024349339074483e-09,2.698887194435692e-06,1.168580927289015e-06,1.2468885945610442e-08,3.765750652622852e-06,1.4693265287359756e-09,1.8260194133392486e-09,5.324543670684251e-07,3.76,0.0,0.013192281990266508,0.8904765278801655,0.05677462626782305,0.001631427917469813,0.5270242120741817,0.764699850493047,0.001929082479668847,2.582223090620597e-10,0.018202148893618954,0.00021157207796105315,0.05359952060952242,2.8063748215270276e-09,1.6217270135753454e-06,5.346061333222697e-06,0.0001332594853659342,0.0002115363110056904,1.0564468119377554e-07,0.004854934139189491,9.288547627206176e-05,1.516011451196369e-05,0.0739877693279017,0.013525784037874689,0.004261442427243149,0.0005763220522463798,0.001158121708776843,2.7811100639964446e-05,0.010039258886339952,0.0029535893834825777,3.2631863947964057e-07,1.1311661412015752e-11,9.032480064748942e-06,2.9966542766029386e-07,0.009087796093833042,1.4128908512535313e-08,2.1465995361449714e-12,3.5949963531492723e-07,0.00022055976079376154,3.789219419755608e-08,3.073048512378273e-07,5.961950060615555e-10,8.689534763245697e-06,2.7379349486361935e-06,0.0023661131533045613,6.384145039031239e-11,7.040812104114264e-10,0.00027819851271478497,9.753408693780405e-08,4.520558719837167e-06,0.0001627778167396397,8.401177583755627e-11,2.53399298256187e-05,1.28051394729695e-05,0.000248061514557411,3.513426933014358e-05,5.261753169777252e-12,3.3748850021112795e-12,2.1679259719329402e-10
1.3274330186781081e-05,0.9804327642178985,0.0029107436126653624,0.0010660539453193772,0.0011790357753544993,0.03512169922961308,0.0,0.0,0.006422114927536238,0.0006119819103831841,0.09601253430347935,0.00399386812031649,0.0018234045045478601,2.0171180401604885e-09,3.1560701553728415e-07,6.497309071695377e-06,0.0007267079743123389,0.01513561752032308,0.00014659440440601356,1.2394964200405972e-07,1.2664201380136337e-06,7.094130584181932e-10,1.3204909782973115e-06,5.03905808861694e-06,3.620939276774726e-07,3.4128215852334185e-05,6.1639777910292785e-09,2.7505137872912526e-06,1.1873980596040153e-06,1.2651002268789692e-08,3.7796345389145854e-06,1.4820748205412104e-09,1.854088670841044e-09,5.407466141773042e-07,3.76,0.0,0.012965570582135807,0.8894104032330777,0.057441607937154276,0.001644914669984166,0.5255658421447879,0.7653035445138747,0.0019267730065046843,2.5713141963352703e-10,0.018462434055029987,0.00021036904924246172,0.05400206082475504,2.7863322263120285e-09,1.6339606601868703e-06,5.342680918971181e-06,0.00013268000217805985,0.00021225318660857874,1.0593919179702179e-07,0.00487604419120572,9.305683833744054e-05,1.5194118657903374e-05,0.07468931553117303,0.013612325249375695,0.004272100421896301,0.0005777721836629702,0.0011592341631525573,2.7866621388650266e-05,0.010057183626698623,0.0029703358501429146,3.261560162450418e-07,1.1306006903405368e-11,9.106808731546326e-06,3.0212082341269756e-07,0.009185083574359555,1.412777971767839e-08,2.145524087687989e-12,3.602704872599086e-07,0.00022146513228968564,3.7717138321211944e-08,3.0743618016531756e-07,5.995007386688064e-10,8.721039694075384e-06,2.7646352482979554e-06,0.002394487703020608,6.436999483332459e-11,7.028814737055746e-10,0.00028246648985794884,9.81587819399078e-08,4.57660320185767e-06,0.0001640887370687488,8.456486645122592e-11,2.5606634832675772e-05,1.286329191184193e-05,0.0002506357739836536,3.567113167440702e-05,5.2805131730166155e-12,3.3868823650798398e-12,2.2179584244641453e-10
1.3325779606464282e-05,0.9806921547310051,0.002925350760332134,0.0010696678856965934,0.0011858565826410028,0.035453092864398864,0.0,0.0,0.006404327316113787,0.0006116780201821187,0.09706987001107581,0.004037307974368692,0.001827139922993754,2.056890040624885e-09,3.1984067576713487e-07,6.529700932390291e-06,0.0007312516467149852,0.01518932031340817,0.0001486070013979357,1.249112559295427e-07,1.2999405636764538e-06,7.228101350999209e-10,1.3378548502924191e-06,5.12839621304781e-06,3.63333091737199e-07,3.491069593673262e-05,6.3058193305410036e-09,2.802741582377972e-06,1.2063494176453425e-06,1.2834460977002877e-08,3.793203170064638e-06,1.494773423836517e-09,1.882410274710911e-09,5.490848550321639e-07,3.76,0.0,0.012742636447262146,0.8883421763738363,0.058110612955644673,0.0016583768386076092,0.5241027735144446,0.7659054332583191,0.0019244589783580682,2.560399551226667e-10,0.018724401057746698,0.00020918917468638898,0.054405150406004195,2.7666384288368986e-09,1.646211593775487e-06,5.3398130661900275e-06,0.00013208953433621043,0.00021295370270732684,1.0623101040882856e-07,0.004897007919815188,9.322528145291179e-05,1.5229449762693239e-05,0.07539071059980887,0.013698767748005729,0.004282526572394212,0.0005791913567674912,0.0011602708620037723,2.7921269192987728e-05,0.010074658585971329,0.002986754662113727,3.2597069705627723e-07,1.1299566024223195e-11,9.180863975825541e-06,3.04567102765534e-07,0.009282103137852648,1.4126101886164277e-08,2.144299462243975e-12,3.610253770444714e-07,0.00022236653767439897,3.754021431858871e-08,3.075513905231254e-07,6.027441693774171e-10,8.752369462000199e-06,2.7912559586894344e-06,0.0024228063110190118,6.489477369994024e-11,7.017394836021339e-10,0.00028674582064405925,9.878276713567299e-08,4.632710819120673e-06,0.00016539564009899015,8.511379300244639e-11,2.587326036083201e-05,1.292113811387337e-05,0.00025320587172970334,3.6208940783765516e-05,5.299132807336615e-12,3.3987907550237994e-12,2.268787934807505e-10
1.3377229026147482e-05,0.980951388855285,0.0029399774928609746,0.0010732475346074684,0.001192639161892355,0.03578493772619542,0.0,0.0,0.006386189144590464,0.0006112810839418795,0.09812998490613656,0.0040808866257772275,0.0018307679469962016,2.0972248858257674e-09,3.241019701147211e-07,6.5620327944208926e-06,0.0007357903546155242,0.015241629664052422,0.0001506286486404907,1.2587434511479474e-07,1.334153137796862e-06,7.363906748058325e-10,1.3553628835633367e-06,5.218471060537281e-06,3.645385822243802e-07,3.570552676946584e-05,6.449895611254817e-09,2.855572560514848e-06,1.2254341086132425e-06,1.3019264925547347e-08,3.806460321069077e-06,1.507422018142584e-09,1.9109859860782478e-09,5.574682895536911e-07,3.76,0.0,0.01252342040805744,0.8872718992491294,0.058781594375552665,0.001671813681895445,0.5226351591373232,0.766505553162225,0.0019221405077681376,2.549480195770824e-10,0.018988032384587215,0.00020803253693346647,0.05480876398517437,2.747293461819286e-09,1.6584790353567696e-06,5.337459518243086e-06,0.0001314885099515694,0.00021363806991773213,1.0652012803592897e-07,0.0049178243998477195,9.339086943958676e-05,1.5266112187870765e-05,0.07609190737129881,0.01378510810677626,0.004292724424364144,0.0005805800472551716,0.0011612331717415411,2.797506219530601e-05,0.010091694566905115,0.0030028477598780363,3.257631785923166e-07,1.129235598284594e-11,9.254639849832696e-06,3.070040711128478e-07,0.00937884015420795,1.4123889498893523e-08,2.142928923880226e-12,3.61764687022126e-07,0.00022326401870481987,3.7361518377632526e-08,3.0765088217854306e-07,6.059253762261415e-10,8.783528495874719e-06,2.817796241141588e-06,0.0024510646863992245,6.541577961184632e-11,7.00655269429266e-10,0.0002910357513616226,9.940601771908632e-08,4.688877694872261e-06,0.00016669843942970297,8.56585226866436e-11,2.6139771914698216e-05,1.2978683213344892e-05,0.0002557714244453398,3.674760726792143e-05,5.3176170014546125e-12,3.4106134809937274e-12,2.3204191739569823e-10
1.3428678445830683e-05,0.9812104620579117,0.0029546252954872104,0.0010767936090500902,0.0011993842258692783,0.036117213587081504,0.0,0.0,0.0063677129326154625,0.0006107930583796566,0.09919281533863203,0.004124602468970728,0.0018342898026263664,2.138129883919694e-09,3.283910228908478e-07,6.5943103292438195e-06,0.0007403242558572821,0.015292544771732147,0.00015265921227094846,1.2683888870572832e-07,1.3690670146268494e-06,7.50156629100004e-10,1.3730159842561931e-06,5.309277376079453e-06,3.657108428380827e-07,3.6512778919625657e-05,6.596228604586575e-09,2.9090087068134884e-06,1.2446512441590771e-06,1.3205417107005575e-08,3.81940982075504e-06,1.5200203043953625e-09,1.939817598149636e-09,5.658961173253177e-07,3.76,0.0,0.012307864109720446,0.886199623040874,0.05945450588660825,0.001685224475395978,0.5211631493942,0.7671039398645304,0.0019198177056175198,2.5385571492791765e-10,0.019253310524367757,0.000206899204399202,0.05521287655926347,2.7282971061749422e-09,1.6707622164005315e-06,5.335621768494554e-06,0.00013087735068301106,0.000214306503084587,1.0680653603768686e-07,0.004938492733552512,9.355366564161715e-05,1.530410979979264e-05,0.07679285968969565,0.013871342981037834,0.004302697514709235,0.0005819387297790082,0.001162122451797944,2.8028018474582697e-05,0.010108302207155622,0.0030186172547355663,3.255339532276649e-07,1.1284393846417526e-11,9.328130582141567e-06,3.094315396529123e-07,0.009475280264673402,1.4121156902836262e-08,2.1414157116576574e-12,3.6248879008636413e-07,0.0002241575897101759,3.7181144597628033e-08,3.0773504841786704e-07,6.090444648089792e-10,8.814521182009405e-06,2.8442553520428356e-06,0.002479258650386362,6.593300525093574e-11,6.996288162958757e-10,0.00029533553494105595,1.0002850947919352e-07,4.745100075337502e-06,0.0001679970513689095,8.619902445783138e-11,2.64061353463129e-05,1.3035932352700463e-05,0.0002583320528761035,3.728704365041855e-05,5.335970846958908e-12,3.422353857714198e-12,2.372856712759181e-10
1.3480127865513884e-05,0.9814693698601282,0.0029692956360878185,0.0010803068192754943,0.0012060925050408062,0.036449900417529574,0.0,0.0,0.00634891094748947,0.000610215905757612,0.1002582984015188,0.004168453936643238,0.001837706716920477,2.179612397355593e-09,3.3270796623087884e-07,6.626539205168516e-06,0.0007448535089907499,0.015342065263480245,0.00015469856114904006,1.278048673098329e-07,1.4046913769884363e-06,7.641099713296252e-10,1.3908150924936137e-06,5.400809910209599e-06,3.6685032040789976e-07,3.733252140276298e-05,6.744840583734112e-09,2.9630520116712174e-06,1.2639999406069718e-06,1.3392920733715912e-08,3.832055561283233e-06,1.5325680069775646e-09,1.9689069542584518e-09,5.743675378550328e-07,3.76,0.0,0.0120959100090408,0.8851253981681322,0.06012930182298407,0.0016986085112009103,0.5196868921149946,0.7677006282315761,0.0019174906811363483,2.5276314101616475e-10,0.01952021798112325,0.000205789234496416,0.05561746345714117,2.7096489703593424e-09,1.6830603788493118e-06,5.334301145974413e-06,0.00013025647155508305,0.00021495922092617384,1.0709022611748424e-07,0.00495901205001996,9.371373207022118e-05,1.5343446164299793e-05,0.07749352239694875,0.013957469107170266,0.0043124493700384455,0.0005832678774965477,0.0011629400536905625,2.808015568722883e-05,0.01012449197592703,0.0030340654194163756,3.2528350898103206e-07,1.1275696530362533e-11,9.40133057526241e-06,3.118493253105216e-07,0.009571409381096484,1.4117918070552296e-08,2.139763035268336e-12,3.631980475383569e-07,0.0002250472737266882,3.6999184802937416e-08,3.0780427585591164e-07,6.12101566201482e-10,8.845351855939034e-06,2.8706326478839293e-06,0.002507384135797454,6.644644362741259e-11,6.986600950734987e-10,0.00029964443133614796,1.0065021879159225e-07,4.801374338630876e-06,0.00016929139489001092,8.673526897755187e-11,2.667231686441525e-05,1.3092890529949163e-05,0.00026088738195330607,3.782716444401894e-05,5.354199439640847e-12,3.43401497268039e-12,2.4261050212758227e-10
1.3531577285197084e-05,0.9817281078404795,0.0029839899653858206,0.001083787870012405,0.001212764743925538,0.03678297838550893,0.0,0.0,0.006329795204459658,0.0006095515919584151,0.10132637193273583,0.004212439499648463,0.001841019916108745,2.2216798872376215e-09,3.3705294256269637e-07,6.658725147450982e-06,0.0007493782731888988,0.015390191185960697,0.0001567465668701398,1.287722629491503e-07,1.4410354360235213e-06,7.782527005777122e-10,1.408761164925283e-06,5.4930634216715e-06,3.6795746376375995e-07,3.816482167411709e-05,6.895754156602819e-09,3.0177044718480534e-06,1.2834793191411222e-06,1.3581779192495408e-08,3.844401509150559e-06,1.5450648906967372e-09,1.998255940667756e-09,5.828817507515533e-07,3.76,0.0,0.011887501367043182,0.8840492742884736,0.06080593716862999,0.0017119650976212756,0.5182065325946241,0.7682956523742747,0.0019151595419052408,2.5167039560970746e-10,0.019788737280799565,0.0002047026748361232,0.05602250034128775,2.6913485463618973e-09,1.6953727748693794e-06,5.333498806302222e-06,0.00012962628084069907,0.00021559644581637874,1.0737119031697817e-07,0.0049793815048125864,9.387112955448352e-05,1.5384124520050386e-05,0.07819385132565837,0.014043483302023572,0.004321983506505334,0.0005845679619097703,0.0011636873200815382,2.8131491204570006e-05,0.010140274171195802,0.0030491946816174546,3.250123289338641e-07,1.1266280775087782e-11,9.474234403950895e-06,3.1425725068626116e-07,0.00966721368495701,1.4114186710939199e-08,2.1379740707807177e-12,3.6389283151300043e-07,0.00022593310255171679,3.68157286117658e-08,3.0785894431580966e-07,6.150968346802725e-10,8.876024762899452e-06,2.8969275822956925e-06,0.002535437186884725,6.69560931198572e-11,6.977490528446395e-10,0.0003039617077917742,1.0127112261324308e-07,4.857696989986494e-06,0.00017058139159727368,8.726722859743841e-11,2.6938283040895086e-05,1.314956290589066e-05,0.0002634370408565224,3.8367886180149675e-05,5.372307758797115e-12,3.445600077270487e-12,2.480168468310843e-10
1.3583026704880285e-05,0.9819866716335973,0.00299870972053377,0.0010872374641397295,0.0012194016955082772,0.03711642785277355,0.0,0.0,0.00631037746681346,0.0006088020838344063,0.102396974517329,0.004256557666988882,0.0018442306241567518,2.2643400285067653e-09,3.414261040759958e-07,6.690873899657397e-06,0.000753898708149765,0.015436922994764075,0.00015880310387086086,1.2974105897711642e-07,1.4781084308565864e-06,7.925868443317295e-10,1.4268551796975013e-06,5.586032681873537e-06,3.690327234412997e-07,3.9009745619023506e-05,7.048992295475614e-09,3.072968091741137e-06,1.303088506091359e-06,1.3771996035509194e-08,3.856451691772751e-06,1.5575107501391849e-09,2.0278664831030576e-09,5.914379559818065e-07,3.76,0.0,0.011682582240124102,0.882971300300144,0.061484367561213914,0.0017252935587330775,0.5167222136160007,0.7688890456728582,0.001912824393859987,2.5057757442762336e-10,0.02005885098092298,0.00020363956310633547,0.056427963216053194,2.673395183053445e-09,1.707698666843258e-06,5.333215745578555e-06,0.00012898717990154516,0.0002162184034966244,1.0764942100738785e-07,0.004999600279386613,9.402591781443694e-05,1.542614778074954e-05,0.07889380328875932,0.014129382462237128,0.004331303427945218,0.0005858394527365832,0.0011643655840058754,2.818204207962178e-05,0.010155658916175517,0.003064007615047263,3.247208910813867e-07,1.1256163146169811e-11,9.546836812698594e-06,3.166551439660649e-07,0.009762679625966683,1.4109976244616987e-08,2.1360519613251962e-12,3.645735098864851e-07,0.00022681511089464403,3.663086346911963e-08,3.0789942672632385e-07,6.180304481505699e-10,8.906544078081546e-06,2.9231396975158667e-06,0.002563413959355741,6.746195378767939e-11,6.968956164860203e-10,0.0003082866392218616,1.0189119847774616e-07,4.91406465685836e-06,0.00017186696568183526,8.77948773096851e-11,2.72040008196581e-05,1.3205954870265676e-05,0.00026598066309978274,3.890912741960549e-05,5.390300779381661e-12,3.4571124056163138e-12,2.5350513208031184e-10
