Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833)
0.0002533159435773373,0.6220891107199458,8.334441608502822e-07,3.3293429273799176e-07,2.0877847216949355e-07,5.98460643812366e-05,0.0,0.0,5.942109228621153e-05,5.951253696209303e-07,3.9966488866344436e-05,5.2818093183739745e-06,6.532966893054203e-08,2.439023166635609e-20,1.4076498824424558e-14,1.1962059788629538e-09,2.4426669609940364e-07,0.0005442030558566771,1.8009160431834726e-17,1.214944181838042e-14,2.415119930901253e-15,3.0036655022547493e-18,2.2543087100201812e-11,4.9359395599828054e-11,1.0070923332920674e-11,2.4151952577878953e-13,1.1963491599006777e-18,3.943556970311103e-12,1.8588281947616142e-11,6.616768882487986e-15,7.263397148796479e-11,5.385108836967498e-17,6.272004671361516e-17,7.753765299987376e-13,3.76,0.0,0.4656555080832029,0.999067995485616,9.182854498548265e-05,2.015920114592076e-06,0.11559902823010128,0.11623891427328376,0.00025451708732291865,1.5529811107237505e-12,0.000543544617801,3.961083201729566e-05,2.2572758100029208e-05,1.023342358321926e-08,8.640657863396623e-12,2.704156836239527e-07,3.3772426528730735e-06,8.79309474678596e-06,3.854195977051371e-12,8.1126457669993e-06,4.1634515235774763e-07,6.919913387210671e-07,4.277834115704851e-05,0.0001133066222829571,3.5267998664732215e-08,2.4026488407694335e-09,6.513642523202774e-07,8.656492403137704e-08,2.304399253773597e-06,1.1647084791477742e-06,6.1454688317051524e-09,3.841191283965398e-14,5.2579547156757255e-09,1.5477127578351983e-11,1.9985958398230387e-06,2.9520775526613896e-09,4.079385500972287e-15,3.671064552544282e-11,4.343995778632088e-11,1.4490524441817063e-12,3.2100120951984614e-09,6.391923991066428e-14,2.1369014847731368e-08,2.9871379636874104e-09,1.3882047490199316e-08,1.8055882394072141e-12,1.2973346558447851e-09,4.580185850091418e-09,6.2764362374182114e-12,2.5643347004477545e-10,1.0320051881597393e-07,6.258956549842392e-09
0.0002560570035410728,0.6222173978588224,8.517275183576994e-07,3.3926927591455774e-07,2.1464487941672818e-07,6.161041626637699e-05,0.0,0.0,6.0825028616559244e-05,6.180218553519522e-07,4.1512587093615996e-05,5.5032052467232694e-06,6.735776370565583e-08,2.619766326209789e-20,1.479481138796758e-14,1.2303453538835563e-09,2.5228707386440995e-07,0.0005561037546802074,1.924419865804113e-17,1.252553638741239e-14,2.5854060598571904e-15,3.188249580782364e-18,2.3177532961355213e-11,5.2454910923767805e-11,1.0572812520423862e-11,2.6028821715023085e-13,1.3105930547119274e-18,4.220840023848983e-12,1.999479135220244e-11,7.060124288700016e-15,7.58684467076407e-11,5.75030353862401e-17,6.692448828683335e-17,8.319242705155518e-13,3.76,0.0,0.46452955187710826,0.9990520141120872,9.496350651373778e-05,2.0985927517944976e-06,0.11670590349514753,0.11736041420564981,0.000254513011663778,1.567502763688787e-12,0.000555475166997254,4.037888920735497e-05,2.3047780104301142e-05,1.042953700827521e-08,8.822726039299118e-12,2.7566110532225946e-07,3.4956136146179e-06,9.213373768467377e-06,3.9142240012906034e-12,8.344900488994923e-06,4.2935646560262044e-07,7.054415792268219e-07,4.4405124396076514e-05,0.00011654810541484287,3.650711352126892e-08,2.487102555103771e-09,6.73696911980409e-07,8.930412068903836e-08,2.3709849307836296e-06,1.2293763219294029e-06,6.354780114058719e-09,3.972016005552219e-14,5.4572074724605465e-09,1.6063407011964237e-11,2.0712988969480753e-06,3.0437548442068255e-09,4.2183200729845395e-15,3.7958259124768467e-11,4.522282260545801e-11,1.495803711618114e-12,3.302036856648316e-09,6.57897820219391e-14,2.204570202132557e-08,3.1147072534316347e-09,1.4667418789071777e-08,1.882279707224728e-12,1.3222090381663341e-09,4.941236601952989e-09,6.456019534742866e-12,2.682616961724231e-10,1.0692672450017824e-07,6.539555364263841e-09
0.00025879806350480826,0.622345388139525,8.702773293373968e-07,3.457019240331555e-07,2.20643282475633e-07,6.341154419597875e-05,0.0,0.0,6.224970761519469e-05,6.416600671765356e-07,4.310606801197431e-05,5.732020352426772e-06,6.943558131540114e-08,2.8125383521232193e-20,1.5544614048726643e-14,1.265234921194216e-09,2.6049920175316634e-07,0.0005681420254620317,2.055487650790965e-17,1.2908853980190325e-14,2.7660775683941938e-15,3.382899400587946e-18,2.3825960028142197e-11,5.572130440237072e-11,1.1096230551567785e-11,2.803550810403633e-13,1.4348532289662273e-18,4.515193818525968e-12,2.1494368550841134e-11,7.529117736376983e-15,7.921699169496114e-11,6.13725500945249e-17,7.138002007951366e-17,8.921125810643639e-13,3.76,0.0,0.4634062007929861,0.9990357965094288,9.8182708211809e-05,2.183878710422029e-06,0.11780987768472952,0.1184792074528657,0.00025450887583762185,1.5819793780318283e-12,0.0005675472831850463,4.115519431694694e-05,2.3527413964634202e-05,1.0627695798450244e-08,9.006564258416253e-12,2.8096293768298104e-07,3.616902955765822e-06,9.649909443740929e-06,3.9749385434395066e-12,8.582188458586175e-06,4.426602062158865e-07,7.190373195330544e-07,4.607912008200415e-05,0.00011985186337992265,3.77803004108182e-08,2.573879339321606e-09,6.966282106088383e-07,9.210498236691938e-08,2.439001959068129e-06,1.297030670593217e-06,6.569646483384895e-09,4.1063126926654694e-14,5.6622028881216614e-09,1.6666577045588942e-11,2.1460255933935534e-06,3.1374682998579824e-09,4.360941773457576e-15,3.9238924705154965e-11,4.706421111105438e-11,1.5436262203949864e-12,3.3960147899012125e-09,6.770226535124493e-14,2.2737657563539647e-08,3.2477825598794123e-09,1.5490916412524143e-08,1.9622642048556756e-12,1.3473433561614523e-09,5.3280912347647905e-09,6.639053435649992e-12,2.806390234070092e-10,1.1075711630590817e-07,6.830076255442e-09
0.00026153912346854374,0.6224730824873411,8.890952157676249e-07,3.522332964941524e-07,2.2677599753920514e-07,6.524994909759919e-05,0.0,0.0,6.369523251602567e-05,6.660595799452392e-07,4.4748073979935336e-05,5.968448714691079e-06,7.15640604273366e-08,3.018037980230991e-20,1.6327047255791383e-14,1.300886687509826e-09,2.6890581692688767e-07,0.0005803184296736505,2.194531731544941e-17,1.3299445759762966e-14,2.9576764979048764e-15,3.5880910826026014e-18,2.4488592927075198e-11,5.916686928118283e-11,1.1641938256933034e-11,3.0179969020170563e-13,1.5699315141470157e-18,4.827526945479251e-12,2.3092299774679272e-11,8.024994977336343e-15,8.26826071575311e-11,6.54708215845744e-17,7.609993646901564e-17,9.561462648309122e-13,3.76,0.0,0.46228544685724693,0.9990193401743945,0.00010148793303125744,2.271836844164114e-06,0.11891095555009099,0.11959530026546919,0.0002545046792067068,1.5964110510472972e-12,0.0005797617913050759,4.1939732789917965e-05,2.401165008613583e-05,1.0827894929452177e-08,9.192168836955203e-12,2.8632108512882715e-07,3.741151405067088e-06,1.0103185320901025e-05,4.036353050961943e-12,8.824598884346192e-06,4.562601479404826e-07,7.327783489924933e-07,4.780128839368093e-05,0.00012321854702797576,3.90882604067559e-08,2.663027023160474e-09,7.201701101911897e-07,9.496830557541182e-08,2.5084708579134275e-06,1.367782184115582e-06,6.790177179017157e-09,4.244149618782153e-14,5.873056156151187e-09,1.7286976332438132e-11,2.222818337234548e-06,3.233243406218704e-09,4.5073231057213205e-15,4.055329153327987e-11,4.896558051065514e-11,1.5925340259928352e-12,3.491973220918952e-09,6.965738773781488e-14,2.344508036316782e-08,3.386614666095978e-09,1.6354106360677574e-08,2.0456910735753645e-12,1.3727369959083027e-09,5.742393376454096e-09,6.825574010847465e-12,2.935909982285559e-10,1.1469391564565066e-07,7.130789066415671e-09
0.0002642801834322792,0.6226004818279409,9.081827578065631e-07,3.5886443790713727e-07,2.33045366940281e-07,6.712613496162471e-05,0.0,0.0,6.51617025093866e-05,6.912403159421311e-07,4.6439768493842666e-05,6.212688179309001e-06,7.374415122743596e-08,3.2370018439889776e-20,1.714330910616032e-14,1.3373127443054524e-09,2.775096512704983e-07,0.0005926335411144077,2.341985947670276e-17,1.3697362468218122e-14,3.160768999676436e-15,3.8043289706224e-18,2.5165657917255146e-11,6.280025006299492e-11,1.2210716019017765e-11,3.247059132276461e-13,1.7166877786500758e-18,5.158788869682477e-12,2.479412058113935e-11,8.549050047360323e-15,8.626834448132887e-11,6.980957004309832e-17,8.109818263487673e-17,1.024240010878617e-12,3.76,0.0,0.46116728209757957,0.9990026425601782,0.00010488099267273088,2.3625267437893745e-06,0.12000914179641073,0.12070869887492253,0.00025450042112219333,1.6107978789493815e-12,0.0005921195408959882,4.273248794767583e-05,2.450047892288888e-05,1.1030128832543454e-08,9.379536109872841e-12,2.9173543769984314e-07,3.8683995986128e-06,1.0573694314963298e-05,4.09848115230768e-12,9.072222192114338e-06,4.701600505434109e-07,7.466644209045021e-07,4.957259898568074e-05,0.00012664880540261755,4.0431704196106146e-08,2.7545940788885965e-09,7.44334724119989e-07,9.789488474509665e-08,2.579412219071484e-06,1.4417445779875046e-06,7.0164827753487685e-09,4.385595891649885e-14,6.089883555331764e-09,1.7924946711863858e-11,2.301720178431981e-06,3.331105528186045e-09,4.657537458975624e-15,4.190201679346983e-11,5.092841412620488e-11,1.6425411189823174e-12,3.5899395542697876e-09,7.165585406195858e-14,2.4168168787610405e-08,3.5314650505586787e-09,1.7258607011082218e-08,2.1327159855099435e-12,1.3983892750786588e-09,6.1858778773771015e-09,7.015617231111165e-12,3.0714423535055525e-10,1.1873937763636892e-07,7.441969177824656e-09
0.0002670212433960147,0.6227275870873932,9.275414944527217e-07,3.65596399333137e-07,2.3945376006811196e-07,6.904060878595272e-05,0.0,0.0,6.664921262781713e-05,7.172225437825115e-07,4.818233644937866e-05,6.464940404533478e-06,7.597680807024621e-08,3.4702510494026753e-20,1.799464314615413e-14,1.3745249959879828e-09,2.863134301519294e-07,0.000605087945888787,2.4983048990197182e-17,1.4102654430911816e-14,3.375946222141981e-15,4.032141520341264e-18,2.5857377621532904e-11,6.66304550050956e-11,1.280336396834718e-11,3.491621148357421e-13,1.876043967369328e-18,5.509971334090986e-12,2.6605624871531394e-11,9.102626491990068e-15,8.99773059423201e-11,7.440104890647991e-17,8.638935195182469e-17,1.0966187728872936e-12,3.76,0.0,0.4600516985430142,0.9989857010760481,0.00010836372784507274,2.456008732915109e-06,0.12110444108265424,0.1218194094936333,0.00025449610092405654,1.6251399568693778e-12,0.0006046214064713328,4.353344099435161e-05,2.4993890978915317e-05,1.1234391396729148e-08,9.56866243124368e-12,2.972058710843207e-07,3.998688058230991e-06,1.106193873431835e-05,4.161336656371675e-12,9.325150021402498e-06,4.843636576584582e-07,7.606952525023594e-07,5.13940308299302e-05,0.00013014328554889813,4.181135188211516e-08,2.848629644095457e-09,7.691343159519708e-07,1.0088551226105142e-07,2.651846697765256e-06,1.5190346732850339e-06,7.24867517104107e-09,4.530721445295715e-14,6.312802429534441e-09,1.8580833149443362e-11,2.382774814653334e-06,3.431079890161505e-09,4.811659098975753e-15,4.3285765410955114e-11,5.295421943525519e-11,1.6936612542418605e-12,3.689941260111186e-09,7.369837611891229e-14,2.4907120541652954e-08,3.68260624777388e-09,1.820609025887712e-08,2.2235011550994685e-12,1.424299443187683e-09,6.660375033962308e-09,7.209218956622318e-12,3.213264537977714e-10,1.228957913124688e-07,7.763897586948992e-09
0.0002697623033597502,0.6228543991921435,9.471729266092737e-07,3.7243022976905027e-07,2.4600357327521514e-07,7.099388052715128e-05,0.0,0.0,6.815785362093192e-05,7.440268770910035e-07,4.997698438072969e-05,6.72541090570361e-06,7.826300061867338e-08,3.718602088255942e-20,1.888226064091911e-14,1.412535614881005e-09,2.9531987130661124e-07,0.0006176822423747576,2.663961980608476e-17,1.451537155842332e-14,3.603825292187909e-15,4.272055086095878e-18,2.6563979775151174e-11,7.066686928520384e-11,1.342070192097696e-11,3.7526135258373295e-13,2.048987734775749e-18,5.882109904644395e-12,2.853287432940084e-11,9.68711868302117e-15,9.381264415327217e-11,7.925790463350701e-17,9.198865287534301e-17,1.1735181830915486e-12,3.76,0.0,0.45893868822391665,0.9989685130870032,0.0001119380085553726,2.552343862889615e-06,0.12219685802142242,0.12292743831497585,0.0002544917179409885,1.6394373788525043e-12,0.0006172682878906667,4.43425710950367e-05,2.5491876809177784e-05,1.1440675989142633e-08,9.759544174646902e-12,3.02732247151474e-07,4.132057169652735e-06,1.1568430290978228e-05,4.224933551760139e-12,9.583475220511654e-06,4.988746958450684e-07,7.748705263114445e-07,5.326657203943814e-05,0.00013370263234803456,4.322793275675861e-08,2.9451835063022347e-09,7.945813013058059e-07,1.0394097659808187e-07,2.7257950141149074e-06,1.5997724455720077e-06,7.48686760065756e-09,4.6795970497065655e-14,6.541931162489017e-09,1.9254983664217533e-11,2.466026596083348e-06,3.5331915773625233e-09,4.969763179926983e-15,4.47052103444253e-11,5.5044526639552094e-11,1.7459082875997825e-12,3.7920058745310415e-09,7.578567272728642e-14,2.56621327386736e-08,3.840322216586945e-09,1.919828282807978e-08,2.3182155506886824e-12,1.4504666841791402e-09,7.167815115711099e-09,7.40641492780296e-12,3.361665129941064e-10,1.271654798282575e-07,8.096860986361244e-09
0.00027250336332348567,0.6229809190690527,9.670785107268898e-07,3.793669996347407e-07,2.526972306194036e-07,7.298646303889035e-05,0.0,0.0,6.968771181850214e-05,7.716742732103354e-07,5.182494068653629e-05,6.994309099478192e-06,8.060372112792007e-08,3.982804706000811e-20,1.9807437258654974e-14,1.4513572860986022e-09,3.045316838711067e-07,0.0006304170411719652,2.839456862267557e-17,1.4935563350994406e-14,3.845050349451117e-15,4.524628644657317e-18,2.7285702121085688e-11,7.491926814521244e-11,1.40635696435139e-11,4.0310158939054797e-13,2.236576194592765e-18,6.27628562777644e-12,3.058220781779318e-11,1.0303973278364857e-14,9.777756229254499e-11,8.43933590832339e-17,9.791205321243003e-17,1.2551849866916632e-12,3.76,0.0,0.45782824317199927,0.9989510759134443,0.00011560573439268085,2.6515939079261943e-06,0.12328639717885116,0.12403279151331321,0.0002544872714903152,1.6536902378558926e-12,0.000630061110735748,4.515985543712322e-05,2.599442702058756e-05,1.1648975469677897e-08,9.952177733551635e-12,3.083144143761807e-07,4.268547160318165e-06,1.2093690122566674e-05,4.289286006137838e-12,9.847291842182827e-06,5.136968734945149e-07,7.891898912582195e-07,5.519121967268827e-05,0.00013732748832590163,4.4682185941707036e-08,3.044306073651867e-09,8.206882466594442e-07,1.0706206225719022e-07,2.8012779311800037e-06,1.6840810740046041e-06,7.731174618300283e-09,4.832294301765386e-14,6.777389153630763e-09,1.994774925738119e-11,2.5515205305591186e-06,3.6374655301890207e-09,5.131925735626675e-15,4.61610325663106e-11,5.720088474789518e-11,1.7992963000983734e-12,3.8961609695884275e-09,7.791846922988413e-14,2.6433401869682514e-08,4.0049087028096455e-09,2.023696787525921e-08,2.417035107237573e-12,1.4768901183147473e-09,7.710232894441795e-09,7.607240754698435e-12,3.516944502272485e-10,1.3155080057961586e-07,8.441151843547131e-09
0.00027524442328722115,0.6231071476453602,9.872596650807815e-07,3.864077526408583e-07,2.59537183070009e-07,7.50188720330881e-05,0.0,0.0,7.123886906474326e-05,8.001860311738037e-07,5.3727455933492785e-05,7.271848350442606e-06,8.299995649986562e-08,4.2639268141948215e-20,2.0771604550847555e-14,1.4910020533327305e-09,3.139515669541542e-07,0.0006432929650900236,3.025314742356899e-17,1.536327890565691e-14,4.10029352596393e-15,4.7904840017800555e-18,2.8022769816685997e-11,7.939783063360183e-11,1.4732827455564285e-11,4.3278596033409457e-13,2.4399425295639942e-18,6.693626522389726e-12,3.2760251138216654e-11,1.095469049837329e-14,1.018753157062218e-10,8.982144701562516e-17,1.0417629614730839e-16,1.3418774574301326e-12,3.76,0.0,0.4567203554203137,0.9989333868307617,0.00011936883482026137,2.7538213594636018e-06,0.1243730630744074,0.12513547524402016,0.00025448276087791297,1.6678986257461206e-12,0.0006430008266879091,4.598526931289785e-05,2.650153227303839e-05,1.185928221541709e-08,1.0146559521706603e-11,3.1395220841030365e-07,4.408198077321512e-06,1.2638248796300243e-05,4.35440836534972e-12,1.01166951377501e-05,5.288338760158544e-07,8.036529642217294e-07,5.716897957349141e-05,0.00014101849349694708,4.617486077734301e-08,3.1460484525356926e-09,8.474678732583844e-07,1.1024955262590425e-07,2.8783162784436657e-06,1.77208698942029e-06,7.981712148668105e-09,4.98888565025799e-14,7.019296797947291e-09,2.0659483851372752e-11,2.6393022888014974e-06,3.743926489130276e-09,5.298223701383302e-15,4.765392082067819e-11,5.942486978303712e-11,1.8538386302049602e-12,4.00243418992572e-09,8.009749837342794e-14,2.722112324165858e-08,4.176673621414639e-09,2.1323986109172874e-08,2.520142957785008e-12,1.503568805281911e-09,8.289772437611651e-09,7.811731908320896e-12,3.6794151557424326e-10,1.3605414550835662e-07,8.797068480010565e-09
0.0002777113772545831,0.6232205050687253,1.005659453301983e-06,3.9283419936740747e-07,2.6582026933096346e-07,7.688252027003331e-05,0.0,0.0,7.265318520558975e-05,8.26603519920806e-07,5.5487419188645546e-05,7.5292013432580945e-06,8.520485964787894e-08,4.5321683820679166e-20,2.1673738452335755e-14,1.5273962564921822e-09,3.22609583724285e-07,0.0006550024831455344,3.201895757705427e-17,1.5754695975036742e-14,4.342576790230516e-15,5.041585446961513e-18,2.869944125352011e-11,8.363065626127668e-11,1.535845007178186e-11,4.611682093653928e-13,2.6374616663910927e-18,7.090010970517976e-12,3.483625231440671e-11,1.1570572568193216e-14,1.0567959868207087e-10,9.496866283086335e-17,1.101198831157847e-16,1.4244207246526218e-12,3.76,0.0,0.4557254363519193,0.9989172489856092,0.00012283878947060947,2.8484239709015133e-06,0.1253486094391365,0.12612561327896651,0.00025447864588545844,1.6806482270911119e-12,0.0006547729725521412,4.673507063607574e-05,2.6961813884265635e-05,1.2050267816833224e-08,1.0322994919684976e-11,3.190736380053255e-07,4.536619430624076e-06,1.3145298229912755e-05,4.413688756991292e-12,1.0364014396330398e-05,5.427293839853263e-07,8.167922583022863e-07,5.899521272456271e-05,0.00014439748253140553,4.7551744909137806e-08,3.2398993145461557e-09,8.721553177252694e-07,1.131757131309874e-07,2.9489979441648777e-06,1.8545606469419082e-06,8.212619910533293e-09,5.133207874880157e-14,7.24262842006364e-09,2.1316558294769835e-11,2.7203002457571365e-06,3.841631570013168e-09,5.451491956200508e-15,4.902978752283738e-11,6.14856002622703e-11,1.903924943553033e-12,4.0999139739783564e-09,8.209876480933213e-14,2.7944300155189907e-08,4.337664211816838e-09,2.2345196108245886e-08,2.616763841727769e-12,1.527797039730383e-09,8.84496118716534e-09,7.998936998602386e-12,3.8320556477633864e-10,1.4021007152328362e-07,9.127584837329866e-09
0.0002799316358252088,0.6233223262111259,1.022411865475768e-06,3.986913828478443e-07,2.7157958708829846e-07,7.858805853892824e-05,0.0,0.0,7.39409178237362e-05,8.510060816201976e-07,5.711083186690759e-05,7.767087104657306e-06,8.72290309653765e-08,4.786411477700276e-20,2.2514372597314183e-14,1.5607374491322438e-09,3.3054937225076247e-07,0.0006656396145489493,3.3687150824796755e-17,1.6112244761250922e-14,4.571264546542079e-15,5.277551342146913e-18,2.9319379777732207e-11,8.761078892072846e-11,1.594093791251099e-11,4.881329915896559e-13,2.8277696276463503e-18,7.464351272802729e-12,3.680292445079925e-11,1.2150362604474018e-14,1.0919975653712659e-10,9.982264245574418e-17,1.1572812976847117e-16,1.5025469614721899e-12,3.76,0.0,0.45483176993343655,0.9989025468529893,0.00012603035481934192,2.9357105626232906e-06,0.12622461705661586,0.1270148967073038,0.00025447489703674743,1.6920921867873627e-12,0.0006654709161474266,4.741548655149248e-05,2.7379209932104012e-05,1.22235342532793e-08,1.0482992907934117e-11,3.2372121322749573e-07,4.65443922688416e-06,1.3615712647338066e-05,4.467593212203431e-12,1.0590596332103759e-05,5.554581078606702e-07,8.287165944927788e-07,6.067692380479136e-05,0.00014748520813664604,4.881853652988898e-08,3.3262468243759042e-09,8.948566396626858e-07,1.1585625060319962e-07,3.013715722590142e-06,1.9315173369842005e-06,8.424904428118338e-09,5.265890101756454e-14,7.448251279481365e-09,2.192152583197322e-11,2.794843219870175e-06,3.931112500474939e-09,5.5923986410796604e-15,5.0294644564815945e-11,6.338917685853121e-11,1.949819897660197e-12,4.189148566445275e-09,8.393288471485447e-14,2.8606805155505412e-08,4.487949274781731e-09,2.3300251251795798e-08,2.7069434388968134e-12,1.5497778999084199e-09,9.373329595571142e-09,8.170005661773255e-12,3.974840391629479e-10,1.4403530431853505e-07,9.433498315877896e-09
0.00028215189439583454,0.6234239578812104,1.0393474612117267e-06,4.0461866616760814e-07,2.7743933576546203e-07,8.032065301464728e-05,0.0,0.0,7.524275495737341e-05,8.760147301698767e-07,5.877233809431788e-05,8.011034810162768e-06,8.929143070333145e-08,5.0535067946234153e-20,2.338303344548386e-14,1.5946409822455423e-09,3.386304360817265e-07,0.0006763704852775421,3.543344047640806e-17,1.6474815870473936e-14,4.810441997082472e-15,5.5233389731231476e-18,2.9949804000828454e-11,9.175880292293752e-11,1.654233612693218e-11,5.165091612515203e-13,3.0307111619500593e-18,7.856058360701795e-12,3.886681598637992e-11,1.275521975469941e-14,1.1281302131866581e-10,1.0489504718826776e-16,1.2159219247437067e-16,1.5844698510872285e-12,3.76,0.0,0.45393976719868534,0.9988876744489567,0.00012928802546801862,3.025064064025196e-06,0.1270987474090682,0.12790243958022637,0.0002544711048192753,1.7035071287350553e-12,0.0006762670159826473,4.8101186359769006e-05,2.7799578114560807e-05,1.2398102581697933e-08,1.0644131601535782e-11,3.2840495263007257e-07,4.7744034060183995e-06,1.4099763354911168e-05,4.522028889115127e-12,1.0821016944839202e-05,5.683998698474183e-07,8.407344354350848e-07,6.239529802533061e-05,0.00015061746312442344,5.0111899564971297e-08,3.414406218364038e-09,9.180224280653083e-07,1.1858173350286939e-07,3.0794912117753764e-06,2.011135523698897e-06,8.641487289828316e-09,5.4012588076441085e-14,7.658322950876849e-09,2.2539577398645206e-11,2.8709706392388667e-06,4.022071753318783e-09,5.736158281078639e-15,5.158507164420786e-11,6.534000096642591e-11,1.9964963060316654e-12,4.279822150836965e-09,8.579866347244688e-14,2.9280449246808926e-08,4.643533478237619e-09,2.4290486273367864e-08,2.8002869298783593e-12,1.5719243688016873e-09,9.93024984335833e-09,8.343541712262078e-12,4.1229407406393e-10,1.4794233978790925e-07,9.747589499728743e-09
0.00028437215296646027,0.6235254005725409,1.056466912370686e-06,4.106166044575879e-07,2.834008697750342e-07,8.208058302625247e-05,0.0,0.0,7.655873100684202e-05,9.016414305088329e-07,6.047264612197772e-05,8.261165634614412e-06,9.139260705494815e-08,5.3339843652584827e-20,2.428047996728762e-14,1.629113540495159e-09,3.4685418529786565e-07,0.0006871954495406731,3.726109691590196e-17,1.6842434631734563e-14,5.060524971396187e-15,5.779299997555696e-18,3.059083924334321e-11,9.608094682199848e-11,1.716314097158726e-11,5.46362471800186e-13,3.247052722275036e-18,8.26582932138316e-12,4.103204377633069e-11,1.338605014583129e-14,1.1652122042387793e-10,1.1019434126075759e-16,1.2772246240484443e-16,1.6703508026959306e-12,3.76,0.0,0.45304942391637754,0.9988726302374855,0.00013261288543688998,3.1165190365661773e-06,0.12797100280810023,0.12878824513257975,0.0002544672688417166,1.7148930996473867e-12,0.0006871618296576888,4.879215352817119e-05,2.8222913574440824e-05,1.2573967883881736e-08,1.0806409135390227e-11,3.331247458605723e-07,4.896532805198667e-06,1.4597750453655503e-05,4.577003749967023e-12,1.1055329130753622e-05,5.81556583662614e-07,8.52845520087353e-07,6.415088590798146e-05,0.0001537945820894913,5.143225055559676e-08,3.504405943956101e-09,9.41659739451974e-07,1.2135256926297555e-07,3.1463355736088507e-06,2.0934888554471024e-06,8.862432693039913e-09,5.539354115207365e-14,7.872909213058922e-09,2.3170906354855922e-11,2.948708071406345e-06,4.114522122343911e-09,5.8828134846372605e-15,5.29014502545147e-11,6.733895487229448e-11,2.043961344729032e-12,4.371949499974418e-09,8.76965040069686e-14,2.996533457046027e-08,4.804605561531062e-09,2.5316996062878994e-08,2.8969064542484707e-12,1.5942358379946792e-09,1.0517093761749934e-08,8.519563694333164e-12,4.276547788969589e-10,1.5193251620824695e-07,1.0070028528834023e-08
0.000286592411537086,0.6236266547788526,1.0737708720406923e-06,4.166857579545338e-07,2.894655553936818e-07,8.38681290352302e-05,0.0,0.0,7.788887824605655e-05,9.278982894152336e-07,6.221247422148801e-05,8.517602540845551e-06,9.35331169472553e-08,5.62842589743593e-20,2.5207505057094056e-14,1.664161967679881e-09,3.5522202333339556e-07,0.0006981148666981054,3.9173511441393427e-17,1.7215126206878913e-14,5.3219435472561075e-15,6.045803087529905e-18,3.124261367077281e-11,1.005836715397514e-10,1.7803857603946595e-11,5.777613829304015e-13,3.477602533083332e-18,8.694384769332194e-12,4.330286812170051e-11,1.404378562265406e-14,1.2032620321872248e-10,1.1572930089633984e-16,1.3412970212562814e-16,1.7603570928285423e-12,3.76,0.0,0.45216073585584826,0.9988574126624588,0.0001360060321492574,3.210110337923113e-06,0.12884138554497054,0.1296723165910839,0.00025446338870763,1.7262501457627404e-12,0.0006981559267612168,4.9488370816417195e-05,2.864921147948264e-05,1.2751125061865508e-08,1.096982365394498e-11,3.3788047778589913e-07,5.020848140171936e-06,1.5109978104624098e-05,4.63252583177197e-12,1.1293586289163168e-05,5.949301509342501e-07,8.650495754998113e-07,6.594424135156496e-05,0.0001570168982435841,5.2780010168033506e-08,3.596274710452174e-09,9.657756962633286e-07,1.2416916316216865e-07,3.214259987444025e-06,2.1786524725756147e-06,9.087805411202829e-09,5.680216506832014e-14,8.092076221687832e-09,2.3815707166202232e-11,3.028081379438063e-06,4.208476305360715e-09,6.0324072419574844e-15,5.424416534411762e-11,6.938693107212675e-11,2.0922220845151698e-12,4.465545400894531e-09,8.962681229867575e-14,3.066156272734274e-08,4.971360274408178e-09,2.6380902976614974e-08,2.9969176974512243e-12,1.6167116765608102e-09,1.1135290426673025e-08,8.698090075661277e-12,4.43585861697162e-10,1.5600718706779002e-07,1.0400988219304542e-08
