Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833)
8.003590115553414e-13,0.6088269718776241,4.645369682941933e-18,6.538691802313268e-21,1.0987833286187332e-24,1.5875065878703585e-24,0.0,0.0,3.8340833107876015e-14,3.516292373983238e-24,1.6087666022762832e-27,1.871688237594142e-27,6.124069892133595e-32,1.1652213955083598e-47,3.939214259225483e-32,1.6038597656810155e-21,3.0438653703103064e-30,3.778350456650869e-21,3.855803511531777e-52,2.1323636603845447e-45,2.755405158828711e-48,1.552423004279803e-47,3.52326732520318e-17,7.58920271243783e-45,2.3008312444315028e-37,4.84930295848049e-56,3.112368496840857e-63,1.418542677439752e-50,1.4342122382097956e-64,3.6088594578466387e-60,5.590199013517781e-36,1.3720613726592606e-63,7.247357503706537e-62,3.2873328472002093e-68,3.76,0.0,0.5820444184654467,0.9999994479941294,2.663322763061012e-28,9.184978877684899e-38,4.096415775981443e-10,4.0964157760261423e-10,5.520058322533359e-07,2.128418645572891e-25,3.77834964294763e-21,3.834547424048224e-14,2.4056399529643356e-22,5.992413447454796e-22,8.191804997288465e-35,3.1937712865880083e-21,1.2178763940560537e-24,3.125292140596426e-28,1.4477382646753688e-24,5.30790894458041e-23,1.533724050714076e-22,6.08321866031613e-22,7.02989799825317e-26,2.2382414344389372e-27,7.6110306818895555e-25,9.553583614199012e-31,1.737913352628952e-30,3.5203022604441963e-25,6.13006372262169e-36,3.523427704579581e-17,1.0436801585782654e-37,5.852085951094014e-42,1.792225082762837e-37,3.2751280293088046e-36,9.877588500534815e-38,2.200543387235804e-29,4.991038313191253e-42,3.059303514888187e-38,5.0384665816433765e-40,1.4715253484126688e-31,3.1741092111396547e-40,3.106244099831952e-45,9.209025600478622e-31,1.3438042122292063e-39,4.863689559018435e-45,3.447210168560712e-47,4.348854861770532e-28,2.4989362129479703e-48,7.824794445242272e-39,3.17237532693561e-40,6.6117354662851e-37,1.5279528269163384e-46
1e-12,0.6088269718944601,5.804121137776787e-18,8.170420292419268e-21,1.7157918161841527e-24,2.478590519130055e-24,0.0,0.0,4.790454021268422e-14,5.489272654804278e-24,3.0889810716241478e-27,3.59381498565383e-27,1.1760310612883114e-31,2.2373225981393417e-47,6.149438380411741e-32,2.503760214286205e-21,5.844537711587036e-30,5.899352091354297e-21,1.1318362435630357e-51,5.051607853903388e-45,8.14526767764608e-48,4.589119761851971e-47,4.4020586625098526e-17,1.7700463178094998e-44,4.419520231790443e-37,1.7751078029199248e-55,1.1027904571942138e-62,4.1929523149520643e-50,5.357595071607312e-64,1.351879531897611e-59,1.073508302224159e-35,5.14093315887567e-63,2.715238690517212e-61,1.6044903200456033e-67,3.76,0.0,0.5820444183632565,0.9999993104887086,5.113834405602837e-28,2.142016737355904e-37,5.11822284308475e-10,5.11822284315454e-10,6.895112434739135e-07,3.363116849148892e-25,5.89935052896863e-21,4.791033771935123e-14,3.755436928760235e-22,9.354647677790085e-22,1.572911904129091e-34,4.9857757561944115e-21,1.9019506878029534e-24,4.879024402972055e-28,2.2600036156791236e-24,8.286165429164323e-23,2.3942907390093305e-22,9.496495373899222e-22,1.0974461443053975e-25,4.2971608622603275e-27,1.188154958031904e-24,1.5185998285854979e-30,3.336827804441163e-30,5.495528079743021e-25,1.1678960216081135e-35,4.4023090283819405e-17,2.433864589677179e-37,1.3646758487851312e-41,3.445393225403416e-37,6.287757256496477e-36,1.8967295194199953e-37,4.225256885779772e-29,1.163743185280021e-41,7.133761271454023e-38,9.674381177184826e-40,2.8248704648229423e-31,6.095979591827972e-40,6.720419853192923e-45,1.76822763097599e-30,3.131717428889008e-39,1.134373844508501e-44,9.675249113846114e-47,8.350113790400991e-28,7.018108693225542e-48,1.5269475275208902e-38,7.397249405883073e-40,1.2706854395254134e-36,3.565987521537561e-46
1.088984330673648e-12,0.6088269718944601,6.320603627798759e-18,8.897810166832744e-21,2.03498816514641e-24,2.939504589141959e-24,0.0,0.0,5.216729205044151e-14,6.5096542475644816e-24,3.965634303044272e-27,4.6137401429546795e-27,1.5098723159080416e-31,2.8722692860677535e-47,7.292506394746877e-32,2.9691648813717374e-21,7.503236807038839e-30,6.996475739577188e-21,1.6912571059852368e-51,7.011252149055888e-45,1.218852561146034e-47,6.867125890326321e-47,4.793748644907248e-17,2.443307983383296e-44,5.674715226727094e-37,2.8329012591585285e-55,1.7437534957056993e-62,6.274334814207907e-50,8.60615663490667e-64,2.170348993742103e-59,1.3782456109790357e-35,8.253957135699268e-63,4.3593010195835226e-61,2.7463903589108985e-67,3.76,0.0,0.582044418317708,0.9999992492235271,6.565145487739129e-28,2.9566451899880023e-37,5.573664476790733e-10,5.573664476873501e-10,7.507764207474322e-07,4.0094481901985853e-25,6.99647373378627e-21,5.2173604810066213e-14,4.453521987504265e-22,1.1093503331237997e-21,2.019309629650833e-34,5.912558701456757e-21,2.2558786559731847e-24,5.7860429077368355e-28,2.6800784632237927e-24,9.82645469580002e-23,2.8393565455171464e-22,1.1261766761617626e-21,1.3014523314212228e-25,5.516497851777948e-27,1.4090166014004574e-24,1.8151278500924467e-30,4.2837497152275504e-30,6.517070169345103e-25,1.495544702333324e-35,4.7940455494401514e-17,3.359436926611227e-37,1.8836299154129501e-41,4.425905479876642e-37,8.071790817831914e-36,2.435097944784475e-37,5.424390534522771e-29,1.6062107588075774e-41,9.8463590326387e-38,1.2420003546679424e-39,3.62624089614431e-31,7.826781896337443e-40,9.006539340938253e-45,2.270055951160124e-30,4.321770508383027e-39,1.565851378076616e-44,1.424386572414968e-46,1.0719838172304816e-27,1.0334010236368575e-47,1.973844505523098e-38,1.021003795056878e-39,1.6319465577421483e-36,4.923616866608338e-46
1.3776096497919544e-12,0.6088269719112962,7.99584901755117e-18,1.125753217354385e-20,3.257979587899466e-24,4.7051015524887565e-24,0.0,0.0,6.599374822892544e-14,1.041757688865106e-23,7.934154412874353e-27,9.230837690210969e-27,3.0213878102095773e-31,5.74659118393008e-47,1.1670241807377144e-31,4.751580176437634e-21,1.5012054625783183e-29,1.1199347173308561e-20,5.173210996442236e-51,1.7471412941435872e-44,3.7610478520200843e-47,2.119005335651337e-46,6.064188252840772e-17,6.00351340063735e-44,1.1359655706302715e-36,1.0514601051629952e-54,6.330287282082496e-62,1.9358188355711256e-49,3.239435012969039e-63,8.176698956846166e-59,2.7579866194895767e-35,3.1103344078418386e-62,1.6425650571692798e-60,1.255394053654943e-66,3.76,0.0,0.5820444181699693,0.999999050608397,1.313509591919554e-27,7.26391246261375e-37,7.050913177214036e-10,7.050913177346518e-10,9.493915370692038e-07,6.527513903535186e-25,1.1199343160267146e-20,6.600173152501527e-14,7.12709295037775e-22,1.7752989075806538e-21,4.0401221296071925e-34,9.462000391669819e-21,3.61214373789556e-24,9.259949481135775e-28,4.2888488149502424e-24,1.5725559259229417e-22,4.543897046941469e-22,1.8022518481503724e-21,2.082779948030231e-25,1.103606897142367e-26,2.2548860251712345e-24,2.979561827322502e-30,8.570154624718993e-30,1.0429432704122985e-24,2.974418109249402e-35,6.064663392149962e-17,8.253102672996618e-37,4.627360569843791e-41,8.875300260345649e-37,1.614663308687012e-35,4.872462652574125e-37,1.0852762290261489e-28,3.9452377025857105e-41,2.4187128343666017e-37,2.4849252143553475e-39,7.252965464789555e-31,1.5664234680736532e-39,2.0186041699422776e-44,4.541797019310258e-30,1.0611891409426526e-38,3.847514169444307e-44,4.207909696125323e-46,2.14472856507005e-27,3.054346669947756e-47,4.0384357242573385e-38,2.5081358987948024e-39,3.269260553833521e-36,1.2107971891634906e-45
1.6662349689102609e-12,0.6088269719281323,9.671105853666297e-18,1.3617858618232682e-20,4.768135254411852e-24,6.884561651027397e-24,0.0,0.0,7.982020164556035e-14,1.5240060097031753e-23,1.3964383532144138e-26,1.6246590459353263e-26,5.318708322395452e-31,1.011413091219335e-46,1.7072376429489623e-31,6.951089912126203e-21,2.6421944054057437e-29,1.6387727248574503e-20,1.2899601904196842e-50,3.6814607834478053e-44,9.441816394261874e-47,5.319589222485782e-46,7.334586150457493e-17,1.2538593448123098e-43,2.0004159994697182e-36,3.0855099653674087e-54,1.8279387427036686e-61,4.859422644863014e-49,9.647979981645556e-63,2.4248038263015333e-58,4.855021292395833e-35,9.225800950033547e-62,4.871681913343285e-60,4.4003772954690335e-66,3.76,0.0,0.5820444180222306,0.9999988521486127,2.3118267287674394e-27,1.516905912152015e-36,8.528161877251343e-10,8.528161877445195e-10,1.1478513075535815e-06,9.713975526731497e-25,1.6387720185484232e-20,7.982985438757621e-14,1.0426352842335353e-21,2.597080053777999e-21,7.110812404008806e-34,1.3842088170296303e-20,5.287237165865973e-24,1.354712152715168e-27,6.274005677859881e-24,2.300522695971277e-22,6.647344752762534e-22,2.6365475339151114e-21,3.046981214392373e-25,1.9422783070172793e-26,3.2987108438217613e-24,4.469852379417952e-30,1.508295002609786e-29,1.5257386238228403e-24,5.215501813745886e-35,7.335281232709014e-17,1.7233943534719387e-36,9.662464144326332e-41,1.5661034313604328e-36,2.8413638235396007e-35,8.576566103756576e-37,1.910129325509539e-28,8.236852482151877e-41,5.050216883794638e-37,4.373590086613641e-39,1.2761662491762806e-30,2.7578390673565216e-39,3.8673812967590685e-44,7.99377699974789e-30,2.2152100415621865e-38,8.035741383450086e-44,1.0251914665637808e-45,3.774772441079964e-27,7.444005630293154e-47,7.267263872672285e-38,5.237283244292029e-39,5.761390084487248e-36,2.530875816287887e-45
2.243485607146874e-12,0.6088269719618044,1.3021653870692703e-17,1.8340327912216824e-20,8.651408618482931e-24,1.2486099038966358e-23,0.0,0.0,1.0747310020195509e-13,2.7628707428850617e-23,3.3960947805995686e-26,3.9511203995700834e-26,1.294013431651833e-30,2.4596893331761656e-46,3.0949671843197394e-31,1.2601331468794157e-20,6.425850440991628e-29,2.972397260765008e-20,5.891750149897545e-50,1.2187909099033046e-43,4.341204927486756e-46,2.4458548653095162e-45,9.875256820396814e-17,4.116813314882054e-43,4.870777398043378e-36,1.9598365373981239e-53,1.2067431486199251e-60,2.234859290418025e-48,6.6201162019145385e-62,1.5665088017734842e-57,1.1811964926645675e-34,5.9640891968084846e-61,3.1485728647370324e-59,4.0437088947314014e-65,3.76,0.0,0.5820444177267532,0.9999984556945909,5.6223171957901715e-27,4.97882844079353e-36,1.148265927616795e-09,1.1482659276519532e-09,1.5443053017233387e-06,1.8213520890802895e-24,2.972395543043392e-20,1.0748608856426073e-13,1.8901939410207492e-21,4.708112771230461e-21,1.7293594750158825e-33,2.509417013191593e-20,9.59610389151191e-24,2.456168872928098e-27,1.1373309168880559e-23,4.1706268581499397e-22,1.2050958652290004e-21,4.779801036487876e-21,5.524038019979667e-25,4.723262190642569e-26,5.980224735975126e-24,8.510458578007998e-30,3.6676919503682576e-29,2.7660052185036387e-24,1.263513321537595e-34,9.876516907374838e-17,5.6558742424358325e-36,3.170804565301524e-40,3.8325579984497034e-36,6.907411890437119e-35,2.0862543134031316e-36,4.645407692579053e-28,2.7019040862336687e-40,1.656977135737274e-36,1.0636633424854783e-38,3.1015632105239343e-30,6.711745064468077e-39,1.0579112434913176e-43,1.944093513046109e-29,7.266950594213541e-38,2.6384214032397952e-43,4.616875297289077e-45,9.180054597059329e-27,3.35427756587162e-46,1.8543974591896734e-37,1.7188106197277326e-38,1.4051259771630513e-35,8.327321788878925e-45
2.820736245383487e-12,0.6088269719954764,1.6372247690240217e-17,2.3065224198442645e-20,1.3687732973538227e-23,1.9746162616434633e-23,0.0,0.0,1.3512598773688103e-13,4.3675594685265004e-23,6.744073853913967e-26,7.846261456920792e-26,2.570707606077411e-30,4.884459711769777e-46,4.8924051346924035e-31,1.9919767660688788e-20,1.2760885269128717e-28,4.7011099086646747e-20,1.843901959582926e-49,3.046685880858671e-43,1.3617460036177344e-45,7.672108423372464e-45,1.2415760665983934e-16,1.0260085842328565e-42,9.68391784984619e-36,7.586675746068693e-53,4.7325015554917316e-60,7.012677061704947e-48,2.7021855077815374e-61,6.114802189232354e-57,2.346575177536461e-34,2.329255148787347e-60,1.2294227823026494e-58,1.9530198954760192e-64,3.76,0.0,0.5820444174312758,0.9999980598604852,1.1165028940501713e-26,1.2404648691191816e-35,1.4437156673540486e-09,1.4437156674096506e-09,1.9401393796849427e-06,2.9749545454299825e-24,4.7011064975581196e-20,1.3514230735748492e-13,2.98802816899813e-21,7.442394164936629e-21,3.434279810267169e-33,3.966874117250746e-20,1.5186845269746147e-23,3.8830593889212885e-27,1.797765101963943e-23,6.592961303234833e-22,1.9050192026377305e-21,7.55593835921495e-21,8.732689083707652e-25,9.379303464952068e-26,9.453554438543367e-24,1.4101080671355782e-29,7.282579355533729e-29,4.372503991194088e-24,2.5052423399965703e-34,1.241775257343762e-16,1.408990474557786e-35,7.898541255677761e-40,7.659415083090684e-36,1.3711699334023496e-34,4.1438410948060725e-36,9.22506269921359e-28,6.728029298574868e-40,4.126906879364643e-36,2.1122953862097416e-38,6.155243887823036e-30,1.3337710700435884e-38,2.2656978818994577e-43,3.860705125409227e-29,1.809984132501121e-37,6.575659742925432e-43,1.4379582698482372e-44,1.8229950814317505e-26,1.0450437950448551e-45,3.8531270138400475e-37,4.2821101625006646e-38,2.798077798459443e-35,2.07941366067992e-44
3.975237521856713e-12,0.6088269720628207,2.307357278198677e-17,3.252232208388153e-20,2.7231140171402686e-23,3.924998656352792e-23,0.0,0.0,1.9043172981062618e-13,8.67440828030451e-23,1.8868043442771616e-25,2.1951657548143555e-25,7.19804889313996e-30,1.3664949378461225e-45,9.71627083515889e-31,3.95607402802812e-20,3.5702727917674592e-28,9.34612677919569e-20,1.0608352300783635e-48,1.216725598532333e-42,7.845567866496931e-45,4.42016624063605e-44,1.749626792877687e-16,4.0914982477736866e-42,2.715940060106077e-35,6.27319937181005e-52,4.081510406050178e-59,4.0440023582554595e-47,2.519806479809305e-60,5.110575985519252e-56,6.570422346791241e-34,1.9491500591977058e-59,1.0283275914083907e-57,2.3777871791089426e-63,3.76,0.0,0.5820444168403209,0.9999972700481577,3.123694643880029e-26,4.943305612869807e-35,2.0346151463653136e-09,2.034615146475838e-09,2.7299516518333485e-06,6.288220670186217e-24,9.34611723586847e-20,1.9045469886228746e-13,5.934523337936403e-21,1.4780487446372756e-20,9.608524651987321e-33,7.878509884780235e-20,3.0231212255194716e-23,7.713478890497421e-27,3.5700109252210754e-23,1.309433432016308e-21,3.78354925221192e-21,1.500686913152257e-20,1.7345037254914836e-24,2.6240082147964997e-25,1.877564604783233e-23,3.0583744647758247e-29,2.0369750957609992e-28,8.684186919805522e-24,7.009701323118419e-34,1.750022387975407e-16,5.613469944174825e-35,3.146302848038421e-39,2.1721549792137258e-35,3.8330787005928615e-34,1.1598502241936002e-35,2.58095302432442e-27,2.6778236443324483e-39,1.643319721980571e-35,5.909841154430741e-38,1.7197761386891958e-29,3.7369795306728406e-38,6.941309480698686e-43,1.0801541653561007e-28,7.210222433303963e-37,2.6223005170588523e-42,8.317134167459753e-44,5.100198275183141e-26,6.047065762790845e-45,1.1781148836825399e-36,1.7063073256354571e-37,7.873335450363979e-35,8.328462436240992e-44
5.129738798329939e-12,0.6088269721301649,2.977508121927082e-17,4.1989200985362486e-20,4.5421615923149097e-23,6.541230361474903e-23,0.0,0.0,2.457374280035153e-13,1.444455121059616e-22,4.054016286545473e-25,4.716566196150062e-25,1.5477990617463425e-29,2.9359872173769606e-45,1.617856332897445e-30,6.587303843437088e-20,7.671413058849706e-28,1.5578479057104832e-19,3.734537836793702e-48,3.361203799100947e-42,2.7628800530163106e-44,1.5565849629758926e-43,2.257610802837128e-16,1.130321171744765e-41,5.849167045742696e-35,2.7795749434311596e-51,1.8080215644412988e-58,1.425286525660791e-46,1.208668606896129e-59,2.2758284584307816e-55,1.4128300476037089e-33,8.688542345729865e-59,4.582103181388208e-57,1.3332851587482791e-62,3.76,0.0,0.5820444162493661,0.9999964827038939,6.711679084346073e-26,1.364818651837994e-34,2.625514624758882e-09,2.6255146249430802e-09,3.517295860534929e-06,1.1101168283387381e-23,1.5578458552168903e-19,2.457670290395767e-13,9.882120790224693e-21,2.4610927950477525e-20,2.0645770379285665e-32,1.3119065686421077e-19,5.045486763523732e-23,1.284664625892993e-26,5.943869404803726e-23,2.1804668355449484e-21,6.300319678519087e-21,2.498934920657467e-20,2.888455340004065e-24,5.637980168010662e-25,3.1264955163200565e-23,5.52233551000466e-29,4.375676749815875e-28,1.44607650613247e-23,1.5086798774230697e-33,2.258269515165837e-16,1.549504405288121e-34,8.68361563373925e-39,4.7280871341365636e-35,8.229502445150259e-34,2.4931372571411437e-35,5.5455506190483224e-27,7.385259950229993e-39,4.5340329625045603e-35,1.2698438304937191e-37,3.6904486109926726e-29,8.040572212288333e-38,1.5718021943579626e-42,2.320909963986634e-28,1.9903156871905217e-36,7.244566933129576e-42,2.9247196156496366e-43,1.0958312492421877e-25,2.1269126925352213e-44,2.7373889411756156e-36,4.710816254019523e-37,1.7009197223307186e-34,2.3095966537218324e-43
7.438741351276391e-12,0.6088269722648532,4.3178648491767365e-17,6.095249554625846e-20,9.58367647679601e-23,1.377774673994358e-22,0.0,0.0,3.5634869329064637e-13,3.0374714513425915e-22,1.2361085171359827e-24,1.4381263053674705e-24,4.7271717321434295e-29,8.951564600316481e-45,3.401734354266295e-30,1.3850773590871708e-19,2.339261696831917e-27,3.2823664059920656e-19,2.4800218648212993e-47,1.5043025401429827e-41,1.835032580353226e-43,1.0338216691567938e-42,3.273378709592763e-16,5.064393944445531e-41,1.7922331581728758e-34,2.743429774920377e-50,1.8450447671550576e-57,9.484760578329502e-46,1.4287475733712734e-58,2.2605712722922886e-54,4.314893556036939e-33,8.651978089970878e-58,4.558667217124876e-56,1.990701393729226e-61,3.76,0.0,0.5820444150674564,0.9999949153887775,2.0464950419255003e-25,6.106576559787145e-34,3.807313579692744e-09,3.807313580080735e-09,5.084610866324224e-06,2.5974725489139144e-23,3.2823601538406937e-19,3.5639150595902626e-13,2.0780622541136627e-20,5.1747123884564436e-20,6.295575168193962e-32,2.758673573985372e-19,1.065770549969008e-22,2.702392639167141e-26,1.249535084468318e-22,4.585232581162552e-21,1.3248561884176493e-20,5.25489947145892e-20,6.0747199994833605e-24,1.7191236306945643e-24,6.574510406217226e-23,1.341941237176654e-28,1.3335470552572372e-27,3.0408517613812144e-23,4.6269592040275674e-33,3.274763759223049e-16,6.92938499548418e-34,3.8820467931773905e-38,1.4811010042287518e-34,2.5052115448125935e-33,7.60868344161862e-35,1.6909404958480947e-26,3.2960713815602275e-38,2.0254781526093415e-34,3.872174248161153e-37,1.1222527837599435e-28,2.4589012270453945e-37,5.083523295824562e-42,7.077155617488341e-28,8.903232559983933e-36,3.2460988720159776e-41,1.9581807594724076e-42,3.3412716021774287e-25,1.424488146948298e-43,9.672114696350766e-36,2.1076341267302416e-36,5.245409689766992e-34,1.0438311490501048e-42
9.747743904222843e-12,0.6088269723995415,5.65829502305166e-17,7.995549436412381e-20,1.651191952188369e-22,2.3697177841014125e-22,0.0,0.0,4.669597846836902e-13,5.215803957131092e-22,2.7812405012092355e-24,3.2357798305662066e-24,1.065264415501152e-28,2.0139838525752973e-44,5.8406575078801824e-30,2.3781610791301845e-19,5.263702681044435e-27,5.647348489866744e-19,9.35295850496053e-47,4.4053161079828534e-41,6.920753661567199e-43,3.8989579084159846e-42,4.288879858469835e-16,1.4847875537978562e-40,4.051166388807764e-34,1.3181207433875214e-49,8.776743059981208e-57,3.582941339392771e-45,7.714747559227122e-58,1.0891967033212301e-53,9.72343810735989e-33,4.1768679114625387e-57,2.1990730393018612e-55,1.2217193760843987e-60,3.76,0.0,0.5820444138855467,0.999993357853716,4.604692111161821e-25,1.7882143742746907e-33,4.989112532155267e-09,4.989112532822613e-09,6.642145817334531e-06,4.90826244403072e-23,5.647334422545969e-19,4.67015739208233e-13,3.5683533414697036e-20,8.88475280970991e-20,1.416605050440155e-31,4.7369480888250745e-19,1.8382647345330987e-22,4.6420304986823864e-26,2.1450062585983377e-22,7.87361463197529e-21,2.2749706254325986e-20,9.023494984100447e-20,1.043248510575059e-23,3.8681782193803936e-24,1.1289375751645704e-22,2.6145775941452687e-28,2.9991218537596363e-27,5.22155828618552e-23,1.0477907703397657e-32,4.291257989515399e-16,2.0282773801509858e-33,1.1359829555862161e-37,3.4166872084831815e-34,5.628131229959354e-33,1.7134202578680907e-34,3.804715074086027e-26,9.631240434860134e-38,5.923336698590061e-34,8.71301599627674e-37,2.51869849737209e-28,5.5480286158317415e-37,1.1817675784375498e-41,1.5924597210324388e-27,2.606869299352587e-35,9.517422370593641e-41,7.366231727208003e-42,7.517810897972734e-25,5.3595638504529296e-43,2.458638344256772e-35,6.171675330993633e-36,1.1927596255426615e-33,3.0828695815394194e-42
1e-11,0.6088269725342299,5.804740060423888e-17,8.203397408288603e-20,1.7383935902343477e-22,2.49439829840933e-22,0.0,0.0,4.790439193702896e-13,5.489250005625576e-22,3.0027743615494576e-24,3.493519053455794e-24,1.1503122709551519e-28,2.1743897304296607e-44,6.146788633209486e-30,2.5028132775215635e-19,5.683016028758626e-27,5.944682772885865e-19,1.0624728942654802e-46,4.877843457354591e-41,7.861824324264767e-43,4.429122396561656e-42,4.399806128510202e-16,1.6442693503074733e-40,4.376074175771477e-34,1.5381943719797547e-49,1.0219673625063765e-56,4.0709767297702914e-45,9.14217830081433e-58,1.2713996255580436e-53,1.0499714612047956e-32,4.876920611139732e-57,2.5673602529917398e-55,1.4697408569174174e-60,3.76,0.0,0.5820444137564244,0.9999931882846455,4.971479222773682e-25,1.9800200303069076e-33,5.1182228222307434e-09,5.118222822933204e-09,6.8117148756418775e-06,5.2168324040971215e-23,5.944667585062402e-19,4.791013054011806e-13,3.7554296438418094e-20,9.350431378111809e-20,1.5294539599479925e-31,4.985275953796577e-19,1.9355756135262131e-22,4.885580552422469e-26,2.2573880892931814e-22,8.286408013202593e-21,2.3942380382765632e-20,9.496567868609965e-20,1.0979568059006892e-23,4.176310279282881e-24,1.1881229965204488e-22,2.787322847931356e-28,3.2378495162834026e-27,5.495300243526637e-23,1.1320916441344892e-32,4.402308912200843e-16,2.245720980319904e-33,1.257726995514876e-37,3.698871410844685e-34,6.075406574275421e-33,1.8500747299994934e-34,4.1077840374496207e-26,1.0661675758359628e-37,6.557675638488018e-34,9.407108676161886e-37,2.7185631024559526e-28,5.991798464439401e-37,1.2794015417243026e-41,1.7193158808355005e-27,2.8864560433186533e-35,1.0539751873426002e-40,8.362640607685298e-42,8.116621858793438e-25,6.084649160982402e-43,2.688138941646938e-35,6.833634758776417e-36,1.2892572409903833e-33,3.4168418492653264e-42
1.2056746457169295e-11,0.6088269725342299,6.998798715817689e-17,9.899858138554868e-20,2.534548717923082e-22,3.6312532786230325e-22,0.0,0.0,5.775707032614405e-13,7.979451663439119e-22,5.262416967368627e-24,6.122455855330559e-24,2.018651105110409e-28,3.8104677645857925e-44,8.934408780831522e-30,3.6379040452891924e-19,9.960199180469383e-27,8.656442492704437e-19,2.6440568664363865e-46,1.02268879788985e-40,1.9565110710979463e-42,1.1022275369997881e-41,5.304114321051952e-16,3.4507748903101632e-40,7.699781221689803e-34,4.5143952279692404e-49,2.957853136666623e-56,1.0145133220482814e-44,2.9285053501306943e-57,3.73713492002154e-53,1.8425427053598906e-32,1.4358727204692722e-56,7.553884575942203e-55,5.090323480057387e-60,3.76,0.0,0.582044412703637,0.9999918100376636,8.712746906315452e-25,4.151284475520717e-33,6.17091148214608e-09,6.170911483168714e-09,8.189961759047042e-06,8.188607890029647e-23,8.656415875768255e-19,5.776397298729711e-13,5.45908534037743e-20,1.3590868818613429e-19,2.680564571763972e-31,7.246689781604074e-19,2.8247368297038334e-22,7.104118737698903e-26,3.2805859629733576e-22,1.2045634234567245e-20,3.480371322398374e-20,1.3804728963009502e-19,1.596217292829744e-23,7.319354852004955e-24,1.727106722693492e-22,4.47458524144764e-28,5.67217067258594e-27,7.988178202471981e-23,1.9958692999384204e-32,5.307752206042887e-16,4.706632156219254e-33,2.635352486541876e-37,6.620794626631508e-34,1.0633176701018994e-32,3.2447166606483534e-34,7.199137579269966e-26,2.231274528128075e-37,1.373326359858215e-33,1.6487174829234907e-36,4.7538978244179045e-28,1.052634656714108e-36,2.28396392672887e-41,3.013299905856458e-27,6.051313549448508e-35,2.2120339040675786e-40,2.0714348525057069e-41,1.422446903986735e-24,1.5073532662690807e-42,5.175565722029909e-35,1.4327015309168428e-35,2.2799901818171717e-33,7.214559962963903e-42
1.4365749010115746e-11,0.6088269726689182,8.339375999727079e-17,1.1808213792808987e-19,3.6102970512591013e-22,5.163681719838463e-22,0.0,0.0,6.881814500958123e-13,1.1328413601094003e-21,8.901194450301137e-24,1.0355919885690039e-23,3.4196074629587756e-28,6.444912035331598e-44,1.2682771220027847e-29,5.164228782056301e-19,1.6848487457816618e-26,1.2313261863153791e-18,6.245691002826631e-46,2.0488128295311667e-40,4.621666591133543e-42,2.603642956074089e-41,6.319082168900725e-16,6.920847755447337e-40,1.3082062555535661e-33,1.2538915829052663e-48,8.099026056910179e-56,2.4002950358567196e-44,8.949376035854852e-57,1.0393538103631319e-52,3.1212348406594875e-32,4.0012251168589615e-56,2.1033451279721664e-54,1.6684198927164787e-59,3.76,0.0,0.5820444115217274,0.9999902718799643,1.4737570534051508e-24,8.316524399591261e-33,7.352710429664825e-09,7.352710431119039e-09,9.728119347709665e-06,1.2581968729978872e-22,1.2313216841540136e-18,6.88263479032134e-13,7.750258250123185e-20,1.9292715328788412e-19,4.534401589793895e-31,1.0287858328542786e-18,4.027866463401816e-22,1.0089197902036506e-25,4.656059889823374e-22,1.7101312616489667e-20,4.941054322863496e-20,1.9598608921595582e-19,2.2664205787941116e-23,1.238102990439153e-23,2.451956054403868e-22,7.026405388099669e-28,9.590074937637663e-27,1.134069363285793e-22,3.3992174528132956e-32,6.324246408805513e-16,9.425221250664168e-33,5.276002405082905e-37,1.1461649790420706e-33,1.7958947400744693e-32,5.492957677298413e-34,1.2177414540981815e-25,4.460965150763686e-37,2.747785353423563e-33,2.788946585601997e-36,8.021287641424665e-28,1.7853808517559133e-36,3.92247190360858e-41,5.0972095836476615e-27,1.2122306721478528e-34,4.4366437625346194e-40,4.867550502367192e-41,2.406008661229446e-24,3.542467621420316e-42,9.6372561346802e-35,2.870163170695474e-35,3.895413648737099e-33,1.456774474052217e-41
