Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344)
9.759688135218001e-08,0.7668272538716512,5.055746004665106e-09,2.1946978519903854e-10,1.453854214367595e-10,4.835105284286607e-10,0.0,0.0,1.1556095538659246e-07,8.288268303427318e-12,3.428557592578649e-11,9.739652817488678e-10,2.735188864538931e-13,2.9368449471847177e-24,5.540848324466349e-17,1.4895307640618865e-10,4.8350276742104645e-11,1.1967974329528958e-08,1.7449565219121434e-19,1.5917546850322406e-18,1.8524908145632423e-20,4.107689052312445e-20,1.5301575916287416e-10,2.2213077783306396e-19,6.356613814363667e-16,1.093278918689906e-21,2.729295686283612e-27,3.055717814347015e-20,1.300346626097099e-22,2.2783888775799776e-23,3.603716862950826e-16,1.8926709224490598e-26,4.787324325240853e-27,8.318486174674544e-26,3.76,0.0,1.0031870940277785,0.9991702308105619,6.900533114681252e-11,7.653376494620043e-13,0.0022672162150455194,0.0022672618046322692,0.000829640421926271,2.2941561331356913e-13,1.1949741878244695e-08,1.1557846909902096e-07,1.4737898013698243e-08,6.10307956065889e-12,1.739051200612397e-14,1.308507809684791e-09,3.2169912372024026e-11,3.808428191125435e-14,2.5088418697567e-09,1.1449799132667775e-15,3.296924246989313e-12,1.5537237396088906e-09,1.5661406091021099e-09,5.626773681442319e-11,1.4984788732416616e-09,7.13562337731668e-12,2.74248182818004e-13,9.53042173991029e-13,4.37408267711068e-12,1.0126497997012464e-13,1.1053561094772933e-15,1.3276612705694917e-09,2.1206225188372883e-20,7.329944648927811e-16,2.0504544840803163e-17,2.808011704168523e-15,1.2801784549326523e-12,3.225796710062026e-21,6.1905813852198185e-12,1.300220186363088e-16,1.1175690861652187e-17,1.5802933304168917e-18,8.655357976153087e-13,4.157024401673396e-12,1.5959942853658832e-17,1.3508074967330005e-21,1.4230090184463932e-19,8.650148673149791e-16,8.75495613776034e-12,9.848948374729411e-16,1.355003352132248e-16,2.9170285310723894e-22,1.5793266812317537e-18,1.573359692594116e-19,2.9677085875499508e-15,3.0090659399635194e-19,5.828921735747127e-16,1.821569938221662e-16,3.531632907033526e-17,2.727571270386601e-27,3.1811653605855763e-20,4.0540978169188814e-23,1.4019648348578298e-17
9.999999999999998e-08,0.7668368043296016,5.293009274321859e-09,2.340701223607469e-10,1.5422703017212395e-10,5.185076835230434e-10,0.0,0.0,1.1840316172402962e-07,8.699381766399313e-12,3.539269448320007e-11,1.0050915807145568e-09,2.9763138812766333e-13,3.0009357889629904e-24,5.600380979571392e-17,1.4898989972651854e-10,5.1301576842767705e-11,1.256401676256378e-08,1.9901940178412954e-19,1.7427666789275075e-18,1.931973067096876e-20,4.185462009914058e-20,1.5301724901360618e-10,2.487591417519539e-19,6.79523772289227e-16,1.2749922761121617e-21,3.001651857816845e-27,3.3326170009182763e-20,1.5036203832884467e-22,2.6165029528822692e-23,3.941482528639289e-16,2.1805380779581253e-26,5.4770881348977466e-27,9.836459386197462e-26,3.76,0.0,1.0031313292584199,0.9991702273286437,7.472474580269043e-11,8.336873335177319e-13,0.0023229763672605722,0.0023230242034076175,0.0008296404181655397,2.350720172597928e-13,1.2545158898185831e-08,1.1846141881370307e-07,1.547239523895955e-08,6.259968254040041e-12,1.860380349612263e-14,1.3453382055018058e-09,3.374934194295877e-11,4.089146878063592e-14,2.633997845894175e-09,1.1737984528251432e-15,3.3795690758325534e-12,1.6049198103822392e-09,1.6307924660744433e-09,5.968557553318426e-11,1.586264450251686e-09,7.48637240145748e-12,2.923909000806446e-13,1.0232092505352067e-12,4.564009573267238e-12,1.1320609180902331e-13,1.1933553448368097e-15,1.360173642431943e-09,2.2840100520618285e-20,7.964170230230184e-16,2.1930456393289768e-17,3.1448810790140124e-15,1.3249723248546043e-12,3.46950196020916e-21,6.1921278691067806e-12,1.3456436851416716e-16,1.2423164285496856e-17,1.7894220133106992e-18,8.908430636916215e-13,4.3459932353760514e-12,1.792188770428319e-17,1.5166932968311936e-21,1.5931702466317294e-19,9.232546336982692e-16,8.918249473173256e-12,1.0669821063705834e-15,1.5035652812393408e-16,3.238030340601232e-22,1.7904694982450253e-18,1.7740216309197963e-19,3.219633496513688e-15,3.270294414587673e-19,5.872564416554316e-16,1.8255309218328688e-16,3.886313677863562e-17,3.1327345681800032e-27,3.479126546838798e-20,4.51823833730687e-23,1.562918131677904e-17
1.0069263159156389e-07,0.7668368043296016,5.3622889335908565e-09,2.383896570504726e-10,1.5683147874427432e-10,5.288885939287055e-10,0.0,0.0,1.1922232721950187e-07,8.819702896474629e-12,3.5712149848771977e-11,1.0140642196274644e-09,3.048683293978243e-13,3.019358496772764e-24,5.617314473763239e-17,1.489990962027289e-10,5.216964771274952e-11,1.2738494530581245e-08,2.0658438202478642e-19,1.788130648703599e-18,1.9550081979657173e-20,4.207274703729369e-20,1.5301739349209085e-10,2.5688475003889867e-19,6.9246916135293505e-16,1.331875938727261e-21,3.0835919464311447e-27,3.41548993790464e-20,1.5667862162836058e-22,2.7210768258404136e-23,4.042993951885617e-16,2.2700197059273156e-26,5.691286308283725e-27,1.0315753720465718e-25,3.76,0.0,1.0031152572009943,0.999170226322295,7.643446809214101e-11,8.541448867173967e-13,0.0023390470861323733,0.0023390955797200986,0.0008296404170792994,2.36702237789876e-13,1.2719455623402305e-08,1.1929286292897596e-07,1.5687407236386816e-08,6.305213824182068e-12,1.8962864637037673e-14,1.3559623443958837e-09,3.421138108170682e-11,4.172565437993277e-14,2.6706359870956654e-09,1.1821099394118129e-15,3.4033894324153787e-12,1.6196996234022762e-09,1.6495684844684458e-09,6.069128016665848e-11,1.612074892506608e-09,7.589098600245002e-12,2.9774824890225905e-13,1.0440508173143663e-12,4.619530936525325e-12,1.1684556112962816e-13,1.2195578434682422e-15,1.3695428341143887e-09,2.3326098870281196e-20,8.153675952653434e-16,2.2352749051627327e-17,3.247675036591533e-15,1.3379080364255176e-12,3.5419484976369644e-21,6.192512441119322e-12,1.3588577303387577e-16,1.280150595495775e-17,1.85376237400344e-18,8.981431457773019e-13,4.4008972393672936e-12,1.8521243563238858e-17,1.567367222952701e-21,1.6450047468744224e-19,9.404397515151642e-16,8.96530748434372e-12,1.0914671102655411e-15,1.548700404936928e-16,3.335572703820784e-22,1.8554909595369014e-18,1.835598202423076e-19,3.2948664953304058e-15,3.348367793839568e-19,5.884473411464044e-16,1.8266027678048832e-16,3.993309948946834e-17,3.2583450954017336e-27,3.568480483098126e-20,4.659243412257435e-23,1.6118328972645476e-17
1.0378838183094777e-07,0.76684635410918,5.6768110772361255e-09,2.5831440152325094e-10,1.6878099569097733e-10,5.769221435789823e-10,0.0,0.0,1.2288351476987625e-07,9.367482928360655e-12,3.7141947093444985e-11,1.054173960800587e-09,3.3884465608752496e-13,3.101522430604598e-24,5.691896918116789e-17,1.4903355759226355e-10,5.614502708622076e-11,1.353301752336264e-08,2.4330794155619245e-19,2.0012759110220328e-18,2.0586296961931664e-20,4.3015695361680505e-20,1.5301671199462756e-10,2.9580856116877137e-19,7.5199259896193285e-16,1.613102615844058e-21,3.469304733796174e-27,3.8031020748269076e-20,1.876146233979771e-22,3.230228908779494e-23,4.520251477431492e-16,2.7086126896450193e-26,6.740376432684337e-27,1.271097257355572e-25,3.76,0.0,1.003043425507503,0.9991702218091375,8.442098755020642e-11,9.498373215794084e-13,0.0024108727542494143,0.0024109242406161963,0.000829640412211747,2.43988152894066e-13,1.3513165053980352e-08,1.2301190372505153e-07,1.6666537821030757e-08,6.507590229953939e-12,2.061950780725139e-14,1.40349572528824e-09,3.6313681389320944e-11,4.559426478197859e-14,2.837484538128857e-09,1.2192880552560346e-15,3.5098573098869686e-12,1.685880996150801e-09,1.7342449680671525e-09,6.529942040355145e-11,1.7302300465891345e-09,8.057226762122824e-12,3.2240129624966364e-13,1.1406535103312338e-12,4.8719990042016595e-12,1.3425442695313692e-13,1.3413637482102238e-15,1.4114102021520473e-09,2.55825661719198e-20,9.038263389309897e-16,2.4303012532283734e-17,3.7400915963905615e-15,1.3958528306866138e-12,3.8780724586488606e-21,6.1939445786984586e-12,1.418587113535833e-16,1.460007685166926e-17,2.1651391506016692e-18,9.308039051202378e-13,4.648624782008044e-12,2.1396195052855512e-17,1.8104214699244214e-21,1.8927399222006675e-19,1.0194447494058075e-15,9.175635782946641e-12,1.2055222662181065e-15,1.7637774829618341e-16,3.800481492758326e-22,2.1705432953650312e-18,2.1326747386001676e-19,3.6458276777106025e-15,3.7129240990489195e-19,5.9342788070319125e-16,1.8310430604536696e-16,4.498686513643023e-17,3.871952171388794e-27,3.9874084690396114e-20,5.330948333645714e-23,1.8449522572580845e-17
1.0688413207033166e-07,0.7668559032104402,5.999255834170678e-09,2.7926615249711116e-10,1.8123858376072503e-10,6.27678903021302e-10,0.0,0.0,1.2654452235462057e-07,9.931593866164239e-12,3.857500592010584e-11,1.0942916302683502e-09,3.7559691689402766e-13,3.1835623793085518e-24,5.76489544311691e-17,1.4905888063991196e-10,6.027662836882368e-11,1.4351541211369829e-08,2.851632019540729e-19,2.2320054109297007e-18,2.1632902206224123e-20,4.3908190789451343e-20,1.5301421984895623e-10,3.3925716690386723e-19,8.142420096647023e-16,1.9429694128102673e-21,3.8880696731988934e-27,4.219649451279084e-20,2.2335441589856967e-22,3.812959243011046e-23,5.037452900272241e-16,3.2162843055501143e-26,7.954175251189637e-27,1.5568338757491254e-25,3.76,0.0,1.0029715989468444,0.9991702172710646,9.298894400019208e-11,1.0526904261178733e-12,0.0024826932197877334,0.002482747787686512,0.0008296404073236235,2.512733587116154e-13,1.433086784587438e-08,1.2673570406036453e-07,1.767528815583558e-08,6.710214997301508e-12,2.2361851634895647e-14,1.451108226792241e-09,3.847664450917465e-11,4.969732075290656e-14,3.009387318478151e-09,1.256514912925514e-15,3.616327879223602e-12,1.752247402757094e-09,1.8201219549931396e-09,7.00930559631086e-11,1.8529725776314094e-09,8.54015664143868e-12,3.4822398997729606e-13,1.2430249436391127e-12,5.131599053532896e-12,1.5364373358242476e-13,1.4710266594702278e-15,1.4532633784149302e-09,2.7980053925801215e-20,9.985889152418625e-16,2.635759243364897e-17,4.289791326159217e-15,1.4539910229066067e-12,4.234806033276984e-21,6.194982298598749e-12,1.4794116026855377e-16,1.6583311030301265e-17,2.5184375784082887e-18,9.635181780210935e-13,4.900044286354935e-12,2.4612053885685223e-17,2.0822707451627034e-21,2.168212608245705e-19,1.1020590404432043e-15,9.386025508465286e-12,1.327310449587402e-15,2.0019339682127631e-16,4.315452971669414e-22,2.528713231891451e-18,2.46814805897021e-19,4.0214721902460535e-15,4.103690693050781e-19,5.978899821809363e-16,1.83496229985436e-16,5.0504147776156173e-17,4.578337489678351e-27,4.439300037514304e-20,6.074052197532527e-23,2.103037593371606e-17
1.0997988230971554e-07,0.766865451633436,6.329565500968228e-09,3.0126678650816593e-10,1.9420854535693536e-10,6.812261105762008e-10,0.0,0.0,1.3020535418438095e-07,1.0512021211325005e-11,4.001138874146961e-11,1.1344149559909918e-09,4.1527913597329427e-13,3.2656936000279336e-24,5.836582925174556e-17,1.490769851608313e-10,6.456461709354759e-11,1.5194063515207126e-08,3.32682555922167e-19,2.4811429860500064e-18,2.2689290159065538e-20,4.475264768222646e-20,1.530103112636441e-10,3.876035721661039e-19,8.792261981728876e-16,2.328117476561802e-21,4.341571561457087e-27,4.6662300300355546e-20,2.6445002049783527e-22,4.4768349079924804e-23,5.596589378186572e-16,3.8016200308740625e-26,9.35440777919723e-27,1.896014719051003e-25,3.76,0.0,1.0028997775185575,0.9991702127080512,1.0216260516827755e-10,1.1629799802423144e-12,0.00255450848313617,0.0025545662212969685,0.000829640402414913,2.585578553268745e-13,1.5172561675746962e-08,1.3046437485662165e-07,1.8713656629080968e-08,6.913094251669758e-12,2.4191259835442362e-14,1.4988001977728215e-09,4.070010230623196e-11,5.404206532789815e-14,3.186344115641355e-09,1.2937911796315314e-15,3.72280114059806e-12,1.8187806144596837e-09,1.9071535732543675e-09,7.5073045210901e-11,1.980329852087745e-09,9.038045387743097e-12,3.7523293089402984e-13,1.3513418270418944e-12,5.398446351383798e-12,1.751734225863639e-13,1.608801848978723e-15,1.4951023666350056e-09,3.052303495343781e-20,1.0998723131999303e-15,2.851872437294897e-17,4.901548682671249e-15,1.5123031613697372e-12,4.612793571753323e-21,6.195708515313836e-12,1.541334539914678e-16,1.876350551448974e-17,2.9179710407840338e-18,9.962861362641671e-13,5.155007752700532e-12,2.8197535233423394e-17,2.3853385894966547e-21,2.4735017952748534e-19,1.1883106049280792e-15,9.596550612485416e-12,1.4570805184463281e-15,2.264953648135325e-16,4.884369509371938e-22,2.9345615365122087e-18,2.84584299414654e-19,4.4226814042719445e-15,4.52162495395955e-19,6.01884942018966e-16,1.8384227130215547e-16,5.651222529766596e-17,5.38830333164946e-27,4.925511432221997e-20,6.893574690186359e-23,2.3878689619037053e-17
1.1307563254909942e-07,0.766874999378221,6.6676813117738596e-09,3.243379177494731e-10,2.0769488063977244e-10,7.376305056446955e-10,0.0,0.0,1.3386601437160814e-07,1.1108750499146392e-11,4.1451178096173884e-11,1.174542144453165e-09,4.580503580534734e-13,3.348120929698595e-24,5.907207433899333e-17,1.490893923411178e-10,6.900911609968168e-11,1.6060582370634228e-08,3.8643518199044814e-19,2.7495209076456018e-18,2.375489268133118e-20,4.5551422391553604e-20,1.530052941833493e-10,4.412390773042161e-19,9.469526179643995e-16,2.7758627596586696e-21,4.831547923656574e-27,5.143944132851097e-20,3.114952777565559e-22,5.229883285380276e-23,6.199677842352592e-16,4.474005697636516e-26,1.0965120270793654e-26,2.296755018979243e-25,3.76,0.0,1.0028279612221824,0.999170208120072,1.1196643674459792e-10,1.2809819916371184e-12,0.0026263185446815393,0.002626379541813465,0.0008296403974855794,2.658416428242608e-13,1.6038244221036586e-08,1.3419802542565174e-07,1.9781641629118438e-08,7.116234027512072e-12,2.6109051241214226e-14,1.5465720466899367e-09,4.2983887293900714e-11,5.863577761287579e-14,3.3683547097412314e-09,1.3311175373927454e-15,3.82927709435272e-12,1.885464392982172e-09,1.9952960854351063e-09,8.024021180895588e-11,2.1123284065402055e-09,9.551058285466746e-12,4.0344470033423396e-13,1.465783006816489e-12,5.672658828270327e-12,1.990113772715145e-13,1.7549472172285417e-15,1.5369271705437499e-09,3.3216031283183326e-20,1.2078922461717535e-15,3.07886233505284e-17,5.580388396315459e-15,1.5707719073397695e-12,5.012686783538083e-21,6.196188937908255e-12,1.6043593413308409e-16,2.1153344758581983e-17,3.3683656267833077e-18,1.0291080062968235e-12,5.413381103587177e-12,3.218284393388278e-17,2.7221741966622165e-21,2.810767710381356e-19,1.2782263171465837e-15,9.80727575797806e-12,1.5950799979739424e-15,2.554706348374597e-16,5.5113013468969235e-22,3.3929963874638663e-18,3.2698640077495708e-19,4.8503378090671486e-15,4.967685576474674e-19,6.0545945534166195e-16,1.8414785705910124e-16,6.30391296228168e-17,6.313555396831803e-27,5.447404292035934e-20,7.794716333075906e-23,2.7012920333238924e-17
1.161713827884833e-07,0.7668845464448478,7.013543500056262e-09,3.4850089368706904e-10,2.2170129488070512e-10,7.969583180605834e-10,0.0,0.0,1.3752650693779406e-07,1.1721767298334087e-11,4.2894473460976476e-11,1.2146717812950494e-09,5.04074691745917e-13,3.431038918353341e-24,5.976994218349687e-17,1.4909730637620396e-10,7.361021025554945e-11,1.6951095727035184e-08,4.470282982161242e-19,3.0379794389217645e-18,2.4829177653408298e-20,4.6306801036171527e-20,1.5299940950800264e-10,5.005735068706025e-19,1.0174275147564004e-15,3.2942416654178897e-21,5.359792650616345e-27,5.653894102931782e-20,3.6512738525376527e-22,6.080598822155908e-23,6.848759098989957e-16,5.24367858685336e-26,1.2812866507587644e-26,2.7681364182778373e-25,3.76,0.0,1.0027561500572597,0.9991702035071016,1.2242508757962523e-10,1.406972624527026e-12,0.0026981234048088446,0.0026981877496018757,0.0008296403925356042,2.73124721288365e-13,1.692791315996684e-08,1.37936763506875e-07,2.087924154436907e-08,7.319640271570905e-12,2.8116501271148737e-14,1.5944242302754249e-09,4.5327832631824116e-11,6.348577345056226e-14,3.5554188742317723e-09,1.368494682753271e-15,3.935755740603676e-12,1.952284279540307e-09,2.0845077944846686e-09,8.559534953326021e-11,2.2489939908744985e-09,1.0079368521918657e-11,4.328759015633499e-13,1.5865295787095115e-12,5.954356680973205e-12,2.2533357600499108e-13,1.909723479711533e-15,1.5787377938721509e-09,3.6063617255504293e-20,1.3228631152667896e-15,3.316948460984795e-17,6.3315911694500375e-15,1.6293818112107662e-12,5.435145170521555e-21,6.1964755906276104e-12,1.668489495602166e-16,2.376589846354855e-17,3.874573539501276e-18,1.0619840579896143e-12,5.675043361966171e-12,3.6599704976296403e-17,3.095454984653759e-21,3.182252123765144e-19,1.371832028032166e-15,1.0018257415078674e-11,1.7415550378089147e-15,2.873149528079542e-16,6.200510092353419e-22,3.909289865077151e-18,3.7446091693435303e-19,5.305324824914012e-15,5.4428323602020075e-19,6.086559230159328e-16,1.8441772927318395e-16,7.011364462137827e-17,7.366749901095964e-27,6.006345564710013e-20,8.782859278489535e-23,3.045218329599602e-17
1.2236288326725107e-07,0.7669036385438394,7.728263433982688e-09,4.0018641504898005e-10,2.5128775461584233e-10,9.246465121686218e-10,0.0,0.0,1.4484700487490133e-07,1.2996605870167024e-11,4.5792051666647796e-11,1.2949342207648627e-09,6.065646751191541e-13,3.5990755674196474e-24,6.114852250767342e-17,1.4910323460232017e-10,8.328235738014153e-11,1.8804097802222382e-08,5.91362479779183e-19,3.678536901787498e-18,2.700183003593954e-20,4.769612312274222e-20,1.5298574173073362e-10,6.380722673593136e-19,1.1666424107971401e-15,4.578936536002993e-21,6.538566993216654e-27,6.774919244463919e-20,4.949268728905493e-22,8.111379877417409e-23,8.293171503542307e-16,7.120413388187343e-26,1.7339423531971162e-26,3.9645134721729743e-25,3.76,0.0,1.0026125431199324,0.9991701942060855,1.4540627395681895e-10,1.6840248396882222e-12,0.0028417175223412364,0.0028417888284577924,0.0008296403825736486,2.8768875145293103e-13,1.8779200935623537e-08,1.4542992549687574e-07,2.3163279674529956e-08,7.727275523145738e-12,3.240527017451849e-14,1.690371626942007e-09,5.019554021496181e-11,7.398406678680218e-14,3.944706978684895e-09,1.4434041933752297e-15,4.148721110901767e-12,2.086282377866618e-09,2.265981689207001e-09,9.68725883923641e-11,2.5364255518098703e-09,1.1182611921278235e-11,4.954633401667833e-13,1.8476751672166546e-12,6.540698543419407e-12,2.8617598557524427e-13,2.24622667991955e-15,1.6623165137094436e-09,4.2241134624498954e-20,1.5745085562735628e-15,3.827278085125869e-17,8.073522159747931e-15,1.7469716138021225e-12,6.3504368892226095e-21,6.196622269195616e-12,1.800080171674715e-16,2.9713340600859694e-17,5.075950715427963e-18,1.1278999614672398e-12,6.207811377546252e-12,4.6862762158486824e-17,3.962717856040034e-21,4.037253061852918e-19,1.5702121479162434e-15,1.044118062019282e-11,2.0609092992718525e-15,3.6043845427282267e-16,7.783781754872242e-22,5.138462311122658e-18,4.865420086135732e-19,6.3008280013514756e-15,6.484227974338902e-19,6.140647122965107e-16,1.8486639331237598e-16,8.602438940895334e-17,9.9126353222422e-27,7.240867458827062e-20,1.104259071607907e-22,3.8325573829092575e-17
1.2855438374601883e-07,0.7669227279308298,8.473230268499384e-09,4.564886653651727e-10,2.8299197137213383e-10,1.0648100001663493e-09,0.0,0.0,1.5216687857962205e-07,1.4336422128896328e-11,4.8705175084759484e-11,1.375195910795072e-09,7.241646606135231e-13,3.771166396416121e-24,6.251570275432102e-17,1.4910024936199914e-10,9.358112750182883e-11,2.0753053569311465e-08,7.713504897457878e-19,4.4096819169342556e-18,2.920360658694705e-20,4.893724456829376e-20,1.529703787125861e-10,8.037565357630609e-19,1.3269012754610356e-15,6.262733423412507e-21,7.893515113998764e-27,8.038153383201755e-20,6.598711133274139e-22,1.0646697901629373e-22,9.94656056738367e-16,9.532804568033349e-26,2.3204370307299742e-26,5.580520951893872e-25,3.76,0.0,1.002468956702904,0.9991701848048001,1.7130648619362409e-10,1.9963468377523748e-12,0.002985290838783626,0.002985369460791145,0.0008296403725289046,3.022499464919793e-13,2.072640644455317e-08,1.5294469253362495e-07,2.556575812824742e-08,8.136045896569589e-12,3.706695444762322e-14,1.7866467306081834e-09,5.530190317377149e-11,8.559623179758571e-14,4.354206507369092e-09,1.5185255635590632e-15,4.361697251221562e-12,2.2206881472095165e-09,2.4512791586664494e-09,1.0891066766364449e-10,2.8428162942590344e-09,1.2349310592740966e-11,5.631298842969836e-13,2.1362763754189934e-12,7.1584656925185535e-12,3.592760124543161e-13,2.6204601373208635e-15,1.7458385559851114e-09,4.9093338966637255e-20,1.8564966713571337e-15,4.384580950130605e-17,1.0174919245184992e-14,1.8649796656404217e-12,7.364116053467186e-21,6.196385370586203e-12,1.936135874600683e-16,3.6718007627246885e-17,6.568762118037755e-18,1.1940366059656866e-12,6.7525756301872534e-12,5.927203086693038e-17,5.011205599846532e-21,5.05808120163754e-19,1.7836399229613057e-15,1.0865642377128734e-11,2.417083605214446e-15,4.476129245271769e-16,9.672232207082133e-22,6.672179080332663e-18,6.249890338031933e-19,7.416270453167814e-15,7.65350497460384e-19,6.183763165827543e-16,1.8521574907871677e-16,1.0448969075962413e-16,1.3148069537480795e-26,8.640117716800871e-20,1.3719491045864646e-22,4.766504510437539e-17
1.347458842247866e-07,0.7669418146062357,9.247938553562102e-09,5.175685016284553e-10,3.168337973682356e-10,1.217959420687067e-09,0.0,0.0,1.594861575369597e-07,1.5741101786202438e-11,5.163505242751401e-11,1.4554528846562232e-09,8.583734614578746e-13,3.948534302716049e-24,6.388303639096332e-17,1.4909181390396505e-10,1.0450621112133525e-10,2.2797947021848874e-08,9.933444820611277e-19,5.238384096627704e-18,3.143128511588962e-20,5.004538140052521e-20,1.5295398583417243e-10,1.0015912472995652e-18,1.49822221055882e-15,8.440858863333938e-21,9.441401920978959e-27,9.452460271193977e-20,8.66773530783208e-22,1.3771893817014653e-22,1.1825926731627507e-15,1.2599025792749673e-25,3.0731689447532503e-26,7.733018233009899e-25,3.76,0.0,1.0023253908025092,0.9991701753030438,2.003281070829627e-10,2.3461479359430555e-12,0.0031288433571673023,0.003128929649527894,0.0008296403624011745,3.1680830707460675e-13,2.276951114173542e-08,1.6048187314210498e-07,2.808666401519613e-08,8.545995986517931e-12,4.211033377462349e-14,1.8832542744830173e-09,6.064560982532381e-11,9.838218451778724e-14,4.783915470247862e-09,1.5938648596156367e-15,4.574684162422085e-12,2.3554330601429455e-09,2.6401313530948368e-09,1.217152507730092e-10,3.168347794183722e-09,1.3581111838942599e-11,6.36012671063376e-13,2.4538735318303514e-12,7.808667598401848e-12,4.463478543817415e-13,3.0346284447318828e-15,1.8293039505297437e-09,5.665899992967927e-20,2.170493285954101e-15,4.9905498322642595e-17,1.2687809924361385e-14,1.98333242875208e-12,8.481779846671347e-21,6.195914631333689e-12,2.0766869808642605e-16,4.4898089969149547e-17,8.405768642226655e-18,1.2603970794076102e-12,7.308759657980194e-12,7.413901267067708e-17,6.2672046736455664e-21,6.265637399387308e-19,2.012291969565099e-15,1.1291885847304839e-11,2.8119941104683304e-15,5.507352230102792e-16,1.190718108607435e-21,8.567466100931502e-18,7.945296015757611e-19,8.658736235871984e-15,8.95836248832089e-19,6.218062897377237e-16,1.8548710655815302e-16,1.2576667855839693e-16,1.7213537551619597e-26,1.021522172541789e-19,1.6863245289223275e-22,5.864747453959442e-17
1.4093738470355436e-07,0.7669608985704706,1.0051875456580576e-08,5.835822732012375e-10,3.528291683810994e-10,1.3845965785584962e-09,0.0,0.0,1.6680487026351785e-07,1.721053105313942e-11,5.4583025248734905e-11,1.5357027205443972e-09,1.0107739344216015e-12,4.132278723105277e-24,6.52599217601788e-17,1.4908009202388726e-10,1.1605700134632044e-10,2.4938762308226637e-08,1.2644210837861892e-18,6.1717055026311004e-18,3.368200715392872e-20,5.103435917994418e-20,1.529369703745773e-10,1.2358540149714959e-18,1.6806135533266517e-15,1.122495561468962e-20,1.120026226440813e-26,1.1026712647732606e-19,1.1232861064754709e-21,1.7580260309885582e-22,1.3948483324163721e-15,1.6456395157735346e-25,4.030681560111931e-26,1.056388223237776e-24,3.76,0.0,1.00218184541509,0.9991701657006185,2.326751888273347e-10,2.7356353839914533e-12,0.003272375080508137,0.0032724693975935194,0.0008296403521902983,3.3136383386852147e-13,2.4908496495583565e-08,1.6804225351006287e-07,3.072598444599014e-08,8.957169141588155e-12,4.7543618739684835e-14,1.9801992913526957e-09,6.622535861554451e-11,1.1240249096961252e-13,5.233831824340992e-09,1.6694283532039366e-15,4.787681845266139e-12,2.490463191645264e-09,2.832294307194744e-09,1.3529184346439317e-10,3.513192474908148e-09,1.4879768581265526e-11,7.142521582824209e-13,2.802052417869874e-12,8.49232164802979e-12,5.492489215358271e-13,3.490996951978492e-15,1.9127127271663973e-09,6.497798540549649e-20,2.518141918562241e-15,5.64685266672893e-17,1.5668842838041786e-14,2.1019718773480213e-12,9.709186505510997e-21,6.195303664611504e-12,2.2217648923636715e-16,5.4377713805323025e-17,1.064628745911544e-17,1.3269847164887392e-12,7.875924254543857e-12,9.180225927444093e-17,7.759283204838417e-21,7.682156817800999e-19,2.2563340496884494e-15,1.1720093154398307e-11,3.2475320498949673e-15,6.71856458851571e-16,1.4533317291806334e-21,1.0888852529991328e-17,1.0005096776754356e-18,1.0035309579011014e-14,1.0406500651740156e-18,6.245292303362606e-16,1.8569705092129365e-16,1.5012431588929305e-16,2.2269565369729083e-26,1.1977391671784102e-19,2.05265312380671e-22,7.146051623913411e-17
