Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635)
0.03610015582215151,0.5127957363579201,9.549339263276664e-09,3.315196965351343e-08,3.428684477898203e-08,7.291135259730626e-05,0.0,0.0,4.8671246990294586e-05,1.635927120872142e-05,0.0006013395383496503,7.61385221661363e-05,6.9594679752454885e-09,1.3591914884376096e-26,5.060040276641116e-19,2.521039226971141e-12,2.5017184033893256e-09,0.005746782926159556,6.238631570359158e-14,9.726055953125503e-19,1.3917920530045458e-13,1.6683579164327576e-21,6.722942116474974e-14,1.1697014801036569e-09,8.482100242348937e-13,3.0197374214508908e-09,4.4679578475348414e-20,3.3604296605384578e-12,1.3752444384876109e-12,6.768299945952166e-18,8.965449313003747e-11,9.501064363838769e-18,5.084769679209068e-17,5.699560186140499e-13,3.76,0.0,0.6649030732757278,0.9927027608763191,0.0016758583696979744,1.587515584833802e-06,0.06566656973731112,0.0716473417869616,3.5253562987238625e-05,4.308015581065843e-14,0.006171641078734303,1.9526532534115498e-05,1.0050522383654228e-06,6.252133144465726e-08,6.811006123639036e-15,3.260117629385019e-08,4.338820881595242e-05,0.0005300844401394621,1.0508374386891514e-14,4.73385027922148e-06,8.47487779566568e-08,3.6694915959859034e-08,4.790950373024979e-05,0.0005742421536386988,6.118501657251429e-10,2.20960025361577e-11,4.6126218468029315e-08,1.3506868104369743e-08,3.494957811775142e-08,8.411953883472552e-05,8.540105632855724e-09,7.734922656771495e-15,6.059090484654696e-09,1.9049424714347865e-12,2.7989152060844736e-06,1.768131313829352e-08,5.329229238215393e-16,3.466782122283561e-12,1.246497347250563e-14,1.954302341549787e-14,9.017329146243944e-10,2.3361300684786355e-15,1.8349773425023158e-09,2.8428197007328014e-08,1.1457759217824836e-06,2.7945374498518327e-10,3.7035595639832346e-09,5.577744948453391e-07,3.534061118775848e-13,6.281704043612123e-10,3.7714059934139816e-10,5.752101440501731e-17,5.297265055293838e-07,2.3502496160470952e-12,0.00011838072465801101,5.142800409198579e-10,9.544430288734185e-16,3.2560195301991973e-17,1.6046312431336579e-18,3.3285832611567496e-24,3.9873956583118307e-10,2.801073444155741e-11,6.049848871744599e-13,1.4969864146446352e-07,3.937289885062493e-07,8.665941829502458e-10,3.471555357812883e-09,2.2198417535829643e-15,4.1476323876184566e-08,1.4695325611974868e-12,7.071355200499025e-07,2.624424588094589e-10,8.091760624907342e-10,1.7916461096960192e-10,1.1163256270614501e-13,1.0568020240719347e-17,1.7213724333573137e-15
0.0363020283622179,0.5128318274452892,9.609984125678358e-09,3.326469542845496e-08,3.465137937961855e-08,7.388752336185813e-05,0.0,0.0,4.889070189641284e-05,1.657219175213257e-05,0.0006124062799662363,7.750393936464223e-05,7.054406600412435e-09,1.387467188091499e-26,5.132178856694153e-19,2.541912453387318e-12,2.522062683852677e-09,0.005807317152686125,6.37388839180256e-14,9.882892107658964e-19,1.452150632673933e-13,1.7134655072931132e-21,6.77813627934544e-14,1.1931553821946728e-09,8.611357608039816e-13,3.0918913995386406e-09,4.623486007783573e-20,3.4402699337809433e-12,1.4016516907356494e-12,6.916885306436333e-18,9.101649245648225e-11,9.755128988193494e-18,5.23244837681983e-17,5.846490216676074e-13,3.76,0.0,0.6644992289728172,0.9926174642446401,0.001701672150450027,1.6059032006360736e-06,0.0659801508072175,0.07202652481073524,3.525053375276218e-05,4.327911335446437e-14,0.006240797630780937,1.9630842414190187e-05,1.0159184672856274e-06,6.284549395260402e-08,6.884650197130581e-15,3.277871886844943e-08,4.379581382170617e-05,0.0005385392266105821,1.0649558210264849e-14,4.804473246254554e-06,8.554848579415392e-08,3.694788762017233e-08,4.8251003332101206e-05,0.0005804306779257916,6.205162894614839e-10,2.2414192791374432e-11,4.674136607009309e-08,1.363816712474397e-08,3.5237164859423424e-08,8.553643568880166e-05,8.65264636210404e-09,7.836852614747611e-15,6.101334850045778e-09,1.9182235937911754e-12,2.840496676243335e-06,1.7845355035291405e-08,5.399457153295429e-16,3.5117518744841072e-12,1.264349134974117e-14,1.971410993669175e-14,9.090111494181143e-10,2.356636571118247e-15,1.8528805922467494e-09,2.902016576945015e-08,1.1527582723638312e-06,2.8522830972210415e-10,3.7231866894388115e-09,5.690635656526892e-07,3.572147558248287e-13,6.398307437807617e-10,3.8026373064258224e-10,5.798828973172712e-17,5.370453896998772e-07,2.3777193048183086e-12,0.00012037859571786906,5.217813836283943e-10,9.62424826308001e-16,3.28324697978349e-17,1.6429725030364693e-18,3.408176247894258e-24,4.014261976498698e-10,2.8526225930112806e-11,6.148698681055132e-13,1.5052153167546163e-07,4.014400947623505e-07,8.824438093947811e-10,3.4908208692576282e-09,2.2606935814170977e-15,4.169780458980408e-08,1.4906078845642098e-12,7.283989574750143e-07,2.645630953036638e-10,8.195123779696241e-10,1.8479797482292196e-10,1.1253910593105663e-13,1.082150763944894e-17,1.7613892834516837e-15
0.036503900902284295,0.5128679087990643,9.670925704786681e-09,3.3377713572469614e-08,3.5018724327498985e-08,7.487276326476073e-05,0.0,0.0,4.9111046942620545e-05,1.6787247344918717e-05,0.0006236205395831098,7.88870731598685e-05,7.150268079159557e-09,1.4162309402155306e-26,5.205115511439145e-19,2.5628727838707418e-12,2.5425293339913963e-09,0.00586810044994704,6.511487427463682e-14,1.0041341355463057e-18,1.5147904193035833e-13,1.759645077831312e-21,6.833552565807868e-14,1.2169526423898697e-09,8.742147088073793e-13,3.1654466522708083e-09,4.7837406415105656e-20,3.521597202061227e-12,1.4284848746240528e-12,7.068552345684087e-18,9.239292456525371e-11,1.0014924980219297e-17,5.3838496113495296e-17,5.996592797645111e-13,3.76,0.0,0.6640953995024554,0.9925316226160011,0.0017277583036666776,1.624434713450051e-06,0.0662931598093041,0.0724054691220885,3.524748516422786e-05,4.3477609315142134e-14,0.006310331321557441,1.9735349444778276e-05,1.026839450665421e-06,6.317015100217607e-08,6.9586653908158865e-15,3.295664358361488e-08,4.4205715147202085e-05,0.0005470831885086355,1.0792038662520369e-14,4.8757874592644965e-06,8.635290639591339e-08,3.720212703483976e-08,4.8593353558008046e-05,0.0005866481648786119,6.292727958548429e-10,2.2735825466861963e-11,4.736258592154938e-08,1.3770279588577999e-08,3.552592907951739e-08,8.696830495975891e-05,8.766270957250278e-09,7.939764246472434e-15,6.14367016797274e-09,1.931533310335882e-12,2.8824560267880653e-06,1.8010318345613926e-08,5.470361423376665e-16,3.557148029638697e-12,1.282373255488957e-14,1.9886032441866668e-14,9.163169762265458e-10,2.3772466258951157e-15,1.870896013919154e-09,2.9621533338798398e-08,1.1597656009593057e-06,2.9109327044231143e-10,3.742849626541884e-09,5.805139159794062e-07,3.610412245886637e-13,6.516568147352911e-10,3.8339990304017605e-10,5.845737492317227e-17,5.444189865172261e-07,2.405435487670187e-12,0.0001223971453982245,5.293437613189966e-10,9.704402434416376e-16,3.310589087900378e-17,1.6820583739273265e-18,3.489317224571621e-24,4.041255441754957e-10,2.9048928109275216e-11,6.248751129253232e-13,1.5134448574023312e-07,4.092550791734367e-07,8.984957528139841e-10,3.51013147098193e-09,2.30206999249372e-15,4.191921037732798e-08,1.5118723381498158e-12,7.501943359367572e-07,2.666917802532376e-10,8.299376917670992e-10,1.9057656280735748e-10,1.1344918274348147e-13,1.1080057738297731e-17,1.8021259623037447e-15
0.03670577344235069,0.5129039805132937,9.732164432685322e-09,3.349102382072718e-08,3.538889456532707e-08,7.586714581183248e-05,0.0,0.0,4.933228356909442e-05,1.7004451374266667e-05,0.0006349837038512985,8.028809231685116e-05,7.2470587825533555e-09,1.4455534202853784e-26,5.2788565994251145e-19,2.5839207533790326e-12,2.5631188209579958e-09,0.0059291315310540885,6.65145975830531e-14,1.0201411046432595e-18,1.579786236362165e-13,1.8069201467348776e-21,6.889192306502771e-14,1.2410966712578258e-09,8.87448294957129e-13,3.2404258306912008e-09,4.948845862291043e-20,3.6044320917796505e-12,1.4557499178439936e-12,7.22336180920246e-18,9.378388431361753e-11,1.0280561679692598e-17,5.539057034185672e-17,6.149925757381592e-13,3.76,0.0,0.6636915835178933,0.9924452346506241,0.0017541189428665672,1.6431109422521931e-06,0.06660559707896702,0.07278417470475734,3.524441717405636e-05,4.367564371356618e-14,0.006380242241896005,1.9840053601778313e-05,1.0378151519321761e-06,6.349530164688824e-08,7.0330514567470255e-15,3.31349508480566e-08,4.4617920494750786e-05,0.0005557169499611639,1.0935824245510875e-14,4.947797400498693e-06,8.716205863855926e-08,3.745764184167054e-08,4.8936555900971936e-05,0.0005928946159879909,6.381203384798651e-10,2.3060927712231486e-11,4.798992138425198e-08,1.390320911537636e-08,3.581587605258728e-08,8.841522669280766e-05,8.88098672131535e-09,8.043664166351704e-15,6.186096502290212e-09,1.944871641101716e-12,2.924795392104291e-06,1.8176206261118638e-08,5.541946605637618e-16,3.602973457882156e-12,1.300570986328497e-14,2.0058794524906637e-14,9.236505028593607e-10,2.397960778335149e-15,1.8890241151792963e-09,3.023241229076046e-08,1.1667980748845908e-06,2.9704968059603853e-10,3.762548372005351e-09,5.921271293491925e-07,3.648855190870946e-13,6.63650446794076e-10,3.865491803604542e-10,5.892827796194223e-17,5.518474677190503e-07,2.43339999601357e-12,0.00012443646520095337,5.369672476959482e-10,9.784894626918679e-16,3.338046482952765e-17,1.7219008921492246e-18,3.572031288209441e-24,4.0683767734075497e-10,2.957891821955493e-11,6.350017544345496e-13,1.5216754206306274e-07,4.171747691160469e-07,9.147515642304328e-10,3.5294872436919628e-09,2.3439750337044715e-15,4.214055147417244e-08,1.533326719777376e-12,7.725327441393414e-07,2.688285490158265e-10,8.40453037960659e-10,1.9650339473804063e-10,1.1436280808985492e-13,1.1343760645306769e-17,1.8435922357323237e-15
0.03688745872841044,0.5129364368924099,9.787535736193179e-09,3.359325972473685e-08,3.5724475677230905e-08,7.676996820468309e-05,0.0,0.0,4.95321600061822e-05,1.7201782995696807e-05,0.0006453390183273254,8.15644419665563e-05,7.334969973272709e-09,1.4723743816574474e-26,5.345918702701295e-19,2.602939110725916e-12,2.5817547695294497e-09,0.005984270290591464,6.779490466240393e-14,1.0346865314464536e-18,1.6403604292142952e-13,1.850424235881039e-21,6.939459670444745e-14,1.2631256187014601e-09,8.994916866009604e-13,3.3091435136755586e-09,5.101693085725636e-20,3.680289711722296e-12,1.480662651114662e-12,7.365427472381686e-18,9.504824586929513e-11,1.0524720120746263e-17,5.682067187482007e-17,6.290735898836484e-13,3.76,0.0,0.6633281595455882,0.9923670172482656,0.001778079959924559,1.6600439594099975e-06,0.06688630206663483,0.07312480560228717,3.524163935488402e-05,4.3853480052506906e-14,0.006443484679743641,1.9934455876904144e-05,1.047740037180805e-06,6.37883584510901e-08,7.100315810600428e-15,3.3295754812104555e-08,4.499088159781727e-05,0.0005635646315992283,1.1066354216960625e-14,5.013204917349253e-06,8.789435574834245e-08,3.7688701923088646e-08,4.924616774110815e-05,0.0005985411871953799,6.461615225454593e-10,2.3356509979318432e-11,4.855978886076888e-08,1.4023546942315253e-08,3.607784457608278e-08,8.973039229733508e-05,8.985170057175335e-09,8.138024695110813e-15,6.224358066327385e-09,1.9569006178389523e-12,2.963227507235694e-06,1.8326298329659705e-08,5.60695931796127e-16,3.644585792942994e-12,1.3170981019230134e-14,2.0215000239636097e-14,9.302744678089893e-10,2.4166929977295077e-15,1.9054361376468607e-09,3.079042920332483e-08,1.1731489386221998e-06,3.02489514156095e-10,3.780307854053299e-09,6.027195863184557e-07,3.683606256653916e-13,6.745894985853251e-10,3.8939478674430854e-10,5.93536514397889e-17,5.58580169578285e-07,2.4587817800543583e-12,0.00012628968691903727,5.438806931714745e-10,9.857627525025486e-16,3.362857015960777e-17,1.7584161701651085e-18,3.6478399416302075e-24,4.092895886185388e-10,3.006220451892545e-11,6.442203834499185e-13,1.5290841157670857e-07,4.2439269901383724e-07,9.295573870264763e-10,3.5469461276024343e-09,2.3821449032665346e-15,4.2339711480860675e-08,1.5527987026151607e-12,7.931109207303646e-07,2.7075858046304845e-10,8.4999469737631e-10,2.0196682802476186e-10,1.1518811899252536e-13,1.1585566856016374e-17,1.8815438343094938e-15
0.037069144014470194,0.5129688856093214,9.84315014021549e-09,3.369573745996361e-08,3.606236817964697e-08,7.768031032953799e-05,0.0,0.0,4.973276082552011e-05,1.7400875500611837e-05,0.0006558170991893338,8.28555410800593e-05,7.423643501856102e-09,1.4996414084046082e-26,5.413644623293843e-19,2.6220290813089955e-12,2.60049093431373e-09,0.006039607760624771,6.909492606654966e-14,1.0493643446934118e-18,1.7029629119414996e-13,1.8948530395862587e-21,6.989909496527249e-14,1.285440740067471e-09,9.116623421504854e-13,3.3790501128260143e-09,5.258667043750401e-20,3.757400676524133e-12,1.5059344661423977e-12,7.510133900712928e-18,9.632451911198698e-11,1.0773781513921037e-17,5.828291671516237e-17,6.434253603212905e-13,3.76,0.0,0.6629647444146287,0.9922883552283948,0.0018022665893260514,1.677095462927936e-06,0.06716654446441975,0.0734652431034383,3.523884574635025e-05,4.403094255489624e-14,0.006507032822125201,2.0029017781060306e-05,1.0577091891308982e-06,6.408181352789211e-08,7.167880199532326e-15,3.3456869255006364e-08,4.536572077291775e-05,0.0005714860165519179,1.1197954520209273e-14,5.0791829205847e-06,8.863051342339454e-08,3.7920806847932745e-08,4.955647193036967e-05,0.0006042112206207279,6.542774759471416e-10,2.365494605646645e-11,4.913467800243544e-08,1.4144551857933228e-08,3.634078011647157e-08,9.1057873673175e-05,9.09024870537961e-09,8.233196121679429e-15,6.262693429320679e-09,1.9689527958785298e-12,3.0019707457863213e-06,1.847714399131339e-08,5.672530723760702e-16,3.68655032907049e-12,1.3337675437145155e-14,2.0371890515106967e-14,9.369210597629216e-10,2.4355104155316176e-15,1.921940186964783e-09,3.135632550546007e-08,1.179520426730321e-06,3.080050591522427e-10,3.7980963301286216e-09,6.134464221292112e-07,3.7185017185944404e-13,6.856671154453417e-10,3.9225110681835224e-10,5.978050969631746e-17,5.653575939923712e-07,2.4843674269963665e-12,0.00012815987274496923,5.508437469876005e-10,9.930636442521482e-16,3.3877616874622646e-17,1.7955632158782408e-18,3.724962167011779e-24,4.117519674151833e-10,3.0551513823611633e-11,6.535390295625269e-13,1.5364942209997813e-07,4.316967189266033e-07,9.445307394716473e-10,3.564441722761604e-09,2.4207492160928e-15,4.253883453697449e-08,1.5724257439454862e-12,8.14146442675989e-07,2.7269521318503223e-10,8.596109177128028e-10,2.0755509766157514e-10,1.1601632968126025e-13,1.183168191332312e-17,1.9201016489152376e-15
0.03723266077192397,0.5129980829608612,9.89341252369406e-09,3.378817921696543e-08,3.636845668273688e-08,7.850609272112103e-05,0.0,0.0,4.991392175854234e-05,1.7581572411610868e-05,0.0006653531877400551,8.403024475156206e-05,7.504105214598544e-09,1.5245609616484773e-26,5.475170068317939e-19,2.639271522162073e-12,2.6174394476932487e-09,0.0060895805950601815,7.028199573116461e-14,1.062688009665761e-18,1.7610881157742322e-13,1.935644657225423e-21,7.035470897517056e-14,1.3057711155088983e-09,9.227254619441284e-13,3.4429967456277594e-09,5.4035517408481955e-20,3.827884911572485e-12,1.5289898041951689e-12,7.642665469730645e-18,9.748340617613023e-11,1.1002197617607409e-17,5.962694328671226e-17,6.565770860600024e-13,3.76,0.0,0.6626376775373856,0.9922171784377688,0.001824228747746106,1.6925436199848277e-06,0.06741836730802027,0.0737714714899158,3.5236317969476025e-05,4.419033918686735e-14,0.006564487589124752,2.011425996140271e-05,1.0667192530361064e-06,6.434626301795371e-08,7.2289445380039e-15,3.360213795356149e-08,4.57046863921614e-05,0.0005786786593338248,1.1317315119697524e-14,5.139053627142706e-06,8.929636701128396e-08,3.8130599240646865e-08,4.9836338435910226e-05,0.0006093343109927754,6.61646167141397e-10,2.392599562405449e-11,4.9656398395683566e-08,1.4254028644925417e-08,3.657825216724668e-08,9.226318518947563e-05,9.185589464448737e-09,8.319547784256238e-15,6.297258375754055e-09,1.9798196000205762e-12,3.0371069774422777e-06,1.8613551218152273e-08,5.732025469962741e-16,3.7246212988303625e-12,1.3488922622145851e-14,2.0513678793745756e-14,9.429224064518872e-10,2.4525192676768346e-15,1.9368728027686904e-09,3.187243834272886e-08,1.1852725001710766e-06,3.1303443004745e-10,3.814130744152454e-09,6.232164398422675e-07,3.750031093630069e-13,6.957565669382644e-10,3.9483099205446253e-10,6.016595616552476e-17,5.71495618676269e-07,2.507569877428257e-12,0.00012985759903502836,5.571529525028459e-10,9.996581251787412e-16,3.410256648039203e-17,1.8295432482048463e-18,3.7955109711637385e-24,4.139771012616617e-10,3.099708918870055e-11,6.620119684611076e-13,1.54316474603157e-07,4.383444463001979e-07,9.581509363989162e-10,3.5802191941890235e-09,2.455867003988958e-15,4.2718019651318396e-08,1.5902231316164035e-12,8.334764533749162e-07,2.744438466958756e-10,8.683299225469561e-10,2.1269318084186552e-10,1.1676420771120014e-13,1.205692104075713e-17,1.955328046583993e-15
0.037396177529377746,0.5130272742133274,9.943873637191116e-09,3.388082069371515e-08,3.6676434125616445e-08,7.933805031609423e-05,0.0,0.0,5.0095671046872706e-05,1.7763710732175776e-05,0.0006749903049790741,8.521708909849682e-05,7.585191501277497e-09,1.5498413416742776e-26,5.537242181333873e-19,2.6565724243917388e-12,2.6344696603051544e-09,0.006139712918279405,7.1485397913153e-14,1.076119732147518e-18,1.8209481486364178e-13,1.9772135985337332e-21,7.081181154469933e-14,1.326337187916884e-09,9.338931330458513e-13,3.5079329340037e-09,5.551929116701411e-20,3.8994082017341405e-12,1.5523429020396544e-12,7.777407877591386e-18,9.86520472771583e-11,1.1234714112994515e-17,6.099799737491546e-17,6.699549371957053e-13,3.76,0.0,0.6623106162951407,0.9921456399663066,0.00184637606609877,1.7080886796715386e-06,0.06766981582553042,0.07407754320525013,3.5233777348506324e-05,4.434943302928477e-14,0.006622190093140966,2.0199631377124744e-05,1.0757651344156317e-06,6.46110338748981e-08,7.290251643500979e-15,3.374765853793636e-08,4.604518182562745e-05,0.0005859317104483263,1.1437552377042755e-14,5.199391535973662e-06,8.996536805311072e-08,3.8341246565215396e-08,5.0116767162088514e-05,0.0006144764057044679,6.690761768932846e-10,2.419938870639231e-11,5.018223609811631e-08,1.4364049615290064e-08,3.6816513866351425e-08,9.3478562422344e-05,9.281663797393584e-09,8.406563855803111e-15,6.331883135557593e-09,1.9907052085935638e-12,3.0724976574013912e-06,1.875057224687995e-08,5.791977981624643e-16,3.762980829515708e-12,1.364133508050121e-14,2.0656024837779912e-14,9.489422143705398e-10,2.4695977626036754e-15,1.951880512439921e-09,3.239506312800423e-08,1.1910414660665442e-06,3.181263378594891e-10,3.830188629373139e-09,6.330971184003094e-07,3.781677429208553e-13,7.059603569604504e-10,3.974196261178376e-10,6.055261407240769e-17,5.776700644094083e-07,2.530939453470151e-12,0.00013156916805890092,5.635024182660768e-10,1.006275123674478e-15,3.43282840537213e-17,1.864049111763302e-18,3.867153169323899e-24,4.1621079427247803e-10,3.144763168720428e-11,6.70567163212665e-13,1.5498368296595216e-07,4.450628433422973e-07,9.719085882348815e-10,3.5960264861495453e-09,2.4913412720310996e-15,4.289718586817647e-08,1.6081470012110363e-12,8.53190061775836e-07,2.7619786540457785e-10,8.771105548042974e-10,2.1793595423229626e-10,1.175144525138841e-13,1.2285751108949283e-17,1.9910567907572606e-15
0.03755969428683152,0.5130564594178816,9.994534434089705e-09,3.3973665259400524e-08,3.6986308470242904e-08,8.017622333478725e-05,0.0,0.0,5.0278009434201916e-05,1.7947297624831602e-05,0.000684729209040636,8.64161666242563e-05,7.666905711419668e-09,1.575497361622505e-26,5.599864740512777e-19,2.6739320201603416e-12,2.6515818195712767e-09,0.006190004031253706,7.270530651959269e-14,1.0896599028489643e-18,1.8825880975308906e-13,2.019573634192823e-21,7.12704081988997e-14,1.3471408156829701e-09,9.45166045892042e-13,3.5738714582339012e-09,5.70387215236381e-20,3.971981973712456e-12,1.5759970774899234e-12,7.914395745589496e-18,9.98304926958944e-11,1.1471393363592374e-17,6.239655881282939e-17,6.83562202480144e-13,3.76,0.0,0.6619835599619593,0.9920737390773052,0.0018687096957408715,1.7237310836983366e-06,0.06792089019218668,0.07438345823959319,3.523122385727877e-05,4.450822408969969e-14,0.006680140391946379,2.0285132008016737e-05,1.0848468154736725e-06,6.487612554990032e-08,7.351801395370092e-15,3.3893431214564066e-08,4.638721112316763e-05,0.0005932455071120556,1.155867090973601e-14,5.260199081540982e-06,9.063752627267862e-08,3.855275293557525e-08,5.0397758735202696e-05,0.0006196375044023883,6.765678626881279e-10,2.4475140420682512e-11,5.071221476741517e-08,1.4474616594508405e-08,3.705556817511002e-08,9.470404799778114e-05,9.378475678008787e-09,8.49424793534224e-15,6.366567719631602e-09,2.0016096250155336e-12,3.1081439487097743e-06,1.888820869318292e-08,5.852390738348416e-16,3.801630478318519e-12,1.3794918005121449e-14,2.0798930282559797e-14,9.54980544704648e-10,2.4867461972595918e-15,1.9669635767057063e-09,3.292426178372482e-08,1.1968274128439767e-06,3.232813603897624e-10,3.846269981378793e-09,6.430893239931381e-07,3.813440723157385e-13,7.162794891150568e-10,4.0001704242654097e-10,6.094048753916735e-17,5.838810244896445e-07,2.5544771158148e-12,0.0001332946278782551,5.698921800928017e-10,1.012914716970268e-15,3.455477223526756e-17,1.8990875977564905e-18,3.9399029234070554e-24,4.1845308491279e-10,3.1903183564764765e-11,6.792052051483595e-13,1.556510666310029e-07,4.5185235532928224e-07,9.858045296626224e-10,3.6118636402013995e-09,2.5271741978502945e-15,4.3076338332008166e-08,1.626197771536137e-12,8.732936304319485e-07,2.779572872002026e-10,8.859534123268311e-10,2.2328514514231862e-10,1.1826707236715344e-13,1.2518220371801643e-17,2.0272933061428765e-15
0.0377232110442853,0.5130856386259111,1.0045395700073586e-08,3.4066712993303954e-08,3.7298087632302577e-08,8.102065220261548e-05,0.0,0.0,5.0460937710902065e-05,1.8132340260099703e-05,0.0006945706619326766,8.7627570341363e-05,7.749251244587139e-09,1.601527409410601e-26,5.663042226880428e-19,2.691350528356279e-12,2.668776175369454e-09,0.006240453232165448,7.394189748545799e-14,1.103308912632205e-18,1.9460540782942607e-13,2.0627387798780062e-21,7.173050404744457e-14,1.3681838654168704e-09,9.565449113792344e-13,3.6408252355037287e-09,5.8594552547544e-20,4.0456177384582336e-12,1.5999556791233173e-12,8.053664545758709e-18,1.0101879266287458e-10,1.1712298493255482e-17,6.382311779994905e-17,6.97402210501262e-13,3.76,0.0,0.6616565078101762,0.9920014750295871,0.001891230793074297,1.7394712749368102e-06,0.06817159058267537,0.07468921658288061,3.5228657469472144e-05,4.466671237501356e-14,0.006738338545016121,2.037076177780031e-05,1.0939642787153723e-06,6.514153730611697e-08,7.413593674997462e-15,3.4039456098942763e-08,4.673077832838256e-05,0.00060062038751373,1.1680675353296743e-14,5.321478707828073e-06,9.131285139702672e-08,3.8765122402682477e-08,5.067931375703359e-05,0.0006248176065134041,6.841215850114448e-10,2.4753266040305523e-11,5.124635812894901e-08,1.4585731420174597e-08,3.729541802632016e-08,9.593968455459796e-05,9.476029090238466e-09,8.582603631279393e-15,6.401312135475952e-09,2.0125328516381526e-12,3.1440470195523166e-06,1.9026462168414015e-08,5.913266226307347e-16,3.840571805576879e-12,1.3949678126549208e-14,2.0942396689846572e-14,9.61037458417689e-10,2.5039648677672255e-15,1.982122259749219e-09,3.346009693008026e-08,1.2026304288208154e-06,3.2850008186315154e-10,3.862374784924378e-09,6.531939272444847e-07,3.8453209719520223e-13,7.267149759642785e-10,4.026232742487255e-10,6.132958066759842e-17,5.901285925773332e-07,2.5781838197467428e-12,0.00013503402644935933,5.763222731071613e-10,1.0195769831733916e-15,3.478203368635365e-17,1.9346655701363848e-18,4.01377454936006e-24,4.2070401088155955e-10,3.236378743135277e-11,6.879266942550008e-13,1.5631864487213712e-07,4.5871342852010973e-07,9.998395972473876e-10,3.6277306891165076e-09,2.5633679639678718e-15,4.325548213525243e-08,1.6443758603209453e-12,8.937936092321155e-07,2.7972213002990673e-10,8.948591023233797e-10,2.287425041981695e-10,1.1902207553093345e-13,1.2754378307471162e-17,2.0640430602513375e-15
