Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64)
2.077491961575039e-06,1.0014811636578376,0.0002670410500070064,0.00014208533179783367,4.040043254266464e-05,0.0008994376716803373,0.0,0.0,0.0002110052960734362,7.901765339762007e-07,0.00042023414426429643,7.959988659268791e-06,8.69489067970646e-05,3.813982059674235e-12,7.639771581628293e-09,4.084029328252999e-06,3.1620602851494757e-05,0.000647916180705173,1.7114438902212204e-11,4.991687473541628e-08,1.4561407140922963e-09,7.257234954469676e-11,1.9902667756670744e-07,9.263601372017654e-10,1.3918893733443368e-09,1.8804788549316356e-10,8.34176499581216e-13,5.13473663964745e-09,2.982354492699825e-10,1.4594199401359835e-11,1.7913800058863387e-09,2.8451089321813696e-12,1.4385732966069383e-12,9.96307566796683e-11,3.76,0.0,0.220771983394788,0.9956631589265088,0.0006234515693451904,2.5103584316525703e-05,0.5779546037343949,0.6070260626632838,0.0029415416613940816,5.924253802906374e-10,0.0003236690206779989,0.00016368142898950795,0.01316336312968156,1.7062590774620927e-09,7.359942265281954e-07,3.141716780091438e-06,3.138849752913298e-06,2.3638217241939483e-06,1.1264421564603305e-07,0.001092183404185353,5.704641163860082e-06,6.8235672842296845e-06,0.0008997299094689239,0.001058305771802315,0.00030885651622436755,4.6079180937800845e-05,6.323444970485891e-05,1.7247548429913683e-06
2.116387190032282e-06,1.0024246855315924,0.00027376693082760845,0.00014690850462278213,4.1669505610642564e-05,0.0009369080494092789,0.0,0.0,0.000224391221605878,8.636472562790633e-07,0.00045162867654707605,8.456979887477371e-06,9.141905510081901e-05,4.172006050187305e-12,8.145904109153903e-09,4.244984072322185e-06,3.310351421214553e-05,0.0006791707410982794,1.8938042651896674e-11,5.207603580411967e-08,1.6150068255137908e-09,7.862422332985256e-11,2.0700617362293594e-07,1.0173649637616523e-09,1.4824191874625458e-09,2.1386535637144477e-10,9.424341417399235e-13,5.696974008951979e-09,3.322731826514442e-10,1.599387255474727e-11,1.972449320207279e-09,3.1291381123636144e-12,1.5867086408988236e-12,1.1187699442537634e-10,3.76,0.0,0.21541255726105427,0.9955906042782966,0.000653792125134062,2.6710057767672275e-05,0.5827416158407328,0.6127608558460627,0.002941327090831653,5.967278888370699e-10,0.00033467498772557795,0.00016470547973235062,0.013576307840646973,1.7152211169799646e-09,7.594600935114911e-07,3.161744283204114e-06,3.202667194976434e-06,2.500801196406486e-06,1.1430766394172771e-07,0.0011230002959036654,5.871390100400458e-06,6.8686980307283685e-06,0.0009595553089884355,0.0010945937008410645,0.0003235991482010705,4.830285046957229e-05,6.623785568497059e-05,1.7812899623605785e-06
2.1552824184895252e-06,1.0033483232625826,0.0002805698377570913,0.0001518191174514921,4.296198678310687e-05,0.0009751897817995226,0.0,0.0,0.00023834492488811256,9.428657210533383e-07,0.00048459920185602164,8.973915908614545e-06,9.600928744049099e-05,4.556886125701013e-12,8.675895466075241e-09,4.409030483425589e-06,3.462594239318163e-05,0.0007113975458699583,2.0920028105650297e-11,5.427282687276636e-08,1.7873152401478532e-09,8.504583060881527e-11,2.151427701969089e-07,1.1154527396990817e-09,1.5781564707530605e-09,2.4264685946931867e-10,1.0624589779194965e-12,6.307995242818061e-09,3.694470457139524e-10,1.7497487498847112e-11,2.1690626755403863e-09,3.4346762190868702e-12,1.7466275963572497e-12,1.2532484097172897e-10,3.76,0.0,0.21018218715958667,0.9955155153558677,0.0006850092946715193,2.8387115807286674e-05,0.5873922492594948,0.6183701409128567,0.0029411050438001808,6.008924194143122e-10,0.0003458490514142745,0.00016565782474523263,0.01399297880010437,1.7234472733159662e-09,7.831431998350369e-07,3.1804089253787814e-06,3.265908781664356e-06,2.642198592388434e-06,1.1595696048114718e-07,0.0011539308142518112,6.040501014656605e-06,6.9108656464189614e-06,0.001022012504798433,0.0011311293668081154,0.00033871492856305327,5.058318925998253e-05,6.931448793814245e-05,1.8385615204425364e-06
2.1941776469467682e-06,1.0042525737584098,0.00028745403842508075,0.0001568192033990956,4.427879830040545e-05,0.001014291952222101,0.0,0.0,0.00025287547770529736,1.02818252741574e-06,0.0005191873712213849,9.511232940287741e-06,0.00010072047065819834,4.970366438597125e-12,9.230685177013101e-09,4.576220022332082e-06,3.61882340945479e-05,0.0007446119828160703,2.307153991140034e-11,5.6506519563284315e-08,1.973886837219015e-09,9.18539692016657e-11,2.2343896333759212e-07,1.221047726157018e-09,1.6793802657358957e-09,2.7467373495727487e-10,1.1953212468358927e-12,6.9710013459658505e-09,4.099774740624363e-10,1.9110681301900026e-11,2.382288442727551e-09,3.7628832075032984e-12,1.919028474810821e-12,1.4006352165267302e-10,3.76,0.0,0.20507777390737655,0.9954378441595031,0.0007171174722399327,3.0136378805877946e-05,0.5919096509619948,0.6238569343125496,0.0029408753761725488,6.049224182746392e-10,0.00035719194883076106,0.00016654151702024056,0.014413282880963302,1.7309709827046617e-09,8.070381262194803e-07,3.1977696897198744e-06,3.3285704947841946e-06,2.788040544636489e-06,1.1759220609626374e-07,0.0011849656043949933,6.212045141884228e-06,6.950199536521251e-06,0.001087161103047694,0.0011678991068734006,0.00035420741344994945,5.2920709635756124e-05,7.246492635061671e-05,1.8965893145586605e-06
2.2330728754040112e-06,1.0051379223790493,0.0002944238591127233,0.00016191087222801995,4.562089524626457e-05,0.0010542243401350463,0.0,0.0,0.0002679917792371989,1.119963925043046e-06,0.0005554351964729013,1.0069377320492005e-05,0.00010555356401351758,5.414309114828694e-12,9.811261473508851e-09,4.746607408054581e-06,3.7790758459474895e-05,0.0007788296240988507,2.5404381471498267e-11,5.8776389688800216e-08,2.175574928630264e-09,9.90661924817308e-11,2.3189741277804644e-07,1.3345946442897473e-09,1.7863824579865096e-09,3.102496071269607e-10,1.342175328325062e-12,7.689347375681734e-09,4.5409589636913e-10,2.083932151098307e-11,2.613249005772846e-09,4.114965312587693e-12,2.1046431604453557e-12,1.5618696783031823e-10,3.76,0.0,0.20009629245638372,0.9953575420501598,0.0007501316878051802,3.195947061518761e-05,0.5962968896640723,0.6292241797925088,0.002940637948889965,6.088214417093066e-10,0.0003687045354820012,0.00016735953788623429,0.014837129064568702,1.7378247382313362e-09,8.311395756572734e-07,3.213884207149485e-06,3.3906495753397552e-06,2.938354302653332e-06,1.1921350026655188e-07,0.0012160955784492806,6.3860964997039825e-06,6.9868262744476975e-06,0.0011550612697072866,0.001204890007329614,0.00037008044426906696,5.531596698617075e-05,7.56898104363604e-05,1.955394304107592e-06
2.2719681038612542e-06,1.0060048432234814,0.00030148367601474604,0.0001670963081127825,4.69892650039795e-05,0.0010949974221700833,0.0,0.0,0.0002837025664301409,1.2185923481666938e-06,0.0005933850851263089,1.064880605732748e-05,0.00011050962116657156,5.890702405392618e-12,1.0418663187936068e-08,4.92025051566635e-06,3.9433907963914855e-05,0.000814066236919939,2.7931051240191766e-11,6.108171828576491e-08,2.393266082278442e-09,1.0670084838168271e-10,2.4052093729662284e-07,1.4565597056896091e-09,1.8994681768427223e-09,3.4970194589387895e-10,1.5042659186502022e-12,8.466548727619823e-09,5.02045134054276e-10,2.26895172592178e-11,2.8631226016333607e-09,4.492177308323518e-12,2.30423904649224e-12,1.7379400173553187e-10,3.76,0.0,0.1952347901279556,0.9952745597191016,0.000784067625366181,3.385801928778046e-05,0.6005569576046005,0.6344747501443906,0.0029403926139770255,6.125927189392442e-10,0.0003803877881132563,0.0001681147913086842,0.01526442840279326,1.7440400445550835e-09,8.55442371214075e-07,3.22880864640447e-06,3.45214445782767e-06,3.0931678921521448e-06,1.208209411338278e-07,0.0012473119089460585,6.562731612509726e-06,7.0208693527372284e-06,0.001225773777363676,0.001242089891210303,0.0003863381482439952,5.776955992101523e-05,7.898983926776278e-05,2.0149985011460337e-06
2.3108633323184973e-06,1.0068537994094198,0.00030863790718933066,0.00017237776739927217,4.838492679322079e-05,0.0011366223726273984,0.0,0.0,0.0003000164240607079,1.3244669679085154e-06,0.0006330798758483947,1.1249987376433365e-05,0.00011558979170298067,6.4016692871984835e-12,1.1053981653421056e-08,5.097210274113706e-06,4.111809917401888e-05,0.0008503377935606643,3.0664781015576226e-11,6.342179255713613e-08,2.6278809812065253e-09,1.1477711929865037e-10,2.4931251003911196e-07,1.587431701173534e-09,2.0189562091661847e-09,3.9338373406898845e-10,1.6829346455359484e-12,9.306287736407137e-09,5.540798196539753e-10,2.4667630966351763e-11,3.133145210068285e-09,4.8958249271125474e-12,2.5186210891655793e-12,1.9298853046101354e-10,3.76,0.0,0.1904903848899893,0.9951888471392601,0.0008189416408223781,3.583365780685886e-05,0.604692772282433,0.6396114489079002,0.0029401392196409387,6.162393218237699e-10,0.00039224280762246224,0.00016881009917630706,0.015695093980857167,1.7496473827384912e-09,8.799414538709684e-07,3.2425976229715037e-06,3.5130547074650257e-06,3.2525102608592007e-06,1.224146255165444e-07,0.001278606022442915,6.7420292408375e-06,7.0524489762754935e-06,0.0012993600512794332,0.0012794873049148511,0.00040298493788607816,6.0282130256509216e-05,8.236577117570533e-05,2.075424866861088e-06
2.3497585607757403e-06,1.007685243346276,0.0003158910051278158,0.00017775757635509515,4.9808931283306515e-05,0.0011791110634779456,0.0,0.0,0.00031694179441143654,1.4380042633371817e-06,0.0006745628743561382,1.1873401266387586e-05,0.00012079532223092602,6.94947653784857e-12,1.1718362611806212e-08,5.277550564088949e-06,4.284377337781553e-05,0.0008876604807765987,3.361957632559676e-11,6.57959067334102e-08,2.8803753202015928e-09,1.2331506290480994e-10,2.5827525380497527e-07,1.7277231500151751e-09,2.145179426137275e-09,4.4167524711661646e-10,1.879627150583429e-12,1.0212420601284946e-08,6.104668347410951e-10,2.6780290628181504e-11,3.4246124949181847e-09,5.3272673544366505e-12,2.7486339814030105e-12,2.1387974955251456e-10,3.76,0.0,0.18586026367567984,0.9951003535111946,0.0008547707794217052,3.7888024819222856e-05,0.6087071781528204,0.6446370120335589,0.002939877621686811,6.197645430997363e-10,0.0004042708220922627,0.00016944819748628904,0.016129040880891912,1.754676180917767e-09,9.046318804085215e-07,3.2553041255140177e-06,3.5733809608171563e-06,3.416411411226794e-06,1.2399464892349666e-07,0.0013099695932770024,6.924070127168229e-06,7.081681893784764e-06,0.0013758822145726027,0.0013170715040559126,0.00042002550946769587,6.285436284136968e-05,8.581842323351792e-05,2.13669722341418e-06
2.3886537892329833e-06,1.0084996170016318,0.00032324744992337956,0.00018323812891373273,5.1262360280363524e-05,0.0012224760639618745,0.0,0.0,0.0003344869864881826,1.5596386115478762e-06,0.0007178778896184635,1.251954002239394e-05,0.00012612755707655402,7.536544304932897e-12,1.241300813062711e-08,5.461338115867121e-06,4.461139709774467e-05,0.0009260507084890616,3.681025901154465e-11,6.820336285420132e-08,3.151740741409831e-09,1.323356538611162e-10,2.674124362963705e-07,1.8779715117739693e-09,2.2784852241525363e-09,4.949859524248072e-10,2.0959006678527443e-12,1.1188984646680714e-08,6.714857682243929e-10,2.9034402690149236e-11,3.738881797432121e-09,5.7879198170024694e-12,2.9951644491551668e-12,2.3658235663184094e-10,3.76,0.0,0.18134168074274387,0.9950090272387497,0.0008915727928478813,4.002276536467261e-05,0.6126029482843752,0.6495541095054982,0.002939607666276384,6.23171341308324e-10,0.00041647318991475883,0.00017003173334422786,0.01656618614626311,1.7591547953285049e-09,9.29508821333631e-07,3.2669794578599935e-06,3.6331248689991567e-06,3.584902520403811e-06,1.2556110556703806e-07,0.0013413945374570566,7.108936753436634e-06,7.10868126405015e-06,0.001455403132377367,0.0013548324387254258,0.0004374648405665488,6.548698523455666e-05,8.934867054374585e-05,2.198840158155714e-06
2.4275490176902263e-06,1.009297352161335,0.0003307117429900057,0.0001888218844121917,5.2746326484970237e-05,0.0012667306398603333,0.0,0.0,0.00035266018471411366,1.689822896979986e-06,0.0007630692702380054,1.3188908788542209e-05,0.000131587938603978,8.165456198672687e-12,1.3139178533581376e-08,5.648642407131416e-06,4.642146249071602e-05,0.0009655251177339883,4.025251211704853e-11,7.064347147443691e-08,3.443005810483089e-09,1.418608264292345e-10,2.76727465335027e-07,2.0387404629597014e-09,2.4192359799653183e-09,5.537565354629805e-10,2.333432129400345e-12,1.2240205927283337e-08,7.374293958136499e-10,3.1437165503857814e-11,4.0773741819532865e-09,6.279256336606208e-12,3.259143673258869e-12,2.6121677547290583e-10,3.76,0.0,0.17693195607205298,0.9949148158862899,0.0009293661560015641,4.2239531595535596e-05,0.6163827859775902,0.6543653469252678,0.002939329192250837,6.264624217655694e-10,0.0004288514029995569,0.00017056326269737385,0.01700644874666551,1.7631104998568538e-09,9.545675588499795e-07,3.27767319498844e-06,3.692289043124139e-06,3.758016047822967e-06,1.2711408837579224e-07,0.0013728730066904188,7.296713103111466e-06,7.133556553706382e-06,0.001537986454860286,0.0013927607383554098,0.0004553081867488417,6.818076724535621e-05,9.295744534359608e-05,2.2618789296677813e-06
2.4664442461474693e-06,1.0100788706832966,0.00033828840126117594,0.0001945113653163318,5.426197331494625e-05,0.0013118887525107568,0.0,0.0,0.00037146945703811973,1.8290291400959985e-06,0.0008101819408963042,1.3882026098842485e-05,0.0001371780071876728,8.838969938836408e-12,1.3898194346765532e-08,5.8395355608865055e-06,4.827448764153416e-05,0.0010061005878751975,4.3962927195596755e-11,7.311555230252958e-08,3.75523703476985e-09,1.5191351799492038e-10,2.862238840527572e-07,2.2106212408366437e-09,2.5678095190428337e-09,6.184610605845117e-10,2.59402682990786e-12,1.3370507186932417e-08,8.086041813939386e-10,3.3996083361168297e-11,4.441576534831097e-09,6.802812559494776e-12,3.541549840202433e-12,2.879093909406321e-10,3.76,0.0,0.17262847380465457,0.9948176661215249,0.0009681700835259177,4.4539983480378735e-05,0.6200493263458134,0.6590732670576067,0.002939042049067453,6.296408413387795e-10,0.0004414070901008868,0.00017104524873028405,0.01744974954400193,1.7665694780082465e-09,9.798034848728402e-07,3.2874331519699206e-06,3.750877002868111e-06,3.935785830778182e-06,1.286536890067839e-07,0.001404397382541568,7.487484435909092e-06,7.156413463408789e-06,0.0016236966589748855,0.0014308476963321162,0.00047356107745694765,7.093652034568276e-05,9.664573593828547e-05,2.325839392721545e-06
2.5053394746047123e-06,1.0108445847452492,0.00034598195184734767,0.000200309154936589,5.581047479072834e-05,0.0013579650576267357,0.0,0.0,0.00039092276240549175,1.977749145442567e-06,0.0008592614387589728,1.4599424417345818e-05,0.00014289940085900394,9.560028576468544e-12,1.4691438258991135e-08,6.0340922433191776e-06,5.01710167555575e-05,0.0010477942430275513,4.795905415364178e-11,7.56189347720903e-08,4.089539925045007e-09,1.6251771349734195e-10,2.959053660521876e-07,2.3942340567441338e-09,2.724599597932476e-09,6.896092745664255e-10,2.8796276837737026e-12,1.458451618027704e-08,8.853308010050032e-10,3.671898109781532e-11,4.8330437162565384e-09,7.360188650356922e-12,3.8434108251751645e-12,3.167927951898815e-10,3.76,0.0,0.16842868071618666,0.9947175236976441,0.0010080045461234278,4.6925789486303455e-05,0.6236051378596739,0.66368035133911,0.0029387460767322697,6.327093437399065e-10,0.0004541420202364884,0.00017148006085608623,0.01789601125905625,1.7695568223928916e-09,1.0052120990888697e-06,3.2963053643419917e-06,3.8088931272375028e-06,4.11824716838303e-06,1.3017999785710007e-07,0.0014359602707187775,7.68133707604668e-06,7.177353879433729e-06,0.001712599088846208,0.001469085254506907,0.0004922293111544126,7.375509696375869e-05,0.00010041458547857219,2.3907479164631064e-06
2.5442347030619553e-06,1.011594897086587,0.0003537969271149919,0.00020621789513374956,5.739303548050162e-05,0.0014049749039742134,0.0,0.0,0.00041102795754306557,2.1364951689990542e-06,0.0009103539497443239,1.53416506776494e-05,0.00014875385464803217,1.0331772318043116e-11,1.552035709865943e-08,6.232389561589675e-06,5.211162025664112e-05,0.0010906234576434077,5.225945375103279e-11,7.81529585495154e-08,4.447060102201501e-09,1.7369849074700755e-10,3.057757105391622e-07,2.5902295814169135e-09,2.8900164009458207e-09,7.677490613323061e-10,3.192325110381939e-12,1.5887074365782535e-08,9.679446900801516e-10,3.961401926479844e-11,5.253400763853269e-09,7.95305235324595e-12,4.165807010801543e-12,3.480060455075426e-10,3.76,0.0,0.16433008472773403,0.9946143334195136,0.001048890286706882,4.93986272345276e-05,0.6270527238559025,0.6681890213506927,0.002938441103072279,6.35670268959312e-10,0.00046705810617683535,0.0001718699742358582,0.018345158438969247,1.772096542059934e-09,1.0307890070614537e-06,3.304334078494406e-06,3.8663426068847356e-06,4.305436894291649e-06,1.3169310407509942e-07,0.0014675544954856196,7.878358205806644e-06,7.196475848105602e-06,0.0018047599946859065,0.0015074659877329225,0.0005113189497807025,7.663738966761975e-05,0.00010426509059698699,2.456631298859503e-06
2.5831299315191983e-06,1.0123302012443263,0.0003617378601183639,0.00021224028400438282,5.901089049858236e-05,0.001452934331951057,0.0,0.0,0.00043179280301006205,2.3058006046044436e-06,0.0009635063445600576,1.610926682193705e-05,0.0001547431996458947,1.1157550990978095e-11,1.638646383031934e-08,6.434506961666264e-06,5.4096894795688775e-05,0.0011346058612911754,5.6883752886429604e-11,8.07169739860621e-08,4.828984450348681e-09,1.8548206664965895e-10,3.1583883743235554e-07,2.799290504857559e-09,3.0644870491062586e-09,8.534690567448573e-10,3.5343675850449956e-12,1.728324597845013e-08,1.056796614552974e-09,4.268970986461934e-11,5.704345148295571e-09,8.583142135848065e-12,4.5098742455286236e-12,3.816949341700135e-10,3.76,0.0,0.16033025345219248,0.9945080390824642,0.0010908488364240595,5.196018412426233e-05,0.6303945240113612,0.6726016402547339,0.0029381269698368117,6.385264536214999e-10,0.0004801574080581588,0.00017221716976900873,0.018797117425525058,1.774211569531112e-09,1.0565299183820964e-06,3.3115617512910884e-06,3.923231399341053e-06,4.497393438557257e-06,1.3319309557105952e-07,0.001499173094194139,8.078635667146615e-06,7.213873570538077e-06,0.0019002465701438275,0.0015459830885428912,0.0005308363125705905,7.958433024628704e-05,0.00010819839990616668,2.52351670279704e-06
2.6220251599764413e-06,1.0130508817834236,0.00036980928036283724,0.0002183790735486842,6.066530555430263e-05,0.0015018600721101846,0.0,0.0,0.00045322496847685607,2.4862206891304066e-06,0.0010187662144260947,1.6902850339848582e-05,0.0001608693618050989,1.2040937174392945e-11,1.729133956695567e-08,6.640526125955256e-06,5.612746317475694e-05,0.0011797593425756296,6.185270279964166e-11,8.331034251507183e-08,5.236542317774263e-09,1.9789584432842132e-10,3.260987824429068e-07,3.0221331733803137e-09,3.248456121685022e-09,9.474014327282952e-10,3.908172894193012e-12,1.8778327490244332e-08,1.1522532663880754e-09,4.5954932642860626e-11,6.187649079751294e-09,9.252270366721609e-12,4.876806945941432e-12,4.1801227067582493e-10,3.76,0.0,0.15642681277524007,0.9943985834604351,0.001133902530592249,5.4612157920189266e-05,0.633632915783214,0.6769205141977673,0.0029378035109622527,6.412804915743618e-10,0.0004934421370928672,0.00017252373450337303,0.019251816324254257,1.7759237724787346e-09,1.0824306448682649e-06,3.318029057827728e-06,3.979566186254991e-06,4.694156879012694e-06,1.346800590273718e-07,0.0015308093119366217,8.282257775953769e-06,7.22963741533382e-06,0.0019991269880079384,0.0015846303520708194,0.0005507879692763746,8.259688869571043e-05,0.00011221571237278118,2.5914315878589844e-06
2.6609203884336843e-06,1.0137573145215952,0.00037801570987314274,0.0002246370673227658,6.235757704968692e-05,0.0015517695436575107,0.0,0.0,0.0004753320371992913,2.678333225925504e-06,0.0010761819064092145,1.7722994807489268e-05,0.00016713436049270206,1.2985740015887154e-11,1.8236635597141276e-08,6.85053087063305e-06,5.8203974191818156e-05,0.0012261020521366767,6.718824032768672e-11,8.593243699389e-08,5.67100676712242e-09,2.1096846110454077e-10,3.365596921211966e-07,3.259509306574026e-09,3.44238619102148e-09,1.0502248603112394e-09,4.3163401356500076e-12,2.037785746572636e-08,1.2546978840445204e-09,4.941895193027433e-11,6.705161861931918e-09,9.962326653036791e-12,5.267861346839715e-12,4.571181766961456e-10,3.76,0.0,0.15261744547005152,0.9942859082848001,0.0011780745245745072,5.7356257299114196e-05,0.6367702158161433,0.6811478936795433,0.002937470541753611,6.439343547460417e-10,0.0005069146593357013,0.00017279166241064022,0.019709184974359133,1.7772539733312312e-09,1.108487098808039e-06,3.3237749060596875e-06,4.0353543314304714e-06,4.895768982535282e-06,1.36154079908348e-07,0.0015624565963129856,8.489313143067784e-06,7.243853947187056e-06,0.0021014704341725397,0.0016234021613083464,0.0005711807328290443,8.56760721158011e-05,0.00011631827558189021,2.660403631677968e-06
2.6998156168909273e-06,1.0144498667486441,0.0003863616595012547,0.0002310171180596384,6.40890322181243e-05,0.0016026808529521475,0.0,0.0,0.0004981215096505466,2.8827393259199284e-06,0.0011358025582907522,1.8570310426642833e-05,0.00017354030681939817,1.3996019778434403e-11,1.9224075431379905e-08,7.0646070428616434e-06,6.032710241082294e-05,0.0012736524047784257,7.291355235845299e-11,8.858264200093496e-08,6.133695876182721e-09,2.247298373541961e-10,3.472258188769241e-07,3.5122077970015587e-09,3.646758367478788e-09,1.1626676616739693e-09,4.761662507297483e-12,2.2087626820204428e-08,1.3645308983326166e-09,5.309143403392466e-11,7.258812293294871e-09,1.0715281277463607e-11,5.684358903613348e-12,4.991803940751573e-10,3.76,0.0,0.1488998898449134,0.9941699541782142,0.0012233888096262237,6.019420235163e-05,0.6398086813173368,0.6852859748892839,0.002937127894650459,6.46490658394668e-10,0.0005205774995792705,0.00017302285548212467,0.02016915491946497,1.7782219666889234e-09,1.1346952912518459e-06,3.3288364577059454e-06,4.090603841617332e-06,5.102273236535283e-06,1.376152424694951e-07,0.0015941085923109168,8.699890499457498e-06,7.2566059694307875e-06,0.0022073471397980726,0.0016622934727754904,0.0005920216514842952,8.882292352434051e-05,0.00012050738388866531,2.7304606743543505e-06
2.7387108453481703e-06,1.0151288974405053,0.00039485162545397186,0.00023752212526077288,6.586102930076925e-05,0.0016546127920315978,0.0,0.0,0.0005216008062844169,3.1000641656398852e-06,0.0011976781329021346,1.944542456442625e-05,0.00018008940175782604,1.5076103149896966e-11,2.025545686195808e-08,7.282842417548333e-06,6.249754786106848e-05,0.0013224290806876622,7.90531436303354e-11,9.126035408848414e-08,6.6259740907488584e-09,2.3921122623034335e-10,3.581015159621279e-07,3.781056595494918e-09,3.862072854187585e-09,1.2855111617228655e-09,5.2471409286928666e-12,2.3913689487311033e-08,1.4821706040684823e-09,5.698246516874783e-11,7.850611113493513e-09,1.151318863674521e-11,6.1276898522106604e-12,5.443746062010605e-10,3.76,0.0,0.1452719384229192,0.9940506606471009,0.0012698702287377186,6.31277250348659e-05,0.6427505114001146,0.6893369010099201,0.00293677539802566,6.489519232429409e-10,0.0005344333453599684,0.00017321912510730533,0.020631659379200605,1.7788465383148933e-09,1.161051330351497e-06,3.3332491547162683e-06,4.145323329325839e-06,5.313714871016341e-06,1.3906362976634944e-07,0.001625759137295938,8.914078530851335e-06,7.26797257869016e-06,0.0023168284115887487,0.0017012998026758202,0.0006133180004787642,9.20385205929734e-05,0.0001247843764673669,2.801630662979986e-06
2.7776060738054133e-06,1.015794757468173,0.00040349008602473915,0.0002441550327649486,6.767495776092195e-05,0.0017075848371767058,0.0,0.0,0.0005457772694118189,3.3309577612090384e-06,0.0012618594518724743,2.0348982293723317e-05,0.00018678393405771403,1.623059932522161e-11,2.1332654030356856e-08,7.505326593445036e-06,6.47160356698892e-05,0.0013724510256506004,8.563290803078588e-11,9.396498198669667e-08,7.149253630842794e-09,2.5444526417197006e-10,3.69191232409839e-07,4.0669246850550095e-09,4.088849512990914e-09,1.4195932499761305e-09,5.775998541926007e-12,2.5862373502195306e-08,1.608053857875057e-09,6.110256992080606e-11,8.482653489067965e-09,1.2358190822857347e-11,6.599316930884377e-12,5.928847730465367e-10,3.76,0.0,0.14173143665295926,0.9939279660774745,0.001317544492494207,6.615856957262085e-05,0.6455978483970821,0.6933027634910848,0.002936412853420043,6.513197510005983e-10,0.0005484850510021671,0.00017338219369164036,0.021096633221610168,1.7791454926833898e-09,1.1875514197466925e-06,3.3370467502122533e-06,4.199521975625635e-06,5.530140871529815e-06,1.4049932366299468e-07,0.0016574022561086999,9.131965720525721e-06,7.2780292300706205e-06,0.002429986660121309,0.001740417213596947,0.0006350772732158397,9.532397430975275e-05,0.0001291506352752065,2.8739415785169874e-06
2.8165013022626564e-06,1.0164477898014863,0.00041228149846840015,0.00025091882627226343,6.953223852723999e-05,0.0017616171475282384,0.0,0.0,0.0005706581641604702,3.576095757257227e-06,0.0013283982287207283,2.12816469343475e-05,0.00019362627797923983,1.7464416904564144e-11,2.2457619508294214e-08,7.732150888879279e-06,6.698331563254781e-05,0.0014237374503428294,9.268020355540457e-11,9.669594677160616e-08,7.704995951647464e-09,2.704660222155011e-10,3.8049950793644835e-07,4.3707241464347784e-09,4.327628437206381e-09,1.5658121640633526e-09,6.351696140988686e-12,2.7940292506336058e-08,1.7426368024253952e-09,6.546273023932933e-11,9.157121536984653e-09,1.3252521325313977e-11,7.1007792685617075e-12,6.449034801652189e-10,3.76,0.0,0.13827628165123684,0.9938018076632907,0.001366438194971292,6.92884927993852e-05,0.6483527791434592,0.6971856032916148,0.002936040082002064,6.535965114365901e-10,0.0005627356417951376,0.00017351369647827192,0.021564012936397176,1.779135677414557e-09,1.214191856999095e-06,3.340261343392377e-06,4.253209495500698e-06,5.751599983306963e-06,1.419224048400909e-07,0.0016890321562668435,9.353640193985552e-06,7.2868478113843075e-06,0.0025468954261599675,0.0017796423018086214,0.0006573071720209069,9.868042757224893e-05,0.00013360758292132297,2.947421385216081e-06
2.851507007874175e-06,1.0170248284725116,0.0004203282081033845,0.00025712064739358243,7.124205740147665e-05,0.0018111699643468572,0.0,0.0,0.0005936592010258556,3.809478620962649e-06,0.001390342239966672,2.2146494885936804e-05,0.0001999127957708274,1.8646984769627856e-11,2.3512608995954562e-08,7.940080334340564e-06,6.906622409395148e-05,0.0014709924526047859,9.94463616757597e-11,9.917586469213385e-08,8.234168478037678e-09,2.8558670698688524e-10,3.908676450108038e-07,4.660265244821226e-09,4.553254550158966e-09,1.7085803437749344e-09,6.912936936151305e-12,2.992662122875833e-08,1.871592821493879e-09,6.960158253169348e-11,9.802292331755372e-09,1.4101517005608147e-11,7.57894136371626e-12,6.948865265564895e-10,3.76,0.0,0.13523791626502168,0.9936852506297752,0.0014115078518464434,7.219159840001117e-05,0.6507548905120207,0.700610821846148,0.002935695696996099,6.555697866070557e-10,0.0005757338618689626,0.0001736063430844798,0.02198666049555995,1.7788760164499805e-09,1.2382852623605239e-06,3.3426812375893988e-06,4.301099684098345e-06,5.955258197498957e-06,1.4319245975922014e-07,0.0017174831204613428,9.556457776327858e-06,7.293782589248283e-06,0.002655381719620614,0.001815034552563953,0.0006777229929717569,0.00010176290928211959,0.00013769758156050984,3.0145756784219524e-06
