Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41)
0.017369326561262156,0.48383157265402776,3.219087672637244e-11,3.572018180853618e-11,2.0980560228539765e-11,6.75716996436015e-08,0.0,0.0,2.7131558070124662e-06,1.7023562513410872e-07,8.153994313716578e-08,3.171135567668814e-11,1.926830659070415e-12,1.936039309775798e-33,7.49848001221751e-25,8.84543946361013e-16,4.778395558706886e-13,3.577717484585776e-05,7.415199404529401e-28,1.0236905182001538e-24,1.4628400764006605e-25,1.4894735802741055e-29,6.66173411649764e-18,9.802490482113473e-17,3.655764949958888e-17,5.3480575029162187e-20,7.094229293856223e-30,9.463035417702914e-19,2.0437526555202386e-20,1.6648661898437024e-25,1.3144669842824479e-14,3.5944757440867124e-25,8.201704728975605e-26,1.8941469414698176e-20,3.76,0.0,0.9817671638424587,0.9999473802658025,4.815388295665243e-07,6.601049523059365e-11,0.0026982797631854624,0.002734073327203127,1.36339405762009e-05,5.62460172904834e-16,3.585606597208704e-05,2.8717445042478527e-07,4.870677100290846e-10,3.1283069589172454e-09,4.632268167870537e-19,1.9343404933354365e-10,1.3577606126103402e-10,6.756284243331927e-08,2.348305044829695e-18,1.2862691667728791e-10,1.3285094912215763e-10,5.064396297647916e-11,2.545358164718941e-09,1.7813331516093727e-06,4.076483728853588e-14,1.037970154823029e-15,4.841795360425139e-10,1.7315005712548767e-11,1.4739798406616733e-11,5.61453656997463e-11,4.951491163053024e-10,4.0305030957549467e-16,3.5170654531215805e-13,3.738786496909679e-17,1.3236252852593667e-10
0.01771262740379807,0.4838361168218465,3.300882900955906e-11,3.6644168989648996e-11,2.1766530748581342e-11,7.057161010495978e-08,0.0,0.0,2.7797958750285416e-06,1.7677523962488526e-07,8.68213938393879e-08,3.374462442295808e-11,2.0149354343666868e-12,-7.48825205052126e-33,8.036397157907844e-25,9.246833364159302e-16,4.99113735311419e-13,3.7196191109839516e-05,8.215892441020809e-28,1.0850849922113919e-24,1.6286786727389348e-25,1.6499208423907825e-29,6.932124132171565e-18,1.0895491345538044e-16,3.896979594848808e-17,6.060418292935988e-20,8.075951201654976e-30,1.0474418429672085e-18,2.2713937215360375e-20,1.818194106408648e-25,1.4001686913467677e-14,3.99691963834425e-25,9.084871402110779e-26,2.106616294647636e-20,3.76,0.0,0.9817131312802866,0.9999458691083442,5.088569750993271e-07,7.025923516804825e-11,0.0027508203181128023,0.0027880350161570847,1.3633919965496394e-05,5.734060728203768e-16,3.7280224601268806e-05,2.9257592060081176e-07,5.064168524560346e-10,3.187112652259706e-09,4.816389502905148e-19,1.9707666550032949e-10,1.40235652382424e-10,7.082977102187326e-08,2.3946468956573975e-18,1.3382696350559557e-10,1.387583656676736e-10,5.1634818269182035e-11,2.6764249253626828e-09,1.8402218678231494e-06,4.251562324220611e-14,1.0825725499625838e-15,5.073657321433472e-10,1.8085974305053536e-11,1.541620429612641e-11,6.122984125022647e-11,5.188574852594145e-10,4.2234870699066174e-16,3.698449614798027e-13,3.9315818008543396e-17,1.409945469184716e-10
0.018021598162080394,0.48384020640111297,3.3751756931244986e-11,3.748448648713368e-11,2.2488297967132978e-11,7.333704633384962e-08,0.0,0.0,2.8402326953959875e-06,1.8278355631188927e-07,9.177887201056551e-08,3.5653408000866676e-11,2.096349267342174e-12,3.0073830026739465e-34,8.546093050966662e-25,9.617480204139939e-16,5.187300224031869e-13,3.849657776705149e-05,8.99922866606919e-28,1.142379154707215e-24,1.7926038255376e-25,1.803628290856631e-29,7.181802592112688e-18,1.1963473233731913e-16,4.123764040350885e-17,6.769555709427551e-20,9.058993787937446e-30,1.1458364405259419e-18,2.4937789835827598e-20,1.9656853422829249e-25,1.480625231254989e-14,4.390463570088755e-25,9.946457717456575e-26,2.314407665494913e-20,3.76,0.0,0.9816645032938854,0.9999444845738854,5.34309915606278e-07,7.424312298604573e-11,0.0027980809056064623,0.0028365979968944,1.3633901081915487e-05,5.832517632968572e-16,3.8585439723364624e-05,2.9750291817127483e-07,5.241501410000725e-10,3.2407520060317152e-09,4.985136447576521e-19,2.003994539417773e-10,1.4429139656201296e-10,7.38756813660228e-08,2.4363537111688433e-18,1.3860076394886506e-10,1.4420552934313198e-10,5.253999245435074e-11,2.7978050428359305e-09,1.894163698079477e-06,4.4133910464627524e-14,1.123799777015376e-15,5.288487115297591e-10,1.879690220405282e-11,1.6040982034557394e-11,6.611119035623402e-11,5.40824013731061e-10,4.402292586619413e-16,3.8664339382349245e-13,4.1101336717946975e-17,1.4909934625684408e-10
0.018299671844534484,0.48384388688393265,3.442591155809194e-11,3.8247630867782526e-11,2.3149725921071724e-11,7.587949307796753e-08,0.0,0.0,2.8950011490380056e-06,1.882919865989687e-07,9.641014502814968e-08,3.743680914308714e-11,2.1713634726720106e-12,2.4750235100484034e-34,9.025451484336066e-25,9.95903359639909e-16,5.367685542527868e-13,3.968576206776219e-05,9.756974888011986e-28,1.1956231560270802e-24,1.9529429974642912e-25,1.9527713119172135e-29,7.41188341767649e-18,1.2997280366118024e-16,4.335932825888926e-17,7.467456431510048e-20,1.0031698598275594e-29,1.240712585972557e-18,2.7090074521479255e-20,2.1065014531986423e-25,1.5557961699734823e-14,4.7716932165389195e-25,1.0779386339945057e-25,2.5157148900104087e-20,3.76,0.0,0.9816207391596617,0.9999432186531646,5.579330304381739e-07,7.796123554550012e-11,0.0028405944581323243,0.0028803026227488,1.3633883816187775e-05,5.92108335122094e-16,3.9779136035428344e-05,3.0199083292958766e-07,5.403684085717018e-10,3.289610512595796e-09,5.139468022386515e-19,2.0342624301430355e-10,1.4797542557878642e-10,7.670515721458545e-08,2.473889251437461e-18,1.4297349906168946e-10,1.4921467510235076e-10,5.3365625547385155e-11,2.9098461144238145e-09,1.9434840565806892e-06,4.562543674832548e-14,1.1617978314195925e-15,5.486901197295894e-10,1.945068413699594e-11,1.6616458553339673e-11,7.07628722405042e-11,5.611117979270651e-10,4.567433253216425e-16,4.0214975882181476e-13,4.274951602002256e-17,1.5667263800763167e-10
0.018577745526988574,0.4838475672360705,3.510532299023429e-11,3.901729056434884e-11,2.3822533882641867e-11,7.847310561106846e-08,0.0,0.0,2.950126931893302e-06,1.9389747570244568e-07,1.0120575322366553e-07,3.928372149036575e-11,2.2480479897768824e-12,-1.6130745029689002e-34,9.525231854628709e-25,1.0308116992202899e-15,5.551738915847587e-13,4.0892778897953724e-05,1.0568125988126973e-27,1.2504822032299006e-24,2.126266118645446e-25,2.1116007414407358e-29,7.647037037515175e-18,1.4103904655065996e-16,4.5559311816775824e-17,8.22618058612002e-20,1.1094660264746022e-29,1.3418984497101319e-18,2.93935328958914e-20,2.255314947257128e-25,1.6336413675206072e-14,5.180065016088382e-25,1.1669983867813555e-25,2.731372045354511e-20,3.76,0.0,0.9815769760098669,0.999941933936372,5.822460450461974e-07,8.180764497658564e-11,0.002883088149466932,0.0029240053000823937,1.363386629418464e-05,6.009605986992517e-16,4.0990826189738414e-05,3.0652991766101884e-07,5.568312735472912e-10,3.3390254849976267e-09,5.296128385645225e-19,2.0648765887359926e-10,1.516913305770578e-10,7.962046083665966e-08,2.511424315123522e-18,1.4741886809171183e-10,1.5432578800199836e-10,5.420176345378292e-11,3.024564972726662e-09,1.99354506940587e-06,4.7150684066451967e-14,1.2006551923671944e-15,5.690189597992201e-10,2.0117794751470726e-11,1.7204717914558572e-11,7.566950970098864e-11,5.818977613486703e-10,4.736629026947002e-16,4.180270725590113e-13,4.443711963208069e-17,1.6451631954945895e-10
0.018855819209442664,0.4838512474580626,3.5790017862386715e-11,3.979359498483415e-11,2.45068858179844e-11,8.111830114323706e-08,0.0,0.0,3.0056116724428886e-06,1.9960142353848403e-07,1.0616932447865337e-07,4.1195576393568835e-11,2.326423238011984e-12,2.4418287909409894e-34,1.0046046343269833e-24,1.0664830743292465e-15,5.739490604094767e-13,4.211761626992248e-05,1.1435737013667032e-27,1.306979583313032e-24,2.3134183263367674e-25,2.2810044534088627e-29,7.887331171236493e-18,1.528738706316669e-16,4.7839456050312136e-17,9.050098425698021e-20,1.2255025920074393e-29,1.449715160800349e-18,3.185650675712915e-20,2.4124727635921044e-25,1.714218736864652e-14,5.617115926979633e-25,1.262148564023659e-25,2.9621927645952265e-20,3.76,0.0,0.9815332138311631,0.9999406304229246,6.072607848574252e-07,8.578494095691237e-11,0.0029255619902741996,0.0029677060289283793,1.3633848515898132e-05,6.098085558720615e-16,4.222050178859526e-05,3.111205381978367e-07,5.735386247986233e-10,3.3890008905952042e-09,5.455116479302842e-19,2.095839520431865e-10,1.554389357398717e-10,8.262387266953879e-08,2.548958987052964e-18,1.5193720357485787e-10,1.5953972148763808e-10,5.5048510067019097e-11,3.141987520233592e-09,2.0443551004082843e-06,4.8710145223683467e-14,1.24038434206824e-15,5.898424414240124e-10,2.0798345884618842e-11,1.7805818527363546e-11,8.084107769893267e-11,6.031892637879859e-10,4.90993981535006e-16,4.3427894397734e-13,4.61645309013374e-17,1.7263637406137833e-10
0.019133892891896754,0.48385492755045234,3.648002203550952e-11,4.057655140999389e-11,2.5202945321493673e-11,8.381549903512226e-08,0.0,0.0,3.061456925067415e-06,2.0540525294860572e-07,1.1130453028746987e-07,4.3173821556767865e-11,2.4065097842925905e-12,8.821486051414867e-35,1.0588619199271924e-24,1.102926234536509e-15,5.930970866654212e-13,4.336026216029016e-05,1.236315128851803e-27,1.3651385514672006e-24,2.515278143820802e-25,2.4612903067164013e-29,8.132824702036843e-18,1.6551937371032034e-16,5.020165010915751e-17,9.943839334592059e-20,1.352042861757427e-29,1.5644957196985545e-18,3.4487682416437254e-20,2.5783329521567197e-25,1.7975867373970072e-14,6.0844495778814655e-25,1.3637263812282609e-25,3.2090261424664415e-20,3.76,0.0,0.9814894526100447,0.9999393081121991,6.329892440081925e-07,8.989573436065603e-11,0.002968015991260832,0.003011404809319147,1.3633830481319747e-05,6.186522084934721e-16,4.3468154442233665e-05,3.1576306669164186e-07,5.904903512754436e-10,3.4395407653932908e-09,5.616431246051575e-19,2.1271537738479483e-10,1.5921807876386904e-10,8.57177246559474e-08,2.586493354071451e-18,1.5652884675693012e-10,1.6485732930067787e-10,5.5905971137532126e-11,3.262139389584248e-09,2.0959225718498023e-06,5.030431790305123e-14,1.2809979677573837e-15,6.111678520722658e-10,2.1492449418613774e-11,1.84198294437883e-11,8.62877941134596e-11,6.249937442627867e-10,5.087426170857929e-16,4.509089288724618e-13,4.793212764024697e-17,1.8103884246994162e-10
0.019411966574350844,0.48385860751378984,3.717536026473967e-11,4.136620384186767e-11,2.5910879749536724e-11,8.656512073267371e-08,0.0,0.0,3.1176641701336182e-06,2.1131040893925813e-07,1.1661508591271042e-07,4.521991806182434e-11,2.488327961111848e-12,-1.751086137458618e-33,1.1153443374818439e-24,1.1401422050329914e-15,6.126209940863739e-13,4.4620704508969523e-05,1.335345902015096e-27,1.4249823234523319e-24,2.7327809629929594e-25,2.652869002052251e-29,8.383524445742048e-18,1.7901939154508226e-16,5.2647805550875767e-17,1.0912300727460335e-19,1.489899089755603e-29,1.6865851640775547e-18,3.7296100618508555e-20,2.753264745232993e-25,1.8838043720496424e-14,6.583738224449014e-25,1.4720817722258538e-25,3.4727578661798025e-20,3.76,0.0,0.9814456923328359,0.9999379670035297,6.594435883335161e-07,9.414265725303189e-11,0.003010450163178289,0.0030551016412862842,1.3633812190440416e-05,6.274915584260562e-16,4.473377576848894e-05,3.204578817209249e-07,6.076863420062173e-10,3.4906492151904328e-09,5.780071629332884e-19,2.1588219416324512e-10,1.63028607878643e-10,8.890440130384418e-08,2.6240275050910896e-18,1.6119414779142628e-10,1.7027946520070258e-10,5.677425429065196e-11,3.3850453477615076e-09,2.1482559653653483e-06,5.1933702200692476e-14,1.3225088447831211e-15,6.330025463274299e-10,2.2200217235539554e-11,1.9046899116999542e-11,9.202012140212089e-11,6.47318710402839e-10,5.269149204205583e-16,4.679204467567243e-13,4.974027329457927e-17,1.897298006578253e-10
0.019690040256804934,0.483862287348633,3.787605748104796e-11,4.216254566267161e-11,2.6630858686232248e-11,8.936758973622574e-08,0.0,0.0,3.1742348149689594e-06,2.173183579364965e-07,1.2210475154347923e-07,4.7335347645790765e-11,2.5718996519142395e-12,3.9266479361248575e-34,1.1741281655842413e-24,1.1781551600827025e-15,6.325238051632759e-13,4.589893122015838e-05,1.4410293410670066e-27,1.4865340720834085e-24,2.9668939326601296e-25,2.856570873744792e-29,8.63959350680559e-18,1.9341954832276147e-16,5.5179858595982653e-17,1.196067017925459e-19,1.6399384830098186e-29,1.8163412388942764e-18,4.029116654695088e-20,2.937648844430337e-25,1.972931185979528e-14,7.116725087259243e-25,1.5875835697941454e-25,3.754311440588298e-20,3.76,0.0,0.9814019329856919,0.9999366070962075,6.866361564208132e-07,9.852836288039633e-11,0.0030528645168215658,0.003098796524860555,1.3633793643250453e-05,6.363266075417473e-16,4.601735739341143e-05,3.2520536389298215e-07,6.251264860989279e-10,3.54233036769964e-09,5.946036573345025e-19,2.1908466308841606e-10,1.6687038754562372e-10,9.218634070721997e-08,2.661561531133269e-18,1.6593346593221952e-10,1.7580698282635009e-10,5.765346827612086e-11,3.510730779102148e-09,2.201363822786911e-06,5.3598815622336046e-14,1.364930025331412e-15,6.553539757911857e-10,2.292176121207431e-11,1.9687274153523005e-11,9.804876929216917e-11,6.701717679222997e-10,5.455170825048835e-16,4.853169919468013e-13,5.158933933791201e-17,1.9871540158943866e-10
0.019968113939259024,0.48386596705554713,3.8582136530127e-11,4.296565032520638e-11,2.736305432382118e-11,9.222333154826201e-08,0.0,0.0,3.2311701935696816e-06,2.2343058708018365e-07,1.2777733267560773e-07,4.9521612004783625e-11,2.657245281189906e-12,-1.029965423099681e-35,1.2352975043366322e-24,1.216960282430552e-15,6.528085392385782e-13,4.719493016175329e-05,1.5537631139648176e-27,1.5498169497406059e-24,3.218655718742135e-25,3.073242703458664e-29,8.900999180790922e-18,2.08767308035714e-16,5.779976990786574e-17,1.3094420513523313e-19,1.8030859741168114e-29,1.954134009168569e-18,4.348266008098747e-20,3.131877972343844e-25,2.065027259802984e-14,7.685226532874224e-25,1.7106141097855789e-25,4.05464927682301e-20,3.76,0.0,0.9813581745545967,0.9999352283894792,7.145794623825815e-07,1.0305552564889826e-10,0.0030952590630304857,0.003142489460071901,1.363377483973961e-05,6.451573577221105e-16,4.7318890951530065e-05,3.30005895825473e-07,6.428106727418366e-10,3.594588372274713e-09,6.114325023050304e-19,2.22323046301885e-10,1.7074329729686606e-10,9.556603561954926e-08,2.699095525375873e-18,1.7074716973619655e-10,1.814407352062129e-10,5.854372297101965e-11,3.639221482319989e-09,2.255254746442638e-06,5.530016611438403e-14,1.4082745408521864e-15,6.78229684667577e-10,2.3657193150011848e-11,2.0341015220944794e-11,1.0438469612886511e-10,6.935606179629342e-10,5.645553719137163e-16,5.031021508835302e-13,5.347970678056033e-17,2.080018875796919e-10
0.020246187621713114,0.48386964663510545,3.929362008609652e-11,4.3775532441249755e-11,2.810764003843331e-11,9.51327736144223e-08,0.0,0.0,3.288471566181524e-06,2.296486035411057e-07,1.3363668029846159e-07,5.1780230214512714e-11,2.7443859069806683e-12,-3.7866817532930344e-33,1.2988403245605144e-24,1.256560049452492e-15,6.734782100195693e-13,4.8508689164405614e-05,1.6737791975115596e-27,1.6148540640697743e-24,3.489124547503059e-25,3.302526457811094e-29,9.167758046940273e-18,2.251120264219244e-16,6.050951807235751e-17,1.4319279654264676e-19,1.980320575114384e-29,2.1003446109165886e-18,4.6880746204499834e-20,3.3363564990189084e-25,2.1601532075320596e-14,8.291134009923936e-25,1.8415668596283368e-25,4.3747736594578596e-20,3.76,0.0,0.9813144170253598,0.9999338308825482,7.432861987229825e-07,1.0772684109510743e-10,0.003137633812691469,0.003186180446949424,1.3633755779897018e-05,6.539838108587081e-16,4.8638368085466455e-05,3.348598630723679e-07,6.607387912042081e-10,3.647427410073894e-09,6.284935924182065e-19,2.2559760800448277e-10,1.7464722907947296e-10,9.904603445560275e-08,2.736629583198757e-18,1.7563563725624878e-10,1.871815745544309e-10,5.94451295512062e-11,3.7705431062067e-09,2.309937399508173e-06,5.70382701465511e-14,1.4525555921889242e-15,7.016372992595604e-10,2.4406624724065795e-11,2.1008217173187634e-11,1.1103911114789322e-10,7.174930450400357e-10,5.840361251025049e-16,5.212794736529361e-13,5.541175288070045e-17,2.1759556069583289e-10
0.020524261304167204,0.4838733260878882,4.0010530434212754e-11,4.459227054104256e-11,2.8864793854411675e-11,9.809634522307914e-08,0.0,0.0,3.3461401187631535e-06,2.3597393383952264e-07,1.396866907973107e-07,5.411273319165705e-11,2.8333444876212933e-12,1.6569464224820623e-33,1.3649499221528862e-24,1.2969863570604468e-15,6.945358282319708e-13,4.984019601998876e-05,1.8017010357262728e-27,1.681668474254419e-24,3.7794280350893246e-25,3.545278542640032e-29,9.440085537400869e-18,2.425050054222183e-16,6.331111847718448e-17,1.5641384655709371e-19,2.1726821175067743e-29,2.2553704509744484e-18,5.0495985463829425e-20,3.551500767690365e-25,2.2583701740986625e-14,8.936416879214603e-25,1.980865441795209e-25,4.715728832149872e-20,3.76,0.0,0.9812706603836121,0.9999324145745738,7.727692396699468e-07,1.1254502586130707e-10,0.003179988776740307,0.003229869485521379,1.3633736463711194e-05,6.628059688536634e-16,4.997578044543459e-05,3.397676557979562e-07,6.789107308373653e-10,3.7008517122840103e-09,6.4578682232544645e-19,2.2890861557746846e-10,1.7858208212762422e-10,1.0262894237839836e-07,2.774163802233369e-18,1.805992562486756e-10,1.930303521616844e-10,6.035780078261318e-11,3.904720020739078e-09,2.365420506454364e-06,5.881366809738066e-14,1.4977866741599951e-15,7.255845090054722e-10,2.5170167554020117e-11,2.1689030718524275e-11,1.1802348231370187e-10,7.41976896888606e-10,6.039657300521291e-16,5.398523307545448e-13,5.738583582610533e-17,2.2750274777887867e-10
0.020802334986621294,0.48387700541448403,4.0732888234437265e-11,4.541581531926441e-11,2.963469240018772e-11,1.011144775093366e-07,0.0,0.0,3.4041769638547942e-06,2.4240812319146823e-07,1.4593130735361814e-07,5.6520673512229303e-11,2.9241418121063048e-12,1.896091165274297e-33,1.4336987297609218e-24,1.3382294916403944e-15,7.159843971492337e-13,5.118943848309162e-05,1.9379440552474515e-27,1.750283231262574e-24,4.090727423559608e-25,3.803500486020623e-29,9.717915616039885e-18,2.609995457603593e-16,6.620659703861417e-17,1.706717467440213e-19,2.381300041572884e-29,2.419621329020623e-18,5.433934471107502e-20,3.777741158500908e-25,2.359739824923975e-14,9.623124537355084e-25,2.1289420799065707e-25,5.078601552836166e-20,3.76,0.0,0.9812269046148077,0.9999309794646704,8.030416414948894e-07,1.1751281764984775e-10,0.0032223239661601792,0.0032735565758151676,1.3633716891170079e-05,6.716238336192588e-16,5.1331119690086605e-05,3.4472966350207427e-07,6.973263810753532e-10,3.754865502559513e-09,6.633120867569047e-19,2.3225633604529702e-10,1.825477708211697e-10,1.063174223233975e-07,2.811698282406072e-18,1.8563842437118705e-10,1.9898791765632538e-10,6.1281850129939e-11,4.041777307335787e-09,2.421712853408293e-06,6.062688171832237e-14,1.5439813050588755e-15,7.500791022098651e-10,2.594793298428714e-11,2.2383671809142948e-11,1.2534953283975497e-10,7.67020123391547e-10,6.243506578032692e-16,5.58824176614312e-13,5.940232283172149e-17,2.3772985782395236e-10
0.021080408669075384,0.4838806846154889,4.1460713770860395e-11,4.624623849468646e-11,3.041751686210821e-11,1.041876034002538e-07,0.0,0.0,3.462583140093475e-06,2.489527348790599e-07,1.523745204515538e-07,5.900562609735857e-11,3.016799870271236e-12,7.805281928991031e-35,1.5050183136037016e-24,1.3802972626055571e-15,7.37826910787024e-13,5.255640427072322e-05,2.0826771958734e-27,1.8207213292469817e-24,4.424261078030052e-25,4.076530477224259e-29,1.0001301080093441e-17,2.806510016977853e-16,6.919800404343476e-17,1.8603378334388759e-19,2.6073355776632605e-29,2.5935187920202606e-18,5.842220795645152e-20,4.015518727069723e-25,2.4643243477169342e-14,1.035338792699273e-24,2.2862389052499485e-25,5.464522239375693e-20,3.76,0.0,0.9811831497042246,0.9999295255519066,8.341166444715677e-07,1.2263297517170658e-10,0.0032646393919824905,0.0033172417178573225,1.3633697062260974e-05,6.804374070781008e-16,5.2704377486834965e-05,3.497462741574787e-07,7.159856314357359e-10,3.809472987768935e-09,6.8106928052224e-19,2.3564103547908826e-10,1.8654422475728413e-10,1.1011419604801335e-07,2.8492331259854745e-18,1.907535493874447e-10,2.0505511913900087e-10,6.221739159739075e-11,4.181740829068779e-09,2.4788232879839035e-06,6.247844649059611e-14,1.5911530617065555e-15,7.751289679839199e-10,2.6740032170072204e-11,2.3092227022734763e-11,1.330292429485178e-10,7.92630776728886e-10,6.45197462691476e-16,5.781985980231152e-13,6.146159500138743e-17,2.4828339736909064e-10
0.021358482351529474,0.4838843636915071,4.21940268211904e-11,4.708354700624591e-11,3.121344955698842e-11,1.0731615753457723e-07,0.0,0.0,3.5213596114519687e-06,2.556093496333315e-07,1.5902036813929744e-07,6.156918642496763e-11,3.111341939191497e-12,8.00326597519851e-33,1.579094817736188e-24,1.4232160392286573e-15,7.60066356860139e-13,5.394108106152904e-05,2.236561511786298e-27,1.893005722111079e-24,4.781321944143638e-25,4.364298157713529e-29,1.029041990846079e-17,3.0151683806767185e-16,7.228742289980628e-17,2.0257130771529594e-19,2.852033701393953e-29,2.777499914631247e-18,6.275638734979374e-20,4.265287893548435e-25,2.572186445127097e-14,1.1129423449394163e-24,2.453230723617458e-25,5.874666904172512e-20,3.76,0.0,0.9811393956369608,0.9999280528353063,8.660076753866364e-07,1.2790827809284043e-10,0.0033069350652884005,0.003360924911673505,1.3633676976970553e-05,6.892466911634266e-16,5.409554551160549e-05,3.5481787519760666e-07,7.348883715206193e-10,3.8646783687128845e-09,6.990582985115524e-19,2.3906297967200824e-10,1.9057138671479552e-10,1.1402204513232153e-07,2.886768437629005e-18,1.9594504936588125e-10,2.1123280279395507e-10,6.316453991690597e-11,4.324636778473913e-09,2.536760719033792e-06,6.436891490111531e-14,1.639315840926276e-15,8.007420882463485e-10,2.7546576065182668e-11,2.381484558131498e-11,1.4107485614281648e-10,8.188170029298021e-10,6.665127754901099e-16,5.979792124568059e-13,6.356403680847106e-17,2.5916994744815777e-10
0.021636556033983564,0.4838880426431509,4.2932844892413266e-11,4.7927845715726484e-11,3.202267554524735e-11,1.1050057618211915e-07,0.0,0.0,3.5805072660596313e-06,2.623795650160297e-07,1.6587293554421435e-07,6.421296121610106e-11,3.2077882802774477e-12,2.375997538375775e-34,1.6559776070913737e-24,1.4669562123775995e-15,7.82705712444529e-13,5.5343456493520924e-05,2.4000087264249558e-27,1.967159363988794e-24,5.16325882683194e-25,4.6704906446463344e-29,1.0585071637269262e-17,3.236566852223662e-16,7.547694602869108e-17,2.2035887232316923e-19,3.116766340058076e-29,2.9720141776058087e-18,6.735413436028644e-20,4.5275192833961235e-25,2.683389321743598e-14,1.1953535145816483e-24,2.6304038961983043e-25,6.310257923468425e-20,3.76,0.0,0.9810956423979283,0.9999265613138488,8.987283515279253e-07,1.3334152696755822e-10,0.003349210997212767,0.0034046061572884853,1.3633656635284928e-05,6.980516878199349e-16,5.5504615448161194e-05,3.5994485735332123e-07,7.540344910173772e-10,3.920485881728709e-09,7.172790356960994e-19,2.4252243672164916e-10,1.946292043346468e-10,1.1804381206924554e-07,2.9243043244348394e-18,2.01213352893104e-10,2.1752181207330286e-10,6.41234112165071e-11,4.4704897696843925e-09,2.5955341167311767e-06,6.629881549193274e-14,1.6884834641619413e-15,8.269265000917766e-10,2.8367675200122452e-11,2.455159703626085e-11,1.494988853984634e-10,8.455870059845599e-10,6.883032740341568e-16,6.181694456128885e-13,6.571001214922304e-17,2.703961154097529e-10
0.021914629716437654,0.48389172147104037,4.3677186685086185e-11,4.8779084012925227e-11,3.284538008889856e-11,1.1374129720572708e-07,0.0,0.0,3.6400269167904784e-06,2.692649948172928e-07,1.7293635597879927e-07,6.693857534699069e-11,3.3061636141518726e-12,-9.528994944014868e-35,1.735736325843828e-24,1.5115621843566629e-15,8.057479435246053e-13,5.676351816502272e-05,2.573497264800421e-27,2.043205125143401e-24,5.571475851758075e-25,4.9929833241324347e-29,1.0885556409010097e-17,3.471323972370676e-16,7.87687035351182e-17,2.394749309918715e-19,3.4028974675606435e-29,3.1775256028383945e-18,7.222815108924458e-20,4.802692356291473e-25,2.7979966925254404e-14,1.2828115432215556e-24,2.8182650879752662e-25,6.7725657390187e-20,3.76,0.0,0.9810518899718554,0.999925050986469,9.322924811148982e-07,1.3893554316794554e-10,0.0033914671989430903,0.0034482854547261427,1.363363603718955e-05,7.068523990035551e-16,5.693157898847828e-05,3.6512761035139035e-07,7.734238796996657e-10,3.976899752226836e-09,7.357313871292623e-19,2.4601967413553034e-10,1.987176356856089e-10,1.2218240135347212e-07,2.961840895989826e-18,2.065588992880172e-10,2.239229882808568e-10,6.509412228730797e-11,4.619324297591897e-09,2.6551525127274163e-06,6.826871970256889e-14,1.7386701056509101e-15,8.536903259792118e-10,2.920343990330526e-11,2.530267518894091e-11,1.583141110624696e-10,8.729490743982424e-10,7.105757051027725e-16,6.387726668252489e-13,6.789987921389022e-17,2.819685636559775e-10
0.022192703398891744,0.48389540017580424,4.442706870509712e-11,4.9637298459024604e-11,3.368175131911786e-11,1.1703876001541851e-07,0.0,0.0,3.6999193012647304e-06,2.762672684681424e-07,1.8021481180307798e-07,6.974767627614673e-11,3.40649014175903e-12,5.87091645694458e-34,1.8184745725326153e-24,1.5570308897546268e-15,8.291960045614907e-13,5.820125363510886e-05,2.7575851131218157e-27,2.121165867084303e-24,6.007423178918416e-25,5.333323437606866e-29,1.1191853133083965e-17,3.7200811080130395e-16,8.21648405495393e-17,2.600024061348626e-19,3.7119366794654875e-29,3.394514396876014e-18,7.739160173735173e-20,5.091303102841729e-25,2.9160727638049766e-14,1.3755650099351547e-24,3.0173433665486685e-25,7.262910506872921e-20,3.76,0.0,0.9810081383432878,0.999923521852057,9.667140640950659e-07,1.4469316880476168e-10,0.003433703681719206,0.0034919628040094505,1.3633615182669295e-05,7.156488266813812e-16,5.83764278332798e-05,3.7036651982108883e-07,7.930564274284154e-10,4.0339241606261406e-09,7.544152479474791e-19,2.495549567464903e-10,2.02836652580421e-10,1.264407805131723e-07,2.999378264416379e-18,2.1198213880932308e-10,2.3043716950208614e-10,6.607679004900686e-11,4.771165615946317e-09,2.7156249999277192e-06,7.027918021994481e-14,1.7898899547776607e-15,8.810417883844422e-10,3.005398004420994e-11,2.6068248316995867e-11,1.6753358233352726e-10,9.009116001211612e-10,7.333368995830548e-16,6.597923613990973e-13,7.013400844129659e-17,2.9389404430479743e-10
