Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989),CF4(44)
0.004858228215492787,0.5122591550805492,2.018568613104022e-09,4.633783616215553e-09,1.5631895770831947e-09,1.3685879984151001e-06,0.0,0.0,1.1143923809386945e-05,3.527166465359776e-07,1.8112901794805254e-06,1.1745419362252432e-06,1.4377830176311557e-10,2.212114607345323e-29,3.999111116085508e-21,9.278183202295322e-14,8.431108474381137e-10,0.0002088046474330903,1.8370143342606363e-16,2.3393258804472676e-20,2.5275497527313312e-17,5.77434498549079e-24,2.6777052964758333e-15,1.448720142029428e-12,2.7783666552625866e-14,6.552987321050696e-13,3.906048609778076e-23,7.529541503500347e-15,5.064174294609251e-14,3.4232299498314325e-19,8.730895093399638e-13,8.562775071382495e-21,4.14958038274822e-21,5.892888147186831e-16,3.76,0.0,0.6708883807255476,0.9997298688248204,8.666700758832333e-06,1.4345916577923704e-07,0.016068490595438533,0.01628163786237944,4.27975790353892e-05,1.3871692157092686e-14,0.00020849274257877013,3.0756173093808225e-06,6.412543119789598e-08,7.931732316008006e-09,6.368578103806852e-16,5.921659685340148e-09,1.3604418894443441e-06,1.1561057598669235e-06,8.468768886568446e-16,4.4657752599262174e-08,5.027194679426449e-09,7.03949968335964e-09,1.4704843511509608e-06,1.2089742472231248e-05,2.0387096259970863e-11,7.665196109717114e-13,1.5194435324800464e-09,7.639229951381492e-10,1.3745676029702416e-09,1.688715839947152e-07,2.172265811045145e-10,2.3828490201171285e-16,1.852735270606029e-10,7.203764298379237e-14,9.481829346274026e-09,7.782119646843054e-10,1.7052163293999918e-17,1.1362067536056859e-13,1.6849412980751136e-16,1.2179253061079726e-15,2.7911951660067303e-11,7.454269808858413e-17,1.1221757508240649e-10,3.5596692774966215e-11,1.5482144981717212e-07,2.7453882628133396e-13,5.088400907857669e-10,6.30311508091821e-11,1.1405719695552022e-14,2.8314634808334236e-12,1.3160322052927119e-11,2.2235932696324835e-18,1.7881495601979728e-09,6.436323321462403e-11,1.0114081462736015e-07,5.794749140835592e-12,2.6839231746204007e-17,1.0333833603440526e-18,5.335625638620383e-22,1.3717288466336233e-27,5.933962740392793e-11,9.60795709738481e-14,5.466611801803649e-15,6.416931634620261e-09,2.4055195274266276e-10,8.831088022499465e-13,9.892694569417593e-10,2.5129898269514947e-18,1.31625169073557e-09,7.401387935252734e-15,2.606820364719335e-11,7.290237075413873e-12,7.962001264070594e-13,3.1703073164542786e-15,4.909774616059988e-15,4.1080181630682024e-20,4.9687367028458545e-12,1.7012368195253226e-14,2.1051388827356666e-14,2.4088356601782555e-20,5.748531844100327e-13,2.1947241874317433e-10,2.1474134931087713e-12,8.442655798431827e-09
0.004868471939084578,0.5122623396587005,2.026738403421258e-09,4.6546685663674695e-09,1.5717897290888745e-09,1.3763177495304844e-06,0.0,0.0,1.1182707312195565e-05,3.547023413560385e-07,1.8245257468329437e-06,1.184473242466997e-06,1.4461750149578402e-10,2.2443087975985063e-29,4.04135887283418e-21,9.339062190339918e-14,8.440645074413599e-10,0.00020968864050865735,1.8548675193743307e-16,2.35403833753226e-20,2.548853962971741e-17,5.8131442090757956e-24,2.6945582729621306e-15,1.4624556947956942e-12,2.7910108147353885e-14,6.634234546660536e-13,3.947905561700187e-23,7.579880432321159e-15,5.078716359912833e-14,3.4315497246870577e-19,8.798386636294318e-13,8.634773156566286e-21,4.201226441571995e-21,5.941460162210696e-16,3.76,0.0,0.6708543646958472,0.9997288938480031,8.727532963504316e-06,1.4381112256992136e-07,0.016101508059788484,0.016315568952483813,4.27975372811367e-05,1.3900095678191293e-14,0.00020937423482085703,3.088193114020645e-06,6.439408164644957e-08,7.96410700329525e-09,6.395272003445535e-16,5.9458797335698625e-09,1.3686539279230126e-06,1.1668925493731949e-06,8.491643998824401e-16,4.494036412376864e-08,5.0550156692643355e-09,7.068423889289793e-09,1.479868250147256e-06,1.2154405038200575e-05,2.0534671751946032e-11,7.720670342979054e-13,1.5302986522607354e-09,7.682327755247674e-10,1.383599102683917e-09,1.6969117671189475e-07,2.187769970720499e-10,2.3998559883549175e-16,1.8645604662417472e-10,7.249736596344472e-14,9.562115533016878e-09,7.825132275204729e-10,1.7173867624381542e-17,1.1442801644211915e-13,1.6999998398527917e-16,1.2250033266360592e-15,2.8095147393768133e-11,7.504385348226763e-17,1.1285061896556074e-10,3.5897504855760724e-11,1.555284735227283e-07,2.7685684146805814e-13,5.109177039795323e-10,6.37855079987324e-11,1.1466725765242831e-14,2.8487947433706183e-12,1.3246954954854071e-11,2.23821483467618e-18,1.8031497319468971e-09,6.4770836393533e-11,1.021952446385055e-07,5.833122461362473e-12,2.7015488983242222e-17,1.0401696707750772e-18,5.401779023554141e-22,1.388744044482783e-27,5.958301812748204e-11,9.666697562186098e-14,5.509500104135711e-15,6.427590142783045e-09,2.4310672444064904e-10,8.928823900907169e-13,9.93322534499605e-10,2.5422146111539248e-18,1.3184274292249108e-09,7.46539620104253e-15,2.6364480289686998e-11,7.338170384419712e-12,8.026155752590479e-13,3.2195995432987e-15,4.9420054182317376e-15,4.1565753289033823e-20,5.0001496296169405e-12,1.7149323356565256e-14,2.116403744726043e-14,2.431948984584238e-20,5.785259781841076e-13,2.2087162280007303e-10,2.1676934067106776e-12,8.491897552894843e-09
0.00487871566267637,0.512265524100669,2.0349291997953637e-09,4.6756103015832574e-09,1.5804250433606455e-09,1.3840789639102737e-06,0.0,0.0,1.1221567326429663e-05,3.566974030003876e-07,1.8378362587857357e-06,1.1944694513730672e-06,1.45460301034528e-10,2.2770293070093834e-29,4.083979557410756e-21,9.400222617667489e-14,8.450218878113311e-10,0.00021057453586849467,1.8728632197148967e-16,2.3688120538642768e-20,2.5702932271257358e-17,5.8521528440522564e-24,2.711489185927764e-15,1.4762963223557843e-12,2.803714166749482e-14,6.716358311609928e-13,3.990156043643365e-23,7.630489350377195e-15,5.093291257001415e-14,3.4399121894327242e-19,8.866276298948874e-13,8.707304137480003e-21,4.253510197536726e-21,5.990370300621506e-16,3.76,0.0,0.670820349903739,0.9997279166010417,8.788697696827776e-06,1.4416346690931376e-07,0.016134521861313054,0.016349498423092256,4.279749542970331e-05,1.3928495600584459e-14,0.00021025761882137217,3.1008007773056614e-06,6.466328514397678e-08,7.996563369220229e-09,6.422020882851579e-16,5.970161192835009e-09,1.3769003573583216e-06,1.1777675753599051e-06,8.514557515463191e-16,4.522437212027279e-08,5.0829421817598954e-09,7.09742254405097e-09,1.489292745794258e-06,1.2219330899460018e-05,2.0683066263176384e-11,7.776452309356258e-13,1.5412127338400028e-09,7.725593622478033e-10,1.392672592910347e-09,1.705159321598576e-07,2.2033582108567792e-10,2.416955184872501e-16,1.876436778996333e-10,7.295907589858547e-14,9.642938721377693e-09,7.868307621045828e-10,1.7296231942227613e-17,1.1523970497750478e-13,1.7151635116001248e-16,1.232109860377349e-15,2.8279193231538685e-11,7.554745375150896e-17,1.1348613146022778e-10,3.620094830181282e-11,1.5623785569987273e-07,2.79195116797463e-13,5.130005641646183e-10,6.454840938606055e-11,1.1527980251763304e-14,2.866224931998503e-12,1.333399246331237e-11,2.252904546070389e-18,1.8182480141982233e-09,6.518017794051487e-11,1.0325848166576671e-07,5.8716737827458904e-12,2.7192563816696043e-17,1.04698745514766e-18,5.46864610365489e-22,1.4059429149539396e-27,5.982703280911869e-11,9.725772842394467e-14,5.552646948022307e-15,6.438362834178508e-09,2.456834254863332e-10,9.027432887027138e-13,9.973859147296508e-10,2.5717153110755128e-18,1.3206265494736372e-09,7.529826986835852e-15,2.6664033882159275e-11,7.386326911966748e-12,8.090840649844691e-13,3.269572711099063e-15,4.9743858223458285e-15,4.2056315231860204e-20,5.031695998740634e-12,1.7287409813099203e-14,2.127714561782345e-14,2.4552511659265678e-20,5.822144119791591e-13,2.222768677374897e-10,2.1881247150962122e-12,8.541422687357022e-09
0.004888959386268162,0.5122687084065553,2.0431410022114863e-09,4.696609311751308e-09,1.589095613843548e-09,1.3918717235399212e-06,0.0,0.0,1.1260503752111274e-05,3.5870186456841855e-07,1.8512220278975194e-06,1.2045308599185326e-06,1.463067229519068e-10,2.3101926196738607e-29,4.126975149462855e-21,9.461667725280974e-14,8.459829943794214e-10,0.00021146233389582203,1.8910023128205811e-16,2.3836471554482696e-20,2.5918681365066457e-17,5.891371818577578e-24,2.7284989333013094e-15,1.4902426398054544e-12,2.8164769351631627e-14,6.79936654549183e-13,4.0328032533164877e-23,7.681369477042238e-15,5.1078991512320566e-14,3.4483175159994463e-19,8.934565622678756e-13,8.780371629711221e-21,4.306439041495654e-21,6.039620632431073e-16,3.76,0.0,0.6707863363473392,0.9997269370824456,8.850196305043504e-06,1.4451620032819245e-07,0.016167531999771584,0.016383426274681426,4.279745348102524e-05,1.3956891923945888e-14,0.00021114289497977846,3.113440259173281e-06,6.493304163932496e-08,8.02910130850611e-09,6.448824736939109e-16,5.994503986404589e-09,1.3851812527295538e-06,1.1887314210877853e-06,8.53750958892344e-16,4.5509781910026895e-08,5.1109743769621724e-09,7.1264955655238255e-09,1.498757918448911e-06,1.22845207144592e-05,2.0832282844027364e-11,7.83254309793665e-13,1.5521859617300396e-09,7.769027824499845e-10,1.401788113153764e-09,1.713458859155924e-07,2.2190307887252796e-10,2.434146892872705e-16,1.8883643099089562e-10,7.342277671389272e-14,9.724301505158722e-09,7.911645927635721e-10,1.741925827976766e-17,1.1605575576406293e-13,1.730432863597046e-16,1.2392450476374615e-15,2.8464089803951768e-11,7.605350217485912e-17,1.141241166150824e-10,3.650704583998096e-11,1.5694959842943544e-07,2.8155382710497355e-13,5.150886646273509e-10,6.531994198959813e-11,1.1589483776418235e-14,2.883754621413414e-12,1.3421434867351403e-11,2.2676624518409898e-18,1.833444858905366e-09,6.559126113382003e-11,1.043305806426935e-07,5.9104036011830274e-12,2.737046277053541e-17,1.0538369738332143e-18,5.53623333532488e-22,1.423327119887546e-27,6.007167074174539e-11,9.785184880811357e-14,5.596053376511812e-15,6.449250382594373e-09,2.4828219893598525e-10,9.126920863364717e-13,1.0014595846479005e-09,2.60149391104888e-18,1.3228491891745301e-09,7.594682172558912e-15,2.6966901129532503e-11,7.434706850407702e-12,8.156061049243617e-13,3.3202350474640774e-15,5.006915968586187e-15,4.255191018795591e-20,5.06337605764406e-12,1.7426638423188147e-14,2.139071450658002e-14,2.478744294190678e-20,5.859185198877575e-13,2.2368816541460288e-10,2.2087082416563535e-12,8.591233264127303e-09
0.004899203109859953,0.5122718925764608,2.051373827427315e-09,4.71766479689287e-09,1.5978015148903378e-09,1.3996961105163748e-06,0.0,0.0,1.1299516487369437e-05,3.6071575912806983e-07,1.8646833686028e-06,1.2146577659771654e-06,1.47156792905549e-10,2.3440231027997698e-29,4.170352961261847e-21,9.52340093954148e-14,8.469478329046098e-10,0.00021235203497674507,1.9092857531341233e-16,2.3985437682641643e-20,2.613579284537472e-17,5.930802116003046e-24,2.745588465215069e-15,1.5042952650198018e-12,2.8292993469201522e-14,6.883267232630801e-13,4.075850438928478e-23,7.732522038407144e-15,5.1225402087053446e-14,3.4567658867942468e-19,9.00325614440931e-13,8.853979321543842e-21,4.360020738189056e-21,6.089213245573103e-16,3.76,0.0,0.6707523240247624,0.9997259552907215,8.912030137492937e-06,1.4486932435999756e-07,0.01620053847492114,0.01641735250772873,4.2797411435038576e-05,1.3985284647947107e-14,0.0002120300636982719,3.126111517238902e-06,6.520335108138312e-08,8.061720709844108e-09,6.475683560626359e-16,6.0189080331645655e-09,1.3934966886840913e-06,1.1997846726958403e-06,8.560500372022802e-16,4.57965988275398e-08,5.1391124134216084e-09,7.1556428671345956e-09,1.5082638496252197e-06,1.2349975140527793e-05,2.098232470574454e-11,7.888943884947788e-13,1.5632185641600376e-09,7.812630643705581e-10,1.4109459725632032e-09,1.721810737375952e-07,2.2347880250165405e-10,2.451431464968357e-16,1.9003431605812577e-10,7.388847235956134e-14,9.806206499465026e-09,7.955147436092106e-10,1.7542949165043077e-17,1.1687618683078652e-13,1.7458090346536427e-16,1.2464090326744501e-15,2.8649843309098718e-11,7.656201617622261e-17,1.1476457845810279e-10,3.6815820422117097e-11,1.5766370375815302e-07,2.8393314895194826e-13,5.171819982761863e-10,6.610019368543281e-11,1.1651236959456905e-14,2.90138438401689e-12,1.3509284225971764e-11,2.282488900137711e-18,1.8487407207439355e-09,6.60040893055499e-11,1.054115967568208e-07,5.9493124160285e-12,2.754919534817682e-17,1.0607185939839712e-18,5.604547219532065e-22,1.4408983337017083e-27,6.031693118042516e-11,9.84493561193629e-14,5.63972044272766e-15,6.4602534625162446e-09,2.509031885743153e-10,9.227293741399423e-13,1.0055435309383488e-09,2.6315524062759485e-18,1.325095486158827e-09,7.659963629029464e-15,2.7273119218828305e-11,7.483311222558309e-12,8.221822098254654e-13,3.371594878220659e-15,5.039596960357103e-15,4.305258160093287e-20,5.095190057840439e-12,1.7567020159899787e-14,2.1504745291084736e-14,2.502430853655668e-20,5.896383360167388e-13,2.251055278620121e-10,2.2294448108513985e-12,8.641331366475125e-09
0.004909446833451745,0.5122750766104875,2.059627650050509e-09,4.7387771302787564e-09,1.606542823884884e-09,1.4075522069280552e-06,0.0,0.0,1.1338605427510648e-05,3.627391197190428e-07,1.8782205956362307e-06,1.2248504680867084e-06,1.4801048133945523e-10,2.3778127809015362e-29,4.2141085147822344e-21,9.58541517173074e-14,8.479164090804465e-10,0.00021324363949762646,1.9277143424271423e-16,2.413502018329915e-20,2.6354272664261296e-17,5.9704446861326935e-24,2.762755816719491e-15,1.5184548182051685e-12,2.84218161525586e-14,6.96806841807441e-13,4.119300842548378e-23,7.783948264874686e-15,5.137214596147087e-14,3.465257463682738e-19,9.072349391295925e-13,8.928130736104828e-21,4.414262610066367e-21,6.139150234968373e-16,3.76,0.0,0.6707183129341194,0.9997249712243743,8.974200546698533e-06,1.4522284054039755e-07,0.016233541286520534,0.016451277122712233,4.2797369291679285e-05,1.4013673772260569e-14,0.00021291912538061195,3.1388145090834572e-06,6.547421341907409e-08,8.094421461902617e-09,6.502597348834953e-16,6.04337325188022e-09,1.401846739579559e-06,1.2109279187047117e-06,8.583530017900185e-16,4.608482821849987e-08,5.167356442930876e-09,7.184864361917149e-09,1.517810619564664e-06,1.2415694834077728e-05,2.1133194090294717e-11,7.945655657377466e-13,1.5743107283291052e-09,7.8564023365777e-10,1.4201461234687844e-09,1.73021531539688e-07,2.2506301969220114e-10,2.4688092026775636e-16,1.9123734318865462e-10,7.435616675380846e-14,9.88865631969962e-09,7.998812379051851e-10,1.766730674148395e-17,1.1770100757790127e-13,1.7612917802724856e-16,1.2536015982828845e-15,2.8836453093447016e-11,7.707299578621861e-17,1.15407520811579e-10,3.712729514067081e-11,1.583801736933966e-07,2.863332599521244e-13,5.192805580125177e-10,6.68892530821002e-11,1.171324042026205e-14,2.919114798042841e-12,1.359754103213407e-11,2.297383969050298e-18,1.8641360549450178e-09,6.641866570021828e-11,1.0650158541043922e-07,5.988400725569758e-12,2.7728747559503652e-17,1.0676317563731057e-18,5.673594306681936e-22,1.4586582447541847e-27,6.056281337735758e-11,9.905026989764273e-14,5.683649147980724e-15,6.471372748996674e-09,2.5354653880117615e-10,9.328557457654984e-13,1.009637740148272e-09,2.66189280125558e-18,1.3273655783659331e-09,7.725673257699786e-15,2.758272574553926e-11,7.532140364022603e-12,8.288128990762429e-13,3.423660613002665e-15,5.0724286192507814e-15,4.3558371562514224e-20,5.1271382472245216e-12,1.7708566093300375e-14,2.1619239085755032e-14,2.5263090760064062e-20,5.9337389448547e-13,2.265289669464628e-10,2.2503352516145297e-12,8.691719095379381e-09
0.004919690557043536,0.5122782605087369,2.067902475109336e-09,4.7599463534014076e-09,1.6153196233144121e-09,1.4154400948393684e-06,0.0,0.0,1.1377770465619362e-05,3.64771979351379e-07,1.8918340244046846e-06,1.2351092654098382e-06,1.4886781137525998e-10,2.4117802893441702e-29,4.258237404949622e-21,9.647713887433182e-14,8.488887285576298e-10,0.00021413714784587854,1.9462889456982924e-16,2.428522031646448e-20,2.6574126790666504e-17,6.010300451389081e-24,2.7800019480165132e-15,1.532721921744606e-12,2.8551239584857897e-14,7.053778199880985e-13,4.163157724631911e-23,7.835649390955716e-15,5.151922480866971e-14,3.4737924195917286e-19,9.14184690296987e-13,9.002829508247727e-21,4.469172130493574e-21,6.189433703467112e-16,3.76,0.0,0.6706843030735175,0.9997239848819085,9.036708888146152e-06,1.4557675040709012e-07,0.01626654043432884,0.016485200120110573,4.2797327050883354e-05,1.4042059296559144e-14,0.00021381008043201038,3.151549192236871e-06,6.574562860135205e-08,8.12720345322001e-09,6.529566096489675e-16,6.06789956122211e-09,1.4102314794964642e-06,1.222161749852963e-06,8.606598679994206e-16,4.637447543904545e-08,5.195706619180836e-09,7.2141599627208796e-09,1.5273983081707068e-06,1.2481680450655036e-05,2.1284893984917668e-11,8.002679477595413e-13,1.585462651170403e-09,7.900343158487439e-10,1.429388656266634e-09,1.7386729537972224e-07,2.2665575808015547e-10,2.4862804098794205e-16,1.9244552240057424e-10,7.48258637890478e-14,9.971653585753831e-09,8.042640990208645e-10,1.7792333187821873e-17,1.1853023387451924e-13,1.7768817020014776e-16,1.260822893091342e-15,2.902392084620399e-11,7.758644698847984e-17,1.1605294751796343e-10,3.744149324121796e-11,1.5909901020934414e-07,2.887543389207156e-13,5.213843367297009e-10,6.768720947799641e-11,1.1775494777399989e-14,2.936946443054531e-12,1.3686206180294557e-11,2.3123478092030362e-18,1.879631317198775e-09,6.683499357535157e-11,1.0760060220599545e-07,6.027669028494095e-12,2.790912567357395e-17,1.074576714783619e-18,5.743381190342609e-22,1.4766085494828056e-27,6.080931658321428e-11,9.965460973523354e-14,5.7278405172883186e-15,6.482608917505399e-09,2.5621239459112634e-10,9.430717971889723e-13,1.0137421987608046e-09,2.6925171091476637e-18,1.3296596038211207e-09,7.791812950044119e-15,2.7895758694503617e-11,7.581194761757818e-12,8.354986964132641e-13,3.4764407414708876e-15,5.105411269865928e-15,4.4069323095798325e-20,5.1592208715242024e-12,1.7851287387955687e-14,2.1734197055333466e-14,2.5503812956984097e-20,5.971252294245772e-13,2.2795849445829425e-10,2.2713803951661393e-12,8.742398568604417e-09
0.004929934280635328,0.5122814442713112,2.0761982800692815e-09,4.781172931684821e-09,1.6241320099556796e-09,1.4233598562268366e-06,0.0,0.0,1.1417011492162728e-05,3.668143710048545e-07,1.9055239707896148e-06,1.2454344577899992e-06,1.4972883874040045e-10,2.447078005988666e-29,4.302768311097109e-21,9.71030703457239e-14,8.498647969943683e-10,0.00021503256040957374,1.9650105954158878e-16,2.4436039342565505e-20,2.679536121196854e-17,6.0503704530639986e-24,2.797329613350376e-15,1.5470972004045527e-12,2.8681266334318775e-14,7.140404734022492e-13,4.2074244111919494e-23,7.887626659832256e-15,5.16666403081344e-14,3.482370933703524e-19,9.211750229932841e-13,9.078079595424146e-21,4.524757521305832e-21,6.240065775018368e-16,3.76,0.0,0.6706502944410598,0.9997229962618275,9.099556520404042e-06,1.4593105550000183e-07,0.01629953591810621,0.016519121500403,4.279728471258675e-05,1.4070441220516879e-14,0.0002147029292591607,3.1643155239432114e-06,6.601759657721139e-08,8.160066571508786e-09,6.556589798519133e-16,6.092486879289839e-09,1.4186509822124017e-06,1.2334867593287194e-06,8.6297065120854455e-16,4.666554585722611e-08,5.224163104487993e-09,7.243529581394577e-09,1.5370269944744502e-06,1.2547932644825886e-05,2.1437428192442882e-11,8.060016537897631e-13,1.5966745213024497e-09,7.944453436483252e-10,1.438673643418488e-09,1.7471840147510106e-07,2.2825704296668665e-10,2.503845367320838e-16,1.9365886362923262e-10,7.529756732451888e-14,1.0055200918957907e-08,8.086633514490595e-10,1.791803053117799e-17,1.19363884366811e-13,1.7925797911747867e-16,1.2680732837176734e-15,2.9212247518616336e-11,7.810237387764503e-17,1.1670086317983055e-10,3.7758438127589136e-11,1.5982021524216711e-07,2.911965659106065e-13,5.234933272659019e-10,6.849415292338034e-11,1.183800064851306e-14,2.954879911101869e-12,1.3775279921584686e-11,2.327380465177492e-18,1.8952269637238823e-09,6.725307616788798e-11,1.0870870296370538e-07,6.067117823186999e-12,2.809034818404167e-17,1.0815542128431771e-18,5.813914511241923e-22,1.4947509578472922e-27,6.105644003963071e-11,1.002623956465408e-13,5.772295713699783e-15,6.493962644067926e-09,2.589009015444113e-10,9.533781268915872e-13,1.0178568928922348e-09,2.7234273524918393e-18,1.331977700662263e-09,7.858384573521194e-15,2.821225647483978e-11,7.630474575101303e-12,8.422401303046475e-13,3.5299438420653164e-15,5.138545168860339e-15,4.458548377935919e-20,5.1914381732569036e-12,1.7995195310766607e-14,2.1849620390849035e-14,2.5746521131877734e-20,6.008923749778537e-13,2.293941220430771e-10,2.2925810735932563e-12,8.793371922193819e-09
0.0049401780042271195,0.5122846278983119,2.084515087362271e-09,4.80245615798378e-09,1.632980050396822e-09,1.4313115731849902e-06,0.0,0.0,1.145632839576573e-05,3.688663276205923e-07,1.919290752360943e-06,1.2558263458767753e-06,1.5059352282566824e-10,2.4823384992533617e-29,4.347690361151265e-21,9.773184227638558e-14,8.508446199314152e-10,0.00021592987757920758,1.983880137719069e-16,2.458747852108842e-20,2.7017981935736465e-17,6.090655659585134e-24,2.8147359383619315e-15,1.5615812815440708e-12,2.8811898287770436e-14,7.227956231945405e-13,4.2521042262399206e-23,7.939881318217545e-15,5.1814394146331495e-14,3.490993181199474e-19,9.282060890839308e-13,9.153884530532438e-21,4.5810265885659905e-21,6.291048581622867e-16,3.76,0.0,0.6706162870348473,0.9997220053626314,9.16274480522561e-06,1.4628575736144575e-07,0.01633252773761117,0.016553041264069503,4.279724227672522e-05,1.4098819543805287e-14,0.00021559767227121376,3.1771134600454575e-06,6.62901172956835e-08,8.19301070095495e-09,6.583668449855693e-16,6.11713512155692e-09,1.4271053211701185e-06,1.244903542971282e-06,8.652853668294426e-16,4.6958044852975575e-08,5.252726040018848e-09,7.27297312745734e-09,1.546696758321111e-06,1.2614452070088673e-05,2.1590798809128108e-11,8.117667926573887e-13,1.6079465622842688e-09,7.98873337797417e-10,1.448001329294781e-09,1.7557488621291387e-07,2.298669075756546e-10,2.521504436220008e-16,1.9487737683069713e-10,7.577128123063426e-14,1.0139300958557395e-08,8.130790169498036e-10,1.8044401338296e-17,1.2020196923083888e-13,1.8083864558262793e-16,1.2753524366026873e-15,2.940143865383425e-11,7.862079224451299e-17,1.1735127103104968e-10,3.807815341957124e-11,1.605437906944878e-07,2.936601225731544e-13,5.256075222406559e-10,6.9310174293943e-11,1.190075865023577e-14,2.972915787741194e-12,1.3864764184926126e-11,2.342482257066204e-18,1.9109234526935806e-09,6.767291669669285e-11,1.098259437420108e-07,6.1067476105560155e-12,2.827240164067173e-17,1.0885636805175897e-18,5.885200955271446e-22,1.5130871950872172e-27,6.130418296914944e-11,1.0087364741198879e-13,5.817015649709136e-15,6.505434605135453e-09,2.616122059466219e-10,9.63775336095353e-13,1.0219818086677636e-09,2.7546255641012007e-18,1.3343200071033215e-09,7.925390035254979e-15,2.85322579672195e-11,7.679980759587217e-12,8.49037734545773e-13,3.584178587471759e-15,5.171831180382631e-15,4.510689369328057e-20,5.223790398891922e-12,1.814030123759321e-14,2.1965510204626632e-14,2.599118806192838e-20,6.046753653031809e-13,2.3083586151004707e-10,2.313938121995611e-12,8.844641312420237e-09
0.004950421727818911,0.5122878113898411,2.0928528735846484e-09,4.823796090131671e-09,1.6418638192880196e-09,1.4392953277862291e-06,0.0,0.0,1.1495721062653616e-05,3.709278821067736e-07,1.933134687254556e-06,1.2662852309894343e-06,1.5146187756385188e-10,2.5179940061091813e-29,4.392990753670589e-21,9.83634761892738e-14,8.518282028768936e-10,0.00021682909974610185,2.0028984086276154e-16,2.473953911250472e-20,2.7241994987153346e-17,6.1311569790567004e-24,2.8322215179320467e-15,1.576174794766289e-12,2.8943137753355485e-14,7.316440959230115e-13,4.2972004810578706e-23,7.992414617132546e-15,5.196248801577519e-14,3.499659330646707e-19,9.352780428310653e-13,9.230247931985952e-21,4.637986816020083e-21,6.342384263479054e-16,3.76,0.0,0.6705822808529786,0.9997210121828196,9.226275106917962e-06,1.4664085753577902e-07,0.0163655158926029,0.01658695941159064,4.2797199743234536e-05,1.4127194266096818e-14,0.0002164943098790853,3.189942955166444e-06,6.656319070583262e-08,8.226035722595638e-09,6.610802045435121e-16,6.141844201118182e-09,1.435594569519911e-06,1.2564126989220136e-06,8.676040303049411e-16,4.725197781695164e-08,5.281395578034407e-09,7.302490507498709e-09,1.5564076789502087e-06,1.2681239378977655e-05,2.174500864411207e-11,8.175634649391316e-13,1.6192789705345663e-09,8.033183256896367e-10,1.4573717356325761e-09,1.7643678612944993e-07,2.3148537988198163e-10,2.539257923295777e-16,1.9610107194506892e-10,7.624700936920765e-14,1.0223956349488524e-08,8.175111186396723e-10,1.8171447803333935e-17,1.210445036650706e-13,1.8243019383928698e-16,1.2826604571404105e-15,2.9591494599252586e-11,7.914170467710656e-17,1.1800417505003506e-10,3.8400662886808843e-11,1.6126973843425663e-07,2.961451917524306e-13,5.277269140682347e-10,7.013536518570689e-11,1.1963769398294043e-14,2.9910546626766767e-12,1.3954659873773729e-11,2.3576533365095135e-18,1.926721243685352e-09,6.80945183856702e-11,1.1095238080548541e-07,6.1465588916078764e-12,2.8455286634643754e-17,1.0956051592918742e-18,5.957247252396439e-22,1.5316189918189136e-27,6.155254456964309e-11,1.0148838496735596e-13,5.862001396687368e-15,6.517025477617545e-09,2.6434645467688795e-10,9.74264028388909e-13,1.02611693182174e-09,2.7861137856674036e-18,1.3366866614521318e-09,7.992831238244702e-15,2.8855802463733314e-11,7.729713851779968e-12,8.55892047405194e-13,3.639153734894235e-15,5.205269383471553e-15,4.563359812684816e-20,5.2562777920475856e-12,1.8286616642709324e-14,2.2081867643841728e-14,2.623783247150254e-20,6.084742345689148e-13,2.3228372455533864e-10,2.3354523792684994e-12,8.896208913144889e-09
