Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165)
1.4930502731674372e-09,0.6097053072330547,5.112953605365153e-15,6.203775278150191e-18,1.7940471083121065e-18,3.547610257558974e-18,0.0,0.0,4.470346306762385e-11,6.974147156251506e-18,4.0077395353400767e-23,4.962647437142551e-34,1.091874086826535e-22,4.297524599355018e-55,1.956469185982716e-39,2.8363675967258325e-32,8.065931329781736e-41,7.170515379672547e-15,1.0482857689683882e-53,8.350982778758302e-34,1.831456203404951e-50,5.693833267503567e-60,7.54631889464112e-31,7.548106744726694e-41,3.0752250808628384e-28,1.1260325514247574e-54,3.421551504920092e-54,4.070000902868473e-52,4.192804852646882e-83,3.473087695636303e-69,8.586586335398993e-27,8.84229919326447e-67,5.937168828819808e-53,3.7867431606170393e-65,3.76,0.0,0.7954594465517905,0.9998178669589509,6.331582032563934e-21,7.767811437395246e-54,4.2210636289728053e-07,4.2210637034699756e-07,0.00018213299633664413,2.537233281702529e-18,7.170515528946241e-15,4.47030421620306e-11,1.3734009785243136e-16,1.4146589230507923e-15,3.0807858599379e-26,4.142050311332543e-15,1.98407525924539e-18
1.529029145835735e-09,0.6097053083493903,5.237395893961069e-15,6.451842515070462e-18,1.8817081614735015e-18,3.721234943999941e-18,0.0,0.0,4.578066075795701e-11,7.314305968593792e-18,4.3137479839589677e-23,5.483304717326779e-34,1.1749491543697668e-22,4.966909786851061e-55,2.1559624662813294e-39,3.155787924264736e-32,8.895407143771184e-41,7.530951303983548e-15,1.2383337101603896e-53,9.184079922058239e-34,2.1150349304892192e-50,6.739334551199408e-60,8.209430498945429e-31,8.51976380223016e-41,3.3085447709871157e-28,1.3356256433042787e-54,3.9621637808119894e-54,4.868099562764932e-52,5.444539021624687e-83,4.334084092820709e-69,9.238229573074219e-27,1.0744332987885177e-66,7.042616687810691e-53,4.603632847844809e-65,3.76,0.0,0.7954594363789811,0.9998175719259474,6.800845020621666e-21,9.013573075868657e-54,4.322780945152934e-07,4.3227810233903007e-07,0.00018242802826242975,2.6214095124901208e-18,7.530951464625512e-15,4.578009750809584e-11,1.4403897294334415e-16,1.481625008997421e-15,3.308847139175038e-26,4.342986934052381e-15,2.0858153591088837e-18
1.5650080185040327e-09,0.6097053094657262,5.361896136673283e-15,6.704528791817599e-18,1.971467609110979e-18,3.899035661857804e-18,0.0,0.0,4.685785805742687e-11,7.662563678967316e-18,4.6350235588035265e-23,6.044810483243287e-34,1.2621397801190964e-22,5.721018301277058e-55,2.3703400785681307e-39,3.50292060509633e-32,9.78764881794699e-41,7.900147573159926e-15,1.457176053151734e-53,1.0077936326141003e-33,2.434415434089277e-50,7.945913578728422e-60,8.914384051476404e-31,9.589091656702444e-41,3.553357761918292e-28,1.577834680011568e-54,4.572202940559517e-54,5.799008287359443e-52,7.031026646271651e-83,5.382400276327557e-69,9.921989700024079e-27,1.2995551981756644e-66,8.320140999251594e-53,5.571043424021887e-65,3.76,0.0,0.795459426206172,0.9998173044714554,7.29276042231952e-21,1.0423494409594556e-53,4.4244982599430196e-07,4.424498342011399e-07,0.0001826954816769391,2.705425449209829e-18,7.900147745734415e-15,4.68571463874199e-11,1.5089735272146982e-16,1.5500448098926218e-15,3.5478913217316577e-26,4.548630366650114e-15,2.190060005310024e-18
1.6009868911723305e-09,0.6097053105820619,5.4864543299865506e-15,6.96183100777933e-18,2.063325968089478e-18,4.081014358861816e-18,0.0,0.0,4.793505499433553e-11,8.01892027696111e-18,4.9719384470298377e-23,6.6493577972260385e-34,1.3535441664330875e-22,6.56821025251557e-55,2.600322089292213e-39,3.8794915267543464e-32,1.0745778743112427e-40,8.278095551485109e-15,1.7083593297280053e-53,1.10354283555181e-33,2.793145619342705e-50,9.333873919543194e-60,9.662838178177673e-31,1.0763268979776017e-40,3.8099335145330927e-28,1.856784468345582e-54,5.258619650126537e-54,6.88108195488377e-52,9.031848459137472e-83,6.653354664898812e-69,1.063862093866562e-26,1.5649563306159833e-66,9.79150508560208e-53,6.712196138065543e-65,3.76,0.0,0.795459416033363,0.9998170620175341,7.807864134379517e-21,1.2014753550216926e-53,4.526215573343148e-07,4.526215659333271e-07,0.00018293793452074105,2.7892715369808905e-18,8.27809573656993e-15,4.793418883801412e-11,1.5791523718503363e-16,1.61991218098847e-15,3.7981763854135543e-26,4.7589770465818014e-15,2.2968051667891626e-18
1.6369657638406282e-09,0.6097053116983976,5.611070470387575e-15,7.223746277183046e-18,2.1572837549821372e-18,4.2671729826197765e-18,0.0,0.0,4.901225159433958e-11,8.383375752366897e-18,5.324864755803814e-23,7.299208425164613e-34,1.4492603936893427e-22,7.517447388579854e-55,2.846645266327405e-39,4.287293991808752e-32,1.1772997890238453e-40,8.664787061905027e-15,1.9957711017326192e-53,1.205949813224841e-33,3.195033545487085e-50,1.0925539793770238e-59,1.0456480243637304e-30,1.2049815551551992e-40,4.078540926910078e-28,2.1770064489220815e-54,6.028871826557837e-54,8.134719985848167e-52,1.1543240681701724e-82,8.187943609914581e-69,1.1388875996011557e-26,1.8766664544303315e-66,1.1480616126835523e-52,8.053230209441473e-65,3.76,0.0,0.7954594058605541,0.9998168422272197,8.346692185445869e-21,1.3805884815867817e-53,4.6279328853534017e-07,4.6279329753559166e-07,0.00018315772375743203,2.872940812866113e-18,8.66478726009151e-15,4.9011224895215516e-11,1.6509262633226107e-16,1.691221003474913e-15,4.05996028709361e-26,4.974023414143253e-15,2.406047027559094e-18
1.672944636508926e-09,0.6097053128147333,5.735744554364865e-15,7.490271924121259e-18,2.2533414860743636e-18,4.457513480618288e-18,0.0,0.0,5.00894478806973e-11,8.755930095160154e-18,5.694174530677016e-23,7.996693836591403e-34,1.5493864254593868e-22,8.57832097537048e-55,3.11006306986713e-39,4.7281898583380235e-32,1.2872586048322051e-40,9.060214375665574e-15,2.3236639658551903e-53,1.3153153484812091e-33,3.644160155290606e-50,1.2745406654021802e-59,1.1297026229693145e-30,1.3456599906733639e-40,4.359448349548631e-28,2.5434679300511367e-54,6.890948461867853e-54,9.582541950820621e-52,1.46811261133309e-82,1.0033603016174548e-68,1.2173506106017536e-26,2.241449507254316e-66,1.3413678780580635e-52,9.623489814073164e-65,3.76,0.0,0.7954593956877453,0.999816642982001,8.909780736011001e-21,1.581685298423457e-53,4.729650195973858e-07,4.729650290079335e-07,0.00018335696789824934,2.9564285731829327e-18,9.060214587558572e-15,5.008825459193421e-11,1.7242952016137773e-16,1.7639651843674669e-15,4.333500962713496e-26,5.19376591245642e-15,2.5177819817181117e-18
1.7089235091772238e-09,0.6097053139310689,5.860476578408576e-15,7.761405476630694e-18,2.3514996773681073e-18,4.652037800222995e-18,0.0,0.0,5.1166643874493e-11,9.136583295482935e-18,6.080239773502392e-23,8.744216223720171e-34,1.6540201135521976e-22,9.761080282932647e-55,3.3913456444469735e-39,5.204110675057366e-32,1.404790206657012e-40,9.464370199890723e-15,2.696680656953507e-53,1.4319467897024276e-33,4.1448923362535593e-50,1.4820299484158848e-59,1.2186220616602787e-30,1.4991846966472778e-40,4.652923600201181e-28,2.961602677747292e-54,7.853393975965468e-54,1.1249574004789242e-51,1.858461719683048e-82,1.224505267640097e-68,1.2993261070854075e-26,2.6668733723465557e-66,1.5619355845513584e-52,1.1455831827111677e-64,3.76,0.0,0.7954593855149366,0.9998164623613987,9.497666078342573e-21,1.80691299440515e-53,4.831367505204589e-07,4.831367603503528e-07,0.00018353758742306055,3.0397320725193466e-18,9.464370426108592e-15,5.116527795887777e-11,1.7992591867060935e-16,1.8381386563960106e-15,4.619056327285372e-26,5.418200987456817e-15,2.6320066275176345e-18
1.7449023818455215e-09,0.6097053150474047,5.98526653901039e-15,8.03714466004399e-18,2.4517588445863023e-18,4.850747888678811e-18,0.0,0.0,5.2243839594840156e-11,9.525335343628304e-18,6.483432459816948e-23,9.544249539299873e-34,1.7632592029063928e-22,1.1076661677319367e-54,3.691279811993559e-39,5.717058811204786e-32,1.5302384100522618e-40,9.877247663572825e-15,3.11988027430231e-53,1.5561580456988515e-33,4.7018963154509755e-50,1.71795390496596e-59,1.3125836266576763e-30,1.6664145656434579e-40,4.95923397826233e-28,3.43734289210533e-54,8.925333098469268e-54,1.316344656655762e-51,2.3420052595674334e-82,1.4885230277269868e-68,1.3848889300945776e-26,3.1613844908382466e-66,1.812893611710239e-52,1.3586955312575133e-64,3.76,0.0,0.795459375342128,0.9998162986244513,1.0110884636411699e-20,2.0585773774953017e-53,4.933084813045663e-07,4.933084915628493e-07,0.0001837013232926685,3.122850252315005e-18,9.877247904747412e-15,5.2242295024754484e-11,1.875818218581817e-16,1.9137353778945774e-15,4.916884274893576e-26,5.647325087881969e-15,2.748717760703236e-18
1.7808812545138193e-09,0.6097053161637402,6.110114432663409e-15,8.317487389801008e-18,2.5541195031773868e-18,5.053645693110143e-18,0.0,0.0,5.332103505906558e-11,9.922186230026212e-18,6.90412455563549e-23,1.039934055314245e-33,1.8772013363158538e-22,1.2536718317184515e-54,4.010669065804275e-39,6.26910858127906e-32,1.6639549861750992e-40,1.0298840302378191e-14,3.598765655142452e-53,1.6882695806089913e-33,5.320151389882875e-50,1.985511633763175e-59,1.411767430948619e-30,1.8482456511546473e-40,5.278646278672142e-28,3.9771526002799326e-54,1.011649627927649e-53,1.5354603668578643e-51,2.9385635335311614e-82,1.802632245654742e-68,1.4741137853658247e-26,3.734387538499848e-66,2.0976509584477336e-52,1.6057753774360125e-64,3.76,0.0,0.7954593651693197,0.9998161501929363,1.0749972965822231e-20,2.3391510285541877e-53,5.034802119497147e-07,5.034802226454233e-07,0.000183849753729786,3.205783496902845e-18,1.0298840559154838e-14,5.331930581645779e-11,1.9539722972232073e-16,1.9907493326920628e-15,5.227242678696337e-26,5.88113466526069e-15,2.867912367316088e-18
1.816860127182117e-09,0.6097053172800759,6.2350202558620286e-15,8.602431763879246e-18,2.658582168319848e-18,5.2607331605210926e-18,0.0,0.0,5.439823028287653e-11,1.0327135945230713e-17,7.342688033613171e-23,1.131210992717952e-33,1.9959440589772792e-22,1.415365045422094e-54,4.350333565368244e-39,6.86240736471655e-32,1.8062996870789718e-40,1.0729142042611964e-14,4.139311919867846e-53,1.8286084088027957e-33,6.004963994184726e-50,2.2881875427832784e-59,1.5163564030568299e-30,2.0456119267861605e-40,5.611426805301402e-28,4.5880624962922716e-54,1.143724562773215e-53,1.7856524409456998e-51,3.6716747614917816e-82,2.175090072883822e-68,1.5670752470542697e-26,4.396330390404248e-66,2.4199150116777104e-52,1.8913691207640288e-64,3.76,0.0,0.7954593549965114,0.9998160156361577,1.1415467753741264e-20,2.6512817039381923e-53,5.136519424559099e-07,5.136519535980745e-07,0.0001839843094307639,3.288533414965267e-18,1.0729142315649486e-14,5.4396310359233363e-11,2.0337214226125253e-16,2.0691745300037787e-15,5.550389390927459e-26,6.1196261739032004e-15,2.989587616114238e-18
1.8528389998504148e-09,0.6097053183964116,6.359984005101851e-15,8.891976054977902e-18,2.765147354926766e-18,5.472012237795672e-18,0.0,0.0,5.547542528051209e-11,1.0740184479908355e-17,7.799494888546905e-23,1.2285253308899805e-33,2.119584822851588e-22,1.5940636336561108e-54,4.711110131944419e-39,7.499176720587107e-32,1.9576402712979408e-40,1.1168147184632611e-14,4.747996213163099e-53,1.9775080897888996e-33,6.761982107542892e-50,2.6297705039469223e-59,1.6265362759964783e-30,2.25948604419339e-40,5.95784138379645e-28,5.277706257884808e-54,1.28986013802349e-53,2.0705956948202946e-51,4.569202501854755e-82,2.6153170551923804e-68,1.6638477613075458e-26,5.158794601700994e-66,2.7837105786980217e-52,2.2205203014408862e-64,3.76,0.0,0.7954593448237033,0.9998158936571553,1.2107905818830762e-20,2.997800989851285e-53,5.238236728231576e-07,5.238236844208031e-07,0.00018410628735545946,3.3711026444198902e-18,1.1168147474603278e-14,5.547330867683062e-11,2.1150655947320316e-16,2.149005004323773e-15,5.886582242898025e-26,6.3627960708919476e-15,3.1137408507481895e-18
1.8888178725187128e-09,0.6097053195127472,6.485005676879593e-15,9.186118702567766e-18,2.8738155776502993e-18,5.6874848716979725e-18,0.0,0.0,5.6552620064880313e-11,1.1161331824827673e-17,8.274917152197216e-23,1.3321542443017187e-33,2.2482209908342653e-22,1.7911663714276953e-54,5.0938522448184104e-39,8.181713497382699e-32,2.1183525296921478e-40,1.1615850385958542e-14,5.431828665395284e-53,2.1353087231258295e-33,7.597210001660449e-50,3.014373900205943e-59,1.7424955763939638e-30,2.4908800898068354e-40,6.318155373870129e-28,6.054358370661426e-54,1.4512268896119813e-53,2.3943165486219095e-51,5.66402810786304e-82,3.1340342276869538e-68,1.764505649685469e-26,6.034591637584073e-66,3.193399698098858e-52,2.5988122871897287e-64,3.76,0.0,0.7954593346508952,0.9998157830802045,1.2827824111180357e-20,3.3817332114020072e-53,5.339954030514636e-07,5.33995415113609e-07,0.00018421686322844636,3.4534946788185934e-18,1.1615850693548089e-14,5.655030079164012e-11,2.1980048135639888e-16,2.230234815317883e-15,6.236079044998096e-26,6.6106408160730925e-15,3.2403695818029603e-18
1.9247967451870103e-09,0.6097053206290828,6.6100852676930064e-15,9.484858304900066e-18,2.9845873508860884e-18,5.9071530088723635e-18,0.0,0.0,5.762981464768275e-11,1.1590577970849644e-17,8.76932690742179e-23,1.4423826301218667e-33,2.381949840732397e-22,2.0081561946137057e-54,5.499430038165417e-39,8.912390937966164e-32,2.288820311526596e-40,1.2072246644268295e-14,6.198384598557313e-53,2.3023569433371687e-33,8.5170233316218925e-50,3.4464565902224774e-59,1.864425613763505e-30,2.7408463403777837e-40,6.692633681033064e-28,6.926973489769167e-54,1.6290666181664172e-53,2.7612190689881045e-51,6.99483820043631e-82,3.7434133213136895e-68,1.8691231124237895e-26,7.037865090413184e-66,3.6537022439504846e-52,3.032413666771514e-64,3.76,0.0,0.7954593244780873,0.9998156828394834,1.3575759712241272e-20,3.8063045993137807e-53,5.441671331408325e-07,5.441671456764924e-07,0.00018431710287183998,3.535713713429228e-18,1.2072246970175905e-14,5.7627286724817945e-11,2.282539079090659e-16,2.312858047717454e-15,6.599137586698406e-26,6.863156872048596e-15,3.369471478799685e-18
1.960775617855308e-09,0.6097053217454184,6.735222774040805e-15,9.788193611051312e-18,3.097463188777564e-18,6.1310185958436504e-18,0.0,0.0,5.870700903952721e-11,1.2027922908919075e-17,9.283096301619696e-23,1.5595032229841925e-33,2.5208685690483226e-22,2.2466034706791504e-54,5.928730298452224e-39,9.693659779741875e-32,2.4694355507575618e-40,1.253733128046111e-14,7.0558380010489325e-53,2.479005914830679e-33,9.528184571504898e-50,3.9308448161873795e-59,1.992520469923506e-30,3.010478017374793e-40,7.0815407677654975e-28,7.905227369388988e-54,1.8246951942060352e-53,3.1761124013381203e-51,8.60701809184168e-82,4.4572410545102175e-68,1.977774231542061e-26,8.184199126820082e-66,4.169717337998126e-52,3.5281264640742204e-64,3.76,0.0,0.7954593143052795,0.9998155919687988,1.4352249834761378e-20,4.274952717228789e-53,5.543388630912689e-07,5.543388761094531e-07,0.0001844079724786888,3.617764509269502e-18,1.2537331625399417e-14,5.870426649639882e-11,2.3686683912943068e-16,2.396868811213691e-15,6.976015636552056e-26,7.120340704168836e-15,3.5010443622337475e-18
1.9967544905236054e-09,0.609705322861754,6.860418192422599e-15,1.0096123513067333e-17,3.212443605220121e-18,6.35908357901724e-18,0.0,0.0,5.978420325002992e-11,1.247336663005673e-17,9.816597559491325e-23,1.6838167115333516e-33,2.6650742945713973e-22,2.5081693293557628e-54,6.382656462316679e-39,1.0528049350105113e-31,2.66059829250295e-40,1.3011099921914989e-14,8.012996295564609e-53,2.665615326821369e-33,1.0637858796584251e-49,4.472755080685951e-59,2.1269769885417815e-30,3.3009100402583415e-40,7.485140664134585e-28,8.999559390306928e-54,2.039505416118985e-53,3.6442396388243974e-51,1.0553663118444968e-81,5.29109853589624e-68,2.0905329737969984e-26,9.490733412499674e-66,4.746945584562029e-52,4.093437289207034e-64,3.76,0.0,0.795459304132472,0.9998155095922738,1.5157831822721297e-20,4.791336152536158e-53,5.645105929027774e-07,5.645106064124911e-07,0.00018449034792590268,3.699652273467556e-18,1.3011100286610047e-14,5.978124012539834e-11,2.4563927501571965e-16,2.482261240352602e-15,7.366970942196225e-26,7.382188780525723e-15,3.63508619571261e-18
2.032733363191903e-09,0.6097053239780896,6.985671519338826e-15,1.0408647038257551e-17,3.3295291138651664e-18,6.591349904679292e-18,0.0,0.0,6.086139728790832e-11,1.2926909125352265e-17,1.0370202995123834e-22,1.815631856734023e-33,2.814664061780805e-22,2.7946090531980596e-54,6.862128614867974e-39,1.1418168657222176e-31,2.8627167196748493e-40,1.3493548486053204e-14,9.079336424340662e-53,2.862551388258513e-33,1.1853629813969363e-49,5.0778180188838665e-59,2.2679947647986694e-30,3.6133197786585706e-40,7.9036969778658755e-28,1.0221216715839511e-53,2.2749699209020304e-53,4.1713081752617876e-51,1.2896720939330062e-81,6.262556857930822e-68,2.2074731934837117e-26,1.0976284767259037e-65,5.3913121428108155e-52,4.736571545567966e-64,3.76,0.0,0.7954592939596645,0.9998154349159054,1.5993043151271597e-20,5.3593444736452775e-53,5.746823225753621e-07,5.746823365856064e-07,0.00018456502321659846,3.7813825544271175e-18,1.3493548871244505e-14,6.085820762990569e-11,2.5457121556615915e-16,2.5690294944305043e-15,7.772261230353846e-26,7.648697571946257e-15,3.7715950782443716e-18
2.0687122358602005e-09,0.6097053250944252,7.110982751290705e-15,1.07257633416801e-17,3.4487202281240194e-18,6.827819518996862e-18,0.0,0.0,6.193859116106502e-11,1.3388550385957764e-17,1.0944285023416163e-22,1.9552656119288564e-33,2.9697348440633946e-22,3.107775527934495e-54,7.368083488355951e-39,1.2366707476189177e-31,3.0762071797543463e-40,1.3984673164307616e-14,1.026504227599931e-52,3.0701868227566133e-33,1.3183516643514617e-49,5.752103292675819e-59,2.4157761351580777e-30,3.9489278034786735e-40,8.337472903880895e-28,1.1582300106391903e-53,2.5326441476436933e-53,4.7635215900122917e-51,1.5708279034678154e-81,7.391390017291075e-68,2.3286686350881453e-26,1.2661475807780716e-65,6.109190651047658e-52,5.466550814405597e-64,3.76,0.0,0.7954592837868572,0.999815367219911,1.6858421426670976e-20,5.983108456615834e-53,5.848540521090268e-07,5.848540666287992e-07,0.00018463271813333462,3.8629611503762194e-18,1.3984673570748072e-14,6.193516902716795e-11,2.6366266077897603e-16,2.6571677573900684e-15,8.192144206835314e-26,7.919863551986494e-15,3.910569236717583e-18
2.104691108528498e-09,0.6097053262107606,7.23635188478018e-15,1.1047471698849325e-17,3.570017461171646e-18,7.068494368018036e-18,0.0,0.0,6.30157848766639e-11,1.3858290403081918e-17,1.1539216170860855e-22,2.1030432446309168e-33,3.130383546751498e-22,3.449622752531633e-54,7.90147446116213e-39,1.3376437430613384e-31,3.3014942116903937e-40,1.4484470406547733e-14,1.1581043478214372e-52,3.288900863530305e-33,1.4635990350840299e-49,6.502145533813645e-59,2.5705261672373478e-30,4.308998636944318e-40,8.786731233315291e-28,1.3095811422932692e-53,2.8141693537310327e-53,5.427613113467454e-51,1.9072012897534107e-81,8.699806355373902e-68,2.4541929357947465e-26,1.4568870840446832e-65,6.907428017621039e-52,6.293253540960716e-64,3.76,0.0,0.7954592736140499,0.9998153058517905,1.7754504386225425e-20,6.667010584047271e-53,5.950257815037748e-07,5.950257965420692e-07,0.00018469408517600162,3.9443940299790365e-18,1.4484470835003672e-14,6.301212433366626e-11,2.729136106523967e-16,2.746670237716867e-15,8.626877556540193e-26,8.195683196925863e-15,4.052007018603857e-18
2.1406699811967956e-09,0.6097053273270963,7.361778916309877e-15,1.137377149868974e-17,3.693421325950249e-18,7.31337639767206e-18,0.0,0.0,6.40929784411994e-11,1.4336129167984742e-17,1.2155369085702714e-22,2.259298460036633e-33,3.2967070099863595e-22,3.8222094088894654e-54,8.46327155706957e-39,1.4450213069657506e-31,3.539010572906199e-40,1.499293690602831e-14,1.3039055580410268e-52,3.5190792483331966e-33,1.6219991234300595e-49,7.334971363408894e-59,2.732452649767719e-30,4.694841501617439e-40,9.251734362034117e-28,1.4775702849673812e-53,3.12127568375931e-53,6.170880722430998e-51,2.3084811759158063e-81,1.0212699771813636e-67,2.584119627853946e-26,1.6723119271464256e-65,7.79337009304345e-52,7.227479148849832e-64,3.76,0.0,0.7954592634412427,0.9998152502200374,1.868182989822833e-20,7.415695819121421e-53,6.051975107596095e-07,6.051975263254168e-07,0.00018474971585118893,4.025687263789992e-18,1.4992937357279467e-14,6.408907356518498e-11,2.8232406518464796e-16,2.8375311683364197e-15,9.076718943458898e-26,8.476152985761842e-15,4.195906884907315e-18
2.176648853865093e-09,0.6097053284434317,7.487263842383056e-15,1.1704662236754074e-17,3.818932335172687e-18,7.562467553769452e-18,0.0,0.0,6.517017186055879e-11,1.4822066671972755e-17,1.2793116547495955e-22,2.4243735262455315e-33,3.4688020114133353e-22,4.227702491085974e-54,9.054461444772646e-39,1.5590972940584035e-31,3.789197266398128e-40,1.5510069584894363e-14,1.4651621650691724e-52,3.761114214400649e-33,1.7944946367732905e-49,8.258127515586325e-59,2.9017660826379413e-30,5.107811068390942e-40,9.732744298662085e-28,1.6636927866245995e-53,3.4557852911226577e-53,7.001223915360235e-51,2.785860012590713e-81,1.1957922025270206e-67,2.71852214081445e-26,1.915110680642716e-65,8.774888237872166e-52,8.281015711939391e-64,3.76,0.0,0.7954592532684359,0.9998151997884372,1.9640935961901463e-20,8.234082657682505e-53,6.153692398765343e-07,6.153692559788416e-07,0.00018480014637362228,4.106846965425788e-18,1.551007005973389e-14,6.516601673687439e-11,2.918940243739565e-16,2.9297448065117057e-15,9.541926010674391e-26,8.761269400204904e-15,4.3422674033784744e-18
2.2486065992016887e-09,0.6097053306761026,7.738407364175895e-15,1.2380215004313037e-17,4.076277836672943e-18,8.073285027943471e-18,0.0,0.0,6.73245582845855e-11,1.581823786263838e-17,1.4134886938592843e-22,2.782395865373843e-33,3.8306934415932797e-22,5.1466398112956464e-54,1.0329049493871785e-38,1.8085625950515996e-31,4.329387053391275e-40,1.6570322231274896e-14,1.83949888829543e-52,4.282355306373509e-33,2.185797022189942e-49,1.0408397924497443e-58,3.263409295722212e-30,6.0207807118418885e-40,1.07438307377338e-27,2.0968521900624057e-53,4.2147822261880955e-53,8.957979878147795e-51,4.022506962551255e-81,1.627340106358291e-67,3.0010478462953413e-26,2.4948007948668e-65,1.1058933828993185e-51,1.0798558661153434e-63,3.76,0.0,0.7954592329228224,0.9998151126279655,2.1656642395441454e-20,1.0101071784337975e-52,6.357126976936644e-07,6.357127148959233e-07,0.00018488730468970473,4.268790164231282e-18,1.65703227557242e-14,6.73198849585189e-11,3.115124567166523e-16,3.1182073556582523e-15,1.0519467653800536e-25,9.345428046291447e-15,4.642365162942226e-18
2.3133685700046246e-09,0.6097053326855065,7.964634498060695e-15,1.3003910401444657e-17,4.315100360972846e-18,8.547435485080603e-18,0.0,0.0,6.92635056182338e-11,1.6742489535503252e-17,1.542007635924506e-22,3.138393339664933e-33,4.1771040692724203e-22,6.110312060559608e-54,1.1586941134534252e-38,2.0591136716874344e-31,4.863484325727502e-40,1.75541612748065e-14,2.2436923923430238e-52,4.796089615412194e-33,2.5966935159238312e-49,1.2739989940382738e-58,3.6163184540620755e-30,6.9497736890080335e-40,1.1711172615472473e-27,2.5659538072411616e-53,5.011875774578937e-53,1.1109824499313406e-50,5.54657751266509e-81,2.13028435026707e-67,3.2713629027511406e-26,3.1422733089158534e-65,1.353216263875844e-51,1.3613501482253796e-63,3.76,0.0,0.7954592146117706,0.9998150475483942,2.358486755917445e-20,1.2075091417756956e-52,6.540218092540355e-07,6.540218274769615e-07,0.00018495238232085756,4.414142958788213e-18,1.755416184675156e-14,6.925834577428534e-11,3.2971455173442593e-16,3.2923927932904928e-15,1.1454390006629918e-25,9.887027047248868e-15,4.920856169143655e-18
2.3781305408075606e-09,0.6097053346949102,8.191049155910603e-15,1.3642476807835195e-17,4.560757996826836e-18,9.035253767724346e-18,0.0,0.0,7.1202452550794e-11,1.7692980989510552e-17,1.6781036472389217e-22,3.528695056566451e-33,4.543716961832409e-22,7.219649137563104e-54,1.295617084420549e-38,2.3363328322898027e-31,5.445871702165502e-40,1.8566039924880174e-14,2.721721615990876e-52,5.3546358500535456e-33,3.0703381799574853e-49,1.5508612523491005e-58,3.9965579033826845e-30,7.989881143399524e-40,1.2734434362863691e-27,3.1222172135430974e-53,5.9306407101101345e-53,1.3698407845182335e-50,7.58428662455543e-81,2.7687244135687206e-67,3.55731711045518e-26,3.9322474339964394e-65,1.646449855286515e-51,1.7051495835517295e-63,3.76,0.0,0.7954591963007193,0.9998149930073029,2.5624434652312593e-20,1.4365167868635594e-52,6.723309203643765e-07,6.723309396370504e-07,0.00018500692147200304,4.55915560987722e-18,1.8566040547099085e-14,7.11967871683201e-11,3.484334418134891e-16,3.4708727939753125e-15,1.2443103073439047e-25,1.0443626522254823e-14,5.207301633626247e-18
2.4428925116104965e-09,0.609705336704314,8.417651317351414e-15,1.4295914346586042e-17,4.8132537264761534e-18,9.536751219562119e-18,0.0,0.0,7.314139910101397e-11,1.866971217515458e-17,1.8219947136467874e-22,3.955623861919331e-33,4.931094566211534e-22,8.491705406692591e-54,1.4443094723626908e-38,2.6422515359054708e-31,6.079422853799789e-40,1.9605946816538196e-14,3.2844959541821876e-52,5.960515883593771e-33,3.614233380361514e-49,1.8781220379905777e-58,4.4054520230178804e-30,9.150745081275639e-40,1.3815130909957314e-27,3.7787222720024302e-53,6.985461409693585e-53,1.679705617823802e-50,1.0288343402003974e-80,3.574085636551113e-67,3.859335246433949e-26,4.8907914165201945e-65,1.9924690997749683e-51,2.122737591703064e-63,3.76,0.0,0.7954591779896684,0.9998149472972938,2.777848601299309e-20,1.701143721804989e-52,6.906400310246986e-07,6.906400513761898e-07,0.00018505262954079016,4.703860318244841e-18,1.96059474918871e-14,7.313520921242841e-11,3.6766912694350155e-16,3.653614732728187e-15,1.3487108672931464e-25,1.101520605016662e-14,5.501696272379299e-18
2.5076544824134324e-09,0.6097053387137175,8.644440962013347e-15,1.4964223818006615e-17,5.072590529972723e-18,1.0051939183042338e-17,0.0,0.0,7.50803452845988e-11,1.9672683043162875e-17,1.9738990168642967e-22,4.4216030613296375e-33,5.339798837392711e-22,9.944982432185212e-54,1.605424361606098e-38,2.9789978231572183e-31,6.767100191693592e-40,2.0673872041210253e-14,3.9441773191536674e-52,6.61631941618063e-33,4.236545029954839e-49,2.2632888768358244e-58,4.844352881160313e-30,1.0442543942988488e-39,1.4954773615693678e-27,4.550070946279697e-53,8.191955476398075e-53,2.0488987409035057e-50,1.3851167921430916e-80,4.5839734614390963e-67,4.177841146792837e-26,6.047830751319739e-65,2.3989453760428322e-51,2.6273145624060073e-63,3.76,0.0,0.7954591596786179,0.9998149089881181,3.0050165349344894e-20,2.0057888742158352e-52,7.089491412350118e-07,7.089491626943802e-07,0.0001850909367762955,4.848287421703815e-18,2.0673872772623323e-14,7.507361197509739e-11,3.874216071141232e-16,3.840586232024298e-15,1.458790840446795e-25,1.1601745237997352e-14,5.804035479603744e-18
