Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45)
1.79748610733655e-05,0.7615314519740909,2.1454373045329133e-05,6.5291604223644705e-06,2.986981608940957e-06,0.0002397011675381376,0.0,0.0,0.00010778068263650567,4.643478037405755e-07,0.0001334891167133087,7.69955905233242e-06,3.2194357241131725e-06,7.771539740257385e-17,1.7894600168913542e-12,7.497848503979346e-09,4.259835818949926e-06,0.0002999064575268192,1.7085408961811975e-09,7.878711413986831e-12,3.4217830388789165e-13,5.648382852542094e-16,4.503881110243502e-10,3.743650221268979e-10,1.5708577933425743e-10,1.429441564715852e-09,7.568123973745232e-16,6.21097762310008e-11,2.3023069242642272e-10,7.451369487017301e-13,1.3963640554341361e-09,2.1001992453946067e-14,1.8995889619457566e-14,1.9480907801014276e-11,3.76,0.0,0.5383526622397987,0.998647352494629,0.0001855946465980433,1.1496792220674856e-05,0.23415412155269996,0.2351710340334647,0.0007876756182440757,2.1624655096525183e-11,0.00025633884718142825,0.00012620239315808279,0.00024983206258687835,7.330454872427573e-09,9.571293626631928e-10,1.5951572803050587e-06,2.1008902229916854e-06,5.0914720621784774e-06,3.860673470065743e-10,5.330419857543522e-05,2.430859474909031e-06,3.718525179959747e-06,0.00013282791748387736,0.0003214531375100056,3.109595760803837e-06,3.0438365583776154e-07,7.046761326026324e-06,5.908971833348399e-07,5.2959861019591846e-05,3.3523475885131524e-06,1.1298522864608437e-08,1.8815243996489766e-13,1.6439009068946558e-08,1.7529603344612814e-10,9.310378575116706e-06,2.3633441065970684e-09,2.6556043464762153e-14,7.55295360585431e-10,2.1341966011347058e-08,5.218115522216041e-11,1.1159908984148423e-08,8.914007919652885e-13,1.5839508431542535e-07,8.346224589074692e-09,1.7246950421086621e-07,9.747833084912124e-13,1.1904265251629359e-09,8.708618655750942e-09,2.3314058714852275e-10,1.4697054406337405e-09,2.7444605328449693e-07,1.2968173625133303e-13,1.353090197647756e-07,1.2858847024753293e-08,4.967742179110103e-07,6.054889139126195e-09,3.4279663331965894e-14,9.705313683276422e-15,9.710009326458967e-16,8.476270179634643e-19,3.965914181449572e-10,4.686764703863643e-13,6.6952562439573084e-12,4.84190401736481e-06
1.8152677595651573e-05,0.7617878456076563,2.190545054884681e-05,6.647175585710518e-06,3.0584410634344866e-06,0.0002464355587114042,0.0,0.0,0.00011099630218238486,4.845267851258424e-07,0.00013845518653343467,7.980495534368122e-06,3.311854822019198e-06,8.312171967687105e-17,1.8744399701226586e-12,7.693361062576782e-09,4.368803575709573e-06,0.0003065672935571159,1.7846161419215852e-09,8.0964185220104e-12,3.648363288099577e-13,5.94320171936063e-16,4.604141324715131e-10,3.929136316060575e-10,1.6358289625214906e-10,1.5032160851733201e-09,8.099538738739167e-16,6.531744683234452e-11,2.417851672053924e-10,7.836598585023295e-13,1.4445846330012265e-09,2.2156292091778077e-14,2.005393229607144e-14,2.0639829793740984e-11,3.76,0.0,0.5364165027489833,0.9986322628490008,0.00019123856180310142,1.1791745752390176e-05,0.2360598138323817,0.23709993892066467,0.0007876636900676227,2.1792985739408456e-11,0.00026162440966299695,0.00012849518609551002,0.00025455714875093673,7.461027493985506e-09,9.753352192922983e-10,1.6241843519731698e-06,2.1828694539873392e-06,5.325836115820351e-06,3.9064312750006176e-10,5.4521073005348174e-05,2.499329985232955e-06,3.7865053129244474e-06,0.000137719349695273,0.0003304055736388099,3.2064450565541703e-06,3.1388513725534544e-07,7.263256846522404e-06,6.080678685403192e-07,5.4624042324694406e-05,3.5063229103423954e-06,1.1641686705990512e-08,1.9386620317656718e-13,1.7045902423432086e-08,1.8175365952158457e-10,9.66972195369034e-06,2.429397312124147e-09,2.7362412007681783e-14,7.765699619860767e-10,2.214546063265045e-08,5.3967654032014467e-11,1.1506643115111963e-08,9.194612870757609e-13,1.6301037965391706e-07,8.609132303086474e-09,1.8216241548855175e-07,1.0051369042790761e-12,1.211669274579506e-09,9.293576615999932e-09,2.3963907320302956e-10,1.52595757765187e-09,2.830398696409139e-07,1.3369542660388378e-13,1.4068438900268705e-07,1.3147154817246431e-08,5.232071993464923e-07,6.273957800380195e-09,3.516216688825807e-14,9.954985984762886e-15,1.021748841275907e-15,9.027498040157931e-19,4.0370067274675993e-10,4.864434758806102e-13,6.9934645999328584e-12,4.867006919472335e-06
1.8330494117937646e-05,0.7620433701699285,2.23628723629522e-05,6.766775654389069e-06,3.1312268255234303e-06,0.00025329932020130754,0.0,0.0,0.00011428255783846608,5.054952531330495e-07,0.00014356260611229942,8.269310538844661e-06,3.4062563488470032e-06,8.88646454950043e-17,1.9628586302346295e-12,7.892650389229886e-09,4.480330158951297e-06,0.00031332390582419317,1.8634591376689525e-09,8.317765841555318e-12,3.887679905294036e-13,6.252867511464632e-16,4.706434050255431e-10,4.123108009997044e-10,1.7035539605405636e-10,1.5801168097328413e-09,8.667149850843644e-16,6.869064710497972e-11,2.539332992965716e-10,8.240964166941858e-13,1.4941717683329732e-09,2.3368241888810926e-14,2.1165883105854622e-14,2.1861891349699986e-11,3.76,0.0,0.5344870533716788,0.9986168724947133,0.00019701029175106042,1.2093904812289584e-05,0.23795827481853513,0.23902196691458905,0.0007876515250006946,2.1960549312871794e-11,0.00026697483172260584,0.000130808973222927,0.0002593220306721082,7.592733520477768e-09,9.936953584916415e-10,1.6534788542636152e-06,2.2674205439703997e-06,5.568678019138905e-06,3.952445151455516e-10,5.575680834193043e-05,2.569206386582493e-06,3.855118162010022e-06,0.00014274868120788876,0.0003395197018788162,3.3055673630894713e-06,3.236098338636525e-07,7.484708347533362e-06,6.255906830716654e-07,5.632449312073632e-05,3.6670013357484795e-06,1.1992565352676234e-08,1.9970840512332172e-13,1.766983268717673e-08,1.8839223607053362e-10,1.003937610069477e-05,2.4967900677791616e-09,2.8186905474035328e-14,7.982898735527568e-10,2.297171292596112e-08,5.5801642152346825e-11,1.186078523179204e-08,9.481465646837453e-13,1.677210680718437e-07,8.879382298957603e-09,1.9231331416110994e-07,1.036326923775876e-12,1.2330978104492544e-09,9.915051629672072e-09,2.462550238720828e-10,1.5844127019586234e-09,2.918263198845931e-07,1.3779736504523424e-13,1.4621847169189482e-07,1.3439954574362209e-08,5.507775192833592e-07,6.498801983283043e-09,3.606136404422164e-14,1.0209379406903533e-14,1.0746950184759539e-15,9.610193773165013e-19,4.1087272345996495e-10,5.049003766635323e-13,7.30275536732535e-12,4.891696751744475e-06
1.8508310640223718e-05,0.7622980294336273,2.2826704795358822e-05,6.887982460159976e-06,3.2053609530179795e-06,0.0002602940227192599,0.0,0.0,0.00011764040917767126,5.272812408397282e-07,0.00014881438351319995,8.56616856973372e-06,3.502673092857326e-06,9.496317978787108e-17,2.054836459202571e-12,8.095774206469438e-09,4.594455852364059e-06,0.0003201773506387785,1.9451519770412202e-09,8.542773018962494e-12,4.140327586405998e-13,6.578080465123275e-16,4.8107924182129e-10,4.325928646958369e-10,1.774140855993197e-10,1.6602504984234917e-09,9.273331077227117e-16,7.223746471639606e-11,2.667042218011436e-10,8.665324155581349e-13,1.5451589670004144e-09,2.4640407767318476e-14,2.23342167336638e-14,2.3150214612127705e-11,3.76,0.0,0.5325642878049933,0.9986011767302917,0.00020291203834979906,1.2403430266505233e-05,0.23984952422107522,0.24093714199967795,0.0007876391189795764,2.212734775789006e-11,0.00027239070563473317,0.00013314380607250584,0.00026412660005339174,7.725575002388032e-09,1.012209358849761e-09,1.6830415070545141e-06,2.3546008485449988e-06,5.8202264260341605e-06,3.998719629713617e-10,5.701163895585529e-05,2.640508311006195e-06,3.924365642703682e-06,0.00014791880354017318,0.0003487969758162202,3.4070029313985564e-06,3.335616925855098e-07,7.71120079517827e-06,6.434704002251629e-07,5.806169576114536e-05,3.834632107402259e-06,1.2351287645320342e-08,2.0568119062594708e-13,1.8311151875669718e-08,1.9521549694894187e-10,1.0419546626688183e-05,2.5655406485475647e-09,2.9029826532068395e-14,8.204622130065757e-10,2.3821170823992146e-08,5.768400794330571e-11,1.2222429947782722e-08,9.774660977168707e-13,1.7252847046706668e-07,9.157221456107143e-09,2.02940231940227e-07,1.0683813542101083e-12,1.2547125238519108e-09,1.0575121734371764e-08,2.5298949581150114e-10,1.645166776254161e-09,3.0080846528253366e-07,1.4198891230136004e-13,1.519145112369689e-07,1.373730340503689e-08,5.795231781355528e-07,6.7295259513808415e-09,3.6977503257013274e-14,1.0468564245045756e-14,1.1299176135712813e-15,1.0225936269970269e-18,4.181077223078196e-10,5.240770555619459e-13,7.623477234692533e-12,4.915974350529357e-06
1.868612716250979e-05,0.7625518271676669,2.3297014517729738e-05,7.01081771650739e-06,3.2808658591360523e-06,0.0002674212522297486,0.0,0.0,0.00012107081984588025,5.499136875438894e-07,0.00015421357657659378,8.871236761847297e-06,3.6011384901940555e-06,1.0143690857966557e-16,2.1504957395354913e-12,8.302790327942834e-09,4.711221300440553e-06,0.0003271287023518418,2.029778794513275e-09,8.771459538221063e-12,4.406923688478955e-13,6.919568799199494e-16,4.917249692305393e-10,4.5379759793730875e-10,1.847701474008613e-10,1.7437268432808888e-09,9.920603751624138e-16,7.596634261836045e-11,2.801283478326441e-10,9.110570028483626e-13,1.597580511566623e-09,2.597545267729383e-14,2.356150848148479e-14,2.4508058838404637e-11,3.76,0.0,0.5306481798193399,0.998585170786265,0.0002089460379980209,1.272048526165922e-05,0.24173358158844202,0.242845488071069,0.0007876264684525607,2.229338419601446e-11,0.0002778726376548569,0.0001354997350064845,0.0002689707496530599,7.85955391929186e-09,1.030876802989322e-09,1.7128730173586272e-06,2.4444683798283337e-06,6.0807142695589325e-06,4.045259304267925e-10,5.828580283421356e-05,2.7132555331828146e-06,3.994249648008144e-06,0.00015323265379655338,0.00035823885174613964,3.5107925979626204e-06,3.4374471616592813e-07,7.942820320214464e-06,6.61711829078569e-07,5.983613553661693e-05,4.009471578705634e-06,1.2717984135131676e-08,2.1178673300593052e-13,1.8970217397658848e-08,2.0222723320156123e-10,1.0810442062750529e-05,2.6356674469999787e-09,2.989148185624202e-14,8.430941959627503e-10,2.4694287094260726e-08,5.961564905646726e-11,1.259167238813908e-08,1.0074294843367967e-12,1.7743391821596743e-07,9.442906852264852e-09,2.1406179322018012e-07,1.1013293360942693e-12,1.2765137959757011e-09,1.1275970122039437e-08,2.598435476531805e-10,1.7083198527305121e-09,3.099894095388692e-07,1.4627144761488973e-13,1.5777579640715396e-07,1.4039259121851825e-08,6.094831127115373e-07,6.966235503901168e-09,3.791083894780893e-14,1.0732611643961198e-14,1.1874970862672021e-15,1.087637417236838e-18,4.254058187360252e-10,5.440046587904439e-13,7.955988560828507e-12,4.93984055734236e-06
1.8863943684795863e-05,0.762804767137361,2.377386859695386e-05,7.135302695328082e-06,3.3577642699759757e-06,0.00027468261011381,0.0,0.0,0.0001245747577066444,5.73422464029334e-07,0.00015976329403215084,9.184684931009848e-06,3.7016864808557084e-06,1.0830640188055812e-16,2.2499623884260368e-12,8.513757085732532e-09,4.830667503553076e-06,0.00033417905373261096,2.117425820075229e-09,9.003844728090825e-12,4.688108944116194e-13,7.278090778216271e-16,5.025839304403453e-10,4.759642692189653e-10,1.924351507362576e-10,1.8306585371563721e-09,1.0611645231697364e-15,7.988609262187329e-11,2.9423741908629955e-10,9.577627869416898e-13,1.6514714266292564e-09,2.7376139747854634e-14,2.4850439044211283e-14,2.5938825648692126e-11,3.76,0.0,0.5287387032583029,0.9985688498246762,0.00021511456202299707,1.3045235241195069e-05,0.24361046630659308,0.24474702893498748,0.0007876135697796826,2.2458662044004615e-11,0.00028342124827885647,0.00013787680889495706,0.00027385437330957897,7.994672161650273e-09,1.0496972776599456e-09,1.742974075363272e-06,2.5370818030699115e-06,6.350378808750011e-06,4.092068834204466e-10,5.957954160260434e-05,2.787467992490191e-06,4.0647720399409125e-06,0.00015869321541610683,0.0003678467885467473,3.6169777831100353e-06,3.5416296643317604e-07,8.179654264757742e-06,6.803198164687033e-07,6.16483008465857e-05,4.191783352358249e-06,1.3092787158175485e-08,2.1802723528543661e-13,1.9647392145343713e-08,2.0943129400215476e-10,1.121227391927548e-05,2.70718900173706e-09,3.077218231168819e-14,8.661930953877069e-10,2.5591520026261798e-08,6.159747175397711e-11,1.2968608224889249e-08,1.0380464538264107e-12,1.824387550612e-07,9.736706132448426e-09,2.2569723162353502e-07,1.1352012041485813e-12,1.2985019952487418e-09,1.2019889777904557e-08,2.668182399150193e-10,1.7739762155887618e-09,3.1937230053278284e-07,1.5064636942270283e-13,1.638056620108209e-07,1.4345880212761398e-08,6.40697212163396e-07,7.209038014498934e-09,3.8861619958122924e-14,1.1001592015179239e-14,1.2475162702046367e-15,1.156322899983519e-18,4.3276715871148867e-10,5.647156390337991e-13,8.30065763190436e-12,4.963296219918967e-06
1.9041760207081936e-05,0.7630568531045893,2.4257334361650636e-05,7.261459023167662e-06,3.4360792480621215e-06,0.0002820797132511027,0.0,0.0,0.00012815319462155652,5.978383990319176e-07,0.00016546669608855986,9.506685589654526e-06,3.8043512406278705e-06,1.1559380773632685e-16,2.3533677530149643e-12,8.72873335511621e-09,4.9528358176308905e-06,0.0003413295157625969,2.208181409578546e-09,9.23994776793513e-12,4.984548193051685e-13,7.65443835356811e-16,5.136595267831444e-10,4.991336931809026e-10,2.0042106217669878e-10,1.9211613425476143e-09,1.1349298940258584e-15,8.400590929744771e-11,3.090645554924406e-10,1.0067459470013455e-12,1.7068675080480248e-09,2.884534144046892e-14,2.6203798051241295e-14,2.744606452343673e-11,3.76,0.0,0.5268358320383184,0.9985522089390011,0.0002214199171744751,1.3377847961693205e-05,0.2454801975994391,0.24664178830913303,0.000787600418684623,2.2623183002267813e-11,0.00028903717246699226,0.000140275074983097,0.0002787773659691924,8.130931522674475e-09,1.0686703738408498e-09,1.7733453527266901e-06,2.632500433442489e-06,6.629461672989769e-06,4.139152943704545e-10,6.0893100553411756e-05,2.863165778542426e-06,4.135934644830192e-06,0.0001643035183194502,0.0003776222475499273,3.7256004548210275e-06,3.648205603526286e-07,8.4217911277458e-06,6.992992464687198e-07,6.349868276355657e-05,4.3818384236778265e-06,1.347583074298106e-08,2.2440492860090744e-13,2.0343044547436517e-08,2.168315871218397e-10,1.1625256724110054e-05,2.7801239827681683e-09,3.16722427440321e-14,8.897662587494349e-10,2.651333234351199e-08,6.363038723143732e-11,1.3353333580199959e-08,1.0693268621693804e-12,1.8754433581477902e-07,1.0038897871524849e-08,2.3786640776071488e-07,1.1700285274549185e-12,1.320677476035493e-09,1.2809288290637776e-08,2.73914634907596e-10,1.8422445393168805e-09,3.289603284926308e-07,1.551150942537948e-13,1.7000748949714851e-07,1.4657225827265014e-08,6.732063342707522e-07,7.458042470180203e-09,3.9830095887260475e-14,1.1275576479063122e-14,1.3100604356701617e-15,1.228829815485169e-18,4.4019188415340657e-10,5.862438037994111e-13,8.657862952142764e-12,4.9863421932914675e-06
1.9219576729368008e-05,0.7633080888278502,2.4747479304278232e-05,7.389309114407332e-06,3.51583424711208e-06,0.00028961419403570867,0.0,0.0,0.00013180710596414673,6.231933058662068e-07,0.00017132699465850657,9.83741395920935e-06,3.909167299795156e-06,1.233219699954307e-16,2.460846267244346e-12,8.947778957713737e-09,5.077767953232048e-06,0.0003485812174757787,2.3021360764611774e-09,9.47978768976736e-12,5.296931136106858e-13,8.049436746360091e-16,5.249552265135017e-10,5.233482847909297e-10,2.0874025576941517e-10,2.0153541596023106e-09,1.21365836635405e-15,8.833538442527655e-11,3.24644306280579e-10,1.0581063505404694e-12,1.7638053863102373e-09,3.0386037141221044e-14,2.7624486768232858e-14,2.9033478351186667e-11,3.76,0.0,0.5249395401481429,0.9985352431526678,0.0002278644462302218,1.3718493509322073e-05,0.24734279452918578,0.24852978982306628,0.0007875870114504574,2.2786950056667346e-11,0.00029472105986306065,0.00014269457895019075,0.000283739623714135,8.268333701809701e-09,1.0877956868504248e-09,1.8039875032648116e-06,2.7307842331163083e-06,6.918208903204066e-06,4.1865164225824605e-10,6.222672867334939e-05,2.9403691020442212e-06,4.2077392542562155e-06,0.00017006663906798082,0.00038756669242591944,3.8367031321536424e-06,3.757216667299408e-07,8.669320519363925e-06,7.186550328445153e-07,6.538777465527344e-05,4.579915325238848e-06,1.3867250531163945e-08,2.309220709892853e-13,2.105754858656748e-08,2.2443207913059242e-10,1.2049608057146407e-05,2.8544911580455347e-09,3.2591981780067573e-14,9.13821163841953e-10,2.746019016403918e-08,6.571531736685814e-11,1.3745944947082123e-08,1.1012806885443104e-12,1.9275202442071813e-07,1.0349771948036952e-08,2.5058982641060724e-07,1.2058441513765194e-12,1.343040579131168e-09,1.3646692847576426e-08,2.811337966501263e-10,1.9132380469579843e-09,3.38756724567981e-07,1.596790563429076e-13,1.7638470745898576e-07,1.4973355795847367e-08,7.070523219087865e-07,7.71335951092769e-09,4.0816526137545324e-14,1.155463829680429e-14,1.3752173474178975e-15,1.3053457215938833e-18,4.476801330948637e-10,6.086243638794908e-13,9.027993430815623e-12,5.008979340943971e-06
1.939739325165408e-05,0.7635584780623346,2.5244371174990443e-05,7.518875220287986e-06,3.5970530934229556e-06,0.000297287700485267,0.0,0.0,0.0001355374705388372,6.495200085056051e-07,0.00017734745420124783,1.0177048025816916e-05,4.01616986197157e-06,1.3151448483970918e-16,2.5725354566876588e-12,9.170955312608731e-09,5.205505968375582e-06,0.00035593530652084586,2.3993825552346413e-09,9.72338338098877e-12,5.625973112832898e-13,8.463944489915486e-16,5.364745675196632e-10,5.486521165521049e-10,2.1740552395801984e-10,2.1133590971960124e-09,1.29767029101988e-15,9.288452198198943e-11,3.4101270290891915e-10,1.1119476727563326e-12,1.822322531705675e-09,3.200131741050806e-14,2.9115522117864053e-14,3.070492901106027e-11,3.76,0.0,0.5230498016486117,0.99851794741888,0.0002344505285210077,1.406734431559649e-05,0.24919827599488853,0.2504110570186032,0.0007875733442721236,2.2949966614654408e-11,0.00030047357506952634,0.00014513536471102918,0.0002887410437890452,8.406880292667638e-09,1.1070728164500822e-09,1.8349011605688796e-06,2.8319938075089713e-06,7.216870994578253e-06,4.2341641266086416e-10,6.358067866241642e-05,3.0190982964052957e-06,4.280187620556977e-06,0.00017598570176864445,0.00039768158904518485,3.950328933197926e-06,3.868705109323928e-07,8.92233323576138e-06,7.383921189449205e-07,6.731607255531664e-05,4.7863002676031e-06,1.4267183897822952e-08,2.3758094937360807e-13,2.179128386171047e-08,2.3223679613335413e-10,1.2485548612915254e-05,2.9303093960717294e-09,3.353172212557033e-14,9.38365389386698e-10,2.8432564204901228e-08,6.785319475021948e-11,1.414653927202183e-08,1.1339180450295765e-12,1.9806319419109308e-07,1.066962994806297e-08,2.638886528485187e-07,1.2426822423771435e-12,1.3655916298980939e-09,1.4534755406140477e-08,2.8847679077083394e-10,1.9870746568852803e-09,3.4876476381545124e-07,1.64339708954229e-13,1.8294079224225403e-07,1.5294330632725843e-08,7.422780194395734e-07,7.975101471756622e-09,4.182117493783639e-14,1.1838851761392518e-14,1.4430773307599465e-15,1.3860663229278245e-18,4.552320391651716e-10,6.318939774294176e-13,9.41144861217607e-12,5.031208536057621e-06
1.9575209773940153e-05,0.7638080245602124,2.5748077986653927e-05,7.650179311664156e-06,3.6797599493194405e-06,0.000305101896345556,0.0,0.0,0.0001393452705914072,6.768523688980586e-07,0.00018353139270612087,1.0525768584081961e-05,4.125394633691383e-06,1.4019674794186454e-16,2.6885778033305415e-12,9.398323282044508e-09,5.336092262532255e-06,0.0003633929493880317,2.500015855975736e-09,9.970753592148344e-12,5.972415897826414e-13,8.898855953925801e-16,5.482210925780047e-10,5.750909771084632e-10,2.2643008936755536e-10,2.21530154605429e-09,1.3873056035926545e-15,9.766375344385111e-11,3.582073132839037e-10,1.1683775112079325e-12,1.8824572225511927e-09,3.369439304834354e-14,3.068004245709457e-14,3.246444330647531e-11,3.76,0.0,0.5211665906724351,0.9985003166201181,0.00024118058044070078,1.4424575172761054e-05,0.25104666073177384,0.2522856133502082,0.0007875594128207184,2.31122344967594e-11,0.0003062953979126021,0.00014759747419691005,0.00029378152462922826,8.546572771363052e-09,1.1265013669493694e-09,1.8660869353043743e-06,2.936190400801348e-06,7.5257029396392485e-06,4.2821009778474093e-10,6.495520695399568e-05,3.099373844730409e-06,4.353281450935183e-06,0.00018206387865261,0.0004079684053226613,4.06652157132159e-06,3.982713785386346e-07,9.180921286330212e-06,7.585154863451268e-07,6.928407517732603e-05,5.001287282780675e-06,1.467576999356776e-08,2.443838801488754e-13,2.254463566054592e-08,2.4024982450025234e-10,1.29333022559352e-05,3.0075976937781194e-09,3.449179065250142e-14,9.634065619900188e-10,2.9430930020735146e-08,7.004495428850185e-11,1.4555213950563229e-08,1.1672491800321278e-12,2.0347922953655255e-07,1.0998785568387504e-08,2.7778473105475284e-07,1.2805783326353666e-12,1.3883309364528812e-09,1.5476258035786707e-08,2.959446843947542e-10,2.0638771436058505e-09,3.5898776607072493e-07,1.690985244782433e-13,1.89679268583602e-07,1.5620211519176988e-08,7.789272893130985e-07,8.243382425455922e-09,4.284430341307332e-14,1.2128290677676766e-14,1.5137333412394841e-15,1.4711958373803185e-18,4.6284773096650133e-10,6.560907988778133e-13,9.808639067615015e-12,5.053030662762556e-06
1.9753026296226226e-05,0.7640567320706579,2.625866791993456e-05,7.783243675002454e-06,3.7639793279193018e-06,0.00031305846115798697,0.0,0.0,0.0001432314915972438,7.052253154464922e-07,0.00018988218237041502,1.088375925782734e-05,4.236877588518099e-06,1.4939540635326033e-16,2.8091196740328932e-12,9.629943920666336e-09,5.469569573550759e-06,0.00037095533128791525,2.604133302605758e-09,1.0221916942691337e-11,6.337028525350675e-13,9.355102281586433e-16,5.601983745992538e-10,6.02712431510838e-10,2.358276158437394e-10,2.321310253676134e-09,1.4829249579144481e-15,1.0268395359802063e-10,3.762672977794877e-10,1.2275075066086998e-12,1.9442485703442914e-09,3.5468591548794856e-14,3.232131140400178e-14,3.431621921829906e-11,3.76,0.0,0.5192898814239387,0.9984823455666133,0.0002480570559547255,1.4790363248778563e-05,0.2528879673114534,0.2541534821853879,0.000787545213097562,2.3273756296666208e-11,0.00031218722369306555,0.00015008094720000216,0.000298860965891114,8.687412487204534e-09,1.1460809473198444e-09,1.897545413230128e-06,3.0434358912052317e-06,7.844964269756316e-06,4.330331965117411e-10,6.635057373870764e-05,3.1812163652736587e-06,4.427022402447164e-06,0.00018830439030275705,0.00041842861104638123,4.185325324658392e-06,4.099286120960918e-07,9.445177858764826e-06,7.790301481294993e-07,7.129228356494664e-05,5.22517837101687e-06,1.5093149684065426e-08,2.5133320827077556e-13,2.3317995014555744e-08,2.484753114110896e-10,1.3393096065753094e-05,3.0863751615314254e-09,3.547251825240584e-14,9.88952401389466e-10,3.04557671665299e-08,7.229153922350217e-11,1.497206675412761e-08,1.201284475541418e-12,2.0900152526771374e-07,1.1337565020708838e-08,2.92300603183035e-07,1.319569365134597e-12,1.4112587881311572e-09,1.647411850546233e-08,3.0353854601990485e-10,2.143773311164575e-09,3.694290946812641e-07,1.7395699407924293e-13,1.9660371022731983e-07,1.595106028468108e-08,8.170450289653093e-07,8.518318226304182e-09,4.3886173836970286e-14,1.2423029515767199e-14,1.5872810292323124e-15,1.5609472627601527e-18,4.705273315672126e-10,6.81254531753906e-13,1.0219986603634816e-11,5.074446617443274e-06
1.9930842818512298e-05,0.7643046043400078,2.6776209252497842e-05,7.918091096271939e-06,3.849736135638761e-06,0.0003211590902941647,0.0,0.0,0.00014719712186819705,7.346748713702624e-07,0.00019640325003543203,1.1251206522277793e-05,4.350655088221372e-06,1.5913770761592107e-16,2.9343117680787917e-12,9.86588062288377e-09,5.605980973904432e-06,0.00037862365614624093,2.7118345726646958e-09,1.0476891922898414e-11,6.720608138061539e-13,9.833653769694635e-16,5.724100867592203e-10,6.315658830770414e-10,2.456122192840137e-10,2.431517399044015e-09,1.5849108915237113e-15,1.0795645687912786e-10,3.9523346684965435e-10,1.2894534719401837e-12,2.0077365863445444e-09,3.732736181115362e-14,3.404272074670833e-14,3.626463217078215e-11,3.76,0.0,0.5174196481787181,0.9984640289961974,0.0002550824471574557,1.5164888102079373e-05,0.25472221414187324,0.2560146868050863,0.000787530741135153,2.343453543145582e-11,0.00031814976344261646,0.00015258582130749494,0.0003039792684831089,8.829400658327573e-09,1.1658111713148476e-09,1.9292771543818893e-06,3.153792786454809e-06,8.174919093787176e-06,4.3788621444134875e-10,6.776704298725741e-05,3.264646580470083e-06,4.501412079891145e-06,0.0001947105059779537,0.0004290636777078571,4.306785040938901e-06,4.2184660775896684e-07,9.715197294932122e-06,7.999411406142396e-07,7.33412008691752e-05,5.458283647782615e-06,1.5519465506742018e-08,2.584313065817052e-13,2.4111758733195425e-08,2.5691746521722394e-10,1.3865160383055156e-05,3.166660994326345e-09,3.6474239753500684e-14,1.0150107395713781e-09,3.150755866464378e-08,7.459390555018434e-11,1.5397195786296534e-08,1.236034446845416e-12,2.146314845506973e-07,1.1686307449934424e-08,3.0745952805009894e-07,1.3596937400346387e-12,1.4343754547789574e-09,1.7531396080103122e-08,3.112594453942788e-10,2.2268961660454653e-09,3.8009215602590046e-07,1.789166274807525e-13,2.0371774049251608e-07,1.628693942400996e-08,8.566771878668069e-07,8.800026555131665e-09,4.494705547461536e-14,1.2723144403272938e-14,1.663818808377418e-15,1.655542708493789e-18,4.782709582568208e-10,7.074264810490577e-13,1.0645924462029353e-11,5.095457310139761e-06
