Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45)
6.25204668268076e-08,0.7305578116243971,1.2517853936148459e-09,4.252460213763979e-11,3.6522151949449444e-11,6.299031781275245e-11,0.0,0.0,5.275774869876684e-08,1.8326676588652985e-12,1.159460729410477e-11,3.297972355062664e-10,3.6004028647987575e-14,2.2196992251207725e-24,6.207095394767472e-17,8.617911318491278e-11,2.51485278232869e-08,3.259650756142572e-09,6.781004414587621e-21,9.908484459142116e-20,2.9292917154955365e-21,9.205322961861093e-21,8.96189391881222e-11,1.147299379828762e-18,3.6014482673251154e-13,5.43854133826457e-23,1.2094153550422148e-24,1.1572310474725422e-17,4.917547424995335e-17,7.789931581470234e-18,2.3224908971541376e-15,1.5489852747534132e-24,1.8126224505880304e-25,5.32113945703117e-24,3.76,0.0,0.772771382280932,0.9992118193595713,1.0161557913412312e-11,3.4625692790630214e-10,0.0009734348537642031,0.0009734457627717293,0.0007881242356598654,9.334188316935576e-14,3.2461201808173123e-09,5.261230573354187e-08,3.3310902093096022e-09,3.0290876082310366e-12,2.3591256278809186e-15,5.347536993607735e-10,8.293882383813512e-12,5.543198099273733e-15,1.167307216182084e-12,5.758540555988952e-10,4.068408158547329e-10,4.800397258862233e-10,8.545705426642791e-12,3.2190820514294285e-10,2.03403274877882e-12,5.2606344876644095e-14,1.8324905384682228e-13,9.891156317661258e-13,6.0232535217071656e-15,5.424116042221704e-10,2.0545995460171197e-16,4.044905857738768e-21,7.106354308616374e-17,2.638695661940181e-18,1.5135847522803759e-16,3.603849512134305e-13,6.3010502431482875e-22,3.743902224410908e-12,6.31390362494124e-20,2.85719192093041e-16,9.681261497138717e-19,7.678475823575287e-23,7.999283022507251e-13,2.8715069922405705e-16,7.583283503976048e-21,3.112701031930461e-20,3.8779874186606713e-13,6.05229024589514e-19,1.3450406935806942e-16,9.577136236879795e-17,4.4859286449224285e-17,2.1542419392013124e-23,7.376562907064366e-20,4.513108499094805e-12,6.10105334539525e-19,2.5576336132324445e-18,3.0313668316122305e-16,1.0715689958047547e-16,7.61222042743641e-29,2.8495371763580654e-33,4.966139642787491e-14,2.759195873361334e-20,2.215421985267258e-19,2.547868465597084e-08
6.574763848608435e-08,0.730564439850556,1.37695059351787e-09,4.834394307859073e-11,4.1059837187741624e-11,7.26159216456212e-11,0.0,0.0,5.547862610882268e-08,2.0261349956012757e-12,1.2481893005047914e-11,3.5516260117954807e-10,4.23393406265136e-14,2.4007792504690657e-24,6.571808039769439e-17,8.656145432968597e-11,2.6427353012007558e-08,3.604599110497056e-09,8.859314502457845e-21,1.1992642262953047e-19,3.241254942942364e-21,9.82496439572931e-21,8.970091397985134e-11,1.344324348018675e-18,3.830146820158268e-13,6.887981852580328e-23,1.4131350875181495e-24,1.3181335101603225e-17,5.712696607666471e-17,8.940461896312449e-18,2.550677053400579e-15,1.890781057201145e-24,2.3150513779252503e-25,6.901367564648609e-24,3.76,0.0,0.7727211643452684,0.9992118162648608,1.18182788679057e-11,3.827315433746907e-10,0.0010236478061768156,0.0010236598594660614,0.0007881242324523219,9.817772248644576e-14,3.5897989619298108e-09,5.5340628240322226e-08,3.6837884469573386e-09,3.194273741805676e-12,2.72313983986443e-15,5.684484015787038e-10,9.171310444119456e-12,6.4060117264426694e-15,1.22928255318156e-12,6.368993772655867e-10,4.386328786740117e-10,5.254134149834145e-10,9.693815689477524e-12,3.6361512743629323e-10,2.2528136321788477e-12,6.05734304828198e-14,2.1288962960375667e-13,1.075288696197e-12,7.541497147985037e-15,5.712413350074628e-10,2.4289975885071467e-16,4.744715773409092e-21,8.477849709353027e-17,3.0319648895802713e-18,1.902733348893729e-16,3.9137841566390747e-13,7.358705551367182e-22,3.761161001334263e-12,7.976339921931171e-20,3.052574976815232e-16,1.2284182086887234e-18,9.74043462575564e-23,8.901896458851258e-13,3.417708361378816e-16,9.589424871425578e-21,3.7269056632054354e-20,4.1395052749020287e-13,7.5836557622484335e-19,1.5576458934242113e-16,1.137731557057205e-16,5.508702387415179e-17,2.648275314698909e-23,9.46385766600876e-20,4.701633768713383e-12,7.663334589320809e-19,3.1123203117389674e-18,3.1498562467116133e-16,1.0856538436666354e-16,9.826039422577022e-29,3.657664849070971e-33,5.45730486375721e-14,3.30204352648427e-20,2.487725840585354e-19,2.679203832121014e-08
6.897481014536109e-08,0.7305710676491713,1.5071675574980973e-09,5.4635422889426566e-11,4.590326556385495e-11,8.312902045153514e-11,0.0,0.0,5.819932069698944e-08,2.2292466859855298e-12,1.3373610159615391e-11,3.8063091266880186e-10,4.9434842401022505e-14,2.584254984349887e-24,6.935425342008569e-17,8.685856642523966e-11,2.7704318570685656e-08,3.966870007981171e-09,1.142604509974234e-20,1.4377581545188207e-19,3.561783721770118e-21,1.0417607362545987e-20,8.976205660791555e-11,1.5617753432785453e-18,4.058858016506712e-13,8.654112326184103e-23,1.6373422711350982e-24,1.491878028182239e-17,6.588574450752119e-17,1.018790332101584e-17,2.7847272044818133e-15,2.288718089754777e-24,2.9234732812177756e-25,8.84435430997865e-24,3.76,0.0,0.7726709496661263,0.9992118131524315,1.3658482374248075e-11,4.210125701161398e-10,0.0010738574568385274,0.0010738707108228003,0.0007881242292291958,1.030131560462116e-13,3.950756499734947e-09,5.8071199799720034e-08,4.0542244378257574e-09,3.359588265339859e-12,3.1207702790168083e-15,6.022193660780003e-10,1.0092749677987986e-11,7.354299571211631e-15,1.29125946169898e-12,7.010196787431849e-10,4.708567262524434e-10,5.722826741059003e-10,1.0925710916860289e-11,4.0815113825562797e-10,2.4832693690391085e-12,6.925319944063445e-14,2.455714807649835e-13,1.1645313123453615e-12,9.343616617100927e-15,6.001525293616183e-10,2.8471404553224165e-16,5.521931752618106e-21,1.0024450375995094e-16,3.460695857079246e-18,2.366411678355276e-16,4.2288809589871805e-13,8.52964227660628e-22,3.7745710819433686e-12,9.985943166284096e-20,3.2521487671765664e-16,1.5406886380479256e-18,1.2213697905914734e-22,9.842298372228166e-13,4.0317779732182465e-16,1.2002568426327829e-20,4.4202987188034214e-20,4.4016976580341605e-13,9.394372579290727e-19,1.7889603441290815e-16,1.339619180730393e-16,6.707459329281063e-17,3.227784504024136e-23,1.2015621766461583e-19,4.8887442333545275e-12,9.518275251291336e-19,3.752452422813816e-18,3.257521055843166e-16,1.0978934370670482e-16,1.2548344880840054e-28,4.655789057769116e-33,5.965648276434861e-14,3.914002827128834e-20,2.7768981416668503e-19,2.8105215248350704e-08
7.220198180463783e-08,0.7305776950202766,1.6424078280921416e-09,6.141459226146027e-11,5.105805418972329e-11,9.45640411929832e-11,0.0,0.0,6.09198369364403e-08,2.4419942700803536e-12,1.4269052088107264e-11,4.061791045946963e-10,5.734583470450884e-14,2.770061366560292e-24,7.297998487546914e-17,8.708881521834001e-11,2.897942824968072e-08,4.3464615760223315e-09,1.4564740972702462e-20,1.7088342921275317e-19,3.890214012431449e-21,1.0982894066573499e-20,8.980740095104995e-11,1.8004968984112573e-18,4.2875062940817667e-13,1.0794790592745804e-22,1.8827949078581944e-24,1.678955262359901e-17,7.548957034211297e-17,1.1534407770200607e-17,3.0241787123772844e-15,2.7493685823307616e-24,3.6540934886534076e-25,1.121175815144546e-23,3.76,0.0,0.7726207382432501,0.9992118100222835,1.5694068040941478e-11,4.610972825317956e-10,0.0011240638060059803,0.0011240783170525116,0.0007881242259937485,1.078481838898187e-13,4.328991348334547e-09,6.08040993619884e-08,4.442397250564713e-09,3.525036171761801e-12,3.5531543019811506e-15,6.360606844776235e-10,1.1058186707058686e-11,8.392187445367074e-15,1.3532379358015577e-12,7.682149232914181e-10,5.034687018138492e-10,6.205876687880839e-10,1.2242469194349812e-11,4.555470756312139e-10,2.725492988388951e-12,7.866802462751407e-14,2.814460839737771e-13,1.2568482064826732e-12,1.1466179337888207e-14,6.291451628048136e-10,3.311534881480547e-16,6.380743685703812e-21,1.175773410553028e-16,3.926169271416668e-18,2.9145310197749203e-16,4.548616770509561e-13,9.819788638559956e-22,3.784960631692286e-12,1.2397781141193196e-19,3.4559216986832675e-16,1.9120930015046543e-18,1.5154830799037603e-22,1.0818589680756459e-12,4.718039818132061e-16,1.4883275223748243e-20,5.1981214389134944e-20,4.664496766128067e-13,1.1517397952378814e-18,2.0393493066023476e-16,1.5646866484544065e-16,8.103578966247091e-17,3.9032078200697235e-23,1.5109964501194945e-19,5.0746429322225485e-12,1.1702258224762826e-18,4.486336876335212e-18,3.35508447292278e-16,1.1085508018166706e-16,1.5868918140517144e-28,5.881288283779091e-33,6.490480839790343e-14,4.599429663684695e-20,3.083079120565901e-19,2.9418215447459767e-08
7.542915346391458e-08,0.7305843219639062,1.782647408765026e-09,6.869695367581097e-11,5.652969402544138e-11,1.0695532237504503e-10,0.0,0.0,6.364017909800012e-08,2.6643693119420036e-12,1.516768017512924e-11,4.3178909274872577e-10,6.61296774052231e-14,2.9581738860309702e-24,7.659587697094309e-17,8.726673324274606e-11,3.025268569777059e-08,4.743372027334078e-09,1.836844141745598e-20,2.0150567821508053e-19,4.2259546959789536e-21,1.1520915293260879e-20,8.984075491240811e-11,2.061330138302519e-18,4.5160331805302724e-13,1.3376604084348696e-22,2.1502321702067923e-24,1.879876548456024e-17,8.597603541694177e-17,1.2981974835420894e-17,3.2686203610055714e-15,3.2798111955199244e-24,4.524784154397275e-25,1.407250426448855e-23,3.76,0.0,0.7725705300763839,0.9992118068744169,1.7937178476557283e-11,5.029829604802037e-10,0.0011742668539314067,0.0011742826783657642,0.0007881242227445957,1.1268280605393253e-13,4.724502062191383e-09,6.353940330052241e-08,4.848305953901488e-09,3.690622237591926e-12,4.021392236610194e-15,6.69967941716138e-10,1.2067608163202107e-11,9.523815942245285e-15,1.4152179738003603e-12,8.384850648313354e-10,5.364296165698309e-10,6.702710996921042e-10,1.3645075902942568e-11,5.058324160158197e-10,2.979581216714472e-12,8.883963206593204e-14,3.206657085449093e-13,1.3522496692424524e-12,1.394857591140902e-14,6.582192108631179e-10,3.824698123899591e-16,7.325360652578492e-21,1.3689309579639113e-16,4.429645985962939e-18,3.5578069365737354e-16,4.872521900890861e-13,1.1235101464061382e-21,3.792985362678574e-12,1.5273082297055363e-19,3.6639025028714727e-16,2.350376319284478e-18,1.8625054067677085e-22,1.1828939100912731e-12,5.480846286887631e-16,1.8298292956976883e-20,6.065651573755768e-20,4.927852001457388e-13,1.3987603589761124e-18,2.3091510191045886e-16,1.8142437479350306e-16,9.720054039081043e-17,4.685775017080123e-23,1.883427987356405e-19,5.2595120535066755e-12,1.4254044182347213e-18,5.322658048739583e-18,3.443287972112072e-16,1.1178485295416875e-16,1.9889160315238355e-28,7.377565622240623e-33,7.031142465385225e-14,5.362680910968311e-20,3.4064128865376106e-19,3.0731038928603416e-08
7.865632512319132e-08,0.7305909484800935,1.927865229315635e-09,7.649795593798043e-11,6.232353797566931e-11,1.203371187735102e-10,0.0,0.0,6.636035127070789e-08,2.896363398912644e-12,1.6069089019965406e-11,4.574467312591817e-10,7.584583141640874e-14,3.1486006216256522e-24,8.020258125166503e-17,8.740378627204412e-11,3.1524094472075544e-08,5.157599642730735e-09,2.294026534957403e-20,2.359046456740044e-19,4.568476989344236e-21,1.2032097597282179e-20,8.986499499875603e-11,2.3451168232612725e-18,4.744393513730808e-13,1.647583544690548e-22,2.4403764576225644e-24,2.095171990737217e-17,9.738256324012866e-17,1.4532460318847498e-17,3.5176888669597514e-15,3.887651560988503e-24,5.555186801864365e-25,1.7503320323175618e-23,3.76,0.0,0.7725203251652716,0.9992118037088269,2.0400188373282862e-11,5.466668891404492e-10,0.0012244666008630707,0.0012244837949731261,0.0007881242194807254,1.1751702258545435e-13,5.13728719613492e-09,6.627718576856236e-08,5.271949616638064e-09,3.856351084113231e-12,4.526548583357564e-15,7.03937846904489e-10,1.3121000688712671e-11,1.0753340736617986e-14,1.4771995795269012e-12,9.118300483102353e-10,5.697042967180517e-10,7.212781133758407e-10,1.5134433608497824e-11,5.590353937832081e-10,3.2456343956587472e-12,9.978915114484716e-14,3.633834775796938e-13,1.4507512541152722e-12,1.6833111719424593e-14,6.873746490684805e-10,4.389158911314415e-16,8.360012563750613e-21,1.5830801586742659e-16,4.972368104853836e-18,4.3077885174394617e-16,5.200174704353187e-13,1.2781568532557352e-21,3.7991629040710516e-12,1.8679656520701913e-19,3.8761002547982987e-16,2.86389333409854e-18,2.2690404108754734e-22,1.287159205591417e-12,6.324575911481289e-16,2.2320950193374758e-20,7.028200433564461e-20,5.191725685223492e-13,1.6841774282596997e-18,2.5986799462048477e-16,2.089599187925938e-16,1.1581544706535343e-16,5.587533979179631e-23,2.328593285909106e-19,5.4435149946089386e-12,1.7214788583943442e-18,6.270476762053849e-18,3.5228693231507795e-16,1.1259752089059019e-16,2.4723084314026373e-28,9.194772640168414e-33,7.587001050781632e-14,6.208111798212547e-20,3.747047675321951e-19,3.204368570184652e-08
8.188349678246806e-08,0.7305975745688722,2.078041981312038e-09,8.483298790310379e-11,6.844479093099182e-11,1.3474360124013508e-10,0.0,0.0,6.908035737984165e-08,3.137968140980063e-12,1.697297871843802e-11,4.831409823906334e-10,8.65558992089287e-14,3.341375659990818e-24,8.380076768714143e-17,8.750898644377367e-11,3.279365804699485e-08,5.589142757467306e-09,2.839400258583655e-20,2.7434776288505975e-19,4.917305637556224e-21,1.2517114202349244e-20,8.988229773846236e-11,2.652703099250524e-18,4.972552440560859e-13,2.0179485156841983e-22,2.7539352413458493e-24,2.3253886333096258e-17,1.0974640961720313e-16,1.618758429833132e-17,3.771065390755971e-15,4.581043069664903e-24,6.76681787564096e-25,2.1589293353796286e-23,3.76,0.0,0.7724701235096575,0.9992118005255045,2.3095694321619476e-11,5.921463588884023e-10,0.0012746630470456682,0.0012746816670851642,0.0007881242162031126,1.2235083353055798e-13,5.567345305368705e-09,6.901751898239412e-08,5.713327307648589e-09,4.022227212927707e-12,5.069653177960651e-15,7.379679467244192e-10,1.4218350936502668e-11,1.2084932882463006e-14,1.5391827547188563e-12,9.882498101102451e-10,6.032611756394133e-10,7.73556212653341e-10,1.6711370976367168e-11,6.15183102729124e-10,3.523756398618587e-12,1.1153716195249489e-13,4.0975342741045757e-13,1.5523734500808251e-12,2.0165097902573056e-14,7.166114529587186e-10,5.007458401980569e-16,9.488951788304912e-21,1.8193837935820412e-16,5.5555599991582355e-18,5.176887561412351e-16,5.531196711633926e-13,1.446521088545997e-21,3.803900305954545e-12,2.269232703120003e-19,4.092524378946525e-16,3.4616286732447106e-18,2.742189214657433e-22,1.3944877061594927e-12,7.253631280121005e-16,2.7031564662873075e-20,8.091110181416465e-20,5.456089731641929e-13,2.011860557589638e-18,2.9082295701407146e-16,2.392059950747799e-16,1.3714432324969882e-16,6.621377216204183e-23,2.8572968071309086e-19,5.6267982213297285e-12,2.0628056978859814e-18,7.339229285508713e-18,3.594546977266693e-16,1.1330907595599211e-16,3.0498347391442832e-28,1.1390585832875876e-32,8.157451500487011e-14,7.140073535178807e-20,4.105136030463322e-19,3.335615577725286e-08
8.511066844174481e-08,0.7306042002302755,2.233159231374574e-09,9.371737169775466e-11,7.48985014359717e-11,1.5020885294765275e-10,0.0,0.0,7.180020120274822e-08,3.389175170197574e-12,1.787913264190236e-11,5.08863250192704e-10,9.832366387081596e-14,3.5365536310452574e-24,8.73911024674557e-17,8.758939282304382e-11,3.406137982225042e-08,6.03799975028928e-09,3.485471039440329e-20,3.171075058395718e-19,5.2720115475377724e-21,1.297681448674529e-20,8.989431655524819e-11,2.9849429659990496e-18,5.20048306082847e-13,2.4586351713854887e-22,3.091602726075639e-24,2.5710887602053197e-17,1.2310466326894768e-16,1.7948938748884564e-17,4.0284720999280955e-15,5.368707914905395e-24,8.183177288594893e-25,2.6424447994099364e-23,3.76,0.0,0.7724199251092856,0.9992117973244392,2.6036505176441916e-11,6.394186651848163e-10,0.0013248561927206859,0.0013248762949124408,0.0007881242129118758,1.2718423892838708e-13,6.014674945472471e-09,7.176047344321379e-08,6.17243809587702e-09,4.188255008141452e-12,5.651702316620415e-15,7.720564084003029e-10,1.5359645570271363e-11,1.3522779108784121e-14,1.60116749748493e-12,1.0677442784756287e-09,6.370719269652007e-10,8.270551671584746e-10,1.837665080401968e-11,6.743015821622954e-10,3.814054546887572e-12,1.241037398571087e-13,4.5993056536483e-13,1.6571413456514603e-12,2.399294163927577e-14,7.45929598077508e-10,5.682151145443096e-16,1.071645476522101e-20,2.0790037899294196e-16,6.180429243103178e-18,6.178407681835315e-16,5.865248242323062e-13,1.6292085096041559e-21,3.807516521060617e-12,2.739337307854202e-19,4.313184636117793e-16,4.153216884656189e-18,3.2895662436228865e-22,1.5047209977918874e-12,8.272437108932637e-16,3.2517865865921287e-20,9.25975134310597e-20,5.720923142132955e-13,2.385870055139605e-18,3.238074795390164e-16,2.722930703768141e-16,1.6146872782332023e-16,7.801068142415984e-23,3.4814840664111387e-19,5.809492944891567e-12,2.4539838867510987e-18,8.538726339800925e-18,3.659009186707204e-16,1.1393309697258505e-16,3.7357323997651553e-28,1.4031037267800975e-32,8.741914739344396e-14,8.162911169021508e-20,4.480834920054905e-19,3.466844916488501e-08
8.833784010102155e-08,0.7306108254643364,2.393198755844376e-09,1.0316635561529063e-10,8.168955476265041e-11,1.6676686289517537e-10,0.0,0.0,7.451988638271666e-08,3.649976140158448e-12,1.8787399703826504e-11,5.346068477088832e-10,1.1121512666034972e-13,3.73420518199947e-24,9.097423351592843e-17,8.765052410361217e-11,3.532726313011264e-08,6.5041690346945464e-09,4.2459314501444567e-20,3.644611085113431e-19,5.632205546857733e-21,1.3412168031281975e-20,8.990231009310226e-11,3.3427014762240123e-18,5.428164627693849e-13,2.980817014534105e-22,3.454061354492861e-24,2.832848326614138e-17,1.3749424644202414e-16,1.981799474085564e-17,4.2896688090607084e-15,6.2599584246968046e-24,9.829859959564892e-25,3.2112346548589647e-23,3.76,0.0,0.7723697299638994,0.9992117941056189,2.923563287403303e-11,6.884811084742878e-10,0.0013750460381267233,0.0013750676786655146,0.0007881242096065158,1.3201723882032932e-13,6.479274672403122e-09,7.45061181053797e-08,6.649281050334901e-09,4.3544387384849866e-12,6.273659844614717e-15,8.06201863918426e-10,1.6544871264665254e-11,1.5071082113591007e-14,1.6631538068215077e-12,1.1503133739512634e-09,6.711111350809297e-10,8.817269244739461e-10,2.013097724533249e-11,7.364158892600712e-10,4.11663952569601e-12,1.3750849744902945e-13,5.140709258432058e-13,1.7650842953267919e-12,2.836823564368848e-14,7.753290599743747e-10,6.415806045561867e-16,1.2046823595278832e-20,2.363100205571582e-16,6.8481674768948534e-18,7.32657330634355e-16,6.20202445749239e-13,1.8268285497345914e-21,3.8102609804247746e-12,3.287298322726558e-19,4.538091112756128e-16,4.948962327670502e-18,3.9193149324986907e-22,1.6177096425564008e-12,9.385438458631134e-16,3.887543231060407e-20,1.0539520516779066e-19,5.986210211495389e-13,2.8104565776727337e-18,3.588474019256094e-16,3.083513265431419e-16,1.8908849338263762e-16,9.141267113038089e-23,4.2143169389129305e-19,5.991716631483418e-12,2.899856032476653e-18,9.879152104064917e-18,3.716906875425178e-16,1.144811425593811e-16,4.545821888133697e-28,1.7191400982574354e-32,9.339836717032422e-14,9.280961653226026e-20,4.874305793487578e-19,3.5980565874804425e-08
9.15650117602983e-08,0.7306174502710877,2.558142062188518e-09,1.1319510693970343e-10,8.882266737205121e-11,1.8445151750304227e-10,0.0,0.0,7.723941644116326e-08,3.92036272551856e-12,1.969768043345093e-11,5.603665777759117e-10,1.2529854301999688e-13,3.9344132763630785e-24,9.455078145435741e-17,8.769669078900671e-11,3.6591311241887467e-08,6.987649052080166e-09,5.135721376678002e-20,4.1669029196022877e-19,5.9975331297959595e-21,1.3824220925104547e-20,8.990723533891922e-11,3.726857672014969e-18,5.655581179152877e-13,3.597080927388893e-22,3.8419831668219524e-24,3.1112555083185115e-17,1.5295191551312062e-16,2.179610923707281e-17,4.55444975302861e-15,7.264718692139945e-24,1.173467032199635e-24,3.876671115383507e-23,3.76,0.0,0.7723195380732427,0.9992117908690302,3.2706283634917675e-11,7.393309940940219e-10,0.001425232583499781,0.0014252558185549379,0.000788124206287131,1.3684983325076363e-13,6.961143042499137e-09,7.725452050484591e-08,7.143855240099335e-09,4.5207825742478015e-12,6.936458209442536e-15,8.40403298782701e-10,1.7774014705447286e-11,1.6734060855982785e-14,1.7251416840147688e-12,1.235957009833208e-09,7.053559994218713e-10,9.375255226947243e-10,2.1975002304775794e-11,8.015501609936228e-10,4.431625300286944e-12,1.517706239682949e-13,5.723316247083182e-13,1.876235590622475e-12,3.334584681713187e-14,8.048098142046871e-10,7.211007314877171e-16,1.3484387604219801e-20,2.67283033951458e-16,7.559951203091765e-18,8.63655855406138e-16,6.541251818264288e-13,2.0399946359871945e-21,3.812328568189215e-12,3.922971899643955e-19,4.767254222050528e-16,5.859858902234306e-18,4.640123304239398e-22,1.7333132691488774e-12,1.0597099075028305e-15,4.6208143644094477e-20,1.1935838251043936e-19,6.251939242471551e-13,3.290060649452417e-18,3.9596709092418574e-16,3.4751061180751925e-16,2.2032224931884855e-16,1.065755719868258e-22,5.070251163247789e-19,6.173574361675694e-12,3.405509558827321e-18,1.1371063225605117e-17,3.7688495301895414e-16,1.14963083665214e-16,5.49762202350052e-28,2.095713643613312e-32,9.950687418122421e-14,1.0498552095440605e-19,5.285714598523288e-19,3.729250591707137e-08
9.479218341957504e-08,0.730624074650562,2.727970061220065e-09,1.2381870495651252e-10,9.630238274188772e-11,2.0329659114470722e-10,0.0,0.0,7.995879478840165e-08,4.200326621560712e-12,2.0609916151966566e-11,5.861384067250978e-10,1.4064445703207293e-13,4.137270204366187e-24,9.81213337606878e-17,8.773125474251788e-11,3.785352737374618e-08,7.488438266427677e-09,6.17108877053653e-20,4.740810083284899e-19,6.367670108100168e-21,1.4214062497215422e-20,8.990981907421476e-11,4.138307264918693e-18,5.882720473176739e-13,4.321552794385676e-22,4.256031025215104e-24,3.406909372378819e-17,1.6951426158736471e-16,2.3884531512979747e-17,4.822640550246202e-15,8.393546464339114e-24,1.39277397674639e-24,4.651206828085636e-23,3.76,0.0,0.7722693494370595,0.9992117876146585,3.646184948345028e-11,7.919656321913252e-10,0.001475415829073523,0.001475440714791255,0.000788124202953896,1.4168202226110345e-13,7.460278612485854e-09,8.000574686197624e-08,7.656159734311044e-09,4.687290604026418e-12,7.640999479755803e-15,8.746599681477115e-10,1.9047062589665456e-11,1.8515950846278004e-14,1.7871311300158103e-12,1.324675092624502e-09,7.397860688218212e-10,9.944070053037896e-10,2.390933168174152e-11,8.697276690221324e-10,4.759129032226248e-12,1.6690892235205698e-13,6.348709119914272e-13,1.9906321362020268e-12,3.8984003996449356e-14,8.343718363296499e-10,8.070355410384986e-16,1.5033504867919565e-20,3.0093479546656435e-16,8.316942523683067e-18,1.0124515973169267e-15,6.882684908558497e-13,2.2693244010927096e-21,3.813871324924071e-12,4.657098856264954e-19,5.000684706282719e-16,6.8976096014634215e-18,5.461239409928511e-22,1.851400544450788e-12,1.1911899831424942e-15,5.462864789191249e-20,1.3454147059100526e-19,6.518101573986426e-13,3.829312112916441e-18,4.351895927117519e-16,3.899003959461489e-16,2.5550793924386273e-16,1.2366469682066149e-22,6.065116015502485e-19,6.355160057592656e-12,3.976277781491379e-18,1.3025387832429042e-17,3.8154033597139807e-16,1.1538737571436166e-16,6.610469248128148e-28,2.542489017892391e-32,1.0573959895602258e-13,1.181999814995972e-19,5.715231778222754e-19,3.8604269301745034e-08
9.801935507885178e-08,0.7306306986027916,2.902662850458674e-09,1.3505213429438683e-10,1.0413306841081016e-10,2.233357362433992e-10,0.0,0.0,8.267802473321307e-08,4.4898595437954646e-12,2.152408051784878e-11,6.119192090914828e-10,1.573257342970328e-13,4.342875174706191e-24,1.0168644106901119e-16,8.77568318013067e-11,3.911391469196933e-08,8.00653516016181e-09,7.369650601951454e-20,5.369231988691089e-19,6.742319025538403e-21,1.4582800349671932e-20,8.991061425632905e-11,4.57796507340711e-18,6.109573146333726e-13,5.1700290379888635e-22,4.696859721463985e-24,3.720418683676541e-17,1.8721771109163583e-16,2.6084409222076563e-17,5.094095376835824e-15,9.657655252361964e-24,1.6441646983122573e-24,5.548441577651139e-23,3.76,0.0,0.7722191640550927,0.999211784342488,4.051590001586694e-11,8.463823376488809e-10,0.0015255957750795076,0.0015256223675850036,0.0007881241996066851,1.465138058916559e-13,7.976679939479497e-09,8.275986216652941e-08,8.18619360217258e-09,4.853966839500747e-12,8.388156331278832e-15,9.089713314988294e-10,2.0364001625813074e-11,2.0421004434267605e-14,1.8491221443148003e-12,1.4164675224849824e-09,7.743830026569074e-10,1.0523293387271096e-09,2.5934530035007982e-11,9.409708693406467e-10,5.099270996273601e-12,1.8294184402944927e-13,7.018482229238222e-13,2.1083141346891457e-12,4.5344384743135705e-14,8.64015101916298e-10,8.996467946978847e-16,1.669856369616917e-20,3.3738026005327663e-16,9.120289824105443e-18,1.1807605122053865e-15,7.226103578867089e-13,2.5154398892760175e-21,3.815007581991596e-12,5.501353021036795e-19,5.238393632108549e-16,8.074645873055456e-18,6.392486618061122e-22,1.971849051655703e-12,1.3334337260069602e-15,6.425884400713717e-20,1.509990955018994e-19,6.784690827807516e-13,4.433029517050557e-18,4.765367640085513e-16,4.356497288222061e-16,2.9500333243800515e-16,1.428550926098241e-22,7.21619612496683e-19,6.536557592260825e-12,4.61774091780483e-18,1.4853424548612687e-17,3.857091012308211e-16,1.157612804911817e-16,7.905640827589037e-28,3.070355691431371e-32,1.1209169333891886e-13,1.3249602534944126e-19,6.163032254196441e-19,3.9915856038883364e-08
