Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542)
8.923348825862783e-10,0.47536791579921395,1.1079276975956461e-18,1.1398430977557238e-22,9.904393310065657e-23,1.3874767134853947e-22,0.0,0.0,1.3891927686318246e-13,1.0090698376602001e-21,3.655233240482498e-23,4.252689697964968e-23,7.74225404313569e-29,2.228451538242757e-51,3.88680391084664e-35,2.9433829347250846e-20,1.6949626281101156e-29,3.8724597858403215e-19,1.3466322895288358e-47,1.2549637763680093e-46,3.48756341707395e-43,1.7585372938787725e-42,4.577653200459156e-19,3.863374949519537e-45,3.134172475616345e-36,4.1768741908380854e-47,6.371955453102521e-59,7.985430873313379e-45,2.2415384844237554e-60,6.103062694552199e-55,2.1019237079662563e-34,3.378475889919911e-56,2.976073069082213e-54,9.235790995282741e-61,3.76,0.0,0.6632696661510314,0.9999805575547515,6.091603835850989e-24,9.279840996105777e-35,3.602308889613839e-10,3.6023088934893885e-10,1.9442445109675478e-05,6.832030092708637e-23,3.872274887081227e-19,1.3891166916382246e-13,1.803505074816183e-23,8.487690056845245e-18,2.3240687795725045e-36,2.1669270269907187e-19,4.1617296927329605e-24,3.563162324027477e-27,8.26844631262049e-26,4.452760107996422e-24,2.1244396707506026e-22,1.3611441226663963e-20,2.0119535274839037e-27,4.646950508732855e-23,1.4661870259612356e-24,4.37695673706387e-30,4.674897002042484e-27,2.5108597144546105e-25,4.2145400321980417e-35,4.872967165808794e-19,4.7520899916499945e-31,1.5269876261219385e-35,2.7459647457757133e-36,2.4059240039264608e-36,3.1492721713582248e-37,1.6143347964928714e-25,1.683361170492008e-35
9.176572100943765e-10,0.4753679158001099,1.139405644758544e-18,1.2043686595225115e-22,1.0562837599586292e-22,1.473514241036014e-22,0.0,0.0,1.4286144907486024e-13,1.0671522212413601e-21,3.971529863775103e-23,4.62068574575545e-23,8.439435083513264e-29,2.4196258055200167e-51,4.104964137990136e-35,3.1088476632457415e-20,1.843304491950565e-29,4.103891628604789e-19,1.5453489907214584e-47,1.4033819549055616e-46,4.003006538590988e-43,2.0181090895982377e-42,4.6993054401767665e-19,4.433910896546878e-45,3.4189207745289026e-36,4.931020231213277e-47,7.547640656716443e-59,9.195780757481104e-45,2.680694882800517e-60,7.210587525473047e-55,2.290966807442724e-34,3.999802334354823e-56,3.524561860407775e-54,1.1260113657165461e-60,3.76,0.0,0.663269666140805,0.9999804359086512,6.61943296424617e-24,1.0378492482771342e-34,3.7045337909756995e-10,3.7045337950828487e-10,1.95640912061159e-05,7.171742562820703e-23,4.1036907300889715e-19,1.4285337280143408e-13,1.9073157286936267e-23,8.974623756087569e-18,2.5275881161493662e-36,2.291588671179004e-19,4.419488504466813e-24,3.7883257235572335e-27,8.734598349186463e-26,4.709160888869035e-24,2.246577740775887e-22,1.4394938017109792e-20,2.128281848522674e-27,5.0537829353752633e-23,1.5504402836767742e-24,4.756067079770319e-30,5.083491770857785e-27,2.655342981244506e-25,4.697384724670106e-35,5.01125030632357e-19,5.3141370428393964e-31,1.7060615873857668e-35,3.0257877039141725e-36,2.5760403801693635e-36,3.5100770992818632e-37,1.7555635798507056e-25,1.8824955872700976e-35
9.429795376024747e-10,0.475367915801006,1.1708857841989554e-18,1.2709659869609896e-22,1.1246936318728327e-22,1.5624648128309127e-22,0.0,0.0,1.4680362081979692e-13,1.1268597741532822e-21,4.3053484279029065e-23,5.0090677365439655e-23,9.177624970714359e-29,2.6212049883101644e-51,4.3287728805672374e-35,3.2786175428512845e-20,2.0000532864666093e-29,4.342123128730235e-19,1.7666501340266065e-47,1.5645782883121384e-46,4.577167914988815e-43,2.307193505190768e-42,4.820522487650149e-19,5.069364251848298e-45,3.720706799592203e-36,5.794789423555063e-47,8.898745562513249e-59,1.0548387835169836e-44,3.1908871872296103e-60,8.480252535494184e-55,2.4911024946669317e-34,4.713439307509636e-56,4.1547839423134387e-54,1.3654058300963588e-60,3.76,0.0,0.6632696661305785,0.9999803224956958,7.176582315203607e-24,1.1571901348602793e-34,3.8067586923291817e-10,3.806758696674733e-10,1.96775041574847e-05,7.515073898446719e-23,4.341905344116554e-19,1.4679506211844357e-13,2.0140310663905785e-23,9.475046608922501e-18,2.7426548886961118e-36,2.4197327501984383e-19,4.685149853743877e-24,4.021473176595982e-27,9.21299000272395e-26,4.972743939167142e-24,2.3721210942412325e-22,1.5200358873958592e-20,2.2479086694795466e-27,5.483686997060339e-23,1.6370391807838526e-24,5.156438469684971e-30,5.515193801325622e-27,2.803865363456473e-25,5.221503037176599e-35,5.149533446804089e-19,5.924591521018709e-31,1.9003417713621204e-35,3.3247643881707016e-36,2.7524631908961723e-36,3.901724223673781e-37,1.9047897791015371e-25,2.0987861868681863e-35
9.68301865110573e-10,0.47536791580190196,1.202368124955027e-18,1.33965777570525e-22,1.195706362073615e-22,1.6543546328390115e-22,0.0,0.0,1.507457921293444e-13,1.1881924961915947e-21,4.657138086726632e-23,5.41835823942935e-23,9.958006538654912e-29,2.833440741920898e-51,4.5582065391652303e-35,3.452675697346571e-20,2.1654401664285796e-29,4.587149465054595e-19,2.0123737027325888e-47,1.7392642308888598e-46,5.214845258117287e-43,2.628193913259096e-42,4.94130591060613e-19,5.775028680995514e-45,4.040046485741228e-36,6.78046106560626e-47,1.0445570644387929e-58,1.2055362453025091e-44,3.781331266703301e-60,9.930415907256572e-55,2.7026483839585327e-34,5.530005028032522e-56,4.8761835106662643e-54,1.6472333316354014e-60,3.76,0.0,0.663269666120352,0.9999802167586599,7.76381008967583e-24,1.286536223541915e-34,3.9089835936742893e-10,3.908983598265041e-10,1.9783241189290426e-05,7.861756132683922e-23,4.586913885281634e-19,1.5073673715354267e-13,2.123651087906807e-23,9.98895129371909e-18,2.969587715839826e-36,2.551358956428553e-19,4.958703332174288e-24,4.262696343235779e-27,9.70357938865219e-26,5.2435096770679545e-24,2.5010690682594335e-22,1.6027703876058133e-20,2.370836358048295e-27,5.937298341516212e-23,1.7259830768763758e-24,5.5786488363973376e-30,5.970635718872586e-27,2.956426664702167e-25,5.789312519922803e-35,5.287816587250349e-19,6.586152149052039e-31,2.1106521382835685e-35,3.6435807326762805e-36,2.935209884390368e-36,4.326020144534807e-37,2.0622327617064254e-25,2.3331900250550943e-35
9.936241926186712e-10,0.475367915802798,1.2338526760294483e-18,1.4104666277706464e-22,1.2693592162553936e-22,1.7492098033611111e-22,0.0,0.0,1.546879630327336e-13,1.251150387164406e-21,5.027346233242914e-23,5.8490777748286e-23,1.078176151821651e-28,3.0565829371419626e-51,4.7932416072363164e-35,3.6310053117488504e-20,2.339696242084252e-29,4.8389655896480375e-19,2.284450257255055e-47,1.9281703258260762e-46,5.9210799803427835e-43,2.983634892570136e-42,5.061657271120326e-19,6.55646562685888e-45,4.377456705442953e-36,7.901299894058576e-47,1.2210117746110676e-58,1.3729469174983342e-44,4.462162231816496e-60,1.158093620204855e-54,2.9259216583008253e-34,6.460998961921503e-56,5.698994619715195e-54,1.9775951828026891e-60,3.76,0.0,0.6632696661101255,0.9999801181780257,8.381871879671468e-24,1.4264313376960423e-34,4.011208495011028e-10,4.0112084998537733e-10,1.988182181952649e-05,8.211535411708088e-23,4.838711283023181e-19,1.5467839794329766e-13,2.2361757932420827e-23,1.0516330492966431e-17,3.2087052147282434e-36,2.686466982308268e-19,5.2401380499860146e-24,4.512086882682751e-27,1.0206324765721537e-25,5.5214585193176686e-24,2.63342100009969e-22,1.687697310242305e-20,2.4970672814276695e-27,6.415252562918128e-23,1.8172713317304732e-24,6.02327594686876e-30,6.4504499620515044e-27,3.1130266886147313e-25,6.403312869803844e-35,5.426099727662352e-19,7.301590496704049e-31,2.337837009128636e-35,3.9829244055869415e-36,3.124296606774415e-36,4.7848328533113654e-37,2.2281118246444425e-25,2.5866900400005663e-35
9.999999999999999e-10,0.475367915803694,1.2417803943796192e-18,1.4286315998737227e-22,1.2883244270196494e-22,1.773563397318617e-22,0.0,0.0,1.5568054638819854e-13,1.2672584143935806e-21,5.123514800676866e-23,5.960965319892079e-23,1.0996146421830858e-28,3.114515160043817e-51,4.85330010588596e-35,3.6765773717186335e-20,2.3849965204647678e-29,4.903438758221676e-19,2.3573457301383937e-47,1.9780634521507614e-46,6.110324197051631e-43,3.0788679559000745e-42,5.091892152998955e-19,6.765845612775497e-45,4.465320856191452e-36,8.206480373119234e-47,1.2691490581081983e-58,1.4178898386697318e-44,4.6491227446993756e-60,1.2030588191371687e-54,2.9840243492817254e-34,6.714891796706769e-56,5.923438418453702e-54,2.0692109230560704e-60,3.76,0.0,0.6632696661075506,0.9999800944265538,8.542439474122601e-24,1.4633831082542841e-34,4.0369472933208025e-10,4.036947298228066e-10,1.9905573290349312e-05,8.300064302794986e-23,4.903179586942922e-19,1.5567085067922953e-13,2.2649656902209986e-23,1.0651239786676583e-17,3.270869535539737e-36,2.721033958169386e-19,5.312240057849169e-24,4.576177874548827e-27,1.0334819761986134e-25,5.592574187018346e-24,2.6672817177529894e-22,1.7094262269818937e-20,2.5293713001760526e-27,6.53950613922136e-23,1.8406258099840333e-24,6.138827831317494e-30,6.575176120680132e-27,3.1530928246487775e-25,6.565492490009665e-35,5.460917485506036e-19,7.490553344389447e-31,2.3978000709860822e-35,4.0716828121657346e-36,3.172906922504099e-36,4.906021929154917e-37,2.271233233583044e-25,2.653645937705427e-35
1.0189465201267695e-09,0.475367915803694,1.2653394463895788e-18,1.4834150530037883e-22,1.3456893110250569e-22,1.8470563253981975e-22,0.0,0.0,1.586301335572172e-13,1.3157334468914642e-21,5.416418505965996e-23,6.301744821901682e-23,1.1650070503601581e-28,3.2908796692860706e-51,5.033854670750997e-35,3.8135896320654975e-20,2.5230525791662167e-29,5.097566280669759e-19,2.584904755397816e-47,2.1320461907080078e-46,6.701162146469481e-43,3.376164620942975e-42,5.181578125637664e-19,7.419509665950093e-45,4.73345525496875e-36,9.171605106796536e-47,1.4216180569790376e-58,1.5584142235544443e-44,5.244500421614162e-60,1.345324990978098e-54,3.1612390604151876e-34,7.518847743550747e-56,6.634283013405981e-54,2.3632762271290394e-60,3.76,0.0,0.663269666099899,0.9999800262694419,9.031520677603231e-24,1.577433657123164e-34,4.1134333963394025e-10,4.11343340144093e-10,1.997373039933584e-05,8.564171649572828e-23,5.097292292957943e-19,1.586200445222927e-13,2.3516051823961755e-23,1.1057176893254569e-17,3.4603260010297503e-36,2.8250565203340665e-19,5.529442748902047e-24,4.7697364532562765e-27,1.0721184535523003e-25,5.806590881236349e-24,2.769176227187579e-22,1.774816663222348e-20,2.6266038063186383e-27,6.918185201893271e-23,1.9109033053027828e-24,6.490897405478397e-30,6.955268784188007e-27,3.2736652388488194e-25,7.06608693201314e-35,5.564382868040096e-19,8.07375095767637e-31,2.582760965712857e-35,4.34348468396113e-36,3.319738334247412e-36,5.28009248166503e-37,2.4026461944296976e-25,2.860295046679373e-35
1.0442688476348677e-09,0.4753679158045901,1.2968284449675742e-18,1.5585254703981987e-22,1.4247336144427566e-22,1.9479200990185277e-22,0.0,0.0,1.6257230372820402e-13,1.3819416752033663e-21,5.824798795288405e-23,6.776875825951873e-23,1.256411292524997e-28,3.5365772671923746e-51,5.280022407852675e-35,4.000411965072695e-20,2.71574019889925e-29,5.362946188988128e-19,2.9158583446154323e-47,2.3516605030276903e-46,7.560635357773448e-43,3.808557231580411e-42,5.301070024992815e-19,8.370273787283992e-45,5.1085608432467867e-36,1.0606760255432466e-46,1.648943709476607e-58,1.7633500855723004e-44,6.140520310120458e-60,1.5570450607988758e-54,3.4089168856248594e-34,8.716952009851454e-56,7.693988841756857e-54,2.8118007142567524e-60,3.76,0.0,0.6632696660896725,0.9999799405813347,9.71350688560527e-24,1.740115715284848e-34,4.2156582976594186e-10,4.2156583030265107e-10,2.0059418502792722e-05,8.919438147525745e-23,5.362651543500262e-19,1.625616769232639e-13,2.469939255368855e-23,1.161148318525707e-17,3.724768688933397e-36,2.9671272630582933e-19,5.8266059016826625e-24,5.0357367123882014e-27,1.124811724199942e-25,6.098907176722815e-24,2.908334087105019e-22,1.864128454477438e-20,2.7594482989222067e-27,7.446731745526302e-23,2.0068783577289317e-24,6.982090654068935e-30,7.485724254838592e-27,3.4383421190805887e-25,7.780301697049822e-35,5.702666008383583e-19,8.905550726778829e-31,2.846308751270639e-35,4.7259523391466247e-36,3.5215489942063576e-36,5.813792046808185e-37,2.5860550271287088e-25,3.1550397313220276e-35
1.069591175142966e-09,0.47536791580548604,1.328319680660514e-18,1.6358202092964905e-22,1.506528946560647e-22,2.0518269237232735e-22,0.0,0.0,1.6651447356938335e-13,1.4497750719408278e-21,6.252929249816579e-23,7.274985205796967e-23,1.3525067032378282e-28,3.7939203021883624e-51,5.531721588513615e-35,4.191455678095119e-20,2.917990078007708e-29,5.635099879549683e-19,3.2795301223984545e-47,2.5878009857135536e-46,8.505301558862572e-43,4.2837151278598224e-42,5.420134514430541e-19,9.41515458309023e-45,5.503293084499713e-36,1.2223284148055781e-46,1.9057544209501386e-58,1.9892364444007296e-44,7.163522571980508e-60,1.795736995672965e-54,3.6692709773456775e-34,1.0069734260708948e-55,8.890970371444256e-54,3.3314911903049975e-60,3.76,0.0,0.663269666079446,0.9999798606926966,1.0428578324813657e-23,1.9150643965390207e-34,4.317883198971081e-10,4.317883204610516e-10,2.0139307136879072e-05,9.277121181345342e-23,5.634783577230767e-19,1.6650329517722384e-13,2.5911780121598914e-23,1.217924206371499e-17,4.002351891148901e-36,3.112678903087571e-19,6.131615800439538e-24,5.310179316622143e-27,1.178708157095834e-25,6.398407818259501e-24,3.050893917590237e-22,1.955632691952566e-20,2.8956031249380382e-27,8.001527627363566e-23,2.1051958493221848e-24,7.497432971991834e-30,8.042448261087954e-27,3.6070571330077083e-25,8.548709292963733e-35,5.840949148692813e-19,9.79997977729719e-31,3.1293851715974533e-35,5.1310195358448325e-36,3.729741571897524e-36,6.3879881932857225e-37,2.7785574083774203e-25,3.4719846459339625e-35
1.0949135026510642e-09,0.47536791580638216,1.3598131623305284e-18,1.7153215104768248e-22,1.5911119799599066e-22,2.1588024988109454e-22,0.0,0.0,1.7045664310284176e-13,1.519233636953994e-21,6.701250282685379e-23,7.796585361115902e-23,1.453410988051224e-28,4.0631515970141924e-51,5.788929074192117e-35,4.386704198786533e-20,3.130033148722929e-29,5.914021867382289e-19,3.6782388688932985e-47,2.8412743926664232e-46,9.541225777098486e-43,4.804671261838525e-42,5.538773133625937e-19,1.0560837362649177e-44,5.918172492845665e-36,1.4038882606092964e-46,2.195023426611233e-58,2.2376267667662592e-44,8.32800921465155e-60,2.064066029565696e-54,3.942616723937594e-34,1.1592687619583876e-55,1.0239048574765821e-53,3.9315303667005165e-60,3.76,0.0,0.6632696660692196,0.9999797862110115,1.117748024461611e-23,2.102880933375479e-34,4.4201081002743975e-10,4.420108106192945e-10,2.0213788817849088e-05,9.637019564789323e-23,5.913682886899188e-19,1.704448993135784e-13,2.715321452769055e-23,1.2760446227422266e-17,4.293394218906654e-36,3.2617111330813193e-19,6.444460633478232e-24,5.593155921612822e-27,1.2338036349586523e-25,6.705093216917305e-24,3.1968550565377304e-22,2.0493293836052907e-20,3.0350706495635146e-27,8.583208227418015e-23,2.2058551405722635e-24,8.037501476152355e-30,8.626072508684267e-27,3.7798100843493643e-25,9.374147973053497e-35,5.979232288967784e-19,1.076010083846478e-30,3.4329149966727253e-35,5.5593797398534775e-36,3.944328207888661e-36,7.004801931363279e-37,2.9803723533985463e-25,3.8122162028503967e-35
1.1202358301591625e-09,0.4753679158072781,1.3913088988049234e-18,1.7970515271515766e-22,1.6785192402857355e-22,2.268872423740405e-22,0.0,0.0,1.743988123491714e-13,1.5903173701018046e-21,7.170200577848142e-23,8.342186679766939e-23,1.5592417326623183e-28,4.344512234706154e-51,6.051621817491014e-35,4.586141014911353e-20,3.35210029879065e-29,6.1997066495471965e-19,4.1144047486223266e-47,3.1129064943080165e-46,1.0674740787062122e-42,5.3745913724455735e-42,5.65698741670461e-19,1.1814301180627722e-44,6.353720479890717e-36,1.6072501187782e-46,2.5199413789335467e-58,2.5101475411839483e-44,9.649761985438563e-60,2.36488790271807e-54,4.229269057630947e-34,1.330242558272698e-55,1.1753052683251914e-53,4.6220261420993275e-60,3.76,0.0,0.6632696660589931,0.9999797167703325,1.1960955331865785e-23,2.3041809036520744e-34,4.5223330015693707e-10,4.5223330077737986e-10,2.0283229493051033e-05,9.998944196757739e-23,6.199343947376133e-19,1.7438648936023478e-13,2.842369577196116e-23,1.3355088379212261e-17,4.598214281957729e-36,3.4142236457503773e-19,6.765128553480316e-24,5.884758182125455e-27,1.2900940545966184e-25,7.018963782360423e-24,3.3462168419982383e-22,2.1452185374048752e-20,3.1778532374934355e-27,9.192408872173034e-23,2.3088555921442935e-24,8.602873121054241e-30,9.237228523050472e-27,3.956600776846265e-25,1.0259543098861897e-34,6.117515429208498e-19,1.1789049373090287e-30,3.75784286282039e-35,6.0117276367221985e-36,4.165320283996169e-36,7.666419371906075e-37,3.1917188070186465e-25,4.176846669345399e-35
1.1455581576672607e-09,0.4753679158081742,1.4228068988763062e-18,1.8810323258669117e-22,1.7687871067806162e-22,2.3820621984926557e-22,0.0,0.0,1.7834098132757112e-13,1.6630262712513973e-21,7.660217096345553e-23,8.912297545081209e-23,1.6701164027937567e-28,4.638241567442538e-51,6.31977686181739e-35,4.78974967412708e-20,3.584422371478431e-29,6.49214873250291e-19,4.590550984730332e-47,3.403542063139957e-46,1.1912451708173375e-42,5.99677618773599e-42,5.774778892262753e-19,1.3182823789307417e-44,6.81045935376564e-36,1.834437874765043e-46,2.8839264097328874e-58,2.8084997616489276e-44,1.1145923989047663e-59,2.7012574591369597e-54,4.529542454452871e-34,1.5216732654087524e-55,1.3448866611375366e-53,5.414079761193195e-60,3.76,0.0,0.6632696660487666,0.9999796520294768,1.2779743720064158e-23,2.5195942278311678e-34,4.624557902856008e-10,4.6245579093530763e-10,2.0347970344776545e-05,1.0362717594018116e-22,6.491761243016596e-19,1.7832806534370298e-13,2.9723223854408447e-23,1.3963161225945518e-17,4.9171306885738935e-36,3.5702161338557128e-19,7.093607735877675e-24,6.1850777520352094e-27,1.3475753268592787e-25,7.340019922851153e-24,3.4989786121787067e-22,2.2433001613314842e-20,3.323953252920035e-27,9.829764834586971e-23,2.4141965648778984e-24,9.194124698844218e-30,9.876547650157142e-27,4.137429014260642e-25,1.1207908118677315e-34,6.255798569414952e-19,1.28900335552634e-30,4.105133175340845e-35,6.48875905753287e-36,4.3927285016766974e-36,8.375092457903853e-37,3.412815643685498e-25,4.567014162267433e-35
1.170880485175359e-09,0.47536791580907023,1.4543071713027114e-18,1.96728588733521e-22,1.861951812815586e-22,2.4983972239312486e-22,0.0,0.0,1.822831500559407e-13,1.7373603402775543e-21,8.171735082550563e-23,9.50742434312836e-23,1.78615234466932e-28,4.9445772253492584e-51,6.593371341043618e-35,4.99751378376767e-20,3.827230165583102e-29,6.791342656382197e-19,5.109305503244045e-47,3.71404485931417e-46,1.3261240529422428e-42,6.674663587976533e-42,5.892149083387147e-19,1.4673986507786126e-44,7.288912320502317e-36,2.0876101921641358e-46,3.2906344023200226e-58,3.1344604003356717e-44,1.283508469799189e-59,3.0764374180662883e-54,4.84375093577509e-34,1.7354615933928166e-55,1.5343476317706576e-53,6.319857265723571e-60,3.76,0.0,0.6632696660385401,0.9999795916703563,1.3634582998508768e-23,2.7497651662167217e-34,4.726782804134312e-10,4.726782810930778e-10,2.0408329461380945e-05,1.0728173419484933e-22,6.790929291936679e-19,1.8226962728919e-13,3.1051798775030124e-23,1.4584657478498416e-17,5.250462045547604e-36,3.729688290207229e-19,7.429886430629492e-24,6.494206284326697e-27,1.4062433765894588e-25,7.668262045254703e-24,3.655139705442252e-22,2.3435742633754377e-20,3.4733730595335075e-27,1.0495911334096759e-22,2.521877419786385e-24,9.81183283935621e-30,1.0544661057300827e-26,4.322294600376256e-25,1.2222345541372848e-34,6.39408170958715e-19,1.4066334248183545e-30,4.4757700116611306e-35,6.991170913339354e-36,4.6265629512579386e-36,9.133139692516537e-37,3.643881667485251e-25,4.983882642717395e-35
1.1962028126834572e-09,0.4753679158099663,1.4858097248077257e-18,2.0558341071832807e-22,1.9580494464197536e-22,2.6179028021614693e-22,0.0,0.0,1.8622531855096908e-13,1.8133195770621854e-21,8.705188070392112e-23,1.0128071469957572e-22,1.9074667857458128e-28,5.263755125267929e-51,6.872382479169589e-35,5.209417010627741e-20,4.080754435438204e-29,7.097283015376695e-19,5.673402550206179e-47,4.045297616213857e-46,1.472827056798405e-42,7.411830733215493e-42,6.009099507675071e-19,1.6295679015995918e-44,7.789603486417839e-36,2.369066042826438e-46,3.743969453453308e-58,3.4898838687787037e-44,1.4737368314690312e-59,3.4939073032412796e-54,5.172208070558573e-34,1.9736357577103497e-55,1.7455018026380208e-53,7.352664238410879e-60,3.76,0.0,0.6632696660283136,0.999979535396409,1.4526208221410028e-23,2.9953523161916897e-34,4.829007705404294e-10,4.829007712506903e-10,2.0464603404629044e-05,1.109515600371713e-22,7.096842666397884e-19,1.8621117522068778e-13,3.24094205338239e-23,1.5219569851752896e-17,5.598526958192023e-36,3.89263980766264e-19,7.77395300567996e-24,6.812235431093527e-27,1.466094142575374e-25,8.003690555043962e-24,3.8146994603081284e-22,2.4460408515365024e-20,3.626115020522742e-27,1.1191483536622236e-22,2.6318975180560663e-24,1.045657401015546e-29,1.1242199733765131e-26,4.511197338998405e-25,1.330604790580256e-34,6.532364849725091e-19,1.532130498204464e-30,4.870757024947855e-35,7.519661135417544e-36,4.86683317502433e-36,9.94294686380415e-37,3.8851356121598817e-25,5.42864191074542e-35
1.2215251401915555e-09,0.4753679158108623,1.5173145680806107e-18,2.146698796649711e-22,2.0571159508078568e-22,2.7406041368881614e-22,0.0,0.0,1.901674868282159e-13,1.8909039814938426e-21,9.261007889555317e-23,1.0774741338811184e-22,2.034176835907115e-28,5.596009479484266e-51,7.156787589986254e-35,5.425443080747689e-20,4.3452258909214685e-29,7.409964475795397e-19,6.285684279671769e-47,4.398202026045777e-46,1.6320990856864372e-42,8.211996152748562e-42,6.125631677254145e-19,1.805610406799472e-44,8.313057862317181e-36,2.681250325696691e-46,4.248094540453089e-58,3.876703468245289e-44,1.6874525646535681e-59,3.9573725418342085e-54,5.515226978857146e-34,2.23835681727556e-55,1.9802827361035469e-53,8.52702397944672e-60,3.76,0.0,0.6632696660180871,0.9999794829311468,1.545535191697353e-23,3.2570286094560245e-34,4.931232606665955e-10,4.931232614081453e-10,2.0517068662869532e-05,1.1463519870419616e-22,7.409496010865267e-19,1.9015270916105512e-13,3.3796089130787475e-23,1.5867891064586894e-17,5.961644030341021e-36,4.0590703791264297e-19,8.125795985446022e-24,7.139256843537891e-27,1.5271235775029118e-25,8.346305856304276e-24,3.9776572154516925e-22,2.5506999338232505e-20,3.782181498576467e-27,1.1917116554569705e-22,2.7442562210456375e-24,1.1128924516582396e-29,1.1969794491410522e-26,4.704137033953917e-25,1.446229874556076e-34,6.670647989828772e-19,1.665837193201649e-30,5.291117348221909e-35,8.074928622405031e-36,5.113548223014417e-36,1.0806967765996303e-36,4.136796141124458e-25,5.902507600080825e-35
1.2468474676996537e-09,0.4753679158117583,1.5488217097764286e-18,2.2399016832109373e-22,2.159187124906053e-22,2.8665263337723346e-22,0.0,0.0,1.9410965490218828e-13,1.970113553467275e-21,9.83962467166048e-23,1.144793438731367e-22,2.166399488825659e-28,5.941572804419027e-51,7.446564076740355e-35,5.645575779199615e-20,4.6208751974622806e-29,7.729381790836008e-19,6.949102314959867e-47,4.773678725443138e-46,1.80471404672402e-42,9.079021799533383e-42,6.241747098802077e-19,1.9963782131088973e-44,8.859801368354235e-36,3.0267595651535986e-46,4.8074423765711696e-58,4.2969328292350274e-44,1.927002947193583e-59,4.4707737195777395e-54,5.8731203357754e-34,2.5319240976916612e-55,2.240748932847195e-53,9.858759130229948e-60,3.76,0.0,0.6632696660078606,0.9999794340167929,1.6422744096451426e-23,3.5354813092650094e-34,5.0334575079193e-10,5.033457515654427e-10,2.056598301295531e-05,1.183312926097239e-22,7.728884056778495e-19,1.9409422913209424e-13,3.521180456591858e-23,1.652961383986565e-17,6.340131864349189e-36,4.2289796975488795e-19,8.485404082280589e-24,7.475362171970222e-27,1.5893276479080692e-25,8.69610835173818e-24,4.1440123097043715e-22,2.6575515182524464e-20,3.9415748558845165e-27,1.2673445446836158e-22,2.8589528902856784e-24,1.1829460501796439e-29,1.2728075965165234e-26,4.901113489091161e-25,1.5694473549344186e-34,6.8089311298981965e-19,1.8081033896264767e-30,5.737893498928329e-35,8.657673192195933e-36,5.366716703789303e-36,1.1727724917480115e-36,4.399081847484678e-25,6.406721172874662e-35
1.272169795207752e-09,0.4753679158126543,1.5803311585161651e-18,2.3354644111692174e-22,2.264298623875774e-22,2.995694400786427e-22,0.0,0.0,1.9805182278641181e-13,2.050948292883006e-21,1.0441466856418928e-22,1.2148149084633666e-22,2.3042516236806196e-28,6.300675929279797e-51,7.741689431800463e-35,5.869798949874134e-20,4.907932976049176e-29,8.055529813625935e-19,7.666719281558944e-47,5.17266728107972e-46,1.9914752761617927e-42,1.0016915067491588e-41,6.357447273566355e-19,2.2027555946372704e-44,9.430360840296679e-36,3.4083476944632054e-46,5.426726467028588e-58,4.752667340326949e-44,2.194917354132029e-59,5.0382960015985875e-54,6.246200376397185e-34,2.8567807036572223e-55,2.529088919180813e-53,1.1365076871116492e-59,3.76,0.0,0.6632696659976342,0.9999793884130181,1.7429112263159858e-23,3.8314120076681778e-34,5.135682409164335e-10,5.135682417225826e-10,2.0611586783771488e-05,1.2203857668796803e-22,8.055001635592525e-19,1.9803573515462189e-13,3.665656683921492e-23,1.7204730904433628e-17,6.734309061091833e-36,4.402367455925156e-19,8.852766224240151e-24,7.820643065808873e-27,1.6527023341295592e-25,9.053098442670154e-24,4.313764082053622e-22,2.766595612848479e-20,4.104297454139417e-27,1.3461105218812868e-22,2.9759868874781906e-24,1.255875794681964e-29,1.3517674613463143e-26,5.102126508280053e-25,1.70060407166933e-34,6.947214269933362e-19,1.959286227404664e-30,6.212147283994026e-35,9.26859553933294e-36,5.6263468293859115e-36,1.2707810275339721e-36,4.6722112540542755e-25,6.942549914467989e-35
