Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989),CF4(44),S(8587),S(1369),CHO3(1570)
5.521509178585794e-05,0.9128549229323033,0.0010022860668298832,0.00031238313715350503,0.00042454705969268845,0.03610053530696061,0.0,0.0,0.0044512675722443865,0.0006864620760572967,0.0995362994618028,0.0057433701437639905,0.0007382912213032963,4.789258261100083e-11,1.9628431377507286e-08,1.450658274937311e-06,0.0005093916147826893,0.02001010816199866,1.9000084186171138e-05,4.62904716648213e-09,1.7186752850054765e-06,3.029873618502516e-10,1.4256848337470018e-07,8.689077129358174e-06,3.0338521296709845e-07,4.006504329874518e-05,1.0074036963076371e-08,1.5108630587077858e-05,4.808106353970726e-06,5.355379721514288e-08,1.2866613611894444e-06,5.275582967466156e-10,3.6764499123490365e-09,1.0576213626173183e-06,3.76,0.0,0.11230607646236591,0.8740351744598932,0.06510491146626404,0.00289480502858232,0.6910910613032625,0.8563796017450597,0.0008564330060528659,7.143665629499127e-11,0.037704383985032126,0.0006416736171042354,0.016570974436542135,2.1366427414230483e-08,9.947024624733473e-08,1.0029662548646893e-05,0.00026645446872728106,0.0011230194817363817,1.757491851522837e-08,0.0053229352891459485,0.00018418296727560024,2.5542696262487956e-05,0.06547755435542742,0.01208914928441087,0.0010774272146651263,0.00011273735727950198,0.00117437545724643,4.8414370082466884e-05,0.005944779453110862,0.005576037724412702,1.0226975322359735e-06,2.0199433261495535e-11,6.2930718320110735e-06,8.520506387560815e-08,0.012095046380506099,9.466138557820877e-08,3.0236288725086357e-12,1.0810261520868339e-07,1.1289893130419493e-05,7.840430308198861e-09,6.593375789961637e-07,2.6430000388890616e-10,1.539492572764761e-05,1.2556644490015189e-05,0.002881344917233137,8.167037618118769e-10,4.073413171891217e-09,0.0012162160232507327,1.4394650050427177e-08,1.5716309879980976e-05,6.494361314256953e-05,2.4765471705381946e-11,5.597168966220742e-05,4.616214043561711e-06,0.0014577741009229614,2.086596033170629e-05,3.646218362658493e-12,1.218745907331893e-12,6.4076898861218e-11,3.593299368428593e-13,1.4985416188676463e-09,2.695131785995749e-09,4.274075750068301e-08,0.0003508586777849184,9.735738052824232e-05,6.6197909290851464e-06,0.00106968839368023,9.402656754465502e-09,2.2727765196029368e-07,2.8872980834073995e-08,6.77368605925153e-05,3.430622401071552e-07,1.584175440642571e-06,5.883107157263078e-06,7.144229355103628e-08,4.3838286569769754e-11,1.6794499462458802e-08,2.020437021430836e-10,5.083267926010211e-10,9.775352534891806e-12,5.438491762944153e-09,7.37839968024861e-06,2.3270473985518606e-07,0.0006616605179718054,2.5181565990126257e-10,3.52763281498885e-05,2.7726497901623397e-13
5.536269847197287e-05,0.9130953323592124,0.001006017576803794,0.0003132698800204635,0.00042617329349651443,0.03640543044575888,0.0,0.0,0.004442321615046054,0.0006870222434790048,0.10051751642029012,0.005799124704337257,0.0007407474869180643,4.8616404713098836e-11,1.98266238560016e-08,1.4566057967608154e-06,0.0005120018172386831,0.020084945490031248,1.925215993882407e-05,4.688694196688056e-09,1.7608745715075234e-06,3.069440402749479e-10,1.436781858289683e-07,8.813422537463794e-06,3.042873346929754e-07,4.065857348141603e-05,1.0220597508197034e-08,1.5268344108888336e-05,4.872337392988259e-06,5.391617479912278e-08,1.2916707810763535e-06,5.32407436785037e-10,3.727963536480877e-09,1.0721440515354124e-06,3.76,0.0,0.1115325752445619,0.8729315113054595,0.06572185669143524,0.0029161437013283005,0.690492913100083,0.8572373606954078,0.000855351591107639,7.126593541211965e-11,0.03811331588577588,0.000639454753394058,0.016712279170109885,2.126007077805391e-08,1.0032055931309632e-07,1.0009977099019064e-05,0.00026585828497528187,0.0011284714838859285,1.766980610185285e-08,0.005355560186709387,0.0001846348055445574,2.5536112890000988e-05,0.06594897773932586,0.012133231549376605,0.001081165569732683,0.00011313525779345492,0.0011764107436659415,4.854067237500564e-05,0.005960168441792996,0.0056097395273711805,1.0229102869586819e-06,2.0203609758195114e-11,6.3292135299204815e-06,8.569314793666768e-08,0.01219917105291071,9.473858199067436e-08,3.0242515717018587e-12,1.0826411336607864e-07,1.1348992931384663e-05,7.825714401825824e-09,6.600497239557266e-07,2.6533417748075735e-10,1.5453463641280905e-05,1.26653898927683e-05,0.0029052535686873715,8.225208852177968e-10,4.05958827747581e-09,0.0012327713461193293,1.44472037473089e-08,1.5896296561211526e-05,6.522616142160711e-05,2.4835291500631983e-11,5.63978191463642e-05,4.635279399369984e-06,0.0014714320943263475,2.108274538299251e-05,3.6556274716792136e-12,1.2218824731544165e-12,6.506945641437164e-11,3.653503307194232e-13,1.4958780425057077e-09,2.7218449295586665e-09,4.323919987428925e-08,0.00035230842998021204,9.863312724760727e-05,6.726258056307348e-06,0.0010659536512505944,9.582777709627048e-09,2.2787059015582326e-07,2.9128032724858223e-08,6.874684117596376e-05,3.43599201130041e-07,1.603331486007058e-06,6.0011299310570395e-06,7.151937152125225e-08,4.440837675779174e-11,1.6868184363898025e-08,2.0417520676726815e-10,5.109038793089278e-10,9.835261331076201e-12,5.489492890874507e-09,7.419920766056835e-06,2.347610062163822e-07,0.0006699987143669009,2.586494795987126e-10,3.568787550980198e-05,2.809467279811737e-13
5.55103051580878e-05,0.9133355462454613,0.0010097357121373423,0.00031414498420234514,0.00042777949871062037,0.03671115914663518,0.0,0.0,0.004433217470899355,0.0006875145654310859,0.10150193959288445,0.0058550755229743396,0.0007431674280112876,4.9346288872460847e-11,2.0025320168502152e-08,1.4625091898838003e-06,0.0005146078653697634,0.020158768973375936,1.950565303897628e-05,4.748999876154039e-09,1.8039308995113775e-06,3.109366105720749e-10,1.4478974958833366e-07,8.938552503183603e-06,3.051700920237536e-07,4.1257186757616914e-05,1.0368345935421813e-08,1.542895199547747e-05,4.937001434724849e-06,5.4278937211804654e-08,1.2965976987938788e-06,5.37252659235573e-10,3.779796893430337e-09,1.0867505420752617e-06,3.76,0.0,0.11076382716776577,0.8718252402604763,0.06634022930220351,0.0029374955674204618,0.6898881320450323,0.8580925248383522,0.0008542676207127988,7.109457943187968e-11,0.03852410106873186,0.0006372250718747241,0.0168541244126417,2.115353840074371e-08,1.0117415588102888e-07,9.990125889823098e-06,0.00026524764877588087,0.0011338692567767939,1.776455130570885e-08,0.005388142880747434,0.0001850810751714638,2.5529108135805485e-05,0.06642023732994733,0.012176974502984968,0.0010848549107024083,0.0001135281533207455,0.001178376314542943,4.866551141029386e-05,0.0059754072006947675,0.005643149687751763,1.0230550509818207e-06,2.0206443641235328e-11,6.365190230098279e-06,8.617899434202748e-08,0.012303303934781245,9.481202827202589e-08,3.0246733238750535e-12,1.084195057406072e-07,1.140783159439849e-05,7.810661545411945e-09,6.607386171938658e-07,2.6635227834400927e-10,1.5511672693017752e-05,1.2773958590716758e-05,0.0029291207924083446,8.283033401368794e-10,4.045707568257642e-09,0.0012493943877108695,1.4499353387141821e-08,1.607691396182354e-05,6.550558408212552e-05,2.4903545266169438e-11,5.682295401631054e-05,4.654167232047633e-06,0.0014851119859807065,2.12994113778944e-05,3.664872918607715e-12,1.2249643816664214e-12,6.60706953766671e-11,3.7142512983042406e-13,1.4931878895825085e-09,2.748566256328992e-09,4.373989432235635e-08,0.0003537415490207556,9.991866968990634e-05,6.83379622485211e-06,0.0010622188063013722,9.76552485784343e-09,2.2844945463327485e-07,2.938356251518134e-08,6.976352018369891e-05,3.44119065336981e-07,1.6225358294467739e-06,6.120880002718898e-06,7.159395991934876e-08,4.4982067455433774e-11,1.694151994898914e-08,2.0630499521352879e-10,5.134720410374935e-10,9.894701411518256e-12,5.5404054639600035e-09,7.46124661382176e-06,2.3681916378335267e-07,0.0006783727336068946,2.656268063206249e-10,3.6101728607929116e-05,2.846432849846111e-13
5.565791184420273e-05,0.9135755603881967,0.0010134405620919502,0.0003150085066751656,0.0004293657097224359,0.03701770810081954,0.0,0.0,0.004423958728803406,0.0006879396825675299,0.10248951736959143,0.0059112202577695,0.0007455510670491346,5.0082221363752654e-11,2.0224509649098662e-08,1.4683686001768658e-06,0.0005172097251157637,0.02023157481621669,1.976054385311929e-05,4.809969104291751e-09,1.8478572486769505e-06,3.1496523023986376e-10,1.459031406151378e-07,9.064458655241482e-06,3.0603357004768925e-07,4.186087433285089e-05,1.0517281313147537e-08,1.5590452712905888e-05,5.002096879911495e-06,5.464207620182744e-08,1.3014421919272084e-06,5.420935269769265e-10,3.831946726417433e-09,1.1014397865981089e-06,3.76,0.0,0.1099998144223216,0.8707164181656086,0.06695999140028105,0.0029588597922698633,0.6892768066934887,0.8589451099491934,0.0008531811505628908,7.0922605989407e-11,0.03893671743239191,0.0006349850796076862,0.016996502677227715,2.10468506802108e-08,1.0203099082376357e-07,9.970115063731771e-06,0.0002646228707207991,0.0011392125324235591,1.7859149347225466e-08,0.005420681675590706,0.00018552181299572108,2.5521692409947976e-05,0.06689131063544927,0.012220376587046503,0.0010884953437571385,0.00011391605384796615,0.0011802726581616727,4.8788895758838104e-05,0.00599049739065518,0.005676265993509897,1.0231325877349988e-06,2.0207950008310832e-11,6.400999941620612e-06,8.666257636199055e-08,0.01240743711194451,9.488176349913815e-08,3.02489639078251e-12,1.0856884209427639e-07,1.1466405750029463e-05,7.795278986907097e-09,6.614045528885906e-07,2.673542962512341e-10,1.5569553773487474e-05,1.2882341908775434e-05,0.002952943696031298,8.340506317163904e-10,4.031774143203925e-09,0.0012660831021871046,1.4551097104946244e-08,1.6258149186942177e-05,6.578186805578566e-05,2.4970234655355652e-11,5.724704687178288e-05,4.6728772150728785e-06,0.001498812639980271,2.1515925934464552e-05,3.6739556105582005e-12,1.2279919426143592e-12,6.70805903488143e-11,3.775540711118363e-13,1.4904719885876998e-09,2.7752930740454654e-09,4.424282128870274e-08,0.0003551580817850074,0.00010121398692569513,6.942404522297783e-06,0.001058484525536086,9.950918235356935e-09,2.2901433507692225e-07,2.9639556180883545e-08,7.078682814612848e-05,3.446219605898759e-07,1.641786569859591e-06,6.242370278921554e-06,7.166609074695812e-08,4.5559342021693636e-11,1.7014504636523774e-08,2.0843279735853294e-10,5.160310909983538e-10,9.953667559944676e-12,5.591225275308636e-09,7.502375028198257e-06,2.3887904610735133e-07,0.0006867819346495992,2.727495611600016e-10,3.651787096153173e-05,2.8835427641583036e-13
5.580551853031766e-05,0.913815370613431,0.001017132216035912,0.000315860505969208,0.0004309319651269293,0.03732506400088095,0.0,0.0,0.004414548935302226,0.0006882982491579262,0.10348019820244286,0.005967556572078747,0.0007478984338435439,5.0824203852412654e-11,2.0424182261563225e-08,1.4741841786073453e-06,0.0005198073628446459,0.020303359498726862,2.0016812578931543e-05,4.87160679529127e-09,1.8926667114731847e-06,3.190300573105979e-10,1.4701832569267764e-07,9.191132543533905e-06,3.0687785764502746e-07,4.2469626900595444e-05,1.0667402680424599e-08,1.5752844706718744e-05,5.067622108181202e-06,5.500558353494069e-08,1.3062043591745882e-06,5.469296052973905e-10,3.884409749288954e-09,1.1162107279140943e-06,3.76,0.0,0.10924051907886945,0.8696051016201642,0.06758110528701722,0.00298023555088641,0.6886590251855625,0.8597951315870291,0.0008520922361160122,7.075003257647781e-11,0.03935114281209116,0.0006327352757836576,0.017139406474999626,2.0940027610691412e-08,1.028910189930046e-07,9.949950663620981e-06,0.000263984259387499,0.0011445010592553793,1.7953595504340275e-08,0.005453174895391335,0.00018595705604660504,2.5513875952130384e-05,0.06736217550787077,0.012263436309320926,0.001092086984258689,0.00011429897030073773,0.0011821002731215312,4.8910834072598915e-05,0.006005440662520393,0.005709086356828947,1.0231436699296023e-06,2.020814413377532e-11,6.436640731915517e-06,8.71438680649817e-08,0.012511562752505966,9.49478267518079e-08,3.0249230595373704e-12,1.0871217458563994e-07,1.1524711280857845e-05,7.779573910450215e-09,6.620478235161947e-07,2.6834022610482807e-10,1.5627107791659284e-05,1.2990531338288103e-05,0.002976719420002165,8.397622835230481e-10,4.017791033263946e-09,0.0012828354374763748,1.460243311437692e-08,1.643998932254062e-05,6.605500115732371e-05,2.5035361768367253e-11,5.7670050772177215e-05,4.691409061702274e-06,0.0015125329228241637,2.1732256950732926e-05,3.682876504759464e-12,1.2309655056916198e-12,6.80991145914842e-11,3.8373687821070786e-13,1.4877311537416931e-09,2.8020227061484945e-09,4.474796147953809e-08,0.000356558079554795,0.00010251905694550869,7.0520818794827205e-06,0.0010547514577338086,1.0138977717566635e-08,2.2956532456619667e-07,2.989599976646051e-08,7.181669496957414e-05,3.4510801660265367e-07,1.6610818182898828e-06,6.365613572074668e-06,7.173579580774146e-08,4.614018351296786e-11,1.7087136957464682e-08,2.1055834652793188e-10,5.185808433543445e-10,1.0012154687663502e-11,5.641948244311982e-09,7.543303880347803e-06,2.409404874424101e-07,0.0006952256779522389,2.800196691462892e-10,3.6936285925503184e-05,2.920793272220051e-13
5.595312521643259e-05,0.9140549727760358,0.0010208107626772606,0.000316701041980654,0.0004324783075943928,0.03763321354254548,0.0,0.0,0.004404991596205134,0.000688590932610981,0.10447393060498796,0.006024082134525732,0.000750209565407394,5.1572241431010165e-11,2.0624326003032783e-08,1.4799559833966275e-06,0.0005224007453260897,0.02037411976922678,2.0274439254668428e-05,4.933917883234203e-09,1.9383724901522634e-06,3.2313124854882384e-10,1.4813527067405929e-07,9.318565641495104e-06,3.077030461946417e-07,4.308343465526967e-05,1.081870902793841e-08,1.5916126401587278e-05,5.133575478650765e-06,5.536945100737449e-08,1.3108843175147173e-06,5.51760473653583e-10,3.937182651331556e-09,1.1310622995715342e-06,3.76,0.0,0.10848592309172296,0.868491346987353,0.06820353345863947,0.0030016220276211803,0.6880348752561488,0.8606426051005418,0.0008510009325989508,7.05768765053192e-11,0.039767354981853076,0.0006304761521040717,0.01728282831350641,2.0833088796541e-08,1.0375419521538003e-07,9.929638645691414e-06,0.0002633321213815768,0.0011497346016689357,1.804788511090199e-08,0.005485620883571158,0.0001863868414186341,2.5505668841791827e-05,0.06783281013464891,0.012306152241799607,0.0010956299565082145,0.00011467691452114762,0.001183859667897199,4.903133505991433e-05,0.0060202386576070285,0.005741608810485029,1.023089072045281e-06,2.0207041278850742e-11,6.472110724657664e-06,8.76228442746466e-08,0.012615673104702184,9.501025724790401e-08,3.0247556115014613e-12,1.0884955404153972e-07,1.158274509869798e-05,7.763553432947374e-09,6.626687197008049e-07,2.693100668992731e-10,1.5684335668308613e-05,1.3098518536634054e-05,0.0030004451367456144,8.4543783949641e-10,4.003761267134354e-09,0.001299649335540201,1.465335970578287e-08,1.6622421441741264e-05,6.632497205952228e-05,2.5098928903008884e-11,5.8091919225116045e-05,4.709762530343623e-06,0.0015262717033733989,2.1948372606078377e-05,3.6916367039900635e-12,1.2338854193354721e-12,6.91262394019433e-11,3.899732518169605e-13,1.4849661880497266e-09,2.8287525098001163e-09,4.525529533588299e-08,0.0003579415977573967,0.00010383385668816086,7.162827075224091e-06,0.0010510202342917001,1.0329723023057822e-08,2.301025188358078e-07,3.0152879400069215e-08,7.285304995284797e-05,3.4557736482336417e-07,1.6804197002112563e-06,6.490622602557713e-06,7.180310668462887e-08,4.672457342178697e-11,1.7159415484898812e-08,2.1268138236784292e-10,5.211211150180913e-10,1.0070158295199431e-11,5.692570416191184e-09,7.584031105270474e-06,2.430033227330744e-07,0.0007037033254273174,2.8743906062394207e-10,3.735695669758016e-05,2.9581806776352986e-13
5.610073190254752e-05,0.9142943627449948,0.0010244762907396679,0.00031753017618380014,0.0004340047838999177,0.03794214342747473,0.0,0.0,0.00439529017153042,0.0006888184140380661,0.10547066317793419,0.0060807946201814275,0.0007524845066502927,5.232631490967814e-11,2.0824929763255245e-08,1.4856841846859407e-06,0.000524989839799846,0.02044385267346952,2.053340375777725e-05,4.996907326560881e-09,1.98498791014593e-06,3.2726896043194065e-10,1.4925394089514438e-07,9.446749341596261e-06,3.085092290860142e-07,4.370228723855664e-05,1.0971199309435825e-08,1.6080296199630146e-05,5.1999553279185255e-06,5.5733670439253124e-08,1.3154822106190502e-06,5.565857094981177e-10,3.990262094432776e-09,1.1459934252693888e-06,3.76,0.0,0.1077360082884394,0.867375210347987,0.06882723864185718,0.00302301841728572,0.6874044441649165,0.8614875456063226,0.0008499072949618362,7.040315500346148e-11,0.040185331656799946,0.0006282081916179051,0.017426760701493352,2.0726053452070064e-08,1.0462047431484649e-07,9.909184856465633e-06,0.00026266676093151967,0.001154912941704471,1.8142013563836986e-08,0.005518018005305786,0.00018681120636679304,2.5497080980496858e-05,0.06830319308034949,0.012348523027982018,0.001099124394208268,0.00011504989930909636,0.0011855513612368531,4.915040746341761e-05,0.006034893005576395,0.005773831520916394,1.0229695784316416e-06,2.0204656970487012e-11,6.507408105226307e-06,8.809948063331521e-08,0.01271976050837047,9.506909396834787e-08,3.024396374314963e-12,1.0898103193696001e-07,1.1640503665906976e-05,7.74722460760047e-09,6.632675301819576e-07,2.7026382057351975e-10,1.5741238351725517e-05,1.3206295349117035e-05,0.0030241180558155016,8.510768528390747e-10,3.989687765466013e-09,0.0013165227331820106,1.4703875254809512e-08,1.6805432604561066e-05,6.659177038578273e-05,2.516093895691483e-11,5.851260626010683e-05,4.727937419888566e-06,0.0015400278536038354,2.2164241418335748e-05,3.700237156977406e-12,1.2367519948274527e-12,7.016193641299997e-11,3.962629071604254e-13,1.4821778769380276e-09,2.855479841546349e-09,4.576480345152028e-08,0.00035930869628596164,0.00010515836192120405,7.2746387206395705e-06,0.0010472914673841174,1.0523173687858122e-08,2.3062601627191411e-07,3.0410181259722246e-08,7.389582175888824e-05,3.460301385330964e-07,1.6997983591072942e-06,6.617409982712487e-06,7.186805476367502e-08,4.7312495024945417e-11,1.723133890522143e-08,2.1480164602873559e-10,5.23651725099914e-10,1.0127673618888916e-11,5.743087975801602e-09,7.624554707010916e-06,2.450673877427574e-07,0.0007122142409930718,2.9500966455818294e-10,3.777986630674256e-05,2.995701245459173e-13
5.624833858866245e-05,0.914533536381312,0.001028128888709136,0.0003183479715868108,0.00043551144473099246,0.03825184036571246,0.0,0.0,0.004385448080077616,0.0006889813855730027,0.10647034461563586,0.00613769171065117,0.0007547233084164323,5.3086415046060453e-11,2.10259832626214e-08,1.4913689503915406e-06,0.0005275746138507464,0.02051255551622029,2.079368582094794e-05,5.060580080809478e-09,2.032526404857836e-06,3.3144334996112104e-10,1.5037430286656368e-07,9.575674968839007e-06,3.0929650361751414e-07,4.432617381155657e-05,1.1124872439561661e-08,1.624535248396514e-05,5.2667599733684836e-06,5.609823366637285e-08,1.3199982013809624e-06,5.614048958884809e-10,4.04364471306377e-09,1.1610030204728357e-06,3.76,0.0,0.10699075638669055,0.8662567475167432,0.06945218377814107,0.00304442392389728,0.6867678187346001,0.8623299680222437,0.0008488113778940628,7.022888512591825e-11,0.04060505051149304,0.0006259318717600461,0.01757119615136647,2.0618940470675544e-08,1.0548981113222698e-07,9.888595072153257e-06,0.0002619884800311162,0.0011600358766237935,1.8235976315507194e-08,0.005550364644910923,0.0001872301882805939,2.54881221449115e-05,0.06877330323990194,0.012390547373453157,0.0011025704391347396,0.00011541793828177386,0.001187175881169969,4.9268060095813596e-05,0.006049405326147144,0.005805752769278437,1.0227859805937662e-06,2.0201006842842254e-11,6.542531114081712e-06,8.857375354365383e-08,0.01282381738508639,9.512437595913229e-08,3.02384768817369e-12,1.0910666161732306e-07,1.1697983323664119e-05,7.73059442247582e-09,6.638445419232066e-07,2.7120149449110887e-10,1.5797816803891198e-05,1.3313853756613945e-05,0.003047735419954629,8.566788947917493e-10,3.975573419942962e-09,0.0013334535636839674,1.4753978211109888e-08,1.6989009862657216e-05,6.685538657990648e-05,2.522139517180212e-11,5.893206638453548e-05,4.7459335833795725e-06,0.001553800248694392,2.2379832176481293e-05,3.708678892144254e-12,1.2395655881936392e-12,7.120617569083647e-11,4.026055422611919e-13,1.4793669954365088e-09,2.882202082469196e-09,4.627646651813132e-08,0.0003606594390576442,0.00010649254739660792,7.387515284066085e-06,0.001043565752442574,1.0719349081942697e-08,2.3113591845643896e-07,3.066789160441133e-08,7.494493853167274e-05,3.464664727002994e-07,1.719215944369936e-06,6.745988226929147e-06,7.193067121879722e-08,4.790393069477882e-11,1.730290602893668e-08,2.1691888209812159e-10,5.261724934155045e-10,1.0184696170373312e-11,5.793497206613681e-09,7.66487275481926e-06,2.471325190295495e-07,0.0007207577906219551,3.0273341469993797e-10,3.820499764618893e-05,3.0333512375953565e-13
5.639594527477738e-05,0.9147724896607327,0.0010317686443959727,0.0003191544913386292,0.0004369983435260054,0.03856229107684422,0.0,0.0,0.004375468709427018,0.0006890805477341709,0.10747292368903996,0.006194771092662656,0.0007569260281482911,5.385254511094848e-11,2.1227475773239825e-08,1.497010415950525e-06,0.0005301550354500716,0.020580225799760706,2.1055265098471276e-05,5.124941157581026e-09,2.08100149186816e-06,3.3565457389358827e-10,1.5149632287664921e-07,9.705333798821094e-06,3.100649677067288e-07,4.4955083168396695e-05,1.127972733296301e-08,1.641129362248992e-05,5.333987717412811e-06,5.6463132564118136e-08,1.3244324722852036e-06,5.662176279102428e-10,4.0973271299465135e-09,1.1760899945580367e-06,3.76,0.0,0.10625014902385292,0.8651360141006663,0.07007833197633569,0.003065837758545101,0.6861250854448487,0.8631698871106501,0.0008477132358816029,7.005408378755713e-11,0.04102648918886025,0.000623647661190303,0.01771612717911073,2.0511768331344023e-08,1.0636216052417859e-07,9.867874971023595e-06,0.0002612975788967431,0.0011651032154629184,1.8329768861627886e-08,0.005582659201667564,0.00018764382455014873,2.547880197029883e-05,0.06924311976642089,0.012432224032217219,0.0011059682390861876,0.00011578104566133721,0.001188733760833123,4.9384301791356425e-05,0.006063777228865948,0.005837370927154771,1.022539067093062e-06,2.0196106452319797e-11,6.5774780329310595e-06,8.904563995876624e-08,0.01292783622070385,9.517614214333628e-08,3.0231118798298946e-12,1.0922649673633882e-07,1.1755181280661979e-05,7.713669802499484e-09,6.644000400013572e-07,2.721230985508785e-10,1.5854072002709755e-05,1.3421185908943353e-05,0.003071294498969225,8.622435528166026e-10,3.961421079930301e-09,0.001350439758754612,1.4803667082249231e-08,1.7173140266142373e-05,6.711581172122975e-05,2.5280300916131112e-11,5.9350254477993886e-05,4.763750873387201e-06,0.0015675877663881314,2.2595113973197518e-05,3.716962999488718e-12,1.2423265725667734e-12,7.225892580870045e-11,4.0900083715124705e-13,1.47653430826488e-09,2.9089166419309446e-09,4.6790265256644577e-08,0.0003619938925834683,0.00010783638707239635,7.501455117893754e-06,0.0010398436722712722,1.0918268443502694e-08,2.3163232765283464e-07,3.092599676392173e-08,7.600032803065595e-05,3.4688650315871134e-07,1.7386706326574947e-06,6.876369770049533e-06,7.19909870082432e-08,4.849886221700659e-11,1.7374115607756917e-08,2.1903284214659726e-10,5.28683243297395e-10,1.0241221877093334e-11,5.843794521047468e-09,7.704983361486794e-06,2.491985538070508e-07,0.0007293333420634134,3.106122449086824e-10,3.863233349730124e-05,3.0711269802676795e-13
5.654355196089231e-05,0.9150112185039436,0.0010353956455189442,0.00031994979984563936,0.0004384655374967886,0.03887348229097398,0.0,0.0,0.004365355406900111,0.0006891166109851979,0.10847834926800266,0.006252030459500242,0.000759092729406091,5.462469833568204e-11,2.142939570452036e-08,1.5026087158822108e-06,0.0005327310729260897,0.020646861268143118,2.1318121119616606e-05,5.189995567805045e-09,2.1304267910657546e-06,3.3990278808227667e-10,1.526199662863401e-07,9.835717047036393e-06,3.1081472257793756e-07,4.558900365345335e-05,1.1435762851595327e-08,1.6578117964704238e-05,5.401636844636135e-06,5.68283590165034e-08,1.3287852271836285e-06,5.710235051793377e-10,4.151305938212447e-09,1.1912532495754378e-06,3.76,0.0,0.10551416773725576,0.8640130654465344,0.07070564655486983,0.0030872591410011866,0.6854763303493001,0.8640073174473899,0.0008466129231554446,6.987876778070059e-11,0.041449625299321,0.0006213560220095367,0.017861546307156403,2.0404555236871397e-08,1.0723747737711841e-07,9.847030148703913e-06,0.00026059435553049557,0.0011701147814689242,1.8423386750631045e-08,0.0056149000930648865,0.00018805215273029715,2.5469129952030998e-05,0.0697126221251913,0.01247355181681898,0.0011093179497288796,0.00011613923645344853,0.0011902255411649243,4.949914144392062e-05,0.0060780103125128385,0.00586868447403616,1.0222296325131078e-06,2.018997150370885e-11,6.612247196671258e-06,8.951511755108051e-08,0.01303180957974778,9.522443140878504e-08,3.0221913013817398e-12,1.0934059061783983e-07,1.181209411911883e-05,7.696457609305322e-09,6.649343077081926e-07,2.7302864674863396e-10,1.5910004943596356e-05,1.3528284101624508e-05,0.003094792595113907,8.677704245435263e-10,3.947233540619871e-09,0.0013674792479442582,1.4852940445598665e-08,1.7357810856241184e-05,6.737303765785861e-05,2.5337659979597086e-11,5.9767125881686794e-05,4.781389209689152e-06,0.0015813892877373263,2.2810056190555088e-05,3.72509056494843e-12,1.2450352980855196e-12,7.332015501975366e-11,4.154484743098088e-13,1.4736805677237173e-09,2.935620942680579e-09,4.730618038195174e-08,0.00036331212679404615,0.00010918985394925076,7.616456435028415e-06,0.001036125794101999,1.1119950848520458e-08,2.3211534852648919e-07,3.118448314247655e-08,7.706191755264262e-05,3.472903671273094e-07,1.7581606117738193e-06,7.008566950369753e-06,7.204903289351388e-08,4.9097271814009266e-11,1.7444966492593662e-08,2.2114327899065238e-10,5.311837990968161e-10,1.0297246627760711e-11,5.893976442619981e-09,7.744884702794243e-06,2.5126533010769685e-07,0.0007379402652274254,3.186480900823575e-10,3.906185651614081e-05,3.109024781339101e-13
