Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49)
1.279236531003758e-10,0.4600677262532453,3.405687087707997e-37,2.7869338867906894e-25,1.0466940023486963e-42,1.929808752511983e-34,0.0,0.0,1.3276241095490562e-32,9.200242047065736e-60,1.963857005298978e-34,9.692084958342246e-49,1.3269772014688625e-32,1.1280888062536726e-91,1.8165674413146645e-72,2.973998575751676e-62,3.011688443061941e-73,1.068734354278812e-21,1.775002202229063e-107,1.975247324130699e-102,3.7210064305918435e-82,7.143893130999266e-86,5.6526589317984194e-67,3.5726627774540156e-92,2.1387608544697857e-58,2.5797553825645905e-77,2.9573812769890746e-76,1.8562981951317117e-90,2.5704713678506526e-141,1.2630343224587367e-114,2.1540860989834713e-55,1.899093760812259e-110,1.1433077885970938e-80,2.5716194748938573e-108,3.76,0.0,0.722683320647897,0.9999960787584838,9.927659903561162e-67,4.593305334991559e-100,1.3262379183090934e-11,1.3262379184159863e-11,3.921241516043802e-06,1.9327250897643336e-25,1.0687343542922785e-21
1.4651456000968527e-10,0.4600677262534071,5.385601302239165e-37,3.1919529704571826e-25,1.8819729093827177e-42,2.9161029938690516e-34,0.0,0.0,2.0062225083015643e-32,2.099612678244674e-59,2.9749728493394584e-34,1.6792000054320234e-48,2.005098967393375e-32,2.2379035518536758e-91,4.3189542388583815e-72,5.148376273409278e-62,6.890428092719702e-73,1.4119923505748104e-21,6.078814499061922e-107,5.166339576171017e-102,9.701661139078542e-82,1.8643350125629095e-85,1.1191467754245176e-66,1.232523317888458e-91,4.267293402493953e-58,6.7327578841007545e-77,6.748512982797046e-76,4.852477089586027e-90,1.3659384734998798e-140,4.3684440463710435e-114,4.297605194540375e-55,7.532546282017234e-110,2.980909315543701e-80,1.0200778400493705e-107,3.76,0.0,0.7226833206459696,0.9999956158753185,2.31019885058163e-66,1.5886824601198215e-99,1.5189776117016092e-11,1.518977611842834e-11,4.384124681260373e-06,2.5779762717825775e-25,1.4119923505951592e-21
1.6510546691899473e-10,0.4600677262535688,8.093644917183986e-37,3.596971871389123e-25,3.165910100782296e-42,4.196198846969208e-34,0.0,0.0,2.8870058593178444e-32,4.346388814978785e-59,4.291573624246549e-34,2.726011417564293e-48,2.885179300538059e-32,4.093191433709162e-91,9.29932031719807e-72,8.350401847894144e-62,1.4299763693055557e-72,1.805346513898287e-21,1.7980792345693997e-106,1.2062863494801225e-101,2.2590315179252477e-81,4.343330327205802e-85,2.042870594695579e-66,3.670092417986576e-91,7.847498067703251e-58,1.5686195515664744e-76,1.3968774299805461e-75,1.1322509756899121e-89,5.871348950940678e-140,1.3040988301400332e-113,7.90275294718994e-55,2.531703559816601e-109,6.941045237003658e-80,3.428744830869821e-107,3.76,0.0,0.7226833206440423,0.9999951762140771,4.970944420851565e-66,4.742649049143151e-99,1.7117173050885994e-11,1.7117173052691674e-11,4.8237859226016685e-06,3.3231920278367582e-25,1.805346513927568e-21
1.836963738283042e-10,0.4600677262537306,1.168258396434663e-36,4.001990598754088e-25,5.05308796940037e-42,5.810329943370057e-34,0.0,0.0,3.9976774638109804e-32,8.332036019643129e-59,5.957137894656518e-34,4.2046131755664775e-48,3.994858131130202e-32,7.023174978781535e-91,1.8512999519936583e-71,1.2867292118288205e-61,2.748145688774759e-72,2.2494535253542796e-21,4.734855835384892e-106,2.57515715783297e-101,4.810508682895659e-81,9.251543135779208e-85,3.4981841663510076e-66,9.726299990008252e-91,1.3534183423168627e-57,3.3414481710088675e-76,2.6775756917657497e-75,2.4152908401586985e-89,2.141805677204276e-139,3.464392309995828e-113,1.3628637280281224e-54,7.466631698588303e-109,1.478064921820662e-79,1.0112931021304344e-106,3.76,0.0,0.7226833206421149,0.9999947586097429,1.0031466453712327e-65,1.259904730777033e-98,1.90445699847e-11,1.904456998694988e-11,5.241390256880283e-06,4.169456212314662e-25,2.2494535253948246e-21
2.0228728073761366e-10,0.4600677262538924,1.6319276172576064e-36,4.407009161259728e-25,7.728833650158983e-42,7.799232308491425e-34,0.0,0.0,5.366290188090923e-32,1.5010923252841964e-58,8.016064931140945e-34,6.222731754362105e-48,5.36211672917254e-32,1.144456145995351e-90,3.458659677474647e-71,1.9023702616047354e-61,4.96340285074996e-72,2.744916702855925e-21,1.1358062988147132e-105,5.113543356973946e-101,9.529796483381723e-81,1.8330555613985878e-84,5.689003374438102e-66,2.3473142631059627e-90,2.2161756957813642e-57,6.6209756278168e-76,4.823463350714249e-75,4.792079936391027e-89,6.898543400833644e-139,8.380927220140654e-113,2.231504481590924e-54,1.9844307305990404e-108,2.92810102694248e-79,2.687928035185101e-106,3.76,0.0,0.7226833206401876,0.9999943619557472,1.918190476036873e-65,3.0479150999603373e-98,2.0971966918457506e-11,2.0971966921202937e-11,5.638044252761704e-06,5.117389319464801e-25,2.7449167029103486e-21
2.2087818764692313e-10,0.46006772625405407,2.2184779483617535e-36,4.812027567176707e-25,1.1411934712455668e-41,1.0204103548281953e-33,0.0,0.0,7.021218442092239e-32,2.5693375958572137e-58,1.0513638780074535e-33,8.901110376284447e-48,7.015249586392414e-32,1.78727579978112e-90,6.1309016699076445e-71,2.7182174624315315e-61,8.516728705729715e-72,3.2922896794575024e-21,2.5243526445881722e-105,9.566334791354966e-101,1.7787493635135323e-80,3.421731564592007e-84,8.866535441923941e-66,5.246940719886963e-90,3.47684947286034e-57,1.2359990503893533e-75,8.255316971680604e-75,8.95671505925043e-89,2.0096755924924776e-138,1.877908729762583e-112,3.500682093439042e-54,4.845048751280377e-108,5.46533909554033e-79,6.563098518648986e-106,3.76,0.0,0.7226833206382602,0.9999939852010526,3.5028427469810225e-65,6.829445309211506e-98,2.289936385215794e-11,2.2899363855450855e-11,6.0147989472032e-06,6.167196101488529e-25,3.2922896795287065e-21
2.394690945562326e-10,0.4600677262542158,2.9474451823304532e-36,5.217045824360697e-25,1.6357386582179357e-41,1.3066564479335106e-33,0.0,0.0,8.991131834869747e-32,4.212828723346743e-58,1.3495994415386738e-33,1.237376146788268e-47,8.982837982302682e-32,2.693335684532931e-90,1.0398118634988706e-70,3.7743536561325086e-61,1.3999147121034115e-71,3.892079877903897e-21,5.263724896961782e-105,1.7024135280903214e-100,3.1583659705139055e-80,6.0759544801698825e-84,1.3334467160882403e-65,1.1000398823211513e-89,5.262140824095414e-57,2.1948891771707134e-75,1.3534661827226464e-74,1.5923395967346238e-88,5.384701832698773e-138,3.946659084602099e-112,5.297884210065107e-54,1.1020341806187623e-107,9.704311569899265e-79,1.4929142094608624e-105,3.76,0.0,0.7226833206363329,0.99999362734736,6.146213649552486e-65,1.4352935001743474e-97,2.4826760785800815e-11,2.482676078969363e-11,6.37265263986083e-06,7.318709874115084e-25,3.892079877995075e-21
2.580600014655421e-10,0.4600677262543775,3.8398042062114994e-36,5.6220639402733e-25,2.285915873541761e-41,1.6428623356302933e-33,0.0,0.0,1.130497061278876e-31,6.659511349894222e-58,1.7010086118265944e-33,1.6788210032978035e-47,1.129372534025603e-31,3.937383577462469e-90,1.6982971739769232e-70,5.1147260761944795e-61,2.2184166953660827e-71,4.5447517698996094e-21,1.0396294562775258e-104,2.9034754937982803e-100,5.374755986850448e-80,1.0339958701808258e-83,1.9454192126229314e-65,2.183895330972961e-89,7.724155608823472e-57,3.7354490711797415e-75,2.139326192787607e-74,2.712841711978972e-88,1.343397120410311e-137,7.854277427526246e-112,7.776142671996273e-54,2.3600165793435088e-107,1.6514329950616722e-78,3.1973038330736956e-105,3.76,0.0,0.7226833206344055,0.9999932874464481,1.0413061492486701e-64,2.856389949570096e-97,2.6754157719385657e-11,2.6754157723931266e-11,6.712553551647205e-06,8.57143338388154e-25,4.5447517700142474e-21
2.766509083748516e-10,0.46006772625453923,4.91797720489221e-36,6.027081922001829e-25,3.125297155250342e-41,2.033264279067166e-33,0.0,0.0,1.3991922945028371e-31,1.0200551127789764e-57,2.1103658171772577e-33,2.2305727365301677e-47,1.3976994438252133e-31,5.607544206632718e-90,2.6849085907043497e-70,6.787177596912321e-61,3.4063894484432887e-71,5.250729911896629e-21,1.9595441503946798e-104,4.773764812169835e-100,8.817725187679515e-80,1.696347891763826e-83,2.7650059660642502e-65,4.1365358111587615e-89,1.1042970264652754e-56,6.128651263715118e-75,3.2765691103498753e-74,4.455259683540859e-88,3.150459716036416e-137,1.4912807724331556e-111,1.1116608578904059e-53,4.79788329700464e-107,2.7093099417403944e-78,6.50051393621535e-105,3.76,0.0,0.7226833206324782,0.999992964597661,1.7103077108687676e-64,5.423389948897664e-97,2.868155465291204e-11,2.8681554658163768e-11,7.035402338835557e-06,9.92457615582116e-25,5.25072991203851e-21
2.9524181528416107e-10,0.460067726254701,6.205841041498645e-36,6.432099776278039e-25,4.191908529044313e-41,2.4821309135864417e-33,0.0,0.0,1.7081403901916164e-31,1.52014863936502e-57,2.582521767527804e-33,2.910155597889353e-47,1.7061946319423944e-31,7.806526425283694e-90,4.1257113333000886e-70,8.843473942143375e-61,5.088895709741454e-71,6.010401774384718e-21,3.545971851577743e-104,7.602393302875008e-100,1.4012325494944396e-79,2.6956258659523856e-83,3.841464538119251e-65,7.520480533334532e-89,1.542922969021452e-56,9.739476314393519e-75,4.8825063051142134e-74,7.08663240660998e-88,6.998696922307698e-137,2.7177436174664078e-111,1.5531158596157089e-53,9.321583765458126e-107,4.3053877866536087e-78,1.2630396102277004e-104,3.76,0.0,0.7226833206305509,0.999992657945526,2.732432298632642e-64,9.883711332954794e-97,3.060895158637958e-11,3.060895159239113e-11,7.342054473818806e-06,1.1377088621482338e-24,6.01040177455792e-21
3.1383272219347056e-10,0.4600677262548627,7.728733916709005e-36,6.837117509495952e-25,5.528510427765434e-41,2.9937604020942294e-33,0.0,0.0,2.0603035907993516e-31,2.211438057277003e-57,3.1224009204368995e-33,3.7365127074866173e-47,2.057808068324516e-31,1.0652849935206978e-89,6.182905076897403e-70,1.1339327400906295e-60,7.42123301128463e-71,6.824120389792145e-21,6.190964111973697e-104,1.177245379350614e-99,2.1652036839293606e-79,4.165180162294223e-83,5.2314046200398935e-65,1.318876255558489e-88,2.112677512195181e-56,1.504997623340639e-74,7.102195285196223e-74,1.0959927974189044e-87,1.4822283750880683e-136,4.7774740933307585e-111,2.1265030455876514e-53,1.7402194771111192e-106,6.652742921224555e-78,2.3580913027059148e-104,3.76,0.0,0.7226833206286235,0.999992366677491,4.258295169898316e-64,1.737440992890666e-96,3.2536348519787925e-11,3.253634852661334e-11,7.633322508860392e-06,1.292769344790838e-24,6.824120390001048e-21
3.3242362910278006e-10,0.4600677262550245,9.513461375587889e-36,7.242135127728795e-25,7.182879542117612e-41,3.5724777851489835e-33,0.0,0.0,2.4586630545313482e-31,3.1490977262937364e-57,3.734999116279214e-33,4.7300271257350405e-47,2.4555077632407865e-31,1.4282090769078075e-89,9.062137338424618e-70,1.4334417447104307e-60,1.0593713248456027e-70,7.69220683382012e-21,1.0471237410969595e-103,1.7782901446005262e-99,3.263716372894073e-79,6.278112333395688e-83,6.999319561886357e-65,2.2402231049601355e-88,2.8415297169049313e-56,2.2685959864289807e-74,1.0112651746070104e-73,1.653368441849765e-87,3.0088201187946218e-136,8.134072110279506e-111,2.8599482773132447e-53,3.135875149440775e-106,1.002799991477086e-77,4.2495676076622435e-104,3.76,0.0,0.7226833206266962,0.9999920900217691,6.489145513663552e-64,2.95814798727352e-96,3.446374545313675e-11,3.446374546083041e-11,7.909978230875249e-06,1.4574914325737932e-24,7.692206834069406e-21
3.5101453601208955e-10,0.4600677262551862,1.1588301695863635e-35,7.647152636745128e-25,9.208091769970429e-41,4.222632521160051e-33,0.0,0.0,2.906217166164629e-31,4.399686290092232e-57,4.4253813773310795e-33,5.912542269079649e-47,2.902278072978975e-31,1.8848143972736066e-89,1.3020756729432061e-69,1.7892408487963166e-60,1.4836846503482246e-70,8.61495254579893e-21,1.7216367242707966e-103,2.6273766387479315e-99,4.8118854996803464e-79,9.255728436249222e-83,9.218119131296857e-65,3.6982706695248565e-88,3.761300813422082e-56,3.344758405804775e-74,1.4127382890158784e-73,2.439452572214508e-87,5.8806161224952236e-136,1.345950658080459e-110,3.785447325143176e-53,5.475242502315556e-106,1.4784856840540508e-77,7.4202540345379e-104,3.76,0.0,0.7226833206247688,0.9999918272452911,9.689786783917231e-64,4.894870121908547e-96,3.639114238642577e-11,3.639114239504235e-11,8.172754708752391e-06,1.6317102328605177e-24,8.614952546093585e-21
3.6960544292139904e-10,0.460067726255348,1.3983010690385763e-35,8.0521700420241225e-25,1.1662806040034868e-40,4.9485962089273774e-33,0.0,0.0,3.405979973028801e-31,6.042664494811344e-57,5.198679864280716e-33,7.307381694402071e-47,3.4011181311949173e-31,2.4524502449769855e-89,1.8377066378746508e-69,2.208096494448926e-60,2.042693763510954e-70,9.59262149427629e-21,2.7596091528355426e-103,3.805497269345257e-99,6.954916534312666e-79,1.337715091285912e-82,1.1969662929754691e-64,5.950986122773999e-88,4.907932921855468e-56,4.834414286483306e-74,1.9401244360407153e-73,3.5282765331471646e-87,1.1108658535011248e-135,2.1708241263666827e-110,4.939135083144612e-53,9.292552346546083e-106,2.1369466972901868e-77,1.259447016905336e-103,3.76,0.0,0.7226833206228415,0.9999915776517638,1.4203852610344437e-63,7.894721768219616e-96,3.831853931965472e-11,3.831853932924915e-11,8.422348235880763e-06,1.8152459963103584e-24,9.592621494621599e-21
3.8819634983070853e-10,0.4600677262555097,1.6728825970147307e-35,8.457187348770066e-25,1.4611548961335295e-40,5.754760479285333e-33,0.0,0.0,3.960979737062154e-31,8.172015231094818e-57,6.0600919788543014e-33,8.939368301881854e-47,3.9550403967916305e-31,3.150555159742432e-89,2.55206378069547e-69,2.697176392136835e-60,2.769210377173036e-70,1.0625452198281731e-20,4.3230581447318474e-103,5.413904329034632e-99,9.873757998972805e-79,1.8990169630530408e-82,1.5345294222736118e-64,9.357081392033867e-88,6.321758979926155e-56,6.86333478217917e-74,2.62356227376596e-73,5.0121309559981045e-87,2.0348825182872884e-135,3.4211593649915357e-110,6.361555894159314e-53,1.537261044248322e-105,3.033780630602097e-77,2.0836367396150815e-103,3.76,0.0,0.7226833206209141,0.9999913405798257,2.0471714211519823e-63,1.2441869728569824e-95,4.0245936252823343e-11,4.02459362634508e-11,8.659420174023195e-06,2.007906309195829e-24,1.0625452198683295e-20
4.06787256740018e-10,0.46006772625567144,1.985847071705129e-35,8.86220456192616e-25,1.8125000278576711e-40,6.645535041769376e-33,0.0,0.0,4.574257593278459e-31,1.089796613404676e-56,7.014878600522979e-33,1.0834843010643076e-46,4.567069308623054e-31,4.000787944549995e-89,3.492374445860826e-69,3.2640505732736803e-60,3.701871970290913e-70,1.1713659615481978e-20,6.632804060963644e-103,7.577797217029593e-99,1.379144219511837e-78,2.652341193825023e-82,1.9446374003221776e-64,1.4407263083752016e-87,8.047773629865954e-56,9.58653898719972e-74,3.498394446897468e-73,7.004807071348732e-87,3.624818643078815e-135,5.279635315756448e-110,8.097934734413425e-53,2.4846734112968716e-105,4.237515578782273e-77,3.368008795144438e-103,3.76,0.0,0.7226833206189868,0.9999911154012945,2.905130965455721e-63,1.920067185996526e-95,4.217333318593145e-11,4.217333319764732e-11,8.884598705250886e-06,2.2094880922588185e-24,1.1713659615945698e-20
4.253781636493275e-10,0.4600677262558331,2.3406157006547724e-35,9.267221686187607e-25,2.2280279046411416e-40,7.625345875450895e-33,0.0,0.0,5.24886630719518e-31,1.4348814876443058e-56,8.068362448082073e-33,1.3021682947517918e-46,5.240240039540647e-31,5.027160176872151e-89,4.715397358624217e-69,3.916692250448518e-60,4.885829750300486e-70,1.2857436906002206e-20,9.985453366613265e-103,1.0450454871537925e-98,1.8980156060340902e-78,3.6499911404196966e-82,2.4384815006984622e-64,2.176291854578391e-87,1.0135904787073518e-55,1.3193207289937168e-73,4.605751145427648e-73,9.645209850232734e-87,6.294632976056499e-135,7.993221667234948e-110,1.0198448977774606e-52,3.931802890991023e-105,5.8317826909439085e-77,5.329975069401105e-103,3.76,0.0,0.7226833206170594,0.9999909015195029,4.064220019871658e-63,2.9069295919913006e-95,4.410073011897884e-11,4.4100730131838686e-11,9.098480496834007e-06,2.4197794212728744e-24,1.2857436906534297e-20
4.43969070558637e-10,0.46006772625599485,2.7407588712143803e-35,9.67223872601407e-25,2.7161230401069136e-40,8.698633555593967e-33,0.0,0.0,5.987869125495734e-31,1.8672857270042691e-56,9.225926559057339e-33,1.552931917830583e-46,5.977597344029707e-31,6.256170154968782e-89,6.288807540492343e-69,4.663478503106166e-60,6.37348066823896e-70,1.405695707873275e-20,1.4774152484368568e-102,1.4217842406586996e-98,2.5769084150251213e-78,4.9552155306228507e-82,3.0283615357043056e-64,3.230351958546121e-87,1.2641285619769287e-55,1.7912131047577286e-73,5.993166345193188e-73,1.310136387751911e-86,1.0678852014785033e-134,1.1891317222151505e-109,1.2718500466433815e-52,6.102294439317804e-105,7.917725968115792e-77,8.272868985304342e-103,3.76,0.0,0.7226833206151321,0.999990698367717,5.61131747811513e-63,4.324568459701073e-95,4.602812705196532e-11,4.602812706602492e-11,9.30163228267419e-06,2.6385611812016587e-24,1.4056957079339732e-20
4.625599774679465e-10,0.4600677262561566,3.1899964022338716e-35,1.0077255685641475e-24,3.2858712834190353e-40,9.869851707871641e-33,0.0,0.0,6.794338714255588e-31,2.404041828773928e-56,1.0493012879928933e-32,1.838875401086034e-46,6.782194493740534e-31,7.716938229549554e-89,8.292710866023195e-69,5.513190805290463e-60,8.225244118013046e-70,1.5312374526849605e-20,2.1513722168472074e-102,1.910372143010624e-98,3.4553065876275286e-78,6.643869123900137e-82,3.727739157763555e-64,4.718416905291348e-87,1.5624526719715155e-55,2.401772786141559e-73,7.71522674562532e-73,1.7574832901394004e-86,1.7732430395521658e-134,1.7407857246884008e-109,1.5718987666038688e-52,9.303725356858227e-105,1.0616662244236112e-76,1.2613901252495564e-102,3.76,0.0,0.7226833206132047,0.9999905054076348,7.653373966322558e-63,6.330795486348336e-95,4.7955523984890773e-11,4.795552400020602e-11,9.494592364995806e-06,2.8656085655174263e-24,1.531237452753832e-20
4.81150884377256e-10,0.46006772625631837,3.6921977601524513e-35,1.0482272569093244e-24,3.947088590891607e-40,1.1143465581279198e-32,0.0,0.0,7.671356178649778e-31,3.0645986048120274e-56,1.1875120959616582e-32,2.163257790243846e-46,7.657092294806128e-31,9.44134348538843e-89,1.082129415750262e-68,6.475015412066231e-60,1.051038392777167e-69,1.6623826459728386e-20,3.0870846761895984e-102,2.537529388615835e-98,4.580210913799101e-78,8.80623730809338e-82,4.551291079237934e-64,6.790486674943068e-87,1.9151988292234767e-55,3.1836651703126535e-73,9.834253397111569e-73,2.330557393657998e-86,2.886857191888142e-134,2.5108028758554913e-109,1.9266577731934357e-52,1.395359450229016e-104,1.407300429765941e-76,1.8919436970183098e-102,3.76,0.0,0.7226833206112774,0.9999903221279591,1.0320984572370276e-62,9.13115554055581e-95,4.988292091775505e-11,4.988292093438197e-11,9.677872040498603e-06,3.100692432799392e-24,1.662382646050597e-20
4.997417912865655e-10,0.46006772625648,4.2513822425120173e-35,1.0887289380190952e-24,4.710349836635133e-40,1.2523950731196952e-32,0.0,0.0,8.62201015827565e-31,3.871044870625667e-56,1.3377806738933483e-32,2.529498600274758e-46,8.605358181055515e-31,1.1464161741293593e-88,1.3984616676587177e-68,7.558543620238455e-60,1.3307876217766862e-69,1.7991434238182164e-20,4.370006109250201e-102,3.334940958169524e-98,6.007180240603928e-78,1.1549032627723515e-81,5.514962194643384e-64,9.639322986957443e-87,2.329605221542772e-55,4.1755027053062247e-73,1.2421015979013026e-72,3.057724667580619e-86,4.614642877281231e-134,3.5720301375820667e-109,2.343397833508546e-52,2.061180096541436e-104,1.8457460014897176e-76,2.7949086692396636e-102,3.76,0.0,0.72268332060935,0.9999901480430444,1.3772422099646604e-62,1.2990575563214633e-94,5.181031785055801e-11,5.181031786855279e-11,9.851956955084964e-06,3.3435805322027555e-24,1.799143423905608e-20
5.18332698195875e-10,0.46006772625664183,4.871719131589517e-35,1.129230612256445e-24,5.587017656232679e-40,1.4015791805064072e-32,0.0,0.0,9.649395992917219e-31,4.848343413019241e-56,1.5006681429585287e-32,2.941179435995382e-46,9.630065377926964e-31,1.3823204835034654e-88,1.7910548844796848e-68,8.773771917109903e-60,1.670732367680647e-69,1.9415304619173682e-20,6.1086349933504765e-102,4.3399367899510015e-98,7.801466722323469e-78,1.4997571219395442e-81,6.636018588925306e-64,1.3510256964276362e-86,2.813539382808665e-55,5.422633615326451e-73,1.5555479668733797e-72,3.972299886132563e-86,7.252361504006472e-134,5.017455410854004e-109,2.8300209106001195e-52,3.0020875469755783e-104,2.3970520501133555e-76,4.071032873865393e-102,3.76,0.0,0.7226833206074227,0.999989982691609,1.8198169122449576e-62,1.8247230433990176e-94,5.3737714783299565e-11,5.373771480271846e-11,1.0017308390777063e-05,3.5940386080242044e-24,1.9415304620151696e-20
5.369236051051845e-10,0.4600677262568036,5.557527820560168e-35,1.169732279966149e-24,6.589271317248508e-40,1.562348142392036e-32,0.0,0.0,1.0756614954123369e-30,6.024575221429744e-56,1.6767410476968482e-32,3.4020455813653974e-46,1.0734292132433724e-30,1.6559461160483462e-88,2.274686401093204e-68,1.0131102029431852e-59,2.0809916799550467e-69,2.0895530915541735e-20,8.439525090087957e-102,5.5962344560411184e-98,1.003924930218839e-77,1.9298137116715648e-81,7.933100416176592e-64,1.8712740007764972e-86,3.375525332197664e-55,6.977998844489501e-73,1.9327584533163448e-72,5.113174819771557e-86,1.1219208493500228e-133,6.964715529821248e-109,3.395087257129535e-52,4.315540952932157e-104,3.0846250010651945e-76,5.852562745760575e-102,3.76,0.0,0.7226833206054953,0.9999898256355116,2.3825988655943154e-62,2.5328937555691747e-94,5.566511171597961e-11,5.5665111736878994e-11,1.0174364488074028e-05,3.851831392495001e-24,2.089553091663193e-20
5.55514512014494e-10,0.46006772625696535,6.313277914457705e-35,1.2102339414756852e-24,7.730135611218764e-40,1.7351519153392847e-32,0.0,0.0,1.1946773538191724e-30,7.4311939658861375e-56,1.8665712601285568e-32,3.9160075597674316e-46,1.1921121004755441e-30,1.9717237428442796e-88,2.8663489069461985e-68,1.1641340883787458e-59,2.572944261903382e-69,2.243219407603558e-20,1.1533143130246257e-101,7.15474746437579e-98,1.280896960795906e-77,2.4620542368818097e-81,9.426274635577358e-64,2.5633863656239873e-86,4.024770663714457e-55,8.90306012079259e-73,2.3838057366838124e-72,6.52549813156783e-86,1.7102022270162508e-133,9.561393378140877e-109,4.047842448073176e-52,6.128232666368084e-104,3.935639054702502e-76,8.311428349618102e-102,3.76,0.0,0.722683320603568,0.9999896764585926,3.092657478939281e-62,3.4772421316533466e-94,5.759250864859809e-11,5.7592508671034386e-11,1.0323541406908454e-05,4.1167234954288874e-24,2.2432194077246363e-20
5.741054189238035e-10,0.46006772625712705,7.14358930809724e-35,1.250735597096104e-24,9.023509762706237e-40,1.9204410557904877e-32,0.0,0.0,1.3222982816287698e-30,9.103290701573342e-56,2.0707358911656443e-32,4.487142667496006e-46,1.3193638217166977e-30,2.3344301626942824e-88,3.5854919712299624e-68,1.3315700488934686e-59,3.1593341457774166e-69,2.4025363690787192e-20,1.560067928053156e-101,9.074462339633632e-98,1.6212774433394298e-77,3.116089088979882e-81,1.1137087593746217e-63,3.475409313422983e-86,4.77119357793461e-55,1.1268802033842373e-72,2.9199255891706154e-72,8.261409020411108e-86,2.5712906464745695e-133,1.2991206425368517e-108,4.798244344322161e-52,8.603385768364961e-104,4.981479395160113e-76,1.1669154863389967e-101,3.76,0.0,0.7226833206016406,0.9999895347655703,3.981982615156883e-62,4.7245819469256323e-94,5.95199055811549e-11,5.951990560518463e-11,1.0465234429326832e-05,4.3884801989992586e-24,2.4025363692127266e-20
5.926963258331129e-10,0.4600677262572888,8.053232242985596e-35,1.2912372471228498e-24,1.048419635141884e-39,2.118666633225089e-32,0.0,0.0,1.4588357837678955e-30,1.1079868777040726e-55,2.2898172088213928e-32,5.119696482547276e-46,1.4554933056268175e-30,2.749202715914872e-88,4.4542806071144044e-68,1.5165797749740825e-59,3.854381220948728e-69,2.567509892705644e-20,2.090192449499648e-101,1.142338766700303e-97,2.0368068965344416e-77,3.914455392644053e-81,1.3088617444127482e-63,4.666547895329855e-86,5.625449849256731e-55,1.415681101049093e-72,3.5536045223990134e-72,1.0380826642409431e-85,3.816365283756489e-133,1.748119788601621e-108,5.65698998042671e-52,1.1949531915194412e-103,6.258219426100158e-76,1.6208786072440288e-101,3.76,0.0,0.7226833205997133,0.9999894001809927,5.088178658499001e-62,6.357483585198436e-94,6.144730251365e-11,6.144730253932973e-11,1.0599819006876407e-05,4.6668681653722334e-24,2.5675098928534835e-20
6.112872327424224e-10,0.46006772625745046,9.047127345074436e-35,1.3317388918365454e-24,1.2127930243518215e-39,2.3302801505147188e-32,0.0,0.0,1.6046017082386325e-30,1.3404128921132756e-55,2.524402562756848e-32,5.818084350618629e-46,1.6008097324800323e-30,3.221553813828664e-88,5.497871448461485e-68,1.720365422135574e-59,4.673896665533405e-69,2.7381449399715884e-20,2.7754337958837746e-101,1.427957831405305e-97,2.5409184903201908e-77,4.882936500260992e-81,1.530552639491102e-63,6.209263133662178e-86,6.59895972304405e-55,1.7660434063468729e-72,4.2986706507388913e-72,1.295229733202532e-85,5.596104730439851e-133,2.33100510307349e-108,6.635542370827591e-52,1.6431005155221326e-103,7.807133307437605e-76,2.2289140505465968e-101,3.76,0.0,0.722683320597786,0.999989272348244,6.455229891177152e-62,8.477297779630336e-94,6.337469944608332e-11,6.337469947346972e-11,1.0727651755474462e-05,4.951656064260987e-24,2.7381449401341946e-20
6.298781396517319e-10,0.4600677262576122,1.013034564506144e-34,1.3722405315037355e-24,1.3971407528476617e-39,2.555733470976954e-32,0.0,0.0,1.7599081959826854e-30,1.6123764482671427e-55,2.7750843147366534e-32,6.5868928500724606e-46,1.755622483961081e-30,3.757385582053823e-88,6.744707110448689e-68,1.9441695811426105e-59,5.63540333136393e-69,2.914445598063101e-20,3.6543437327569e-101,1.7732238077060858e-97,3.1489167604387675e-77,6.050904216994335e-81,1.7814112777968947e-63,8.191676337850463e-86,7.703934738174266e-55,2.188602017912401e-72,5.170387760855116e-72,1.605390163558013e-85,8.112794800191932e-133,3.0817656929968693e-108,7.746157230066262e-52,2.2380415239578877e-103,9.675245063103549e-76,3.036175882673026e-101,3.76,0.0,0.7226833205958586,0.9999891509285992,8.134341918150862e-62,1.1207635203093918e-93,6.530209637845485e-11,6.530209640760455e-11,1.084907140036556e-05,5.242615126900399e-24,2.9144455982414386e-20
