Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49)
2.7648578891168315e-09,0.4600677262761858,3.176056878727169e-32,6.023439662480606e-24,1.8413016628255235e-36,2.366985201360943e-30,0.0,0.0,1.6366459244071196e-28,1.387888137773932e-51,3.264300597488071e-30,3.2970872941632855e-43,1.6190172405854595e-28,8.01825617243954e-85,1.876829740877769e-63,7.839271041073777e-57,6.160607039588123e-65,6.042425899239261e-19,3.0786742689316804e-95,8.28650555267816e-93,1.1938187653593357e-72,2.274598814159818e-76,3.030040462871713e-60,6.528079329103661e-80,1.4872391711187298e-51,8.285317815615516e-68,4.40445412501336e-68,5.99061207708301e-81,7.346371387120509e-125,3.0573836779725664e-102,1.4839961782386817e-48,9.790173152209775e-97,3.66802020263251e-71,1.3386034674625544e-94,3.76,0.0,0.7226833203745157,0.999986858314186,9.356174083984246e-57,1.1119424664552417e-87,2.866443596851644e-10,2.8664436028945726e-10,1.314168581422659e-05,5.049256852312344e-23,6.04242590089092e-19
2.825092427502994e-09,0.4600677262767098,3.457979680078229e-32,6.154664666187256e-24,2.0479889179983022e-36,2.526634514963873e-30,0.0,0.0,1.747238332286961e-28,1.5815813443837727e-51,3.50548066780773e-30,3.615357530184716e-43,1.728007227677974e-28,8.976255708038297e-85,2.1802181233924206e-63,8.548428879746437e-57,7.0625227398827125e-65,6.310625762097011e-19,3.7634123534739614e-95,9.700045375971629e-93,1.3900675770317416e-72,2.6478741917570632e-76,3.372155178193675e-60,7.939772858038047e-80,1.658039896707316e-51,9.646918370838951e-68,5.017656416190679e-68,6.972948257840316e-81,9.588668000004472e-125,3.739683087156575e-102,1.6540509895469e-48,1.2235788800123841e-96,4.270994591181126e-71,1.67335832456112e-94,3.76,0.0,0.7226833203682709,0.9999868573572449,1.1104115329439166e-56,1.3600901016617086e-87,2.9288912572299193e-10,2.9288912635410623e-10,1.3142642755233099e-05,5.181363949870763e-23,6.310625763860072e-19
2.8853269658891567e-09,0.4600677262772338,3.758231500069263e-32,6.2858896697782634e-24,2.2728183394500114e-36,2.6932914978063957e-30,0.0,0.0,1.8627029835335703e-28,1.7972839993013407e-51,3.759095170509308e-30,3.956893748517234e-43,1.841762755957695e-28,1.0025261547634444e-84,2.5246535622305867e-63,9.304532006126422e-57,8.07362081331685e-65,6.584610066283073e-19,4.581687799726138e-95,1.1317483250599662e-92,1.6133181067958388e-72,3.072390853692077e-76,3.7442461115285887e-60,9.61637129844902e-80,1.844159518903447e-51,1.119578675332892e-67,5.700301782885224e-68,8.0900986200929785e-81,1.2445377139992512e-124,4.554998717578735e-102,1.8393067122413248e-48,1.5220893743852497e-96,4.956931367262707e-71,2.082056345603483e-94,3.76,0.0,0.7226833203620261,0.9999868565472833,1.3131233717697924e-56,1.6566152088715288e-87,2.991338917601871e-10,2.9913389241870117e-10,1.3143452716847342e-05,5.313409788013755e-23,6.584610068162428e-19
2.9455615042753194e-09,0.4600677262777578,4.077586304404623e-32,6.417114673271398e-24,2.5169565840853902e-36,2.86710567003813e-30,0.0,0.0,1.9831449860226871e-28,2.0369514909461598e-51,4.025528298286591e-30,4.322883500214421e-43,1.9603843172577156e-28,1.1171802638149238e-84,2.9146543693515075e-63,1.0109597390497953e-56,9.204492236339169e-65,6.864378333060176e-19,5.55610000527991e-95,1.3163119264188262e-92,1.8665932060006486e-72,3.5538668860500753e-76,4.148209561179801e-60,1.160034822616116e-79,2.046603798386669e-51,1.2952876093081768e-67,6.45852847461034e-68,9.357118932975648e-81,1.6066591722278234e-124,5.5256897781023724e-102,2.0407556470745726e-48,1.8849482373072494e-96,5.73511813818398e-71,2.578974479229776e-94,3.76,0.0,0.7226833203557813,0.9999868558617252,1.5474881492392606e-56,2.009649824507449e-87,3.0537865779675e-10,3.0537865848324214e-10,1.3144138274915249e-05,5.445398506577064e-23,6.864378335060816e-19
3.005796042661482e-09,0.46006772627828185,4.416833811786407e-32,6.548339676681695e-24,2.7816190481339173e-36,3.0482265402525964e-30,0.0,0.0,2.1086694870608176e-28,2.3026666093316594e-51,4.305169127832239e-30,4.7145507013001796e-43,2.083972346506586e-28,1.2422732739630412e-84,3.355127083016305e-63,1.0965683795187916e-56,1.0466514379018841e-64,7.14993014572307e-19,6.712528389566693e-95,1.5263570509400923e-92,2.1531799407791932e-72,4.098517757488094e-76,4.58601699584961e-60,1.3939878433153652e-79,2.2664214694233792e-51,1.4940969426169713e-67,7.298871291681947e-68,1.0790378343769018e-80,2.063481966824716e-124,6.677302305944125e-102,2.2594319904137268e-48,2.3242837264581245e-96,6.615654294277944e-71,3.180767997879516e-94,3.76,0.0,0.7226833203495365,0.9999868552814631,1.8176481504554902e-56,2.42848504834225e-87,3.1162342383268046e-10,3.1162342454772914e-10,1.3144718537051378e-05,5.577334188116379e-23,7.149930147850095e-19
3.0660305810476446e-09,0.46006772627880577,4.77677948448922e-32,6.67956468002188e-24,3.068070848880281e-36,3.236803606988466e-30,0.0,0.0,2.2393816743913183e-28,2.5966449660016415e-51,4.598411618592491e-30,5.133156092076289e-43,2.2126272227883853e-28,1.3785239893114203e-84,3.851390835999657e-63,1.1874891748132067e-56,1.1871892576871674e-64,7.441265141834666e-19,8.08053543965602e-95,1.7647939679752054e-92,2.476646475374959e-72,4.713087845049675e-76,5.059716279806823e-60,1.6689460891832243e-79,2.5047051391745412e-51,1.7184796463346427e-67,8.22827817076233e-68,1.2407643235822658e-80,2.6371109466194037e-124,8.038945891389422e-102,2.4964126781402947e-48,2.8541966232221406e-96,7.60950288100288e-71,3.906806661025899e-94,3.76,0.0,0.7226833203432917,0.9999868547903245,2.128187405517058e-56,2.92370806231464e-87,3.178681898679787e-10,3.178681906121622e-10,1.3145209675510221e-05,5.70922080692957e-23,7.441265144093276e-19
3.1262651194338073e-09,0.46006772627932974,5.158244519068639e-32,6.810789683302729e-24,3.37762780581191e-36,3.432986360042369e-30,0.0,0.0,2.375386777071333e-28,2.921240527843611e-51,4.9056546113817164e-30,5.579997696305945e-43,2.3464492702727202e-28,1.5266855985242065e-84,4.4092027114172965e-63,1.2839363516259791e-56,1.3433703073498862e-64,7.73838300637904e-19,9.693811157057242e-95,2.0347992341089248e-92,2.8408596539829e-72,5.404883242978077e-76,5.571432886220105e-60,1.9910594913483043e-79,2.762592187263816e-51,1.971115517618701e-67,9.25412710146457e-68,1.4228164562595154e-80,3.354217569382906e-124,9.643706235162828e-102,2.752818228350163e-48,3.491032424349919e-96,8.72854461707731e-71,4.779550314970063e-94,3.76,0.0,0.722683320337047,0.9999868543746213,2.4841685384588e-56,3.507352182389984e-87,3.2411295590264467e-10,3.241129566765413e-10,1.314562537867381e-05,5.841062191327747e-23,7.7383830087745455e-19
3.18649965781997e-09,0.46006772627985376,5.562065837187335e-32,6.94201468653336e-24,3.711657421190895e-36,3.6369242816153465e-30,0.0,0.0,2.5167900662347325e-28,3.2789512648897435e-51,5.227301826873141e-30,6.056411280261138e-43,2.485538759029858e-28,1.687546640896622e-84,5.034784105230252e-63,1.3861283078701412e-56,1.5165937354758907e-64,8.041283465738779e-19,1.159066242746379e-94,2.339834315382176e-92,3.25000329503585e-72,6.181805878860945e-76,6.123371098747885e-60,2.3672512831639514e-79,3.0412656656028365e-51,2.254903829612202e-67,1.0384243373662643e-67,1.627276872789964e-80,4.246866322191495e-124,1.1529096164685574e-101,3.029813582842785e-48,4.253684698368858e-96,9.985634101446199e-71,5.824967655771543e-94,3.76,0.0,0.7226833203308022,0.9999868540227673,2.891171868933367e-56,4.193060898714708e-87,3.303577219366785e-10,3.3035772274086644e-10,1.3145977232835227e-05,5.972861996886435e-23,8.041283468276593e-19
3.2467341962061325e-09,0.46006772628037773,5.989096076544503e-32,7.073239689721487e-24,4.071579860057085e-36,3.8487668473130374e-30,0.0,0.0,2.663696855754799e-28,3.6724249121907604e-51,5.563761863980591e-30,6.563770811622974e-43,2.6299959057448885e-28,1.8619319819655607e-84,5.734848114299208e-63,1.4942876099826376e-56,1.708354789494978e-64,8.349966282407402e-19,1.381455108049676e-94,2.6836651323553952e-92,3.7085972117605327e-72,7.052388961160248e-76,6.717815201478737e-60,2.805297267328832e-79,3.341955198473635e-51,2.572976482084472e-67,1.1626917155075664e-67,1.8563952081864035e-80,5.353470481143603e-124,1.3737547871856348e-101,3.328608947392435e-48,5.163932477288211e-96,1.1394658251545788e-70,7.073002151861687e-94,3.76,0.0,0.7226833203245574,0.9999868537249551,3.35533685620637e-56,4.996266908931172e-87,3.3660248797008004e-10,3.366024888051376e-10,1.3146275044891894e-05,6.104623688634162e-23,8.349966285093038e-19
3.306968734592295e-09,0.46006772628090176,6.440203581895594e-32,7.204464692873653e-24,4.458868929668501e-36,4.0686635270177216e-30,0.0,0.0,2.8162125028190954e-28,4.104464845825265e-51,5.915448198144734e-30,7.1034889182252536e-43,2.7799208743434207e-28,2.0507037985895285e-84,6.51662796870382e-63,1.6086409902121305e-56,1.9202495335272856e-64,8.664431250351996e-19,1.6414684666431102e-94,3.070382556059431e-92,4.221516972735137e-72,8.025833781942718e-76,7.35713065731869e-60,3.313911441682629e-79,3.665937882869188e-51,2.9287116621839238e-67,1.2990921398626262e-67,2.1125979101639725e-80,6.719894430631349e-124,1.631694927659302e-101,3.6504606307956174e-48,6.2468147570017685e-96,1.2970597015050888e-70,8.558089407603119e-94,3.76,0.0,0.7226833203183126,0.9999868534728844,3.88340597660831e-56,5.934387201028778e-87,3.4284725400284947e-10,3.4284725486935477e-10,1.3146527115397366e-05,6.23635053036916e-23,8.6644312531910705e-19
3.3672032729784578e-09,0.4600677262814258,6.916272396151114e-32,7.335689695995376e-24,4.8750530583845535e-36,4.2967637856481804e-30,0.0,0.0,2.9744424084274474e-28,4.578036073104835e-51,6.2827791795356674e-30,7.677017346632798e-43,2.9354137765398288e-28,2.2547625734274266e-84,7.387906526991734e-63,1.7294193438918296e-56,2.1539797114817433e-64,8.984678190948133e-19,1.9446664252720208e-94,3.50442388323177e-92,4.794014416147073e-72,9.112047898526691e-76,8.043765274921858e-60,3.9028383576219513e-79,4.0145391890949626e-51,3.3257480246554456e-67,1.4485530079066843e-67,2.398498432578579e-80,8.400721671892373e-124,1.932122756774976e-101,3.9966718826907107e-48,7.531045393477516e-96,1.4729586397185894e-70,1.0319730549141708e-93,3.76,0.0,0.7226833203120678,0.9999868532595302,4.482771127293144e-56,7.027035295716793e-87,3.490920200349866e-10,3.490920209335181e-10,1.3146740469867187e-05,6.368045579588128e-23,8.984678193946375e-19
3.4274378113646204e-09,0.46006772628194986,7.418202251544696e-32,7.466914699091347e-24,5.321716273996661e-36,4.533217083821228e-30,0.0,0.0,3.1384920178225353e-28,5.096271337045554e-51,6.666178031182167e-30,8.28584742054715e-43,3.0965746723176186e-28,2.4750480987472087e-84,8.357046853041978e-63,1.856857726698407e-56,2.4113577574381885e-64,9.310706949419346e-19,2.2973193834921807e-94,3.990595319631352e-92,5.431738931464327e-72,1.032168471775567e-75,8.780250364258968e-60,4.582952599512802e-79,4.389133861635218e-51,3.767999400886997e-67,1.612053675839986e-67,2.716907811139122e-80,1.046070973084524e-123,2.2810983125604194e-101,4.368593730146644e-48,9.049471906294227e-96,1.6688983845726e-70,1.2403126529327186e-93,3.76,0.0,0.722683320305823,0.9999868530789455,5.161522650944999e-56,8.296251813807247e-87,3.5533678606649175e-10,3.5533678699762736e-10,1.3146921054712925e-05,6.499711686816667e-23,9.310706952582584e-19
3.5479068881369457e-09,0.4600677262829978,8.503322408853685e-32,7.72936470522121e-24,6.313099939009073e-36,5.031780622937413e-30,0.0,0.0,3.4844723522039485e-28,6.280141341114448e-51,7.482896589839649e-30,9.615578434093313e-43,3.4363004282377707e-28,2.9682612287216406e-84,1.0625460059516812e-62,2.1326755875608663e-56,3.0048921283031825e-64,9.980109402535918e-19,3.1801134327787595e-94,5.140542715275815e-92,6.927589674409775e-72,1.3157820463536841e-75,1.0413321531107e-59,6.266560865046249e-79,5.222054062338287e-51,4.805271799250051e-67,1.9853630815276295e-67,3.463552361448692e-80,1.6038866508620867e-123,3.1527016094744075e-101,5.195217215036865e-48,1.294418512001743e-95,2.1284955274049583e-70,1.7748932567794545e-93,3.76,0.0,0.7226833202933335,0.9999868527967879,6.793358620392489e-56,1.1466260296950369e-86,3.678263181276056e-10,3.6782631912568406e-10,1.3147203212265267e-05,6.762967466156152e-23,9.98010940604705e-19
3.668375964909271e-09,0.46006772628404585,9.703075366143617e-32,7.991814711288186e-24,7.446841277024292e-36,5.565549763280423e-30,0.0,0.0,3.854997965615813e-28,7.684730860037445e-51,8.36908704061165e-30,1.1105421498845325e-42,3.7998976020741944e-28,3.538686457615183e-84,1.3401609777784944e-62,2.43805812015359e-56,3.7177660221213824e-64,1.067263773925361e-18,4.357365479142715e-94,6.566974953119704e-92,8.763075019042546e-72,1.6635982321571296e-75,1.227830785336394e-59,8.478615439283537e-79,6.176716175026299e-51,6.077937045443982e-67,2.4279670442695648e-67,4.379398720030653e-80,2.424584853522507e-123,4.31110108752347e-101,6.142126561548658e-48,1.8297074744330547e-95,2.692444096358875e-70,2.5099704371179945e-93,3.76,0.0,0.7226833202808439,0.9999868525947276,8.85964752255555e-56,1.5679353055660712e-86,3.8031585018619097e-10,3.803158512535249e-10,1.3147405272421145e-05,7.026136692588671e-23,1.0672637743137197e-18
3.788845041681597e-09,0.46006772628509396,1.1025222908417399e-31,8.254264717310206e-24,8.737713754173504e-36,6.1357200849136246e-30,0.0,0.0,4.250914044684901e-28,9.341789310394413e-51,9.328310386797259e-30,1.2768778696272495e-42,4.188164848315183e-28,4.195361773189174e-84,1.6776664301117578e-62,2.775035259965102e-56,4.569009654574118e-64,1.138829130788361e-18,5.913704076326831e-94,8.324161351279385e-92,1.1000055729315063e-71,2.0872619442629834e-75,1.4398581155455924e-59,1.135877280284282e-78,7.26598397760453e-51,7.628838510526218e-67,2.949767840086235e-67,5.495218018356872e-80,3.616932980543014e-123,5.836588558414301e-101,7.221935021591921e-48,2.5578472765653882e-95,3.379750413890385e-70,3.510352846004147e-93,3.76,0.0,0.7226833202683544,0.9999868524499961,1.1455905229936081e-55,2.1227557031776623e-86,3.928053822422479e-10,3.9280538338114993e-10,1.314755000402362e-05,7.289235269337722e-23,1.1388291312165058e-18
3.909314118453922e-09,0.46006772628614206,1.247777701896688e-31,8.516714723300135e-24,1.0201474161089706e-35,6.74348713872669e-30,0.0,0.0,4.673066508915331e-28,1.12863751369694e-50,1.0364205400098731e-29,1.4619729284694515e-42,4.601900023404501e-28,4.948053616015654e-84,2.0854398856052747e-62,3.1457032410955217e-56,5.579957674875187e-64,1.2127069621721722e-18,7.954552825901167e-94,1.0474805684725529e-91,1.3709072319139736e-71,2.600041760000946e-75,1.679895641181326e-59,1.5077161373886415e-78,8.503596214130208e-51,9.506824516469421e-67,3.5616885362637584e-67,6.84609549230835e-80,5.3289192851901805e-123,7.828284973796134e-101,8.448100175488046e-48,3.5387824365216194e-95,4.212087566219195e-70,4.858687967184974e-93,3.76,0.0,0.7226833202558648,0.9999868523462712,1.4694520725179902e-55,2.847138321577635e-86,4.0529491429577666e-10,4.052949155085591e-10,1.3147653729111867e-05,7.552276496198355e-23,1.2127069626427268e-18
4.029783195226247e-09,0.46006772628719,1.4068999606801184e-31,8.779164729267142e-24,1.1854893788872231e-35,7.390046453678222e-30,0.0,0.0,5.122302014923281e-28,1.355707890938115e-50,1.1480488550432177e-29,1.6673044321347402e-42,5.041900191497789e-28,5.807291191355424e-84,2.575245536436206e-62,3.552224506293139e-56,6.774447282858268e-64,1.288897231892944e-18,1.0610485401270052e-93,1.3091040979293706e-91,1.6970226129794633e-71,3.21699300286061e-75,1.9505726069622583e-59,1.9839744677240532e-78,9.904195493071755e-51,1.1767356808673965e-66,4.275740316422834e-67,8.471868663024819e-80,7.760030978701145e-123,1.0407778551021885e-100,9.83495040387308e-48,4.848352297696293e-95,5.214066099538058e-70,6.659598640585423e-93,3.76,0.0,0.7226833202433752,0.99998685227191,1.87070639883181e-55,3.785305928595639e-86,4.177844463467771e-10,4.177844476357524e-10,1.3147728090081513e-05,7.815271403928667e-23,1.2888972324086146e-18
4.150252271998572e-09,0.4600677262882381,1.580740223534544e-31,9.041614735217786e-24,1.3715789572088809e-35,8.076593542409344e-30,0.0,0.0,5.599467959555526e-28,1.619625358520652e-50,1.2680953934555718e-29,1.8944201271383804e-42,5.508961629093991e-28,6.784401323861227e-84,3.1603680353916983e-62,3.9968276167429273e-56,8.179026702939867e-64,1.367399913073072e-18,1.404233660219465e-93,1.6255504870025734e-91,2.0874116212712547e-71,3.9551309207366393e-75,2.25466937173264e-59,2.5894398623673083e-78,1.1483357206604377e-50,1.4473157381312298e-66,5.1050918285422305e-67,1.0417593336384972e-79,1.117677716042051e-122,1.3723313113697287e-100,1.1397711283412147e-47,6.58183068224806e-95,6.413521860741618e-70,9.044594408708875e-93,3.76,0.0,0.7226833202308857,0.9999868522186115,2.3646817182851533e-55,4.9911763561923886e-86,4.302739783952493e-10,4.302739797627299e-10,1.3147781388472723e-05,8.078229065473433e-23,1.3673999136366495e-18
4.270721348770898e-09,0.46006772628928605,1.7701745852212722e-31,9.304064741156765e-24,1.580305519887197e-35,8.804323905536971e-30,0.0,0.0,6.1054124821033555e-28,1.925025195985231e-50,1.3969473203751148e-29,2.1449398603639492e-42,6.003879828754802e-28,7.891543848540692e-84,3.8557543361340368e-62,4.481807161620619e-56,9.823174275841732e-64,1.4482149857125237e-18,1.844717944957067e-93,2.0062499611651925e-91,2.552283369098314e-71,4.833614252192223e-75,2.595120710831394e-59,3.353777223538373e-78,1.32576184714202e-50,1.7694894831194044e-66,6.064140553663035e-67,1.2734038293762887e-79,1.59321700492632e-122,1.79545903091715e-100,1.3152531905804023e-47,8.858104333765456e-95,7.841821496687617e-70,1.217787353354862e-92,3.76,0.0,0.7226833202183961,0.9999868521804227,2.9691543237614055e-55,6.530109184341155e-86,4.4276351044119317e-10,4.4276351188949155e-10,1.3147819577352502e-05,8.341156887625232e-23,1.4482149863268817e-18
4.391190425543223e-09,0.4600677262903341,1.9761040519965134e-31,9.566514747087474e-24,1.8136692187263235e-35,9.574433034789715e-30,0.0,0.0,6.640984465723686e-28,2.2769671512405427e-50,1.534999549068979e-29,2.4205570372713982e-42,6.527449502024555e-28,9.141747546456862e-84,4.678164003225372e-62,5.009523667480209e-56,1.1739528681251015e-63,1.5313424349281947e-18,2.4065304513881383e-93,2.4619242714483905e-91,3.1031016602998477e-71,5.873939714525396e-75,2.975019053095962e-59,4.3123019220704717e-78,1.5244507092934423e-50,2.1511912327101416e-66,7.168586247068465e-67,1.5478210208365738e-79,2.249005327194112e-122,2.3318264755169616e-100,1.5116511118475067e-47,1.1824591429963709e-94,9.534186534637812e-70,1.6263157675652798e-92,3.76,0.0,0.7226833202059065,0.9999868521530569,3.704651113311141e-55,8.480904468594806e-86,4.5525304248460887e-10,4.5525304401603725e-10,1.3147846943095217e-05,8.604060883064284e-23,1.5313424355962904e-18
4.511659502315548e-09,0.4600677262913822,2.199454514769773e-31,9.828964753012352e-24,2.0737840927532203e-35,1.0388116415261689e-29,0.0,0.0,7.2070335382561345e-28,2.6809606739991652e-50,1.682654733569605e-29,2.723040078708366e-42,7.080464581740571e-28,1.0548946623691306e-83,5.646328307515268e-62,5.58240350755852e-56,1.396413066143232e-63,1.616782249674797e-18,3.118834890008916e-93,3.0047213340979856e-91,3.752696755347802e-71,7.100147810143177e-75,3.397617652841274e-59,5.506848672655856e-78,1.7462570554457587e-50,2.6012998772971624e-66,8.435506469814277e-67,1.8713909955611196e-79,3.1455319486047857e-122,3.0074213426422896e-100,1.7307723686561035e-47,1.566300909674808e-94,1.1530036758159452e-69,2.1551712231619404e-92,3.76,0.0,0.722683320193417,0.9999868521334382,4.5947795333144265e-55,1.093808308845649e-85,4.677425745254964e-10,4.677425761423671e-10,1.3147866561812138e-05,8.866945912029128e-23,1.616782250399671e-18
4.632128579087873e-09,0.46006772629243015,2.441176722324301e-31,1.0091414758933155e-23,2.3628811690898278e-35,1.1246569527091441e-29,0.0,0.0,7.804410072646616e-28,3.1429908923016787e-50,1.8403232612641834e-29,3.054233876323576e-42,7.663718223945988e-28,1.2128017719932174e-83,6.781118277420931e-62,6.202938811059979e-56,1.653667642011512e-63,1.7045344217810398e-18,4.016873044497007e-93,3.648359833098781e-91,4.5153835499876095e-71,8.539040158968501e-75,3.8663336986399686e-59,6.986744267996017e-78,1.9931405032253998e-50,3.129720403665067e-66,9.883434185312678e-67,2.251232097592353e-79,4.3611209247306425e-122,3.8532659722835374e-100,1.9745246377096068e-47,2.0596104053078183e-94,1.3873353286387833e-69,2.8351712949367884e-92,3.76,0.0,0.7226833201809274,0.9999868521193715,5.666586371255873e-55,1.4014477977915812e-85,4.802321065638557e-10,4.802321082684812e-10,1.3147880628422468e-05,9.129815887336388e-23,1.7045344225658155e-18
4.752597655860199e-09,0.4600677262934782,2.7022462545869334e-31,1.0353864764851133e-23,2.683311560506963e-35,1.2150987846755247e-29,0.0,0.0,8.433965187107184e-28,3.6695453258940806e-50,2.008423245461489e-29,3.416061246587981e-42,8.278002809535666e-28,1.3894817433041695e-83,8.105721866907197e-62,6.8736873724683625e-56,1.9500782859663876e-63,1.794598945211091e-18,5.143055929932961e-93,4.4082841698720073e-91,5.407086290826656e-71,1.0220408551336866e-74,4.384751360723378e-59,8.809892674466808e-78,2.2671684437497556e-50,3.7474699067101835e-66,1.1532437394535867e-66,2.6952630314179036e-79,5.996507460715642e-122,4.906223790741643e-100,2.24491839664973e-47,2.689547155426654e-94,1.6613061735696777e-69,3.7039135152585376e-92,3.76,0.0,0.7226833201684378,0.99998685210929,6.950946842482507e-55,1.7844167408244242e-85,4.927216385996867e-10,4.927216403943795e-10,1.3147890710044615e-05,9.392673945847731e-23,1.794598946058976e-18
4.873066732632524e-09,0.4600677262945262,2.983663495943077e-31,1.0616314770767201e-23,3.0375495596637985e-35,1.3102566848045376e-29,0.0,0.0,9.096550745060587e-28,4.267641337629911e-50,2.187380517941598e-29,3.8105243834211356e-42,8.924109945683998e-28,1.5866220352260867e-83,9.645830469375703e-62,7.59727256091685e-56,2.2904264913505693e-63,1.886975815504768e-18,6.548222262703536e-93,5.301830216823735e-91,6.445469996809086e-71,1.2177276003799343e-74,4.956624778045606e-59,1.1043981928240815e-77,2.5705189486400247e-50,4.4667682056083347e-66,1.3404200804817082e-66,3.2122683202296885e-79,8.180423013169554e-122,6.209909336409285e-100,2.54406951717307e-47,3.489060353032947e-94,1.9803435982698545e-69,4.807036416610295e-92,3.76,0.0,0.7226833201559483,0.9999868521020672,8.482985622670706e-55,2.258578504418242e-85,5.052111706329896e-10,5.052111725200619e-10,1.3147897932969732e-05,9.655522592474424e-23,1.8869758164190537e-18
4.993535809404849e-09,0.4600677262955742,3.2864536085943965e-31,1.087876477668202e-23,3.428195730020508e-35,1.4102502002777973e-29,0.0,0.0,9.79301935490012e-28,4.944854327471118e-50,2.3776286214920164e-29,4.2397063094149585e-42,9.60283046708536e-28,1.806015759552276e-83,1.1429835039785527e-61,8.376383229634389e-56,2.6799425276287597e-63,1.9816650293614512e-18,8.29308621999756e-93,6.348402372675708e-91,7.650078779330746e-71,1.444615014245019e-74,5.585880985706412e-59,1.3767823034607907e-77,2.905483679974229e-50,5.301133196337669e-66,1.5522109536961947e-66,3.8119672170579757e-79,1.1076378196956092e-121,7.815712299950083e-100,2.8742018505044353e-47,4.4979322538154236e-94,2.3504523120656037e-69,6.199674787943906e-92,3.76,0.0,0.7226833201434587,0.9999868520968911,1.0302531608318944e-54,2.842624472283443e-85,5.177007026637643e-10,5.177007046455285e-10,1.314790310900947e-05,9.918363820903246e-23,1.9816650303455116e-18
5.1140048861771744e-09,0.4600677262966223,3.611666505954864e-31,1.114121478259608e-23,3.857979993422763e-35,1.5151988781298707e-29,0.0,0.0,1.0524224369611513e-27,5.709346671413111e-50,2.579608802435453e-29,4.7057723256500504e-42,1.0314954437054254e-27,2.04956558444886e-83,1.3489032066149535e-61,9.213773625485247e-56,3.12433568062401e-63,2.078666584337669e-18,1.0449898742755695e-92,7.569662407749776e-91,9.042481240903488e-71,1.7067289210169567e-74,6.276622783653705e-59,1.7072831488710812e-77,3.2744708032908506e-50,6.265481062317772e-66,1.7911334868853203e-66,4.5050861601218776e-79,1.4890861535618287e-121,9.783946667077401e-100,3.2376498052323866e-47,5.763977253339546e-94,2.778259016192343e-69,7.948133297058973e-92,3.76,0.0,0.7226833201309691,0.99998685209318,1.245460818584595e-54,3.558492029043772e-85,5.301902346920109e-10,5.301902367707792e-10,1.3147906820122336e-05,1.018119921369251e-22,2.0786665853949608e-18
5.2344739629495e-09,0.4600677262976703,3.9603768260806165e-31,1.140366478850973e-23,4.3297647143690207e-35,1.6252222652858e-29,0.0,0.0,1.1291019886306052e-27,6.569897405029629e-50,2.7937700031547225e-29,5.2109714601048443e-42,1.1061271148534714e-27,2.3192876868843196e-83,1.5857839605143953e-61,1.0112263298624214e-55,3.629825783946779e-63,2.177980478629772e-18,1.3104349051719926e-92,8.989730571591235e-91,1.0646423114598266e-70,2.0084980959123595e-74,7.033131547836065e-59,2.1064662404855913e-77,3.680007903755993e-50,7.376231452111658e-66,2.0598922006185237e-66,5.303434854608574e-79,1.988320435426413e-121,1.2185136692747689e-99,3.636860917549869e-47,7.344415240978242e-94,3.27105929847104e-69,1.01318047728568e-91,3.76,0.0,0.7226833201184796,0.999986852090519,1.4989960770605892e-54,4.431832316285781e-85,5.426797667177293e-10,5.426797688958139e-10,1.3147909480974894e-05,1.0444030024228008e-22,2.1779804797638375e-18
5.47541211649415e-09,0.46006772629976644,4.732711750938464e-31,1.1928564800336782e-23,5.41146567395207e-35,1.8609713548106046e-29,0.0,0.0,1.2934802531399891e-27,8.617558745796467e-50,3.260469668912772e-29,6.348192507012406e-42,1.2659636121476833e-27,2.945905150766884e-83,2.1678961765565132e-61,1.2104144653115902e-55,4.851730806283531e-63,2.383545280290073e-18,2.0330184080033848e-92,1.2536394800246375e-90,1.4595781447335376e-70,2.7509121310269166e-74,8.761484687184112e-59,3.1614033923247594e-77,4.611457003764177e-50,1.011081584395126e-65,2.6987278179983844e-66,7.268968991621993e-79,3.4781868812047115e-121,1.862871451048899e-99,4.55294374672455e-47,1.1734533393276905e-93,4.484470846319802e-69,1.6202004356803612e-91,3.76,0.0,0.7226833200935006,0.9999868520872737,2.144563062043305e-54,6.775444443625543e-85,5.676588307615813e-10,5.676588331452361e-10,1.3147912726259032e-05,1.0969681616756437e-22,2.3835452815886426e-18
