Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69)
3.539301416281576e-07,0.8825999548582066,8.647825836348305e-06,1.7887175644296192e-06,8.394888525667239e-07,4.38601419110004e-06,0.0,0.0,3.939060604644171e-06,2.9594098344455284e-09,2.112970281008017e-07,1.0700414953702554e-07,1.4346863747745842e-07,1.0960546285115265e-16,7.63009051136961e-12,1.3075208483585502e-07,2.860613778578225e-07,7.4111651107701e-06,1.5361701587337805e-16,6.418218013316797e-11,9.277165147463305e-14,7.330014653803802e-14,1.863348485901798e-08,1.9215399252110036e-12,9.231195277014845e-12,5.694502114548982e-16,4.4495243056818604e-18,4.785654796319046e-13,6.70963462644164e-15,1.2477146057946613e-15,3.904707898122285e-10,4.685960596084456e-17,1.9090500666403225e-17,2.881037879789583e-16,3.76,0.0,0.5831775074104546,0.9973534126864516,1.7235774017763118e-06,3.919297253340805e-08,0.10609355462055545,0.10655314962783426,0.002632772757263482,9.751398840416855e-11,7.244599272100805e-06,1.0958484212682981e-05,0.0002142782440542673,1.4539451271971258e-10,8.193777370311908e-09,2.035797201878324e-07,9.740106061019504e-08,7.803433603967928e-10,9.929648076951046e-09,2.2081420153934292e-05,2.444912198173096e-07,4.1902643783959225e-07,5.882592845557784e-07,6.78150088974951e-06,4.261397360841222e-07,5.1332506328394484e-08,7.012394890468154e-08,1.3754780913145003e-08,1.7796469744603263e-07,3.270570782439873e-07,1.8353018029943053e-11,7.255118563731821e-16,5.009867084592051e-11,2.3634644470851333e-12,1.0446620259711223e-08,3.166542337310824e-11,1.4811418618727857e-16,1.689869934114811e-11,1.810712765472013e-09,1.519365990906797e-11,4.7635456334781995e-12,1.885910191371375e-15,3.9981402740105415e-09,3.1479245551142177e-10,9.361569474312493e-12,7.136579536515813e-15,2.335417279507089e-11,3.2913948457504896e-11,7.339661497025216e-11,6.719260890397408e-11
3.620940294765876e-07,0.8829588541190476,8.996352074239234e-06,1.8864978261253175e-06,8.804470359768461e-07,4.666308845450567e-06,0.0,0.0,4.028102592397292e-06,3.0887116368000928e-09,2.282652575017216e-07,1.1070804488618707e-07,1.5734919444951126e-07,1.1997273032115541e-16,7.99715582831672e-12,1.3128527088951782e-07,2.9904779818428914e-07,7.751933709915535e-06,1.7152237160485756e-16,6.925729386199163e-11,9.709111115190659e-14,7.426105762402084e-14,1.8614727352429535e-08,2.113880020128927e-12,9.657300284822633e-12,6.398915888559478e-16,4.970374787000976e-18,5.151988926721203e-13,7.500940988697107e-15,1.3679437564597063e-15,4.1975014805310384e-10,5.373394645397643e-17,2.2024011161480535e-17,3.3852509508677277e-16,3.76,0.0,0.5809278968743616,0.9973528333621091,1.8519214516365707e-06,4.19162056634923e-08,0.10833112942755496,0.1088116806609866,0.0026327710801739065,9.953202083211135e-11,7.571640557038106e-06,1.1360058137104209e-05,0.00022403657042201084,1.5068283457346665e-10,8.600955722064627e-09,2.11082065183838e-07,1.0132398808727862e-07,8.563633193559629e-10,1.0153654108326445e-08,2.3076406665806912e-05,2.5057482014981987e-07,4.349840334482759e-07,6.278388654550727e-07,7.1894435463908866e-06,4.6098744663592804e-07,5.5777696779632975e-08,7.664521171495589e-08,1.4585045827645216e-08,1.9658319534715209e-07,3.323006655234644e-07,2.0065397390459248e-11,7.930068306886634e-16,5.3851866039710484e-11,2.5356701387161e-12,1.1570522319627499e-08,3.244560596758915e-11,1.6186367430962592e-16,1.8516444400754622e-11,2.0402053111804276e-09,1.5813823226672056e-11,5.262247309523527e-12,2.0833061497242137e-15,4.204578289163719e-09,3.3743952550697603e-10,1.0878836246719732e-11,7.648578246821158e-15,2.4208141337021534e-11,3.576778474266327e-11,7.788315651394083e-11,7.139412428885996e-11
3.7025791732501766e-07,0.8833164117159675,9.350128004255408e-06,1.986693830738958e-06,9.222805316279392e-07,4.957226721602604e-06,0.0,0.0,4.1175069296747405e-06,3.2205538159098525e-09,2.4650105429396464e-07,1.144514500955427e-07,1.721536122071682e-07,1.310084327635119e-16,8.371716919324005e-12,1.318171989503133e-07,3.123142170311877e-07,8.100364930411846e-06,1.9130488226241788e-16,7.45917826488296e-11,1.0148671287542766e-13,7.518347993340747e-14,1.8595926005339295e-08,2.3197069413141733e-12,1.0092720843011259e-11,7.171557818579984e-16,5.538492280729423e-18,5.536429502912683e-13,8.364259335126714e-15,1.4965457883471195e-15,4.5036897778415103e-10,6.14049424196602e-17,2.5316797035984267e-17,3.9620686773466256e-16,3.76,0.0,0.5786869402140596,0.997352240456194,1.9863121934293792e-06,4.475971745286367e-08,0.11055978984693361,0.11106174345690123,0.0026327693679690633,1.0154036886495348e-10,7.905442250077112e-06,1.1767027043934659e-05,0.00023400120747579006,1.5603932959914962e-10,9.017645884946438e-09,2.1868593749601645e-07,1.0529948238747792e-07,9.379862083009893e-10,1.037740490932726e-08,2.4091739275809823e-05,2.567027607341714e-07,4.5116875509429284e-07,6.695441170827336e-07,7.612437847472898e-06,4.977677410337887e-07,6.048594347778095e-08,8.358347805488529e-08,1.5444439784612287e-08,2.166095918700711e-07,3.37457240969399e-07,2.18873148513758e-11,8.648056304988667e-16,5.78227540789147e-11,2.7176718929770827e-12,1.2783368228469486e-08,3.3231024567436835e-11,1.7648783735789707e-16,2.024038853852873e-11,2.2921157986984764e-09,1.6449359993780427e-11,5.798590376008011e-12,2.2956012905989456e-15,4.417651845863338e-09,3.611128259198966e-10,1.2598216526711101e-11,8.183578868544126e-15,2.507319601801999e-11,3.8792778291870864e-11,8.253801106222459e-11,7.57480683918311e-11
3.784218051734477e-07,0.8836726328696747,9.709101848078273e-06,2.0892685845800257e-06,9.649823643579795e-07,5.258898367360843e-06,0.0,0.0,4.207316032002278e-06,3.3549407007975636e-09,2.660826130151425e-07,1.1823612975472905e-07,1.879135348582527e-07,1.427401609597309e-16,8.753983589297192e-12,1.3235214800728517e-07,3.258615938631215e-07,8.456472258926811e-06,2.1313104428139237e-16,8.019150419156954e-11,1.0596117337691206e-13,7.607283722112435e-14,1.857727747799215e-08,2.5395605106659342e-12,1.0537487745256284e-11,8.017414407588062e-16,6.157112201457399e-18,5.939484299266846e-13,9.304326506642943e-15,1.6339019366990486e-15,4.823484884435976e-10,6.99406652874443e-17,2.900176470736634e-17,4.619745417118093e-16,3.76,0.0,0.5764546039682145,0.9973516338320717,2.126869384889606e-06,4.772595853966772e-08,0.11277956983300266,0.11330337068771264,0.0026327676202847062,1.0353908391739873e-10,8.245978035295048e-06,1.2179283212103532e-05,0.00024417145641762034,1.6146250130568772e-10,9.4438158059973e-09,2.2638932569867946e-07,1.093263629227642e-07,1.0254923991561892e-09,1.0600900938705564e-08,2.512732100050522e-05,2.628764001081457e-07,4.6757623443603584e-07,7.134641291070554e-07,8.05068810582178e-06,5.36535724855283e-07,6.54654124430035e-08,9.095267701607859e-08,1.633322736759253e-08,2.3810868142152657e-07,3.4252781619782974e-07,2.382239026441206e-11,9.410498913127963e-16,6.20214429497258e-11,2.909913783751582e-12,1.4089654193476835e-08,3.4021854508628034e-11,1.9201537159424574e-16,2.2074083598651782e-11,2.56798432974632e-09,1.710047311114023e-11,6.374291674109698e-12,2.5234755492245664e-15,4.637430363174885e-09,3.8582989504094363e-10,1.4540839022325288e-11,8.741958056506716e-15,2.594909529600565e-11,4.1994632799461564e-11,8.736352004587436e-11,8.025565582012309e-11
3.865856930218777e-07,0.8840275227805926,1.007322326654256e-05,2.1941843480182087e-06,1.0085456331690311e-06,5.57145222221077e-06,0.0,0.0,4.29757343996526e-06,3.491878708264471e-09,2.870907011272962e-07,1.2206401410194155e-07,2.0466033062428984e-07,1.5519683725473732e-16,9.144197699377934e-12,1.3289416177759875e-07,3.3969101720214375e-07,8.820269934945448e-06,2.371781620628691e-16,8.60622476522821e-11,1.1051782247156784e-13,7.693452193659021e-14,1.8558967885695426e-08,2.7739844888771035e-12,1.0991636342222179e-11,8.941753655242907e-16,6.8296424524049265e-18,6.361681065175979e-13,1.0326084547336477e-14,1.7804041416366824e-15,5.157093811840957e-10,7.941291689308186e-17,3.3113806798845983e-17,5.3672266273668715e-16,3.76,0.0,0.5742308548085122,0.9973510133511495,2.2737115129121886e-06,5.081738476646378e-08,0.11499050320606978,0.11553659489820516,0.002632765836751444,1.0552821706496181e-10,8.593221864304186e-06,1.2596718969783976e-05,0.00025454662006625374,1.669508565334645e-10,9.879433499274466e-09,2.3419021843621758e-07,1.1340347584277196e-07,1.1191691880185828e-09,1.0824142655459857e-08,2.6183055316640062e-05,2.690970668955613e-07,4.842020977178449e-07,7.596899264152892e-07,8.504394589568846e-06,5.773463320246581e-07,7.072425529515009e-08,9.876667433132898e-08,1.7251665341951443e-08,2.6114607798393787e-07,3.47513396393946e-07,2.587422238236944e-11,1.0218804116777402e-15,6.645836699370243e-11,3.112853208872538e-12,1.5493965306797972e-08,3.481826712176707e-11,2.0847480200380732e-16,2.4021047704986334e-11,2.8694101719403536e-09,1.7767364790705406e-11,6.991088146939153e-12,2.767616876623532e-15,4.8639814258378074e-09,4.1160775834841204e-10,1.6729423897944647e-11,9.324080361166596e-15,2.6835598071650472e-11,4.537906996259617e-11,9.236197924162064e-11,8.491801960192178e-11
3.9474958087030774e-07,0.8843810866289374,1.0442443238191161e-05,2.3014027601519234e-06,1.0529635072404633e-06,5.8950146737660215e-06,0.0,0.0,4.388323803254508e-06,3.6313763943639135e-09,3.0960862696348073e-07,1.2593719228064968e-07,2.2242506092073849e-07,1.6840882986420304e-16,9.542632375105728e-12,1.3344705794456475e-07,3.5380370253595304e-07,9.19177291153189e-06,2.6363472775268343e-16,9.220973349413684e-11,1.1516061658058012e-13,7.777387327972757e-14,1.8541173203911852e-08,3.0235262780828917e-12,1.1455206485976507e-11,9.950140655333757e-16,7.559671558462918e-18,6.803569156015923e-13,1.1434686433248099e-14,1.936455404267478e-15,5.504718563608092e-10,8.989731534181366e-17,3.768985668203571e-17,6.214185872208153e-16,3.76,0.0,0.5720156595390513,0.9973503788728904,2.426955808937225e-06,5.403645837720847e-08,0.11719262365308812,0.11776144850632862,0.0026327640169947863,1.0750781904679884e-10,8.947147951981185e-06,1.3019226781396817e-05,0.00026512600286013815,1.725029065993571e-10,1.0324467047346523e-08,2.4208660612028e-07,1.1752969382369835e-07,1.2193107199087685e-09,1.1047130518806823e-08,2.7258846157895977e-05,2.75366060293626e-07,5.010419699230411e-07,8.083144255859498e-07,8.973753522152581e-06,6.202543020328379e-07,7.627060540067347e-08,1.0703926307485991e-07,1.820000278684233e-08,2.857881649299649e-07,3.5241498051647355e-07,2.8046386396098235e-11,1.1074370576170635e-15,7.114428463576752e-11,3.3269607628962892e-12,1.7000973129724505e-08,3.562042980846136e-11,2.2589446306004425e-16,2.6084761985673055e-11,3.1980518502897886e-09,1.8450236815383924e-11,7.650735451394376e-12,3.0287206939285836e-15,5.097370816489584e-09,4.3846292180122826e-10,1.9188352573781062e-11,9.93029810165979e-15,2.773246388146778e-11,4.895182597490766e-11,9.753563874065297e-11,8.973621193330422e-11
4.0291346871873777e-07,0.8847333295747948,1.081671394715989e-05,2.4108849572987867e-06,1.098229222348929e-06,6.229710110165374e-06,0.0,0.0,4.479612863492596e-06,3.773444505090625e-09,3.3372220569346694e-07,1.2985790579623257e-07,2.4123845191395104e-07,1.824080675681282e-16,9.949591157723896e-12,1.3401443711467433e-07,3.682009900783413e-07,9.570996817019061e-06,2.9270080171415945e-16,9.863961339611781e-11,1.1989415240195363e-13,7.8596159112226e-14,1.8524059661275227e-08,3.2887366341961425e-12,1.1928242469680646e-11,1.1048454116812636e-15,8.350977065685354e-18,7.265721151198213e-13,1.2635501993745579e-14,2.1024701550963657e-15,5.866556207670718e-10,1.0147338006040325e-16,4.2768942440208844e-17,7.171062655366519e-16,3.76,0.0,0.5698089850957446,0.9973497302548271,2.5867182637113624e-06,5.738564919008929e-08,0.11938596472829958,0.1199779638037119,0.002632762160635164,1.094779402684809e-10,9.307730772254852e-06,1.3446699327465082e-05,0.0002759089108603256,1.7811716834234588e-10,1.0778884602479103e-08,2.5007648248762233e-07,1.2170391586500082e-07,1.3262179089332979e-09,1.1269864988153545e-08,2.835459791167154e-05,2.8168465052247655e-07,5.18091478586978e-07,8.594323913587856e-07,9.458957085758203e-06,6.653141582205966e-07,8.21125741953884e-08,1.157841550497865e-07,1.9178481214183453e-08,3.1210204592667e-07,3.5723356150396e-07,3.034243166308527e-11,1.1978586744837846e-15,7.609027571356296e-11,3.55272009598928e-12,1.8615433287864978e-08,3.6428506112830415e-11,2.443024809597582e-16,2.826866756655759e-11,3.555627187275909e-09,1.9149290806353552e-11,8.355006602866708e-12,3.307489359766251e-15,5.3376625450821246e-09,4.664113659200302e-10,2.1943737786893362e-11,1.0560951256864202e-14,2.863945307421535e-11,5.2718648092032737e-11,1.0288670295853356e-10,9.47112049945112e-11
4.110773565671678e-07,0.8850842567581962,1.1195988679703912e-05,2.5225916853947004e-06,1.1443360777006636e-06,6.575660968741404e-06,0.0,0.0,4.571487435951471e-06,3.918096026239939e-09,3.5951972349910514e-07,1.338285421689085e-07,2.611308685087453e-07,1.9722815439333906e-16,1.0365407107948673e-11,1.345996915037157e-07,3.82884342394469e-07,9.957957917681471e-06,3.2458839366713007e-16,1.0535747023688014e-10,1.2472368086566207e-13,7.940656135980036e-14,1.8507784120947236e-08,3.5701693886752253e-12,1.2410792962996949e-11,1.2242903825384496e-15,9.207534205029655e-18,7.748734457516889e-13,1.393412403076067e-14,2.2788746340641738e-15,6.242798946708597e-10,1.1422461622249093e-16,4.8392240296243166e-17,8.249101070378175e-16,3.76,0.0,0.5676107985457262,0.9973490673525818,2.75311364148699e-06,6.086743574501692e-08,0.12157055985387323,0.12218617295617394,0.002632760267287976,1.1143863080476726e-10,9.67494505395898e-06,1.387902957790366e-05,0.00028689465175332757,1.837921650786264e-10,1.124265438759256e-08,2.581578460299747e-07,1.2592506709350234e-07,1.4401983540984015e-09,1.1492346523069954e-08,2.947021541589454e-05,2.880540792415897e-07,5.353462572975537e-07,9.131403932223641e-07,9.960193427909753e-06,7.125801870897197e-07,8.825824767625729e-08,1.2501497283517167e-07,2.018733468158591e-08,3.401554970145139e-07,3.619701264828064e-07,3.276587961967277e-11,1.2932830059631499e-15,8.13077384405476e-11,3.790627760254784e-12,2.0342183083414438e-08,3.724265578807809e-11,2.6372675732151913e-16,3.057616283470784e-11,3.943913294393688e-09,1.9864728496196173e-11,9.10569065492833e-12,3.604631651610801e-15,5.584918875484216e-09,4.954685406315533e-10,2.5023493822202004e-11,1.1216367373841555e-14,2.955632697208845e-11,5.6685291272184526e-11,1.084173306830984e-10,9.984389182949444e-11
4.1924124441559783e-07,0.8854338732991952,1.1580221728750955e-05,2.6364834063942123e-06,1.1912774331688091e-06,6.932987781255434e-06,0.0,0.0,4.663995390269181e-06,4.065346232396847e-09,3.8709190014472793e-07,1.378516287795673e-07,2.821322907120606e-07,2.1290448392478128e-16,1.0790441870403619e-11,1.3520601336117172e-07,3.978553419030825e-07,1.0352673081439071e-05,3.595218444747485e-16,1.1236881814012905e-10,1.2965512149128449e-13,8.021016455592714e-14,1.8492494450724975e-08,3.8683811794992256e-12,1.29029109436305e-11,1.3540049060886168e-15,1.0133524818688588e-17,8.253232896352603e-13,1.5336374640802225e-14,2.4661072815604255e-15,6.6336341870077e-10,1.2823859863302292e-16,5.46031275529733e-17,9.460389262278485e-16,3.76,0.0,0.5654210670867631,0.9973483900198877,2.9262554937228393e-06,6.448430642470982e-08,0.12374644232053746,0.1243861080042325,0.0026327583365636743,1.1338994040236353e-10,1.0048765776756448e-05,1.4316110859279211e-05,0.0002980825348539159,1.8952642747326831e-10,1.1715744697037034e-08,2.6632870130634903e-07,1.3019209857451814e-07,1.5615662510081535e-09,1.1714575583261596e-08,3.060560395586236e-05,2.944755599363517e-07,5.528019489084365e-07,9.695367622292335e-07,1.0477646670955379e-05,7.621064186099452e-07,9.471568305604092e-08,1.3474524246496162e-07,2.1226789896166732e-08,3.700169199357846e-07,3.666256569768877e-07,3.532022186881595e-11,1.3938466199698943e-15,8.680838603411705e-11,4.041193044703386e-12,2.2186139130169673e-08,3.806303485832259e-11,2.841949542927066e-16,3.3010600966723243e-11,4.3647465180398115e-09,2.059675200636747e-11,9.904591416007512e-12,3.9208622619640696e-15,5.839200349888278e-09,5.256493608510547e-10,2.8457406826105407e-11,1.189686149316229e-14,3.0482848017844454e-11,6.085751489463692e-11,1.1412963515722284e-10,1.0513508728298379e-10
4.2740513226402786e-07,0.8857821842979443,1.196936830591907e-05,2.752520398771633e-06,1.239046706920691e-06,7.301809215969449e-06,0.0,0.0,4.7571856302699694e-06,4.215212735020421e-09,4.1653185012236765e-07,1.4192982690529987e-07,3.0427229231083543e-07,2.294743529136855e-16,1.1225084706172967e-11,1.3583640314134683e-07,4.1311568826729783e-07,1.0755159742633417e-05,3.977382085666721e-16,1.1967910257476935e-10,1.3469507724983658e-13,8.101194719480595e-14,1.8478329882283273e-08,4.18393119115171e-12,1.3404653625408786e-11,1.4946817984042633e-15,1.113334654786693e-17,8.779868273618592e-13,1.6848311744334115e-14,2.6646191397707665e-15,7.03924460624167e-10,1.436070551936018e-16,6.144723509630698e-17,1.0817899696166057e-15,3.76,0.0,0.5632397580466759,0.9973476981086108,3.1062561723484546e-06,6.823876054842224e-08,0.1259136452882071,0.12657780086361026,0.0026327563680677984,1.1533191848260575e-10,1.0429168167139945e-05,1.4757836916529483e-05,0.0003094718711078684,1.9531849433490573e-10,1.219812389721679e-08,2.74587060147325e-07,1.3450398712962394e-07,1.6906422996738573e-09,1.1936552628542591e-08,3.176066926110884e-05,3.0095027827800183e-07,5.704542084881987e-07,1.028721548139015e-06,1.1011496924209077e-05,8.139466074919055e-07,1.0149290557519336e-07,1.4498838671115181e-07,2.229706630763882e-08,4.01755296776972e-07,3.7120112911861215e-07,3.8008918435447903e-11,1.4996848410409048e-15,9.260424303891631e-11,4.304937799959898e-12,2.415229501645187e-08,3.888979567672236e-11,3.057344809319257e-16,3.55752877042777e-11,4.8200223426239155e-09,2.134556412754578e-11,1.075352620474926e-11,4.2569013099176855e-15,6.100565811453842e-09,5.56968202777138e-10,3.227720511956792e-11,1.2602736090436683e-14,3.141877990897184e-11,6.524107955871537e-11,1.2002568419360254e-10,1.1058552898968427e-10
4.355690201124579e-07,0.8861291948347714,1.2363384460473182e-05,2.870662852230216e-06,1.2876373734165006e-06,7.682242116806495e-06,0.0,0.0,4.851108072988691e-06,4.367715529594189e-09,4.479350425458515e-07,1.4606592594150383e-07,3.275800217959586e-07,2.469770738718776e-16,1.1669751500373833e-11,1.3649367742907698e-07,4.286671956850845e-07,1.116543586791061e-05,4.3948763699193517e-16,1.272937005037465e-10,1.398508500168103e-13,8.181677558060759e-14,1.8465421359895775e-08,4.517380903435353e-12,1.3916082383289592e-11,1.6470528004577469e-15,1.2211622281248233e-17,9.329321931612257e-13,1.8476235826791925e-14,2.874874263733483e-15,7.459808220532933e-10,1.6042595013176247e-16,6.897249951313027e-17,1.2335530229343694e-15,3.76,0.0,0.5610668388827601,0.9973469914687768,3.2932268426510306e-06,7.213330943747449e-08,0.12807220178660458,0.12876128332573894,0.0026327543614010347,1.1726461414413364e-10,1.0816127694514052e-05,1.5204101969591122e-05,0.0003210619730946572,2.0116691334031842e-10,1.2689760427095495e-08,2.829309427600649e-07,1.388597351606887e-07,1.8277536086560124e-09,1.2158278118808724e-08,3.293531750229609e-05,3.074793924604186e-07,5.88298706026689e-07,1.0907964769808423e-06,1.1561920298531228e-05,8.681542153979037e-07,1.0859790546578758e-07,1.55757718943709e-07,2.339837619640982e-08,4.3544014598028683e-07,3.756975138612658e-07,4.083539618163269e-11,1.6109316889182088e-15,9.870764137432182e-11,4.582396253868967e-12,2.624571900064124e-08,3.972308698033686e-11,3.2837248085337587e-16,3.827347937372263e-11,5.3116952537643405e-09,2.2111368601386067e-11,1.1654324645376705e-11,4.613473868675813e-15,6.369072425082564e-09,5.894389008731394e-10,3.651662943177656e-11,1.333428103333109e-14,3.236388772008673e-11,6.984174396563787e-11,1.2610750031892731e-10,1.161958784105929e-10
4.437329079608879e-07,0.8864749099702547,1.2762227004737518e-05,2.9908709567345035e-06,1.3370429617587674e-06,8.07440153983385e-06,0.0,0.0,4.9458136269968886e-06,4.5228770418179304e-09,4.813992599619117e-07,1.50262837807507e-07,3.520841854587911e-07,2.6545408636322023e-16,1.2124883751074284e-11,1.3718047662735778e-07,4.4451179009018596e-07,1.1583519923239697e-05,4.850337610978129e-16,1.3521792057608137e-10,1.451304566902492e-13,8.262939988018575e-14,1.8453891878944552e-08,4.869293848955105e-12,1.4437262675671094e-11,1.8118907141069572e-15,1.3373209863725006e-17,9.902306282180828e-13,2.0226696895210482e-14,3.097350141501468e-15,7.89549845108886e-10,1.7879556710879345e-16,7.72292148770137e-17,1.4028145984963293e-15,3.76,0.0,0.5589022771812154,0.9973462699485979,3.487277495839014e-06,7.617047745184477e-08,0.1302221447158753,0.13093658705826072,0.002632752316159321,1.1918807616558313e-10,1.1209620067362895e-05,1.5654800765349282e-05,0.0003328521550300777,2.0707024169475654e-10,1.3190622798612698e-08,2.913583787421126e-07,1.4325837047980239e-07,1.9732335957551404e-09,1.2379752514010682e-08,3.412945528813005e-05,3.1406403351693204e-07,6.063311289183224e-07,1.1558649091181968e-06,1.212908892314674e-05,9.247823940635373e-07,1.160386350625891e-07,1.670664375400312e-07,2.4530924757562977e-08,4.7114147977078594e-07,3.801157771924929e-07,4.3803047373687205e-11,1.7277198231039863e-15,1.0513121613401691e-10,4.8741148190901456e-12,2.84715517435944e-08,4.056305394172542e-11,3.5213582110791126e-16,4.1108381146797065e-11,5.841778564403816e-09,2.2894370402323916e-11,1.2608827504199897e-11,4.991309509596161e-15,6.644775696549008e-09,6.230747455091415e-10,4.121150297971251e-11,1.4091773553531024e-14,3.3317938014505394e-11,7.466526188531746e-11,1.3237706094502748e-10,1.2196672191176547e-10
4.5189679580931794e-07,0.8868193347453006,1.3165853445521092e-05,3.1131049859879793e-06,1.3872570543696578e-06,8.478400787286838e-06,0.0,0.0,5.041354170124348e-06,4.680722172821149e-09,5.17024556240095e-07,1.5452359153271883e-07,3.778130325821744e-07,2.8494906672902207e-16,1.2590947545259138e-11,1.378992724137122e-07,4.606515062738023e-07,1.2009430842089325e-05,5.346540768329683e-16,1.4345700335715627e-10,1.5054264603556586e-13,8.345445210646536e-14,1.844385681450749e-08,5.240235379119767e-12,1.4968263964360736e-11,1.9900116381439044e-15,1.462321206530618e-17,1.049956632083338e-12,2.2106501654144007e-14,3.3325381228318176e-15,8.346484190658401e-10,1.988205922926987e-16,8.62700842551731e-17,1.5911622026302873e-15,3.76,0.0,0.5567460406565795,0.9973455333945027,3.6885169613331676e-06,8.035280299718103e-08,0.1323635068471968,0.13310374360552796,0.002632750231933907,1.2110235300818912e-10,1.1609621229506856e-05,1.6109828625288937e-05,0.00034484173276881777,2.1302704673284664e-10,1.3700679597034344e-08,2.9986740801139515e-07,1.4769894614473453e-07,2.127421885462393e-09,1.2600976274127379e-08,3.5342989662298755e-05,3.20705305619818e-07,6.245471842404107e-07,1.2240317978910449e-06,1.2713170964515716e-05,9.838839693042868e-07,1.238230060566892e-07,1.7892762081707683e-07,2.5694910177629765e-08,5.089297630372079e-07,3.8445688034876666e-07,4.691522839355939e-11,1.850180493023937e-15,1.118879011645433e-10,5.180651893623424e-12,3.083500408179182e-08,4.140983821783123e-11,3.770510821558531e-16,4.408314552297478e-11,6.4123442066410405e-09,2.3694776018235505e-11,1.3618885568257133e-11,5.391141862985724e-15,6.9277294904765255e-09,6.578884812386867e-10,4.6399801323358696e-11,1.4875478233047332e-14,3.428069894579697e-11,7.971737921002428e-11,1.3883629856476212e-10,1.2789857188116302e-10
4.6006068365774797e-07,0.8871624741812173,1.3574221921143582e-05,3.237325375484503e-06,1.4382732859709372e-06,8.894351439335038e-06,0.0,0.0,5.137782526665808e-06,4.84127834338302e-09,5.549132136964763e-07,1.588513280203599e-07,4.0479434264400136e-07,3.0550803601148846e-16,1.3068432526956921e-11,1.3865237497161743e-07,4.770884849369171e-07,1.2443187994779865e-05,5.886403296744445e-16,1.5201612159284563e-10,1.5609691630755275e-13,8.42964457794504e-14,1.843542424029731e-08,5.630772438522683e-12,1.5509159632544186e-11,2.1822773051545167e-15,1.596698681048282e-17,1.1121881121638075e-12,2.4122720904281708e-14,3.5809438558482584e-15,8.81292987001411e-10,2.2061019754237575e-16,9.615027099001433e-17,1.800288683198161e-15,3.76,0.0,0.5545980971511657,0.9973447816511665,3.897052918832569e-06,8.468283950168588e-08,0.13449632082338328,0.13526278438909967,0.002632748108311413,1.230074928183521e-10,1.201610735645144e-05,1.6569081489195583e-05,0.00035703002380696523,2.1903590646512782e-10,1.4219899481251578e-08,3.084560816592126e-07,1.5218054029956784e-07,2.2906642033753057e-09,1.2821949859139335e-08,3.6575828100432235e-05,3.2740428636476533e-07,6.429426008431766e-07,1.2954036489021759e-06,1.3314330647086442e-05,1.0455114258822492e-06,1.3195888688738288e-07,1.9135422245973186e-07,2.689052370675634e-08,5.488758736966018e-07,3.887217800307026e-07,5.017525858695734e-11,1.978443493463071e-15,1.1899092444843923e-10,5.502577655256209e-12,3.334135484464803e-08,4.226357799672644e-11,4.0314454890215283e-16,4.7200871025323134e-11,7.025522492021942e-09,2.4512793728843686e-11,1.4686358566768162e-11,5.813708195963028e-15,7.2179860472276945e-09,6.938923056843916e-10,5.212172193076693e-11,1.5685647004140998e-14,3.5251940350205294e-11,8.500383109660117e-11,1.4548710097060216e-10,1.339918678794897e-10
