Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69)
2.1403146013865084e-09,0.865782113505192,8.74884314135186e-11,7.1153583480738214e-12,5.069833830060435e-13,4.959893989506673e-13,0.0,0.0,2.5862393930191274e-08,1.2584377006941563e-13,4.4951215368271926e-13,5.18927283404494e-13,9.795763697818885e-16,1.0442372938383446e-25,4.8543325342268777e-17,2.1959090165650524e-10,1.6308792121018896e-12,2.742672566401416e-10,1.347061145243032e-25,1.9546928986762073e-19,2.720669748756091e-22,1.6677200576592107e-21,2.447229939471792e-09,7.207262231943229e-23,4.729392638290492e-18,1.6303550809297805e-27,2.37337048011757e-30,4.8530788670365963e-23,9.771207412172263e-28,1.2848305477628884e-27,2.036650286307711e-18,4.676765206011005e-31,1.9237661742172197e-31,6.965594774580631e-32,3.76,0.0,0.6888369610819327,0.9973820496113759,7.85294446709074e-14,1.0501902721020609e-15,0.0006980616375900689,0.0006980795272205771,0.0026179242443594634,5.529403463544097e-13,2.7403811991275893e-10,2.6037071724946535e-08,8.207281889125684e-09,1.6838267413666226e-13,8.297229430461538e-15,1.3344071768573692e-10,4.4984545976856556e-12,3.2017167627399905e-16,3.3476948133203724e-11,8.323418109014175e-10,3.2279127104690403e-10,7.008570955891833e-11,5.130444183834412e-12,1.7079846848573512e-11,7.641424100335227e-13,6.324006541068341e-15,7.302116928866798e-15,1.2252844554322303e-12,3.9919928551993396e-17,2.664520890093723e-09,4.3002868050963575e-19,2.873284908609987e-23,2.8442203680675205e-18,3.1558174252777975e-18,1.732327966671086e-18,1.2861674404470476e-14,9.003598618852532e-24,2.5077709800430347e-19,4.090412322346916e-20,8.241957629149915e-15,2.9790899181680375e-21,1.35889761609248e-24,1.9627231645277028e-13,7.236473093833143e-18,5.812785408736809e-23,5.124256844624225e-23,6.178256833152764e-15,8.783629372440605e-21,1.6583405991713304e-17,3.709603867305728e-18
2.195558067324935e-09,0.8657849742764255,9.331841697721021e-11,7.447243340519695e-12,5.471876854198878e-13,5.372723424355708e-13,0.0,0.0,2.6529078872201794e-08,1.3241826488733535e-13,4.846202232361938e-13,5.594407885198034e-13,1.0607283893775442e-15,1.1245087794251167e-25,5.09712666266009e-17,2.306843790856492e-10,1.7555216576807823e-12,2.8904823108727817e-10,1.5256898305308172e-25,2.1640933217672607e-19,3.082396006197748e-22,1.8887264442420543e-21,2.50487153734353e-09,8.005117856379665e-23,5.2106997308086806e-18,1.87598788287893e-27,2.761857931407197e-30,5.534105935626684e-23,1.162183222698639e-27,1.5177114935926976e-27,2.204313036218596e-18,5.563018633131079e-31,2.249537505192979e-31,8.333918694762451e-32,3.76,0.0,0.688818951830047,0.9973801868255264,8.480532717959756e-14,1.160254993549485e-15,0.0007160696284570682,0.0007160884525507392,0.002619786348349106,5.705039801841841e-13,2.8880118319162894e-10,2.6712881475964847e-08,8.636361522804636e-09,1.7546951147425255e-13,8.952506535629564e-15,1.3969831438487268e-10,4.74334296871169e-12,3.378563267165107e-16,3.4822447279294205e-11,8.762369410246159e-10,3.384094601046056e-10,7.370736405714502e-11,5.438204579612928e-12,1.8373307936150588e-11,8.041401054942435e-13,6.754081336825311e-15,7.746631700177837e-15,1.2791910271034198e-12,4.380113990082046e-17,2.7331665699493656e-09,4.6631994140888125e-19,3.098540803441723e-23,3.1247558775286246e-18,3.3865804787743003e-18,1.904379809189078e-18,1.3755124303115452e-14,9.648920712290201e-24,2.704962201936926e-19,4.427653156625269e-20,8.670595038966707e-15,3.2032299407976323e-21,1.4618882995154005e-24,2.1067645545160528e-13,7.989906500977285e-18,6.462739278588755e-23,5.765436339700184e-23,6.584956870837439e-15,9.950702172140642e-21,1.8277916954674557e-17,4.094752074322746e-18
2.2508015332633612e-09,0.8657878349746455,9.940111393420547e-11,7.787020499742885e-12,5.895179895280931e-13,5.809472047182154e-13,0.0,0.0,2.719573687733019e-08,1.3915994288148045e-13,5.21478989141026e-13,6.019734148499359e-13,1.146276165048769e-15,1.2086602673751406e-25,5.345299543070812e-17,2.4203186346859894e-10,1.8861126944727124e-12,3.0421086540195105e-10,1.7225465088767725e-25,2.3898645575178407e-19,3.4811834057056377e-22,2.132262956852396e-21,2.56225269149034e-09,8.867757200911888e-23,5.7267367155683646e-18,2.1512016535587138e-27,3.201742778310076e-30,6.290393233547188e-23,1.3761934546602039e-27,1.7853811376685757e-27,2.3810159140868357e-18,6.587468328006327e-31,2.6201202630177486e-31,9.925607727855363e-32,3.76,0.0,0.6888009430485043,0.9973785570266359,9.140967693249458e-14,1.2786164540590064e-15,0.0007340771357174816,0.0007340969179926816,0.00262141546501417,5.880150674380811e-13,3.039450125244334e-10,2.738891192054584e-08,9.076370180404136e-09,1.8263486529799813e-13,9.641200778156828e-15,1.4606673439743072e-10,4.994554472928174e-12,3.560646424079158e-16,3.6179431738637176e-11,9.212714686339461e-10,3.5433686513080707e-10,7.741777621708013e-11,5.756589468693649e-12,1.9727425098116884e-11,8.451626922006701e-13,7.202595842802009e-15,8.205820934035008e-15,1.3338578986268662e-12,4.795618811094772e-17,2.80180581323915e-09,5.045577980583103e-19,3.3343884820287755e-23,3.424823968198123e-18,3.627629301895201e-18,2.0889571660894197e-18,1.4683100017596215e-14,1.0320381268082591e-23,2.911621630792335e-19,4.7839440978540106e-20,9.107865911878817e-15,3.437935274658198e-21,1.5753646753855113e-24,2.2571128102245714e-13,8.79953413430266e-18,7.16617781089677e-23,6.466603833371017e-23,7.0054721605689874e-15,1.1237268985990896e-20,2.0094783927739932e-17,4.508487456725648e-18
2.3060449992017876e-09,0.8657906955998551,1.0574118314021685e-10,8.134729279828506e-12,6.340339207815047e-13,6.270957294433259e-13,0.0,0.0,2.7862368110570195e-08,1.4606879060114226e-13,5.601280194288897e-13,6.46570744231557e-13,1.2363378822186716e-15,1.2967714842695204e-25,5.59881443527674e-17,2.5363202257920797e-10,2.022768349630873e-12,3.1975482440722e-10,1.9389567325059421e-25,2.6328359775189974e-19,3.919745981384057e-22,2.3999651635160635e-21,2.6193746291589566e-09,9.79862685644817e-23,6.279007944315511e-18,2.4587107951154955e-27,3.6982893407626194e-30,7.12812817155204e-23,1.6227669377391697e-27,2.091975796617003e-27,2.5670069568351644e-18,7.76721312508899e-31,3.0403242031871223e-31,1.1770058441337592e-31,3.76,0.0,0.6887829347372916,0.9973771309554662,9.835118922331386e-14,1.4056651351133642e-15,0.0007520841593878769,0.0007521049235584625,0.0026228408535928036,6.054763342071202e-13,3.1946925253393184e-10,2.8065164163471406e-08,9.527307623246894e-09,1.898759291304396e-13,1.0364123000199579e-14,1.525441210112564e-10,5.252080344219913e-12,3.748003337948633e-16,3.754736955491366e-11,9.67445862708634e-10,3.7056976771923863e-10,8.121674876618229e-11,6.085715293887982e-12,2.11433164902355e-11,8.872106573010899e-13,7.669910895611967e-15,8.679822662937948e-15,1.3892673449931197e-12,5.239763543542174e-17,2.87043862041419e-09,5.447887989778009e-19,3.581005694148079e-23,3.745239477986621e-18,3.879139616062748e-18,2.2866614349046917e-18,1.5645778877480464e-14,1.1018289091720299e-23,3.1279339080298e-19,5.159940344527747e-20,9.553638210351225e-15,3.683438711635162e-21,1.679855732402919e-24,2.4138529658197456e-13,9.667946513424865e-18,7.925999129652696e-23,7.231521260974012e-23,7.439765992262375e-15,1.265207722615219e-20,2.20392591792108e-17,4.952114033093405e-18
2.361288465140214e-09,0.8657935561520566,1.1234322498896473e-10,8.490410324381858e-12,6.807953891439778e-13,6.758006028489675e-13,0.0,0.0,2.852897271838292e-08,1.5314479463498406e-13,6.006066757682673e-13,6.932781186840747e-13,1.3310319599936766e-15,1.3889214754293467e-25,5.857634844834261e-17,2.6548353047498764e-10,2.1656032618384084e-12,3.3567980637050813e-10,2.1763046548951946e-25,2.8938572117535272e-19,4.400919608290342e-22,2.6935406478719738e-21,2.6762385718530474e-09,1.080126684317278e-22,6.8690386366943614e-18,2.801404800699872e-27,4.257150779177278e-30,8.05384001227126e-23,1.9058610933773203e-27,2.442002100067872e-27,2.7625357174474687e-18,9.120935650681937e-31,3.5153370110343472e-31,1.3899648452419395e-31,3.76,0.0,0.6887649268963967,0.9973758830151365,1.0563858793265474e-13,1.541799010900806e-15,0.0007700906994847437,0.0007701124692601398,0.002624088110965916,6.228906292468964e-13,3.3537358139336757e-10,2.874163927583707e-08,9.98917361266486e-09,1.9719000113198108e-13,1.1122082607609005e-14,1.5912865059587442e-10,5.515912600115824e-12,3.9406711663233346e-16,3.892575337187755e-11,1.014760569009651e-09,3.871044937126569e-10,8.510408322415104e-11,6.425697105282742e-12,2.2622084773264618e-11,9.302845016083193e-13,8.156386611542817e-15,9.168776662393692e-15,1.445402234849598e-12,5.713834568832851e-17,2.9390649919255727e-09,5.870593039050119e-19,3.838568891248172e-23,4.08682896379017e-18,4.141285368663465e-18,2.498109360251289e-18,1.6643318921060688e-14,1.1742954274746583e-23,3.354083695168026e-19,5.556311407839967e-20,1.0007784348403713e-14,3.939975369174179e-21,1.8030746819393987e-24,2.5770674059419253e-13,1.059778053916278e-17,8.745181384855479e-23,8.064069023456993e-23,7.887794258876854e-15,1.4204267677262534e-20,2.4116662247751407e-17,5.4269581608459716e-18
2.4165319310786405e-09,0.8657964166312528,1.1921178021691133e-10,8.85410532484312e-12,7.29862582825993e-13,7.271454406052873e-13,0.0,0.0,2.9195550830131544e-08,1.6038794160829392e-13,6.429541145098475e-13,7.421406415846741e-13,1.4304770637030668e-15,1.4851886196473903e-25,6.121724522796691e-17,2.775850674797047e-10,2.314730697786129e-12,3.5198553727853125e-10,2.436033918470811e-25,3.173798131804129e-19,4.927663983543565e-22,3.014770076212719e-21,2.732845735347988e-09,1.1879311202511485e-22,7.498374290213644e-18,3.1823550133585408e-27,4.88438726500995e-30,9.074409896333117e-23,2.2297977105412325e-27,2.8403597308443e-27,2.9678533474016454e-18,1.0669001743788301e-30,4.050743822002428e-31,1.634995401949913e-31,3.76,0.0,0.6887469195258071,0.9973747909850224,1.1328062598403612e-13,1.6874234588616635e-15,0.000788096756024499,0.0007881195551097718,0.002625179457757517,6.402608374246256e-13,3.516577051007806e-10,2.9418338296760886e-08,1.0461967909999043e-08,2.045744803358153e-13,1.191588757244112e-14,1.6581853201431114e-10,5.786043906596327e-12,4.138687119703211e-16,4.0314099339642785e-11,1.0632160111127051e-09,4.039374126786914e-10,8.907957994216279e-11,6.776648576849923e-12,2.4164817374818893e-11,9.74384739683159e-13,8.662382393406386e-15,9.672824156485697e-15,1.5022460092651754e-12,6.219148680029624e-17,3.007684928224361e-09,6.314154986358798e-19,4.107253380647004e-23,4.45043052439668e-18,4.414238784012328e-18,2.723933162162548e-18,1.7675859609521543e-14,1.249468821903523e-23,3.5902557494156297e-19,5.973741593485846e-20,1.0470180648656356e-14,4.207783428214974e-21,1.904714474593043e-24,2.746835918902619e-13,1.1591718825803827e-17,9.626783073646789e-23,8.968245356633771e-23,8.349505902788498e-15,1.5903381058586612e-20,2.6332377743943246e-17,5.934368162823569e-18
2.471775397017067e-09,0.8657992770374463,1.2635133070166383e-10,9.225856874897559e-12,7.812959620507433e-13,7.812147747536026e-13,0.0,0.0,2.986210256069184e-08,1.6779821817802415e-13,6.872092877303671e-13,7.932031788585379e-13,1.5347921130252944e-15,1.585650643881175e-25,6.391047465468717e-17,2.8993532016612937e-10,2.4702625685294878e-12,3.6867176497022117e-10,2.7196485290688547e-25,3.4735488340709516e-19,5.503064581819903e-22,3.3655082474746946e-21,2.78919732970546e-09,1.3036488611897895e-22,8.168580095397723e-18,3.6048214224127395e-27,5.586484379111795e-30,1.0197080860986011e-22,2.599286021432859e-27,3.292364707915941e-27,3.183212670483106e-18,1.2433561856366279e-30,4.652547110636261e-31,1.9159976096006824e-31,3.76,0.0,0.6887289126255105,0.9973738355000622,1.2128608579789204e-13,1.8429511708907047e-15,0.000806102329023493,0.0008061261811194155,0.002626134259029603,6.575897593444742e-13,3.68321351611343e-10,3.009526223626984e-08,1.0945690276599365e-08,2.1202686290605085e-13,1.2746344435463513e-14,1.7261200603729617e-10,6.062467438854794e-12,4.342088461355436e-16,4.171194602213717e-11,1.1128125914401435e-09,4.2106493738952705e-10,9.314303814040784e-11,7.1386820228813045e-12,2.5772586748956354e-11,1.0195118999202207e-12,9.188256937456327e-15,1.0192107514857343e-14,1.5597826606568693e-12,6.75705331078403e-17,3.0762984297615892e-09,6.77903405329775e-19,4.3872334541439587e-23,4.8368936202099444e-18,4.698170419259594e-18,2.9647806529121574e-18,1.874352253316569e-14,1.32738037473543e-23,3.836634990068133e-19,6.412930486262556e-20,1.0940706799974996e-14,4.4871033050787976e-21,2.117236253239875e-24,2.923235749430517e-13,1.2652489039453991e-17,1.0573943368088605e-22,9.94816573077111e-23,8.824843360240673e-15,1.7759364525085788e-20,2.869185317638468e-17,6.475713957285186e-18
2.5270188629554933e-09,0.8658021373706398,1.3376630025363902e-10,9.605708475362126e-12,8.351562530969033e-13,8.380940406965069e-13,0.0,0.0,3.0528628013413834e-08,1.7537561102717773e-13,7.334109441816646e-13,8.465103600668364e-13,1.6440962880181498e-15,1.6903846379009348e-25,6.66556791418714e-17,3.0253298132584435e-10,2.632309445723958e-12,3.8573825961381947e-10,3.028713718269371e-25,3.794019623002188e-19,6.130334587361194e-22,3.747685127483048e-21,2.8452945593012113e-09,1.4276623012139813e-22,8.881240355398794e-18,4.07225949885937e-27,6.370371722340753e-30,1.1429467841657004e-22,3.0194464196625024e-27,3.803773220431951e-27,3.4088682525388765e-18,1.4438654886887357e-30,5.327186948510251e-31,2.2372375504635875e-31,3.76,0.0,0.6887109061954946,0.9973729994603728,1.2966377972715432e-13,2.0088020651989924e-15,0.0008241074184980099,0.0008241323473011284,0.0026269696146654763,6.74880096108876e-13,3.853642713139255e-10,3.077241207853608e-08,1.144034047382452e-08,2.195447384004027e-13,1.361425830865889e-14,1.795073447622696e-10,6.345176891983837e-12,4.550912507143702e-16,4.3118853313607266e-11,1.1635506922843107e-09,4.3848352330549767e-10,9.72942559448101e-11,7.51190841427639e-12,2.7446450633270706e-11,1.0656665245275376e-12,9.734368240326889e-15,1.072677027865766e-14,1.6179967119547873e-12,7.328926767826793e-17,3.144905496988269e-09,7.265688907838461e-19,4.678682510366001e-23,5.247078892420206e-18,4.993249220728728e-18,3.221315356871111e-18,1.9846412105060092e-14,1.4080615267618157e-23,4.093406566420187e-19,6.874593438478845e-20,1.141924586217235e-14,4.778180849736409e-21,2.0665260351709973e-24,3.1063416509130477e-13,1.3782863242650119e-17,1.1589882440873407e-22,1.1008062261208794e-22,9.313742999290267e-15,1.9782578106070696e-20,3.1200596803144125e-17,7.052386691423973e-18
2.5822623288939197e-09,0.8658049976308362,1.4146105539463075e-10,9.993704631405382e-12,8.915044425961878e-13,8.978695643630115e-13,0.0,0.0,3.1195127281514556e-08,1.8312010686215451e-13,7.81597630185472e-13,9.021065794171791e-13,1.7585090390149459e-15,1.7994670689515322e-25,6.94525035513036e-17,3.1537674993143593e-10,2.800980577648566e-12,4.0318481804374325e-10,3.364856784211281e-25,4.136140994341448e-19,6.812816786012604e-22,4.163306855603539e-21,2.901138622860612e-09,1.5603634256283386e-22,9.637957916667626e-18,4.5883271264854585e-27,7.243441876292657e-30,1.2779567702739334e-22,3.495834955698372e-27,4.380806176037046e-27,3.6450764786186384e-18,1.6710315549045213e-30,6.081561756264539e-31,2.6033717699195684e-31,3.76,0.0,0.6886929002357466,0.997372267754109,1.3842255047543628e-13,2.1854031993175235e-15,0.0008421120244642643,0.000842138053666967,0.0026277006365104526,6.921345374870817e-13,4.0278624136743875e-10,3.144978878353331e-08,1.194591826304182e-08,2.2712578621158227e-13,1.452043287772419e-14,1.865028510483829e-10,6.6341665837456734e-12,4.765196625442762e-16,4.453440143164931e-11,1.2154306767585562e-09,4.561896680653911e-10,1.0153303042453935e-10,7.896437394665176e-12,2.918745230053604e-11,1.1128491694406895e-12,1.0301073605873235e-14,1.1276957388243403e-14,1.6768731968660424e-12,7.936178508070749e-17,3.213506130355384e-09,7.774576782792457e-19,4.981773188100603e-23,5.681857992376723e-18,5.2996425696914005e-18,3.494216651764094e-18,2.0984616224745747e-14,1.4915438842953542e-23,4.3607559268361255e-19,7.35946206673465e-20,1.1905684590251138e-14,5.081259477818199e-21,2.7175940534660926e-24,3.2962259362849356e-13,1.498565725167119e-17,1.2677901791227204e-22,1.2152283022408285e-22,9.816135526116554e-15,2.1983801020550258e-20,3.386417553669842e-17,7.665798381999534e-18
2.637505794832346e-09,0.8658078578180376,1.4943990611872512e-10,1.0389890796387401e-11,9.504017717660535e-13,9.606285497127804e-13,0.0,0.0,3.1861600447886574e-08,1.9103169241307213e-13,8.318076906274656e-13,9.600359968734333e-13,1.8781501008700575e-15,1.9129737964655298e-25,7.230059519116735e-17,3.284653311121186e-10,2.9763839049415848e-12,4.2101126160835577e-10,3.7297679014696095e-25,4.500863618390442e-19,7.553985400145145e-22,4.614456711965212e-21,2.956730713480561e-09,1.7021538803561082e-22,1.0440353616890775e-17,5.156891665817583e-27,8.213569857770614e-30,1.425576933667587e-22,4.034468779640776e-27,5.030174642862165e-27,3.892095638358799e-18,1.9276685750430023e-30,6.923049693180393e-31,3.019472807348448e-31,3.76,0.0,0.6886748947462545,0.9973716272959712,1.47571271520344e-13,2.3731886846519807e-15,0.0008601161469384034,0.0008601433002289882,0.002628340409863491,7.093557626415916e-13,4.2058706354801006e-10,3.212739328709529e-08,1.2462423405627068e-08,2.34767772329547e-13,1.5465670404563863e-14,1.935968579720093e-10,6.929431404440824e-12,4.984978237097137e-16,4.5958190020332213e-11,1.2684528896441584e-09,4.741799109857881e-10,1.0585915762998001e-10,8.29237729629416e-12,3.0996620802927906e-11,1.1610604043441326e-12,1.0888729651899337e-14,1.1842815075306394e-14,1.736397641718816e-12,8.580249439134027e-17,3.282100330313893e-09,8.306153630243567e-19,5.296677494810489e-23,6.142113424308715e-18,5.617516317090323e-18,3.784179920001132e-18,2.21582069058538e-14,1.5778592124670582e-23,4.638868874509604e-19,7.868284758715506e-20,1.2399913195071036e-14,5.396601726420181e-21,1.5031826817581718e-24,3.4929585270153024e-13,1.6263730011413056e-17,1.384138458570702e-22,1.338529122575104e-22,1.0331946349234089e-14,2.4374237822258405e-20,3.6688212923236596e-17,8.31738156581252e-18
2.6927492607707725e-09,0.8658107179322466,1.5770710664076017e-10,1.0794313116751985e-11,1.0119097304127316e-12,1.0264590665079606e-12,0.0,0.0,3.252804758575616e-08,1.9911035443247576e-13,8.840792700684469e-13,1.0203425394175134e-12,2.003139503072365e-15,2.0309800867692665e-25,7.519960381369859e-17,3.417974361462793e-10,3.1586260761141315e-12,4.392174256404877e-10,4.1252009061018554e-25,4.889158323282793e-19,8.357447876658956e-22,5.1032960529352505e-21,3.0120720186341075e-09,1.853445046171111e-22,1.1290065745102125e-17,5.782037096673565e-27,9.289132983787116e-30,1.5866863791160346e-22,4.641852494745676e-27,5.759106109306385e-27,4.150186003393899e-18,2.216812898217002e-30,7.8595306299628915e-31,3.491055847618738e-31,3.76,0.0,0.6886568897270057,0.9973710668956965,1.5711884755081048e-13,2.572599602239288e-15,0.0008781197859365187,0.0008781480869992483,0.002628900124988229,7.26546276509958e-13,4.387665537188622e-10,3.2805226501821646e-08,1.298985566296442e-08,2.42468546277534e-13,1.6450771729778027e-14,2.0078772829132122e-10,7.2309665682763814e-12,5.210294815311282e-16,4.738983729580008e-11,1.3226176581971037e-09,4.924508325673759e-10,1.1027243262890038e-10,8.69983515563846e-12,3.28749712113544e-11,1.210300812831843e-12,1.1497692316938297e-14,1.2424490319891175e-14,1.796556048059897e-12,9.262612168545712e-17,3.3506880973147285e-09,8.860874229196034e-19,5.623566889764024e-23,6.6287383894538766e-18,5.94703482077907e-18,4.09191667541735e-18,2.3367240885487453e-14,1.667039426045747e-23,4.927931593724195e-19,8.40182718435494e-20,1.290182440403596e-14,5.724432699628572e-21,5.2788491019561026e-24,3.6966070009487143e-13,1.7619982982647705e-17,1.5083796019575195e-22,1.4711664377718121e-22,1.0861095927583172e-14,2.696552442259208e-20,3.9678387173317735e-17,9.008588957128312e-18
2.747992726709199e-09,0.8658135779734666,1.6626685614025228e-10,1.1207018325571215e-11,1.0760900511766252e-12,1.0954500380857363e-12,0.0,0.0,3.319446876182429e-08,2.073560796893813e-13,9.384503137374168e-13,1.0830699022173977e-12,2.1335975682867916e-15,2.1535606276847283e-25,7.814918161300472e-17,3.5537178244100425e-10,3.347812462957747e-12,4.5780315520429733e-10,4.552974069454754e-25,5.302016078273175e-19,9.22694665179866e-22,5.632065231830976e-21,3.0671637201883147e-09,2.0146581149513606e-22,1.2188749502777632e-17,6.468071163686694e-27,1.0479030952769691e-29,1.7622054340778302e-22,5.325005329438219e-27,6.575371404026652e-27,4.4196098826214336e-18,2.5417346935234002e-30,8.899408567429897e-31,4.024106650211029e-31,3.76,0.0,0.6886388851779881,0.9973705766316016,1.6707421488696486e-13,2.7840839190855834e-15,0.0008961229414746511,0.0008961524139898032,0.0026293897035672108,7.437083305627623e-13,4.573245375767023e-10,3.348328932047362e-08,1.3528214796446284e-08,2.502260379299956e-13,1.7476536275146953e-14,2.0807385390764068e-10,7.538767512684973e-12,5.441183885460356e-16,4.882897914605e-11,1.377925292998213e-09,5.109990540047187e-10,1.1477264953967677e-10,9.118916728767808e-12,3.482350485362964e-11,1.2605709924629283e-12,1.2128316867231238e-14,1.302213063254099e-14,1.857334874858567e-12,9.98477118237948e-17,3.4192694318087967e-09,9.439192179670435e-19,5.962612309323756e-23,7.142636619515184e-18,6.288360994492135e-18,4.4181546592701624e-18,2.4611760232099634e-14,1.759116588794103e-23,5.228130650554494e-19,8.96087280638137e-20,1.3411313093023436e-14,6.0650538374740204e-21,4.3991052234803854e-24,3.907236640122933e-13,1.9057359533177014e-17,1.640868368029172e-22,1.613609355133433e-22,1.1403500132159505e-14,2.9769734071842e-20,4.2840429206470295e-17,9.740893107300927e-18
2.8032361926476253e-09,0.8658164379416994,1.7512329950230975e-10,1.1628053884556248e-11,1.1430047041265215e-12,1.167691229090666e-12,0.0,0.0,3.3860864037807426e-08,2.1576885496634574e-13,9.949585683751848e-13,1.1482615496016064e-12,2.269644916240718e-15,2.2807895431192284e-25,8.114898322339627e-17,3.691870934906462e-10,3.544047175910951e-12,4.76768311294515e-10,5.014970869493033e-25,5.740447977035897e-19,1.0166360911405242e-21,6.203084516312874e-21,3.1220069944435267e-09,2.186224164280738e-22,1.3138076466025463e-17,7.21953255183736e-27,1.1792705968478913e-29,1.9530966547795858e-22,6.091488493418391e-27,7.48731177275262e-27,4.700631687512538e-18,2.905949747399915e-30,1.0051634156574243e-30,4.625109803009556e-31,3.76,0.0,0.6886208810991888,0.997370147543995,1.7744634187186143e-13,3.0080964047238833e-15,0.0009141256135687842,0.0009141562812127082,0.002629818105292414,7.608440547297117e-13,4.762608568504711e-10,3.416158261776329e-08,1.4077500567473174e-08,2.580382543330857e-13,1.8543762046114562e-14,2.1545365533352446e-10,7.852830045456755e-12,5.677683025012807e-16,5.027526825508169e-11,1.43437608878023e-09,5.298212366973943e-10,1.193596015660699e-10,9.549726506736353e-12,3.684320955132361e-11,1.3118715546424405e-12,1.278095790359855e-14,1.3635884379685649e-14,1.918721021005506e-12,1.0748263105486547e-16,3.4878443342469792e-09,1.0041559952527504e-18,6.313984236491085e-23,7.684722215927822e-18,6.641656348063407e-18,4.763637976206277e-18,2.5891792941375205e-14,1.8541229127432927e-23,5.539653021692657e-19,9.546223396433573e-20,1.3928276792879285e-14,6.418666631794681e-21,1.2998460282915542e-23,4.124910478271594e-13,2.0578844331539744e-17,1.7819677892977405e-22,1.76633826131693e-22,1.1959070595617548e-14,3.279938331613672e-20,4.6180120706510725e-17,1.0515786065825487e-17
2.8584796585860518e-09,0.8658192978369478,1.8428052803753834e-10,1.2057468146688553e-11,1.2127158917217313e-12,1.2432732335548766e-12,0.0,0.0,3.452723346902781e-08,2.243486670620953e-13,1.0536415830923837e-12,1.2159607160057435e-12,2.4114024797558602e-15,2.41274040767348e-25,8.41986657179514e-17,3.8324209883410564e-10,3.747433079086485e-12,4.961127778945694e-10,5.513140727711225e-25,6.205485220985317e-19,1.1179708287390642e-21,6.818754961700614e-21,3.176603012173978e-09,2.3685842353385104e-22,1.4139734068201704e-17,8.041198230484042e-27,1.324016341968205e-29,2.1603658374023663e-22,6.949433741311943e-27,8.503867062322969e-27,4.993518020170145e-18,3.3132318227541364e-30,1.1325728017097514e-30,5.301078514770505e-31,3.76,0.0,0.688602877490596,0.9973697719172621,1.8824422924958113e-13,3.2450985495998378e-15,0.0009321278022348384,0.0009321596886800189,0.0026301930457780474,7.779556227825595e-13,4.955753763589907e-10,3.4840107249172824e-08,1.4637712737453624e-08,2.659032768623346e-13,1.9653245634264918e-14,2.2292558118778714e-10,8.17315051250613e-12,5.919829863585848e-16,5.172837335819204e-11,1.4919703251309122e-09,5.489140817718303e-10,1.2403308103373136e-10,9.992367730779164e-12,3.8935059847757035e-11,1.3642031244870902e-12,1.3455969368042672e-14,1.4265901153720423e-14,1.9807018096578406e-12,1.1554657081446366e-16,3.556412805080132e-09,1.0668429055457634e-18,6.677852832162537e-23,8.255919507450813e-18,7.007081009915507e-18,5.1291272866809544e-18,2.7207353486459327e-14,1.9520907559702137e-23,5.862686158353308e-19,1.015869956883533e-19,1.4452616231330946e-14,6.785642963829502e-21,7.332145340480518e-24,4.349689346101949e-13,2.2187462761209728e-17,1.932049206522014e-22,1.9298447280885835e-22,1.2527715010136897e-14,3.606743775573847e-20,4.970329226326265e-17,1.1334779052873184e-17
