Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457)
6.35036016980116e-05,1.0174572277225777,0.08865985740153993,0.030378454323093013,0.02616768260759673,0.08091490109190073,0.0,0.0,0.00012437855557011467,3.3017253490958477e-06,0.676214024918879,0.11355703549081621,8.806719954431789e-05,0.00014096280804655288,0.00013251569078015415,0.00012240562883810314,0.00032187251792790153,0.00023021923226956815,0.000417615789135786,1.8882253380598192e-06,0.0001464792115315171,3.1675995120784565e-07,7.106933521921791e-05,1.5737255737785527e-05,6.812492447988006e-08,0.00013736183965507514,6.367608420875588e-07,4.800890085885536e-06,4.314352579789766e-08,7.327325061884553e-09,3.191030125296491e-06,5.050164014158008e-10,2.973973846494694e-08,1.1874132945131447e-07,3.76,0.0,1.3512264758079824e-07,0.1475033192566519,0.32361424810736245,0.00014932206277411738,5.397442048996458e-05,1.068892659573599,0.00026060288699494784,2.772631225194307e-15,0.41959123653666386,5.45518361220435e-07,0.05545627950320225,1.440682406041066e-12,1.11907628396025e-06,2.1108358330736446e-08,3.4904582083187447e-09,1.9461323670102606e-08,4.163820400061433e-06,4.106296135984069e-12,5.1757094013055786e-11,4.299510621434672e-07,7.139110440860991e-08,0.043635283558319894,2.6923560186294325e-06,2.874490782288129e-05,3.7948190439871417e-06,2.179811575684409e-06,1.2259300723483913e-07,3.0977572229739625e-05,1.2938194677498065e-10,0.00010858568014006085,3.917982850783968e-15,8.733868610461531e-07,2.2808802985360448e-08,1.9399248087280587e-06,1.3180174834894224e-11,6.966588043548985e-16,5.996422199964005e-07,2.243177956458101e-12,1.4332270067406189e-05,0.0005104679627730104,5.502846655802579e-13,1.1027502492750815e-07,2.6311260944436436e-10,4.866015797157861e-12,4.56765158805487e-06,1.390881836627289e-11,0.00019344463264726238,1.667308729452826e-06,1.1732916348223039e-05,3.011562163034121e-12,5.5676298162393025e-06,0.00011654199380640498,1.2622687313086352e-07,6.019530651271017e-13,2.1069513282744907e-11,1.1366808761377646e-11,8.294395321211129e-05,3.85905145463738e-08,9.485485954952149e-10,1.1076338676074501e-07,3.175051088904922e-06,2.1648863997412185e-10,1.6966601209597185e-05,6.894763848713124e-10,1.1851509558933511e-05,2.342042464274107e-12,6.831339517432589e-10,5.818564407436498e-05,5.708616130829084e-05,6.609894556149576e-08
6.356769934958165e-05,1.0174759477696986,0.08885977006209743,0.030423115216029636,0.026217906093179637,0.08091926167845824,0.0,0.0,0.0001236235432554522,3.3054339615743154e-06,0.6766214929095077,0.11400007504314225,8.747950297765624e-05,0.00014161927396291293,0.00013216407128263397,0.00012184561601538258,0.0003195610485729896,0.00022850988565250132,0.0004146296948077581,1.8714219333332787e-06,0.00014518135519783927,3.14029484846125e-07,7.072983305613374e-05,1.5615527183326333e-05,6.770158099032188e-08,0.00013629072095782614,6.299996146460937e-07,4.724561150495183e-06,4.241359920405126e-08,7.215947102076799e-09,3.172993673962449e-06,4.996202795681421e-10,2.9403904646405728e-08,1.1658361186996517e-07,3.76,0.0,1.2747656987690975e-07,0.14660375748567447,0.32347222410284804,0.0001477017103260824,5.154172791196663e-05,1.069355787458972,0.0002590135575717744,2.6314667261836664e-15,0.4201606287799012,5.194685908588351e-07,0.055063901900432914,1.3634785075248967e-12,1.1111698882109964e-06,2.0133688725997756e-08,3.3600402673879e-09,1.811999933649889e-08,3.980650206538568e-06,3.931055256770374e-12,4.961325988971429e-11,4.1223683272994556e-07,6.811121408815062e-08,0.043045586855180784,2.565560099277889e-06,2.7676628098164463e-05,3.6541884536816456e-06,2.0849636957297685e-06,1.1736918139937757e-07,2.9811481014822655e-05,1.2299338558849024e-10,0.00010701974286189201,3.724544586774371e-15,8.572714704816367e-07,2.2387046960454992e-08,1.8466097295139307e-06,1.2559714022788231e-11,6.6227376088684485e-16,5.933013189870277e-07,2.1466406270495752e-12,1.3916984956572632e-05,0.0005067732879565358,5.216585608697065e-13,1.0579320543831659e-07,2.5302540118571216e-10,4.7699091465116866e-12,4.4592016529076755e-06,1.3272466694309563e-11,0.0001938947748984015,1.622294128876178e-06,1.1683149437949794e-05,2.9804844316556426e-12,5.523578404922032e-06,0.00011187831016623974,1.2262163105312332e-07,5.811828450878889e-13,2.084508186458397e-11,1.124566421833368e-11,8.232662101816738e-05,3.8398580370988265e-08,9.249054925586814e-10,1.0849144859085879e-07,3.084333008468686e-06,2.1020451902327527e-10,1.702768481658446e-05,6.860753133169753e-10,1.1338978130828902e-05,2.2246209531868676e-12,6.63588043035599e-10,5.7339920185141335e-05,5.669412693502589e-05,6.650548440934358e-08
6.36317970011517e-05,1.0174944267198405,0.08905699030994998,0.030465749185001015,0.0262670874922978,0.08092480645599845,0.0,0.0,0.00012287513784863677,3.309063602451969e-06,0.6770246777377671,0.11444268048995614,8.689929042359785e-05,0.00014226207287269867,0.00013180451708736266,0.0001212836635549669,0.0003172785330151608,0.00022681938540251742,0.0004116578458016505,1.8548168300547508e-06,0.00014390321848172728,3.1131670818675423e-07,7.038835353724666e-05,1.5495270700501115e-05,6.72809513656773e-08,0.0001352278648674128,6.233252505732123e-07,4.649946597660039e-06,4.1702067028522667e-08,7.106961495017057e-09,3.1550615087659967e-06,4.943101825893263e-10,2.907317787688274e-08,1.144801806645086e-07,3.76,0.0,1.2025749044445832e-07,0.1457114842136755,0.32333060425111165,0.00014611848306724,4.923080150023311e-05,1.0698164392661493,0.0002574371051244473,2.498135974354565e-15,0.4207229326531431,4.94857036752612e-07,0.05467352213505324,1.290933498410551e-12,1.1033033957524867e-06,1.9211970156477638e-08,3.235421059991179e-09,1.6880049364493648e-08,3.8064256939014565e-06,3.7640941076651426e-12,4.75711138092711e-11,3.953448543897197e-07,6.500899869864192e-08,0.0424627403035394,2.4458638555617226e-06,2.665608849035454e-05,3.519839054221182e-06,1.9947582469601223e-06,1.1239205960669053e-07,2.8696053418508167e-05,1.1695188286321046e-10,0.00010547702958608677,3.54161482241316e-15,8.414585095162229e-07,2.197320966561285e-08,1.7583423821837832e-06,1.1971406037533909e-11,6.297565917772711e-16,5.870140823095253e-07,2.054672479772574e-12,1.3513526220243447e-05,0.0005030830899199967,4.947321862786448e-13,1.015159221012386e-07,2.433969614167733e-10,4.675693660360974e-12,4.353334999401288e-06,1.2670982537081349e-11,0.0001943383406847031,1.5784280703121454e-06,1.1633748285381275e-05,2.9498028225773017e-12,5.479783134699067e-06,0.00010741722007702948,1.1912339463181295e-07,5.611553939101566e-13,2.0622531721943063e-11,1.1125537267732824e-11,8.173943791113833e-05,3.820563638882022e-08,9.018582563658702e-10,1.0626182250326955e-07,2.9961194188962103e-06,2.041004464815244e-10,1.708808904065718e-05,6.826553407441639e-10,1.08491530531614e-05,2.1136104479137776e-12,6.445836352982098e-10,5.6507130805758985e-05,5.6304068129477715e-05,6.6910929090692e-08
6.368948488756474e-05,1.0175108540143607,0.08923221003404454,0.030502409437796106,0.026310468068147394,0.08093078442659177,0.0,0.0,0.00012220716349363217,3.3122613590601327e-06,0.6773838896557635,0.1148406466106807,8.638326367599929e-05,0.0001428289120841399,0.00013147431033234302,0.00012077634626112571,0.0003152484783903526,0.0002253136151616207,0.00040899545851542067,1.8400402554842487e-06,0.0001427694691571848,3.0889044086249857e-07,7.007941382417585e-05,1.538827297499818e-05,6.69046733708704e-08,0.00013427830272862748,6.173915451699816e-07,4.584217954105392e-06,4.1076892751437745e-08,7.010862920490025e-09,3.1390103843643655e-06,4.896030358160661e-10,2.877980321692302e-08,1.1263216360329576e-07,3.76,0.0,1.1410653124617296e-07,0.14491463672277877,0.323203506985533,0.00014472444448864578,4.7250010986707905e-05,1.0702289166465984,0.0002560292490672523,2.3844708118665184e-15,0.4212229824041329,4.73866577347163e-07,0.05432389992986192,1.2293817284737883e-12,1.0962579085177525e-06,1.842512964467264e-08,3.128008994892185e-09,1.5844308691853687e-08,3.6569146297782815e-06,3.6205934014625316e-12,4.581610717645882e-11,3.8081362984756913e-07,6.236031031043217e-08,0.041944004745158074,2.343846626615017e-06,2.5776720931844633e-05,3.4040715048113946e-06,1.9173582989290856e-06,1.0811407660304044e-07,2.7733590640499956e-05,1.1179568066826958e-10,0.00010410812748737221,3.38549091394346e-15,8.274813917398468e-07,2.1607420972523384e-08,1.6829824617681033e-06,1.1468026505221117e-11,6.020043038772239e-16,5.814015806317431e-07,1.9756332915738455e-12,1.3160255983240228e-05,0.0004997663882380727,4.718624944277394e-13,9.783366958856065e-08,2.351049149396689e-10,4.59248707529579e-12,4.2602155353893374e-06,1.2157730240095725e-11,0.0001947319505054941,1.5399089319325521e-06,1.1589598860019117e-05,2.922524142610952e-12,5.440587467285809e-06,0.0001035686215579132,1.160635357482187e-07,5.437421281814204e-13,2.0423850161159985e-11,1.1018295682866517e-11,8.123578524683648e-05,3.803116933053198e-08,8.816130456612782e-10,1.0429084237118608e-07,2.9188147840067442e-06,1.9875650661943214e-10,1.714187449096649e-05,6.795620414390226e-10,1.0426953638293512e-05,2.0188887172346245e-12,6.279309267167518e-10,5.576847910836295e-05,5.5954728625837033e-05,6.727488642044244e-08
6.37471727739778e-05,1.017527090403669,0.08940529290697805,0.03053747038378991,0.026353020101712917,0.08093767565285931,0.0,0.0,0.00012154443298181311,3.3153926513257364e-06,0.6777396466603511,0.11523824705969318,8.587287145019496e-05,0.00014338469512290784,0.0001311380027623853,0.000120267639071494,0.00031324087050911217,0.0002238223170827818,0.0004063447863099,1.8254214107384832e-06,0.00014165116038952397,3.064786912217127e-07,6.976902490579416e-05,1.528242058027523e-05,6.653053509224041e-08,0.00013333532899354407,6.115262570496329e-07,4.519802028197068e-06,4.0465662746928196e-08,6.916597529664648e-09,3.123041258772351e-06,4.84962597703604e-10,2.849040443366995e-08,1.1082564745546029e-07,3.76,0.0,1.0826710872375767e-07,0.14412363047937118,0.32307676450985756,0.0001433588644899548,4.5358627836810334e-05,1.070639402787365,0.0002546317130682308,2.2764886294149463e-15,0.4217173599059904,4.5391470537101344e-07,0.05397591671664489,1.1711594584939273e-12,1.0892451762730066e-06,1.7676529237809058e-08,3.0249050929956386e-09,1.487907364575382e-08,3.5139976671101205e-06,3.4832240506925405e-12,4.413614118327365e-11,3.6689099562810906e-07,5.983994722265818e-08,0.04143075994981739,2.246927830805327e-06,2.493291175313896e-05,3.292982600742266e-06,1.8433823765515294e-06,1.0401858783193945e-07,2.680870811075027e-05,1.0689226187011343e-10,0.0001027574540847346,3.2370209902410736e-15,8.137417638339369e-07,2.124785043766391e-08,1.611284919950255e-06,1.0988156084506163e-11,5.756124957664708e-16,5.758327660145253e-07,1.8999772461839692e-12,1.2816070345928705e-05,0.0004964545048334231,4.5020785028288873e-13,9.430324617902352e-08,2.2715041974392447e-10,4.510757680378204e-12,4.169099568641937e-06,1.1669594056282458e-11,0.00019512027900281983,1.5022800583404093e-06,1.154574355454982e-05,2.895559034657569e-12,5.401601216940269e-06,9.987159828685446e-05,1.1308498699180235e-07,5.26887398937128e-13,2.0226701139956743e-11,1.0911882886944706e-11,8.075477786849946e-05,3.785596915721925e-08,8.618280771964213e-10,1.0235321685357168e-07,2.8434397781761873e-06,1.9355065479428658e-10,1.7195114475813368e-05,6.7645497765569e-10,1.0021733931518071e-05,1.9288264561766892e-12,6.116952399197248e-10,5.5039937055869096e-05,5.5607033021272645e-05,6.763794422032188e-08
6.380486066039084e-05,1.0175431379032993,0.08957626006591693,0.030570952463175684,0.026394751082105077,0.08094545875988733,0.0,0.0,0.00012088689664090135,3.318456447334454e-06,0.6780919558205081,0.11563547538906378,8.536792346093143e-05,0.00014392943412942647,0.00013079574635555273,0.00011975762520387629,0.000311255248655777,0.00022234513516850357,0.00040370590657951266,1.8109588620248534e-06,0.00014054804200076135,3.0408153476231437e-07,6.94572573390223e-05,1.5177691884881777e-05,6.615850952692621e-08,0.00013239889472335995,6.057284749444241e-07,4.456664336512799e-06,3.98679493708927e-08,6.8241178732566635e-09,3.1071529940017297e-06,4.803874988535051e-10,2.8204907285158913e-08,1.0905950609582596e-07,3.76,0.0,1.0272408488982653e-07,0.14333843508893626,0.32295038896861067,0.0001420210053777215,4.355257752085615e-05,1.0710479043082561,0.00025324444343583635,2.173899898179835e-15,0.422206099062881,4.349463858511428e-07,0.05362958155184457,1.1160734097212542e-12,1.0822653886151615e-06,1.696414546865509e-08,2.9259353615049595e-09,1.3979424010843498e-08,3.3773854223518616e-06,3.3517298509900142e-12,4.252796284416917e-11,3.535513757119546e-07,5.7441125512726124e-08,0.04092297713645617,2.154825466698521e-06,2.412326322045287e-05,3.1863885165219984e-06,1.7726807951051923e-06,1.0009787991860116e-07,2.591986867194661e-05,1.022291658807942e-10,0.00010142474294749868,3.095827680494078e-15,8.002361224677377e-07,2.0894406242227728e-08,1.5430637542656741e-06,1.0530677741247295e-11,5.505140829535947e-16,5.703077138890891e-07,1.8275631457173246e-12,1.2480743400583829e-05,0.0004931479812422992,4.2969823465566224e-13,9.091846167669789e-08,2.1951844437470689e-10,4.430480234227564e-12,4.079946038406351e-06,1.1205219254789535e-11,0.0001955033503968693,1.4655229507359389e-06,1.1502181249669522e-05,2.868904056991252e-12,5.362825220179564e-06,9.632050206209593e-05,1.1018534961436792e-07,5.105720131639626e-13,2.003108774400997e-11,1.0806300503919643e-11,8.029560641563268e-05,3.768007509885971e-08,8.424930757451123e-10,1.0044851186675582e-07,2.769949012125099e-06,1.8847936202024725e-10,1.724781148077159e-05,6.733348640521014e-10,9.6328570957068e-06,1.843189641449209e-12,5.958666836304518e-10,5.4321338410374136e-05,5.5260999804386995e-05,6.800009687874864e-08
6.386254854680389e-05,1.0175589984914934,0.08974513281146133,0.030602876283815954,0.026435668569706024,0.08095411263047972,0.0,0.0,0.00012023450562557598,3.3214518064267955e-06,0.6784408243551233,0.1160323252801108,8.486823693832486e-05,0.0001444631445999823,0.00013044769140094754,0.00011924638623624373,0.0003092911620288002,0.00022088172564067973,0.00040107889293148843,1.7966511402276823e-06,0.00013945986532521828,3.0169903863107603e-07,6.914418061384639e-05,1.5074065673931142e-05,6.578857014646216e-08,0.00013146895130503944,5.999972940310842e-07,4.394771320312673e-06,3.9283340029648156e-08,6.73337780889831e-09,3.091344474200433e-06,4.758763902003792e-10,2.7923238796321688e-08,1.0733264136268674e-07,3.76,0.0,9.746300215803557e-08,0.14255901966850992,0.3228243919767653,0.00014071014602217902,4.1827963432913984e-05,1.071454427717638,0.00025186738561513007,2.076428961132069e-15,0.42268923441704015,4.1690946559820305e-07,0.05328490301199857,1.0639448057483919e-12,1.0753187253692786e-06,1.628606196886835e-08,2.8309320904686225e-09,1.3140775813093425e-08,3.246800329058921e-06,3.225863797639068e-12,4.098845108948507e-11,3.4077019089554443e-07,5.515742040899968e-08,0.04042062669787025,2.067273484944317e-06,2.3346424778516933e-05,3.084111620002844e-06,1.7051097769240787e-06,9.634452380216422e-08,2.5065596371098045e-05,9.779451200319182e-11,0.00010010973342328087,2.9615512200875765e-15,7.869609906307623e-07,2.0546997261022753e-08,1.4781424392844997e-06,1.0094527131359335e-11,5.266451406931379e-16,5.648264814754204e-07,1.7582536485146169e-12,1.2154054498466576e-05,0.0004898473442898366,4.1026846061696847e-13,8.76733537736681e-08,2.1219469488331208e-10,4.35162991839373e-12,3.992714569073053e-06,1.0763325871992869e-11,0.00019588119050037453,1.4296194120446149e-06,1.1458910764633212e-05,2.8425557764265606e-12,5.3242602611822965e-06,9.29098626003884e-05,1.0736231054286197e-07,4.947775217346742e-13,1.9837012439129482e-11,1.0701549762060835e-11,7.985748189997833e-05,3.750352577464399e-08,8.235979777292091e-10,9.857629313715682e-08,2.6982980419463874e-06,1.8353919558301106e-10,1.7299968109605717e-05,6.702024042698407e-10,9.25970638362549e-06,1.7617555168777918e-12,5.804355774626737e-10,5.3612521575224655e-05,5.4916646119860374e-05,6.836133921032251e-08
6.392023643321694e-05,1.0175746741104141,0.08991193259083109,0.030633262601075354,0.026475780190478856,0.08096361641239226,0.0,0.0,0.00011958721188530903,3.3243778755446657e-06,0.6787862596370434,0.11642879054186991,8.437363641114222e-05,0.0001449858452902515,0.0001300939864743132,0.00011873400213143274,0.0003073481696308247,0.00021943175661682696,0.0003984638152839248,1.7824967443678812e-06,0.00013838638337151498,2.993312620496625e-07,6.882986315077736e-05,1.497152114739447e-05,6.542069091322493e-08,0.00013054545046726988,5.943318165278984e-07,4.334090327726044e-06,3.871143662515216e-08,6.6443324716302344e-09,3.0756146061489724e-06,4.714279507241503e-10,2.764532727356599e-08,1.0564398273178831e-07,3.76,0.0,9.247005678381235e-08,0.14178535287136917,0.32269878462840595,0.00013942558167618724,4.018105981316339e-05,1.0718589794210398,0.0002505004842318155,1.9838148929175647e-15,0.423166801119401,3.997545356707711e-07,0.052941889202329805,1.0146022447063933e-12,1.0684053567613574e-06,1.5640463996476137e-08,2.739733688831748e-09,1.235885942779857e-08,3.121976226432042e-06,3.1053876235830192e-12,3.951461295986611e-11,3.285238248060393e-07,5.298274823135578e-08,0.0399236782372254,1.9840209208235647e-06,2.260109202609688e-05,2.9859803391147258e-06,1.6405312706399145e-06,9.275139821027209e-08,2.42444743340488e-05,9.357696843012987e-11,9.881217039772051e-05,2.8338485464339893e-15,7.739129185763164e-07,2.0205533088611107e-08,1.4163534565253229e-06,9.678686788215549e-12,5.039446617482188e-16,5.593891100495543e-07,1.691917926910245e-12,1.1835788146478085e-05,0.0004865531061989218,3.9185630127902075e-13,8.45621794527004e-08,2.0516546745794913e-10,4.274182299248279e-12,3.907365466646881e-06,1.034270473419267e-11,0.00019625382666542534,1.3945515456300558e-06,1.1415930860631381e-05,2.816510769849859e-12,5.285907072653797e-06,8.963438429924976e-05,1.0461363874965707e-07,4.794861887157586e-13,1.9644477076121463e-11,1.0597631620645524e-11,7.943963573570407e-05,3.7326359196505044e-08,8.051329284373499e-10,9.673612815865789e-08,2.628443355003184e-06,1.787268038924706e-10,1.7351587079366804e-05,6.670582908241202e-10,8.901684759019967e-06,1.684312076217355e-12,5.653924484978392e-10,5.2913329384179714e-05,5.4573987815715416e-05,6.872166642354485e-08
6.397215553098869e-05,1.0175886255956645,0.0900602978377361,0.030659312979092593,0.026511197984390226,0.08097287947452436,0.0,0.0,0.0001190089665919923,3.3269514575847073e-06,0.6790942221803985,0.11678527540429436,8.393270514698974e-05,0.00014544688060196887,0.00012977094271502895,0.00011827194215323761,0.00030561715536274903,0.00021813801115655546,0.00039612050557096684,1.7698876180445132e-06,0.0001374326109283792,2.972128912229153e-07,6.854597228862381e-05,1.4880139055007018e-05,6.509133991248216e-08,0.0001297197685098837,5.892883272753106e-07,4.280487444300958e-06,3.820726937389626e-08,6.565604585431116e-09,3.0615240871829312e-06,4.674768649699975e-10,2.739836089552114e-08,1.0415599338187272e-07,3.76,0.0,8.81947612614986e-08,0.14109394156407545,0.32258607991656935,0.00013829138657333763,3.876234201667086e-05,1.0722213953634072,0.00024927891034691175,1.9044093295813127e-15,0.4235918794742605,3.8503047153800903e-07,0.05263460644391445,9.72442212850427e-13,1.0622119250228656e-06,1.5085779087145e-08,2.660779536160343e-09,1.170034893461639e-08,3.0143490743284963e-06,3.001378770625935e-12,3.8241935285425864e-11,3.1794059802724735e-07,5.111399983606751e-08,0.03948101758263231,1.9125737072286457e-06,2.1956188187120256e-05,2.9010696584702205e-06,1.5848595859524806e-06,8.964892230747197e-08,2.3532682904268593e-05,8.995787661151355e-11,9.765907386562997e-05,2.7242662198586187e-15,7.623609612792922e-07,1.990322402262485e-08,1.3632899716574349e-06,9.320992679204454e-12,4.844651866840051e-16,5.545329979016713e-07,1.6346542919162306e-12,1.1556375678613858e-05,0.00048359417460915624,3.7610703632449744e-13,8.187206188378672e-08,1.990801536838284e-10,4.205658871310406e-12,3.832128437226151e-06,9.981388202386531e-12,0.00019658477364697773,1.3636904149884723e-06,1.1377496325704007e-05,2.793326743816042e-12,5.251570831519767e-06,8.679777788755712e-05,1.0220163759912469e-07,4.661400683901477e-13,1.94725129582098e-11,1.050481770768841e-11,7.90802933602527e-05,3.7166412440642906e-08,7.888740960101163e-10,9.510702890672771e-08,2.5670747349585093e-06,1.745021975095054e-10,1.739758678696171e-05,6.642191881106614e-10,8.591922788823432e-06,1.6178581005374552e-12,5.521776880416555e-10,5.229215899843593e-05,5.426705698256229e-05,6.904517484726927e-08
6.402407462876043e-05,1.0176024301677735,0.09020701726888215,0.03068415019419823,0.026545974892365744,0.08098279947911059,0.0,0.0,0.00011843477781914577,3.329467786262892e-06,0.6793994154879908,0.11714143946810428,8.349563906714462e-05,0.0001458990338160143,0.00012944354727718733,0.00011780907416736834,0.00030390257014099257,0.0002168546672089479,0.0003937869637078143,1.7574003139556381e-06,0.00013649036522161458,2.951065179408597e-07,6.826117934702825e-05,1.4789602029513125e-05,6.476361867378563e-08,0.00012889923155046972,5.842966932295094e-07,4.227818008882947e-06,3.771281192622921e-08,6.488183132844489e-09,3.047495645056277e-06,4.6357455997114244e-10,2.715433019518026e-08,1.0269736371671468e-07,3.76,0.0,8.411679102318645e-08,0.1404071374385783,0.3224737067595241,0.00013717744160978565,3.740119569066471e-05,1.0725822238776974,0.0002480654762574146,1.8285637365983635e-15,0.42401250258694156,3.7095049563712237e-07,0.052328683569911626,9.322985166922528e-13,1.0560457031170134e-06,1.4554826288116496e-08,2.5846717436065937e-09,1.1081860993375364e-08,2.9110028714105205e-06,2.901390665666525e-12,3.701811745333698e-11,3.077562783845218e-07,4.932491498498651e-08,0.039042684098942654,1.844253962406788e-06,2.1334895862994684e-05,2.819265928554808e-06,1.5314115677929077e-06,8.666588005306896e-08,2.2845687815994358e-05,8.649838240384834e-11,9.651972803489625e-05,2.6195161597787974e-15,7.509876761733497e-07,1.9605592777001857e-08,1.312524601803997e-06,8.978287913026157e-12,4.658446497969935e-16,5.497124405391036e-07,1.5796082726468563e-12,1.1283464978396427e-05,0.00048064118229597483,3.6109490515949917e-13,7.928206402811816e-08,1.932137095192131e-10,4.138234904027283e-12,3.758356536658839e-06,9.635587809783368e-12,0.00019691155077919428,1.3334792980741244e-06,1.1339295135239047e-05,2.770383129258291e-12,5.217407140395272e-06,8.40628798536569e-05,9.984661267102542e-08,4.5317567917867626e-13,1.9301797764555596e-11,1.0412678955973297e-11,7.873623874819015e-05,3.700602283515859e-08,7.729488887651672e-10,9.350322933024762e-08,2.507096163895891e-06,1.7037612237520626e-10,1.7443155410511156e-05,6.613716867807827e-10,8.293539138406008e-06,1.554332895117517e-12,5.392630607604786e-10,5.16785519644621e-05,5.396152105382024e-05,6.936793552677141e-08
6.407599372653217e-05,1.0176160891717692,0.09035210676078528,0.03070778960775868,0.026580116588331357,0.08099336179987436,0.0,0.0,0.00011786461207081243,3.3319264079157197e-06,0.6797018452688542,0.1174972784793677,8.306232456392367e-05,0.00014634232500062257,0.00012911190483392638,0.00011734545321182915,0.000302204112376787,0.00021558150626822212,0.0003914632333754436,1.7450336838698267e-06,0.00013555947024298598,2.9301217048936925e-07,6.79755319720759e-05,1.4699895759992659e-05,6.443750926850012e-08,0.00012808380516230982,5.793562765669816e-07,4.176060030091704e-06,3.7227802126150745e-08,6.4120379468339615e-09,3.0335285313275393e-06,4.597201239348079e-10,2.691318560525609e-08,1.0126736928077693e-07,3.76,0.0,8.022734125136129e-08,0.13972491677431606,0.322361672198171,0.000136083266275002,3.609523330785257e-05,1.0729414694527701,0.0002468601400600669,1.7561143653360122e-15,0.424428697233559,3.5748377835330235e-07,0.052024125544212804,8.940661983353701e-13,1.0499067958845752e-06,1.4046474866302511e-08,2.5113045701175656e-09,1.0500858392694976e-08,2.811765711622858e-06,2.8052670061645887e-12,3.58412253255133e-11,2.979555295466148e-07,4.761170312207081e-08,0.038608654126659474,1.7789069215495082e-06,2.0736355827823355e-05,2.7404561150563446e-06,1.4800977652409577e-06,8.379764695002897e-08,2.218257078532756e-05,8.31912879504284e-11,9.539395757012856e-05,2.519380539269879e-15,7.397906083777753e-07,1.9312575026555296e-08,1.2639522243471855e-06,8.649924375201759e-12,4.480442882944996e-16,5.44927435632614e-07,1.5266945441194672e-12,1.1016909256692465e-05,0.0004776944727261085,3.4678165652227925e-13,7.678843265683994e-08,1.8755739138567973e-10,4.071893391100185e-12,3.686022227766482e-06,9.304554662819587e-12,0.00019723418096640876,1.3039057659148197e-06,1.1301326278166219e-05,2.7476774576841783e-12,5.183416429959783e-06,8.142617893908644e-05,9.754709464106878e-08,4.4058144968745397e-13,1.9132331672175358e-11,1.0321215430793306e-11,7.840695379134685e-05,3.6845216817397706e-08,7.57350541540451e-10,9.192441680577797e-08,2.448477799317376e-06,1.6634630848533082e-10,1.7488295147813134e-05,6.585162685272112e-10,8.00613793591543e-06,1.493602506813934e-12,5.266420782464029e-10,5.1072402141856214e-05,5.365738907302686e-05,6.96899457702588e-08
