Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457)
2.7485837975805735e-08,0.8105119301356996,1.0165769629964127e-08,2.774489885490617e-10,1.9811860782371306e-10,3.0622685390098265e-10,0.0,0.0,1.3206495672699825e-07,4.897338791262994e-12,7.054524706681167e-11,1.950700639866595e-09,2.8632208262399746e-13,4.398988064693047e-22,4.62549089043449e-15,1.784731747953246e-09,1.0255109952015234e-07,1.1043527936371697e-08,5.1840277847128745e-19,5.0849944755639796e-17,3.4942734521516287e-16,1.821702170311762e-18,2.4475838827144596e-09,4.259060760870477e-18,2.025197167888917e-12,1.9432425864138236e-21,1.4612716584732711e-22,2.848412661006691e-16,1.7563563732544596e-16,7.49673733844162e-17,1.0658073638034915e-14,3.5703924310307337e-23,4.6625123984637026e-24,3.4117522161795124e-23,3.76,0.0,0.6810383567546529,0.9982362792795515,3.3803198733236095e-11,1.1361293597021884e-09,0.003189052565588243,0.0031892886455897533,0.001763575272114865,1.3764417480246385e-12,1.0978451286216632e-08,1.3407167879656183e-07,1.0412754659016858e-07,2.7973503423691787e-12,3.6577159319058036e-13,1.7881266506193148e-09,9.383685565642702e-11,1.871128556881715e-14,1.3218852222654823e-08,3.461073824707409e-14,6.50269322518494e-11,3.3502187513187365e-09,1.846181261963535e-09,1.9032023179075827e-09,2.0408591482838836e-09,2.2218053354773117e-11,6.755513773341478e-13,7.144595610595207e-13,8.935102872930446e-12,6.157670648627777e-14,2.4738898986889e-16,6.357640218660486e-09,8.69594824455082e-21,1.7099654940491722e-14,1.5839259947558706e-15,2.7271167607691514e-15,7.643338738630044e-13,1.7135262502031644e-21,7.285505359196909e-11,3.9091884680862355e-15,3.043166698308166e-17,1.6873874359711977e-17,3.637760971114267e-13,9.487914259268797e-12,2.5491871355328984e-18,8.601328757714165e-22,9.713777841034647e-18,4.936480922154268e-15,1.1354495307023633e-10,2.0091697719750524e-15,4.832360984168032e-16,9.926853394626488e-22,1.3938446169948599e-18,3.932785517982461e-13,4.6049357938008e-15,1.5884140454868891e-19,1.1736658170451146e-15,1.257474452808398e-15,9.773065866993009e-17,2.258231856751071e-26,8.845929411768284e-18,1.0304798732213032e-20,2.0186728239246617e-16,9.261548116289469e-18,7.13232229669884e-18,1.6741366251956183e-30,1.7271084737081912e-09,9.444909057391094e-17,1.2466022711386712e-18,1.0354762932376793e-07,5.682719427500278e-12,4.824915890736665e-17
2.8275578598170646e-08,0.8105255328932713,1.0833451022051326e-08,2.990859966710808e-10,2.1431723865871376e-10,3.351293723972208e-10,0.0,0.0,1.358463915849111e-07,5.1816081545399795e-12,7.479317955898865e-11,2.070394090872474e-09,3.148621989545831e-13,4.700804385229701e-22,4.827519491273101e-15,1.822060319372559e-09,1.0546185313239295e-07,1.1686949592865706e-08,6.104909424276636e-19,5.675574268747091e-17,3.8045117056117103e-16,1.9720080181436105e-18,2.464973909680205e-09,4.702677492676886e-18,2.10250890682312e-12,2.28792686934167e-21,1.6150910903260775e-22,3.093939238115473e-16,1.9111139128152955e-16,8.1002167761772e-17,1.1365571634615013e-14,4.038120209360609e-23,5.358493015893937e-24,3.9613525070194866e-23,3.76,0.0,0.6809469356176886,0.9982362747213843,3.701402805838808e-11,1.2020494195538817e-09,0.0032804585873391114,0.003280708358770767,0.0017635752602497775,1.4162993801686825e-12,1.161789123847928e-08,1.380053723736238e-07,1.1019314110092626e-07,2.8851583832333027e-12,3.9662334224957524e-13,1.8511892782270269e-09,9.918912004770823e-11,2.019203863163022e-14,1.3990560277757916e-08,3.5621642648737277e-14,6.698919099394816e-11,3.4795872075096187e-09,1.9366059625129344e-09,2.0211393816444376e-09,2.1855884103183142e-09,2.3647042040663716e-11,7.346189804163052e-13,7.777795819006911e-13,9.319072888731494e-12,7.004251268351665e-14,2.71637037557432e-16,6.539764569647105e-09,9.514484763507713e-21,1.8681908406667184e-14,1.6950790076874674e-15,3.0980815728506323e-15,7.974549909532382e-13,1.870314533045281e-21,7.444067896251004e-11,4.033896980368451e-15,3.4519861465551354e-17,1.9378800168125996e-17,3.776345375722594e-13,1.0010420191700813e-11,2.916739021340137e-18,9.700151658480536e-22,1.1062790234265339e-17,5.369255340760862e-15,1.1646685714076365e-10,2.211322005795908e-15,5.300297998805985e-16,1.0902118148836009e-21,1.568008595942269e-18,4.292763969076589e-13,5.073658241326837e-15,1.7582013653155182e-19,1.232212313922923e-15,1.2893522577365519e-15,1.0886971472131933e-16,2.665271558867579e-26,9.802730403876378e-18,1.1611999850832494e-20,2.2693127488127677e-16,1.0160774481220003e-17,7.61912550295979e-18,1.985357128163677e-30,1.8329431015210874e-09,1.0265516160838127e-16,1.388340282579389e-18,1.0651443601000512e-07,6.014428165130433e-12,4.943496536975523e-17
2.9065319220535558e-08,0.8105391338540423,1.1521050211797444e-08,3.217939382089114e-10,2.3132084912975264e-10,3.6578748222704486e-10,0.0,0.0,1.3962713218818837e-07,5.473829287631251e-12,7.912949401493836e-11,2.1926082252976516e-09,3.454643917975133e-13,5.013159113350253e-22,5.031369712077455e-15,1.857870859355553e-09,1.0837066472310252e-07,1.2348534583000314e-08,7.156712478874681e-19,6.31532528925674e-17,4.132602997533025e-16,2.1274348638862176e-18,2.481270852837577e-09,5.177803268755453e-18,2.1799841577354612e-12,2.6841946297029333e-21,1.7796873387494882e-22,3.351681725804962e-16,2.0746462957221646e-16,8.732096709190375e-17,1.2096008051912536e-14,4.5528037866340217e-23,6.1354498545236186e-24,4.581910544131162e-23,3.76,0.0,0.680855526736375,0.9982362701422042,4.044179280172988e-11,1.2698112397717258e-09,0.003371852125597384,0.003372115972381053,0.0017635752483501832,1.4561502305905692e-12,1.2275389313485554e-08,1.4194469300053693e-07,1.1643020083463178e-07,2.9730864080591926e-12,4.290759981825873e-13,1.9143856217339413e-09,1.0468311193388138e-10,2.17488538937598e-14,1.4784129092402904e-08,3.663268116730757e-14,6.895142030165204e-11,3.609337308500512e-09,2.0283550104735838e-09,2.1428449563303333e-09,2.335810206974858e-09,2.5128885468403227e-11,7.970157919270534e-13,8.4491193987594e-13,9.70942249150101e-12,7.940795260880054e-14,2.9750618619564036e-16,6.721858823109456e-09,1.0385489326930186e-20,2.035958857672781e-14,1.810820770508304e-15,3.5081358628312484e-15,8.307222980375474e-13,2.0368663722075254e-21,7.5962497622906e-11,4.1592007760850696e-15,3.901249154912798e-17,2.218387222114803e-17,3.915250844409685e-13,1.054106134825893e-11,3.3256258419775874e-18,1.0903731992744535e-21,1.2552328141327104e-17,5.824043751996063e-15,1.1937594278965009e-10,2.426813718542178e-15,5.80119416060147e-16,1.194692026812753e-21,1.7588212057228878e-18,4.674471903205682e-13,5.5740017464289126e-15,1.9400513405507798e-19,1.2906783434810777e-15,1.320126228290153e-15,1.2093024859446843e-16,3.132015264935351e-26,1.0829929388414036e-17,1.3041212856816394e-20,2.542861227692693e-16,1.1117775683385182e-17,8.122877573892708e-18,2.3453489646600982e-30,1.9421053360775934e-09,1.11271955930843e-16,1.5413516700184197e-18,1.0948077437764155e-07,6.355571165245622e-12,5.0575119887780294e-17
2.985505984290047e-08,0.810552733018251,1.2228351695059667e-08,3.455955755076044e-10,2.491432881889645e-10,3.982488447448932e-10,0.0,0.0,1.43407180466423e-07,5.773996786821522e-12,8.355081505333207e-11,2.3172406458134296e-09,3.7822975648557104e-13,5.33609729285175e-22,5.236961941573465e-15,1.8922002299301542e-09,1.1127753672566975e-07,1.3028278522202554e-08,8.35361628435101e-19,7.006793695860846e-17,4.47904820266015e-16,2.2877541658369753e-18,2.496544028402443e-09,5.68573128628752e-18,2.2576019767241416e-12,3.13843725425492e-21,1.9554359341067022e-22,3.6217736378855793e-16,2.2471891191069465e-16,9.392742286168708e-17,1.2849463768003701e-14,5.117909864079545e-23,7.000372626939963e-24,5.2805177262466704e-23,3.76,0.0,0.6807641301090142,0.9982362655420945,4.4095836190516105e-11,1.3394134558795833e-09,0.0034632331820694503,0.0034635114880463606,0.0017635752364144977,1.4959943006249608e-12,1.2950942459152805e-08,1.458896958670082e-07,1.228387067000986e-07,3.061135733357683e-12,4.631613785647485e-13,1.9777123487539605e-09,1.1031831181261801e-10,2.338372471391556e-14,1.559955554719034e-08,3.7643854192464685e-14,7.091362017753343e-11,3.739431319674167e-09,2.121385508044591e-09,2.2683319366246996e-09,2.491556602445143e-09,2.6664369339910402e-11,8.628333213248672e-13,9.159894361400263e-13,1.0106212684139748e-11,8.974191579216637e-14,3.250586747388877e-16,6.903923018040398e-09,1.131089885451499e-20,2.2135501569579097e-14,1.93122179678019e-15,3.960259060067521e-15,8.641216473457743e-13,2.2135328043196272e-21,7.742197485594855e-11,4.2851001086661965e-15,4.3935776718639474e-17,2.5316673592362537e-17,4.054465202354222e-13,1.1079446240463064e-11,3.779228492415162e-18,1.2227917441117777e-21,1.4192343257203455e-17,6.301125624149061e-15,1.2227259162555905e-10,2.656071107808697e-15,6.336652702318433e-16,1.3064671635593538e-21,1.967441856165769e-18,5.078581891149061e-13,6.107042244157547e-15,2.1343989078871284e-19,1.3489706116061508e-15,1.3498115510244105e-15,1.3396128615052947e-16,3.6653326293138197e-26,1.1930332475787306e-17,1.4599961049812718e-20,2.8407020609874254e-16,1.2134462528517471e-17,8.643619576383232e-18,2.7604312120887212e-30,2.054606458440061e-09,1.2030434789771503e-16,1.7061580946703567e-18,1.1244664445439736e-07,6.706150537654925e-12,5.167044224922784e-17
3.064480046526539e-08,0.8105663303861342,1.295514148883269e-08,3.705134107253804e-10,2.6779805507920354e-10,4.3256062138085894e-10,0.0,0.0,1.4718653830287262e-07,6.082105255713977e-12,8.805385623130711e-11,2.444191414478564e-09,4.132625403496795e-13,5.669668165030086e-22,5.444221244249351e-15,1.925087145803969e-09,1.1418247147468021e-07,1.3726177069715985e-08,9.710872746591338e-19,7.752578938160579e-17,4.844348330865747e-16,2.4527313561579213e-18,2.510858220716879e-09,6.2277803450085425e-18,2.3353434509330226e-12,3.657677245760059e-21,2.1427106000912417e-22,3.904340765985917e-16,2.428977481872658e-16,1.0082504055102196e-16,1.3626042149970303e-14,5.737086667903612e-23,7.960671116509296e-24,6.064789538953801e-23,3.76,0.0,0.6806727457339089,0.9982362609211359,4.798568196011565e-11,1.4108547050789078e-09,0.0035546017584580933,0.003554894907392221,0.0017635752244413326,1.53583159163583e-12,1.3644547624291011e-08,1.4984043478983483e-07,1.2941863960800522e-07,3.149307640210849e-12,4.989107446343612e-13,2.041166662896228e-09,1.1609420210385001e-10,2.5098654334085977e-14,1.6436836505525804e-08,3.865516213859171e-14,7.287579062407249e-11,3.869834950447654e-09,2.215656206722165e-09,2.3976129104620344e-09,2.652858698248339e-09,2.825428743893356e-11,9.321633371202115e-13,9.911468506204338e-13,1.0509507769829348e-11,1.0111659038921799e-13,3.5435767701053925e-16,7.085957193405017e-09,1.2292679246157145e-20,2.4012449011242828e-14,2.0563522876870984e-15,4.457573762641349e-15,8.976401752092286e-13,2.4006701019320985e-21,7.882066545231705e-11,4.4115952443643945e-15,4.931675592211532e-17,2.880656189863155e-17,4.193978211708155e-13,1.162520299380405e-11,4.2811027749194875e-18,1.3678321857900125e-21,1.5993168161875188e-17,6.800767812385984e-15,1.2515717584704224e-10,2.8995184525010166e-15,6.908329528284026e-16,1.4258896989766397e-21,2.1950858318724437e-18,5.505768683886378e-13,6.673855130368975e-15,2.3416789371101224e-19,1.4070019145625757e-15,1.3784259164991005e-15,1.4801308765798007e-16,4.272678038591071e-26,1.3106761492523238e-17,1.6296005890267144e-20,3.164261918326768e-16,1.3212752219266421e-17,9.181392496274217e-18,3.23757677142349e-30,2.170457536477829e-09,1.2975698555738135e-16,1.8832876784190392e-18,1.154120462680002e-07,7.066168393519687e-12,5.2721847655727845e-17
3.14345410876303e-08,0.810579925957929,1.370120772239635e-08,3.965696902619527e-10,2.8729830887816964e-10,4.687694805851114e-10,0.0,0.0,1.509652075374161e-07,6.398149305130891e-12,9.263542387259397e-11,2.5733631817925484e-09,4.5067019243258275e-13,6.013925281170891e-22,5.653077036104733e-15,1.956571752209303e-09,1.1708547121477528e-07,1.4442225930775292e-08,1.1244852992001048e-18,8.555333032153147e-17,5.229004530099188e-16,2.622127515957087e-18,2.524273988449867e-09,6.805295936398465e-18,2.4131915018284522e-12,4.2496138967853695e-21,2.341883117640791e-22,4.199501795723755e-16,2.620245985553241e-16,1.0801718444813889e-16,1.442586965872452e-14,6.414170384581207e-23,9.02419193144872e-24,6.942892528282744e-23,3.76,0.0,0.6805813736093628,0.9982362562794038,5.2121030731855256e-11,1.484133626188671e-09,0.0036459578564627935,0.0036462662320439453,0.0017635752124317552,1.5756621049790065e-12,1.4356201758605704e-08,1.5379696228408646e-07,1.361699804708795e-07,3.2376033761936444e-12,5.363548109061635e-13,2.1047462203161144e-09,1.220102671426939e-10,2.689565595132548e-14,1.7295968814516594e-08,3.966660544437312e-14,7.483793164371155e-11,4.0005170431027725e-09,2.3111274485980964e-09,2.5307001789987437e-09,2.819746692989573e-09,2.989944164267048e-11,1.0050978866853184e-12,1.0705209644840885e-12,1.0919375064202136e-11,1.1360752618195333e-13,3.854673132979669e-16,7.267961388140654e-09,1.3332825730035412e-20,2.5993227783811625e-14,2.1862821404956217e-15,5.003348579932758e-15,9.312661868855649e-13,2.5986398348151032e-21,8.016019474671273e-11,4.538686462096034e-15,5.518328357415341e-17,3.26847351878074e-17,4.3337812676098613e-13,1.2177978948710009e-11,4.8349831026398455e-18,1.5264508460890609e-21,1.796551830765976e-17,7.323225335820846e-15,1.2803005853056338e-10,3.1575780354056105e-15,7.517934225370793e-16,1.553323613262811e-21,2.4430261106281682e-18,5.956709170068005e-13,7.275515039452027e-15,2.56232612787797e-19,1.4646910325101175e-15,1.4059891252144855e-15,1.6313714535836548e-16,4.962123640502817e-26,1.4362053225928424e-17,1.813734777779616e-20,3.515010462161509e-16,1.4354568212030157e-17,9.736237380617508e-18,3.784462778569e-30,2.2896694360972775e-09,1.396343054958095e-16,2.0732747770532097e-18,1.1837697984618542e-07,7.435626845352266e-12,5.3730329889689656e-17
3.222428170999522e-08,0.8105935197338728,1.4466341136396248e-08,4.237864094294122e-10,3.0765687786290874e-10,5.06921605628654e-10,0.0,0.0,1.5474318996928735e-07,6.722123553020474e-12,9.729241995439303e-11,2.7046612862480798e-09,4.905634120395575e-13,6.368926575681326e-22,5.863462784949355e-15,1.9866952531889454e-09,1.1998653810870637e-07,1.5176420858283935e-08,1.2973094459191095e-18,9.417759845786643e-17,5.633518089194532e-16,2.795700910645957e-18,2.5368479490441193e-09,7.419651340020339e-18,2.4911307079153285e-12,4.9226709247571674e-21,2.5533232051465815e-22,4.507368896553011e-16,2.8212287351608673e-16,1.1550708230391024e-16,1.5249096327957738e-14,7.153191682712695e-23,1.0199235727199427e-23,7.923572146351723e-23,3.76,0.0,0.6804900137336802,0.9982362516169713,5.651175635485423e-11,1.5592488595907686e-09,0.003737301477780003,0.003737625463626624,0.001763575200386915,1.6154858419878927e-12,1.5085901812700186e-08,1.577593296273094e-07,1.4309271020308367e-07,3.3260241571837183e-12,5.75523754613915e-13,2.168449059984038e-09,1.2806599317239337e-10,2.8776752788578413e-14,1.8176949305848653e-08,4.0678184572043857e-14,7.680004323868944e-11,4.131449290244329e-09,2.40776110915869e-09,2.667605774951256e-09,2.992249936228454e-09,3.1600641932330204e-11,1.0817293155887163e-12,1.1542505823233539e-12,1.1335884633005211e-11,1.272936966560384e-13,4.184526618610136e-16,7.449935641156913e-09,1.4433363207197582e-20,2.8080629794217936e-14,2.3210809563036396e-15,5.601000940232218e-15,9.64989051715237e-13,2.8078089305726684e-21,8.144224189099272e-11,4.666374053211169e-15,6.156402541573693e-17,3.6984298554635924e-17,4.4738671442457226e-13,1.2737440190648865e-11,5.444786152309204e-18,1.699586845901815e-21,2.0120493913289814e-17,7.868742105982203e-15,1.3089159390574466e-10,3.4306700729908693e-15,8.167231058307308e-16,1.6891446102735346e-21,2.712595215535384e-18,6.43208233574894e-13,7.913095637608954e-15,2.796774914187757e-19,1.52196259613328e-15,1.432522736200683e-15,1.7938618103558446e-16,5.742393297468405e-26,1.5699058736366802e-17,2.0132226818973393e-20,3.89446046846629e-16,1.55618400846244e-17,1.0308195455467556e-17,4.409523497907002e-30,2.412252831657296e-09,1.4994054666067295e-16,2.276659765347237e-18,1.2134144521669594e-07,7.814528007014823e-12,5.469694639280648e-17
3.301402233236013e-08,0.8106071117142016,1.525033550257956e-08,4.521853173005888e-10,3.288862686801378e-10,5.47062703078699e-10,0.0,0.0,1.5852048735960925e-07,7.054022624369379e-12,1.0202184418896126e-10,2.8379938285939852e-09,5.330561961974132e-13,6.734734406161392e-22,6.075315732916143e-15,2.0154995841055556e-09,1.228856742446767e-07,1.592875765406632e-08,1.4914348429750396e-18,1.0342614393911562e-16,6.058390440535404e-16,2.9732083890878498e-18,2.5486330434848243e-09,8.07224872322922e-18,2.5691471444968362e-12,5.6860460929711416e-21,2.777398413366178e-22,4.82804828470532e-16,3.0321593400231935e-16,1.2329782983472309e-16,1.6095896133919983e-14,7.958382320532625e-23,1.1494574906040079e-23,9.016181487890536e-23,3.76,0.0,0.6803986661051656,0.9982362469339103,6.116790222879333e-11,1.6361990471802764e-09,0.0038286326241033946,0.0038289726037651294,0.0017635751883064623,1.6553028039968503e-12,1.583364473807739e-08,1.6172758691811718e-07,1.5018680972080033e-07,3.4145711689611707e-12,6.164472249917455e-13,2.232273544816026e-09,1.342608683372818e-10,3.074397816463762e-14,1.9079774796640357e-08,4.168990000710042e-14,7.876212541093466e-11,4.262605977582011e-09,2.5055205416405996e-09,2.8083414795384376e-09,3.1703969775036875e-09,3.335870640236265e-11,1.1621502864778764e-12,1.2424765540795914e-12,1.175910905153768e-11,1.4225756022397925e-13,4.533797703451526e-16,7.631879991335682e-09,1.55963465926743e-20,3.0277441760721175e-14,2.46081804718509e-15,6.254099866310347e-15,9.987991075511975e-13,3.0285497345953944e-21,8.266852508990549e-11,4.794658321294589e-15,6.848845424506899e-17,4.1740331510414796e-17,4.614229780618828e-13,1.3303271026740644e-11,6.114614462376247e-18,1.8882233556206718e-21,2.246958177566728e-17,8.437551609486234e-15,1.3374212761928264e-10,3.719212651528904e-15,8.858039950459191e-16,1.833740331593235e-21,3.0051871009354136e-18,6.932569226162138e-13,8.587669429750822e-15,3.0454593754914873e-19,1.578746931996291e-15,1.4580497532331274e-15,1.968141435877697e-16,6.622897478791555e-26,1.7120642729103585e-17,2.228912358641013e-20,4.304167944847729e-16,1.683650341353768e-17,1.0897308224175382e-17,5.122005737577771e-30,2.538218215691785e-09,1.6067976323451068e-16,2.493988833172014e-18,1.243054424072821e-07,8.202873993718115e-12,5.562280502449628e-17
3.380376295472505e-08,0.8106207018991526,1.6052987973795402e-08,4.817879216844907e-10,3.5099867530989776e-10,5.892380118082678e-10,0.0,0.0,1.6229710143374732e-07,7.39384115112039e-12,1.0682079540447806e-10,2.9732717240453824e-09,5.782658860632994e-13,7.111415565282229e-22,6.2885766394205556e-15,2.0430271236484647e-09,1.2578288164303883e-07,1.669923216975033e-08,1.7088627983904124e-18,1.1332702142418535e-16,6.504123162576023e-16,3.1544066505268267e-18,2.559678782931212e-09,8.764520241229895e-18,2.6472282386917136e-12,6.549762832591445e-21,3.014474033785192e-22,5.161640758817502e-16,3.253270914612207e-16,1.3139239507982362e-16,1.6966467269212517e-14,8.834181833582694e-23,1.2919471796800043e-23,1.023071092850666e-22,3.76,0.0,0.6803073307221247,0.9982362422302901,6.609967762170305e-11,1.7149828323200917e-09,0.003919951297124093,0.003920307654084111,0.0017635751761898562,1.6951129923528743e-12,1.659942748714247e-08,1.6570178313004776e-07,1.5745225994201868e-07,3.5032455686503394e-12,6.591543523982574e-13,2.2962183117659432e-09,1.4059438267577648e-10,3.279937556329863e-14,2.000444209027091e-08,4.270175225831008e-14,8.072417816212116e-11,4.393963749562703e-09,2.6043705229827025e-09,2.9529188381776553e-09,3.3542156112092567e-09,3.517446126819744e-11,1.2464537975195305e-12,1.3353417967098956e-12,1.2189123183666889e-11,1.5858512063017128e-13,4.903156670925664e-16,7.81379447753116e-09,1.6823861153059362e-20,3.2586445015616145e-14,2.6055624428059156e-15,6.966368720403487e-15,1.0326875735988038e-12,3.2612400693525217e-21,8.384078859069059e-11,4.9235395820298294e-15,7.59868455317592e-17,4.698995610674638e-17,4.754864099050014e-13,1.3875173421843755e-11,6.8487599803226355e-18,2.0933890558880794e-21,2.5024657007114586e-17,9.029877547422057e-15,1.3658199698847318e-10,4.023621668916736e-15,9.592237450680686e-16,1.987510567494202e-21,3.3222590716649106e-18,7.45885290938139e-13,9.300307578706049e-15,3.3088131537690666e-19,1.6349798909491904e-15,1.4825943448486364e-15,2.1547620660263157e-16,7.613769101771817e-26,1.8629682979788505e-17,2.4616759867524724e-20,4.745732246270003e-16,1.8180499660253992e-17,1.1503617549553177e-17,5.93202682802886e-30,2.6675759080200917e-09,1.7185583661823047e-16,2.7258137920571566e-18,1.2726897144570196e-07,8.600666922020354e-12,5.650905232432263e-17
3.459350357708996e-08,0.8106342902889621,1.6874099371199594e-08,5.126154941913529e-10,3.74005987812174e-10,6.334923124359212e-10,0.0,0.0,1.6607303388349353e-07,7.741573772094979e-12,1.1168647230240654e-10,3.110408734829361e-09,6.263132123014139e-13,7.499041268057692e-22,6.5031895432774425e-15,2.0693204418955145e-09,1.286781622623972e-07,1.7487840307320166e-08,1.9517256353079798e-18,1.239087832163394e-16,6.971217982219132e-16,3.3390533837864946e-18,2.570031478300895e-09,9.497929134780624e-18,2.72536263844172e-12,7.524723876258091e-21,3.264913019481135e-22,5.508242208009551e-16,3.4847960793655845e-16,1.3979362261618798e-16,1.786103232995698e-14,9.785244296972029e-23,1.4483697313946847e-23,1.1577818671114198e-22,3.76,0.0,0.6802160075828629,0.9982362375061764,7.131745399413799e-11,1.795598859799619e-09,0.004011257498530879,0.004011630616208003,0.0017635751640374506,1.734916408401382e-12,1.7383247013205777e-08,1.6968196616118664e-07,1.648890417865212e-07,3.5920484860810235e-12,7.036737572833279e-13,2.3602822297387514e-09,1.4706602811340201e-10,3.494499870174077e-14,2.0950947977181875e-08,4.371374185743211e-14,8.268620149375535e-11,4.525501396087725e-09,2.7042772013994064e-09,3.101349175031811e-09,3.5437329177391027e-09,3.704874087235724e-11,1.33473320039716e-12,1.4329913155934266e-12,1.2626003979172256e-11,1.7636598654822063e-13,5.293283723450101e-16,7.995679138569855e-09,1.811802284043451e-20,3.501041532315988e-14,2.7553828965595024e-15,7.741687918967387e-15,1.0666464710035117e-12,3.5062632930077675e-21,8.496079127449692e-11,5.053018163054839e-15,8.409027292456225e-17,5.2772405797596304e-17,4.895765852192234e-13,1.4452866403293408e-11,7.651707559500902e-18,2.316156010632504e-21,2.7797984703388135e-17,9.645934433600514e-15,1.3941153124487847e-10,4.344310781807119e-15,1.0371757686417198e-15,2.1508674648257856e-21,3.665333734884396e-18,8.011618441783253e-13,1.0052079735949535e-14,3.587269376137719e-19,1.69060266277584e-15,1.5061815953822592e-15,2.35428765937089e-16,8.725900315284528e-26,2.022906980943115e-17,2.7124099402722014e-20,5.220796188527147e-16,1.9595776066168027e-17,1.2127165721997041e-17,6.850635211754872e-30,2.8003360642939406e-09,1.8347248657622766e-16,2.9726918918156636e-18,1.3023203235972095e-07,9.007908909826009e-12,5.735686315060286e-17
3.6172984821819785e-08,0.8106614616841032,1.857092177986015e-08,5.780294798211388e-10,4.22751421373868e-10,7.284147800828266e-10,0.0,0.0,1.7362286052076222e-07,8.460759885972393e-12,1.216072968559087e-10,3.389929423197216e-09,7.314209067139015e-13,8.307433007444567e-22,6.936262635162371e-15,2.1183744416697178e-09,1.3446295072132752e-07,1.911944130849213e-08,2.522969685230764e-18,1.4723161684447634e-16,7.971501577110838e-16,3.717733660665192e-18,2.588828207865275e-09,1.1094173967807509e-17,2.881751382406182e-12,9.856727651515409e-21,3.8073208427044844e-22,6.240833833195439e-16,3.980015195806767e-16,1.5752684953162544e-16,1.9723157035201113e-14,1.19328882581604e-22,1.8071877362063928e-23,1.471593312047365e-22,3.76,0.0,0.6800333980289038,0.9982362279967192,8.26532846213973e-11,1.962322227854594e-09,0.004193832493247188,0.004194240282367139,0.0017635751396257956,1.814502928920397e-12,1.9004984214107968e-08,1.7766047915960203e-07,1.8027652403340413e-07,3.770044264428647e-12,7.982613840544752e-13,2.4887639623949164e-09,1.604216893820133e-10,3.951518863704581e-14,2.2909462632460138e-08,4.5738135338564e-14,8.661015990344475e-11,4.789041099253624e-09,2.9071317998229108e-09,3.4098130512882825e-09,3.9399685172113694e-09,4.097625232175744e-11,1.523594959746436e-12,1.64323377166527e-12,1.3520682726781414e-11,2.1666444428436996e-13,6.13861314944821e-16,8.359359140344688e-09,2.091490679936739e-20,4.021433135330551e-14,3.0705256434994085e-15,9.497800292075554e-15,1.1347472437361567e-12,4.034869863221842e-21,8.705106784130666e-11,5.313768655208345e-15,1.022404936707746e-16,6.610369145006431e-17,5.178358128609201e-13,1.562458178494114e-11,9.482933354829516e-18,2.8190075521218282e-21,3.4050417203865565e-17,1.0950056393921135e-14,1.4504087229165203e-10,5.036172443116526e-15,1.2074796357067536e-15,2.5080528327979242e-21,4.435920095601262e-18,9.199345029941077e-13,1.1677296208885877e-14,4.191218670568822e-19,1.7998078936830085e-15,1.5505877574121053e-15,2.794370538554623e-16,1.136153597046469e-25,2.3710504482124685e-17,3.271495730999873e-20,6.278212223302547e-16,2.264798665133232e-17,1.3426150207067185e-17,9.062850465253925e-30,3.0761036169516675e-09,2.0804164660455674e-16,3.5138626946568495e-18,1.361567499256557e-07,9.850748542290078e-12,5.894196579387778e-17
