Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180)
1.4071036963868918e-09,0.7756654364774095,2.632367748820286e-12,1.8771249743117854e-13,1.325861434676733e-14,1.1289589878961791e-14,0.0,0.0,4.097588735933411e-09,5.567671223489708e-15,1.2580580783714376e-14,1.460853386177358e-14,9.559686544602527e-18,4.5693225182932124e-29,2.1540585496229502e-19,8.666826521219901e-12,1.1652849533430738e-14,1.321288220664348e-11,1.515923125214781e-27,7.097172505257077e-23,2.3420476381799283e-25,1.4089506619304748e-24,1.3312413475119668e-10,1.0477024829902953e-25,1.4185236585264308e-20,1.1124377774464755e-30,1.0199444438972928e-34,1.4383016463794972e-26,6.634524366921586e-32,1.086565890132319e-31,9.307438408435207e-21,3.5064472394839855e-35,5.452290711324767e-35,6.272941608947034e-36,3.76,0.0,0.5852457415786755,0.998541194765862,2.1261527332814136e-15,2.8091101491042368e-18,9.221279948352637e-05,9.221299721867504e-05,0.0014588011231120239,2.2638362786787833e-14,1.320651912619399e-11,4.0955846667366116e-09,8.338535386645738e-11,3.1539002510612776e-14,1.0687407003260486e-17,7.355764459755069e-12,8.918705052025683e-14,6.380781281580973e-18,4.1400148993700793e-13,1.1000559816313681e-11,8.714925541754957e-12,2.945833302158721e-12,4.5964347232854726e-14,2.289419195876754e-13,1.9359907138323983e-14,3.221702555039569e-17,9.241313838797042e-17,2.319669295536494e-14,9.77777927173894e-20,1.4179021445693177e-10,4.9788814853184595e-21,3.2731416127807733e-25,9.467556691134045e-21,1.3032061282506965e-20,2.862038886682181e-21,4.980565410832228e-16,1.2198352808523668e-25,2.1995956196838184e-21,5.706132533925802e-23,6.251446708386985e-17,1.0886855045890891e-23,2.192763826389675e-27,1.7122624719707588e-15,1.4728648737485796e-20,9.110356690188468e-26,1.264928824625121e-25,4.235426356701695e-16,3.1739950046633295e-24,2.701808739712906e-20,6.310151291329479e-21,3.349696547004596e-20,9.327423730092317e-27,1.3956254415998673e-24,2.5743239627887754e-12,6.39521323454727e-24,5.783728441601958e-22,9.102645376799158e-22
1.4356603921519561e-09,0.7756657080162505,2.7147970444821435e-12,1.9395802236802899e-13,1.4032687273363165e-14,1.193022419784365e-14,0.0,0.0,4.1807055264559714e-09,5.7958642445789994e-15,1.3352548173457814e-14,1.5504843623344062e-14,1.0180105599553554e-17,4.8464684135225625e-29,2.2396965127793255e-19,9.013527382979998e-12,1.227674479427858e-14,1.3780524477668355e-11,1.7016279705825273e-27,7.627017531143424e-23,2.5856854941007763e-25,1.5552130502893033e-24,1.3565342638391385e-10,1.1384210345479412e-25,1.5210952819026453e-20,1.250933448686904e-30,1.1455357565051816e-34,1.5829454554482953e-26,7.50274448496883e-32,1.217875487254661e-31,9.908973734077693e-21,3.995440635964265e-35,6.163413554800371e-35,7.177500112393146e-36,3.76,0.0,0.5852438702126913,0.998538189008309,2.2576958904832056e-15,3.015779606852861e-18,9.408407439899349e-05,9.408428026156827e-05,0.001461806796971769,2.3302839402539156e-14,1.3773770877657332e-11,4.1785916047118344e-09,8.680417465575421e-11,3.2696090642721254e-14,1.134985141781965e-17,7.644908278916692e-12,9.309900154397502e-14,6.655027290700474e-18,4.284995246393943e-13,1.1453970764443497e-11,9.012877678487558e-12,3.0663527684307813e-12,4.7996057606707237e-14,2.4289760859687214e-13,2.0152635131398138e-14,3.4193780705754555e-17,9.720641182937147e-17,2.4092705853346034e-14,1.0494305936179542e-19,1.4466685876163868e-10,5.340354557432165e-21,3.498319198047294e-25,1.0183922982257968e-20,1.3755566187471098e-20,3.072924601413778e-21,5.234473806315761e-16,1.2958310636905912e-25,2.345540500612543e-21,6.066742450944103e-23,6.52548052106496e-17,1.1497627476424756e-23,2.317782493043756e-27,1.8042704507915055e-15,1.594643042891673e-20,9.906995069599028e-26,1.393403885986686e-25,4.478542132449648e-16,3.50659015271378e-24,2.923480102969406e-20,6.831650257206832e-21,3.567285764196299e-20,1.0057482427852338e-26,1.5177358332329685e-24,2.6260771828849793e-12,6.948146187618175e-24,6.178882386384429e-22,9.660903282743405e-22
1.4642170879170205e-09,0.7756659795542337,2.79878163024753e-12,2.0030597552172027e-13,1.4836057750495967e-14,1.2594597737646472e-14,0.0,0.0,4.263821616390267e-09,6.0286377053936105e-15,1.4155077189695747e-14,1.6436632206564586e-14,1.082701329584114e-17,5.13432773128537e-29,2.3268976250100093e-19,9.366685651038122e-12,1.292178021479297e-14,1.4360047042958477e-11,1.9058632550292933e-27,8.185562063794983e-23,2.849028080933026e-25,1.7132669266230908e-24,1.3817617001156565e-10,1.234940838184661e-25,1.6289571003891835e-20,1.4034186441850576e-30,1.2837053442879778e-34,1.7390775493038238e-26,8.465483047147551e-32,1.3621572132135996e-31,1.0536025908792944e-20,4.5410666081586967e-35,6.950181894718359e-35,8.191182279708841e-36,3.76,0.0,0.5852419988526858,0.9985353920129643,2.3945350714495652e-15,3.2334092015797482e-18,9.59553432362431e-05,9.595555738965338e-05,0.0014646037086121434,2.3966686181105233e-14,1.4352887460288801e-11,4.261595399574127e-09,9.029167752670657e-11,3.38691570081909e-14,1.2039055567547887e-17,7.93914472033711e-12,9.709406288652496e-14,6.935545822136972e-18,4.431632173232553e-13,1.1916611441864436e-11,9.315428777956114e-12,3.1892765697958198e-12,5.007725304533309e-14,2.573985204889406e-13,2.0961234181936696e-14,3.6249450759068616e-17,1.0214315168117739e-16,2.5003650560549953e-14,1.1248720703701279e-19,1.475434656634566e-10,5.7197036572558975e-21,3.7336080932972855e-25,1.0938410997284004e-20,1.4502921710244644e-20,3.2951480217632168e-21,5.496144117779136e-16,1.3747033804069543e-25,2.4976412201554337e-21,6.44249468733877e-23,6.804572186609267e-17,1.2131384962428633e-23,2.4474107106200085e-27,1.8993730955675473e-15,1.7237605963042334e-20,1.0755364567566844e-25,1.5319040652664298e-25,4.730024881712193e-16,3.866381647637837e-24,3.1583391322931455e-20,7.384555566288535e-21,3.7940361932400625e-20,1.0826620798876548e-26,1.6476989393263968e-24,2.6778112424532756e-12,7.536876079915474e-24,6.592574750365607e-22,1.0241247802601217e-21
1.5213304794471491e-09,0.7756665226276257,2.9715061114062107e-12,2.1331000251390985e-13,1.6532814270153667e-14,1.3996322959018597e-14,0.0,0.0,4.4300517611583825e-09,6.5079255101526265e-15,1.5854071655323852e-14,1.8409258922849907e-14,1.2202514494623687e-17,5.742915375605569e-29,2.5059658091962426e-19,1.0092298233490549e-11,1.4276564962485183e-14,1.5554677609273686e-11,2.3757893199505987e-27,9.39275956990579e-23,3.4394804530074407e-25,2.067517973033829e-24,1.4320208342740223e-10,1.4463632573796109e-25,1.8612273201556164e-20,1.7548058116312165e-30,1.6017620949479383e-34,2.0885624940058557e-26,1.070829759986535e-31,1.693732783513251e-31,1.186879357135872e-20,5.823667017894473e-35,8.7761935297169e-35,1.0589513686753891e-35,3.76,0.0,0.5852382561506103,0.9985303673282718,2.6845133225597303e-15,3.703026325818766e-18,9.969786267627321e-05,9.969809390147509e-05,0.001469628225861352,2.529203509163696e-14,1.554665853281793e-11,4.427593694216125e-09,9.747272876578269e-11,3.626234169647951e-14,1.3499842246668077e-17,8.542792734875253e-12,1.0533293793566507e-13,7.515521055378278e-18,4.729741785362509e-13,1.2869594782998624e-11,9.934278636062039e-12,3.442334081699756e-12,5.43894016721608e-14,2.88074527675244e-13,2.2626038095843546e-14,4.06036112572717e-17,1.1245285807352117e-16,2.6869925524293534e-14,1.2876344052331197e-19,1.5329656725993088e-10,6.5339703620611526e-21,4.235383006188826e-25,1.2566539392432989e-20,1.6070213166778994e-20,3.7752060259167584e-21,6.043091623710449e-16,1.5412376487756404e-25,2.820759889373722e-21,7.240758148525127e-23,7.377699967000506e-17,1.346985016929093e-23,2.721263130844388e-27,2.0990380000677516e-15,2.0051518404870163e-20,1.2616280367646567e-25,1.8412060006309673e-25,5.258442588559032e-16,4.6740985893360246e-24,3.6696100705159837e-20,8.589447143572296e-21,4.275741396084948e-20,1.2486571982361017e-26,1.932499759147731e-24,2.7812219722725e-12,8.828086472892632e-24,7.477549580834723e-22,1.1469822359614435e-21
1.5727325318242649e-09,0.775667011390744,3.1325009102942913e-12,2.2536606252773168e-13,1.8165412380599798e-14,1.5343484133304885e-14,0.0,0.0,4.579656653762466e-09,6.954948551584946e-15,1.749332119432213e-14,2.0312498880619728e-14,1.3536621322827032e-17,6.329103142873047e-29,2.672414382136628e-19,1.0767243252112193e-11,1.557140766846497e-14,1.667033987940217e-11,2.877472412128552e-27,1.0587577630983961e-22,4.0502857883107012e-25,2.4338139035666284e-24,1.4770318695439032e-10,1.6589787656385574e-25,2.0900756379667454e-20,2.1305556833926764e-30,1.9414704149083575e-34,2.4495221711562183e-26,1.313939512764478e-31,2.0472611451343742e-31,1.31608483241367e-20,7.228538589687995e-35,1.0745451206721499e-34,1.3237219444033054e-35,3.76,0.0,0.585234887739189,0.9985264238362761,2.964638338731169e-15,4.166915255148758e-18,0.00010306610938525311,0.00010306635653366074,0.0014735715671195325,2.6481675121360245e-14,1.6661491524375192e-11,4.5769817371323e-09,1.0417056572476457e-10,3.8468663664948174e-14,1.4911331009109076e-17,9.103236104523176e-12,1.1303074522838996e-13,8.059253296370555e-18,5.003375281128969e-13,1.3758877045536127e-11,1.0506848755444171e-11,3.678300851940419e-12,5.844283425870809e-14,3.176438519892075e-13,2.4178622238686556e-14,4.480747134897119e-17,1.2223690188046689e-16,2.859961912058809e-14,1.448381256077152e-19,1.5847423078265265e-10,7.332836564016069e-21,4.723723433880883e-25,1.4174328466757943e-20,1.7564902848753646e-20,4.250097438284515e-21,6.562685971815903e-16,1.7013561843970554e-25,3.133743690110439e-21,8.014333264458679e-23,7.910246410657585e-17,1.4758127333552347e-23,2.9859595670587397e-27,2.2897584395970505e-15,2.286397692209202e-20,1.4490947028590218e-25,2.1595889785019094e-25,5.7634968553324e-16,5.510965085625753e-24,4.1799083016952886e-20,9.793618589532711e-21,4.7424119990469096e-20,1.4125309936996016e-26,2.2190291547650517e-24,2.8742263311132996e-12,1.0128864582622201e-23,8.342412971270294e-22,1.265514337740259e-21
1.6241345842013806e-09,0.7756675001510821,3.2988804750435894e-12,2.3775735611002354e-13,1.9901173064249202e-14,1.677442182004475e-14,0.0,0.0,4.729259507457769e-09,7.416810544301021e-15,1.924030101292837e-14,2.2340799407272222e-14,1.4965173054300205e-17,6.952807025003085e-29,2.8438367147262336e-19,1.1462815448875643e-11,1.6939750765055212e-14,1.7824289548950918e-11,3.4642527601815956e-27,1.1891406563564333e-22,4.744154635776216e-25,2.8497431109871646e-24,1.5218334656318782e-10,1.8943278705050815e-25,2.3387493545178185e-20,2.570618536415049e-30,2.3389403915281675e-34,2.859161529316328e-26,1.6023680562739883e-31,2.4603461760876038e-31,1.4543784074296808e-20,8.910680811623519e-35,1.306954567909137e-34,1.643075214438708e-35,3.76,0.0,0.5852315193471378,0.9985229595573942,3.263521474244632e-15,4.672205796429911e-18,0.00010643433640150975,0.00010643460000216238,0.0014770356952268245,2.766788771827526e-14,1.7814557407892962e-11,4.7263600879790964e-09,1.1109092972095432e-10,4.072340217406331e-14,1.6417675384435992e-17,9.679783594065304e-12,1.2099569312072624e-13,8.623777518573486e-18,5.281872733396126e-13,1.467811169952732e-11,1.1094128974107574e-11,3.922045460099616e-12,6.26616399611151e-14,3.4912832348192586e-13,2.5782600196459804e-14,4.9290601116616475e-17,1.3250856067021484e-16,3.037612225873767e-14,1.6234530603600364e-19,1.6365177312586665e-10,8.197243512890364e-21,5.2481726799974765e-25,1.592454349313881e-20,1.9140798760796978e-20,4.7681231473750825e-21,7.108646027678272e-16,1.8714126228189672e-25,3.468408727982829e-21,8.842183402994403e-23,8.458316744125907e-17,1.6128786727806915e-23,3.267126326432717e-27,2.4911812026282417e-15,2.59597629704246e-20,1.6569447650442642e-25,2.5195809965342283e-25,6.296967718000657e-16,6.4630493084182984e-24,4.740875297201211e-20,1.1118996459896197e-20,5.2415575978615905e-20,1.5907926109806586e-26,2.5362873420344758e-24,2.9671689672676437e-12,1.1571391828826655e-23,9.275124182350339e-22,1.3918314257761276e-21
1.6755366365784963e-09,0.7756679889086404,3.470772894900732e-12,2.504852311738399e-13,2.17431746392127e-14,1.829172104034001e-14,0.0,0.0,4.878860390723368e-09,7.89351087489851e-15,2.1098246280244746e-14,2.4497915049485677e-14,1.649139683735452e-17,7.615058136204376e-29,3.0201990841395343e-19,1.2178905233146841e-11,1.8383455333680576e-14,1.9016457897806837e-11,4.147265344773969e-27,1.3310569456766762e-22,5.529132282685957e-25,3.3200831297371416e-24,1.5664266322777388e-10,2.153981906864241e-25,2.6082961347235018e-20,3.083412422657933e-30,2.8017201410083283e-34,3.3223354174449664e-26,1.9428496327305465e-31,2.9407981574180723e-31,1.60206735634247e-20,1.0913412567404865e-34,1.5797693152704458e-34,2.0260257897965183e-35,3.76,0.0,0.5852281509744569,0.9985199162299914,3.581760817042757e-15,5.221212336946317e-18,0.00010980254372529712,0.00010980282430709036,0.0014800788718184372,2.885039136454661e-14,1.90057858265504e-11,4.875728911408561e-09,1.1823381966414407e-10,4.302535584851183e-14,1.8021927710415226e-17,1.0272289191882257e-11,1.2922706379387556e-13,9.209269672664129e-18,5.565057659761934e-13,1.562731558755364e-11,1.169604846123307e-11,4.173563205629914e-12,6.704769289524402e-14,3.8258287224501743e-13,2.743796146012703e-14,5.406181842621187e-17,1.4327647236219382e-16,3.2198863530014647e-14,1.8136582322724604e-19,1.6882919429176748e-10,9.130106197049001e-21,5.80998174439968e-25,1.7824488561769742e-20,2.0799328742140082e-20,5.33181937536586e-21,7.681405828135746e-16,2.051636380419248e-25,3.825398494570874e-21,9.726289308317895e-23,9.021606852817829e-17,1.7584909802963514e-23,3.5677967160839496e-27,2.7035544798905995e-15,2.935687509586369e-20,1.8866309224664398e-25,2.924951165576226e-25,6.859304534181822e-16,7.541746687913318e-24,5.3556344773490907e-20,1.2573267021119107e-20,5.77421933650152e-20,1.7840899240641404e-26,2.886377544309444e-24,3.060050013823718e-12,1.3166093610686752e-23,1.0278678301560335e-21,1.5261670831245476e-21
1.726938688955612e-09,0.7756684776634186,3.648305429019272e-12,2.6355108228300024e-13,2.3694489294633336e-14,1.9897973336449165e-14,0.0,0.0,5.028459363775688e-09,8.385048936431734e-15,2.3070375007762324e-14,2.6787580406075275e-14,1.811851711619096e-17,8.31687636481386e-29,3.2014679559894077e-19,1.2915403543804605e-11,1.9904373540582395e-14,2.0246780627663337e-11,4.938698748289888e-27,1.485156242586205e-22,6.413743832854631e-25,3.8498925949580284e-24,1.6108123743830084e-10,2.4395644614670087e-25,2.8997857131992994e-20,3.67813808468435e-30,3.3380652556191856e-34,3.844225223757234e-26,2.3428822719401294e-31,3.497181975506325e-31,1.7594587988847584e-20,1.328514668284933e-34,1.8984013109308418e-34,2.4827328247212387e-35,3.76,0.0,0.5852247826211457,0.998517242731732,3.919953620252757e-15,5.816306986280801e-18,0.0001131707313568643,0.00011317102944855498,0.0014827522192294646,3.0029005222371277e-14,2.0235110854058338e-11,5.0250883629646445e-09,1.255992344641527e-10,4.5373353043805366e-14,1.9727137327285872e-17,1.0880608233808742e-11,1.3772418491411258e-13,9.81590574755513e-18,5.852759984207571e-13,1.6606504934909668e-11,1.2312536726596572e-11,4.432849320890411e-12,7.160285816992726e-14,4.1806199052491895e-13,2.914469560051772e-14,5.912992648272998e-17,1.5454932602936287e-16,3.4067280753505236e-14,2.0198274639436817e-19,1.7400649428254958e-10,1.0134370894460226e-20,6.410400085456694e-25,1.988158147098113e-20,2.254189829888933e-20,5.9437982667190066e-21,8.281387421217452e-16,2.2422561895850123e-25,4.205353218720245e-21,1.0668646001145376e-22,9.59982319161319e-17,1.912964465542775e-23,3.8814265135988994e-27,2.927123654766562e-15,3.307381545542571e-20,2.139658181385181e-25,3.379663337693073e-25,7.450935032296651e-16,8.759162837840861e-24,6.027387793402441e-20,1.4164330317546808e-20,6.341435549286585e-20,1.993070817238371e-26,3.271469467975022e-24,3.152869603349253e-12,1.4923824790140273e-23,1.1356112745700945e-21,1.6687536525169608e-21
1.7783407413327278e-09,0.7756689664154169,3.83160451239242e-12,2.7695634987469145e-13,2.575818309763055e-14,2.1595776712134398e-14,0.0,0.0,5.178056479624975e-09,8.891424127601512e-15,2.5159888130650665e-14,2.921351022154371e-14,1.9849755992922568e-17,9.05927047482997e-29,3.387609983597708e-19,1.3672201846798361e-11,2.1504348679596103e-14,2.1515197803244235e-11,5.851858519766109e-27,1.6521054454931693e-22,7.407005388893012e-25,4.4445174393989996e-24,1.6549916920332195e-10,2.7527513513743445e-25,3.214309628163058e-20,4.364823153149315e-30,3.956980063100755e-34,4.4303510177420406e-26,2.8107884522815547e-31,4.138865471833087e-31,1.9268597641973046e-20,1.6079796434405164e-34,2.268783256708132e-34,3.02460283747334e-35,3.76,0.0,0.5852214142872042,0.9985148941662341,4.2786963114371095e-15,6.459919299127499e-18,0.00011653889929645546,0.00011653921542666657,0.0014851006338423966,3.12036309360079e-14,2.150247093584018e-11,5.174438590149407e-09,1.3318717303082527e-10,4.776625110283235e-14,2.1536350580689195e-17,1.1504597389554628e-11,1.4648642885817492e-13,1.0443861769356849e-17,6.144815802676344e-13,1.7615695372205196e-11,1.2943523618914757e-11,4.6998989715623485e-12,7.632899193356584e-14,4.556197366680218e-13,3.090279226834707e-14,6.450371386628821e-17,1.663358609608623e-16,3.598082081891012e-14,2.242813871266894e-19,1.7918367310040762e-10,1.1213015173906714e-20,7.050676198772046e-25,2.2103351598209314e-20,2.4369892463597537e-20,6.606748395967917e-21,8.909001098645588e-16,2.4435004352183855e-25,4.6089104207629994e-21,1.167126290231386e-22,1.0192682535025674e-16,2.0766207961706662e-23,4.22760126426604e-27,3.1621313301635957e-15,3.712958558535194e-20,2.41758404466195e-25,3.8878783387248345e-25,8.072265947721314e-16,1.012813298094977e-23,6.759414524702182e-20,1.5900298291654996e-20,6.944242072045402e-20,2.218382987915486e-26,3.693799123267265e-24,3.245627867892753e-12,1.6855875183527e-23,1.2510507378921926e-21,1.8198222421746516e-21
1.8297427937098436e-09,0.7756694551646356,4.020795761748479e-12,2.9070252022235575e-13,2.7937316000818357e-14,2.3387735573177397e-14,0.0,0.0,5.327651785037739e-09,9.412635852017092e-15,2.736996958833226e-14,3.1779399478812896e-14,2.168833358499204e-17,9.843238207241676e-29,3.578592007271734e-19,1.4449192132642443e-11,2.3185215214766893e-14,2.2821653864400127e-11,6.901231928901366e-27,1.8325887239643488e-22,8.518435070480777e-25,5.109596980890078e-24,1.698965580520856e-10,3.095270610396417e-25,3.552980956949e-20,5.154367049872538e-30,4.668259675614839e-34,5.086583777887616e-26,3.3557781041276013e-31,4.8760691139965885e-31,2.1045772540677905e-20,1.9357196534434944e-34,2.69739965803536e-34,3.664397204297951e-35,3.76,0.0,0.5852180459726325,0.9985128310310121,4.658584501732006e-15,7.154535999129279e-18,0.00011990704754431006,0.00011990738224153542,0.001487163618142767,3.237423746480261e-14,2.2807808901085712e-11,5.323779733394955e-09,1.409976342740322e-10,5.0202935626108713e-14,2.3452610824595906e-17,1.2144114649324518e-11,1.555132126799995e-13,1.1093313800426032e-17,6.441067155078741e-13,1.8654901957347466e-11,1.3588939324197264e-11,4.9747072570967564e-12,8.122794142050674e-14,4.953097390354128e-13,3.2712241193856415e-14,7.019195456827798e-17,1.7864486662770585e-16,3.7938939531412484e-14,2.483493143059731e-19,1.8436073074753604e-10,1.2369047890223088e-20,7.732058167458088e-25,2.4497437885200153e-20,2.6284677525626017e-20,7.323435289280841e-21,9.564645624966396e-16,2.6555974540524003e-25,5.03670542683882e-21,1.273616395780509e-22,1.0799911835587103e-16,2.2497887277269332e-23,4.560992362315799e-27,3.408817355156992e-15,4.154368219850008e-20,2.7220187047627556e-25,4.453956085732031e-25,8.723683646032966e-16,1.1662241243171258e-23,7.55507008621513e-20,1.7789492917265614e-20,7.583672582364933e-20,2.4606737789837127e-26,4.155668659495959e-24,3.3383249389849353e-12,1.89739750276235e-23,1.3744984636113478e-21,1.979602731584807e-21
1.8811448460869595e-09,0.7756699439110739,4.216003981379188e-12,3.0479112452122393e-13,3.0234941849286876e-14,2.5276460668825054e-14,0.0,0.0,5.477245321274125e-09,9.948683517630544e-15,2.970378640473868e-14,3.448892349149665e-14,2.3637468413324538e-17,1.066976638099927e-28,3.7743810535892744e-19,1.5246266914019034e-11,2.4948798822669334e-14,2.41660975478524e-11,8.10255525478907e-27,2.0273075030233186e-22,9.758063727197445e-25,5.851069805631951e-24,1.742735030367205e-10,3.4689024903166762e-25,3.916934054951733e-20,6.058587234526162e-30,5.482533503606783e-34,5.819157783429364e-26,3.988015698613002e-31,5.719918024183246e-31,2.2929183088006232e-20,2.3183549764494287e-34,3.1913190307228215e-34,4.4163477014716825e-35,3.76,0.0,0.5852146776774302,0.9985110185800088,5.0602129949286354e-15,7.90270070459064e-18,0.00012327517610066273,0.00012327552989327192,0.0014889759181873142,3.354084938429767e-14,2.4151071884452666e-11,5.47311192680987e-09,1.4903061710366844e-10,5.268231977093217e-14,2.5478958424229347e-17,1.2799019310864293e-11,1.6480399720575496e-13,1.1764437938585327e-17,6.741361809855221e-13,1.9724139196312506e-11,1.424871436411056e-11,5.257269211242256e-12,8.630154499732753e-14,5.371851998600519e-13,3.4573032186905636e-14,7.620340802698964e-17,1.9148518158489617e-16,3.994110146042382e-14,2.7427636986855484e-19,1.8953766722612924e-10,1.360550921044628e-20,8.455794187668915e-25,2.707158707842747e-20,2.828760247423564e-20,8.096701974064055e-21,1.0248708460776206e-15,2.8787757561372414e-25,5.489371817707263e-21,1.3865387766755953e-22,1.1421247954226118e-16,2.4328042367907143e-23,4.997901686766273e-27,3.667418851205929e-15,4.6336093035710534e-20,3.0546252431627657e-25,5.082457478536126e-25,9.405554722016099e-16,1.3375839705511768e-23,8.41778485537192e-20,1.9840444356753732e-20,8.260758930226016e-20,2.7205900959264477e-26,4.659446241927042e-24,3.430960947640704e-12,2.1290300398647876e-23,1.5062709676573461e-21,2.148323777233371e-21
1.9325468984640755e-09,0.7756704326547327,4.4173531689011115e-12,3.192237356355723e-13,3.265410838636636e-14,2.7264569034891977e-14,0.0,0.0,5.626837124645248e-09,1.0499566536309105e-14,3.216448876948226e-14,3.734573799722975e-14,2.5700377794626652e-17,1.1539830993583065e-28,3.974944334688382e-19,1.606331922362408e-11,2.6796916434418923e-14,2.5548481575432136e-11,9.472883723460239e-27,2.2369804474694688e-22,1.113644533472953e-24,6.675179440306351e-24,1.7863010273417685e-10,3.8754794787191998e-25,4.307324298055252e-20,7.090266828337632e-30,6.411310281209889e-34,6.634683172732185e-26,4.718691692867087e-31,6.6824964930513095e-31,2.4921900730453463e-20,2.763190024625857e-34,3.7582273134267085e-34,5.296280691554908e-35,3.76,0.0,0.5852113094015969,0.9985094263417449,5.484175796710764e-15,8.707013656142735e-18,0.0001266432849657436,0.00012664365838198626,0.0014905680054558257,3.4703536176599994e-14,2.5532211014262744e-11,5.6224352987451765e-09,1.5728612042965316e-10,5.520334358075761e-14,2.761843075898444e-17,1.346917196688699e-11,1.7435828379651491e-13,1.2457410316458241e-17,7.045553060925771e-13,2.0823421062721774e-11,1.492277959435347e-11,5.547579802634235e-12,9.155163220879069e-14,5.812988990461417e-13,3.6485155138266086e-14,8.254681916302383e-17,2.0486568953299642e-16,4.198677979228462e-14,3.021546850057647e-19,1.947144825383818e-10,1.492547064125661e-20,9.223133045911256e-25,2.983365219132037e-20,3.038000019539628e-20,8.929469545370571e-21,1.0961565980353345e-15,3.113264174617737e-25,5.967541802330442e-21,1.5060987713037734e-22,1.2056437061261077e-16,2.6260108895410116e-23,5.247838573938956e-27,3.9381702379317225e-15,5.1527292772859165e-20,3.4171198376397173e-25,5.778146069730919e-25,1.0118226574798068e-15,1.52840672054192e-23,9.351063018791312e-20,2.2061889143008723e-20,8.976531359614287e-20,2.9987783872942245e-26,5.207565964280826e-24,3.523536024361558e-12,2.3817478582258206e-23,1.6466890548125725e-21,2.3262128183620806e-21
1.9839489508411914e-09,0.7756709213956117,4.624966520985441e-12,3.340019642834734e-13,3.519785725946325e-14,2.935468393774684e-14,0.0,0.0,5.776427227090309e-09,1.106528432339239e-14,3.475521011972518e-14,4.035347925199347e-14,2.7880278170820445e-17,1.2454397321323336e-28,4.1802492475574847e-19,1.6900242612061478e-11,2.8731376277530726e-14,2.6968762286571102e-11,1.1030662784829798e-26,2.4623434462074606e-22,1.2664667240910622e-24,7.588479924992372e-24,1.8296645524811576e-10,4.31688632580643e-25,4.72532782624813e-20,8.263202840156446e-30,7.4670238062683025e-34,7.540158571733364e-26,5.560096488280655e-31,7.776903834070199e-31,2.702699855317417e-20,3.2782620761257256e-34,4.406461865730547e-34,6.321746495763727e-35,3.76,0.0,0.585207941145133,0.9985080276203772,5.931066124034519e-15,9.570131445379798e-18,0.00013001137413977873,0.00013001176770778886,0.0014919665757910582,3.586240110713673e-14,2.695118104494958e-11,5.771749972380066e-09,1.657641431619287e-10,5.776497332588343e-14,2.987406222534454e-17,1.4154434492555961e-11,1.8417561054795583e-13,1.3172407100782537e-17,7.3534995291604e-13,2.1952761016982974e-11,1.5611066203038477e-11,5.845633935370257e-12,9.698002382310428e-14,6.277031979439454e-13,3.844860002120063e-14,8.923091841529973e-17,2.1879531469788077e-16,4.407545618473459e-14,3.3207869583891873e-19,1.9989117668648797e-10,1.6332034987006134e-20,1.0035324526257502e-24,3.2791590982813075e-20,3.256318865418817e-20,9.82473772258967e-21,1.1703583686839773e-15,3.35929200131624e-25,6.471846543451664e-21,1.632503209867275e-22,1.2705233973500152e-16,2.82975961067463e-23,6.042188314346028e-27,4.221303258693943e-15,5.713823895444261e-20,3.8112719744736927e-25,6.545989656489666e-25,1.0862027973303571e-15,1.7402868017579766e-23,1.0358481428433827e-19,2.4462768373195093e-20,9.732018641192976e-20,3.2958846004302017e-26,5.802527755880795e-24,3.6160502991379295e-12,2.6568593419264037e-23,1.796077831434745e-21,2.513496082775827e-21
