Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59)
5.2041352598466e-07,0.512780738569975,4.3219946147299846e-14,2.6225063650676183e-15,1.521636902960411e-15,3.282882513502825e-15,0.0,0.0,7.091720529569808e-10,7.473476977182884e-15,2.7246241503349914e-18,4.2906222548214577e-23,1.9874005995642203e-18,1.747436593185603e-47,1.248410859840005e-34,8.448755087447995e-23,4.928716530237382e-33,6.214380547999103e-12,4.149088664720736e-45,6.0075287688208095e-31,1.8397333540176126e-43,3.457684061657799e-45,9.704016865544065e-25,6.258622364468085e-34,3.1033170848323534e-25,2.90784964053508e-42,1.6432859999507312e-46,2.4897286185695447e-37,4.25036951985587e-61,7.162178531801277e-51,9.347254246592177e-24,4.741961588748715e-53,4.192570386486427e-43,1.92357765202555e-51,3.76,0.0,0.5544212902119117,0.9999431130749035,9.053840650022307e-16,2.611056729519331e-42,3.303301860455924e-06,3.303308084477716e-06,5.688620845685294e-05,4.346642048341058e-18,6.214385260161872e-12,7.06618893281859e-10,4.1377719901931745e-15,1.2434864212560621e-12,7.025581046323238e-24,1.3777116091979813e-12,3.014218765004115e-16,9.639052147537136e-18,3.9337343663094947e-19,1.064464874272852e-15
5.619708140677093e-07,0.5127807640219407,4.8301965199634334e-14,3.1359761178672527e-15,1.7773028023513614e-15,3.944810194180595e-15,0.0,0.0,7.657993662236634e-10,8.714293022295454e-15,3.5428905896173466e-18,6.185967328899182e-23,2.390420143169024e-18,2.6460704862228597e-47,1.754923998971081e-34,1.1258958533228269e-22,7.67174864395189e-33,7.2464642568492415e-12,7.025490124477495e-45,7.675596439533462e-31,2.9255387647451173e-43,6.293606570833827e-45,1.2883824146424363e-24,8.731447626431347e-34,3.6964488286767398e-25,5.435893160787369e-42,2.427744285861447e-46,4.1790473468933324e-37,9.722804237899028e-61,1.4105566996412093e-50,1.1181075583116233e-23,8.991026987611613e-53,6.529945063274134e-43,3.8878723474558575e-51,3.76,0.0,0.554421026372577,0.9999431130171424,1.1437539219036547e-15,4.625554434401336e-42,3.567083525209081e-06,3.567090782914965e-06,5.688620845337968e-05,4.693963980283882e-18,7.24647019034726e-12,7.63005875629445e-10,4.8249728899743504e-15,1.3468725175972484e-12,8.794723767540242e-24,1.5242693072483805e-12,3.5148201213904415e-16,1.2137668953029197e-17,4.2507593186960144e-19,1.2412846182843637e-15
6.450853902338078e-07,0.5127808149258363,5.903962186287537e-14,4.330255326960584e-15,2.3445069946318402e-15,5.4962747413586934e-15,0.0,0.0,8.790526529591981e-10,1.1481491550983364e-14,5.658517530567018e-18,1.1909093912111641e-22,3.3157596992108486e-18,5.668554909022793e-47,3.265357840736061e-34,1.8815509710656331e-22,1.6954009047738837e-32,9.54838611824674e-12,1.823920107590688e-44,1.1888386892742114e-30,6.734351170609943e-43,1.8346266768486668e-44,2.1401000464394272e-24,1.5874676432657576e-33,5.043672641445335e-25,1.6701724228547374e-41,4.872798806856912e-46,1.0580641260688626e-36,4.394270451600333e-60,4.790011002833167e-50,1.5434342031537467e-23,2.8159942696486203e-52,1.440851120744201e-42,1.3779284189847318e-50,3.76,0.0,0.5544204986942837,0.9999431129013834,1.7382153141189993e-15,1.2959132054924768e-41,4.094646240162427e-06,4.0946558033591985e-06,5.688620844641964e-05,5.38860693142229e-18,9.548395092849291e-12,8.757780410060162e-10,6.3576810681688505e-15,1.5536390446064358e-12,1.3147790485678487e-23,1.819737648995511e-12,4.63134332168065e-16,1.8359316746453736e-17,4.884810680884522e-19,1.6356642724136853e-15
7.281999663999063e-07,0.5127808658296833,7.048913837874334e-14,5.758538763410501e-15,2.9834740947507693e-15,7.368960142655925e-15,0.0,0.0,9.9230417590777e-10,1.4629362570994753e-14,8.50816215134463e-18,2.1132919299551983e-22,4.400919420225035e-18,1.1259162117975748e-46,5.688995326054302e-34,2.9477528241113643e-22,3.397762868581633e-32,1.2167313348696737e-11,4.252147010853407e-44,1.7420345101389238e-30,1.4030219379328488e-42,4.662301015821278e-44,3.33701499302435e-24,2.6851938004337648e-33,6.60638778012439e-25,4.460654570096661e-41,8.9639977712234e-46,2.3900790866923685e-36,1.641481422220979e-59,1.4007708635532311e-49,2.0511612389198176e-23,7.610756858638897e-52,2.877002455993009e-42,4.1636650110498093e-50,3.76,0.0,0.5544199710164918,0.9999431127853083,2.507234957734079e-15,3.2102371496515757e-41,4.622208135712863e-06,4.622220321896801e-06,5.688620843944163e-05,6.083248665565674e-18,1.2167326258308919e-11,9.885490490844117e-10,8.101464171455858e-15,1.7604080008509126e-12,1.8694482914135967e-23,2.1171283128196905e-12,5.901626992738608e-16,2.640992950710813e-17,5.518864039366052e-19,2.0843640769889983e-15
8.113145425660049e-07,0.512780916733482,8.259157465083602e-14,7.432664075753277e-15,3.690769920546555e-15,9.582610185520523e-15,0.0,0.0,1.105553960246114e-09,1.8157806867261836e-14,1.2206482245815221e-17,3.518542108525048e-22,5.646418638849579e-18,2.1016619802674374e-46,9.397322168286017e-34,4.390914041629021e-22,6.306938668275401e-32,1.5103245278920098e-11,9.094044877920643e-44,2.4451830882305073e-30,2.7034296381250414e-42,1.0640840547122946e-43,4.951961807212346e-24,4.29345585279272e-33,8.385636321420893e-25,1.0661047192819931e-40,1.5432461988610898e-45,4.935010938904478e-36,5.277913829818928e-59,3.638103743262795e-49,2.646465934189626e-23,1.836200748480248e-51,5.315660726421145e-42,1.1092864311251235e-49,3.76,0.0,0.554419443339201,0.9999431126689176,3.471074798895981e-15,7.211220418566026e-41,5.149769211861653e-06,5.149784338528249e-06,5.688620843244569e-05,6.777889182715614e-18,1.5103263132644183e-11,1.1013198304662192e-09,1.0056321902657841e-14,1.9671757064175152e-12,2.5558079215889964e-23,2.4155562912821664e-12,7.325670927279338e-16,3.652520522969519e-17,6.152919325995982e-19,2.58738394640706e-15
8.944291187321034e-07,0.5127809676372326,9.52928357498723e-14,9.363187828388194e-15,4.462904510645702e-15,1.2155345958693462e-14,0.0,0.0,1.2188020290990952e-09,2.2066725328529395e-14,1.686839906646828e-17,5.565928542957187e-22,7.052516675286898e-18,3.7234077182961074e-46,1.4852390456197959e-33,6.280935788966131e-22,1.1008996194813502e-31,1.835618123724722e-11,1.814505803927463e-43,3.3163206818405404e-30,4.8948399324420176e-42,2.2307797168196244e-43,7.061526033155869e-24,6.562222017414731e-33,1.0382441086709758e-24,2.3354032362000233e-40,2.5231030025611587e-45,9.485088207180162e-36,1.5249930525279797e-58,8.62139757459097e-49,3.334524533417558e-23,4.04734337305802e-51,9.233098469090619e-42,2.6825692613924937e-49,3.76,0.0,0.5544189156624116,0.9999431125522109,4.648992764182041e-15,1.498855737910179e-40,5.677329468610071e-06,5.67734785325402e-06,5.688620842543174e-05,7.472528482873645e-18,1.835620515938909e-11,1.214090914048179e-09,1.2222253963011418e-14,2.173940628526169e-12,3.3855955100694177e-23,2.7145336186664423e-12,8.903474927484295e-16,4.894084686939776e-17,6.786976539710388e-19,3.144723794648337e-15
9.77543694898202e-07,0.5127810185409345,1.0854336416650386e-13,1.1559469240023807e-14,5.29639543529169e-15,1.5103768923308666e-14,0.0,0.0,1.3320484036699548e-09,2.6356018945265884e-14,2.2609004895917892e-17,8.442140379574766e-22,8.619305366803552e-18,6.307469117444943e-46,2.2613737820852012e-33,8.690785543217337e-22,1.8265478085809206e-31,2.1926120552125602e-11,3.412254071190807e-43,4.373483012939315e-30,8.417903659136387e-42,4.358044319054581e-43,9.745581696018712e-24,9.665490400836406e-33,1.2597850845028347e-24,4.751427711161174e-40,3.957657068871007e-45,1.7173059959593106e-35,3.9726074563248034e-58,1.885303530554992e-48,4.1205155976964116e-23,8.276934468460725e-51,1.524544328706568e-41,5.963754868285869e-49,3.76,0.0,0.5544183879861235,0.9999431124351883,6.0592443951301986e-15,2.9165919303808243e-40,6.2048889059593855e-06,6.204910866074591e-06,5.6886208418399845e-05,8.167166566041379e-18,2.192615178220136e-11,1.3268625512506304e-09,1.4599260053836753e-14,2.3807064026047225e-12,4.3699802675305275e-23,3.013842216763607e-12,1.0635038806507342e-15,6.389256244645197e-17,7.421035702969836e-19,3.7563835357110215e-15
9.999999999999997e-07,0.5127810694445883,1.122117088295963e-13,1.2199573796422731e-14,5.531677668840863e-15,1.5966862876937876e-14,0.0,0.0,1.3626455781517642e-09,2.7580178039193974e-14,2.4360074775747237e-17,9.388755335483377e-22,9.07020834219373e-18,7.223437070014174e-46,2.5190282024645548e-33,9.440832897212724e-22,2.078526219610937e-31,2.294505960124931e-11,4.011758316496718e-43,4.6933746535164415e-30,9.67195964022197e-42,5.168803345084777e-43,1.0580012518492896e-23,1.0672465361956746e-32,1.3234074645402022e-24,5.695274646466565e-40,4.442568082601307e-45,1.99830661153784e-35,5.0790546331392245e-58,2.3028745973815406e-48,4.3503555076250125e-23,9.93457475696724e-51,1.732695880018399e-41,7.313818932349764e-49,3.76,0.0,0.5544182454160338,0.9999431124035163,6.482404716057972e-15,3.457770634726398e-40,6.347427369665877e-06,6.347450350298937e-06,5.688620841649686e-05,8.35484709205739e-18,2.2945093033470784e-11,1.3573318637935317e-09,1.5277709915921802e-14,2.436571774389605e-12,4.6638671149530234e-23,3.0947502732782067e-12,1.1129265258868942e-15,6.839806853853711e-17,7.592349262051613e-19,3.930965643762029e-15
1.0606582710643006e-06,0.5127810694445883,1.222977150472895e-13,1.4029785736058865e-14,6.1878494083518075e-15,1.844310317106116e-14,0.0,0.0,1.4452931034200935e-09,3.102558880368859e-14,2.954344207254206e-17,1.2362544736820554e-21,1.0346830179166525e-17,1.0279379375490494e-45,3.334593370864916e-33,1.169596486316082e-21,2.9045042880659014e-31,2.5813062553019078e-11,6.1032431028885655e-43,5.634705532983725e-30,1.3868302539269445e-41,8.028948776455606e-43,1.3086730298461151e-23,1.3802984564276278e-32,1.50329742228863e-24,9.091499242854961e-40,6.001495871433351e-45,2.9577307035191527e-35,9.537088369468591e-58,3.858533871718054e-48,5.009618440388157e-23,1.591547594538658e-50,2.4134586205067055e-41,1.2374020031585086e-48,3.76,0.0,0.5544178603103365,0.9999431123178496,7.71909089634609e-15,5.3708394026043984e-40,6.732447523910863e-06,6.732473376990438e-06,5.688620841134995e-05,8.8618034322204e-18,2.5813102445761858e-11,1.4396348911703094e-09,1.7187339877135983e-14,2.5874743979669066e-12,5.519593727373266e-23,3.3133663137493355e-12,1.2520362389299055e-15,8.161606543525731e-17,8.05509681390833e-19,4.422363083769894e-15
1.1437728472303991e-06,0.512781120348194,1.3651460375193808e-13,1.67813245056044e-14,7.134033888791711e-15,2.2187179496087794e-14,0.0,0.0,1.5585361460488846e-09,3.607533608904032e-14,3.778685505399551e-17,1.7575942942550404e-21,1.2235138713010309e-17,1.6201316822602973e-45,4.783190570433145e-33,1.5374255098065314e-21,4.458611852611802e-31,3.001700656979167e-11,1.0481811522396673e-42,7.118023765761421e-30,2.206221779500078e-41,1.4096951835226051e-42,1.7170001042718766e-23,1.920523751618154e-32,1.768896864397396e-24,1.657993112725146e-39,8.854931114205873e-45,4.891363076248991e-35,2.17253830566639e-57,7.5154599204503e-48,6.007011640074609e-23,2.909823427611952e-50,3.6899736371188563e-41,2.4380732553183593e-48,3.76,0.0,0.5544173326350507,0.9999431122001949,9.64471299034626e-15,9.467943877514823e-40,7.2600053224657694e-06,7.260035386002035e-06,5.688620840428208e-05,9.55643908141221e-18,3.001705659515946e-11,1.5524080572967318e-09,1.9986493135183268e-14,2.794243993585632e-12,6.844498208239548e-23,3.6130153469052488e-12,1.4559445514069732e-15,1.0234707591691469e-16,8.689159870202353e-19,5.142662353068351e-15
1.3100019995625962e-06,0.51278122215526,1.6619003989488126e-13,2.3151817938342167e-14,9.178630594522243e-15,3.093845669910418e-14,0.0,0.0,1.7850173226148748e-09,4.731496815423326e-14,5.866130384500024e-17,3.3059423545522003e-21,1.649420271121176e-17,3.6949215966071964e-45,9.179267580603306e-33,2.5068562821912314e-21,9.659488266745728e-31,3.937589796867975e-11,2.8089820769262183e-42,1.0823089338025055e-29,-8.13982992034463e-36,-3.312024370062708e-35,2.791073897982233e-23,3.4902041859887376e-32,2.366827946686145e-24,4.953019954554405e-39,1.8108280530597335e-44,1.2173472884734211e-34,1.0397026669237188e-56,2.573788908428249e-47,8.347382670371831e-23,8.6109909466545e-50,7.94267197796715e-41,8.496809601792723e-48,3.76,0.0,0.5544162772859823,0.9999431119639375,1.4352771589178128e-14,2.6715512259218598e-39,8.315118461390942e-06,8.315157898314387e-06,5.6886208390092424e-05,1.0945706728840616e-17,3.937597313011285e-11,1.7779571752379413e-09,2.621801876347988e-14,3.207787756323006e-12,1.0057647100851518e-22,4.212499311566816e-12,1.909888981199268e-15,1.537745410806884e-16,9.957291814085668e-19,6.746219712057139e-15
1.4762311518947933e-06,0.5127813239621328,1.972967103898977e-13,3.071353491056898e-14,1.1407352499145095e-14,4.1449051567483314e-14,0.0,0.0,2.01149205068792e-09,6.007412605691653e-14,8.615383394965052e-17,5.745582952963211e-21,2.1396622966183214e-17,7.641877635321775e-45,1.6300611301497253e-32,3.8422023089881736e-21,1.898455864776803e-30,5.00027893848247e-11,6.633885406800047e-42,1.5632962558805696e-29,5.455992375126558e-34,2.2741772975904635e-33,4.267626873016672e-23,5.916644191874537e-32,3.0545323311146476e-24,1.2725243337073222e-38,3.4456412524738013e-44,2.6927430103125594e-34,3.8389871125416916e-56,7.389619624116654e-47,1.118305688645515e-22,2.2068890303406747e-49,1.5547030376654108e-40,2.472189996918667e-47,3.76,0.0,0.5544152219389182,0.9999431117264157,2.0297059419334825e-14,6.576732203402635e-39,9.370228322745047e-06,9.370278403015448e-06,5.688620837583084e-05,1.2334969508339165e-17,5.000289694502696e-11,2.0035103794735817e-09,3.32938345550852e-14,3.621338477601446e-12,1.4081478104434124e-22,4.8120434363545355e-12,2.42533706262483e-15,2.2006084622735838e-16,1.1225431536381004e-18,8.567054926129274e-15
1.6424603042269904e-06,0.5127814257688122,2.2960423540819314e-13,3.9498048832288594e-14,1.3799984974313818e-14,5.379615392118838e-14,0.0,0.0,2.237960429552689e-09,7.435202183121373e-14,1.211860853704539e-16,9.382527859192134e-21,2.6942429620955796e-17,1.4626888417226974e-44,2.72079532791308e-32,5.610056008610223e-21,3.455571590731879e-30,6.189767545387998e-11,1.4204662744937915e-41,2.1691924688749607e-29,8.763888346860149e-34,-9.38685452273432e-35,6.219372882146761e-23,9.493042651152394e-32,3.832985424498992e-24,2.916859020336641e-38,6.1859948816043e-44,5.432590849203582e-34,1.1885789541209405e-55,1.8603355140556946e-46,1.4555462103911176e-22,5.07356359149472e-49,2.8246532909681897e-40,6.2986605050850665e-47,3.76,0.0,0.5544141665938582,0.9999431114876294,2.7579035668512886e-14,1.456296026283314e-38,1.0425334906538221e-05,1.042539690010903e-05,5.688620836149732e-05,1.3724227419920412e-17,6.189782359759912e-11,2.229067923094475e-09,4.1213938126167106e-14,4.03489702089553e-12,1.8981413983579155e-22,5.411592563344597e-12,3.0022887074074117e-15,3.030919916183395e-16,1.2493579037609737e-18,1.060516730867115e-14
1.8086894565591875e-06,0.5127815275752984,2.629205073804002e-13,4.952711666249397e-14,1.6338999676749814e-14,6.804413588378471e-14,0.0,0.0,2.4644225422839637e-09,9.014786857808032e-14,1.6467978818728151e-16,1.4575707852498222e-20,3.313162833809733e-17,2.62977860818016e-44,4.31771026513589e-32,7.87775171355271e-21,5.918548300003526e-30,7.506055081146908e-11,2.8178212241597206e-41,2.914425550738972e-29,1.3310359877394915e-33,1.4030511305345232e-33,8.719764919107104e-23,1.4571759861948167e-31,4.703180660806196e-24,6.130272726664807e-38,1.0590620319843683e-43,1.0200250726612852e-33,3.262569724463914e-55,4.252464470079395e-46,1.8506025191265724e-22,1.0739265365763045e-48,4.838398255852101e-40,1.4558021229286673e-46,3.76,0.0,0.5544131112508021,0.9999431112475784,3.628879840834233e-14,2.9733542250956884e-38,1.1480438212780599e-05,1.1480513389598935e-05,5.6886208347091855e-05,1.5113480463596892e-17,7.506074864561602e-11,2.4546299718809875e-09,4.997832709293375e-14,4.448463684891481e-12,2.481651503648579e-22,6.011155802514369e-12,3.640743847470141e-15,4.0475410091046857e-16,1.3761734317591468e-18,1.2860556173063776e-14
1.9749186088913845e-06,0.5127816293815914,2.970851481763992e-13,6.081444970530488e-14,1.900934837706428e-14,8.424674315261633e-14,0.0,0.0,2.6908784585177625e-09,1.074608803546056e-13,2.1755673298651054e-16,2.1737140323616243e-20,3.996422994276054e-17,4.485005602701263e-44,6.569047532760396e-32,1.07127371938767e-20,9.648083096264648e-30,8.949141009327377e-11,5.253388165851449e-41,3.8134233376034456e-29,9.568011247786502e-34,-2.4552160294802255e-33,1.1842374345276712e-22,2.156904999521997e-31,5.666119788878448e-24,1.2023292255171125e-37,1.7443747203178823e-43,1.8074248264162104e-33,8.17627845138711e-55,9.0118402988665e-46,2.3076171127306186e-22,2.1232460579956917e-48,7.90142725873683e-40,3.1168250482948875e-46,3.76,0.0,0.5544120559097497,0.9999431110062627,4.6506680992290065e-14,5.690368944202543e-38,1.253553824148233e-05,1.2535627871488968e-05,5.688620833261443e-05,1.6502728639381186e-17,8.949166764704142e-11,2.680196671822053e-09,5.958699907168561e-14,4.862038673018977e-12,3.16401304295091e-22,6.610742140459437e-12,4.34070243489842e-15,5.269334250914788e-16,1.5029897376282503e-18,1.5333220832697755e-14
2.3073769135557787e-06,0.5127818329935973,3.6747687134088687e-13,8.717935558936126e-14,2.4697333125403917e-14,1.2267761729354898e-13,0.0,0.0,3.143771912758294e-09,1.466352607110218e-13,3.551479156996617e-16,4.396309225280019e-20,5.555971458984894e-17,1.1482874140566322e-43,1.373760796627604e-31,1.8350860219675917e-20,2.2970918072127168e-29,1.2215705897255211e-10,1.5991119317517942e-40,6.130433580784235e-29,9.986121867356664e-34,-1.7255943454736348e-34,2.0244592180764558e-22,4.3452869990026995e-31,7.87426953312345e-24,4.04974561080552e-37,4.357205427151922e-43,5.0259524271113325e-33,4.761069717646678e-54,3.574932194838272e-45,3.4240901923576124e-22,7.126195909468211e-48,1.8976920258714193e-39,1.25923637713636e-45,3.76,0.0,0.5544099452336556,0.9999431105198369,7.173731240082352e-14,1.8453680438338607e-37,1.4645728466304376e-05,1.4645850812484636e-05,5.688620830344375e-05,1.9281210387323337e-17,1.2215746974304906e-10,3.1313445563274853e-09,8.133718253084364e-14,5.6892146086669246e-12,4.843404043643363e-22,7.809969685105672e-12,5.9251298925058515e-15,8.403895957903675e-16,1.756624682972233e-18,2.0930374791300623e-14
2.639835218220173e-06,0.5127820366048298,4.39911731161542e-13,1.1860041114018586e-13,3.077921212715291e-14,1.6937963846036242e-13,0.0,0.0,3.5966411734434108e-09,1.9186889050797768e-13,5.413351670747867e-16,8.036724761478247e-20,7.372901643875923e-17,2.5580699275886945e-43,2.5810257856885962e-31,2.9054577086302677e-20,4.8275664531579174e-29,1.5989457917779585e-10,4.1121549497272466e-40,9.235734447586275e-29,2.6385676749121105e-33,3.312006205497465e-33,3.2004197602892166e-22,7.990894171414487e-31,1.0465428514639349e-23,1.1293785041050901e-36,9.748011099783453e-43,1.2017954700027e-32,1.9773820898053836e-53,1.1288305932518878e-44,4.838100495164434e-22,1.9912324864042353e-47,4.039139627578623e-39,4.0476006252308604e-45,3.76,0.0,0.5544078345655749,0.9999431100283512,1.037792991222878e-13,5.008631658948031e-37,1.6755905581085463e-05,1.675606572312647e-05,5.6886208273985234e-05,2.205967266384728e-17,1.5989519435221546e-10,3.5825125579884176e-09,1.0646446943527789e-13,6.5164266581785165e-12,6.970199619000868e-22,9.009261730490688e-12,7.755571078825205e-15,1.2585531018492782e-15,2.0102627397737292e-18,2.7396623691706056e-14
2.972293522884567e-06,0.5127822402152891,5.137727163783672e-13,1.550255966690874e-13,3.7192271191731064e-14,2.2455972106494582e-13,0.0,0.0,4.049486515575844e-09,2.4315550810766664e-13,7.834950127873917e-16,1.3604798482640864e-19,9.447226585203884e-17,5.137651440986969e-43,4.469786017865142e-31,4.333950404109148e-20,9.229680365810843e-29,2.027039277953598e-10,9.345083730027926e-40,1.3244444367891954e-28,3.0607486052476528e-33,-1.2487987454988693e-33,4.76831558461699e-22,1.369936806898191e-30,1.3447523867049308e-23,2.747286596661914e-36,1.995127595922576e-42,2.56668904186416e-32,6.65176851185559e-53,3.037885199792748e-44,6.582778630485142e-22,4.879314240994546e-47,7.843399627980054e-39,1.1094738258838898e-44,3.76,0.0,0.5544057239055062,0.9999431095318053,1.4305754634384523e-13,1.1921690639693977e-36,1.8866069585906697e-05,1.8866272603444892e-05,5.6886208244238846e-05,2.4838115469053364e-17,2.0270480594317445e-10,4.0337014872088875e-09,1.3496884071735728e-13,7.343676341735794e-12,9.572326088552079e-22,1.020860779271409e-11,9.832026290327378e-15,1.796518697945036e-15,2.2639039080128357e-18,3.473196204118385e-14
3.304751827548961e-06,0.5127824438249752,5.886356535329856e-13,1.9635908680601772e-13,4.389105377361453e-14,2.883601978219581e-13,0.0,0.0,4.502308132483143e-09,3.0048886195499073e-13,1.0890049925994016e-15,2.169012442046513e-19,1.177895882407302e-16,9.522145161572198e-43,7.261691904903629e-31,6.169642365307493e-20,1.6403039917172644e-28,2.505850619118202e-10,1.933665545924221e-39,1.8271756781767532e-28,3.7257502688017895e-33,1.4129385553435097e-33,6.781608646526298e-22,2.222574130495924e-30,1.682854764425984e-23,6.037038990519645e-36,3.8004620533271294e-42,5.030191450028529e-32,1.947652048754175e-52,7.298505781573342e-44,8.69125225140197e-22,1.0855974051972122e-46,1.4189435484268365e-38,2.714913735777426e-44,3.76,0.0,0.5544036132534497,0.9999431090301991,1.8993032815376098e-13,2.5745682637782894e-36,2.0976220480849168e-05,2.0976471453470342e-05,5.688620821420461e-05,2.7616538803042037e-17,2.5058626898656265e-10,4.484912010191423e-09,1.668502773100805e-13,8.170964890705436e-12,1.2672489144266712e-21,1.1408007884795577e-11,1.2154496121929597e-14,2.469383448477265e-15,2.517548187669555e-18,4.2936384347040314e-14
3.6372101322133553e-06,0.5127826474338879,6.642085531678003e-13,2.4247742202006076e-13,5.084216736889307e-14,3.608791332401894e-13,0.0,0.0,4.955106161507106e-09,3.638627095354902e-13,1.4652436222862296e-15,3.2958168288592377e-19,1.436811078668847e-16,1.653086388291116e-42,1.1204229953972003e-30,8.459375150673983e-20,2.7503939633440503e-28,3.035379386139424e-10,3.7129291692749266e-39,2.443409674707607e-28,6.132913818561749e-33,4.1924387415342524e-33,9.29135334066565e-22,3.448984738566741e-30,2.061640943743734e-23,1.2248817448496557e-35,6.827951429222184e-42,9.209695688768505e-32,5.1404853188226494e-52,1.605985585041307e-43,1.119664422980067e-21,2.231220531051577e-46,2.4260598670613926e-38,6.083486992966371e-44,3.76,0.0,0.554401502609404,0.9999431085235323,2.4470761337904314e-13,5.152546736196476e-36,2.308635826599397e-05,2.3086662273233235e-05,5.6886208183882457e-05,3.0394942665913635e-17,3.0353954795491735e-10,4.936144692915093e-09,2.0210876014696663e-13,8.998293349618127e-12,1.6289168920781743e-21,1.2607465555300578e-11,1.4722981452670314e-14,3.292246782270974e-15,2.771195578723925e-18,5.200988511661562e-14
3.9696684368777495e-06,0.5127828510420271,7.402781009576784e-13,2.9324274506171967e-13,5.801952034475394e-14,4.421882439785666e-13,0.0,0.0,5.407880706667091e-09,4.3327081560095794e-13,1.91959023928667e-15,4.813731194524026e-19,1.7214694979625345e-16,2.720291066057833e-42,1.6569950378724893e-30,1.1247774183567124e-19,4.393965902549999e-28,3.615625149886427e-10,6.692854278189662e-39,3.184655200124567e-28,8.527618651121081e-33,9.05751804759281e-34,1.2346161192561935e-21,5.156943889106278e-30,2.4819000443553933e-23,2.3209309493963235e-35,1.1656164620178544e-41,1.5922951012050643e-31,1.2407351696984484e-51,3.2790649731386927e-43,1.4132073802370346e-21,4.3061364477301365e-46,3.955976913948749e-38,1.2626359423935723e-43,3.76,0.0,0.5543993919733688,0.9999431080118045,3.0766844583550034e-13,9.664721352994824e-36,2.5196482941422195e-05,2.5196845062763995e-05,5.688620815327242e-05,3.317332705776855e-17,3.615646073223552e-10,5.387400040608986e-09,2.407442701619192e-13,9.825662651676405e-12,2.043784631571346e-21,1.3806983329353734e-11,1.7537483396589122e-14,4.280210235341077e-15,3.0248460811559848e-18,6.195245885727938e-14
4.302126741542144e-06,0.5127830546493932,8.167047670580217e-13,3.485058930869825e-13,6.540394615860784e-14,5.323345371808995e-13,0.0,0.0,5.860631840731292e-09,5.087069538301814e-13,2.4594252150588793e-15,6.803390604297784e-19,2.0318723978485121e-16,4.275728462342231e-42,2.3656682285263675e-30,1.4577302587312515e-19,6.747280655783821e-28,4.2465874812301854e-10,1.1470508219516992e-38,4.062392679105243e-28,9.547145166983387e-33,-1.3738895516584686e-33,1.5992323200496516e-21,7.476177775678437e-30,2.944396041280112e-23,4.1710499894261653e-35,1.9082398874267782e-41,2.6294355828459282e-31,2.7893650582317584e-51,6.304443021099549e-43,1.7530653661716007e-21,7.821182059803572e-46,6.206312405704693e-38,2.470797533632743e-43,3.76,0.0,0.5543972813453439,0.999943107495016,3.7906058737180593e-13,1.7223424519568524e-35,2.730659450721493e-05,2.7307019822093038e-05,5.688620812237449e-05,3.595169197870715e-17,4.246614115649671e-10,5.838678497518109e-09,2.8275678828927713e-13,1.065307361683761e-11,2.5130758759342387e-21,1.500656231350584e-11,2.0598003359928506e-14,5.448378128243253e-15,3.278499694945772e-18,7.276410007643954e-14
4.967043350870932e-06,0.5127834618618053,9.702277540487507e-13,4.719214708656909e-13,8.073255962664698e-14,7.392743190188138e-13,0.0,0.0,6.766064100393835e-09,6.77638457034942e-13,3.8250858945088914e-15,1.2550731890360644e-18,2.7299166758283678e-16,9.477208821060466e-42,4.428705829189466e-30,2.301780001967913e-19,1.4465281382767273e-27,5.660660130198381e-10,2.9833401162356676e-38,6.2736048774186815e-28,7.621078397569701e-33,-2.2249439433633437e-33,2.5230868128468075e-21,1.4575435558268858e-29,3.9992013318388325e-23,1.1906749878707316e-34,4.620527313286349e-41,6.427786697351099e-31,1.2302714291620956e-50,2.036092281292042e-42,2.584970317635585e-21,2.266010665602767e-45,1.392073036430188e-37,8.295098033604099e-43,3.76,0.0,0.5543930601133219,0.9999431064462566,5.480465433617819e-13,4.858221746077638e-35,3.152677831021831e-05,3.152734525026765e-05,5.6886208059714935e-05,4.1508363408236934e-17,5.660701125877994e-10,6.741306350979206e-09,3.7691277262000023e-13,1.2308023507751083e-11,3.6188741678830156e-21,1.740590767481077e-11,2.745710409770108e-14,8.385756797832161e-15,3.785816256518678e-18,9.699456298004825e-14
