Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638),S(1089),S(846),CHF3O(248),CFO2(459),S(989),CF4(44),S(8587),S(1369),CHO3(1570),S(2143),CF3O(48),CH3F(39)
0.003328012249983555,0.7204083309251451,3.073330847474233e-05,1.3514430918071225e-05,4.349242028185281e-05,0.037847683109667254,0.0,0.0,0.0013924939176491865,0.0005154687532638872,0.21185439534842984,0.04808136903336359,3.210573257091027e-05,1.9068509831456227e-15,1.6221544052189674e-11,2.3279733530732086e-08,2.4891060606173555e-05,0.028663777461589986,3.1962371390907226e-07,3.649999138548769e-11,9.215472921444551e-06,1.7932440689604535e-12,7.606469227855088e-10,7.953125933200801e-06,1.869782778782792e-08,1.9981895204273263e-05,2.637084033520221e-10,3.202902548336258e-06,1.918347502917676e-06,1.6676189923334657e-09,1.0936723653951593e-07,1.3710576962741847e-11,4.5334190013089517e-10,3.962745368261258e-07,3.76,0.0,0.16899772448824033,0.6050675203175093,0.23325536278557477,0.0019637118589031066,0.43160835701906075,0.7002770543847547,0.00011599217543674258,1.8238558581811037e-12,0.2137090148551693,0.00036431242412876807,0.0020130573641493075,6.851595263028852e-08,4.314069618620253e-10,2.321031406273223e-06,0.00047727758292274416,0.02277668284602122,3.156828983521068e-10,0.003920796910547874,7.079476602394619e-05,7.982279337390786e-06,0.010668833021612947,0.00982879757440957,2.3740338455245014e-05,1.6039810450112939e-06,0.0003404950007300627,1.621174953259515e-05,0.00033782994392779475,0.012764212128935507,2.5051289509326224e-06,1.2016805159346007e-11,6.476468986620288e-07,1.3793189352854804e-09,0.0063650540120328315,4.1236356301394087e-07,1.1935685412670327e-12,1.0510010898071087e-08,1.3105744508583196e-08,8.261387538391535e-11,3.714040340464032e-07,1.0082576036261924e-11,4.353569803584362e-06,4.6252314298385736e-05,0.0009700559940398716,2.115216883362269e-08,9.056939224325807e-09,0.004196995328347479,2.8477301548584477e-10,1.3387400848867809e-05,2.394515325364452e-06,3.679067473502591e-13,0.00012404410486981468,2.395097686896804e-07,0.0093987950197093,1.7444039497074752e-06,4.292970985056003e-13,4.4293789237032715e-14,5.343047296495998e-13,1.8802210039669945e-16,3.645708561198562e-09,2.110432922650909e-08,1.7219265738324433e-08,7.578641659680296e-05,0.0001741814577414059,6.429462400981274e-06,1.7454770178359103e-05,8.105122958270099e-10,5.776191548241438e-07,4.1705728112171325e-09,0.002456458377472885,7.175970373551096e-08,6.903657339357924e-06,3.199593457708175e-05,1.303201758549112e-09,1.4508496001171904e-11,5.71216965528494e-09,7.42479532459789e-09,7.406148724626165e-11,1.0381236791909207e-13,2.049891227587752e-08,9.33351625043319e-07,3.635700808442996e-07,0.0063034407626642985,4.890561765381607e-09,1.5272897719045574e-05,2.8999810307192694e-13,1.4226027038647393e-07,5.218832543085179e-09,0.0009353792903489141
0.0033372526094549255,0.7206350671432474,3.084429625734877e-05,1.3523483970068571e-05,4.3548153966884906e-05,0.03808821642913403,0.0,0.0,0.0013872859236952304,0.000512536704778507,0.2135070501876008,0.048376590137372014,3.2156054443672174e-05,1.9435093092590754e-15,1.6407414521116927e-11,2.3356265072293424e-08,2.5024880025580097e-05,0.028585362909186448,3.2418956749964357e-07,3.733444032916887e-11,9.411537660307394e-06,1.8329137647778452e-12,7.622548434500198e-10,8.037515803879426e-06,1.8721767030377595e-08,2.0190826532836268e-05,2.6866663158948617e-10,3.237774868462978e-06,1.940798130152233e-06,1.6826912561550132e-09,1.0924404204359077e-07,1.3875375601476027e-11,4.5898830246597555e-10,4.002750146477918e-07,3.76,0.0,0.16784199436792216,0.602452002813333,0.23487748844770506,0.0019744543063646633,0.43084383489660943,0.701353354454337,0.00011549077891621078,1.8121848701689597e-12,0.21517001683964943,0.0003625588378896597,0.0020307241921808266,6.787005144257207e-08,4.3519414856699495e-10,2.312224949595293e-06,0.00047464085922240863,0.0228018384656505,3.1677252337960225e-10,0.003934568500695584,7.089813095361436e-05,7.970388372150639e-06,0.010708983204377947,0.00984232310765828,2.381883890657798e-05,1.6096061750797641e-06,0.00034027372041608116,1.6237687332918023e-05,0.0003391461805531068,0.012806424226519193,2.491895953914929e-06,1.1953326324181207e-11,6.470739174335383e-07,1.378097710954428e-09,0.006400946668365356,4.1103905137100377e-07,1.1872634032368457e-12,1.0457135931002346e-08,1.3162605346351536e-08,8.228486466770587e-11,3.71122714652943e-07,1.007715273273887e-11,4.363556073778554e-06,4.638810255145968e-05,0.0009719888111732523,2.1115920410484825e-08,8.98168275046522e-09,0.004222444900161501,2.8516494766963033e-10,1.3497614070807285e-05,2.4021053873461222e-06,3.6736229965156963e-13,0.00012456887791010809,2.3898955307533296e-07,0.009428816798273934,1.7514015561135028e-06,4.2870768711410623e-13,4.423297515842503e-14,5.401083341624696e-13,1.9138127900038372e-16,3.623413600028928e-09,2.1179409158059923e-08,1.7392660268336686e-08,7.606521402672932e-05,0.0001750777494440887,6.509333424953646e-06,1.7478882701350535e-05,8.2027403603975e-10,5.770567158911757e-07,4.183815892237328e-09,0.0024783010049525597,7.165153913165037e-08,6.961885894074729e-06,3.2401244158370195e-05,1.3025694394427342e-09,1.4645780199196268e-11,5.700661372308402e-09,7.452708784501589e-09,7.411683085202875e-11,1.0399114648610181e-13,2.064862493205817e-08,9.325275666904926e-07,3.6469115865064935e-07,0.006352282062961039,4.969587837799517e-09,1.5422790043471472e-05,2.920603913991119e-13,1.4408807974149464e-07,5.214302982228953e-09,0.0009404973278936094
0.003346492968926296,0.7208611891611792,3.095440150752067e-05,1.3531755842139338e-05,4.360085154725866e-05,0.03832811973257205,0.0,0.0,0.0013820169754432809,0.0005095661472602093,0.21515833757670735,0.048670996951576534,3.220401138286274e-05,1.9806149340377068e-15,1.65937777284155e-11,2.3431774952358766e-08,2.5158576604355027e-05,0.028506123619289045,3.2878244912979615e-07,3.818240080695504e-11,9.610579996145181e-06,1.873317273114851e-12,7.638242213974723e-10,8.122039460021088e-06,1.874406767267199e-08,2.040023687727036e-05,2.736969583899224e-10,3.272906324164708e-06,1.963409980353903e-06,1.697812111264855e-09,1.0911286455258136e-07,1.4040742410335671e-11,4.6464986326525896e-10,4.0427758971150916e-07,3.76,0.0,0.16669370649119242,0.5998411224364792,0.23649620540642513,0.001985181473574598,0.430077281154513,0.7024263066362799,0.00011499027132748523,1.8005560842989416e-12,0.21662931500491187,0.0003608008231301372,0.0020484333170682134,6.722715771971698e-08,4.3899041691485864e-10,2.303378674951243e-06,0.00047198651481633976,0.0228257704916856,3.178487722283447e-10,0.003948172239220167,7.099853479643077e-05,7.95827274139094e-06,0.01074901735973803,0.009855525353353186,2.3896090987464914e-05,1.6151402979213404e-06,0.0003400274472561898,1.6262888799146136e-05,0.00034045264724738377,0.012848012252408753,2.478524417517199e-06,1.1889182971262271e-11,6.46478781074199e-07,1.3768293120712062e-09,0.006436668081127477,4.096966511366248e-07,1.1808922644229973e-12,1.0403672185106801e-08,1.3218803575081724e-08,8.19522157369841e-11,3.7082160300479984e-07,1.0071051759276235e-11,4.37334330303331e-06,4.652036383000201e-05,0.0009738394767866989,2.1077741129120454e-08,8.906675016240026e-09,0.004247638586300806,2.855475119036341e-10,1.3607349478299395e-05,2.409585127129654e-06,3.667944711272865e-13,0.00012508735247874963,2.3846413213010854e-07,0.009458520539581903,1.7582747562898941e-06,4.280913532309377e-13,4.416938354887916e-14,5.45928622580297e-13,1.9477060451688486e-16,3.601108553539008e-09,2.1252376129636084e-08,1.756620045676033e-08,7.634172229037351e-05,0.0001759719945397423,6.589674891213916e-06,1.7502820286893596e-05,8.300900129202594e-10,5.764639312540207e-07,4.1969459932094804e-09,0.0025000756363426175,7.153907907195508e-08,7.019768967848099e-06,3.280881829477641e-05,1.301869604364137e-09,1.4782973476021062e-11,5.688985182498236e-09,7.479759695282648e-09,7.416760765582001e-11,1.0416067256606859e-13,2.079782063737887e-08,9.316717685638789e-07,3.6580005924490037e-07,0.006401122342450734,5.049328534071164e-09,1.5573461186167358e-05,2.941007921227922e-13,1.4592527611049505e-07,5.2094970069625506e-09,0.0009455905057958009
0.0033557333283976663,0.7210866886526396,3.1063621057305834e-05,1.3539252282139043e-05,4.365053243692803e-05,0.03856737753010959,0.0,0.0,0.0013766888519967805,0.0005065586081101375,0.21680813217375572,0.04896457419699505,3.2249617693724555e-05,2.0181674566624355e-15,1.6780607797707706e-11,2.3506264352177017e-08,2.5292143271240555e-05,0.028426085876274737,3.3340185983588766e-07,3.9043945707610263e-11,9.812619943581891e-06,1.9144637962834223e-12,7.65355270121535e-10,8.206687947178207e-06,1.876473868081139e-08,2.061010992630286e-05,2.788000208441097e-10,3.308297482435563e-06,1.986183314826305e-06,1.7129806519731544e-09,1.08973855307482e-07,1.4206660982453406e-11,4.703259169919144e-10,4.0828186472257865e-07,3.76,0.0,0.16555285119572805,0.5972350470520733,0.23811139727813532,0.001995893062048655,0.4293088085737871,0.703495904335036,0.00011449068485037527,1.7889704612471583e-12,0.21808681165984437,0.0003590387371881865,0.0020661833728103153,6.658735591252805e-08,4.4279547400550605e-10,2.2944945164478837e-06,0.00046931543958756995,0.022848489031553596,3.1891162792302177e-10,0.003961607900913008,7.109600188258729e-05,7.945936464385061e-06,0.010788934522157042,0.009868404791378219,2.397209602078425e-05,1.6205833862689921e-06,0.00033975650632800283,1.6287358873487813e-05,0.0003417493058856515,0.012888978691502871,2.4650198548434364e-06,1.1824401546440145e-11,6.458617867318985e-07,1.3755143715026124e-09,0.0064722163995833614,4.083368746908042e-07,1.174457751567201e-12,1.0349642043898412e-08,1.327433412392535e-08,8.161605341961247e-11,3.7050095602570265e-07,1.0064281208926091e-11,4.382932154386686e-06,4.664910586943173e-05,0.000975608114694509,2.103766461212462e-08,8.831926885314564e-09,0.0042725734742334815,2.859207220972021e-10,1.3716590426864101e-05,2.4169546713127753e-06,3.6620365417583703e-13,0.00012559948365697507,2.3793363247742303e-07,0.009487906543842677,1.7650232302801888e-06,4.274485454565376e-13,4.4103060697679857e-14,5.517651321165608e-13,1.9818972418751305e-16,3.5787974343190152e-09,2.1323226454923308e-08,1.7739867343456203e-08,7.66159181282711e-05,0.00017686418859720067,6.670481358457907e-06,1.7526581434660243e-05,8.399595566686687e-10,5.758410955673182e-07,4.2099634412814056e-09,0.0025217793481859215,7.142239801449234e-08,7.077295778788526e-06,3.32186329000449e-05,1.3011030924353908e-09,1.4920060145599353e-11,5.677144292011701e-09,7.505945938811075e-09,7.421382631116069e-11,1.0432097549132014e-13,2.0946486547827377e-08,9.307846560047829e-07,3.6689679926028705e-07,0.006449957976462587,5.12978112882653e-09,1.5724905005500723e-05,2.961189853081413e-13,1.4777169195221546e-07,5.204417174894199e-09,0.0009506585987874442
0.0033649736878690367,0.7213115574489158,3.1171952077887425e-05,1.354597925352378e-05,4.3697216685014575e-05,0.038805974698087706,0.0,0.0,0.0013713033244507737,0.0005035156056602042,0.21845631049425993,0.04925730700001165,3.2292888314161055e-05,2.0561666683818324e-15,1.6967879087547123e-11,2.357973478903419e-08,2.5425572897020837e-05,0.028345275681908758,3.3804730332552757e-07,3.991914579966817e-11,1.0017677255565815e-05,1.9563625455918643e-12,7.668482117620356e-10,8.291452351860758e-06,1.8783789446537463e-08,2.0820429507681646e-05,2.839764557966378e-10,3.343948898474765e-06,2.009118385515782e-06,1.728195968132297e-09,1.0882716530786482e-07,1.4373114860300164e-11,4.760158062356873e-10,4.1228744657883796e-07,3.76,0.0,0.16441941784313946,0.594633941486475,0.23972294994842505,0.0020065887806159205,0.4285385284596306,0.7045621409940096,0.00011399205108216235,1.7774289323797922e-12,0.21954241054027676,0.0003572729322399751,0.002083972997980287,6.595072752265696e-08,4.4660902791274765e-10,2.2855743850291637e-06,0.00046662851397777534,0.0228700044043033,3.199610771394536e-10,0.003974875306596357,7.119055727222128e-05,7.93338356225592e-06,0.010828733731732832,0.009880961952908555,2.4046855724499527e-05,1.6259354489514056e-06,0.0003394612268464784,1.631110268739907e-05,0.00034303612007831585,0.012929326222947995,2.4513877353342324e-06,1.1759008285755568e-11,6.452232313044346e-07,1.3741535215835728e-09,0.006507589849653154,4.0696023185860445e-07,1.1679624705496564e-12,1.0295067724623932e-08,1.3329192305193111e-08,8.127650164299071e-11,3.7016103193584145e-07,1.0056849271537343e-11,4.392323355162191e-06,4.677433756539012e-05,0.0009772948796045772,2.099572475388814e-08,8.757448905978662e-09,0.004297246770335031,2.8628459364624925e-10,1.382532062115883e-05,2.424214175029125e-06,3.6559024304744265e-13,0.00012610522846132942,2.3739817931105724e-07,0.009516975169165975,1.7716467128405097e-06,4.267797157804207e-13,4.4034053232954556e-14,5.576174028467697e-13,2.016382832002498e-16,3.5564841844002358e-09,2.1391957402459278e-08,1.791364217635978e-08,7.688777910694444e-05,0.00017775432758060296,6.751747312848038e-06,1.7550164666832927e-05,8.498819895912577e-10,5.751885105474961e-07,4.222868579067691e-09,0.002543409271735957,7.130157066813604e-08,7.1344558015023415e-06,3.3630663676362776e-05,1.300270747647949e-09,1.505702478468377e-11,5.665141903423821e-09,7.531265866672329e-09,7.425549692405272e-11,1.0447208823809e-13,2.109461018387828e-08,9.298666539560849e-07,3.6798139744243684e-07,0.006498785372810019,5.210942775882111e-09,1.5877115251638413e-05,2.981146618917172e-13,1.496271578163788e-07,5.199066109461182e-09,0.0009557013907426763
0.003374214047340407,0.7215357875460516,3.127939185962883e-05,1.355194283268945e-05,4.374092501504882e-05,0.03904389647869481,0.0,0.0,0.001365862155898758,0.0005004386481165398,0.22010275092663895,0.04954918089007118,3.2333838722023437e-05,2.0946119877373067e-15,1.7155565567039048e-11,2.3652187945692697e-08,2.555885837694929e-05,0.028263718748873356,3.4271827639543784e-07,4.0808069009350614e-11,1.0225771419778004e-05,1.999022743937448e-12,7.68303273716761e-10,8.37632380383554e-06,1.8801229829945984e-08,2.103117959343682e-05,2.8922689293282583e-10,3.3798611155760397e-06,2.032215434502387e-06,1.7434571430752077e-09,1.0867294566358791e-07,1.4540087591165106e-11,4.817188755521778e-10,4.1629394641241303e-07,3.76,0.0,0.1632933948358931,0.5920379675189863,0.24133075157713219,0.0020172683453067437,0.4277665506318714,0.7056250101034534,0.00011349440103601025,1.765932399992057e-12,0.2209960168195305,0.00035550375525124025,0.002101800836159431,6.531735106769205e-08,4.504307877810348e-10,2.276620166315579e-06,0.00046392660860318394,0.022890327130938866,3.209971101502968e-10,0.0039879743224425414,7.128222623852235e-05,7.920618028212888e-06,0.010868414034480738,0.009893197420016837,2.412037201626246e-05,1.631196512768908e-06,0.00033914194212539923,1.633412545747477e-05,0.00034431305567963496,0.012969057714220213,2.4376334831217205e-06,1.1693029207982569e-11,6.445634113495846e-07,1.3727473939213285e-09,0.0065427867331620156,4.055672288789774e-07,1.1614090056750382e-12,1.0239971269776217e-08,1.3383373574426484e-08,8.09336832852775e-11,3.6980209050690893e-07,1.0048764237366652e-11,4.401517663424308e-06,4.6896069031106846e-05,0.0009788999564913203,2.0951955737184513e-08,8.683251302221524e-09,0.004321655799651655,2.8663914342155976e-10,1.3933524107499156e-05,2.431363821853548e-06,3.649546336109708e-13,0.00012660454583431397,2.3685789640680812e-07,0.009545726830371639,1.7781449929520878e-06,4.260853174303501e-13,4.396240791223841e-14,5.634849770073922e-13,2.0511591358409966e-16,3.534172669951828e-09,2.1458567241200306e-08,1.808750623793079e-08,7.715728359639492e-05,0.00017864240783429147,6.833467170514266e-06,1.7573568534547704e-05,8.598566264200867e-10,5.745064846648511e-07,4.235661764185087e-09,0.0025649625935883643,7.11766720169655e-08,7.191238762857711e-06,3.404488612299056e-05,1.2993734193910385e-09,1.5193852077442538e-11,5.6529812144998765e-09,7.555718301536888e-09,7.429263091442868e-11,1.0461404641748854e-13,2.1242179447389134e-08,9.289181868234582e-07,3.6905387460365816e-07,0.006547600972746724,5.2928105098609894e-09,1.603008556761385e-05,3.0008752515466795e-13,1.5149150288807679e-07,5.193446496926943e-09,0.0009607186745501392
0.0033834544068117776,0.7217593711048679,3.13859378816908e-05,1.355714922703462e-05,4.378167886483262e-05,0.03928112847928361,0.0,0.0,0.0013603671004771912,0.0004973292325753373,0.22174733374645042,0.049840181797505566,3.2372484951677334e-05,2.133502706741424e-15,1.7343641074266886e-11,2.3723625772154438e-08,2.5691992646487938e-05,0.028181440494456818,3.4741426871394616e-07,4.171078047433954e-11,1.0436921655258375e-05,2.0424536314871055e-12,7.697206903805429e-10,8.461293478673591e-06,1.8817070169297522e-08,2.1242344304369792e-05,2.945519633669275e-10,3.416034665062166e-06,2.055474693639163e-06,1.7587632602564865e-09,1.0851134837711748e-07,1.470756272840106e-11,4.874344740609179e-10,4.2030097964203676e-07,3.76,0.0,0.16217476963402352,0.5894472838753063,0.24293469260291325,0.0020279314792650913,0.4269929834154372,0.7066845052080932,0.00011299776513971012,1.7544817375538744e-12,0.22244753711872708,0.00035373154794975884,0.0021196655363752964,6.468730214229492e-08,4.542604639176962e-10,2.2676337210788684e-06,0.0004612105839117188,0.022909467925009662,3.2201972076980414e-10,0.004000904859280488,7.137103432361469e-05,7.907643831862392e-06,0.010907974482353594,0.009905111825372622,2.419264721046379e-05,1.6363666356268767e-06,0.0003387989890247878,1.6356432500339024e-05,0.00034558008092358463,0.013008176215443354,2.4237624740160267e-06,1.1626490100059981e-11,6.438826230015987e-07,1.3712966192167899e-09,0.00657780542709959,4.0415836770004895e-07,1.1547999182184886e-12,1.018437453465889e-08,1.3436873651769788e-08,8.058772013640202e-11,3.694243932501072e-07,1.004003449439208e-11,4.41051587298166e-06,4.701431154708308e-05,0.0009804235599590798,2.0906392003821685e-08,8.609343979362848e-09,0.004345798005643197,2.8698438976022323e-10,1.4041185210904019e-05,2.4384038227648495e-06,3.6429722308245043e-13,0.00012709739663512696,2.3631290612749464e-07,0.00957416199783307,1.7845179120416209e-06,4.2536580476306625e-13,4.38881716104225e-14,5.693673993322121e-13,2.086222370845014e-16,3.511866679139578e-09,2.152305516225299e-08,1.8261440957165043e-08,7.742441073830095e-05,0.00017952842606856498,6.915635279911362e-06,1.759679161353007e-05,8.698827745665076e-10,5.737953325824758e-07,4.248343368793914e-09,0.0025864365562943046,7.104777716111742e-08,7.247634636829059e-06,3.446127554500575e-05,1.2984119633030028e-09,1.533052690238266e-11,5.640665417042114e-09,7.579302518284915e-09,7.432524102329216e-11,1.0474688846743789e-13,2.1389182612549808e-08,9.279396783492286e-07,3.7011425357849544e-07,0.0065964012518702556,5.375381247223065e-09,1.618380949378188e-05,3.0203729157666074e-13,1.533645551874145e-07,5.187561081620339e-09,0.0009657102519949597
0.003392694766283148,0.7219823004513868,3.149158787442038e-05,1.3561604796539135e-05,4.3819500301226617e-05,0.039517656671688176,0.0,0.0,0.0013548199021753797,0.0004941888440494583,0.22338994113024158,0.050130296051288,3.240884358389546e-05,2.1728381775199786e-15,1.7532079545105546e-11,2.3794050505696613e-08,2.582496866938839e-05,0.02809846603437752,3.5213476738579873e-07,4.262734303101646e-11,1.0651146909761722e-05,2.08666445842896e-12,7.711007034963687e-10,8.546352600386415e-06,1.883132125056124e-08,2.1453907914443255e-05,2.9995229808673837e-10,3.4524700662625057e-06,2.078896384274089e-06,1.774113402480253e-09,1.083425254231821e-07,1.4875523830095027e-11,4.93161957234065e-10,4.243081660394976e-07,3.76,0.0,0.1610635287717502,0.5868620462216197,0.24453466574750285,0.0020385779126794183,0.4262179336310667,0.7077406199147028,0.0001125021732345474,1.743077789961425e-12,0.22389687951681916,0.00035195664689349954,0.0021375657535824856,6.406065347970256e-08,4.580977678955244e-10,2.2586168861651087e-06,0.0004584812898456721,0.022927437683256984,3.2302890629657733e-10,0.004013666871877418,7.145700748951966e-05,7.894464929709867e-06,0.010947414133443183,0.009916705851849596,2.4263683986887353e-05,1.641445906246715e-06,0.0003384327076804157,1.6378029258839093e-05,0.0003468371662697752,0.013046684953834386,2.4097800321455145e-06,1.1559416500990592e-11,6.43181161883704e-07,1.369801827079113e-09,0.006612644382927199,4.0273414617012854e-07,1.1481377448274123e-12,1.0128299174641653e-08,1.3489688475063405e-08,8.023873288029288e-11,3.6902820314972404e-07,1.0030668518809865e-11,4.41931882270562e-06,4.712907749678158e-05,0.0009818659336229912,2.085906820195369e-08,8.535736531612285e-09,0.0043696709497863025,2.87320352454284e-10,1.4148288567258499e-05,2.445334415330205e-06,3.6361840973392405e-13,0.00012758374362998857,2.3576332939506222e-07,0.009602281196282914,1.7907653629169708e-06,4.2462163356991844e-13,4.3811391349981296e-14,5.752642175167358e-13,2.1215686948611535e-16,3.489569925564405e-09,2.158542123985311e-08,1.843542796421623e-08,7.768914044187393e-05,0.00018041237934298163,6.998245924237246e-06,1.7619832502313487e-05,8.799597344291168e-10,5.730553747938146e-07,4.260913779131267e-09,0.002607828458954797,7.091496127671923e-08,7.303633646719217e-06,3.487980706236525e-05,1.2973872404757394e-09,1.546703438152142e-11,5.62819769561589e-09,7.602018230145304e-09,7.435334132794078e-11,1.0487065583294438e-13,2.1535608320087487e-08,9.269315514913366e-07,3.711625591782158e-07,0.00664518272100377,5.458651787640597e-09,1.6338280472519685e-05,3.039636896571655e-13,1.5524614167756703e-07,5.181412662933402e-09,0.0009706759336531043
0.0034019351257545184,0.7222045680776583,3.159633974777302e-05,1.3565316024550243e-05,4.38544119991535e-05,0.03975346739144981,0.0,0.0,0.001349222294164919,0.000491018954509157,0.2250304571683607,0.05041951037654568,3.244293170788835e-05,2.2126175392821647e-15,1.7720854759331413e-11,2.3863464592098363e-08,2.5957779424165697e-05,0.02801482017697341,3.5687925565915935e-07,4.3557816735068664e-11,1.0868465857025067e-05,2.1316644825229883e-12,7.72443560519282e-10,8.631492443956776e-06,1.8843994280150388e-08,2.1665854855388076e-05,3.054285238785772e-10,3.4891678264801935e-06,2.1024807169822585e-06,1.7895066490623938e-09,1.0816662865048429e-07,1.5043954462034968e-11,4.989006854816049e-10,4.2831512979315755e-07,3.76,0.0,0.15995965787434566,0.5842824071598196,0.24613056601861064,0.0020492073827170767,0.42544150658722707,0.7087933478996126,0.00011200765457438577,1.7317213737988806e-12,0.22534395355974182,0.00035017938344455686,0.0021555001491110975,6.343747497138433e-08,4.6194241265035073e-10,2.2495714736924666e-06,0.0004557395655084959,0.022944247476309645,3.2402466745623226e-10,0.004026260358219533,7.15401719804605e-05,7.881085257586868e-06,0.010986732052286721,0.009927980232110273,2.433348528492811e-05,1.6464344365148605e-06,0.00033804344133202594,1.6398921274502582e-05,0.0003480842842729767,0.013084587328094255,2.3956914276456802e-06,1.1491833690767508e-11,6.42459323022687e-07,1.368263645844101e-09,0.006647302125866924,4.01295058023023e-07,1.141424996422326e-12,1.007176663520674e-08,1.3541814245741187e-08,7.988684102477902e-11,3.686137843219781e-07,1.0020674867162969e-11,4.427927387853935e-06,4.724038033110149e-05,0.000983227349470574,2.0810019151393615e-08,8.462438243055602e-09,0.004393272311125969,2.876470527386028e-10,1.425481913575279e-05,2.4521558632010167e-06,3.629185926346285e-13,0.0001280635514814415,2.3520928568280935e-07,0.009630085003613753,1.7968872889108539e-06,4.2385326050241024e-13,4.373211424178593e-14,5.811749821127107e-13,2.157194174694796e-16,3.46728604845283e-09,2.164566643562939e-08,1.8609449006189236e-08,7.795145339680896e-05,0.00018129426505040174,7.081293323974869e-06,1.7642689824025462e-05,8.900867997166802e-10,5.722869375126173e-07,4.273373395058405e-09,0.0026291356577670412,7.07782996120742e-08,7.359226268957505e-06,3.530045561916614e-05,1.2963001161340515e-09,1.5603359812084634e-11,5.615581226395615e-09,7.623865586215672e-09,7.437694719093361e-11,1.0498539266402232e-13,2.1681445577910397e-08,9.258942283081871e-07,3.721988181452434e-07,0.006693941927058703,5.542618815643441e-09,1.6493491850788203e-05,3.058664601040441e-13,1.5713608820749693e-07,5.175004094077957e-09,0.0009756155387855341
0.0034111754852258888,0.7224261666423918,3.170019158330681e-05,1.3568289509278548e-05,4.388643723758514e-05,0.03998854733665596,0.0,0.0,0.0013435759980863552,0.0004878210219615123,0.22666876787591653,0.05070781189183166,3.247476689828101e-05,2.252839759283365e-15,1.7909940368565606e-11,2.393187069882723e-08,2.6090417900328172e-05,0.027930527417848197,3.616472117768112e-07,4.450225877476202e-11,1.108889689377136e-05,2.177462970222215e-12,7.737495144365124e-10,8.716704337738279e-06,1.885510087020965e-08,2.187816972094847e-05,3.1098126612661074e-10,3.5261284409358374e-06,2.1262278912488347e-06,1.804942076969204e-09,1.0798381012715419e-07,1.521283819915125e-11,5.046500242570052e-10,4.3232149955722717e-07,3.76,0.0,0.15886314167549875,0.5817085162252508,0.24772229071094312,0.002059819633444333,0.4246638060732088,0.7098426829160761,0.00011151423782523444,1.7204132776151723e-12,0.22678867026841162,0.00034840008359253595,0.0021734673910863344,6.281783368240725e-08,4.657941125707506e-10,2.2404992699730416e-06,0.00045298623885106154,0.022959908539446336,3.250070083430838e-10,0.00403868535877992,7.1620554266072e-05,7.867508725702e-06,0.011025927309984179,0.009938935748202647,2.44020543610388e-05,1.6513323645881554e-06,0.0003376315359811294,1.6419114175922253e-05,0.00034932140953189867,0.013121886902666751,2.381501874406717e-06,1.1423766679553637e-11,6.417174007662869e-07,1.3666827023981024e-09,0.006681777254104784,3.998415924081358e-07,1.1346641571211427e-12,1.001479814222421e-08,1.3593247343370207e-08,7.953216284112084e-11,3.68181401843493e-07,1.0010062170026708e-11,4.436342476819394e-06,4.7348234551983706e-05,0.0009845081071910321,2.075927982330539e-08,8.38945808773093e-09,0.004416599885782171,2.8796451327918413e-10,1.436076218543195e-05,2.458868455333141e-06,3.621981713996742e-13,0.00012853678673648865,2.346508930198811e-07,0.009657574049695491,1.8028836830835887e-06,4.2306114256546047e-13,4.365038743331084e-14,5.87099246619772e-13,2.1930947829592962e-16,3.44501861073002e-09,2.1703792592727362e-08,1.8783485964748202e-08,7.821133108223327e-05,0.00018217408090302146,7.164771639456054e-06,1.766536222792473e-05,9.002632577267557e-10,5.714903525032036e-07,4.2857226296113474e-09,0.002650355566500467,7.063786742006742e-08,7.414403238284724e-06,3.5723195992695364e-05,1.2951514590792046e-09,1.573948867713226e-11,5.6028191760201664e-09,7.644845167086482e-09,7.439607523553362e-11,1.0509114574029889e-13,2.1826683759702033e-08,9.248281298429965e-07,3.7322305910802283e-07,0.0067426754538659605,5.6272789020096155e-09,1.6649436881933773e-05,3.0774535614889037e-13,1.5903421946796624e-07,5.168338280560357e-09,0.000980528895221781
