Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623)
4.566825555455975e-05,0.8369524754951427,0.00020502224651024764,5.156039620921702e-05,4.703349419906492e-05,0.005387106910540187,0.0,0.0,0.0019044881932602502,7.534352825713652e-05,0.006893005114419114,0.00035987353585246096,8.034389251249745e-05,1.3757998319781844e-13,3.2997468747622853e-10,1.4587637870001783e-07,8.457735565761972e-05,0.004157267716758005,2.172913716141085e-07,1.5866155839772339e-10,4.3844715409071226e-10,3.7980877982033183e-13,8.50916071904489e-09,1.4741141784849066e-07,2.747993789247766e-08,2.5827006316914725e-07,4.273989663477596e-12,4.287642348704467e-08,1.4119958134392718e-07,3.1218399969155555e-10,8.59242252547278e-08,9.87027555738716e-12,1.2297892891695172e-11,1.7107751714961496e-08,3.76,0.0,0.3790775405405325,0.9866833977710417,0.005625645387216814,0.00039091977689580023,0.5740975274402519,0.5900816977798469,0.0007808051233435044,4.7972311255923335e-11,0.00324148884038101,0.0007709064423527947,0.0018849801640033938,4.0115464379903556e-08,7.314715868366824e-09,9.920717505231825e-06,3.695078268517977e-05,0.0005024553403014423,0.00089762842305401,1.1456011236674216e-10,2.370539471405824e-09,5.08950209310072e-05,2.3749601249551956e-05,0.006492042931524525,0.005349956577342098,9.691732864163995e-05,9.498963148546045e-06,0.00019370089769516692,1.2637337128545411e-05,0.001069130081209178,2.7817861324701023e-07,0.0005932526276191933,4.642595223932743e-12,7.453408167583685e-07,7.935923207428728e-09,0.0005328870744036012,4.494079592335425e-08,6.55784705900149e-13,1.6189480473373688e-08,2.1158331808080957e-10,1.7074080180677432e-05,6.492877742469912e-07,6.645243341396896e-09,3.505649071476593e-06,2.0178797175832502e-07,2.391473625779987e-11,3.4648688068390545e-06,3.9155347393791696e-09,1.5676152042558717e-07,4.381888820946423e-07,4.223453118417345e-07,8.341982434516349e-13,1.9904148905909224e-06,5.686800698436869e-05,1.1272266085673676e-06,1.178761160018575e-10,5.984018259692841e-13,1.6960297152210402e-13,2.0131239823106324e-07,1.672649929155106e-13
4.60377660345315e-05,0.8373830830042462,0.00020880397907688359,5.269013246243103e-05,4.8452302414695265e-05,0.0055251675046915855,0.0,0.0,0.0019413845774475537,7.856937006711817e-05,0.007142159071911462,0.0003724681687731083,8.26615207366516e-05,1.4662739892077557e-13,3.451678020100079e-10,1.4978913692493373e-07,8.662320043289741e-05,0.00426076415896249,2.276769099259843e-07,1.6215560604519324e-10,4.666950965101784e-10,4.032099410951805e-13,8.756774860939213e-09,1.5642679812450297e-07,2.864810028228393e-08,2.705556858799844e-07,4.635514738684889e-12,4.551026310943466e-08,1.4938758566257936e-07,3.287578307104446e-10,8.930838366848504e-08,1.0402501182839034e-11,1.3060340836646779e-11,1.8163381294052256e-08,3.76,0.0,0.37604907590834724,0.9863049016260347,0.005816469045942234,0.0004033853338164045,0.5765409894482139,0.5929640342327489,0.0007805055822715436,4.813324685236353e-11,0.00333564842533349,0.0007792063054007193,0.0019157831057185716,4.051103259030996e-08,7.4343700174066555e-09,1.0032272377392654e-05,3.784100689619557e-05,0.0005190879178734695,0.0009206344964730974,1.174016202391395e-10,2.4159957392748504e-09,5.2025485245595344e-05,2.403361310228894e-05,0.006708452995092934,0.005460947811234188,9.983429040526877e-05,9.78449790749963e-06,0.0001993085061478756,1.2919279612656162e-05,0.0010936806246941025,2.8597679186160946e-07,0.0006179462958906991,4.772728909688011e-12,7.696589334949349e-07,8.194551427995783e-09,0.0005520478243118255,4.590034266358514e-08,6.741655246007299e-13,1.6631371276030056e-08,2.1657724106565539e-10,1.825843802401069e-05,6.66182179553125e-07,6.714537886292512e-09,3.586757831297941e-06,2.0624210220974992e-07,2.46857955861181e-11,3.6523684563133945e-06,3.996804334203341e-09,1.6067306400871326e-07,4.6286777431064053e-07,4.339511343403892e-07,8.563516642917038e-13,2.0544280999015613e-06,5.975647347477854e-05,1.1839903094763236e-06,1.2370118037119493e-10,6.139151135829046e-13,1.7399779943794244e-13,2.1071267455635292e-07,1.752152868300186e-13
4.6407276514503255e-05,0.837811970931775,0.0002126147988458289,5.383659684058218e-05,4.9903831668536495e-05,0.005665755207829004,0.0,0.0,0.0019783251362966384,8.189010444301204e-05,0.007398547829690434,0.0003854087038547696,8.502667240050525e-05,1.5618108387942985e-13,3.609211656387799e-10,1.5377501654784282e-07,8.86938884627363e-05,0.004366106561966458,2.38495737342861e-07,1.6570567829837355e-10,4.966442799413066e-10,4.278501109829837e-13,9.009982833280848e-09,1.659208460802735e-07,2.984862665478153e-08,2.83344817887923e-07,5.0243504447627326e-12,4.828110426564267e-08,1.5795752852653564e-07,3.460482439584849e-10,9.279414088735796e-08,1.0957992379101477e-11,1.3864362278165518e-11,1.9274123030983324e-08,3.76,0.0,0.3730401674686963,0.9859171235534797,0.006012695129616315,0.0004161193798079425,0.5789526714581431,0.5958247708590575,0.0007801986966048632,4.82908542320062e-11,0.0034325923281519023,0.0007874482805152508,0.001946972451007675,4.090255620196438e-08,7.555520718488801e-09,1.0143280434519371e-05,3.873668302449904e-05,0.000536073909387541,0.0009440587832705095,1.2027869861313944e-10,2.4621833046890558e-09,5.316682261947775e-05,2.4317027059117274e-05,0.006930058438062088,0.005573049679635927,0.0001028135716815835,1.007612010751917e-05,0.00020502577236562912,1.3204036901000067e-05,0.0011185008500596131,2.939159247062173e-07,0.0006433766183050799,4.905214343943877e-12,7.945320313364413e-07,8.459071936763077e-09,0.0005717805522854255,4.686731210093157e-08,6.928784774991935e-13,1.7081186146720905e-08,2.2160536274678007e-10,1.9514081059310285e-05,6.833053407309065e-07,6.783310835559767e-09,3.668819834291906e-06,2.1073769778271139e-07,2.547670499114094e-11,3.848505484605909e-06,4.07888785852052e-09,1.6465922827656973e-07,4.887044284735143e-07,4.4578043771839e-07,8.78898878820123e-13,2.1199913214975342e-06,6.276693192324448e-05,1.2430701181863195e-06,1.2975654970135209e-10,6.29695727815159e-13,1.784682898354465e-13,2.2056252903590173e-07,1.8349114538537175e-13
4.673983594647783e-05,0.8381965317908096,0.0002160689025376254,5.488270759282632e-05,5.12384176402615e-05,0.005794466445501823,0.0,0.0,0.0020115937774388233,8.496039907875747e-05,0.0076356083718907555,0.00039735620373994036,8.71961932351973e-05,1.6523080483374782e-13,3.755897802284099e-10,1.5742510931420536e-07,9.057852966762883e-05,0.00446249983578293,2.486156660788116e-07,1.689494942195355e-10,5.251333320652821e-10,4.511303863232586e-13,9.242708532730101e-09,1.7489185190068766e-07,3.095684211758877e-08,2.9529989742735835e-07,5.399134147490681e-12,5.089673153654832e-08,1.6600745650225835e-07,3.6224162378540225e-10,9.601938183864416e-08,1.1478423004465067e-11,1.4625112802829334e-11,2.0322791978596535e-08,3.76,0.0,0.37034873833437204,0.9855600502188543,0.006194011073048165,0.00042781109341479126,0.5810960072132815,0.5983811102008675,0.0007799161114459941,4.842984906819006e-11,0.0035222877207526896,0.0007948142297812673,0.001975380903581185,4.125134092011881e-08,7.665865546283305e-09,1.024269269243477e-05,3.95470553423373e-05,0.0005516643576187757,0.0009655002616648535,1.2289798609592627e-10,2.504381141384868e-09,5.42031110930883e-05,2.45715325085825e-05,0.007133993099005924,0.005674882154579291,0.0001055485460310123,1.0343817869679499e-05,0.00021026524554896206,1.3462677005332824e-05,0.001141066345022703,3.011813792537753e-07,0.0006669021603839385,5.02645727444373e-12,8.173961304035917e-07,8.702218381574106e-09,0.0005900401198015836,4.774369164155095e-08,7.100034436481072e-13,1.7492789693320193e-08,2.26157991399131e-10,2.070803020822468e-05,6.989112727792126e-07,6.844740674837863e-09,3.743481490275581e-06,2.1481834871117088e-07,2.620571927508093e-11,4.032686672723559e-06,4.153452505841656e-09,1.6831110742810397e-07,5.129810354917528e-07,4.5661895228453963e-07,8.995286471546262e-13,2.1803417211316867e-06,6.558386111420787e-05,1.2982733484403536e-06,1.3540796249935304e-10,6.441269765290449e-13,1.825564572431394e-13,2.2982845223506637e-07,1.9122705212823004e-13
4.703913943525495e-05,0.8385414956436449,0.00021919694397614894,5.5835770362625894e-05,5.2462559041928466e-05,0.005912090530233372,0.0,0.0,0.0020415415984882945,8.779010705670428e-05,0.007854169641854161,0.00040835677348660904,8.918205318481666e-05,1.737556019569427e-13,3.8919770016806516e-10,1.6076125190980437e-07,9.229156425067552e-05,0.004550542309847991,2.5804352670450963e-07,1.7190907828293977e-10,5.520804154815917e-10,4.730119205293097e-13,9.456122134890327e-09,1.8332440884312495e-07,3.1976739904746485e-08,3.0643095064352e-07,5.757730535354341e-12,5.3353194635242355e-08,1.7353333310965827e-07,3.7734250695379125e-10,9.899429528552491e-08,1.1963862305068648e-11,1.534110458859649e-11,2.1307744199662993e-08,3.76,0.0,0.36793979010778943,0.9852320409126735,0.006361083504136169,0.00043852189460505126,0.5830029896275276,0.6006670822573403,0.0007796565280819089,4.855262967314516e-11,0.0036050449224995953,0.0008013998327600924,0.002001228287549165,4.156224487350732e-08,7.766259401861879e-09,1.0331741908571475e-05,4.027953771458279e-05,0.000565941784271717,0.000985090350822501,1.2527918301412629e-10,2.5428714036539777e-09,5.5142964789236215e-05,2.480008543572451e-05,0.007321206247291772,0.005767286536549727,0.00010805368989607906,1.0589011322120392e-05,0.00021505693835356088,1.369732599057085e-05,0.0011615568059137075,3.078173824536974e-07,0.0006885983211364467,5.1371958467459785e-12,8.383639903958602e-07,8.925192207499594e-09,0.0006068872891722756,4.853719456906759e-08,7.256446916832311e-13,1.7868708895042532e-08,2.3027600428670977e-10,2.183660439030584e-05,7.131142808781351e-07,6.899635147663317e-09,3.8113224812174117e-06,2.1851831698628326e-07,2.6875924048656768e-11,4.2048651163896295e-06,4.221114126367117e-09,1.716503111444234e-07,5.356850892049796e-07,4.6652998911781037e-07,9.183689123820715e-13,2.2357589974864456e-06,6.820865215483614e-05,1.349640388383285e-06,1.4066102575199344e-10,6.573003297248963e-13,1.8628822997691564e-13,2.3850564378605897e-07,1.9842955046685501e-13
4.7338442924032066e-05,0.8388853997385981,0.00022234296757348975,5.6799769419007534e-05,5.3708637200910385e-05,0.006031418994961583,0.0,0.0,0.0020714846370688484,9.0682991182471e-05,0.008077747935990389,0.0004195956408570607,9.119959260203791e-05,1.826534519173107e-13,4.0319817488961394e-10,1.6414591345602983e-07,9.402041548677241e-05,0.004639809043879389,2.677832197281231e-07,1.7490729703519282e-10,5.8032446554812e-10,4.958055216898519e-13,9.673323253186253e-09,1.9210875154121553e-07,3.3017969088911756e-08,3.179239845859199e-07,6.137583632725752e-12,5.590999709093187e-08,1.8133248168159883e-07,3.9295588020137087e-10,1.0203834026347135e-07,1.246586113290465e-11,1.6087890529520528e-11,2.2332995927535118e-08,3.76,0.0,0.365543392073929,0.9848976459395075,0.006531902113936748,0.000449411959680922,0.5848891056460459,0.6029391919127605,0.0007793918918553321,4.867321306437482e-11,0.003689771394529954,0.0008079424256838626,0.0020273461090469353,4.18702189850134e-08,7.867700575709185e-09,1.042037307033077e-05,4.101472754482932e-05,0.0005804526628151565,0.0010049590101264968,1.2768259969118674e-10,2.5818491593690003e-09,5.608948525347052e-05,2.5028125044556976e-05,0.007511928379140413,0.005860400069801117,0.00011060038924881129,1.0838264033000343e-05,0.00021992081506897777,1.393371532360021e-05,0.0011822168593444305,3.1454503683386065e-07,0.0007107954129391774,5.249463529683469e-12,8.59703778339081e-07,9.152114195499499e-09,0.0006241337800975919,4.933504155519469e-08,7.415018901985643e-13,1.8249805475093228e-08,2.344122507398028e-10,2.301843030681234e-05,7.27466375458418e-07,6.9541445840374254e-09,3.87976837397875e-06,2.2224363104653729e-07,2.7559617343273736e-11,4.383313564658062e-06,4.289295479720428e-09,1.7503960146781597e-07,5.592224920512578e-07,4.765897621525753e-07,9.374683677958606e-13,2.292232131649345e-06,7.092048434063091e-05,1.4026369661558689e-06,1.4607517183477492e-10,6.706490526492674e-13,1.9006963255056883e-13,2.4751470176036965e-07,2.0586608193173616e-13
4.763774641280918e-05,0.8392282643379082,0.00022550663321891404,5.777468186438403e-05,5.497677123080912e-05,0.006152465571392643,0.0,0.0,0.0021014127371973296,9.363922560914746e-05,0.008306424915622997,0.00043107620044512905,9.324893398390996e-05,1.919371822609919e-13,4.175987037383318e-10,1.6757921623355365e-07,9.576493216708228e-05,0.0047303029988796765,2.778433571079872e-07,1.7794474126422036e-10,6.099247123642795e-10,5.195425879867454e-13,9.894345254345437e-09,2.0125673162954108e-07,3.4080525347388974e-08,3.297889067492767e-07,6.539787038122736e-12,5.8570428777544864e-08,1.8941183489664667e-07,4.0909486062661813e-10,1.051521961905299e-07,1.2984813232667899e-11,1.68665876545954e-11,2.3399842500998452e-08,3.76,0.0,0.36315946251798364,0.984556776359222,0.006706527541130314,0.0004604821254177629,0.5867543493268272,0.6051975309773866,0.0007791221323842981,4.879159503685451e-11,0.0037765109249773532,0.0008144405024188158,0.00205373968275839,4.217518086810611e-08,7.970209630670444e-09,1.0508568361711384e-05,4.175235680790902e-05,0.0005951972587001983,0.0010251073490596318,1.301078703764401e-10,2.6213164471043557e-09,5.7042525908306894e-05,2.5255614750221778e-05,0.007706187982817655,0.005954216546272725,0.00011318880611103577,1.109159188895003e-05,0.0002248568579424567,1.4171811433970253e-05,0.0012030441414774098,3.2136395453115357e-07,0.0007334983880372992,5.363253838759584e-12,8.81417591311182e-07,9.383006412531627e-09,0.000641786913321338,5.0137068869290355e-08,7.575741222314987e-13,1.8636066067705795e-08,2.385654324568165e-10,2.4255565945934492e-05,7.419673051901787e-07,7.008256137402394e-09,3.948812558003459e-06,2.2599370042742897e-07,2.825692710068921e-11,4.568222160989322e-06,4.357992025615464e-09,1.7847928318561124e-07,5.836159855372716e-07,4.867987876474953e-07,9.568269900387893e-13,2.3497725179447323e-06,7.372150243186268e-05,1.4572958296168454e-06,1.5165333480110712e-10,6.841729454195332e-13,1.9390060647593954e-13,2.568672944774125e-07,2.1354304581618563e-13
4.79370499015863e-05,0.8395701096055708,0.00022868759635963186,5.876047947714005e-05,5.62670700990423e-05,0.006275243928425527,0.0,0.0,0.0021313157297945993,9.665893670495207e-05,0.008540282585122594,0.0004428018443627142,9.533018688599462e-05,2.0161989175511985e-13,4.324067905057665e-10,1.71061263706568e-07,9.752496025213381e-05,0.0048220266746756705,2.882327260257603e-07,1.8102201550994583e-10,6.409429296463333e-10,5.442553483975753e-13,1.011922067032391e-08,2.1078046341612407e-07,3.516438876016088e-08,3.4203583730627134e-07,6.965480691549531e-12,6.133785695598138e-08,1.97778390633151e-07,4.257727778938706e-10,1.083365127322036e-07,1.3521114921011392e-11,1.767834376000505e-11,2.4509605639103652e-08,3.76,0.0,0.3607879207280775,0.9842093430649819,0.006885020531376096,0.0004717331852214066,0.588598714214253,0.60744219098322,0.00077884717915489,4.890777133190383e-11,0.003865307825819416,0.0008208925572345671,0.002080414440604718,4.24770483149049e-08,8.073807587194956e-09,1.0596309942446474e-05,4.2492154187016534e-05,0.0006101757398799418,0.001045536410825412,1.325546154512595e-10,2.6612751826281325e-09,5.8001937138243176e-05,2.5482517821327935e-05,0.007904012819288438,0.006048729589602719,0.00011581908443168305,1.1349009031300148e-05,0.00022986500678467766,1.4411579982668992e-05,0.0012240362119779055,3.2827368117239564e-07,0.0007567120432137378,5.478559179547036e-12,9.035074126465969e-07,9.617889714058588e-09,0.0006598540652212842,5.0943109971109205e-08,7.738603140436571e-13,1.902747404700295e-08,2.427342341188773e-10,2.5550125309975413e-05,7.56616845256582e-07,7.061956954344036e-09,4.0184482099297595e-06,2.2976791897918048e-07,2.896797570407529e-11,4.7597857454280125e-06,4.427199100477734e-09,1.8196964342151182e-07,6.088886194100099e-07,4.971575264278453e-07,9.764446268454033e-13,2.4083914277852288e-06,7.661387287283832e-05,1.513649619936604e-06,1.573984199200623e-10,6.978717175403816e-13,1.977810678011156e-13,2.665753846048591e-07,2.2146697858713934e-13
4.823635339036342e-05,0.8399109556002105,0.00023188550815613914,5.975712871249525e-05,5.757963232674542e-05,0.006399767667689802,0.0,0.0,0.002161183441530711,9.97422020088013e-05,0.00877940325724756,0.0004547759603300323,9.744344754119296e-05,2.117149543724536e-13,4.476299504719321e-10,1.7459214018296164e-07,9.930034304223016e-05,0.004914982098366306,2.989602903135885e-07,1.8413973812936618e-10,6.734435318102389e-10,5.699768809971432e-13,1.034798116818041e-08,2.2069232352782187e-07,3.626952372041981e-08,3.546751118595469e-07,7.415852317068648e-12,6.421572715201986e-08,2.0643920915269543e-07,4.4300317477850285e-10,1.1159190849321189e-07,1.4075164942360306e-11,1.8524337849529146e-11,2.5663633369856357e-08,3.76,0.0,0.35842868700254665,0.9838552568274029,0.007067441901960472,0.00048316588852348284,0.5904221933853614,0.6096732631869506,0.0007785669615561724,4.902173764588568e-11,0.00395620691697891,0.0008272970858941086,0.0021073759311081414,4.277573936510378e-08,8.178515921013377e-09,1.0683579961487435e-05,4.323384531903689e-05,0.0006253881750582349,0.001066247171157273,1.3502244130918282e-10,2.7017271567640758e-09,5.896756641594361e-05,2.570879740760306e-05,0.008105429896800444,0.006143932655497176,0.00011849134956855126,1.1610527806178462e-05,0.00023494515797825184,1.465298589056874e-05,0.001245190554309495,3.3527369453999e-07,0.0007804410126869538,5.595370825364532e-12,9.259751087053036e-07,9.856783709843966e-09,0.0006783426645978159,5.1752995633793596e-08,7.903592319629272e-13,1.9424009448048667e-08,2.469173243993791e-10,2.6904278769841428e-05,7.71414793794241e-07,7.115234185458623e-09,4.088668299995039e-06,2.3356566495875915e-07,2.9692879703037673e-11,4.958203948728073e-06,4.496911917710331e-09,1.8551095776898254e-07,6.350637441278604e-07,5.076663821749626e-07,9.963209937043903e-13,2.468099999810121e-06,7.959978255615769e-05,1.5717308360575163e-06,1.6331329941021513e-10,7.117449859222478e-13,2.0171090637521527e-13,2.7665122882891866e-07,2.296445556553573e-13
4.8535656879140534e-05,0.8402508222724647,0.0002351000158176228,6.0764590499040815e-05,5.891454568129902e-05,0.006526050319034135,0.0,0.0,0.0021910057039243925,0.00010288904924327497,0.00902386951705191,0.00046700192972082104,9.958879852364713e-05,2.2223604053774008e-13,4.632756933397541e-10,1.7817190913976393e-07,0.0001010909213449782,0.005009170813203889,3.1003519185513716e-07,1.8729854126113305e-10,7.074936751285613e-10,5.967411242729373e-13,1.0580657460577499e-08,2.31004950127576e-07,3.7395878911840755e-08,3.6771728417400265e-07,7.892138867430174e-12,6.720756400113216e-08,2.1540141017082303e-07,4.6079980755585033e-10,1.1491896975335387e-07,1.4647364221343027e-11,1.940578050433184e-11,2.686329991590748e-08,3.76,0.0,0.3560816826569274,0.9834944283403061,0.007253852505165917,0.0004947809402185808,0.592224779497301,0.6118908385726245,0.0007782814089163939,4.913348963949271e-11,0.004049253509096741,0.0008336525868244155,0.0021346298185063485,4.3071172360225633e-08,8.284356559904977e-09,1.0770360569989614e-05,4.397715304495124e-05,0.0006408345320215626,0.001087240537178761,1.375109397091717e-10,2.7426740333484598e-09,5.9939258360425776e-05,2.593441656302755e-05,0.008310465445968302,0.006239819032213963,0.00012120570774567037,1.1876158714021603e-05,0.00024009716362186024,1.4895993341981499e-05,0.0012665045763840404,3.4236340356011564e-07,0.0008046897609621145,5.7136789004671774e-12,9.488224257048246e-07,1.0099706730551326e-08,0.00069726018922473,5.2566554009500765e-08,8.070694800163852e-13,1.982564887925004e-08,2.5111335680424085e-10,2.8320253334069586e-05,7.86360980638718e-07,7.168074992724522e-09,4.159465593310335e-06,2.3738630120357874e-07,3.04317495484784e-11,5.163681288620758e-06,4.5671255680479e-09,1.891034838101239e-07,6.621650025532181e-07,5.183256999251791e-07,1.016455671082975e-12,2.5289092298032222e-06,8.268143747627799e-05,1.63157180012871e-06,1.6940080940668299e-10,7.257922722956833e-13,2.056899846108241e-13,2.8710737751402046e-07,2.3808259313442325e-13
4.883496036791765e-05,0.8405897294585631,0.00023833076277482622,6.178282030704947e-05,6.027188688904195e-05,0.006654105335936603,0.0,0.0,0.002220772362162771,0.00010609945539428058,0.009273764185099292,0.00047948312557206404,0.00010176630833186849,2.331970573768335e-13,4.79351504271248e-10,1.8180061301664457e-07,0.0001028965336495324,0.005104593867402704,3.214667518230916e-07,1.904990708395348e-10,7.431633605849159e-10,6.245828859963593e-13,1.0817279277644555e-08,2.417312419352229e-07,3.85433871990218e-08,3.811731288821913e-07,8.39562794690636e-12,7.031697208148882e-08,2.246721699081462e-07,4.7917664590439e-10,1.1831824913139377e-07,1.52381154441914e-11,2.032391424812454e-11,2.8110005567529293e-08,3.76,0.0,0.35374683003062274,0.9831267682674563,0.007444313191343356,0.0005065790001241358,0.5940064648357636,0.6140950078541931,0.0007779904505399773,4.924302294588135e-11,0.004144493385810829,0.0008399575623847819,0.002162181881810428,4.33632660245908e-08,8.391351880224922e-09,1.085663393685974e-05,4.472179766377937e-05,0.0006565146760194062,0.0011085173462924993,1.4001968872392725e-10,2.784117347241898e-09,6.09168548555217e-05,2.6159338282976556e-05,0.008519144894824826,0.006336381841102319,0.00012396224553950271,1.2145910359279188e-05,0.00024532083057931023,1.5140565815627134e-05,0.0012879756109981473,3.4954214712944024e-07,0.0008294625757527284,5.833472360551559e-12,9.720509865829142e-07,1.0346675794429714e-08,0.0007166141623276324,5.338361078170706e-08,8.239894971837172e-13,2.0232365492226138e-08,2.553209711034678e-10,2.980033287668712e-05,8.014552557896926e-07,7.220466562588352e-09,4.230832655081728e-06,2.412291752814779e-07,3.11846892981446e-11,5.376427266736143e-06,4.637835019943239e-09,1.9274746213706807e-07,6.902163216264318e-07,5.291357643903419e-07,1.0368481013357918e-12,2.590829960515379e-06,8.58610613495206e-05,1.6932046187929899e-06,1.7566374529733713e-10,7.400130007745253e-13,2.0971813753193003e-13,2.979566730577929e-07,2.4678804957747503e-13
4.913426385669477e-05,0.84092769687625,0.00024157738897581803,6.281176784622236e-05,6.165172135369657e-05,0.006783946090896999,0.0,0.0,0.0022504732841838733,0.0001093733458354647,0.00952917027954514,0.0004922229105637318,0.00010397603107525047,2.446121498109616e-13,4.958648747230913e-10,1.8547827516753095e-07,0.00010471701629016382,0.005201251803494581,3.332644719681405e-07,1.9374198660727782e-10,7.805255403206541e-10,6.535378687958396e-13,1.1057875427216289e-08,2.528843568735008e-07,3.971196553365564e-08,3.950536441942624e-07,8.927659296662253e-12,7.354763673891935e-08,2.3425871806025656e-07,4.98147873809021e-10,1.2179026421635086e-07,1.5847822867596817e-11,2.1280013923683142e-11,2.9405176515475675e-08,3.76,0.0,0.3514240524934707,0.982752187290539,0.007638884770915573,0.0005185606824741953,0.5957672413639443,0.6162858614778021,0.0007776940157454864,4.9350333179307135e-11,0.004241972784912578,0.0008462105199582312,0.0021900380136193292,4.3651939550533064e-08,8.499524702503969e-09,1.0942382262168201e-05,4.5467497189550676e-05,0.0006724283682343091,0.0011300783651102052,1.4254825366545575e-10,2.82605850241783e-09,6.190019516600194e-05,2.638352553195305e-05,0.0087314928445127,0.0064336140372727,0.00012676102947381667,1.2419789408193596e-05,0.00025061591962948545,1.5386666118642753e-05,0.0013096009166907049,3.568091930234079e-07,0.0008547635608897249,5.954738974338645e-12,9.95662287943835e-07,1.0597706574940293e-08,0.000736412148855472,5.420398925661202e-08,8.411175547773663e-13,2.0644128959265968e-08,2.595387947699997e-10,3.134685828073858e-05,8.166975105168291e-07,7.2723961190782825e-09,4.302761854937666e-06,2.450936197206388e-07,3.1951796333861805e-11,5.5966564672916655e-06,4.709035120055498e-09,1.9644311259508706e-07,7.192419028377492e-07,5.400967985506181e-07,1.0574975861761888e-12,2.653872871357116e-06,8.914089413677679e-05,1.7566611503003968e-06,1.8210485696011085e-10,7.544064981710896e-13,2.137951732333218e-13,3.0921224889103594e-07,2.557680277193341e-13
4.9433567345471885e-05,0.8412647441193565,0.00024483953110731476,6.385137737677746e-05,6.305410290237557e-05,0.006915585870686643,0.0,0.0,0.0022800983692781904,0.00011271059354780056,0.009790170977161452,0.0005052246349506828,0.00010621800605737454,2.564958675801436e-13,5.128233041707942e-10,1.8920489692824099e-07,0.00010655220362265589,0.005299144647523031,3.45438035718328e-07,1.970279620711409e-10,8.196562264210477e-10,6.836426909972694e-13,1.1302473660937558e-08,2.6447771044567576e-07,4.090151509156431e-08,4.093700545865554e-07,9.489626364878446e-12,7.690332489651466e-08,2.4416833473449264e-07,5.177278886283518e-10,1.2533549647953905e-07,1.6476892303742324e-11,2.2275387053995038e-11,3.0750264668165277e-08,3.76,0.0,0.3491132744518291,0.9823705961584366,0.007837627976020346,0.0005307265554449085,0.5975071007731082,0.6184634896239125,0.0007773920339046005,4.945541594599555e-11,0.004341738378843099,0.0008524099732641659,0.0022182042188810054,4.393711264946358e-08,8.608898286769556e-09,1.1027587792554263e-05,4.6213967612527015e-05,0.0006885752643100118,0.0011519242884241178,1.4509618482349794e-10,2.8684987701278634e-09,6.288911603822107e-05,2.6606941274784017e-05,0.008947533044817583,0.006531508410337474,0.00012960210556671817,1.2697800549130684e-05,0.00025598214462163783,1.5634256391877062e-05,0.0013313776782418656,3.641637368573648e-07,0.0008805966293165466,6.077465306328161e-12,1.0196576970235125e-06,1.0852813368883207e-08,0.0007566617516592722,5.502751045632819e-08,8.584517540164354e-13,2.106090531892072e-08,2.6376544324279813e-10,3.296222752743419e-05,8.320876450331808e-07,7.323850931095329e-09,4.375245372677735e-06,2.4897895212042406e-07,3.273316114313632e-11,5.824588656670407e-06,4.780720593791167e-09,2.001906394245683e-07,7.492662130585699e-07,5.512089619531765e-07,1.0784032833120504e-12,2.7180484679371007e-06,9.252319052291616e-05,1.821972966117985e-06,1.8872684588954598e-10,7.689719911133951e-13,2.1792087040217583e-13,3.2088752681022945e-07,2.650297762080726e-13
