Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623)
5.510641719355894e-09,0.7573610200083439,6.6710974657196546e-12,1.3933288137488783e-13,6.631562387478375e-14,6.968870885289913e-14,0.0,0.0,5.702986702758049e-09,2.1413412291592552e-14,6.585130345978097e-14,1.5127769911764961e-12,2.4795061515823198e-17,7.709039751485136e-27,1.3447576822692766e-18,1.0825843265544838e-11,1.2469883619739862e-14,3.097352342804229e-11,1.0155972680817274e-26,1.2549631913100276e-23,1.2008698746790492e-24,6.829532301818962e-24,4.655062727168087e-11,6.56934941301262e-25,2.3563807144626738e-20,5.786825208313003e-29,9.843793931307266e-34,4.027847177821913e-26,4.580305756375609e-31,5.31282965664662e-31,1.7587514540406763e-20,4.253350498091865e-34,8.145834445811984e-34,1.1578190630682517e-34,3.76,0.0,0.9749141980222,0.9992092699384025,1.2238101316218435e-14,9.607024584204863e-18,0.00010915039683912383,0.00010915050863151192,0.0007907243253555012,9.684455124349679e-15,3.0939823586482906e-11,5.6930313973059896e-09,3.3329609758503454e-11,1.7648646516175552e-13,2.4130261886449507e-18,1.5027156245922543e-11,7.937289498149316e-14,1.3782117912711973e-17,5.672249872144323e-12,4.243144356307953e-17,9.533105709481018e-14,8.929449387379016e-12,5.2625289260366875e-12,2.5524137704587738e-14,5.838441183916564e-13,1.9045016163297378e-14,5.43606308543633e-17,1.7620153577670424e-16,2.414802157732453e-14,2.4533615350969826e-19,3.9435900534456095e-20,5.936483096122096e-11,1.6252448968120415e-24,1.6175340332455055e-20,5.062095635847611e-21,5.157784289084068e-21,2.5817042282445736e-15,4.0521446913321842e-25,3.8904349754475056e-13,2.9501835824575068e-18,9.016617853085231e-24,1.3245956145345517e-23,4.2691112156917334e-15,2.338103721561795e-15,1.4657227896224543e-23,2.312016964307738e-27,7.441247569116317e-26,3.56854709902188e-20,6.666469267026116e-13,1.7630492206884324e-20,5.2208959950084206e-21,9.512699766168632e-27,4.91295330449917e-24,3.1611896434113305e-25,5.107751693728629e-20,2.133428544277149e-24,1.760731518978077e-18,5.767572580169804e-18,4.1424083696821024e-22,8.551846926000693e-35
5.811160519864138e-09,0.7573618060209488,7.544498942327462e-12,1.5649122834553804e-13,7.689235376558284e-14,8.129000824858413e-14,0.0,0.0,6.013937253024508e-09,2.3811791586099123e-14,7.620285745417079e-14,1.7717873785354036e-12,2.9120750624376824e-17,8.912818955650533e-27,1.4779411152347561e-18,1.1825641122634421e-11,1.4505644072959026e-14,3.445835168128608e-11,1.3783852735317946e-26,1.541977658223445e-23,1.5222980092619897e-24,8.638136285145799e-24,4.847422319978145e-11,8.136445034330981e-25,2.868479514082703e-20,7.760013725116632e-29,1.3263247900537415e-33,5.267315383977892e-26,6.528780008409607e-31,7.204101543665598e-31,2.065244109012133e-20,5.972688408364205e-34,1.1050105558274108e-33,1.6675353054720776e-34,3.76,0.0,0.9749082456171757,0.9992092693864961,1.4255279995505293e-14,1.1771513480646217e-17,0.0001151024777285825,0.00011510260202949636,0.0007907245624865254,1.0241072808723617e-14,3.441936440403236e-11,6.002877592842445e-09,3.7063885232204034e-11,1.9163512138393216e-13,2.827560145370108e-18,1.6569146757114504e-11,8.830744261975838e-14,1.5608802937730925e-17,6.311234196462978e-12,4.489421930225075e-17,1.024751854249821e-13,9.859265806670717e-12,5.851838606666487e-12,2.903556425260861e-14,6.806742437569286e-13,2.1167577382320807e-14,6.36324342293985e-17,2.0487049381788044e-16,2.6640470552298466e-14,3.0396803497763927e-19,4.7979748306101445e-20,6.260133431978504e-11,1.9413298004787125e-24,1.9542605217064995e-20,5.8171042314252775e-21,6.417079472733302e-21,2.9640352091307254e-15,4.760504374471865e-25,4.289717407515891e-13,3.129160537059519e-18,1.1709115836085424e-23,1.5593902774418458e-23,4.8867654364944745e-15,2.7132313255161046e-15,1.8316482048859174e-23,1.890661886278052e-26,9.390577992124295e-26,4.3756783294103743e-20,7.005724981695121e-13,2.16939905282582e-20,6.037609899946269e-21,1.1100565631753351e-26,5.982193330726098e-24,3.9359432345813236e-25,6.285993450733168e-20,2.722260939578462e-24,2.085206021550741e-18,6.494808361131291e-18,4.998451550599534e-22,1.1822534391774097e-34
6.081627440321559e-09,0.7573625134282177,8.391922883235362e-12,1.7297715792653444e-13,8.727295621904272e-14,9.280043498412121e-14,0.0,0.0,6.293789314625891e-09,2.607909079962866e-14,8.630971216342474e-14,2.0267207185097564e-12,3.342115626540275e-17,1.0086614740550809e-26,1.6017198555932377e-18,1.2746014558347782e-11,1.6513852358008553e-14,3.7753046150545624e-11,1.7906563712013688e-26,1.8398396702239504e-23,1.863167650028371e-24,1.0550910083137553e-23,5.0160873967427015e-11,9.772973765125865e-25,3.395014406165196e-20,9.972343873233762e-29,1.711516231884057e-33,6.628485521316484e-26,8.848164002348796e-31,9.352286808105792e-31,2.3700961233688464e-20,7.984138447937825e-34,1.4339367864117687e-33,2.2796260160392982e-34,3.76,0.0,0.9749028884836813,0.999209268998033,1.6242373397791427e-14,1.401232210193326e-17,0.00012045931906360891,0.00012045945518608196,0.0007907246674722729,1.074202091215449e-14,3.770889721174384e-11,6.281695361627254e-09,4.059422095154686e-11,2.0549791614679763e-13,3.2387972140305206e-18,1.8009479527263528e-11,9.675307977267517e-14,1.737407326685708e-17,6.9156020774821765e-12,4.711090923929282e-17,1.0894297503720989e-13,1.0732654791278242e-11,6.4088328737905265e-12,3.244042226997132e-14,7.76130441353729e-13,2.317274384546086e-14,7.281976067499188e-17,2.3317097204297134e-16,2.8971517258826147e-14,3.6545719669404544e-19,5.675900706903212e-20,6.551410651871984e-11,2.260217275256523e-24,2.2981852976257846e-20,6.55426949526405e-21,7.743232306025014e-21,3.335087048216188e-15,5.465478718463654e-25,4.659069149011254e-13,3.2908067045049094e-18,1.4644484114148537e-23,1.793803411839172e-23,5.481737576818452e-15,3.0819226588714904e-15,2.2215815736075612e-23,2.0049427435068378e-27,1.1467295052424998e-25,5.2090979088143863e-20,7.309085869809459e-13,2.5907372254031484e-20,6.84139528063849e-21,1.2671473655045615e-26,7.083411063507425e-24,4.749643642205383e-25,7.507929010701366e-20,3.3519681820110635e-24,2.4079055970738866e-18,7.180747516668666e-18,5.874145461336034e-22,1.5592402193141414e-34
6.35209436077898e-09,0.7573632208316257,9.298998557478083e-12,1.9047625889286089e-13,9.849674806855928e-14,1.0537637530740764e-13,0.0,0.0,6.573638142184671e-09,2.8449415169289266e-14,9.718138643212712e-14,2.3028618331370488e-12,3.8126605467207386e-17,1.134764919872101e-26,1.7290544197833565e-18,1.3684281179322717e-11,1.8695788510721285e-14,4.119776238426676e-11,2.2998358228737233e-26,2.1787134598502385e-23,2.2580867460921875e-24,1.2761194506680973e-23,5.18063815700726e-11,1.164534249698594e-24,3.9889165219360864e-20,1.267014199613594e-28,2.1832495452439567e-33,8.25815552363905e-26,1.1836729430570578e-30,1.2004588875356997e-30,2.7038609088655674e-20,1.0533216125414951e-33,1.838679178343671e-33,3.0745269498619962e-34,3.76,0.0,0.9748975313795811,0.9992092686558454,1.8398112092660878e-14,1.6556011176106864e-17,0.0001258161305897139,0.0001258162790676321,0.000790724726011779,1.1242963466813244e-14,4.114806188520022e-11,6.560472699531026e-09,4.428512335140066e-11,2.1955870361022724e-13,3.687876376744787e-18,1.9498313326868806e-11,1.0558188007288627e-13,1.9257651882876824e-17,7.547716063238661e-12,4.9327787387552947e-17,1.15441400830671e-13,1.1640350430974135e-11,6.99101534279816e-12,3.608408720781273e-14,8.797521961425929e-13,2.5267654449143572e-14,8.284153076975253e-17,2.6394391262450256e-16,3.1384090652855425e-14,4.361145665462174e-19,6.665625817331757e-20,6.842680214938928e-11,2.6137520028545444e-24,2.6838758485950754e-20,7.348001227024239e-21,9.272923186248688e-21,3.732094831590152e-15,6.237659574794661e-25,5.037173255408202e-13,3.4529910929275602e-18,1.813553332874807e-23,2.051366967248159e-23,6.113713056434668e-15,3.4810972987224912e-15,2.676599010267881e-23,5.24452999386614e-27,1.3887524963304626e-25,6.152465259410184e-20,7.61060297219044e-13,3.069550573073795e-20,7.713424934423465e-21,1.4383473714599054e-26,8.328059672436708e-24,5.6855450419178515e-25,8.896803158081671e-20,4.087488554920563e-24,2.7606470418008303e-18,7.895154212039644e-18,6.857866470071595e-22,2.030582122276309e-34
6.6225612812364e-09,0.7573639282311729,1.0267104479246865e-11,2.0901207842585726e-13,1.1058900214477937e-13,1.190687911527599e-13,0.0,0.0,6.853483753727427e-09,3.092275641455234e-14,1.0883201319930235e-13,2.6006846428981003e-12,4.3255662125686866e-17,1.2697308006809648e-26,1.8598026551253892e-18,1.4638983403132373e-11,2.1058109021932665e-14,4.479250643444519e-11,2.9230129811690975e-26,2.562164333227765e-23,2.7122177658510204e-24,1.5296185312753396e-23,5.341177477942732e-11,1.3775433064714082e-24,4.655320433651844e-20,1.5930487405427447e-28,2.7556972661414434e-33,1.0194075258705269e-25,1.5646591826935821e-30,1.5250143040166577e-30,3.0679341053770685e-20,1.3729081842468552e-33,2.332007875848094e-33,4.095418921606761e-34,3.76,0.0,0.9748921743048748,0.9992092683418178,2.0728223627316466e-14,1.9428184363344666e-17,0.00013117291230736394,0.00013117307367430583,0.0007907247562204136,1.1743901215702343e-14,4.4736857267839965e-11,6.83921061490374e-09,4.8136591754523056e-11,2.338007827802157e-13,4.176426304911796e-18,2.1034450330643763e-11,1.147937576144394e-13,2.1262852981677203e-17,8.207580467224465e-12,5.154485654400468e-17,1.2196601559162708e-13,1.2582043564269667e-11,7.598358838992487e-12,3.997334834052082e-14,9.918165432441408e-13,2.7452189990382075e-14,9.373234276436369e-17,2.972908954653206e-16,3.387661785959808e-14,5.168691971487788e-19,7.775640885321497e-20,7.13394212133601e-11,3.003929439972519e-24,3.1143604637582875e-20,8.200166969128345e-21,1.102765247973271e-20,4.155425267951716e-15,7.0802500227894095e-25,5.42336613050323e-13,3.615714237926594e-18,2.2256202568968766e-23,2.3333299825536748e-23,6.7826019671029855e-15,3.911735888363278e-15,3.204764978872356e-23,3.7564845035573234e-27,1.6690807215814772e-25,7.214267044661881e-20,7.910297072101286e-13,3.61061036747037e-20,8.65675992733865e-21,1.6243166599144748e-26,9.728089884586236e-24,6.755797053566036e-25,1.0466519568154955e-19,4.940339877831622e-24,3.1443034931531023e-18,8.636757850800052e-18,7.957936576451487e-22,2.613945661760651e-34
6.893028201693821e-09,0.7573646356268599,1.129753918445553e-11,2.2860793188195906e-13,1.2357428606621824e-13,1.3392891068076921e-13,0.0,0.0,7.133326167119888e-09,3.349910626217467e-14,1.2127455350626352e-13,2.920626418197116e-12,4.882694484651395e-17,1.413682947064072e-26,1.993826443846134e-18,1.560872563215818e-11,2.360740962676383e-14,4.853728377903964e-11,3.679370295469098e-26,2.993900473156572e-23,3.230868788968204e-24,1.8183645309899128e-23,5.497805601429881e-11,1.6186165024253576e-24,5.3994943139736945e-20,1.9838336221233833e-28,3.444541495669104e-33,1.2477276140622874e-25,2.0456021634946907e-30,1.918918679383906e-30,3.4637274223776226e-20,1.7696569705027267e-33,2.9281018787545135e-33,5.393261563529775e-34,3.76,0.0,0.9748868172595626,0.9992092680456547,2.3238342056865088e-14,2.265540319768693e-17,0.00013652966421702254,0.00013652983900626223,0.0007907247683929464,1.2244834588945216e-14,4.847528222186814e-11,7.1179100933705295e-09,5.2148625483687585e-11,2.482088478520685e-13,4.706071150943737e-18,2.2616722602684385e-11,1.2438862658879482e-13,2.339299139090118e-17,8.895198976858384e-12,5.3762118336291714e-17,1.285130163309734e-13,1.355742784659648e-11,8.230834693492306e-12,4.411493513040222e-14,1.1125945851073274e-12,2.972623209359525e-14,1.0552659603522415e-16,3.333133143494653e-16,3.644758153024675e-14,6.087046468683646e-19,9.01466260195684e-20,7.425196371219893e-11,3.432764724261781e-24,3.5927551212772944e-20,9.112627906545909e-21,1.3030269415404573e-20,4.60540962594204e-15,7.996467294775208e-25,5.817012007369043e-13,3.778976456869249e-18,2.708642470330841e-23,2.640968196847358e-23,7.488255763551701e-15,4.374795700705724e-15,3.8148002791239405e-23,2.5380415610655692e-27,1.9919438961531688e-25,8.403187029540837e-20,8.208188702218908e-13,4.218842020014842e-20,9.674514299816707e-21,1.8257266067080418e-26,1.1295981493350634e-23,7.973212297399061e-25,1.223143696566386e-19,5.922631942005478e-24,3.55967565919406e-18,9.404285933935515e-18,9.182976454686698e-22,3.329280098534966e-34
7.163495122151242e-09,0.7573653430186864,1.239152450940363e-11,2.4928690666716896e-13,1.3747648564368256e-13,1.500082013215986e-13,0.0,0.0,7.413165400070377e-09,3.617845644613764e-14,1.345208474410994e-13,3.2630893509843833e-12,5.485912785025804e-17,1.5667310980776853e-26,2.1309915955154613e-18,1.6592172001893944e-11,2.635022584289859e-14,5.243209933794303e-11,4.590335081990635e-26,3.477772279633026e-23,3.819477420441614e-24,2.1451803593747943e-23,5.650620204339159e-11,1.8901507877783996e-24,6.226834816010222e-20,2.4486904199982496e-28,4.2670497718415636e-33,1.5152177994616457e-25,2.6472612235369183e-30,2.393392569962708e-30,3.892669222847202e-20,2.2577544706909668e-33,3.642624531070143e-33,7.027798399375087e-34,3.76,0.0,0.9748814602436439,0.9992092677580995,2.593401350710138e-14,2.6265178190227995e-17,0.0001418863863191508,0.0001418865750636603,0.0007907247717856505,1.274576391221584e-14,5.236333561845704e-11,7.396572098457646e-09,5.632122386168335e-11,2.62768869201759e-13,5.278430560980349e-18,2.424399133293359e-11,1.3436640124752685e-13,2.565138256090604e-17,9.610574747713602e-12,5.59795739384151e-17,1.3507914784445513e-13,1.456619972260705e-11,8.888412789444087e-12,4.851551778154676e-14,1.2423516386715482e-12,3.208966319226255e-14,1.1825849230542356e-16,3.721123782300176e-16,3.909551788430739e-14,7.126601380732505e-19,1.0391626109876556e-19,7.716442964747242e-11,3.9022918179885374e-24,4.122262585583061e-20,1.0087238917881502e-20,1.530500535069916e-20,5.082345815923645e-15,8.989542182527082e-25,6.217501954116554e-13,3.942777969183063e-18,3.271231775281542e-23,2.975585232757385e-23,8.230473363176986e-15,4.871211104838328e-15,4.516115538761725e-23,4.052990270058239e-27,2.3618554989963666e-25,9.728095228816166e-20,8.504298148268598e-13,4.8993214343197417e-20,1.0769856351115025e-20,2.043260165331789e-26,1.3044752665806119e-23,9.351278117872078e-25,1.4206358899060307e-19,7.047058741846857e-24,4.007493128128131e-18,1.0196471221364425e-17,1.054190537321341e-21,4.198989249227442e-34
7.433962042608662e-09,0.7573660504066525,1.3550208643695745e-11,2.710718659836367e-13,1.523188267757584e-13,1.6735834500379602e-13,0.0,0.0,7.6930014701298e-09,3.8960798707590126e-14,1.4858166152465968e-13,3.6284420177849823e-12,6.137094183525608e-17,1.728971503109294e-26,2.271167745744414e-18,1.758804427923921e-11,2.929303348875734e-14,5.647695749429447e-11,5.67973065868034e-26,4.017771732759619e-23,4.4835952722914186e-24,2.5129259515420774e-23,5.7997164646307275e-11,2.194649342947794e-24,7.142862247158008e-20,2.997803665697034e-28,5.242147111671001e-33,1.826668665237922e-25,3.393660720233374e-30,2.960940946145532e-30,4.356205054494045e-20,2.8532258920685764e-33,4.492795580984197e-33,9.068622146128543e-34,3.76,0.0,0.9748761032571185,0.9992092674729045,2.882070133864673e-14,3.02859602772139e-17,0.00014724307861420667,0.0001472432818466592,0.0007907247726460749,1.3246689384208382e-14,5.6401016335087123e-11,7.675197572171902e-09,6.065438621131482e-11,2.774679894338748e-13,5.895119687196509e-18,2.5915146118020704e-11,1.4472699589192531e-13,2.804134255646872e-17,1.0353710478442392e-11,5.819722407824584e-17,1.4166162601359337e-13,1.560805839967869e-11,9.571061605544443e-12,5.3181707772356233e-14,1.3813473740771702e-12,3.454236651209063e-14,1.3196203681563004e-16,4.1378911246730046e-16,4.1819014881941784e-14,8.29831666227333e-19,1.1915677959351088e-19,8.007681902074722e-11,4.414562746321724e-24,4.7061715401592113e-20,1.112584862410747e-20,1.7877505657659735e-20,5.58650028114338e-15,1.0062718483549616e-24,6.624252937263263e-13,4.107118913432498e-18,3.9226365648895427e-23,3.3385137694963384e-23,9.00900649441614e-15,5.40189400725116e-15,5.318838021197946e-23,4.5380659486837066e-27,2.7836204422285496e-25,1.1198037787676995e-19,8.798645452480807e-13,5.657271565358409e-20,1.194600987287174e-20,2.277612142343447e-26,1.4987969230065794e-23,1.090416802081701e-24,1.640652409454965e-19,8.326890345763674e-24,4.488415949471487e-18,1.10120572723312e-17,1.2043941116913043e-21,5.2481024586733016e-34
7.974895883523504e-09,0.7573674651710046,1.6065921506920226e-11,3.1805010016828915e-13,1.8491370833858342e-13,2.060788029939996e-13,0.0,0.0,8.252664190997709e-09,4.4834426462932566e-14,1.791849149642545e-13,4.429134104307629e-12,7.590867485730172e-17,2.0813512932681287e-26,2.56004991884569e-18,1.9612225451949746e-11,3.5804232025336065e-14,6.50168166228293e-11,8.502351804638768e-26,5.282824235750879e-23,6.061010215491862e-24,3.382755163569062e-23,6.087122693059426e-11,2.9130936658457163e-24,9.263639454354086e-20,4.3941564367723825e-28,7.7346659698886e-33,2.602431775376912e-25,5.436046998715582e-30,4.432448597891872e-30,5.392930976112002e-20,4.440693714497435e-33,6.677318204072149e-33,1.4706268594510057e-33,3.76,0.0,0.9748653893722469,0.999209266902312,3.5188605615030525e-14,3.9678982718880326e-17,0.0001579563737849207,0.00015795660759009602,0.0007907247740514977,1.4248529057790213e-14,6.492525525919181e-11,8.232342590413517e-09,6.98024001167771e-11,3.0723720944706565e-13,7.267925327060292e-18,2.93848086221123e-11,1.665963025502021e-13,3.3229236291631735e-17,1.1923270820235875e-11,6.263310919761197e-17,1.5486633881091558e-13,1.778984658790684e-11,1.101143863259597e-11,6.33370663415698e-14,1.688066427728917e-12,3.9715126549579425e-14,1.6241911851717894e-16,5.061787853454178e-16,4.7487287161876067e-14,1.1084996005570317e-18,1.5442634921063392e-19,8.590136808756702e-11,5.575628802388038e-24,6.050771268667052e-20,1.340242771012055e-20,2.402570768916669e-20,6.6773867074491836e-15,1.2462411222760543e-24,7.45432808625793e-13,4.437419374046484e-18,5.532211630881406e-23,4.1547911114047e-23,1.0673828946920175e-14,6.569601104433592e-15,7.272797799921919e-23,6.1489797649447826e-27,3.8034489128400517e-25,1.4610012706854414e-19,9.38213261432576e-13,7.427183970879961e-20,1.4553933895169575e-20,2.7996120630124554e-26,1.9514818457033516e-23,1.4594638720370433e-24,2.1545639141213372e-19,1.1408658488817221e-23,5.551885007189039e-18,1.2708494584972307e-17,1.5515696172135749e-21,7.99921903979017e-34
8.515829724438345e-09,0.7573688799199174,1.885250074831034e-11,3.6972119806289497e-13,2.2153233745790853e-13,2.5050715235276074e-13,0.0,0.0,8.81231446702039e-09,5.1119923598547494e-14,2.1315068594295016e-13,5.325031837822718e-12,9.259115156082403e-17,2.4713443253976827e-26,2.8595028405535393e-18,2.1672119605095578e-11,4.319163750809293e-14,7.415688630668625e-11,1.2391772248061591e-25,6.823801050339745e-23,8.009224576928706e-24,4.451118524398939e-23,6.3607381600776e-11,3.796149757992287e-24,1.1808283687344057e-19,6.273055572287378e-28,1.1109312981167874e-32,3.62065283949277e-25,8.444627496263006e-30,6.462759505443486e-30,6.585831888185395e-20,6.702425741106041e-33,9.653244539107719e-33,2.310662518797423e-33,3.76,0.0,0.9748546756049464,0.9992092663304318,4.238429240480431e-14,5.108056186792482e-17,0.00016866954973277626,0.00016866981623784585,0.0007907247760522125,1.52503537702926e-14,7.404799008650012e-11,8.789352274810625e-09,7.95926617828072e-11,3.3743365122024685e-13,8.837319881009589e-18,3.301736854675934e-11,1.8999586176373482e-13,3.898321310922222e-17,1.3603894671090876e-11,6.70697745894554e-17,1.681120321853806e-13,2.0100440325761318e-11,1.2551687116853242e-11,7.463274833092309e-14,2.034721282671604e-12,4.524359325919457e-14,1.9716599775215802e-16,6.112869102937956e-16,5.344207050514307e-14,1.4546537858483399e-18,1.9672676718749465e-19,9.172561092519074e-11,6.932713742062155e-24,7.654549262325955e-20,1.595703083359482e-20,3.1709525543234164e-20,7.879637149271671e-15,1.5221735789955929e-24,8.303057123390565e-13,4.7698780853688634e-18,7.624754847107667e-23,5.101089277842055e-23,1.2479970803999e-14,7.884779338679588e-15,9.77299407249996e-23,8.209989654537274e-27,5.095987558312831e-25,1.8714636820618013e-19,9.958805784841141e-13,9.573176956765029e-20,1.7525233253594478e-20,3.39753232439295e-26,2.4996382054858145e-23,1.91721799560746e-24,2.7779039596040726e-19,1.5285284266220498e-23,6.7540439997582316e-18,1.4483917292854232e-17,1.967795126003501e-21,1.1842193514155336e-33
9.056763565353186e-09,0.7573702946533915,2.1916767028832183e-11,4.262603667912013e-13,2.623388382840879e-13,3.0106230483974995e-13,0.0,0.0,9.371952433047024e-09,5.78172242958779e-14,2.505308969969343e-13,6.318010788159259e-12,1.1157033579803996e-16,2.89929156716858e-26,3.1686116165592127e-18,2.375937740869617e-11,5.150495910793124e-14,8.389718439575035e-11,1.764088740005933e-25,8.677670766517454e-23,1.0375243653845569e-23,5.741313929861055e-23,6.621240652629593e-11,4.867801348606356e-24,1.4824945549060373e-19,8.750801057699239e-28,1.5584096750620253e-32,4.933070818342869e-25,1.2768316658102174e-29,9.207798048064027e-30,7.947138518823307e-20,9.84728498506523e-33,1.3621373939945754e-32,3.530893495998546e-33,3.76,0.0,0.9748439619552152,0.9992092657604685,5.044897097115732e-14,6.475130799022506e-17,0.00017938260646134326,0.00017938290779118213,0.000790724775442146,1.6252163495321325e-14,8.37692119264055e-11,9.346233441408233e-09,9.002516579236934e-11,3.6798790603534353e-13,1.0616064027600142e-17,3.680489630596718e-11,2.1492498920900337e-13,4.53298228930543e-17,1.539559267534269e-11,7.150722042237219e-17,1.8138775538871403e-13,2.2537530110915834e-11,1.4191508501384392e-11,8.711958441392245e-14,2.423199339895563e-12,5.112685943360197e-14,2.364677594566708e-16,7.299152019008469e-16,5.967375883507103e-14,1.879215823247776e-18,2.4685917067527395e-19,9.754954754615064e-11,8.502815358881552e-24,9.546821713723367e-20,1.8804226555217438e-20,4.118818983019523e-20,9.194420278101583e-15,1.836705819748724e-24,9.166619721100648e-13,5.104495148059118e-18,1.0298913922761802e-22,6.189239182748354e-23,1.442419878953904e-14,9.353957979287764e-15,1.2928807859396486e-22,1.082851433007875e-26,6.710928197947936e-25,2.3589667970457174e-19,1.052881687385307e-12,1.2141996987216262e-19,2.0887818390048807e-20,4.0773854772010905e-26,3.1561895630640444e-23,2.477605532254421e-24,3.5243373698611975e-19,2.0082777184437633e-23,8.097863013062982e-18,1.6329040880992444e-17,2.461518744781023e-21,1.7089904688341362e-33
9.597697406268028e-09,0.7573717093714284,2.5264625301610915e-11,4.878395778299419e-13,3.074886869831894e-13,3.581645537934874e-13,0.0,0.0,9.93157822151522e-09,6.492626284556977e-14,2.9136436047805315e-13,7.409534336225909e-12,1.329991749023655e-16,3.3653701026224455e-26,3.486513560468999e-18,2.586638942970994e-11,6.079299981515262e-14,9.423772210202959e-11,2.4596561382814884e-25,1.0883606367506934e-22,1.3206502405747217e-23,7.276397556869305e-23,6.869273830809362e-11,6.153863214584294e-24,1.836332433896106e-19,1.1961088585445133e-27,2.1409961959201966e-32,6.597762724982707e-25,1.8848463480375044e-29,1.2853631524515903e-29,9.48939917149249e-20,1.4127751976532792e-32,1.8813917992282112e-32,5.264268434424106e-33,3.76,0.0,0.9748332484230515,0.9992092651916293,5.942296704071455e-14,8.096607270128199e-17,0.00019009554397415038,0.00019009588225137855,0.0007907247730124082,1.7253958272481492e-14,9.408891188209198e-11,9.90299261225758e-09,1.0109990672865306e-10,3.988417032316634e-13,1.2616847725191294e-17,4.073985284005221e-11,2.4138300094932545e-13,5.229562468156793e-17,1.729837266455391e-11,7.594544711021869e-17,1.946854876333858e-13,2.509884817914531e-11,1.5930585626860528e-11,1.0084751565505411e-13,2.8553100137871196e-12,5.736402916096413e-14,2.805864547031555e-16,8.62862550580215e-16,6.617341535790313e-14,2.3941190129843487e-18,3.0565234491646104e-19,1.0337317796297833e-10,1.0303158266521402e-23,1.175819796814263e-19,2.1958487907931902e-20,5.274653495557904e-20,1.0622553922588359e-14,2.192490407668646e-24,1.0041528602957258e-12,5.441270703710135e-18,1.3665142596953777e-22,7.431656269384314e-23,1.650291809513337e-14,1.0983346620551203e-14,1.6863542969900583e-22,1.407922680529936e-26,8.703342236006433e-25,2.9314808101759526e-19,1.1092314211344688e-12,1.5182436005043428e-19,2.4670602803346976e-20,4.845399540794568e-26,3.935032750710703e-23,3.1557632215923118e-24,4.408139095703541e-19,2.5935497142625446e-23,9.585392891598571e-18,1.823504800984861e-17,3.0416654667991592e-21,2.4114874038013105e-33
