Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72)
2.822445262057123e-09,0.7118310797795315,4.813121343394214e-13,6.3905635444665356e-15,5.917294068027735e-16,1.2737910123417322e-15,0.0,0.0,1.348500751685344e-09,1.6363038226644715e-15,7.36362240944048e-19,1.636668197041087e-23,5.941467384160535e-19,2.8434820927878896e-38,2.631780103699384e-27,6.153764899842358e-21,1.4809000991627973e-16,2.4645340646316074e-12,1.802024243520518e-42,1.9106623863270384e-26,5.567477678920502e-41,1.3900802578737747e-42,6.519936113093169e-20,4.599811329753901e-34,1.177968726994193e-22,4.235372410652594e-40,3.366068138553627e-42,3.1907574038538016e-35,4.0008656099081905e-35,5.9998508496986246e-36,2.5300936325947796e-22,2.0877275698545033e-38,4.455777459786874e-40,2.1689975068302027e-38,3.76,0.0,0.8431854618792718,0.99940382773744,6.350387861906008e-18,3.909398080246267e-20,2.2447676143536112e-05,2.2447681616392743e-05,0.0005961709115521697,1.1620664236656952e-15,2.464534948263682e-12,1.3475899920598932e-09,1.1969153192143426e-12,3.419796713682166e-14,1.8974737605385787e-20,1.333977812141666e-12,4.0866868603927075e-15,6.133397518453453e-19,4.9549948577806365e-15,2.2022616298011142e-13,3.828377173812068e-13,3.8189074722151156e-13,1.4864772110193147e-16,1.51685461298272e-14,1.0740569692504e-15,1.2962798616851259e-18
2.872881717847031e-09,0.7118311307387953,4.911706666016178e-13,6.593574804539999e-15,6.139277235203403e-16,1.3217384211299375e-15,0.0,0.0,1.3725953690941866e-09,1.6952981276722356e-15,7.772700608224189e-19,1.7550874927849923e-23,6.270415441322521e-19,3.1035637531248585e-38,2.823425209807578e-27,6.481604120420548e-21,1.5613002124676195e-16,2.554564096056901e-12,2.0063241718481536e-42,2.0505773542208474e-26,6.238484274249092e-41,1.572236927914966e-42,6.744449784783255e-20,5.096363540270357e-34,1.2607208985194404e-22,4.795125545199447e-40,3.812959390000748e-42,3.550122089902108e-35,4.5268523208845624e-35,6.788092380010427e-36,2.6693904758607194e-22,2.3594601347533084e-38,5.047309418978353e-40,2.4570577813106726e-38,3.76,0.0,0.8431850607256388,0.9994037848236585,6.703331655930868e-18,4.195520074544949e-20,2.2848805503797522e-05,2.284881117500842e-05,0.0005962138011476182,1.1853545421100102e-15,2.5545650284626177e-12,1.3716453156579273e-09,1.2400745815988652e-12,3.5290678231817687e-14,2.0008298665722078e-20,1.380490041271425e-12,4.2369640986034316e-15,6.380725794386294e-19,5.0984176659164625e-15,2.2820185363146045e-13,3.9650388196274165e-13,3.9568005571454103e-13,1.5671821900134192e-16,1.598362608059575e-14,1.112758286588981e-15,1.3632051371948232e-18
2.9233181736369396e-09,0.7118311816980348,5.010865464865383e-13,6.799698666440642e-15,6.365734893544843e-16,1.37066142183518e-15,0.0,0.0,1.3966899557323183e-09,1.7553369389783804e-15,8.196630683430313e-19,1.879757092889168e-23,6.611224722381597e-19,3.3822233398792425e-38,3.0252966353926356e-27,6.820605564469289e-21,1.6445438699244163e-16,2.6461913208844917e-12,2.2295796942800078e-42,2.1980261861021267e-26,6.977115344729027e-41,1.774403393397014e-42,6.972404268501278e-20,5.636842652775496e-34,1.3477099787137612e-22,5.417005930763384e-40,4.309697095391515e-42,3.9425475916791394e-35,5.11094943568153e-35,7.66333705861723e-36,2.8136537468903823e-22,2.6607155705541517e-38,5.704815408762746e-40,2.777262435231819e-38,3.76,0.0,0.8431846595721965,0.9994037472620662,7.069403701491611e-18,4.4970344810389786e-20,2.3249934670473926e-05,2.324994054354725e-05,0.000596251338552331,1.208624323306985e-15,2.6461923038214962e-12,1.395699848005395e-09,1.2839982518903866e-12,3.6396189145877786e-14,2.1078656015740403e-20,1.4277445907031557e-12,4.389908148571998e-15,6.63382520467679e-19,5.242918838419977e-15,2.363202396973629e-13,4.104048103748199e-13,4.0971446512683036e-13,1.6507418545661157e-16,1.6826944655618108e-14,1.1521436272857229e-15,1.4323809007072415e-18
2.973754629426848e-09,0.7118312326572502,5.11060429959576e-13,7.008937089880826e-15,6.596691686256891e-16,1.4205657221854138e-15,0.0,0.0,1.4207845117500525e-09,1.8164202464725177e-15,8.635676196480179e-19,2.0108878325641102e-23,6.964101385331735e-19,3.6804269746688433e-38,3.237747123752664e-27,7.170937555415088e-21,1.730679449232629e-16,2.7394155315373937e-12,2.47317410656419e-42,2.3532734297267314e-26,7.788910588984e-41,1.9983678642728577e-42,7.203782707932652e-20,6.2243178412278885e-34,1.439074625350883e-22,6.106640617721716e-40,4.8608200336435596e-42,4.370418071514561e-35,5.758399599561033e-35,8.633423954574909e-36,2.962966808918804e-22,2.994085451995131e-38,6.43430189098583e-40,3.132540134711227e-38,3.76,0.0,0.8431842584189447,0.9994037143847642,7.448866700875478e-18,4.814480803079564e-20,2.3651063643565865e-05,2.3651069722009342e-05,0.0005962841916652713,1.2318774370804537e-15,2.7394165667941358e-12,1.4197535915694632e-09,1.3286863297987885e-12,3.751432752963728e-14,2.2186448368652513e-20,1.4757388205739365e-12,4.545518468544699e-15,6.8927441716514555e-19,5.3884700582653696e-15,2.445813489175231e-13,4.24540254250794e-13,4.2399399640424545e-13,1.7372047982659179e-16,1.7698952442639322e-14,1.19221294215503e-15,1.503843731699708e-18
3.0746275410066647e-09,0.7118313345756085,5.311848227867786e-13,7.436765875491502e-15,7.072202651623083e-16,1.5233413752313528e-15,0.0,0.0,1.4689735324511642e-09,1.9417203096142295e-15,9.560168033923714e-19,2.2933917931634976e-23,7.706880952780274e-19,4.339490981966818e-38,3.695824549398803e-27,7.906262206897872e-21,1.9118196234122417e-16,2.9306541856012984e-12,3.0272890172744224e-42,2.6882437666497914e-26,9.655941921840631e-41,2.519472087115407e-42,7.676744454011313e-20,7.553341060630404e-34,1.6354953496220437e-22,7.713697283526842e-40,6.146012310252468e-42,5.342666353123425e-35,7.26620192332089e-35,1.089227454839197e-35,3.2770750528677737e-22,3.76841797086701e-38,8.135406166285683e-40,3.9610856613335105e-38,3.76,0.0,0.8431834561130129,0.9994036604214306,8.249023641262345e-18,5.49937267777134e-20,2.4453321008998416e-05,2.4453327508703643e-05,0.0005963381066158382,1.2783396752187831e-15,2.93065533098604e-12,1.4678587220932924e-09,1.4203557073057623e-12,3.9787808832755035e-14,2.451689168888669e-20,1.5739358092776414e-12,4.86473601991752e-15,7.428234467803852e-19,5.682613071771629e-15,2.6153184414513955e-13,4.5351369624032903e-13,4.532885059174568e-13,1.919034641251215e-16,1.95308307524826e-14,1.2744032977498492e-15,1.6537767881099768e-18
3.1654131614285e-09,0.7118314263020483,5.495016934976948e-13,7.832484882343618e-15,7.515802520024166e-16,1.6192540864223924e-15,0.0,0.0,1.5123435475849836e-09,2.0580624420972906e-15,1.0446550602167028e-18,2.5719217598216474e-23,8.418719021916173e-19,5.009841899536092e-38,4.1479290128303805e-27,8.608476071901524e-21,2.085220410683073e-16,3.1082289921657924e-12,3.6109981676272476e-42,3.019133359346579e-26,1.164957213544666e-40,3.083594676118381e-42,8.11395258858748e-20,8.944348544106984e-34,1.828670713377474e-22,9.456695942476005e-40,7.54109405218184e-42,6.365479596883472e-35,8.900357321396447e-35,1.3339987424878566e-35,3.5778761824382544e-22,4.6048527469908975e-38,9.981930292032494e-40,4.860549192022535e-38,3.76,0.0,0.8431827340383262,0.9994036227350371,9.01762733027366e-18,6.175860904328274e-20,2.517535197583386e-05,2.517535886666695e-05,0.0005963757494589,1.3201127982988835e-15,3.108230243091114e-12,1.5111506661953761e-09,1.505472418201326e-12,4.1875445797548814e-14,2.6748720852184514e-20,1.6648165155927481e-12,5.161146063777841e-15,7.93056440255446e-19,5.950663807799824e-15,2.772756666487606e-13,4.80389350674718e-13,4.804920814944907e-13,2.093097156972794e-16,2.128212899516078e-14,1.3507133163738009e-15,1.7969047595112278e-18
3.253209615633248e-09,0.7118315150082708,5.674038112536655e-13,8.224805085592749e-15,7.959036869938393e-16,1.7151197840788994e-15,0.0,0.0,1.5542854885395043e-09,2.17379266118757e-15,1.1354215329414827e-18,2.8644332630509664e-23,9.1473404544703e-19,5.733985664402635e-38,4.623189243503003e-27,9.324930032918881e-21,2.262534455459517e-16,3.284876298176146e-12,4.261919568445057e-42,3.367251276046651e-26,1.3900880001209016e-40,3.728383854356515e-42,8.547072470930509e-20,1.0486843897601798e-33,2.0310993252795336e-22,1.145238947084957e-39,9.139628030649571e-42,7.504662438950328e-35,1.0770249629488421e-34,1.6140340220878807e-35,3.885557442892264e-22,5.558911156531555e-38,1.2097708160264347e-39,5.891264997817579e-38,3.76,0.0,0.843182035738931,0.9994035939449927,9.806125215422922e-18,6.887512755752451e-20,2.587360908152638e-05,2.587361636141327e-05,0.0005964044973823698,1.3604783957424308e-15,3.284877657132106e-12,1.5530148039061291e-09,1.5901423146071231e-12,4.393081969596841e-14,2.9031829120824895e-20,1.7549459418341524e-12,5.456007475945738e-15,8.435002554663929e-19,6.212738636694789e-15,2.9294132876718364e-13,5.07099177220341e-13,5.075556536187834e-13,2.2710893625912446e-16,2.307075294160711e-14,1.42661789132801e-15,1.9429060909764513e-18
3.3410060698379957e-09,0.7118316037144199,5.854945588312657e-13,8.62660734660568e-15,8.416413720356193e-16,1.814076926887675e-15,0.0,0.0,1.5962273387814276e-09,2.292687665547405e-15,1.2312909983114743e-18,3.1809362276172603e-23,9.916606107627401e-19,6.53896526497236e-38,5.137920541988396e-27,1.007898980541942e-20,2.4495663728736994e-16,3.466359947939137e-12,5.0078949041792434e-42,3.744579697276048e-26,1.651277859435572e-40,4.484936958534306e-42,8.990239733898588e-20,1.2245473184696082e-33,2.24968551708598e-22,1.3797952881877129e-39,1.1019729687418597e-41,8.80862729400426e-35,1.2966690713611507e-34,1.942920381422912e-35,4.2101821086736107e-22,6.676013862664818e-38,1.4586120795710174e-39,7.103623123600014e-38,3.76,0.0,0.8431813374401134,0.9994035711053451,1.064051785728006e-17,7.658816427095108e-20,2.6571865600637365e-05,2.657187328019939e-05,0.0005964272949038819,1.4008175833180998e-15,3.4663614209550692e-12,1.5948765987512672e-09,1.6771284787581262e-12,4.6021210472599146e-14,3.1441011429673696e-20,1.8472650981933003e-12,5.758940775770845e-15,8.958034610296898e-19,6.47748731570511e-15,3.090399616108558e-13,5.345147191787814e-13,5.353623619032602e-13,2.458838203152631e-16,2.495513156924042e-14,1.5045940405457751e-15,2.096560683065005e-18
3.4288025240427435e-09,0.7118316924204958,6.037773240117527e-13,9.037904836601341e-15,8.88807464890515e-16,1.9161582894052863e-15,0.0,0.0,1.638169098686843e-09,2.414747402039584e-15,1.332402724190302e-18,3.522671787831474e-23,1.0727599238656027e-18,7.431274529882302e-38,5.69421746568733e-27,1.0871508299202223e-20,2.646569171553809e-16,3.652679484091327e-12,5.859743875164448e-42,4.1527006255864215e-26,1.953185091532709e-40,5.3688428501231975e-42,9.443368957710337e-20,1.4243990424871132e-33,2.4852436902379106e-22,1.6542920588221216e-39,1.322146156248369e-41,1.0295872450614421e-34,1.5535761371452523e-34,2.3275409389831072e-35,4.552184171676939e-22,7.978405113155081e-38,1.7500179277486442e-39,8.523486198093406e-38,3.76,0.0,0.8431806391418732,0.9994035529852365,1.152225385031044e-17,8.492995774211582e-20,2.727012153316901e-05,2.72701296230258e-05,0.0005964453728815831,1.4411346967014601e-15,3.652681077358812e-12,1.6367360629318084e-09,1.7664309091241135e-12,4.814580108146398e-14,3.397962640053343e-20,1.9417604486080217e-12,6.069944725271524e-15,9.499916005282378e-19,6.744788815323012e-15,3.2557168366645746e-13,5.626346774077781e-13,5.639122968747742e-13,2.6565978644675724e-16,2.6937581770453382e-14,1.5846415054407153e-15,2.2580604326689552e-18
3.5165989782474914e-09,0.7118317811264987,6.222554789191443e-13,9.458711196047188e-15,9.374163743895601e-16,2.021397225797908e-15,0.0,0.0,1.680110768585246e-09,2.539971817554363e-15,1.438896041540508e-18,3.8909087886071124e-23,1.1581402262843306e-18,8.417734278587191e-38,6.294225367628213e-27,1.1703330940009552e-20,2.853795385301563e-16,3.84383453022028e-12,6.829191310792005e-42,4.593236946531107e-26,2.30093488621101e-40,6.397363730086414e-42,9.906375472746762e-20,1.6508094243011586e-33,2.7386061099178956e-22,1.9742258764895292e-39,1.5789302472464707e-41,1.1986406544969468e-34,1.8528581056680571e-34,2.775529710765488e-35,4.911996407177332e-22,9.490632196822972e-38,2.0898736790457806e-39,1.0179570744257382e-37,3.76,0.0,0.8431799408442107,0.9994035386087992,1.2452796345189922e-17,9.393357428006337e-20,2.7968376879123464e-05,2.7968385389892966e-05,0.0005964597071834157,1.481433398854426e-15,3.843836250093109e-12,1.6785932085175241e-09,1.858049604174878e-12,5.030379345452344e-14,3.6651030372249637e-20,2.038418541009263e-12,6.389018291845027e-15,1.006090218023947e-18,7.0145275847637595e-15,3.4253660803908355e-13,5.914577551548038e-13,5.932055447481726e-13,2.864622066017327e-16,2.9020407496134573e-14,1.6667600276575924e-15,2.427597006677221e-18
3.604395432452239e-09,0.7118318698324285,6.409323801052857e-13,9.889040496889626e-15,9.874827589864787e-16,2.1298276671635186e-15,0.0,0.0,1.7220523487693746e-09,2.6683608590062318e-15,1.5509103464778622e-18,4.286943542343825e-23,1.2479096771340716e-18,9.50549921070174e-38,6.940140151111018e-27,1.2575295742667289e-20,3.07149707396602e-16,4.039824776488358e-12,7.928917607889572e-42,5.0678523654740756e-26,2.70015349274366e-40,7.589563311487095e-42,1.0379175353046492e-19,1.9065537250380687e-33,3.010622759857241e-22,2.345679580257502e-39,1.8772499570521563e-41,1.3901828056199725e-34,2.2001706051490166e-34,3.295330718311303e-35,5.290050385380556e-22,1.1239710741869913e-37,2.4846954138356118e-39,1.2103675081297807e-37,3.76,0.0,0.8431792425471256,0.9994035272007804,1.3433623303986154e-17,1.0363290638939004e-19,2.8666631638502776e-05,2.866664058080137e-05,0.0005964710730618746,1.5217167744104738e-15,4.0398266294824916e-12,1.7204480474576345e-09,1.951984562380225e-12,5.249440806113823e-14,3.94585774022612e-20,2.137226006796019e-12,6.7161606117298865e-15,1.064124858049753e-18,7.286593303465538e-15,3.5993484269633904e-13,6.209826580526798e-13,6.232421874551203e-13,3.0831640618319256e-16,3.120589983488536e-14,1.7509493490830264e-15,2.6053618422455603e-18
3.692191886656987e-09,0.7118319585382851,6.598113686343987e-13,1.0328907212104578e-14,1.0390215253171024e-15,2.2414841188689047e-15,0.0,0.0,1.7639938395025792e-09,2.7999144733314777e-15,1.6685851019024255e-18,4.712099588302173e-23,1.3421763545531406e-18,1.0702064717718718e-37,7.634208025259191e-27,1.3488233383583891e-20,3.299925824315716e-16,4.240649968125138e-12,9.172610817188975e-42,5.578251344501029e-26,3.1570041092056427e-40,8.96644129299267e-42,1.0861685409857333e-19,2.194623932164558e-33,3.3021611980146167e-22,2.775367534741602e-39,2.222543903604761e-41,1.6065406897676227e-34,2.601754844973718e-34,3.89626016161993e-35,5.686776481435e-22,1.3255297057363136e-37,2.9416789867753886e-39,1.43309193285112e-37,3.76,0.0,0.8431785442506181,0.9994035181458231,1.4466227753800887e-17,1.1406267121829764e-19,2.9364885811308946e-05,2.9364895195751483e-05,0.000596480085874218,1.5619874148396861e-15,4.24065196091867e-12,1.7623005915890102e-09,2.048235782209971e-12,5.4716883478237444e-14,4.2405619268149564e-20,2.238169560314412e-12,7.051370960783624e-15,1.1241210656020014e-18,7.560880644536626e-15,3.7776649070069744e-13,6.512080941151974e-13,6.540223026729232e-13,3.3124766413626824e-16,3.349633709171821e-14,1.837209211854174e-15,2.7915461470672796e-18
3.779988340861735e-09,0.7118320472440683,6.788957701671285e-13,1.0778326190185602e-14,1.0920478267644594e-15,2.3564016579009657e-15,0.0,0.0,1.8059352410246025e-09,2.9346326074862695e-15,1.792059838826698e-18,5.167727454356884e-23,1.4410482568908339e-18,1.2015273621070415e-37,8.378725261444211e-27,1.444296727263953e-20,3.539332750909186e-16,4.4463098958593825e-12,1.057502035071553e-41,6.1261790394289e-26,3.678224483925751e-40,1.0551074056273466e-41,1.135382318524172e-19,2.518240471722313e-33,3.6141064131116888e-22,3.270683174457466e-39,2.620803525409194e-41,1.8502168028669492e-34,3.064481577582248e-34,4.588571628842334e-35,6.102603884338541e-22,1.5569867329998975e-37,3.468751481626403e-39,1.6899997424337123e-37,3.76,0.0,0.8431778459546881,0.9994035109565105,1.5552118038933083e-17,1.2525840900952958e-19,3.0063139397543926e-05,3.0063149234743788e-05,0.0005964872330369093,1.6022474919582084e-15,4.446312035292496e-12,1.8041508526427834e-09,2.146803262133948e-12,5.697047597052395e-14,4.5495505469186805e-20,2.341235998340495e-12,7.394648730192643e-15,1.1861043861330909e-18,7.837289049042399e-15,3.9603165043121134e-13,6.82132773732749e-13,6.855459638532891e-13,3.552812130350261e-16,3.5893984866259805e-14,1.9255393583660303e-15,2.9863408996443647e-18
3.867784795066483e-09,0.7118321359497786,6.981888950441054e-13,1.1237312633244295e-14,1.1465770620299082e-15,2.4746159302318875e-15,0.0,0.0,1.8478765535563726e-09,3.0725152084450705e-15,1.9214741574841834e-18,5.655204421037622e-23,1.5446333037146952e-18,1.345332283978235e-37,9.17603795055528e-27,1.544031362448944e-20,3.7899684969639147e-16,4.6568043877713676e-12,1.2152012296052433e-41,6.71342123691081e-26,4.271166233232344e-40,1.2368761549998905e-41,1.1855506945734183e-19,2.880864302911679e-33,3.9473606820111974e-22,3.839748785150864e-39,3.0786138468121746e-41,2.123897702784348e-34,3.595897120219799e-34,5.38352433503645e-35,6.5379606050407e-22,1.8218903545455371e-37,4.074625106160097e-39,1.985344115406618e-37,3.76,0.0,0.8431771476593357,0.9994035052468913,1.6692818071610607e-17,1.3725648155410223e-19,3.076139239720964e-05,3.0761402697778754e-05,0.0005964929005014628,1.642498820754937e-15,4.656806680846311e-12,1.8459988422499487e-09,2.2476870006219958e-12,5.925445908015786e-14,4.8731583227882815e-20,2.4464121995665137e-12,7.745993405788581e-15,1.2501003655442874e-18,8.115722510208622e-15,4.1473041579548395e-13,7.137554096679685e-13,7.178132402509906e-13,3.804422391689153e-16,3.840109613047713e-14,2.015939531277718e-15,3.189936849558854e-18
3.95558124927123e-09,0.7118322246554157,7.17694038369018e-13,1.1705882078495142e-14,1.2026248737104896e-15,2.596163148198225e-15,0.0,0.0,1.889817777303914e-09,3.2135622231993186e-15,2.0569677282431056e-18,6.175934287855212e-23,1.653039336657533e-18,1.502476998813911e-37,1.0028541761117394e-26,1.6481081529282378e-20,4.05208323522372e-16,4.872133302474115e-12,1.3920626374469653e-41,7.341804291637042e-26,4.943835928009455e-40,1.444718050158021e-41,1.2366655676050954e-19,3.286209404484739e-33,4.3028434279439585e-22,4.4914675825955234e-39,3.6031961415777456e-41,2.430462764032848e-34,4.204271491762813e-34,6.293454469428854e-35,6.993273483829119e-22,2.124108623021846e-37,4.768853594310735e-39,2.3237896520564196e-37,3.76,0.0,0.8431764493645608,0.9994035007108568,1.7889867581286806e-17,1.500940706478464e-19,3.1459644810307963e-05,3.145965558485687e-05,0.0005964973943765621,1.6827429139947331e-15,4.8721357563551594e-12,1.8878445719460812e-09,2.35088699614397e-12,6.156812322578143e-14,5.2117197491531316e-20,2.5536851240905814e-12,8.105404550743393e-15,1.3161345501787078e-18,8.396089367201293e-15,4.338628764322326e-13,7.460747170513765e-13,7.508241969524156e-13,4.067558826288777e-16,4.101991130592631e-14,2.1084094735178447e-15,3.4025245177443878e-18
4.043377703475978e-09,0.7118323133609797,7.374144800911956e-13,1.2184050382961483e-14,1.2602071468826942e-15,2.721080087894089e-15,0.0,0.0,1.93175891246139e-09,3.357773598756415e-15,2.1986802923372678e-18,6.731347141937295e-23,1.7663741201140523e-18,1.6738539902964296e-37,1.0938681698270182e-26,1.7566073022788858e-20,4.3259266688245346e-16,5.092296523558296e-12,1.5899134595646744e-41,8.013195063633531e-26,5.7049380161102e-40,1.6816544150858168e-41,1.2887189072852232e-19,3.73825566592815e-33,4.68149107959859e-22,5.2355781680847066e-39,4.202452561165268e-41,2.7729931330813874e-34,4.898648737098172e-34,7.331849756066735e-35,7.4689681970430585e-22,2.467849417119901e-37,5.561891203132143e-39,2.7104412892649985e-37,3.76,0.0,0.8431757510703637,0.9994034971053557,1.9144822362483304e-17,1.6380917655080274e-19,3.2157896636840754e-05,3.21579078959786e-05,0.0005965009577132504,1.7229810299265476e-15,5.092299145571705e-12,1.92968805317516e-09,2.4564032471697367e-12,6.391077531087594e-14,5.565569093375488e-20,2.6630418129098064e-12,8.47288179147962e-15,1.3842324868144608e-18,8.67830210831519e-15,4.534291179046106e-13,7.790894133770376e-13,7.845788949040118e-13,4.3424723739312987e-16,4.375265834051824e-14,2.202948928288947e-15,3.624294196757908e-18
4.131174157680726e-09,0.7118324020664707,7.573534850876953e-13,1.2671833710874325e-14,1.3193400076928714e-15,2.8494040865784225e-15,0.0,0.0,1.9736999592134184e-09,3.505149282138929e-15,2.3467516624443368e-18,7.322899128963517e-23,1.8847453418119812e-18,1.860393110119715e-37,1.1908951863608046e-26,1.86960831559429e-20,4.611748032158578e-16,5.317293955093994e-12,1.8107101643745302e-41,8.729500855658042e-26,6.563919629712808e-40,1.9509768631422568e-41,1.3417027538557054e-19,4.241262192158856e-33,5.084256931078625e-22,6.082711415207353e-39,4.885012773886516e-41,3.154780884849107e-34,5.688899488795529e-34,8.513427298970534e-35,7.965469263222781e-22,2.8576811177684304e-37,6.465154365391932e-39,3.1508745234991996e-37,3.76,0.0,0.843175052776744,0.9994034942375661,2.0459254521180045e-17,1.784406164494765e-19,3.285614787680983e-05,3.2856159631144436e-05,0.0005965037833337745,1.7632142133384563e-15,5.317296752727987e-12,1.97152929729267e-09,2.5642357521691704e-12,6.62817383412814e-14,5.935040395604894e-20,2.7744693874168207e-12,8.848424806267534e-15,1.4544197226579346e-18,8.962277183200324e-15,4.734292218846525e-13,8.127982184982229e-13,8.190773909406032e-13,4.62941351412643e-16,4.660155278480285e-14,2.299557639071198e-15,3.8554359510514286e-18
4.218970611885474e-09,0.7118324907718884,7.775143032449052e-13,1.3169248523131723e-14,1.3800398219544793e-15,2.9811730400962427e-15,0.0,0.0,2.015640917736924e-09,3.655689220383965e-15,2.501321723149699e-18,7.952072226362972e-23,2.0082606132889563e-18,2.063062216931146e-37,1.2941895215872761e-26,1.987190006380753e-20,4.909796091736963e-16,5.547125517941856e-12,2.056544701522324e-41,9.49266935069331e-26,7.53101731213683e-40,2.256264606841601e-41,1.3956092175210025e-19,4.799781027019267e-33,5.512111002722923e-22,7.044449822414708e-39,5.660282644626316e-41,3.5793383788268793e-34,6.585775797252121e-34,9.854214755346785e-35,8.483200048831914e-22,3.2985539877043232e-37,7.491086036842104e-39,3.6511669616700137e-37,3.76,0.0,0.8431743544837018,0.9994034919547218,2.1834752719769755e-17,1.9402802292192583e-19,3.3554398530217024e-05,3.3554410790354834e-05,0.0005965060240043084,1.8034433303263172e-15,5.547128498846576e-12,2.0133683155682082e-09,2.6743845096121577e-12,6.868035105158683e-14,6.320467468932468e-20,2.8879550488995975e-12,9.232033315876778e-15,1.5267218053371851e-18,9.247934823604731e-15,4.938632663293518e-13,8.471998546230837e-13,8.54319737813571e-13,4.928632266963629e-16,4.9568797867778266e-14,2.3982353496255243e-15,4.09613961724379e-18
4.306767066090222e-09,0.7118325794772329,7.979001695396617e-13,1.3676311568359991e-14,1.4423231937522965e-15,3.1164254003136808e-15,0.0,0.0,2.057581788202635e-09,3.809393360542636e-15,2.662530431322019e-18,8.620374018743214e-23,2.1370274702966655e-18,2.282867808593737e-37,1.4040103332491635e-26,2.1094305033973054e-20,5.220319147050693e-16,5.781791146693369e-12,2.329650893288306e-41,1.0304688549536417e-25,8.617305701821417e-40,2.6014024470585625e-41,1.4504304778399276e-19,5.418671301673078e-33,5.966039902785234e-22,8.133389369507662e-39,6.538494987812499e-41,4.050407813721894e-34,7.600968263786924e-34,1.1371634885252678e-34,9.022582773647035e-22,3.7958222549070755e-37,8.653222781162555e-39,4.217931221531246e-37,3.76,0.0,0.8431736561912372,0.9994034901357887,2.3272922420591084e-17,2.1061184240566564e-19,3.4252648597064115e-05,3.4252661373610293e-05,0.0005965078007588211,1.84366909760839e-15,5.781794318680849e-12,2.0552051191877464e-09,2.786849517968598e-12,7.110596754013097e-14,6.722183899545078e-20,3.0034860780444753e-12,9.623707075823602e-15,1.6011642828954203e-18,9.53519887217298e-15,5.147313256488277e-13,8.822930463103299e-13,8.903059842188872e-13,5.240378193961898e-16,5.26565845722311e-14,2.498981803996286e-15,4.346594804392349e-18
4.482359974499717e-09,0.7118327568877025,8.393599123835126e-13,1.4719450748464178e-14,1.5717082093457004e-15,3.3975369131600728e-15,0.0,0.0,2.1414632656190472e-09,4.126294034873128e-15,3.0054239805190472e-18,1.0080520736614838e-22,2.4107457068360294e-18,2.7781113644038273e-37,1.6442921839272214e-26,2.3681970479203554e-20,5.879781112898663e-16,6.265624394974922e-12,2.9673629909488526e-41,1.2083432277368605e-25,1.119625511192643e-39,3.4284101812546377e-41,1.5627864498453778e-19,6.858627207285934e-33,6.956150739082265e-22,1.0748719018913855e-38,8.649138048497413e-41,5.148259738493865e-34,1.0038122310960756e-33,1.501358023924418e-34,1.01679872162651e-21,4.98312098737257e-37,1.1446155274183932e-38,5.580211441993984e-37,3.76,0.0,0.8431722596080405,0.9994034875288612,2.634378362560742e-17,2.4693456628884615e-19,3.5649146971085154e-05,3.564916081225825e-05,0.0005965103233146867,1.92411283610252e-15,6.265627973211439e-12,2.1388721267954033e-09,3.018728281301477e-12,7.60357029544215e-14,7.575818043775813e-20,3.2406337561063437e-12,1.0431249507173491e-14,1.756572616859072e-18,1.0114258664516404e-14,5.577697697556432e-13,9.545490063337729e-13,9.645103503001511e-13,5.902447528742956e-16,5.920248599321785e-14,2.7066799217946487e-15,4.877517041609049e-18
4.657952882909213e-09,0.7118329342978796,8.817582982945753e-13,1.5801390732138725e-14,1.7076325999946032e-15,3.693057263886701e-15,0.0,0.0,2.2253443927446775e-09,4.4558508818052686e-15,3.376553420443381e-18,1.171590371166404e-22,2.7067588333946454e-18,3.354972148986415e-37,1.9139103369906863e-26,2.646519540595046e-20,6.592111017845501e-16,6.7687933652470254e-12,3.744809182464387e-41,1.4082440036423476e-25,1.4408107947660926e-39,4.4699188260075057e-41,1.6787094706454657e-19,8.606710615387961e-33,8.0628088634022635e-22,1.4052254991744488e-38,1.131741013308271e-40,6.483246934808011e-34,1.3114981693663535e-33,1.960998472117431e-34,1.1405037603261745e-21,6.471375310895577e-37,1.4976848029161892e-38,7.3026564723905704e-37,3.76,0.0,0.843170863027154,0.9994034858624856,2.9685026996999314e-17,2.877485787500379e-19,3.704564299888707e-05,3.704565794709213e-05,0.0005965119052995565,2.0045490220604128e-15,6.768797382922607e-12,2.2225304079988554e-09,3.259872029927192e-12,8.106607131184706e-14,8.498606985559612e-20,3.4858122363794107e-12,1.1271050621427975e-14,1.9208491169548794e-18,1.0698913497028263e-14,6.025450844640875e-13,1.0295559418857786e-12,1.0416907986994716e-12,6.617608871363995e-16,6.62565428187463e-14,2.922649950569979e-15,5.449714994246958e-18
