Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66)
2.994698980308443e-09,0.5314655561207492,5.060724780702207e-16,7.748290914752049e-19,7.728903735718799e-19,6.737334666316366e-19,0.0,0.0,1.0443085176690844e-11,9.40096297573252e-19,6.329224704850363e-19,7.3637353864936435e-19,9.186927330928807e-24,1.4841496449706785e-42,5.637423774429452e-29,1.558467617714146e-16,3.1298242607434764e-23,1.0609402464885066e-15,4.6611437975388865e-39,5.498055407643949e-37,6.089351308727811e-35,3.214527255968322e-34,7.692160151346266e-16,2.4017593070780962e-34,6.919581896108768e-30,8.603320816637194e-39,8.198659180123072e-49,7.60026551047578e-37,6.594159628187324e-48,1.5166282858987442e-44,1.539356825155946e-28,6.879809057347112e-47,4.5887025692723146e-45,3.2809360877488953e-49,3.76,0.0,0.5015565648857517,0.9999119220655106,1.0642646406900453e-19,1.2379181694475198e-27,6.213244535743056e-08,6.213244642812827e-08,8.807792404490192e-05,1.4033605035466956e-19,1.0606200770231583e-15,1.0441894719983225e-11,2.376736049987612e-18,1.0336198230183047e-15,1.0155425673545662e-28,5.946628852839831e-16,9.802053296395758e-20,3.1012609101392564e-23,5.927450431842004e-19,4.499864375518048e-24,1.0262874110644867e-20,4.4376844623137785e-18,7.270951010996803e-17,5.383151035002256e-22,4.435050661197186e-19,3.189100237855518e-20,2.6538628084670737e-24,2.6934425432683614e-22,7.609892550019889e-21,2.2111357744314343e-28,7.226045099410185e-26,9.26751744557922e-16,2.4460694485532986e-30,1.9335937583064042e-29,6.2162711866379406e-30,2.54051828457729e-30,4.8049260375901685e-21,8.348744063224197e-31,6.125541578972034e-27,9.759584909495971e-26,2.6091699238722216e-46,6.984806894153188e-34,5.426780092083055e-19,1.3755352584884592e-23
3.0888230836199427e-09,0.5314655563180036,5.222477844388061e-16,8.30511347412949e-19,8.38063812888639e-19,7.278744791748693e-19,0.0,0.0,1.077131010382146e-11,1.0001191685769588e-18,6.923183195525769e-19,8.054776197206208e-19,1.0089125779877492e-23,1.6193695598083004e-42,5.96968992839066e-29,1.6510758329289295e-16,3.433948047264797e-23,1.129261740255702e-15,5.401171159856168e-39,6.2195928683890724e-37,7.060836964643862e-35,3.724954189679044e-34,7.889246904925412e-16,2.7208537077822563e-34,7.69306188960924e-30,1.0293831748198772e-38,9.851176960105892e-49,8.848295723432364e-37,8.182322181748804e-48,1.8193352771754726e-44,1.6897858199671817e-28,8.264993256851143e-47,5.5113997532259265e-45,4.078625260156954e-49,3.76,0.0,0.501556562932586,0.9999119167764854,1.164688562971164e-19,1.4009244927811032e-27,6.408528277620818e-08,6.408528391583634e-08,8.808321274170265e-05,1.4529840226345356e-19,1.1289115252971913e-15,1.077002990569048e-11,2.5284866904430204e-18,1.0973729240782351e-15,1.114314242312534e-28,6.323796295877371e-16,1.0437032746123636e-19,3.338517236755253e-23,6.306664550113231e-19,4.654367473902762e-24,1.0842185675298223e-20,4.7203413700821724e-18,7.735634739034363e-17,5.738859844726086e-22,4.865231907924428e-19,3.391808140183197e-20,2.9086669380496755e-24,2.9539100363097814e-22,8.095128093730731e-21,2.5132148306208314e-28,8.17263048301579e-26,9.558797552339946e-16,2.744789164213633e-30,2.1405563062969653e-29,6.665299994384408e-30,2.88761863801802e-30,5.2687667078603324e-21,9.220437941203002e-31,6.799698374670494e-27,1.0104994300114302e-25,3.1442262798121666e-46,7.664247477347489e-34,5.948262987094621e-19,1.509112673466157e-23
3.1735347766002927e-09,0.5314655564955327,5.368216395471528e-16,8.827193093102878e-19,8.996035624125392e-19,7.788514163934795e-19,0.0,0.0,1.1066712525468443e-11,1.0557277483202663e-18,7.487391449377054e-19,8.711204095892534e-19,1.0949752311607092e-23,1.7474009930909975e-42,6.275486259197214e-29,1.7363639772828045e-16,3.7239442787580814e-23,1.1925604260247038e-15,6.142721161634024e-39,6.92750725133047e-37,8.035058962705004e-35,4.236432593651492e-34,8.064605098654393e-16,3.0342142602530097e-34,8.441063082579096e-30,1.204001121827357e-38,1.1565320704083002e-48,1.010504198323406e-36,9.881375365114032e-48,2.1329042807970576e-44,1.8332049966826193e-28,9.7014970761519e-47,6.46803756765332e-45,4.9331836888058655e-49,3.76,0.0,0.5015565611747368,0.999911913055642,1.2601406406878113e-19,1.5609272284344617e-27,6.584283644478542e-08,6.584283764827555e-08,8.808693328974739e-05,1.4976097897490842e-19,1.1921816705222804e-15,1.1065348958040913e-11,2.669077145058259e-18,1.156266212351538e-15,1.2085074667575545e-28,6.673028367272267e-16,1.1025329831076551e-19,3.561432629202372e-23,6.658042576790381e-19,4.793367317944986e-24,1.1373627866516136e-20,4.982157160737802e-18,8.166179394856104e-17,6.069299282681823e-22,5.275347944584942e-19,3.5795365583774875e-20,3.151454247520149e-24,3.202191439003796e-22,8.544627168191964e-21,2.81189125441036e-28,9.101257132964397e-26,9.820949639188855e-16,3.0352177982978756e-30,2.3392900579170031e-29,7.083711115262579e-30,3.230811997509049e-30,5.710736830926883e-21,1.0055375513086437e-30,7.44806566063379e-27,1.0416000732967248e-25,3.701364461627898e-46,8.312203962663572e-34,6.444904952424056e-19,1.6364761587202493e-23
3.2582464695806428e-09,0.5314655566730617,5.514108719802783e-16,9.369433541271503e-19,9.639275183577023e-19,8.319971439844346e-19,0.0,0.0,1.136211493532879e-11,1.1128407442545405e-18,8.080316250782154e-19,9.401042243224103e-19,1.1857765000035215e-23,1.8815358654085246e-42,6.5875912354044e-29,1.823467297157638e-16,4.0298043398800336e-23,1.257573113957267e-15,6.961307115820349e-39,7.694029554790522e-37,9.111259120658833e-35,4.801045344028415e-34,8.23807146303042e-16,3.373797071935602e-34,9.24041563950357e-30,1.402241911275972e-38,1.3519054509820559e-48,1.1498758047124858e-36,1.1874189752641483e-47,2.489858735634893e-44,1.9844428064340538e-28,1.1338412428528303e-46,7.557871710330253e-45,5.936714804512229e-49,3.76,0.0,0.5015565594168876,0.9999119101080977,1.3605090457937906e-19,1.734252625711066e-27,6.760039010547822e-08,6.760039137455874e-08,8.8089880538503e-05,1.542207394898794e-19,1.2571643653079053e-15,1.1360665542842322e-11,2.813471168483797e-18,1.2165867719797848e-15,1.3078632202192855e-28,7.031516680890932e-16,1.162955524372893e-19,3.7934040570780306e-23,7.018977206134764e-19,4.932325804290959e-24,1.1914392487362212e-20,5.251003932463817e-18,8.608406280659102e-17,6.409543604317799e-22,5.707816964645269e-19,3.772274011907904e-20,3.407350157813736e-24,3.463971092388438e-22,9.006237632915295e-21,3.1377051466603287e-28,1.0106689184844831e-25,1.0083101717288111e-15,3.347015507753796e-30,2.550235652197209e-29,7.515722358703543e-30,3.605190427351477e-30,6.17656095464364e-21,1.0939546934572931e-30,8.137194967951064e-27,1.0727174513371741e-25,4.33872940104853e-46,8.995684176572749e-34,6.968099510844556e-19,1.7707980664647825e-23
3.342958162560993e-09,0.5314655568505907,5.660156192449677e-16,9.932143027296883e-19,1.0310854808562086e-18,8.87347078908737e-19,0.0,0.0,1.1657517333647696e-11,1.171458155493507e-18,8.70255859103815e-19,1.0124989861475718e-18,1.2814415275143216e-23,2.0218708833322615e-42,6.905916731613385e-29,1.9123634560672882e-16,4.35194859287499e-23,1.3242997218188414e-15,7.862440427887608e-39,8.522286124477497e-37,1.0296831855845666e-34,5.422591735920897e-34,8.409666730318665e-16,3.7410123762966887e-34,1.009329462672407e-29,1.6265239708900304e-38,1.573806494066139e-48,1.3040050807550842e-36,1.4201889038328566e-47,2.8947961790402886e-44,2.1436997267668146e-28,1.3197157267253996e-46,8.795089616964306e-45,7.110225599941588e-49,3.76,0.0,0.5015565576590384,0.9999119077738767,1.4659013005545959e-19,1.9216195628393802e-27,6.935794375828668e-08,6.935794509468586e-08,8.809221446397827e-05,1.586781248015322e-19,1.3238594970198386e-15,1.1655979669263974e-11,2.9616687607043622e-18,1.2783264899097273e-15,1.4125190866729038e-28,7.39925129720684e-16,1.224970723984856e-19,4.03459088450305e-23,7.389470408344615e-19,5.071249989628701e-24,1.246428166000295e-20,5.5268789629914485e-18,9.062317167949024e-17,6.759636744374115e-22,6.16322479518188e-19,3.970016857569779e-20,3.676695351606297e-24,3.7396027093922483e-22,9.479956894659507e-21,3.4924070940371505e-28,1.1193028960340967e-25,1.0345253786637713e-15,3.6810829064001844e-30,2.7737811468956217e-29,7.961398141344191e-30,4.012765913684393e-30,6.666845652273838e-21,1.187437377562887e-30,8.868365706313049e-27,1.1038545221285239e-25,5.0653600129137756e-46,9.71563570103933e-34,7.518502007101396e-19,1.9122620812714697e-23
3.427669855541343e-09,0.5314655570281199,5.806360173353672e-16,1.0515626082913475e-18,1.1011266206498292e-18,9.449362134068302e-19,0.0,0.0,1.1952919720628859e-11,1.2315799811520139e-18,9.354712063438483e-19,1.0883737565689436e-18,1.3820953771276347e-23,2.168500004272604e-42,7.230375676175808e-29,2.0030303646966652e-16,4.690797239837095e-23,1.3927401867171305e-15,8.851849287340116e-39,9.415482235191529e-37,1.1599472065186396e-34,6.105019975116846e-34,8.579411405360775e-16,4.137306106672718e-34,1.1001915847666845e-29,1.8794364182289027e-38,1.82499958268147e-48,1.4740025695759879e-36,1.6910083793202796e-47,3.35265902614675e-44,2.311175825164218e-28,1.53007719321566e-46,1.0194946542687138e-44,8.477028924404492e-49,3.76,0.0,0.5015565559011892,0.9999119059257319,1.5764238645364636e-19,2.12376571413375e-27,7.111549740321089e-08,7.111549880865693e-08,8.809406231323572e-05,1.631335114464315e-19,1.392266972740334e-15,1.1951291346386686e-11,3.1136699217046806e-18,1.3414772991636473e-15,1.522612638650997e-28,7.776222289513966e-16,1.2885784390318396e-19,4.2851524737937336e-23,7.769524111821985e-19,5.210145787677307e-24,1.3023101704433651e-20,5.809779532360503e-18,9.527913825573114e-17,7.119622636969274e-22,6.642156708004292e-19,4.1727614548159525e-20,3.959830213859962e-24,4.0294397337280253e-22,9.965782361209533e-21,3.8778167477744557e-28,1.236448354560847e-25,1.0607405847237662e-15,4.038329526446859e-30,3.010316348742718e-29,8.42080289873354e-30,4.455629844415419e-30,7.182195974139773e-21,1.2861277725758429e-30,9.642857303367815e-27,1.1350137781652926e-25,5.891047994013776e-46,1.0473006084476157e-33,8.09676512513182e-19,2.0610517816723534e-23
3.512381548521693e-09,0.5314655572056489,5.952722007492603e-16,1.1120183598800941e-18,1.1740994859626472e-18,1.004799119620462e-18,0.0,0.0,1.2248322096442854e-11,1.2932062203458504e-18,1.0037362943773811e-18,1.1677967457333463e-18,1.4878630340232203e-23,2.321514481297903e-42,7.560882039577683e-29,2.0954461782342085e-16,5.046770322774121e-23,1.4628944622991885e-15,9.935479439652981e-39,1.0376901923115085e-36,1.3027176871474018e-34,6.852427629037813e-34,8.747325768027504e-16,4.564159825526128e-34,1.1968535771381464e-29,2.1637455517640288e-38,2.10845368464806e-48,1.661029472284045e-36,2.0049222918776566e-47,3.868749725784657e-44,2.4870707633545077e-28,1.7673991630707607e-46,1.177381249853627e-44,1.0062924877363427e-48,3.76,0.0,0.50155655414334,0.9999119044625335,1.6921821459312502e-19,2.3414475429509875e-27,7.287305104025093e-08,7.287305251647196e-08,8.809552521603336e-05,1.6758722076515959e-19,1.4623867164611507e-15,1.224660058321146e-11,3.26947465146948e-18,1.4060311785826937e-15,1.6382814372445024e-28,8.16241974390318e-16,1.3537785536274678e-19,4.5452481854760805e-23,8.15914020404425e-19,5.349018164625357e-24,1.3590663050946122e-20,6.099702922915407e-18,1.000519801972082e-16,7.489545213324995e-22,7.145197420275635e-19,4.38050416575738e-20,4.257094832043798e-24,4.333835339812653e-22,1.046371144137777e-20,4.2958238201550845e-28,1.3625364647615127e-25,1.0869557899087958e-15,4.4196734609184814e-30,3.2602328134869916e-29,8.894001083287297e-30,4.9359541563426984e-30,7.723215450970582e-21,1.3901680590349002e-30,1.0461949153810419e-26,1.166197321779819e-25,6.826378922571122e-46,1.1268742841816422e-33,8.703538896553458e-19,2.2173506402315514e-23
3.597093241502043e-09,0.531465557383178,6.099243025044922e-16,1.1746112860613933e-18,1.2500520094376221e-18,1.0669699542575726e-18,0.0,0.0,1.2543724461233779e-11,1.3563368721915981e-18,1.075109027158212e-18,1.2508353218832776e-18,1.5988694062771368e-23,2.4810029082458285e-42,7.897350822717101e-29,2.1895892936795602e-16,5.420287723673343e-23,1.534762515814614e-15,1.1119494839613502e-38,1.1409907815073266e-36,1.4588247227009555e-34,7.6690619896081025e-34,8.91342987569417e-16,5.023090652960403e-34,1.2995451458935701e-29,2.482401492712102e-38,2.4273515272910566e-48,1.8662984506110286e-36,2.3674969489048877e-47,4.4487464197081437e-44,2.6715838013638268e-28,2.0343321368162963e-46,1.3549220739478625e-44,1.1896394803386885e-48,3.76,0.0,0.5015565523854908,0.9999119033040269,1.8132805129869854e-19,2.5754402945074135e-27,7.463060466940692e-08,7.463060621813093e-08,8.809668342712262e-05,1.720395261094819e-19,1.5342186661426366e-15,1.2541907388666379e-11,3.4290829499834853e-18,1.4719801525665531e-15,1.7596630321036596e-28,8.557833759238521e-16,1.4205709742066744e-19,4.8150373783002704e-23,8.558320532434896e-19,5.487871279452851e-24,1.4166780152674866e-20,6.3966464193011795e-18,1.0494171513924758e-16,7.869448399807457e-22,7.672931095145235e-19,4.593241355163807e-20,4.5688289963589015e-24,4.653142432677742e-22,1.0973741545005409e-20,4.748389086193562e-28,1.4980088447652327e-25,1.1131709942188602e-15,4.826041015065598e-30,3.5239238459015457e-29,9.381057161802177e-30,5.455992488333809e-30,8.29050609731117e-21,1.4997004287400217e-30,1.1326920575312137e-26,1.197406921178315e-25,7.88277535162201e-46,1.2103793454588913e-33,9.339470709299255e-19,2.3813420236183615e-23
3.681804934482393e-09,0.531465557560707,6.2459245415291e-16,1.239370758010391e-18,1.3290315140223618e-18,1.1314824625505412e-18,0.0,0.0,1.2839126815123906e-11,1.4209719358065324e-18,1.1496465919091083e-18,1.3375560193780296e-18,1.7152393257159248e-23,2.6470512579044593e-42,8.239698046959669e-29,2.285438347558965e-16,5.811769164558731e-23,1.6083443259673445e-15,1.2410278088817703e-38,1.2517940982480734e-36,1.6291289124337322e-34,8.55932029528378e-34,9.07774356534122e-16,5.51565120592998e-34,1.408500049983657e-29,2.838543893160827e-38,2.785097568271863e-48,2.0910742982440408e-36,2.784853950589367e-47,5.09871654474651e-44,2.86491380074141e-28,2.333710124049808e-46,1.5539909875833024e-44,1.4008776156854327e-48,3.76,0.0,0.5015565506276416,0.9999119023871592,1.9398223037071065e-19,2.8265379897246552e-27,7.638815829067885e-08,7.638815991363385e-08,8.809759999934146e-05,1.7649065829858563e-19,1.6077627715620347e-15,1.2837211771611477e-11,3.592494817231425e-18,1.5393162908513848e-15,1.8868949614388305e-28,8.962454447137028e-16,1.4889556260843492e-19,5.094679409253049e-23,8.967066905095393e-19,5.6267085860713185e-24,1.4751271412089313e-20,6.700607308460002e-18,1.0994836069061729e-16,8.259376116499371e-22,8.225941342289677e-19,4.810969390464019e-20,4.8953721999313144e-24,4.987713647929895e-22,1.149587008296357e-20,5.237545228289798e-28,1.6433175475843243e-25,1.1393861976539593e-15,5.258366419975515e-30,3.801784499729582e-29,9.8820356133897e-30,6.01808115378794e-30,8.88466841443756e-21,1.6148670845006766e-30,1.2239050775872795e-26,1.2286440517631064e-25,9.07253484637684e-46,1.297910537098245e-33,1.0005205314997034e-18,2.5532091926698563e-23
3.766516627462743e-09,0.5314655577382361,6.392767858007153e-16,1.3063257940890646e-18,1.4110847215632142e-18,1.1983699840358355e-18,0.0,0.0,1.3134529158219412e-11,1.4871114103084949e-18,1.2274054691884585e-18,1.4280245504057553e-18,1.8370975489782912e-23,2.8197429376211787e-42,8.587840739619416e-29,2.382972212589335e-16,6.221634207575949e-23,1.6836398799851831e-15,1.381443095536458e-38,1.3704520726406496e-36,1.814521521540706e-34,9.527749968275164e-34,9.240286456621448e-16,6.043429509252055e-34,1.5239560917547507e-29,3.235510363228284e-38,3.1853298974071214e-48,2.336674913624422e-36,3.263721963911196e-47,5.825137073751374e-44,3.0672592289516715e-28,2.6685603463968475e-46,1.776588653071825e-44,1.643452976867563e-48,3.76,0.0,0.5015565488697926,0.9999119016615582,2.0719098400131404e-19,3.095553416158992e-27,7.814571190406676e-08,7.814571360298073e-08,8.809832530464231e-05,1.8094081255819654e-19,1.6830189913779206e-15,1.3132513740844821e-11,3.759710253198026e-18,1.6080317081840015e-15,2.0201147520217037e-28,9.376271931939246e-16,1.5589324487595235e-19,5.384333633575993e-23,9.38538109186418e-19,5.765532959654146e-24,1.5343959074637644e-20,7.011582879626144e-18,1.150719344335437e-16,8.659372275337713e-22,8.804811218709829e-19,5.03368464174598e-20,5.237063639096447e-24,5.3379013517162355e-22,1.2030094467154919e-20,5.765398066873413e-28,1.798925042620504e-25,1.165601400214093e-15,5.717591427149689e-30,4.0942115775222873e-29,1.0397000926610953e-29,6.624640557570426e-30,9.506301394647606e-21,1.73581023979703e-30,1.31996188117745e-26,1.2599099476696078e-25,1.040888725462166e-45,1.3895626005942564e-33,1.0701384839821309e-18,2.7331353024830754e-23
3.851228320443092e-09,0.5314655579157652,6.539774261224971e-16,1.3755050631153166e-18,1.496257758730743e-18,1.2676654565390276e-18,0.0,0.0,1.342993149061339e-11,1.5547552948158287e-18,1.3084414398311404e-18,1.5223058130588399e-18,1.9645687580850836e-23,2.999158827508527e-42,8.941696923950218e-29,2.482169995377941e-16,6.650302255052734e-23,1.7606491723053382e-15,1.533877458536813e-38,1.4973244427708599e-36,2.015924573425376e-34,1.057904866713857e-33,9.40107795397505e-16,6.608048933977986e-34,1.6461551102801964e-29,3.676842374755896e-38,3.6319287034861536e-48,2.604471958090963e-36,3.811475285904617e-47,6.63490889634856e-44,3.278818162122113e-28,3.0421101548454712e-46,2.024846984754752e-44,1.9211438930457258e-48,3.76,0.0,0.5015565471119435,0.9999119010871472,2.2096444375099804e-19,3.3833181216629095e-27,7.990326550957071e-08,7.990326728617158e-08,8.809889942019091e-05,1.8539015340719936e-19,1.7599872918122288e-15,1.3427813305105737e-11,3.930729257868014e-18,1.6781185640954832e-15,2.1594599191861405e-28,9.7992763506888e-16,1.6305013938098188e-19,5.684159404778266e-23,9.81326482503727e-19,5.90434678788869e-24,1.5944669156370015e-20,7.329570424322453e-18,1.2031245392372527e-16,9.069480779052617e-22,9.410123229285932e-19,5.261383481756259e-20,5.594242213597872e-24,5.704057640773447e-22,1.2576412110514829e-20,6.3341274028198385e-28,1.9653042027442597e-25,1.1918166018992616e-15,6.2046650412610185e-30,4.4016036304487025e-29,1.092601759764332e-29,7.278176166034837e-30,1.0156002524250862e-20,1.862672118572363e-30,1.420990356365189e-26,1.2912056381660448e-25,1.1906036264161213e-45,1.4854302741237635e-33,1.1428648792049103e-18,2.921303402479385e-23
3.935940013423442e-09,0.5314655580932942,6.686945023773094e-16,1.4469368881126756e-18,1.5845961638073075e-18,1.3394014207396177e-18,0.0,0.0,1.3725333812388476e-11,1.6239035884473213e-18,1.3928095928992654e-18,1.620463900584213e-18,2.097777560939479e-23,3.18537732406169e-42,9.301185607682234e-29,2.583011033787393e-16,7.098192549569532e-23,1.839372203100986e-15,1.6990349636724028e-38,1.632778737361885e-36,2.234290942120365e-34,1.1718064268846107e-33,9.560137249052403e-16,7.211168126492759e-34,1.77534297356786e-29,4.166292112877211e-38,4.1290262451894084e-48,2.8958916039540356e-36,4.436180374001359e-47,7.535373665594337e-44,3.499788287931705e-28,3.4577951079813043e-46,2.3010343622308476e-44,2.2380849615618616e-48,3.76,0.0,0.5015565453540944,0.9999119006320853,2.3531264166723035e-19,3.690682407036141e-27,8.166081910719076e-08,8.166082096320636e-08,8.809935418655241e-05,1.8983881900141113e-19,1.838667645172794e-15,1.372311047307768e-11,4.1055518312261185e-18,1.7495690626402823e-15,2.3050679668291503e-28,1.0231457853108903e-15,1.7036624225293797e-19,5.994316074651365e-23,1.0250719800183937e-18,6.043152046683984e-24,1.6553231362019695e-20,7.654567236356243e-18,1.2566993669034925e-16,9.48974552015284e-22,1.0042459327421188e-18,5.494062285899317e-20,5.967246526817881e-24,6.086534342490404e-22,1.3134820427012638e-20,6.945987980831238e-28,2.1429382893187643e-25,1.2180318027094655e-15,6.720543226439311e-30,4.724360958007642e-29,1.1469150128293726e-29,7.981279616409335e-30,1.0834367787029388e-20,1.9955949550225894e-30,1.5271183713779826e-26,1.3225319786423354e-25,1.3579208742974516e-45,1.5856082925538222e-33,1.2187634070795448e-18,3.1178964364790377e-23
4.105363399384142e-09,0.5314655584483524,6.981784647268429e-16,1.596669788927467e-18,1.770948323615811e-18,1.4903230245843346e-18,0.0,0.0,1.431613842436967e-11,1.7667133995599404e-18,1.5717593843900565e-18,1.8286629463573287e-18,2.3819060109846966e-23,3.578523527301315e-42,1.0036741368002605e-28,2.7895413717082084e-16,8.053316051684736e-23,2.0019595056493796e-15,2.070445365722605e-38,1.9309420779806276e-36,2.7258796895854287e-34,1.4279387769558597e-33,9.873134947432301e-16,8.539716411234567e-34,2.0556888104085326e-29,5.305642788364772e-38,5.292559897474089e-48,3.555579654881414e-36,5.952436550025233e-47,9.640042107220858e-44,3.9707509398371723e-28,4.430397058726942e-46,2.9469798278320655e-44,3.008173624810402e-48,3.76,0.0,0.5015565418383962,0.99991189998631,2.657728883497331e-19,4.3677046470695365e-27,8.51759262787791e-08,8.51759282988078e-08,8.809999937083387e-05,1.9873456628209722e-19,2.0011644264710287e-15,1.4313697654620048e-11,4.466607683945587e-18,1.89653002511659e-15,2.615622661959774e-28,1.1123312771130172e-15,1.85476061857528e-19,6.646259509064089e-23,1.1154350079147629e-18,6.3207430659394185e-24,1.7793248994999508e-20,8.325577849066838e-18,1.367358620372155e-16,1.0360919229715603e-21,1.1390528845933716e-18,5.974345301483889e-20,6.762085302336394e-24,6.901854947425445e-22,1.4287898740475707e-20,8.308501425129596e-28,2.5339561518253375e-25,1.2704622017049774e-15,7.842570542538413e-30,5.417581374755599e-29,1.2598020794852346e-29,9.546993048202754e-30,1.2279467152556122e-20,2.28019248807395e-30,1.7551843854072254e-26,1.3852793106627435e-25,1.7519917965802735e-45,1.799274287075382e-33,1.3803303203762956e-18,3.5370885541514564e-23
4.25738347343439e-09,0.5314655587669387,7.246910123926436e-16,1.7389672325124066e-18,1.9493783700932784e-18,1.6343680207067898e-18,0.0,0.0,1.484625505698081e-11,1.899975837914698e-18,1.7442086663708755e-18,2.0292989727936104e-18,2.6576260197368464e-23,3.955180087599275e-42,1.0715128919090982e-28,2.980250053843752e-16,8.979957237812132e-23,2.1536806932932405e-15,2.454497681370438e-38,2.231523802470105e-36,3.234869237729303e-34,1.692770651364435e-33,1.0148270795599806e-15,9.880149426298677e-34,2.3335685797658072e-29,6.533750196583802e-38,6.555215181912337e-48,4.2433013707932274e-36,7.671175769950316e-47,1.1920111387869651e-43,4.427344269719585e-28,5.485350174131684e-46,3.6472558895220263e-44,3.88215711536604e-48,3.76,0.0,0.5015565386838335,0.9999118996149926,2.9515922992092422e-19,5.050783375322196e-27,8.832995867484733e-08,8.832996084792438e-08,8.810037015763336e-05,2.0671520135734398e-19,2.1527983812304823e-15,1.48436111536821e-11,4.803525884791808e-18,2.032961020667298e-15,2.9169728549021888e-28,1.195470347981413e-15,1.9957583382115222e-19,7.267999669730377e-23,1.1997762856758493e-18,6.5698039731865e-24,1.8930998522710908e-20,8.951499725895209e-18,1.470634947044124e-16,1.117762284879244e-21,1.2697931928822022e-18,6.422212793287056e-20,7.532534335750863e-24,7.692498692120913e-22,1.5363672154005446e-20,9.701969537072674e-28,2.928163395365717e-25,1.3175069032841786e-15,8.957089984634175e-30,6.095940002964225e-29,1.3659638155511742e-29,1.1148299189427084e-29,1.3679637854152432e-20,2.5576120077000902e-30,1.978461882542685e-26,1.441691404753747e-25,2.1829635121043305e-45,2.0066135979372346e-33,1.536731769019147e-18,3.943729784269556e-23
4.4094035474846385e-09,0.5314655590855251,7.512583933210048e-16,1.8889409146098627e-18,2.1386794111488914e-18,1.7867573561423985e-18,0.0,0.0,1.5376371656374254e-11,2.0380831213818744e-18,1.928209054006635e-18,2.2433741221835944e-18,2.953744299725175e-23,4.354846109604749e-42,1.1410448551156234e-28,3.1759419354789343e-16,9.97496862570068e-23,2.3109210463239633e-15,2.891389282458913e-38,2.5657694205862652e-36,3.8146053134034984e-34,1.994015637379653e-33,1.0418115108401704e-15,1.1371771286951851e-33,2.637933717604964e-29,7.984978311504004e-38,8.056731073105114e-48,5.03166005562236e-36,9.798673922115637e-47,1.4627282793590315e-43,4.9172808414862755e-28,6.7392988707184296e-46,4.4792101689222897e-44,4.965122270700473e-48,3.76,0.0,0.5015565355292708,0.9999118993689026,3.2654697831089175e-19,5.810959888410662e-27,9.148399104552606e-08,9.148399337721579e-08,8.810061571729601e-05,2.1469495892108962e-19,2.3099456583860395e-15,1.5373517067389505e-11,5.1526932485878374e-18,2.1736651639206527e-15,3.2406148984011303e-28,1.2815496910528506e-15,2.1418829679297033e-19,7.925470273999253e-23,1.2872023833697787e-18,6.818855220994575e-24,2.0091565357558275e-20,9.599952842713563e-18,1.577680699985623e-16,1.2027711208814594e-21,1.4101325218019083e-18,6.886062113227287e-20,8.359164027222414e-24,8.541121562474755e-22,1.64783429671423e-20,1.1272642627558943e-27,3.366547746450238e-25,1.3645516020456082e-15,1.0179422382544934e-29,6.830041646485026e-29,1.4767710826517115e-29,1.295326363244283e-29,1.5181254229939863e-20,2.8567471020505628e-30,2.2201354295879555e-26,1.4982100426516646e-25,2.6992836577345398e-45,2.2292967267094383e-33,1.7043205463007023e-18,4.380322985322668e-23
