Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511),CH2CFO(79),S(2261),C2HF5(81),CHF3O(248)
9.73538475158227e-07,0.697240532947925,3.540391088577169e-08,1.0758433684557425e-08,3.466581299901644e-09,2.2585283110135907e-08,0.0,0.0,4.0731706492677243e-07,1.4124939238236335e-10,2.4898027029470095e-10,2.1243362455371296e-09,7.683437591781546e-11,1.7709590178990916e-23,1.7809804581610208e-16,2.3718413542764218e-11,2.0981184149682742e-07,2.6009779709074694e-07,3.016750902912555e-16,4.002145398164811e-17,6.431165253071242e-14,6.187512771789355e-20,2.3720494459516913e-11,1.9290582131708743e-15,3.2839204015780714e-12,1.5220235012052347e-15,1.109505612740983e-21,9.085181739183685e-15,7.209699975338658e-14,2.072061249526353e-15,6.292296925665197e-14,2.6582134116546795e-20,1.707276053509349e-20,1.79804732728851e-18,3.76,0.0,0.7152185622207466,0.9994028301173341,1.1653389297442305e-08,3.50588323596302e-08,0.006596639659567965,0.006597170060905471,0.0005964866514764726,3.8769604452912734e-13,2.590149800058055e-07,4.433876444992752e-07,1.2155982606236313e-07,3.837862248670874e-11,2.049163290732356e-13,4.728223852279927e-09,3.822124075701172e-10,5.304830621096581e-12,2.291037586305267e-08,1.23701332586928e-15,3.0499734278449727e-12,3.3450419943945714e-09,9.543438395713906e-09,1.8394779647321596e-08,3.74453025943154e-08,1.5231060035567363e-10,1.134628895679646e-11,1.830777316814847e-10,5.2511754231271634e-11,1.4321438755038046e-10,4.5269749367821896e-13,4.296181566726654e-09,6.08668865372753e-18,1.2475743668193235e-12,1.1134810557890542e-14,4.353124987590755e-12,5.391658166677344e-12,8.0567451392178e-19,1.0706849587617285e-12,4.4138330805387816e-16,3.4109467864771102e-15,2.4899050548329125e-15,5.75302294070772e-12,2.1245186963148397e-11,4.8997390518626116e-14,2.7158588240621387e-18,6.866618294909165e-15,1.380061095958369e-14,1.6533127681818117e-11,5.455535329434634e-14,1.2056507973943623e-13,2.828893666771188e-19,1.6412975588565234e-14,2.8222287487890486e-10,2.3652803828458513e-13,4.257322077687071e-17,1.7146855479344436e-16,3.9277584144849656e-17,9.33924503517564e-15,5.140239442379884e-22,2.4164118631683264e-16,1.1562358245348627e-19,1.8556029930164112e-13,5.867983296508999e-17,2.1351453054633174e-17,2.666334001248826e-26,1.7138878865908067e-08,8.168937063608409e-16,2.0458116359512612e-16,2.4252689508824643e-07,2.9194925552855657e-12,3.44158680076471e-19,1.858290333068325e-15,7.726780652727492e-12,2.3681647242565134e-20,4.972166172773325e-10,2.8680581531478566e-11,2.803045344547839e-17,1.909375526423914e-17,5.610882507497318e-17
9.98987011981952e-07,0.6972623397581736,3.6808353662241154e-08,1.1438010925452352e-08,3.6332945738228523e-09,2.414877702342962e-08,0.0,0.0,4.1802855492056286e-07,1.4853849374241294e-10,2.716485871336402e-10,2.1818545738116476e-09,8.423857282404409e-11,1.8667767047792504e-23,1.822681311608924e-16,2.374017791805102e-11,2.144260549017405e-07,2.7385294830373996e-07,3.39790213711226e-16,4.3397683757975055e-17,6.997002415734673e-14,6.727347364281054e-20,2.3716829306249277e-11,2.1140034328823733e-15,3.3579049511038407e-12,1.6927058335824438e-15,1.2210689865002532e-21,9.799430548500967e-15,7.742694070244268e-14,2.172993750286227e-15,6.597140337125714e-14,2.979252080919332e-20,1.9355672929361426e-20,2.070940295210902e-18,3.76,0.0,0.7150469016089773,0.999402804696676,1.2567229233463818e-08,3.681328750583872e-08,0.006768255417684031,0.006768813824951694,0.0005964866319341642,3.9777351918463943e-13,2.7270723401759355e-07,4.5662671487125187e-07,1.279896853904225e-07,3.952712109939579e-11,2.1715591983217986e-13,4.871621469959984e-09,4.012523004200004e-10,5.760572925152819e-12,2.4123297985180096e-08,1.2845566049180815e-15,3.1300845550559708e-12,3.44292408802096e-09,9.857184902010963e-09,1.944734413867101e-08,3.96130424175674e-08,1.6181795507229445e-10,1.2109301492107419e-11,1.9866893700817378e-10,5.577835240503184e-11,1.6049618760383196e-10,4.917412865556622e-13,4.461427252115568e-09,6.6090201668566026e-18,1.3367567930774103e-12,1.1886387810039172e-14,4.9029352104187875e-12,5.550369527887834e-12,8.746054467586373e-19,1.0726107792092318e-12,4.666793409032872e-16,3.7667028873896834e-15,2.8497228573597653e-15,5.92802635382416e-12,2.2311491743116618e-11,5.4951418146947336e-14,3.0409511111327648e-18,7.646077747650624e-15,1.461605403956972e-14,1.7028885654137e-11,5.860576803866915e-14,1.3474611075511511e-13,3.1616848803405013e-19,1.8855946224295744e-14,3.056652996623367e-10,2.5563433100224307e-13,4.602065361338665e-17,1.7160570468120514e-16,3.9311003016693665e-17,1.032748171730504e-14,5.717128860818343e-22,2.623175566836867e-16,1.287116327983283e-19,2.0641527653580491e-13,6.366167514907658e-17,2.298939445208871e-17,2.967566607576067e-26,1.8099351681541266e-08,8.651023039345403e-16,2.2301534533711677e-16,2.487797061368484e-07,3.1070175930236553e-12,3.448260362604407e-19,2.0828580299397015e-15,8.163311773124677e-12,2.5015802004111362e-20,5.104373807154324e-10,3.096815685975673e-11,3.011875234099747e-17,2.2423993194637632e-17,6.173510299074331e-17
9.999999999999997e-07,0.6972841413733454,3.686451234384191e-08,1.1465491302992938e-08,3.639987582479186e-09,2.4212267191322245e-08,0.0,0.0,4.1845503726023695e-07,1.4883224711712402e-10,2.725884052733481e-10,2.1841462461980407e-09,8.454307050557839e-11,1.8706477942040643e-23,1.824335830843061e-16,2.3741076782846586e-11,2.1460891039930926e-07,2.7440779741012995e-07,3.413791241900329e-16,4.353586474372801e-17,7.020207200202823e-14,6.749477367155696e-20,2.3716684990961426e-11,2.1216177618883294e-15,3.360837326758069e-12,1.6997816933418574e-15,1.2256786655318152e-21,9.828555500319033e-15,7.764390532309362e-14,2.1770434543370296e-15,6.609473030549193e-14,2.992601768821688e-20,1.9451118012947352e-20,2.08245475107426e-18,3.76,0.0,0.7150400694460897,0.9994028036761846,1.2604493289400238e-08,3.688390886750336e-08,0.0067750857796199555,0.006775645316588382,0.0005964866316211472,3.9817442697232184e-13,2.7325953026923333e-07,4.571557144701458e-07,1.2824904845828401e-07,3.957301096925231e-11,2.1765061388771194e-13,4.877351297364133e-09,4.020186728390621e-10,5.779271761034928e-12,2.417222574586838e-08,1.2864723397185912e-15,3.1332736490276223e-12,3.446828295450195e-09,9.869721758255454e-09,1.9489925918453786e-08,3.970071447962156e-08,1.6220346201386343e-10,1.2140289484331354e-11,1.9930778873605503e-10,5.5910709158163524e-11,1.6121515294115504e-10,4.933416978290808e-13,4.468059618163045e-09,6.630427436421763e-18,1.340383272631446e-12,1.1916912459541315e-14,4.925881051609062e-12,5.556699945632055e-12,8.774302643199618e-19,1.072690075710256e-12,4.677043848670778e-16,3.781394545441899e-15,2.8648534432036822e-15,5.935018889371328e-12,2.2354548498062476e-11,5.5199194468299275e-14,3.0558303950432488e-18,7.678440776444782e-15,1.4649043664144806e-14,1.7048699566785197e-11,5.877063589485207e-14,1.3533502322253688e-13,3.1755050856657413e-19,1.8958887481887072e-14,3.066248699170116e-10,2.564148749806838e-13,4.616149786018989e-17,1.7161139075634306e-16,3.931238632417619e-17,1.0368351418763178e-14,5.741045371711525e-22,2.6316515357581175e-16,1.2925507690006804e-19,2.0728080249324592e-13,6.386585701975903e-17,2.3056343713743048e-17,2.9800610577374767e-26,1.813817093521711e-08,8.670525705795387e-16,2.237725280280335e-16,2.490285105937913e-07,3.1146194295076573e-12,3.448534834284743e-19,2.092201120461051e-15,8.180938444108467e-12,2.506972009080024e-20,5.109634285094574e-10,3.1061499882770814e-11,3.020375983562587e-17,2.2566030434511448e-17,6.196698101206411e-17
1.024435548805677e-06,0.6972841413733454,3.822497179321739e-08,1.2138286119495824e-08,3.802742031313056e-09,2.577306397600473e-08,0.0,0.0,4.287452929708553e-07,1.560017454925276e-10,2.961638276406944e-10,2.239478250541641e-09,9.211961779386362e-11,1.9653507068349623e-23,1.864122148281894e-16,2.376352676346777e-11,2.190010022977913e-07,2.879618226653942e-07,3.814376672905082e-16,4.6958561203699254e-17,7.596092730121507e-14,7.29846635722235e-20,2.3713240989626753e-11,2.3112964855530066e-15,3.4312820878086138e-12,1.877229576175098e-15,1.3409199129893589e-21,1.054737498774029e-14,8.298999152394622e-14,2.2754575877776914e-15,6.911613892349302e-14,3.3283359825053563e-20,2.1864027309907548e-20,2.3761964404959314e-18,3.76,0.0,0.714875281995969,0.9994027788691912,1.3524216413863769e-08,3.8605551410012916e-08,0.006939829425911544,0.00694041655983723,0.0005964866253581102,4.0784316474252195e-13,2.8675081150124977e-07,4.699632118965507e-07,1.3458480392662534e-07,4.0684012730239133e-11,2.297575582951946e-13,5.01607555848746e-09,4.2070106370580334e-10,6.243588961582414e-12,2.536748187942291e-08,1.3332377671923268e-15,3.2102073862734115e-12,3.541192548117338e-09,1.0173258096979865e-08,2.053307323663514e-08,4.184783633950398e-08,1.7166766141050255e-10,1.290218459786969e-11,2.151496327538673e-10,5.915770664542877e-11,1.7930593910986462e-10,5.330414845546721e-13,4.6293149464151985e-09,7.161381030192629e-18,1.4296536306579456e-12,1.2667457296609585e-14,5.505055422090375e-12,5.709703638727943e-12,9.474868302703795e-19,1.0746652041500115e-12,4.928557716119038e-16,4.148455600029791e-15,3.249561352065261e-15,6.104310182670244e-12,2.3407438954121883e-11,6.143558176938828e-14,3.4334908873875944e-18,8.491297894705186e-15,1.5457198068982956e-14,1.7528520542684787e-11,6.283283154906432e-14,1.5012721213708705e-13,3.5226378255443857e-19,2.1581585982754863e-14,3.303970070673692e-10,2.7571448312772065e-13,4.9644156952903695e-17,1.7175390681252453e-16,3.934700696800444e-17,1.1390908712790346e-14,6.340841120084028e-22,2.8419366514554017e-16,1.429059261583107e-19,2.290111807397352e-13,6.893057348148395e-17,2.4712700022000202e-17,3.293557064316026e-26,1.9088261505901306e-08,9.148271969722815e-16,2.4259383129835423e-16,2.550281251047282e-07,3.3011901557234683e-12,3.455364147678615e-19,2.327306697676982e-15,8.611941711628099e-12,2.6389273493113166e-20,5.236480280207293e-10,3.336676908905845e-11,3.2298393269750764e-17,2.6228356953360503e-17,6.774886727031649e-17
1.0473392319470297e-06,0.6973037583863105,3.9510053090370615e-08,1.2786074375337466e-08,3.957540581352761e-09,2.7287314533549907e-08,0.0,0.0,4.383949594025409e-07,1.6286706287800985e-10,3.1989825002429395e-10,2.291435344185298e-09,9.96323332709248e-11,2.0564250148984788e-23,1.9011987455550717e-16,2.3785928107357262e-11,2.2308516761978966e-07,3.009622220279751e-07,4.2211443707644097e-16,5.032525389516266e-17,8.1645468427303e-14,7.839935698611974e-20,2.3710078768217186e-11,2.49979507381938e-15,3.496806545263436e-12,2.055722767949748e-15,1.4562059112852189e-21,1.1249740193806564e-14,8.819846872513111e-14,2.36893996460838e-15,7.202997839285312e-14,3.6677158517083875e-20,2.4325969134353723e-20,2.680885271527782e-18,3.76,0.0,0.7147208593891652,0.9994027553037683,1.4422963933420391e-08,4.025064146513381e-08,0.007094210345194334,0.007094823949411356,0.0005964866030419909,4.1690915466739564e-13,2.996903349051174e-07,4.820496615258062e-07,1.4066168022808313e-07,4.173241721967207e-11,2.4140854775607836e-13,5.146991017594128e-09,4.385519119487109e-10,6.702449895420144e-12,2.6513975391513303e-08,1.3780624294804121e-15,3.2823279441604464e-12,3.629966949655966e-09,1.0459723610428179e-08,2.1538868698040817e-08,4.391689071809071e-08,1.8082777160051345e-10,1.3641584677999913e-11,2.3076389038024309e-10,6.229612942912798e-11,1.9761219643289715e-10,5.721952683712089e-13,4.782669434843465e-09,7.684899891568884e-18,1.516477395736437e-12,1.3395945596687606e-14,6.094491546311114e-12,5.853640730801148e-12,1.0165519198007625e-18,1.0766269834204594e-12,5.171791332545644e-16,4.515181469168657e-15,3.646221716622458e-15,6.264064627876181e-12,2.441930037721532e-11,6.774943809338051e-14,3.7616604508898154e-18,9.311330790167635e-15,1.6236358928085955e-14,1.798152383417953e-11,6.679021327212884e-14,1.650469918247055e-13,3.872763428376892e-19,2.429574052537276e-14,3.5378857551683706e-10,2.946370153096585e-13,5.305905843357027e-17,1.7189698016617438e-16,3.938167522588469e-17,1.241523627765549e-14,6.944204745203523e-22,3.049408107799867e-16,1.566804963119586e-19,2.509173208745309e-13,7.392589632117749e-17,2.633868646759892e-17,3.60920012745791e-26,2.0002745011901546e-08,9.608851998296764e-16,2.6122777712190736e-16,2.60647947804244e-07,3.4816574183784524e-12,3.4621347174567536e-19,2.565234495325847e-15,9.026051595476085e-12,2.765927692877711e-20,5.355289641370133e-10,3.562201385084007e-11,3.4339194977209966e-17,3.010117932946413e-17,7.350468658821401e-17
1.0702429150883822e-06,0.6973233711933146,4.080448541708197e-08,1.345033081538518e-08,4.114477704152923e-09,2.8851568303096086e-08,0.0,0.0,4.480490917133584e-07,1.6987250085722394e-10,3.4530149818596267e-10,2.3434885359049765e-09,1.0755362778107133e-10,2.149733748812333e-23,1.938068820490746e-16,2.3809673084857346e-11,2.271380562121706e-07,3.142490997191986e-07,4.659801984864351e-16,5.3849011173881993e-17,8.761504487382293e-14,8.408072900541483e-20,2.3706981675660227e-11,2.698999712829134e-15,3.5618471081011143e-12,2.2465329483017656e-15,1.5788339357312949e-21,1.1980141480655808e-14,9.360019769803399e-14,2.4635809492736436e-15,7.502411307691253e-14,4.0321093074815324e-20,2.6992468728496862e-20,3.0161508949181255e-18,3.76,0.0,0.714566469974553,0.99940273140098,1.5357709362834098e-08,4.19258486234163e-08,0.007248557462019631,0.007249198120463986,0.00059648659844804,4.259657689453605e-13,3.129142854226339e-07,4.942155685989972e-07,1.4687236620715522e-07,4.278766657133427e-11,2.5335272505444946e-13,5.2787684864830676e-09,4.567291037328373e-10,7.184956484489166e-12,2.768578947060926e-08,1.4238400961000916e-15,3.3544579876621e-12,3.7190588201307887e-09,1.074809235601896e-08,2.2572058040009853e-08,4.604102130373172e-08,1.902700869501713e-10,1.4405668497274088e-11,2.4713785602946556e-10,6.552699038029538e-11,2.1728983858864145e-10,6.132777447999131e-13,4.938157709711602e-09,8.234077937728647e-18,1.6063855783181751e-12,1.4148898773879968e-14,6.7316027817519265e-12,5.998089522467109e-12,1.0889918545687645e-18,1.0786982059439313e-12,5.422330246472421e-16,4.904690936335707e-15,4.0802179444151096e-15,6.4248638116618874e-12,2.5455476233499204e-11,7.453945101067131e-14,4.1816912447979e-18,1.0190508213745117e-14,1.7036630391329453e-14,1.843769837634477e-11,7.089435905359742e-14,1.8103389474978993e-13,4.2479295884700796e-19,2.7275817612677778e-14,3.7828177013356655e-10,3.1438130557815114e-13,5.662253032588667e-17,1.7204945244552398e-16,3.941853792582762e-17,1.3506022482138481e-14,7.589238094645512e-22,3.267213345347301e-16,1.7145143286603145e-19,2.743873398903392e-13,7.916839969621486e-17,2.803760034582865e-17,3.946936075271095e-26,2.0940544186701066e-08,1.008188501180038e-15,2.808541667113471e-16,2.6626421451509655e-07,3.6675603413632885e-12,3.469271001495459e-19,2.821007761536018e-15,9.449958366568816e-12,2.896162613314378e-20,5.47401711458935e-10,3.797006543378023e-11,3.6455882789023216e-17,3.4442120596873545e-17,7.95970158096753e-17
1.0931465982297348e-06,0.6973429797953296,4.210805342662087e-08,1.413090613555707e-08,4.273519964923975e-09,3.046617140984318e-08,0.0,0.0,4.5770779268088974e-07,1.7701761971438487e-10,3.7245866554805474e-10,2.395643110149551e-09,1.1589386987567532e-10,2.2452775791485463e-23,1.9747344093585284e-16,2.3834789349966403e-11,2.3115991547841305e-07,3.2782244038805924e-07,5.131958476993095e-16,5.753338176433702e-17,9.387711035187295e-14,9.003503634820808e-20,2.370395103999774e-11,2.9092460336280526e-15,3.6264075722050257e-12,2.450200346004131e-15,1.709111385016778e-21,1.2738913181898385e-14,9.919716792452524e-14,2.559343005633508e-15,7.809960515867751e-14,4.422623561850408e-20,2.987422629370138e-20,3.3842076996155543e-18,3.76,0.0,0.7144121137442027,0.9994027071961167,1.632893649345278e-08,4.3630935269744496e-08,0.00740287078346213,0.007403539080144477,0.0005964865759987856,4.350268539953272e-13,3.264225950268037e-07,5.064611603678806e-07,1.532168380500905e-07,4.384978023236016e-11,2.6559005297623963e-13,5.411410597885889e-09,4.752304070863372e-10,7.691863699003753e-12,2.8882923471923715e-08,1.4706130908273755e-15,3.4265975193683837e-12,3.808470247198924e-09,1.1038372140980761e-08,2.3632896216104327e-08,4.8220591405767485e-08,1.9999684592282584e-10,1.5194658260810492e-11,2.6428995620398964e-10,6.885080451852358e-11,2.3840416593444316e-10,6.563363752122512e-13,5.095776821626501e-09,8.809542573478417e-18,1.6994137953483792e-12,1.49265886606481e-14,7.419023133736964e-12,6.1430533725863065e-12,1.1648888316447835e-18,1.0808813037489234e-12,5.680284604859297e-16,5.317817013646025e-15,4.554023631268714e-15,6.58671091767292e-12,2.6516107333484673e-11,8.182845044194234e-14,4.560195047190064e-18,1.1131742283559412e-14,1.7858152068117023e-14,1.8897057455917608e-11,7.514697485394995e-14,1.981337833986537e-13,4.649211670106336e-19,3.054053970430804e-14,4.0390395252691584e-10,3.3496279659892516e-13,6.03373636094741e-17,1.72211529482202e-16,3.945764127848396e-17,1.4665971020936134e-14,8.277770530360452e-22,3.495649547738433e-16,1.872694308495449e-19,2.994973417657224e-13,8.46652207693553e-17,2.981125014725262e-17,4.3077665682665776e-26,2.1901793116125454e-08,1.0567452645089076e-15,3.015047999861191e-16,2.7187692599379097e-07,3.858920990106124e-12,3.4767810108322025e-19,3.095476925196592e-15,9.883660162610694e-12,3.0296570521765026e-20,5.592662724680942e-10,4.041223567199571e-11,3.864933697475624e-17,3.9295493517826954e-17,8.603666137356084e-17
1.1160502813710874e-06,0.697362584193328,4.3420557142573436e-08,1.4827646244482323e-08,4.434635439472544e-09,3.2131461779578304e-08,0.0,0.0,4.6737116575042124e-07,1.843019836443208e-10,4.014568744308503e-10,2.447904467219361e-09,1.2466328799708646e-10,2.3430571067713456e-23,2.011197605298909e-16,2.386130399685892e-11,2.3515099089340083e-07,3.416822301142685e-07,5.639258182984133e-16,6.13819119136242e-17,1.0043913255063105e-13,9.626851538625347e-20,2.3700988162435355e-11,3.1308708266888543e-15,3.6904917047388145e-12,2.667275735803558e-15,1.8473515895007936e-21,1.3526378806690074e-14,1.0499130039474391e-13,2.656189339260044e-15,8.125750272504283e-14,4.840376976788116e-20,3.29821203680027e-20,3.787365992346754e-18,3.76,0.0,0.7142577906902025,0.9994026826741471,1.7337121406797367e-08,4.536566569266374e-08,0.0075571503165916265,0.007557846835600507,0.0005964865504410615,4.4408643848784575e-13,3.402151960322424e-07,5.187866467300091e-07,1.5969507194540332e-07,4.4918776128462444e-11,2.781204921599445e-13,5.544919787544714e-09,4.940536282541638e-10,8.223938704861771e-12,3.010537678249509e-08,1.5183871128076182e-15,3.498746541898456e-12,3.898203298086019e-09,1.133057025554885e-08,2.4721640401268408e-08,5.045596555725451e-08,2.1001023832822245e-10,1.6008770716681683e-11,2.822385106448822e-10,7.226808257326001e-11,2.6102168089087283e-10,7.014183501175627e-13,5.255523825547576e-09,9.411917582797633e-18,1.795597539344141e-12,1.572928667739904e-14,8.159464544039692e-12,6.2885356055406275e-12,1.2443245765590161e-18,1.0831786920657144e-12,5.94572398705591e-16,5.755402307339899e-15,5.070204555048415e-15,6.749608885926079e-12,2.76013328578281e-11,8.963968964615425e-14,4.96275194063185e-18,1.2138028026636352e-14,1.87010640711893e-14,1.9359613583045203e-11,7.954974539527958e-14,2.163930020754186e-13,5.077696392858622e-19,3.410941772523391e-14,4.3068262295054884e-10,3.5639683446418704e-13,6.420633140144933e-17,1.7238341262766457e-16,3.949903055903598e-17,1.589783147641991e-14,9.01166717387616e-22,3.735017422134931e-16,2.0418551513558592e-19,3.2632556376078385e-13,9.042350310107254e-17,3.166145521971717e-17,4.6927127220998575e-26,2.2886626237864174e-08,1.1065636799477566e-15,3.2321195956583874e-16,2.7748608299692295e-07,4.055760142782871e-12,3.4846726379347263e-19,3.3895080701202576e-15,1.0327154898244066e-11,3.1664367930899535e-20,5.711226496530416e-10,4.2949807657533245e-11,4.0920426590065085e-17,4.4708652844688766e-17,9.283447626791189e-17
1.1366635961983047e-06,0.6973802245578954,4.460929676207297e-08,1.5468402359530158e-08,4.581386698871733e-09,3.367383386642582e-08,0.0,0.0,4.7607228221878847e-07,1.909766086736583e-10,4.2920297056967636e-10,2.495035543191533e-09,1.3293104804466539e-10,2.4329706709416536e-23,2.0438432084707075e-16,2.3886384736250342e-11,2.3871683991822673e-07,3.5440094424929724e-07,6.127262563865298e-16,6.498887444866528e-17,1.0660759810180013e-13,1.0212247623994143e-19,2.369838055954141e-11,3.3403409591405688e-15,3.747763251250434e-12,2.874571096110907e-15,1.9788396333288894e-21,1.4259890014310746e-14,1.1037612697876615e-13,2.744248269409178e-15,8.417092211994973e-14,5.2405768723835986e-20,3.5981697686861477e-20,4.182207653917465e-18,3.76,0.0,0.7141189283008565,0.9994026603168161,1.8276474296961238e-08,4.6952075207668983e-08,0.007695973013240002,0.007696695431805229,0.0005964865409817776,4.5223260520649956e-13,3.5287155023227837e-07,5.299480545353703e-07,1.6563982932759572e-07,4.588677040105443e-11,2.896484628725915e-13,5.665821274398864e-09,5.11267983769252e-10,8.724968620563354e-12,3.122723229022548e-08,1.5622415499591305e-15,3.5636887790179364e-12,3.979239727890871e-09,1.1595194457578917e-08,2.5725584088385474e-08,5.2515816923991085e-08,2.1926913599197508e-10,1.676312684170542e-11,2.9908822836472304e-10,7.542396380233339e-11,2.827185768965659e-10,7.437608586121085e-13,5.401113046188078e-09,9.977575922666692e-18,1.884890138940522e-12,1.6473320947838693e-14,8.873499099847383e-12,6.419915558809673e-12,1.3189095312109623e-18,1.0853460298471553e-12,6.1910722744892e-16,6.1708457626363665e-15,5.573193237724968e-15,6.897117790965759e-12,2.8599177979281815e-11,9.71358710524017e-14,5.400327769788726e-18,1.3101847308931241e-14,1.947808976675825e-14,1.9778657360505243e-11,8.364199752990189e-14,2.338561894165971e-13,5.487497454904728e-19,3.759822821511721e-14,4.5579506446131755e-10,3.7642900380746417e-13,6.782246537544781e-17,1.725466546478553e-16,3.953827203762938e-17,1.7070299768378138e-14,9.712530756529921e-22,3.960046474136095e-16,2.203920754134964e-19,3.5200644216778337e-13,9.583546911204577e-17,3.339360711822524e-17,5.060644461332125e-26,2.379325189055882e-08,1.1524857409910648e-15,3.4367880672563334e-16,2.825312858485308e-07,4.237615689124588e-12,3.4921078199386167e-19,3.671589677453996e-15,1.0734671227222423e-11,3.292369490265248e-20,5.817863940190244e-10,4.531622870327106e-11,4.303149532344995e-17,5.010080416243803e-17,9.926774975105016e-17
1.157276911025522e-06,0.6973978615187061,4.5804997646522396e-08,1.6122005379771052e-08,4.729771163311409e-09,3.525776612363926e-08,0.0,0.0,4.847773438556987e-07,1.9776336017450075e-10,4.5857880764481456e-10,2.5422616763119543e-09,1.4156186190298162e-10,2.52469601542304e-23,2.076328210458605e-16,2.3912638616999372e-11,2.4225812757743976e-07,3.673516633034434e-07,6.646340838367359e-16,6.873425840820058e-17,1.1303054977626272e-13,1.0821211866868615e-19,2.3695829783549306e-11,3.559548308437264e-15,3.804654703972287e-12,3.093597842974879e-15,2.1172727374682584e-21,1.5017117810646218e-14,1.1592346347081833e-13,2.8331304379866592e-15,8.715267239223722e-14,5.664582866766728e-20,3.9181551722500754e-20,4.609252242788554e-18,3.76,0.0,0.7139800927722156,0.9994026377060871,1.9246479592052412e-08,4.8562137599070936e-08,0.007834768352224977,0.007835517143584696,0.0005964865251158498,4.603792616953141e-13,3.657580765754379e-07,5.411744640303273e-07,1.7169289733134767e-07,4.686036371633937e-11,3.0141378758893806e-13,5.787428439301037e-09,5.28739798505882e-10,9.247592389597184e-12,3.2369595564911e-08,1.6069345125718315e-15,3.628638707799834e-12,4.060539818932197e-09,1.1861382878191893e-08,2.6752532151208783e-08,5.4621432973546015e-08,2.2876347662276889e-10,1.7538154733621043e-11,3.166110140511632e-10,7.865632961876485e-11,3.0573797693584055e-10,7.878142552351106e-13,5.548421336649056e-09,1.05659830038438e-17,1.9767931334207878e-12,1.7238028979893146e-14,9.634827532704634e-12,6.551720458276851e-12,1.3964855156654756e-18,1.0876095735391776e-12,6.442607752408081e-16,6.607418945176703e-15,6.114659536639803e-15,7.0454819196755364e-12,2.961715588143398e-11,1.0509176103208189e-13,5.8396943530268396e-18,1.4123154426873743e-14,2.0272658237828404e-14,2.02003084892123e-11,8.785842431143679e-14,2.5233072532262887e-13,5.921027534317689e-19,4.136520230165677e-14,4.818868924018039e-10,3.971751464100714e-13,7.156767774169336e-17,1.7271814034715936e-16,3.9579432699436256e-17,1.8305349021858084e-14,1.045308865084869e-21,4.1944008277612503e-16,2.3757051554909844e-19,3.7920428600714724e-13,1.0147043843245868e-16,3.519059326766164e-17,5.449730902681361e-26,2.471918829561578e-08,1.1994423744715e-15,3.650522054014296e-16,2.875736107395378e-07,4.423938130176211e-12,3.4998640233394107e-19,3.970882859323013e-15,1.1150116161682075e-11,3.42100486341605e-20,5.924435133379713e-10,4.7761837671910125e-11,4.5206763259536316e-17,5.602637604709296e-17,1.0600793855686312e-16
