Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47),C2HF4(54),S(5148),C1OO1(180),CH2O2(318),CFO(51),C2H2O(623),S(1319),S(2245),S(344),S(1323),CHF2O(206),S(6577),CH2F(46),S(1074),S(973),CF3(45),C2H2F(71),CHO2(457),CHF2O(207),CH2CF(70),CHFO2(635),CF3O2(511),CH2CFO(79),S(2261),C2HF5(81),CHF3O(248)
0.0,0.6964023952539175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7218163705872715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.35663984380771e-22,0.6964023952539175,3.5180754352579314e-26,2.040653175568526e-28,2.20206133401587e-40,2.0185094910739743e-41,0.0,0.0,1.403875112137444e-22,3.545425253868411e-41,2.9094667201662256e-53,3.38452671772665e-53,3.577512811369342e-57,1.7219493324309976e-66,2.390087313336634e-45,2.652405051527083e-38,8.490938032906358e-23,3.97457732094136e-38,3.4661082847924715e-80,4.463824535172407e-65,3.952733006303862e-60,2.822791391781485e-80,7.868468954487954e-25,1.940457314975461e-74,2.973430717638751e-41,3.3337743494653117e-77,3.1707839972836937e-81,5.3101462475765505e-61,1.1284545466552601e-59,1.6796324448504298e-60,3.564101900370111e-57,5.62988905066781e-94,4.006905795491085e-96,6.389452817119534e-95,3.76,0.0,0.7218163705872715,0.9999999999999993,5.533292113323105e-54,9.301852698608417e-39,2.2850395478103913e-18,2.2850395478103913e-18,5.291403945910567e-16,1.316076428884862e-42,3.953666544130144e-38,1.4042269196809696e-22,2.8974491381785737e-38,1.0956018755371714e-39,1.6475320061657053e-58,3.52496903569885e-38,4.618939462718686e-41,1.022287188060395e-44,5.26634202890853e-39,1.4377264635194018e-43,1.8608334030823762e-40,7.86012280831867e-27,9.422110791444585e-39,2.7171399851616063e-39,3.043548781493087e-47,2.654991345584082e-41,1.834073545098877e-46,6.6842429853550455e-56,2.452008911842897e-41,2.4103339174079214e-50,4.519692593296609e-72,7.868468954488223e-25,3.016192602229401e-76,2.0410750880878073e-55,3.783509031523213e-58,6.116527913880053e-61,6.817126414607464e-43,2.189995702351463e-76,8.066295777412509e-52,1.5438970367910854e-56,1.1245997651638813e-80,9.058868090765933e-64,4.6450488227298296e-49,1.9324689447164733e-43,2.932623785947399e-52,1.243039356675799e-65,3.941152617948164e-77,5.0106690917630354e-57,7.860122808310418e-27,7.956673573754878e-68,5.027050026233171e-61,1.0355874490596005e-78,1.2658107482381342e-76,4.804884772169677e-56,1.846919577143615e-66,4.3543839673201426e-83,1.5946516104795027e-52,4.72832842794914e-57,1.1742266493385524e-62,8.157363503674486e-96,4.570956658216793e-76,1.8449188174198906e-93,1.2852217308108186e-74,1.5708884819306638e-75,4.255920567465148e-62,4.733538176280694e-100,2.7025991547463042e-39,9.84977312318185e-69,8.874400423312039e-77,8.49093803290636e-23,3.4611965070542654e-43,3.67752415308091e-71,8.204795045015661e-66,9.47563908303249e-44,1.6524616584187918e-93,1.993129183327442e-39,4.7437708997207684e-58,4.078602408380435e-84,3.2434273068693446e-87,4.582941644407513e-78
9.39859156266159e-22,0.6964023952539175,9.850611218722438e-26,5.713828891594691e-28,1.3300450457457234e-39,1.219179732609689e-40,0.0,0.0,3.9308503139848415e-22,2.141436853336519e-40,3.454118891300501e-52,4.0181101193423846e-52,4.247679885003154e-56,2.0442982474619686e-65,1.4436127372552785e-44,1.6020526511222525e-37,2.37746264921378e-22,2.400644701850363e-37,7.753557020071309e-79,5.2994524881615445e-64,4.692684625083992e-59,6.896055419261926e-79,2.203171307256541e-24,4.348011687484629e-73,1.795952153453766e-40,7.457522483429625e-76,9.843081499513403e-80,8.024693009339229e-60,1.7053205109054307e-58,2.5382605506579604e-59,4.231301776119412e-56,3.426313615805146e-92,2.349974520534888e-94,3.899521325191053e-93,3.76,0.0,0.7218163705872715,0.9999999999999984,6.569124398195689e-53,5.618319029959483e-38,6.398110733869096e-18,6.398110733869096e-18,1.481593104853438e-15,7.949101631736569e-42,2.388014592656387e-37,3.931835375106713e-22,1.7500592794598587e-37,6.617435328243935e-39,1.955949997719921e-57,2.1290812975620548e-37,2.7898394354866742e-40,6.174614615885291e-44,3.1808705854607715e-38,8.683867839664322e-43,1.123943375461563e-39,2.200834386331889e-26,5.690954918032538e-38,1.6411525510376182e-38,1.838311640978616e-46,1.603614772732783e-40,1.1077804212969154e-45,8.696201752370889e-55,1.4810133827530814e-40,1.4558416862456195e-49,1.1036187356279495e-70,2.2031713072567046e-24,7.364940418777964e-75,1.2329339501792719e-54,4.491781922221133e-57,7.372826354559231e-60,4.1175443544268465e-42,5.347532466349924e-75,9.576306346937788e-51,2.332666283257904e-55,3.5353202765082184e-79,1.0754688197357341e-62,2.8056282005025674e-48,1.1672112426102382e-42,1.7713047667139287e-51,1.4757363232866814e-64,1.239161441525257e-75,3.026445127850039e-56,2.2008343863269054e-26,9.446201345026879e-67,5.972565281243073e-60,2.3182183367130513e-77,2.833585604036626e-75,5.7043592015198605e-55,2.2476550832672618e-65,9.973956523634577e-82,9.631705297583188e-52,5.613471509660054e-56,1.3940418780958276e-61,3.3661605548886187e-94,1.4371819086498805e-74,8.813398581069667e-92,4.040942757146257e-73,4.939124729344983e-74,5.052628897697935e-61,1.953308779170121e-98,1.6323698894667752e-38,1.1693698285089961e-67,2.7902534834960745e-75,2.3774626492137805e-22,2.0905626902607752e-42,8.226474429469681e-70,9.740732677454144e-65,5.723286006152104e-43,1.0052647926675872e-91,1.203850026729761e-38,5.631806879091555e-57,9.123705950856207e-83,9.226913011678156e-86,1.440950180073787e-76
2.1482495000369345e-21,0.6964023952539175,2.2515682785652387e-25,1.3060180323658291e-27,6.403594359320223e-39,5.869825600058251e-40,0.0,0.0,8.984800717679627e-22,1.0310096638249324e-39,3.391274410614603e-51,3.945004342359829e-51,4.170597411927378e-55,2.007104141881226e-64,6.950373907182205e-44,7.713193889839174e-37,5.434200341060068e-22,1.1558070849323688e-36,1.5319732976277127e-77,5.20303387821153e-63,4.607305592147925e-58,1.4186188406761793e-77,5.035820130871689e-24,8.597380701964334e-72,8.646736526892889e-40,1.473481024820228e-74,2.188251611529424e-78,8.632598551765356e-59,1.8345059874065248e-57,2.7305448729444144e-58,4.154317175071208e-55,1.5468209118612926e-90,1.0549143654213026e-92,1.7606052265390048e-91,3.76,0.0,0.7218163705872715,0.9999999999999966,6.449605289076039e-52,2.7049787647553266e-37,1.4624253105986507e-17,1.4624253105986507e-17,3.386498525372118e-15,3.827150257068576e-41,1.1497262310356655e-36,8.987052285958185e-22,8.425782093823296e-37,3.1860102540612223e-38,1.9203633063867328e-56,1.0250609955811499e-36,1.3431875957653442e-39,2.9728111428803712e-43,1.5314522620066293e-37,4.1809085559246573e-42,5.411303536160668e-39,5.030478597342578e-26,2.7399498181520924e-37,7.901443076850074e-38,8.850762510933765e-46,7.720714832958474e-40,5.3334858700054406e-45,8.871302865546911e-54,7.130441915638714e-40,7.009251033753546e-49,2.269828891619049e-69,5.0358201308724746e-24,1.514758132307011e-73,5.937315310772042e-54,4.410058127133459e-56,7.28744880600475e-59,1.982420361373759e-41,1.0998348704238345e-73,9.402074358132365e-50,2.5092138301506534e-54,7.886726814972654e-78,1.0559016646596843e-61,1.3508082650104594e-47,5.61961969125783e-42,8.528069969560531e-51,1.4488866711648354e-63,2.764501009869486e-74,1.4571040665119126e-55,5.0304785973185834e-26,9.274418000190454e-66,5.865850626534518e-59,4.582000272051406e-76,5.600632952893873e-74,5.600573690441037e-54,2.230860380504124e-64,1.9931886390210913e-80,4.6372612387043187e-51,5.511339615613912e-55,1.3686785824723517e-60,1.33161996244009e-92,3.20627377893147e-73,4.589118369083295e-90,9.015120999243303e-72,1.1018915570286252e-72,4.9607010134474476e-60,7.72709720416929e-97,7.859158342002366e-38,1.1481043215450596e-66,6.224902030049997e-74,5.434200341060069e-22,1.0065159442513788e-41,1.6254127193100576e-68,9.56350910450531e-64,2.7555158453465555e-42,4.53826675412561e-90,5.796019665115993e-38,5.529342295774383e-56,1.802705900890185e-81,1.997882861811241e-84,3.21468058519053e-75
4.565030187578486e-21,0.6964023952539175,4.784582591951602e-25,2.7752883187830584e-27,2.796617894202297e-38,2.5635070536795877e-39,0.0,0.0,1.909270152506916e-21,4.502690072412864e-39,2.999543811421898e-50,3.4893116652805223e-50,3.6889256537675656e-54,1.7752608837623368e-63,3.035410887936774e-43,3.36855441543776e-36,1.1547675724752638e-21,5.047713197622372e-36,2.726065514718754e-76,4.602024542811541e-62,4.075109620179327e-57,2.5698611424204596e-76,1.0701117778100608e-23,1.5303843927786075e-70,3.776257011400594e-39,2.6219809604565643e-73,4.092772948945157e-77,7.934845334839731e-58,1.686227059976022e-56,2.509841169691027e-57,3.674446495204943e-54,5.8405182584623995e-89,3.972268481584772e-91,6.647864384107977e-90,3.76,0.0,0.7218163705872715,0.9999999999999928,5.704602838949909e-51,1.1813352927232682e-36,3.1076537850221324e-17,3.1076537850221324e-17,7.196309366385143e-15,1.6714170666004686e-40,5.021156511072113e-36,1.9097486107661075e-21,3.67976040548679e-36,1.391414381931306e-37,1.6985395970765674e-55,4.4767106753367556e-36,5.8660531177218695e-39,1.2983047288374617e-42,6.688254376714128e-37,1.8259126086800018e-41,2.3632584219116394e-38,1.0689767019406538e-25,1.1966080705134688e-36,3.450767781155366e-37,3.865433695326484e-45,3.3718390088917454e-39,2.329273403162076e-44,7.978943074787267e-53,3.114051318040034e-39,3.061124077086377e-48,4.1114775727705726e-68,1.070111777810404e-23,2.7437724985096216e-72,2.594096614970981e-53,3.900646471118177e-55,6.465032331833931e-58,8.657750546612542e-41,1.9921970418899566e-72,8.316028294639923e-49,2.306341050312752e-53,1.477069281472306e-76,9.339330646856191e-61,5.899502034260005e-47,2.454235559812991e-41,3.7244322081795417e-50,1.2815238489045541e-62,5.177604438240059e-73,6.363565190971255e-55,1.0689767019301747e-25,8.20326268110404e-65,5.189053125936823e-58,8.154716171640082e-75,9.96760571820875e-73,4.953644004716174e-53,1.9827452038452996e-63,3.565040091978293e-79,2.0252223792529634e-50,4.874717476070872e-54,1.2105807064090098e-59,4.752457590424313e-91,6.00499594274468e-72,1.8313966723862204e-88,1.68843239088143e-70,2.0637209376094294e-71,4.387683868254819e-59,2.757746422806816e-95,3.4323009265279213e-37,1.0155032191521866e-65,1.1658552579028915e-72,1.1547675724752646e-21,4.3957195639589003e-41,2.8923350885342963e-67,8.45881549968219e-63,1.203406163545851e-41,1.7135665617044253e-88,2.5312740628256364e-37,4.8906410025068424e-55,3.2078737189171248e-80,3.6979322168883665e-83,6.020740960484754e-74
9.398591562661589e-21,0.6964023952539175,9.850611218725817e-25,5.713828891635551e-27,1.1675329192971418e-37,1.0702137321814978e-38,0.0,0.0,3.9308503139848075e-21,1.879784469601015e-38,2.5212973096487566e-49,2.9329767018312602e-49,3.100795796521241e-53,1.492213740294069e-62,1.2672242935304073e-42,1.4063051583181873e-35,2.3774626492137756e-21,2.107320895587166e-35,4.597908649998818e-75,3.868278921042303e-61,3.42537517953536e-56,4.370848376935388e-75,2.2031713072552946e-23,2.581645404413852e-69,1.576512966491508e-38,4.422354290260123e-72,7.064896780234336e-76,6.788427241167203e-57,1.442602750989521e-55,2.1472219619073127e-56,3.088593681229005e-53,2.0263497428990886e-87,1.3762150878887408e-89,2.3064771627915158e-88,3.76,0.0,0.7218163705872715,0.9999999999999851,4.795062414328775e-50,4.9318423008021746e-36,6.398110733869097e-17,6.398110733869097e-17,1.481593104831386e-14,6.977837243124571e-40,2.0962340017218468e-35,3.931835375106663e-21,1.5362275330622805e-35,5.808881144089962e-37,1.427724876031049e-54,1.8689385827268237e-35,2.4489617031954085e-38,5.4201666711030214e-42,2.7922145437275662e-36,7.622825709672198e-41,9.866138703115949e-38,2.2008343863704777e-25,4.995603141623972e-36,1.4406276201327961e-36,1.61380363249487e-44,1.4076764114286447e-38,9.724257944092763e-44,6.759267661460593e-52,1.3000551250587026e-38,1.2779590447827204e-47,6.992555607896726e-67,2.2031713072567275e-23,4.6664444671372785e-71,1.0839161394936642e-52,3.278728390535418e-54,5.44192771744824e-57,3.6144404250798334e-40,3.388209798211244e-71,6.990122859898354e-48,1.9731009072996966e-52,2.5512487239350503e-75,7.850270145568559e-60,2.463065912265164e-46,1.024595034509437e-40,1.5548771313330213e-49,1.0771980065164952e-61,8.94302408780012e-72,2.6566706524207426e-54,2.2008343863267296e-25,6.895580479027724e-64,4.362018963952525e-57,1.3755153891896973e-73,1.6813086771239214e-71,4.163836265406109e-52,1.6704188679737052e-62,6.027595012527684e-78,8.454976344257156e-50,4.0974937623921387e-53,1.0175660267029251e-58,1.6057480948051444e-89,1.0372137154065335e-70,6.509070613930442e-87,2.916347071766676e-69,3.56456470855443e-70,3.688112669074052e-58,9.317802394212052e-94,1.432918071846593e-36,8.53621838847459e-65,2.013725030300451e-71,2.3774626492137794e-21,1.8351263880401549e-40,4.878345879364723e-66,7.110144109421332e-62,5.023983841830318e-41,5.945163760026345e-87,1.0567570930000166e-36,4.11087858845269e-54,5.410733127840228e-79,6.353266394333811e-82,1.0399332756757526e-72
1.9065714312827793e-20,0.6964023952539175,1.9982668472280204e-24,1.1590910037412677e-26,4.769752931948055e-37,4.372172298165053e-38,0.0,0.0,7.974010636940526e-21,7.679532916888991e-38,2.067111864845856e-48,2.4046315037454678e-48,2.54223227533014e-52,1.2234069800487291e-61,5.177024724173959e-42,5.745215437797264e-35,4.8228528026907914e-21,8.609093460455085e-35,7.552079332078051e-74,3.171448771086581e-60,2.8083295246350197e-55,7.208220627856918e-74,4.469290366143563e-23,4.240706819522384e-68,6.440569871629516e-38,7.263730332036317e-71,1.1734976021151934e-74,5.612802918326489e-56,1.1927718517200517e-54,1.7753646413062898e-55,2.532215704840591e-52,6.748594945641111e-86,4.580091447966637e-88,7.6815710283411235e-87,3.76,0.0,0.7218163705872714,0.9999999999999699,3.9312818727671836e-49,2.014818501929371e-35,1.2979024631563023e-16,1.2979024631563023e-16,3.005517441178195e-14,2.850674202534727e-39,8.563799881450814e-35,7.97600890378769e-21,6.27599073126032e-35,2.3731174864816597e-36,1.1705351128739478e-53,7.635223930079157e-35,1.0004807634350708e-37,2.2143149408320883e-41,1.1407107488299264e-35,3.1141730291193566e-40,4.030639584389851e-37,4.464549755298255e-25,2.0408668858701073e-35,5.8854338934604e-36,6.593414183031873e-44,5.750817454188645e-38,3.972676668381116e-43,5.562541992465132e-51,5.311149383404788e-38,5.220879693443229e-47,1.1531599942513864e-65,4.469290366149415e-23,7.695551350072221e-70,4.435766432421669e-52,2.6880996269530673e-53,4.464676711943827e-56,1.4766168499561652e-39,5.5875822953061886e-70,5.730925045913515e-47,1.6313892211047125e-51,4.238921293066265e-74,6.436125758682177e-59,1.0063571575961293e-45,4.1858050331894616e-40,6.352180425514254e-49,8.831519973136953e-61,1.485896827621839e-70,1.0853427365831915e-53,4.464549755119528e-25,5.653813484341506e-63,3.57636891522148e-56,2.2593707167816005e-72,2.761655464467164e-70,3.4137645387711624e-51,1.3710329185728987e-61,9.912104119950956e-77,3.454192209014854e-49,3.359372946542823e-52,8.342621074518685e-58,5.279348557090632e-88,1.7233461009909486e-69,2.192434248594756e-85,4.8455542774025e-68,5.922577575792029e-69,3.0237375925220294e-57,3.0634896484182085e-92,5.8539378731475484e-36,6.999002734731723e-64,3.345834255649346e-70,4.8228528026908065e-21,7.49709008213968e-40,8.012697755505955e-65,5.829325717831981e-61,2.0524613279466537e-40,1.9799885991566408e-85,4.317197536252938e-36,3.370346692393743e-53,8.887753925859856e-78,1.0529184440895511e-80,1.7278646910711882e-71
3.839995981316021e-20,0.6964023952539175,4.024678297941283e-24,2.3345072329255482e-26,1.928010396888351e-36,1.7673019479888728e-37,0.0,0.0,1.6060331282851718e-20,3.104189990173862e-37,1.6740007816551388e-47,1.9473329369797663e-47,2.0587706104754064e-51,9.907466914095195e-61,2.0926361670125549e-41,2.3223079380441862e-34,9.713633109644791e-21,3.4799332243625927e-34,1.2242246492983523e-72,2.568321440265176e-59,2.2742580599100218e-54,1.1708089503793754e-72,9.001528483911299e-23,6.87464736471881e-67,2.6033813179632854e-37,1.1774819988188922e-69,1.9128214299252217e-73,4.564238118140438e-55,9.699422607651287e-54,1.443697041800268e-54,2.0506539299033797e-51,2.202854477087208e-84,1.494481663951718e-86,2.5073990132803314e-85,3.76,0.0,0.7218163705872713,0.9999999999999394,3.183653985941785e-48,8.144218526561143e-35,2.6140852426950875e-16,2.6140852426950875e-16,6.05336611371608e-14,1.1522880970830637e-38,3.4616248355469988e-34,1.606435596114939e-20,2.536855798033974e-34,9.592520309171628e-36,9.47929682577453e-53,3.0862795892631344e-34,4.0441032091346195e-37,8.950615029366273e-41,4.6109352307286397e-35,1.2587985297453194e-39,1.6292489643832958e-36,8.991980493426327e-25,8.249510259228081e-35,2.3789864797290572e-35,2.6655674807757376e-43,2.3245723626432033e-37,1.605819429820882e-42,4.513022456270055e-50,2.146851498743426e-37,2.1103630530292245e-46,1.8730236631138504e-64,9.001528483934951e-23,1.2499522920628285e-68,1.799164430255585e-51,2.176892771541514e-52,3.6168298731697384e-55,5.968721398439487e-39,9.075647707628346e-69,4.641051686339687e-46,1.326615154022031e-50,6.910498574891426e-73,5.212141507210014e-58,4.068781129591099e-45,1.691969319753222e-39,2.5676528907038058e-48,7.151993685043203e-60,2.422386850051538e-69,4.387178108401543e-53,8.991980492703881e-25,4.579252611577014e-62,2.8962850292709014e-55,3.662603291062018e-71,4.476843183844721e-69,2.7645550313197765e-50,1.1109208981863078e-60,1.6077566611309413e-75,1.3962870083687533e-48,2.7205073097161165e-51,6.756070843380826e-57,1.7123440719364255e-86,2.8094890947120163e-68,7.195788730799341e-84,7.899476426927147e-67,9.655296229790162e-68,2.448701098169157e-56,9.936355374596574e-91,2.366255284740526e-35,5.668775887378156e-63,5.454554281671826e-69,9.713633109644853e-21,3.030443679358231e-39,1.2988928351917265e-63,4.720739101962201e-60,8.296376847915998e-40,6.463013914202051e-84,1.745080270202631e-35,2.7293941562860064e-52,1.4409405000013426e-76,1.714389645804951e-79,2.8168555370362723e-70
7.706845081382504e-20,0.6964023952539175,8.077501199377344e-24,4.6853396914095335e-26,7.752445008965114e-36,7.106243404500755e-37,0.0,0.0,3.2232972574673097e-20,1.2481811423252934e-36,1.347381463851824e-46,1.5673829633711972e-46,1.6570796944273158e-50,7.974391302575105e-60,8.41439799005596e-41,9.337898080020036e-34,1.949519372355266e-20,1.3992658442820973e-33,1.9715760933724803e-71,2.067208534165178e-58,1.8305207425963672e-53,1.887411211412109e-71,1.8066004719411567e-22,1.107163144588042e-65,1.0468081778644398e-36,1.8962984677192465e-68,3.088991221299306e-72,3.6812233932084467e-54,7.82293571878545e-53,1.1643939657286515e-53,1.650544685642681e-50,7.119246124375409e-83,4.8290393213388386e-85,8.103490433880349e-84,3.76,0.0,0.7218163705872711,0.9999999999998784,2.562481699521424e-47,3.2747544499558388e-34,5.246450801772657e-16,5.246450801772657e-16,1.214906345816891e-13,4.633299807628054e-38,1.3919041216625308e-33,3.2241050075871404e-20,1.0200585588923195e-33,3.857110226857752e-35,7.629762765567765e-52,1.24097944888993e-33,1.6261161139567255e-36,3.5990029370924407e-40,1.854036776646851e-34,5.061573524395737e-39,6.551138428736174e-36,1.8046841970772537e-24,3.317091792571521e-34,9.565800003367195e-35,1.0721378955342442e-42,9.347003231780568e-37,6.456929323533008e-42,3.6358011733118015e-49,8.632395454476687e-37,8.485677069393129e-46,3.0194068585410516e-63,1.8066004719506674e-22,2.014984966702907e-67,7.283873267272105e-51,1.7521526878401073e-51,2.91162623057378e-54,2.3999966230786703e-38,1.4630393343101282e-67,3.735522159365803e-45,1.0699618023340044e-49,1.1160464073687649e-71,4.195184931066197e-57,1.6367825557392942e-44,6.803334219805026e-39,1.0324419344718666e-47,5.7565464666145745e-59,3.912161233462061e-68,1.764104617204291e-52,1.804684196786762e-24,3.686823812815366e-61,2.3312016390841867e-54,5.898562462504006e-70,7.2098824408775315e-68,2.225154400058716e-49,8.944394949424185e-60,2.5900814504147123e-74,5.614788952814066e-48,2.1897009616148896e-50,5.437873579918604e-56,5.516544556853206e-85,4.5373323924834935e-67,2.3318381305511686e-82,1.2757675530084775e-65,1.5593329201234551e-66,1.970927676073868e-55,3.2011292628331904e-89,9.5146084282563e-35,4.5640150706407405e-62,8.809119734752331e-68,1.949519372355291e-20,1.2185280750943863e-38,2.0918268683303097e-62,3.799661524579322e-59,3.335936641774454e-39,2.0887346355751608e-82,7.016891015060688e-35,2.1968538779587262e-51,2.3212257100712345e-75,2.7670593880829015e-78,4.549229216708414e-69
1.5440543281515467e-19,0.6964023952539175,1.6183147002287613e-23,9.387004608839192e-26,3.1090771852167084e-35,2.8499214400309297e-36,0.0,0.0,6.457825515831185e-20,5.005764643384508e-36,1.0811887696132335e-45,1.2577261202669668e-45,1.3297028943250612e-49,6.39894681064581e-59,3.374549937145348e-40,3.7449147777538266e-33,3.9058314951367876e-20,5.611681873063628e-33,3.164816297429545e-70,1.6588046606209636e-57,1.4688776137659185e-52,3.031200402681477e-70,3.6194957190271286e-22,1.777259979571283e-64,4.1981689896244467e-36,3.043979014166669e-67,4.96528682724967e-71,2.956958823016861e-53,6.283807398822875e-52,9.353045557330127e-53,1.32445816254923e-49,2.2894430383289105e-81,1.5528072485837254e-83,2.6059626992035304e-82,3.76,0.0,0.7218163705872706,0.9999999999997565,2.0562301843962073e-46,1.3133230014048637e-33,1.0511181919927793e-15,1.0511181919927793e-15,2.4340458144582806e-13,1.858160491342335e-37,5.582158072747965e-33,6.459443830530985e-20,4.090891053499498e-33,1.5468737144227207e-34,6.122404113691021e-51,4.97688263165683e-33,6.521452916584337e-36,1.4433611471301843e-39,7.4355167125757585e-34,2.0299173679005753e-38,2.627299516689589e-35,3.615656492982522e-24,1.3303021693778182e-33,3.8363136422148783e-34,4.3023587624250224e-42,3.7485663508804674e-36,2.5895174701887423e-41,2.918831766538221e-48,3.461976670559224e-36,3.4031360763560564e-45,4.849184148300185e-62,3.619495719065272e-22,3.2360770234387206e-66,2.960872278825061e-50,1.4059921851294622e-50,2.3365913026991223e-53,9.625059884526536e-38,2.3496492787196734e-66,2.997521277647003e-44,8.594509562839053e-49,1.7940114874798422e-70,3.366371703663068e-56,6.570194136255479e-44,2.7284413091763e-38,4.140553928715325e-47,4.6192655867602145e-58,6.288684924069228e-67,7.07516612072796e-52,3.61565649181752e-24,2.960117687237758e-60,1.8706502868572299e-53,9.468541297083857e-69,1.1573509660987648e-66,1.7855462707186685e-48,7.178806764557303e-59,4.158549007414919e-73,2.252086535425275e-47,1.7570971190956635e-49,4.363551083027961e-55,1.771246770345368e-83,7.293629303024298e-66,7.50889032809521e-81,2.0507590812460934e-64,2.506582126875746e-65,1.5815453354985567e-54,1.0278154758479206e-87,3.8157835309960047e-34,3.664406660549271e-61,1.4160402693381635e-66,3.905831495136887e-20,4.886842581130101e-38,3.357845393083686e-61,3.048989079632287e-58,1.3378597967793283e-38,6.717057919989999e-81,2.8140871351561316e-34,1.7628368876703271e-50,3.728121436966256e-74,4.446680222660287e-77,7.312753101131007e-68
