Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994)
3.674855832163893e-06,0.9292551510505579,0.00022933872779516527,6.767645030411737e-05,3.2462370403205776e-05,0.0009459249250318913,0.0,0.0,0.00036067327763808304,1.7618370329824753e-06,0.000761088015788268,3.941164379736992e-05,8.357255997079673e-05,2.7767319213052253e-13,6.244842190067429e-10,2.7137968316600835e-07,2.9134282701098455e-05,0.0005716661196296778,3.0312080829785913e-07,7.031940704678232e-09,3.262152836300717e-10,4.3677477351390904e-13,2.1326588989574657e-08,3.6329561041187873e-09,1.6165475891265326e-09,6.975150600683459e-08,3.0580007016741175e-13,1.1871697183862146e-09,7.98495914654638e-10,1.581716544752972e-11,6.919143155134711e-08,2.744786612205717e-12,1.6319252691148157e-12,2.4845694969502745e-10,3.76,0.0,0.28563153533400254,0.9961862536934212,0.0006461194021917714,3.685690519094083e-05,0.4948106249741447,0.5081097092381743,0.0021248165667476122,2.770040253791736e-10,0.000347823564324639,0.00021286126193227582,0.005456814560614931,3.385507526132791e-09,1.5795924154197937e-07,3.805709244972647e-06,5.02019000514342e-06,4.3793653873288485e-06,3.059671115003797e-08,0.0006094321212839918,7.761564117232259e-06,8.274052175763319e-06,0.0007538512720069373,0.0010887428052056439,0.00016621161152059502,2.232044759113346e-05,5.3200691955373424e-05,2.2156999873208966e-06,0.00036036745048644486,7.0121767283079226e-06,1.8018713404650014e-08,6.189993085005689e-13,9.807422016617263e-08,3.24858869789592e-09,3.8061492246304705e-05,1.3768316156248141e-09,1.169511219759202e-13,1.841438441860489e-08,7.11833575749276e-06,2.103955596574572e-09,1.3099293680554752e-08,4.1579637266614625e-12,5.55986458770151e-07,1.679037672830415e-08,1.912729023947812e-06,4.705062528720464e-13,5.61456488413478e-10,5.7326729599076695e-08,7.552197506986284e-09,6.1554394986304576e-09,2.455897501740073e-06,1.485015456369467e-12,1.7309169878406268e-07,5.974167785586576e-07,9.365560656842104e-07,4.0687045186870487e-08,2.6334545922565143e-13,1.681711200096919e-13,5.198792761899314e-13,1.5418254622076812e-15,1.9867186320856368e-10,3.9921038331766435e-13,8.498593647148396e-11,1.421708726675666e-05,7.641422899974624e-08,2.2299541403667793e-09
3.710070078962511e-06,0.9297012304743505,0.00023348736958405018,6.896743512731388e-05,3.316258999121151e-05,0.0009695344711322754,0.0,0.0,0.0003721512898043057,1.851127253841264e-06,0.0007890029024039858,4.07404185293748e-05,8.582769838000834e-05,2.9493653421366376e-13,6.513520105358821e-10,2.778983328308006e-07,2.9795023200915332e-05,0.0005854258527969292,3.15998348883564e-07,7.196370143123985e-09,3.456195084191456e-10,4.585560837152737e-13,2.1762259306154334e-08,3.774661207127962e-09,1.679173655927627e-09,7.29127636741051e-08,3.258162723710468e-13,1.2469562131115061e-09,8.367042685670496e-10,1.6539148714890952e-11,7.110693104210949e-08,2.88160860347229e-12,1.7149673946635624e-12,2.625811253825322e-10,3.76,0.0,0.2828448681452235,0.9961371459572069,0.0006643288350007464,3.779415786777411e-05,0.4974154686345235,0.5109614781205095,0.002124711735712355,2.783151211203594e-10,0.0003544505797895583,0.00021499629440456197,0.005547981394471116,3.417675238340629e-09,1.60629413689283e-07,3.844191334716036e-06,5.195854973951507e-06,4.5352906443714205e-06,3.087307839410936e-08,0.0006196586306034958,7.93204509369748e-06,8.358773353299333e-06,0.0007806315472909853,0.0011122466875757497,0.0001708693697634346,2.2949481031363203e-05,5.4674961130327777e-05,2.2667249762841755e-06,0.0003720047191425947,7.322419549903353e-06,1.850861935902289e-08,6.358242944295148e-13,1.0160969568350086e-07,3.365100953377461e-09,3.94866392360162e-05,1.4072654443301038e-09,1.2012930059942995e-13,1.887338965730568e-08,7.377550449372463e-06,2.175466554585006e-09,1.3515460693382052e-08,4.300920843595e-12,5.690335653078329e-07,1.7127560487650293e-08,2.0147386141496123e-06,4.797011324017825e-13,5.668473415069196e-10,6.069268200415013e-08,7.715602206192559e-09,6.31612682289358e-09,2.535472840209474e-06,1.5323220759844274e-12,1.7998640312817712e-07,6.112532436400098e-07,9.821185085518306e-07,4.2032405289235264e-08,2.695495325635163e-13,1.721218787929201e-13,5.445789299589541e-13,1.6342143122181228e-15,2.006013094835438e-10,4.0941175628388287e-13,8.896882799432845e-11,1.4255432514900763e-05,8.094399914622304e-08,2.3590991537032806e-09
3.745284325761129e-06,0.9301434334688828,0.00023768592352600937,7.027648986124264e-05,3.3874865447477295e-05,0.0009935246440051094,0.0,0.0,0.0003838813989819303,1.944355025153506e-06,0.0008176664210774819,4.210233231430328e-05,8.812377713449105e-05,3.131522109784843e-13,6.791871899806735e-10,2.845277081702923e-07,3.046802062776675e-05,0.0005994199899210274,3.293113287930345e-07,7.362686409728633e-09,3.65968233841343e-10,4.81285743200994e-13,2.220660906834589e-08,3.921270115155414e-09,1.7442293848151213e-09,7.618372743339908e-08,3.4702419476138104e-13,1.3094946471658387e-09,8.76629768944556e-10,1.7291131144301673e-11,7.306355022258478e-08,3.024309251039942e-12,1.8016720202524618e-12,2.774035949218857e-10,3.76,0.0,0.28008488012845806,0.9960869806430219,0.0006829079489758869,3.875137983364207e-05,0.49999156232890324,0.5137868516072401,0.0021246046505959356,2.7960960287032686e-10,0.0003611548213101622,0.0002171257877231786,0.005639675403887946,3.449731344417518e-09,1.6331526429684464e-07,3.882585750740473e-06,5.376533735441342e-06,4.695128608733924e-06,3.114931687006541e-08,0.0006299502220399513,8.10504488222052e-06,8.443325607206889e-06,0.0008081096888404609,0.0011359898037386965,0.00017561713932594576,2.3590693276310393e-05,5.617689759729773e-05,2.3184931856099083e-06,0.0003839013937996883,7.645750735002329e-06,1.9007437663649417e-08,6.529553045158193e-13,1.0523772970589086e-07,3.4846497795276197e-09,4.0952769486798116e-05,1.4381578333509512e-09,1.2336527854292393e-13,1.9340233986009042e-08,7.643239449843113e-06,2.2487229796797923e-09,1.3940668149067243e-08,4.447719623881827e-12,5.822799484639265e-07,1.7471410595180452e-08,2.1212605924947804e-06,4.890742407512846e-13,5.722218721760745e-10,6.42486639984819e-08,7.88067409468615e-09,6.4825777584311255e-09,2.6168754385031638e-06,1.5806871907720424e-12,1.8708287687180324e-07,6.253271224367541e-07,1.0293916535528943e-06,4.341247574429312e-08,2.758557449450675e-13,1.761376004794019e-13,5.702187076569943e-13,1.7313971913996873e-15,2.0252529951671014e-10,4.1997671437745635e-13,9.311360738867133e-11,1.4292358612653766e-05,8.569391422950177e-08,2.4943145347016983e-09
3.7804985725597473e-06,0.9305818014166246,0.0002419350903134451,7.160388424964319e-05,3.459942970463191e-05,0.0010178995715041416,0.0,0.0,0.0003958664688014766,2.0416690385062513e-06,0.0008470923413066506,4.349795754215319e-05,9.046131039417555e-05,3.323677896900737e-13,7.080200834982064e-10,2.9126934259568093e-07,3.115341966051519e-05,0.0006136515699803633,3.430716120542079e-07,7.53088467390065e-09,3.872976784246136e-10,5.050000502828755e-13,2.265977741052008e-08,4.072950619397619e-09,1.8118005276913726e-09,7.956716090381429e-08,3.694887401191128e-13,1.3748980128260083e-09,9.183420073465069e-10,1.807420050241037e-11,7.506213199555276e-08,3.173103940571381e-12,1.8921786134749302e-12,2.929540686549703e-10,3.76,0.0,0.2773513134284612,0.9960357414657731,0.0007018627365443937,3.972891077222501e-05,0.5025391480895971,0.5165860831490643,0.0021244952767472277,2.8088762697907135e-10,0.00036793726649395194,0.00021924983771142784,0.005731892337676218,3.481677622471679e-09,1.6601666580825935e-07,3.920894490369862e-06,5.5623151586217216e-06,4.858943584483417e-06,3.1425432744685755e-08,0.0006403066577616512,8.280592091845168e-06,8.52771388829003e-06,0.0008362981978862612,0.0011599717690950202,0.0001804561521397129,2.4244249755621783e-05,5.770686408912148e-05,2.371012698693496e-06,0.0003960608772071815,7.982634040852326e-06,1.9515280446097855e-08,6.703961891234718e-13,1.0895995033970597e-07,3.607288444081042e-09,4.2460814010629786e-05,1.4695139522655652e-09,1.266597829776748e-13,1.9815017714806857e-08,7.91548633143576e-06,2.3237485498888053e-09,1.4375029038493385e-08,4.5984499928433e-12,5.957279709126324e-07,1.782222178202888e-08,2.2324613582417945e-06,4.986335927886572e-13,5.775804323092288e-10,6.800444965559533e-08,8.047410470098898e-09,6.655091927944382e-09,2.700133405780578e-06,1.63012644285892e-12,1.9438504212403646e-07,6.39641830811134e-07,1.078420932736418e-06,4.482809455137994e-08,2.822654690761162e-13,1.802191580776216e-13,5.968275119258129e-13,1.8335928807909535e-15,2.0444396635024466e-10,4.3092414726895756e-13,9.742614148799433e-11,1.4327876854832206e-05,9.067239054634952e-08,2.635821652589182e-09
3.815712819358365e-06,0.9310163753637563,0.00024623557602966405,7.294989051936308e-05,3.5336519869854354e-05,0.0010426634512668087,0.0,0.0,0.0004081093602671746,2.1432227158269528e-06,0.0008772946218283251,4.492787423231824e-05,9.284081825304446e-05,3.526330473810813e-13,7.378819000722354e-10,2.981247898042912e-07,3.18513664909665e-05,0.0006281236700446492,3.572913491432395e-07,7.700960112500636e-09,4.0964511412037033e-10,5.297365405017654e-13,2.3121906167219034e-08,4.2298764704999245e-09,1.881975418271013e-09,8.306588005596984e-08,3.9327808100158133e-13,1.443283338584129e-09,9.61912998689437e-10,1.8889478665181863e-11,7.710353780086739e-08,3.3282147586569184e-12,1.986631275615183e-12,3.0926333189384715e-10,3.76,0.0,0.2746439126644267,0.9959834119334556,0.0007211993056067491,4.072709348591344e-05,0.5050584651058491,0.5193594237653092,0.0021243835791364863,2.8214935175898407e-10,0.00037479892175790126,0.00022136853721044423,0.005824628016124823,3.5135157900120985e-09,1.6873349275130382e-07,3.959119504024296e-06,5.753288214883827e-06,5.0268008053925135e-06,3.1701432229990554e-08,0.0006507277098947032,8.458715586724425e-06,8.611943064042722e-06,0.0008652097384306253,0.0011841922173992502,0.00018538765518181718,2.491031791416954e-05,5.926522788974452e-05,2.4242916843270192e-06,0.0004084865884816852,8.333546654930301e-06,2.0032261182764816e-08,6.881508442575183e-13,1.1277800590403213e-07,3.733070876268831e-09,4.401172482038292e-05,1.5013390029972701e-09,1.3001354962627183e-13,2.029784236539662e-08,8.194374247764055e-06,2.400566906204406e-09,1.481865679544322e-08,4.7532041649686955e-12,6.093800235328457e-07,1.818030043534807e-08,2.3485126762733217e-06,5.083875133576074e-13,5.829233650151173e-10,7.197024287241737e-08,8.215808758083533e-09,6.8339816386038815e-09,2.7852752029947405e-06,1.6806556617152677e-12,2.01896867563303e-07,6.542008062735966e-07,1.1292524995763133e-06,4.6280128060602695e-08,2.88780095205395e-13,1.843674352585541e-13,6.244350588643204e-13,1.9410292558441483e-15,2.0635744028979445e-10,4.4227373018061317e-13,1.0191249346641835e-10,1.4361998576037895e-05,9.58880839836669e-08,2.7838477911959124e-09
3.850927066156983e-06,0.9314471960241755,0.00025058809169196494,7.431478328417077e-05,3.6086377238030086e-05,0.0010678205511889872,0.0,0.0,0.00042061293101801323,2.2491743282242838e-06,0.0009082874133173769,4.639267013187721e-05,9.526282658871076e-05,3.7400006640310575e-13,7.688047534986659e-10,3.050956233903063e-07,3.256200882896462e-05,0.000642839405279327,3.7198298344672787e-07,7.87290791718145e-09,4.330488901135655e-10,5.5553402347589e-13,2.3593139891635088e-08,4.3922275805509046e-09,1.954845030092179e-09,8.668275432064745e-08,4.1846381330702555e-13,1.514771814049604e-09,1.007417252295315e-09,1.973812255022954e-11,7.918864781793706e-08,3.4898706685351287e-12,2.085178877106302e-12,3.263632777649044e-10,3.76,0.0,0.27196242490671485,0.99592997534564,0.0007409238814599758,4.17462739104641e-05,0.5075497497446234,0.5221071220681283,0.002124269521878419,2.833949229587073e-10,0.00038174082289096044,0.000223481975680442,0.005917878331757018,3.5452474992223096e-09,1.7146562175930864e-07,3.997262688139435e-06,5.949541957379236e-06,5.198766449920252e-06,3.197732158351818e-08,0.0006612131604870819,8.639444466700896e-06,8.69601790316493e-06,0.0008948571390085455,0.0012086508006736998,0.00019041291020547598,2.558906717625399e-05,6.0852360747053025e-05,2.478338391063872e-06,0.0004211819624502571,8.69897953127417e-06,2.0558494664496808e-08,7.062232113322814e-13,1.166935651505844e-07,3.862051672450574e-09,4.560647548810074e-05,1.5336382160245998e-09,1.3342732304793717e-13,2.0788810827746097e-08,8.479985883141766e-06,2.4792016449118325e-09,1.527166527042297e-08,4.9120766883406444e-12,6.232385240420912e-07,1.8545964851783592e-08,2.469591837925149e-06,5.183446434506941e-13,5.882510038620364e-10,7.61566929943827e-08,8.385866511767488e-09,7.0195722683680926e-09,2.872329646469834e-06,1.732290863035551e-12,2.096223689949169e-07,6.69007509058682e-07,1.1819332335738e-06,4.776947219788252e-08,2.954010306148828e-13,1.8858332668857695e-13,6.530719001129534e-13,2.053943581099023e-15,2.0826584858843078e-10,4.540459470075626e-13,1.0657892878885528e-10,1.4394735158725098e-05,1.0134989484346579e-07,2.9386262608504865e-09
3.8861413129556004e-06,0.9318743037834627,0.00025499335278710814,7.569883944583216e-05,3.6849247303739565e-05,0.0010933752098615092,0.0,0.0,0.00043338003452749515,2.3596871163034477e-06,0.0009400850610544997,4.7892940812393365e-05,9.772786689927541e-05,3.965233335354936e-13,8.008216846209641e-10,3.121834364246546e-07,3.328549590367971e-05,0.0006578019289201109,3.8715925780486403e-07,8.04672330157811e-09,4.575484571738455e-10,5.824326205811271e-13,2.407362587307066e-08,4.560190231236951e-09,2.03050303490922e-09,9.042070772268716e-08,4.451211164947985e-13,1.589488918155593e-09,1.0549318446433847e-09,2.0621325067443588e-11,8.13183611645199e-08,3.6583076825906955e-12,2.187975195883121e-12,3.442869408694849e-10,3.76,0.0,0.26930659965384596,0.9958754147908607,0.0007610428087205005,4.278680112879021e-05,0.5100132355712438,0.5248294242864908,0.0021241530689511488,2.846244880870138e-10,0.0003887640356299179,0.00022559023880656584,0.0060116392501159575,3.576874329574797e-09,1.7421293159338415e-07,4.035325878205285e-06,6.15116549995024e-06,5.374907655415741e-06,3.225310710853046e-08,0.0006717628014688685,8.822808047081445e-06,8.77994306045325e-06,0.0009252533943936569,0.0012333471890846994,0.00019553319345775178,2.628066890674781e-05,6.246863877774215e-05,2.533161141387422e-06,0.0004341504489350525,9.079437732477507e-06,2.1094096958988605e-08,7.246172759577394e-13,1.2070831747370814e-07,3.994286103536834e-09,4.7246061713654235e-05,1.5664168467116716e-09,1.369018559611124e-13,2.1288026906359532e-08,8.772403399769062e-06,2.5596763095793e-09,1.5734168702181814e-08,5.075164633035153e-12,6.373059155686503e-07,1.8919545519673643e-08,2.5958818257660045e-06,5.28513948535994e-13,5.935636715601731e-10,8.057491090864253e-08,8.55758141094538e-09,7.212202662059347e-09,2.9613259112833384e-06,1.785048253747849e-12,2.175656099103882e-07,6.840654162692961e-07,1.2365107448385744e-06,4.9297053742124166e-08,3.021296991862013e-13,1.9286773749244167e-13,6.827694518314293e-13,2.1725829051222196e-15,2.1016931486144108e-10,4.662621148415381e-13,1.1143192129210694e-10,1.4426098041642523e-05,1.0706697274072595e-07,3.1003965119793825e-09
3.921355559754218e-06,0.9322977387027948,0.0002594520787977379,7.710233808877291e-05,3.76253797718658e-05,0.0011193318369691323,0.0,0.0,0.0004464135192404806,2.4749294118742903e-06,0.000972702107559007,4.942928976389961e-05,0.00010023647612799184,4.2025984272187345e-13,8.339666837741638e-10,3.193898410181014e-07,3.4021978461082656e-05,0.0006730144322176696,4.028332211335431e-07,8.222401508354671e-09,4.831843925621393e-10,6.10473803435237e-13,2.4563514154329504e-08,4.73395728830647e-09,2.1090458614042553e-09,9.428272004015824e-08,4.733289205722205e-13,1.6675645507206424e-09,1.1045364938449163e-09,2.154031608767992e-11,8.349359609130176e-08,3.8337690386289145e-12,2.295179058584349e-12,3.6306853176995634e-10,3.76,0.0,0.26667618880973903,0.9958197131449488,0.0007815625532460591,4.3849027383760454e-05,0.5124491533699235,0.5275265742899572,0.002124034184071528,2.8583820073138453e-10,0.0003958696562492023,0.00022769340812995957,0.006105906810580295,3.6083977819772645e-09,1.7697530316551187e-07,4.073310842194893e-06,6.358247995564097e-06,5.55529253146146e-06,3.252879515414636e-08,0.0006823764346085306,9.008835838019246e-06,8.863723062356329e-06,0.0009564116672453696,0.0012582810707832941,0.00020074979534901317,2.6985296367675108e-05,6.411444236270413e-05,2.588768324936718e-06,0.0004473955119786085,9.475440777192935e-06,2.163918536948773e-08,7.433370653426607e-13,1.2482397311157085e-07,4.1298301223077575e-09,4.893150190376676e-05,1.5996801712513054e-09,1.4043790877654812e-13,2.179559544570446e-08,9.071708382189294e-06,2.6420143827358152e-09,1.6206281686836934e-08,5.242567538356302e-12,6.515846652428818e-07,1.9301385369994677e-08,2.727571482355009e-06,5.389047239155042e-13,5.988616790677491e-10,8.523648561546823e-08,8.730951261018212e-09,7.412225536914062e-09,3.052293534450415e-06,1.8389442328886533e-12,2.2573070204767075e-07,6.993780269310139e-07,1.2930333786414588e-06,5.086383165486104e-08,3.089675409744238e-13,1.9722158246378836e-13,7.135600234584464e-13,2.2972044610209157e-15,2.1206795891197174e-10,4.789444080126598e-13,1.1647815941167453e-10,1.4456098728661453e-05,1.1304872157486751e-07,3.269404250421821e-09
3.956569806552836e-06,0.9327175405228122,0.0002639649927198846,7.852556037416117e-05,3.841502856695421e-05,0.0011456949136499771,0.0,0.0,0.0004597162276453045,2.595074760965591e-06,0.001006153295182759,5.100232848629724e-05,0.00010278919647445274,4.452692017625031e-13,8.682747134829409e-10,3.2671646783884685e-07,3.4771608757569794e-05,0.0006884801443464194,4.1901823512320275e-07,8.39993781608219e-09,5.099984255072452e-10,6.397004332448228e-13,2.5062957547397134e-08,4.913728422492672e-09,2.190572754180465e-09,9.827182798888746e-08,5.031700803240476e-13,1.749133167423342e-09,1.156313635858851e-09,2.2496363429242448e-11,8.57152901710824e-08,4.0165053833096205e-12,2.406954484619738e-12,3.827434723101514e-10,3.76,0.0,0.26407094666122216,0.9957628530700978,0.0008024897040558078,4.4933308089847625e-05,0.5148577311641414,0.5301988136122646,0.0021239128299488062,2.8703619877152983e-10,0.0004030588121608506,0.0002297915606707757,0.006200677127209507,3.6398192748079706e-09,1.7975261956251143e-07,4.1112192739445184e-06,6.570878614131834e-06,5.739990172378928e-06,3.280439211540865e-08,0.000693053871465134,9.197557522923156e-06,8.947362292712807e-06,0.0009883452896925474,0.0012834521517108885,0.00020606402012952971,2.7703124672502904e-05,6.57901560351691e-05,2.645168392039927e-06,0.00046092062900683964,9.887522992951211e-06,2.2193878392335144e-08,7.623866478094842e-13,1.2904226334070667e-07,4.268740367847322e-09,5.0663837761255414e-05,1.633433482422745e-09,1.440362500269772e-13,2.231162262912594e-08,9.377981779403962e-06,2.7262392769329652e-09,1.668811914526937e-08,5.414387423220403e-12,6.660772626787076e-07,1.9691840093241368e-08,2.8648556829946236e-06,5.495266027439662e-13,6.041453250148414e-10,9.015350128717803e-08,8.9059739916926e-09,7.620007898218168e-09,3.145262417890692e-06,1.8939953887233856e-12,2.3412180595155739e-07,7.149488493555352e-07,1.3515502199311239e-06,5.2470798467073226e-08,3.1591601160851796e-13,2.016457863848527e-13,7.454768409669957e-13,2.428075979836848e-15,2.1396189653688583e-10,4.921158826846758e-13,1.2172455254128555e-10,1.4484748798006177e-05,1.1930480457556892e-07,3.445901554471225e-09
3.9917840533514536e-06,0.9331337486674411,0.00026853282057141966,7.996878942384094e-05,3.921845184095444e-05,0.0011724689928177925,0.0,0.0,0.00047329099527981594,2.7203020480443484e-06,0.0010404535686615191,5.261267657907939e-05,0.00010538657519397797,4.716137426083806e-13,9.037817312260251e-10,3.3416496562758644e-07,3.5534540549756414e-05,0.0007042023322811224,4.357279810130746e-07,8.5793275459683e-09,5.380334632665611e-10,6.701568008895699e-13,2.557211165012752e-08,5.0997103370505335e-09,2.275185832938353e-09,1.023911264322976e-07,5.347315566400914e-13,1.8343339182286882e-09,1.210348502464281e-09,2.349077386178649e-11,8.798440048361903e-08,4.206774951395267e-12,2.5234708329793223e-12,4.033484317769903e-10,3.76,0.0,0.2614906298557574,0.9957048170124569,0.0008238309752480488,4.604000184352349e-05,0.5172391942369633,0.532846381474685,0.002123788969123999,2.8821862007553334e-10,0.0004103326625278348,0.00023188476859654198,0.0062959463896204585,3.6711401379596436e-09,1.8254476607089938e-07,4.149052787176347e-06,6.78914651970773e-06,5.929070668748077e-06,3.307990443327644e-08,0.0007037949333363454,9.389002936065105e-06,9.030864979428561e-06,0.0010210677648513132,0.0013088601553727399,0.00021147718548283933,2.8434330734352495e-05,6.749616835784365e-05,2.7023698474335455e-06,0.0004747292899304771,1.0316233874116624e-05,2.2758295670145666e-08,7.817701316609039e-13,1.3336494065899325e-07,4.4110741718206096e-09,5.2444134884524965e-05,1.6676820855725364e-09,1.4769765562901233e-13,2.2836215427457026e-08,9.691303843939308e-06,2.8123743255485643e-09,1.7179796287974493e-08,5.590729031551046e-12,6.807862183678469e-07,2.0091278363420158e-08,3.0079355125010624e-06,5.603895621005852e-13,6.09414894572484e-10,9.533855482493739e-08,9.082647655444038e-09,7.835931464142987e-09,3.2402628311860157e-06,1.9502185037748364e-12,2.4274313153331835e-07,7.307814169152026e-07,1.4121110978066525e-06,5.411898172056936e-08,3.2297658176341117e-13,2.061412836673131e-13,7.785540780242922e-13,2.5654761159404487e-15,2.1585123894073973e-10,5.058005031423115e-13,1.271782375214593e-10,1.4512059911895851e-05,1.2584514942356466e-07,3.6301469936506747e-09
4.026998300150071e-06,0.9335464022476689,0.00027315629089255986,8.143231020915244e-05,4.0035911979480275e-05,0.0011996586994419292,0.0,0.0,0.0004871406496690343,2.8507956213399855e-06,0.001075618077619291,5.42609618277015e-05,0.0001080291643823436,4.993586359023142e-13,9.405247125695694e-10,3.41737000648802e-07,3.631092908037337e-05,0.0007201843006386914,4.529764664376397e-07,8.760566068455542e-09,5.673336177867978e-10,7.018886679632466e-13,2.6091134859526308e-08,5.292117002045949e-09,2.362990151766553e-09,1.0664376961668103e-07,5.681046058736185e-13,1.923310789334426e-09,1.2667292010046266e-09,2.4524894127398656e-11,9.030190379467124e-08,4.404843746833176e-12,2.644902951901563e-12,4.2492136391142147e-10,3.76,0.0,0.2589349973794685,0.9956455872005919,0.0008455932079144356,4.716947043220581e-05,0.5195937651511602,0.5354695148092298,0.0021236625640530635,2.893856144539906e-10,0.00041769239889218155,0.0002339730988486675,0.0063917108638935115,3.702361605990651e-09,1.8535163020263766e-07,4.186812909041924e-06,7.013140847039379e-06,6.122605118069229e-06,3.335533859453415e-08,0.0007145994512020896,9.583202039690841e-06,9.114235180854945e-06,0.0010545927682706808,0.0013345048225782011,0.0002169906221816597,2.917909321413727e-05,6.923287179459499e-05,2.760381242900655e-06,0.0004888249961797741,1.076213844472388e-05,2.333255794250725e-08,8.014916619231404e-13,1.3779377895734293e-07,4.556889565427906e-09,5.4273483376998544e-05,1.7024312941890881e-09,1.5142290813091305e-13,2.336948162487381e-08,1.0011754068954791e-05,2.9004427730513147e-09,1.7681428576989138e-08,5.771699770820841e-12,6.957140620928545e-07,2.0500082229604005e-08,3.1570184459954085e-06,5.715039337444461e-13,6.146706584015139e-10,1.0080477392166001e-07,9.260970425763327e-09,8.060393101309662e-09,3.3373254140922307e-06,2.0076305564029655e-12,2.5159893862862525e-07,7.468792574874551e-07,1.4747665899379618e-06,5.580944547386294e-08,3.3015073666466485e-13,2.1070901726017394e-13,8.128268888071152e-13,2.7096949089473136e-15,2.1773609251569426e-10,5.200231677599535e-13,1.3284658527255622e-10,1.4538043826619495e-05,1.326799534470988e-07,3.822405749231901e-09
4.062212546948689e-06,0.9339555400652665,0.00027783613423435383,8.291640942018739e-05,4.086767560608028e-05,0.0012272687307923209,0.0,0.0,0.0005012680091941247,2.9867454191476343e-06,0.0011116621790225108,5.594782028670014e-05,0.0001107175207500598,5.285720091611104e-13,9.785416741810686e-10,3.4943425616859074e-07,3.710093106033471e-05,0.0007364293914837956,4.707780323438537e-07,8.943648809650357e-09,5.979442329787096e-10,7.349433084366991e-13,2.662018838847213e-08,5.4911698955626845e-09,2.4540937584765963e-09,1.1103297243179757e-07,6.033849763755656e-13,2.0162127486528157e-09,1.3255467959151886e-09,2.5600111978241726e-11,9.266879672917606e-08,4.610985731553206e-12,2.771431331106281e-12,4.4750154477228494e-10,3.76,0.0,0.2564038105353195,0.9955851456452463,0.0008677833720503166,4.8322078841714416e-05,0.5219216637693876,0.5380684482815818,0.0021235335760244863,2.905373128593778e-10,0.0004251392458131692,0.0002360566128689393,0.006487966893511766,3.733484816506663e-09,1.8817310172180235e-07,4.224501075010812e-06,7.242950677325145e-06,6.320665634238872e-06,3.363070113163551e-08,0.0007254672656637264,9.780184900415403e-06,9.197476773867797e-06,0.001088934149305858,0.0013603859111531004,0.0002226056735677879,2.9937592458723524e-05,7.100066256743812e-05,2.8192111699965726e-06,0.0005032112596769177,1.1225817626011255e-05,2.3916786992876287e-08,8.215554193799204e-13,1.423305736839927e-07,4.706245282534008e-09,5.615299846669468e-05,1.7376864252313874e-09,1.552127972942143e-13,2.3911530306221712e-08,1.0339411121549556e-05,2.990467764953769e-09,1.819313168661207e-08,5.957409666674884e-12,7.108633412671864e-07,2.091864724498176e-08,3.3123185337371146e-06,5.828804042042916e-13,6.199128724516807e-10,1.0656583564225228e-07,9.440940595179323e-09,8.293805268598056e-09,3.4364811788402573e-06,2.0662487158888488e-12,2.60693537553039e-07,7.632459384173766e-07,1.5395680269246111e-06,5.754329186144546e-08,3.374399754394212e-13,2.153499389103807e-13,8.483314324951214e-13,2.8610341182268792e-15,2.1961655882081469e-10,5.348097349113828e-13,1.3873720756419438e-10,1.456271240304562e-05,1.3981968889452005e-07,4.022949736499457e-09
