Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322)
1.6858854732901295e-07,0.8771700191134704,2.5074357580759063e-06,3.0547468541062516e-07,1.7713082145998732e-07,6.129746151409476e-07,0.0,0.0,2.014963339353383e-06,7.716645793944953e-10,3.43859846713903e-08,3.494436086350004e-08,7.038843941289368e-09,5.225189754760867e-18,1.5468311887830994e-12,1.1240961027063764e-07,7.247433409293525e-08,1.8294732092827755e-06,1.0266873987774435e-17,5.97103367391701e-12,1.933853893558287e-14,3.7471653436377326e-14,1.9867461002083244e-08,8.269488273447661e-14,2.274929324468103e-12,1.4832215073422558e-17,1.3667037146373983e-19,4.4111980317456956e-14,1.9881430212594786e-16,6.762537255158858e-17,3.613177989932877e-11,5.712113608214548e-19,1.8970481332930859e-19,1.615153414926227e-18,3.76,0.0,0.6348165389224838,0.9973157867533096,1.6758770866402206e-07,4.764104143869639e-09,0.055175187170475815,0.05529455302023918,0.0026799797692614873,5.291402233161482e-11,1.8106782573973816e-06,3.751065743770137e-06,5.5747064858074816e-05,4.8841024731338445e-11,1.8435719892092408e-09,6.933473868788575e-08,2.9463729063065853e-08,4.716360331932266e-11,5.3167075930111105e-09,5.742444497085475e-06,1.2294826918721437e-07,1.360059663821941e-07,1.0218049082083787e-07,1.1647962299078425e-06,3.74976453865593e-08,3.7886096526118895e-09,4.072545761919812e-09,2.2174316686224077e-09,6.972782712960328e-09,1.9515829659268078e-07,1.0149529782094256e-12,4.100698962763051e-17,6.224156967729404e-12,3.3098580760948117e-13,3.969464153794723e-10,1.5223389425799678e-11,8.493421520814916e-18,8.710808508401431e-13
1.722251759979744e-07,0.8773523045964875,2.608183447087287e-06,3.231196716959664e-07,1.862289148835069e-07,6.514509413736712e-07,0.0,0.0,2.0564698757620457e-06,8.040361519788939e-10,3.5939777247667565e-08,3.627306413697596e-08,7.730576500299357e-09,5.806660843032937e-18,1.6389556713438856e-12,1.1357046473269109e-07,7.562347892047501e-08,1.908039412682689e-06,1.1020294816293937e-17,6.448211252448864e-12,2.0469239837112502e-14,3.883913354841482e-14,1.989887407115282e-08,9.14420549882891e-14,2.3774844196191237e-12,1.6578313135573804e-17,1.5271473461943286e-19,4.7666145103298325e-14,2.2130295335810852e-16,7.410494793247441e-17,3.9052361218211366e-11,6.550712170265663e-19,2.1882650565154696e-19,1.8915421447939765e-18,3.76,0.0,0.6336748396683229,0.997315644686599,1.801566454511895e-07,5.081562116923016e-09,0.0563139555299324,0.05643846220317684,0.0026799793088352585,5.3996978111070654e-11,1.888257637410997e-06,3.8702935898617226e-06,5.814894051101011e-05,5.039412982673219e-11,1.9367802046917797e-09,7.156460113463561e-08,3.0693728341629665e-08,5.105344558046766e-11,5.430685091319446e-09,5.988454152795659e-06,1.2557252623383767e-07,1.4063000430729646e-07,1.070667212324882e-07,1.2271762591269432e-06,4.0355487350799045e-08,4.103335116827118e-09,4.448252462545494e-09,2.3456851614860717e-09,7.69634104238635e-09,1.9872882072958343e-07,1.109689138027304e-12,4.481508081650141e-17,6.6099630730991826e-12,3.4996096775887815e-13,4.3877772580345796e-10,1.555000181235455e-11,9.279177759621971e-18,9.55595848969314e-13
1.7586180466693584e-07,0.877534271471383,2.7105264049354003e-06,3.41342301600712e-07,1.9555653380276971e-07,6.914033356158893e-07,0.0,0.0,2.0979145055090074e-06,8.370216722733615e-10,3.753744115591946e-08,3.761545989567218e-08,8.472993382635299e-09,6.434310131463672e-18,1.7336669403587692e-12,1.1468960362483015e-07,7.883517281659152e-08,1.9882159993488903e-06,1.1815241120032248e-17,6.951395405982248e-12,2.163123924030397e-14,4.019826029100973e-14,1.9928389681697135e-08,1.0086974899710297e-13,2.482156901421149e-12,1.8488341023175985e-17,1.7020170758783714e-19,5.1409367970544236e-14,2.457566180803689e-16,8.103238950635813e-17,4.2127580381387066e-11,7.4898355091849525e-19,2.516331647006496e-19,2.2077238784976666e-18,3.76,0.0,0.6325351896579671,0.997315500295708,1.933500678595703e-07,5.412545825979501e-09,0.057450614560121224,0.05758036785173105,0.0026799788423467587,5.5077477504473774e-11,1.9674072684990596e-06,3.99112200219619e-06,6.0600225643497576e-05,5.196773155115626e-11,2.0323406265668776e-09,7.382452300194029e-08,3.194659306441241e-08,5.518764847265222e-11,5.544599292800757e-09,6.239431529262575e-06,1.281970359255551e-07,1.453201165637879e-07,1.1209879491608928e-07,1.291586473643473e-06,4.336855345152728e-08,4.436981031256957e-09,4.849678300784686e-09,2.478513760105856e-09,8.476534122144076e-09,2.0227445929810078e-07,1.210983336528912e-12,4.888535109836634e-17,7.010862758997104e-12,3.696292892870025e-13,4.839627051813952e-10,1.5876554925074064e-11,1.0118813831871664e-17,1.0462151187592728e-12
1.794984333358973e-07,0.8777159203159378,2.8144489600147297e-06,3.601455711319631e-07,2.0511289849015223e-07,7.328526297630923e-07,0.0,0.0,2.1392988656824337e-06,8.70618403598701e-10,3.918057067423417e-08,3.897110788616856e-08,9.26851830081831e-09,7.110253525702204e-18,1.830929472671361e-12,1.1576832108357164e-07,8.210915700422407e-08,2.0700013606358252e-06,1.2653736535092128e-17,7.48133821676852e-12,2.282410991195264e-14,4.15476049780518e-14,1.995606638399857e-08,1.1101176120178714e-13,2.5889377833135157e-12,2.0573725983638143e-17,1.8922149606058288e-19,5.534634256030529e-14,2.7229804690743714e-16,8.842688803258135e-17,4.5361163589925695e-11,8.538862875996488e-19,2.8849305810901065e-19,2.568373242690459e-18,3.76,0.0,0.631397585184903,0.9973153535707908,2.0718301043030583e-07,5.757313852870475e-09,0.058585168023310756,0.05872027357471931,0.0026799783697690764,5.615552678555203e-11,2.0481238406270297e-06,4.113545029720757e-06,6.310084422147809e-05,5.3561741824085675e-11,2.1302507378727303e-09,7.611439853452517e-08,3.322219216613981e-08,5.957708796110744e-11,5.658450237618705e-09,6.495365084256074e-06,1.3082203573848377e-07,1.5007610908747772e-07,1.172800319509652e-07,1.3580546414709356e-06,4.6541827065470666e-08,4.790241160724632e-09,5.277954836942971e-09,2.615972766313776e-09,9.316364420146195e-09,2.0579533681191176e-07,1.3191268867867147e-12,5.3229373307315616e-17,7.427172689047253e-12,3.9000553802155047e-13,5.326870828420383e-10,1.6203078683859347e-11,1.1014696949090085e-17,1.1432248605190741e-12
1.8313506200485873e-07,0.8778972517068958,2.9199358817831224e-06,3.795322293726014e-07,2.148972092594011e-07,7.758193866285415e-07,0.0,0.0,2.180624632746753e-06,9.048236469706716e-10,4.087085908488934e-08,4.033958523036773e-08,1.0119623111734862e-08,7.836619222610739e-18,1.9307068586632586e-12,1.1680788672209798e-07,8.544517652880214e-08,2.1533939633026887e-06,1.3537927418032643e-17,8.038792164859474e-12,2.404740867116774e-14,4.2885831556319e-14,1.998196164051319e-08,1.21902556475616e-13,2.697818204500396e-12,2.2846400567092752e-17,2.0986745254184164e-19,5.948171580247015e-14,3.0105466811928197e-16,9.630794595684623e-17,4.8756797263958504e-11,9.707797329495727e-19,3.2980143111418873e-19,2.978592179041875e-18,3.76,0.0,0.6302620225496618,0.9973152045019846,2.2167043847730772e-07,6.1161234385628066e-09,0.05971761967472872,0.059858182974369914,0.0026799778910752536,5.723113220795543e-11,2.130404059700421e-06,4.237556453543001e-06,6.565072028683197e-05,5.517606911619696e-11,2.230507904053205e-09,7.843411672888842e-08,3.452039518695917e-08,6.423293309321156e-11,5.7722379654387646e-09,6.756243296983488e-06,1.3344775979582442e-07,1.548977751452788e-07,1.226138674164682e-07,1.4266084365800311e-06,4.9880330214126435e-08,5.163816672240481e-09,5.734232620463405e-09,2.7581164969242874e-09,1.0218915039779334e-08,2.092915772894481e-07,1.4344159825133733e-12,5.78589119865753e-17,7.859217523207437e-12,4.111048860435482e-13,5.851421936668431e-10,1.6529602570458337e-11,1.19692332085545e-17,1.246916675543356e-12
1.8677169067382018e-07,0.8780782662199641,3.0269723666006682e-06,3.995047837452976e-07,2.2490864893891933e-07,8.203239064071918e-07,0.0,0.0,2.22189352335347e-06,9.39634741907883e-10,4.261009982919055e-08,4.17204861913315e-08,1.1028826725155598e-08,8.61554592406174e-18,2.032961967611256e-12,1.1780954598314929e-07,8.884298038853681e-08,2.23839234907959e-06,1.4470088816937085e-17,8.624509926338078e-12,2.5300678288223857e-14,4.4211695351149636e-14,2.0006131837838407e-08,1.3357725504032803e-13,2.808789434411876e-12,2.5318809934693068e-17,2.3223609980476274e-19,6.382008774438788e-14,3.321586453035427e-16,1.0469537363862033e-16,5.2318128062578383e-11,1.1007288776863533e-18,3.759816092600638e-19,3.443935018248247e-18,3.76,0.0,0.6291284980598026,0.997315053079405,2.3682724706529491e-07,6.489230500354827e-09,0.0608479732625758,0.06099409964633348,0.0026799774062382766,5.830430000533413e-11,2.2142446475290413e-06,4.363149796495615e-06,6.824977795748694e-05,5.6810618561042356e-11,2.333109384912128e-09,8.07835615223641e-08,3.584107227009625e-08,6.916664795386212e-11,5.8859625154109466e-09,7.022054668059487e-06,1.3607443892417706e-07,1.5978489574494807e-07,1.2810385175115444e-07,1.497275434440202e-06,5.338912215071334e-08,5.558415890038485e-09,6.219680692768623e-09,2.9049983129231987e-09,1.1187349296383982e-08,2.1276330425625804e-07,1.5571515636360296e-12,6.278591806221939e-17,8.30733025556025e-12,4.329429240592505e-13,6.415249832504739e-10,1.6856155642468265e-11,1.2984866505998979e-17,1.3575874318418073e-12
1.9040831934278162e-07,0.8782589644298122,3.135544019982084e-06,4.2006550672434195e-07,2.351463858172438e-07,8.663862347636096e-07,0.0,0.0,2.263107295359406e-06,9.750490674888472e-10,4.440018795676673e-08,4.311342187454519e-08,1.1998693674457795e-08,9.44918064062152e-18,2.1376571510873903e-12,1.1877452060271427e-07,9.230232169671827e-08,2.324995134080716e-06,1.5452632256777615e-17,9.239244124054584e-12,2.6583449866188496e-14,4.552404124542436e-14,2.0028632287732495e-08,1.4607161573053692e-13,2.921842878356966e-12,2.80039211434256e-17,2.564271619226495e-19,6.836601153295527e-14,3.657469509194245e-16,1.136092847031083e-16,5.6048762952376084e-11,1.244866141945659e-18,4.274864288183155e-19,3.970441747792205e-18,3.76,0.0,0.6279970080298909,0.9973148992931422,2.526682598602623e-07,6.8768896545673105e-09,0.06197623252804295,0.06212802717969773,0.0026799769152310677,5.937503639142345e-11,2.2996423417778496e-06,4.490318335216469e-06,7.089794142755708e-05,5.846529210394318e-11,2.4380523486694413e-09,8.316261202814979e-08,3.71840941588279e-08,7.43899940895499e-11,5.999623926683178e-09,7.292787719466608e-06,1.387023007416511e-07,1.6473724016164507e-07,1.3375365116512592e-07,1.5700831064516373e-06,5.7073297576439514e-08,5.974753986051622e-09,6.735485945188647e-09,3.056670654388981e-09,1.2224910130762733e-08,2.16210640748085e-07,1.6876391426523804e-12,6.8022521968545e-17,8.771852638789401e-12,4.55535676923965e-13,7.020380119623984e-10,1.7182766537200593e-11,1.4064077133239663e-17,1.4755390891860407e-12
1.9404494801174306e-07,0.87843934691008,3.245636842312215e-06,4.4121644137465134e-07,2.456095758375223e-07,9.14026169335258e-07,0.0,0.0,2.3042677486487434e-06,1.0110640432590368e-09,4.624312129531208e-08,4.451801998194219e-08,1.3031832895126012e-08,1.0339677111327472e-17,2.2447544025351844e-12,1.19704008979452e-07,9.582295781105037e-08,2.41320100828228e-06,1.648811238595648e-17,9.883747131105523e-12,2.7895244759842872e-14,4.682180191851949e-14,2.004951723871496e-08,1.5942202211349703e-13,3.036970082170372e-12,3.091523092021726e-17,2.8254359268397793e-19,7.312399365231306e-14,4.0196142727897327e-16,1.2307009246465285e-16,5.995226936443583e-11,1.4043935512245634e-18,4.84799445546948e-19,4.564667094946322e-18,3.76,0.0,0.6268675487814783,0.9973147431332573,2.6920822835541406e-07,7.2793542362223935e-09,0.06310240120532602,0.06325996915699998,0.002679976418026475,6.044334756011933e-11,2.3865938959222932e-06,4.61905510998859e-06,7.359513496745907e-05,6.013998864187653e-11,2.5453338822283764e-09,8.557114272240952e-08,3.8549332193932365e-08,7.991503243606773e-11,6.1132222385796306e-09,7.568430994522269e-06,1.4133156974770881e-07,1.6975456636933393e-07,1.3956704792811788e-07,1.645058815490898e-06,6.093798518950402e-08,6.413552727564821e-09,7.282852579924796e-09,3.213185062511242e-09,1.33349195727114e-08,2.196337093134911e-07,1.8261886591908982e-12,7.358102790191146e-17,9.25313552732006e-12,4.788996161337929e-13,7.668894554797324e-10,1.7509463475991787e-11,1.520938060797355e-17,1.6010785510611867e-12
1.976815766807045e-07,0.8786194142333709,3.3572372155190332e-06,4.629594066628963e-07,2.562973644779194e-07,9.632632657934503e-07,0.0,0.0,2.345376725901547e-06,1.04767713013362e-09,4.814100154337469e-08,4.59339245768986e-08,1.4130896512101862e-08,1.1289194423979335e-17,2.354215501347012e-12,1.2059918651298273e-07,9.940465045330268e-08,2.503008734983509e-06,1.7579233560802124e-17,1.0558770891431837e-11,2.9235576366480636e-14,4.810399592605374e-14,2.006883990015707e-08,1.7366546913371536e-13,3.1541627365698745e-12,3.4066773153741056e-17,3.106916048591723e-19,7.809849438461468e-14,4.4094884523861544e-16,1.3309850671855553e-16,6.403217539795453e-11,1.5805849601457672e-18,5.484361212556483e-19,5.233710035614636e-18,3.76,0.0,0.6257401166430874,0.9973145845897793,2.864618312917121e-07,7.696876318832814e-09,0.06422648302164008,0.06438992915423915,0.0026799759145972584,6.15092396855555e-11,2.4750960792012848e-06,4.749352934029074e-06,7.634128292402525e-05,6.18346041588284e-11,2.6549509998010942e-09,8.800902362108063e-08,3.9936658311194034e-08,8.575412508492035e-11,6.2267574902880945e-09,7.848973057846948e-06,1.4396246741394053e-07,1.7483662144867155e-07,1.4554794059220263e-07,1.7222298117821206e-06,6.49883463141022e-08,6.875540238567087e-09,7.863001584702752e-09,3.3745922032719997e-09,1.4520778173059932e-08,2.2303263201645425e-07,1.9731143382050906e-12,7.9473908207975e-17,9.751539198786848e-12,5.030516714715303e-13,8.362931023699372e-10,1.783627427965923e-11,1.6423326527789722e-17,1.7345175175530658e-12
2.0495483401862737e-07,0.8789786056942933,3.584907971502661e-06,5.082276168475385e-07,2.7834327734987677e-07,1.0666059929034722e-06,0.0,0.0,2.4274478415195574e-06,1.1226876934153773e-09,5.211053532990271e-08,4.879830986509267e-08,1.653761373651579e-08,1.3373947237368913e-17,2.5800761230444067e-12,1.222911976958597e-07,1.0675027472417699e-07,2.687425162149125e-06,1.994000649707055e-17,1.2003385268950976e-11,3.1999873994113753e-14,5.061817437910804e-14,2.01030061468018e-08,2.049824406873523e-13,3.394711909526013e-12,4.1149422635898806e-17,3.73523720034154e-19,8.871466633221085e-14,5.278545902604777e-16,1.549424578698132e-16,7.273510364670363e-11,1.988430023808429e-18,6.969093629010948e-19,6.827557234336616e-18,3.76,0.0,0.6234913190451982,0.9973142603119796,3.231682890646544e-07,8.578095099506894e-09,0.06646840094540557,0.06664391747990649,0.002679974888955535,6.363379140486143e-11,2.656739488620211e-06,5.014601902723053e-06,8.19801398572505e-05,6.528316222070875e-11,2.8811797263400236e-09,9.2972294868058e-08,4.277706549485975e-08,9.842543752116279e-11,6.453638969206308e-09,8.424707914101324e-06,1.4923001995428173e-07,1.851938545215997e-07,1.5802839021748469e-07,1.8832660796078672e-06,7.366688934528585e-08,7.872024421727497e-09,9.126611340559564e-09,3.7122831430210868e-09,1.7134033827985483e-08,2.297585256844143e-07,2.2933716344061426e-12,9.231348740348047e-17,1.0801199015835256e-11,5.537902094375168e-13,9.89640188971838e-10,1.8490346849524992e-11,1.906750742293232e-17,2.026363823961926e-12
2.1222809135655023e-07,0.8793365433728281,3.81845447453829e-06,5.558804131205558e-07,3.012771433044652e-07,1.1765662493439531e-06,0.0,0.0,2.5093362683509534e-06,1.2000613085493321e-09,5.632772112183647e-08,5.1704048380483196e-08,1.9240877327873885e-08,1.5720772067936133e-17,2.8149342564774454e-12,1.2385951051337806e-07,1.1433737999214967e-07,2.8782359657323063e-06,2.255984510879193e-17,1.357908765449807e-11,3.487235748986906e-14,5.3060358726568304e-14,2.013153676445147e-08,2.403302004329781e-13,3.64342698062563e-12,4.9375179852535784e-17,4.458396762617138e-19,1.0024931475203437e-13,6.277392104226343e-16,1.7931263011970069e-16,8.218499594120135e-11,2.480124503943863e-18,8.77715999371253e-19,8.820885217355035e-18,3.76,0.0,0.621250586003104,0.9973139263792108,3.629035915381372e-07,9.52253816088659e-09,0.06870201597800814,0.06889002063439788,0.002679973838085989,6.574874055019257e-11,2.8445470371941987e-06,5.286003557795275e-06,8.781390853462429e-05,6.881008057894538e-11,3.1167134798255475e-09,9.805130351027113e-08,4.57043029972715e-08,1.1250891537139383e-10,6.680268674586148e-09,9.01990122998186e-06,1.5450667261286052e-07,1.9580671376075795e-07,1.7122852019853373e-07,2.053407504996624e-06,8.315081764717474e-08,8.970149569483022e-09,1.0536398142402248e-08,4.0701323057908386e-09,2.0093427403003837e-08,2.363892886767453e-07,2.651004953913818e-12,1.066441804499381e-16,1.1923914863732003e-11,6.078963299863341e-13,1.1639016027983321e-09,1.914519928350336e-11,2.2017653178858768e-17,2.353661656227143e-12
2.195013486944731e-07,0.879693231812799,4.057780189579949e-06,6.059248329814167e-07,3.2509191456298634e-07,1.2932923726970016e-06,0.0,0.0,2.591058364771839e-06,1.279779251605172e-09,6.081321987085804e-08,5.464885722615464e-08,2.2263326533153295e-08,1.83470166726119e-17,3.058490285938809e-12,1.2531273562665834e-07,1.221642288352882e-07,3.0754338291953334e-06,2.546649447455973e-17,1.5291860858087357e-11,3.784902430281714e-14,5.542555697809927e-14,2.015482210577492e-08,2.8002532949459945e-13,3.9002471144664095e-12,5.887645584970517e-17,5.286101014685333e-19,1.1273654674683335e-13,7.419604579282005e-16,2.063850747273073e-16,9.240869007466759e-11,3.068698985307327e-18,1.0962586750334207e-18,1.1293445542355884e-17,3.76,0.0,0.619017888394033,0.9973135827102275,4.057825104458935e-07,1.0532178879719898e-08,0.07092735768738624,0.07112826699160325,0.002679972761766838,6.785413581123281e-11,3.0384934407155185e-06,5.5634931684983e-06,9.384198649367636e-05,7.241443474157451e-11,3.3615265028800677e-09,1.0324486727182418e-07,4.871736745713799e-08,1.2811446520954452e-10,6.906646917075664e-09,9.634462285916226e-06,1.5979409605095333e-07,2.0667282537305058e-07,1.8518371914359404e-07,2.232867627639062e-06,9.348245723164626e-08,1.0175945248990679e-08,1.210267838530225e-08,4.448516083999584e-09,2.342892199725696e-08,2.4292588034502246e-07,3.0486673143981156e-12,1.2257122427343632e-16,1.3122940301336107e-11,6.655231230664651e-13,1.3609889580465935e-09,1.9801040904291493e-11,2.5295266152543025e-17,2.7190613492177867e-12
2.2677460603239596e-07,0.8800486755416569,4.302793484587118e-06,6.583648442487118e-07,3.497805132880812e-07,1.4169293756221403e-06,0.0,0.0,2.672631242723789e-06,1.361823556568113e-09,6.558945159629059e-08,5.7630692529886364e-08,2.5628164690488995e-08,2.127002291169072e-17,3.310453328397954e-12,1.2665914886649594e-07,1.3022916412864756e-07,3.2790125472187896e-06,2.8690787846268963e-17,1.7147665477227705e-11,4.0925903948584856e-14,5.770992067806643e-14,2.0173237603273314e-08,3.2439289776980944e-13,4.165114174129534e-12,6.97950240795976e-17,6.228614725093001e-19,1.2620983438196326e-13,8.719607300165508e-16,2.3634033240306245e-16,1.0343242533872925e-10,3.768567086001333e-18,1.3585749654620388e-18,1.4337015675673408e-17,3.76,0.0,0.6167931972049844,0.9973132292229854,4.5191862833778397e-07,1.1608972588802163e-08,0.07314445553123511,0.07335868482200757,0.002679971659774183,6.995002556896596e-11,3.238553661566952e-06,5.847003228502311e-06,0.00010006377250578045,7.609526514419363e-11,3.615592490769618e-09,1.0855174911320967e-07,5.181526477877504e-08,1.4535695998046983e-10,7.132774006140139e-09,1.0268300699904811e-05,1.650939194434472e-07,2.1778967971864914e-07,1.999312439556731e-07,2.4218578192695996e-06,1.0470452832230773e-07,1.1495520436003812e-08,1.3835984487151702e-08,4.8477990593546925e-09,2.7171668580419702e-08,2.493692525618371e-07,3.4890661318353965e-12,1.4020198633716092e-16,1.4401708776644718e-11,7.268320519184887e-13,1.5829026826371028e-09,2.0458075599166193e-11,2.8922279915616646e-17,3.1252747945752987e-12
2.3404786337031882e-07,0.8804028790705208,4.553407286420305e-06,7.132015075583543e-07,3.753358594683854e-07,1.5476191024465361e-06,0.0,0.0,2.7540727869112382e-06,1.4461770489729448e-09,7.068062207584419e-08,6.064774228072058e-08,2.935911608876803e-08,2.450711672187665e-17,3.570544311470721e-12,1.2790670161875424e-07,1.3853061188744815e-07,3.488967002538859e-06,3.2266886404614036e-17,1.9152435824089742e-11,4.409910260602167e-14,5.991066050646437e-14,2.0187144234460173e-08,3.737660585069342e-13,4.437972826668823e-12,8.228228863787364e-17,7.296776712405815e-19,1.4070206960036136e-13,1.0192689522017105e-15,2.69363380712385e-16,1.1528185537419695e-10,4.595601768763235e-18,1.6713793922345825e-18,1.8056634612584573e-17,3.76,0.0,0.614576483532167,0.9973128658345608,5.014243409110091e-07,1.2754857339131494e-08,0.07535333885749024,0.07558130229308842,0.002679970531881798,7.203645789812335e-11,3.4447029065431044e-06,6.13646370800206e-06,0.00010647866657976527,7.985158056541234e-11,3.878884714566238e-09,1.1397066211304218e-07,5.4997010046978045e-08,1.643562761239507e-10,7.358650249708087e-09,1.0921326426422289e-05,1.7040773241916167e-07,2.2915464284002297e-07,2.155102168156414e-07,2.6205871824385486e-06,1.1686010697318006e-07,1.2935056820456416e-08,1.574704788726316e-08,5.268334597525794e-09,3.135397938488951e-08,2.557203498166213e-07,3.974958646758997e-12,1.5964578406200372e-16,1.576384193951559e-11,7.919932442033063e-13,1.831731414108482e-09,2.1116502097640533e-11,3.292102248936523e-17,3.575070345743854e-12
2.413211207082417e-07,0.8807558468942374,4.809538761292782e-06,7.704331342424988e-07,4.01750892746055e-07,1.6855003746895287e-06,0.0,0.0,2.8354016721590733e-06,1.5328233801470699e-09,7.611274669741152e-08,6.369841936787533e-08,3.34803828920055e-08,2.8075606788417943e-17,3.8384986621814946e-12,1.2906303084256156e-07,1.470670838081718e-07,3.7052931418258083e-06,3.623252218072007e-17,2.131207627851276e-11,4.7364843783293837e-14,6.202596164313654e-14,2.0196888991136945e-08,4.28485656559942e-13,4.718770638305218e-12,9.649956373575636e-17,8.502017150597044e-19,1.5624562717117143e-13,1.1855024483357997e-15,3.0564359612625895e-16,1.2798206118050311e-10,5.567211471554279e-18,2.0421055470030534e-18,2.2571899341697783e-17,3.76,0.0,0.6123677185804486,0.9973124924610803,5.544108624813905e-07,1.3971754679543667e-08,0.07755403690480937,0.0777961474697106,0.0026799693778609373,7.411348056960703e-11,3.6569166245496963e-06,6.431802289735629e-06,0.00011308606996544721,8.368236129159456e-11,4.151376119825113e-09,1.1950027405472536e-07,5.8261627442032435e-08,1.8523732487888233e-10,7.584275954699888e-09,1.1593449755317484e-05,1.757370868476775e-07,2.407649673080053e-07,2.319616196997851e-07,2.8292624584481577e-06,1.299925885700398e-07,1.4500802448105412e-08,1.78467824282527e-08,5.710465406533755e-09,3.6009299823350436e-08,2.619801093134494e-07,4.509147458009092e-12,1.8101370859418464e-16,1.721315729243774e-11,8.611857568723388e-13,2.109651278566998e-09,2.177651421843045e-11,3.731418047776579e-17,4.071267761011004e-12
2.485943780461646e-07,0.8811075834914273,5.0711090151466805e-06,8.300554407986312e-07,4.290185897083464e-07,1.8307091276751861e-06,0.0,0.0,2.916637379133189e-06,1.6217470621610822e-09,8.191367174417206e-08,6.678135476284787e-08,3.801660208011084e-08,3.199279129811118e-17,4.114068676278005e-12,1.3013546885132862e-07,1.5583717954736106e-07,3.927987950631294e-06,4.062924503121539e-17,2.363245798518769e-11,5.0719505694814793e-14,6.405489975834635e-14,2.020280532069946e-08,4.888998473135629e-13,5.007458160582107e-12,1.1261836905918636e-16,9.856376749477196e-19,1.728724347680226e-13,1.3723688162482691e-15,3.453747298804856e-16,1.4155756412070337e-10,6.702414656845248e-18,2.4789485114153702e-18,2.8018326669441266e-17,3.76,0.0,0.610166873662814,0.9973121090176539,6.10988233670759e-07,1.526157045489651e-08,0.0797465788030561,0.08000324831451956,0.0026799681974801577,7.618114105289229e-11,3.875170504185504e-06,6.732944591613188e-06,0.00011988538515710492,8.758656211688453e-11,4.433039407898955e-09,1.2513921175714286e-07,6.160815015444372e-08,2.081300783202069e-10,7.809651427103084e-09,1.2284581310706956e-05,1.8108349845828375e-07,2.5261780250025704e-07,2.493282866647965e-07,3.0480879429361207e-06,1.4414565280501866e-07,1.6199065627224833e-08,2.0146268053662843e-08,6.174524027949071e-09,4.117217901476978e-08,2.6814946107129215e-07,5.094476147317353e-12,2.0441845222386213e-16,1.8753675270781737e-11,9.345978182921418e-13,2.418925062396091e-09,2.2438301085437495e-11,4.212476395049395e-17,4.616733174896975e-12
2.558676353840875e-07,0.8814580933245382,5.3380428137832265e-06,8.92061699694878e-07,4.5713197696765863e-07,1.9833785383041033e-06,0.0,0.0,2.997800208375745e-06,1.7129335034344999e-09,8.811309303026037e-08,6.989539084970494e-08,4.2992802583473136e-08,3.627597303741066e-17,4.397025566500098e-12,1.311310528544033e-07,1.6483958873642776e-07,4.157049427488536e-06,4.5502673357487415e-17,2.6119415886778153e-11,5.4159655421290995e-14,6.599735840639229e-14,2.0205213533896996e-08,5.553637265485209e-13,5.303989007618213e-12,1.3082074398346944e-16,1.1372527889073487e-18,1.90614049720118e-13,1.5816678133496652e-15,3.8875489861355814e-16,1.56032338880719e-10,8.021913273686927e-18,2.990907397725552e-18,3.454878095885326e-17,3.76,0.0,0.6079739201998275,0.997311715418316,6.712653310640234e-07,1.662619562126114e-08,0.08193099357378442,0.08220263268833435,0.002679966990505152,7.823948651841117e-11,4.0994404712145704e-06,7.0398143758760956e-06,0.00012687601589689092,9.156311516878432e-11,4.723847100893066e-09,1.3088606513989622e-07,6.503562029950009e-08,2.331695900623832e-10,8.034776971711446e-09,1.299463204986292e-05,1.8644844830894244e-07,2.6471020430821913e-07,2.676548939480863e-07,3.2772654090704453e-06,1.5936323012592686e-07,1.8036209101745754e-08,2.2656734870874066e-08,6.660833280161362e-09,4.6878239031991705e-08,2.742293280267118e-07,5.7338250080382855e-12,2.2997413995200823e-16,2.0389625739853197e-11,1.012427047217605e-12,2.761901280747582e-09,2.310204733121481e-11,4.737607217891004e-17,5.2143741171273276e-12
