Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638)
3.484274664827814e-06,1.0065943258791297,0.0004431935868890409,0.00018763308419934152,0.00012463961395744596,0.001726148558368905,0.0,0.0,0.0010431088967720716,8.709238644943483e-06,0.0033451130480784312,0.0001643872095355997,0.0003299673917048902,1.6101842726695305e-11,1.704928246606597e-08,1.0588058417905926e-06,5.0383294269056756e-05,0.0014373833156379613,1.0684368753482915e-05,2.779552179856509e-07,6.473349536195724e-07,2.5788933497888535e-11,9.301003500304824e-08,1.1106616064189607e-08,4.668359697878074e-09,1.1764083514018521e-06,1.4790655032007474e-11,6.216476053011319e-09,1.3102443819795033e-09,3.49347956321603e-11,4.1738886997010936e-07,1.6831882671033252e-11,9.786228895386413e-12,9.797145136568937e-10,3.76,0.0,0.02521671165988759,0.9910995459867709,0.0020120310625768687,9.158054456952856e-05,0.5472543310513834,0.6537809177179679,0.0034174368715668767,7.70119379465852e-10,0.0009067808908083953,2.6882600289198813e-05,0.0482277222106875,2.3595328388534016e-10,3.7403054979432753e-06,4.960918146976725e-07,1.3000458050712773e-05,1.1241920448534432e-06,2.5835952951365044e-07,0.002855962364539388,6.4459133191170355e-06,9.571953397044835e-07,0.0036352167310603617,0.0007003922077150405,0.0010137087460317506,0.00015993625378994575,0.0001322562235383071,2.050942947252221e-06,0.001150695899392612,2.109563764877064e-05,2.1652426184943775e-08,9.8616718151942e-13,5.254822669322147e-07,2.9686464937483974e-08,0.00017260179443254035,5.940500364290691e-10,2.198291702522411e-13,7.877079938204293e-08,0.00022504146876036097,1.4850358914644425e-08,1.773003354670496e-08,1.5628404390076752e-11,5.433990695993537e-07,6.583098274894007e-09,2.0726717340064124e-05,9.542971560115728e-14,3.4695137635416305e-11,3.687980635955687e-07,1.4464181775283424e-08,8.368715827523776e-09,9.179918093752264e-06,6.2567836231394915e-12,4.224265303839991e-07,7.79531700346788e-06,3.909108755857597e-06,3.024483077315453e-07,5.010605964537172e-13,4.715244455982231e-13,2.701483421199853e-11,1.0243839927417947e-13,1.1548165150822371e-11,2.5909671851426913e-13,6.306739487475401e-10,2.043089072252982e-05,1.9099667693287414e-07,6.299216369220761e-08,0.0004653455283375224,5.997312518992971e-10,1.9775253402648854e-09,8.511049836983458e-10,1.3989657628166522e-08,4.583907669876153e-08,2.92948023417412e-10,3.0232423605736615e-09,3.2670699440296847e-08,6.51858157117713e-13,5.224101919647464e-13,7.223472862251249e-15
3.5095751469948047e-06,1.0067911384574721,0.000452423634076518,0.00019162133184267088,0.00012772135556964,0.0017598658584486128,0.0,0.0,0.0010666172306697517,9.038939099351655e-06,0.0034326181186343915,0.00016843380487907924,0.0003372386720670028,1.7084830604727406e-11,1.7713807285400718e-08,1.0817526452907115e-06,5.1312013668833405e-05,0.0014614788823662996,1.1069512981001504e-05,2.81047475604321e-07,6.636820484399052e-07,2.6580517001166294e-11,9.52628890489278e-08,1.145609209548838e-08,4.819463156575111e-09,1.2168576053610484e-06,1.5614874053498272e-11,6.427337786865945e-09,1.3490581364802335e-09,3.622948466966505e-11,4.2786575020962363e-07,1.7516913815132853e-11,1.0205592213987622e-11,1.0182104822314605e-09,3.76,0.0,0.024628681929278584,0.9909757314750562,0.002061481341028446,9.291552432006282e-05,0.5471804595810588,0.6548365554073476,0.0034170101057747035,7.697690708600616e-10,0.000919451446568488,2.681333001975674e-05,0.04869831841946821,2.3526982261565876e-10,3.7771400027663627e-06,4.949834761264506e-07,1.3260057912052959e-05,1.1468007943354726e-06,2.5925105647509497e-07,0.002875299908805705,6.575468303987132e-06,9.553891955576266e-07,0.0037192825473384167,0.0007065156174057469,0.0010371080958649097,0.00016362800911764503,0.00013525641792678047,2.0930332182341874e-06,0.0011766109920094256,2.194577930766951e-05,2.2136608420368673e-08,1.0082178868563276e-12,5.375364224492249e-07,3.0366797299541226e-08,0.00017747411802777842,6.060537829388108e-10,2.2474430478325665e-13,8.047105373811814e-08,0.00023114620960370234,1.517603103535917e-08,1.8124605752518703e-08,1.610517195515873e-11,5.551495636548012e-07,6.797876413102674e-09,2.1407218948187143e-05,9.851083504431222e-14,3.461527673165231e-11,3.860273935294048e-07,1.4590643030305231e-08,8.723432165213313e-09,9.391858911158111e-06,6.3992004510719484e-12,4.330748893017794e-07,7.997882933069056e-06,4.010243193699455e-06,3.0971920147894187e-07,5.117486013509198e-13,4.815885296531151e-13,2.805359590887842e-11,1.081457658395447e-13,1.1523092764156554e-11,2.699932002187005e-13,6.585151893698599e-10,2.0325883665339377e-05,1.9659545752482268e-07,6.510692319302498e-08,0.0004678849990091877,6.22507516691384e-10,1.9667473734825947e-09,8.72173559116303e-10,1.43122353179018e-08,4.678611205773793e-08,2.9848914262568697e-10,3.1441956434808157e-09,3.339582218155579e-08,6.797100303903749e-13,5.360785409934887e-13,7.357759739730658e-15
3.5348756291617954e-06,1.0069861810748448,0.00046185461302329287,0.00019569548014792117,0.00013087734610507036,0.0017942153469603281,0.0,0.0,0.0010905549563982922,9.380766667168983e-06,0.0035220890182960447,0.00017256904615884445,0.00034465278715360394,1.8127012881761486e-11,1.840308301701513e-08,1.1051942485429237e-06,5.226300588502184e-05,0.001485929580357945,1.1467148121107585e-05,2.84141243532626e-07,6.80331244307372e-07,2.7395271952018356e-11,9.758372389821836e-08,1.1819117869702824e-08,4.976232089048165e-09,1.2586194601210564e-06,1.6484049675161552e-11,6.64646774669593e-09,1.389384005208912e-09,3.757986694386443e-11,4.385885972146243e-07,1.823073788678631e-11,1.0643448844489005e-11,1.0582718210758718e-09,3.76,0.0,0.024054207463407532,0.9908493701984132,0.0021120920352440506,9.427141301613997e-05,0.5470895109387344,0.6558789196911372,0.0034165745627036614,7.693942810619588e-10,0.0009322784810801779,2.6744368310976993e-05,0.04916913791483688,2.345893242417212e-10,3.813992607468766e-06,4.938864720482546e-07,1.3524098489493638e-05,1.169828487939585e-06,2.6013308295423105e-07,0.0028945177846284825,6.707652823705453e-06,9.536142823081421e-07,0.0038051378173056386,0.0007127074080024034,0.0010609778657651267,0.0001673939327630121,0.00013831644358060078,2.1359625237902916e-06,0.0012029977584447332,2.2831649772908658e-05,2.263025613411759e-08,1.0306995947040793e-12,5.498432145661277e-07,3.1061381890242806e-08,0.00018247433449376346,6.182887434863033e-10,2.2975549821564e-13,8.220562469455033e-08,0.00023737507996859718,1.5507172036406326e-08,1.8526242697801694e-08,1.6596714342802564e-11,5.671466517618219e-07,7.021137904011491e-09,2.2113757095226416e-05,1.0171277807528187e-13,3.4536465243009003e-11,4.04030615134223e-07,1.4718508099833993e-08,9.093708748848375e-09,9.60800335610529e-06,6.544384278718661e-12,4.439391891882207e-07,8.204838939476819e-06,4.113430854576701e-06,3.172078283973053e-07,5.226632860553355e-13,4.918659594929084e-13,2.913240755278923e-11,1.1416365261307567e-13,1.1498414786325267e-11,2.813640930924488e-13,6.875461231242953e-10,2.022082122555982e-05,2.0232638741982826e-07,6.72833627045055e-08,0.0004703995836176739,6.460243961583497e-10,1.9559681126214994e-09,8.936748829850403e-10,1.463997393049516e-08,4.775154718980252e-08,3.0412176819152366e-10,3.26942576515112e-09,3.413383394495231e-08,7.087577644940645e-13,5.500591020499545e-13,7.49420846460447e-15
3.560176111328786e-06,1.0071795127053054,0.0004714899998505044,0.00019985704750304773,0.00013410907427140802,0.001829208937624801,0.0,0.0,0.0011149277466165244,9.735155304680245e-06,0.0036135664084709523,0.00017679478019076806,0.0003522116904735267,1.9231865883793004e-11,1.911798925268951e-08,1.1291400082470225e-06,5.3236682627215696e-05,0.0015107414487785544,1.1877627595446898e-05,2.8723643136016597e-07,6.972873805833615e-07,2.823397033202113e-11,9.997474318546267e-08,1.2196288853313997e-08,5.13887307432236e-09,1.3017366284247098e-06,1.7400560441980085e-11,6.8742200698748405e-09,1.4312871867390737e-09,3.898830708828001e-11,4.49562138725627e-07,1.897450943721775e-11,1.110058643525807e-11,1.0999640691083414e-09,3.76,0.0,0.023492976210987036,0.9907204123180177,0.0021638894655892638,9.564863932872385e-05,0.5469817394183051,0.6569083126686841,0.0034161300705192648,7.689953064328616e-10,0.0009452656723230197,2.6675652799375155e-05,0.04964017366753567,2.339112146409365e-10,3.850862714988862e-06,4.927998418068167e-07,1.3792636552369136e-05,1.193281773353717e-06,2.6100567160178604e-07,0.0029136160950345848,6.84250359094246e-06,9.51869088497833e-07,0.0038928187134532276,0.0007189710733396499,0.0010853243090686011,0.00017123501062193294,0.0001414370982232223,2.179743009992621e-06,0.001229862569394753,2.375463922021146e-05,2.313348715051569e-08,1.0536176656529114e-12,5.624076773975918e-07,3.177050181671654e-08,0.0001876058358671139,6.307577939403533e-10,2.3486394456594913e-13,8.397504080172761e-08,0.0002437290069245788,1.5843836702337075e-08,1.8935035733017656e-08,1.7103510846345923e-11,5.793942594725405e-07,7.253177747488963e-09,2.2847423527642885e-05,1.050396801977041e-13,3.445863943222935e-11,4.2284067294558745e-07,1.4847848899175595e-08,9.480164896026033e-09,9.828427378908526e-06,6.6923830580170635e-12,4.5502339009018494e-07,8.416238329135846e-06,4.218707135358057e-06,3.249244774413816e-07,5.338087888991727e-13,5.02360612856809e-13,3.025287951827054e-11,1.2050822256516816e-13,1.1474111777166164e-11,2.9322805009780203e-13,7.178147356514061e-10,2.011575022454234e-05,2.081920708398689e-07,6.952309663307036e-08,0.000472888963483577,6.703029579233574e-10,1.945191872239959e-09,9.156167737358218e-10,1.4972963907371835e-08,4.873567338562999e-08,3.0984807980188176e-10,3.399071378943934e-09,3.488489720618859e-08,7.390513088584025e-13,5.643586738698177e-13,7.632869389684002e-15
3.5854765934957768e-06,1.0073711913052625,0.00048133328460322913,0.00020410755824699247,0.0001374180438091437,0.0018648586818018568,0.0,0.0,0.0011397412065169764,1.0102552236283472e-05,0.003707091604734681,0.00018111288488855106,0.0003599173098629686,2.0403060844622024e-11,1.9859434142247307e-08,1.1535993631782263e-06,5.423345927514484e-05,0.0015359205777369254,1.2301312350258528e-05,2.903329541832352e-07,7.145554101650803e-07,2.909741327219395e-11,1.0243822929838302e-07,1.258822600107836e-08,5.307599263827746e-09,1.3462531828101404e-06,1.8366904139118098e-11,7.110963766134783e-09,1.4748355396442772e-09,4.0457263285338956e-11,4.6079113938835475e-07,1.9749422445683165e-11,1.1577822544430966e-11,1.1433553590902338e-09,3.76,0.0,0.02294468332332799,0.9905888073683841,0.0022169004195170807,9.70476362329194e-05,0.5468573908299574,0.6579250296472038,0.003415676455226266,7.685724315288981e-10,0.0009584167956045847,2.660712155563892e-05,0.05011141925728072,2.332349245573927e-10,3.887749775552723e-06,4.917226397265263e-07,1.4065728301437514e-05,1.2171672356605104e-06,2.618688841199501e-07,0.002932594963894565,6.980057054500021e-06,9.501521421836617e-07,0.003982361911043394,0.0007253102282575682,0.0011101535830235027,0.00017515221332953276,0.00014461916721159696,2.22438674009985e-06,0.0012572117557691262,2.4716182843261438e-05,2.364641685809311e-08,1.0769773491680865e-12,5.752349121215403e-07,3.249444390740292e-08,0.00019287209844302727,6.434637687707655e-10,2.400708130496745e-13,8.577982854995676e-08,0.0002502088406102609,1.6186078143535396e-08,1.9351075382469204e-08,1.7626055102737463e-11,5.91896304655256e-07,7.494300736034753e-09,2.3609351374721634e-05,1.0849581120438617e-13,3.4381736993623545e-11,4.4249178890509066e-07,1.497873983502169e-08,9.883442061250738e-09,1.0053207725454434e-05,6.843245141458412e-12,4.66331514518272e-07,8.632132899748618e-06,4.326107914871104e-06,3.3287999735825564e-07,5.451892769164914e-13,5.130763934086345e-13,3.1416686512342856e-11,1.2719641090496877e-13,1.1450164820726008e-11,3.056043778646932e-13,7.493707109981171e-10,2.001071830542614e-05,2.1419515660912387e-07,7.182777598749965e-08,0.0004753528074137176,6.953648062671747e-10,1.9344230436353954e-09,9.380071469142136e-10,1.5311300196696085e-08,4.973878096443598e-08,3.156703480976809e-10,3.5332754065301527e-09,3.564917270591474e-08,7.706425323034565e-13,5.789841860519057e-13,7.77379496615797e-15
3.6107770756627675e-06,1.0075612738390833,0.0004913879685913623,0.0002084485414725868,0.00014080577298713448,0.0019011767664038988,0.0,0.0,0.0011650008644744669,1.0483418152269691e-05,0.0038027065750533906,0.00018552526930846845,0.00036777154457959136,2.1644473946811272e-11,2.06283551325635e-08,1.1785818297666917e-06,5.525375473482409e-05,0.0015614731049632636,1.2738570897676646e-05,2.934307326180967e-07,7.321404020639503e-07,2.99864320441333e-11,1.0497654593227378e-07,1.299557673677229e-08,5.4826305079769906e-09,1.3922145937817429e-06,1.938570320345924e-11,7.357083288129441e-09,1.5200996796205582e-09,4.198929033991876e-11,4.7228039850683853e-07,2.055671115798363e-11,1.2076005504389605e-11,1.1885165033455089e-09,3.76,0.0,0.02240903098850267,0.9904545042694025,0.0022711521535842814,9.846884089725677e-05,0.5467167026825104,0.6589293593054213,0.0034152135407100816,7.681259293859686e-10,0.0009717357254516492,2.6538713136315634e-05,0.050582868878265574,2.3255989004538492e-10,3.924653287088424e-06,4.906539363560927e-07,1.4343429273588206e-05,1.241491386998238e-06,2.627227812628184e-07,0.0029514545350496748,7.120349350100234e-06,9.484620137985308e-07,0.004073804582514385,0.0007317286123731606,0.0011354717390525447,0.00017914649471851012,0.0001478634222596895,2.2699056788115407e-06,0.001285051600893468,2.5717761672559735e-05,2.4169157993214436e-08,1.1007837737335992e-12,5.883300860123527e-07,3.323349865506084e-08,0.00019827668405724083,6.564094560751149e-10,2.453772458838821e-13,8.762051180414457e-08,0.00025681534998984995,1.6533947651209843e-08,1.9774451220062925e-08,1.8164855368455093e-11,6.046566932820542e-07,7.744821740222655e-09,2.440071630131003e-05,1.1208557891042219e-13,3.4305697146998796e-11,4.6301950239210264e-07,1.5111257883363624e-08,1.0304204435292303e-08,1.0282421908796287e-05,6.997019258540847e-12,4.778676471938052e-07,8.852572820318435e-06,4.435669547716867e-06,3.410858259225076e-07,5.568089434722815e-13,5.240172284571775e-13,3.262556986311092e-11,1.3424595627695821e-13,1.1426555558917971e-11,3.1851305348812877e-13,7.822654741805643e-10,1.9905774028611225e-05,2.203383385402514e-07,7.419908888107428e-08,0.0004777907718926323,7.212320935318687e-10,1.9236661037556533e-09,9.608540133134476e-10,1.565508254009138e-08,5.0761158967703866e-08,3.215909408066498e-10,3.6721851582537347e-09,3.642681921567041e-08,8.035852829763599e-13,5.939427002493061e-13,7.917039887847534e-15
3.636077557829758e-06,1.007749816303926,0.0005016575615711533,0.00021288152975458682,0.00014427379406512674,0.0019381755116156438,0.0,0.0,0.0011907121623616998,1.0878227393178026e-05,0.0039004539373316887,0.00019003387366865667,0.0003757762622997382,2.2960196797540932e-11,2.1425719711967802e-08,1.2040969973230783e-06,5.629799128089643e-05,0.001587405212271813,1.3189779351173195e-05,2.965296928153609e-07,7.500475439964032e-07,3.0901889072327674e-11,1.0759214069322482e-07,1.3419015962709748e-08,5.664193478409059e-09,1.4396677687351947e-06,2.0459710334585236e-11,7.612979119361248e-09,1.5671530791588634e-09,4.3587042803075393e-11,4.840347476609489e-07,2.139765090394543e-11,1.2596015291360897e-11,1.2355210810698487e-09,3.76,0.0,0.021885728269317322,0.990317451339456,0.002326672395175349,9.991269456500675e-05,0.5465599043631714,0.6599215838536121,0.0034147411487819405,7.676560618014064e-10,0.0009852264375174724,2.64703666360944e-05,0.05105451734483964,2.3188555291892275e-10,3.961572795656163e-06,4.895928197350121e-07,1.4625794242872161e-05,1.2662606558652818e-06,2.6356742283671115e-07,0.00297019497144882,7.263416248905833e-06,9.467973190739478e-07,0.004167184391153527,0.000738230093872106,0.0011612847127481344,0.0001832187902350683,0.0001511706201233334,2.3163116757924796e-06,0.0013133883324128962,2.676090336143666e-05,2.4701820417601498e-08,1.1250419367180899e-12,6.016984313642587e-07,3.398796015352728e-08,0.00020382324132866588,6.695975924079641e-10,2.5078435602799314e-13,8.949761121393457e-08,0.0002635492185897773,1.688749454815677e-08,2.020525174053411e-08,1.8720434788391228e-11,6.176793150009414e-07,8.005065998001602e-09,2.522273766450336e-05,1.1581353292342695e-13,3.423046073359319e-11,4.844607108133203e-07,1.524548266784582e-08,1.074313954612348e-08,1.0516148178441153e-05,7.1537544905908844e-12,4.896359347207745e-07,9.077606509150113e-06,4.547428857300614e-06,3.4955402047165037e-07,5.686720057212336e-13,5.351870665152403e-13,3.3881339863701264e-11,1.4167543277352726e-13,1.1403266225931745e-11,3.3197474129189363e-13,8.165522335679982e-10,1.9800966970528165e-05,2.2662435579970117e-07,7.663876102345071e-08,0.00048020250129380816,7.479275316387612e-10,1.91292562440161e-09,9.841654769233576e-10,1.6004415777378833e-08,5.180309483727697e-08,3.2761232936087896e-10,3.815952455975388e-09,3.721799329552333e-08,8.379354490949847e-13,6.092414113128023e-13,8.062661246938787e-15
3.661378039996749e-06,1.007936873753802,0.0005121455787647178,0.00021740805780119505,0.0001478236527227651,0.0019758673684146474,0.0,0.0,0.0012168804455323565,1.1287468119188822e-05,0.0040003769562561645,0.00019464066934162495,0.0003839332960201948,2.4354547351363347e-11,2.2252526158934793e-08,1.2301545228999044e-06,5.7366594384740583e-05,0.0016137231218007187,1.3655321454860166e-05,2.9962976647505985e-07,7.68282144986254e-07,3.1844678967147207e-11,1.1028754774817568e-07,1.3859247098196102e-08,5.8525217852376154e-09,1.4886610916302226e-06,2.159181430882868e-11,7.879068379633013e-09,1.6160721697532387e-09,4.5253278142749955e-11,4.96059048185612e-07,2.2273558890180866e-11,1.3138764398575426e-11,1.2844455271613552e-09,3.76,0.0,0.021374490945004064,0.9901775963096427,0.0023834893439202633,0.00010137964242722754,0.5463872173148524,0.6609019791901174,0.003414259099227845,7.671630796126064e-10,0.0009988930105030935,2.640202174076818e-05,0.0515263600973324,2.3121136120790272e-10,3.998507895891996e-06,4.885383966847287e-07,1.4912877117838937e-05,1.291481376074142e-06,2.644028677003789e-07,0.002988816454294845,7.409293103762025e-06,9.451567220287264e-07,0.0042625394840116165,0.0007448186733134364,0.0011875983136091955,0.00018737001531387817,0.00015454150124733372,2.3636164484627558e-06,0.0013422281138952574,2.7847182934844142e-05,2.5244510889930085e-08,1.1497566939712345e-12,6.15345244300917e-07,3.475812602800761e-08,0.00020951550685759812,6.83030857412996e-10,2.5629322486454317e-13,9.141164359922681e-08,0.00027041104022663157,1.7246766035359288e-08,2.0643564226124147e-08,1.9293331656524895e-11,6.309680384896695e-07,8.275369407555719e-09,2.607667967195198e-05,1.1968436844590555e-13,3.4155970314138525e-11,5.06853710703727e-07,1.538149653840779e-08,1.1200958860258942e-08,1.0754465487243654e-05,7.31350024389935e-12,5.016405851790716e-07,9.307280510032499e-06,4.661423128051992e-06,3.5829728977211626e-07,5.807827018913218e-13,5.465898746931693e-13,3.518587817070723e-11,1.495042827495574e-13,1.1380279683441463e-11,3.460108095194472e-13,8.522860229811239e-10,1.9696347825816952e-05,2.3305599325069207e-07,7.914855620122115e-08,0.0004825876281111833,7.754744037150294e-10,1.9022062817306427e-09,1.0079497326886543e-09,1.6359410170316464e-08,5.286487407750744e-08,3.337370960333134e-10,3.964733758385066e-09,3.802284904340874e-08,8.737510204231628e-13,6.248876483835675e-13,8.210718701996319e-15
3.6866785221637395e-06,1.008122500322874,0.0005228555377151518,0.00022202966102756949,0.00015145690745462173,0.0020142649158872918,0.0,0.0,0.0012435109524731598,1.1711642462942491e-05,0.004102519539404862,0.00019934765881865575,0.00039224444086631777,2.5832081291151357e-11,2.3109804293881906e-08,1.2567641257791752e-06,5.845999252792292e-05,0.0016404330920220618,1.4135588606370707e-05,3.0273089086199855e-07,7.868496379778066e-07,3.2815729577925755e-11,1.1306539051928653e-07,1.4317003147025876e-08,6.047856088611052e-09,1.5392444634030963e-06,2.2785046000049394e-11,8.155785448155017e-09,1.6669364466228967e-09,4.6990859957641066e-11,5.083581885089813e-07,2.3185794964239533e-11,1.3705198711295752e-11,1.3353692224955795e-09,3.76,0.0,0.020875041356544353,0.9900348863391325,0.0024416316727923614,0.00010287013348724514,0.546198855211187,0.6618708150544181,0.0034137672098614354,7.666472229728807e-10,0.0010127396280904225,2.633361878095374e-05,0.05199839320799178,2.3053676962156675e-10,4.035458231462871e-06,4.874897941262283e-07,1.5204730835172874e-05,1.3171597753626145e-06,2.652291737650964e-07,0.0030073191821995836,7.55801479315694e-06,9.435389380282518e-07,0.0043599084840321945,0.00075149848743926,0.0012144182145300613,0.00019160106371372016,0.00015797678837588968,2.411831564051345e-06,0.0013715770361335206,2.8978223496343566e-05,2.5797332831710137e-08,1.174932749160181e-12,6.292758834672097e-07,3.554429735867543e-08,0.0002153573063741542,6.967118682594902e-10,2.6190489982205946e-13,9.336312131109505e-08,0.0002774013147382902,1.7611807034504754e-08,2.1089474608715516e-08,1.988409966713325e-11,6.44526706589134e-07,8.556078823383085e-09,2.696385253929441e-05,1.23702930104176e-13,3.4082170269163323e-11,5.302382392878408e-07,1.5519384650053558e-08,1.1678398383228091e-08,1.0997453455820966e-05,7.476306221118454e-12,5.138858676352741e-07,9.541639366846881e-06,4.777690096807578e-06,3.673290272440819e-07,5.931452883876345e-13,5.582296359231063e-13,3.6541140256106656e-11,1.5775285042154784e-13,1.1357579456662882e-11,3.6064334691021135e-13,8.895237433912184e-10,1.9591968513024014e-05,2.396360817724566e-07,8.173027674607734e-08,0.00048494577321143745,8.038965758229684e-10,1.891512866070191e-09,1.0322150640703204e-09,1.67201817463568e-08,5.394677990118375e-08,3.399679416295579e-10,4.1186902887646564e-09,3.88415378361971e-08,9.110921503942297e-13,6.408888759312742e-13,8.36127465911109e-15
3.7119790043307302e-06,1.008306749248001,0.0005337909549752061,0.00022674787404996456,0.00015517512893079507,0.002053380858335,0.0,0.0,0.0012706088041274368,1.2151266664097894e-05,0.004206926232592864,0.0002041568756447448,0.000400711450808733,2.7397603877409746e-11,2.399861623277619e-08,1.283935581577029e-06,5.957861700058284e-05,0.001667541413515146,1.4630979873039273e-05,3.0583300882094146e-07,8.057555824588358e-07,3.3816003065467286e-11,1.15928384419815e-07,1.4793047794079356e-08,6.250444203853499e-09,1.5914693431092463e-06,2.4042584610459386e-11,8.443582604409869e-09,1.719828575918731e-09,4.8802761230048544e-11,5.20937081346803e-07,2.413576234605863e-11,1.4296298381875312e-11,1.388374585558614e-09,3.76,0.0,0.0203871082555407,0.9898892680316869,0.0025011285288723518,0.00010438462041627102,0.5459950241293877,0.6628283551768488,0.003413265296580875,7.661087216247966e-10,0.0010267705808847387,2.6265098786639815e-05,0.052470613387003574,2.298612400198126e-10,4.072423495530523e-06,4.864461604256317e-07,1.5501407249628185e-05,1.3433019636714442e-06,2.660463979946488e-07,0.0030257033703470974,7.709615662901589e-06,9.419427369177626e-07,0.004459330481369514,0.0007582738129811705,0.001241749941053096,0.0001959128058156533,0.00016147718512757805,2.460968420913125e-06,0.0014014411081475517,3.0155696888495538e-05,2.6360386087687782e-08,1.200574642856916e-12,6.434957685992921e-07,3.634677859736227e-08,0.00022135255583133012,7.106431738847474e-10,2.6762039194248843e-13,9.535255156817518e-08,0.00028452044373082354,1.7982660026522872e-08,2.1543067327441597e-08,2.0493308155227284e-11,6.58359131215122e-07,8.847552355196572e-09,2.788561364405376e-05,1.278742157974262e-13,3.4009006901633713e-11,5.546555164454535e-07,1.5659235041577033e-08,1.2176219257795367e-08,1.1245192334404181e-05,7.642222390867468e-12,5.263761115671323e-07,9.780725496868259e-06,4.896267943328815e-06,3.766633455713361e-07,6.05764036712691e-13,5.701103460103627e-13,3.7949157911402165e-11,1.664424162301558e-13,1.13351497712963e-11,3.758951791157491e-13,9.283242040992194e-10,1.9487882283923642e-05,2.463674985543143e-07,8.438576398946444e-08,0.0004872765461075978,8.332185087855809e-10,1.880850292050219e-09,1.0569698404039795e-09,1.7086852663476605e-08,5.5049092858987595e-08,3.463076937734162e-10,4.277988165177434e-09,3.967420806254102e-08,9.500212187916619e-13,6.57252694733631e-13,8.514394467082354e-15
3.737279486497721e-06,1.0084896728905364,0.0005449553426278475,0.00023156422909931395,0.00015897989932265339,0.002093228022165571,0.0,0.0,0.0012981789928937645,1.2606871183870118e-05,0.00431364221442412,0.00020907038432271808,0.00040933603529123223,2.9056182275594273e-11,2.492005714112492e-08,1.3116787159566935e-06,6.072290168435515e-05,0.0016950544044962268,1.5141902001102961e-05,3.0893606879117847e-07,8.2500566709256e-07,3.4846496993201734e-11,1.1887933962850026e-07,1.528817653101072e-08,6.460541199416103e-09,1.645388789784522e-06,2.536776411435994e-11,8.742930686843122e-09,1.7748345043762114e-09,5.0692067613171306e-11,5.338006607502718e-07,2.512490832241563e-11,1.4913078702878246e-11,1.443547165342072e-09,3.76,0.0,0.019910426656555583,0.9897406874533677,0.0025620095337644637,0.00010592355939986357,0.5457759227210748,0.6637748574250194,0.0034127531734298184,7.655477951712418e-10,0.0010409902683640635,2.619640354262112e-05,0.05294301798855745,2.2918424189279895e-10,4.109403431221623e-06,4.854066667690995e-07,1.5802957020271477e-05,1.3699139210995658e-06,2.6685459640521964e-07,0.0030439692496645873,7.864129465537698e-06,9.403669462322539e-07,0.004560845023869271,0.0007651490704544605,0.0012695988603980846,0.0002003060868857721,0.00016504337453631366,2.51103822911151e-06,0.001431826247886317,3.138132430164954e-05,2.693376668103775e-08,1.2266867413888255e-12,6.580103789689967e-07,3.7165877477120815e-08,0.00022750526243682048,7.248272490447935e-10,2.7344067339591194e-13,9.738043576867915e-08,0.00029176872635443534,1.8359364886263615e-08,2.2004425181801894e-08,2.1121542324826594e-11,6.7246908804759e-07,9.150159669199477e-09,2.8843368673160395e-05,1.3220338055975157e-13,3.3936428542009166e-11,5.801482870209917e-07,1.5801138714061253e-08,1.2695208358436354e-08,1.1497762962042096e-05,7.811298955495753e-12,5.391157061978483e-07,1.002457906304689e-05,5.017195279928284e-06,3.863151127197003e-07,6.186432301997654e-13,5.82236010508578e-13,3.941204180249802e-11,1.7559523194106258e-13,1.131297559137993e-11,3.9178988490708214e-13,9.687481632669313e-10,1.938414383656547e-05,2.5325316736310695e-07,8.711689870257762e-08,0.0004895795452544842,8.6346527010178e-10,1.870223609062945e-09,1.0822225140491796e-09,1.7459551597166527e-08,5.617209045226786e-08,3.527593158266198e-10,4.442798533055087e-09,4.052100484757865e-08,9.906028948871014e-13,6.739868427936339e-13,8.670146627579282e-15
