Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131),CF3O2(511),S(1368),C2HF5(81),CH2CFO(79),C2F5(3279),CF3CCH(84),CHF2O(207),CHO2(457),CHFO2(635),S(10638)
2.8414853314747993e-08,0.8995665694683661,2.5650141401385306e-07,8.815648202375669e-09,5.753194525307655e-09,1.0931179899821651e-08,0.0,0.0,5.713097735986726e-07,4.837501582722994e-11,1.0406282456005518e-09,2.7909677093636845e-08,2.1836516173143117e-11,2.7170994754346555e-19,5.973624286144391e-13,2.6860649045313684e-08,9.574409564205231e-07,1.1825382734315959e-07,1.1184187568293136e-15,1.2352962948634809e-13,1.3794074899649095e-16,5.434158661312448e-16,3.877509750863049e-08,2.697553843767243e-16,3.028769286798534e-11,5.125964581714661e-18,1.5865528438673766e-19,3.8756409687909946e-14,7.76934836609881e-15,6.7596347408017955e-15,3.5698404243159545e-13,2.0053258067400393e-20,4.135520267123361e-21,1.1078632297002028e-20,3.76,0.0,0.6154672693367562,0.9965629569006433,9.957092852485852e-10,1.932301940238505e-08,0.016300796725171894,0.016315796423740953,0.0034363151078216875,2.5525523897438276e-11,1.1727584405069234e-07,6.997597558306066e-07,7.092131686530485e-06,6.560446426711394e-12,1.6208223405905833e-10,1.1951470862701928e-08,2.883332750137439e-09,4.736580984901564e-13,3.5919095787171203e-09,6.413552261338817e-07,4.1953089050798145e-08,1.7052760808962214e-08,5.0474580233159006e-08,4.624824806014176e-08,1.0860955990348945e-09,6.049136184177817e-11,2.6482389792688675e-11,1.5236034058257883e-10,1.0965287924166834e-11,9.370860807279306e-08,3.980658673526434e-15,1.9459467851324e-19,7.963949546044748e-13,1.0680581975363321e-13,6.911071685607991e-13,3.3673174378725083e-12,4.565176593642599e-20,1.051300215387774e-09,6.503602981121173e-14,2.9728358595049556e-12,1.6579678208660845e-16,1.4155033114864746e-19,1.9303278859896416e-10,3.8510798510574143e-13,5.649808395192503e-12,5.694691010361043e-18,8.894297011435543e-13,1.3245140179265808e-14,6.509974601884501e-13,2.2067945461523707e-13,4.2774863932857896e-13,3.0796188295786284e-19,2.935664854557143e-16,2.6876119227404385e-09,1.542758497156155e-14,2.6914415045118738e-14,8.75460607453931e-15,1.276932123962157e-14,2.172918282896272e-22,4.134516886582442e-26,2.190614128691862e-13,6.969496322929586e-18,5.684463245128583e-16,9.70453428827776e-07,3.7847233759187576e-16,6.581132038853941e-18,4.129267489263906e-08,1.1841084824611074e-20,8.180021456698485e-11,1.2031050124265917e-16,6.742109483581889e-19,1.6570048961763078e-15,3.4474019341912344e-17,5.0161496300283953e-20,3.1370023169141107e-16,1.1106931474987376e-15,1.3897740682486046e-18,8.388344437062928e-22
2.9548620099255377e-08,0.8996734510983567,2.786663609916462e-07,9.795278581222388e-09,6.439214922535901e-09,1.2365500069447948e-08,0.0,0.0,5.937009207997055e-07,5.227806091163613e-11,1.1304546205149494e-09,3.032396273141215e-08,2.5399408198101903e-11,3.057852910746639e-19,6.361266824212078e-13,2.7665035624759797e-08,9.946120664085538e-07,1.2783070698483e-07,1.4086225300857734e-15,1.436302251653529e-13,1.5948967684742987e-16,6.074559334299602e-16,3.917308713899004e-08,3.1668318479699076e-16,3.17321262791004e-11,6.644636395973935e-18,1.8227401595957456e-19,4.346904293153618e-14,8.721663377853397e-15,7.463105103447123e-15,4.0388811910705186e-13,2.4325539693199412e-20,5.043540748981969e-21,1.385250842366891e-20,3.76,0.0,0.6148252674715873,0.9965629216286425,1.1475546176511697e-09,2.0879232515130633e-08,0.01694207457366877,0.016958288807578492,0.003436314923565874,2.653808591027068e-11,1.2676883310441777e-07,7.32575088203938e-07,7.667102589415632e-06,6.879725647598741e-12,1.8049310832869032e-10,1.2552910575288272e-08,3.113440872453014e-09,5.293551569250182e-13,3.740064319361842e-09,6.933778600211095e-07,4.375978584658363e-08,1.8085927759189765e-08,5.4956844119625587e-08,5.072313027565386e-08,1.209021589481015e-09,6.88656208168649e-11,3.0171918538914243e-11,1.6203073585937588e-10,1.3133062782255058e-11,9.729786748958814e-08,4.561052155029372e-15,2.225133011773376e-19,9.008136088227453e-13,1.18028409363243e-13,8.275851462533133e-13,3.5217071048961514e-12,5.2125295990710617e-20,1.0839385473345526e-09,7.969059852938474e-14,3.121024727242424e-12,1.9911092158444266e-16,1.6677446143110789e-19,2.0355055346476222e-10,4.3503747598923727e-13,6.394242710088551e-12,6.4588669674067e-18,9.357906363324273e-13,1.5607946051356748e-14,7.240592903151571e-13,2.493943579694335e-13,4.869910812292315e-13,3.5131101095850155e-19,3.4621683063357113e-16,2.7833897020889182e-09,1.8147116105568524e-14,3.1216798369878836e-14,9.280834530851327e-15,1.319969589208085e-14,2.777555116215242e-22,5.40246184514895e-26,2.328485323060487e-13,7.907990205308076e-18,6.190713145388733e-16,1.008620148680796e-06,4.483761764255133e-16,8.042616926723917e-18,4.498124265525524e-08,1.4489304463514718e-20,8.591887522627227e-11,1.3847549548993336e-16,8.135619000068596e-19,1.9792043126897742e-15,4.0426230891263364e-17,6.138157264176326e-20,3.7713866391716016e-16,1.148344962652615e-15,1.6041726483492283e-18,9.884371750155113e-22
3.056901020531202e-08,0.8997695526513814,2.9931884413564777e-07,1.073478774269096e-08,7.098098500092191e-09,1.3756904632105526e-08,0.0,0.0,6.13827340080682e-07,5.591793312884941e-11,1.213767553785694e-09,3.255822131526305e-08,2.8985535706501575e-11,3.3902021778590324e-19,6.716177961738391e-13,2.8351625027869903e-08,1.027999948809485e-06,1.3676463301077438e-07,1.7202977799791993e-15,1.6368944473330895e-13,1.8096430862582038e-16,6.677872869666121e-16,3.950173189556731e-08,3.643606902791905e-16,3.303042120863457e-11,8.32408542847213e-18,2.0549915438114397e-19,4.798933917996303e-14,9.641573826973276e-15,8.12914400361461e-15,4.502808284108373e-13,2.878699004533219e-20,5.994966045826364e-21,1.6831150418957608e-20,3.76,0.0,0.6142480376685068,0.9965628894754502,1.298253956898865e-09,2.2330250613359072e-08,0.017518631055301,0.01753597844763252,0.0034363147563999247,2.744824873110507e-11,1.3562457730574424e-07,7.624189340619427e-07,8.203580489391851e-06,7.170090932744704e-12,1.9810291933598035e-10,1.3099915556272243e-08,3.327778254910877e-09,5.833285561813274e-13,3.873349208758478e-09,7.419113512340809e-07,4.5381626074315556e-08,1.9029054449777643e-08,5.91706530163964e-08,5.4950904541226024e-08,1.3275857636331043e-09,7.708789575563613e-11,3.3818919475114154e-11,1.7105005813164496e-10,1.536276581696976e-11,1.005187002008481e-07,5.1370351656961394e-15,2.5017980617122906e-19,1.0023243696361213e-12,1.287428825199654e-13,9.679732844715408e-13,3.660273294570013e-12,5.853374259787128e-20,1.1118054104576295e-09,9.509161804733826e-14,3.2549524559904595e-12,2.3348668874761353e-16,1.9244992755817838e-19,2.1306137995128015e-10,4.83374751785144e-13,7.119804200352952e-12,7.200547483023815e-18,9.779546734234327e-13,1.7989801742097564e-14,7.937051050616425e-13,2.7720708331370447e-13,5.453530936482727e-13,3.9406414239513973e-19,3.9969049145934747e-16,2.8692223480048413e-09,2.0892931343253094e-14,3.550778575484493e-14,9.74684612426803e-15,1.3568256446233283e-14,3.4368490040617864e-22,6.815540097168863e-26,2.454389666835196e-13,8.819300295372252e-18,6.665220747197258e-16,1.0429340205741578e-06,5.193990976194501e-16,9.571263261779706e-18,4.8452465098994324e-08,1.7263234018082893e-20,8.962789939614543e-11,1.563977536554515e-16,9.579322491636986e-19,2.309982888754181e-15,4.641401937815952e-17,7.313462871341123e-20,4.425733034941759e-16,1.180557195274783e-15,1.8144033330357736e-18,1.1394493349522475e-21
3.158940031136867e-08,0.8998655672130904,3.2062820526628395e-07,1.1730509896793008e-08,7.797066559038038e-09,1.5246604214541154e-08,0.0,0.0,6.339295687946276e-07,5.967801878724263e-11,1.299336244077718e-09,3.484767611912327e-08,3.296151580154985e-11,3.748171477579909e-19,7.076596903702131e-13,2.900378352869758e-08,1.0613252936578188e-06,1.4599633668165697e-07,2.086621745852623e-15,1.857353703981554e-13,2.0457462133608654e-16,7.30536736398905e-16,3.9804515651345446e-08,4.176943339539955e-16,3.4326928742740274e-11,1.0352431424425466e-17,2.3067114924646773e-19,5.2777412073850125e-14,1.0622937323774128e-14,8.826456005607595e-15,5.009360729572742e-13,3.39030783212515e-20,7.089336589147463e-21,2.0335681210213756e-20,3.76,0.0,0.6136713491128348,0.9965628569371084,1.4630706408975784e-09,2.3828935221112356e-08,0.01809462574067178,0.018113144226487143,0.0034363145879730103,2.8357330211415994e-11,1.447755907081484e-07,7.925550737232183e-07,8.75804717649681e-06,7.463296871596074e-12,2.1671557067484071e-10,1.3652297715537916e-08,3.5489451982752887e-09,6.41114384758418e-13,4.006582607489603e-09,7.92065689569623e-07,4.6999527385951617e-08,1.9984460396288282e-08,6.355630604711768e-08,5.9370693206878726e-08,1.4539634825215828e-09,8.599445823262722e-11,3.779575081186721e-11,1.8037785318743778e-10,1.78828150630974e-11,1.0373056344682598e-07,5.767358060854685e-15,2.804170453557815e-19,1.111246048627732e-12,1.4005434674575053e-13,1.1266595413490183e-12,3.798476651160466e-12,6.553112412681545e-20,1.138280621382626e-09,1.1284662881746593e-13,3.389398323629299e-12,2.724522958580552e-16,2.212066857498373e-19,2.2261523085192857e-10,5.350273769577861e-13,7.9003229822293e-12,7.994856237657132e-18,1.0205321552860312e-12,2.0631133965636143e-14,8.670878049489012e-13,3.0694092230323387e-13,6.087977521998081e-13,4.405868225897438e-19,4.594580482648598e-16,2.9547389809127256e-09,2.3943630464169814e-14,4.0222104806243125e-14,1.0204619166561052e-14,1.39193812980927e-14,4.2228060254455317e-22,8.534549532398074e-26,2.581972544371838e-13,9.795719074057386e-18,7.157668802073371e-16,1.0772136388893759e-06,5.987567281225102e-16,1.1325464449499571e-17,5.206876973362824e-08,2.045083698221577e-20,9.333804474510542e-11,1.7588780967852151e-16,1.122236224418835e-18,2.6832057582902217e-15,5.3043538984880844e-17,8.664081144830996e-20,5.167139386541801e-16,1.2112169914032665e-15,2.0414600434251355e-18,1.3071516466956808e-21
3.260979041742532e-08,0.8999614948654426,3.4258491241701493e-07,1.2783782639702526e-08,8.53685764904423e-09,1.6837510540270328e-08,0.0,0.0,6.54007678319013e-07,6.355809897312438e-11,1.387083403490743e-09,3.7189537503281155e-08,3.7358112597399386e-11,4.13304227200677e-19,7.442333528575321e-13,2.9622514512143437e-08,1.0945881959035168e-06,1.555254430744676e-07,2.514799462821009e-15,2.098881714321508e-13,2.3049390406377254e-16,7.955683975996349e-16,4.00833313881756e-08,4.771992637349937e-16,3.562150602384149e-11,1.2787228375184588e-17,2.578684631784461e-19,5.783636584616365e-14,1.16676049140224e-14,9.555104299322706e-15,5.561589628580767e-13,3.974783509381767e-20,8.343289651547128e-21,2.4440413319421982e-20,3.76,0.0,0.613095201294558,0.9965628240152431,1.6428090374550404e-09,2.537518453675707e-08,0.018670059154410404,0.018689786637697298,0.0034363144182861065,2.926533178836201e-11,1.5422152586160063e-07,8.229820998653712e-07,9.330488112815463e-06,7.759329039660261e-12,2.3634724839683533e-10,1.4210026943853916e-08,3.776913396405526e-09,7.028790682419117e-13,4.139764539221437e-09,8.438388431518388e-07,4.861351953275429e-08,2.0951887608641875e-08,6.811527196568277e-08,6.398457207621758e-08,1.588448374685406e-09,9.561971917630972e-11,4.2123000053658236e-11,1.9002274951699436e-10,2.0720101504151404e-11,1.0693348727532915e-07,6.455561232340977e-15,3.133898754853334e-19,1.2278421892979595e-12,1.5197740740154304e-13,1.3053462679395233e-12,3.936319139239272e-12,7.315477675015028e-20,1.1634029562797352e-09,1.3322577281179733e-13,3.5243544133419614e-12,3.164461202557897e-16,2.53314246230249e-19,2.322129363336604e-10,5.900834674761566e-13,8.738050841137656e-12,8.843245838048676e-18,1.0635205784787731e-12,2.354937167715802e-14,9.442557757451516e-13,3.386481457262866e-13,6.776306762473945e-13,4.911075065657162e-19,5.260581276899634e-16,3.03996986201866e-09,2.73216489156279e-14,4.5386091680340863e-14,1.065327728743105e-14,1.4253466788876884e-14,5.154383876750533e-22,1.0612721136281505e-25,2.711194327358535e-13,1.0839085285192556e-17,7.668110198695633e-16,1.111459021245262e-06,6.871064116958695e-16,1.3329562443522175e-17,5.583163383471004e-08,2.409753133249991e-20,9.704849789790322e-11,1.9702058640525383e-16,1.3085263304962093e-18,3.1027444233761815e-15,6.035877588991784e-17,1.0209267642897474e-19,6.003842889304608e-16,1.2403619278095016e-15,2.2857543509347784e-18,1.4927233697786893e-21
3.363018052348197e-08,0.9000573356903306,3.6517964644906535e-07,1.3895917579785237e-08,9.318178097834423e-09,1.853249016848697e-08,0.0,0.0,6.740617395454616e-07,6.755795481123891e-11,1.4769350647462412e-09,3.95810974430709e-08,4.22076189314795e-11,4.546121407034015e-19,7.813206599237329e-13,3.0208877555073065e-08,1.127788749892906e-06,1.6535158012972222e-07,3.012685246901143e-15,2.362707546913531e-13,2.5891079325383174e-16,8.627426793965184e-16,4.033992822295372e-08,5.434236475773238e-16,3.6914036022685844e-11,1.5693164836533977e-17,2.8716875403601586e-19,6.316903707580422e-14,1.2777415325437683e-14,1.031513110425167e-14,6.162664408361115e-13,4.640129874440731e-20,9.774912068905224e-21,2.9227732011419517e-20,3.76,0.0,0.6125195937041733,0.9965627907114079,1.83828831745359e-09,2.6968896944776984e-08,0.01924493182064583,0.019265906174347033,0.0034363142473457435,3.0172254896535946e-11,1.6396203591434077e-07,8.536985834560249e-07,9.920888768637845e-06,8.058172787272966e-12,2.570134466546131e-10,1.4773073384266258e-08,4.0116546371869025e-09,7.687925883714844e-13,4.272895027605165e-09,8.972287822211874e-07,5.02236343501983e-08,2.193110343491693e-08,7.284900960806367e-08,6.879459287762644e-08,1.7313381253743652e-09,1.059988025377668e-10,4.682197545797931e-11,1.999932015266792e-10,2.3903026754099278e-11,1.1012750164276003e-07,7.205315193328699e-15,3.4926909644503573e-19,1.3523761575493444e-12,1.6452664586082418e-13,1.5058327971355267e-12,4.073803121440901e-12,8.144336398598037e-20,1.1872137715559022e-09,1.5652045706763566e-13,3.659814366104006e-12,3.65932032684374e-16,2.890569077339572e-19,2.418555562220391e-10,6.486291065907317e-13,9.635261630375621e-12,9.747134387705076e-18,1.1069174682046507e-12,2.6762392078662224e-14,1.0252563273946472e-12,3.7237988479954193e-13,7.521695920481863e-13,5.458637479138206e-19,6.000611695953579e-16,3.1249446762418123e-09,3.105029497464075e-14,5.1026806467260646e-14,1.1092063684279843e-14,1.4570953109020666e-14,6.252618313060713e-22,1.311039770864672e-25,2.842019357025075e-13,1.1951196405633014e-17,8.196600815940846e-16,1.1456701851621745e-06,7.851335537143931e-16,1.5609625336275182e-17,5.974252301331157e-08,2.8252062342590926e-20,1.0075856386971375e-10,2.1987177406472396e-16,1.5190048430640004e-18,3.572682905755793e-15,6.840509590892253e-17,1.1969689725136177e-19,6.944553272856627e-16,1.268033396007797e-15,2.547664680576517e-18,1.6973818358260966e-21
3.4650570629538616e-08,0.9001530897695756,3.8840331037194657e-07,1.5068200927050483e-08,1.0141703254127121e-08,2.0334365648416062e-08,0.0,0.0,6.940918229076173e-07,7.167736746629655e-11,1.568820733523777e-09,4.201973409742964e-08,4.7543881758875924e-11,4.988739387547473e-19,8.189043019363126e-13,3.0763972837461754e-08,1.1609270494558998e-06,1.7547437874343552e-07,3.5888144752711725e-15,2.650087064045678e-13,2.90030414217661e-16,9.31917643176259e-16,4.057592283346246e-08,6.169496152316181e-16,3.820442298526697e-11,1.9142662899341262e-17,3.186488300839261e-19,6.877801765934728e-14,1.3954195020759713e-14,1.1106559413666243e-14,6.81586947823324e-13,5.394980644831323e-20,1.1403828592699474e-20,3.4788718954854385e-20,3.76,0.0,0.6119445258326882,0.9965627570270831,2.0503418240389422e-09,2.8609971014801815e-08,0.019819244263007862,0.01984150332904998,0.0034363140751601023,3.107810096815926e-11,1.7399677461452115e-07,8.847030752035859e-07,1.052923462243817e-05,8.359813254659608e-12,2.787289953838096e-10,1.5341407367735392e-08,4.253140802261494e-09,8.390284888271963e-13,4.405974096276772e-09,9.522334791659978e-07,5.1829905005403694e-08,2.2921897387982077e-08,7.775896843144622e-08,7.380278498951236e-08,1.8829344678764724e-09,1.1716754184608152e-10,5.191470926081648e-11,2.1029749256978872e-10,2.7461532010326113e-11,1.1331263641435356e-07,8.020421214127746e-15,3.882314784711485e-19,1.4851111221995604e-12,1.777166194439619e-13,1.7300174446099385e-12,4.2109312307823564e-12,9.043688249044583e-20,1.2097563334591115e-09,1.830442975721892e-13,3.7957730837590376e-12,4.213999051635859e-16,3.287340476241927e-19,2.515443261878192e-10,7.107483956592676e-13,1.059425108489188e-11,1.070790632869992e-17,1.1507203716843879e-12,3.0288509708485003e-14,1.1101358068570362e-12,4.081861570753303e-13,8.327445653975137e-13,6.051023759704148e-19,6.820706568549249e-16,3.2096925425045603e-09,3.5153756364699824e-14,5.71720273834268e-14,1.1520333700516588e-14,1.487231484772764e-14,7.540771344581422e-22,1.609570603283929e-25,2.9744154481309705e-13,1.3133809556970976e-17,8.743199457918011e-16,1.179847148079133e-06,8.935518716738078e-16,1.8193510038954213e-17,6.380289170200207e-08,3.296663413350003e-20,1.0446764885903867e-10,2.4451781710639e-16,1.7560312383444206e-18,4.097321411858638e-15,7.722923337089406e-17,1.3967482500356614e-19,7.998462006766061e-16,1.2942757377209832e-15,2.827537327409497e-18,1.9223821271488514e-21
3.5670960735595264e-08,0.9002487571849316,4.1224703573214155e-07,1.630189408084545e-08,1.100807869003514e-08,2.22459166841228e-08,0.0,0.0,7.140979984084595e-07,7.591611814465608e-11,1.662673500372823e-09,4.450291510367758e-08,5.340232647528241e-11,5.462248671926547e-19,8.569677173151034e-13,3.1288927753407063e-08,1.19400318798257e-06,1.858934728370711e-07,4.252435512937218e-15,2.962302351307707e-13,3.2407552649091e-16,1.002950221261479e-15,4.0792809928607106e-08,6.983941591168955e-16,3.949258867858008e-11,2.3216503877803364e-17,3.5238461239751283e-19,7.466567659840856e-14,1.5199758250656486e-14,1.1929394597737854e-14,7.524600793282061e-13,6.248628818343463e-20,1.3251293047951872e-20,4.122380462613725e-20,3.76,0.0,0.611369997171619,0.9965627229636791,2.2798164609474875e-09,3.029830550075497e-08,0.020392997004628065,0.020416578593949835,0.003436313901733423,3.198287143323615e-11,1.8432539631177868e-07,9.159941069519129e-07,1.1155511160855004e-05,8.664235386442059e-12,3.015080868641325e-10,1.5914999361042096e-08,4.501343866757957e-09,9.137638803407823e-13,4.5390017688582546e-09,1.0088509085461971e-06,5.343236545508651e-08,2.3924078366138907e-08,8.284658897897233e-08,7.901115694142449e-08,2.0435431735549224e-09,1.2916247687277453e-10,5.742396060753077e-11,2.2094373888533504e-10,3.142712613209523e-11,1.1648892136441432e-07,8.904811899524369e-15,4.304597867759427e-19,1.6263100368730058e-12,1.9156186129895638e-13,1.9798994599056738e-12,4.347706278199568e-12,1.0017666728183355e-19,1.2310752414136316e-09,2.131340738140593e-13,3.9322264896426766e-12,4.833661027391923e-16,3.726604028219522e-19,2.612806146388823e-10,7.765235049468229e-13,1.1617336642274059e-11,1.1726913287825597e-17,1.1949268528416779e-12,3.4146465787440985e-14,1.1989396958517583e-12,4.461158925227155e-13,9.196982269264836e-13,6.6907966712742625e-19,7.727243674799033e-16,3.2942420234958294e-09,3.9657106810077605e-14,6.38502449959101e-14,1.193754730668703e-14,1.515805279305143e-14,9.044484531493121e-22,1.9645268100481714e-25,3.1083534545096153e-13,1.438864242939452e-17,9.307967791110353e-16,1.2139899273684275e-06,1.0131036421393838e-15,2.111092521230034e-17,6.801418357446139e-08,3.8297042473071593e-20,1.0817524554482614e-10,2.710359023402233e-16,2.0221298750586535e-18,4.681179855752426e-15,8.687927977421772e-17,1.6226305315968523e-19,9.175251214818825e-16,1.3191354979903885e-15,3.1256876027508217e-18,2.16901674893509e-21
3.669135084165191e-08,0.9003443380180862,4.367021865315953e-07,1.7598234212822145e-08,1.1917921363450865e-08,2.4269881301583027e-08,0.0,0.0,7.340803356471052e-07,8.027398809615411e-11,1.7584301183418377e-09,4.702819978956799e-08,5.981998022867408e-11,5.9680219948064e-19,8.954950338787668e-13,3.1784885436336274e-08,1.2270172584906781e-06,1.966084994087719e-07,5.013541752402432e-15,3.300661158302428e-13,3.6128767202545103e-16,1.075697301104784e-15,4.09919718606635e-08,7.884099953689035e-16,4.077846929839704e-11,2.800448004063449e-17,3.8845110378005204e-19,8.083418061145861e-14,1.651590710648398e-14,1.2783625879265109e-14,8.292362351138234e-13,7.211056345049799e-20,1.5340282166529098e-20,4.864344905979324e-20,3.76,0.0,0.6107960072129898,0.9965626885225298,2.5275720995503633e-09,3.2033799340106505e-08,0.020966190568140617,0.020991132460720836,0.003436313727068489,3.28865677194164e-11,1.9494755595874776e-07,9.475701930198975e-07,1.1799703878672428e-05,8.971423945604376e-12,3.2536430122745236e-10,1.649381992513694e-08,4.7562358990209635e-09,9.931794451643127e-13,4.6719780689603495e-09,1.067079047110735e-06,5.503105006929677e-08,2.4937472215569774e-08,8.811330328105378e-08,8.442169772153122e-08,2.213474040486384e-09,1.4202085038408977e-10,6.337321820444268e-11,2.3193989412629973e-10,3.58329128946122e-11,1.1965638617655416e-07,9.862551710912568e-15,4.761428037201801e-19,1.7762356230887903e-12,2.060768802376426e-13,2.2575809305192502e-12,4.4841311878168636e-12,1.107053964276875e-19,1.2512159328543284e-09,2.471506933668772e-13,4.069171336218594e-12,5.523739599920623e-16,4.2116634323593904e-19,2.7106588834714545e-10,8.460347241582568e-13,1.2706857269922841e-11,1.280547492221198e-17,1.2395344881037763e-12,3.8355417815403435e-14,1.2917126956477687e-12,4.862169596330971e-13,1.0133859904882371e-12,7.380615106286309e-19,8.726956478224585e-16,3.3786211349865408e-09,4.458631253019843e-14,7.109065647787603e-14,1.234326158195629e-14,1.542868682467389e-14,1.0791937217795328e-21,2.384495082283377e-25,3.243806887991623e-13,1.5717374211343897e-17,9.890970283665e-16,1.2480985403481021e-06,1.144559944426331e-15,2.439349443198696e-17,7.237783190804434e-08,4.43028087811899e-20,1.1188092051190492e-10,2.995039481665516e-16,2.3199979264522916e-18,5.329001248216165e-15,9.740467224402122e-17,1.877139877046598e-19,1.0485102314554905e-15,1.3426607808503355e-15,3.4424010773274352e-18,2.4386152957276608e-21
3.771174094770856e-08,0.9004398323506596,4.6176036095402343e-07,1.895843484262893e-08,1.2871820739283458e-08,2.640895701153847e-08,0.0,0.0,7.540389038451095e-07,8.475075861608216e-11,1.8560310498771916e-09,4.9593240412461056e-08,6.683549422280803e-11,6.507450723654041e-19,9.344710170188739e-13,3.2252995044983934e-08,1.259969353685317e-06,2.0761909856776464e-07,5.88290374979095e-15,3.6664963504926817e-13,4.019283260913346e-16,1.150016678775705e-15,4.117468742441387e-08,8.876863842508386e-16,4.2062012955338664e-11,3.360607291191163e-17,4.269223638977943e-19,8.72855135309078e-14,1.7904431572903166e-14,1.3669227688050733e-14,9.122762637259278e-13,8.292964033476835e-20,1.769559207999215e-20,5.716885173420255e-20,3.76,0.0,0.610222555449332,0.9965626537048884,2.794481004990489e-09,3.381635165322329e-08,0.021538825475682977,0.02156516542056824,0.0034363135511700964,3.378919125195475e-11,2.058629091125165e-07,9.79429831484777e-07,1.2461798278802217e-05,9.28136352690316e-12,3.503106309265705e-10,1.7077839682334882e-08,5.017789060340448e-09,1.0774594408923192e-12,4.804903020184477e-09,1.126915873809642e-06,5.662599338493522e-08,2.5961919606368902e-08,9.356053519977683e-08,9.00363779074379e-08,2.393040880589131e-09,1.5578060496723448e-10,6.978670269109093e-11,2.432937543155569e-10,4.071361742103143e-11,1.2281506044392958e-07,1.0897837433569295e-14,5.254753485445857e-19,1.9351503544449864e-12,2.212761605331739e-13,2.565268639079706e-12,4.620208953945771e-12,1.220670951964443e-19,1.2702242630354283e-09,2.8548016648340134e-13,4.206605053019124e-12,6.289942423996264e-16,4.745981352409007e-19,2.8090168561683917e-10,9.19360512502524e-13,1.3865173297836463e-11,1.3944879760604206e-17,1.2845408631188781e-12,4.293492942292407e-14,1.3884988000989017e-12,5.285361914333466e-13,1.1141762646659299e-12,8.123235688965856e-19,9.826947066692702e-16,3.4628573547450796e-09,4.996823867385819e-14,7.892315989576284e-14,1.2737123271298284e-14,1.568474981593537e-14,1.2814009790194475e-21,2.879065439846111e-25,3.380751586291702e-13,1.7121646520243323e-17,1.0492274147190341e-15,1.2821730042925238e-06,1.2887209011158406e-15,2.8074819587303067e-17,7.689525989451852e-08,5.1047315358758137e-20,1.1558430358877084e-10,3.3000059477161503e-16,2.6525135702712814e-18,6.045754952430076e-15,1.0885618180086865e-16,2.1629642257137702e-19,1.1938704383796311e-15,1.3649006994826388e-15,3.777934902300177e-18,2.7325441124921965e-21
